sa3_code16,m_pode_pode_nfd_mng,m_pode_pode_nfd_pro,m_pode_pode_nfd_ttw,m_pode_pode_nfd_cps,m_pode_pode_nfd_ca,m_pode_pode_nfd_sal,m_pode_pode_nfd_mod,m_pode_pode_nfd_lab,m_pode_pode_nfd_idns,m_pode_pode_nfd_tot,m_pode_doctde_mng,m_pode_doctde_pro,m_pode_doctde_ttw,m_pode_doctde_cps,m_pode_doctde_ca,m_pode_doctde_sal,m_pode_doctde_mod,m_pode_doctde_lab,m_pode_doctde_idns,m_pode_doctde_tot,m_pode_masde_mng,m_pode_masde_pro,m_pode_masde_ttw,m_pode_masde_cps,m_pode_masde_ca,m_pode_masde_sal,m_pode_masde_mod,m_pode_masde_lab,m_pode_masde_idns,m_pode_masde_tot,m_grdigrcer_grdigrcernfd_mng,m_grdigrcer_grdigrcernfd_pro,m_grdigrcer_grdigrcernfd_ttw,m_grdigrcer_grdigrcernfd_cps,m_grdigrcer_grdigrcernfd_ca,m_grdigrcer_grdigrcernfd_sal,m_grdigrcer_grdigrcernfd_mod,m_grdigrcer_grdigrcernfd_lab,m_grdigrcer_grdigrcernfd_idns,m_grdigrcer_grdigrcernfd_tot,m_grdi_grcer_grdi_mng,m_grdi_grcer_grdi_pro,m_grdi_grcer_grdi_ttw,m_grdi_grcer_grdi_cps,m_grdi_grcer_grdi_ca,m_grdi_grcer_grdi_sal,m_grdi_grcer_grdi_mod,m_grdi_grcer_grdi_lab,m_grdi_grcer_grdi_idns,m_grdi_grcer_grdi_tot,m_grdi_grcer_gradcer_mng,m_grdi_grcer_gradcer_pro,m_grdi_grcer_gradcer_ttw,m_grdi_grcer_gradcer_cps,m_grdi_grcer_gradcer_ca,m_grdi_grcer_gradcer_sal,m_grdi_grcer_gradcer_mod,m_grdi_grcer_gradcer_lab,m_grdi_grcer_gradcer_idns,m_grdi_grcer_gradcer_tot,m_bade_bade_mng,m_bade_bade_pro,m_bade_bade_ttw,m_bade_bade_cps,m_bade_bade_ca,m_bade_bade_sal,m_bade_bade_mod,m_bade_bade_lab,m_bade_bade_idns,m_bade_bade_tot,m_advdi_di_advdi_di_nfd_mng,m_advdi_di_advdi_di_nfd_pro,m_advdi_di_advdi_di_nfd_ttw,m_advdi_di_advdi_di_nfd_cps,m_advdi_di_advdi_di_nfd_ca,m_advdi_di_advdi_di_nfd_sal,m_advdi_di_advdi_di_nfd_mod,m_advdi_di_advdi_di_nfd_lab,m_advdi_di_advdi_di_nfd_idns,m_advdi_di_advdi_di_nfd_tot,m_advdi_di_advdi_asde_mng,m_advdi_di_advdi_asde_pro,m_advdi_di_advdi_asde_ttw,m_advdi_di_advdi_asde_cps,m_advdi_di_advdi_asde_ca,m_advdi_di_advdi_asde_sal,m_advdi_di_advdi_asde_mod,m_advdi_di_advdi_asde_lab,m_advdi_di_advdi_asde_idns,m_advdi_di_advdi_asde_tot,m_advdi_di_dip_mng,m_advdi_di_dip_pro,m_advdi_di_dip_ttw,m_advdi_di_dip_cps,m_advdi_di_dip_ca,m_advdi_di_dip_sal,m_advdi_di_dip_mod,m_advdi_di_dip_lab,m_advdi_di_dip_idns,m_advdi_di_dip_tot,m_cert_certiii_iv_mng,m_cert_certiii_iv_pro,m_cert_certiii_iv_ttw,m_cert_certiii_iv_cps,m_cert_certiii_iv_ca,m_cert_certiii_iv_sal,m_cert_certiii_iv_mod,m_cert_certiii_iv_lab,m_cert_certiii_iv_idns,m_cert_certiii_iv_tot,m_cert_certi_ii_mng,m_cert_certi_ii_pro,m_cert_certi_ii_ttw,m_cert_certi_ii_cps,m_cert_certi_ii_ca,m_cert_certi_ii_sal,m_cert_certi_ii_mod,m_cert_certi_ii_lab,m_cert_certi_ii_idns,m_cert_certi_ii_tot,m_cert_cert_nfd_mng,m_cert_cert_nfd_pro,m_cert_cert_nfd_ttw,m_cert_cert_nfd_cps,m_cert_cert_nfd_ca,m_cert_cert_nfd_sal,m_cert_cert_nfd_mod,m_cert_cert_nfd_lab,m_cert_cert_nfd_idns,m_cert_cert_nfd_tot,m_le_id_mng,m_le_id_pro,m_le_id_ttw,m_le_id_cps,m_le_id_ca,m_le_id_sal,m_le_id_mod,m_le_id_lab,m_le_id_idns,m_le_id_tot,m_le_ns_mng,m_le_ns_pro,m_le_ns_ttw,m_le_ns_cps,m_le_ns_ca,m_le_ns_sal,m_le_ns_mod,m_le_ns_lab,m_le_ns_idns,m_le_ns_tot,m_tot_mng,m_tot_pro,m_tot_ttw,m_tot_cps,m_tot_ca,m_tot_sal,m_tot_mod,m_tot_lab,m_tot_idns,m_tot_tot,f_pode_pode_nfd_mng,f_pode_pode_nfd_pro,f_pode_pode_nfd_ttw,f_pode_pode_nfd_cps,f_pode_pode_nfd_ca,f_pode_pode_nfd_sal,f_pode_pode_nfd_mod,f_pode_pode_nfd_lab,f_pode_pode_nfd_idns,f_pode_pode_nfd_tot,f_pode_doctde_mng,f_pode_doctde_pro,f_pode_doctde_ttw,f_pode_doctde_cps,f_pode_doctde_ca,f_pode_doctde_sal,f_pode_doctde_mod,f_pode_doctde_lab,f_pode_doctde_idns,f_pode_doctde_tot,f_pode_masde_mng,f_pode_masde_pro,f_pode_masde_ttw,f_pode_masde_cps,f_pode_masde_ca,f_pode_masde_sal,f_pode_masde_mod,f_pode_masde_lab,f_pode_masde_idns,f_pode_masde_tot,f_grdigrcer_grdigrcernfd_mng,f_grdigrcer_grdigrcernfd_pro,f_grdigrcer_grdigrcernfd_ttw,f_grdigrcer_grdigrcernfd_cps,f_grdigrcer_grdigrcernfd_ca,f_grdigrcer_grdigrcernfd_sal,f_grdigrcer_grdigrcernfd_mod,f_grdigrcer_grdigrcernfd_lab,f_grdigrcer_grdigrcernfd_idns,f_grdigrcer_grdigrcernfd_tot,sa3_name16
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,8,0,29,0,0,3,0,14,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,6,29,5,5,6,3,21,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Lord Howe Island
10804,0,9,0,0,0,0,0,0,0,6,14,64,0,0,0,0,0,0,0,83,95,215,18,14,19,8,3,3,4,376,3,15,0,0,0,0,0,0,0,18,23,106,8,4,0,0,3,3,3,156,13,24,0,5,0,0,0,0,0,44,282,1137,72,105,71,39,26,28,14,1779,0,4,0,0,0,0,0,0,0,7,131,169,66,57,42,34,19,25,7,548,148,151,130,125,67,69,30,36,9,751,674,189,2477,348,194,307,494,629,71,5370,9,9,25,16,14,25,27,44,0,172,45,17,29,34,12,45,36,50,3,272,11,22,15,6,8,7,3,16,0,88,42,24,67,28,17,29,51,62,41,362,1488,2154,2901,745,453,563,678,894,160,10036,0,18,0,0,0,0,0,0,0,21,3,44,0,0,3,0,0,0,0,50,60,310,4,24,16,3,0,0,3,428,0,11,0,0,4,0,0,0,0,16,Port Macquarie
10805,0,5,0,0,0,0,0,0,0,5,4,34,0,0,0,0,0,0,0,40,29,82,8,6,4,0,0,3,5,134,0,3,0,0,0,0,0,0,0,5,10,46,0,0,3,3,0,0,0,63,9,15,0,0,0,0,0,0,0,30,137,496,24,37,44,21,11,23,3,790,0,0,0,0,0,0,0,0,0,3,62,83,41,44,20,17,10,26,0,294,73,77,53,63,17,26,10,29,3,343,493,106,1486,171,100,184,378,462,42,3421,12,10,18,6,7,35,17,47,0,149,35,18,33,28,9,25,35,46,3,229,15,14,0,4,0,4,5,11,0,53,37,21,37,23,13,23,62,65,25,291,909,1003,1706,388,217,343,525,689,85,5862,0,7,0,3,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,21,27,143,0,4,18,4,0,0,3,189,3,7,0,3,0,0,0,0,0,11,Taree - Gloucester
10901,3,5,0,0,0,0,0,0,0,10,10,73,0,0,5,0,0,0,0,94,79,170,3,10,20,6,6,11,0,316,6,18,0,0,0,0,0,0,0,26,31,119,7,10,6,8,0,3,0,189,13,22,0,3,4,0,0,0,0,41,365,844,96,92,97,42,46,42,25,1648,0,0,0,0,0,0,0,0,0,8,130,100,72,59,22,36,30,25,10,483,162,151,123,95,46,42,57,50,9,729,687,200,2272,220,178,208,530,454,72,4821,17,10,28,14,10,18,35,32,4,170,48,19,29,17,15,27,46,40,3,244,16,24,9,8,0,10,11,9,6,85,41,27,43,14,4,23,46,56,20,283,1604,1784,2692,544,411,423,812,720,145,9133,3,14,0,0,0,0,0,0,0,24,10,75,3,0,3,0,0,0,0,90,72,268,3,27,23,12,3,10,5,417,3,19,0,3,3,0,0,0,0,28,Albury
10902,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,64,84,10,16,4,4,0,4,0,190,0,0,0,0,0,0,0,0,0,0,29,18,3,6,0,3,4,8,0,77,31,14,16,20,6,3,4,7,0,104,198,20,350,20,22,27,125,121,15,895,7,0,7,0,0,4,3,14,0,40,17,3,4,3,0,7,4,5,3,40,0,0,0,0,0,0,0,3,0,10,29,3,16,8,3,8,19,13,6,103,393,169,408,76,41,60,161,167,27,1498,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,8,20,3,3,3,0,0,0,0,40,0,3,0,0,0,0,0,0,0,6,Lower Murray
10903,0,3,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,7,45,46,5,3,4,0,0,7,0,104,0,0,0,0,0,0,0,0,0,0,13,16,4,0,3,0,0,0,0,50,5,3,0,0,0,0,0,0,0,16,228,333,28,37,15,12,6,49,7,721,3,0,0,0,0,0,0,0,0,5,155,49,34,33,13,12,14,25,3,329,109,48,37,49,14,15,14,33,3,330,720,67,1240,71,71,119,390,429,59,3159,24,4,5,0,3,3,10,29,0,82,48,10,11,17,8,16,21,33,3,170,5,4,3,0,0,4,4,10,0,36,78,13,48,24,6,26,65,63,19,337,1443,609,1430,231,142,205,522,681,83,5348,0,7,0,0,0,0,0,0,0,9,3,13,0,0,0,0,0,0,0,12,32,87,4,7,6,0,0,0,0,150,0,12,0,0,0,0,0,0,0,12,Upper Murray exc. Albury
11001,3,0,0,0,0,0,0,0,0,3,39,319,4,3,4,0,0,3,0,375,78,150,9,15,13,12,0,32,0,308,3,8,0,3,3,0,0,0,0,16,26,69,3,6,8,0,0,0,0,120,3,11,4,5,0,0,0,0,0,28,234,517,68,99,62,35,16,65,8,1106,0,0,0,3,0,0,0,0,0,6,108,55,27,30,17,10,4,13,3,281,85,49,46,38,19,19,14,33,6,303,466,65,924,115,70,117,175,284,38,2255,25,6,16,5,3,16,11,20,0,109,30,8,16,14,9,21,19,30,0,142,9,18,3,8,4,3,4,9,0,48,54,16,27,9,9,10,14,26,15,179,1165,1296,1154,354,216,233,263,515,74,5274,0,6,0,0,0,0,0,0,0,12,25,228,5,4,10,0,0,0,0,265,43,249,8,19,36,6,0,14,6,383,7,13,0,0,0,0,0,0,0,14,Armidale
11002,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,7,26,34,0,0,3,0,0,0,3,69,0,4,0,0,0,0,0,0,0,3,13,30,0,0,3,3,0,0,0,51,3,0,0,3,0,0,0,0,0,7,155,241,20,26,20,12,4,26,4,504,0,0,0,0,3,0,0,3,0,8,86,32,19,29,6,11,10,13,3,208,103,49,24,46,13,8,12,20,4,287,544,54,946,104,54,93,243,377,33,2453,23,4,8,5,3,13,16,40,3,118,49,10,14,17,6,21,15,38,4,168,13,6,6,0,0,3,3,9,3,42,65,12,42,13,8,21,40,67,30,298,1072,480,1087,247,129,179,337,594,90,4217,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,15,26,65,0,0,8,0,0,6,0,109,3,3,0,0,0,0,0,0,0,8,Inverell - Tenterfield
11003,0,0,0,0,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,27,26,35,3,0,3,0,0,0,0,70,6,0,0,0,0,0,0,0,0,3,15,12,0,0,0,0,0,0,0,36,6,3,0,0,0,0,3,0,0,8,185,232,23,35,19,16,10,16,7,538,0,0,0,0,0,0,0,0,0,0,72,27,18,23,3,4,8,7,0,163,85,26,29,14,8,7,12,12,0,207,350,53,766,38,27,73,252,193,32,1785,12,8,6,3,5,4,17,19,4,68,26,6,10,12,0,8,19,13,6,90,8,3,0,0,0,3,7,4,0,34,44,4,21,7,4,14,46,41,18,217,841,425,882,127,75,131,376,310,73,3245,0,7,0,0,0,0,0,0,0,7,5,14,0,0,0,0,0,0,0,14,13,68,0,0,8,0,0,0,0,89,0,8,0,0,0,0,0,0,0,14,Moree - Narrabri
11004,0,0,0,0,0,0,0,0,0,0,5,64,0,0,0,0,0,0,0,69,79,179,7,3,8,9,0,12,3,303,3,10,0,0,0,0,0,0,0,14,25,83,9,0,6,0,3,0,0,127,13,20,3,0,0,0,0,3,0,36,362,858,75,92,64,42,39,80,18,1635,6,0,3,0,0,3,0,0,0,14,193,137,63,62,29,25,30,38,10,583,212,147,115,105,34,27,26,68,14,760,949,209,2775,210,200,223,881,669,97,6209,38,12,26,14,13,23,38,58,3,222,56,15,46,21,16,46,68,68,3,331,21,11,15,7,7,13,8,39,4,121,76,26,100,14,12,37,114,134,41,552,2020,1760,3229,538,395,441,1223,1168,192,10969,0,14,0,0,4,0,0,0,0,16,3,32,0,0,0,0,0,0,0,42,46,277,9,16,23,9,0,5,3,394,0,14,0,0,0,0,0,0,0,16,Tamworth - Gunnedah
11101,4,11,3,0,0,0,0,0,0,24,27,234,0,0,6,0,0,0,7,282,230,434,24,13,49,20,3,3,3,786,11,28,0,0,6,0,0,0,0,41,49,187,15,14,6,3,0,3,3,277,31,49,6,5,10,0,0,0,0,104,719,2213,220,213,194,111,78,72,33,3842,0,3,3,0,3,4,0,0,0,15,228,339,210,116,82,44,44,42,4,1117,320,350,323,193,144,78,71,58,8,1547,997,387,4726,445,387,409,1004,876,175,9403,16,14,31,29,25,32,32,49,0,228,72,33,89,43,29,52,63,58,7,456,30,48,23,9,9,14,16,21,3,164,30,45,73,31,19,33,62,58,37,396,2758,4377,5731,1121,971,793,1380,1252,286,18676,4,22,0,3,3,0,0,0,0,38,9,169,3,4,7,0,0,0,3,193,139,658,16,25,68,13,0,4,7,934,6,32,0,3,7,0,0,0,0,53,Lake Macquarie - East
11102,0,4,0,0,0,0,0,0,0,9,13,98,3,0,0,0,0,0,0,114,95,214,12,6,26,11,4,4,4,377,6,5,0,0,0,0,0,0,0,10,20,62,6,3,6,0,3,3,0,108,20,19,0,3,0,3,0,0,0,50,237,858,104,100,68,49,19,43,26,1497,0,5,3,0,0,0,0,0,0,8,114,132,118,83,40,21,26,21,19,577,166,181,186,101,53,37,54,44,12,835,594,217,3105,263,254,259,854,633,112,6296,11,4,16,16,8,19,27,42,0,156,31,24,38,26,23,21,56,56,3,285,8,17,9,3,3,13,8,20,0,84,23,20,62,24,7,13,53,57,30,296,1343,1859,3675,636,495,450,1111,925,210,10702,0,19,0,0,3,0,0,0,0,20,4,64,0,0,0,0,0,0,0,71,46,320,6,23,44,8,0,3,7,462,5,15,0,0,3,0,0,0,0,22,Lake Macquarie - West
11103,8,29,0,3,5,0,0,0,0,43,60,660,6,9,8,3,3,3,5,758,471,1033,61,41,106,42,12,36,14,1811,18,53,4,0,0,0,0,0,0,81,74,277,22,26,25,4,8,4,8,435,42,91,6,14,9,3,3,0,0,170,1117,4515,424,391,433,221,106,182,69,7456,0,7,7,3,0,0,0,0,0,24,279,420,257,166,110,74,66,56,22,1456,384,460,413,279,203,124,107,109,34,2106,1056,504,5161,696,513,517,1187,1020,153,10810,30,32,48,58,23,35,52,68,3,355,77,70,83,81,40,67,73,86,8,588,33,74,32,23,13,12,27,28,5,246,37,69,93,45,26,33,75,75,75,535,3698,8305,6625,1832,1512,1127,1715,1678,388,26883,6,46,0,3,3,0,0,0,0,57,39,467,6,6,10,3,0,0,4,533,269,1390,28,91,162,41,8,19,10,2017,16,60,0,4,6,3,0,0,3,91,Newcastle
11201,0,14,0,0,0,0,0,0,0,18,20,131,3,0,3,3,0,0,0,166,144,293,15,21,20,10,0,14,9,520,4,17,5,0,0,4,0,0,0,35,32,184,17,12,11,5,0,5,3,272,7,24,0,6,3,0,0,0,0,42,570,1476,165,155,120,101,39,112,35,2782,3,0,3,3,0,3,0,3,0,12,146,206,89,87,36,39,22,40,11,679,166,159,131,115,45,37,32,57,10,763,746,184,2458,288,145,227,394,573,84,5097,18,5,17,18,8,14,11,38,4,143,56,27,55,42,6,30,36,66,9,329,13,32,17,9,11,5,4,21,3,110,56,35,50,37,15,39,46,64,39,387,1998,2791,3025,785,425,523,584,1012,206,11355,6,32,0,0,3,3,0,0,0,46,8,119,0,4,4,0,0,0,0,143,92,464,6,44,54,12,0,8,11,692,3,18,0,3,3,0,0,4,3,30,Richmond Valley - Coastal
11202,3,3,0,0,0,0,0,0,0,7,10,98,0,0,3,4,0,0,3,120,47,160,7,14,4,0,3,4,4,241,0,11,0,0,0,0,0,0,0,10,33,87,9,14,4,4,0,0,0,150,13,26,0,3,4,0,0,3,0,43,296,812,107,117,78,56,21,62,16,1559,0,3,3,0,0,0,0,3,0,9,84,108,53,60,27,26,12,19,4,395,121,91,79,104,53,28,22,49,6,541,643,129,1995,231,175,232,501,692,66,4657,24,5,19,17,13,29,26,76,3,219,50,13,28,36,22,28,43,63,3,286,15,14,8,3,0,8,13,18,0,77,58,28,41,21,9,21,51,86,32,347,1399,1584,2345,612,392,426,691,1069,139,8662,0,20,0,0,0,0,0,0,0,17,7,57,3,3,5,0,0,0,0,72,50,246,10,25,18,6,0,8,0,355,3,8,0,0,0,0,0,0,0,14,Richmond Valley - Hinterland
11203,3,8,0,0,0,0,0,0,0,11,10,78,0,3,0,4,0,0,0,87,82,230,15,8,20,3,5,4,3,378,0,12,0,0,0,0,0,0,0,15,33,119,13,13,6,3,4,5,3,194,14,26,5,3,0,5,0,3,0,51,358,1037,122,139,114,101,47,75,23,2021,3,0,3,3,0,0,0,0,0,17,122,157,111,86,31,33,24,40,8,613,171,151,170,181,72,79,40,66,24,947,732,200,3062,332,223,274,593,739,110,6269,23,8,24,14,3,21,20,49,0,161,54,31,31,49,12,37,52,68,0,336,12,21,28,9,12,12,9,9,0,111,45,24,86,30,21,22,59,83,41,417,1662,2093,3675,883,520,581,849,1147,219,11628,6,16,0,0,3,0,0,0,0,24,4,73,0,0,0,0,0,0,0,90,59,326,6,20,41,14,0,9,3,479,10,25,0,3,3,0,0,0,0,44,Tweed Valley
11301,0,3,0,0,0,0,0,0,0,3,7,17,0,0,0,0,0,0,0,26,56,65,5,3,5,3,5,13,0,151,0,3,0,0,0,0,0,0,0,10,19,34,8,8,4,0,0,3,0,73,6,4,0,0,3,0,0,0,0,17,245,433,57,42,32,16,21,89,15,957,0,0,0,0,0,0,4,0,0,6,90,64,42,35,12,13,10,23,3,291,116,44,57,45,21,22,17,41,7,374,750,101,1567,89,103,145,418,504,69,3739,40,5,16,3,0,14,20,29,0,125,55,5,14,15,4,13,27,54,3,194,8,3,13,3,0,3,8,35,0,82,80,21,40,8,8,17,66,112,37,393,1464,815,1821,254,200,247,594,904,136,6436,0,9,0,0,0,0,0,0,0,9,7,11,0,0,0,0,0,0,0,18,30,102,3,4,7,3,0,12,4,172,3,3,0,0,0,0,0,0,0,8,Griffith - Murrumbidgee (West)
11302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,3,0,6,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,3,11,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,3,0,10,79,113,12,11,4,3,11,32,0,269,0,0,0,0,0,0,0,0,0,0,45,15,12,6,3,7,7,4,0,94,28,15,22,17,8,0,8,12,0,106,178,40,505,34,29,16,187,120,16,1133,5,0,4,0,0,0,5,8,0,27,15,14,9,0,5,0,20,10,0,70,0,0,3,0,0,0,6,3,0,10,18,9,13,4,0,3,35,30,6,119,382,231,582,85,59,31,278,216,31,1898,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,12,31,0,0,6,0,0,0,0,47,0,3,0,0,0,0,0,0,0,9,Tumut - Tumbarumba
11303,0,4,0,0,0,0,0,0,0,9,28,191,4,3,3,3,0,0,0,234,99,232,25,13,21,7,5,12,0,411,0,8,3,0,0,0,0,0,0,12,50,131,6,10,7,3,3,0,0,213,21,31,3,3,9,0,0,0,0,66,502,1157,183,152,105,93,32,101,23,2344,6,4,0,3,0,0,0,0,0,16,187,156,97,96,34,30,28,37,6,672,227,157,141,156,73,44,31,51,12,890,1242,317,3346,433,237,351,727,780,100,7538,46,20,42,42,22,35,46,61,3,311,94,26,49,53,19,36,58,64,6,404,20,25,22,3,0,10,11,13,3,110,100,36,77,15,18,35,85,99,37,501,2617,2492,4003,979,556,637,1032,1217,194,13719,5,18,0,0,3,0,0,0,0,30,19,116,3,3,4,0,0,0,0,143,80,382,4,27,29,3,0,8,4,544,4,19,0,0,0,0,0,0,0,27,Wagga Wagga
11401,0,8,0,0,0,0,0,0,0,11,17,64,0,3,3,0,0,4,0,89,103,253,17,18,16,8,3,4,7,442,8,6,0,0,0,0,0,0,0,16,19,132,10,4,7,4,0,4,5,195,15,17,3,3,4,0,0,0,0,39,321,987,116,131,66,43,23,69,26,1784,4,0,4,0,0,3,0,0,0,15,183,177,133,100,41,29,26,37,13,730,187,162,214,174,77,47,37,61,18,971,904,261,3666,470,201,351,597,761,123,7328,22,16,28,35,17,33,23,52,0,229,31,30,56,49,17,29,42,70,6,340,9,23,30,8,4,15,17,14,3,128,50,30,73,26,5,30,70,84,37,413,1877,2177,4355,1026,457,584,843,1169,237,12723,0,11,0,3,3,0,0,0,0,21,6,42,0,0,3,0,0,0,0,60,90,357,4,33,34,9,0,9,3,538,0,21,0,0,4,0,0,0,0,30,Shoalhaven
11402,3,7,0,0,0,0,0,0,0,13,20,90,0,0,3,0,0,0,3,120,147,232,19,11,20,14,7,4,3,461,0,15,0,0,0,0,0,0,0,13,34,94,4,11,9,4,3,3,3,161,5,12,0,3,0,3,0,0,0,26,355,738,110,79,66,60,22,44,24,1502,0,0,0,3,0,0,0,0,0,5,124,133,70,44,20,33,13,28,4,470,121,84,99,72,26,26,30,21,5,483,531,118,1741,115,92,142,354,367,56,3522,11,10,17,5,7,15,15,19,3,91,45,25,23,30,11,14,28,31,4,209,11,13,11,5,3,6,7,6,0,60,27,21,39,12,0,17,29,44,17,216,1432,1601,2130,389,265,330,503,579,132,7356,0,8,0,0,0,0,0,0,0,16,6,62,3,0,3,0,0,0,0,79,76,325,5,24,47,13,0,7,0,495,3,8,0,0,0,0,0,0,0,11,Southern Highlands
11501,19,42,0,3,6,3,0,0,0,74,79,410,7,6,23,7,5,4,0,545,1367,2326,206,61,356,161,67,47,63,4654,60,90,4,0,20,4,0,0,4,182,160,271,21,15,43,16,9,6,7,553,50,53,6,11,15,6,0,3,0,140,2651,5015,591,313,853,523,217,217,159,10540,5,4,0,0,4,4,3,4,0,26,586,543,276,137,177,170,86,71,36,2085,535,458,295,155,189,181,77,85,18,1998,1140,436,2766,236,338,385,332,401,105,6152,39,25,27,18,27,38,15,20,0,212,167,95,77,50,65,81,48,59,6,652,85,129,48,13,20,33,24,23,11,390,86,87,71,27,45,44,26,27,61,475,7038,9995,4394,1041,2187,1659,916,964,486,28677,11,53,0,0,9,0,0,0,0,70,27,281,10,7,19,4,0,0,7,349,558,1993,67,126,545,117,3,14,48,3483,22,72,0,8,20,3,0,0,0,127,Baulkham Hills
11502,3,4,0,0,3,0,0,0,0,5,20,57,0,0,0,0,0,0,0,76,136,150,8,6,30,5,0,0,0,338,4,4,0,0,0,0,0,0,0,14,18,28,4,7,5,0,3,0,0,62,7,6,3,0,0,0,0,0,0,17,362,570,70,55,72,64,14,35,16,1260,0,0,0,0,0,0,0,0,0,4,114,74,66,17,19,14,17,9,6,340,98,54,45,31,17,26,15,17,4,305,450,88,975,62,57,109,145,157,34,2089,9,3,3,8,0,7,0,3,0,33,50,22,18,9,4,18,7,13,4,153,19,15,10,0,3,0,0,0,3,56,30,13,22,5,4,4,13,11,15,116,1320,1095,1215,189,221,265,225,242,96,4865,3,4,0,0,0,0,0,0,0,12,6,40,0,0,0,0,0,0,0,49,61,239,5,10,41,7,0,3,0,366,8,11,0,0,0,0,0,0,0,17,Dural - Wisemans Ferry
11503,0,3,0,0,0,0,0,0,0,3,3,21,0,0,0,0,0,0,0,24,52,78,9,3,7,0,0,4,0,152,0,8,0,0,0,0,0,0,0,7,10,26,4,3,3,0,0,0,0,50,9,8,0,3,0,0,0,0,0,25,148,265,45,34,28,23,11,20,4,571,0,0,3,0,0,0,0,0,0,6,82,64,56,30,13,11,9,15,0,283,86,46,69,31,26,13,15,27,4,328,399,110,1423,92,74,101,298,239,55,2788,7,5,11,0,3,11,9,7,0,55,28,17,37,6,4,14,16,12,3,140,10,8,10,3,3,3,3,10,0,48,15,17,20,10,3,6,19,24,21,137,856,667,1682,216,174,188,377,355,87,4600,0,0,0,0,0,0,0,0,0,4,6,27,0,0,0,0,0,0,3,42,38,159,0,5,13,4,0,0,0,219,0,7,0,0,0,0,0,0,0,11,Hawkesbury
11504,4,6,0,0,0,0,0,0,0,15,3,45,0,0,0,0,0,0,0,56,166,264,24,14,41,31,6,0,9,549,3,15,0,0,0,0,0,0,0,23,29,34,4,3,9,8,0,0,0,88,11,12,0,0,4,0,0,0,0,27,413,697,78,72,139,73,37,35,24,1570,0,0,0,0,0,0,0,0,0,3,137,104,60,40,40,29,16,14,4,437,146,129,73,56,46,46,11,19,12,545,494,107,1329,89,113,142,235,188,48,2741,18,8,4,4,3,3,10,3,0,54,34,26,22,11,10,24,19,14,0,163,15,21,10,0,5,12,7,9,4,85,28,12,25,12,10,6,18,19,17,147,1498,1487,1633,305,430,369,360,298,118,6495,10,3,0,0,0,0,0,0,0,12,4,38,0,0,0,0,0,0,0,48,86,285,3,13,51,16,0,3,6,458,4,15,0,0,0,0,0,0,0,16,Rouse Hill - McGraths Hill
11601,9,6,0,0,0,0,3,0,0,24,18,99,7,6,4,3,3,0,0,141,419,1119,168,97,320,113,177,110,40,2572,18,31,4,4,12,3,3,7,4,80,44,134,21,19,37,7,12,12,0,275,18,28,5,3,8,6,0,3,3,75,767,2345,599,325,667,310,537,386,88,6033,9,3,7,3,7,4,8,3,0,39,228,263,321,126,155,99,240,125,22,1575,321,262,418,201,203,152,291,164,31,2049,664,291,3496,335,425,302,947,744,139,7339,28,16,34,24,37,17,57,49,3,278,75,55,83,60,63,41,124,92,22,604,38,76,64,32,30,21,70,43,11,383,58,53,116,50,59,32,140,123,101,733,2708,4782,5342,1287,2025,1114,2615,1868,470,22205,3,15,0,0,7,3,0,0,0,29,12,81,3,6,11,3,0,0,3,122,174,991,51,165,415,107,35,73,41,2045,11,43,4,8,16,7,0,4,0,89,Blacktown
