gml_id,sa3_name16,sa3_code16,neg_nil_inc_fam_households,neg_nil_inc_non_fam_househlds,negative_nil_income_tot,hi_1_149_family_households,hi_1_149_non_family_hseholds,hi_1_149_tot,hi_150_299_family_households,hi_150_299_non_fam_househlds,hi_150_299_tot,hi_300_399_family_households,hi_300_399_non_fam_househlds,hi_300_399_tot,hi_400_499_family_households,hi_400_499_non_fam_househlds,hi_400_499_tot,hi_500_649_family_households,hi_500_649_non_fam_househlds,hi_500_649_tot,hi_650_799_family_households,hi_650_799_non_fam_househlds,hi_650_799_tot,hi_800_999_fam_households,hi_800_999_non_fam_hsehlds,hi_800_999_tot,hi_1000_1249_fam_households,hi_1000_1249_non_fam_hsehlds,hi_1000_1249_tot,hi_1250_1499_fam_households,hi_1250_1499_non_fam_hsehlds,hi_1250_1499_tot,hi_1500_1749_fam_households,hi_1500_1749_non_fam_hsehlds,hi_1500_1749_tot,hi_1750_1999_fam_households,hi_1750_1999_non_fam_hsehlds,hi_1750_1999_tot,hi_2000_2499_fam_households,hi_2000_2499_non_fam_hsehlds,hi_2000_2499_tot,hi_2500_2999_fam_households,hi_2500_2999_non_fam_hsehlds,hi_2500_2999_tot,hi_3000_3499_fam_households,hi_3000_3499_non_fam_hsehlds,hi_3000_3499_tot,hi_3500_3999_fam_households,hi_3500_3999_non_fam_hsehlds,hi_3500_3999_tot,hi_4000_more_fam_households,hi_4000_more_non_fam_hsehlds,hi_4000_more_tot,part_inc_stated_fam_household,part_inc_std_non_fam_hhds,partial_income_stated_tot,all_incomes_ns_famly_househld,all_inc_ns_non_famly_househld,all_incomes_not_stated_tot,tot_family_households,tot_non_family_households,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d68,Palmerston,"70104","35","53","86","20","20","39","33","81","117","56","155","209","114","173","282","127","97","222","219","113","331","225","169","394","356","241","589","395","229","622","440","200","648","515","164","684","1245","274","1515","981","65","1043","767","40","811","695","95","787","1193","60","1247","911","98","1010","123","153","277","8444","2479","10925"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d67,Barkly,"70202","5","20","23","8","17","26","16","42","54","3","38","40","43","68","107","45","31","77","47","68","116","68","71","141","75","111","185","80","62","142","59","66","120","73","58","130","96","66","165","71","17","89","43","14","62","23","19","49","34","15","48","117","19","134","27","74","97","937","861","1801"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d66,Alice Springs,"70201","32","87","122","32","51","86","87","148","237","37","212","252","201","242","446","142","211","355","274","366","641","304","392","703","394","505","901","434","437","873","383","340","722","432","321","751","981","432","1417","725","131","854","487","65","553","379","146","528","633","117","752","943","161","1097","132","481","613","7047","4848","11898"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d65,Belconnen,"80101","141","246","383","66","120","185","134","360","492","133","589","720","376","915","1288","380","694","1075","793","722","1517","874","825","1700","1411","1043","2459","1560","979","2539","1402","953","2357","1485","612","2097","3313","1182","4495","2964","189","3153","2163","105","2269","1781","289","2071","3242","91","3335","2073","357","2430","176","295","467","24478","10562","35033"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d64,Canberra East,"80103","0","10","7","0","8","3","0","22","22","0","42","42","4","57","63","0","23","21","20","20","33","15","35","43","11","22","34","18","21","41","12","15","23","21","12","30","28","13","39","23","0","20","20","0","17","6","7","13","23","0","23","23","6","27","3","24","28","222","319","534"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d63,Gungahlin,"80104","85","123","209","41","47","94","79","105","180","75","157","230","146","290","438","226","263","487","430","253","685","513","407","916","833","558","1389","1000","555","1559","1024","573","1600","1095","363","1454","2741","731","3477","2278","106","2383","1851","60","1913","1529","234","1758","3024","85","3103","1541","179","1719","94","135","227","18606","5224","23831"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d62,North Canberra,"80105","77","263","337","38","107","142","57","353","415","57","469","522","154","610","762","147","423","571","279","416","696","313","510","827","485","743","1228","541","724","1258","486","782","1264","470","562","1036","1185","1319","2499","1088","239","1331","985","137","1125","885","493","1378","2368","188","2554","1047","446","1498","69","318","384","10738","9098","19840"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d61,South Canberra,"80106","23","59","88","10","37","51","27","124","158","25","184","210","75","261","339","42","178","223","124","159","283","123","219","336","199","304","502","259","362","617","213","406","616","283","338","617","663","824","1482","606","106","709","523","73","594","553","477","1030","2117","93","2213","714","142","855","44","148","189","6624","4495","11114"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d60,Tuggeranong,"80107","93","137","225","37","80","121","87","243","332","118","425","544","293","814","1104","385","462","850","746","495","1239","839","624","1471","1236","721","1957","1406","628","2031","1275","561","1834","1326","419","1743","3205","777","3978","2729","81","2807","2168","57","2222","1632","205","1840","3293","66","3356","2193","120","2314","174","220","396","23237","7130","30365"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d5f,Weston Creek,"80108","24","29","61","17","23","38","25","86","112","18","157","178","75","251","324","78","206","285","209","194","402","224","206","431","295","218","512","332","190","515","309","155","468","318","126","439","734","268","1004","640","20","662","590","9","595","448","66","517","1200","17","1211","559","42","602","45","99","144","6138","2361","8497"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d5e,Woden Valley,"80109","45","90","133","26","50","72","29","127","153","30","228","261","104","384","490","103","275","383","254","296","550","289","363","650","446","449","896","441","399","831","444","362","805","463","267","731","1121","505","1623","829","52","884","677","34","708","653","225","873","2070","50","2116","862","88","946","67","168","238","8941","4416","13349"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d5d,Molonglo,"80110","7","5","6","3","4","10","3","6","7","3","10","15","3","8","14","11","9","25","17","15","35","17","25","45","41","63","104","45","98","148","62","79","136","53","52","109","192","79","263","182","16","196","136","13","151","130","20","153","202","13","208","84","21","103","7","11","21","1196","546","1744"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d5c,Urriarra - Namadgi,"80111","3","0","3","0","0","0","0","0","0","0","3","3","0","0","0","3","0","4","0","3","3","0","3","3","4","6","4","3","3","8","5","5","8","10","5","16","14","5","23","15","0","13","20","0","20","8","0","8","29","0","29","14","0","14","0","3","3","139","33","167"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d5b,Christmas Island,"90101","0","0","0","0","0","5","0","3","3","0","0","3","3","8","11","3","3","4","8","3","8","5","12","16","14","19","28","14","18","33","12","24","31","28","9","39","49","23","74","40","3","41","29","3","33","19","8","28","38","0","41","35","0","33","3","14","16","301","155","454"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d5a,Cocos (Keeling) Islands,"90102","0","0","0","3","0","3","0","0","0","0","0","0","6","0","9","0","0","0","3","0","5","3","0","8","12","0","12","7","0","7","10","3","9","6","0","5","14","7","15","13","0","17","5","0","8","3","3","5","8","0","7","19","0","19","0","3","4","122","24","140"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d59,Jervis Bay,"90103","0","3","3","0","0","0","0","0","3","0","0","0","0","3","3","4","4","7","0","0","4","0","0","0","6","0","6","8","3","11","3","0","5","3","0","3","13","3","18","10","0","10","0","0","0","0","0","0","3","0","3","9","0","9","13","4","13","71","26","97"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6d58,Norfolk Island,"90104","3","6","9","3","5","9","7","19","26","3","26","29","12","52","63","17","39","52","33","34","71","48","29","74","68","15","86","64","8","69","43","14","55","32","7","36","52","11","60","17","0","17","4","0","8","4","9","11","7","3","15","53","6","61","8","28","37","488","298","786"
