sa3_code16,p_15_yrs_over_m,p_15_yrs_over_f,p_15_yrs_over_p,lfs_emplyed_wrked_full_time_m,lfs_emplyed_wrked_full_time_f,lfs_emplyed_wrked_full_time_p,lfs_emplyed_wrked_part_time_m,lfs_emplyed_wrked_part_time_f,lfs_emplyed_wrked_part_time_p,lfs_employed_away_from_work_m,lfs_employed_away_from_work_f,lfs_employed_away_from_work_p,lfs_unmplyed_lookng_for_wrk_m,lfs_unmplyed_lookng_for_wrk_f,lfs_unmplyed_lookng_for_wrk_p,lfs_tot_lf_m,lfs_tot_lf_f,lfs_tot_lf_p,lfs_n_the_labour_force_m,lfs_n_the_labour_force_f,lfs_n_the_labour_force_p,percent_unem_loyment_m,percent_unem_loyment_f,percent_unem_loyment_p,percnt_labforc_prticipation_m,percnt_labforc_prticipation_f,percnt_labforc_prticipation_p,percnt_employment_to_populn_m,percnt_employment_to_populn_f,percnt_employment_to_populn_p,non_sch_quals_postgrad_dgre_m,non_sch_quals_postgrad_dgre_f,non_sch_quals_postgrad_dgre_p,non_sch_quals_gr_dip_gr_crt_m,non_sch_quals_gr_dip_gr_crt_f,non_sch_quals_gr_dip_gr_crt_p,non_sch_quals_bchelr_degree_m,non_sch_quals_bchelr_degree_f,non_sch_quals_bchelr_degree_p,non_sch_quls_advncd_dip_dip_m,non_sch_quls_advncd_dip_dip_f,non_sch_quls_advncd_dip_dip_p,non_sch_quls_cert3a4_level_m,non_sch_quls_cert3a4_level_f,non_sch_quls_cert3a4_level_p,non_sch_quls_cert1a2_level_m,non_sch_quls_cert1a2_level_f,non_sch_quls_cert1a2_level_p,non_sch_quls_certnfd_level_m,non_sch_quls_certnfd_level_f,non_sch_quls_certnfd_level_p,non_sch_quls_certtot_level_m,non_sch_quls_certtot_level_f,non_sch_quls_certtot_level_p,migtn_lvd_same_add_1_yr_ago_m,migtn_lvd_same_add_1_yr_ago_f,migtn_lvd_same_add_1_yr_ago_p,migtn_lvd_diff_add_1_yr_ago_m,migtn_lvd_diff_add_1_yr_ago_f,migtn_lvd_diff_add_1_yr_ago_p,migtn_lvd_sme_add_5_yrs_ago_m,migtn_lvd_sme_add_5_yrs_ago_f,migtn_lvd_sme_add_5_yrs_ago_p,mign_lvd_diff_add_5_yrs_ago_m,mign_lvd_diff_add_5_yrs_ago_f,mign_lvd_diff_add_5_yrs_ago_p,sa3_name16
20901,47926,51928,99850,22786,12770,35554,6450,14064,20514,1170,1670,2846,1797,1635,3429,32204,30140,62344,13408,19217,32622,5.6,5.4,5.5,67.2,58.0,62.4,63.4,54.9,59.0,3765,3704,7472,1319,2443,3767,9239,11312,20555,4330,5358,9683,9128,3730,12859,258,449,709,650,1038,1693,10042,5218,15261,47308,50237,97542,7211,7450,14661,33801,36277,70078,18626,19400,38022,Banyule
21003,30119,31333,61453,12948,7393,20337,4093,6383,10476,910,926,1843,1550,1187,2735,19499,15892,35395,8635,13397,22032,7.9,7.5,7.7,64.7,50.7,57.6,59.6,46.9,53.1,1913,1719,3630,496,897,1394,4612,5337,9950,2533,2839,5372,5074,2160,7238,180,276,451,347,527,876,5600,2960,8567,27821,28922,56747,5954,5624,11579,17725,19172,36891,14221,13610,27829,Moreland - North
21004,15233,16383,31617,7933,4235,12167,1761,4642,6396,412,559,973,646,621,1266,10749,10059,20803,3677,5479,9164,6.0,6.2,6.1,70.6,61.4,65.8,66.3,57.6,61.8,311,334,648,204,470,672,1286,2039,3323,1259,1891,3149,4661,2105,6765,121,251,374,257,397,653,5038,2757,7791,15336,16035,31374,2238,2435,4674,10969,11302,22267,5878,6508,12388,Sunbury
21005,61389,62385,123772,25486,13038,38518,8002,12503,20512,1923,1775,3697,3547,2989,6539,38957,30308,69259,18642,28420,47060,9.1,9.9,9.4,63.5,48.6,56.0,57.7,43.8,50.7,1966,1914,3879,473,948,1420,5795,7139,12932,4695,6086,10779,11259,5813,17077,498,794,1291,850,1227,2080,12613,7836,20445,62017,62373,124389,11012,10938,21949,40770,41561,82329,27723,27466,55190,Tullamarine - Broadmeadows
21101,61356,65727,127080,30840,17057,47895,7997,17855,25852,1581,2043,3621,2431,2158,4581,42839,39105,81950,16002,23959,39958,5.7,5.5,5.6,69.8,59.5,64.5,65.9,56.2,60.9,2925,2791,5718,988,1768,2757,8830,11095,19925,5607,7506,13113,14601,6609,21201,427,721,1147,853,1504,2363,15875,8834,24707,61960,64779,126736,7978,8635,16614,45674,47544,93218,21961,23539,45497,Knox
21102,10358,10918,21275,5002,2365,7369,1571,3359,4927,237,329,573,314,286,598,7123,6345,13471,2798,4120,6921,4.4,4.5,4.4,68.8,58.1,63.3,65.7,55.4,60.5,656,600,1259,262,452,710,2185,2373,4554,973,1259,2225,1974,697,2667,41,97,143,137,252,388,2148,1045,3198,10811,11149,21967,1126,1156,2284,8240,8454,16698,3437,3597,7034,Manningham - East
21103,42550,46869,89423,21708,11818,33525,5507,13068,18576,1122,1483,2609,1578,1442,3014,29915,27812,57723,10853,16882,27736,5.3,5.2,5.2,70.3,59.3,64.6,66.6,56.3,61.2,2097,2105,4201,962,1687,2654,6270,8474,14743,4112,5512,9626,10005,4643,14645,281,505,788,635,1060,1694,10917,6213,17129,42619,45452,88065,6507,7001,13514,29409,31373,60782,17661,19141,36799,Maroondah
21104,23762,26055,49819,11083,6238,17327,3365,6778,10144,565,721,1280,974,839,1815,15987,14573,30565,6890,10411,17304,6.1,5.8,5.9,67.3,55.9,61.4,63.2,52.7,57.7,2093,1923,4015,620,1020,1640,5127,6009,11134,2362,2856,5220,3683,1633,5307,112,190,302,301,498,798,4095,2312,6408,23642,25474,49121,3736,3902,7633,16767,18206,34979,9645,10186,19831,Whitehorse - East
21105,58862,61587,120450,29628,14267,43892,7429,18580,26012,1894,2234,4128,1816,1740,3554,40764,36824,77592,15149,21695,36842,4.5,4.7,4.6,69.3,59.8,64.4,66.2,57.0,61.5,1527,1800,3328,955,1946,2898,5741,8660,14400,4937,7807,12749,17844,7595,25437,431,877,1309,855,1465,2320,19130,9930,29063,60495,61743,122241,7224,7757,14985,43654,44165,87816,21343,22861,44198,Yarra Ranges
20606,26714,29973,56683,13975,11419,25393,3568,5666,9227,598,788,1389,903,941,1845,19042,18814,37858,5135,8492,13624,4.7,5.0,4.9,71.3,62.8,66.8,67.9,59.6,63.5,3226,3155,6378,722,1199,1919,8657,9830,18487,2124,2977,5101,2155,1228,3379,92,164,258,256,423,686,2508,1815,4324,18989,20954,39943,6894,8026,14921,9797,11207,21005,15788,17608,33401,Stonnington - West
20607,37511,40156,77659,19568,16061,35628,5059,8377,13432,922,1245,2167,1481,1365,2838,27029,27039,54067,6949,9494,16444,5.5,5.0,5.2,72.1,67.3,69.6,68.1,64.0,66.0,4559,5184,9737,1262,2208,3469,11454,12748,24204,2737,3199,5936,3238,1805,5045,161,226,392,372,482,854,3767,2512,6282,27883,29695,57579,9270,10016,19288,15167,16421,31585,21214,22571,43792,Yarra
20701,65383,73046,138430,30428,19343,49766,10059,18926,28984,1468,2038,3507,2575,2263,4837,44526,42572,87099,17555,26943,44498,5.8,5.3,5.6,68.1,58.3,62.9,64.2,55.2,59.4,9063,7955,17023,2241,3826,6066,19780,22114,41894,5087,7083,12170,5110,2678,7790,225,406,626,594,1200,1788,5925,4280,10211,61207,66820,128024,12686,13854,26540,40573,44686,85258,31659,34438,66101,Boroondara
20702,36258,40064,76324,15273,8728,24003,4956,9292,14245,787,996,1779,1503,1344,2849,22517,20356,42872,12259,17963,30224,6.7,6.6,6.6,62.1,50.8,56.2,58.0,47.5,52.4,3245,2751,6000,779,1212,1991,8010,8957,16965,3303,3984,7287,4766,2148,6920,147,269,422,475,849,1323,5391,3268,8662,35114,37890,73002,5539,5966,11506,25459,27593,53046,14030,15060,29090,Manningham - West
20802,57903,63451,121353,28090,17118,45203,8371,16684,25056,1288,1889,3171,2383,2176,4558,40126,37861,77993,14860,22504,37364,5.9,5.7,5.8,69.3,59.7,64.3,65.2,56.2,60.5,5936,6073,12010,1601,2880,4479,15304,17310,32616,5034,6685,11715,6877,3402,10276,224,393,613,717,1087,1805,7814,4882,12702,54664,58814,113480,11407,12072,23475,35612,38666,74279,28089,29807,57891,Glen Eira
21201,35266,37261,72532,18939,9142,28077,4018,10529,14543,1089,1316,2413,1221,1378,2598,25267,22367,47632,7876,12691,20565,4.8,6.2,5.5,71.6,60.0,65.7,68.2,56.3,62.1,764,865,1625,379,874,1252,2686,4440,7125,2785,4479,7264,10775,5340,16111,265,636,895,486,887,1371,11522,6856,18380,35564,36426,71994,6730,7241,13974,21414,21375,42792,18257,19899,38156,Cardinia
21202,51408,52981,104387,25108,12526,37637,6448,13298,19748,1461,1533,2995,2459,2244,4705,35483,29602,65085,13526,21001,34529,6.9,7.6,7.2,69.0,55.9,62.3,64.2,51.6,57.8,1968,1814,3785,560,1082,1645,5716,7392,13108,4662,5976,10637,11649,5454,17104,374,665,1033,761,1166,1927,12783,7286,20063,52231,53181,105413,7995,7924,15922,36261,37092,73352,21281,21417,42697,Casey - North
21203,62791,64272,127067,33010,17009,50016,7727,15799,23529,1843,2144,3990,2891,3069,5957,45471,38024,83497,13758,22642,36398,6.4,8.1,7.1,72.4,59.2,65.7,67.8,54.4,61.0,2052,2126,4177,570,1057,1628,5900,8065,13969,5642,7424,13063,15126,8029,23154,537,941,1481,897,1411,2305,16559,10379,26944,64470,64738,129202,12009,12433,24444,38464,38433,76899,33176,34007,67186,Casey - South
21204,77934,75725,153660,30692,16289,46979,10931,14214,25148,2127,1921,4047,4398,3663,8060,48143,36089,84234,25113,35301,60412,9.1,10.1,9.6,61.8,47.7,54.8,56.1,42.8,49.6,3126,2947,6071,702,1092,1788,9201,10133,19332,6596,6876,13477,11914,5641,17554,556,805,1358,1002,1358,2358,13465,7799,21265,72390,71598,143989,14240,12726,26971,47351,48273,95618,35423,32080,67495,Dandenong
21205,71853,75621,147473,29096,17090,46186,10055,16803,26859,1639,1900,3536,3372,3302,6675,44157,39088,83247,24239,32934,57175,7.6,8.4,8.0,61.5,51.7,56.4,56.8,47.3,51.9,7610,6501,14111,1480,2266,3741,15931,17262,33197,6295,7520,13821,8651,3859,12514,304,516,820,758,1297,2057,9710,5675,15392,64637,67670,132304,15091,15016,30110,42986,45717,88703,34396,34626,69025,Monash
21301,75476,75921,151396,29906,16133,46036,10380,15171,25552,2347,2154,4506,4712,4330,9045,47345,37786,85137,23147,33272,56420,10.0,11.5,10.6,62.7,49.8,56.2,56.5,44.1,50.3,2155,2049,4206,556,1037,1598,8307,9917,18220,5632,6349,11982,12524,6143,18668,571,836,1410,1007,1406,2416,14107,8388,22493,73500,74452,147954,10993,10300,21298,52053,53728,105778,28297,27001,55299,Brimbank
21302,33153,35301,68456,16060,9703,25763,4025,8108,12131,901,1102,2004,1414,1274,2681,22392,20183,42575,8878,13105,21981,6.3,6.3,6.3,67.5,57.2,62.2,63.3,53.6,58.3,1850,2129,3978,660,1356,2019,5425,6768,12192,2710,3463,6177,6480,2604,9082,182,317,499,492,628,1118,7147,3545,10696,32098,33675,65772,5253,5551,10806,22224,23465,45690,13516,14217,27732,Hobsons Bay
21303,34661,34435,69093,15789,10585,26372,5461,7821,13283,884,1107,1990,2022,1740,3760,24153,21253,45402,8001,10702,18711,8.4,8.2,8.3,69.7,61.7,65.7,63.9,56.7,60.3,2777,2767,5545,810,1455,2263,7429,8224,15652,3037,3103,6139,4172,2106,6271,207,270,484,384,482,873,4763,2859,7623,29563,29494,59061,7511,7210,14720,17366,18074,35443,18006,17135,35137,Maribyrnong
21304,56815,59435,116252,28629,15004,43633,6291,14480,20774,1744,1949,3685,2733,2748,5487,39401,34182,73577,14122,21847,35966,6.9,8.0,7.5,69.3,57.5,63.3,64.5,52.9,58.6,1603,1642,3248,554,1179,1735,5361,7926,13286,4404,6214,10619,13600,7058,20658,450,872,1321,922,1427,2342,14969,9355,24325,58848,60647,119493,9310,10011,19316,38073,38796,76873,25939,27814,53756,Melton - Bacchus Marsh
21305,83092,84196,167288,43161,22616,65784,10252,19271,29524,2490,2695,5188,4303,4774,9076,60219,49350,109568,18257,30191,48448,7.1,9.7,8.3,72.5,58.6,65.5,67.3,53.0,60.1,6403,5523,11924,1159,1735,2890,11513,14341,25856,7566,9194,16764,15724,8594,24317,593,950,1547,1145,1606,2751,17459,11153,28612,82730,83297,166026,17754,17966,35721,47220,47603,94825,45935,46625,92558,Wyndham
21401,52474,56637,109114,25453,13715,39165,6197,14710,20908,1451,1885,3336,2191,2175,4365,35291,32480,67772,13749,20513,34260,6.2,6.7,6.4,67.3,57.3,62.1,63.1,53.5,58.1,1106,1318,2419,660,1375,2028,4481,6922,11407,4453,6702,11147,14851,7404,22255,419,860,1272,841,1347,2184,16107,9612,25716,50862,53412,104271,8158,8738,16894,33792,35205,68996,22542,24506,47056,Frankston
21402,61091,67067,128156,25515,12436,37951,7851,17937,25796,1727,2021,3754,1790,1699,3487,36885,34101,70985,20484,28822,49302,4.9,5.0,4.9,60.4,50.8,55.4,57.4,48.3,52.7,1723,1806,3524,1028,1977,3009,6449,9107,15553,5535,8084,13621,16913,7311,24222,434,899,1330,1005,1663,2666,18345,9877,28221,58334,62504,120837,10085,10529,20616,39316,41612,80930,26764,29325,56090,Mornington Peninsula
21501,24362,24629,48998,9953,4905,14852,2721,6147,8868,795,898,1693,791,531,1324,14254,12486,26745,8523,10438,18963,5.5,4.3,5.0,58.5,50.7,54.6,55.3,48.5,51.9,256,355,608,215,543,760,1258,2629,3884,1407,2438,3846,5912,2845,8763,249,421,673,327,535,865,6496,3807,10306,23203,23271,46476,3074,3470,6546,17184,17102,34280,7882,8662,16542,Grampians
21502,21243,22402,43642,8754,4820,13573,2243,5314,7554,669,706,1374,998,783,1784,12664,11620,24286,6623,8859,15480,7.9,6.7,7.3,59.6,51.9,55.6,54.9,48.4,51.6,204,279,486,186,426,612,1219,2204,3425,1159,1931,3088,5049,2656,7703,221,411,633,316,434,751,5586,3505,9087,19800,20569,40364,3616,3789,7408,13501,13831,27330,8746,9451,18198,Mildura
21503,15284,15435,30716,6357,2890,9247,1488,3659,5147,542,516,1058,456,334,787,8842,7400,16241,4773,6429,11202,5.2,4.5,4.8,57.9,47.9,52.9,54.9,45.8,50.3,83,137,221,112,271,382,673,1422,2099,745,1230,1976,3642,1657,5293,114,260,378,176,284,457,3930,2199,6131,14507,14421,28932,1834,1920,3759,10672,10491,21162,4903,5088,9986,Murray River - Swan Hill
21601,14969,15567,30536,6251,3104,9362,1646,3899,5548,543,572,1119,450,376,822,8890,7957,16845,4912,6374,11283,5.1,4.7,4.9,59.4,51.1,55.2,56.4,48.7,52.5,107,189,291,129,311,448,764,1488,2259,771,1444,2215,4204,1912,6120,108,257,367,222,297,525,4539,2470,7012,14636,14922,29559,1938,2077,4009,10550,10523,21073,5303,5689,10991,Campaspe
21602,11854,12121,23981,4763,2237,6997,1076,2827,3900,443,467,908,319,308,629,6601,5835,12432,4247,5310,9557,4.8,5.3,5.1,55.7,48.1,51.8,53.0,45.6,49.2,77,136,214,87,215,301,525,1025,1546,633,1096,1722,3165,1457,4618,97,199,296,171,254,429,3425,1916,5346,11192,11290,22474,1774,1859,3635,7952,7918,15871,4385,4641,9024,Moira
21603,25044,25947,50990,10548,5662,16208,2708,6249,8962,832,875,1706,1048,806,1852,15135,13590,28730,7809,10188,17997,6.9,5.9,6.4,60.4,52.4,56.3,56.3,49.3,52.7,447,471,921,304,662,968,1590,2735,4327,1475,2459,3933,5820,2934,8750,196,387,584,293,486,782,6310,3809,10124,23955,24284,48234,3939,4236,8173,16642,16811,33450,9868,10424,20292,Shepparton
21701,14507,15121,29624,6017,2785,8803,1703,3980,5678,550,567,1114,491,370,862,8761,7701,16462,4639,6294,10937,5.6,4.8,5.2,60.4,50.9,55.6,57.0,48.5,52.6,187,202,393,141,337,481,814,1599,2407,811,1406,2218,3952,1857,5813,155,302,455,216,319,537,4326,2473,6798,14146,14416,28562,1789,1963,3754,10631,10673,21305,4621,5034,9655,Glenelg - Southern Grampians
21703,15094,15331,30421,6508,3040,9548,1897,4118,6017,558,598,1162,393,293,691,9361,8056,17414,4527,6127,10652,4.2,3.6,4.0,62.0,52.5,57.2,59.4,50.6,55.0,174,242,412,146,305,445,887,1618,2505,851,1482,2338,3875,1827,5702,133,220,353,207,329,535,4215,2376,6591,14812,14689,29501,1963,2027,3994,10960,10834,21788,5025,5107,10133,Colac - Corangamite
21704,19542,21085,40629,8799,4390,13190,2588,5970,8559,716,826,1540,598,558,1159,12708,11739,24444,5355,7746,13100,4.7,4.8,4.7,65.0,55.7,60.2,61.9,53.1,57.3,364,461,827,263,591,852,1644,2820,4465,1299,2159,3463,4936,2584,7519,165,340,501,268,425,697,5371,3354,8718,18774,19760,38535,3175,3425,6604,13027,13585,26609,7973,8702,16672,Warrnambool
30101,28108,29608,57711,14422,8515,22937,3531,8123,11659,757,946,1704,1278,1028,2309,19985,18618,38601,6908,9740,16646,6.4,5.5,6.0,71.1,62.9,66.9,66.6,59.4,62.9,769,819,1593,339,650,983,2884,4099,6978,2399,3418,5818,8345,3844,12194,261,456,714,420,738,1161,9036,5041,14073,28288,28867,57149,4482,4799,9282,19578,19931,39510,12028,12765,24796,Capalaba
30102,32483,35078,67566,14672,8716,23387,3818,8705,12520,849,951,1796,1313,1147,2460,20650,19512,40162,10155,13805,23959,6.4,5.9,6.1,63.6,55.6,59.4,59.5,52.4,55.8,954,888,1839,420,742,1163,3054,4462,7516,2905,4201,7105,9717,4405,14121,261,550,815,574,965,1537,10555,5921,16475,30676,32366,63041,6443,6835,13277,19168,20144,39311,16817,18017,34836,Cleveland - Stradbroke
30103,26188,28255,54445,13663,8652,22318,3035,7105,10148,714,953,1668,1191,993,2178,18603,17706,36307,6184,9168,15353,6.4,5.6,6.0,71.0,62.7,66.7,66.5,59.1,62.7,1081,1122,2206,400,784,1187,3525,4905,8428,2326,3217,5534,6601,3053,9651,212,307,521,415,692,1105,7233,4046,11282,25475,26868,52346,5185,5512,10693,15797,16800,32597,13558,14377,27933,Wynnum - Manly
30201,15818,17374,33199,8173,5147,13321,1978,4507,6486,401,586,988,689,549,1240,11246,10788,22039,3936,5938,9874,6.1,5.1,5.6,71.1,62.1,66.4,66.7,58.9,62.6,970,878,1851,349,527,869,2734,3485,6223,1536,1847,3385,3428,1688,5119,115,207,324,233,355,590,3775,2253,6029,15319,16602,31928,2943,3160,6103,10218,11086,21303,7355,7996,15355,Bald Hills - Everton Park
30202,26954,29850,56808,13507,9283,22790,3471,7038,10509,678,1042,1720,1217,941,2160,18876,18301,37179,6551,9809,16364,6.4,5.1,5.8,70.0,61.3,65.4,65.5,58.2,61.6,1406,1498,2900,551,948,1498,4830,6439,11265,2484,3032,5512,5785,2721,8501,237,316,555,385,579,965,6405,3612,10023,24836,26767,51600,5561,5953,11516,15735,17212,32945,13502,14459,27960,Chermside
30203,16004,16401,32413,8309,5694,14004,2097,3739,5837,477,557,1037,728,647,1373,11610,10639,22246,3486,4680,8166,6.3,6.1,6.2,72.5,64.9,68.6,68.0,60.9,64.4,768,859,1633,321,495,814,2596,3321,5918,1462,1790,3253,3431,1658,5094,154,196,346,221,309,534,3804,2166,5972,13871,13966,27838,3585,3601,7184,8094,8282,16382,8748,8723,17466,Nundah
30204,22431,24621,47054,10764,6997,17756,2887,5874,8759,610,791,1405,1071,960,2031,15328,14624,29958,5981,8738,14716,7.0,6.6,6.8,68.3,59.4,63.7,63.6,55.5,59.3,879,938,1821,350,603,955,2839,4204,7041,2008,2727,4735,5437,2771,8206,218,309,522,355,484,841,6008,3564,9574,21362,22782,44142,4463,4694,9154,13229,14298,27530,11421,12209,23633,Sandgate
30301,19372,21514,40887,10220,6780,16997,2614,5640,8254,431,656,1091,774,655,1433,14041,13736,27775,4351,6777,11129,5.5,4.8,5.2,72.5,63.8,67.9,68.5,60.8,64.4,1373,1334,2709,489,813,1307,4004,5142,9142,1748,2196,3943,3631,1645,5276,128,211,345,260,412,672,4019,2271,6289,18187,19655,37841,4013,4405,8416,11909,12918,24834,9452,10302,19753,Carindale
30302,29584,30762,60344,14242,10386,24625,4721,7816,12535,723,978,1699,1501,1201,2701,21182,20377,41556,6353,8485,14842,7.1,5.9,6.5,71.6,66.2,68.9,66.5,62.3,64.4,2683,2743,5424,802,1374,2176,7207,8741,15948,2471,3019,5495,4386,2127,6512,214,260,477,338,471,808,4941,2858,7800,23875,24695,48576,7681,7868,15547,13768,14388,28158,16917,17367,34278,Holland Park - Yeronga
30303,28144,30425,58572,12571,7849,20423,4208,7345,11546,681,878,1558,1411,1373,2784,18864,17445,36311,7939,11594,19534,7.5,7.9,7.7,67.0,57.3,62.0,62.0,52.8,57.2,2365,2261,4626,548,902,1445,5599,6927,12520,2530,2884,5415,4631,2138,6777,203,328,530,330,586,916,5168,3054,8218,25545,27254,52803,6404,6810,13208,15912,17153,33064,14896,15754,30647,Mt Gravatt
30304,15743,16114,31850,7017,4439,11452,2460,4051,6517,401,555,960,859,710,1567,10737,9763,20500,4110,5496,9601,8.0,7.3,7.6,68.2,60.6,64.4,62.7,56.1,59.4,1403,1367,2769,353,610,959,3195,3800,6990,1296,1521,2818,2782,1185,3971,117,161,281,195,261,456,3097,1612,4708,14083,14392,28471,3580,3486,7069,8711,9311,18025,8204,7883,16089,Nathan
30305,22938,23984,46926,11089,6874,17963,3222,5603,8826,591,776,1366,1355,1216,2572,16267,14463,30726,5576,8487,14067,8.3,8.4,8.4,70.9,60.3,65.5,65.0,55.3,60.0,1682,1616,3298,273,448,723,3752,4658,8410,1958,2420,4380,4304,2157,6459,183,306,494,295,464,755,4784,2925,7715,22476,22981,45452,4669,4896,9560,13562,14031,27595,12046,12464,24513,Rocklea - Acacia Ridge
30905,12422,13329,25756,6065,3436,9496,1880,4172,6052,341,446,788,506,458,963,8795,8507,17300,2946,4125,7066,5.8,5.4,5.6,70.8,63.8,67.2,66.7,60.4,63.4,442,493,933,168,345,518,1369,2087,3461,1130,1750,2871,3593,1683,5274,71,177,253,233,376,607,3894,2236,6132,12498,13140,25633,2375,2587,4960,7930,8174,16099,6346,6971,13323,Mudgeeraba - Tallebudgera
30906,25841,27693,53531,12218,7207,19426,3586,7580,11171,677,821,1501,1226,1167,2393,17710,16776,34486,6416,9111,15529,6.9,7.0,6.9,68.5,60.6,64.4,63.8,56.4,60.0,619,676,1290,233,529,764,2224,3496,5724,2071,3348,5421,7382,3779,11167,231,399,628,437,763,1203,8055,4940,12995,24731,25619,50347,5039,5499,10536,15386,15686,31071,13135,14374,27514,Nerang
30907,44461,47152,91615,23311,13176,36488,5379,12633,18014,1278,1476,2751,2041,2148,4195,32012,29431,61441,9303,14509,23808,6.4,7.3,6.8,72.0,62.4,67.1,67.4,57.9,62.5,1068,1179,2242,404,791,1198,3743,5725,9468,3718,6024,9743,13004,6684,19691,399,700,1102,838,1326,2172,14244,8712,22957,41171,42348,83516,12223,13146,25376,21337,21545,42881,29025,31023,60044,Ormeau - Oxenford
31503,7111,7144,14253,3767,2548,6313,544,1412,1959,274,331,608,219,146,371,4811,4436,9249,1678,2131,3805,4.6,3.3,4.0,67.7,62.1,64.9,64.5,60.1,62.3,66,97,164,43,123,169,297,842,1145,340,554,895,1522,836,2356,93,127,220,97,132,232,1706,1093,2803,6786,6669,13452,1170,1244,2420,4755,4458,9207,2739,3024,5757,Outback - South
31601,20280,23501,43785,8830,5138,13969,2834,6695,9534,544,653,1198,971,1001,1977,13186,13488,26675,5958,8853,14810,7.4,7.4,7.4,65.0,57.4,60.9,60.2,53.1,56.4,778,730,1512,339,606,944,2493,3842,6335,1939,2809,4754,5381,2908,8294,178,338,520,352,626,973,5909,3877,9787,18357,20621,38972,5162,5922,11085,10523,11743,22270,12142,14036,26182,Buderim
31602,31267,34811,66079,12570,6993,19560,4027,8871,12897,843,935,1778,1351,1243,2593,18785,18040,36818,10728,14934,25661,7.2,6.9,7.0,60.1,51.8,55.7,55.8,48.3,51.8,750,782,1531,380,719,1105,3044,4501,7543,2555,3831,6387,9353,4388,13745,278,519,801,563,961,1526,10199,5869,16070,28158,30395,58550,7240,7963,15206,16554,17906,34456,17703,19397,37098,Caloundra
31603,22842,25215,48062,9288,5783,15071,3223,6599,9820,644,637,1284,1049,944,1998,14206,13966,28166,6783,9262,16047,7.4,6.8,7.1,62.2,55.4,58.6,57.6,51.6,54.5,636,762,1396,320,595,915,2572,3718,6288,1908,2827,4737,6450,3112,9566,191,349,538,402,659,1065,7049,4114,11168,18800,20224,39024,5366,5840,11201,10820,11528,22342,12738,13952,26695,Maroochy
31605,16079,17913,33986,5844,3469,9310,2440,4747,7185,396,410,808,634,553,1186,9308,9179,18490,5603,7460,13064,6.8,6.0,6.4,57.9,51.2,54.4,54.0,48.2,50.9,567,567,1131,241,470,711,2035,2696,4732,1538,2390,3930,4218,1957,6174,114,237,351,336,539,872,4665,2733,7398,14002,15297,29302,3842,4133,7981,7842,8531,16374,9593,10520,20119,Noosa
31606,19781,20870,40653,7679,4096,11773,2726,5762,8490,634,619,1252,833,763,1600,11873,11239,23111,6674,8505,15177,7.0,6.8,6.9,60.0,53.9,56.8,55.8,50.2,52.9,517,567,1080,289,550,839,1696,2894,4590,1680,2589,4267,5789,2618,8408,185,326,510,389,605,1001,6364,3552,9915,18888,19593,38483,3482,3726,7206,12617,12847,25468,8943,9692,18638,Sunshine Coast Hinterland
31607,16552,17741,34293,6717,3631,10346,2265,4866,7124,490,492,979,808,713,1521,10268,9698,19971,5183,6979,12155,7.9,7.4,7.6,62.0,54.7,58.2,57.2,50.7,53.8,326,402,725,176,427,607,1268,2345,3607,1185,2099,3281,5178,2461,7643,170,260,436,288,429,715,5635,3149,8786,15538,16503,32041,3259,3478,6738,9874,10171,20043,8207,8982,17186,Nambour
31608,8781,9059,17842,3112,1765,4877,1333,2525,3861,276,268,542,388,304,692,5108,4864,9974,3066,3654,6722,7.6,6.3,6.9,58.2,53.7,55.9,53.8,50.3,52.0,233,242,479,127,228,356,827,1303,2124,752,1149,1899,2648,1122,3769,64,144,215,160,263,423,2874,1527,4401,8429,8495,16921,1469,1631,3095,5631,5602,11230,4012,4249,8258,Noosa Hinterland
31801,17115,17047,34163,7348,3723,11067,1430,3871,5297,572,509,1079,801,625,1419,10144,8718,18864,5543,6914,12458,7.9,7.2,7.5,59.3,51.1,55.2,54.6,47.5,51.1,114,140,254,93,191,285,691,1400,2094,586,1081,1661,4767,1829,6597,188,289,473,199,306,506,5151,2428,7577,16896,16574,33467,2326,2323,4648,12607,12188,24799,5655,5833,11490,Charters Towers - Ayr - Ingham
31802,74031,75060,149093,33917,21844,55756,8195,17695,25885,2272,2565,4833,4692,3748,8444,49073,45851,94919,18731,24065,42799,9.6,8.2,8.9,66.3,61.1,63.7,60.0,56.1,58.0,1920,2125,4051,717,1559,2280,6142,10951,17098,4875,6805,11680,20722,9818,30543,737,1199,1942,924,1373,2298,22383,12395,34774,65611,66389,132001,16651,17628,34273,39372,39323,78701,39052,41414,80471,Townsville
31901,34977,37207,72178,12013,7098,19113,3706,7814,11520,890,900,1784,2154,1621,3768,18756,17432,36190,13504,17090,30596,11.5,9.3,10.4,53.6,46.9,50.1,47.5,42.5,44.9,462,444,904,277,531,809,1870,3626,5497,1733,2916,4652,9824,4549,14371,442,705,1145,570,805,1367,10825,6054,16883,32426,33707,66131,6335,6790,13119,21567,21972,43543,15708,17148,32854,Bundaberg
