SA3_MAIN11,Singapore_Before_1941,Singapore_1941_1950,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2005,Singapore_2006,Singapore_2007,Singapore_2008,Singapore_2009,Singapore_2010,Singapore_2011,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1941,South_Africa_1941_1950,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2005,South_Africa_2006,South_Africa_2007,South_Africa_2008,South_Africa_2009,South_Africa_2010,South_Africa_2011,South_Africa_Yr_arrival_ns,South_Africa_Tot,SE_Europe_nfd_Before_1941,SE_Europe_nfd_1941_1950,SE_Europe_nfd_1951_1960,SE_Europe_nfd_1961_1970,SE_Europe_nfd_1971_1980,SE_Europe_nfd_1981_1990,SE_Europe_nfd_1991_2000,SE_Europe_nfd_2001_2005,South_Eastern_Europe_nfd_2006,South_Eastern_Europe_nfd_2007,South_Eastern_Europe_nfd_2008,South_Eastern_Europe_nfd_2009,South_Eastern_Europe_nfd_2010,South_Eastern_Europe_nfd_2011,SE_Europe_nfd_arrival_ns,SE_Europe_nfd_Total,Sri_Lanka_Before_1941,Sri_Lanka_1941_1950,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2005,Sri_Lanka_2006,Sri_Lanka_2007,Sri_Lanka_2008,Sri_Lanka_2009,Sri_Lanka_2010,Sri_Lanka_2011,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1941,Thailand_1941_1950,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2005,Thailand_2006,Thailand_2007,Thailand_2008,Thailand_2009,Thailand_2010,Thailand_2011,Thailand_Yr_arrival_ns,Thailand_Tot,Turkey_Before_1941,Turkey_1941_1950,Turkey_1951_1960,Turkey_1961_1970,Turkey_1971_1980,Turkey_1981_1990,Turkey_1991_2000,Turkey_2001_2005,Turkey_2006,Turkey_2007,Turkey_2008,Turkey_2009,Turkey_2010,Turkey_2011,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1941,United_Kingdom_1941_1950,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2005,United_Kingdom_2006,United_Kingdom_2007,United_Kingdom_2008,United_Kingdom_2009,United_Kingdom_2010,United_Kingdom_2011,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1941,USA_1941_1950,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2005,United_States_America_2006,United_States_America_2007,United_States_America_2008,United_States_America_2009,United_States_America_2010,United_States_America_2011,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1941,Vietnam_1941_1950,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2005,Vietnam_2006,Vietnam_2007,Vietnam_2008,Vietnam_2009,Vietnam_2010,Vietnam_2011,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1941,Born_elsewhere_1941_1950,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2005,Born_elsewhere_2006,Born_elsewhere_2007,Born_elsewhere_2008,Born_elsewhere_2009,Born_elsewhere_2010,Born_elsewhere_2011,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1941,Tot_1941_1950,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2005,Tot_2006,Tot_2007,Tot_2008,Tot_2009,Tot_2010,Tot_2011,Tot_Yr_arrival_NS,Tot_Tot,SA3_NAME11
10804,0,0,3,4,4,3,0,0,3,3,0,0,0,0,3,23,0,4,9,14,27,32,50,41,11,15,13,8,16,0,0,240,0,3,0,12,4,0,0,0,0,0,0,0,0,0,3,22,0,3,3,3,4,6,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0,11,12,14,4,3,3,3,3,0,3,56,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,13,55,227,560,1214,563,280,275,217,50,47,46,58,35,14,206,3847,0,0,0,29,24,26,28,17,11,8,4,3,11,0,8,169,0,0,0,0,4,11,6,3,0,0,0,3,0,0,3,30,7,55,99,155,128,93,60,65,9,11,24,16,13,10,36,781,87,466,1133,1869,1180,862,759,548,135,147,156,139,114,46,409,8050,Port Macquarie
10805,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,12,0,0,3,12,18,7,15,7,3,9,3,11,0,0,0,88,0,0,5,8,3,0,0,0,0,0,0,0,0,0,3,19,0,0,3,3,3,3,3,3,0,0,3,0,0,0,3,24,0,0,0,0,0,4,12,4,0,3,4,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,119,277,630,289,160,80,87,21,16,15,6,8,7,134,1876,0,4,10,13,16,11,13,18,0,3,0,0,0,0,3,91,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,13,3,29,66,89,89,40,42,32,0,15,11,10,5,0,21,452,51,243,670,972,675,467,322,247,45,72,61,66,54,29,240,4214,Taree - Gloucester
10901,0,0,0,3,7,0,3,3,0,0,0,0,0,0,0,16,0,0,3,7,4,15,46,15,13,9,6,12,6,5,3,144,0,3,8,17,0,5,0,0,0,0,0,0,0,0,3,36,0,0,0,0,3,8,6,0,4,4,5,5,0,0,0,35,0,0,0,0,5,4,12,9,6,0,0,7,4,3,3,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,19,67,192,446,256,169,85,105,24,27,21,26,12,6,94,1549,0,0,0,11,12,17,23,14,6,3,0,0,4,0,0,90,0,0,0,0,6,4,3,0,0,0,0,0,4,0,3,20,3,52,90,116,119,65,62,64,47,36,54,103,93,83,36,1023,25,240,715,876,635,552,467,396,203,201,195,278,216,169,279,5447,Albury
10902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,12,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,13,0,0,0,0,3,5,0,3,0,0,3,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,9,38,56,28,11,14,5,3,0,9,0,0,3,10,190,0,0,0,0,3,3,0,6,0,3,3,0,3,0,0,21,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,10,0,4,8,7,0,6,16,9,0,0,6,3,3,3,3,68,10,36,158,113,74,66,59,61,10,19,36,17,21,15,54,749,Lower Murray
10903,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,10,0,3,0,5,10,0,3,16,0,3,4,3,5,0,9,61,0,3,3,8,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,7,0,4,3,3,3,0,4,0,0,3,0,27,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,14,75,257,373,161,76,28,24,9,0,3,3,3,0,64,1090,0,0,0,4,3,3,10,7,3,3,0,3,0,5,5,46,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,9,0,21,42,33,16,14,19,17,5,6,11,8,8,3,11,214,28,169,554,551,304,223,205,144,55,44,68,46,51,44,148,2634,Upper Murray exc. Albury
11001,0,0,3,3,4,0,3,0,0,0,3,3,0,3,0,22,0,0,3,3,9,13,51,8,3,3,3,6,3,3,0,108,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,7,8,4,3,6,4,0,8,3,7,0,50,0,0,0,0,0,3,0,5,3,3,3,3,8,5,0,33,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,9,11,49,102,258,133,93,77,49,10,10,10,22,15,5,51,895,0,3,3,13,23,13,36,24,5,6,3,8,3,0,12,152,0,0,0,0,3,0,0,0,0,3,4,4,12,16,3,45,0,19,30,59,52,50,78,71,24,33,49,83,109,74,36,767,23,109,260,451,361,360,461,290,83,96,147,199,270,200,183,3493,Armidale
11002,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,3,0,3,4,4,9,11,0,3,3,5,0,0,4,3,52,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,3,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,45,141,285,138,63,31,36,8,5,3,3,11,0,45,824,0,0,6,5,15,7,13,67,18,0,6,3,12,7,5,164,0,0,0,0,0,5,3,0,4,0,3,0,0,0,3,18,0,16,22,46,54,24,34,24,21,19,17,3,8,11,19,318,26,97,300,454,357,228,178,180,67,47,64,45,64,47,143,2297,Inverell - Tenterfield
11003,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,10,27,3,4,8,0,3,0,59,0,3,3,9,0,0,3,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,8,40,73,36,18,15,15,3,3,7,3,8,0,27,256,0,0,0,18,5,8,3,3,0,3,0,6,5,0,3,54,0,0,0,0,0,3,0,3,3,3,3,0,0,3,0,18,0,5,3,18,19,21,18,14,6,3,16,6,9,10,9,157,7,30,91,158,138,135,121,84,54,28,51,62,52,35,89,1135,Moree - Narrabri
11004,0,0,0,3,7,6,5,5,0,3,12,5,3,0,3,52,0,0,0,4,14,19,28,23,0,12,6,10,0,10,4,130,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,6,0,3,6,0,4,24,0,0,0,0,0,3,5,13,0,0,3,3,3,3,4,37,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,9,16,82,250,465,201,77,64,57,12,13,9,13,7,4,87,1357,0,0,4,18,28,29,21,12,3,3,0,4,5,5,6,138,0,0,0,0,0,9,3,5,0,3,0,0,3,0,0,23,3,19,26,54,46,54,58,42,11,15,36,14,19,11,17,425,34,155,515,722,504,426,397,286,104,91,151,101,81,75,203,3845,Tamworth - Gunnedah
11101,0,0,3,0,15,5,10,7,0,3,3,3,0,0,3,52,0,0,4,20,36,45,74,82,21,16,23,4,14,17,7,363,0,10,18,32,18,3,5,3,0,0,0,0,0,0,5,94,0,0,0,4,4,21,20,11,0,0,8,4,0,0,3,75,0,0,0,0,4,12,25,15,4,12,4,9,6,0,3,94,0,0,0,3,6,4,7,0,0,0,0,0,0,0,3,23,85,225,517,1020,523,389,293,227,64,90,77,84,40,23,181,3838,0,0,16,18,37,49,54,48,4,9,11,12,19,6,4,287,0,0,0,0,16,7,3,3,0,3,3,4,0,0,11,50,9,131,156,163,169,162,173,142,40,33,43,35,41,25,76,1398,116,744,1500,1894,1373,1389,1259,863,226,279,282,258,205,137,498,11023,Lake Macquarie - East
11102,0,3,4,3,5,0,4,0,0,0,0,0,0,0,0,19,0,3,3,6,35,33,45,23,7,11,12,8,34,14,0,234,0,0,4,17,4,3,4,0,0,0,0,0,0,0,0,32,0,0,0,4,3,11,9,7,3,0,3,0,0,3,0,43,0,0,0,0,4,8,3,8,3,3,0,5,5,5,5,49,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,7,49,177,428,792,404,239,146,122,18,22,18,14,10,3,170,2612,0,4,4,13,18,21,32,42,9,6,5,10,13,8,0,185,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,14,6,75,99,121,135,128,120,112,37,34,44,28,36,14,41,1030,87,454,1025,1306,1015,927,725,481,102,114,136,110,144,80,382,7088,Lake Macquarie - West
11103,0,0,3,4,16,20,9,13,3,3,3,4,7,16,3,104,3,0,3,16,49,63,91,78,17,9,31,16,13,7,11,407,0,7,20,100,34,4,13,0,0,0,0,0,0,0,12,190,0,0,0,7,20,33,41,19,30,3,7,3,5,3,7,178,0,0,0,3,8,11,29,37,17,8,14,15,13,14,9,178,0,0,0,4,5,4,6,5,0,0,0,4,4,0,4,36,91,191,523,1060,542,479,307,268,79,52,89,78,124,57,264,4204,0,4,5,21,62,47,74,55,28,28,36,30,47,20,12,469,0,0,0,4,48,48,19,15,3,4,10,10,9,3,18,191,9,195,133,246,261,289,343,495,126,157,234,330,331,186,168,3503,135,812,1773,2740,2016,2212,2002,1731,553,616,834,981,1104,603,1029,19141,Newcastle
11201,0,0,3,10,10,3,7,0,0,0,0,0,0,0,3,36,0,0,15,38,71,62,40,32,15,7,14,24,6,3,5,332,0,4,3,13,0,0,0,0,0,0,0,0,0,0,3,23,0,3,0,10,10,3,7,0,0,0,3,0,0,0,3,39,0,0,0,3,4,13,29,25,5,5,5,4,9,0,4,106,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,10,42,139,432,919,525,343,365,322,56,69,56,57,55,29,186,3595,0,0,9,48,76,86,93,81,17,10,22,20,14,8,25,509,0,0,0,0,3,8,11,0,3,0,3,4,3,3,5,43,12,45,100,192,193,206,194,149,64,57,43,48,54,18,69,1444,96,308,990,1634,1405,1374,1249,959,242,244,235,268,248,114,483,9849,Richmond Valley - Coastal
11202,0,0,4,5,7,0,0,0,0,0,0,0,0,0,4,20,0,0,5,13,22,20,24,15,0,3,10,7,3,6,0,128,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,5,4,4,4,0,4,0,0,3,27,0,0,0,0,5,13,8,3,3,0,10,8,3,0,3,56,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,23,86,264,591,347,225,132,112,16,16,18,21,4,9,103,1967,3,0,3,38,44,25,24,31,12,5,4,7,6,5,3,210,0,0,0,0,6,4,4,5,0,0,0,0,0,3,3,25,3,21,48,93,139,104,94,75,33,27,45,31,29,12,42,796,58,208,665,1022,943,798,642,452,106,92,152,145,118,67,283,5751,Richmond Valley - Hinterland
11203,0,0,0,6,9,7,9,8,0,0,4,0,0,0,5,48,3,0,9,24,32,32,50,47,11,12,14,9,5,3,10,261,0,5,11,14,6,0,0,0,0,0,0,0,0,0,4,40,0,0,5,0,8,0,0,0,0,0,4,0,5,0,0,22,0,0,0,3,4,12,19,20,13,8,8,14,9,3,4,117,0,0,0,3,6,0,3,0,0,0,0,0,0,0,0,12,61,266,817,1699,796,453,408,308,72,87,66,72,40,14,274,5433,0,5,13,43,45,46,46,55,5,16,9,15,15,3,11,327,0,0,0,0,10,0,5,0,5,4,0,0,0,0,7,31,6,67,120,183,187,143,132,126,41,28,42,29,38,23,55,1220,105,508,1582,2467,1794,1580,1450,1039,266,324,327,306,255,120,658,12781,Tweed Valley
11301,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,28,22,10,10,20,17,5,4,3,125,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,12,3,4,7,6,5,4,0,0,47,0,0,0,3,0,4,5,8,3,3,7,0,0,3,3,39,0,0,0,3,0,7,20,40,9,3,13,0,0,3,10,108,10,30,93,154,70,34,35,36,5,3,9,11,15,8,52,565,0,3,4,3,6,6,9,3,0,3,4,6,3,0,3,53,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,10,3,8,23,49,49,109,176,164,35,36,22,28,48,29,38,817,91,262,879,646,276,440,734,608,147,184,329,322,213,142,361,5634,Griffith - Murrumbidgee (West)
11302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,33,7,7,27,27,0,0,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,5,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,25,72,123,40,24,12,4,3,3,0,0,0,0,22,331,0,0,0,0,3,4,3,0,0,3,4,0,0,3,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,12,0,15,13,51,17,6,12,6,0,6,11,14,5,0,13,169,9,58,171,229,114,131,101,91,26,37,59,54,44,12,74,1210,Tumut - Tumbarumba
11303,0,0,0,3,3,3,3,3,0,3,3,8,3,0,4,36,0,0,0,7,8,11,40,26,21,34,29,18,16,4,5,219,0,0,12,4,4,0,4,0,0,0,0,0,0,0,0,24,0,0,0,0,4,7,27,9,11,6,6,6,8,12,0,96,0,0,0,3,0,0,12,7,0,4,0,5,0,0,4,35,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,12,19,87,248,465,228,119,95,83,25,41,22,21,20,5,94,1572,0,5,3,8,22,13,28,14,0,3,6,10,0,0,6,118,0,0,0,0,10,10,3,4,5,3,0,6,12,0,11,64,3,39,65,85,63,95,145,256,55,79,74,90,95,51,90,1285,44,231,634,776,560,547,694,701,225,258,252,345,318,172,402,6159,Wagga Wagga
11401,0,3,5,3,8,5,3,0,0,0,3,0,3,3,3,39,3,7,6,25,44,21,44,14,5,3,0,3,4,0,5,184,0,3,16,24,7,6,4,0,0,0,0,0,0,0,4,64,0,3,5,5,5,0,0,0,0,0,0,3,4,0,6,31,0,0,0,0,0,10,16,15,5,4,3,5,3,0,10,71,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,10,53,344,912,1910,847,421,254,197,28,42,42,58,24,29,299,5460,0,6,6,25,52,24,35,29,9,8,5,16,5,6,18,244,0,0,3,0,4,14,4,8,0,0,4,0,0,0,18,55,3,114,212,262,249,119,119,56,15,4,12,16,16,8,92,1297,102,739,2113,3059,1792,1122,876,513,107,115,128,177,105,84,697,11729,Shoalhaven
11402,0,0,4,4,8,5,0,4,3,3,0,3,0,0,0,34,0,3,9,10,34,28,45,27,14,4,3,0,3,0,9,189,0,3,8,15,4,0,0,0,0,0,0,0,0,0,0,30,0,0,4,6,3,4,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,6,5,4,0,0,3,3,0,0,3,27,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,9,45,120,430,1009,579,293,185,152,26,17,17,33,15,17,175,3113,0,0,3,29,45,16,43,21,8,4,3,7,3,0,15,197,0,0,0,0,0,4,0,5,0,3,0,0,0,0,12,24,4,51,103,147,168,86,79,50,16,9,10,15,8,5,42,793,69,317,954,1641,1192,756,555,380,102,77,67,107,65,56,409,6747,Southern Highlands
11501,0,6,4,24,80,158,126,127,27,38,32,20,24,4,13,683,0,0,5,23,156,240,673,465,93,155,223,136,136,44,53,2402,0,7,22,35,33,13,16,3,0,0,3,0,0,0,0,132,0,0,4,53,125,713,808,316,53,63,62,74,50,23,32,2376,0,0,0,3,12,38,56,38,14,15,7,11,4,8,5,211,0,0,4,44,67,53,34,19,3,0,0,8,0,0,9,241,74,193,514,1236,823,934,764,580,140,185,172,108,188,117,211,6239,3,4,6,25,59,76,139,87,22,21,36,55,82,62,19,696,0,0,0,6,193,188,58,15,5,7,3,3,7,0,9,494,3,127,220,502,907,1638,1877,835,167,192,182,148,179,104,206,7287,135,713,1934,3820,4844,10196,11519,5756,1132,1317,1300,1080,1199,635,1336,46916,Baulkham Hills
11502,0,0,3,0,3,14,9,3,10,6,3,3,5,0,0,59,3,0,0,9,15,25,99,48,3,28,25,13,12,6,5,291,0,0,8,4,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,7,12,23,13,10,7,0,0,0,4,0,5,81,0,0,0,0,0,3,8,4,3,4,0,0,3,4,0,29,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,10,4,46,126,351,220,203,193,98,21,24,26,25,6,6,56,1405,0,0,0,10,18,17,23,14,0,9,0,4,6,0,4,105,0,0,0,0,9,7,0,0,3,0,0,0,0,0,3,22,3,25,49,124,108,162,172,45,14,17,14,18,10,7,31,799,29,170,640,975,704,901,870,383,87,113,109,109,82,38,225,5435,Dural - Wisemans Ferry
11503,0,0,0,5,0,3,4,0,0,0,0,0,0,0,0,12,0,0,3,4,12,11,18,8,0,0,6,0,6,0,0,68,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,126,405,229,140,85,59,5,13,6,10,7,0,55,1180,0,0,0,17,11,6,15,4,4,0,0,3,3,0,4,67,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,9,0,28,36,60,66,46,35,19,0,0,3,3,3,3,12,314,9,124,399,746,519,367,269,139,20,26,32,28,31,12,142,2863,Hawkesbury
11504,0,0,0,3,11,9,22,9,4,4,14,0,0,0,0,76,0,0,0,4,18,42,121,78,10,27,52,27,13,8,4,404,0,3,3,12,5,3,0,0,0,0,0,0,0,0,0,26,0,0,0,7,20,46,87,21,0,0,0,0,3,3,3,190,0,0,0,0,4,0,3,0,3,0,0,0,0,0,3,13,0,0,0,3,8,6,8,6,3,0,0,0,0,0,4,38,3,28,83,245,167,158,101,119,25,31,50,36,19,14,50,1129,0,0,0,13,7,13,24,12,0,0,5,3,10,7,9,103,0,0,0,0,13,18,9,0,4,0,0,0,0,0,0,44,3,18,20,73,129,260,270,112,25,20,11,25,6,4,28,1004,13,109,360,679,736,1304,1379,721,152,145,193,128,77,72,221,6289,Rouse Hill - McGraths Hill
11601,3,0,4,10,24,49,25,19,9,0,5,8,7,5,3,171,0,0,3,16,86,145,92,95,12,18,21,8,7,0,12,515,3,17,28,111,51,19,92,23,0,0,0,3,0,0,13,360,0,0,0,19,55,275,591,371,92,83,124,77,68,41,37,1833,0,0,0,0,7,49,41,49,9,14,15,12,6,4,8,214,0,0,0,93,153,117,143,80,6,12,6,17,14,7,31,679,20,102,387,1041,558,401,220,107,26,36,16,21,19,9,152,3115,0,0,0,14,33,38,57,46,11,10,10,7,9,10,6,251,0,0,0,0,89,152,85,21,3,4,7,7,7,0,16,391,3,121,211,483,916,1407,2363,1991,439,322,455,404,361,178,333,9987,53,686,2047,3838,4223,8244,10750,7326,2059,2109,2285,1856,1230,672,1745,49123,Blacktown
11602,0,0,3,3,13,52,36,46,16,9,9,4,0,4,17,212,0,0,0,7,29,128,205,222,33,76,82,52,52,30,12,928,0,4,5,32,17,5,18,3,0,0,0,0,0,0,3,87,0,0,3,13,32,282,397,248,54,47,60,35,54,15,15,1255,0,0,0,0,0,17,34,28,4,15,8,11,3,6,9,135,0,0,0,21,39,37,51,3,3,0,0,6,3,3,4,170,10,34,148,433,315,289,214,201,58,60,43,57,59,32,91,2044,0,0,0,3,22,20,39,58,16,15,12,22,46,30,19,302,0,0,0,0,28,50,16,9,0,3,0,3,3,3,27,142,0,43,70,198,402,768,1542,829,180,129,123,93,94,52,196,4719,23,248,740,1488,1923,4926,7057,4836,1028,951,972,713,626,334,979,26844,Blacktown - North
11603,0,0,0,0,14,18,14,4,0,3,0,6,0,0,4,63,0,0,0,10,30,115,67,47,9,10,18,3,7,4,8,328,3,0,16,50,30,15,22,3,0,0,0,0,0,0,11,150,0,0,0,16,24,132,154,76,16,26,30,18,13,4,11,520,0,0,0,0,6,21,40,23,10,6,5,6,3,4,9,133,0,0,0,77,145,82,87,31,11,5,9,10,8,9,17,491,7,69,249,1071,352,244,83,32,11,18,12,5,8,0,138,2299,0,0,3,7,15,12,26,27,11,3,8,17,10,3,12,154,0,0,0,0,69,171,104,11,3,3,5,0,3,5,16,390,0,67,118,425,774,1919,2750,1617,321,364,349,337,285,163,451,9940,16,333,960,2817,2688,7730,10449,5275,1175,1315,1394,1180,941,526,1585,38384,Mount Druitt
11701,0,0,4,6,16,16,19,20,3,5,4,3,5,3,5,109,0,0,0,4,30,23,55,47,12,3,8,3,4,5,3,197,0,0,4,33,7,4,20,0,0,0,0,0,0,0,3,71,0,0,0,4,0,28,53,6,10,12,3,8,0,3,0,127,0,0,0,3,4,35,40,48,11,15,13,12,4,0,6,191,0,0,4,89,128,85,59,26,7,9,0,4,3,4,18,436,6,21,89,235,204,149,162,98,17,15,16,23,9,3,65,1112,0,0,0,5,9,10,24,12,3,3,3,4,11,6,3,93,0,0,0,0,51,75,28,12,4,7,3,8,5,3,3,199,0,26,91,294,832,781,1074,541,166,214,205,180,192,75,188,4859,18,160,757,1867,2179,2742,3266,1891,512,550,605,583,521,254,699,16604,Botany
11702,0,0,0,6,16,19,26,18,9,0,7,0,3,0,3,107,0,4,3,5,47,51,34,29,4,6,3,3,3,3,3,198,0,6,4,38,15,11,11,3,0,0,0,0,0,0,3,91,0,0,5,0,9,17,13,7,3,0,4,0,0,10,3,71,0,0,0,3,14,54,82,67,24,27,26,15,9,3,29,353,0,3,0,26,39,22,32,9,6,5,5,9,3,0,6,165,5,24,76,302,316,348,365,294,62,67,54,66,54,25,86,2144,0,0,0,17,38,53,56,51,13,13,15,8,13,11,6,294,0,0,0,0,293,627,491,122,42,40,60,64,48,24,81,1892,0,26,97,440,684,663,465,366,129,249,288,261,133,70,170,4041,15,128,954,2495,2586,3217,2732,1637,482,628,690,688,445,277,820,17794,Marrickville - Sydenham - Petersham
11703,0,0,7,22,79,161,188,189,35,41,52,74,103,73,41,1065,0,0,4,39,128,224,210,138,34,39,54,37,61,48,33,1049,0,4,11,60,21,20,65,8,0,3,0,0,5,6,3,206,0,0,0,22,30,101,50,36,10,12,12,12,16,17,6,324,0,0,0,7,24,170,433,803,278,372,483,468,291,121,227,3677,0,3,0,66,78,58,40,53,23,17,22,30,35,18,16,459,13,118,363,990,938,1162,1301,1337,357,488,577,578,775,545,411,9953,3,7,8,70,150,214,291,269,81,109,155,171,319,238,110,2195,0,0,0,3,352,565,239,114,51,80,109,120,99,61,78,1871,9,145,245,645,1196,1648,2280,1485,539,782,963,1093,1230,824,594,13678,61,490,1511,3556,5212,9246,11381,10221,3239,4205,5273,5537,6112,3917,3480,73441,Sydney Inner City
11801,3,6,30,44,65,78,56,47,16,6,16,16,17,12,20,432,3,4,9,76,434,1180,1501,719,85,131,151,150,103,64,113,4723,3,6,14,32,9,17,23,3,0,0,3,0,0,0,3,113,0,3,6,12,28,36,6,4,0,0,3,3,4,0,4,109,0,0,0,11,20,45,64,62,24,19,17,16,12,3,12,305,0,0,6,11,26,18,17,23,4,7,4,7,5,4,3,135,60,231,390,864,867,871,1226,1410,390,455,522,563,627,357,400,9233,4,10,19,62,129,175,267,267,64,93,120,129,166,82,64,1651,0,0,0,0,49,35,21,8,0,0,4,5,3,3,3,131,97,584,982,711,1545,1331,1382,1035,339,386,406,469,466,298,388,10419,385,1363,2561,3153,4532,5872,6563,5176,1398,1642,1935,2110,2277,1395,1686,42048,Eastern Suburbs - North
