gml_id,sa3_name16,sa3_code16,num_pns_pres_cen_ngt_1_fam_hh,nu_pn_pre_cen_ngt_1_no_fam_hh,num_pns_pres_cen_ngt_1_tot,num_pns_pres_cen_ngt_2_fam_hh,nu_pn_pre_cen_ngt_2_no_fam_hh,num_pns_pres_cen_ngt_2_tot,num_pns_pres_cen_ngt_3_fam_hh,nu_pn_pre_cen_ngt_3_no_fam_hh,num_pns_pres_cen_ngt_3_tot,num_pns_pres_cen_ngt_4_fam_hh,nu_pn_pre_cen_ngt_4_no_fam_hh,num_pns_pres_cen_ngt_4_tot,num_pns_pres_cen_ngt_5_fam_hh,nu_pn_pre_cen_nt_5_non_fam_hh,nu_pn_pre_cen_ngt_5_tot,num_pn_pres_cen_ngt_6_fam_hh,nu_pn_pre_ce_ngt_6_no_fam_hh,num_pns_pres_cen_ngt_6_tot,tot_family_households,tot_non_family_households,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ca9,Buderim,"31601","411","3948","4359","6054","970","7024","2899","367","3265","3253","186","3440","1308","77","1384","561","28","588","14487","5563","20053"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ca8,Caloundra,"31602","623","7563","8182","10399","1967","12366","4314","474","4784","4155","236","4391","1660","85","1748","812","42","853","21963","10367","32332"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ca7,Maroochy,"31603","518","7114","7630","7298","3065","10369","2925","545","3476","2435","233","2663","887","93","974","364","33","399","14429","11082","25512"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ca6,Noosa,"31605","421","3979","4400","5634","1528","7163","2182","277","2453","2005","165","2166","783","55","843","321","28","349","11342","6039","17374"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ca5,Sunshine Coast Hinterland,"31606","398","3573","3971","6265","1020","7285","2662","257","2919","2460","157","2617","1189","55","1243","703","31","737","13668","5092","18764"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ca4,Nambour,"31607","270","3620","3892","4791","920","5714","2282","204","2487","2186","125","2312","1020","43","1064","606","32","639","11152","4951","16106"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ca3,Noosa Hinterland,"31608","223","1584","1805","2704","544","3254","1160","113","1269","1151","77","1228","493","29","523","288","23","312","6020","2370","8387"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ca2,Charters Towers - Ayr - Ingham,"31801","289","4808","5097","5088","1628","6717","2020","250","2272","1833","146","1981","841","65","906","591","44","632","10660","6942","17599"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ca1,Townsville,"31802","1843","16813","18654","18898","5218","24116","10379","1361","11738","9097","751","9849","4127","334","4458","2344","145","2486","46681","24625","71298"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6ca0,Bundaberg,"31901","653","9132","9783","11713","2967","14674","4421","531","4955","3794","295","4093","1759","169","1927","1030","68","1097","23369","13168","36541"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c9f,Burnett,"31902","331","5606","5939","6400","1675","8079","2247","343","2595","1846","182","2023","1021","100","1120","687","60","751","12535","7967","20503"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c9e,Gympie - Cooloola,"31903","347","5397","5743","6467","1635","8105","2452","316","2766","1991","187","2185","1017","79","1094","679","43","721","12963","7657","20617"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c9d,Hervey Bay,"31904","416","5985","6396","8138","2315","10452","2726","371","3096","2327","197","2522","1097","82","1176","651","35","680","15353","8976","24326"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c9c,Sunnybank,"30306","253","2441","2691","3669","674","4340","2629","396","3028","2696","309","3014","1486","203","1694","1204","140","1347","11934","4168","16105"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c9b,Centenary,"30401","205","1641","1846","3201","329","3531","2123","123","2245","2224","49","2272","907","10","919","382","15","394","9032","2174","11207"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c9a,Kenmore - Brookfield - Moggill,"30402","328","1953","2282","4187","407","4600","2549","148","2696","3295","111","3404","1434","63","1503","584","13","600","12376","2699","15079"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c99,Sherwood - Indooroopilly,"30403","339","4448","4792","4574","1649","6225","2395","962","3357","2371","447","2823","1038","209","1246","398","125","523","11124","7840","18962"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c98,The Gap - Enoggera,"30404","385","3660","4046","5000","715","5714","2866","225","3090","3172","136","3309","1299","56","1355","518","14","532","13239","4802","18045"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c97,Brisbane Inner,"30501","604","11254","11858","7562","3915","11471","2626","1330","3960","1694","802","2496","619","257","878","306","183","484","13409","17741","31151"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c96,Brisbane Inner - East,"30502","388","3980","4366","4165","1337","5502","2176","495","2668","2142","185","2319","839","89","930","293","36","331","10005","6114","16122"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c95,Brisbane Inner - North,"30503","812","11122","11933","9176","3556","12731","4169","1162","5330","3767","530","4294","1543","158","1704","549","66","620","20020","16599","36610"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c94,Brisbane Inner - West,"30504","420","5474","5898","5242","1914","7162","2749","882","3629","2899","417","3324","1170","126","1290","440","53","496","12929","8870","21802"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c93,Cairns - North,"30601","567","4305","4873","5890","1799","7688","2994","404","3394","2800","255","3053","1138","105","1245","608","37","651","13998","6902","20903"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c92,Cairns - South,"30602","814","11159","11969","9602","3128","12731","5175","932","6107","4361","567","4930","2149","215","2369","1531","149","1683","23633","16159","39791"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c91,Innisfail - Cassowary Coast,"30603","233","3816","4045","4034","1711","5745","1626","274","1903","1357","200","1558","685","92","775","626","40","669","8556","6134","14693"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c90,Port Douglas - Daintree,"30604","100","1338","1444","1332","1024","2353","555","166","717","473","136","607","170","61","231","92","44","137","2716","2767","5489"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c8f,Tablelands (East) - Kuranda,"30605","373","4453","4828","5041","1528","6576","1881","277","2162","1698","201","1895","805","100","903","584","63","646","10387","6623","17004"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c8e,Darling Downs (West) - Maranoa,"30701","333","4749","5081","4858","1661","6517","2029","347","2377","1891","259","2155","998","132","1130","497","38","539","10605","7201","17807"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c8d,Darling Downs - East,"30702","312","3850","4159","4831","957","5790","2025","233","2256","1847","155","2002","1036","78","1114","646","45","688","10702","5312","16012"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c8c,Granite Belt,"30703","272","4315","4587","5286","864","6151","1941","213","2150","1703","124","1829","852","44","897","560","26","588","10613","5588","16205"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c8b,Central Highlands (Qld),"30801","212","2703","2917","2534","1364","3895","1315","256","1569","1425","181","1610","746","111","855","434","36","467","6666","4645","11311"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c8a,Rockhampton,"30803","1101","11018","12118","12451","3215","15664","6195","736","6926","5454","431","5887","2578","188","2768","1425","93","1517","29201","15677","44885"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c89,Biloela,"30804","92","1423","1521","1552","503","2057","702","102","804","703","58","762","330","30","361","207","18","226","3596","2136","5730"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c88,Gladstone,"30805","573","5238","5811","6521","1981","8502","3349","409","3758","3265","262","3526","1398","96","1496","778","43","819","15882","8021","23905"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c87,Broadbeach - Burleigh,"30901","471","7408","7881","7507","2561","10062","3297","710","4008","2777","334","3109","992","98","1089","433","39","470","15474","11151","26628"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c86,Coolangatta,"30902","428","6380","6813","6104","2063","8168","2879","459","3336","2559","187","2752","1032","65","1096","492","19","514","13495","9183","22675"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c85,Gold Coast - North,"30903","492","7959","8453","8808","2184","10989","3592","572","4159","2865","264","3133","1000","99","1093","505","48","550","17258","11123","28384"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c84,Gold Coast Hinterland,"30904","142","1381","1521","2186","462","2647","953","114","1064","961","93","1051","413","37","442","243","19","262","4894","2108","6997"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c83,Robina,"30908","338","3623","3957","5259","1139","6399","3096","373","3467","2739","231","2969","1022","65","1090","480","21","505","12932","5446","18380"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c82,Southport,"30909","399","6488","6891","6040","2161","8195","3110","735","3844","2644","355","2995","1067","141","1209","626","97","724","13882","9980","23860"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c81,Surfers Paradise,"30910","336","6014","6348","4862","2271","7137","1868","594","2463","1442","344","1788","552","129","676","238","62","301","9296","9421","18713"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c80,Forest Lake - Oxley,"31001","340","4757","5093","5431","1254","6692","3899","489","4383","3752","314","4064","1820","148","1969","1540","96","1633","16785","7056","23839"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c7f,Ipswich Hinterland,"31002","408","4900","5310","7058","1429","8488","3131","362","3496","2877","245","3124","1533","127","1662","1050","70","1121","16060","7146","23203"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c7e,Ipswich Inner,"31003","646","8794","9440","10257","1966","12219","5970","596","6564","5523","384","5905","2478","158","2639","1619","67","1694","26499","11961","38454"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c7d,Springfield - Redbank,"31004","459","4014","4479","6305","1324","7629","4798","469","5271","4826","324","5155","2450","151","2604","2009","76","2088","20852","6365","27216"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c7c,Beaudesert,"31101","88","1254","1341","1544","310","1853","707","88","795","656","41","698","315","23","340","230","11","237","3532","1730","5268"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c7b,Beenleigh,"31102","202","3559","3761","4119","850","4970","2420","257","2685","1981","141","2125","982","62","1043","729","30","758","10439","4909","15344"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c7a,Browns Plains,"31103","375","3962","4336","6184","1230","7415","4361","456","4813","4166","306","4476","2325","172","2499","2080","121","2193","19496","6250","25742"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c79,Jimboomba,"31104","222","1470","1689","3635","528","4166","2417","200","2619","2805","165","2967","1436","88","1530","1126","37","1168","11645","2490","14138"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c78,Loganlea - Carbrook,"31105","340","3761","4096","5569","1017","6584","3365","334","3703","3300","213","3515","1588","124","1705","1110","50","1166","15276","5500","20772"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c77,Springwood - Kingston,"31106","392","5571","5963","6650","1373","8026","4192","487","4677","3906","323","4230","1985","143","2129","1817","90","1910","18942","7995","26942"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c76,Bowen Basin - North,"31201","258","3376","3638","3077","1609","4685","1517","270","1784","1527","221","1745","787","127","919","401","64","472","7571","5674","13245"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c75,Mackay,"31202","1352","10239","11590","12560","2660","15216","6391","706","7095","5695","445","6136","2610","153","2765","1257","67","1318","29853","14269","44125"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c74,Whitsunday,"31203","194","2157","2349","2039","939","2974","1003","217","1217","867","147","1015","406","51","457","170","36","206","4674","3550","8222"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c73,Bribie - Beachmere,"31301","265","4036","4296","5497","1057","6557","1568","171","1740","1214","74","1291","513","39","548","317","25","338","9370","5408","14775"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c72,Caboolture,"31302","315","4732","5045","6303","1310","7613","3670","417","4088","3441","259","3702","1819","169","1983","1296","123","1419","16835","7012","23848"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c71,Caboolture Hinterland,"31303","73","970","1039","1462","326","1790","625","91","713","567","58","623","289","44","325","190","17","204","3199","1502","4697"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c70,Narangba - Burpengary,"31304","370","3591","3953","5946","827","6778","3539","280","3811","3592","170","3766","1778","96","1874","1218","48","1272","16444","5003","21452"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c6f,Redcliffe,"31305","426","7671","8102","7392","1464","8851","3243","294","3534","2499","145","2646","1179","62","1237","678","34","714","15422","9662","25084"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c6e,The Hills District,"31401","603","3601","4207","8262","832","9097","5009","255","5262","6133","175","6308","2602","69","2669","1231","27","1255","23836","4961","28802"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c6d,North Lakes,"31402","515","4290","4805","6757","1079","7838","4379","349","4730","4406","235","4641","1927","92","2017","1057","44","1100","19043","6089","25131"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c6c,Strathpine,"31403","200","2795","2997","3886","636","4527","2266","179","2450","2067","107","2172","907","39","949","554","12","563","9884","3764","13648"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c6b,Far North,"31501","138","3026","3166","2037","1485","3520","1145","290","1436","1162","235","1397","751","80","832","1115","82","1195","6345","5197","11543"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p30_hsehold_comp_by_num_pns_present_census_2016.fid--7a4d496e_1724c35c6d1_-6c6a,Outback - North,"31502","211","3109","3318","2470","1836","4303","1366","277","1640","1212","220","1432","686","93","779","636","58","693","6576","5595","12168"
