gml_id,sa3_name16,sa3_code16,p_55_64_ud_wk_l_5_hrs,p_55_64_ud_wk_5_14_hrs,p_55_64_ud_wk_15_29_hrs,p_55_64_ud_wk_30h_more,p_55_64_no_ud_wk,p_55_64_ud_wk_ns,p_55_64_os_v,p_55_64_yr_tot,p_65_74_ud_wk_l_5_hrs,p_65_74_ud_wk_5_14_hrs,p_65_74_ud_wk_15_29_hrs,p_65_74_ud_wk_30h_more,p_65_74_no_ud_wk,p_65_74_ud_wk_ns,p_65_74_os_v,p_65_74_yr_tot,p_75_84_ud_wk_l_5_hrs,p_75_84_ud_wk_5_14_hrs,p_75_84_ud_wk_15_29_hrs,p_75_84_ud_wk_30h_more,p_75_84_no_ud_wk,p_75_84_ud_wk_ns,p_75_84_os_v,p_75_84_yr_tot,p_85ov_ud_wk_l_5_h,p_85ov_ud_wk_5_14_h,p_85ov_ud_wk_15_29_h,p_85ov_ud_wk_30h_more,p_85ov_no_ud_wk,p_85ov_ud_wk_ns,p_85ov_os_v,p_85_yr_over_tot,p_tot_ud_wk_l_5_hrs,p_tot_ud_wk_5_14_hrs,p_tot_ud_wk_15_29_hrs,p_tot_ud_wk_30h_more,p_tot_no_ud_wk,p_tot_ud_wk_ns,p_total_os_v,p_total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-74ad,Chermside,"30202","1379","2432","988","580","1130","424","113","7045","685","1325","886","671","1093","444","52","5158","405","765","562","488","1049","507","15","3788","253","296","153","134","748","581","0","2161","14531","16590","6457","4491","10359","4129","572","57139"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-74ac,Nundah,"30203","868","1321","555","307","717","214","81","4052","356","660","444","304","686","196","55","2704","144","278","195","178","453","192","6","1455","82","81","50","35","259","250","4","756","8366","9206","3321","2218","6361","2223","368","32067"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-74ab,Sandgate,"30204","1250","2081","967","575","1167","309","148","6500","579","1184","825","685","1169","350","82","4880","247","526","356","312","1017","365","15","2825","131","151","85","63","737","180","3","1349","10945","13133","5474","4065","9868","2866","470","46822"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-74aa,Carindale,"30301","1066","1929","897","509","807","226","91","5522","457","1007","656","484","706","194","50","3557","232","465","319","289","588","223","26","2141","133","168","100","61","515","159","0","1144","10973","11763","4823","3314","7095","2105","482","40564"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-74a9,Holland Park - Yeronga,"30302","1381","2310","898","465","1058","489","139","6737","617","1136","645","383","967","443","66","4254","303","461","301","260","868","387","14","2598","157","185","87","65","705","238","3","1436","17631","17683","5734","3495","10987","4755","954","61240"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-74a8,Mt Gravatt,"30303","1276","2147","1114","692","1160","352","333","7074","692","1417","986","797","1123","358","157","5535","360","633","488","438","929","312","44","3202","171","185","87","62","709","165","8","1391","14178","15185","6583","4877","13808","3199","1435","59257"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-74a7,Nathan,"30304","710","1190","581","307","520","211","98","3611","307","651","470","361","466","192","57","2505","217","313","248","230","444","198","12","1653","101","116","72","66","328","105","0","799","7995","8853","3592","2455","6562","2048","604","32118"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-74a6,Rocklea - Acacia Ridge,"30305","1078","1794","886","607","1227","287","428","6303","454","847","573","501","916","252","180","3720","189","285","200","183","573","158","39","1628","60","61","20","22","471","91","4","725","11017","11736","5190","3926","11932","2514","1192","47507"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-74a5,Mudgeeraba - Tallebudgera,"30905","684","1348","667","369","588","210","32","3894","339","741","511","396","560","196","23","2768","144","246","158","161","349","129","9","1194","45","43","21","16","177","61","0","366","6014","7349","3522","2542","4417","1537","223","25605"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-74a4,Nerang,"30906","1447","2381","1170","661","1401","527","107","7698","741","1432","909","740","1404","499","71","5789","338","536","365","288","846","473","24","2876","126","107","51","53","470","376","4","1198","12336","14526","6441","4706","10795","4061","577","53440"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-74a3,Ormeau - Oxenford,"30907","2197","3578","1655","1097","1948","825","198","11494","1093","2104","1423","1188","1892","783","150","8635","400","688","413","351","1027","438","64","3381","117","125","52","58","531","260","11","1153","21701","25311","10778","8494","17163","7217","920","91579"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-74a2,Outback - South,"31503","566","943","463","307","883","371","14","3546","370","664","346","367","1028","458","13","3259","133","184","111","141","413","244","0","1229","32","38","17","23","161","81","0","353","3180","4281","1888","1669","4312","2002","148","17475"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-74a1,Buderim,"31601","1109","2106","1003","570","850","284","46","5969","650","1384","1005","748","1024","284","48","5139","337","683","509","435","975","364","22","3318","158","212","116","92","680","248","3","1508","10157","12591","5736","4012","7796","2562","651","43513"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-74a0,Caloundra,"31602","1920","3401","1603","1008","1689","592","128","10347","1139","2615","2011","1481","2309","865","224","10648","625","1237","983","804","1905","803","106","6455","262","319","193","153","1282","479","17","2713","14379","18575","8971","6593","13675","4929","937","68058"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-749f,Maroochy,"31603","1749","2949","1229","694","1485","763","393","9265","1126","2211","1355","921","1975","991","758","9333","514","917","614","460","1426","832","379","5154","153","173","105","89","744","424","65","1753","11981","14762","6101","4194","10538","5343","2437","55355"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-749e,Noosa,"31605","1260","2166","1057","583","969","506","268","6821","923","1990","1286","895","1457","724","383","7659","409","798","559","455","1057","545","171","3996","146","185","112","70","564","353","25","1457","7804","10742","5229","3593","7088","3548","1774","39776"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-749d,Sunshine Coast Hinterland,"31606","1154","2498","1398","958","1000","494","42","7541","666","1572","1352","1261","1091","487","30","6463","277","570","434","507","702","297","18","2805","112","123","70","72","418","119","3","917","7983","11578","6118","5080","6586","2999","423","40765"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-749c,Nambour,"31607","912","1792","989","613","912","378","32","5637","526","1056","850","756","1004","424","37","4664","231","438","307","336","749","342","11","2416","98","110","76","65","458","221","3","1032","6992","9555","4795","3818","6254","2718","205","34343"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-749b,Noosa Hinterland,"31608","591","1204","691","439","472","241","9","3647","297","735","543","534","560","256","21","2946","141","217","175","190","282","147","7","1156","42","46","26","31","124","44","0","309","3398","5092","2751","2307","2764","1346","142","17796"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-749a,Charters Towers - Ayr - Ingham,"31801","1012","1695","912","877","1256","632","29","6416","635","1072","809","965","1514","847","29","5864","257","441","346","457","993","597","10","3102","119","140","76","74","467","229","0","1099","6983","8324","4361","4279","7891","4094","492","36418"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7499,Townsville,"31802","3587","6636","3159","2200","3753","2053","223","21615","1663","3347","2363","2286","3764","1996","188","15602","767","1225","882","921","2212","1154","74","7230","272","293","174","139","1177","429","12","2499","33558","41869","17552","13725","29465","15479","1755","153414"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7498,Bundaberg,"31901","1862","3621","1953","1624","2431","1083","49","12618","1206","2509","2073","2164","3146","1463","69","12618","563","1087","805","973","2180","1146","45","6803","203","248","138","133","1079","491","3","2299","12926","18267","9669","8870","16365","7285","1124","74505"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7497,Burnett,"31902","1064","1876","1150","979","1461","788","19","7338","621","1321","1059","1295","1768","947","13","7026","237","477","366","507","973","673","4","3242","102","118","54","60","530","220","0","1087","6604","9415","5204","5320","8603","4942","393","40484"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7496,Gympie - Cooloola,"31903","1158","2177","1243","1065","1344","748","34","7770","707","1444","1256","1308","1622","860","22","7219","307","541","403","460","840","593","13","3151","102","130","73","66","360","306","0","1038","7189","10122","5712","5455","7752","4428","497","41154"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7495,Hervey Bay,"31904","1180","2405","1447","1053","1772","810","129","8795","989","2146","1673","1515","2720","1118","101","10256","496","890","666","682","1788","860","31","5418","153","160","104","90","753","340","6","1615","8337","12104","6729","5666","11361","5117","908","50214"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7494,Sunnybank,"30306","920","1403","817","630","1064","200","290","5323","463","899","632","508","854","219","120","3699","199","333","234","180","587","178","31","1740","76","105","52","20","471","160","11","897","9273","9303","4156","3409","12048","2201","1290","41677"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7493,Centenary,"30401","770","1573","707","378","455","114","61","4060","425","890","584","418","453","149","58","2965","131","274","199","134","284","168","15","1202","63","45","18","29","165","256","3","572","6660","7982","3479","2247","3996","1145","330","25832"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7492,Kenmore - Brookfield - Moggill,"30402","968","2129","1000","501","402","146","67","5216","549","1285","958","640","512","155","81","4175","230","538","371","311","431","191","14","2093","97","131","87","46","297","267","6","941","8856","11112","5242","3500","4776","1435","553","35474"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7491,Sherwood - Indooroopilly,"30403","939","1599","701","363","442","171","162","4379","469","1060","663","386","478","166","89","3315","201","388","299","213","334","150","20","1607","135","174","112","49","252","156","0","882","12862","11622","4260","2664","9146","2306","1428","44289"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7490,The Gap - Enoggera,"30404","962","1870","852","461","593","191","41","4974","504","1102","862","592","639","153","42","3890","204","461","345","292","484","233","6","2020","121","154","85","70","505","203","0","1144","9967","12215","5222","3470","6190","1788","339","39201"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-748f,Brisbane Inner,"30501","1562","2138","746","367","1167","1266","612","7865","711","1140","596","340","1028","901","295","5006","241","374","254","138","598","437","102","2150","107","114","56","33","457","337","16","1110","19966","16123","4386","2511","15224","10303","6903","75420"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-748e,Brisbane Inner - East,"30502","782","1230","514","289","517","225","47","3609","288","589","321","201","468","186","42","2092","105","192","143","111","267","123","12","953","55","69","38","24","168","68","0","428","9843","9757","3223","2108","5052","2163","439","32583"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-748d,Brisbane Inner - North,"30503","1829","2757","1057","522","1186","769","173","8286","823","1417","830","529","1038","584","115","5332","314","514","361","249","653","398","34","2523","144","197","105","65","429","344","4","1295","22309","20660","6806","4129","13100","6741","1417","75167"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-748c,Brisbane Inner - West,"30504","1127","1970","795","360","567","321","106","5240","510","1005","643","375","530","258","55","3374","204","369","229","168","409","158","16","1552","76","103","53","52","287","86","0","664","14195","13842","4697","2895","7209","3014","816","46664"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-748b,Cairns - North,"30601","1303","2575","1098","576","1142","693","264","7655","684","1410","867","664","1219","675","277","5789","226","372","207","220","592","394","121","2134","82","73","38","11","191","99","11","504","9732","13537","5540","3748","7480","4189","1845","46080"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-748a,Cairns - South,"30602","2164","3775","1587","1054","2591","1780","816","13763","1089","1995","1304","1120","2502","1641","434","10090","449","688","450","458","1451","927","161","4589","136","149","90","74","838","382","27","1691","17452","21749","8802","6858","19378","12533","7309","94078"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7489,Innisfail - Cassowary Coast,"30603","900","1641","814","710","1097","598","82","5842","564","1010","825","727","1143","661","67","4996","220","365","268","339","702","372","18","2277","71","99","45","55","363","133","0","762","5464","7312","3763","3473","6722","3649","1051","31428"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7488,Port Douglas - Daintree,"30604","567","810","380","243","517","554","371","3439","391","578","361","275","610","540","264","3023","124","195","123","95","302","279","99","1214","26","30","9","8","62","92","14","235","3050","3697","1608","1184","2720","2861","2192","17309"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7487,Tablelands (East) - Kuranda,"30605","937","1830","1012","796","1116","695","51","6441","637","1232","957","1035","1147","852","44","5910","244","459","373","441","829","516","14","2877","89","122","73","61","425","174","3","948","5689","8549","4672","4175","6481","4251","789","34616"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7486,Darling Downs (West) - Maranoa,"30701","949","1514","767","615","1338","992","31","6202","514","886","627","657","1145","821","22","4670","218","367","247","309","742","449","4","2336","78","75","35","42","337","187","3","764","6881","8704","4148","3875","8279","6474","259","38620"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7485,Darling Downs - East,"30702","847","1547","783","685","1026","550","14","5440","455","859","686","779","1072","571","6","4437","196","367","266","369","708","444","5","2358","65","100","45","54","436","232","0","934","6102","8127","4116","4215","6637","3595","142","32933"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7484,Granite Belt,"30703","893","1680","981","826","998","493","9","5873","507","1142","915","1012","1178","614","17","5374","275","469","334","434","786","410","6","2718","78","126","73","70","468","165","0","982","5737","8220","4486","4370","6391","3038","200","32440"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7483,Central Highlands (Qld),"30801","647","973","476","390","744","721","18","3969","301","456","302","295","618","332","21","2326","72","113","85","83","231","171","9","760","21","15","3","8","65","30","3","142","5212","6216","2712","2590","4453","4837","476","26488"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7482,Rockhampton,"30803","2165","4293","2405","1801","2652","1309","109","14737","1137","2285","1906","1842","2645","1329","82","11225","571","1008","761","820","1822","1096","29","6108","217","259","163","122","957","627","4","2352","18032","24282","11888","10012","18483","9678","658","93028"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7481,Biloela,"30804","348","489","279","206","413","243","3","1989","153","265","163","202","355","216","11","1367","83","106","81","106","246","131","0","748","17","28","11","13","99","39","3","207","2401","3057","1417","1364","2471","1628","76","12418"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7480,Gladstone,"30805","1212","2150","1187","1021","1432","686","61","7746","541","1079","760","799","1163","550","49","4937","179","314","252","259","593","307","19","1928","70","66","24","44","243","90","3","546","9780","13371","6126","5919","9200","4694","500","49590"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-747f,Broadbeach - Burleigh,"30901","1663","2502","1039","563","1427","922","408","8530","977","1827","1152","807","2002","1071","596","8433","502","863","523","419","1413","884","243","4856","227","244","125","81","809","338","45","1870","13837","14907","5900","3926","11901","6530","2751","59753"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-747e,Coolangatta,"30902","1518","2538","975","585","1415","744","166","7934","875","1653","1063","742","1728","788","246","7093","466","695","515","420","1347","673","126","4240","197","226","139","98","842","357","39","1891","10890","12464","5406","3836","10162","4706","1054","48526"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-747d,Gold Coast - North,"30903","1720","2537","1069","676","1850","700","174","8725","1096","2074","1302","929","2281","915","138","8737","492","873","588","513","1623","795","58","4939","188","200","110","94","926","463","10","1986","12375","14155","6046","4478","13490","5679","922","57141"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-747c,Gold Coast Hinterland,"30904","472","993","492","344","360","329","41","3034","245","602","462","430","402","254","26","2415","86","186","139","170","221","146","5","961","34","29","23","27","87","45","3","252","3074","4584","2209","1793","2347","1959","185","16157"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-747b,Robina,"30908","1082","1714","759","472","1012","352","96","5489","546","1141","729","521","1138","377","83","4531","259","442","300","253","838","467","22","2583","90","106","43","45","457","613","3","1352","9899","10487","4241","3071","9280","3508","669","41145"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-747a,Southport,"30909","1326","1998","829","468","1430","606","132","6780","773","1342","829","576","1624","578","139","5860","344","522","350","259","1187","518","35","3209","157","137","90","52","847","388","7","1671","12005","12181","4866","3334","13395","5208","1277","52263"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7479,Surfers Paradise,"30910","1193","1656","683","383","1164","1123","711","6922","795","1399","777","489","1540","1150","570","6712","351","525","325","225","928","740","228","3322","89","103","67","38","404","298","45","1047","9496","9573","3727","2519","10434","8337","6123","50208"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7478,Forest Lake - Oxley,"31001","1153","1823","904","623","1617","660","178","6956","547","939","685","516","1178","516","96","4474","285","452","295","232","780","413","34","2494","143","122","67","55","342","307","3","1035","11803","13004","5495","4390","13837","7995","626","57150"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7477,Ipswich Hinterland,"31002","1294","2361","1381","1140","1655","873","19","8716","691","1325","1157","1317","1617","919","23","7053","290","506","396","472","944","507","8","3128","97","112","61","51","473","182","3","983","9095","12562","6503","6178","9700","5847","243","50124"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7476,Ipswich Inner,"31003","1877","3388","1694","1219","2220","812","46","11258","820","1679","1308","1206","2025","741","30","7797","433","708","575","576","1499","639","16","4451","169","223","123","102","809","270","3","1695","17403","21722","9795","8027","16898","6559","301","80696"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7475,Springfield - Redbank,"31004","1224","1885","965","695","1420","512","139","6843","465","818","610","502","931","407","108","3834","176","236","176","148","455","205","23","1416","39","58","25","27","168","67","0","398","14237","16407","6810","5553","13023","4684","558","61270"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7474,Beaudesert,"31101","273","497","294","184","339","209","5","1795","162","365","267","254","388","193","12","1641","87","115","99","119","245","128","0","797","38","24","11","17","195","40","0","325","2089","2691","1419","1279","2331","1295","59","11167"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7473,Beenleigh,"31102","797","1216","637","415","942","316","34","4363","426","881","498","446","1080","359","27","3722","184","324","196","202","641","273","11","1831","71","64","26","28","280","94","0","559","6693","8076","3518","2902","7747","2708","167","31822"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7472,Browns Plains,"31103","1420","2332","1241","879","1855","585","90","8404","584","1045","798","677","1431","517","62","5120","228","361","229","216","784","311","21","2146","75","80","37","26","441","107","6","773","13093","15048","6553","5528","14817","4894","422","60356"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7471,Jimboomba,"31104","786","1495","776","590","794","332","24","4797","333","682","532","568","668","248","22","3049","119","195","137","141","252","99","11","949","26","31","8","12","106","31","0","216","7531","9789","4525","3656","6123","2429","193","34249"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7470,Loganlea - Carbrook,"31105","1195","2089","1009","670","1298","466","67","6797","570","1156","802","693","1202","477","44","4945","217","397","273","231","800","321","24","2257","74","84","35","41","586","128","4","951","10425","12468","5473","4126","10507","3677","340","47019"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-746f,Springwood - Kingston,"31106","1405","2252","1187","764","1896","616","120","8244","740","1472","1055","851","1687","559","53","6418","264","398","267","258","832","360","18","2402","84","84","38","38","472","126","6","845","12870","14663","6546","5456","15027","4827","530","59908"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-746e,Bowen Basin - North,"31201","761","1273","594","454","1152","1220","39","5491","369","638","498","434","905","464","36","3344","123","200","122","154","391","219","17","1228","31","50","19","14","160","81","9","362","6197","8085","3442","3085","6720","8492","577","36609"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-746d,Mackay,"31202","2176","4145","2200","1696","2650","1178","89","14123","1023","1893","1534","1564","2346","1179","58","9592","438","802","565","641","1503","788","30","4772","161","210","103","112","845","261","9","1689","18006","23827","11187","9986","17525","7979","528","89033"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-746c,Whitsunday,"31203","594","1005","466","335","668","595","260","3912","336","597","403","310","665","476","98","2885","96","137","81","123","247","174","37","898","26","26","17","16","80","63","5","231","4410","5286","2191","1725","4001","3951","2643","24211"
