SA3_MAIN11,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P,SA3_NAME11
69797,82,30,112,52,8,60,4,3,7,4,5,9,4,3,7,64,19,83,7,9,16,6.3,15.8,8.4,79.0,61.3,74.1,74.1,51.6,67.9,0,0,0,0,3,3,6,3,9,13,0,13,25,9,34,45,20,65,29,11,40,27,15,42,42,17,59,Migratory - Offshore - Shipping (Tas.)
50604,41994,41997,83991,21837,11387,33224,4493,9912,14405,1880,1562,3442,1503,1442,2945,29713,24303,54016,9527,15281,24808,5.1,5.9,5.5,70.8,57.9,64.3,67.2,54.4,60.8,897,768,1665,323,469,792,3478,4591,8069,2739,3557,6296,11674,6375,18049,41360,41688,83048,7563,7606,15169,25826,26116,51942,19520,19879,39399,Gosnells
50605,21107,21870,42977,11466,5853,17319,2294,5786,8080,905,837,1742,558,478,1036,15223,12954,28177,4719,7942,12661,3.7,3.7,3.7,72.1,59.2,65.6,69.5,57.0,63.2,502,337,839,243,414,657,1908,2658,4566,1559,2218,3777,6211,3030,9241,21645,22248,43893,3161,3324,6485,14576,14866,29442,8663,9247,17910,Kalamunda
69999,566,411,977,116,60,176,49,40,89,19,15,34,67,45,112,251,160,411,207,219,426,26.7,28.1,27.3,44.6,38.8,42.2,32.7,27.9,30.7,13,15,28,3,6,9,40,50,90,22,42,64,116,49,165,115,83,198,363,327,690,61,39,100,395,353,748,Special Purpose Codes SA3 (Tas.)
70101,10625,8916,19541,5902,4076,9978,845,1519,2364,501,408,909,236,176,412,7484,6179,13663,1721,1873,3594,3.2,2.8,3.0,70.4,69.3,69.9,68.2,67.3,67.8,468,442,910,177,319,496,1441,1793,3234,829,847,1676,2392,1115,3507,7076,6231,13307,3240,3055,6295,3309,2852,6161,6473,5916,12389,Darwin City
70102,21113,19680,40793,10402,7738,18140,2103,3737,5840,1015,927,1942,610,448,1058,14130,12850,26980,4616,4992,9608,4.3,3.5,3.9,66.9,65.3,66.1,64.0,63.0,63.5,790,825,1615,335,622,957,2230,3376,5606,1365,1627,2992,4769,2408,7177,17800,17612,35412,4515,4730,9245,10831,10722,21553,9850,10070,19920,Darwin Suburbs
70103,8100,6562,14662,4312,2531,6843,684,1285,1969,507,312,819,201,140,341,5704,4268,9972,1289,1480,2769,3.5,3.3,3.4,70.4,65.1,68.0,67.9,62.9,65.7,77,105,182,58,131,189,343,717,1060,390,554,944,2684,1023,3707,7234,6174,13408,1422,1200,2622,4533,3980,8513,3645,2911,6556,Litchfield
70203,5868,5428,11296,1985,1228,3213,628,735,1363,262,229,491,405,310,715,3280,2502,5782,2144,2609,4753,12.3,12.4,12.4,55.9,46.1,51.2,49.0,40.4,44.9,56,65,121,33,75,108,197,360,557,178,210,388,1202,560,1762,6731,6274,13005,925,869,1794,5156,4883,10039,1835,1675,3510,Daly - Tiwi - West Arnhem
70104,10108,10103,20211,6085,4350,10435,810,1803,2613,653,537,1190,267,277,544,7815,6967,14782,1313,2274,3587,3.4,4.0,3.7,77.3,69.0,73.1,74.7,66.2,70.4,144,146,290,84,188,272,535,1049,1584,710,861,1571,3153,1962,5115,9175,9176,18351,3157,3150,6307,4296,4248,8544,6827,6950,13777,Palmerston
70204,4980,4765,9745,2042,1147,3189,499,727,1226,229,233,462,323,231,554,3093,2338,5431,1565,2147,3712,10.4,9.9,10.2,62.1,49.1,55.7,55.6,44.2,50.0,75,92,167,39,103,142,264,388,652,196,218,414,1089,534,1623,5782,5599,11381,1002,866,1868,4237,4131,8368,1945,1765,3710,East Arnhem
70205,6440,6321,12761,2601,1936,4537,691,928,1619,346,326,672,369,354,723,4007,3544,7551,1687,2132,3819,9.2,10.0,9.6,62.2,56.1,59.2,56.5,50.5,53.5,58,83,141,40,106,146,293,580,873,304,341,645,1512,830,2342,6627,6639,13266,1385,1404,2789,4481,4389,8870,2775,2821,5596,Katherine
79797,89,18,107,63,5,68,3,0,3,9,0,9,0,3,3,75,8,83,6,5,11,0.0,37.5,3.6,84.3,50.0,79.0,84.3,31.3,76.2,0,0,0,0,0,0,7,0,7,9,3,12,29,3,32,56,13,69,21,0,21,36,5,41,41,6,47,Migratory - Offshore - Shipping (NT)
79999,954,774,1728,218,159,377,57,45,102,59,48,107,56,38,94,390,290,680,411,389,800,14.4,13.1,13.8,40.9,37.5,39.4,35.0,32.6,33.9,19,21,40,19,10,29,73,133,206,46,67,113,268,109,377,208,140,348,651,603,1254,111,61,172,711,645,1356,Special Purpose Codes SA3 (NT)
70202,2102,2113,4215,706,553,1259,161,220,381,105,93,198,104,73,177,1076,939,2015,697,827,1524,9.7,7.8,8.8,51.2,44.4,47.8,46.2,41.0,43.6,20,22,42,18,31,49,97,154,251,68,92,160,331,171,502,2075,2065,4140,407,417,824,1487,1497,2984,788,777,1565,Barkly
70201,13912,13832,27744,6484,5025,11509,1259,2136,3395,634,622,1256,501,367,868,8878,8150,17028,3312,4200,7512,5.6,4.5,5.1,63.8,58.9,61.4,60.2,56.3,58.2,356,443,799,176,357,533,1110,1821,2931,762,977,1739,2990,1614,4604,12533,12752,25285,3319,3478,6797,7883,8154,16037,6601,6898,13499,Alice Springs
80104,17370,18296,35666,11356,7809,19165,1821,4192,6013,697,1010,1707,406,445,851,14280,13456,27736,2478,4317,6795,2.8,3.3,3.1,82.2,73.5,77.8,79.9,71.1,75.4,1990,1331,3321,519,698,1217,3321,4221,7542,1757,2057,3814,3018,2140,5158,16548,17175,33723,5584,5745,11329,8091,8582,16673,12117,12568,24685,Gungahlin
80105,21258,20814,42072,9982,7392,17374,2906,4318,7224,714,886,1600,775,638,1413,14377,13234,27611,5245,6365,11610,5.4,4.8,5.1,67.6,63.6,65.6,64.0,60.5,62.3,3130,2666,5796,765,1184,1949,5286,5922,11208,1232,1345,2577,2029,1274,3303,16314,16395,32709,6009,5775,11784,8515,9111,17626,12792,12116,24908,North Canberra
80106,9971,10608,20579,5358,4058,9416,1170,1967,3137,318,476,794,270,193,463,7116,6694,13810,2247,3415,5662,3.8,2.9,3.4,71.4,63.1,67.1,68.7,61.3,64.9,1666,1395,3061,386,636,1022,2868,3126,5994,667,919,1586,959,636,1595,8526,9040,17566,2493,2641,5134,4980,5361,10341,5519,5821,11340,South Canberra
80107,33670,35418,69088,19771,13917,33688,4165,8639,12804,1442,1872,3314,868,723,1591,26246,25151,51397,6328,9276,15604,3.3,2.9,3.1,78.0,71.0,74.4,75.4,69.0,72.1,1788,1160,2948,795,1105,1900,4716,5831,10547,3083,3905,6988,7644,4758,12402,35839,37068,72907,5023,5329,10352,25226,26312,51538,12978,13621,26599,Tuggeranong
80101,36862,38531,75393,19158,13472,32630,4847,8631,13478,1466,1913,3379,1083,856,1939,26554,24872,51426,8338,11782,20120,4.1,3.4,3.8,72.0,64.6,68.2,69.1,62.3,65.6,3407,2564,5971,1158,1718,2876,6947,8164,15111,2924,3714,6638,6657,4209,10866,35924,37093,73017,6849,7051,13900,23345,24239,47584,16585,17207,33792,Belconnen
80102,229,201,430,156,83,239,22,61,83,12,7,19,0,3,3,190,154,344,32,39,71,0.0,1.9,0.9,82.3,77.4,80.0,82.3,75.9,79.3,12,15,27,4,7,11,27,46,73,17,18,35,69,32,101,225,193,418,60,50,110,122,98,220,146,129,275,Cotter - Namadgi
80103,916,430,1346,274,141,415,74,86,160,22,15,37,30,7,37,400,249,649,438,149,587,7.5,2.8,5.7,43.7,57.8,48.2,40.4,56.1,45.4,15,8,23,5,12,17,46,48,94,36,41,77,172,57,229,535,370,905,103,77,180,359,246,605,248,185,433,Fyshwick - Pialligo - Hume
80108,8789,9589,18378,4426,3035,7461,1165,2256,3421,362,460,822,201,171,372,6154,5922,12076,2345,3373,5718,3.3,2.9,3.1,70.0,61.8,65.7,67.7,60.0,63.7,901,638,1539,309,581,890,1932,2215,4147,752,1065,1817,1504,917,2421,9246,9823,19069,1348,1366,2714,6425,6922,13347,3445,3566,7011,Weston Creek
80109,13171,14182,27353,6591,4893,11484,1676,2952,4628,499,629,1128,333,256,589,9099,8730,17829,3549,4989,8538,3.7,2.9,3.3,69.1,61.6,65.2,66.6,59.8,63.0,1764,1238,3002,509,752,1261,3305,3809,7114,1015,1498,2513,1828,1132,2960,12675,13494,26169,2659,2801,5460,8322,8925,17247,6216,6615,12831,Woden
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
89999,302,271,573,92,79,171,34,48,82,16,4,20,25,32,57,167,163,330,93,93,186,15.0,19.6,17.3,55.3,59.9,57.5,47.0,48.2,47.6,30,15,45,3,13,16,52,71,123,16,24,40,45,37,82,68,43,111,212,234,446,34,15,49,233,249,482,Special Purpose Codes SA3 (ACT)
90101,1331,477,1808,399,222,621,46,80,126,33,25,58,6,4,10,484,331,815,808,116,924,1.2,1.2,1.2,36.4,69.4,45.1,35.9,68.6,44.5,15,11,26,10,19,29,43,50,93,42,37,79,134,69,203,551,456,1007,121,104,225,366,297,663,261,225,486,Christmas Island
90102,218,203,421,83,38,121,41,41,82,11,8,19,7,10,17,142,97,239,66,103,169,4.9,10.3,7.1,65.4,47.5,56.8,62.2,42.6,52.7,3,0,3,0,4,4,11,14,25,8,5,13,53,24,77,249,238,487,21,21,42,185,196,381,66,46,112,Cocos (Keeling) Islands
90103,157,121,278,73,28,101,9,14,23,4,0,4,14,6,20,100,48,148,47,62,109,14.0,12.5,13.5,63.7,40.3,53.6,54.8,35.3,46.4,5,0,5,0,3,3,22,13,35,17,15,32,23,27,50,137,125,262,60,31,91,96,96,192,91,49,140,Jervis Bay
99797,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,Migratory - Offshore - Shipping (OT)
99999,5,18,23,8,12,20,0,0,0,0,3,3,0,0,0,8,15,23,0,0,0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0,3,3,0,0,0,3,11,14,0,0,0,0,3,3,0,0,0,8,18,26,0,0,0,9,18,27,Special Purpose Codes SA3 (OT)
