sa3_code16,p_foodhosppersserv_occ_mng,p_foodhosppersserv_occ_pro,p_foodhosppersserv_occ_ttw,p_foodhosppersserv_occ_cps,p_foodhosppersserv_occ_ca,p_foodhosppersserv_occ_sal,p_foodhosppersserv_occ_mod,p_foodhosppersserv_occ_lab,p_foodhosppersserv_occ_idns,p_foodhosppersserv_total,p_mixfieldprog_occ_mng,p_mixfieldprog_occ_pro,p_mixfieldprog_occ_ttw,p_mixfieldprog_occ_cps,p_mixfieldprog_occ_ca,p_mixfieldprog_occ_sal,p_mixfieldprog_occ_mod,p_mixfieldprog_occ_lab,p_mixfieldprog_occ_idns,p_mixfieldprog_total,p_fs_id_occ_mng,p_fs_id_occ_pro,p_fs_id_occ_ttw,p_fs_id_occ_cps,p_fs_id_occ_ca,p_fs_id_occ_sal,p_fs_id_occ_mod,p_fs_id_occ_lab,p_fs_id_occ_idns,p_fs_id_total,p_fs_ns_occ_mng,p_fs_ns_occ_pro,p_fs_ns_occ_ttw,p_fs_ns_occ_cps,p_fs_ns_occ_ca,p_fs_ns_occ_sal,p_fs_ns_occ_mod,p_fs_ns_occ_lab,p_fs_ns_occ_idns,p_fs_ns_total,p_tot_occ_mng,p_tot_occ_pro,p_tot_occ_ttw,p_tot_occ_cps,p_tot_occ_ca,p_tot_occ_sal,p_tot_occ_mod,p_tot_occ_lab,p_tot_occ_idns,p_total_total,sa3_name16
20501,89,21,270,101,81,76,36,103,4,772,3,3,0,0,0,0,3,3,0,13,25,30,25,27,22,7,14,19,3,180,82,23,84,50,40,45,43,74,44,493,2030,3279,2714,1710,1398,675,691,1121,187,13804,Baw Baw
20502,109,14,288,123,92,95,17,111,5,858,0,0,0,0,0,0,0,6,3,8,27,37,13,25,14,3,13,13,3,152,72,21,67,56,35,57,48,86,43,497,1555,2319,1922,1567,1053,642,495,952,163,10671,Gippsland - East
20503,133,23,407,150,96,121,47,119,5,1099,3,4,3,0,0,6,0,8,0,20,45,42,29,23,21,19,19,26,11,224,145,40,116,71,55,86,61,118,75,760,2643,3294,3083,1991,1394,976,766,1285,246,15671,Gippsland - South West
20504,80,28,394,158,157,141,46,145,14,1162,0,0,3,3,0,3,0,8,0,21,33,34,33,21,39,13,15,20,15,224,63,44,131,91,67,54,66,130,83,734,1848,4157,4241,2549,2122,989,1075,1372,327,18675,Latrobe Valley
20505,105,13,273,102,60,66,36,83,7,736,3,0,0,0,0,0,0,6,0,10,29,23,23,13,7,4,10,12,10,137,82,28,63,38,38,44,44,76,43,457,1780,2593,2356,1451,976,510,578,848,171,11253,Wellington
20601,154,58,561,204,139,132,38,78,15,1376,0,3,6,5,8,7,0,9,3,42,145,349,65,97,140,80,22,20,27,942,59,156,81,64,57,42,21,44,135,653,5014,16228,3630,3216,4123,2062,619,1257,534,36675,Brunswick - Coburg
20602,76,40,299,105,79,56,11,44,5,719,0,5,0,3,4,0,0,4,0,12,92,209,39,61,83,36,7,19,19,564,49,92,29,33,32,32,12,25,72,373,3623,10477,1953,1880,2395,1169,290,605,312,22705,Darebin - South
20603,114,50,318,155,129,79,23,60,18,934,3,8,0,3,8,0,5,0,3,32,90,142,23,49,106,36,17,20,15,490,49,65,48,43,46,39,18,36,79,431,4371,10620,2355,2184,3227,1438,467,866,392,25911,Essendon
20604,266,82,1045,457,183,174,15,133,19,2378,8,13,15,25,7,17,0,13,5,103,184,306,42,89,134,85,18,46,31,934,100,159,90,115,70,41,22,84,132,816,7666,23824,3621,4665,5574,3244,516,2062,796,51962,Melbourne City
20605,318,90,716,298,207,161,21,81,19,1912,9,11,0,3,5,4,0,0,0,44,216,312,42,78,144,65,11,20,39,933,105,154,73,51,74,64,20,29,134,695,9221,20060,3650,3466,5040,2762,437,1073,704,46412,Port Phillip
20902,155,46,629,236,160,155,68,157,18,1624,5,0,6,10,3,3,8,15,0,56,75,166,57,52,96,42,33,36,16,561,62,66,135,71,70,77,57,119,115,765,3394,9691,3952,3259,3714,2006,1079,1948,437,29469,Darebin - North
20903,115,35,302,161,138,93,28,49,11,937,4,0,0,0,3,0,0,0,0,16,70,86,28,60,66,22,9,15,12,368,75,38,96,53,59,52,24,30,62,490,4093,8005,4001,2432,2842,1184,540,808,291,24199,Nillumbik - Kinglake
20904,377,92,1401,605,523,498,288,357,43,4187,5,7,10,8,16,12,22,26,3,123,115,127,127,139,151,79,147,105,29,1030,151,132,377,243,242,227,248,285,255,2159,6392,13873,11325,8116,8069,4421,3764,4014,984,60952,Whittlesea - Wallan
21001,94,34,262,130,114,108,36,64,9,851,4,3,0,3,3,5,3,3,0,28,48,84,27,46,58,25,16,15,3,324,69,61,68,43,76,43,42,50,64,509,2810,5793,2715,1615,2524,1189,573,734,295,18247,Keilor
20606,194,56,417,195,121,88,13,37,4,1121,3,3,0,4,0,3,0,4,0,28,136,200,30,41,88,56,3,14,22,586,62,85,27,35,48,43,8,19,81,409,5618,13453,1799,1892,3163,2059,166,529,480,29154,Stonnington - West
20607,192,56,544,255,141,128,15,49,8,1378,7,4,3,7,3,3,0,3,3,29,197,387,35,103,132,64,8,23,40,994,61,141,50,69,65,42,23,34,102,578,7155,20556,2835,3032,4053,2236,370,836,603,41684,Yarra
20701,315,79,525,292,207,182,29,70,14,1712,12,5,7,8,4,7,3,5,3,55,256,381,50,86,181,108,14,28,25,1124,132,191,49,52,79,64,11,42,161,779,12944,30335,3773,3967,7440,3799,505,1304,949,65012,Boroondara
20702,167,40,429,188,137,162,34,88,15,1267,3,4,6,9,8,10,3,7,3,48,72,95,40,43,77,45,18,23,12,428,82,78,69,53,49,65,33,46,110,583,4903,10590,3037,2371,3776,2203,545,993,456,28875,Manningham - West
20703,161,45,442,189,110,108,26,97,6,1181,7,0,9,11,9,7,0,9,3,53,108,137,34,51,94,43,4,21,20,523,55,84,75,50,54,49,25,45,104,544,5447,14025,3374,2970,4314,2236,602,1305,502,34784,Whitehorse - West
20801,183,52,292,161,144,136,16,49,11,1031,7,3,4,0,4,0,0,0,0,16,167,227,30,49,91,77,4,10,20,676,91,99,48,39,58,56,14,19,86,512,8386,14299,2554,2331,3862,2201,299,624,502,35070,Bayside
21002,52,17,138,59,56,46,19,45,3,432,0,0,0,0,0,0,0,0,0,8,41,43,14,30,32,11,9,11,4,192,30,37,61,24,36,27,14,37,18,291,1533,2831,1897,1103,1117,485,353,475,115,9909,Macedon Ranges
20802,287,90,862,315,240,230,49,142,19,2235,9,5,4,11,4,3,0,10,3,47,174,323,63,86,167,92,19,47,25,998,110,164,98,61,90,100,26,58,171,886,9834,23513,5207,4541,6821,3618,877,1722,835,56957,Glen Eira
20803,245,92,657,294,253,230,76,125,25,1991,4,4,3,0,6,6,0,11,0,35,131,161,67,77,109,47,30,33,23,676,98,94,128,80,99,78,52,72,142,832,6689,13601,6024,3959,5319,2617,1038,1429,567,41239,Kingston
20804,71,22,136,73,51,44,7,20,4,437,3,5,0,0,3,0,0,7,0,13,60,94,20,30,64,39,0,11,9,313,24,38,16,19,24,21,8,11,30,195,3178,7469,992,968,1868,1030,160,378,226,16270,Stonnington - East
20901,192,70,546,253,214,180,46,107,12,1623,3,4,8,3,7,0,0,8,0,38,118,218,57,78,124,53,24,23,30,723,74,106,102,76,88,67,44,68,132,755,6292,16570,5639,4140,5305,2235,873,1480,584,43124,Banyule
21003,107,31,459,166,123,126,66,116,14,1219,0,3,5,8,4,6,5,15,4,50,51,89,43,48,70,29,30,33,16,397,58,62,117,73,85,51,51,60,99,650,2567,6969,3516,2522,2853,1338,1036,1431,382,22621,Moreland - North
21004,64,18,241,116,109,110,47,66,3,773,0,0,0,0,0,0,3,6,0,13,16,27,20,36,38,16,16,13,13,189,36,37,54,33,41,32,34,35,29,327,1486,2790,2499,1679,1659,782,658,645,145,12348,Sunbury
21005,201,44,788,349,264,255,249,268,27,2449,3,5,11,4,7,4,11,12,4,66,61,89,85,93,72,42,102,64,20,629,100,81,250,182,151,136,187,197,190,1467,3694,7676,6660,5357,4955,2546,3100,2887,711,37583,Tullamarine - Broadmeadows
21101,278,84,903,380,367,332,111,218,28,2705,3,6,7,8,0,4,4,12,0,46,105,119,91,81,109,56,37,43,17,662,110,100,188,93,124,117,96,112,201,1133,6747,14700,8961,5568,7005,3496,1829,2475,729,51523,Knox
21102,50,19,101,43,40,45,8,19,6,332,0,0,0,0,0,0,0,3,0,10,26,41,4,10,34,15,3,5,3,144,17,21,30,18,28,13,5,10,26,173,1856,3243,1122,700,1093,562,128,247,128,9084,Manningham - East
21103,213,67,644,254,239,223,60,151,17,1881,3,0,8,4,3,4,3,19,0,45,80,150,62,82,91,33,24,32,21,571,75,82,134,69,83,82,46,83,124,773,5167,11830,6260,4225,4886,2301,997,1633,465,37763,Maroondah
21104,102,24,277,128,93,83,29,59,3,799,0,3,3,0,3,0,0,3,0,20,57,96,29,36,68,38,16,24,13,371,41,58,34,29,46,27,20,32,56,349,3020,8131,2402,1949,2797,1316,465,792,265,21129,Whitehorse - East
21105,302,78,905,413,340,306,92,227,22,2687,4,8,8,9,0,3,0,10,0,47,132,134,85,107,110,40,44,36,21,710,147,104,276,152,124,101,116,159,193,1370,6700,11921,10489,6048,5532,2717,1800,2846,713,48768,Yarra Ranges
21201,184,47,571,247,250,215,129,175,19,1836,3,3,3,0,0,0,6,3,0,27,48,69,47,53,57,23,42,25,17,387,104,47,194,85,73,84,104,111,109,909,3452,5944,6302,3514,3517,1937,1656,1997,399,28716,Cardinia
21202,193,64,670,303,256,263,118,203,14,2084,3,0,11,0,8,7,6,9,3,52,65,91,89,78,89,56,60,52,21,587,90,90,206,93,124,111,123,144,144,1136,4705,9344,7070,4365,5176,2635,2141,2507,588,38530,Casey - North
21203,315,79,994,439,355,321,254,382,37,3171,4,3,3,8,8,5,12,15,0,66,72,75,124,128,98,43,111,67,21,745,93,83,285,152,168,116,188,231,259,1575,4979,9495,9477,6774,6404,3236,3732,3839,798,48731,Casey - South
21204,262,55,1230,455,252,257,272,417,39,3242,3,9,26,13,9,9,21,46,10,137,71,91,101,92,92,72,111,121,24,771,89,82,261,171,158,132,208,284,289,1684,4067,10250,7741,5759,5911,3315,3502,4481,879,45905,Dandenong
21205,267,67,850,308,254,217,96,217,17,2298,17,3,11,5,8,10,4,17,3,79,141,198,84,91,145,67,29,51,30,837,104,141,135,83,111,76,64,90,198,1003,8308,21500,6133,4685,7484,3751,1432,2545,890,56736,Monash
21301,262,58,1033,492,304,289,261,372,35,3097,12,7,8,11,8,9,26,35,5,121,66,108,95,79,120,61,105,100,24,765,90,109,286,197,164,165,259,308,282,1864,4055,9747,7356,5575,6055,3132,3709,4158,892,44677,Brimbank
21302,135,43,381,195,174,128,70,90,14,1222,4,4,7,3,3,0,0,5,4,27,78,114,46,45,87,29,22,14,12,447,62,63,107,69,81,50,59,66,100,667,4527,9334,3848,2535,3507,1524,1019,1181,440,27913,Hobsons Bay
21303,177,52,567,271,129,158,61,133,15,1571,0,3,7,5,8,0,4,14,3,40,105,179,50,72,115,54,37,37,13,657,63,81,74,68,42,47,48,90,104,613,4472,11108,3153,3047,3598,1987,1014,1775,466,30630,Maribyrnong
21304,281,53,772,385,324,281,208,254,36,2592,4,0,4,0,12,4,14,8,6,52,76,97,78,94,106,37,104,48,23,668,112,76,229,143,152,134,182,185,191,1397,4798,9253,7772,5340,6021,2705,3010,2652,730,42272,Melton - Bacchus Marsh
21305,411,131,1270,611,445,420,422,400,44,4155,12,5,8,18,8,8,14,29,3,107,103,176,129,192,163,87,187,101,38,1182,127,124,252,182,199,139,302,210,300,1838,7851,16949,9990,8454,9465,4586,5065,4311,1157,67825,Wyndham
21401,235,77,880,376,324,294,121,254,18,2569,5,3,5,7,8,3,3,13,3,41,92,109,77,83,88,33,47,36,22,596,99,95,208,148,113,121,125,169,165,1238,4742,9352,8418,5512,4961,2836,1906,2556,619,40897,Frankston
21402,344,84,1003,460,295,290,80,247,25,2829,0,11,11,9,4,3,3,13,0,56,102,129,63,82,84,46,28,38,16,592,133,140,254,145,125,149,80,156,153,1319,6759,11600,9057,5518,4593,2980,1245,2517,604,44864,Mornington Peninsula
21501,144,21,323,157,90,105,31,120,8,1000,0,0,0,3,0,0,0,9,0,14,21,25,14,30,14,8,14,13,10,148,112,40,83,68,42,62,41,120,64,635,2986,3385,2278,2298,1324,759,656,1213,204,15103,Grampians
21502,126,18,307,119,97,109,32,112,12,934,10,0,3,0,3,4,5,3,0,27,18,27,13,22,13,8,13,12,9,143,61,46,94,63,47,74,72,105,71,632,1839,3292,2267,1818,1329,854,632,1031,235,13297,Mildura
21503,91,14,207,68,57,74,21,77,14,616,4,0,0,0,7,0,0,9,0,20,17,11,13,11,4,5,7,8,0,76,106,29,64,38,26,35,47,103,39,492,1791,1880,1432,1000,760,474,410,797,127,8675,Murray River - Swan Hill
21601,94,10,238,96,50,72,37,110,17,727,3,0,0,3,0,0,0,0,0,10,22,7,11,6,9,9,9,6,3,93,76,28,51,50,17,35,37,91,47,437,1645,1969,1773,1236,774,550,501,933,133,9525,Campaspe
21602,79,9,166,70,44,50,35,93,11,558,0,0,0,4,0,0,0,3,0,15,15,7,7,9,0,3,8,11,3,76,57,18,59,46,16,42,35,88,36,387,1235,1300,1225,856,587,344,393,804,111,6859,Moira
21603,121,18,365,137,115,125,46,133,8,1082,3,3,3,0,0,3,0,10,0,28,30,39,30,16,24,13,14,29,3,188,86,50,101,58,47,68,63,125,86,684,2221,4257,2764,2058,1594,879,682,1370,223,16050,Shepparton
21701,68,22,210,96,61,64,28,85,7,640,0,0,0,0,0,0,0,3,0,14,17,19,12,19,14,3,9,9,3,109,93,24,52,37,28,29,61,69,42,437,1742,2089,1677,1211,841,450,608,781,129,9526,Glenelg - Southern Grampians
21703,102,15,243,70,55,47,31,135,3,699,3,0,0,3,0,3,0,4,0,16,39,16,12,12,14,7,7,18,11,130,98,24,59,44,24,32,42,113,47,481,1995,1835,1611,1282,742,469,514,1139,159,9747,Colac - Corangamite
21704,137,18,413,147,86,124,31,137,5,1097,3,10,4,0,3,0,0,7,0,32,33,36,18,29,19,7,27,20,6,190,94,29,80,46,40,36,43,95,55,518,2234,3788,2496,1819,1342,820,561,1158,193,14417,Warrnambool
30101,137,46,412,216,204,166,57,156,16,1403,0,5,0,5,0,3,0,6,0,21,47,48,36,29,47,18,15,12,14,259,38,28,94,39,58,45,46,61,84,504,2965,5759,4548,2670,3264,1403,925,1365,320,23223,Capalaba
30102,179,48,463,217,206,172,58,134,16,1496,3,6,5,5,3,3,0,5,0,36,55,57,48,32,34,17,20,20,6,301,74,64,105,52,74,53,36,77,86,621,3656,5970,4531,2887,3206,1549,922,1461,348,24525,Cleveland - Stradbroke
30103,145,41,358,173,178,137,61,98,21,1217,3,3,4,3,8,4,0,3,0,31,46,58,35,27,57,24,27,19,8,297,54,43,67,35,56,43,53,51,76,484,3421,6822,3561,2308,3149,1259,849,1116,315,22813,Wynnum - Manly
30201,85,25,236,123,109,66,25,49,9,725,0,6,0,3,6,3,0,3,0,20,29,46,15,28,22,11,18,15,8,194,22,31,40,22,39,32,14,29,49,264,1949,5020,1939,1452,2024,822,419,607,213,14451,Bald Hills - Everton Park
30202,144,39,412,211,175,120,47,110,7,1255,0,0,3,5,5,3,0,12,0,30,39,72,37,42,51,16,20,25,6,317,48,48,57,49,68,49,38,56,108,521,3449,8745,3413,2465,3305,1378,673,1068,350,24843,Chermside
30203,104,25,249,132,95,94,39,68,10,815,4,0,6,0,3,3,5,3,0,21,30,42,17,16,37,10,21,19,4,186,20,31,31,26,35,32,32,45,44,295,1778,4683,2092,1426,2046,811,541,777,186,14335,Nundah
30204,119,28,356,181,128,100,87,104,11,1113,3,0,8,7,10,8,7,5,0,43,33,52,26,29,44,21,18,24,5,252,32,30,51,46,42,22,30,71,71,396,2130,5365,2938,2247,2711,1076,840,1194,260,18760,Sandgate
30301,84,32,245,118,128,91,23,56,8,779,0,0,3,0,5,0,0,4,0,15,17,53,27,21,30,7,10,14,8,185,26,39,32,23,29,23,21,35,44,281,3028,7353,2177,1481,2469,1045,398,693,240,18884,Carindale
30302,125,42,422,203,154,103,42,89,9,1190,3,3,3,8,11,3,9,6,0,37,66,107,43,42,69,21,15,23,13,401,46,73,44,38,64,43,20,41,64,438,3899,12956,3033,2546,3483,1502,568,1236,323,29544,Holland Park - Yeronga
30303,134,39,340,166,129,94,46,106,9,1045,5,3,3,3,10,8,7,7,3,43,45,70,27,36,46,16,27,34,24,316,33,47,67,46,42,35,33,63,69,436,3056,8817,2831,2263,3082,1519,744,1299,392,24013,Mt Gravatt
30304,54,21,169,86,67,29,25,51,3,513,0,3,3,6,3,6,0,0,0,15,27,37,22,21,28,20,16,19,10,197,19,31,29,28,36,21,17,32,32,240,1693,5452,1668,1275,1621,738,442,786,197,13872,Nathan
30305,86,37,310,143,108,100,56,98,13,954,7,4,3,4,3,7,0,12,0,39,26,40,39,18,39,14,43,28,9,244,22,31,48,45,40,26,48,50,72,382,2137,5581,2733,2013,2694,1349,983,1145,325,18967,Rocklea - Acacia Ridge
30905,79,22,234,135,95,95,23,67,7,748,0,4,3,4,0,0,0,3,0,15,14,21,9,26,16,7,3,9,5,114,22,15,31,37,33,29,11,28,29,238,1513,3089,1991,1340,1239,733,324,604,165,11010,Mudgeeraba - Tallebudgera
30906,167,47,551,252,186,194,74,177,20,1655,6,6,3,6,11,0,0,3,0,37,25,23,45,36,25,12,23,22,11,231,42,37,95,45,43,64,55,59,82,527,2409,4612,3943,2669,2523,1570,879,1399,326,20332,Nerang
30907,315,94,836,409,377,312,98,263,36,2743,7,4,0,5,3,13,12,5,3,52,60,61,58,35,53,24,50,30,20,397,92,75,169,87,104,101,83,132,171,1022,5125,7831,7029,4387,4698,2787,1591,2420,593,36460,Ormeau - Oxenford
31503,46,5,81,39,37,17,17,48,0,291,0,0,3,4,0,0,0,3,0,12,13,9,6,5,10,0,3,9,0,50,54,10,40,23,28,16,18,50,19,261,1018,923,699,548,478,185,208,492,65,4627,Outback - South
31601,116,29,364,204,135,166,34,80,6,1138,3,5,0,0,0,3,0,0,0,16,20,29,26,36,37,17,12,13,3,193,25,28,50,27,39,38,10,40,45,308,2104,5025,2774,2055,2051,1251,464,846,194,16770,Buderim
31602,185,42,579,274,185,228,58,136,11,1696,0,0,0,3,5,16,5,11,0,46,35,44,29,36,29,15,31,16,16,249,30,44,87,59,55,58,45,81,79,541,2696,5707,4377,2974,2648,1693,798,1443,312,22641,Caloundra
31603,154,29,539,241,112,150,41,134,12,1405,4,0,3,3,7,8,0,10,0,25,25,29,26,22,21,11,11,18,10,176,31,25,71,54,23,49,19,43,62,374,2116,4718,3321,2352,1888,1324,541,1149,263,17669,Maroochy
31605,161,36,423,172,101,101,30,88,10,1117,0,0,3,0,0,7,0,0,0,13,9,29,19,17,14,14,6,6,3,119,28,21,53,27,22,38,10,35,37,266,1750,3181,2015,1501,1221,936,298,706,158,11769,Noosa
31606,123,25,313,121,100,84,30,94,12,905,7,3,9,0,0,0,3,0,0,20,24,33,23,17,18,12,17,15,0,166,63,37,83,51,30,52,43,65,48,472,1828,3469,2850,1698,1505,880,674,1035,210,14144,Sunshine Coast Hinterland
31607,93,15,316,119,91,68,41,92,9,841,0,3,4,0,3,0,4,4,0,17,18,14,31,15,13,8,13,17,8,126,22,25,55,31,20,31,23,54,52,320,1337,2931,2525,1610,1366,750,484,934,178,12116,Nambour
31608,45,16,147,68,38,44,20,39,5,428,0,0,0,0,0,0,0,0,0,4,5,9,12,9,7,3,7,4,3,60,16,11,36,16,17,20,17,20,18,170,772,1585,1201,776,627,387,274,452,88,6162,Noosa Hinterland
31801,62,13,194,77,56,39,51,81,3,582,0,0,3,3,0,0,3,3,0,18,14,11,9,11,12,9,13,10,0,91,55,34,52,53,28,45,47,81,38,437,1292,1904,1972,1174,791,386,794,840,125,9279,Charters Towers - Ayr - Ingham
31802,348,80,1136,650,353,320,172,308,26,3381,4,8,11,9,4,19,4,13,3,83,129,141,82,142,98,34,96,57,32,808,90,110,187,158,125,105,138,191,190,1294,5755,15044,10428,7769,6165,2741,2763,3013,680,54359,Townsville
31901,134,28,448,220,107,124,70,172,17,1320,0,3,4,4,3,8,0,6,0,27,27,26,35,25,19,12,36,34,8,217,52,31,71,60,54,56,64,113,92,606,2128,4612,3586,2707,1901,1120,1039,1767,267,19119,Bundaberg
31902,104,12,173,97,54,71,46,113,3,658,0,0,0,3,0,0,3,8,5,18,18,11,8,12,15,7,22,13,3,105,76,16,53,46,28,37,66,125,54,501,1487,1876,1645,1411,908,509,703,1156,146,9844,Burnett
31903,75,13,277,109,54,87,36,124,3,782,0,3,0,3,0,3,0,0,0,16,13,15,18,17,16,7,11,17,3,125,47,18,57,28,21,44,37,79,48,382,1254,1992,2124,1455,1076,683,640,1014,157,10401,Gympie - Cooloola
31904,105,26,332,169,74,122,27,111,3,975,0,0,3,3,0,0,0,4,0,17,15,34,17,23,7,6,13,18,4,136,22,32,52,44,21,30,29,55,45,330,1123,3124,2102,2077,1125,845,453,883,137,11868,Hervey Bay
30306,88,25,300,104,56,74,64,104,10,820,0,0,0,7,5,4,6,17,0,44,26,32,23,18,23,13,26,33,5,203,37,21,37,40,31,18,27,40,56,303,1682,4599,1944,1673,1888,1158,718,1217,243,15112,Sunnybank
30401,52,12,145,81,67,42,15,29,5,449,0,0,0,0,7,3,0,0,0,15,20,33,17,13,22,6,11,10,3,130,24,34,19,7,33,13,9,10,37,182,1837,4688,1422,1093,1653,661,277,387,164,12178,Centenary
30402,70,13,124,63,67,50,14,29,3,442,4,3,0,0,6,0,0,0,0,13,44,71,15,20,30,14,4,10,13,227,25,35,26,24,18,13,4,5,32,189,3135,7685,1444,1168,1958,814,212,385,229,17034,Kenmore - Brookfield - Moggill
30403,70,21,125,82,62,41,8,32,6,453,0,3,0,8,4,3,0,4,0,27,37,60,14,27,28,21,3,10,6,200,26,57,16,25,16,19,12,9,33,211,2536,8935,1280,1419,1877,955,208,615,240,18057,Sherwood - Indooroopilly
30404,77,31,232,138,109,64,33,48,11,738,4,3,0,0,3,5,0,3,0,17,58,68,16,50,51,13,11,9,16,294,36,37,34,30,36,11,10,23,40,254,2729,7036,2074,1997,2332,797,357,571,225,18122,The Gap - Enoggera
30501,144,55,510,206,124,105,16,110,10,1285,4,3,8,22,8,9,3,7,0,69,74,130,31,44,53,31,10,19,11,408,44,87,34,50,46,35,12,45,80,433,4319,12698,2339,2574,3109,1648,394,1696,415,29195,Brisbane Inner
30502,107,44,241,146,91,60,16,38,13,754,0,3,5,0,3,3,0,3,0,17,47,70,13,25,29,15,9,12,6,223,23,26,34,28,23,13,5,27,44,222,3213,7217,1731,1282,2133,923,274,536,238,17548,Brisbane Inner - East
30503,188,59,521,246,203,167,36,103,15,1536,6,9,3,7,12,13,0,15,3,65,70,156,32,49,85,42,16,28,23,496,69,87,67,32,70,42,20,39,109,527,5811,15644,3233,2748,4350,2160,618,1332,518,36416,Brisbane Inner - North
30504,101,36,273,134,75,66,14,41,3,733,3,0,0,6,6,6,0,3,0,22,55,109,16,36,56,22,3,11,11,315,32,57,26,21,45,22,3,13,50,269,3967,11826,1735,1593,2587,1191,249,544,245,23936,Brisbane Inner - West
30601,167,33,414,225,131,154,50,102,12,1280,8,5,0,3,0,8,0,0,0,21,26,44,36,40,29,12,16,10,6,222,47,36,63,45,45,49,34,50,77,441,2312,5487,3143,2406,2115,1108,621,938,267,18395,Cairns - North
30602,245,58,805,389,251,244,135,265,26,2425,10,5,8,5,7,3,0,5,0,45,44,65,49,58,41,20,25,37,10,349,73,68,146,132,72,102,83,159,126,957,3052,7101,5423,4198,3324,1998,1275,1918,471,28772,Cairns - South
30603,64,3,167,60,34,45,38,104,0,527,3,3,6,0,0,0,0,3,0,21,18,18,0,14,8,5,7,26,3,101,53,24,50,43,29,30,38,117,36,418,1140,1446,1490,965,747,408,547,988,128,7857,Innisfail - Cassowary Coast
30604,68,4,187,82,30,40,5,44,3,475,0,0,0,0,0,0,0,0,0,7,3,5,6,9,8,0,0,3,0,31,18,10,27,18,8,13,4,31,22,155,555,590,701,534,311,255,137,378,53,3521,Port Douglas - Daintree
30605,90,7,198,86,66,70,36,71,5,630,0,3,0,0,0,0,0,5,0,12,22,24,13,20,18,6,9,8,5,115,59,35,55,54,32,38,38,79,45,437,1386,2195,1758,1369,1019,538,471,859,134,9735,Tablelands (East) - Kuranda
30701,97,10,228,94,61,56,49,93,4,696,4,3,4,0,0,0,0,0,0,16,23,22,13,21,23,8,22,18,6,146,88,15,64,55,32,48,55,106,47,516,2263,2131,2018,1198,1133,531,783,1063,150,11272,Darling Downs (West) - Maranoa
30702,85,14,207,60,70,61,40,113,12,649,3,0,3,0,0,0,5,8,0,25,21,5,19,12,17,5,16,21,5,128,84,19,66,50,45,39,64,129,43,529,1686,1786,2189,1039,1083,463,739,1107,157,10250,Darling Downs - East
30703,83,12,218,91,48,64,38,95,4,657,5,0,0,3,0,0,3,0,4,16,15,15,12,5,17,3,15,19,0,105,51,14,63,45,31,33,40,90,42,403,1431,1841,1629,1145,883,498,568,959,130,9077,Granite Belt
30801,53,4,126,58,58,38,77,42,3,462,4,0,0,0,0,0,0,3,0,11,18,5,24,7,11,0,23,7,3,102,33,16,54,30,24,32,63,71,24,345,1069,1394,1931,612,741,314,1033,555,96,7741,Central Highlands (Qld)
30803,174,44,643,278,197,202,141,203,20,1916,6,3,14,15,4,6,4,15,3,66,41,55,47,36,60,7,63,27,7,347,73,61,151,107,76,79,123,169,101,938,2986,7227,6685,3872,3219,1427,1923,1797,365,29505,Rockhampton
30804,29,5,72,33,28,27,25,40,0,259,0,0,0,0,0,3,0,3,0,11,8,0,4,0,0,0,7,3,3,33,34,4,20,12,11,8,30,42,18,179,629,655,916,294,346,130,369,345,54,3740,Biloela
30805,80,15,287,121,93,97,107,104,5,913,7,4,3,0,0,3,9,7,0,33,21,28,33,28,19,10,60,24,4,221,43,29,120,46,33,36,86,84,69,549,1670,3401,4840,1637,1563,727,1539,1319,263,16965,Gladstone
30901,211,56,566,305,198,199,41,105,17,1702,3,0,10,4,3,3,3,3,3,30,52,49,30,25,27,18,16,14,8,243,55,46,92,69,63,49,40,55,80,546,3006,6040,3412,2517,2350,1678,507,1152,321,20988,Broadbeach - Burleigh
30902,145,41,369,223,132,164,34,128,17,1251,0,3,4,3,3,4,3,0,0,20,27,37,35,21,29,23,12,10,4,194,47,43,65,68,47,55,23,60,55,461,1974,4489,3107,2260,1756,1236,512,1058,238,16625,Coolangatta
30903,150,45,530,243,159,166,45,139,17,1504,0,0,3,3,3,3,3,7,0,31,36,42,25,25,25,12,24,15,9,200,40,38,75,59,44,74,45,76,83,537,2296,4481,3143,2395,2232,1650,649,1232,299,18379,Gold Coast - North
30904,43,3,134,55,36,31,11,39,5,358,3,0,0,4,0,0,0,0,3,13,16,22,7,6,13,3,10,9,0,81,25,25,36,13,23,19,6,32,12,188,856,1528,1098,632,625,323,222,386,98,5770,Gold Coast Hinterland
30908,146,43,402,238,142,159,40,95,11,1275,4,3,3,0,3,3,0,3,0,23,19,31,27,13,17,15,9,12,7,166,34,31,52,44,38,52,26,49,55,383,1977,4167,2348,2003,1883,1478,430,853,229,15367,Robina
30909,146,47,469,268,138,140,34,146,16,1403,0,3,3,7,7,11,4,13,3,43,20,42,30,13,27,25,17,17,6,187,32,32,78,44,37,37,36,78,68,449,1929,4630,2779,2305,1919,1444,582,1260,284,17120,Southport
30910,167,39,381,213,97,123,39,94,9,1161,3,0,9,3,4,9,0,9,0,43,27,26,11,28,12,17,18,15,5,157,37,28,40,34,29,33,15,36,54,312,1984,3308,1644,1541,1323,1337,351,1024,221,12731,Surfers Paradise
