gml_id,sa3_code16,tot_mgr,tot_pfn,tot_tch_trwk,tot_co_pswk,tot_cl_adwk,tot_sal,tot_mchop,tot_lab,tot_inad_ns,tot_to,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fa1,"20602","4207","10970","2381","2667","3334","2095","615","1255","418","27935",Darebin - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5fa0,"20603","5338","11190","2933","3361","4971","3094","960","1837","558","34251",Essendon
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f9f,"20604","12008","27475","5172","7807","8163","6073","1021","3773","1226","72717",Melbourne City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f9e,"20605","11145","21587","4400","4833","7087","4579","806","1953","943","57335",Port Phillip
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f9d,"21004","2137","3036","3174","2352","3210","2105","1472","1578","284","19357",Sunbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f9c,"21005","5679","8574","9474","7523","8919","6511","7250","7507","1373","62809",Tullamarine - Broadmeadows
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f9b,"21101","9206","16063","11656","7761","12082","8326","4234","6246","1208","76780",Knox
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f9a,"21102","2341","3459","1416","1139","1818","1337","285","661","201","12664",Manningham - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f99,"21103","6720","12751","8110","5764","8180","5571","2229","4079","765","54171",Maroondah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f98,"21104","3762","8659","3115","2748","4189","2793","950","1917","410","28536",Whitehorse - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f97,"21105","9232","12929","13576","8323","9870","6762","4042","7083","1177","72999",Yarra Ranges
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f96,"21201","5205","6455","8110","4718","6270","4573","3676","4792","692","44494",Cardinia
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f95,"21202","6657","10174","9599","6144","8961","6459","4760","6232","1020","60013",Casey - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f94,"21203","7347","10377","12785","8753","11030","7720","8295","9360","1383","77055",Casey - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f93,"21204","6251","11251","11667","7890","9216","7510","8397","12110","1727","76005",Dandenong
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f92,"21205","10443","23131","7976","6994","10915","7795","2808","5300","1307","76669",Monash
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f91,"21301","6034","10770","10530","8136","10265","7548","9164","11535","1903","75879",Brimbank
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f90,"21302","5842","9988","4823","3700","5807","3418","2454","2839","707","39570",Hobsons Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f8f,"21303","5541","11831","4143","4299","5309","3690","2108","3688","763","41367",Maribyrnong
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f8e,"21304","7000","10082","10152","7471","10585","7087","7230","6775","1316","67699",Melton - Bacchus Marsh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f8d,"21305","10555","18365","12787","11186","15140","9708","10721","9575","1875","99907",Wyndham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f8c,"21401","6875","10252","10830","7383","8830","6981","4367","6274","1056","62848",Frankston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f8b,"21402","9337","12472","11897","7953","8018","7201","2711","5992","1026","66602",Mornington Peninsula
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f8a,"21501","5125","3655","3111","3125","2417","2177","1580","3588","391","25167",Grampians
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f89,"21502","3310","3622","3015","2510","2507","2543","1555","3036","387","22483",Mildura
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f88,"21503","3357","2056","1946","1472","1549","1391","1039","2230","276","15324",Murray River - Swan Hill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f87,"21601","2863","2121","2320","1736","1529","1584","1157","2357","233","15897",Campaspe
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f86,"21602","2166","1386","1643","1201","1109","1028","867","2030","225","11656",Moira
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f85,"21603","3860","4593","3640","2804","3126","2747","1762","3718","428","26668",Shepparton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f84,"21701","2867","2225","2158","1606","1533","1344","1402","1963","249","15344",Glenelg - Southern Grampians
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f83,"21703","3567","1976","2121","1733","1385","1335","1192","2840","301","16447",Colac - Corangamite
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f82,"21704","3629","4018","3124","2476","2418","2423","1394","3233","361","23078",Warrnambool
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f81,"30101","4050","6218","5700","3789","5909","3627","2367","3543","529","35733",Capalaba
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f80,"30102","5055","6566","5702","4112","5831","3774","2144","3538","545","37259",Cleveland - Stradbroke
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f7f,"30103","4484","7255","4355","3359","5486","3020","2075","2892","523","33450",Wynnum - Manly
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f7e,"30201","2570","5363","2397","2192","3498","2017","810","1365","336","20550",Bald Hills - Everton Park
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f7d,"20606","6831","14366","2203","2873","4324","3213","349","985","639","35781",Stonnington - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f7c,"20607","8499","21650","3515","4509","5588","3663","762","1730","844","50772",Yarra
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f7b,"20701","15186","31921","4783","6668","10295","7451","990","2741","1297","81338",Boroondara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f7a,"20702","6398","11429","4066","3537","5725","4532","1051","2300","703","39747",Manningham - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f79,"20703","6555","14920","4495","4570","6204","4540","1185","2892","739","46096",Whitehorse - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f78,"20801","10039","15256","3158","3930","5806","4390","642","1445","687","45354",Bayside
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f77,"20902","4456","10358","5336","4673","5730","4229","2221","4142","726","41869",Darebin - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f76,"20903","5135","8571","5023","3568","5021","3082","1052","1964","437","33856",Nillumbik - Kinglake
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f75,"20904","9342","15187","15071","10876","14281","10511","8648","10215","1756","95881",Whittlesea - Wallan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f74,"21001","3789","6312","3417","2480","4529","2873","1322","1777","512","27007",Keilor
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f73,"21002","2054","3027","2336","1544","1990","1150","731","1049","194","14085",Macedon Ranges
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f72,"30202","4397","9338","4218","3615","5509","3149","1392","2471","535","34619",Chermside
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f71,"30203","2327","5006","2493","2059","3432","1742","1269","1856","302","20486",Nundah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f70,"30204","2800","5754","3668","3132","4647","2504","1784","2806","427","27526",Sandgate
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f6f,"30301","3744","7766","2649","2290","4137","2440","839","1626","368","25852",Carindale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f6e,"20802","11793","24987","6503","6602","9855","6718","1608","3437","1161","72653",Glen Eira
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f6d,"20803","8613","14706","7544","5653","8875","5889","2104","3317","889","57585",Kingston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f6c,"20804","3775","7884","1241","1651","2572","1869","269","728","327","20316",Stonnington - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f6b,"20901","7896","17597","7118","5916","8636","5138","1821","3396","892","58414",Banyule
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f6a,"21003","3498","7552","4609","3419","4643","2977","2100","3138","602","32533",Moreland - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f69,"30302","4712","13571","3749","3845","5242","3034","1170","2583","502","38402",Holland Park - Yeronga
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f68,"30303","3925","9339","3720","3228","4873","3221","1440","2815","588","33148",Mt Gravatt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f67,"30304","2141","5755","2085","1834","2534","1555","867","1613","331","18716",Nathan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f66,"30305","3033","6028","3579","2767","4382","2821","2087","2677","555","27933",Rocklea - Acacia Ridge
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f65,"30905","2057","3341","2493","1878","2225","1790","697","1414","272","16160",Mudgeeraba - Tallebudgera
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f64,"30906","3543","5087","5202","3791","4505","3734","1943","3441","568","31810",Nerang
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f63,"30907","7279","8703","9100","6192","8358","6492","3854","5680","982","56635",Ormeau - Oxenford
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f62,"31503","2229","1224","1185","901","998","582","703","1572","199","9594",Outback - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f61,"31601","2864","5362","3444","2963","3337","3019","953","2035","321","24301",Buderim
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f60,"31602","3844","6333","5571","4316","4622","4014","1663","3495","522","34385",Caloundra
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f5f,"31603","3194","5300","4239","3429","3486","3020","1098","2645","419","26832",Maroochy
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f5e,"31605","2698","3840","2645","2281","2208","2216","580","1703","269","18444",Noosa
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f5d,"31606","2672","3754","3645","2354","2605","2065","1340","2548","344","21325",Sunshine Coast Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f5c,"31607","1933","3135","3120","2198","2348","1810","1095","2281","303","18212",Nambour
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f5b,"31608","1099","1702","1492","1081","1093","924","492","1087","127","9101",Noosa Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f5a,"31801","2778","2210","2561","1888","1873","1389","1971","2688","283","17640",Charters Towers - Ayr - Ingham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f59,"31802","8382","16245","12660","12621","11695","8389","6191","8164","1241","85588",Townsville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f58,"31901","3783","5023","4479","3813","3865","3468","2560","4857","489","32347",Bundaberg
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f57,"31902","3151","2085","2188","1949","1725","1454","1587","3258","329","17721",Burnett
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f56,"31903","2237","2209","2723","2012","1976","1784","1485","2658","301","17380",Gympie - Cooloola
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f55,"31904","1831","3437","2652","2844","2164","2242","1046","2191","291","18692",Hervey Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f54,"30306","2206","4907","2709","2382","2898","2210","1371","2573","400","21658",Sunnybank
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f53,"30401","2325","4931","1743","1607","2590","1506","589","929","218","16437",Centenary
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f52,"30402","3608","8045","1751","1889","2913","1858","388","936","316","21701",Kenmore - Brookfield - Moggill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f51,"30403","2927","9453","1615","2533","2986","2172","402","1274","345","23714",Sherwood - Indooroopilly
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f50,"30404","3254","7474","2600","3173","3756","1894","763","1353","332","24600",The Gap - Enoggera
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f4f,"30501","6120","14211","3211","4182","4910","3103","751","2949","638","40077",Brisbane Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f4e,"30502","3753","7547","2089","1973","3252","1864","556","1162","353","22545",Brisbane Inner - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f4d,"30503","7285","16522","4067","4450","6740","4210","1213","2641","752","47878",Brisbane Inner - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f4c,"30504","4603","12332","2178","2813","3877","2498","484","1170","338","30284",Brisbane Inner - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f4b,"30601","3318","6073","3771","3526","3594","2816","1134","2117","407","26755",Cairns - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f4a,"30602","4815","8324","6955","6432","6088","5048","2755","4920","828","46166",Cairns - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f49,"30603","2214","1654","1904","1542","1524","1114","1294","2852","288","14389",Innisfail - Cassowary Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f48,"30604","1273","1336","1092","1013","857","708","345","881","137","7646",Port Douglas - Daintree
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f47,"30605","2332","2414","2177","1935","1859","1469","1060","2338","260","15844",Tablelands (East) - Kuranda
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f46,"30701","4691","2644","3225","1765","2270","1467","2397","3085","334","21872",Darling Downs (West) - Maranoa
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f45,"30702","3461","1995","2855","1517","2010","1381","1774","2965","278","18238",Darling Downs - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f44,"30703","2780","2031","2204","1691","1758","1418","1305","2769","272","16234",Granite Belt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f43,"30801","2144","1712","2969","977","1522","1020","2973","1764","229","15304",Central Highlands (Qld)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f42,"30803","4941","7963","8021","5962","6434","4850","4159","5741","697","48766",Rockhampton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f41,"30804","1492","790","1350","493","712","468","1189","1179","104","7774",Biloela
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f40,"30805","2631","3790","5802","2468","2947","2302","3338","3584","474","27327",Gladstone
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f3f,"30901","4389","7012","4401","3882","4164","3743","1096","2571","537","31805",Broadbeach - Burleigh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f3e,"30902","2911","4991","3915","3277","3236","2902","1085","2354","413","25073",Coolangatta
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f3d,"30903","3404","4964","4075","3471","3962","3620","1429","2876","496","28308",Gold Coast - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f3c,"30904","1356","1748","1451","967","1103","676","452","855","158","8760",Gold Coast Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f3b,"30908","2792","4616","3004","2924","3287","3202","906","1921","401","23055",Robina
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f3a,"30909","2791","5132","3741","3514","3319","3288","1257","2968","489","26505",Southport
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f39,"30910","3420","4341","2431","2632","2695","2887","835","2139","415","21789",Surfers Paradise
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f38,"31001","2501","5313","3656","3690","3847","2570","2745","3522","553","28410",Forest Lake - Oxley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f37,"31002","3219","2829","3942","2970","2996","2094","2628","3811","399","24880",Ipswich Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f36,"31003","3967","6888","6662","5769","6365","4357","3799","5515","776","44095",Ipswich Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f35,"31004","3395","5503","5294","4520","5601","3531","4003","4633","700","37178",Springfield - Redbank
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f34,"31101","719","581","851","597","643","443","524","901","81","5335",Beaudesert
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p42b_industry_of_employment_by_occupation_census_2016.fid--7a4d496e_1724c35c6d1_-5f33,"31102","1419","1831","2668","1853","2266","1696","1775","2546","309","16369",Beenleigh
