yr,land_area_ha,solar_instl_small_scale_solar_panel_sys_instl_num,solar_instl_increase_instl_prev_yr_pr100,solar_instl_solar_water_heater_instl_num,solar_instl_increase_swh_instl_prev_yr_pr100,sa3_code16,sa3_name16,ogc_fid
2015,,11537.0,12.1,4501.0,5.0,30907,Ormeau - Oxenford,856
2014,,10291.0,,4286.0,,30907,Ormeau - Oxenford,857
2018,62522296.0,,,,,31503,Outback - South,858
2017,,1906.0,14.7,458.0,2.7,31503,Outback - South,859
2016,,1662.0,14.5,446.0,0.5,31503,Outback - South,860
2015,,1452.0,15.4,444.0,1.1,31503,Outback - South,861
2014,,1258.0,,439.0,,31503,Outback - South,862
2018,7638.4,,,,,31601,Buderim,863
2017,,7394.0,8.3,2567.0,4.3,31601,Buderim,864
2016,,6828.0,7.3,2462.0,2.8,31601,Buderim,865
2015,,6366.0,8.4,2394.0,4.6,31601,Buderim,866
2014,,5874.0,,2289.0,,31601,Buderim,867
2018,11310.6,,,,,31602,Caloundra,868
2017,,13087.0,7.8,4406.0,4.2,31602,Caloundra,869
2016,,12137.0,6.5,4228.0,4.7,31602,Caloundra,870
2015,,11391.0,8.4,4040.0,6.1,31602,Caloundra,871
2014,,10512.0,,3808.0,,31602,Caloundra,872
2018,7034.9,,,,,31603,Maroochy,873
2017,,6786.0,10.4,2490.0,5.5,31603,Maroochy,874
2016,,6145.0,7.9,2361.0,4.9,31603,Maroochy,875
2015,,5695.0,9.3,2250.0,5.1,31603,Maroochy,876
2014,,5212.0,,2140.0,,31603,Maroochy,877
2018,9210.3,,,,,31605,Noosa,878
2017,,5580.0,12.0,2089.0,4.8,31605,Noosa,879
2016,,4982.0,10.1,1993.0,5.1,31605,Noosa,880
2015,,4527.0,11.4,1896.0,5.9,31605,Noosa,881
2014,,4064.0,,1791.0,,31605,Noosa,882
2018,156801.6,,,,,31606,Sunshine Coast Hinterland,883
2017,,9153.0,8.9,3680.0,5.1,31606,Sunshine Coast Hinterland,884
2016,,8403.0,8.0,3502.0,4.4,31606,Sunshine Coast Hinterland,885
2015,,7783.0,9.3,3355.0,4.5,31606,Sunshine Coast Hinterland,886
2014,,7122.0,,3209.0,,31606,Sunshine Coast Hinterland,887
2018,34588.6,,,,,31607,Nambour,888
2017,,6955.0,10.3,2908.0,5.1,31607,Nambour,889
2016,,6304.0,8.9,2766.0,3.5,31607,Nambour,890
2015,,5787.0,9.8,2672.0,4.5,31607,Nambour,891
2014,,5272.0,,2557.0,,31607,Nambour,892
2018,82006.6,,,,,31608,Noosa Hinterland,893
2017,,4042.0,11.9,1636.0,3.7,31608,Noosa Hinterland,894
2016,,3611.0,8.0,1577.0,3.9,31608,Noosa Hinterland,895
2015,,3343.0,9.8,1518.0,4.5,31608,Noosa Hinterland,896
2014,,3045.0,,1452.0,,31608,Noosa Hinterland,897
2018,7620980.5,,,,,31801,Charters Towers - Ayr - Ingham,898
2017,,5164.0,11.4,728.0,2.8,31801,Charters Towers - Ayr - Ingham,899
2016,,4635.0,10.3,708.0,3.8,31801,Charters Towers - Ayr - Ingham,900
2015,,4201.0,9.9,682.0,4.9,31801,Charters Towers - Ayr - Ingham,901
2014,,3822.0,,650.0,,31801,Charters Towers - Ayr - Ingham,902
2018,382629.2,,,,,31802,Townsville,903
2017,,21508.0,11.5,4388.0,2.6,31802,Townsville,904
2016,,19295.0,8.5,4278.0,3.5,31802,Townsville,905
2015,,17781.0,8.4,4135.0,3.7,31802,Townsville,906
2014,,16397.0,,3986.0,,31802,Townsville,907
2018,378601.3,,,,,31901,Bundaberg,908
2017,,13230.0,10.1,5323.0,4.5,31901,Bundaberg,909
2016,,12018.0,6.2,5095.0,4.1,31901,Bundaberg,910
2015,,11317.0,7.7,4895.0,4.9,31901,Bundaberg,911
2014,,10504.0,,4668.0,,31901,Bundaberg,912
2018,3073683.0,,,,,31902,Burnett,913
2017,,6355.0,9.2,1769.0,2.6,31902,Burnett,914
2016,,5817.0,6.9,1725.0,3.5,31902,Burnett,915
2015,,5439.0,8.4,1667.0,3.3,31902,Burnett,916
2014,,5018.0,,1614.0,,31902,Burnett,917
2018,697522.8,,,,,31903,Gympie - Cooloola,918
2017,,8462.0,9.3,2988.0,4.5,31903,Gympie - Cooloola,919
2016,,7743.0,7.3,2860.0,3.1,31903,Gympie - Cooloola,920
2015,,7218.0,7.9,2775.0,3.0,31903,Gympie - Cooloola,921
2014,,6690.0,,2694.0,,31903,Gympie - Cooloola,922
2018,25155.7,,,,,31904,Hervey Bay,923
2017,,9921.0,11.3,5036.0,6.3,31904,Hervey Bay,924
2016,,8911.0,8.4,4739.0,7.2,31904,Hervey Bay,925
2015,,8220.0,9.0,4421.0,7.8,31904,Hervey Bay,926
2014,,7543.0,,4103.0,,31904,Hervey Bay,927
2018,2216.0,,,,,30306,Sunnybank,928
2015,,3565.0,11.0,928.0,4.5,30503,Brisbane Inner - North,966
2014,,3211.0,,888.0,,30503,Brisbane Inner - North,967
2018,2163.6,,,,,30504,Brisbane Inner - West,968
2017,,3393.0,11.9,870.0,2.8,30504,Brisbane Inner - West,969
2016,,3033.0,7.9,846.0,2.2,30504,Brisbane Inner - West,970
2015,,2810.0,9.5,828.0,4.4,30504,Brisbane Inner - West,971
2014,,2566.0,,793.0,,30504,Brisbane Inner - West,972
2018,16031.6,,,,,30601,Cairns - North,973
2017,,4882.0,14.7,2193.0,3.5,30601,Cairns - North,974
2016,,4257.0,11.1,2119.0,5.2,30601,Cairns - North,975
2015,,3830.0,11.1,2015.0,5.0,30601,Cairns - North,976
2014,,3448.0,,1919.0,,30601,Cairns - North,977
2018,63346.6,,,,,30602,Cairns - South,978
2017,,8221.0,13.7,3620.0,3.3,30602,Cairns - South,979
2016,,7228.0,9.1,3504.0,3.9,30602,Cairns - South,980
2015,,6624.0,11.3,3372.0,3.6,30602,Cairns - South,981
2014,,5953.0,,3254.0,,30602,Cairns - South,982
2018,599518.3,,,,,30603,Innisfail - Cassowary Coast,983
2017,,3248.0,15.6,1129.0,1.7,30603,Innisfail - Cassowary Coast,984
2016,,2810.0,11.3,1110.0,3.0,30603,Innisfail - Cassowary Coast,985
2015,,2525.0,11.5,1078.0,2.7,30603,Innisfail - Cassowary Coast,986
2014,,2265.0,,1050.0,,30603,Innisfail - Cassowary Coast,987
2018,242109.1,,,,,30604,Port Douglas - Daintree,988
2017,,1205.0,15.6,368.0,9.5,30604,Port Douglas - Daintree,989
2016,,1042.0,9.7,336.0,11.3,30604,Port Douglas - Daintree,990
2015,,950.0,10.0,302.0,9.8,30604,Port Douglas - Daintree,991
2014,,864.0,,275.0,,30604,Port Douglas - Daintree,992
2017,,6756.0,5.6,1963.0,3.2,30306,Sunnybank,929
2018,1212791.2,,,,,30605,Tablelands (East) - Kuranda,993
2017,,4370.0,13.3,2236.0,4.0,30605,Tablelands (East) - Kuranda,994
2016,,3858.0,7.7,2151.0,5.0,30605,Tablelands (East) - Kuranda,995
2015,,3581.0,7.6,2049.0,5.2,30605,Tablelands (East) - Kuranda,996
2014,,3328.0,,1948.0,,30605,Tablelands (East) - Kuranda,997
2018,14125278.0,,,,,30701,Darling Downs (West) - Maranoa,998
2017,,4969.0,10.3,1312.0,2.4,30701,Darling Downs (West) - Maranoa,999
2016,,4507.0,9.3,1281.0,1.5,30701,Darling Downs (West) - Maranoa,1000
2015,,4124.0,10.3,1262.0,15.3,30701,Darling Downs (West) - Maranoa,1001
2014,,3738.0,,1095.0,,30701,Darling Downs (West) - Maranoa,1002
2018,1665330.1,,,,,30702,Darling Downs - East,1003
2017,,5073.0,9.8,1283.0,3.1,30702,Darling Downs - East,1004
2016,,4622.0,6.6,1245.0,3.8,30702,Darling Downs - East,1005
2015,,4335.0,9.3,1199.0,5.0,30702,Darling Downs - East,1006
2014,,3967.0,,1142.0,,30702,Darling Downs - East,1007
2018,843397.2,,,,,30703,Granite Belt,1008
2017,,5430.0,8.8,1334.0,4.1,30703,Granite Belt,1009
2016,,4992.0,5.9,1281.0,3.6,30703,Granite Belt,1010
2015,,4712.0,7.3,1237.0,4.0,30703,Granite Belt,1011
2014,,4392.0,,1189.0,,30703,Granite Belt,1012
2018,6022539.5,,,,,30801,Central Highlands (Qld),1013
2017,,2452.0,12.9,1616.0,1.4,30801,Central Highlands (Qld),1014
2016,,2172.0,11.9,1594.0,1.5,30801,Central Highlands (Qld),1015
2015,,1941.0,10.5,1570.0,1.4,30801,Central Highlands (Qld),1016
2014,,1756.0,,1548.0,,30801,Central Highlands (Qld),1017
2018,1832813.5,,,,,30803,Rockhampton,1018
2017,,11542.0,10.7,7672.0,3.3,30803,Rockhampton,1019
2016,,10425.0,8.0,7428.0,3.5,30803,Rockhampton,1020
2015,,9653.0,9.3,7178.0,5.8,30803,Rockhampton,1021
2014,,8833.0,,6783.0,,30803,Rockhampton,1022
2018,2855018.8,,,,,30804,Biloela,1023
2017,,1478.0,9.3,474.0,2.8,30804,Biloela,1024
2016,,1352.0,10.6,461.0,5.3,30804,Biloela,1025
2016,,6400.0,5.0,1902.0,4.2,30306,Sunnybank,930
2015,,1222.0,8.8,438.0,3.8,30804,Biloela,1026
2014,,1123.0,,422.0,,30804,Biloela,1027
2018,1048428.6,,,,,30805,Gladstone,1028
2017,,7216.0,8.0,2679.0,2.6,30805,Gladstone,1029
2016,,6679.0,6.6,2612.0,3.4,30805,Gladstone,1030
2015,,6264.0,7.7,2525.0,3.2,30805,Gladstone,1031
2014,,5814.0,,2447.0,,30805,Gladstone,1032
2018,3367.3,,,,,30901,Broadbeach - Burleigh,1033
2017,,5766.0,8.7,2653.0,3.2,30901,Broadbeach - Burleigh,1034
2016,,5303.0,8.3,2570.0,3.8,30901,Broadbeach - Burleigh,1035
2015,,4896.0,9.1,2476.0,4.4,30901,Broadbeach - Burleigh,1036
2014,,4487.0,,2372.0,,30901,Broadbeach - Burleigh,1037
2018,3497.3,,,,,30902,Coolangatta,1038
2017,,5758.0,8.2,2733.0,3.1,30902,Coolangatta,1039
2016,,5322.0,6.1,2650.0,3.3,30902,Coolangatta,1040
2015,,5015.0,7.8,2565.0,2.8,30902,Coolangatta,1041
2014,,4653.0,,2494.0,,30902,Coolangatta,1042
2018,4066.9,,,,,30903,Gold Coast - North,1043
2017,,6315.0,7.8,2327.0,3.6,30903,Gold Coast - North,1044
2016,,5856.0,7.0,2247.0,3.9,30903,Gold Coast - North,1045
2015,,5472.0,8.6,2163.0,3.0,30903,Gold Coast - North,1046
2014,,5039.0,,2101.0,,30903,Gold Coast - North,1047
2018,82795.9,,,,,30904,Gold Coast Hinterland,1048
2017,,2907.0,9.2,1079.0,2.4,30904,Gold Coast Hinterland,1049
2016,,2662.0,7.9,1054.0,4.0,30904,Gold Coast Hinterland,1050
2015,,2466.0,9.7,1013.0,4.0,30904,Gold Coast Hinterland,1051
2014,,2248.0,,974.0,,30904,Gold Coast Hinterland,1052
2016,,3749.0,6.9,710.0,1.6,40502,Lower North,1285
2015,,3507.0,7.0,699.0,2.9,40502,Lower North,1286
2014,,3279.0,,679.0,,40502,Lower North,1287
2018,1440948.0,,,,,40503,Mid North,1288
2017,,4761.0,5.1,821.0,1.4,40503,Mid North,1289
2016,,4528.0,7.2,810.0,2.0,40503,Mid North,1290
2015,,4225.0,7.7,794.0,5.0,40503,Mid North,1291
2015,,6094.0,6.8,1825.0,4.7,30306,Sunnybank,931
2017,,5632.0,10.0,1814.0,3.7,31102,Beenleigh,1094
2016,,5119.0,7.9,1750.0,5.1,31102,Beenleigh,1095
2015,,4744.0,9.8,1665.0,6.6,31102,Beenleigh,1096
2014,,4320.0,,1562.0,,31102,Beenleigh,1097
2018,16957.9,,,,,31103,Browns Plains,1098
2017,,10550.0,6.4,3647.0,3.6,31103,Browns Plains,1099
2016,,9913.0,6.5,3520.0,3.8,31103,Browns Plains,1100
2015,,9310.0,8.3,3390.0,5.5,31103,Browns Plains,1101
2014,,8595.0,,3213.0,,31103,Browns Plains,1102
2018,58243.2,,,,,31104,Jimboomba,1103
2017,,6839.0,9.1,2762.0,4.5,31104,Jimboomba,1104
2016,,6270.0,8.3,2643.0,5.8,31104,Jimboomba,1105
2015,,5788.0,9.9,2498.0,6.3,31104,Jimboomba,1106
2014,,5266.0,,2350.0,,31104,Jimboomba,1107
2018,8872.8,,,,,31105,Loganlea - Carbrook,1108
2017,,7934.0,7.2,2796.0,3.4,31105,Loganlea - Carbrook,1109
2016,,7400.0,6.4,2705.0,3.7,31105,Loganlea - Carbrook,1110
2015,,6958.0,9.0,2608.0,6.1,31105,Loganlea - Carbrook,1111
2014,,6384.0,,2457.0,,31105,Loganlea - Carbrook,1112
2018,5724.3,,,,,31106,Springwood - Kingston,1113
2017,,8863.0,6.8,2968.0,3.9,31106,Springwood - Kingston,1114
2016,,8296.0,6.5,2856.0,4.3,31106,Springwood - Kingston,1115
2015,,7792.0,9.5,2739.0,6.0,31106,Springwood - Kingston,1116
2014,,7114.0,,2583.0,,31106,Springwood - Kingston,1117
2018,7985278.0,,,,,31201,Bowen Basin - North,1118
2017,,2367.0,16.8,1155.0,1.7,31201,Bowen Basin - North,1119
2016,,2027.0,13.5,1136.0,2.3,31201,Bowen Basin - North,1120
2015,,1786.0,13.7,1110.0,2.0,31201,Bowen Basin - North,1121
2014,,1571.0,,1088.0,,31201,Bowen Basin - North,1122
2018,761329.6,,,,,31202,Mackay,1123
2017,,11157.0,11.7,3138.0,2.6,31202,Mackay,1124
2016,,9990.0,9.3,3058.0,2.8,31202,Mackay,1125
2015,,9136.0,11.3,2976.0,3.0,31202,Mackay,1126
2014,,8212.0,,2890.0,,31202,Mackay,1127
2014,,5708.0,,1743.0,,30306,Sunnybank,932
2018,1697.6,,,,,30401,Centenary,933
2017,,4853.0,7.9,1579.0,2.9,30401,Centenary,934
2016,,4497.0,5.3,1534.0,3.0,30401,Centenary,935
2015,,4272.0,8.0,1489.0,4.6,30401,Centenary,936
2014,,3955.0,,1424.0,,30401,Centenary,937
2018,13461.1,,,,,30402,Kenmore - Brookfield - Moggill,938
2017,,5712.0,10.2,2451.0,3.3,30402,Kenmore - Brookfield - Moggill,939
2016,,5182.0,8.4,2373.0,3.3,30402,Kenmore - Brookfield - Moggill,940
2015,,4782.0,10.7,2297.0,5.4,30402,Kenmore - Brookfield - Moggill,941
2014,,4321.0,,2179.0,,30402,Kenmore - Brookfield - Moggill,942
2018,2129.6,,,,,30403,Sherwood - Indooroopilly,943
2017,,3075.0,10.8,1121.0,2.8,30403,Sherwood - Indooroopilly,944
2016,,2775.0,7.3,1090.0,3.5,30403,Sherwood - Indooroopilly,945
2015,,2587.0,9.5,1053.0,3.3,30403,Sherwood - Indooroopilly,946
2014,,2363.0,,1019.0,,30403,Sherwood - Indooroopilly,947
2016,,5058.0,6.4,1877.0,3.8,30404,The Gap - Enoggera,948
2015,,4754.0,8.8,1809.0,4.1,30404,The Gap - Enoggera,949
2014,,4370.0,,1738.0,,30404,The Gap - Enoggera,950
2018,9676.8,,,,,30404,The Gap - Enoggera,951
2017,,5495.0,8.6,1926.0,2.6,30404,The Gap - Enoggera,952
2018,1355.9,,,,,30501,Brisbane Inner,953
2017,,1680.0,10.1,387.0,2.4,30501,Brisbane Inner,954
2016,,1526.0,8.7,378.0,5.0,30501,Brisbane Inner,955
2015,,1404.0,11.3,360.0,12.1,30501,Brisbane Inner,956
2014,,1261.0,,321.0,,30501,Brisbane Inner,957
2018,1559.9,,,,,30502,Brisbane Inner - East,958
2017,,2676.0,10.0,719.0,2.9,30502,Brisbane Inner - East,959
2016,,2432.0,9.0,699.0,3.2,30502,Brisbane Inner - East,960
2015,,2231.0,12.3,677.0,3.5,30502,Brisbane Inner - East,961
2014,,1987.0,,654.0,,30502,Brisbane Inner - East,962
2018,3094.6,,,,,30503,Brisbane Inner - North,963
2017,,4337.0,11.7,987.0,2.7,30503,Brisbane Inner - North,964
2016,,3883.0,8.9,961.0,3.6,30503,Brisbane Inner - North,965
2018,3363.3,,,,,30908,Robina,1053
2018,267402.8,,,,,31203,Whitsunday,1128
2017,,2262.0,14.9,390.0,5.4,31203,Whitsunday,1129
2016,,1969.0,11.5,370.0,2.5,31203,Whitsunday,1130
2015,,1766.0,15.3,361.0,2.0,31203,Whitsunday,1131
2014,,1532.0,,354.0,,31203,Whitsunday,1132
2018,25544.7,,,,,31301,Bribie - Beachmere,1133
2017,,6767.0,9.1,2116.0,6.5,31301,Bribie - Beachmere,1134
2016,,6204.0,5.9,1987.0,5.1,31301,Bribie - Beachmere,1135
2015,,5857.0,7.9,1890.0,5.7,31301,Bribie - Beachmere,1136
2014,,5427.0,,1788.0,,31301,Bribie - Beachmere,1137
2018,31472.1,,,,,31302,Caboolture,1138
2017,,9471.0,10.3,3623.0,3.3,31302,Caboolture,1139
2016,,8587.0,7.3,3506.0,5.6,31302,Caboolture,1140
2015,,8006.0,10.2,3319.0,4.6,31302,Caboolture,1141
2014,,7263.0,,3174.0,,31302,Caboolture,1142
2018,338828.6,,,,,31303,Caboolture Hinterland,1143
2017,,2270.0,8.1,745.0,5.4,31303,Caboolture Hinterland,1144
2016,,2099.0,7.3,707.0,4.7,31303,Caboolture Hinterland,1145
2015,,1957.0,8.5,675.0,3.7,31303,Caboolture Hinterland,1146
2014,,1803.0,,651.0,,31303,Caboolture Hinterland,1147
2018,17241.4,,,,,31304,Narangba - Burpengary,1148
2017,,9568.0,7.7,3247.0,3.8,31304,Narangba - Burpengary,1149
2016,,8884.0,6.4,3127.0,4.1,31304,Narangba - Burpengary,1150
2015,,8347.0,9.0,3003.0,4.9,31304,Narangba - Burpengary,1151
2014,,7661.0,,2863.0,,31304,Narangba - Burpengary,1152
2018,21359.0,,,,,31305,Redcliffe,1153
2017,,7094.0,6.8,2669.0,3.7,31305,Redcliffe,1154
2016,,6644.0,6.7,2574.0,5.4,31305,Redcliffe,1155
2015,,6228.0,9.5,2441.0,5.4,31305,Redcliffe,1156
2014,,5690.0,,2315.0,,31305,Redcliffe,1157
2018,66868.1,,,,,31401,The Hills District,1158
2017,,12626.0,8.2,4017.0,4.0,31401,The Hills District,1159
2016,,11670.0,6.9,3863.0,4.0,31401,The Hills District,1160
2015,,10912.0,9.3,3713.0,4.7,31401,The Hills District,1161
2014,,9988.0,,3548.0,,31401,The Hills District,1162
2018,6631.8,,,,,31402,North Lakes,1163
2017,,5114.0,8.9,1628.0,3.2,30908,Robina,1054
2017,,8426.0,9.7,2271.0,4.5,31402,North Lakes,1164
2016,,7681.0,7.7,2174.0,4.1,31402,North Lakes,1165
2015,,7129.0,11.0,2089.0,8.1,31402,North Lakes,1166
2014,,6424.0,,1933.0,,31402,North Lakes,1167
2018,3839.7,,,,,31403,Strathpine,1168
2017,,5583.0,7.6,1530.0,3.9,31403,Strathpine,1169
2016,,5188.0,8.0,1472.0,4.1,31403,Strathpine,1170
2015,,4802.0,9.8,1414.0,6.7,31403,Strathpine,1171
2014,,4374.0,,1325.0,,31403,Strathpine,1172
2018,25087760.0,,,,,31501,Far North,1173
2017,,1132.0,15.5,922.0,2.6,31501,Far North,1174
2016,,980.0,10.4,899.0,2.5,31501,Far North,1175
2015,,888.0,9.6,877.0,4.9,31501,Far North,1176
2014,,810.0,,836.0,,31501,Far North,1177
2018,30708218.0,,,,,31502,Outback - North,1178
2017,,2176.0,10.2,768.0,1.1,31502,Outback - North,1179
2016,,1974.0,14.1,760.0,1.1,31502,Outback - North,1180
2015,,1730.0,14.3,752.0,1.5,31502,Outback - North,1181
2014,,1513.0,,741.0,,31502,Outback - North,1182
2018,225879.6,,,,,31701,Toowoomba,1183
2017,,14447.0,9.3,5591.0,3.8,31701,Toowoomba,1184
2016,,13214.0,5.5,5387.0,3.9,31701,Toowoomba,1185
2015,,12528.0,8.2,5185.0,5.0,31701,Toowoomba,1186
2014,,11580.0,,4938.0,,31701,Toowoomba,1187
2018,675295.2,,,,,31905,Maryborough,1188
2017,,6416.0,10.6,3301.0,7.8,31905,Maryborough,1189
2016,,5803.0,6.7,3061.0,5.5,31905,Maryborough,1190
2015,,5441.0,7.6,2901.0,6.9,31905,Maryborough,1191
2014,,5059.0,,2714.0,,31905,Maryborough,1192
2014,,3922.0,,756.0,,40503,Mid North,1292
2018,674076.3,,,,,40504,Yorke Peninsula,1293
2017,,6300.0,5.8,896.0,1.1,40504,Yorke Peninsula,1294
2016,,5957.0,5.5,886.0,2.3,40504,Yorke Peninsula,1295
2015,,5644.0,5.3,866.0,5.9,40504,Yorke Peninsula,1296
2014,,5360.0,,818.0,,40504,Yorke Peninsula,1297
2018,23530548.0,,,,,40601,Eyre Peninsula and South West,1298
2017,,8721.0,5.1,2503.0,2.2,40601,Eyre Peninsula and South West,1299
2016,,4695.0,7.7,1577.0,4.2,30908,Robina,1055
2018,1557.3,,,,,40101,Adelaide City,1193
2016,,8297.0,6.2,2448.0,8.7,40601,Eyre Peninsula and South West,1300
2015,,7815.0,7.4,2252.0,6.2,40601,Eyre Peninsula and South West,1301
2014,,7275.0,,2120.0,,40601,Eyre Peninsula and South West,1302
2018,64251052.0,,,,,40602,Outback - North and East,1303
2017,,3013.0,6.0,1361.0,0.8,40602,Outback - North and East,1304
2016,,2842.0,7.7,1350.0,7.1,40602,Outback - North and East,1305
2015,,2639.0,10.3,1261.0,9.8,40602,Outback - North and East,1306
2014,,2392.0,,1148.0,,40602,Outback - North and East,1307
2015,,4360.0,10.4,1513.0,4.2,30908,Robina,1056
2017,,1089.0,29.2,329.0,1.9,40101,Adelaide City,1194
2018,736358.0,,,,,40701,Fleurieu - Kangaroo Island,1308
2017,,12070.0,7.3,2702.0,3.1,40701,Fleurieu - Kangaroo Island,1309
2016,,11251.0,7.6,2621.0,3.4,40701,Fleurieu - Kangaroo Island,1310
2015,,10458.0,5.9,2535.0,3.6,40701,Fleurieu - Kangaroo Island,1311
2014,,9874.0,,2448.0,,40701,Fleurieu - Kangaroo Island,1312
2018,2133707.8,,,,,40702,Limestone Coast,1313
2017,,6625.0,8.5,1115.0,1.9,40702,Limestone Coast,1314
2014,,4017.0,,4019.0,,50101,Augusta - Margaret River - Busselton,1327
2014,,3951.0,,1452.0,,30908,Robina,1057
2018,3495.9,,,,,30909,Southport,1058
2017,,5132.0,7.9,1832.0,2.9,30909,Southport,1059
2016,,4758.0,6.6,1780.0,3.9,30909,Southport,1060
2015,,4465.0,8.8,1714.0,3.1,30909,Southport,1061
2014,,4103.0,,1662.0,,30909,Southport,1062
2018,1980.1,,,,,30910,Surfers Paradise,1063
2017,,2193.0,10.7,887.0,3.0,30910,Surfers Paradise,1064
2016,,1981.0,8.5,861.0,4.5,30910,Surfers Paradise,1065
2015,,1826.0,10.5,824.0,3.4,30910,Surfers Paradise,1066
2014,,1653.0,,797.0,,30910,Surfers Paradise,1067
2018,6371.4,,,,,31001,Forest Lake - Oxley,1068
2017,,7602.0,6.6,2355.0,3.6,31001,Forest Lake - Oxley,1069
2016,,7129.0,5.6,2273.0,3.8,31001,Forest Lake - Oxley,1070
2015,,6751.0,8.7,2190.0,3.8,31001,Forest Lake - Oxley,1071
2014,,6212.0,,2109.0,,31001,Forest Lake - Oxley,1072
2018,613578.3,,,,,31002,Ipswich Hinterland,1073
2017,,11154.0,8.1,3485.0,3.7,31002,Ipswich Hinterland,1074
2016,,10321.0,6.6,3362.0,3.9,31002,Ipswich Hinterland,1075
2015,,9679.0,9.3,3236.0,4.6,31002,Ipswich Hinterland,1076
2014,,8853.0,,3094.0,,31002,Ipswich Hinterland,1077
2018,37805.6,,,,,31003,Ipswich Inner,1078
2017,,12974.0,7.5,3978.0,4.7,31003,Ipswich Inner,1079
2016,,12073.0,5.9,3800.0,4.1,31003,Ipswich Inner,1080
2015,,11402.0,7.9,3649.0,6.3,31003,Ipswich Inner,1081
2014,,10571.0,,3433.0,,31003,Ipswich Inner,1082
2018,10359.3,,,,,31004,Springfield - Redbank,1083
2017,,8939.0,9.6,2970.0,5.7,31004,Springfield - Redbank,1084
2016,,8157.0,7.7,2810.0,5.0,31004,Springfield - Redbank,1085
2015,,7575.0,10.3,2675.0,7.2,31004,Springfield - Redbank,1086
2014,,6865.0,,2496.0,,31004,Springfield - Redbank,1087
2018,162801.3,,,,,31101,Beaudesert,1088
2017,,2099.0,7.8,793.0,2.6,31101,Beaudesert,1089
2016,,1948.0,8.5,773.0,3.9,31101,Beaudesert,1090
2015,,1795.0,9.5,744.0,4.6,31101,Beaudesert,1091
2014,,1639.0,,711.0,,31101,Beaudesert,1092
2018,6015.1,,,,,31102,Beenleigh,1093
2016,,843.0,14.5,323.0,2.5,40101,Adelaide City,1195
2015,,736.0,11.2,315.0,3.6,40101,Adelaide City,1196
2014,,5949.0,,1092.0,,40203,Port Adelaide - East,1227
2018,15017.1,,,,,40204,Salisbury,1228
2017,,17391.0,6.7,3647.0,1.6,40204,Salisbury,1229
2016,,16296.0,6.5,3590.0,2.9,40204,Salisbury,1230
2015,,15296.0,6.7,3489.0,2.6,40204,Salisbury,1231
2014,,14340.0,,3402.0,,40204,Salisbury,1232
2018,9131.4,,,,,40205,Tea Tree Gully,1233
2017,,12570.0,6.7,1387.0,3.8,40205,Tea Tree Gully,1234
2016,,11784.0,4.6,1336.0,4.0,40205,Tea Tree Gully,1235
2015,,11265.0,4.9,1284.0,4.5,40205,Tea Tree Gully,1236
2014,,10741.0,,1229.0,,40205,Tea Tree Gully,1237
2018,7437.0,,,,,40303,Mitcham,1238
2017,,7411.0,9.5,2049.0,3.7,40303,Mitcham,1239
2016,,6765.0,6.1,1975.0,3.4,40303,Mitcham,1240
2015,,6376.0,6.2,1910.0,3.7,40303,Mitcham,1241
2014,,6004.0,,1841.0,,40303,Mitcham,1242
2018,51937.2,,,,,40304,Onkaparinga,1243
2017,,25729.0,6.6,4948.0,2.4,40304,Onkaparinga,1244
2016,,24135.0,5.5,4832.0,2.8,40304,Onkaparinga,1245
2015,,22884.0,5.7,4702.0,4.2,40304,Onkaparinga,1246
2014,,21643.0,,4513.0,,40304,Onkaparinga,1247
2018,5331.9,,,,,40401,Charles Sturt,1248
2017,,12041.0,8.6,1471.0,2.4,40401,Charles Sturt,1249
2014,,662.0,,304.0,,40101,Adelaide City,1197
2018,138811.7,,,,,40102,Adelaide Hills,1198
2017,,10576.0,8.9,3313.0,2.3,40102,Adelaide Hills,1199
2016,,9713.0,6.5,3237.0,3.1,40102,Adelaide Hills,1200
2015,,9118.0,6.8,3139.0,3.2,40102,Adelaide Hills,1201
2014,,8537.0,,3043.0,,40102,Adelaide Hills,1202
2018,1510.4,,,,,40105,Norwood - Payneham - St Peters,1203
2017,,3454.0,9.6,422.0,4.2,40105,Norwood - Payneham - St Peters,1204
2016,,3152.0,5.9,405.0,2.0,40105,Norwood - Payneham - St Peters,1205
2015,,2977.0,6.6,397.0,3.4,40105,Norwood - Payneham - St Peters,1206
2014,,2792.0,,384.0,,40105,Norwood - Payneham - St Peters,1207
2018,1427.0,,,,,40107,Unley,1208
2016,,11084.0,6.2,1437.0,3.7,40401,Charles Sturt,1250
2015,,10433.0,6.2,1386.0,3.7,40401,Charles Sturt,1251
2014,,9826.0,,1337.0,,40401,Charles Sturt,1252
2018,6777.3,,,,,40402,Port Adelaide - West,1253
2017,,6948.0,7.5,711.0,2.2,40402,Port Adelaide - West,1254
2016,,6463.0,6.2,696.0,4.0,40402,Port Adelaide - West,1255
2015,,6088.0,6.5,669.0,6.5,40402,Port Adelaide - West,1256
2014,,5715.0,,628.0,,40402,Port Adelaide - West,1257
2017,,3765.0,10.8,489.0,3.2,40107,Unley,1209
2016,,3399.0,8.0,474.0,4.9,40107,Unley,1210
2015,,4819.0,6.7,749.0,2.5,40104,Campbelltown (SA),1266
2014,,4518.0,,731.0,,40104,Campbelltown (SA),1267
