sa3_code16,m_ind_15_19_pd_gd_gcl,m_ind_15_19_bdl,m_ind_15_19_adip_dipl,m_ind_15_19_ct_iii_iv,m_ind_15_19_ct_i_ii,m_ind_15_19_cl_nfd,m_ind_15_19_loe_ns,m_ind_15_19_tot,m_ind_20_24_pd_gd_gcl,m_ind_20_24_bdl,m_ind_20_24_adip_dipl,m_ind_20_24_ct_iii_iv,m_ind_20_24_ct_i_ii,m_ind_20_24_cl_nfd,m_ind_20_24_loe_ns,m_ind_20_24_tot,m_ind_25_34_pd_gd_gcl,m_ind_25_34_bdl,m_ind_25_34_adip_dipl,m_ind_25_34_ct_iii_iv,m_ind_25_34_ct_i_ii,m_ind_25_34_cl_nfd,m_ind_25_34_loe_ns,m_ind_25_34_tot,m_ind_35_44_pd_gd_gcl,m_ind_35_44_bdl,m_ind_35_44_adip_dipl,m_ind_35_44_ct_iii_iv,m_ind_35_44_ct_i_ii,m_ind_35_44_cl_nfd,m_ind_35_44_loe_ns,m_ind_35_44_tot,m_ind_45_54_pd_gd_gcl,m_ind_45_54_bdl,m_ind_45_54_adip_dipl,m_ind_45_54_ct_iii_iv,m_ind_45_54_ct_i_ii,m_ind_45_54_cl_nfd,m_ind_45_54_loe_ns,m_ind_45_54_tot,m_ind_55_64_pd_gd_gcl,m_ind_55_64_bdl,m_ind_55_64_adip_dipl,m_ind_55_64_ct_iii_iv,m_ind_55_64_ct_i_ii,m_ind_55_64_cl_nfd,m_ind_55_64_loe_ns,m_ind_55_64_tot,m_ind_65ov_ptgdde_gddp_gdct,m_ind_65ov_bdl,m_ind_65ov_adip_dipl,m_ind_65ov_ct_iii_iv,m_ind_65ov_ct_i_ii,m_ind_65ov_cl_nfd,m_ind_65ov_loe_ns,m_ind_65ov_tot,m_ind_tot_pd_gd_gcl,m_ind_tot_bdl,m_ind_tot_adip_dipl,m_ind_tot_ct_iii_iv,m_ind_tot_ct_i_ii,m_ind_tot_cl_nfd,m_ind_tot_loe_ns,m_ind_tot_tot,m_noni_15_19_pd_gd_gcl,m_noni_15_19_bdl,m_noni_15_19_adip_dipl,m_noni_15_19_ct_iii_iv,m_noni_15_19_ct_i_ii,m_noni_15_19_cl_nfd,m_noni_15_19_loe_ns,m_noni_15_19_tot,m_noni_20_24_pd_gd_gcl,m_noni_20_24_bdl,m_noni_20_24_adip_dipl,m_noni_20_24_ct_iii_iv,m_noni_20_24_ct_i_ii,m_noni_20_24_cl_nfd,m_noni_20_24_loe_ns,m_noni_20_24_tot,m_noni_25_34_pd_gd_gcl,m_noni_25_34_bdl,m_noni_25_34_adip_dipl,m_noni_25_34_ct_iii_iv,m_noni_25_34_ct_i_ii,m_noni_25_34_cl_nfd,m_noni_25_34_loe_ns,m_noni_25_34_tot,m_noni_35_44_pd_gd_gcl,m_noni_35_44_bdl,m_noni_35_44_adip_dipl,m_noni_35_44_ct_iii_iv,m_noni_35_44_ct_i_ii,m_noni_35_44_cl_nfd,m_noni_35_44_loe_ns,m_noni_35_44_tot,m_noni_45_54_pd_gd_gcl,m_noni_45_54_bdl,m_noni_45_54_adip_dipl,m_noni_45_54_ct_iii_iv,m_noni_45_54_ct_i_ii,m_noni_45_54_cl_nfd,m_noni_45_54_loe_ns,m_noni_45_54_tot,m_noni_55_64_pd_gd_gcl,m_noni_55_64_bdl,m_noni_55_64_adip_dipl,m_noni_55_64_ct_iii_iv,m_noni_55_64_ct_i_ii,m_noni_55_64_cl_nfd,m_noni_55_64_loe_ns,m_noni_55_64_tot,m_noni_65ov_ptgdde_gddp_gdct,m_noni_65ov_bdl,m_noni_65ov_adip_dipl,m_noni_65ov_ct_iii_iv,m_noni_65ov_ct_i_ii,m_noni_65ov_cl_nfd,m_noni_65ov_loe_ns,m_noni_65ov_tot,m_noni_totpdde_gddp_gdct,m_noni_tot_bdl,m_noni_tot_adip_dipl,m_noni_tot_ct_iii_iv,m_noni_tot_ct_i_ii,m_noni_tot_cl_nfd,m_noni_tot_loe_ns,m_noni_tot_tot,m_is_ns_15_19_pd_gd_gcll,m_is_ns_15_19_bdl,m_is_ns_15_19_adip_dipl,m_is_ns_15_19_ct_iii_iv_l,m_is_ns_15_19_ct_i_ii,m_is_ns_15_19_cl_nfd,m_is_ns_15_19_loe_ns,m_is_ns_15_19_tot,m_is_ns_20_24_pd_gd_gcll,m_is_ns_20_24_bdl,m_is_ns_20_24_addip_and_dipl,m_is_ns_20_24_ct_iii_iv_l,m_is_ns_20_24_ct_i_ii,m_is_ns_20_24_cl_nfd,m_is_ns_20_24_loe_ns,m_is_ns_20_24_tot,m_is_ns_25_34_pd_gd_gcll,m_is_ns_25_34_bdl,m_is_ns_25_34_addip_and_dipl,m_is_ns_25_34_ct_iii_iv_l,m_is_ns_25_34_ct_i_ii_l,m_is_ns_25_34_cl_nfd,m_is_ns_25_34_loe_ns,m_is_ns_25_34_tot,m_is_ns_35_44_pd_gd_gcll,m_is_ns_35_44_bdl,m_is_ns_35_44_adip_dipl,m_is_ns_35_44_ct_iii_iv_l,m_is_ns_35_44_ct_i_ii_l,m_is_ns_35_44_cl_nfd,m_is_ns_35_44_loe_ns,m_is_ns_35_44_tot,m_is_ns_45_54_pdde_gddp_gdc,m_is_ns_45_54_bdl,m_is_ns_45_54_adip_dipl,m_is_ns_45_54_ct_iii_iv_l,m_is_ns_45_54_ct_i_ii_l,m_is_ns_45_54_cl_nfd,m_is_ns_45_54_loe_ns,m_is_ns_45_54_tot,m_is_ns_55_64_pd_gd_gcl,m_is_ns_55_64_bdl,m_is_ns_55_64_adip_dipl,m_is_ns_55_64_ct_iii_iv_l,m_is_ns_55_64_ct_i_ii_l,m_is_ns_55_64_cl_nfd,m_is_ns_55_64_loe_ns,m_is_ns_55_64_tot,m_is_ns_65ov_pd_gd_gcl,m_is_ns_65ov_bdl,m_is_ns_65ov_adip_dipl,m_is_ns_65ov_ct_iii_iv_l,m_is_ns_65ov_ct_i_ii,m_is_ns_65ov_cl_nfd,m_is_ns_65ov_loe_ns,m_is_ns_65ov_tot,m_is_ns_totpdde_gddp_gdct,m_is_ns_tot_bdl,m_is_ns_tot_adip_dipl,m_is_ns_tot_ct_iii_iv_l,m_is_ns_tot_ct_i_ii,m_is_ns_tot_cl_nfd,m_is_ns_tot_loe_ns,m_is_ns_tot_tot,m_t_15_19_pd_gd_gcl,m_t_15_19_bdl,m_t_15_19_adip_dipl,m_t_15_19_ct_iii_iv,m_t_15_19_ct_i_ii,m_t_15_19_cl_nfd,m_t_15_19_loe_ns,m_t_15_19_tot,sa3_name16
30204,0,0,0,6,3,0,3,19,0,0,8,11,3,0,4,28,0,4,4,28,3,0,4,48,0,6,11,22,3,3,3,48,3,3,11,14,0,3,4,40,0,0,9,16,0,0,6,36,0,0,0,7,0,0,0,8,5,22,39,108,8,9,23,217,0,0,16,108,46,14,61,241,15,181,123,355,37,34,42,786,259,737,426,1055,47,47,115,2683,371,849,438,1009,26,63,110,2866,289,523,456,993,25,70,90,2445,168,292,289,847,16,45,116,1773,121,229,217,937,18,72,406,1997,1221,2803,1962,5297,206,348,937,12788,0,0,0,0,0,0,57,57,0,0,0,0,0,0,87,90,0,3,0,3,0,0,166,175,3,3,3,3,0,0,174,188,0,4,5,7,0,0,169,181,0,3,0,0,0,0,132,135,0,4,0,11,0,0,147,163,4,16,8,29,0,0,938,989,0,0,16,115,49,14,126,312,Sandgate
30301,0,0,0,0,0,0,0,4,0,0,0,8,4,0,0,18,3,3,3,14,0,0,0,24,0,5,3,7,0,0,0,18,3,0,3,7,0,0,0,15,0,4,3,4,0,0,0,10,0,0,0,0,0,0,0,4,8,13,13,47,6,7,5,103,0,3,24,61,20,7,22,135,26,315,121,269,18,24,40,816,329,1076,303,784,27,36,74,2634,515,1016,384,631,21,50,79,2693,473,770,388,606,16,34,70,2355,338,490,280,572,13,46,61,1803,171,313,223,646,9,61,242,1668,1849,3982,1727,3575,121,257,589,12103,0,0,0,0,0,0,56,56,0,0,0,0,0,0,82,81,3,0,0,5,0,0,209,212,0,3,0,3,0,0,178,186,0,0,0,3,0,0,134,145,0,0,0,0,0,0,107,112,0,0,0,4,0,0,100,101,3,3,3,16,0,0,865,896,0,3,24,59,25,8,85,202,Carindale
30302,0,0,0,3,0,3,3,9,0,3,4,19,0,0,0,33,3,17,4,18,0,3,3,49,4,6,4,11,0,3,5,40,4,7,11,8,0,0,3,38,4,3,4,0,0,0,7,14,0,0,3,3,0,0,6,6,22,37,29,61,3,11,24,194,0,4,25,105,31,12,48,229,64,769,244,422,61,23,76,1654,1033,2543,668,1123,44,70,146,5630,920,1653,513,763,30,52,136,4076,713,1033,430,710,25,54,90,3055,441,654,306,570,9,47,99,2129,278,488,238,597,8,59,255,1934,3448,7149,2432,4294,210,328,854,18720,0,0,0,0,0,0,108,108,0,0,0,4,0,0,237,244,0,7,4,3,0,0,543,563,0,3,3,4,0,0,299,311,3,0,0,5,0,0,274,283,3,0,0,8,0,0,178,193,0,9,0,11,0,0,207,228,11,25,10,30,0,3,1852,1930,0,4,31,111,34,10,160,349,Holland Park - Yeronga
30303,0,0,0,4,3,0,3,11,0,3,6,11,3,0,7,32,0,7,3,21,0,0,0,39,0,6,8,16,3,0,3,33,0,3,4,5,0,0,4,26,0,0,3,3,0,0,0,9,0,0,0,3,0,0,0,3,3,26,29,70,9,5,15,155,0,7,24,113,32,11,59,245,49,559,286,374,46,20,69,1408,857,1670,537,867,34,55,163,4188,796,1338,497,819,34,58,103,3643,556,903,462,822,13,56,132,2948,381,580,305,622,8,59,102,2061,258,492,385,927,14,72,336,2487,2899,5552,2496,4550,186,331,963,16980,0,0,0,0,0,0,77,77,0,0,0,3,0,0,119,125,0,6,3,0,0,0,254,263,3,7,0,3,3,0,176,189,0,9,4,0,0,0,189,199,0,0,3,0,0,0,138,145,0,0,0,8,0,0,179,190,3,19,10,16,3,0,1135,1183,0,7,24,121,34,11,141,338,Mt Gravatt
30304,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,14,0,9,3,10,0,3,5,28,0,4,3,9,0,0,0,21,0,4,3,6,0,0,3,19,0,3,3,0,0,0,0,12,0,0,0,3,0,0,0,3,5,21,19,36,0,3,12,90,0,0,11,66,17,4,21,130,31,322,130,205,34,10,38,774,505,1030,299,530,21,27,83,2511,504,812,284,499,20,35,64,2218,355,460,232,518,10,35,63,1666,202,294,151,373,4,43,51,1119,152,246,157,538,7,38,137,1269,1747,3170,1272,2734,117,188,463,9688,0,0,0,0,0,0,49,49,0,0,0,3,0,0,109,114,0,3,0,3,0,0,168,179,0,0,0,0,0,0,142,142,3,3,0,5,0,3,121,132,0,0,3,0,0,0,93,93,0,0,3,3,0,0,90,97,3,10,10,15,0,5,771,808,0,0,11,66,17,4,79,187,Nathan
30305,0,0,0,7,0,0,7,8,0,3,3,7,4,3,0,19,0,4,0,20,4,0,7,42,0,3,3,15,0,0,4,25,0,3,3,21,0,0,5,28,0,0,0,4,0,0,3,6,0,0,0,4,0,0,3,13,3,16,9,73,6,10,24,146,0,6,26,110,40,16,66,270,25,278,170,345,46,18,60,939,651,1270,488,851,28,51,149,3487,624,977,408,846,27,61,110,3048,325,548,334,794,18,46,112,2174,190,402,309,664,16,49,96,1719,132,262,198,600,8,43,288,1525,1946,3737,1938,4213,180,287,872,13161,0,0,0,0,0,0,76,80,0,0,0,0,0,0,81,85,0,3,0,10,0,0,209,221,3,0,3,0,0,0,172,178,0,0,0,9,0,0,147,155,0,0,0,0,0,0,115,123,0,0,0,3,0,0,103,108,6,4,8,21,0,0,917,955,0,6,26,119,46,16,144,352,Rocklea - Acacia Ridge
30905,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,7,0,0,5,15,0,0,0,28,0,3,3,12,0,0,3,22,0,0,0,10,0,0,0,7,0,0,0,8,0,0,0,11,0,0,0,3,0,0,0,7,3,9,10,62,0,3,6,90,0,0,25,81,20,8,33,167,0,73,32,199,14,11,14,343,67,205,119,516,16,28,37,983,150,396,273,696,11,37,61,1616,178,299,301,815,9,56,68,1726,121,215,188,605,6,35,67,1241,93,175,165,599,5,49,156,1235,607,1360,1109,3504,69,226,429,7309,0,0,0,0,0,0,44,44,0,0,3,0,0,0,29,32,0,0,0,0,0,0,97,97,0,0,0,7,0,0,117,126,0,0,3,4,0,0,114,125,0,0,0,3,0,0,95,101,0,0,0,3,0,0,108,117,0,3,8,25,0,0,602,643,0,0,27,84,20,8,75,209,Mudgeeraba - Tallebudgera
30906,0,0,0,3,3,0,0,8,0,0,0,21,4,0,0,27,0,8,6,28,0,3,9,43,0,3,11,18,0,0,3,40,0,3,9,24,0,0,0,35,3,4,4,10,0,0,3,25,0,0,0,3,0,0,0,4,3,15,30,107,6,5,23,186,0,0,31,176,58,7,53,331,22,149,111,401,42,32,44,796,129,482,334,1338,35,64,103,2492,224,537,471,1477,42,90,116,2957,186,394,451,1481,21,75,142,2745,169,299,328,1082,16,70,142,2102,115,333,311,1295,11,94,390,2553,848,2204,2033,7243,225,425,1004,13978,0,0,0,3,0,0,88,91,0,0,0,0,0,0,115,113,0,0,3,4,0,0,232,244,0,0,3,3,0,0,248,251,0,4,7,5,0,0,235,255,0,0,3,6,0,0,220,227,0,0,0,10,0,0,327,344,5,7,13,38,0,3,1464,1524,0,0,31,183,64,7,144,428,Nerang
30907,0,0,3,6,3,0,3,10,0,0,0,28,0,0,3,41,0,6,18,65,3,3,10,107,0,5,12,40,0,6,4,67,4,3,10,25,0,4,6,47,0,0,4,16,0,0,5,29,0,0,3,6,0,0,5,20,3,14,50,189,9,14,36,317,0,6,59,304,77,15,124,584,15,214,215,907,66,43,78,1541,240,866,627,2709,88,141,216,4889,407,979,927,2847,68,185,245,5657,382,730,853,2498,40,153,214,4879,225,460,536,1754,35,130,188,3327,186,453,444,1734,24,149,486,3480,1464,3715,3658,12750,394,821,1554,24352,0,0,0,0,0,0,223,222,0,0,3,0,0,0,222,222,0,0,0,15,0,0,560,579,0,4,6,15,0,0,567,584,3,3,3,13,0,0,531,556,0,3,0,10,0,0,357,376,0,0,4,10,0,0,370,393,3,8,18,67,0,0,2829,2930,0,6,65,312,76,15,348,824,Ormeau - Oxenford
31503,0,0,0,4,0,0,10,15,0,0,3,14,3,0,8,32,0,0,0,27,3,4,4,38,0,0,3,22,3,0,12,36,0,3,7,18,3,0,9,38,0,4,3,13,0,4,0,21,0,0,4,4,0,0,12,18,0,3,14,93,11,10,58,192,0,0,0,32,15,3,18,71,0,26,9,117,13,0,13,180,18,77,45,315,15,10,30,514,25,85,67,241,13,9,34,479,29,36,91,227,9,21,47,458,26,42,73,270,15,29,65,522,8,23,41,208,3,11,150,443,111,289,324,1413,78,89,367,2663,0,0,0,0,0,0,30,36,0,0,0,0,0,0,43,46,0,0,0,0,0,0,71,77,0,0,0,0,0,0,65,65,0,0,0,3,0,0,74,81,0,0,0,3,0,0,99,100,0,0,0,3,0,0,125,127,0,0,3,16,0,0,508,523,0,0,0,33,18,3,64,116,Outback - South
31601,0,0,0,4,0,0,0,4,0,0,0,6,3,0,3,14,0,3,0,17,0,0,0,29,3,0,7,11,0,0,0,25,3,7,8,10,0,0,0,32,3,0,0,3,0,3,0,12,0,3,0,5,0,0,0,12,7,19,18,57,3,4,9,120,0,0,10,146,42,13,59,272,4,109,86,360,44,19,38,650,123,468,229,874,24,41,68,1826,226,582,386,954,12,50,68,2279,298,504,454,1035,16,53,75,2430,226,345,353,853,17,67,84,1945,231,464,397,1070,20,100,378,2661,1107,2472,1913,5295,174,343,764,12067,0,0,0,3,0,0,67,71,0,0,0,0,0,0,105,107,0,0,0,0,0,0,174,172,0,3,0,3,0,0,170,180,0,5,5,3,0,3,175,184,0,4,0,0,0,0,128,132,0,3,4,9,0,0,183,202,0,11,15,25,0,3,997,1044,0,0,10,160,42,13,123,349,Buderim
31602,0,0,0,3,0,3,3,13,0,0,3,14,0,3,0,26,0,8,5,30,3,4,4,54,8,5,8,40,4,0,0,66,0,3,4,26,0,0,5,41,5,3,6,15,0,0,0,28,3,0,0,6,0,0,3,12,15,20,22,136,7,12,25,235,0,0,20,166,59,17,66,337,6,110,71,494,52,26,40,803,91,529,270,1446,35,72,97,2536,224,660,526,1645,34,72,129,3289,267,569,533,1697,30,89,137,3334,230,491,451,1492,18,85,166,2940,297,654,653,2228,34,184,626,4679,1114,3013,2527,9166,272,551,1267,17908,0,0,0,0,0,0,84,79,0,0,0,0,0,0,90,92,0,0,0,6,0,0,193,200,0,0,0,5,0,0,243,258,3,0,0,9,0,0,270,281,0,0,0,11,0,0,223,230,3,6,7,18,0,3,411,442,3,5,5,46,0,3,1515,1583,0,0,20,169,61,20,151,432,Caloundra
31603,0,0,0,8,0,0,0,5,0,3,4,13,3,0,4,19,3,3,3,26,0,0,0,42,0,0,10,27,0,0,3,37,3,9,3,24,0,4,3,46,0,5,4,16,0,0,4,28,0,0,0,11,0,0,3,12,5,22,17,112,3,8,15,192,0,3,8,75,40,9,42,179,12,141,68,377,33,11,37,679,148,584,283,1226,28,52,79,2396,177,520,333,1090,23,57,105,2314,162,442,379,1146,25,51,93,2294,223,402,367,1123,19,85,110,2328,225,455,440,1271,19,124,351,2885,948,2542,1881,6299,184,396,822,13072,0,0,0,0,0,0,77,77,0,0,0,3,0,0,122,131,0,0,0,8,0,0,277,289,0,0,0,3,0,0,246,252,0,0,0,4,0,0,245,252,0,0,0,10,0,0,257,272,0,3,3,12,0,4,426,445,6,9,9,38,0,4,1655,1711,0,3,13,81,37,9,124,265,Maroochy
31605,0,0,0,3,0,0,0,5,0,0,0,12,0,0,0,11,0,0,0,7,0,0,0,15,0,0,3,6,0,0,0,15,0,3,8,5,0,0,0,14,0,0,0,3,0,0,0,9,0,0,3,8,0,0,0,8,0,5,13,49,4,3,6,79,0,3,10,66,23,4,36,140,0,42,33,176,5,12,34,305,46,224,122,534,16,22,59,1033,125,425,269,731,7,32,93,1680,161,366,309,833,10,56,70,1804,183,379,275,763,10,67,103,1789,278,592,494,1035,33,132,412,2981,804,2026,1513,4146,110,329,796,9727,0,0,0,3,0,0,41,47,0,0,0,0,0,0,39,39,0,0,0,0,0,0,108,111,0,0,0,0,0,3,161,165,0,3,0,7,0,0,177,189,0,0,0,4,0,0,164,164,0,0,5,11,0,3,267,285,3,4,8,29,0,3,951,1002,0,3,10,69,26,4,77,190,Noosa
31606,0,0,0,3,6,3,0,14,0,3,3,7,0,0,3,21,0,0,3,17,3,0,0,28,0,5,3,13,0,4,3,25,3,3,4,19,0,0,4,36,3,3,4,14,0,0,0,22,0,0,3,3,0,0,3,7,3,16,19,73,11,8,16,154,0,0,12,95,24,16,105,248,0,56,49,278,29,14,23,450,28,162,122,749,33,31,64,1207,91,364,268,1035,24,51,88,1925,172,324,352,1174,15,74,112,2220,225,353,399,1068,20,68,123,2257,274,424,441,1265,19,124,363,2916,794,1680,1648,5666,171,380,881,11216,0,0,0,0,0,0,64,64,0,0,0,4,0,0,72,74,0,3,0,11,0,0,128,136,0,3,0,3,0,0,157,164,0,0,6,7,0,0,203,210,0,0,3,10,0,0,212,226,3,0,0,16,0,0,240,264,7,5,9,50,0,3,1071,1150,0,0,12,99,28,18,168,323,Sunshine Coast Hinterland
31607,0,0,0,11,0,0,0,15,0,0,0,20,4,0,3,31,0,3,0,36,0,4,3,51,3,7,5,19,3,0,6,45,0,0,3,14,0,0,5,30,3,0,0,9,0,3,3,21,0,0,0,11,0,0,4,11,7,10,15,127,7,6,26,210,0,0,11,82,29,8,50,177,3,42,48,253,36,18,25,439,35,209,131,850,26,42,66,1358,85,291,210,949,19,44,67,1665,114,253,258,971,27,40,98,1766,125,227,235,898,9,61,99,1658,122,224,273,1012,14,69,327,2039,495,1251,1161,5027,162,276,727,9100,0,0,0,0,0,0,53,53,0,0,0,3,0,0,64,68,0,0,0,0,0,0,135,142,0,0,0,9,0,0,172,182,0,0,3,7,0,0,157,173,0,0,0,3,0,0,150,152,0,0,4,6,0,0,209,223,3,3,3,27,0,3,948,985,0,0,11,95,29,8,104,243,Nambour
31608,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,7,3,4,3,7,0,0,0,15,0,0,0,11,0,0,0,14,0,0,3,7,0,0,0,15,0,0,3,0,0,0,0,3,5,3,15,32,0,0,10,67,0,0,3,32,16,3,20,73,0,18,14,106,9,8,18,167,19,46,46,253,3,12,19,399,32,174,120,463,10,21,37,862,81,196,160,587,4,26,46,1106,102,176,210,556,7,42,62,1157,127,203,188,605,9,46,143,1318,353,820,738,2599,64,162,349,5078,0,0,0,0,0,0,22,22,0,0,0,0,0,0,19,21,0,0,0,4,0,0,36,39,0,0,0,3,0,0,90,93,0,0,3,3,0,0,106,110,0,3,0,4,0,0,103,110,0,0,0,0,0,0,139,145,3,3,3,17,0,0,520,546,0,0,3,30,16,7,43,105,Noosa Hinterland
31801,0,0,0,8,13,3,30,50,0,0,3,24,10,4,21,62,3,0,0,55,10,3,29,101,0,0,7,47,15,3,23,97,0,4,14,41,8,0,16,83,0,0,4,35,7,4,14,60,0,0,0,11,3,0,9,26,3,9,25,214,65,17,145,478,0,0,5,59,30,3,83,184,6,37,14,338,22,10,31,454,37,166,54,739,20,17,53,1083,35,137,93,748,15,28,63,1123,41,135,133,806,17,28,112,1266,51,120,128,875,10,52,130,1368,37,90,127,925,7,45,344,1579,205,679,554,4499,119,179,812,7050,0,0,0,3,0,0,60,62,0,0,0,6,0,0,72,78,0,0,0,4,0,0,142,146,0,3,0,8,0,0,166,186,0,0,0,5,0,0,208,219,0,0,3,4,0,0,191,204,0,0,0,14,0,0,345,364,0,11,3,53,0,3,1183,1248,0,0,5,70,43,10,173,297,Charters Towers - Ayr - Ingham
31802,0,0,0,44,20,3,79,151,0,11,13,145,13,5,118,305,4,15,27,239,21,13,222,548,3,25,39,155,8,12,148,385,10,22,45,105,0,4,79,258,9,20,15,75,6,7,28,156,0,3,7,23,0,3,18,61,27,88,151,783,74,44,686,1859,0,3,22,320,128,22,187,689,21,462,200,1735,186,66,148,2810,487,1681,676,4495,133,150,391,8019,656,1395,996,3746,90,144,357,7391,612,1096,1196,3632,45,137,402,7121,465,766,945,3120,45,159,382,5885,344,642,665,2788,25,183,841,5490,2592,6036,4694,19837,657,873,2704,37395,0,0,0,3,0,0,410,411,0,3,0,5,3,0,820,828,0,3,3,14,0,0,1161,1195,0,3,10,16,0,0,899,941,3,3,10,16,0,0,891,919,5,7,3,25,0,0,735,773,4,3,3,24,0,0,754,791,19,24,33,105,3,4,5673,5858,0,3,22,363,157,33,672,1250,Townsville
31901,0,0,0,15,8,4,18,36,0,0,0,31,8,3,10,52,0,9,3,47,6,0,16,82,3,4,12,39,3,3,12,73,3,0,11,39,0,3,12,66,0,4,14,25,0,0,10,54,0,7,3,13,0,0,11,31,6,26,33,216,32,17,71,398,0,3,4,167,89,18,91,375,10,87,39,549,71,27,64,843,86,382,151,1393,85,70,129,2302,148,411,276,1418,64,65,133,2505,163,358,361,1605,39,87,230,2840,176,304,393,1886,35,93,259,3141,157,305,455,2513,27,185,921,4562,731,1841,1690,9534,405,547,1825,16575,0,0,0,0,0,0,146,145,0,0,0,3,0,0,153,161,0,0,0,5,0,0,293,306,0,0,0,4,0,0,280,294,0,0,0,7,0,0,376,382,3,0,0,19,0,0,404,426,0,3,3,24,0,6,616,654,3,9,8,74,3,10,2262,2365,0,3,4,180,97,25,254,556,Bundaberg
31902,0,0,0,7,7,3,26,45,0,0,0,22,9,0,26,59,0,3,3,25,7,3,32,74,0,4,3,41,6,3,33,84,3,3,10,42,0,3,24,82,0,3,9,25,0,0,23,60,0,0,3,15,0,0,11,33,8,20,31,182,23,12,166,444,0,0,3,57,32,8,96,199,3,25,19,269,47,19,47,419,29,154,74,611,48,37,127,1077,42,160,165,676,32,39,123,1234,44,153,185,803,26,56,141,1413,53,164,195,898,14,54,189,1571,64,119,200,1129,23,86,600,2215,235,778,833,4441,212,305,1325,8123,0,0,0,0,0,0,88,89,0,0,0,7,0,0,86,94,0,0,0,3,0,0,159,161,0,3,0,8,0,0,196,207,0,0,0,14,0,0,289,310,0,0,0,4,0,0,253,263,3,0,0,8,0,0,435,458,3,9,3,48,3,3,1510,1579,0,0,3,72,38,14,212,340,Burnett
31903,0,0,0,6,3,0,11,18,0,0,0,16,3,0,6,23,0,0,3,24,0,3,7,42,3,0,4,24,3,0,6,43,0,0,4,25,0,8,8,46,3,8,3,11,0,0,4,33,0,0,3,9,0,0,8,20,5,12,19,118,13,11,56,233,0,0,4,103,50,8,78,240,0,17,21,274,65,15,38,432,25,104,87,754,49,29,67,1112,49,170,149,838,39,49,65,1362,70,146,232,991,32,70,150,1687,92,203,273,1141,30,72,154,1956,77,215,264,1348,22,96,575,2608,320,851,1029,5460,275,346,1115,9397,0,0,0,0,0,0,79,85,0,0,0,4,0,0,64,66,0,0,3,7,0,0,161,172,0,3,0,7,0,0,179,188,0,3,5,8,0,0,254,274,3,4,3,14,0,0,292,314,0,5,4,12,0,0,394,418,3,15,12,59,3,4,1429,1519,0,0,3,110,53,8,168,340,Gympie - Cooloola
31904,0,0,0,6,3,0,4,14,0,0,7,20,3,0,7,33,0,4,4,24,0,6,6,43,0,4,10,47,3,0,4,68,3,3,5,22,0,0,10,37,0,3,7,12,0,3,4,30,0,0,3,12,0,0,7,27,7,10,34,138,16,12,44,264,0,0,0,88,49,5,69,209,6,32,29,265,53,21,30,435,48,232,128,744,37,45,72,1313,109,256,219,858,33,52,95,1613,97,230,273,1047,20,51,117,1828,139,216,362,1180,18,76,172,2164,126,315,429,2067,37,145,686,3803,522,1280,1452,6245,242,398,1229,11372,0,0,0,3,0,0,88,86,0,0,0,3,0,0,78,80,0,0,0,3,0,0,157,161,0,0,3,6,0,0,193,208,0,0,0,10,0,0,211,218,0,3,3,10,0,0,277,287,0,0,5,17,0,3,442,462,0,0,10,43,0,4,1442,1510,0,0,0,92,59,9,158,313,Hervey Bay
30404,0,0,0,9,5,0,0,13,0,0,3,17,3,0,3,24,4,5,3,25,3,0,3,42,3,4,4,14,5,3,3,30,0,7,8,9,0,0,0,23,3,3,0,8,0,0,5,12,0,0,0,0,0,0,0,3,10,17,20,75,16,6,14,156,0,0,14,122,36,13,32,219,5,201,110,334,47,24,37,764,253,816,282,734,31,36,56,2211,533,1033,440,672,29,35,72,2821,495,727,470,592,16,41,72,2411,315,469,310,488,5,29,61,1688,275,459,307,600,8,58,224,1932,1884,3711,1939,3546,173,231,560,12045,0,0,0,4,0,0,36,44,0,0,0,0,0,0,57,63,0,0,0,3,0,3,143,150,3,0,0,7,0,0,148,161,0,0,0,0,0,3,115,114,0,0,0,0,0,0,93,93,0,0,0,3,0,0,90,99,4,3,4,22,0,3,673,715,0,0,18,127,40,13,71,273,The Gap - Enoggera
30501,0,0,0,3,0,0,0,5,0,3,8,7,0,0,0,20,5,11,10,23,3,0,4,59,9,7,7,11,5,0,3,40,4,9,3,9,0,0,11,33,3,4,0,8,0,0,3,23,0,0,0,3,0,0,3,4,23,37,30,59,8,3,22,182,3,4,22,83,32,14,57,218,91,911,323,351,48,42,109,1887,1433,3676,796,989,53,95,260,7303,1020,1527,458,535,24,46,136,3752,687,1004,327,483,14,44,115,2676,557,692,253,384,12,50,107,2058,349,516,227,324,6,49,204,1671,4141,8336,2405,3150,187,338,996,19554,0,0,0,0,0,0,119,118,0,3,0,0,0,0,400,405,3,9,3,3,0,0,1051,1068,3,3,0,0,0,0,620,633,3,7,0,0,0,0,525,541,0,4,3,0,0,0,380,388,0,3,0,4,0,0,405,410,14,34,11,11,0,3,3501,3567,3,4,26,87,32,14,176,337,Brisbane Inner
