gml_id,sa3_name16,sa3_code16,separate_house_nofb_0_i_b,separate_house_nofb_1,separate_house_nofb_2,separate_house_nofb_3,separate_house_nofb_4,separate_house_nofb_5,separate_house_nofb_6_or_m,separate_house_nofb_ns,separate_house_total,se_d_r_or_t_h_t_1_s_nofb_0_ib,se_d_r_or_t_h_t_1_st_nofb_1,se_d_r_or_t_h_t_1_st_nofb_2,se_d_r_or_t_h_t_1_st_nofb_3,se_d_r_or_t_h_t_1_st_nofb_4,se_d_r_or_t_h_t_1_st_nofb_5,se_d_r_or_t_h_t_1_st_nofb_6_m,se_d_r_or_t_h_t_1_st_nofb_ns,se_d_r_or_t_h_t_1_st_total,se_d_r_or_t_h_t_2_s_nofb_0_ib,se_d_r_or_t_h_t_2_sts_nofb_1,se_d_r_or_t_h_t_2_sts_nofb_2,se_d_r_or_t_h_t_2_sts_nofb_3,se_d_r_or_t_h_t_2_sts_nofb_4,se_d_r_or_t_h_t_2_sts_nofb_5,se_d_r_or_t_h_t_2_st_nofb_6_m,se_d_r_or_t_h_t_2_sts_nofb_ns,se_d_r_or_t_h_t_2_sts_total,se_d_r_or_t_h_t_tot_nofb_0_ib,se_d_r_or_t_h_t_tot_nofb_1,se_d_r_or_t_h_t_tot_nofb_2,se_d_r_or_t_h_t_tot_nofb_3,se_d_r_or_t_h_t_tot_nofb_4,se_d_r_or_t_h_t_tot_nofb_5,se_d_r_or_t_h_t_tot_nofb_6_m,se_d_r_or_t_h_t_tot_nofb_ns,se_d_r_or_t_h_t_tot_total,flt_at_1_or2_st_bl_nofb_0_ib,flt_at_in_1_or2_s_b_nofb_1,flt_at_in_1_or2_s_b_nofb_2,flt_at_in_1_or2_s_b_nofb_3,flt_at_in_1_or2_s_b_nofb_4,flt_at_in_1_or2_s_b_nofb_5,flt_at_in_1_or2_s_b_nob_6_m,flt_at_in_1_or2_s_b_nob_ns,flt_at_in_1_or2_s_b_total,flt_apt_3_st_bl_nob_0_ib,flt_apt_in_3_st_bl_nofb_1,flt_apt_in_3_st_bl_nofb_2,flt_apt_in_3_st_bl_nofb_3,flt_apt_in_3_st_bl_nofb_4,flt_apt_in_3_st_bl_nofb_5,flt_apt_in_3_s_bl_nofb_6_m,flt_apt_in_3_st_bl_nofb_ns,flt_apt_in_3_st_bl_total,flt_apt_4_or_m_s_b_nofb_0_ib,flt_apt_4_or_m_s_b_nofb_1,flt_apt_4_or_m_s_b_nofb_2,flt_apt_4_or_m_s_b_nofb_3,flt_apt_4_or_m_s_b_nofb_4,flt_apt_4_or_m_s_b_nofb_5,flt_apt_4_or_m_s_b_nofb_6_m,flt_apt_4_or_m_s_b_nofb_ns,flt_apt_4_or_m_s_b_total,flt_apt_at_to_a_h_nofb_0_ib,flt_apt_at_to_a_hse_nofb_1,flt_apt_at_to_a_hse_nofb_2,flt_apt_at_to_a_hse_nofb_3,flt_apt_at_to_a_hse_nofb_4,flt_apt_at_to_a_hse_nofb_5,flt_apt_at_to_a_hs_nofb_6_m,flt_apt_at_to_a_hs_nofb_ns,flt_apt_at_to_a_hse_total,flt_apart_tot_nofb_0_i_b,flt_apart_tot_nofb_1,flt_apart_tot_nofb_2,flt_apart_tot_nofb_3,flt_apart_tot_nofb_4,flt_apart_tot_nofb_5,flt_apart_tot_nofb_6_or_m,flt_apart_tot_nofb_ns,flt_apart_tot_total,other_dwelling_nofb_0_i_b,other_dwelling_nofb_1,other_dwelling_nofb_2,other_dwelling_nofb_3,other_dwelling_nofb_4,other_dwelling_nofb_5,other_dwelling_nofb_6_or_m,other_dwelling_nofb_ns,other_dwelling_total,dweling_structu_ns_nofb_0_i_b,dweling_structur_ns_nofb_1,dweling_structur_ns_nofb_2,dweling_structur_ns_nofb_3,dweling_structur_ns_nofb_4,dweling_structur_ns_nofb_5,dwelig_struct_ns_nofb_6_or_m,dweling_structur_ns_nofb_ns,dweling_structur_ns_total,total_nofb_0_i_b,total_nofb_1,total_nofb_2,total_nofb_3,total_nofb_4,total_nofb_5,total_nofb_6_or_m,total_nofb_ns,total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6828,Meander Valley - West Tamar,"60202","28","257","1507","4321","1688","294","76","582","8756","9","55","34","9","3","0","0","15","116","0","0","0","23","22","3","0","3","58","9","55","34","29","29","5","0","19","176","0","13","43","7","0","0","0","11","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","10","0","0","0","0","0","17","0","10","51","5","0","0","0","11","79","11","44","24","18","5","3","0","43","152","0","0","7","8","7","0","4","6","31","41","373","1632","4382","1723","302","85","651","9193"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6827,North East,"60203","56","361","2444","7560","2632","450","131","1107","14739","0","128","150","25","5","0","3","42","347","0","0","7","11","0","0","0","3","22","0","128","151","35","5","0","3","38","366","4","91","170","18","4","0","0","36","335","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","96","173","18","4","0","0","36","335","24","43","30","29","11","0","6","31","175","0","9","28","40","12","7","7","16","116","91","639","2826","7681","2659","453","149","1237","15733"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6826,Central Highlands (Tas.),"60301","16","141","744","2195","835","142","65","337","4480","0","0","0","4","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","7","0","5","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","11","3","8","15","9","3","0","0","8","42","0","5","12","18","4","0","0","3","40","26","160","774","2224","845","143","69","354","4584"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6825,Huon - Bruny Island,"60302","59","352","1442","3669","1249","248","60","495","7572","0","12","51","11","3","0","0","18","96","0","0","4","7","0","0","0","0","12","0","12","63","15","3","0","0","18","107","0","22","55","9","0","0","0","12","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","55","9","0","0","0","14","104","20","44","29","15","9","0","3","24","144","0","3","8","15","5","0","0","5","30","79","437","1588","3720","1267","250","65","554","7954"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6824,South East Coast,"60303","23","132","667","1334","371","81","24","259","2893","0","7","23","5","0","0","0","4","46","0","0","0","0","0","0","0","0","0","0","7","23","4","0","0","0","4","46","3","3","17","0","0","0","0","6","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","17","0","0","0","0","6","34","9","22","17","7","0","0","0","12","70","0","3","8","17","5","0","0","5","42","38","169","728","1367","381","83","24","287","3077"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6823,Holdfast Bay,"40301","0","60","944","4003","1880","300","80","302","7563","4","235","1929","760","47","8","4","221","3195","0","45","292","522","126","14","0","80","1083","5","278","2218","1282","165","22","7","304","4279","3","405","838","82","7","3","7","166","1509","0","107","385","117","3","0","0","74","685","4","201","321","210","12","0","0","104","847","0","0","0","3","0","0","0","0","3","5","710","1545","407","22","3","6","342","3050","5","16","20","13","4","0","0","23","76","0","8","20","26","8","0","0","11","71","24","1074","4742","5726","2082","324","94","979","15038"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6822,Marion,"40302","20","170","2509","15074","5793","892","146","988","25590","7","506","2647","3069","184","31","9","442","6898","3","38","461","1221","120","18","6","137","1996","8","547","3105","4281","308","41","17","584","8886","7","382","1631","330","11","0","0","244","2605","0","0","7","0","0","0","0","0","10","0","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","3","7","383","1637","331","11","0","0","244","2622","3","4","19","13","5","0","0","13","58","0","3","24","72","8","3","0","8","124","41","1110","7291","19774","6126","936","160","1834","37285"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6821,Burnie - Ulverstone,"60401","17","247","2522","10400","3037","500","102","1036","17876","9","385","779","80","13","3","0","153","1417","3","13","97","12","0","0","0","19","154","13","399","876","97","13","4","0","171","1568","3","59","75","12","3","0","0","46","196","4","25","9","0","0","0","0","0","38","0","15","39","7","0","0","0","3","69","0","3","0","0","0","0","0","3","5","6","101","116","21","3","0","3","53","302","6","64","31","33","6","0","0","45","181","0","5","13","21","12","0","0","9","58","45","816","3572","10565","3064","507","106","1313","19986"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6820,Devonport,"60402","31","284","2297","9246","2903","482","108","961","16312","4","240","680","144","18","3","0","125","1214","0","21","92","17","0","0","3","31","170","4","267","778","159","16","3","3","156","1386","0","67","169","47","5","0","0","31","322","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","71","179","47","5","0","0","30","331","15","65","48","21","3","0","0","49","203","3","3","7","12","12","3","0","8","45","52","690","3300","9488","2937","489","110","1202","18275"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-681f,West Coast,"60403","18","170","1041","3651","1218","192","49","485","6829","0","16","40","40","7","0","0","7","107","0","0","0","0","0","0","0","0","0","0","16","40","40","7","0","0","7","107","0","51","62","7","5","0","0","29","158","0","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0","51","62","7","5","0","0","29","168","7","12","18","11","6","0","0","19","72","3","7","9","23","10","3","0","10","66","24","264","1172","3733","1245","199","55","556","7243"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-681e,Darwin City,"70101","8","32","106","852","936","252","62","251","2498","7","89","316","77","4","0","0","66","564","7","53","447","502","68","0","0","141","1222","11","141","765","583","76","0","0","216","1788","7","71","278","337","26","3","3","110","833","9","115","478","225","4","0","3","155","997","33","560","1611","1385","47","3","8","563","4205","0","0","0","0","0","0","0","0","0","51","751","2366","1948","73","4","10","828","6031","76","139","33","39","11","0","3","295","602","6","14","18","25","8","0","0","60","137","154","1078","3291","3441","1113","255","74","1653","11060"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-681d,Darwin Suburbs,"70102","35","108","361","6432","3398","736","186","1215","12468","5","172","767","203","19","6","0","172","1346","5","40","482","117","11","0","0","83","737","8","208","1249","318","30","6","3","261","2085","11","254","1184","294","31","4","0","298","2075","39","130","483","67","0","0","0","128","841","0","49","501","162","0","0","0","102","816","0","3","3","0","0","0","0","8","10","47","436","2174","520","31","4","0","528","3747","138","223","55","65","30","3","0","281","785","4","18","23","23","0","5","0","17","93","238","993","3854","7350","3494","752","187","2303","19177"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-681c,Litchfield,"70103","92","421","953","2065","1377","372","123","799","6206","0","4","3","34","12","0","0","9","63","0","3","0","0","0","0","0","0","7","0","6","3","37","12","0","0","9","65","5","9","21","10","0","3","0","7","50","0","24","65","0","0","0","0","25","111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","29","88","11","0","3","0","30","162","306","410","84","72","35","0","3","295","1200","8","15","19","15","9","3","3","12","81","411","871","1153","2206","1435","381","129","1142","7718"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-681b,Palmerston,"70104","14","61","268","4185","3027","344","57","754","8704","0","70","347","413","20","3","0","107","959","0","0","140","106","12","0","0","44","305","0","71","487","512","34","3","0","147","1263","3","193","657","293","11","0","5","220","1385","0","7","74","27","0","0","0","24","137","0","0","172","31","0","0","0","53","252","0","3","0","0","0","0","0","0","4","3","204","902","351","14","0","5","289","1773","4","3","4","4","0","0","0","38","46","3","4","3","8","3","0","0","9","26","23","343","1666","5057","3075","351","59","1242","11814"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-681a,Alice Springs,"70201","24","182","657","3756","1594","261","57","1015","7542","17","344","827","397","33","5","3","279","1907","0","55","444","146","9","3","0","132","789","17","399","1270","545","46","8","8","413","2697","46","369","202","43","23","0","3","217","903","6","7","8","0","0","0","0","4","34","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","4","7","51","380","213","43","23","0","3","233","942","422","517","116","196","131","16","11","483","1897","18","31","22","19","3","0","5","43","147","524","1511","2279","4564","1792","287","79","2190","13227"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6819,Barkly,"70202","11","44","142","668","176","25","12","151","1220","0","6","31","9","0","0","0","12","60","0","0","3","0","0","0","0","0","4","0","7","29","4","0","0","0","16","65","0","56","67","18","5","0","0","15","172","7","15","0","0","0","0","0","4","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","73","67","21","3","0","0","20","196","109","121","24","68","28","4","4","75","434","0","3","0","5","0","0","0","0","16","132","246","266","763","217","25","16","264","1924"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6818,Daly - Tiwi - West Arnhem,"70203","75","263","670","1445","411","44","13","480","3394","3","39","202","23","3","0","0","54","327","0","0","6","3","0","0","0","11","21","3","39","215","23","3","0","0","63","352","0","48","47","4","0","0","0","34","144","0","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","51","58","11","0","0","0","36","149","295","264","68","80","31","3","3","264","1016","5","18","11","14","3","3","3","26","81","380","631","1016","1567","451","48","26","874","4991"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6817,East Arnhem,"70204","8","44","308","1298","318","32","34","193","2239","3","45","201","32","0","0","0","38","317","0","0","4","0","0","0","0","0","4","3","45","204","32","0","0","0","38","321","0","16","17","10","0","0","0","15","59","0","6","74","0","0","0","0","33","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","86","12","0","0","3","44","173","13","13","11","3","0","0","0","20","64","0","4","3","3","0","0","0","5","18","30","132","616","1351","325","32","37","298","2818"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6816,Katherine,"70205","22","132","399","1888","580","94","31","732","3873","6","61","167","28","13","0","0","85","357","0","0","5","10","0","0","0","17","35","4","60","174","40","13","0","0","98","395","0","40","89","8","3","0","0","70","212","0","6","3","0","0","0","0","4","16","0","30","25","3","0","0","0","27","87","0","0","0","0","0","0","0","0","3","0","80","124","12","3","0","0","103","325","398","523","87","138","69","7","7","438","1677","23","68","33","59","25","0","4","38","247","450","867","818","2135","683","111","39","1403","6510"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6815,Belconnen,"80101","20","241","822","11881","9784","1806","368","1158","26082","3","195","1681","1932","183","14","5","263","4280","0","80","422","1041","161","27","5","138","1878","3","276","2104","2972","345","41","15","402","6156","7","218","404","161","14","3","0","83","895","3","307","497","127","0","0","0","105","1041","3","1068","751","124","3","0","0","192","2147","0","8","3","0","0","0","0","0","17","14","1601","1654","417","23","6","0","388","4093","0","3","0","4","3","0","0","4","22","3","7","6","10","11","0","0","3","41","40","2126","4584","15283","10158","1856","389","1960","36396"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6814,Canberra East,"80103","0","27","108","106","28","6","4","60","343","0","0","3","8","0","0","0","3","16","0","0","0","0","0","0","0","0","0","0","0","3","8","3","0","0","3","21","3","56","5","0","0","0","0","14","79","0","0","7","0","0","0","0","8","11","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","3","54","10","0","0","0","0","19","92","17","57","33","6","0","0","0","37","155","0","4","5","3","4","0","0","0","15","27","148","159","131","34","6","5","123","627"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6813,Gungahlin,"80104","12","37","282","4693","8459","1483","196","633","15794","3","47","717","1929","134","7","0","169","2999","12","164","734","1730","707","46","9","236","3637","13","207","1445","3661","836","57","14","404","6636","0","75","73","25","4","0","0","23","207","0","535","441","83","29","0","0","95","1186","0","326","308","88","20","0","0","72","819","0","0","0","0","0","0","0","0","5","4","943","824","196","56","0","0","198","2219","0","0","0","0","5","0","0","0","7","0","6","3","14","10","3","0","7","44","31","1194","2555","8563","9364","1542","203","1243","24697"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6812,North Canberra,"80105","9","107","689","4321","2743","615","104","441","9025","8","171","357","509","87","12","5","174","1321","6","163","479","1199","131","14","0","155","2155","12","337","840","1708","213","28","3","331","3475","10","701","1007","120","16","3","3","244","2088","31","772","1152","166","11","0","0","320","2452","34","1591","1541","203","10","0","0","439","3814","0","32","15","9","0","0","0","7","63","76","3099","3709","489","39","5","5","1003","8421","3","0","0","0","3","0","0","60","71","0","39","24","16","3","0","0","17","103","96","3597","5258","6527","2999","645","120","1860","21097"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6811,South Canberra,"80106","4","53","406","1926","1808","569","111","267","5147","0","80","162","183","32","4","4","53","520","3","45","237","467","118","18","3","89","970","3","121","398","654","150","20","5","138","1492","3","156","508","122","5","0","0","89","887","3","265","1046","207","4","0","0","126","1653","11","833","1139","324","8","0","0","244","2557","0","4","3","0","0","0","0","0","7","16","1261","2697","653","15","3","0","457","5101","0","0","0","3","0","0","0","6","10","0","7","3","10","0","0","0","4","26","28","1449","3505","3238","1978","587","116","870","11771"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6810,Tuggeranong,"80107","14","107","583","11751","10168","1916","323","1075","25937","6","92","860","2032","141","5","0","238","3369","0","50","253","575","166","6","0","70","1121","7","137","1110","2609","306","11","0","303","4490","0","48","90","164","16","0","0","125","439","0","28","95","16","8","0","0","23","166","0","112","113","15","3","0","0","26","265","0","3","3","3","0","0","0","0","12","0","191","295","193","29","0","0","174","889","0","0","0","0","4","0","0","0","5","0","0","8","13","4","0","0","4","34","24","438","2005","14570","10506","1933","323","1555","31355"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-680f,Weston Creek,"80108","3","27","198","3132","2889","573","104","289","7207","4","134","492","275","33","0","0","74","1011","0","33","71","139","9","6","0","32","285","4","166","562","412","42","6","0","108","1300","0","23","67","22","15","0","0","15","137","0","0","4","5","0","0","0","3","16","0","0","0","0","0","0","0","0","0","0","43","16","15","0","0","0","7","84","0","65","92","43","15","0","0","26","243","0","0","0","10","5","3","0","0","21","0","0","0","3","3","0","0","0","13","12","258","848","3597","2958","579","109","422","8781"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-680e,Woden Valley,"80109","12","52","266","3407","3439","928","194","361","8664","0","149","383","427","57","8","3","94","1125","18","261","661","653","46","9","3","128","1776","19","410","1041","1081","107","16","4","223","2905","16","105","147","50","3","0","3","53","373","22","413","697","149","0","0","0","134","1419","3","174","216","58","0","0","0","62","510","0","9","9","3","0","0","0","3","25","40","706","1065","251","3","5","3","254","2327","0","0","0","0","0","0","0","5","9","0","7","11","0","0","0","0","7","18","69","1166","2392","4742","3554","943","201","849","13921"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-680d,Molonglo,"80110","0","3","7","120","468","82","12","41","735","0","0","6","51","3","0","0","0","60","0","4","44","218","87","3","0","35","396","0","4","48","267","93","3","0","38","452","0","6","0","0","0","0","0","0","11","0","68","122","6","0","0","0","18","212","0","117","233","43","0","0","0","54","451","0","0","0","0","0","0","0","0","0","0","194","354","55","0","0","0","77","678","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","203","410","445","562","88","12","155","1874"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-680c,Urriarra - Namadgi,"80111","0","0","17","54","70","9","5","14","176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","3","14","54","70","13","5","20","185"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-680b,Christmas Island,"90101","0","10","38","126","21","0","0","11","215","0","3","27","24","0","0","3","3","61","0","0","24","8","0","0","0","4","42","0","3","47","36","0","0","3","9","103","9","21","21","5","0","0","0","9","63","0","0","20","33","4","0","0","21","74","0","0","0","3","0","0","0","0","8","0","0","0","0","0","0","0","0","0","9","18","37","47","5","0","0","28","147","0","0","0","0","0","0","0","3","4","0","0","7","5","0","0","0","0","12","6","42","131","211","28","0","3","50","478"
