gml_id,sa3_name16,sa3_code16,separate_house_nofb_0_i_b,separate_house_nofb_1,separate_house_nofb_2,separate_house_nofb_3,separate_house_nofb_4,separate_house_nofb_5,separate_house_nofb_6_or_m,separate_house_nofb_ns,separate_house_total,se_d_r_or_t_h_t_1_s_nofb_0_ib,se_d_r_or_t_h_t_1_st_nofb_1,se_d_r_or_t_h_t_1_st_nofb_2,se_d_r_or_t_h_t_1_st_nofb_3,se_d_r_or_t_h_t_1_st_nofb_4,se_d_r_or_t_h_t_1_st_nofb_5,se_d_r_or_t_h_t_1_st_nofb_6_m,se_d_r_or_t_h_t_1_st_nofb_ns,se_d_r_or_t_h_t_1_st_total,se_d_r_or_t_h_t_2_s_nofb_0_ib,se_d_r_or_t_h_t_2_sts_nofb_1,se_d_r_or_t_h_t_2_sts_nofb_2,se_d_r_or_t_h_t_2_sts_nofb_3,se_d_r_or_t_h_t_2_sts_nofb_4,se_d_r_or_t_h_t_2_sts_nofb_5,se_d_r_or_t_h_t_2_st_nofb_6_m,se_d_r_or_t_h_t_2_sts_nofb_ns,se_d_r_or_t_h_t_2_sts_total,se_d_r_or_t_h_t_tot_nofb_0_ib,se_d_r_or_t_h_t_tot_nofb_1,se_d_r_or_t_h_t_tot_nofb_2,se_d_r_or_t_h_t_tot_nofb_3,se_d_r_or_t_h_t_tot_nofb_4,se_d_r_or_t_h_t_tot_nofb_5,se_d_r_or_t_h_t_tot_nofb_6_m,se_d_r_or_t_h_t_tot_nofb_ns,se_d_r_or_t_h_t_tot_total,flt_at_1_or2_st_bl_nofb_0_ib,flt_at_in_1_or2_s_b_nofb_1,flt_at_in_1_or2_s_b_nofb_2,flt_at_in_1_or2_s_b_nofb_3,flt_at_in_1_or2_s_b_nofb_4,flt_at_in_1_or2_s_b_nofb_5,flt_at_in_1_or2_s_b_nob_6_m,flt_at_in_1_or2_s_b_nob_ns,flt_at_in_1_or2_s_b_total,flt_apt_3_st_bl_nob_0_ib,flt_apt_in_3_st_bl_nofb_1,flt_apt_in_3_st_bl_nofb_2,flt_apt_in_3_st_bl_nofb_3,flt_apt_in_3_st_bl_nofb_4,flt_apt_in_3_st_bl_nofb_5,flt_apt_in_3_s_bl_nofb_6_m,flt_apt_in_3_st_bl_nofb_ns,flt_apt_in_3_st_bl_total,flt_apt_4_or_m_s_b_nofb_0_ib,flt_apt_4_or_m_s_b_nofb_1,flt_apt_4_or_m_s_b_nofb_2,flt_apt_4_or_m_s_b_nofb_3,flt_apt_4_or_m_s_b_nofb_4,flt_apt_4_or_m_s_b_nofb_5,flt_apt_4_or_m_s_b_nofb_6_m,flt_apt_4_or_m_s_b_nofb_ns,flt_apt_4_or_m_s_b_total,flt_apt_at_to_a_h_nofb_0_ib,flt_apt_at_to_a_hse_nofb_1,flt_apt_at_to_a_hse_nofb_2,flt_apt_at_to_a_hse_nofb_3,flt_apt_at_to_a_hse_nofb_4,flt_apt_at_to_a_hse_nofb_5,flt_apt_at_to_a_hs_nofb_6_m,flt_apt_at_to_a_hs_nofb_ns,flt_apt_at_to_a_hse_total,flt_apart_tot_nofb_0_i_b,flt_apart_tot_nofb_1,flt_apart_tot_nofb_2,flt_apart_tot_nofb_3,flt_apart_tot_nofb_4,flt_apart_tot_nofb_5,flt_apart_tot_nofb_6_or_m,flt_apart_tot_nofb_ns,flt_apart_tot_total,other_dwelling_nofb_0_i_b,other_dwelling_nofb_1,other_dwelling_nofb_2,other_dwelling_nofb_3,other_dwelling_nofb_4,other_dwelling_nofb_5,other_dwelling_nofb_6_or_m,other_dwelling_nofb_ns,other_dwelling_total,dweling_structu_ns_nofb_0_i_b,dweling_structur_ns_nofb_1,dweling_structur_ns_nofb_2,dweling_structur_ns_nofb_3,dweling_structur_ns_nofb_4,dweling_structur_ns_nofb_5,dwelig_struct_ns_nofb_6_or_m,dweling_structur_ns_nofb_ns,dweling_structur_ns_total,total_nofb_0_i_b,total_nofb_1,total_nofb_2,total_nofb_3,total_nofb_4,total_nofb_5,total_nofb_6_or_m,total_nofb_ns,total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-684c,Perth City,"50302","6","184","2700","7628","4486","869","135","990","17007","3","235","1080","947","114","11","4","239","2637","11","287","1332","2496","428","33","5","407","4998","14","526","2407","3436","547","50","10","640","7635","29","929","1862","350","15","3","4","600","3794","78","1486","2557","446","11","0","9","721","5309","140","3001","5165","1281","47","11","6","1733","11379","0","3","0","0","0","0","0","4","15","242","5420","9593","2076","75","16","14","3056","20487","6","30","43","26","5","0","0","300","415","8","23","52","39","14","3","0","31","165","284","6177","14794","13207","5129","936","157","5015","45708"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-684b,Bayswater - Bassendean,"50401","20","159","2060","10881","7726","1078","184","1245","23355","11","303","1498","2146","289","16","6","401","4668","5","188","575","851","127","9","0","162","1914","10","488","2072","2999","416","23","7","564","6587","7","192","825","262","4","0","0","137","1430","0","120","380","48","4","0","0","58","610","0","253","267","16","0","0","0","102","645","0","0","0","0","0","0","0","0","3","5","566","1478","328","7","3","3","302","2689","0","3","3","5","3","0","0","25","36","0","6","6","31","23","3","3","8","91","41","1227","5629","14244","8173","1106","199","2135","32760"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-684a,Mundaring,"50402","16","162","1003","5044","5958","1028","225","767","14201","3","156","258","213","30","3","0","64","727","0","4","24","3","0","0","0","0","31","3","161","280","213","30","5","0","72","767","0","8","7","0","0","0","0","3","16","0","4","6","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","4","0","19","12","0","0","0","0","6","36","9","15","4","0","3","0","3","14","45","0","4","3","7","7","4","0","4","28","31","359","1306","5269","5997","1031","233","856","15076"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6849,Swan,"50403","41","207","1185","12241","19975","2180","382","2258","38469","10","244","1074","2474","431","22","4","433","4694","0","54","223","348","55","0","0","87","767","7","297","1298","2819","490","26","3","513","5460","0","56","88","45","7","0","0","55","252","0","47","182","20","3","3","0","51","297","0","0","20","3","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","106","290","63","10","3","0","109","580","41","107","89","34","12","0","0","117","394","0","9","4","33","26","0","3","21","104","88","728","2872","15198","20514","2213","390","3016","45014"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6848,Joondalup,"50501","31","138","769","13714","28003","4372","620","1750","49404","0","131","672","2100","269","23","9","209","3408","5","79","137","630","305","58","17","99","1330","5","206","814","2731","577","80","20","305","4744","23","84","190","178","10","0","0","66","554","0","42","231","79","11","0","0","35","398","0","75","184","88","3","0","0","30","376","0","3","0","0","0","0","0","0","11","23","204","604","343","20","3","0","130","1333","3","33","95","24","15","3","3","28","197","0","14","11","11","16","5","3","12","68","73","601","2287","16822","28638","4465","641","2226","55742"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6847,Stirling,"50502","32","269","2488","19089","16165","2842","458","2368","43701","33","1121","6713","13312","683","50","28","1942","23881","0","191","914","3145","967","81","12","459","5767","30","1314","7628","16455","1649","135","32","2402","29654","19","739","2267","359","15","0","0","442","3839","4","216","365","65","4","0","0","81","742","3","61","164","160","3","0","0","56","451","0","0","3","3","0","0","0","0","3","30","1016","2802","582","24","3","0","578","5036","26","37","4","14","13","0","0","44","141","0","11","31","82","33","4","0","26","185","117","2641","12955","36224","17879","2981","493","5424","78714"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6846,Wanneroo,"50503","46","208","1650","15691","32887","3329","470","3289","57561","6","349","1208","3097","703","53","3","447","5865","0","34","156","349","66","16","8","83","709","6","383","1366","3445","768","69","8","529","6572","0","18","37","20","4","4","0","30","111","0","8","25","3","0","0","0","6","45","0","0","9","0","0","0","0","3","12","0","0","0","0","0","0","0","0","3","0","25","65","25","5","4","0","41","159","19","73","46","10","10","4","0","62","231","3","4","5","29","21","3","3","8","75","80","693","3137","19198","33683","3402","478","3933","64601"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6845,Armadale,"50601","37","170","868","9495","11428","1372","259","1544","25177","7","186","642","1845","314","18","7","352","3364","0","8","6","33","15","0","3","7","78","7","201","648","1874","331","18","5","357","3448","0","22","82","35","12","0","0","26","178","0","3","53","7","0","0","0","11","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","21","134","43","12","0","0","32","249","18","41","10","11","4","0","0","35","117","0","3","9","16","13","3","0","12","54","61","436","1669","11437","11793","1391","266","1991","29048"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6844,Belmont - Victoria Park,"50602","20","222","2095","8788","4432","575","110","1463","17692","16","388","1111","2273","351","29","12","578","4749","22","162","454","1234","320","24","8","254","2473","41","546","1566","3511","663","53","15","829","7224","6","313","391","209","70","9","8","283","1285","11","289","553","98","0","0","0","244","1196","4","565","824","306","23","0","0","309","2035","0","0","0","0","0","0","0","0","0","25","1172","1761","613","95","6","8","840","4515","9","11","4","8","8","0","0","46","88","3","8","18","26","22","0","8","29","116","94","1964","5446","12943","5220","636","141","3202","29630"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6843,Canning,"50603","25","235","1210","9471","11397","1942","449","1237","25967","35","283","1211","2720","492","69","47","454","5310","4","79","85","221","125","39","38","61","659","33","365","1296","2946","620","106","86","518","5965","4","176","265","410","26","3","3","88","975","0","32","32","41","0","0","0","23","124","22","68","125","0","0","0","0","37","256","0","0","0","0","0","0","0","0","0","27","274","419","455","26","3","3","152","1361","0","0","4","4","5","0","4","6","28","0","3","6","27","20","0","3","14","80","97","879","2941","12900","12074","2060","538","1925","33408"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6842,Gosnells,"50604","40","170","1128","13192","17266","1840","278","1826","35748","10","267","869","2029","327","27","10","373","3920","0","24","101","132","28","7","0","23","314","12","295","972","2162","359","30","10","399","4236","0","10","151","183","4","0","3","33","397","0","23","55","29","0","0","0","6","109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","34","203","211","4","0","6","44","511","19","63","15","38","30","7","0","52","236","0","5","10","32","14","0","0","23","87","78","580","2327","15633","17679","1882","290","2343","40809"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6841,Kalamunda,"50605","17","140","866","6738","9150","1468","285","1062","19727","8","125","330","428","50","5","0","89","1030","0","6","26","14","4","0","0","9","53","8","130","351","437","49","5","0","97","1085","0","37","4","3","4","0","0","3","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","6","3","3","0","0","3","53","8","39","45","22","19","5","3","47","184","0","6","9","10","8","4","0","9","56","35","350","1275","7215","9236","1476","295","1217","21097"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6840,Serpentine - Jarrahdale,"50606","11","67","351","1970","4999","669","154","501","8718","0","10","15","44","7","0","0","8","90","0","0","0","0","0","0","0","0","0","0","10","15","47","13","0","0","8","94","0","0","10","0","0","0","0","4","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","4","11","0","3","0","6","6","0","0","7","23","0","0","4","5","11","3","4","0","26","12","86","375","2028","5024","671","159","516","8870"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-683f,South Perth,"50607","0","79","940","3143","3062","686","158","458","8535","0","138","1264","986","133","15","0","185","2730","4","167","912","1880","354","35","3","297","3653","8","306","2178","2868","484","48","10","484","6379","3","147","504","153","27","0","3","121","956","4","166","372","73","8","0","0","83","702","0","132","394","247","8","0","0","168","939","0","0","0","0","0","0","0","0","0","10","437","1272","471","41","6","3","370","2601","3","4","0","9","0","0","0","6","24","0","4","25","12","17","0","0","5","66","21","829","4412","6502","3606","740","167","1329","17600"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-683e,Cockburn,"50701","31","218","821","9726","16141","1657","253","1614","30461","7","277","1067","1958","355","25","8","341","4029","3","101","158","436","172","16","0","86","976","9","377","1222","2393","525","44","8","432","5009","0","71","222","19","3","0","0","49","359","0","113","407","122","4","0","0","120","766","0","206","457","76","6","0","0","132","875","0","0","0","0","0","0","0","3","3","0","384","1083","216","12","0","3","301","2005","9","43","77","13","4","0","0","71","227","0","8","11","23","14","0","0","73","140","59","1031","3214","12372","16691","1701","269","2493","37838"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-683d,Fremantle,"50702","8","183","1410","4297","2459","405","84","583","9428","7","224","832","494","69","7","0","223","1861","14","165","559","860","141","17","0","185","1939","21","393","1383","1350","208","27","3","415","3796","7","164","172","34","5","3","0","87","474","4","134","338","113","5","0","0","140","732","22","203","331","149","14","0","0","166","887","0","0","0","0","0","0","0","0","6","32","505","839","296","24","3","3","399","2099","14","35","59","10","5","0","0","61","191","9","18","19","24","7","0","0","68","153","84","1132","3705","5981","2704","439","94","1522","15667"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-683c,Kwinana,"50703","12","79","544","4557","5697","507","77","915","12392","0","68","141","274","62","0","0","70","617","0","3","66","47","3","0","0","12","131","0","74","205","317","66","0","0","81","745","3","60","188","52","3","0","0","67","375","0","0","91","34","0","0","0","34","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","63","279","86","5","0","0","101","539","0","3","0","26","31","3","6","45","105","0","0","7","13","15","3","0","4","39","15","219","1033","5003","5807","508","86","1144","13822"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-683b,Melville,"50704","22","168","1428","9194","13780","2719","538","1105","28953","9","188","2375","2690","320","27","10","462","6074","0","16","186","809","472","94","9","74","1667","9","201","2558","3500","791","119","19","538","7742","17","201","457","100","0","0","0","99","881","0","64","147","13","3","0","0","52","280","0","27","148","80","0","0","0","34","285","0","0","0","4","0","0","0","0","3","17","296","754","197","3","0","0","191","1455","0","0","0","4","6","0","0","3","17","0","5","16","27","37","0","0","11","102","46","667","4750","12926","14619","2835","559","1853","38257"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-683a,Rockingham,"50705","41","272","1341","11145","22815","2134","315","2659","40733","4","149","870","1073","108","4","3","246","2458","0","39","194","220","59","3","0","68","584","4","190","1063","1295","166","4","3","314","3045","0","128","499","144","18","0","0","107","894","0","0","9","0","0","0","0","8","20","0","26","62","41","0","0","0","91","227","0","0","0","0","0","0","0","0","0","3","153","572","180","13","0","0","211","1134","20","106","32","27","15","3","0","55","255","0","4","6","15","17","6","0","9","60","72","725","3019","12662","23034","2150","323","3245","45225"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6839,Albany,"50901","46","387","2436","9293","6360","919","216","1650","21321","8","292","500","306","19","3","0","161","1294","3","15","46","24","4","0","0","6","102","11","308","541","334","27","3","0","171","1394","0","30","42","14","3","0","0","37","130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","33","43","21","3","0","0","37","134","58","143","84","51","18","3","0","85","443","0","14","27","54","35","3","4","12","148","117","876","3132","9745","6446","937","228","1954","23429"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6838,Wheat Belt - North,"50902","70","439","2602","8411","6263","1063","302","2058","21210","3","103","151","90","12","0","4","62","428","0","0","4","7","3","3","0","0","17","3","103","157","97","21","3","4","66","451","0","52","89","30","10","0","0","50","231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8","0","55","89","35","8","0","0","52","235","76","177","70","51","29","7","9","160","590","7","23","31","74","51","14","8","76","275","165","791","2946","8662","6370","1088","328","2412","22758"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6837,Wheat Belt - South,"50903","22","121","897","3270","2162","348","72","734","7638","0","44","106","68","3","0","0","53","276","0","0","0","0","0","0","0","0","0","0","44","106","73","3","0","0","53","277","0","21","44","10","6","0","0","13","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","21","45","10","6","0","0","13","87","21","51","55","19","7","0","0","41","193","0","5","8","30","11","0","3","18","82","53","240","1117","3400","2195","346","74","853","8277"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6836,Kimberley,"51001","69","324","989","3739","2222","254","60","1156","8813","5","134","351","173","27","0","4","187","880","0","21","117","82","11","0","0","45","277","7","148","472","254","36","0","4","237","1160","12","86","299","105","19","3","0","138","652","0","0","5","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","3","4","10","90","305","106","19","3","0","134","670","1363","1694","247","305","200","23","25","967","4824","28","53","36","50","16","5","6","49","242","1475","2311","2050","4457","2487","286","91","2549","15707"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6835,East Pilbara,"51002","5","165","462","2284","1620","176","33","782","5524","0","50","83","95","21","6","0","88","336","0","7","24","89","26","4","0","27","184","0","59","108","177","55","12","0","113","523","5","134","279","96","15","0","3","162","696","0","16","26","13","0","0","0","21","69","0","15","25","16","0","0","0","8","70","0","0","0","0","0","0","0","0","3","5","166","331","125","15","0","3","194","833","128","173","21","34","19","3","3","311","695","0","22","15","10","9","0","7","63","137","140","587","936","2633","1712","191","51","1463","7707"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6834,West Pilbara,"51003","11","127","415","3382","2668","212","41","733","7591","7","95","404","291","31","0","0","106","944","0","12","35","21","12","0","0","14","87","7","103","441","308","46","0","0","128","1039","13","92","54","70","3","0","12","41","283","0","21","4","5","0","0","0","6","40","0","14","38","13","0","0","0","43","115","0","0","0","0","0","0","0","0","0","13","135","101","85","3","0","12","93","444","285","417","67","69","46","0","4","279","1163","8","12","7","14","9","0","9","53","116","330","797","1028","3861","2764","212","70","1280","10344"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6833,Esperance,"51101","11","103","443","2246","1685","275","43","577","5375","3","101","171","74","9","0","0","67","431","0","0","10","19","0","0","0","7","35","3","102","177","94","12","0","0","74","462","0","14","23","24","3","0","0","9","87","0","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","20","26","24","3","0","0","14","87","26","54","21","22","12","3","0","48","182","11","29","14","18","15","6","0","94","187","51","305","673","2406","1728","284","43","815","6299"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6832,Gascoyne,"51102","19","88","347","1453","656","70","39","440","3114","5","69","84","26","7","0","0","77","276","0","0","9","10","0","0","0","4","19","5","69","89","33","7","0","0","86","294","0","11","40","16","0","0","0","8","82","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","48","16","0","0","0","8","83","782","1024","114","158","142","10","10","552","2798","17","34","6","11","10","6","0","80","163","827","1226","602","1675","820","90","51","1157","6453"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6831,Goldfields,"51103","18","135","846","4774","3639","521","100","1126","11173","18","232","563","588","49","8","4","259","1710","0","9","61","102","33","0","0","42","255","18","237","623","689","82","4","4","305","1960","3","96","111","35","3","0","0","69","312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","96","111","35","3","0","0","69","312","110","218","37","32","25","3","9","415","848","22","41","11","18","14","4","4","106","225","169","726","1628","5547","3769","537","117","2021","14520"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6830,Mid West,"51104","49","263","1434","7086","6644","763","152","1501","17891","5","143","641","392","23","5","0","191","1406","0","15","87","100","94","15","0","23","333","7","155","725","489","120","21","0","213","1741","3","126","174","79","4","0","0","88","484","0","3","14","0","0","0","0","5","19","0","0","4","0","0","0","0","0","4","0","0","0","0","0","0","0","0","3","3","124","187","80","9","0","0","96","505","300","433","184","137","69","13","8","388","1524","34","57","35","44","21","5","9","85","284","390","1034","2558","7843","6862","798","171","2288","21951"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-682f,Brighton,"60101","8","58","383","3637","1009","178","33","384","5687","0","8","49","11","3","0","0","19","92","0","0","10","0","0","0","0","7","18","0","14","60","12","3","0","0","24","111","0","55","363","80","3","0","0","42","546","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","363","80","3","0","0","42","546","3","7","0","4","0","0","0","3","15","0","0","6","7","0","0","0","0","16","15","126","806","3750","1015","179","33","456","6376"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-682e,Hobart - North East,"60102","24","230","2682","10763","4042","787","147","855","19526","6","216","328","54","7","0","0","69","682","0","41","149","41","7","3","0","27","276","9","256","474","98","19","3","3","91","956","4","88","165","32","5","0","0","43","337","0","7","73","0","0","0","0","8","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","90","241","32","5","0","0","49","422","13","25","13","19","3","0","0","31","100","0","7","11","15","5","3","0","3","44","50","602","3418","10932","4067","794","148","1029","21048"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-682d,Hobart - North West,"60103","28","184","3109","10669","2613","517","131","1105","18356","7","320","497","54","7","0","0","150","1035","4","46","247","39","4","3","0","35","368","13","363","748","96","14","6","0","179","1405","17","584","1242","233","38","4","5","245","2371","4","18","35","6","0","0","0","11","77","0","0","0","4","0","0","0","0","3","0","3","0","0","0","0","0","3","8","24","607","1283","240","41","3","5","258","2457","9","25","33","38","3","0","0","18","122","0","10","7","7","4","0","0","3","33","72","1177","5177","11038","2672","523","142","1568","22371"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-682c,Hobart - South and West,"60104","17","182","1701","5573","2864","624","137","505","11602","0","92","230","47","3","0","0","33","403","0","4","131","81","7","0","0","11","230","0","93","363","125","10","3","0","44","636","0","52","145","45","9","0","0","19","267","0","0","8","3","0","0","0","0","9","0","0","3","3","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","47","156","53","9","0","0","19","280","3","16","7","7","3","0","0","18","57","0","5","3","3","3","0","0","0","17","21","345","2225","5771","2891","629","137","584","12598"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-682b,Hobart Inner,"60105","23","266","2643","6190","3371","894","233","721","14344","5","190","471","184","33","15","3","83","998","9","140","648","326","78","16","5","87","1319","19","327","1117","515","116","32","9","172","2310","58","903","1114","278","65","13","6","257","2701","54","214","390","103","16","3","0","101","883","24","184","361","66","4","4","0","80","719","0","24","17","12","3","3","0","8","72","140","1329","1876","461","89","19","14","447","4372","14","29","24","17","6","0","0","67","156","0","19","29","21","3","3","3","25","102","194","1968","5694","7199","3589","954","260","1435","21287"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-682a,Sorell - Dodges Ferry,"60106","17","167","1239","3167","1109","202","23","411","6335","0","17","37","11","0","0","0","7","72","0","0","4","3","0","0","0","0","12","0","17","43","13","0","0","0","7","86","0","0","0","0","0","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","7","6","27","12","6","0","0","0","6","62","0","0","4","12","3","0","0","4","28","20","222","1307","3204","1113","202","29","431","6523"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p36_dwelling_structure_by_num_bdrooms_census_2016.fid--7a4d496e_1724c35c6d1_-6829,Launceston,"60201","35","293","3966","14511","5367","991","173","1601","26935","8","566","1159","222","30","3","0","259","2258","0","44","282","277","100","21","12","67","810","16","605","1443","501","128","27","14","331","3068","18","623","1444","241","34","11","7","324","2701","0","22","80","9","0","0","0","18","134","25","83","9","7","0","0","0","22","147","0","38","25","5","5","0","0","8","81","43","774","1558","256","44","15","6","375","3067","8","29","45","28","14","3","0","42","162","3","11","36","34","14","0","3","20","123","102","1716","7048","15337","5565","1033","192","2364","33355"
