SA3_MAIN11,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P,SA3_NAME11
30802,0,0,0,528,104,632,48,4,52,0,0,0,32,36,68,13341,9630,22971,1468,1063,2531,353,15,368,478,36,514,251,50,301,172,75,247,639,670,1309,17310,11683,28993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,103,14,117,13,5,18,12,0,12,128,22,150,334,73,407,462,95,557,0,0,0,23,3,26,18,3,21,41,6,47,774,1007,1781,1986,1854,3840,320,277,597,20893,14922,35815,Gladstone - Biloela
30803,18,7,25,585,241,826,10,5,15,3,0,3,80,86,166,17283,15243,32526,2140,1973,4113,674,16,690,354,39,393,374,68,442,180,81,261,857,812,1669,22558,18571,41129,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,3,0,3,6,6,12,0,0,0,0,0,0,87,11,98,24,23,47,10,14,24,121,48,169,197,100,297,324,154,478,3,3,6,8,0,8,23,3,26,34,6,40,741,1108,1849,2548,3007,5555,434,355,789,26639,23201,49840,Rockhampton
30901,116,91,207,283,477,760,9,0,9,3,0,3,27,25,52,9628,8447,18075,585,734,1319,210,4,214,191,40,231,326,165,491,139,49,188,487,533,1020,12004,10565,22569,19,25,44,0,0,0,0,0,0,63,51,114,4,4,8,9,0,9,95,80,175,0,0,0,0,0,0,8,8,16,8,24,32,10,6,16,26,38,64,106,45,151,227,163,390,27,17,44,10,3,13,11,5,16,48,25,73,697,855,1552,1082,1714,2796,238,218,456,14296,13540,27836,Broadbeach - Burleigh
30902,53,47,100,193,248,441,0,0,0,0,0,0,17,12,29,8084,7339,15423,583,581,1164,236,4,240,118,19,137,202,78,280,108,39,147,286,343,629,9880,8710,18590,9,11,20,0,0,0,0,0,0,34,31,65,3,3,6,7,0,7,53,45,98,0,0,0,0,0,0,8,6,14,17,28,45,3,4,7,28,38,66,111,36,147,192,119,311,17,9,26,4,6,10,6,3,9,27,18,45,486,709,1195,919,1478,2397,196,156,352,11700,11190,22890,Coolangatta
30903,98,98,196,198,337,535,3,6,9,0,4,4,25,14,39,9450,8240,17690,647,884,1531,204,5,209,186,35,221,187,70,257,126,44,170,263,320,583,11387,10057,21444,27,26,53,3,0,3,0,0,0,73,67,140,5,11,16,7,3,10,115,107,222,0,0,0,0,0,0,10,8,18,16,33,49,4,7,11,30,48,78,110,46,156,255,201,456,22,19,41,6,10,16,8,5,13,36,34,70,614,772,1386,959,1557,2516,219,186,405,13470,12807,26277,Gold Coast - North
30904,13,10,23,12,8,20,3,0,3,0,0,0,3,3,6,2784,2311,5095,163,201,364,145,8,153,65,4,69,16,0,16,47,25,72,140,113,253,3391,2683,6074,3,4,7,0,0,0,0,0,0,30,22,52,0,8,8,0,0,0,33,34,67,0,0,0,0,0,0,4,3,7,0,5,5,0,0,0,4,8,12,35,20,55,72,62,134,0,7,7,0,0,0,0,3,3,0,10,10,344,451,795,311,511,822,52,46,98,4170,3763,7933,Gold Coast Hinterland
30905,91,44,135,66,60,126,0,0,0,3,0,3,7,8,15,5495,4985,10480,349,444,793,169,0,169,104,7,111,49,8,57,58,26,84,119,94,213,6510,5676,12186,10,3,13,0,0,0,0,0,0,41,21,62,8,5,13,14,0,14,73,29,102,0,0,0,0,0,0,6,0,6,7,9,16,0,0,0,13,9,22,78,28,106,164,66,230,13,9,22,3,3,6,4,0,4,20,12,32,408,570,978,530,882,1412,73,80,153,7705,7286,14991,Mudgeeraba - Tallebudgera
30906,152,111,263,128,154,282,3,0,3,3,4,7,18,15,33,11235,9725,20960,891,898,1789,393,4,397,224,29,253,76,16,92,115,59,174,217,184,401,13455,11199,24654,22,34,56,0,0,0,0,0,0,86,53,139,13,19,32,22,6,28,143,112,255,0,0,0,0,0,0,9,6,15,5,24,29,4,0,4,18,30,48,122,58,180,283,200,483,25,14,39,3,8,11,3,0,3,31,22,53,556,894,1450,1107,1801,2908,184,183,367,15616,14299,29915,Nerang
30907,431,370,801,137,149,286,4,4,8,4,4,8,22,6,28,17556,14232,31788,1246,1270,2516,663,11,674,281,24,305,101,21,122,218,94,312,246,262,508,20909,16447,37356,45,65,110,0,0,0,0,0,0,169,127,296,34,27,61,21,0,21,269,219,488,0,0,0,0,0,0,26,30,56,15,28,43,0,4,4,41,62,103,199,96,295,509,377,886,66,55,121,4,3,7,14,7,21,84,65,149,966,1447,2413,1497,2555,4052,260,252,512,24225,21143,45368,Ormeau - Oxenford
31101,0,3,3,9,13,22,0,0,0,0,0,0,3,0,3,1769,1432,3201,146,155,301,118,3,121,30,0,30,15,3,18,32,17,49,128,110,238,2250,1736,3986,0,0,0,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,3,6,9,3,0,3,0,0,0,6,13,19,3,3,6,3,0,3,15,16,31,17,11,28,35,33,68,0,0,0,0,0,0,0,0,0,0,0,0,227,239,466,207,337,544,48,44,92,2767,2389,5156,Beaudesert
31105,195,237,432,378,624,1002,4,0,4,0,0,0,15,13,28,9892,7993,17885,797,810,1607,443,11,454,189,20,209,54,8,62,86,35,121,166,194,360,12219,9945,22164,28,42,70,0,0,0,0,0,0,36,44,80,16,15,31,15,4,19,95,105,200,0,0,0,0,0,0,90,119,209,35,52,87,0,10,10,125,181,306,108,44,152,328,330,658,22,25,47,8,10,18,8,0,8,38,35,73,367,571,938,927,1545,2472,202,154,356,14081,12580,26661,Loganlea - Carbrook
31106,295,320,615,751,1139,1890,0,4,4,4,0,4,59,26,85,11908,8831,20739,1107,1217,2324,427,12,439,287,17,304,136,18,154,133,36,169,252,288,540,15359,11908,27267,45,73,118,0,0,0,0,0,0,36,45,81,19,28,47,17,8,25,117,154,271,0,0,0,0,0,0,146,214,360,51,96,147,14,6,20,211,316,527,118,63,181,446,533,979,36,41,77,12,12,24,7,4,11,55,57,112,370,551,921,1170,1815,2985,333,255,588,17733,15119,32852,Springwood - Kingston
31201,5,0,5,402,109,511,7,0,7,0,0,0,3,19,22,6075,4100,10175,1090,654,1744,241,14,255,99,14,113,99,37,136,142,60,202,613,611,1224,8776,5618,14394,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,24,11,35,4,0,4,10,3,13,38,14,52,122,37,159,163,54,217,0,4,4,4,0,4,16,3,19,20,7,27,427,551,978,1205,819,2024,191,137,328,10782,7186,17968,Bowen Basin - North
31202,12,3,15,1106,285,1391,7,3,10,4,0,4,74,62,136,21411,16544,37955,2487,1773,4260,637,26,663,375,65,440,481,126,607,245,104,349,851,824,1675,27690,19815,47505,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,70,13,83,31,26,57,12,8,20,113,47,160,209,114,323,328,161,489,4,5,9,21,10,31,22,3,25,47,18,65,867,1398,2265,3110,3039,6149,511,359,870,32553,24790,57343,Mackay
31203,6,0,6,128,109,237,60,14,74,0,0,0,23,17,40,2809,2217,5026,310,267,577,130,0,130,63,17,80,66,17,83,182,117,299,550,549,1099,4327,3324,7651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,25,0,0,0,17,0,17,5,9,14,4,0,4,43,17,60,131,52,183,174,69,243,0,0,0,9,3,12,6,6,12,15,9,24,196,332,528,481,504,985,81,55,136,5274,4293,9567,Whitsunday
31301,32,62,94,57,48,105,3,0,3,0,0,0,17,4,21,3518,2958,6476,292,327,619,173,10,183,59,3,62,46,19,65,53,22,75,117,160,277,4367,3613,7980,25,31,56,0,0,0,0,0,0,102,74,176,4,13,17,0,0,0,131,118,249,0,0,0,0,0,0,0,5,5,3,9,12,4,0,4,7,14,21,52,17,69,190,149,339,15,18,33,4,3,7,6,0,6,25,21,46,223,318,541,478,699,1177,88,85,173,5371,4885,10256,Bribie - Beachmere
31302,481,493,974,76,97,173,5,0,5,0,0,0,10,13,23,8149,6778,14927,795,792,1587,582,11,593,186,16,202,97,37,134,111,36,147,257,293,550,10749,8566,19315,55,74,129,0,0,0,0,0,0,135,128,263,54,51,105,38,4,42,282,257,539,0,0,0,0,0,0,4,5,9,4,14,18,3,3,6,11,22,33,114,57,171,407,336,743,48,38,86,3,5,8,7,3,10,58,46,104,329,582,911,1095,1538,2633,234,202,436,12872,11270,24142,Caboolture
31303,12,14,26,14,10,24,0,0,0,0,0,0,0,0,0,1520,1248,2768,143,180,323,127,5,132,29,0,29,5,3,8,28,11,39,109,76,185,1987,1547,3534,0,3,3,0,0,0,0,0,0,27,19,46,5,3,8,0,0,0,32,25,57,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,16,9,25,52,34,86,3,3,6,3,0,3,0,0,0,6,3,9,209,208,417,249,293,542,51,33,84,2554,2118,4672,Caboolture Hinterland
31304,503,620,1123,99,89,188,3,0,3,0,4,4,16,10,26,9348,7714,17062,797,754,1551,553,11,564,194,11,205,49,16,65,92,38,130,154,196,350,11808,9463,21271,65,75,140,0,0,0,0,0,0,186,210,396,27,79,106,40,8,48,318,372,690,0,0,0,0,0,0,3,9,12,11,16,27,3,0,3,17,25,42,108,48,156,443,445,888,60,54,114,4,0,4,5,0,5,69,54,123,376,631,1007,1181,1675,2856,226,179,405,14103,12447,26550,Narangba - Burpengary
31305,104,141,245,184,268,452,0,0,0,5,0,5,29,21,50,8562,6997,15559,683,761,1444,288,13,301,199,14,213,153,44,197,122,35,157,286,394,680,10615,8688,19303,129,126,255,0,0,0,0,0,0,253,297,550,29,46,75,13,8,21,424,477,901,0,3,3,0,0,0,3,20,23,18,27,45,0,6,6,21,56,77,97,23,120,542,556,1098,47,51,98,6,5,11,6,3,9,59,59,118,359,535,894,908,1543,2451,193,172,365,12676,11553,24229,Redcliffe
31401,876,941,1817,310,356,666,0,0,0,4,3,7,39,19,58,14942,11962,26904,789,1189,1978,519,7,526,469,34,503,179,22,201,143,52,195,279,239,518,18549,14824,33373,110,87,197,0,0,0,0,0,0,654,586,1240,103,144,247,35,5,40,902,822,1724,0,0,0,0,0,0,64,91,155,32,51,83,5,7,12,101,149,250,188,76,264,1191,1047,2238,87,88,175,3,12,15,9,0,9,99,100,199,916,1441,2357,1752,2940,4692,229,198,427,22736,20550,43286,Hills District
31402,436,476,912,88,92,180,0,0,0,0,0,0,16,7,23,9303,7481,16784,671,780,1451,301,8,309,244,20,264,71,9,80,97,35,132,144,155,299,11371,9063,20434,145,112,257,0,0,0,0,0,0,280,342,622,51,87,138,24,3,27,500,544,1044,0,0,0,0,0,0,18,18,36,13,20,33,3,0,3,34,38,72,114,47,161,648,629,1277,59,73,132,6,5,11,9,3,12,74,81,155,296,536,832,1032,1636,2668,178,131,309,13599,12076,25675,North Lakes
31403,830,861,1691,65,83,148,0,0,0,0,3,3,16,7,23,5872,4644,10516,451,543,994,222,3,225,179,14,193,100,20,120,54,24,78,144,175,319,7933,6377,14310,78,89,167,0,0,0,0,0,0,147,174,321,46,71,117,46,13,59,317,347,664,0,0,0,0,3,3,8,11,19,11,13,24,3,3,6,22,30,52,79,33,112,418,410,828,42,40,82,0,3,3,4,3,7,46,46,92,173,269,442,711,1121,1832,124,100,224,9405,8323,17728,Strathpine
31501,3,0,3,120,38,158,25,23,48,0,0,0,18,42,60,2507,1758,4265,474,531,1005,157,7,164,42,5,47,126,55,181,155,65,220,1586,1517,3103,5213,4041,9254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,4,0,4,8,0,8,3,0,3,18,8,26,78,31,109,96,39,135,0,0,0,5,4,9,8,7,15,13,11,24,463,416,879,388,408,796,181,162,343,6354,5077,11431,Far North
31502,3,6,9,261,44,305,8,0,8,0,0,0,47,64,111,4869,3640,8509,775,591,1366,166,8,174,204,19,223,179,52,231,255,84,339,933,848,1781,7700,5356,13056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,18,0,18,102,54,156,120,54,174,4,0,4,11,0,11,19,9,28,34,9,43,378,415,793,796,597,1393,181,113,294,9209,6544,15753,Outback - North
31503,4,3,7,19,11,30,0,0,0,3,0,3,3,7,10,2575,2293,4868,320,287,607,213,21,234,72,17,89,101,53,154,157,64,221,760,677,1437,4227,3433,7660,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,73,28,101,79,28,107,3,0,3,0,0,0,25,7,32,28,7,35,755,708,1463,327,417,744,116,69,185,5532,4662,10194,Outback - South
31601,25,21,46,115,107,222,0,0,0,4,0,4,12,6,18,7326,6796,14122,555,673,1228,243,5,248,112,10,122,98,27,125,109,29,138,176,203,379,8775,7877,16652,8,0,8,0,0,0,0,0,0,50,27,77,3,11,14,0,5,5,61,43,104,0,0,0,0,0,0,3,4,7,13,23,36,3,3,6,19,30,49,75,38,113,155,111,266,3,5,8,4,0,4,6,0,6,13,5,18,544,787,1331,986,1449,2435,123,103,226,10596,10332,20928,Buderim
30908,155,112,267,126,185,311,0,0,0,6,0,6,12,14,26,7311,6834,14145,510,714,1224,155,6,161,130,20,150,160,45,205,92,28,120,254,234,488,8911,8192,17103,26,17,43,0,0,0,0,0,0,51,24,75,6,10,16,15,0,15,98,51,149,0,0,0,0,0,0,9,8,17,14,32,46,0,3,3,23,43,66,75,32,107,196,126,322,14,14,28,3,4,7,9,6,15,26,24,50,482,592,1074,827,1311,2138,115,123,238,10557,10368,20925,Robina
30909,78,61,139,276,386,662,3,0,3,0,0,0,32,28,60,8440,7243,15683,676,860,1536,220,0,220,200,39,239,219,61,280,87,30,117,543,681,1224,10774,9389,20163,28,18,46,0,0,0,0,0,0,62,43,105,3,4,7,5,4,9,98,69,167,0,0,0,0,0,0,8,14,22,12,25,37,9,7,16,29,46,75,84,48,132,211,163,374,21,18,39,9,5,14,11,0,11,41,23,64,488,605,1093,975,1585,2560,204,178,382,12693,11943,24636,Southport
30910,60,51,111,274,374,648,3,0,3,0,0,0,18,20,38,5702,4177,9879,378,515,893,87,3,90,112,28,140,200,75,275,113,55,168,666,746,1412,7613,6044,13657,18,10,28,0,0,0,0,0,0,41,27,68,0,11,11,0,0,0,59,48,107,0,0,0,0,0,0,8,9,17,7,23,30,11,5,16,26,37,63,64,31,95,149,116,265,10,9,19,6,7,13,8,0,8,24,16,40,612,602,1214,628,849,1477,137,116,253,9163,7743,16906,Surfers Paradise
31001,597,714,1311,338,501,839,0,0,0,3,0,3,26,20,46,9361,6763,16124,770,1126,1896,248,11,259,220,21,241,146,19,165,86,41,127,217,228,445,12012,9444,21456,142,165,307,0,0,0,0,0,0,237,220,457,43,73,116,21,5,26,443,463,906,0,0,0,0,0,0,19,24,43,19,56,75,3,0,3,41,80,121,89,47,136,573,590,1163,65,69,134,3,6,9,3,0,3,71,75,146,279,488,767,882,1377,2259,233,202,435,14050,12176,26226,Forest Lake - Oxley
31002,59,82,141,62,36,98,4,0,4,0,3,3,5,3,8,8347,6782,15129,658,646,1304,616,23,639,213,17,230,40,8,48,125,53,178,446,323,769,10575,7976,18551,9,11,20,0,0,0,0,0,0,99,121,220,10,22,32,7,0,7,125,154,279,0,0,0,0,0,0,4,9,13,9,5,14,3,0,3,16,14,30,93,43,136,234,211,445,19,28,47,0,0,0,8,0,8,27,28,55,857,880,1737,1000,1514,2514,235,168,403,12928,10777,23705,Ipswich Hinterland
31003,713,720,1433,143,156,299,4,6,10,4,0,4,42,32,74,15066,12079,27145,1261,1401,2662,573,14,587,381,26,407,143,8,151,141,49,190,438,429,867,18909,14920,33829,84,85,169,0,0,0,0,0,0,304,257,561,60,82,142,39,8,47,487,432,919,0,0,0,0,0,0,29,32,61,13,24,37,0,9,9,42,65,107,192,85,277,721,582,1303,54,63,117,5,3,8,20,3,23,79,69,148,432,764,1196,1827,2861,4688,344,260,604,22312,19456,41768,Ipswich Inner
31004,451,573,1024,95,107,202,4,0,4,4,0,4,31,19,50,11965,8650,20615,1047,1174,2221,375,11,386,306,21,327,66,5,71,93,44,137,165,191,356,14602,10795,25397,97,150,247,0,0,0,0,0,0,324,364,688,71,149,220,30,3,33,522,666,1188,0,0,0,0,0,0,14,13,27,8,32,40,0,3,3,22,48,70,125,50,175,669,764,1433,59,96,155,0,3,3,4,0,4,63,99,162,262,527,789,1096,1695,2791,236,193,429,16928,14073,31001,Springfield - Redbank
31102,227,258,485,69,141,210,4,0,4,0,0,0,11,4,15,6032,4662,10694,567,567,1134,244,11,255,143,6,149,63,4,67,64,21,85,102,144,246,7526,5818,13344,41,45,86,3,0,3,0,0,0,58,60,118,15,22,37,10,5,15,127,132,259,0,0,0,0,0,0,10,29,39,6,17,23,4,5,9,20,51,71,57,21,78,204,204,408,18,34,52,4,0,4,0,3,3,22,37,59,141,282,423,603,906,1509,147,107,254,8643,7354,15997,Beenleigh
31103,94,131,225,360,613,973,5,4,9,3,3,6,27,15,42,12857,9793,22650,1185,1034,2219,733,27,760,259,25,284,113,5,118,101,46,147,200,202,402,15937,11898,27835,33,29,62,0,0,0,0,0,0,76,94,170,19,25,44,12,0,12,140,148,288,0,0,0,0,0,0,98,155,253,38,97,135,5,5,10,141,257,398,138,57,195,419,462,881,30,30,60,8,10,18,11,0,11,49,40,89,350,658,1008,1137,1749,2886,369,276,645,18261,15083,33344,Browns Plains
31104,20,31,51,65,80,145,0,0,0,0,0,0,3,0,3,7160,5626,12786,437,460,897,696,12,708,121,12,133,12,4,16,74,35,109,93,101,194,8681,6361,15042,0,3,3,0,0,0,0,0,0,45,76,121,9,12,21,0,0,0,54,91,145,0,0,0,0,0,0,59,107,166,13,26,39,0,0,0,72,133,205,90,28,118,216,252,468,8,5,13,0,6,6,5,3,8,13,14,27,335,618,953,638,1028,1666,162,132,294,10045,8405,18450,Jimboomba
31602,48,36,84,154,114,268,4,0,4,0,0,0,29,21,50,10294,9135,19429,829,951,1780,359,7,366,158,26,184,226,67,293,186,52,238,386,440,826,12673,10849,23522,9,12,21,0,0,0,0,0,0,71,58,129,8,17,25,0,0,0,88,87,175,0,0,0,0,0,0,3,12,15,22,31,53,13,3,16,38,46,84,133,59,192,259,192,451,19,10,29,13,4,17,9,0,9,41,14,55,687,1085,1772,1365,2019,3384,200,209,409,15225,14368,29593,Caloundra
31603,23,23,46,181,143,324,6,0,6,0,3,3,22,16,38,8041,7428,15469,617,737,1354,216,8,224,166,23,189,208,102,310,163,71,234,500,567,1067,10143,9121,19264,3,5,8,0,0,0,0,0,0,31,5,36,3,5,8,3,0,3,40,15,55,0,0,0,0,0,0,5,4,9,12,15,27,15,8,23,32,27,59,126,47,173,198,89,287,7,3,10,17,3,20,9,5,14,33,11,44,594,797,1391,1079,1584,2663,150,166,316,12197,11768,23965,Maroochy
31604,41,39,80,129,68,197,4,3,7,0,0,0,5,13,18,8612,7732,16344,633,713,1346,451,11,462,157,15,172,58,14,72,133,46,179,420,347,767,10643,9001,19644,5,10,15,0,0,0,0,0,0,27,9,36,4,4,8,0,3,3,36,26,62,0,0,0,0,0,0,5,4,9,7,15,22,3,3,6,15,22,37,83,51,134,134,99,233,7,5,12,6,3,9,12,0,12,25,8,33,804,1110,1914,1226,1750,2976,198,187,385,13030,12155,25185,Nambour - Pomona
31605,23,0,23,85,100,185,0,0,0,0,0,0,17,10,27,4854,4468,9322,312,483,795,135,0,135,155,32,187,142,60,202,105,38,143,270,282,552,6098,5473,11571,0,0,0,0,0,0,0,0,0,12,4,16,0,3,3,0,0,0,12,7,19,0,0,0,0,0,0,4,3,7,11,8,19,8,0,8,23,11,34,68,26,94,103,44,147,3,3,6,7,5,12,5,3,8,15,11,26,620,819,1439,769,997,1766,135,113,248,7740,7457,15197,Noosa
31606,157,107,264,87,38,125,0,0,0,0,0,0,14,0,14,6629,5842,12471,520,536,1056,402,12,414,126,13,139,51,13,64,127,53,180,361,348,709,8474,6962,15436,10,14,24,0,0,0,0,0,0,55,36,91,13,11,24,6,5,11,84,66,150,0,0,0,0,0,0,5,3,8,3,8,11,0,0,0,8,11,19,89,43,132,181,120,301,17,16,33,4,3,7,8,3,11,29,22,51,828,1039,1867,921,1348,2269,137,145,282,10570,9636,20206,Sunshine Coast Hinterland
31701,20,10,30,182,166,348,0,5,5,0,0,0,91,110,201,23327,20154,43481,2405,2578,4983,835,26,861,512,39,551,426,69,495,227,96,323,1199,995,2194,29224,24248,53472,0,3,3,0,0,0,0,0,0,15,7,22,0,3,3,0,0,0,15,13,28,0,0,0,0,0,0,13,3,16,12,22,34,5,7,12,30,32,62,246,122,368,291,167,458,10,3,13,6,9,15,14,3,17,30,15,45,1013,1387,2400,2686,4205,6891,465,409,874,33709,30431,64140,Toowoomba
31801,6,0,6,320,96,416,3,0,3,3,0,3,11,16,27,6131,5133,11264,697,575,1272,511,18,529,142,17,159,97,32,129,209,64,273,701,554,1255,8831,6505,15336,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,34,9,43,8,4,12,7,0,7,49,13,62,93,23,116,146,36,182,3,0,3,0,3,3,8,0,8,11,3,14,653,702,1355,777,919,1696,209,151,360,10627,8316,18943,Charters Towers - Ayr - Ingham
31802,4,3,7,719,524,1243,40,23,63,8,0,8,138,117,255,30383,27694,58077,3019,3088,6107,931,29,960,1184,140,1324,1323,373,1696,624,212,836,1359,1133,2492,39732,33336,73068,0,3,3,0,0,0,0,0,0,3,0,3,3,0,3,3,3,6,9,6,15,7,7,14,0,0,0,12,28,40,32,54,86,38,24,62,89,113,202,512,291,803,610,410,1020,8,6,14,30,38,68,71,24,95,109,68,177,799,1403,2202,3995,5428,9423,635,526,1161,45880,41171,87051,Townsville
31901,9,3,12,236,129,365,9,3,12,0,3,3,40,26,66,11046,10240,21286,1180,1326,2506,490,13,503,339,27,366,294,56,350,171,48,219,542,444,986,14356,12318,26674,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,21,4,25,7,11,18,0,3,3,28,18,46,152,63,215,183,81,264,0,0,0,7,0,7,9,6,15,16,6,22,697,911,1608,1400,1828,3228,301,239,540,16953,15383,32336,Bundaberg
31902,4,5,9,177,55,232,3,0,3,0,0,0,12,0,12,5624,4900,10524,642,593,1235,337,9,346,143,17,160,81,15,96,138,60,198,647,602,1249,7808,6256,14064,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,32,6,38,13,4,17,0,0,0,45,10,55,99,34,133,147,44,191,0,0,0,7,3,10,15,7,22,22,10,32,949,877,1826,784,1019,1803,194,140,334,9904,8346,18250,Burnett
31903,3,0,3,98,38,136,4,0,4,0,0,0,6,9,15,5714,5017,10731,572,600,1172,354,12,366,135,17,152,60,18,78,112,33,145,386,329,715,7444,6073,13517,0,3,3,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,3,0,3,5,0,5,3,0,3,11,0,11,89,22,111,105,28,133,0,0,0,6,0,6,5,0,5,11,0,11,670,717,1387,822,1112,1934,191,149,340,9243,8079,17322,Gympie - Cooloola
31904,5,7,12,77,49,126,5,10,15,0,0,0,12,13,25,5736,5754,11490,530,701,1231,230,7,237,171,27,198,163,60,223,115,39,154,238,269,507,7282,6936,14218,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,6,0,6,0,0,0,0,4,4,5,4,9,0,0,0,11,8,19,86,43,129,101,51,152,3,0,3,12,9,21,4,5,9,19,14,33,310,526,836,899,1130,2029,147,151,298,8758,8808,17566,Hervey Bay
31905,5,6,11,80,34,114,0,0,0,0,0,0,19,13,32,4870,4436,9306,484,533,1017,245,11,256,183,19,202,185,51,236,73,29,102,313,298,611,6457,5430,11887,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,4,10,4,6,10,0,0,0,10,10,20,68,32,100,78,45,123,0,0,0,3,0,3,9,0,9,12,0,12,303,403,706,756,954,1710,139,117,256,7745,6949,14694,Maryborough
39797,3,0,3,0,0,0,4,0,4,0,0,0,3,3,6,32,20,52,3,3,6,3,0,3,3,0,3,0,0,0,45,5,50,16,4,20,112,35,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,78,7,5,12,157,83,240,Migratory - Offshore - Shipping (Qld)
