SA3_MAIN11,P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total,SA3_NAME11
30901,431,131,196,245,285,176,128,167,4161,21,3,6,3,4,0,3,3,0,3,46,7671,1408,1534,495,578,667,664,544,393,662,14616,Broadbeach - Burleigh
30902,206,58,82,111,127,103,70,81,1730,12,4,0,0,0,0,3,0,0,0,19,5058,855,874,275,312,326,331,312,172,420,8935,Coolangatta
30903,762,257,262,333,310,273,129,258,5245,15,6,6,0,0,6,6,3,0,6,48,9079,1945,2184,688,786,900,750,633,469,907,18341,Gold Coast - North
30904,73,10,20,19,24,5,12,50,596,3,3,0,0,0,0,0,0,0,3,9,2607,302,378,88,77,88,88,52,38,214,3932,Gold Coast Hinterland
20606,1033,410,450,497,522,562,313,291,8361,35,6,6,0,3,4,3,0,0,7,64,7856,1161,1877,677,772,887,953,1168,673,662,16686,Stonnington - West
20607,1421,418,390,501,512,444,279,506,11978,41,6,9,3,9,0,4,6,0,27,105,11137,1711,2491,755,851,994,1035,1088,741,938,21741,Yarra
20701,2868,1114,1411,1683,1885,1511,803,980,26603,81,14,13,6,8,8,8,14,3,40,195,23589,3528,4656,1572,1895,2241,2409,2153,1244,1738,45025,Boroondara
20702,2822,674,768,885,819,722,335,887,26814,66,11,11,3,6,14,10,6,0,21,148,21797,3162,3620,808,963,1091,1012,904,433,1192,34982,Manningham - West
20703,3237,1038,1348,1769,1965,1663,848,928,23696,53,11,20,7,13,12,26,26,11,42,221,14970,2546,4028,1198,1593,1998,2261,1925,1035,1332,32886,Whitehorse - West
20801,745,208,297,397,395,352,195,318,8199,43,3,7,3,0,0,3,0,3,17,79,12728,1850,2348,639,687,931,847,980,571,897,22478,Bayside
21201,562,189,203,221,162,105,61,145,3729,19,3,7,6,4,3,0,0,0,10,52,7863,757,1209,381,422,461,318,206,127,514,12258,Cardinia
21202,4180,1097,1317,1345,1044,737,509,920,28192,102,33,51,7,10,12,15,6,14,30,280,24677,4357,5675,1498,1711,1769,1413,1053,706,1589,44448,Casey - North
21203,5567,1707,1873,1836,1228,815,461,960,27250,80,14,43,10,17,13,12,14,10,23,236,19341,4846,7554,2188,2342,2348,1550,1155,643,1695,43662,Casey - South
20802,3587,1302,1968,2122,1975,1567,841,1027,30096,119,13,28,9,26,29,13,11,7,42,297,25150,3750,5438,1701,2432,2680,2518,2086,1120,1735,48610,Glen Eira
20803,1536,436,532,550,528,400,215,436,13492,53,12,14,7,0,6,0,0,3,8,103,16977,2206,2945,765,892,962,905,812,368,1085,27917,Kingston
30905,255,42,55,71,72,36,11,59,1522,3,0,0,0,0,0,0,0,0,3,6,3742,917,1098,273,388,283,241,164,76,253,7435,Mudgeeraba - Tallebudgera
30906,671,184,223,185,176,107,73,156,4198,11,7,0,3,0,3,3,3,4,3,37,8170,1897,2499,643,966,831,623,480,296,648,17053,Nerang
30907,825,305,244,352,237,178,112,209,5004,15,6,3,3,6,3,0,3,3,7,49,10647,2918,3980,1332,1649,1850,1220,985,655,1060,26296,Ormeau - Oxenford
31602,258,110,108,104,111,81,55,104,2104,0,0,0,0,0,0,4,3,3,0,10,7334,1131,1519,512,713,704,517,415,256,585,13686,Caloundra
31603,251,71,102,159,147,128,93,87,1812,7,0,7,0,0,0,0,3,0,3,20,5168,783,1258,335,396,525,434,400,312,488,10099,Maroochy
31604,219,65,65,72,103,73,34,64,1707,8,0,0,0,0,0,9,0,0,0,17,6208,755,1172,318,281,238,253,191,98,412,9926,Nambour - Pomona
31605,162,54,72,69,54,44,30,80,1339,8,0,3,0,6,0,3,0,0,0,20,4646,677,1141,318,418,366,250,259,144,434,8653,Noosa
31606,118,38,29,38,28,28,41,60,1115,4,3,3,0,0,0,0,0,0,3,13,5243,600,854,190,229,188,140,116,74,346,7980,Sunshine Coast Hinterland
31701,1071,385,380,669,750,621,532,337,6234,7,0,4,3,6,9,14,20,14,6,83,7129,1058,2047,697,668,958,1042,904,681,772,15956,Toowoomba
31801,77,43,29,62,44,69,57,140,1427,6,0,0,0,0,3,0,0,0,6,15,2306,126,174,57,61,94,76,140,99,260,3393,Charters Towers - Ayr - Ingham
31802,1011,450,554,706,713,536,373,415,7515,18,3,11,3,4,10,6,3,6,13,77,11451,1665,2524,905,1151,1423,1238,996,713,1129,23195,Townsville
30306,2991,914,1051,1449,1484,1028,489,693,17274,42,14,25,3,15,7,24,10,5,12,157,7789,2777,3653,1068,1254,1664,1666,1172,591,933,22567,Sunnybank
30401,685,137,208,221,159,145,74,141,5034,13,11,0,0,0,0,0,3,0,4,31,5808,1219,1365,240,370,415,292,273,127,330,10439,Centenary
30402,657,173,239,294,237,182,124,99,4017,3,0,6,0,3,7,3,0,0,3,25,6007,1479,2254,541,616,697,572,422,255,379,13222,Kenmore - Brookfield - Moggill
30403,917,367,471,821,1094,1328,965,292,8076,7,3,6,0,0,6,4,10,9,5,50,4529,1064,1702,577,722,1106,1417,1703,1284,514,14618,Sherwood - Indooroopilly
30404,351,123,155,205,148,130,82,93,2525,9,0,0,3,0,3,8,3,0,0,26,4470,874,1111,344,423,452,349,278,173,329,8803,The Gap - Enoggera
30501,1245,555,751,1141,1174,1464,1139,831,11508,16,0,11,3,3,13,13,14,14,10,97,6487,1226,2202,842,1161,1740,1777,2396,1860,1276,20967,Brisbane Inner
30301,620,204,258,396,299,214,163,186,5211,12,8,3,0,3,3,0,0,0,4,33,5606,987,1378,414,476,721,470,407,314,401,11174,Carindale
30502,378,116,195,326,281,261,151,110,2890,0,3,0,3,3,3,6,3,0,3,24,3430,668,1164,343,424,682,590,615,384,355,8655,Brisbane Inner - East
30503,884,291,643,1018,943,816,630,369,7858,15,0,13,0,3,14,14,4,5,13,81,6910,1276,2018,583,1048,1539,1442,1399,978,813,18006,Brisbane Inner - North
30504,643,234,360,484,551,506,364,156,4709,8,0,0,3,0,11,3,3,0,12,40,4938,925,1416,449,620,817,870,881,639,470,12025,Brisbane Inner - West
30601,419,132,192,163,147,154,76,116,2750,3,3,3,0,0,3,0,3,0,6,21,5655,936,1355,413,478,450,411,378,201,410,10687,Cairns - North
30602,1077,396,481,471,566,559,332,502,7801,22,3,0,6,6,6,6,10,3,11,73,9126,1645,2112,666,806,748,881,858,566,1079,18487,Cairns - South
30603,100,46,84,144,166,68,34,106,1685,3,0,3,0,0,4,10,0,0,6,26,2532,176,236,73,132,207,234,104,76,251,4021,Innisfail - Cassowary Coast
30604,60,19,41,23,31,25,16,39,447,3,0,0,0,3,0,0,0,0,0,6,1102,170,227,61,118,65,80,67,51,128,2069,Port Douglas - Daintree
30605,96,37,38,66,66,81,42,97,1755,3,0,0,0,0,0,0,3,3,3,12,4026,285,294,113,78,128,118,154,75,299,5570,Tablelands (East) - Kuranda
30701,77,45,70,141,151,75,73,34,849,3,0,0,0,0,0,0,0,5,0,8,1160,154,198,86,129,209,212,155,137,129,2569,Darling Downs (West) - Maranoa
30702,72,70,65,101,82,78,32,61,783,3,0,0,0,0,3,3,3,0,0,12,1524,147,210,108,110,162,126,125,68,172,2752,Darling Downs - East
30703,73,41,30,42,58,53,30,95,1104,3,0,0,0,0,0,0,9,0,3,15,2694,197,231,76,50,53,105,92,46,210,3754,Granite Belt
30801,158,91,125,120,121,70,37,69,1001,0,0,0,0,4,0,0,0,0,0,4,1184,249,406,176,185,243,193,174,116,191,3117,Central Highlands (Qld)
30802,316,271,238,275,183,174,190,138,2450,3,0,6,0,7,3,3,0,3,3,28,4035,491,808,456,437,503,346,385,415,475,8351,Gladstone - Biloela
30908,830,243,246,284,308,264,191,213,5404,21,3,6,0,0,3,3,0,3,5,44,6490,1918,2276,673,618,752,728,639,392,675,15161,Robina
30909,1156,387,464,595,632,682,322,467,7783,25,13,6,3,3,4,0,6,17,7,84,7376,1852,2350,733,817,978,1026,985,594,953,17664,Southport
30910,529,174,281,472,493,316,222,261,4748,19,6,0,0,3,9,8,5,3,8,61,4977,951,1285,363,587,803,855,690,527,648,11686,Surfers Paradise
31001,1987,545,658,916,860,670,249,1130,14742,45,14,16,6,6,10,6,9,0,20,132,10445,2353,3011,827,977,1281,1137,947,391,1458,22827,Forest Lake - Oxley
31002,106,25,34,22,39,53,23,164,1076,6,5,0,0,0,3,3,5,0,10,32,4255,342,428,118,82,97,90,105,53,447,6017,Ipswich Hinterland
31003,430,214,219,257,240,139,109,154,3273,8,7,7,0,3,6,3,0,0,6,40,6919,1066,1211,426,443,551,446,273,227,607,12169,Ipswich Inner
31004,1491,537,516,602,522,336,172,325,8609,15,8,12,6,14,3,6,5,7,13,89,8177,1921,2862,1024,1125,1294,1034,700,383,781,19301,Springfield - Redbank
31101,25,6,13,8,4,6,4,26,199,0,0,0,0,3,0,0,0,0,0,3,915,92,110,30,39,44,30,18,7,95,1380,Beaudesert
31301,53,22,28,45,24,28,24,41,760,13,0,0,0,0,0,0,0,3,0,16,3792,335,440,122,188,153,124,125,74,228,5581,Bribie - Beachmere
31302,277,73,115,125,143,131,142,132,2275,4,0,0,3,3,0,0,3,6,3,22,5120,703,918,286,378,396,276,305,268,462,9112,Caboolture
31303,26,36,29,25,20,39,40,148,482,0,0,3,0,0,0,0,3,3,0,9,833,81,80,62,47,45,44,57,53,195,1497,Caboolture Hinterland
31304,266,84,95,128,83,94,57,88,2092,3,0,6,6,3,3,0,0,0,3,24,5684,971,1194,385,436,484,335,234,153,384,10260,Narangba - Burpengary
31305,321,106,140,184,130,139,65,117,2637,15,6,4,0,0,3,0,0,0,3,31,7235,944,1260,404,486,579,481,400,208,580,12577,Redcliffe
31401,473,123,154,162,140,91,63,123,2857,11,0,3,0,0,0,3,3,0,3,23,7327,1550,2184,565,672,675,421,303,138,484,14319,Hills District
31402,458,210,249,349,180,141,83,97,2980,4,3,5,3,5,0,0,0,3,0,23,4613,1105,1715,785,914,1123,671,541,324,507,12298,North Lakes
31403,316,104,147,171,121,83,26,91,1928,13,0,6,0,0,0,0,0,3,11,33,3417,624,899,261,339,347,242,172,121,307,6729,Strathpine
31501,59,19,40,32,39,45,43,500,1165,0,6,0,0,0,0,0,0,0,3,9,1230,136,147,29,66,54,67,80,70,585,2464,Far North
31502,165,85,162,206,117,135,100,64,1490,3,0,0,3,3,3,0,0,0,0,12,1575,255,372,190,246,335,184,264,177,188,3786,Outback - North
31503,46,55,17,71,34,16,19,13,354,0,0,0,0,0,0,0,0,0,0,0,595,59,118,76,29,85,51,55,46,55,1169,Outback - South
31601,176,70,91,91,86,98,83,80,1604,6,0,0,0,0,0,0,6,0,3,15,5119,877,1528,441,587,553,373,295,234,425,10432,Buderim
31203,72,30,29,56,41,51,41,54,607,6,0,0,0,0,0,0,0,0,3,9,1496,208,322,111,108,152,142,135,105,197,2976,Whitsunday
31901,217,88,66,151,177,164,143,156,2404,11,3,3,3,0,0,0,0,3,3,26,6522,633,758,211,195,309,295,285,252,570,10030,Bundaberg
31902,65,43,40,81,43,69,52,57,933,3,0,3,0,0,0,3,0,0,6,15,3179,242,229,74,96,119,86,110,71,246,4452,Burnett
31903,100,46,31,58,26,32,23,47,857,4,0,0,3,0,6,0,0,0,3,16,3493,271,382,133,130,132,72,79,56,226,4974,Gympie - Cooloola
31904,187,88,58,122,80,67,40,111,1731,6,0,0,3,0,0,0,0,0,0,9,6077,587,773,270,210,306,209,162,103,414,9111,Hervey Bay
31905,76,14,37,39,34,23,12,65,730,4,0,0,0,0,0,0,0,0,0,4,3181,218,256,43,77,95,72,42,24,228,4236,Maryborough
39797,3,0,4,0,0,0,7,6,26,0,0,0,0,0,0,0,0,0,3,3,51,7,8,4,4,0,0,5,10,22,111,Migratory - Offshore - Shipping (Qld)
39999,59,20,21,56,84,117,205,184,933,3,0,0,0,3,0,0,0,0,3,9,1278,177,195,59,78,118,162,305,605,338,3315,Special Purpose Codes SA3 (Qld)
40101,616,292,426,678,911,885,608,324,5464,3,3,0,0,3,7,6,6,3,3,34,1935,295,825,371,490,787,1046,1071,747,449,8016,Adelaide City
40102,201,63,100,89,73,43,32,335,2207,5,0,4,0,0,3,0,0,0,0,12,7729,675,901,290,296,237,210,126,78,664,11206,Adelaide Hills
40105,601,272,388,529,594,502,224,287,6362,22,0,0,3,4,4,3,8,3,10,57,5351,381,844,378,481,627,712,629,291,463,10157,Norwood - Payneham - St Peters
40106,333,190,288,467,439,348,149,193,4366,3,0,7,0,0,7,6,3,0,7,33,3847,286,484,228,327,519,511,422,185,317,7126,Prospect - Walkerville
31102,269,159,158,165,155,115,50,111,2398,6,0,3,0,0,0,0,6,0,8,23,4785,853,957,332,407,430,329,288,141,442,8964,Beenleigh
31103,1243,306,368,397,385,296,129,370,7884,19,11,6,7,4,3,0,0,0,11,61,9396,2205,2446,679,754,923,758,595,292,983,19031,Browns Plains
31104,129,29,19,21,22,34,11,61,1193,10,0,0,0,0,0,0,0,0,3,13,4382,618,658,185,163,119,86,69,41,289,6610,Jimboomba
31105,642,179,226,246,212,166,106,154,4296,17,0,0,3,3,3,3,0,3,6,38,7988,1469,1702,459,596,658,472,358,244,557,14503,Loganlea - Carbrook
31106,1765,568,790,688,756,831,337,531,11348,33,12,14,3,8,13,7,11,8,20,129,10458,2693,3186,872,1217,1151,1125,1124,537,1137,23500,Springwood - Kingston
31201,134,71,119,153,82,132,116,139,1245,3,0,0,0,0,0,0,0,3,6,12,1589,247,371,153,207,265,142,226,215,279,3694,Bowen Basin - North
31202,544,404,370,470,462,322,195,189,4109,14,5,3,3,3,0,6,3,0,6,43,5887,744,1476,800,708,974,822,667,544,626,13248,Mackay
40201,60,35,39,29,35,34,14,47,892,6,0,0,0,0,0,0,0,0,0,6,4434,181,267,98,97,92,87,69,31,222,5578,Gawler - Two Wells
40202,699,371,481,258,262,263,139,266,5386,12,0,9,11,7,0,4,3,0,16,62,12614,621,1047,519,600,369,358,315,153,863,17459,Playford
40203,1857,863,930,1340,1498,995,478,707,14056,43,0,17,21,10,12,14,22,13,15,167,8787,1006,2214,994,1023,1452,1636,1087,531,1018,19748,Port Adelaide - East
40204,2267,958,1070,1125,1048,1087,584,885,19901,59,12,20,15,11,14,6,20,15,22,194,21908,2112,2941,1196,1282,1364,1230,1261,696,1632,35622,Salisbury
40205,789,316,318,377,358,259,150,299,6771,24,3,6,6,0,0,9,3,3,23,77,15286,987,1528,617,619,654,550,411,219,864,21735,Tea Tree Gully
40302,1181,463,578,672,832,693,358,370,9653,28,13,10,0,3,0,3,9,6,24,96,11288,1379,2157,926,920,1054,1154,1024,544,837,21283,Marion
40303,662,247,306,409,467,564,310,214,5985,16,4,0,0,0,0,7,6,3,11,47,7855,736,1272,458,508,591,653,722,395,469,13659,Mitcham
40304,838,373,280,327,308,256,123,335,7227,29,4,0,3,0,5,3,0,0,10,54,23628,1648,2785,1208,1185,1159,1042,733,320,1426,35134,Onkaparinga
40401,1524,614,746,1023,1073,825,365,916,18621,80,5,18,6,3,11,9,5,9,74,220,16924,1531,2116,833,984,1323,1343,1082,512,1385,28033,Charles Sturt
40402,943,383,439,616,720,531,239,469,10276,41,7,8,9,6,3,6,6,0,7,93,9150,1036,1316,550,568,742,894,666,291,756,15969,Port Adelaide - West
40403,1121,540,720,1082,1206,819,385,440,11538,39,0,11,6,0,10,12,16,7,25,126,8098,905,1477,691,843,1249,1399,978,478,706,16824,West Torrens
40107,469,183,247,358,436,436,203,218,4577,11,0,7,3,0,0,0,7,3,3,34,4585,344,808,273,317,451,539,546,270,400,8533,Unley
40501,49,3,20,27,19,11,5,29,475,3,0,0,0,0,0,0,0,0,0,3,3136,133,192,74,71,52,71,39,15,168,3951,Barossa
40502,19,17,18,32,22,24,13,30,326,0,0,0,0,0,0,0,0,0,0,0,1607,61,97,33,40,41,30,34,18,123,2084,Lower North
40503,48,19,24,39,22,10,10,25,530,3,0,0,0,0,0,0,0,0,0,3,1605,67,96,34,46,65,43,33,28,125,2142,Mid North
40504,28,6,8,7,9,22,0,20,305,3,0,0,0,0,0,0,0,0,0,3,1951,36,66,21,15,18,20,27,13,114,2281,Yorke Peninsula
40601,113,104,131,117,107,65,58,115,1649,7,0,0,4,0,0,0,0,3,6,20,5085,151,260,158,188,179,165,119,89,362,6756,Eyre Peninsula and South West
40602,99,68,84,99,60,60,60,135,1102,7,0,0,0,0,0,0,0,0,0,7,1506,91,175,100,136,147,100,98,86,223,2662,Outback - North and East
40701,65,34,33,41,19,33,25,46,898,6,0,0,0,0,0,0,0,0,0,6,6538,254,325,110,104,140,94,98,52,362,8077,Fleurieu - Kangaroo Island
40702,159,161,112,115,235,219,98,135,2031,6,0,0,3,3,0,0,0,3,3,18,3619,306,405,223,196,196,320,288,143,298,5994,Limestone Coast
40703,264,202,151,155,301,239,123,302,3212,15,0,0,0,6,3,3,3,6,8,44,4673,273,461,247,203,213,372,314,177,511,7444,Murray and Mallee
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
49999,18,9,9,32,18,33,40,54,284,0,0,0,0,0,0,0,3,3,3,9,293,22,36,12,9,41,25,66,81,84,669,Special Purpose Codes SA3 (SA)
50101,182,84,84,94,117,110,94,68,1278,4,0,0,0,0,0,3,4,3,3,17,4730,416,665,223,251,245,300,253,176,359,7618,Augusta - Margaret River - Busselton
50102,499,224,341,486,346,320,176,565,4552,14,0,0,0,0,0,0,0,7,13,34,9281,998,1643,688,889,1055,726,692,449,1290,17711,Bunbury
50103,64,29,36,29,35,37,16,49,695,0,0,0,0,0,0,0,0,0,0,0,2979,150,215,76,83,57,66,66,42,200,3934,Manjimup
50201,410,195,202,327,275,217,117,217,3138,14,0,5,0,0,0,4,0,0,11,34,11543,969,1826,789,871,1136,828,703,463,1029,20157,Mandurah
50301,668,209,336,504,737,725,498,250,6511,10,0,3,0,3,3,0,4,3,8,34,9483,1579,2132,522,728,1006,1289,1368,1060,806,19973,Cottesloe - Claremont
50302,1687,746,988,1380,1594,1649,1134,872,16160,30,7,8,6,3,12,8,17,9,17,117,14889,2019,3177,1239,1598,2339,2541,2994,2317,1672,34785,Perth City
50401,1407,628,788,1028,994,735,420,550,13837,34,3,5,3,5,9,18,6,6,28,117,15869,1814,2297,923,1138,1509,1419,1080,666,1094,27809,Bayswater - Bassendean
50402,144,59,61,77,62,40,33,1386,2842,3,3,0,0,0,0,0,3,3,3,15,6797,544,715,248,224,202,180,126,92,1731,10859,Mundaring
50403,1613,598,636,758,629,423,238,708,12359,45,9,17,6,3,6,8,0,6,19,119,17101,2788,3411,1267,1277,1535,1069,809,528,1494,31279,Swan
50501,1456,476,568,822,707,594,345,476,11754,45,6,10,3,6,3,0,6,6,25,110,29260,5087,7537,2337,2533,2935,2275,2039,1329,2099,57431,Joondalup
50502,4338,1518,1834,2305,2286,1675,970,1429,32585,87,23,26,0,17,16,26,12,11,42,260,31815,5117,7275,2300,2870,3617,3396,2888,1839,2720,63837,Stirling
50503,3260,1094,1238,1534,1074,825,465,817,19801,69,8,34,6,10,9,8,28,3,42,217,25674,5324,8984,3513,4040,4103,2843,2207,1350,2421,60459,Wanneroo
50602,1774,821,1066,1662,1485,1165,678,596,13362,27,6,18,9,3,28,15,8,8,21,143,9958,1594,2676,1146,1427,2173,1919,1632,1073,1077,24675,Belmont - Victoria Park
50603,3437,1480,1742,2583,2419,2068,1338,1015,23872,40,14,28,12,12,31,36,13,14,21,221,16159,3058,4965,1906,2291,3216,3025,2561,1692,1757,40630,Canning
50701,1471,591,680,887,721,568,353,623,12707,34,8,9,3,4,8,8,13,11,13,111,14502,2439,3020,1115,1266,1613,1281,1022,704,1246,28208,Cockburn
50702,259,111,111,150,157,159,91,227,3415,16,0,4,0,0,0,6,6,0,17,49,6152,561,801,272,298,361,381,420,281,583,10110,Fremantle
50703,351,162,200,229,172,91,128,654,2803,6,3,0,6,4,5,3,0,0,3,30,4424,490,786,373,400,488,345,216,217,901,8640,Kwinana
50704,1749,552,727,907,788,722,445,488,14064,48,6,16,4,7,12,14,8,6,22,143,18624,2813,3679,1070,1234,1575,1360,1310,863,1162,33690,Melville
50705,592,265,333,432,326,225,150,246,4732,21,3,12,0,3,4,6,6,0,10,65,17216,2023,3315,1445,1799,2139,1486,1130,767,1412,32732,Rockingham
50801,62,22,41,63,52,29,19,23,455,3,0,0,0,0,0,0,0,0,0,3,1195,142,202,54,76,122,100,65,61,98,2115,Esperance
50802,46,24,18,36,34,25,12,44,545,6,3,0,0,0,0,0,0,0,0,9,969,78,106,42,44,74,63,58,21,82,1537,Gascoyne
50803,381,176,333,456,249,237,135,363,2869,3,0,3,3,3,3,3,0,6,3,27,2773,563,1040,393,717,1011,515,643,459,712,8826,Goldfields
50804,123,54,86,101,122,164,96,1555,2606,6,0,0,0,0,0,0,0,0,0,6,1596,208,293,127,169,197,231,285,176,1654,4936,Kimberley
50805,190,87,157,204,142,124,108,373,2051,8,3,0,3,6,0,0,0,0,6,26,4170,402,598,218,342,445,340,295,217,666,7693,Mid West
50806,473,284,396,460,332,329,215,305,3830,10,3,6,3,0,3,0,0,3,3,31,4344,860,1333,668,786,997,723,770,526,651,11658,Pilbara
50901,223,217,174,296,208,107,76,480,2656,10,0,3,0,6,0,0,0,0,0,19,6705,512,660,341,307,481,333,190,113,841,10483,Albany
50902,153,118,110,134,152,158,105,90,1674,0,0,8,3,0,3,0,0,0,3,17,5616,474,670,240,261,257,293,285,185,416,8697,Wheat Belt - North
50903,46,18,44,89,48,28,43,19,553,3,0,0,0,0,0,0,0,0,0,3,1688,128,180,52,108,156,93,75,76,127,2683,Wheat Belt - South
59797,3,0,0,0,4,0,0,8,26,0,0,0,0,0,0,0,0,0,0,0,42,17,19,3,0,7,4,4,0,15,111,Migratory - Offshore - Shipping (WA)
59999,46,22,25,35,26,84,171,149,675,0,0,0,0,0,0,0,0,0,0,0,827,107,130,52,60,76,96,218,495,225,2286,Special Purpose Codes SA3 (WA)
60101,11,3,6,3,9,12,0,15,187,0,0,0,0,0,0,0,0,3,0,3,607,23,58,12,9,7,17,16,6,57,812,Brighton
60102,141,56,46,83,74,75,59,67,1198,3,0,0,0,0,4,0,0,0,3,10,3444,249,339,106,110,150,141,123,79,207,4948,Hobart - North East
60103,332,114,139,193,194,226,96,100,2498,4,0,4,0,0,0,0,0,3,6,17,3266,234,478,143,169,211,215,258,108,248,5330,Hobart - North West
60104,191,70,72,69,63,54,40,73,1298,3,0,0,3,3,0,0,0,0,0,9,3499,336,453,137,141,165,130,117,89,231,5298,Hobart - South and West
60105,528,261,327,478,574,513,301,235,4752,17,0,0,3,0,3,0,3,6,6,38,5134,549,947,359,422,618,704,642,419,419,10213,Hobart Inner
60106,20,6,6,3,3,0,0,7,189,0,0,0,0,0,0,0,0,0,0,0,1020,63,106,18,32,17,22,10,6,61,1355,Sorell - Dodges Ferry
60201,470,167,209,335,393,437,262,171,3530,10,0,6,3,0,0,0,3,4,3,29,5257,444,810,290,304,456,514,559,344,411,9389,Launceston
60202,24,19,8,6,14,17,3,9,321,4,0,0,0,0,0,0,0,0,0,4,2182,97,127,41,36,27,26,33,11,91,2671,Meander Valley - West Tamar
60203,41,21,26,13,15,12,7,26,472,0,0,0,0,0,0,0,0,0,0,0,2832,156,154,43,67,44,44,29,16,148,3533,North East
60301,10,0,0,0,6,7,0,3,84,0,0,0,0,0,0,0,0,0,0,0,661,24,58,13,13,16,18,10,0,38,851,Central Highlands (Tas.)
60302,36,10,8,21,18,15,7,21,391,0,0,0,0,0,0,6,0,0,0,6,2040,133,140,72,39,60,44,32,17,91,2668,Huon - Bruny Island
60303,7,6,6,3,6,3,0,9,106,0,0,0,0,0,0,0,0,0,3,3,566,27,47,9,17,11,13,14,3,39,746,South East Coast
60401,98,31,32,48,36,34,18,41,721,3,0,3,0,0,0,0,0,0,0,6,3034,162,225,66,75,102,84,81,48,178,4055,Burnie - Ulverstone
40103,576,257,309,387,456,482,229,215,5946,12,3,0,3,3,3,3,6,0,13,46,6446,686,1046,367,434,530,591,627,334,428,11489,Burnside
40104,935,460,450,691,735,582,282,424,11010,43,7,9,3,3,7,8,10,4,10,104,9395,788,1299,553,532,793,882,682,327,632,15883,Campbelltown (SA)
60402,71,21,30,57,52,39,18,30,691,3,0,0,0,0,0,0,0,0,0,3,2898,175,234,76,63,99,80,55,24,171,3875,Devonport
60403,47,7,21,26,31,9,14,22,310,0,3,0,0,0,0,0,0,0,0,3,1065,149,138,30,34,53,75,49,28,86,1707,West Coast
69797,0,0,0,3,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,3,0,3,0,3,21,Migratory - Offshore - Shipping (Tas.)
69999,6,0,0,4,7,22,12,7,65,0,0,0,0,0,0,0,0,0,0,0,75,9,12,0,4,10,10,25,22,14,181,Special Purpose Codes SA3 (Tas.)
70101,255,138,241,269,276,286,202,480,3080,6,3,3,0,0,3,6,0,6,6,33,2277,315,472,220,330,411,471,475,353,631,5955,Darwin City
70102,783,431,560,725,743,561,342,826,8460,10,4,9,0,7,6,10,11,0,15,72,6351,843,1196,558,686,885,912,756,444,1065,13696,Darwin Suburbs
70103,42,7,10,17,23,30,19,31,599,0,0,0,0,0,0,0,0,0,3,3,1675,133,151,37,26,50,28,44,29,103,2276,Litchfield
79797,3,0,0,0,4,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,3,0,4,3,0,5,31,Migratory - Offshore - Shipping (NT)
79999,15,0,6,3,13,45,16,17,146,0,0,0,0,0,0,0,0,0,0,0,175,27,27,3,9,10,31,87,42,39,450,Special Purpose Codes SA3 (NT)
70104,238,126,121,159,158,116,39,103,1803,0,3,0,3,6,0,0,3,0,6,21,2074,316,458,202,197,254,265,155,80,213,4214,Palmerston
40301,207,96,138,181,218,211,132,124,2234,8,0,3,0,0,0,0,0,0,7,18,4033,374,617,264,322,331,466,464,228,385,7484,Holdfast Bay
50601,721,326,385,475,352,223,128,192,4705,14,0,3,3,6,10,0,7,3,12,58,11344,1179,1831,709,717,889,600,374,268,768,18679,Armadale
50604,2818,1217,1493,1823,1400,1091,517,1437,19049,42,13,32,3,16,17,14,18,3,25,183,19034,3250,4750,1788,2151,2620,1886,1602,856,2288,40225,Gosnells
50605,368,157,255,201,146,125,94,141,3153,18,3,0,0,6,0,0,3,0,6,36,9665,933,1297,429,572,540,324,323,245,615,14943,Kalamunda
50606,55,27,21,46,9,18,6,270,767,3,0,0,0,0,0,0,0,0,3,6,2807,285,323,100,90,117,52,51,34,442,4301,Serpentine - Jarrahdale
50607,966,323,403,610,646,663,520,335,6897,10,3,10,3,3,5,4,0,0,12,50,6328,1043,1638,521,644,907,928,1030,778,693,14510,South Perth
70202,23,5,4,11,9,9,16,4,142,0,0,0,0,0,0,0,0,0,0,0,188,22,50,5,4,15,16,21,27,29,377,Barkly
70203,30,3,16,22,20,13,17,29,257,0,0,0,0,0,0,0,0,0,3,3,398,43,69,13,19,30,38,25,35,55,725,Daly - Tiwi - West Arnhem
