gml_id,sa3_code16,f_tot_lf_15_19_yr,f_tot_lf_20_24_yr,f_tot_lf_25_34_yr,f_tot_lf_35_44_yr,f_tot_lf_45_54_yr,f_tot_lf_55_64_yr,f_tot_lf_65_74_yr,f_tot_lf_75_84_yr,f_tot_lf_85,f_tot_lf_tot,f_n_the_lf_15_19,f_n_the_lf_20_24,f_n_the_lf_25_34,f_n_the_lf_35_44,f_n_the_lf_45_54,f_n_the_lf_55_64,f_n_the_lf_65_74,f_n_the_lf_75_84,f_n_the_lf_85,f_n_the_lf_tot,f_lf_st_ns_15_19,f_lf_st_ns_20_24,f_lf_st_ns_25_34,f_lf_st_ns_35_44,f_lf_st_ns_45_54,f_lf_st_ns_55_64,f_lf_st_ns_65_74,f_lf_st_ns_75_84,f_lf_st_ns_85,f_lf_st_ns_total,f_tot_15_19_yr,f_tot_20_24_yr,f_tot_25_34_yr,f_tot_35_44_yr,f_tot_45_54_yr,f_tot_55_64_yr,f_tot_65_74_yr,f_tot_75_84_yr,f_tot_85_yr_over,f_tot_tot,p_emp_wrk_ft_15_19,p_emp_wrk_ft_20_24,p_emp_wrk_ft_25_34,p_emp_wrk_ft_35_44,p_emp_wrk_ft_45_54,p_emp_wrk_ft_55_64,p_emp_wrk_ft_65_74,p_emp_wrk_ft_75_84,p_emp_wrk_ft_85,p_emp_wrk_ft_tot,p_emp_wrk_pt_15_19,p_emp_wrk_pt_20_24,p_emp_wrk_pt_25_34,p_emp_wrk_pt_35_44,p_emp_wrk_pt_45_54,p_emp_wrk_pt_55_64,p_emp_wrk_pt_65_74,p_emp_wrk_pt_75_84,p_emp_wrk_pt_85,p_emp_wrk_pt_tot,p_emp_a_f_wrk_15_19,p_emp_a_f_wrk_20_24,p_emp_a_f_wrk_25_34,p_emp_a_f_wrk_35_44,p_emp_a_f_wrk_45_54,p_emp_a_f_wrk_55_64,p_emp_a_f_wrk_65_74,p_emp_a_f_wrk_75_84,p_emp_a_f_wrk_85,p_emp_a_f_wrk_tot,p_hr_wrk_ns_15_19,p_hr_wrk_ns_20_24,p_hr_wrk_ns_25_34,p_hr_wrk_ns_35_44,p_hr_wrk_ns_45_54,p_hr_wrk_ns_55_64,p_hr_wrk_ns_65_74,p_hr_wrk_ns_75_84,p_hr_wrk_ns_85,p_hr_wrk_ns_tot,p_tot_emp_15_19,p_tot_emp_20_24,p_tot_emp_25_34,p_tot_emp_35_44,p_tot_emp_45_54,p_tot_emp_55_64,p_tot_emp_65_74,p_tot_emp_75_84,p_tot_emp_85_over,p_tot_emp_tot,p_ue_lk_fr_ft_wrk_15_19,p_ue_lk_fr_ft_wrk_20_24,p_ue_lk_fr_ft_wrk_25_34,p_ue_lk_fr_ft_wrk_35_44,p_ue_lk_fr_ft_wrk_45_54,p_ue_lk_fr_ft_wrk_55_64,p_ue_lk_fr_ft_wrk_65_74,p_ue_lk_fr_ft_wrk_75_84,p_ue_lk_for_ft_wrk_85,p_ue_looking_for_ft_wk_tot,p_ue_lk_for_pt_wk_15_19,p_ue_lk_for_pt_wk_20_24,p_ue_lk_for_pt_wk_25_34,p_ue_lk_for_pt_wk_35_44,p_ue_lk_for_pt_wk_45_54,p_ue_lk_for_pt_wk_55_64,p_ue_lk_for_pt_wk_65_74,p_ue_lk_for_pt_wk_75_84,p_ue_looking_for_pt_wk_85,p_ue_lk_for_pt_wrk_tot,p_tot_unemp_15_19,p_tot_unemp_20_24,p_tot_unemp_25_34,p_tot_unemp_35_44,p_tot_unemp_45_54,p_tot_unemp_55_64,p_tot_unemp_65_74,p_tot_unemp_75_84,p_tot_unemp_85,p_tot_unemp_total,p_tot_lf_15_19_yr,p_tot_lf_20_24_yr,p_tot_lf_25_34_yr,p_tot_lf_35_44_yr,p_tot_lf_45_54_yr,p_tot_lf_55_64_yr,p_tot_lf_65_74_yr,p_tot_lf_75_84_yr,p_tot_lf_85,p_tot_lf_tot,p_n_the_lf_15_19,p_n_the_lf_20_24,p_n_the_lf_25_34,p_n_the_lf_35_44,p_n_the_lf_45_54,p_n_the_lf_55_64,p_n_the_lf_65_74,p_n_the_lf_75_84,p_n_the_lf_85,p_n_the_lf_tot,p_lf_st_ns_15_19,p_lf_st_ns_20_24,p_lf_st_ns_25_34,p_lf_st_ns_35_44,p_lf_st_ns_45_54,p_lf_st_ns_55_64,p_lf_st_ns_65_74,p_lf_st_ns_75_84,p_lf_st_ns_85,p_lf_st_ns_total,p_tot_15_19_yr,p_tot_20_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6350,"30501","804","3138","7531","3600","2749","1873","497","49","7","20257","810","1139","1410","802","651","1044","1434","795","536","8614","180","484","1197","687","604","541","389","184","219","4489","1792","4773","10128","5093","4002","3461","2323","1029","761","33360","167","2434","10296","5697","4363","2653","546","51","6","26203","881","2614","3927","1654","1199","1081","573","94","13","12039","37","120","397","229","186","160","59","7","0","1193","31","105","238","115","60","46","24","12","4","639","1118","5268","14854","7697","5808","3945","1197","173","26","40077","53","248","584","327","257","181","20","0","0","1664","308","494","460","178","89","77","22","5","3","1639","359","742","1043","503","352","253","38","5","3","3305","1474","6008","15900","8202","6155","4200","1235","176","26","43384","1615","2191","2467","1266","1169","1865","2663","1508","781","15513","351","1004","2500","1643","1458","1180","816","370","294","9613","3444","9202","20863","11103","8786","7249","4711","2047","1100","68510",Brisbane Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-634f,"30502","596","1351","3459","2676","2242","1167","220","14","5","11731","392","189","448","477","363","569","776","439","252","3914","53","81","282","163","129","110","75","39","30","967","1040","1621","4192","3311","2737","1850","1074","494","290","16610","120","1217","4953","3887","3277","1548","238","17","3","15268","774","1080","1354","1272","991","656","232","38","3","6392","39","55","221","153","66","68","14","3","0","615","20","48","84","47","41","23","9","3","0","276","951","2393","6610","5356","4374","2298","492","59","8","22545","21","89","173","136","142","88","10","0","0","662","145","114","83","62","32","41","11","0","0","486","161","210","257","196","176","133","16","0","0","1151","1111","2602","6868","5552","4554","2424","513","56","8","23694","876","370","656","648","559","941","1379","807","377","6612","90","165","503","343","269","194","160","81","44","1838","2084","3136","8021","6539","5383","3560","2048","944","428","32148",Brisbane Inner - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-634e,"30306","588","1271","3115","2341","1917","1308","259","21","3","10818","788","779","1282","909","770","1294","1484","831","480","8617","40","78","167","135","114","89","86","61","100","871","1411","2132","4556","3391","2801","2687","1823","914","584","20304","104","896","3770","3270","2617","1670","310","20","0","12651","697","1366","2252","1420","1055","866","298","43","4","8007","34","40","177","104","75","92","32","0","0","553","16","72","159","65","68","55","13","4","0","446","849","2370","6357","4851","3815","2683","651","65","6","21658","75","231","434","246","180","110","7","0","0","1285","243","312","264","139","82","63","16","0","0","1127","320","544","698","394","266","173","27","0","0","2413","1167","2918","7052","5243","4077","2858","677","68","8","24067","1721","1585","1952","1229","1109","2011","2741","1522","742","14613","110","187","374","246","209","170","159","122","138","1704","3003","4694","9382","6719","5390","5035","3581","1715","888","40385",Sunnybank
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-634d,"30401","607","711","1545","2003","2042","1346","282","18","0","8550","438","123","327","401","351","703","1123","546","213","4222","11","27","34","49","52","40","69","85","187","552","1062","858","1910","2448","2446","2089","1473","647","396","13318","88","607","2111","2688","2756","1806","288","13","0","10364","787","659","703","1069","963","794","382","23","3","5381","14","34","148","98","56","94","30","4","0","487","15","28","38","44","38","33","3","3","0","205","904","1325","3005","3897","3820","2730","712","45","0","16437","51","61","117","112","114","87","5","3","0","552","184","84","42","57","56","45","10","0","0","478","233","145","162","171","167","128","21","3","0","1028","1141","1468","3163","4071","3990","2860","728","49","0","17465","974","278","446","501","462","1061","2061","1016","347","7138","31","47","66","82","100","88","124","133","224","895","2151","1794","3674","4655","4554","4007","2911","1194","571","25499",Centenary
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-634c,"30402","974","1050","1468","2589","2932","1802","486","41","3","11351","730","179","303","655","625","860","1550","978","404","6288","30","27","34","92","79","71","63","87","183","661","1733","1261","1808","3343","3629","2727","2098","1108","590","18295","124","714","1865","3344","4113","2296","526","39","4","13033","1230","1110","750","1392","1474","1092","613","94","5","7762","37","51","152","153","116","106","47","3","3","665","15","17","34","44","60","38","16","3","4","233","1408","1893","2807","4933","5766","3540","1203","140","12","21701","39","116","100","105","141","116","7","0","0","619","330","140","77","79","64","54","34","3","0","777","368","256","175","181","204","169","40","3","0","1390","1775","2145","2982","5113","5965","3706","1237","144","12","23095","1700","435","448","794","794","1309","2751","1791","689","10703","66","70","71","154","161","127","108","141","229","1127","3538","2648","3500","6064","6926","5147","4093","2073","928","34921",Kenmore - Brookfield - Moggill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-634b,"30403","1353","2408","2857","2305","2096","1407","399","34","4","12861","1190","1736","966","728","526","720","1281","797","480","8431","99","229","211","103","104","76","73","60","79","1032","2642","4375","4037","3136","2724","2204","1754","899","561","22321","97","1257","3854","3189","2850","1837","357","23","3","13470","1396","2423","1468","1269","1073","848","470","93","6","9047","116","146","192","143","74","96","34","3","0","800","122","74","77","43","31","24","13","3","0","391","1727","3900","5593","4645","4027","2808","871","122","18","23714","34","190","252","193","150","98","12","3","0","933","585","583","200","94","60","54","23","0","0","1595","619","769","449","294","211","151","36","3","0","2530","2350","4674","6046","4939","4238","2956","901","130","18","26237","2504","3332","1768","969","692","1111","2187","1356","755","14675","187","424","414","228","185","151","133","103","115","1947","5039","8428","8226","6138","5120","4216","3226","1580","881","42855",Sherwood - Indooroopilly
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-634a,"30404","954","1230","2513","3204","2822","1634","352","16","0","12732","552","231","538","653","510","915","1653","1057","654","6769","33","58","119","102","107","70","60","103","130","784","1541","1521","3168","3961","3431","2625","2070","1176","790","20287","302","1381","3530","4149","3874","2063","317","12","0","15623","1112","1025","1137","1742","1392","985","403","38","4","7848","42","72","294","206","104","94","29","0","0","847","24","55","45","54","46","32","10","4","3","277","1476","2535","5003","6159","5419","3176","754","58","8","24600","92","167","198","176","145","104","6","0","0","892","276","112","76","96","75","44","23","0","0","698","369","287","273","268","225","147","25","0","0","1596","1851","2817","5282","6429","5641","3325","782","61","8","26194","1325","439","725","860","739","1469","2958","1807","965","11289","74","121","228","209","186","135","111","149","170","1375","3244","3377","6233","7497","6569","4927","3852","2011","1139","38859",The Gap - Enoggera
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6349,"30503","1440","3543","7268","4927","4365","2540","583","64","7","24734","1089","905","1189","1023","842","1205","1806","1173","665","9908","158","353","772","434","339","318","247","173","192","2984","2684","4795","9228","6388","5551","4064","2641","1406","865","37622","271","2978","10699","7188","6382","3377","668","56","10","31636","1682","2832","3060","2321","2032","1463","649","103","6","14139","75","140","454","290","213","181","71","5","0","1432","53","94","225","123","89","60","20","10","5","674","2072","6048","14437","9921","8718","5077","1409","173","20","47878","74","211","444","313","268","194","13","3","0","1514","388","413","287","162","101","92","17","3","0","1465","462","623","727","471","374","290","31","5","0","2982","2540","6672","15167","10400","9087","5366","1435","182","20","50866","2096","1719","1925","1460","1346","2059","3302","2003","981","16908","282","691","1525","935","793","685","480","301","288","5983","4918","9083","18621","12793","11228","8109","5217","2491","1289","73756",Brisbane Inner - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6348,"30504","1008","2454","4102","3284","2990","1692","416","35","3","15976","714","693","626","672","500","799","1221","729","389","6348","71","215","319","197","153","146","104","53","35","1287","1788","3363","5046","4162","3637","2637","1735","813","423","23613","172","1813","5799","4508","4167","2214","390","19","0","19078","1255","2248","1781","1639","1470","1013","463","71","7","9949","60","87","267","242","122","111","45","3","0","936","31","55","92","48","57","27","12","3","0","324","1511","4204","7937","6439","5815","3369","908","98","5","30284","49","153","310","142","170","99","14","4","0","929","310","300","167","81","63","55","22","0","0","1000","356","454","473","222","233","152","33","5","0","1927","1864","4651","8415","6660","6049","3519","947","99","5","32220","1581","1289","1050","904","778","1317","2168","1326","601","11010","137","437","668","385","340","295","203","108","56","2619","3587","6372","10136","7952","7163","5127","3318","1533","662","45853",Brisbane Inner - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6347,"30601","951","1012","2593","3434","3639","2329","473","31","0","14459","562","248","580","663","607","1161","1939","775","234","6761","83","102","239","300","323","315","288","156","52","1850","1597","1361","3414","4393","4566","3800","2699","957","289","23065","275","999","3215","4168","4523","2772","460","30","0","16440","1177","697","1224","1814","1760","1418","529","49","0","8661","47","45","275","244","245","245","88","19","7","1210","27","49","77","106","100","59","27","7","3","444","1529","1784","4787","6336","6622","4497","1097","100","11","26755","92","127","190","179","225","197","20","0","0","1030","243","84","100","101","81","85","31","6","0","733","330","212","294","281","312","281","47","6","0","1763","1861","1995","5085","6619","6934","4776","1142","104","11","28518","1266","433","807","886","937","1985","3794","1620","408","12144","187","185","481","527","617","622","573","293","77","3575","3313","2619","6370","8033","8485","7386","5518","2014","492","44235",Cairns - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6346,"30602","1639","2247","5465","5625","5282","3605","782","79","17","24741","1247","681","1662","1433","1320","2145","3279","1797","882","14439","308","423","1011","815","789","770","668","389","175","5344","3194","3347","8139","7867","7386","6525","4731","2263","1074","44522","577","2373","6723","6723","6797","4421","781","63","17","28471","1770","1443","2733","3037","2651","2182","840","91","16","14768","76","132","499","374","365","390","117","24","3","1977","72","96","230","186","178","99","60","22","3","950","2495","4047","10190","10320","9990","7094","1800","199","41","46166","257","401","612","513","549","372","31","3","0","2742","397","202","295","255","197","166","63","6","0","1582","654","609","910","763","749","542","95","8","3","4321","3142","4654","11094","11084","10740","7633","1889","208","39","50489","2663","1151","2399","2142","2234","3735","6411","3463","1346","25546","619","849","1950","1642","1700","1578","1347","760","285","10734","6427","6663","15451","14873","14665","12947","9653","4432","1668","86770",Cairns - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6345,"30603","465","605","1228","1359","1735","1503","347","36","6","7283","415","224","543","477","528","1095","1733","895","402","6321","58","84","170","169","175","233","221","117","49","1285","941","912","1942","2011","2441","2833","2300","1051","460","14889","246","770","1575","1621","2134","1748","435","75","13","8609","496","364","733","769","936","989","318","63","3","4672","18","38","94","105","141","209","85","14","3","710","35","40","81","62","82","45","21","13","0","392","796","1216","2483","2556","3298","2989","859","166","21","14389","112","154","189","190","226","187","13","3","0","1081","65","41","65","48","67","70","11","0","0","370","179","191","255","238","294","260","29","3","0","1449","969","1408","2742","2796","3594","3242","893","168","20","15830","879","372","799","718","948","2032","3553","1838","665","11807","123","166","392","335","410","483","487","255","81","2734","1977","1946","3939","3856","4954","5754","4932","2261","766","30373",Innisfail - Cassowary Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6344,"30604","139","245","771","798","879","798","237","27","0","3890","115","33","157","138","164","517","878","373","65","2440","32","60","211","171","192","278","248","108","46","1361","288","340","1139","1110","1238","1588","1361","507","113","7689","81","279","996","982","994","826","203","35","5","4401","156","115","337","447","495","524","223","41","4","2345","11","21","112","127","135","199","97","15","0","720","9","13","34","40","37","26","19","5","0","181","260","427","1478","1597","1665","1573","538","91","13","7646","14","21","43","28","51","48","3","0","0","206","13","9","14","17","17","31","8","0","0","120","24","29","58","48","70","78","9","0","0","324","286","463","1538","1644","1735","1653","547","95","13","7974","218","63","206","211","313","901","1739","806","132","4585","57","111","379","372","358","514","470","215","79","2560","568","638","2124","2224","2402","3066","2760","1117","218","15120",Port Douglas - Daintree
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6343,"30605","582","571","1317","1612","2126","1746","425","49","11","8445","448","235","513","516","574","1282","2149","1188","476","7374","81","85","158","189","247","268","271","166","59","1518","1107","893","1988","2307","2949","3296","2850","1407","545","17334","252","680","1487","1846","2389","1852","448","55","4","9016","679","319","760","955","1224","1184","464","91","10","5690","31","36","140","102","172","226","64","10","0","791","35","34","46","60","66","54","31","14","3","349","1000","1066","2434","2963","3865","3317","1015","166","17","15844","82","134","188","157","196","164","13","0","0","945","70","52","69","76","75","92","17","3","0","455","148","185","260","233","276","260","33","4","0","1400","1146","1247","2698","3194","4134","3578","1047","175","20","17241","957","366","729","778","959","2271","4260","2351","806","13471","178","192","328","376","479","545","567","338","114","3110","2280","1815","3759","4348","5569","6390","5868","2858","939","33829",Tablelands (East) - Kuranda
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6342,"30701","547","809","2063","1984","2131","1574","473","102","15","9696","410","240","614","495","486","898","1397","885","370","5791","114","149","355","300","322","346","274","153","70","2078","1072","1199","3028","2774","2946","2818","2141","1137","456","17564","392","1225","3396","3117","3569","2579","712","172","25","15187","595","400","976","1056","976","861","412","107","16","5396","39","61","197","138","147","165","74","10","6","839","37","31","68","66","101","73","48","18","9","448","1063","1722","4632","4378","4787","3670","1242","311","54","21872","80","104","128","130","135","95","3","0","0","679","64","41","61","43","36","31","10","4","0","283","141","148","190","176","166","132","15","0","0","963","1207","1869","4824","4554","4958","3803","1260","311","54","22833","827","327","758","685","831","1533","2767","1709","591","10024","230","329","1098","942","1017","842","622","303","108","5495","2262","2522","6677","6185","6806","6170","4648","2327","756","38358",Darling Downs (West) - Maranoa
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6341,"30702","673","815","1475","1766","2001","1506","430","82","15","8757","473","232","594","544","551","957","1534","947","449","6296","88","57","121","161","197","171","197","141","112","1248","1236","1104","2188","2473","2745","2641","2165","1171","579","16300","400","1059","2182","2394","2853","2149","609","124","20","11787","715","436","770","966","1019","933","445","90","20","5400","48","40","146","93","110","134","48","6","0","631","44","46","60","59","83","64","48","15","5","421","1203","1588","3157","3514","4072","3278","1152","238","46","18238","120","144","166","130","136","105","8","0","3","814","99","44","46","58","55","47","4","0","0","362","220","194","216","188","184","151","17","0","3","1171","1431","1779","3372","3705","4255","3421","1163","239","48","19416","1018","356","742","766","888","1604","2880","1834","709","10802","163","134","286","335","416","399","380","277","174","2574","2609","2264","4399","4806","5567","5431","4430","2351","931","32792",Darling Downs - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6340,"30703","611","625","1222","1612","1973","1644","415","70","7","8170","436","232","535","529","573","1215","2017","1195","547","7278","61","47","87","121","142","192","200","141","62","1052","1104","899","1848","2264","2684","3052","2637","1404","619","16506","317","775","1551","1916","2429","1927","549","91","10","9576","732","406","721","977","1149","1109","439","87","8","5617","40","39","125","102","108","151","52","8","3","627","45","35","52","62","72","75","45","25","11","415","1131","1249","2453","3054","3756","3268","1075","207","31","16234","92","129","142","118","117","109","6","0","0","709","76","36","57","65","50","64","14","3","0","364","169","169","200","181","169","169","22","3","0","1073","1292","1418","2653","3236","3926","3438","1094","211","35","17308","1004","363","724","747","974","2067","3848","2258","847","12836","125","115","213","235","303","359","413","241","100","2102","2419","1902","3590","4215","5207","5865","5354","2709","983","32238",Granite Belt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-633f,"30801","413","639","1532","1440","1395","848","183","18","4","6475","260","161","591","356","313","623","722","253","55","3343","81","129","283","229","237","194","102","47","18","1326","752","939","2406","2025","1945","1670","1007","322","77","11139","255","945","2659","2482","2489","1542","300","42","5","10717","446","310","713","768","634","493","158","33","5","3557","27","51","197","135","120","139","39","7","0","712","15","22","66","85","54","44","17","3","3","312","740","1325","3627","3470","3304","2225","516","80","13","15304","70","77","107","94","124","84","12","0","0","570","52","34","67","48","35","27","3","0","0","262","125","102","172","136","159","109","15","0","0","836","871","1430","3803","3606","3462","2335","528","84","13","16133","583","243","687","464","470","976","1527","556","101","5615","184","310","940","917","883","644","248","115","24","4268","1639","1985","5433","4989","4817","3957","2304","757","143","26015",Central Highlands (Qld)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-633e,"30803","2236","2534","5239","5291","5945","4008","689","91","9","26039","1434","717","1661","1292","1466","2897","4394","2795","1125","17782","260","261","419","443","541","519","452","367","315","3570","3931","3515","7312","7024","7946","7422","5536","3255","1446","47387","756","2884","6773","6599","7527","5051","742","79","4","30419","2516","1511","2552","2777","2871","2356","740","124","6","15456","124","152","523","326","346","434","113","9","4","2029","79","100","173","165","172","101","39","25","7","863","3470","4650","10027","9868","10915","7940","1637","240","27","48766","410","539","693","569","579","414","20","5","0","3229","442","195","287","221","170","204","29","3","0","1553","851","736","979","787","751","624","47","7","0","4782","4324","5388","11006","10653","11667","8566","1682","242","27","53549","3121","1210","2437","2031","2498","4996","8526","5150","1819","31779","462","506","880","886","1114","1073","937","685","497","7045","7910","7103","14322","13569","15283","14630","11141","6085","2340","92378",Rockhampton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-633d,"30804","223","256","656","720","744","501","144","41","9","3286","111","74","223","156","150","282","424","291","104","1813","29","27","65","79","80","67","72","37","17","473","366","357","948","956","970","850","634","368","128","5572","180","455","1144","1185","1245","941","262","68","4","5484","211","115","328","366","376","280","101","37","5","1812","12","24","68","51","66","59","27","5","0","316","5","14","32","41","38","22","11","10","4","168","415","603","1563","1636","1719","1304","401","111","8","7774","28","30","49","42","41","31","3","0","0","226","22","6","10","13","17","15","0","0","0","89","47","40","59","55","55","44","7","0","0","308","461","649","1625","1699","1772","1346","407","115","8","8085","234","107","264","207","207","446","792","555","172","2981","54","72","225","247","235","197","152","79","22","1280","752","817","2110","2148","2218","1981","1353","751","209","12342",Biloela
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-633c,"30805","988","1236","2856","3068","3135","1663","290","23","0","13259","615","345","1216","991","952","1590","1852","840","302","8695","131","128","315","296","299","235","182","86","36","1701","1730","1710","4393","4345","4384","3490","2319","952","334","23655","426","1549","4052","4373","4578","2559","362","29","4","17930","1136","677","1352","1601","1555","1106","325","37","0","7778","52","59","277","201","238","245","50","9","0","1128","50","41","102","120","111","47","20","3","3","496","1660","2327","5781","6291","6479","3960","749","76","6","27327","217","394","525","459","541","336","9","3","0","2493","218","105","154","174","124","90","22","0","0","883","435","504","676","633","660","435","29","3","0","3376","2092","2831","6458","6928","7136","4386","783","84","6","30700","1393","489","1469","1281","1438","2726","3741","1646","480","14663","269","280","674","639","708","571","361","179","55","3727","3754","3600","8592","8843","9287","7687","4885","1902","541","49097",Gladstone
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-633b,"30901","910","1692","4254","3432","3323","2391","601","60","19","16676","442","232","602","727","692","1527","3053","2058","967","10290","95","208","461","408","370","443","445","340","130","2908","1448","2135","5317","4559","4390","4370","4099","2456","1110","29874","250","1515","5336","4553","4086","2631","519","53","9","18951","1144","1300","2191","2009","1946","1624","776","105","11","11105","37","58","309","258","174","212","84","14","3","1151","30","58","185","106","76","94","26","13","12","601","1463","2929","8022","6931","6283","4556","1409","183","28","31805","85","139","257","201","235","167","14","0","0","1101","192","105","143","120","104","97","32","6","3","802","279","243","397","322","337","263","50","6","3","1900","1738","3172","8423","7254","6618","4819","1455","191","29","33700","1008","428","878","1013","1112","2471","5485","3801","1577","17772","206","362","908","756","740","830","891","618","223","5524","2952","3960","10208","9024","8463","8120","7831","4611","1827","56999",Broadbeach - Burleigh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-633a,"30902","908","1113","2641","2816","3019","2268","455","36","7","13264","463","196","550","662","624","1537","2754","1896","952","9637","73","107","269","215","275","337","312","235","146","1963","1441","1414","3456","3693","3914","4143","3524","2171","1102","24867","241","1064","3189","3389","3517","2344","370","16","5","14132","1105","934","1523","1783","1765","1641","591","62","8","9408","36","66","221","184","186","234","84","11","7","1032","34","48","98","104","88","83","22","17","0","497","1414","2111","5028","5464","5551","4307","1072","107","16","25073","97","122","177","180","200","180","9","0","0","958","236","74","88","108","111","100","26","3","0","751","336","202","269","288","307","280","33","3","0","1715","1754","2307","5300","5749","5858","4582","1104","113","21","26787","1069","344","787","919","993","2558","5131","3558","1595","16957","128","214","500","454","499","631","617","451","239","3727","2950","2866","6586","7127","7354","7770","6848","4117","1853","47471",Coolangatta
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6339,"30903","982","1559","2847","3119","3406","2655","695","51","6","15327","597","361","849","888","899","1767","3620","2293","1009","12287","112","193","312","292","316","322","343","291","205","2373","1682","2118","4009","4299","4620","4744","4660","2637","1215","29979","267","1344","3593","3787","4253","2866","576","34","3","16719","1075","1240","1588","1818","1826","1694","881","106","4","10235","46","58","185","156","121","174","50","19","0","819","42","63","109","109","90","72","37","7","0","535","1433","2708","5475","5880","6297","4803","1541","171","7","28308","143","226","291","249","286","223","19","0","0","1435","274","171","173","144","121","143","34","8","0","1073","419","401","462","392","409","365","52","11","0","2513","1856","3105","5932","6268","6711","5170","1591","176","7","30817","1284","747","1215","1306","1421","2800","6391","4217","1643","21017","208","360","625","575","607","578","618","485","323","4387","3349","4214","7775","8154","8732","8550","8601","4880","1976","56225",Gold Coast - North
