gml_id,sa3_code16,f_tot_lf_15_19_yr,f_tot_lf_20_24_yr,f_tot_lf_25_34_yr,f_tot_lf_35_44_yr,f_tot_lf_45_54_yr,f_tot_lf_55_64_yr,f_tot_lf_65_74_yr,f_tot_lf_75_84_yr,f_tot_lf_85,f_tot_lf_tot,f_n_the_lf_15_19,f_n_the_lf_20_24,f_n_the_lf_25_34,f_n_the_lf_35_44,f_n_the_lf_45_54,f_n_the_lf_55_64,f_n_the_lf_65_74,f_n_the_lf_75_84,f_n_the_lf_85,f_n_the_lf_tot,f_lf_st_ns_15_19,f_lf_st_ns_20_24,f_lf_st_ns_25_34,f_lf_st_ns_35_44,f_lf_st_ns_45_54,f_lf_st_ns_55_64,f_lf_st_ns_65_74,f_lf_st_ns_75_84,f_lf_st_ns_85,f_lf_st_ns_total,f_tot_15_19_yr,f_tot_20_24_yr,f_tot_25_34_yr,f_tot_35_44_yr,f_tot_45_54_yr,f_tot_55_64_yr,f_tot_65_74_yr,f_tot_75_84_yr,f_tot_85_yr_over,f_tot_tot,p_emp_wrk_ft_15_19,p_emp_wrk_ft_20_24,p_emp_wrk_ft_25_34,p_emp_wrk_ft_35_44,p_emp_wrk_ft_45_54,p_emp_wrk_ft_55_64,p_emp_wrk_ft_65_74,p_emp_wrk_ft_75_84,p_emp_wrk_ft_85,p_emp_wrk_ft_tot,p_emp_wrk_pt_15_19,p_emp_wrk_pt_20_24,p_emp_wrk_pt_25_34,p_emp_wrk_pt_35_44,p_emp_wrk_pt_45_54,p_emp_wrk_pt_55_64,p_emp_wrk_pt_65_74,p_emp_wrk_pt_75_84,p_emp_wrk_pt_85,p_emp_wrk_pt_tot,p_emp_a_f_wrk_15_19,p_emp_a_f_wrk_20_24,p_emp_a_f_wrk_25_34,p_emp_a_f_wrk_35_44,p_emp_a_f_wrk_45_54,p_emp_a_f_wrk_55_64,p_emp_a_f_wrk_65_74,p_emp_a_f_wrk_75_84,p_emp_a_f_wrk_85,p_emp_a_f_wrk_tot,p_hr_wrk_ns_15_19,p_hr_wrk_ns_20_24,p_hr_wrk_ns_25_34,p_hr_wrk_ns_35_44,p_hr_wrk_ns_45_54,p_hr_wrk_ns_55_64,p_hr_wrk_ns_65_74,p_hr_wrk_ns_75_84,p_hr_wrk_ns_85,p_hr_wrk_ns_tot,p_tot_emp_15_19,p_tot_emp_20_24,p_tot_emp_25_34,p_tot_emp_35_44,p_tot_emp_45_54,p_tot_emp_55_64,p_tot_emp_65_74,p_tot_emp_75_84,p_tot_emp_85_over,p_tot_emp_tot,p_ue_lk_fr_ft_wrk_15_19,p_ue_lk_fr_ft_wrk_20_24,p_ue_lk_fr_ft_wrk_25_34,p_ue_lk_fr_ft_wrk_35_44,p_ue_lk_fr_ft_wrk_45_54,p_ue_lk_fr_ft_wrk_55_64,p_ue_lk_fr_ft_wrk_65_74,p_ue_lk_fr_ft_wrk_75_84,p_ue_lk_for_ft_wrk_85,p_ue_looking_for_ft_wk_tot,p_ue_lk_for_pt_wk_15_19,p_ue_lk_for_pt_wk_20_24,p_ue_lk_for_pt_wk_25_34,p_ue_lk_for_pt_wk_35_44,p_ue_lk_for_pt_wk_45_54,p_ue_lk_for_pt_wk_55_64,p_ue_lk_for_pt_wk_65_74,p_ue_lk_for_pt_wk_75_84,p_ue_looking_for_pt_wk_85,p_ue_lk_for_pt_wrk_tot,p_tot_unemp_15_19,p_tot_unemp_20_24,p_tot_unemp_25_34,p_tot_unemp_35_44,p_tot_unemp_45_54,p_tot_unemp_55_64,p_tot_unemp_65_74,p_tot_unemp_75_84,p_tot_unemp_85,p_tot_unemp_total,p_tot_lf_15_19_yr,p_tot_lf_20_24_yr,p_tot_lf_25_34_yr,p_tot_lf_35_44_yr,p_tot_lf_45_54_yr,p_tot_lf_55_64_yr,p_tot_lf_65_74_yr,p_tot_lf_75_84_yr,p_tot_lf_85,p_tot_lf_tot,p_n_the_lf_15_19,p_n_the_lf_20_24,p_n_the_lf_25_34,p_n_the_lf_35_44,p_n_the_lf_45_54,p_n_the_lf_55_64,p_n_the_lf_65_74,p_n_the_lf_75_84,p_n_the_lf_85,p_n_the_lf_tot,p_lf_st_ns_15_19,p_lf_st_ns_20_24,p_lf_st_ns_25_34,p_lf_st_ns_35_44,p_lf_st_ns_45_54,p_lf_st_ns_55_64,p_lf_st_ns_65_74,p_lf_st_ns_75_84,p_lf_st_ns_85,p_lf_st_ns_total,p_tot_15_19_yr,p_tot_20_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62de,"60102","812","1005","2442","2678","2908","2126","375","48","5","12387","560","247","586","591","576","1319","2354","1537","822","8590","45","53","100","106","137","132","117","126","83","907","1415","1304","3128","3376","3622","3580","2839","1709","913","21888","192","946","2942","3099","3577","2435","280","15","0","13485","959","822","1305","1715","1651","1512","500","74","6","8546","53","68","249","172","169","157","44","6","0","923","35","36","66","63","70","38","15","8","3","335","1231","1875","4567","5046","5465","4140","837","107","11","23285","91","139","184","136","115","75","6","0","0","755","200","68","74","80","54","57","8","3","0","547","291","212","261","217","169","134","20","0","0","1302","1522","2081","4832","5259","5640","4271","861","111","11","24587","1386","539","1014","1023","1024","2331","4292","2736","1303","15650","103","99","205","201","277","253","217","209","116","1678","3016","2717","6050","6484","6937","6856","5369","3057","1432","41908",Hobart - North East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62dd,"60103","776","1086","2471","2382","2517","1805","295","20","8","11361","759","373","878","753","864","1398","2199","1488","662","9389","103","75","171","170","198","182","197","194","121","1413","1644","1539","3528","3302","3583","3385","2686","1705","787","22159","254","1084","2983","2743","3108","2053","236","6","9","12472","902","804","1509","1552","1501","1320","364","38","3","7981","51","75","213","149","142","144","17","0","0","805","38","41","105","74","80","54","20","10","7","424","1244","2005","4809","4514","4830","3573","640","52","13","21686","103","232","314","203","182","106","3","0","0","1147","222","97","136","96","86","80","13","0","0","720","322","330","444","305","265","184","14","0","0","1864","1567","2328","5253","4819","5098","3760","652","56","13","23556","1576","663","1308","1210","1489","2469","3880","2666","1056","16326","190","162","352","337","411","376","353","318","182","2679","3332","3152","6912","6370","6998","6609","4885","3041","1257","42560",Hobart - North West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62dc,"60104","551","620","1456","1787","1884","1366","214","15","3","7891","410","149","369","368","369","823","1325","858","388","5063","23","23","69","59","69","83","69","64","22","479","979","790","1895","2212","2322","2274","1604","938","413","13438","122","557","1775","2033","2240","1383","185","3","3","8288","679","561","839","1184","1190","1051","336","43","3","5882","39","34","160","116","91","115","18","0","0","578","20","14","45","21","31","29","8","4","0","167","854","1161","2810","3353","3551","2578","544","53","5","14912","35","75","88","70","80","60","0","0","0","398","155","56","48","51","38","48","16","0","0","422","186","128","138","118","120","107","14","0","0","820","1046","1290","2947","3475","3666","2687","563","49","5","15734","919","271","521","497","560","1364","2387","1498","613","8632","54","55","129","110","134","155","144","102","33","916","2016","1619","3601","4085","4367","4204","3090","1655","657","25282",Hobart - South and West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62db,"60105","760","1491","2885","2693","2819","2071","454","48","6","13227","722","667","799","504","484","1095","1779","1243","868","8163","59","141","270","214","209","194","152","103","86","1440","1547","2297","3953","3419","3506","3357","2394","1392","963","22825","108","861","3408","3226","3599","2396","405","33","4","14046","871","1531","1848","1647","1592","1410","612","100","4","9613","54","109","237","209","154","155","52","3","0","965","21","46","77","32","41","41","13","3","3","274","1053","2547","5566","5113","5388","3999","1078","142","14","24903","46","119","221","127","105","84","4","3","0","711","271","274","229","76","68","95","20","3","0","1041","314","395","452","210","173","177","27","3","0","1751","1372","2941","6022","5317","5568","4176","1100","149","14","26655","1566","1421","1425","812","829","1913","3206","2154","1290","14633","98","295","591","466","460","432","329","202","135","3014","3027","4663","8039","6602","6856","6522","4639","2507","1443","44299",Hobart Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62da,"60106","240","288","650","745","913","656","119","6","0","3620","210","60","203","166","214","465","668","364","146","2485","29","26","43","63","48","59","61","44","14","393","476","380","893","968","1170","1182","844","424","161","6499","73","293","811","809","1052","750","105","9","0","3907","280","225","401","535","543","501","161","20","0","2664","25","11","79","42","60","58","17","0","0","289","9","11","23","24","27","10","12","0","0","108","386","538","1317","1409","1681","1314","298","31","0","6973","41","52","52","55","56","35","0","0","0","293","48","20","18","21","30","28","5","0","0","169","82","75","69","79","80","68","9","0","0","463","471","612","1393","1483","1762","1384","303","31","0","7436","433","112","267","263","393","803","1309","679","251","4513","42","50","98","105","92","121","126","79","24","723","945","773","1748","1848","2249","2303","1742","780","274","12667",Sorell - Dodges Ferry
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62d9,"60201","1456","2025","3472","3789","4241","2985","520","33","3","18527","1084","698","1224","1046","1059","1850","3216","2264","1248","13692","134","176","308","260","295","301","311","209","175","2168","2671","2902","5004","5098","5596","5138","4040","2505","1424","34385","396","1773","4296","4255","5108","3344","406","19","5","19596","1632","1673","2125","2499","2483","2113","712","100","7","13344","91","126","353","240","231","232","62","6","0","1344","63","72","98","91","97","80","28","7","0","544","2182","3637","6874","7085","7921","5773","1215","128","16","34823","184","351","347","270","296","194","11","0","0","1644","408","255","186","161","126","117","9","0","0","1271","593","604","533","428","422","307","20","0","0","2916","2774","4245","7409","7512","8340","6084","1235","131","16","37743","2501","1424","1865","1602","1735","3060","5797","3880","1891","23738","278","378","602","528","614","590","581","361","256","4190","5553","6043","9876","9639","10686","9726","7606","4369","2165","65669",Launceston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62d8,"60202","302","311","686","871","1221","957","203","23","7","4580","323","99","274","274","320","755","1138","578","232","3992","47","32","64","66","93","115","92","60","22","588","674","440","1024","1212","1638","1821","1437","666","254","9165","117","334","794","958","1421","1004","187","33","6","4859","326","239","434","605","770","799","269","36","11","3483","20","20","84","64","92","117","37","4","0","430","23","18","27","43","51","34","19","0","0","211","477","611","1333","1663","2336","1960","510","67","20","8980","66","63","57","55","100","73","3","0","0","418","56","23","27","24","40","45","7","4","0","233","120","92","89","79","139","118","6","4","0","651","599","704","1419","1743","2472","2075","520","72","20","9627","676","173","365","391","532","1327","2208","1122","374","7175","86","70","125","122","170","229","192","122","43","1163","1365","944","1917","2263","3177","3631","2923","1314","439","17972",Meander Valley - West Tamar
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62d7,"60203","377","551","1102","1378","1890","1553","324","44","7","7218","471","200","486","481","588","1227","1845","965","368","6634","52","57","117","121","168","187","175","117","61","1060","896","805","1707","1986","2646","2965","2351","1125","435","14912","191","618","1331","1580","2166","1703","325","49","5","7964","397","384","673","946","1228","1241","400","76","9","5357","29","49","105","84","132","168","29","11","0","605","22","29","51","49","72","67","20","9","0","316","636","1081","2159","2654","3591","3181","775","151","16","14247","75","107","138","131","170","170","4","0","3","801","68","36","67","73","91","93","13","0","0","446","151","141","207","206","260","262","14","3","3","1246","787","1222","2360","2862","3854","3444","795","150","19","15494","995","321","633","697","1020","2238","3702","1923","616","12149","119","132","233","250","371","396","360","220","88","2163","1903","1677","3229","3808","5246","6078","4850","2294","720","29799",North East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62d6,"60301","143","159","350","452","578","411","91","12","0","2200","157","40","139","159","231","373","453","183","62","1791","10","19","24","43","56","56","54","27","10","307","311","220","510","649","862","843","603","227","71","4302","66","205","460","562","738","548","120","17","4","2713","140","101","196","282","367","333","121","23","0","1558","7","9","48","29","36","58","8","6","3","195","8","14","22","19","46","18","18","7","0","151","215","331","721","889","1185","954","257","49","10","4613","24","19","30","57","40","39","5","0","0","211","28","13","17","16","15","20","4","0","0","115","52","30","48","76","55","62","8","0","0","326","271","358","769","959","1244","1015","264","49","10","4935","349","80","206","238","412","685","989","385","97","3439","34","39","72","90","118","134","117","70","21","695","653","477","1048","1289","1774","1828","1376","500","121","9063",Central Highlands (Tas.)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62d5,"60302","203","236","576","775","1034","767","164","12","3","3772","265","89","224","258","356","729","971","446","149","3494","20","27","50","74","69","95","81","50","17","482","492","346","847","1113","1461","1587","1213","508","173","7743","81","271","658","854","1139","783","137","21","0","3936","214","155","400","607","694","699","228","33","4","3027","11","23","59","52","70","76","23","5","0","315","10","22","30","33","22","27","11","7","3","152","318","462","1146","1538","1922","1578","397","60","6","7432","36","38","55","50","50","56","9","0","0","290","43","22","36","31","42","33","5","0","0","208","80","60","97","82","84","91","9","0","0","500","395","524","1236","1619","2011","1670","407","57","6","7933","592","157","321","391","603","1344","1948","927","252","6537","50","46","96","143","138","179","166","89","36","941","1042","729","1650","2160","2751","3184","2519","1070","301","15408",Huon - Bruny Island
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62d4,"60303","32","59","183","229","291","323","81","8","3","1208","36","27","70","64","101","286","448","200","66","1290","9","15","23","28","49","48","56","39","17","290","76","106","275","323","439","654","583","248","82","2795","33","53","203","232","333","288","63","4","0","1198","45","52","135","166","204","298","107","19","3","1026","3","4","27","25","35","43","14","0","0","153","0","8","4","9","9","3","4","8","3","52","75","121","372","432","581","628","189","37","3","2433","8","11","16","15","19","28","4","0","0","96","3","10","5","8","14","7","0","0","0","53","12","16","22","23","36","39","8","0","0","149","88","133","391","452","617","664","193","37","5","2583","79","43","88","111","197","579","902","409","136","2540","21","15","46","62","90","107","120","73","31","573","187","195","525","630","905","1354","1219","516","171","5697",South East Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62d3,"40301","463","830","1608","1636","1956","1595","383","42","11","8525","336","138","259","308","324","864","1563","1178","990","5969","26","62","107","94","100","152","109","103","90","846","831","1038","1977","2043","2381","2607","2053","1323","1093","15340","94","568","2021","2033","2450","1863","274","15","3","9328","624","790","810","980","1109","1057","509","66","8","5949","25","51","125","85","106","125","43","9","0","576","13","28","61","47","36","42","16","9","5","252","761","1441","3023","3141","3701","3093","835","99","17","16098","23","75","122","95","96","97","5","0","0","520","139","82","51","44","42","67","18","0","0","436","158","158","178","139","134","161","24","0","0","957","915","1598","3199","3275","3834","3252","861","96","17","17057","792","283","403","438","530","1457","2827","2001","1466","10197","55","97","230","213","220","281","221","164","140","1610","1758","1982","3828","3923","4584","4993","3908","2261","1624","28863",Holdfast Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62d2,"40302","1382","2405","5162","4672","4572","3500","578","48","11","22346","1090","662","1299","1128","1063","2245","3408","2504","1662","15056","72","137","256","190","182","194","173","170","109","1487","2546","3206","6725","5990","5814","5937","4165","2721","1783","38892","256","1792","6273","5725","5595","3906","480","27","5","24063","1655","2248","2940","2978","2637","2389","733","75","11","15669","65","143","504","321","251","238","73","4","0","1593","40","70","130","108","94","70","26","11","3","561","2015","4255","9850","9139","8572","6612","1313","118","27","41888","131","268","386","356","319","245","6","5","0","1713","442","283","243","203","149","143","27","4","0","1499","575","552","632","555","466","392","35","6","0","3210","2589","4807","10478","9693","9039","7004","1346","129","27","45100","2365","1324","2015","1703","1812","3747","6152","4279","2529","25927","140","257","498","370","361","377","305","279","174","2767","5096","6391","12993","11761","11216","11128","7804","4681","2725","73792",Marion
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62d1,"60401","803","898","1690","1945","2495","1749","236","34","4","9847","644","308","684","638","794","1452","2271","1524","663","8970","57","58","128","131","163","174","169","156","82","1118","1500","1263","2497","2715","3443","3375","2676","1710","746","19929","316","991","2012","2149","2857","1891","241","17","11","10490","881","584","1045","1273","1527","1326","339","51","6","7044","51","63","161","142","160","168","39","0","0","785","36","29","51","63","73","62","21","9","0","343","1289","1673","3270","3619","4620","3447","642","85","22","18667","123","191","191","213","212","132","7","0","0","1062","160","64","112","73","88","83","10","0","0","591","285","251","301","286","296","212","19","3","0","1654","1570","1923","3565","3912","4914","3662","665","90","19","20321","1381","502","955","984","1284","2486","4196","2766","1040","15599","122","124","255","247","338","327","324","266","132","2131","3073","2550","4776","5143","6534","6473","5185","3125","1195","38051",Burnie - Ulverstone
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62d0,"60402","748","760","1599","1879","2351","1579","304","32","4","9259","489","266","616","619","699","1395","2227","1284","604","8192","46","47","112","111","145","175","197","136","76","1037","1283","1063","2322","2604","3192","3157","2728","1455","685","18493","265","790","1926","2123","2620","1763","264","32","7","9792","796","518","1007","1262","1448","1252","418","58","11","6771","45","61","156","150","191","160","29","5","3","793","32","21","61","48","71","49","25","12","3","323","1138","1394","3149","3582","4330","3226","740","107","19","17680","93","182","164","147","190","133","9","0","4","924","155","64","82","62","81","78","9","4","0","548","246","246","246","211","278","218","17","4","4","1463","1385","1639","3389","3789","4604","3440","763","114","27","19144","1156","402","861","921","1174","2356","4070","2363","928","14229","102","93","231","221","294","349","359","242","108","2003","2644","2133","4482","4928","6070","6149","5187","2721","1057","35376",Devonport
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62cf,"60403","208","308","628","672","932","692","139","25","0","3602","191","101","262","215","270","445","612","335","117","2549","39","29","69","50","77","91","65","52","19","490","438","441","954","945","1275","1227","813","422","133","6642","141","434","886","872","1226","881","165","21","7","4620","203","182","359","480","540","548","176","36","3","2533","10","33","84","46","69","67","13","4","0","340","14","8","29","21","36","23","9","5","0","155","373","654","1351","1420","1872","1526","362","70","10","7644","45","63","60","65","85","79","4","0","0","407","20","16","25","20","27","31","9","3","0","147","63","72","86","84","115","111","13","3","0","549","435","730","1442","1508","1987","1640","372","69","10","8196","419","144","340","334","469","821","1247","672","196","4646","73","69","146","124","189","210","137","84","26","1068","932","944","1923","1966","2651","2669","1755","829","236","13902",West Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-62ce,"70101","269","751","2597","1466","1427","1049","259","25","3","7850","171","110","449","338","247","444","674","312","99","2839","38","164","544","300","300","304","204","77","19","1944","473","1028","3596","2100","1968","1791","1144","413","122","12635","145","1033","4472","2813","2713","1749","371","26","3","13323","286","353","772","491","434","469","214","37","0","3053","19","52","231","138","163","183","62","6","3","863","12","51","98","52","56","40","20","4","0","333","467","1486","5574","3490","3368","2442","669","75","11","17576","13","54","122","85","92","49","14","0","0","428","45","24","67","31","28","31","7","0","0","230","66","78","190","112","121","81","21","0","0","665","526","1566","5755","3605","3484","2523","690","75","11","18238","377","189","597","463","396","773","1316","619","174","4908","92","393","1292","807","814","702","449","153","47","4738","998","2148","7645","4874","4696","3990","2456","849","231","27883",Darwin City
