gml_id,sa3_name16,sa3_code16,p_y8b_15_19_yrs,p_y8b_20_24_yrs,p_y8b_25_34_yrs,p_y8b_35_44_yrs,p_y8b_45_54_yrs,p_y8b_55_64_yrs,p_y8b_65_74_yrs,p_y8b_75_84_yrs,p_y8b_85ov,p_y8b_tot,p_dngts_15_19,p_dngts_20_24,p_dngts_25_34,p_dngts_35_44,p_dngts_45_54,p_dngts_55_64,p_dngts_65_74,p_dngts_75_84,p_dngts_85_ov,p_dngts_tot,p_hghst_yr_schl_ns_15_19_yrs,p_hghst_yr_schl_ns_20_24_yrs,p_hghst_yr_schl_ns_25_34_yrs,p_hghst_yr_schl_ns_35_44_yrs,p_hghst_yr_schl_ns_45_54_yrs,p_hghst_yr_schl_ns_55_64_yrs,p_hghst_yr_schl_ns_65_74_yrs,p_hghst_yr_schl_ns_75_84_yrs,p_hghst_yr_schl_ns_85_yrs_ovr,p_hghst_yr_schl_ns_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7909,Hornsby,"12102","6","6","32","46","100","201","245","264","210","1101","0","11","37","58","62","65","60","62","38","391","133","166","393","443","413","338","328","363","334","2905","1789","4271","9660","12919","11284","8950","6309","3411","1610","60200"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7908,Ku-ring-gai,"12103","16","6","8","26","52","122","169","264","213","884","0","11","19","37","51","59","43","70","44","338","324","205","351","424","528","375","451","570","839","4060","3021","6552","9607","14946","18272","13298","10249","6828","4062","86826"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7907,North Sydney - Mosman,"12104","6","8","27","37","26","79","118","132","99","522","3","8","18","27","21","21","22","25","19","168","201","389","1519","1128","847","783","700","437","363","6359","1243","4511","18718","15823","12259","10299","8727","4058","2008","77645"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7906,Manly,"12201","0","0","14","6","8","39","67","81","88","312","0","0","3","9","4","6","5","10","9","47","99","163","500","460","335","278","258","221","206","2524","739","1954","6458","7016","6010","4340","3262","1717","888","32380"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7905,Marrickville - Sydenham - Petersham,"11702","8","13","44","66","176","365","656","640","259","2236","0","5","28","42","79","146","218","280","109","912","121","355","1120","775","596","446","368","318","190","4293","824","4088","12355","9407","7149","5166","3362","2044","839","45232"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7904,Pittwater,"12202","3","7","13","27","32","82","171","180","144","660","7","0","0","9","12","13","12","20","10","78","100","142","203","312","367","354","442","402","427","2756","1259","2935","4781","7636","8803","7998","6420","3423","1651","44915"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7903,Warringah,"12203","11","22","85","125","199","417","606","685","509","2653","4","5","67","100","87","59","103","105","71","613","332","347","1002","1011","990","775","817","890","922","7079","3152","7468","17895","22951","21893","15286","11862","7571","4310","112382"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7902,Camden,"12301","7","20","43","62","125","301","360","227","159","1290","0","3","7","12","23","25","36","33","11","156","125","121","307","321","286","225","291","289","320","2284","1995","3794","8462","9603","8160","5962","3916","1803","854","44534"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7901,Campbelltown (NSW),"12302","49","85","252","363","703","1345","1398","802","329","5325","14","20","103","127","167","265","226","180","65","1162","593","763","1483","1365","1246","1340","1292","801","513","9404","5238","11558","23503","21194","19754","18513","12025","4857","1725","118364"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7900,Wollondilly,"12303","3","12","29","49","93","248","322","240","125","1129","0","3","3","12","16","20","22","30","6","108","131","119","283","289","333","350","318","271","184","2278","1304","2380","4861","5410","5557","4975","3454","1608","607","30158"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78ff,Blue Mountains,"12401","15","12","32","44","113","239","322","306","212","1298","0","3","16","21","21","17","23","28","12","138","150","148","324","422","514","593","645","474","264","3519","1903","3630","7018","9616","10795","11491","8985","4026","1596","59072"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78fe,Blue Mountains - South,"12402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","5","4","0","3","0","0","0","3","0","0","8"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78fd,Penrith,"12403","36","56","161","203","414","976","1213","815","495","4363","3","11","41","55","72","84","109","114","28","521","474","545","1254","1088","1036","924","977","693","327","7315","4373","9499","21516","19886","17239","15103","10350","4516","1739","104224"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78fc,Richmond - Windsor,"12404","14","16","41","57","148","324","370","292","186","1444","0","0","10","11","9","23","19","26","21","121","147","336","673","535","456","273","296","253","147","3113","1389","2873","5297","4646","5046","4063","2876","1623","692","28502"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78fb,St Marys,"12405","16","22","91","125","235","540","585","357","149","2113","0","12","40","55","56","61","61","71","22","373","200","265","541","493","482","540","396","245","144","3319","1785","4276","8150","7054","6946","6643","3719","1510","532","40605"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78fa,Auburn,"12501","24","142","519","534","722","875","735","488","222","4269","13","191","596","505","586","514","368","292","140","3206","338","921","2314","1468","1012","718","433","266","169","7648","2366","8125","21759","12912","10329","8422","4430","2242","985","71565"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78f9,Carlingford,"12502","6","13","48","95","184","309","370","344","198","1563","3","8","72","71","125","182","149","136","51","786","124","138","390","367","362","347","374","305","196","2596","1728","3992","8811","9439","9268","7765","5098","3133","1247","50478"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78f8,Merrylands - Guildford,"12503","42","143","643","876","1138","1657","1804","1392","739","8438","19","165","521","560","720","793","698","560","265","4300","510","785","1906","1428","1348","1153","992","818","530","9481","4562","11352","25388","20323","17802","14810","10133","5570","2604","112544"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78f7,Parramatta,"12504","16","37","195","237","358","661","811","814","510","3651","3","51","176","138","193","239","238","276","168","1472","392","679","2590","1889","1306","1118","857","852","584","10274","2807","8644","32018","24040","15277","12379","8857","5308","2641","111960"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78f6,Pennant Hills - Epping,"12601","9","10","15","13","27","92","105","132","85","481","0","7","30","24","30","45","31","35","32","239","53","96","168","162","136","155","149","212","248","1374","1207","3490","5677","6387","6561","5808","3768","2261","1104","36263"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78f5,Ryde - Hunters Hill,"12602","14","52","79","86","197","499","807","943","621","3289","3","33","111","91","132","168","178","271","148","1133","287","538","1165","911","823","776","691","661","747","6600","3312","10661","23105","19396","17042","14432","9981","6255","3749","107926"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78f4,Bringelly - Green Valley,"12701","19","46","225","407","716","1198","1210","740","276","4833","10","29","140","229","430","560","411","326","154","2287","448","457","981","974","937","821","662","390","117","5793","3655","7339","14909","14484","13582","10391","5906","2831","820","73923"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78f3,Fairfield,"12702","85","213","819","1554","2587","3281","3133","2466","1078","15209","34","146","612","969","1979","2422","1585","1387","705","9842","544","714","1314","1208","1421","1454","1210","915","478","9253","6043","14208","24911","22950","25272","23323","14203","8015","3129","142066"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78f2,Liverpool,"12703","40","79","284","446","584","1003","1256","976","467","5134","10","46","201","206","308","401","354","333","119","1973","513","697","1614","1460","1235","1115","852","585","323","8393","3590","8079","18033","17507","15095","11601","7533","4008","1585","87024"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78f1,Cronulla - Miranda - Caringbah,"12801","11","8","52","81","126","304","518","570","558","2222","5","4","27","26","48","60","77","65","37","342","195","283","739","709","649","710","685","718","717","5408","2549","6076","13600","14617","14899","13271","10009","6352","3581","84963"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78f0,Sutherland - Menai - Heathcote,"12802","16","15","35","72","100","324","528","483","440","2007","4","7","18","31","35","54","62","55","30","285","183","176","341","448","453","426","448","460","443","3371","2829","6427","12109","15016","14846","13322","9343","4492","2364","80752"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78ef,Ballarat,"20101","73","76","165","175","293","560","1122","1116","735","4315","3","17","27","49","63","41","25","28","13","259","362","516","856","784","878","903","968","842","506","6621","3036","7717","13217","12594","13098","12007","9204","5179","2354","78400"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78ee,Creswick - Daylesford - Ballan,"20102","12","16","42","38","83","173","412","322","174","1276","0","0","4","3","9","9","8","11","4","50","122","106","193","275","424","472","430","288","165","2475","647","1096","2237","3398","4393","4585","3595","1529","658","22133"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78ed,Maryborough - Pyrenees,"20103","12","20","38","59","117","256","514","447","241","1704","0","0","5","11","9","9","13","5","6","64","67","75","193","291","382","414","502","317","148","2383","529","1085","2008","2627","3458","4073","3705","1800","688","19972"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78ec,Bendigo,"20201","54","89","225","203","312","518","1016","1101","761","4284","3","24","86","83","92","73","56","27","7","445","370","418","854","737","843","864","910","948","685","6623","2750","7028","12349","11135","11424","11117","8364","5021","2494","71687"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78eb,Heathcote - Castlemaine - Kyneton,"20202","31","27","45","57","114","266","533","480","285","1835","3","4","7","15","14","22","24","9","11","107","192","189","557","606","686","738","709","469","273","4423","1037","1869","3842","5672","7087","7263","5900","2773","1142","36596"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78ea,Loddon - Elmore,"20203","3","7","14","15","47","106","239","193","118","749","0","0","0","0","3","0","8","8","3","28","61","43","91","123","180","206","223","147","63","1134","250","385","801","1191","1651","1953","1529","745","297","8801"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78e9,Barwon - West,"20301","9","11","21","31","48","85","194","143","92","634","0","0","5","6","5","4","3","3","0","24","58","57","94","143","151","179","141","90","59","963","461","835","1834","2640","2757","2467","1678","666","278","13616"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78e8,Geelong,"20302","113","156","358","439","571","1124","2203","2311","1542","8809","20","50","128","155","159","137","173","188","91","1097","599","921","1863","1581","1756","1614","1701","1656","1178","12876","5215","13628","25135","23446","23960","21597","16531","9957","5136","144610"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78e7,Surf Coast - Bellarine Peninsula,"20303","25","22","40","56","101","204","558","607","471","2075","10","7","13","16","11","21","20","30","9","122","167","167","376","512","523","620","664","537","333","3887","1328","2842","6801","9028","9148","9755","8255","4101","1774","53042"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78e6,Upper Goulburn Valley,"20401","41","24","89","84","162","380","783","673","373","2614","3","3","16","15","20","14","26","17","8","121","279","361","601","664","822","903","862","602","314","5405","1391","3026","5505","6246","7661","8283","6940","3365","1351","43762"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78e5,Wangaratta - Benalla,"20402","23","27","76","80","136","295","638","691","471","2444","0","0","6","8","13","26","24","20","7","115","194","172","273","375","481","624","646","516","416","3698","1027","2088","4184","5029","6220","6766","5507","3149","1607","35576"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78e4,Wodonga - Alpine,"20403","32","43","89","115","177","387","813","757","449","2870","0","9","29","34","45","32","36","32","13","235","317","451","879","911","965","926","756","610","312","6133","2000","4468","8810","9302","10411","10212","7364","3588","1556","57718"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78e3,Baw Baw,"20501","28","27","68","77","136","233","634","618","418","2233","7","7","15","17","35","20","27","13","9","150","160","202","319","404","503","563","521","426","175","3263","1223","2538","5240","5369","6414","6459","5260","2767","1083","36355"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78e2,Gippsland - East,"20502","33","36","85","76","164","319","757","684","334","2474","3","7","4","9","22","26","26","21","4","130","168","167","353","399","558","680","833","647","402","4201","938","1751","3844","4279","5687","7019","6872","3585","1351","35326"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78e1,Gippsland - South West,"20503","38","32","86","73","188","342","860","822","572","3023","0","0","17","20","23","22","32","29","17","161","179","159","449","443","695","812","964","749","409","4873","1196","2294","5460","6272","8074","9266","8606","4319","1905","47398"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78e0,Latrobe Valley,"20504","38","92","176","201","291","604","1027","1009","558","3994","3","6","41","31","40","39","47","71","27","315","335","466","764","656","882","924","897","843","464","6222","1950","4780","8985","8227","9492","9670","7047","4083","1777","56018"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78df,Wellington,"20505","18","29","76","80","154","277","647","534","307","2123","3","9","18","12","25","22","23","13","5","128","169","254","660","632","599","631","527","446","192","4106","952","2119","4891","4835","5566","6236","4676","2398","1011","32676"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78de,Brunswick - Coburg,"20601","9","19","64","76","169","479","1255","1707","776","4559","3","15","43","32","81","163","275","410","199","1225","179","453","1324","756","592","493","389","377","198","4766","1613","7713","20687","13905","10088","7353","4778","3622","1661","71425"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78dd,Darebin - South,"20602","3","14","37","46","86","200","677","1027","454","2532","5","8","16","19","33","66","131","270","95","649","101","222","717","525","395","314","269","277","151","2970","832","3459","10296","8638","7195","4761","2915","2346","1038","41475"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78dc,Essendon,"20603","18","21","65","93","146","266","547","768","466","2391","4","18","51","69","75","91","107","189","109","724","216","328","979","673","572","485","394","340","268","4254","1504","5104","12455","9592","8927","7006","4173","2523","1437","52710"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78db,Melbourne City,"20604","32","102","224","128","153","221","300","316","215","1687","20","97","169","88","101","107","81","86","51","807","1378","3602","6896","4316","3881","3010","1752","767","539","26142","9868","30906","47415","19966","14587","11550","7012","2795","1430","145534"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78da,Port Phillip,"20605","5","19","80","68","136","231","494","583","353","1976","3","15","42","32","51","44","69","113","44","426","251","714","2988","1895","1502","1210","900","502","236","10190","1331","6551","25931","17957","13566","10224","6865","3130","1379","86934"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78d9,Nillumbik - Kinglake,"20903","9","8","36","25","61","154","385","290","191","1169","0","3","18","14","19","23","26","27","9","139","166","143","236","325","426","342","293","188","95","2213","1746","4066","5912","8438","10475","9033","5376","1929","703","47686"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78d8,Whittlesea - Wallan,"20904","66","123","433","593","887","2132","3783","2997","1078","12073","9","41","184","241","331","480","635","756","250","2935","606","868","2161","1767","1576","1513","1426","941","344","11203","5484","14378","35948","31551","26583","21071","14234","7491","2448","159178"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78d7,Keilor,"21001","3","14","37","67","141","341","1303","1461","617","3984","3","10","25","23","46","89","191","252","111","750","125","158","373","364","370","361","574","524","289","3140","1213","3284","6852","7876","8030","6489","6023","4179","1642","45583"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78d6,Macedon Ranges,"21002","11","8","19","27","51","100","246","183","102","732","0","3","7","4","9","10","3","10","3","38","90","72","118","219","271","266","218","146","81","1497","680","1387","2589","3953","4564","3843","2854","1049","390","21312"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78d5,Stonnington - East,"20804","8","7","12","17","27","60","212","312","198","847","0","0","22","16","21","17","30","62","18","180","86","173","341","237","222","210","235","227","157","1889","913","3672","6295","5252","5449","4303","3239","2029","1142","32286"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78d4,Banyule,"20901","22","29","110","139","211","392","1184","1468","992","4558","4","26","60","60","121","109","116","159","83","741","279","344","788","725","758","779","814","869","686","6038","2559","7445","16078","17161","16024","14352","11075","6396","3273","94367"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78d3,Moreland - North,"21003","35","42","139","228","335","533","1231","1855","1049","5444","4","23","81","95","126","183","254","348","160","1273","220","336","1009","767","606","545","553","721","542","5300","1667","4956","14048","11162","8792","6365","4624","4657","2558","58825"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78d2,Sunbury,"21004","15","10","55","47","81","165","372","323","188","1262","9","5","17","18","5","12","27","24","9","126","111","141","266","271","256","288","263","180","92","1854","1162","2660","5099","5231","5591","4757","2965","1447","622","29532"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78d1,Tullamarine - Broadmeadows,"21005","129","229","878","1203","1532","1817","2475","1518","455","10224","28","87","320","381","610","753","698","538","191","3615","644","787","1877","1488","1496","1215","1047","652","230","9436","5128","11988","26316","22311","20986","15215","9613","4475","1289","117314"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78d0,Knox,"21101","27","51","173","176","383","729","1326","1317","716","4907","6","30","88","90","129","174","163","166","76","919","297","332","817","809","832","869","890","902","817","6554","3742","10108","20221","20636","21774","19385","13086","6941","3169","119059"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78cf,Manningham - East,"21102","7","8","13","8","20","67","176","208","138","647","0","4","3","7","11","9","11","38","23","108","56","55","78","90","137","145","121","137","137","963","679","1645","2070","2884","4221","3434","2389","1300","650","19264"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78ce,Maroondah,"21103","76","79","260","280","274","364","776","783","636","3526","12","35","132","110","138","138","92","69","33","738","229","246","640","625","617","580","574","705","562","4772","2501","6554","15114","15292","14851","12386","9140","5207","2593","83642"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78cd,Whitehorse - East,"21104","24","17","46","66","148","241","522","643","414","2120","0","20","56","49","106","130","109","116","40","628","87","139","288","275","258","245","303","333","244","2161","1253","3425","7848","8805","7969","6487","5604","3602","1671","46671"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78cc,Yarra Ranges,"21105","59","74","250","249","330","567","1242","1054","637","4460","14","17","55","63","100","57","58","73","37","477","368","416","833","909","1121","1041","1001","815","505","7014","3837","8759","17620","19328","21193","18907","13434","5959","2425","111464"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78cb,Cardinia,"21201","67","73","187","179","256","390","810","648","361","2982","5","11","43","45","61","31","52","33","11","287","337","345","701","764","749","688","592","461","229","4863","2624","5874","13549","13074","12260","9327","6587","3010","1152","67463"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78ca,Casey - North,"21202","60","117","328","370","526","880","1318","1141","637","5372","18","83","259","358","286","254","216","192","64","1723","389","471","829","756","868","797","779","732","500","6115","3757","9152","17140","18125","18379","14849","9040","4899","2047","97392"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78c9,Casey - South,"21203","104","153","512","637","713","979","1246","862","443","5650","23","115","421","532","441","334","222","135","50","2267","564","647","1530","1465","1291","1091","819","603","355","8371","4798","11308","26920","26420","20921","14729","8558","3796","1394","118844"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78c8,Dandenong,"21204","96","269","1010","1295","1650","2217","2994","2529","1164","13234","29","365","982","1049","1251","1303","975","801","356","7116","535","881","2105","1545","1433","1416","1458","1260","683","11312","4763","14480","32274","25008","22127","19733","15048","8866","3733","146027"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78c7,Monash,"21205","31","51","126","172","322","748","1858","2264","1194","6774","17","46","126","122","175","274","327","434","167","1684","480","808","1371","1057","968","917","875","1096","1030","8599","6040","17293","25812","22343","22016","17452","14212","10395","4864","140429"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p16b_highest_yr_sch_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-78c6,Brimbank,"21301","68","174","702","1050","1634","2738","3901","2834","1080","14184","29","111","492","580","911","1028","778","790","369","5080","700","1021","2287","1729","1726","1700","1733","1128","592","12622","5161","14480","30339","25068","23609","20936","14174","7218","2721","143718"
