gml_id,sa3_name16,sa3_code16,p_y8b_15_19_yrs,p_y8b_20_24_yrs,p_y8b_25_34_yrs,p_y8b_35_44_yrs,p_y8b_45_54_yrs,p_y8b_55_64_yrs,p_y8b_65_74_yrs,p_y8b_75_84_yrs,p_y8b_85ov,p_y8b_tot,p_dngts_15_19,p_dngts_20_24,p_dngts_25_34,p_dngts_35_44,p_dngts_45_54,p_dngts_55_64,p_dngts_65_74,p_dngts_75_84,p_dngts_85_ov,p_dngts_tot,p_hghst_yr_schl_ns_15_19_yrs,p_hghst_yr_schl_ns_20_24_yrs,p_hghst_yr_schl_ns_25_34_yrs,p_hghst_yr_schl_ns_35_44_yrs,p_hghst_yr_schl_ns_45_54_yrs,p_hghst_yr_schl_ns_55_64_yrs,p_hghst_yr_schl_ns_65_74_yrs,p_hghst_yr_schl_ns_75_84_yrs,p_hghst_yr_schl_ns_85_yrs_ovr,p_hghst_yr_schl_ns_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_135,Hornsby,"12102","3","11","30","46","98","197","249","263","199","1095","0","10","41","56","62","65","58","66","43","392","131","168","427","507","460","383","362","373","304","3112","1803","4303","9796","13088","11436","9107","6428","3442","1530","60933"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_136,Ku-ring-gai,"12103","16","3","8","30","53","121","165","253","206","855","0","10","19","35","52","55","46","70","45","331","331","229","411","504","658","497","567","601","849","4642","3070","6650","9672","15144","18546","13555","10525","6895","4037","88095"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_137,North Sydney - Mosman,"12104","6","8","28","32","26","72","108","129","101","517","3","8","18","29","20","22","23","25","18","166","202","417","1609","1211","920","868","758","480","373","6852","1266","4556","18879","15972","12334","10438","8875","4197","2047","78571"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_138,Manly,"12201","0","0","15","7","8","36","69","74","89","303","0","0","3","8","4","10","5","7","3","44","91","158","517","460","343","317","281","207","195","2572","713","1963","6512","7023","6035","4439","3389","1731","891","32700"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_139,Marrickville - Sydenham - Petersham,"11702","11","11","45","70","179","370","666","669","258","2281","0","12","26","39","77","151","223","290","111","934","119","355","1169","790","607","465","383","335","205","4433","836","4166","12549","9537","7238","5204","3379","2088","857","45861"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_13a,Pittwater,"12202","3","7","6","27","29","87","168","191","147","672","7","0","0","9","12","13","8","20","10","82","115","155","227","371","449","434","522","429","419","3125","1280","2991","4843","7784","9095","8360","6803","3560","1654","46361"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_13b,Warringah,"12203","11","25","89","126","204","418","610","691","518","2692","4","5","68","98","92","66","100","106","71","621","338","376","1069","1157","1095","895","934","936","945","7751","3178","7563","18194","23367","22251","15614","12223","7776","4398","114565"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_13c,Camden,"12301","7","17","35","59","125","297","355","223","159","1271","0","3","7","15","23","23","32","28","11","146","128","146","342","361","334","258","316","294","337","2512","2015","3827","8529","9676","8265","6033","3986","1816","867","45021"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_13d,Campbelltown (NSW),"12302","47","76","249","358","697","1350","1407","806","333","5324","12","16","96","128","165","269","224","185","63","1161","601","773","1488","1378","1251","1365","1339","789","499","9478","5243","11551","23510","21207","19725","18670","12194","4838","1696","118632"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_13e,Wollondilly,"12303","6","12","29","49","95","251","324","239","132","1143","0","3","3","14","12","22","19","25","6","100","131","134","298","329","377","395","335","286","183","2466","1318","2420","4895","5502","5664","5118","3522","1610","610","30655"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_13f,Blue Mountains,"12401","12","16","37","43","118","237","323","307","213","1303","0","3","16","21","22","17","23","22","12","138","166","149","330","444","566","673","729","513","282","3843","1941","3629","6969","9657","10949","11724","9229","4092","1621","59804"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_140,Blue Mountains - South,"12402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","3"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_141,Penrith,"12403","30","52","159","200","404","990","1204","802","495","4344","3","11","41","54","70","84","110","115","30","516","450","549","1317","1127","1093","986","993","664","311","7489","4338","9487","21576","19951","17379","15265","10475","4472","1716","104664"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_142,Richmond - Windsor,"12404","12","15","45","60","149","328","364","281","185","1442","0","0","6","14","9","23","22","26","15","115","152","333","695","549","464","292","297","256","142","3179","1378","2869","5310","4631","5022","4071","2872","1630","693","28475"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_143,St Marys,"12405","15","21","84","122","237","538","586","360","150","2121","0","12","42","55","54","61","64","69","26","377","207","270","565","519","507","563","424","259","153","3458","1783","4284","8207","7103","7012","6725","3753","1541","540","40945"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_144,Auburn,"12501","24","146","515","543","722","878","738","504","229","4280","13","186","590","503","587","520","365","291","146","3196","285","844","2305","1388","935","677","433","278","173","7315","2286","8039","21798","12810","10243","8361","4438","2261","989","71225"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_145,Carlingford,"12502","3","14","43","93","184","314","375","347","204","1576","3","6","64","67","125","183","145","133","54","786","131","149","447","416","408","390","406","329","211","2901","1746","4039","8902","9500","9378","7893","5226","3207","1287","51175"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_146,Merrylands - Guildford,"12503","34","150","636","870","1136","1654","1807","1409","764","8461","16","168","520","552","717","799","695","574","267","4308","513","797","1968","1482","1391","1178","1040","852","561","9777","4563","11322","25464","20441","17916","14862","10267","5679","2703","113226"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_147,Parramatta,"12504","19","37","192","228","357","651","800","816","508","3608","0","50","179","141","193","233","233","275","163","1467","328","634","2360","1606","957","943","779","763","538","8912","2733","8543","31594","23603","14685","12088","8810","5243","2592","109895"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_148,Pennant Hills - Epping,"12601","3","10","14","14","26","90","107","129","83","475","0","7","27","24","30","43","30","37","32","236","52","113","196","204","173","175","185","231","256","1583","1217","3534","5715","6473","6641","5864","3884","2331","1148","36819"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_149,Ryde - Hunters Hill,"12602","14","49","74","90","195","498","806","934","624","3274","3","28","104","90","134","169","176","267","147","1106","287","536","1175","892","785","768","719","681","756","6589","3261","10655","23103","19368","16966","14371","10028","6293","3777","107822"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_14a,Bringelly - Green Valley,"12701","17","48","219","420","715","1196","1221","747","279","4866","10","24","135","229","417","564","418","317","145","2271","457","472","1005","1008","971","849","681","405","122","5978","3665","7371","15001","14568","13631","10463","5966","2873","815","74354"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_14b,Fairfield,"12702","85","214","813","1555","2609","3310","3175","2494","1088","15343","34","144","621","967","1984","2424","1592","1390","707","9870","548","735","1368","1241","1465","1516","1222","921","486","9503","6035","14264","24988","22993","25376","23481","14351","8060","3178","142733"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_14c,Liverpool,"12703","40","78","280","441","582","989","1245","960","453","5075","10","46","196","209","312","394","353","325","112","1952","503","681","1598","1442","1229","1086","835","564","305","8237","3574","8010","17938","17483","15061","11535","7522","3934","1545","86595"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_14d,Cronulla - Miranda - Caringbah,"12801","7","9","49","82","118","305","514","575","545","2208","4","4","21","24","43","63","75","55","31","320","206","313","843","780","731","781","745","740","704","5840","2554","6164","13877","14816","15112","13522","10231","6467","3564","86311"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_14e,Sutherland - Menai - Heathcote,"12802","16","12","35","73","99","327","521","490","439","2023","4","7","19","31","36","47","62","55","30","285","199","196","401","523","545","534","521","496","451","3860","2849","6486","12292","15246","15069","13654","9683","4570","2381","82228"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_14f,Ballarat,"20101","73","75","166","175","297","567","1175","1151","732","4424","3","17","32","49","60","36","22","28","10","253","370","525","884","822","935","983","1076","897","519","7021","2973","7680","13284","12696","13282","12358","9820","5472","2399","79950"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_150,Creswick - Daylesford - Ballan,"20102","12","16","48","39","87","171","419","325","170","1290","0","0","8","3","9","9","12","11","4","53","125","101","195","269","437","506","446","289","164","2523","669","1100","2201","3393","4472","4773","3771","1555","648","22580"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_151,Maryborough - Pyrenees,"20103","12","22","38","56","117","261","542","463","238","1754","0","3","5","10","9","7","13","5","6","64","72","73","200","300","399","447","535","335","151","2512","549","1073","2016","2649","3532","4193","3880","1847","702","20444"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_152,Bendigo,"20201","52","91","222","213","315","517","1066","1123","757","4361","3","20","87","86","93","73","48","29","7","446","385","439","879","775","901","932","983","988","678","6967","2675","6954","12406","11240","11537","11398","8873","5243","2515","72838"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_153,Heathcote - Castlemaine - Kyneton,"20202","22","25","48","64","119","268","543","493","287","1860","3","6","7","15","19","22","24","9","12","109","190","187","571","641","734","795","756","487","267","4632","1027","1869","3863","5768","7218","7527","6147","2852","1131","37405"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_154,Loddon - Elmore,"20203","3","10","17","16","47","108","243","203","123","771","0","0","0","0","3","0","7","8","3","31","63","39","90","132","192","206","231","161","68","1179","261","382","814","1194","1699","2013","1572","782","311","9037"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_155,Barwon - West,"20301","9","5","21","32","46","87","196","141","89","632","0","0","5","6","5","8","3","3","0","26","66","63","98","161","176","203","155","90","49","1070","476","857","1863","2693","2828","2563","1762","687","258","13987"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_156,Geelong,"20302","114","153","360","434","577","1129","2269","2361","1543","8943","17","48","133","155","157","137","175","189","90","1096","602","929","1944","1667","1880","1743","1882","1721","1198","13571","5165","13632","25362","23704","24284","22222","17514","10353","5189","147422"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_157,Surf Coast - Bellarine Peninsula,"20303","25","21","35","58","94","204","593","635","501","2164","10","7","13","15","12","21","16","28","9","125","174","169","391","536","553","729","852","603","344","4355","1373","2898","6836","9121","9323","10308","9241","4451","1868","55418"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_158,Upper Goulburn Valley,"20401","42","28","88","84","161","382","831","697","384","2703","3","3","19","12","21","12","23","17","8","115","237","215","480","542","731","884","919","630","328","4967","1321","2548","5062","5864","7372","8371","7312","3514","1377","42749"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_159,Wangaratta - Benalla,"20402","22","28","81","77","144","305","665","713","478","2506","5","0","4","7","18","24","24","24","7","116","199","180","284","384","513","669","732","541","423","3927","1056","2099","4173","5072","6299","6966","5946","3284","1628","36527"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_15a,Wodonga - Alpine,"20403","26","39","88","116","172","395","854","793","450","2933","0","6","29","37","46","35","39","35","16","242","282","341","674","711","815","875","761","641","321","5430","1799","3829","7863","8335","9687","9935","7543","3747","1578","54318"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_15b,Baw Baw,"20501","29","24","69","78","138","241","673","636","414","2303","7","7","15","17","29","16","25","20","9","151","163","199","325","418","522","623","595","460","187","3493","1249","2531","5283","5440","6506","6745","5734","2933","1111","37534"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_15c,Gippsland - East,"20502","31","31","87","72","167","327","816","712","342","2587","3","7","4","9","23","26","31","28","4","132","175","187","369","396","600","723","949","672","408","4483","956","1814","3820","4279","5788","7230","7531","3811","1395","36629"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_15d,Gippsland - South West,"20503","36","37","80","73","188","355","918","871","592","3141","0","0","20","19","23","23","31","32","20","162","180","171","455","480","747","914","1102","812","424","5286","1234","2275","5424","6355","8217","9759","9361","4619","1951","49186"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_15e,Latrobe Valley,"20504","42","90","178","194","296","619","1073","1046","555","4091","3","6","41","30","40","39","49","71","31","315","336","442","782","683","920","1003","980","855","451","6447","1958","4755","9032","8312","9678","10064","7588","4215","1761","57372"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_15f,Wellington,"20505","16","31","72","77","160","283","679","550","313","2187","3","9","18","12","21","24","25","13","5","125","179","271","670","666","633","671","603","478","199","4362","989","2130","4847","4931","5713","6466","5069","2532","1028","33706"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_160,Brunswick - Coburg,"20601","13","21","64","75","177","481","1276","1723","786","4609","3","15","43","34","78","166","276","422","205","1246","181","468","1425","900","633","519","406","387","198","5121","1607","7807","21093","14285","10226","7390","4797","3652","1674","72529"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_161,Darebin - South,"20602","3","11","35","42","82","199","684","1038","466","2565","5","8","17","21","34","64","138","275","101","667","105","222","773","609","443","341","282","301","178","3252","829","3504","10491","8879","7313","4794","2960","2398","1090","42261"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_162,Essendon,"20603","14","17","56","97","143","273","550","782","466","2411","4","16","50","66","73","96","108","197","118","735","213","346","1011","742","601","555","409","368","275","4520","1495","5168","12558","9731","8986","7210","4269","2594","1479","53500"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_163,Melbourne City,"20604","28","102","217","120","136","197","250","271","191","1517","19","94","170","94","101","104","77","85","54","789","1018","3031","5218","2197","1383","1100","844","460","421","15677","9099","29662","44367","16021","9776","7792","5275","2293","1253","125549"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_164,Port Phillip,"20605","7","24","88","65","139","222","488","583","365","1982","3","14","45","30","52","43","71","120","43","426","237","707","3018","1902","1419","1190","927","522","258","10180","1282","6544","26231","18112","13484","10199","6941","3193","1430","87422"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_165,Nillumbik - Kinglake,"20903","13","11","32","30","60","155","395","298","190","1189","0","3","17","14","19","27","20","26","9","137","182","162","281","389","521","464","367","226","108","2698","1783","4124","6012","8605","10750","9462","5691","2030","719","49182"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_166,Whittlesea - Wallan,"20904","58","118","436","587","898","2139","3824","2990","1076","12118","12","40","185","239","330","484","632","753","247","2917","620","879","2236","1822","1615","1559","1499","976","336","11536","5498","14417","36140","31677","26679","21205","14578","7620","2439","160250"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_167,Keilor,"21001","5","14","41","66","137","344","1326","1494","628","4064","3","7","27","23","43","87","185","251","107","740","124","157","406","413","406","410","634","570","320","3444","1217","3287","6927","7987","8076","6621","6248","4323","1697","46381"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_168,Macedon Ranges,"21002","11","8","19","22","57","102","254","174","102","749","0","3","7","4","4","9","0","3","3","35","95","79","135","256","310","305","270","175","87","1713","709","1410","2623","4041","4659","4007","3034","1114","410","22006"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_169,Stonnington - East,"20804","8","7","16","17","27","56","208","302","194","836","0","0","22","9","21","16","25","59","16","178","82","182","374","279","273","226","238","232","138","2030","917","3694","6375","5354","5566","4336","3305","2085","1115","32736"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_16a,Banyule,"20901","24","27","112","139","216","392","1188","1480","984","4569","7","26","57","64","120","107","118","156","75","730","264","335","831","794","833","805","885","823","660","6235","2561","7390","16232","17367","16215","14522","11503","6463","3250","95502"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_16b,Moreland - North,"21003","35","45","137","229","330","532","1239","1906","1071","5522","4","17","87","96","131","181","256","343","158","1274","222","338","1028","800","623","563","583","743","569","5465","1670","4962","14120","11258","8829","6368","4687","4759","2626","59277"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_16c,Sunbury,"21004","16","16","52","47","80","169","386","325","193","1277","9","5","18","18","6","19","21","20","11","127","111","143","277","298","287","325","293","194","99","2028","1172","2678","5136","5294","5696","4909","3107","1492","625","30100"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_16d,Tullamarine - Broadmeadows,"21005","128","226","867","1206","1525","1805","2472","1510","447","10177","28","92","317","380","610","755","705","543","192","3609","642","784","1872","1433","1451","1165","1003","657","226","9233","5128","11989","26300","22241","20928","15140","9610","4486","1275","117091"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_16e,Knox,"21101","27","51","170","172","373","734","1363","1310","695","4902","7","30","81","87","129","171","160","156","70","900","302","360","884","865","941","995","1014","947","797","7103","3777","10181","20329","20735","22054","19878","13650","7110","3101","120826"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_16f,Manningham - East,"21102","4","8","14","11","20","67","175","205","137","643","0","4","3","4","11","9","11","37","24","117","64","53","86","117","179","180","158","155","131","1132","683","1673","2053","2939","4336","3570","2581","1367","667","19871"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_170,Maroondah,"21103","76","76","268","280","267","364","791","797","638","3565","9","31","132","113","132","140","87","64","28","736","230","256","684","702","702","647","684","724","576","5194","2516","6579","15218","15521","15089","12656","9613","5389","2641","85215"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_171,Whitehorse - East,"21104","25","22","47","68","150","233","520","653","407","2120","0","21","63","52","107","132","104","120","41","637","81","150","341","324","291","281","339","366","252","2422","1250","3477","7979","8884","8041","6626","5833","3749","1687","47531"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_172,Yarra Ranges,"21105","55","76","245","253","335","577","1302","1093","652","4594","7","22","54","68","101","59","60","72","33","482","379","444","908","999","1222","1210","1206","902","544","7819","3838","8862","17817","19650","21560","19609","14363","6310","2530","114524"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_173,Cardinia,"21201","72","79","182","178","251","400","825","660","361","3015","5","6","44","45","60","26","47","30","11","274","351","366","750","819","844","775","651","487","249","5276","2640","5935","13703","13226","12496","9644","6919","3122","1176","68858"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_174,Casey - North,"21202","58","115","329","377","525","894","1341","1144","618","5408","13","82","260","356","284","246","216","185","61","1696","397","484","902","799","933","865","865","780","506","6521","3783","9185","17202","18190","18582","15073","9387","5034","2041","98471"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_175,Casey - South,"21203","101","150","518","640","710","996","1286","876","437","5722","23","113","421","528","439","334","221","131","49","2256","577","681","1599","1545","1356","1185","882","633","365","8817","4800","11370","27152","26600","21104","14981","8879","3907","1407","120193"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_176,Dandenong,"21204","100","273","1022","1308","1662","2227","3035","2584","1174","13377","34","369","986","1048","1254","1309","989","805","354","7144","534","882","2132","1565","1451","1465","1512","1301","689","11526","4755","14494","32338","25070","22150","19904","15404","9077","3754","146937"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_177,Monash,"21205","30","51","120","168","320","749","1880","2306","1214","6835","13","44","130","120","174","276","324","437","169","1679","469","818","1421","1091","1014","971","956","1165","1031","8932","5906","17188","25769","22342","22046","17622","14671","10726","4916","141186"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_178,Brimbank,"21301","71","178","710","1045","1625","2740","3991","2870","1076","14303","24","110","479","571","913","1030","783","787","362","5065","703","1040","2321","1765","1749","1742","1774","1136","576","12807","5164","14541","30405","25169","23641","21054","14395","7304","2699","144370"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_g16b_highest_yr_sch_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_179,Hobsons Bay,"21302","17","28","95","144","267","569","1315","1325","657","4410","11","17","48","45","90","142","206","273","124","948","192","270","742","723","725","678","648","661","404","5047","1766","4696","11887","12801","12120","9826","6583","4155","1912","65742"
