sa3_code16,psn_15_y_over_indig_m,psn_15_y_over_indig_f,psn_15_y_over_indig_p,psn_15_y_over_nonind_m,psn_15_y_over_nonind_f,psn_15_y_over_nonind_p,psn_15_y_over_ind_s_nsm,psn_15_y_over_ind_s_nsf,psn_15_y_over_ind_s_nsp,psn_15_y_over_totm,psn_15_y_over_totf,psn_15_y_over_totp,in_lf_emp_indig_m,in_lf_emp_indig_f,in_lf_emp_indig_p,in_lf_emp_nonind_m,in_lf_emp_nonind_f,in_lf_emp_nonind_p,in_lf_emp_indst_nsm,in_lf_emp_indst_nsf,in_lf_emp_indst_nsp,in_lf_employd_totm,in_lf_employd_totf,in_lf_employd_totp,in_lf_unemp_ind_m,in_lf_unemp_ind_f,in_lf_unemp_ind_p,in_lf_unemp_no_ind_m,in_lf_unemp_no_ind_f,in_lf_unemp_no_ind_p,in_lf_un_indst_nsm,in_lf_un_indst_nsf,in_lf_un_indst_nsp,in_lf_unemp_totm,in_lf_unemp_totf,in_lf_unemp_totp,in_lf_to_lf_ind_m,in_lf_to_lf_ind_f,in_lf_to_lf_ind_p,in_lf_to_la_fo_no_in_m,in_lf_to_la_fo_no_in_f,in_lf_to_la_fo_no_in_p,in_lf_to_l_fo_in_st_nsm,in_lf_to_l_fo_in_st_nsf,in_lf_to_l_fo_in_st_nsp,in_lf_to_lf_totm,in_lf_to_lf_totf,in_lf_to_lf_totp,n_the_lf_indig_m,n_the_lf_indig_f,n_the_lf_indig_p,n_the_lf_no_indig_m,n_the_lf_no_indig_f,n_the_lf_no_indig_p,n_the_lf_indig_st_nsm,n_the_lf_indig_st_nsf,n_the_lf_indig_st_nsp,n_the_lf_totm,n_the_lf_totf,n_the_lf_totp,lf_st_ns_indig_m,lf_st_ns_indig_f,lf_st_ns_indig_p,lf_st_ns_nonind_m,lf_st_ns_nonind_f,lf_st_ns_nonind_p,lf_st_ns_indig_st_nsm,lf_st_ns_indig_st_nsf,lf_st_ns_indig_st_nsp,lf_st_ns_totm,lf_st_ns_totf,lf_st_ns_totp,pcent_unemploy_indig_m,pcent_unemploy_indig_f,pcent_unemploy_indig_p,pcent_unemploy_nonind_m,pcent_unemploy_nonind_f,pcent_unemploy_nonind_p,pcent_unem_indst_nsm,pcent_unemp_indst_nsf,pcent_unemp_indst_nsp,pcent_unemploy_totm,pcent_unemploy_totf,pcent_unemploy_totp,pcent_lf_part_indig_m,pcent_lf_part_indig_f,pcent_lf_part_indig_p,pcent_lf_part_no_indig_m,pcent_lf_part_no_indig_f,pcent_lf_part_no_indig_p,pcent_lf_part_indst_nsm,pcent_lf_part_indst_nsf,pcent_lf_part_indst_nsp,pcent_lf_part_totm,pcent_lf_part_totf,pcent_lf_part_totp,pcent_emp_to_pop_ind_m,pcent_emp_to_pop_ind_f,pcent_emp_to_pop_ind_p,pcent_emp_t_pop_nonind_m,pcent_emp_t_pop_nonind_f,pcent_emp_t_pop_nonind_p,pcent_emp_t_pop_indst_nsm,pcent_emp_t_pop_indst_nsf,pcent_emp_t_pop_indst_nsp,pcent_emp_to_pop_totm,pcent_emp_to_pop_totf,pcent_emp_to_pop_totp,indsec_gov_ind_m,indsec_gov_ind_f,indsec_gov_ind_p,indsec_gov_no_ind_m,indsec_gov_no_ind_f,indsec_gov_no_ind_p,indsec_gov_indst_nsm,indsec_gov_indst_nsf,indsec_gov_indst_nsp,indsec_gov_totm,indsec_gov_totf,indsec_gov_totp,indsec_priv_ind_m,indsec_priv_ind_f,indsec_priv_ind_p,indsec_priv_nonind_m,indsec_priv_nonind_f,indsec_priv_nonind_p,indsec_priv_indst_nsm,indsec_priv_indst_nsf,indsec_priv_indst_nsp,indsec_priv_totm,indsec_priv_totf,indsec_priv_totp,self_employed_ind_m,self_employed_ind_f,self_employed_ind_p,self_employed_nonind_m,self_employed_nonind_f,self_employed_nonind_p,self_employed_ind_status_nsm,self_employed_ind_status_nsf,self_employed_ind_status_nsp,self_employed_totm,self_employed_totf,self_employed_totp,nsq_pgdl_ind_m,nsq_pgdl_ind_f,nsq_pgdl_ind_p,nsq_pgdl_no_ind_m,nsq_pgdl_no_ind_f,nsq_pgdl_no_ind_p,nsq_pgdl_indst_nsm,nsq_pgdl_indst_nsf,nsq_pgdl_indst_nsp,nsq_pgdl_totm,nsq_pgdl_totf,nsq_pgdl_totp,nsq_gd_gcl_ind_m,nsq_gd_gcl_ind_f,nsq_gd_gcl_ind_p,nsq_gd_gcl_no_in_m,nsq_gd_gcl_no_in_f,nsq_gd_gcl_no_in_p,nsq_gd_gcl_in_st_nsm,nsq_gd_gcl_in_st_nsf,nsq_gd_gcl_in_st_nsp,nsq_gd_gcl_totm,nsq_gd_gcl_totf,nsq_gd_gcl_totp,nsq_bdl_ind_m,nsq_bdl_ind_f,nsq_bdl_ind_p,nsq_bdl_no_ind_m,nsq_bdl_no_ind_f,nsq_bdl_no_ind_p,nsq_bdl_indst_nsm,nsq_bdl_indst_nsf,nsq_bdl_indst_nsp,nsq_bdl_totm,nsq_bdl_totf,nsq_bdl_totp,nsq_ad_dl_ind_m,nsq_ad_dl_ind_f,nsq_ad_dl_ind_p,nsq_ad_dl_no_in_m,nsq_ad_dl_no_in_f,nsq_ad_dl_no_in_p,nsq_ad_dl_in_st_nsm,nsq_ad_dl_in_st_nsf,nsq_ad_dl_in_st_nsp,nsq_ad_dl_totm,nsq_ad_dl_totf,nsq_ad_dl_totp,nsq_crt_ii_ind_m,nsq_crt_ii_ind_f,nsq_crt_ii_ind_p,nsq_cer_ii_no_ind_m,nsq_cer_ii_no_ind_f,nsq_cer_ii_no_ind_p,nsq_ce_ii_indst_nsm,nsq_ce_ii_indst_nsf,sa3_name16
50401,414,447,863,30852,31933,62783,1911,1844,3755,33181,34226,67399,181,183,366,20749,18650,39400,71,66,142,21007,18895,39902,56,32,85,1837,1424,3259,14,13,23,1897,1470,3373,236,220,453,22587,20069,42656,85,76,164,22908,20364,43275,162,207,371,7822,11289,19114,77,101,181,8066,11597,19668,17,17,38,445,571,1016,1747,1668,3412,2204,2255,4466,23.7,14.5,18.8,8.1,7.1,7.6,16.5,17.1,14.0,8.3,7.2,7.8,56.9,49.5,52.6,73.2,62.9,67.9,4.5,4.1,4.4,69.0,59.5,64.2,43.6,41.2,42.5,67.2,58.4,62.8,3.7,3.6,3.8,63.3,55.2,59.2,23,54,85,2540,3931,6471,9,5,16,2573,3992,6568,154,123,285,17978,14563,32544,67,54,117,18199,14745,32940,11,0,11,1505,843,2341,8,3,9,1514,843,2361,0,10,10,1476,1607,3081,3,3,4,1476,1617,3096,0,7,7,607,979,1588,0,3,6,608,990,1600,17,29,44,5316,6637,11958,13,19,32,5349,6684,12032,13,26,45,2937,3364,6303,11,15,24,2959,3407,6365,11,9,20,235,348,588,3,0,Bayswater - Bassendean
50402,853,311,1170,16187,15427,31619,987,878,1860,18026,16615,34645,139,133,275,9743,8815,18551,65,50,116,9946,9001,18945,47,34,79,825,578,1399,6,6,14,879,618,1495,183,167,356,10564,9390,19953,78,59,134,10825,9614,20441,657,132,793,5465,5850,11314,34,71,108,6161,6055,12215,8,8,20,157,192,347,872,748,1616,1038,950,1991,25.7,20.4,22.2,7.8,6.2,7.0,7.7,10.2,10.4,8.1,6.4,7.3,21.6,54.4,30.5,65.3,60.8,63.1,7.9,6.7,7.2,60.1,57.8,59.0,16.4,43.3,23.5,60.2,57.1,58.7,6.6,5.7,6.2,55.2,54.2,54.7,23,26,48,1096,1853,2948,8,10,14,1125,1894,3016,112,103,212,8527,6875,15399,58,40,98,8694,7016,15709,3,0,8,916,508,1425,7,4,15,924,516,1441,0,4,6,409,454,868,0,0,4,413,463,877,0,3,5,244,491,736,0,0,3,246,494,742,13,15,22,1583,2345,3925,6,3,18,1600,2366,3962,16,23,46,1321,1814,3133,3,14,12,1334,1848,3191,3,11,12,110,205,316,0,6,Mundaring
50403,984,1205,2193,45210,47124,92336,3124,2858,5980,49324,51189,100512,482,442,925,31852,28066,59920,158,134,293,32499,28640,61140,148,96,247,2736,2468,5202,19,14,31,2905,2583,5485,634,543,1175,34589,30528,65119,181,148,329,35400,31223,66624,336,637,975,10029,15922,25948,119,150,271,10487,16710,27195,16,27,39,596,676,1274,2827,2558,5382,3433,3261,6696,23.3,17.7,21.0,7.9,8.1,8.0,10.5,9.5,9.4,8.2,8.3,8.2,64.3,45.0,53.7,76.5,64.8,70.5,5.8,5.2,5.5,71.8,61.0,66.3,48.9,36.6,42.3,70.4,59.6,64.9,5.1,4.7,4.9,65.9,55.9,60.8,60,131,188,2798,4515,7309,12,14,28,2868,4664,7527,417,299,722,28718,23286,52003,142,114,257,29277,23704,52977,22,7,28,2113,1189,3306,7,10,15,2142,1212,3353,0,3,6,1065,1125,2188,3,0,3,1067,1125,2193,4,16,16,471,800,1275,0,0,0,472,814,1290,13,68,87,4223,6301,10526,8,14,22,4252,6385,10633,33,63,95,3837,5071,8907,16,20,35,3879,5157,9038,16,42,59,453,808,1264,0,5,Swan
50501,303,330,634,58517,61057,119578,2686,2278,4963,61511,63664,125175,190,166,348,40873,37547,78421,200,153,356,41256,37868,79127,38,36,69,3224,2496,5714,24,9,33,3282,2538,5821,224,195,417,44098,40044,84141,216,165,383,44535,40410,84945,73,119,196,14094,20593,34684,141,170,302,14312,20878,35187,4,6,18,325,424,750,2329,1944,4273,2664,2380,5042,17.0,18.5,16.5,7.3,6.2,6.8,11.1,5.5,8.6,7.4,6.3,6.9,74.4,60.9,66.1,75.4,65.6,70.4,8.0,7.2,7.7,72.4,63.5,67.9,63.1,51.9,55.2,69.8,61.5,65.6,7.4,6.7,7.2,67.1,59.5,63.2,17,46,61,4827,7644,12471,14,25,35,4860,7715,12576,163,116,280,35705,29629,65336,171,127,302,36039,29879,65920,16,3,21,3396,1848,5244,18,6,27,3431,1859,5292,4,4,12,2660,2099,4758,3,3,5,2668,2114,4781,4,8,12,1102,1970,3071,3,9,10,1113,1979,3091,23,32,57,9281,12168,21452,34,27,66,9349,12235,21581,26,35,58,6116,7502,13622,24,31,61,6165,7570,13734,4,6,16,415,769,1179,0,3,Joondalup
50502,673,787,1459,71812,76990,148799,4708,4629,9340,77194,82409,159600,294,324,616,48409,44462,92872,200,178,377,48904,44969,93866,86,66,153,3988,3199,7188,25,24,47,4101,3287,7386,384,392,773,52395,47664,100055,223,199,427,53002,48256,101257,256,374,631,18563,28146,46704,184,268,446,19002,28785,47788,31,26,58,854,1184,2042,4303,4161,8469,5193,5368,10564,22.4,16.8,19.8,7.6,6.7,7.2,11.2,12.1,11.0,7.7,6.8,7.3,57.2,49.5,52.9,73.0,61.9,67.2,4.7,4.3,4.6,68.7,58.6,63.4,43.8,40.9,42.1,67.4,57.7,62.4,4.2,3.8,4.0,63.3,54.6,58.8,47,89,136,5117,8505,13623,12,17,33,5175,8614,13795,244,228,473,42779,35578,78352,176,148,331,43195,35952,79149,11,3,23,3543,2004,5546,12,15,26,3569,2026,5591,8,15,24,4296,3998,8293,15,8,20,4316,4017,8338,5,10,20,1501,2564,4063,11,10,25,1515,2585,4100,43,68,102,14442,17690,32133,44,58,97,14527,17810,32338,22,54,76,7250,8299,15550,30,34,59,7293,8389,15684,13,19,41,507,774,1273,0,0,Stirling
50503,740,872,1614,65847,69257,135102,4168,3897,8063,70750,74029,144780,386,348,736,46537,41242,87782,248,189,430,47170,41777,88947,96,87,184,4259,3775,8034,27,34,61,4382,3899,8278,482,440,918,50794,45022,95815,269,216,491,51550,45677,97225,230,415,646,14426,23452,37879,161,215,382,14819,24080,38900,26,28,49,623,786,1410,3733,3464,7195,4384,4269,8660,19.9,19.8,20.0,8.4,8.4,8.4,10.0,15.7,12.4,8.5,8.5,8.5,65.3,49.8,56.9,77.1,65.0,70.9,6.5,5.5,6.1,72.9,61.7,67.2,52.3,39.4,45.6,70.7,59.5,65.0,6.0,4.9,5.3,66.7,56.4,61.4,48,93,135,4063,6439,10494,11,20,31,4121,6550,10666,327,255,580,41884,34410,76294,213,154,368,42427,34811,77238,20,11,30,3891,1952,5844,13,7,21,3918,1974,5889,4,6,7,1622,1540,3158,3,8,9,1624,1546,3177,6,12,18,645,1253,1899,3,3,4,656,1261,1922,21,51,70,6299,9782,16078,24,28,56,6344,9863,16203,32,66,97,5618,8067,13680,35,26,59,5685,8155,13836,11,31,46,619,1124,1742,5,12,Wanneroo
50601,598,651,1249,28036,29034,57071,1875,1678,3555,30507,31365,61871,294,239,531,19275,16306,35584,98,77,175,19668,16624,36286,88,80,170,1823,1635,3462,17,7,22,1929,1726,3655,376,324,703,21102,17941,39046,117,85,198,21596,18351,39939,201,316,513,6606,10699,17307,58,94,148,6857,11108,17967,22,19,36,332,393,720,1703,1497,3202,2058,1904,3968,23.4,24.7,24.2,8.6,9.1,8.9,14.5,8.2,11.1,8.9,9.4,9.2,62.8,49.2,56.2,75.3,61.8,68.4,6.2,5.1,5.6,70.8,58.5,64.5,49.1,36.3,42.4,68.7,56.2,62.3,5.2,4.6,4.9,64.5,53.0,58.6,29,60,89,1833,3057,4890,8,7,15,1868,3125,4992,256,171,432,17245,13098,30340,88,66,155,17589,13329,30920,3,7,10,1248,620,1871,6,4,9,1254,635,1888,3,8,4,911,936,1846,0,0,0,911,944,1857,3,7,11,292,535,829,0,0,0,294,541,837,12,31,39,2945,4191,7140,3,11,12,2955,4234,7194,22,48,70,2382,3180,5555,7,6,15,2411,3229,5643,14,27,36,290,499,787,5,3,Armadale
50602,484,552,1032,27172,26366,53538,2870,2525,5389,30521,29443,59958,218,192,416,18697,15772,34469,89,55,146,19005,16025,35026,61,51,116,1769,1382,3148,13,4,16,1838,1431,3271,284,240,529,20464,17156,37614,97,60,162,20842,17460,38302,167,262,431,6247,8821,15072,63,73,136,6481,9157,15638,32,48,74,457,385,844,2708,2389,5096,3191,2822,6018,21.5,21.3,21.9,8.6,8.1,8.4,13.4,6.7,9.9,8.8,8.2,8.5,58.8,43.6,51.2,75.3,65.1,70.3,3.4,2.4,3.0,68.3,59.3,63.9,45.1,34.9,40.2,68.8,59.8,64.4,3.1,2.2,2.7,62.3,54.4,58.4,32,54,85,1922,2972,4893,6,5,16,1959,3037,4991,190,143,328,16555,12641,29198,75,43,124,16823,12830,29649,6,0,13,1202,556,1761,4,0,6,1214,556,1772,15,5,15,1688,1634,3329,4,3,6,1703,1648,3349,0,3,3,478,769,1249,0,4,4,483,783,1263,32,43,74,4972,6055,11028,13,12,23,5020,6111,11129,11,34,45,2666,2752,5419,15,10,26,2695,2806,5498,12,23,30,213,258,467,0,0,Belmont - Victoria Park
50603,286,356,647,36237,37010,73246,1878,1703,3581,38399,39066,77471,152,131,280,22991,19497,42486,93,73,162,23229,19698,42927,39,40,81,2679,2158,4841,11,7,17,2733,2202,4936,192,166,360,25670,21660,47326,98,77,179,25961,21898,47859,88,181,271,10205,14846,25056,69,130,203,10365,15163,25524,6,11,18,364,505,865,1708,1493,3196,2081,2002,4083,20.3,24.1,22.5,10.4,10.0,10.2,11.2,9.1,9.5,10.5,10.1,10.3,67.1,46.4,55.5,70.8,58.5,64.6,5.2,4.5,5.0,67.6,56.1,61.8,53.1,36.6,43.1,63.4,52.7,58.0,5.0,4.3,4.5,60.5,50.4,55.4,11,30,42,2706,4071,6772,8,15,21,2725,4118,6836,131,90,224,20005,15226,35230,80,51,132,20221,15371,35587,3,5,9,1337,728,2062,8,4,7,1346,732,2077,0,5,5,2747,2284,5033,7,6,12,2757,2294,5052,0,0,3,610,1026,1638,0,3,3,614,1034,1649,8,29,40,7301,8251,15556,21,30,51,7334,8308,15642,12,15,26,3521,3783,7302,9,13,28,3541,3816,7354,7,19,30,277,355,635,0,3,Canning
50604,990,857,1845,43963,43221,87185,2306,2081,4383,47250,46159,93412,309,322,629,28920,23173,52094,109,96,209,29338,23594,52930,86,72,159,3100,2432,5525,19,16,32,3205,2517,5714,396,390,788,32014,25602,57618,130,112,242,32541,26108,58648,562,446,1013,11450,17086,28533,102,143,243,12117,17678,29793,30,21,53,491,535,1027,2074,1821,3895,2595,2378,4969,21.7,18.5,20.2,9.7,9.5,9.6,14.6,14.3,13.2,9.8,9.6,9.7,40.1,45.5,42.5,72.8,59.2,66.1,5.6,5.4,5.5,68.9,56.6,62.8,31.3,37.6,33.9,65.8,53.6,59.8,4.7,4.6,4.8,62.1,51.1,56.7,35,81,114,2576,4080,6651,3,13,15,2610,4166,6777,256,231,490,25918,18829,44748,102,84,184,26274,19148,45426,14,3,23,1919,816,2739,5,0,8,1938,825,2766,8,12,16,1743,1611,3357,7,3,6,1756,1622,3377,3,6,15,392,678,1073,0,0,4,399,692,1091,12,39,49,5025,6596,11621,8,22,32,5041,6656,11701,20,56,79,3549,4198,7745,10,18,27,3579,4269,7855,9,25,34,434,662,1095,0,3,Gosnells
50605,288,357,647,21186,21953,43133,1306,1193,2497,22772,23505,46275,166,169,336,14359,12449,26810,68,45,110,14592,12664,27255,41,12,61,1078,924,2005,7,4,15,1126,947,2071,205,189,398,15432,13379,28813,71,43,120,15717,13611,29327,67,166,233,5508,8319,13825,53,80,132,5632,8564,14196,9,7,14,246,257,498,1179,1062,2238,1426,1331,2757,20.0,6.3,15.3,7.0,6.9,7.0,9.9,9.3,12.5,7.2,7.0,7.1,73.0,52.2,61.7,72.8,60.9,66.8,5.4,3.6,4.8,69.0,57.9,63.4,59.1,46.7,52.1,67.8,56.7,62.2,5.2,3.8,4.4,64.1,53.9,58.9,16,45,66,1272,2368,3642,6,4,13,1291,2425,3716,145,123,268,12964,9980,22947,56,39,94,13171,10143,23311,4,6,9,1012,539,1556,3,0,3,1024,545,1569,0,4,7,668,609,1279,3,0,3,674,615,1287,7,3,6,315,528,849,0,0,0,324,532,852,4,15,18,2366,3300,5672,5,11,17,2377,3327,5711,9,35,45,1799,2528,4323,6,11,17,1817,2569,4379,10,15,22,157,328,482,0,3,Kalamunda
50606,168,153,320,9543,9484,19022,611,516,1127,10323,10153,20475,78,88,163,6851,5833,12682,33,21,47,6957,5938,12896,18,13,31,470,477,951,4,3,4,492,495,988,91,104,195,7318,6307,13633,33,17,53,7446,6431,13881,73,51,120,2150,3117,5266,11,21,40,2239,3188,5423,0,0,3,67,61,128,568,475,1036,638,536,1171,19.8,12.5,15.9,6.4,7.6,7.0,12.1,17.6,7.5,6.6,7.7,7.1,55.5,67.1,61.3,76.7,66.5,71.7,5.4,3.3,4.7,72.1,63.3,67.8,47.6,56.8,51.3,71.9,61.5,66.7,5.4,4.1,4.2,67.4,58.5,63.0,11,18,32,509,1043,1556,5,3,6,522,1068,1585,67,65,133,6270,4742,11011,27,17,44,6361,4822,11181,4,0,8,573,248,817,0,0,0,574,248,827,0,0,0,148,179,326,0,0,0,152,179,329,0,4,7,77,166,242,0,3,3,76,168,245,4,11,15,616,1094,1711,0,3,3,623,1108,1728,3,11,14,706,1079,1778,3,3,6,706,1087,1795,3,3,5,74,205,275,0,0,Serpentine - Jarrahdale
50607,194,167,365,16029,17222,33258,1144,1169,2313,17370,18567,35933,63,49,117,10667,9912,20579,31,40,73,10766,10000,20767,21,9,27,873,708,1580,4,3,6,895,723,1616,81,58,144,11541,10621,22165,36,42,79,11662,10721,22383,105,99,203,4339,6308,10644,28,49,77,4469,6465,10935,9,9,16,159,293,443,1076,1082,2158,1239,1377,2615,25.9,15.5,18.8,7.6,6.7,7.1,11.1,7.1,7.6,7.7,6.7,7.2,41.5,34.9,39.7,72.0,61.7,66.7,3.2,3.6,3.4,67.1,57.8,62.3,32.3,29.5,32.2,66.5,57.6,61.9,2.7,3.4,3.2,62.0,53.9,57.8,4,10,20,1335,2105,3443,3,5,11,1342,2122,3471,59,36,95,9242,7749,16992,30,30,60,9332,7817,17145,0,0,0,593,459,1051,3,3,3,596,461,1056,4,3,10,1723,1482,3203,4,3,6,1728,1490,3219,0,0,0,473,747,1221,0,0,3,479,749,1223,12,16,26,4383,4752,9133,15,19,32,4412,4786,9191,6,15,26,1490,1784,3276,7,11,18,1502,1811,3316,3,5,7,72,146,217,0,0,South Perth
50701,482,557,1032,36960,38715,75675,2461,2331,4792,39897,41600,81504,230,238,469,26102,23719,49826,131,96,225,26463,24057,50518,66,59,129,2227,1791,4017,16,11,26,2305,1860,4161,298,301,597,28328,25506,53842,139,109,248,28769,25918,54684,160,242,401,8249,12752,20992,98,122,223,8508,13118,21620,22,13,34,386,458,839,2216,2097,4315,2622,2574,5194,22.1,19.6,21.6,7.9,7.0,7.5,11.5,10.1,10.5,8.0,7.2,7.6,62.1,54.1,57.8,76.6,65.9,71.2,5.7,4.7,5.2,72.1,62.3,67.1,47.9,42.8,45.4,70.6,61.3,65.8,5.3,4.1,4.7,66.3,57.8,62.0,24,75,106,2694,4735,7431,6,15,24,2729,4827,7555,199,150,354,23129,18783,41912,115,87,198,23441,19022,42461,5,9,10,1721,989,2704,3,10,13,1729,999,2727,5,6,10,1398,1464,2861,4,3,12,1408,1476,2887,4,6,13,513,1060,1576,0,0,0,513,1065,1583,22,32,55,4759,6944,11706,10,30,42,4791,7006,11800,18,35,60,3179,4227,7407,17,19,29,3220,4277,7498,4,24,33,315,593,904,0,0,Cockburn
50702,165,165,331,13463,14717,28183,1344,1270,2613,14969,16145,31121,59,50,108,8794,8792,17587,46,42,84,8899,8879,17776,24,18,39,752,532,1280,11,4,19,783,549,1334,88,64,150,9545,9318,18861,57,43,99,9680,9433,19116,74,91,164,3724,5135,8863,32,63,100,3831,5294,9129,7,4,15,197,259,457,1251,1164,2416,1458,1425,2879,27.3,28.1,26.0,7.9,5.7,6.8,19.3,9.3,19.2,8.1,5.8,7.0,52.1,40.3,45.6,70.9,63.3,66.9,4.3,3.4,3.8,64.7,58.4,61.4,34.9,31.4,32.8,65.3,59.8,62.4,3.4,3.3,3.2,59.4,55.0,57.1,12,15,23,1309,2151,3459,4,3,8,1317,2171,3490,54,31,82,7414,6574,13986,36,38,76,7501,6639,14143,4,5,4,759,623,1381,5,4,8,765,635,1397,3,4,8,1178,1265,2444,0,4,3,1186,1274,2457,0,0,0,374,758,1136,3,0,3,382,758,1140,10,17,25,3002,4042,7040,15,23,36,3027,4075,7103,9,13,16,1287,1503,2793,9,6,13,1306,1521,2822,3,8,9,76,117,197,0,0,Fremantle
50703,647,346,996,13710,13423,27129,1119,995,2110,15469,14768,30236,158,124,278,8916,7544,16459,35,31,69,9102,7703,16802,46,24,77,1022,918,1940,8,3,12,1079,951,2029,206,154,352,9935,8460,18397,41,39,80,10185,8650,18836,437,188,622,3635,4833,8468,42,38,86,4110,5063,9175,10,11,22,136,128,264,1030,915,1950,1175,1053,2230,22.3,15.6,21.9,10.3,10.9,10.5,19.5,7.7,15.0,10.6,11.0,10.8,31.5,43.6,35.3,72.5,63.0,67.8,3.7,3.9,3.8,65.8,58.6,62.3,24.2,35.1,27.9,65.1,56.2,60.7,3.1,3.1,3.3,58.8,52.2,55.6,14,34,50,816,1297,2108,0,3,4,833,1331,2162,127,89,217,7991,6147,14143,29,28,61,8155,6263,14418,5,3,9,495,258,754,0,0,3,509,258,763,0,0,4,366,371,741,0,0,0,371,374,742,0,3,8,122,274,389,0,0,0,124,278,394,9,20,29,1260,1886,3140,0,8,5,1266,1906,3176,8,20,30,992,1289,2284,4,3,7,1009,1315,2317,3,11,14,149,292,440,0,3,Kwinana
50704,252,223,477,37624,41727,79345,1840,1810,3655,39713,43761,83478,124,88,216,24570,23127,47697,98,78,176,24794,23291,48082,27,9,34,1947,1512,3453,15,12,21,1984,1527,3509,153,100,248,26516,24640,51154,110,89,195,26775,24820,51595,93,118,213,10756,16476,27234,103,149,251,10958,16739,27696,7,8,12,348,618,964,1627,1582,3206,1982,2206,4185,17.6,9.0,13.7,7.3,6.1,6.8,13.6,13.5,10.8,7.4,6.2,6.8,60.5,44.2,52.4,70.5,59.0,64.5,6.0,4.9,5.3,67.4,56.7,61.8,49.0,38.9,45.7,65.3,55.4,60.1,5.3,4.3,4.8,62.4,53.2,57.6,9,18,30,3196,5293,8487,10,9,18,3213,5317,8533,108,68,179,21207,17687,38898,78,64,144,21398,17819,39218,8,0,9,1539,1174,2716,7,6,11,1548,1186,2731,4,3,9,3060,2448,5504,5,7,11,3073,2453,5529,4,9,10,977,1681,2655,7,3,6,991,1689,2674,14,31,44,8884,10526,19413,37,29,63,8933,10589,19520,10,16,24,3844,4666,8509,16,29,42,3868,4713,8579,6,5,15,203,363,562,0,0,Melville
50705,773,805,1575,43133,45285,88422,3915,3286,7199,47817,49377,97197,426,375,799,28962,24790,53749,157,129,285,29547,25290,54837,108,89,195,3017,2691,5701,26,17,44,3148,2793,5941,534,465,996,31974,27480,59453,179,147,322,32692,28089,60777,222,333,557,10733,17360,28090,122,184,309,11073,17874,28951,15,12,23,425,448,877,3614,2960,6571,4052,3417,7465,20.2,19.1,19.6,9.4,9.8,9.6,14.5,11.6,13.7,9.6,9.9,9.8,69.3,57.4,63.2,74.1,60.7,67.2,4.6,4.5,4.5,68.4,56.9,62.5,55.3,46.3,50.7,67.1,54.7,60.8,4.0,3.9,4.0,61.8,51.2,56.4,65,104,168,3812,4787,8596,21,21,40,3898,4909,8805,349,263,614,24893,19803,44698,124,98,224,25371,20165,45534,13,9,22,1523,1076,2601,7,7,10,1546,1091,2638,3,3,8,671,686,1362,3,4,7,679,696,1374,4,7,10,347,768,1119,0,4,3,354,779,1136,20,42,64,2777,4944,7724,18,17,38,2817,5007,7819,40,61,97,3610,4872,8485,14,24,40,3665,4954,8616,21,51,69,459,880,1343,8,3,Rockingham
50901,821,621,1440,21150,21754,42905,1887,1830,3711,23858,24203,48062,273,229,505,13272,11887,25158,108,85,202,13656,12200,25865,80,44,125,737,502,1236,11,5,13,825,547,1373,356,275,625,14007,12385,26392,123,96,216,14481,12750,27237,443,326,775,6865,9099,15966,92,141,241,7409,9566,16972,19,18,41,275,271,551,1669,1588,3258,1966,1885,3854,22.5,16.0,20.0,5.3,4.1,4.7,8.9,5.2,6.0,5.7,4.3,5.0,43.5,44.4,43.4,66.2,56.9,61.5,6.5,5.3,5.8,60.7,52.7,56.7,33.4,37.0,35.0,62.8,54.6,58.6,5.7,4.7,5.4,57.2,50.4,53.8,53,68,119,1504,2391,3896,8,11,19,1568,2469,4036,222,154,378,11622,9378,21003,99,68,168,11941,9605,21549,8,6,15,1498,779,2278,16,0,19,1513,790,2308,0,3,3,378,411,791,0,0,0,378,410,789,3,3,11,242,529,774,0,3,3,245,540,781,7,31,41,1634,2889,4523,12,21,31,1654,2944,4592,27,32,60,1480,2405,3885,22,26,41,1522,2460,3983,15,38,46,245,443,691,0,0,Albany
50902,761,801,1559,20833,19189,40017,2269,1956,4227,23859,21946,45809,276,230,511,12972,10347,23325,114,97,212,13365,10682,24041,110,66,170,804,577,1383,10,7,13,919,645,1563,384,292,678,13778,10926,24703,121,106,227,14278,11328,25605,359,482,845,6789,8011,14806,93,128,219,7242,8627,15865,19,17,36,264,247,511,2058,1726,3786,2338,1999,4336,28.6,22.6,25.1,5.8,5.3,5.6,8.3,6.6,5.7,6.4,5.7,6.1,50.4,36.9,43.5,66.1,57.0,61.7,5.3,5.4,5.4,59.8,51.6,55.9,36.2,29.1,32.8,62.3,53.9,58.3,5.0,4.9,5.0,56.0,48.7,52.5,57,62,114,1229,2281,3514,7,19,30,1288,2370,3654,211,167,378,11619,7949,19568,99,77,176,11928,8189,20122,10,8,19,1425,686,2110,17,9,20,1444,702,2152,4,3,4,205,245,446,0,0,0,205,246,454,0,0,0,109,322,434,0,5,4,111,332,443,11,23,27,1068,2063,3131,3,11,18,1086,2096,3179,13,32,46,1120,1854,2973,9,19,29,1137,1904,3041,6,22,28,173,389,567,0,0,Wheat Belt - North
