sa3_code16,psn_15_y_over_indig_m,psn_15_y_over_indig_f,psn_15_y_over_indig_p,psn_15_y_over_nonind_m,psn_15_y_over_nonind_f,psn_15_y_over_nonind_p,psn_15_y_over_ind_s_nsm,psn_15_y_over_ind_s_nsf,psn_15_y_over_ind_s_nsp,psn_15_y_over_totm,psn_15_y_over_totf,psn_15_y_over_totp,in_lf_emp_indig_m,in_lf_emp_indig_f,in_lf_emp_indig_p,in_lf_emp_nonind_m,in_lf_emp_nonind_f,in_lf_emp_nonind_p,in_lf_emp_indst_nsm,in_lf_emp_indst_nsf,in_lf_emp_indst_nsp,in_lf_employd_totm,in_lf_employd_totf,in_lf_employd_totp,in_lf_unemp_ind_m,in_lf_unemp_ind_f,in_lf_unemp_ind_p,in_lf_unemp_no_ind_m,in_lf_unemp_no_ind_f,in_lf_unemp_no_ind_p,in_lf_un_indst_nsm,in_lf_un_indst_nsf,in_lf_un_indst_nsp,in_lf_unemp_totm,in_lf_unemp_totf,in_lf_unemp_totp,in_lf_to_lf_ind_m,in_lf_to_lf_ind_f,in_lf_to_lf_ind_p,in_lf_to_la_fo_no_in_m,in_lf_to_la_fo_no_in_f,in_lf_to_la_fo_no_in_p,in_lf_to_l_fo_in_st_nsm,in_lf_to_l_fo_in_st_nsf,in_lf_to_l_fo_in_st_nsp,in_lf_to_lf_totm,in_lf_to_lf_totf,in_lf_to_lf_totp,n_the_lf_indig_m,n_the_lf_indig_f,n_the_lf_indig_p,n_the_lf_no_indig_m,n_the_lf_no_indig_f,n_the_lf_no_indig_p,n_the_lf_indig_st_nsm,n_the_lf_indig_st_nsf,n_the_lf_indig_st_nsp,n_the_lf_totm,n_the_lf_totf,n_the_lf_totp,lf_st_ns_indig_m,lf_st_ns_indig_f,lf_st_ns_indig_p,lf_st_ns_nonind_m,lf_st_ns_nonind_f,lf_st_ns_nonind_p,lf_st_ns_indig_st_nsm,lf_st_ns_indig_st_nsf,lf_st_ns_indig_st_nsp,lf_st_ns_totm,lf_st_ns_totf,lf_st_ns_totp,pcent_unemploy_indig_m,pcent_unemploy_indig_f,pcent_unemploy_indig_p,pcent_unemploy_nonind_m,pcent_unemploy_nonind_f,pcent_unemploy_nonind_p,pcent_unem_indst_nsm,pcent_unemp_indst_nsf,pcent_unemp_indst_nsp,pcent_unemploy_totm,pcent_unemploy_totf,pcent_unemploy_totp,pcent_lf_part_indig_m,pcent_lf_part_indig_f,pcent_lf_part_indig_p,pcent_lf_part_no_indig_m,pcent_lf_part_no_indig_f,pcent_lf_part_no_indig_p,pcent_lf_part_indst_nsm,pcent_lf_part_indst_nsf,pcent_lf_part_indst_nsp,pcent_lf_part_totm,pcent_lf_part_totf,pcent_lf_part_totp,pcent_emp_to_pop_ind_m,pcent_emp_to_pop_ind_f,pcent_emp_to_pop_ind_p,pcent_emp_t_pop_nonind_m,pcent_emp_t_pop_nonind_f,pcent_emp_t_pop_nonind_p,pcent_emp_t_pop_indst_nsm,pcent_emp_t_pop_indst_nsf,pcent_emp_t_pop_indst_nsp,pcent_emp_to_pop_totm,pcent_emp_to_pop_totf,pcent_emp_to_pop_totp,indsec_gov_ind_m,indsec_gov_ind_f,indsec_gov_ind_p,indsec_gov_no_ind_m,indsec_gov_no_ind_f,indsec_gov_no_ind_p,indsec_gov_indst_nsm,indsec_gov_indst_nsf,indsec_gov_indst_nsp,indsec_gov_totm,indsec_gov_totf,indsec_gov_totp,indsec_priv_ind_m,indsec_priv_ind_f,indsec_priv_ind_p,indsec_priv_nonind_m,indsec_priv_nonind_f,indsec_priv_nonind_p,indsec_priv_indst_nsm,indsec_priv_indst_nsf,indsec_priv_indst_nsp,indsec_priv_totm,indsec_priv_totf,indsec_priv_totp,self_employed_ind_m,self_employed_ind_f,self_employed_ind_p,self_employed_nonind_m,self_employed_nonind_f,self_employed_nonind_p,self_employed_ind_status_nsm,self_employed_ind_status_nsf,self_employed_ind_status_nsp,self_employed_totm,self_employed_totf,self_employed_totp,nsq_pgdl_ind_m,nsq_pgdl_ind_f,nsq_pgdl_ind_p,nsq_pgdl_no_ind_m,nsq_pgdl_no_ind_f,nsq_pgdl_no_ind_p,nsq_pgdl_indst_nsm,nsq_pgdl_indst_nsf,nsq_pgdl_indst_nsp,nsq_pgdl_totm,nsq_pgdl_totf,nsq_pgdl_totp,nsq_gd_gcl_ind_m,nsq_gd_gcl_ind_f,nsq_gd_gcl_ind_p,nsq_gd_gcl_no_in_m,nsq_gd_gcl_no_in_f,nsq_gd_gcl_no_in_p,nsq_gd_gcl_in_st_nsm,nsq_gd_gcl_in_st_nsf,nsq_gd_gcl_in_st_nsp,nsq_gd_gcl_totm,nsq_gd_gcl_totf,nsq_gd_gcl_totp,nsq_bdl_ind_m,nsq_bdl_ind_f,nsq_bdl_ind_p,nsq_bdl_no_ind_m,nsq_bdl_no_ind_f,nsq_bdl_no_ind_p,nsq_bdl_indst_nsm,nsq_bdl_indst_nsf,nsq_bdl_indst_nsp,nsq_bdl_totm,nsq_bdl_totf,nsq_bdl_totp,nsq_ad_dl_ind_m,nsq_ad_dl_ind_f,nsq_ad_dl_ind_p,nsq_ad_dl_no_in_m,nsq_ad_dl_no_in_f,nsq_ad_dl_no_in_p,nsq_ad_dl_in_st_nsm,nsq_ad_dl_in_st_nsf,nsq_ad_dl_in_st_nsp,nsq_ad_dl_totm,nsq_ad_dl_totf,nsq_ad_dl_totp,nsq_crt_ii_ind_m,nsq_crt_ii_ind_f,nsq_crt_ii_ind_p,nsq_cer_ii_no_ind_m,nsq_cer_ii_no_ind_f,nsq_cer_ii_no_ind_p,nsq_ce_ii_indst_nsm,nsq_ce_ii_indst_nsf,sa3_name16
30603,1736,1902,3642,11243,10615,21858,1334,1163,2502,14316,13687,28001,562,566,1130,6788,5833,12618,98,77,169,7448,6465,13917,325,227,551,522,351,871,11,3,15,862,582,1440,891,791,1678,7316,6175,13493,105,81,187,8308,7048,15358,808,1069,1876,3744,4291,8033,65,86,148,4618,5441,10059,38,48,90,180,152,335,1165,998,2168,1388,1194,2587,36.5,28.7,32.8,7.1,5.7,6.5,10.5,3.7,8.0,10.4,8.3,9.4,51.3,41.5,46.0,65.1,58.2,61.7,7.9,7.0,7.5,58.0,51.5,54.8,32.4,29.7,31.0,60.4,54.9,57.7,7.3,6.6,6.8,52.0,47.2,49.7,111,151,264,626,1032,1660,9,16,26,749,1201,1947,432,392,821,6068,4719,10780,79,58,143,6576,5168,11746,13,4,21,640,339,978,9,0,13,665,347,1012,4,5,9,114,150,262,0,0,0,115,153,269,4,12,13,81,169,243,0,0,3,83,181,261,17,34,54,640,1103,1747,3,8,12,667,1151,1815,36,86,128,601,930,1532,3,17,22,640,1033,1679,27,62,92,96,171,271,0,0,Innisfail - Cassowary Coast
30604,289,311,604,3966,3848,7810,618,667,1288,4867,4830,9701,137,126,264,2633,2539,5170,24,24,53,2796,2691,5489,28,23,51,142,91,238,3,3,4,176,113,286,166,150,313,2780,2629,5410,32,25,53,2972,2802,5778,108,149,251,1136,1167,2304,19,15,41,1260,1333,2595,19,17,33,53,50,102,565,623,1190,634,691,1332,16.9,15.3,16.3,5.1,3.5,4.4,9.4,12.0,7.5,5.9,4.0,4.9,56.7,47.5,52.4,70.0,68.4,69.2,5.2,3.8,4.1,61.1,58.1,59.5,46.8,39.9,44.2,66.3,66.0,66.1,3.9,3.6,4.1,57.5,55.8,56.6,20,29,50,181,320,497,4,5,5,202,354,555,110,95,206,2416,2192,4608,21,24,45,2555,2308,4856,8,3,7,257,222,480,0,0,0,266,227,492,0,3,3,88,96,183,0,0,5,90,99,189,0,6,4,35,98,131,0,0,0,40,99,140,5,19,21,370,584,953,0,8,7,371,603,977,8,27,30,353,452,804,3,4,6,359,477,838,7,14,21,41,57,94,0,0,Port Douglas - Daintree
30605,1121,1266,2384,13457,14079,27535,1487,1485,2975,16058,16828,32890,382,368,753,7589,7335,14925,81,72,150,8055,7774,15824,184,126,309,577,460,1038,15,18,30,774,598,1374,568,487,1055,8164,7796,15962,92,88,180,8829,8373,17200,504,727,1228,5046,6078,11124,87,145,235,5634,6956,12589,47,48,92,238,207,443,1306,1249,2556,1598,1503,3095,32.4,25.9,29.3,7.1,5.9,6.5,16.3,20.5,16.7,8.8,7.1,8.0,50.8,38.6,44.4,60.7,55.4,58.0,6.2,5.9,6.1,55.0,49.7,52.3,34.1,29.2,31.7,56.4,52.1,54.2,5.5,4.9,5.0,50.2,46.2,48.1,68,106,177,1022,1511,2531,7,12,22,1101,1628,2725,300,257,557,6474,5752,12226,70,49,120,6844,6056,12905,11,5,18,809,488,1294,6,0,13,825,501,1324,0,7,5,278,297,577,3,3,7,286,310,595,0,17,12,136,252,384,0,0,3,137,267,406,21,41,59,983,1816,2803,12,13,21,1015,1861,2875,33,91,131,849,1479,2321,10,19,29,888,1591,2483,22,42,61,136,189,327,0,0,Tablelands (East) - Kuranda
30701,895,1014,1909,14598,14060,28659,2137,1854,3991,17632,16926,34560,462,410,878,10431,8659,19090,102,84,187,10995,9156,20155,87,84,176,460,324,785,10,3,14,567,408,973,552,497,1052,10892,8980,19878,116,91,201,11564,9569,21128,323,500,822,3510,4888,8398,67,73,135,3902,5458,9360,17,18,34,194,188,384,1958,1695,3651,2173,1901,4073,15.8,16.9,16.7,4.2,3.6,3.9,8.6,3.3,7.0,4.9,4.3,4.6,61.9,49.0,55.1,74.6,63.9,69.4,5.4,4.9,5.0,65.6,56.5,61.1,51.8,40.4,46.0,71.5,61.6,66.6,4.8,4.5,4.7,62.3,54.1,58.3,70,87,158,1019,1695,2719,5,17,24,1097,1802,2894,377,325,694,9291,6869,16165,91,68,155,9756,7262,17013,23,15,41,1026,566,1593,11,3,10,1056,586,1644,5,5,4,134,170,304,3,0,3,138,173,308,3,7,10,62,219,280,0,0,0,68,224,287,7,27,40,841,1958,2794,8,13,22,855,1996,2852,25,67,91,938,1420,2354,12,6,17,967,1491,2465,14,23,32,146,258,402,0,0,Darling Downs (West) - Maranoa
30702,599,644,1239,14769,14566,29335,1409,1287,2691,16777,16496,33273,286,263,555,9837,7905,17742,60,54,113,10188,8225,18411,71,59,131,516,502,1015,3,3,11,591,565,1157,358,328,682,10353,8413,18759,70,57,128,10775,8790,19569,228,315,538,4242,5983,10220,95,100,187,4557,6387,10951,9,11,14,178,179,361,1249,1134,2382,1439,1314,2757,19.8,18.0,19.2,5.0,6.0,5.4,4.3,5.3,8.6,5.5,6.4,5.9,60.2,50.2,55.3,70.1,57.7,63.9,5.0,4.4,4.7,64.2,53.3,58.8,48.1,40.2,45.0,66.6,54.2,60.5,4.2,4.2,4.2,60.7,49.9,55.3,40,38,79,887,1401,2286,3,11,11,921,1448,2370,245,227,473,8834,6413,15249,59,42,96,9132,6678,15814,9,6,12,1011,474,1479,4,3,5,1021,476,1502,4,0,4,114,183,297,0,0,3,119,187,302,0,5,10,83,204,292,0,0,0,88,212,295,12,23,35,801,1506,2303,6,10,18,816,1537,2357,11,33,45,868,1295,2162,7,13,14,884,1344,2222,9,17,23,148,266,414,0,0,Darling Downs - East
30703,482,540,1019,14347,15065,29415,1088,1047,2140,15909,16657,32566,210,199,413,8308,7426,15728,85,71,160,8601,7692,16296,47,50,98,503,439,945,16,6,23,564,495,1063,258,248,509,8811,7859,16673,99,77,181,9169,8192,17363,206,279,489,5341,6988,12335,97,119,219,5649,7387,13038,11,8,20,189,216,411,886,848,1737,1089,1080,2171,18.2,20.2,19.3,5.7,5.6,5.7,16.2,7.8,12.7,6.2,6.0,6.1,54.3,46.4,50.0,61.4,52.2,56.7,9.1,7.4,8.5,57.6,49.2,53.3,44.2,37.2,40.6,57.9,49.3,53.5,7.9,6.8,7.5,54.1,46.2,50.0,17,28,47,828,1229,2059,5,11,13,846,1264,2117,189,163,347,7350,6099,13448,71,59,133,7604,6318,13923,6,4,13,915,466,1384,3,9,14,934,478,1414,3,3,6,209,226,431,0,4,4,210,232,444,0,0,0,130,245,371,0,3,3,130,249,379,7,22,29,872,1598,2478,0,6,8,880,1633,2514,18,38,50,812,1389,2205,3,15,25,835,1439,2280,15,21,30,143,257,396,0,8,Granite Belt
30801,672,659,1330,9243,8405,17645,1586,1154,2738,11498,10218,21714,319,235,554,7401,5578,12982,64,47,112,7786,5862,13654,62,49,116,347,353,695,10,0,10,413,401,814,385,285,664,7747,5930,13676,69,48,126,8203,6270,14467,255,345,598,1402,2389,3788,24,35,58,1679,2768,4450,32,26,62,94,88,179,1494,1064,2561,1618,1178,2797,16.1,17.2,17.5,4.5,6.0,5.1,14.5,0.0,7.9,5.0,6.4,5.6,57.3,43.4,50.2,83.8,70.5,77.5,4.3,4.2,4.6,71.3,61.4,66.6,47.5,35.8,41.8,80.1,66.3,73.6,4.0,4.1,4.1,67.7,57.4,62.9,63,66,123,424,975,1401,3,8,6,483,1041,1533,255,167,423,6915,4539,11449,56,43,98,7226,4750,11974,7,0,11,335,290,624,0,0,3,344,292,641,4,0,4,102,133,233,0,0,0,101,131,239,4,4,8,66,146,214,0,0,0,72,147,218,5,14,21,569,1145,1718,0,10,12,582,1172,1753,13,31,50,476,732,1211,0,8,9,496,769,1266,12,14,35,105,175,279,0,0,Central Highlands (Qld)
30803,2288,2367,4656,39630,40978,80604,3990,3318,7309,45908,46664,92567,978,1001,1979,24544,22888,47434,161,169,329,25684,24059,49740,348,264,610,2424,1721,4142,22,19,45,2800,1998,4799,1332,1266,2592,26965,24605,51572,186,192,375,28483,26061,54544,916,1060,1974,12119,15711,27830,227,287,507,13263,17051,30315,42,39,88,542,660,1200,3578,2844,6425,4164,3549,7710,26.1,20.9,23.5,9.0,7.0,8.0,11.8,9.9,12.0,9.8,7.7,8.8,58.2,53.5,55.7,68.0,60.0,64.0,4.7,5.8,5.1,62.0,55.9,58.9,42.7,42.3,42.5,61.9,55.9,58.8,4.0,5.1,4.5,55.9,51.6,53.7,128,228,356,3230,5127,8353,17,17,38,3380,5375,8755,832,758,1589,21066,17557,38622,130,141,268,22027,18451,40477,33,5,35,1429,825,2259,9,3,14,1469,840,2304,14,11,26,830,766,1597,4,8,12,852,782,1633,14,24,34,443,815,1260,0,4,3,460,846,1305,41,113,160,2802,5172,7967,11,20,25,2850,5299,8156,59,171,227,2199,3352,5551,16,21,40,2272,3546,5821,44,81,122,435,704,1145,0,0,Rockhampton
30804,175,203,376,5098,4751,9843,495,434,927,5769,5383,11152,90,99,189,3948,2985,6938,32,36,66,4066,3115,7185,19,21,42,140,117,253,3,0,3,164,138,298,115,115,230,4085,3104,7193,33,35,67,4228,3255,7489,48,82,129,953,1577,2526,14,24,37,1020,1681,2695,12,3,17,60,69,124,449,376,827,522,442,964,16.5,18.3,18.3,3.4,3.8,3.5,9.1,0.0,4.5,3.9,4.2,4.0,65.7,57.5,61.2,80.1,65.3,73.1,6.7,8.0,7.2,73.3,60.5,67.2,51.4,49.5,50.3,77.4,62.8,70.5,6.5,8.3,7.1,70.5,57.9,64.5,12,12,26,420,539,957,0,6,7,435,563,992,80,80,159,3477,2423,5897,31,24,56,3583,2525,6110,0,3,0,342,190,531,0,0,0,349,189,534,0,0,0,52,63,113,0,0,0,52,62,117,0,0,0,28,87,116,0,0,0,28,89,114,0,7,7,268,563,830,0,5,5,268,576,845,4,17,19,219,349,566,0,4,3,220,367,588,4,3,4,47,79,125,0,3,Biloela
30805,766,815,1584,21918,20608,42530,1897,1687,3587,24583,23119,47696,392,355,747,14778,11397,26176,85,70,156,15253,11829,27074,150,101,248,1774,1310,3084,21,9,33,1944,1422,3368,541,455,998,16554,12709,29258,101,81,185,17197,13243,30441,220,350,567,5181,7728,12909,53,91,146,5447,8168,13615,9,9,21,190,173,360,1739,1514,3255,1938,1700,3640,27.7,22.2,24.8,10.7,10.3,10.5,20.8,11.1,17.8,11.3,10.7,11.1,70.3,55.9,62.9,75.5,61.7,68.8,5.3,4.8,5.2,70.0,57.3,63.8,50.9,43.6,47.1,67.4,55.3,61.6,4.5,4.2,4.4,62.0,51.2,56.8,42,71,108,1266,2121,3388,5,9,17,1308,2197,3503,341,277,619,13358,9192,22552,70,62,131,13773,9528,23305,6,11,19,538,534,1073,0,5,11,545,547,1098,7,4,11,331,341,668,0,0,0,335,340,676,3,9,9,206,340,546,0,0,0,208,349,552,16,36,51,1476,2553,4030,0,15,18,1495,2602,4103,20,40,59,1367,1702,3069,6,14,15,1395,1753,3147,16,26,36,201,409,614,0,0,Gladstone
30901,261,261,519,22947,24993,47943,1967,2091,4052,25172,27341,52515,182,145,322,15291,14931,30222,69,73,137,15538,15147,30682,18,13,32,969,858,1827,7,0,14,993,874,1865,195,157,353,16252,15790,32048,77,75,149,16526,16020,32549,54,95,150,6452,8933,15386,57,112,170,6567,9139,15704,8,7,10,243,268,511,1831,1904,3734,2079,2184,4261,9.2,8.3,9.1,6.0,5.4,5.7,9.1,0.0,9.4,6.0,5.5,5.7,75.9,60.6,68.8,70.8,63.2,66.8,3.9,3.6,3.7,65.7,58.6,62.0,70.8,56.0,62.8,66.6,59.7,63.0,3.5,3.5,3.4,61.7,55.4,58.4,17,28,40,1269,2074,3341,4,5,14,1296,2103,3397,156,112,276,13838,12706,26548,56,57,115,14056,12877,26935,12,4,21,1410,843,2248,3,3,8,1429,846,2279,4,6,15,853,963,1822,0,4,3,863,975,1840,7,7,11,297,606,899,0,0,0,299,608,911,19,29,47,3390,4530,7917,9,16,24,3416,4577,7987,19,40,57,2158,3188,5345,4,14,15,2183,3241,5423,4,0,4,138,242,376,0,3,Broadbeach - Burleigh
30902,412,411,826,19286,21092,40377,1551,1635,3186,21252,23136,44386,225,231,454,12140,11956,24102,70,66,137,12437,12257,24695,43,25,66,910,699,1601,3,6,11,951,729,1681,270,262,528,13048,12651,25705,71,69,147,13388,12985,26375,139,143,283,6053,8195,14245,59,102,163,6249,8440,14691,7,10,18,183,244,428,1419,1463,2882,1613,1712,3322,15.9,9.5,12.5,7.0,5.5,6.2,4.2,8.7,7.5,7.1,5.6,6.4,64.9,63.1,63.7,67.7,60.0,63.7,4.6,4.2,4.6,63.0,56.1,59.4,54.1,55.7,54.8,63.0,56.7,59.7,4.5,4.0,4.3,58.5,53.0,55.6,26,45,75,1076,1773,2854,3,9,15,1103,1829,2935,197,174,371,10917,10050,20964,59,59,118,11173,10279,21457,10,7,18,1180,747,1923,12,4,20,1198,757,1957,3,11,13,516,617,1128,0,3,3,517,621,1141,0,10,7,231,473,700,0,0,0,234,482,713,24,41,59,2148,3266,5406,9,22,22,2175,3319,5497,29,49,78,1660,2639,4296,9,16,24,1698,2699,4397,3,8,13,112,263,373,0,0,Coolangatta
30903,358,392,753,24099,27464,51560,1981,2136,4120,26440,29993,56429,197,191,387,13997,13889,27885,89,81,172,14279,14156,28440,45,27,73,1243,1153,2399,9,8,17,1302,1188,2487,240,217,458,15239,15039,30282,98,85,182,15581,15347,30930,111,172,280,8497,11923,20414,115,140,251,8715,12230,20949,10,3,12,360,503,865,1770,1910,3685,2137,2418,4560,18.8,12.4,15.9,8.2,7.7,7.9,9.2,9.4,9.3,8.4,7.7,8.0,66.5,55.4,61.1,63.2,54.8,58.7,4.9,4.0,4.4,58.9,51.2,54.8,54.6,48.7,51.6,58.1,50.6,54.1,4.5,3.8,4.2,54.0,47.2,50.4,15,34,47,1112,1966,3080,3,9,13,1129,2011,3140,178,151,338,12698,11763,24460,76,67,144,12960,11978,24942,16,11,29,1236,727,1967,8,6,19,1260,750,2009,0,5,6,871,899,1766,0,0,0,868,913,1782,7,3,10,231,451,679,0,0,3,234,455,687,20,30,54,2501,3680,6180,15,15,33,2535,3730,6269,15,50,64,2036,3263,5302,14,15,25,2062,3329,5392,6,6,10,162,336,503,3,3,Gold Coast - North
30904,109,96,198,6666,7069,13732,646,606,1246,7416,7763,15178,65,48,115,4229,3986,8216,20,19,40,4314,4060,8366,5,3,12,256,227,476,0,0,3,260,226,489,68,51,119,4484,4217,8697,19,17,41,4571,4282,8859,38,41,76,2125,2793,4915,16,28,46,2182,2867,5044,0,0,0,53,60,117,607,555,1161,659,618,1276,7.4,5.9,10.1,5.7,5.4,5.5,0.0,0.0,7.3,5.7,5.3,5.5,64.2,55.4,61.0,67.3,59.6,63.3,3.0,2.8,3.3,61.7,55.1,58.4,61.3,52.2,59.0,63.5,56.4,59.8,3.1,3.2,3.2,58.2,52.3,55.1,14,12,21,491,707,1197,6,0,3,509,716,1224,53,40,89,3696,3252,6947,14,15,34,3761,3305,7071,5,6,14,548,370,920,0,3,3,557,376,933,0,0,0,261,272,537,0,0,0,261,274,536,3,0,3,98,195,301,0,0,0,106,196,298,6,11,15,704,1161,1863,8,10,17,714,1183,1897,9,10,22,638,957,1595,7,10,11,655,976,1627,0,4,4,48,118,166,0,0,Gold Coast Hinterland
30908,188,247,437,17661,20270,37930,1120,1302,2422,18967,21817,40781,132,144,276,11437,11513,22953,55,62,117,11629,11723,23347,12,19,28,840,829,1672,3,4,7,856,852,1705,146,163,305,12280,12339,24622,54,71,123,12481,12570,25058,43,82,122,5043,7426,12474,50,80,128,5141,7581,12727,0,3,3,331,504,836,1007,1155,2165,1336,1660,3002,8.2,11.7,9.2,6.8,6.7,6.8,5.6,5.6,5.7,6.9,6.8,6.8,77.2,65.7,70.9,69.6,60.9,64.9,4.9,5.4,5.1,65.8,57.6,61.4,69.8,58.1,64.2,64.8,56.8,60.5,5.0,4.7,4.8,61.3,53.7,57.2,14,22,39,930,1492,2421,0,5,5,948,1524,2471,114,116,234,10374,9905,20272,50,53,98,10532,10073,20606,16,5,15,990,646,1636,4,0,3,1011,655,1658,3,3,10,822,855,1679,3,0,7,830,865,1698,3,3,5,218,395,613,3,0,3,224,400,621,14,25,37,2414,3206,5620,12,14,18,2439,3239,5678,19,28,50,1707,2683,4387,6,9,13,1730,2717,4452,0,4,7,121,205,322,0,3,Robina
30909,357,385,742,22039,23766,45806,1816,1842,3658,24212,25995,50206,193,198,388,13371,12599,25977,69,54,125,13635,12851,26485,34,33,66,1326,1182,2506,6,7,15,1364,1226,2593,225,230,458,14700,13781,28484,76,66,144,15000,14077,29082,109,147,261,6917,9607,16524,74,127,199,7107,9880,16986,19,4,27,427,371,802,1660,1653,3316,2111,2032,4142,15.1,14.3,14.4,9.0,8.6,8.8,7.9,10.6,10.4,9.1,8.7,8.9,63.7,60.4,61.4,66.7,58.0,62.2,4.2,3.6,3.9,61.9,54.2,57.9,54.7,52.0,52.0,60.7,53.0,56.7,3.8,2.9,3.4,56.3,49.4,52.7,15,28,43,1146,1839,2988,4,10,11,1169,1871,3044,176,167,340,12031,10622,22650,62,45,107,12265,10829,23095,22,7,23,1131,635,1769,6,4,8,1159,636,1798,3,6,4,1010,1013,2031,3,4,4,1016,1024,2042,0,3,3,258,417,672,0,3,4,259,423,680,19,25,48,2862,3930,6791,9,8,14,2888,3971,6854,21,55,76,1954,2975,4932,6,19,28,1986,3053,5038,9,14,22,163,263,428,0,0,Southport
30910,146,130,276,15492,15775,31268,2366,2222,4590,18003,18129,36129,99,87,187,9973,8907,18885,67,54,124,10139,9050,19190,11,11,19,793,795,1587,4,4,5,802,810,1612,108,99,210,10767,9704,20466,73,59,130,10943,9856,20800,29,29,61,4565,5873,10431,48,56,104,4639,5963,10600,3,3,7,162,201,366,2249,2103,4353,2416,2306,4724,10.2,11.1,9.0,7.4,8.2,7.8,5.5,6.8,3.8,7.3,8.2,7.8,77.1,75.6,75.5,69.5,61.5,65.5,3.1,2.7,2.8,60.8,54.4,57.6,70.7,66.4,67.3,64.4,56.5,60.4,2.8,2.4,2.7,56.3,49.9,53.1,9,14,24,603,797,1400,0,3,4,617,815,1429,82,74,156,9230,8011,17239,60,49,110,9382,8132,17509,0,8,5,803,525,1325,3,3,5,803,536,1340,5,0,5,768,748,1516,8,0,7,776,754,1532,0,3,3,226,311,534,3,0,3,229,312,545,5,7,21,2734,2999,5731,13,17,28,2757,3027,5786,12,24,37,1615,2020,3636,17,4,18,1645,2047,3695,3,3,4,111,158,268,3,0,Surfers Paradise
31001,1026,826,1853,25802,25665,51467,1769,1886,3652,28589,28379,56975,246,267,511,14712,13223,27941,72,79,154,15038,13568,28599,78,70,152,1611,1394,3006,10,11,25,1702,1472,3180,324,333,662,16329,14615,30943,86,85,176,16737,15041,31779,674,473,1155,9065,10532,19595,67,94,164,9806,11098,20909,23,17,37,416,518,931,1608,1708,3315,2048,2237,4283,24.1,21.0,23.0,9.9,9.5,9.7,11.6,12.9,14.2,10.2,9.8,10.0,31.7,40.5,35.7,63.3,56.9,60.1,4.9,4.5,4.8,58.5,53.0,55.8,24.1,32.4,27.6,57.0,51.5,54.3,4.1,4.2,4.2,52.6,47.8,50.2,35,61,98,1738,2445,4184,3,7,5,1773,2515,4289,205,199,406,12701,10593,23291,70,67,131,12971,10858,23829,3,4,7,785,551,1340,3,3,8,791,560,1350,7,14,23,1044,1023,2074,7,6,8,1058,1042,2102,0,10,12,278,493,772,3,0,3,287,504,786,19,41,59,2872,3841,6713,8,26,33,2893,3907,6805,27,52,83,1933,2473,4404,6,10,14,1972,2528,4509,17,20,37,220,350,567,0,4,Forest Lake - Oxley
31002,783,729,1510,22510,22364,44875,2016,1997,4016,25306,25094,50400,292,288,589,12966,11334,24300,135,118,248,13390,11749,25141,74,68,141,958,936,1895,20,10,26,1047,1009,2061,372,356,730,13922,12277,26193,151,125,275,14440,12757,27202,400,357,758,8310,9817,18126,128,159,290,8835,10335,19175,11,18,28,280,268,551,1740,1710,3449,2026,1996,4024,19.9,19.1,19.3,6.9,7.6,7.2,13.2,8.0,9.5,7.3,7.9,7.6,47.5,48.7,48.2,61.8,54.9,58.4,7.5,6.3,6.9,57.1,50.8,54.0,37.3,39.4,38.9,57.6,50.7,54.2,6.7,5.9,6.2,52.9,46.8,49.9,31,61,97,1725,2147,3872,10,18,28,1770,2227,4004,244,218,462,11059,9050,20110,113,93,206,11420,9360,20782,17,6,21,1140,687,1830,9,7,10,1167,701,1861,0,4,3,217,315,534,0,3,3,216,322,543,0,4,5,147,351,501,0,4,3,146,359,512,10,29,39,1007,2005,3011,9,27,33,1023,2058,3087,23,74,98,1357,2228,3583,7,19,31,1383,2324,3707,16,21,33,231,420,651,0,6,Ipswich Hinterland
31003,1510,1538,3051,35408,37717,73124,2581,2617,5200,39501,41872,81372,735,617,1350,22444,20492,42938,124,129,253,23308,21241,44546,192,177,370,1988,1819,3804,18,7,27,2201,1998,4203,934,791,1720,24435,22309,46744,142,138,282,25510,23238,48749,545,724,1266,10644,15018,25664,162,196,358,11349,15946,27294,37,28,67,329,385,713,2274,2283,4561,2642,2695,5331,20.6,22.4,21.5,8.1,8.2,8.1,12.7,5.1,9.6,8.6,8.6,8.6,61.6,51.3,56.3,69.0,59.2,63.9,5.5,5.3,5.4,64.6,55.5,59.9,48.5,40.0,44.2,63.4,54.3,58.7,4.8,4.9,4.9,59.0,50.7,54.7,105,133,237,3816,4656,8476,11,18,29,3931,4805,8742,606,480,1087,18359,15650,34018,106,103,214,19071,16234,35311,29,12,41,1104,747,1848,10,3,11,1140,758,1901,9,11,18,709,827,1534,0,3,3,720,839,1557,9,13,22,382,728,1118,4,3,8,396,750,1144,27,72,97,2650,4376,7022,7,16,25,2683,4464,7150,66,142,205,2706,3940,6649,19,20,37,2791,4103,6889,31,40,69,412,698,1114,3,3,Ipswich Inner
