yr,est_p_inc_emply_inc_num,est_p_inc_emply_inc_med_age_yrs,est_p_inc_tot_emply_inc_aud,est_p_inc_med_emply_inc_aud,est_p_inc_avg_emply_inc_aud,est_p_inc_emply_inc_mn_src_inc_pr100,est_p_inc_own_unincorportd_bsns_inc_num,est_p_inc_own_unincorportd_bsns_inc_med_age_yrs,est_p_inc_tot_own_unincorportd_bsns_inc_aud,est_p_inc_med_own_unincorportd_bsns_inc_aud,est_p_inc_avg_own_unincorportd_bsns_inc_aud,est_p_inc_own_unincorportd_bsns_inc_mn_src_inc_pr100,est_p_inc_investment_inc_num,est_p_inc_investment_inc_med_age_yrs,est_p_inc_tot_investment_inc_aud,est_p_inc_med_investment_inc_aud,est_p_inc_avg_investment_inc_aud,est_p_inc_investment_inc_mn_src_inc_pr100,est_p_inc_super_annuity_inc_num,est_p_inc_super_annuity_inc_med_age_yrs,est_p_inc_tot_super_annuity_inc_aud,est_p_inc_med_super_annuity_inc_aud,est_p_inc_avg_super_annuity_inc_aud,est_p_inc_super_annuity_inc_mn_src_inc_pr100,est_p_inc_tot_inc_excl_gov_pnsn_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_med_age_yrs,est_p_inc_tot_inc_excl_gov_pnsn_aud,est_p_inc_med_tot_inc_excl_gov_pnsn_aud,est_p_inc_avg_tot_inc_excl_gov_pnsn_aud,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p20_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p20_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p10_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_gini_coefficient_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_1_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_5_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_10_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_loest_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_second_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_third_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_hi_quartile_pr100,gcg_rptd_by_taxpayers_gcg_p_num,gcg_rptd_by_taxpayers_gcg_amount_audm,gcg_rptd_by_taxpayers_gcg_med_aud,gcg_rptd_by_taxpayers_gcg_avg_aud,slct_gov_pnsn_alwn_age_pension_centrelink_num,slct_gov_pnsn_alwn_age_pension_dva_num,slct_gov_pnsn_alwn_pension_dva_num,slct_gov_pnsn_alwn_inc_supp_supplement_dva_num,slct_gov_pnsn_alwn_carer_payment_num,slct_gov_pnsn_alwn_carer_alloance_num,slct_gov_pnsn_alwn_dsblty_supp_pension_num,slct_gov_pnsn_alwn_newstart_alloance_num,slct_gov_pnsn_alwn_prnting_payment_single_num,slct_gov_pnsn_alwn_prnting_payment_prtred_num,slct_gov_pnsn_alwn_yth_alloance_full_time_studts_aprtc_num,slct_gov_pnsn_alwn_yth_alloance_oth_num,slct_gov_pnsn_alwn_fam_tax_bft_num,slct_gov_pnsn_alwn_fam_tax_bft_b_num,slct_gov_pnsn_alwn_commonwealth_rent_asst_num,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1_aud499wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud500_aud999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1000_aud1999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud2000_aud2999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud3000_plswk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_nil_inc_pr100,tot_p_inc_wk_p_ov_15_yrs_p_negative_inc_pr100,eq_t_hs_inc_fam_lone_grp_hslds_med_eq_t_hs_inc_wk_aud,sa3_code16,sa3_name16,ogc_fid
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8897.0,20.0,545.0,175.0,857.0,2135.0,2489.0,2273.0,933.0,233.0,373.0,329.0,5253.0,3985.0,4089.0,,,,,,,,,20403,Wodonga - Alpine,2393
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8901.0,,,,891.0,2215.0,2541.0,2279.0,896.0,186.0,349.0,321.0,4986.0,3791.0,3949.0,,,,,,,,,20403,Wodonga - Alpine,2394
2011,62536.0,39.0,2821332164.0,40587.0,45115.0,81.0,8568.0,44.0,164119835.0,11865.0,19155.0,7.0,40818.0,45.0,197259493.0,252.0,4833.0,9.6,2018.0,58.0,39237762.0,13417.0,19444.0,1.4,68823.0,41.0,3153072276.0,40235.0,45814.0,4.29,1.7,0.4,0.18,0.41700000000000004,5.7,17.1,27.5,23.4,27.3,29.2,20.0,3033.0,73.2,2411.0,24135.0,,,,,,,,,,,,,,,,,,,,,,,723.0,21401,Frankston,2395
2012,64211.0,39.0,3013376450.0,42160.0,46929.0,82.0,8547.0,44.0,167649909.0,12297.0,19615.0,6.9,42707.0,45.0,210318397.0,236.0,4925.0,9.7,1988.0,59.0,40771356.0,14556.0,20509.0,1.4,69959.0,41.0,3338215944.0,41874.0,47717.0,4.14,1.7,0.41,0.19,0.413,5.7,17.1,27.5,23.8,27.7,29.3,19.2,2439.0,55.5,2095.0,22759.0,,40.0,1096.0,450.0,,,,,,,,,,,,,,,,,,,,21401,Frankston,2396
2013,65264.0,39.0,3151486142.0,43349.0,48288.0,81.0,8708.0,44.0,165948749.0,12154.0,19057.0,7.0,43308.0,45.0,211345725.0,194.0,4880.0,9.8,2077.0,58.0,41145038.0,12444.0,19810.0,1.4,70048.0,42.0,3461673089.0,43217.0,49419.0,3.98,1.7,0.43,0.21,0.409,5.5,16.8,27.2,23.9,28.1,29.0,19.0,2785.0,59.2,1358.0,21241.0,,38.0,1012.0,416.0,,,,,,,,,11593.0,9933.0,,,,,,,,,,21401,Frankston,2397
2014,66967.0,40.0,3305969937.0,44423.0,49367.0,81.0,8875.0,44.0,176626815.0,12581.0,19902.0,7.1,44727.0,45.0,222874660.0,162.0,4983.0,9.7,2124.0,58.0,41578159.0,12444.0,19575.0,1.4,71210.0,42.0,3602577325.0,44371.0,50591.0,3.97,1.69,0.43,0.21,0.408,5.6,16.8,27.2,23.8,28.1,29.2,18.9,3036.0,73.5,2260.0,24222.0,,31.0,936.0,384.0,,,,,,,,,11511.0,9967.0,,,,,,,,,,21401,Frankston,2398
2015,69997.0,40.0,3571726459.0,45776.0,51027.0,81.0,9128.0,44.0,187456903.0,12904.0,20536.0,7.1,47449.0,45.0,231919603.0,137.0,4888.0,9.8,2247.0,58.0,51644169.0,13465.0,22984.0,1.6,73181.0,42.0,3817923495.0,45704.0,52171.0,3.95,1.69,0.43,0.21,0.409,5.5,16.9,27.4,23.5,28.0,29.4,19.2,3368.0,92.4,3053.0,27429.0,14832.0,27.0,891.0,352.0,1436.0,,5755.0,5352.0,2125.0,,1421.0,740.0,11268.0,9839.0,,,,,,,,,,21401,Frankston,2399
2016,70965.0,40.0,3780078808.0,47697.0,53267.0,81.0,9216.0,44.0,195565516.0,13766.0,21220.0,7.1,49637.0,44.0,244146711.0,116.0,4919.0,9.9,2254.0,58.0,48501258.0,13259.0,21518.0,1.5,74798.0,42.0,4037754030.0,47259.0,53982.0,4.0,1.69,0.42,0.2,0.41100000000000003,5.6,16.9,27.4,22.8,27.7,29.5,19.9,3355.0,100.5,2853.0,29962.0,15119.0,25.0,810.0,329.0,1497.0,,5577.0,4904.0,2005.0,,1318.0,615.0,11041.0,9157.0,,28.5,26.2,23.2,3.4,1.4,7.8,0.4,836.0,21401,Frankston,2400
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14873.0,23.0,715.0,312.0,1464.0,3709.0,5327.0,4711.0,1972.0,423.0,1224.0,573.0,10559.0,8523.0,9569.0,,,,,,,,,21401,Frankston,2401
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14591.0,,,,1481.0,3753.0,5324.0,4465.0,1806.0,355.0,1015.0,563.0,9826.0,7981.0,9203.0,,,,,,,,,21401,Frankston,2402
2011,16581.0,40.0,569741154.0,30703.0,34361.0,67.0,6063.0,52.0,122233044.0,8964.0,20160.0,15.0,14079.0,50.0,114603466.0,923.0,8140.0,16.8,490.0,58.0,8202888.0,7990.0,16741.0,1.0,20682.0,46.0,801288623.0,32462.0,38743.0,6.02,1.84,0.31,0.11,0.488,7.0,20.1,31.4,32.3,29.1,23.8,14.8,1898.0,48.0,2249.0,25287.0,,,,,,,,,,,,,,,,,,,,,,,552.0,21503,Murray River - Swan Hill,2403
2012,16828.0,41.0,609953537.0,32712.0,36246.0,67.0,6078.0,53.0,122053948.0,10396.0,20081.0,14.9,14524.0,50.0,129301667.0,902.0,8903.0,16.7,493.0,58.0,9135727.0,10603.0,18531.0,0.9,20794.0,46.0,853498367.0,35171.0,41045.0,5.7,1.8,0.32,0.12,0.483,6.7,19.7,30.9,31.6,29.4,24.2,14.8,1321.0,41.3,3266.0,31251.0,,15.0,287.0,255.0,,,,,,,,,,,,,,,,,,,,21503,Murray River - Swan Hill,2404
2013,16822.0,41.0,629711140.0,33871.0,37434.0,66.0,6094.0,53.0,148166702.0,10876.0,24314.0,15.4,14362.0,50.0,127702113.0,868.0,8892.0,16.8,490.0,58.0,8523794.0,9618.0,17395.0,0.9,20517.0,46.0,893114597.0,36519.0,43530.0,5.32,1.81,0.34,0.12,0.483,7.0,20.4,31.5,31.2,29.7,24.0,15.1,2016.0,51.1,3236.0,25363.0,,13.0,265.0,242.0,,,,,,,,,3287.0,2455.0,,,,,,,,,,21503,Murray River - Swan Hill,2405
2014,17133.0,41.0,651205974.0,34705.0,38009.0,67.0,6052.0,53.0,140217095.0,11650.0,23169.0,15.6,14586.0,51.0,129574622.0,791.0,8883.0,16.5,480.0,58.0,10082085.0,10442.0,21004.0,0.9,20610.0,47.0,905635441.0,37482.0,43942.0,5.24,1.8,0.34,0.13,0.47200000000000003,6.4,19.3,30.4,31.6,29.4,24.2,14.8,1636.0,39.6,2488.0,24191.0,,11.0,249.0,230.0,,,,,,,,,3143.0,2394.0,,,,,,,,,,21503,Murray River - Swan Hill,2406
2015,17386.0,41.0,683469199.0,35852.0,39311.0,66.0,5933.0,53.0,110461855.0,9786.0,18618.0,14.9,15077.0,50.0,126480168.0,648.0,8389.0,17.4,531.0,58.0,9806677.0,10000.0,18468.0,1.1,20750.0,47.0,894133220.0,37846.0,43091.0,5.5,1.78,0.32,0.11,0.479,5.8,18.3,29.8,32.1,29.3,24.7,13.8,1699.0,34.6,2410.0,20342.0,5890.0,6.0,223.0,223.0,555.0,,1904.0,1311.0,496.0,,43.0,176.0,3024.0,2338.0,,,,,,,,,,21503,Murray River - Swan Hill,2407
2016,17098.0,40.0,697767693.0,37071.0,40810.0,67.0,5417.0,53.0,81155012.0,6268.0,14982.0,13.0,14661.0,50.0,124302868.0,524.0,8478.0,18.3,481.0,58.0,10136664.0,10919.0,21074.0,1.1,20240.0,47.0,874714741.0,37477.0,43217.0,5.86,1.81,0.31,0.09,0.509,6.9,19.9,31.4,33.1,28.9,24.6,13.5,1641.0,58.3,1922.0,35534.0,5955.0,8.0,200.0,195.0,556.0,,1797.0,1356.0,487.0,,123.0,163.0,2935.0,2243.0,,34.1,27.0,15.4,1.6,1.1,6.4,0.9,643.0,21503,Murray River - Swan Hill,2408
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5772.0,9.0,173.0,170.0,554.0,1220.0,1754.0,1243.0,481.0,157.0,147.0,151.0,2810.0,2028.0,1844.0,,,,,,,,,21503,Murray River - Swan Hill,2409
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5658.0,,,,563.0,1220.0,1758.0,1288.0,450.0,142.0,91.0,179.0,2632.0,1892.0,1811.0,,,,,,,,,21503,Murray River - Swan Hill,2410
2011,40778.0,30.0,2062854571.0,35414.0,50587.0,83.0,4658.0,41.0,175193899.0,7916.0,37611.0,4.8,25676.0,37.0,311506730.0,346.0,12132.0,10.6,875.0,58.0,22115998.0,14575.0,25275.0,0.9,40414.0,32.0,2495046261.0,41026.0,61737.0,6.58,2.07,0.31,0.15,0.55,12.6,28.7,40.4,27.6,22.1,21.4,28.9,2743.0,116.5,3694.0,42479.0,,,,,,,,,,,,,,,,,,,,,,,1147.0,30501,Brisbane Inner,2411
2012,42065.0,30.0,2342604933.0,38465.0,55690.0,83.0,4719.0,41.0,189673130.0,8384.0,40194.0,4.9,27297.0,37.0,351012486.0,354.0,12859.0,10.5,870.0,58.0,25792853.0,17964.0,29647.0,0.9,41617.0,32.0,2814665332.0,44412.0,67633.0,6.7,2.09,0.31,0.15,0.5529999999999999,12.6,28.9,40.7,27.7,21.1,20.9,30.3,2391.0,85.1,2840.0,35582.0,,6.0,163.0,106.0,,,,,,,,,,,,,,,,,,,,30501,Brisbane Inner,2412
2013,43877.0,30.0,2564730502.0,39970.0,58453.0,83.0,4960.0,40.0,197208440.0,8342.0,39760.0,5.0,28262.0,37.0,375559172.0,314.0,13288.0,10.8,906.0,58.0,26047605.0,17033.0,28750.0,0.8,42720.0,32.0,3025833236.0,46787.0,70829.0,6.53,2.07,0.32,0.15,0.5489999999999999,12.2,28.5,40.5,27.8,20.5,20.8,30.9,2716.0,128.0,2646.0,47135.0,,6.0,147.0,100.0,,,,,,,,,1159.0,1064.0,,,,,,,,,,30501,Brisbane Inner,2413
2014,44934.0,31.0,2677537984.0,40450.0,59588.0,82.0,5176.0,40.0,200121542.0,8466.0,38663.0,5.1,29473.0,37.0,432325506.0,306.0,14669.0,11.2,888.0,58.0,27921310.0,19765.0,31443.0,0.9,43468.0,33.0,3173463614.0,47677.0,73007.0,6.53,2.09,0.32,0.16,0.5589999999999999,12.5,29.3,41.3,27.7,20.8,21.0,30.4,3276.0,214.4,3681.0,65448.0,,6.0,138.0,101.0,,,,,,,,,1220.0,1112.0,,,,,,,,,,30501,Brisbane Inner,2414
2015,47333.0,31.0,2884178552.0,42173.0,60934.0,81.0,5555.0,40.0,236627361.0,9114.0,42597.0,5.5,31675.0,36.0,423183061.0,264.0,13360.0,11.8,975.0,58.0,33199907.0,19384.0,34051.0,1.0,45556.0,33.0,3358712974.0,48553.0,73727.0,6.17,2.08,0.34,0.16,0.546,12.0,28.5,40.4,26.8,21.7,21.3,30.1,3596.0,214.7,5220.0,59704.0,2858.0,5.0,129.0,87.0,90.0,,2256.0,2177.0,140.0,,1286.0,181.0,1219.0,1127.0,,,,,,,,,,30501,Brisbane Inner,2415
2016,48441.0,31.0,2981808324.0,44201.0,61555.0,81.0,6200.0,39.0,253542226.0,9075.0,40894.0,5.9,33545.0,36.0,438753073.0,224.0,13080.0,11.9,946.0,58.0,28636957.0,19364.0,30272.0,0.9,47976.0,33.0,3490322701.0,48836.0,72751.0,6.09,2.06,0.34,0.16,0.542,12.3,28.2,39.9,26.9,22.2,21.8,29.1,3736.0,238.4,3718.0,63812.0,2982.0,5.0,122.0,86.0,144.0,,2103.0,2168.0,189.0,,1282.0,200.0,1370.0,1145.0,,19.6,19.3,25.3,7.4,6.1,9.3,0.6,1215.0,30501,Brisbane Inner,2416
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925.0,6.0,91.0,87.0,151.0,436.0,2043.0,2217.0,201.0,49.0,1257.0,181.0,1365.0,1141.0,5101.0,,,,,,,,,30501,Brisbane Inner,2417
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2902.0,,,,177.0,484.0,2083.0,2297.0,196.0,27.0,1353.0,201.0,1477.0,1194.0,5156.0,,,,,,,,,30501,Brisbane Inner,2418
2011,43156.0,34.0,2786290776.0,48764.0,64563.0,79.0,5940.0,44.0,281150290.0,8698.0,47332.0,5.4,34752.0,40.0,529367836.0,489.0,15233.0,14.0,1247.0,58.0,31470037.0,17393.0,25237.0,1.0,47469.0,37.0,3562214343.0,50438.0,75043.0,5.09,1.92,0.38,0.17,0.536,14.0,29.6,40.8,20.0,20.5,23.9,35.5,4403.0,198.4,3104.0,45066.0,,,,,,,,,,,,,,,,,,,,,,,1139.0,30503,Brisbane Inner - North,2419
2012,44936.0,35.0,3117063849.0,52000.0,69367.0,79.0,6115.0,44.0,312113740.0,9957.0,51041.0,5.5,36567.0,40.0,547673521.0,454.0,14977.0,13.8,1304.0,59.0,35557596.0,18544.0,27268.0,1.1,48937.0,38.0,3928990800.0,54289.0,80287.0,4.9,1.91,0.39,0.18,0.53,13.5,29.1,40.3,19.5,20.3,23.6,36.6,3976.0,181.4,2926.0,45628.0,,,246.0,185.0,,,,,,,,,,,,,,,,,,,,30503,Brisbane Inner - North,2420
2013,46972.0,35.0,3351421675.0,53315.0,71349.0,79.0,6371.0,43.0,325227814.0,9914.0,51048.0,5.5,37944.0,40.0,618060093.0,402.0,16289.0,13.7,1318.0,58.0,35454734.0,17651.0,26900.0,1.1,50572.0,38.0,4221074704.0,56159.0,83467.0,4.88,1.91,0.39,0.19,0.534,14.3,29.7,40.8,19.8,20.1,23.9,36.1,4565.0,157.1,2245.0,34408.0,,,224.0,168.0,,,,,,,,,2078.0,1902.0,,,,,,,,,,30503,Brisbane Inner - North,2421
2014,48376.0,35.0,3538371727.0,53880.0,73143.0,79.0,6587.0,43.0,352200957.0,10092.0,53469.0,5.7,38701.0,41.0,628949657.0,401.0,16252.0,13.9,1353.0,58.0,39608553.0,19128.0,29275.0,1.1,51795.0,38.0,4423804391.0,56787.0,85410.0,5.01,1.95,0.39,0.19,0.534,13.9,29.4,40.7,20.2,20.3,23.6,35.9,5177.0,314.7,3663.0,60793.0,,,186.0,150.0,,,,,,,,,2144.0,1942.0,,,,,,,,,,30503,Brisbane Inner - North,2422
2015,51582.0,35.0,3933231279.0,55102.0,76252.0,78.0,6907.0,43.0,377984411.0,11032.0,54725.0,5.8,41035.0,40.0,686058997.0,345.0,16719.0,14.3,1352.0,58.0,42725742.0,20244.0,31602.0,1.1,53990.0,38.0,4775684385.0,57995.0,88455.0,5.0,1.96,0.39,0.19,0.539,14.8,30.2,41.3,19.9,20.4,23.7,36.0,5752.0,413.4,4634.0,71864.0,4180.0,,166.0,136.0,58.0,,2035.0,1580.0,240.0,,1416.0,119.0,2087.0,1944.0,,,,,,,,,,30503,Brisbane Inner - North,2423
2016,53609.0,34.0,4039183865.0,55760.0,75345.0,79.0,7334.0,42.0,389387077.0,10018.0,53093.0,5.7,43063.0,39.0,689088775.0,275.0,16002.0,14.1,1427.0,59.0,43429448.0,21205.0,30434.0,1.1,56600.0,37.0,4899119344.0,58126.0,86557.0,5.08,1.97,0.39,0.19,0.532,13.5,29.0,40.2,20.1,21.1,23.7,35.2,5704.0,396.1,3498.0,69443.0,4189.0,,160.0,115.0,193.0,,2007.0,1629.0,329.0,,1477.0,221.0,2098.0,1790.0,,18.9,20.0,27.3,8.4,7.9,7.9,0.4,1265.0,30503,Brisbane Inner - North,2424
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3995.0,,132.0,104.0,188.0,733.0,1986.0,1708.0,323.0,91.0,1351.0,236.0,2131.0,1793.0,4995.0,,,,,,,,,30503,Brisbane Inner - North,2425
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910.0,,,,202.0,744.0,2012.0,1771.0,307.0,63.0,1291.0,201.0,2080.0,1763.0,4897.0,,,,,,,,,30503,Brisbane Inner - North,2426
2011,45089.0,38.0,2076764169.0,42625.0,46059.0,85.0,4830.0,45.0,83482802.0,8446.0,17284.0,5.0,27242.0,45.0,80603472.0,189.0,2959.0,7.9,1950.0,58.0,39905127.0,18017.0,20464.0,2.0,47881.0,40.0,2233661285.0,41992.0,46650.0,4.33,1.67,0.39,0.17,0.409,5.6,16.3,26.5,23.0,25.3,30.3,21.4,2134.0,52.1,1452.0,24431.0,,,,,,,,,,,,,,,,,,,,,,,716.0,31003,Ipswich Inner,2427
2012,46174.0,38.0,2235070978.0,44277.0,48405.0,85.0,4932.0,46.0,88511411.0,8565.0,17946.0,5.0,28325.0,45.0,84428229.0,175.0,2981.0,7.6,1943.0,58.0,43740163.0,18602.0,22512.0,2.0,48264.0,40.0,2390919690.0,44116.0,49538.0,4.17,1.68,0.4,0.19,0.40700000000000003,5.5,16.5,26.7,22.8,25.8,30.1,21.3,1641.0,43.9,1300.0,26766.0,,38.0,818.0,362.0,,,,,,,,,,,,,,,,,,,,31003,Ipswich Inner,2428
2013,47142.0,38.0,2360870140.0,45561.0,50080.0,85.0,4901.0,45.0,87167029.0,8118.0,17786.0,5.0,28757.0,45.0,88310824.0,147.0,3071.0,7.7,2077.0,57.0,50564484.0,18777.0,24345.0,2.2,48567.0,41.0,2506236374.0,45860.0,51604.0,3.91,1.67,0.43,0.2,0.401,5.1,16.3,26.5,22.3,26.4,30.3,21.1,2063.0,27.9,1092.0,13505.0,,45.0,758.0,348.0,,,,,,,,,9543.0,8339.0,,,,,,,,,,31003,Ipswich Inner,2429
2014,47883.0,38.0,2461780184.0,46834.0,51412.0,85.0,4921.0,46.0,93162163.0,8960.0,18932.0,5.0,29139.0,45.0,91461758.0,121.0,3139.0,7.7,2091.0,57.0,52720473.0,19280.0,25213.0,2.3,49089.0,41.0,2596784761.0,47044.0,52900.0,3.98,1.66,0.42,0.2,0.40299999999999997,5.3,16.5,26.7,22.6,26.1,30.3,21.0,2287.0,32.2,1893.0,14058.0,,45.0,728.0,321.0,,,,,,,,,9508.0,8426.0,,,,,,,,,,31003,Ipswich Inner,2430
2015,50054.0,38.0,2627361688.0,47959.0,52491.0,84.0,5127.0,45.0,93047625.0,9022.0,18149.0,5.2,30562.0,45.0,93660531.0,100.0,3065.0,7.9,2176.0,57.0,54773923.0,20012.0,25172.0,2.1,50849.0,41.0,2723303464.0,47841.0,53557.0,3.97,1.66,0.42,0.19,0.402,5.2,16.3,26.5,22.5,26.2,30.5,20.8,2504.0,54.8,2500.0,21887.0,10041.0,56.0,704.0,296.0,1443.0,,5798.0,4272.0,2278.0,,798.0,1042.0,9532.0,8509.0,,,,,,,,,,31003,Ipswich Inner,2431
2016,51239.0,38.0,2757236772.0,49201.0,53811.0,84.0,5276.0,45.0,95706435.0,8631.0,18140.0,5.1,31388.0,44.0,95389843.0,83.0,3039.0,7.9,2241.0,58.0,55867621.0,19772.0,24930.0,2.3,52420.0,41.0,2854272888.0,48805.0,54450.0,3.97,1.66,0.42,0.19,0.4,5.2,16.0,26.3,22.2,26.4,30.8,20.7,2363.0,40.0,1980.0,16920.0,10265.0,59.0,659.0,272.0,1513.0,,5657.0,4117.0,2230.0,,806.0,964.0,9623.0,8212.0,,30.1,26.0,22.8,3.3,1.2,7.5,0.5,798.0,31003,Ipswich Inner,2432
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10288.0,66.0,621.0,254.0,1570.0,3613.0,5568.0,4416.0,2336.0,536.0,694.0,1060.0,9600.0,7983.0,10453.0,,,,,,,,,31003,Ipswich Inner,2433
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10271.0,,,,1668.0,3708.0,5582.0,4588.0,2205.0,535.0,627.0,982.0,9513.0,7952.0,10320.0,,,,,,,,,31003,Ipswich Inner,2434
2011,15545.0,41.0,617103893.0,31675.0,39698.0,62.0,4109.0,48.0,76320662.0,9169.0,18574.0,10.3,14942.0,51.0,181089561.0,862.0,12119.0,23.1,1071.0,59.0,25358994.0,17226.0,23678.0,2.8,21084.0,47.0,895766906.0,31525.0,42486.0,6.12,1.96,0.32,0.12,0.529,10.8,25.2,36.8,32.8,29.9,20.6,16.7,1937.0,80.2,3422.0,41401.0,,,,,,,,,,,,,,,,,,,,,,,661.0,31605,Noosa,2435
2012,16269.0,42.0,703858140.0,33989.0,43264.0,63.0,4043.0,49.0,77546044.0,10050.0,19180.0,10.2,15653.0,51.0,200432461.0,806.0,12805.0,22.8,1102.0,59.0,28014254.0,17251.0,25421.0,2.7,21515.0,48.0,1001981645.0,34285.0,46571.0,5.94,2.01,0.34,0.13,0.524,9.9,24.5,36.4,32.3,28.7,20.6,18.4,1766.0,69.2,3244.0,39185.0,,13.0,493.0,187.0,,,,,,,,,,,,,,,,,,,,31605,Noosa,2436
2013,16918.0,42.0,787498785.0,35220.0,46548.0,63.0,4101.0,49.0,86617435.0,11148.0,21121.0,10.2,15972.0,52.0,221491784.0,780.0,13868.0,22.4,1073.0,59.0,29245006.0,18712.0,27255.0,2.7,22021.0,48.0,1114588704.0,36264.0,50615.0,5.61,2.06,0.37,0.15,0.519,10.1,24.8,36.7,31.4,28.7,20.3,19.6,1915.0,59.2,2506.0,30926.0,,14.0,447.0,172.0,,,,,,,,,2979.0,2392.0,,,,,,,,,,31605,Noosa,2437
2014,17836.0,42.0,866930615.0,36104.0,48606.0,64.0,4115.0,49.0,85705683.0,11750.0,20828.0,9.8,16664.0,52.0,247818013.0,736.0,14871.0,22.2,1031.0,59.0,27784505.0,19071.0,26949.0,2.5,22925.0,48.0,1217071032.0,37000.0,53089.0,5.49,2.05,0.37,0.14,0.53,11.9,26.5,38.2,31.2,28.6,20.8,19.4,2196.0,74.1,3987.0,33736.0,,15.0,437.0,156.0,,,,,,,,,2924.0,2355.0,,,,,,,,,,31605,Noosa,2438
2015,18846.0,42.0,933384144.0,37361.0,49527.0,63.0,4291.0,50.0,95724067.0,11972.0,22308.0,10.0,17744.0,51.0,253382964.0,646.0,14280.0,22.8,1123.0,59.0,33371667.0,20339.0,29717.0,2.7,24031.0,48.0,1289135206.0,37832.0,53645.0,5.7,2.07,0.36,0.15,0.519,10.0,24.9,36.9,31.0,28.9,20.3,19.9,2427.0,107.4,5108.0,44248.0,5769.0,14.0,421.0,148.0,366.0,,1152.0,1338.0,406.0,,226.0,175.0,2837.0,2328.0,,,,,,,,,,31605,Noosa,2439
2016,19251.0,42.0,967568641.0,38838.0,50261.0,63.0,4463.0,50.0,104650455.0,11624.0,23448.0,10.0,18323.0,52.0,258029106.0,550.0,14082.0,22.9,1052.0,59.0,32169021.0,22862.0,30579.0,2.6,24720.0,48.0,1338975774.0,38903.0,54166.0,5.57,2.02,0.36,0.14,0.516,9.8,24.6,36.4,30.7,28.9,21.0,19.5,2402.0,126.0,4468.0,52454.0,6085.0,15.0,378.0,141.0,382.0,,1113.0,1312.0,354.0,,211.0,157.0,2828.0,2246.0,,30.0,27.0,20.0,3.7,3.0,6.7,0.5,778.0,31605,Noosa,2440
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5967.0,14.0,344.0,125.0,387.0,955.0,1069.0,1210.0,364.0,125.0,207.0,164.0,2759.0,2097.0,2915.0,,,,,,,,,31605,Noosa,2441
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974.0,,,,360.0,952.0,1059.0,1167.0,352.0,122.0,166.0,142.0,2688.0,2037.0,2756.0,,,,,,,,,31605,Noosa,2442
