sa3_code16,p15_19_managers,p15_19_professionals,p15_19_technictrades_wrs,p15_19_communpersnlsvc_w,p15_19_clericaladminis_w,p15_19_sales_w,p15_19_mach_oper_drivers,p15_19_labourers,p15_19_occu_id_ns,p15_19_tot,p20_24_managers,p20_24_professionals,p20_24_technictrades_w,p20_24_communpersnlsvc_w,p20_24_clericaladminis_w,p20_24_sales_w,p20_24_mach_oper_drivers,p20_24_labourers,p20_24_occu_id_ns,p20_24_tot,p25_34_managers,p25_34_professionals,p25_34_technictrades_w,p25_34_communpersnlsvc_w,p25_34_clericaladminis_w,p25_34_sales_w,p25_34_mach_oper_drivers,p25_34_labourers,p25_34_occu_id_ns,p25_34_tot,p35_44_managers,p35_44_professionals,p35_44_technictrades_w,p35_44_communpersnlsvc_w,p35_44_clericaladminis_w,p35_44_sales_w,p35_44_mach_oper_drivers,p35_44_labourers,p35_44_occu_id_ns,p35_44_tot,p45_54_managers,p45_54_professionals,p45_54_technictrades_w,p45_54_communpersnlsvc_w,p45_54_clericaladminis_w,p45_54_sales_w,p45_54_mach_oper_drivers,p45_54_labourers,p45_54_occu_id_ns,p45_54_tot,p55_64_managers,p55_64_professionals,p55_64_technictrades_w,p55_64_communpersnlsvc_w,p55_64_clericaladminis_w,p55_64_sales_w,p55_64_mach_oper_drivers,p55_64_labourers,p55_64_occu_id_ns,p55_64_tot,p65_74_managers,p65_74_professionals,p65_74_technictrades_w,p65_74_communpersnlsvc_w,p65_74_clericaladminis_w,p65_74_sales_w,p65_74_mach_oper_drivers,p65_74_labourers,p65_74_occu_id_ns,p65_74_tot,p75_84_managers,p75_84_professionals,p75_84_technictrades_w,p75_84_communpersnlsvc_w,p75_84_clericaladminis_w,p75_84_sales_w,p75_84_mach_oper_drivers,p75_84_labourers,p75_84_occu_id_ns,p75_84_tot,p85_ov_managers,p85_ov_professionals,p85_ov_technictrades_w,p85_ov_communpersnlsvc_w,p85_ov_clericaladminis_w,p85_ov_sales_w,p85_ov_mach_oper_drivers,p85_ov_labourers,p85_ov_occu_id_ns,p85_ov_tot,p_tot_managers,p_tot_professionals,p_tot_technictrades_w,p_tot_communpersnlsvc_w,p_tot_clericaladminis_w,p_tot_sales_w,p_tot_mach_oper_drivers,p_tot_labourers,p_tot_occu_id_ns,p_tot_tot,sa3_name16
20505,18,16,155,128,36,377,23,222,24,1002,115,137,364,223,97,184,78,207,21,1429,414,677,662,379,296,189,201,384,49,3250,598,633,582,357,368,230,241,351,46,3402,667,624,588,489,505,250,333,485,61,4004,674,601,459,404,426,240,295,489,56,3648,360,105,97,59,94,48,76,115,23,970,91,14,11,5,4,5,8,14,11,161,16,4,0,0,0,0,0,4,11,39,2961,2802,2905,2037,1829,1524,1260,2276,306,17898,Wellington
20601,16,40,66,241,67,427,22,178,16,1074,233,897,496,1156,625,989,104,475,75,5058,1852,6738,1819,1628,1993,1181,334,825,287,16668,2044,4943,998,676,1397,514,264,326,156,11310,1352,2818,729,596,1206,411,255,329,107,7803,598,1502,404,341,672,221,226,295,53,4317,111,305,80,80,119,56,64,92,22,922,14,25,10,0,7,5,3,12,6,89,3,4,3,0,3,0,0,3,0,15,6216,17269,4603,4720,6086,3808,1279,2539,725,47253,Brunswick - Coburg
20602,3,24,31,187,30,291,15,107,5,704,120,442,253,547,307,465,53,186,50,2421,1023,3624,888,871,976,592,142,317,120,8547,1440,3249,488,459,795,327,121,182,100,7158,1141,2372,449,380,760,256,151,217,75,5800,472,1225,253,194,424,135,112,186,46,3042,73,206,38,41,73,24,21,56,14,552,5,15,6,10,9,3,3,11,6,70,0,3,0,0,0,0,0,0,0,15,4283,11150,2407,2698,3370,2106,617,1255,415,28301,Darebin - South
20603,18,35,57,311,92,574,25,178,17,1302,151,625,350,724,471,731,92,308,56,3504,1168,3735,888,941,1290,642,215,475,172,9525,1543,2897,600,477,1064,416,196,255,129,7578,1543,2212,569,532,1146,405,211,270,115,6994,823,1534,360,313,798,268,153,228,58,4521,138,306,106,64,144,64,49,81,22,971,12,26,10,3,13,9,11,16,3,101,0,4,0,0,3,0,0,3,5,17,5386,11384,2951,3351,5001,3104,948,1811,567,34507,Essendon
20604,30,159,73,499,119,496,20,243,28,1662,426,2082,753,2347,1097,1537,140,912,148,9441,3371,13433,2474,3023,3204,1984,316,1572,476,29857,2366,5047,792,733,1268,532,158,348,189,11437,1725,2406,350,397,880,341,123,239,139,6599,1061,1714,216,231,550,224,103,151,78,4340,369,695,51,56,180,77,24,56,35,1534,59,112,3,6,26,13,3,13,9,234,8,18,0,3,7,7,0,0,3,49,9407,25655,4723,7298,7323,5216,894,3517,1118,65152,Melbourne City
20605,9,46,35,243,38,297,16,131,14,826,265,916,409,945,602,752,86,261,73,4304,3185,8396,2005,1824,2472,1519,217,649,316,20579,3484,5667,931,850,1564,870,145,288,232,14037,2537,3582,608,582,1259,648,148,293,153,9806,1320,2377,348,324,834,336,146,225,98,5996,383,752,87,110,284,128,41,81,45,1912,36,80,13,10,26,10,7,8,14,211,7,15,3,0,3,3,0,3,3,39,11226,21834,4434,4884,7081,4568,798,1940,948,57711,Port Phillip
20702,21,82,83,299,89,691,24,254,25,1565,178,648,382,533,461,898,68,269,62,3497,1092,2953,888,644,1079,783,165,335,175,8118,1714,2890,830,561,1142,618,154,311,150,8374,1834,2527,996,807,1542,765,282,518,135,9411,1177,1736,692,527,1064,565,265,455,93,6577,369,578,193,176,329,198,89,142,47,2118,74,93,30,10,42,40,12,22,12,334,3,8,0,0,6,0,0,3,4,31,6464,11512,4087,3566,5752,4557,1056,2319,711,40019,Manningham - West
20703,35,86,109,499,113,825,30,371,27,2091,199,823,525,948,546,1072,137,513,69,4828,1122,3976,1159,1030,1335,915,227,616,180,10567,1933,3970,921,585,1273,569,201,365,139,9969,2062,3433,967,761,1590,653,283,445,176,10362,1048,2174,631,562,1058,388,248,441,81,6635,209,560,148,124,278,116,50,121,29,1639,16,59,22,18,26,11,3,19,21,200,4,10,3,0,3,3,0,3,5,30,6624,15098,4486,4533,6219,4553,1177,2891,739,46322,Whitehorse - West
20801,37,65,76,621,108,733,31,307,27,2005,165,588,340,808,515,778,78,205,41,3516,995,2417,701,540,752,559,86,183,91,6316,2820,3764,581,543,1076,657,77,154,133,9802,3661,4417,787,738,1672,847,142,246,171,12680,1941,3090,525,483,1247,577,155,230,137,8392,585,1034,167,184,447,241,53,99,65,2876,74,120,15,21,43,31,4,17,18,348,10,5,0,0,10,4,0,3,16,50,10287,15500,3187,3941,5867,4428,636,1441,695,45993,Bayside
20902,15,37,121,226,58,723,30,266,23,1492,185,496,485,848,490,933,145,611,79,4282,1137,3662,1768,1417,1532,983,514,1087,189,12293,1463,3300,1249,846,1442,598,457,697,156,10202,1095,1868,1026,789,1382,590,558,742,143,8190,502,917,566,440,720,326,437,594,88,4597,87,132,125,76,122,68,88,123,26,844,6,15,9,3,9,0,5,17,11,78,0,3,3,0,3,3,0,4,6,19,4492,10432,5352,4647,5760,4219,2233,4145,725,42006,Darebin - North
20903,28,47,283,426,109,728,40,395,36,2084,135,397,690,610,352,604,85,254,35,3167,520,1414,989,500,611,348,128,211,64,4790,1365,2275,988,582,1017,367,176,254,91,7119,1726,2349,1168,829,1544,530,276,433,115,8971,1204,1753,795,560,1166,429,286,330,77,6593,277,437,167,105,252,97,77,119,23,1544,38,33,8,11,11,11,0,18,5,134,0,8,3,0,0,0,0,0,3,13,5294,8717,5089,3619,5064,3121,1073,2008,448,34422,Nillumbik - Kinglake
20606,14,42,35,212,43,177,6,69,9,602,269,931,263,731,559,679,36,192,56,3711,2304,6788,1064,1103,1668,1209,122,335,241,14832,1708,2870,388,362,738,438,46,123,88,6766,1277,1748,232,274,599,318,59,115,96,4718,816,1318,139,162,470,232,46,110,71,3359,359,698,59,60,231,136,16,37,58,1665,75,138,4,3,33,19,3,3,20,302,17,20,3,0,7,5,0,0,11,65,6836,14549,2183,2903,4352,3218,334,985,652,36011,Stonnington - West
20607,13,45,37,237,51,333,11,119,13,856,278,1135,355,1119,599,799,72,262,66,4690,3077,10257,1631,1829,2280,1472,212,517,355,21637,2463,4915,695,570,1100,489,148,269,190,10851,1555,2916,471,434,817,324,158,288,125,7097,901,1924,271,260,539,228,118,190,61,4489,259,692,80,68,188,54,28,56,36,1460,16,49,11,3,16,5,4,10,0,119,8,15,4,0,0,0,0,0,3,28,8584,21938,3557,4519,5603,3702,752,1718,847,51224,Yarra
20701,59,175,104,1058,262,1241,39,433,51,3410,407,1913,602,1736,1210,1895,159,574,134,8629,2329,7787,1476,1437,2141,1393,209,598,267,17640,3975,7255,810,697,1861,890,139,314,260,16203,5039,7639,965,923,2395,1119,205,339,288,18912,2713,5478,629,602,1769,690,173,296,189,12535,786,1865,205,211,687,230,68,137,87,4277,121,238,22,17,66,37,4,29,45,570,18,37,3,3,3,7,0,3,7,82,15439,32381,4814,6688,10399,7498,999,2727,1324,82260,Boroondara
20904,53,88,513,475,169,1939,95,866,79,4264,379,903,1638,1411,1051,1996,530,1106,165,9181,2361,5412,4812,2933,3676,2223,2044,2170,468,26104,2951,4563,3532,2411,3661,1743,2104,1963,406,23331,2257,2596,2755,2107,3397,1595,2109,2165,347,19333,1193,1473,1586,1358,2033,896,1504,1606,191,11851,214,246,252,192,313,136,256,312,71,1986,34,16,23,11,20,13,12,36,10,175,3,3,7,0,3,3,3,3,9,36,9442,15305,15117,10896,14311,10550,8655,10237,1752,96259,Whittlesea - Wallan
21001,7,34,93,184,77,535,25,177,24,1153,111,319,386,417,323,564,79,172,42,2411,609,1721,848,509,766,430,208,280,96,5461,1191,1687,765,460,1074,450,276,335,115,6349,1163,1429,779,525,1217,493,353,369,106,6434,598,915,453,326,856,314,308,319,75,4168,135,211,126,71,233,78,79,104,35,1079,19,24,10,0,16,12,13,18,15,132,3,0,0,0,0,0,0,0,6,9,3837,6344,3460,2489,4561,2884,1329,1774,509,27192,Keilor
21002,5,5,107,128,33,250,16,179,10,741,44,82,303,201,102,159,52,124,14,1082,196,478,503,242,285,121,105,139,31,2091,551,888,506,284,450,180,170,170,35,3240,677,846,524,412,619,227,205,214,55,3784,407,600,359,239,416,178,148,177,40,2566,146,172,80,51,102,44,49,51,10,712,28,8,9,4,3,5,3,8,3,59,7,0,3,3,0,0,0,0,3,10,2058,3088,2391,1566,2012,1166,754,1065,201,14291,Macedon Ranges
20803,22,59,248,503,117,1075,51,426,33,2537,229,607,744,859,532,991,145,392,61,4565,1452,3758,1871,1098,1506,958,319,490,164,11612,2748,4632,1778,1138,2162,969,395,510,220,14545,2639,3364,1673,1197,2445,1040,568,704,224,13849,1319,1987,1040,755,1710,690,507,607,119,8741,281,457,230,158,437,201,128,190,37,2123,31,48,30,10,34,18,13,23,10,221,4,12,0,0,5,0,0,5,12,49,8732,14926,7613,5714,8943,5942,2121,3358,887,58234,Kingston
20804,10,29,14,226,57,224,4,107,13,676,93,436,163,456,270,418,38,155,41,2067,593,2171,409,384,616,408,68,190,75,4916,1118,1895,238,195,456,257,43,70,59,4339,1162,1747,216,192,623,296,36,86,72,4423,622,1191,148,146,420,180,49,88,36,2886,178,454,44,37,158,84,27,38,22,1048,28,49,6,5,19,15,3,7,10,147,7,7,0,0,3,0,0,0,0,20,3825,7972,1247,1649,2616,1879,265,737,326,20517,Stonnington - East
20901,28,66,233,442,124,1029,42,428,36,2436,210,761,800,961,624,1002,145,463,66,5032,1362,4577,1922,1210,1627,880,317,543,172,12618,2403,5086,1576,1113,1872,711,346,526,210,13855,2277,3689,1374,1149,2221,744,476,647,205,12793,1401,2796,979,837,1766,562,384,589,126,9446,288,713,243,196,460,187,124,186,41,2440,29,76,19,12,36,22,10,34,21,265,3,0,5,0,7,3,0,3,4,32,8016,17774,7159,5933,8735,5146,1838,3416,889,58915,Banyule
21003,3,22,118,141,40,449,18,229,15,1041,108,327,484,479,361,640,150,478,60,3094,968,2888,1560,1035,1265,719,593,845,198,10072,1159,2410,1066,720,1203,489,453,530,124,8147,829,1222,833,637,1106,419,465,585,88,6182,384,620,466,363,599,214,348,375,61,3423,51,75,88,65,85,50,72,87,25,595,10,9,5,9,8,4,0,18,14,80,3,6,0,0,0,0,0,0,10,15,3518,7581,4609,3443,4681,2975,2097,3152,592,32659,Moreland - North
21004,11,18,154,186,39,461,24,222,17,1120,80,173,453,321,238,364,109,224,29,1988,391,771,892,459,630,315,257,261,52,4034,555,794,670,451,724,272,329,261,50,4114,639,685,590,547,900,386,410,327,74,4551,396,549,387,356,603,251,296,219,36,3097,70,98,61,66,100,63,61,65,16,589,7,7,3,3,5,0,0,6,0,39,3,3,3,0,0,0,0,0,5,14,2155,3087,3214,2383,3238,2115,1481,1584,288,19536,Sunbury
21005,45,45,298,346,141,1334,94,588,83,2972,299,650,1122,1084,804,1423,543,878,192,6998,1484,2982,2872,2027,2381,1348,1732,1612,375,16810,1517,2484,2159,1682,2102,898,1651,1459,295,14252,1403,1413,1888,1503,2089,901,1885,1688,244,13022,748,777,959,740,1237,514,1133,1045,145,7293,142,155,159,114,178,95,187,211,35,1283,11,15,10,6,12,6,4,11,9,81,3,0,0,5,0,3,0,0,0,10,5642,8527,9477,7510,8941,6519,7236,7496,1379,62727,Tullamarine - Broadmeadows
21101,59,94,418,634,159,1714,75,740,54,3952,390,910,1345,1202,888,1585,288,703,121,7415,1619,4571,2803,1566,2295,1430,610,917,259,16073,2502,4264,2513,1348,2554,1127,830,971,251,16360,2642,3337,2582,1665,3240,1335,1162,1365,269,17603,1709,2442,1714,1174,2514,972,1038,1239,186,12990,321,534,362,206,488,237,241,310,39,2731,29,34,24,7,33,14,3,39,29,212,6,4,6,0,4,0,0,3,8,31,9282,16191,11766,7812,12175,8411,4239,6274,1215,77364,Knox
21102,13,16,61,179,44,304,16,154,14,802,73,190,175,235,139,291,35,104,23,1261,219,567,233,144,227,159,38,64,27,1664,571,790,233,144,330,158,41,60,33,2356,850,974,417,248,557,224,79,136,56,3538,524,723,246,156,393,162,70,115,35,2421,150,205,63,35,135,53,25,28,17,703,24,40,17,3,14,11,3,11,3,115,3,0,0,0,0,0,0,0,4,13,2409,3509,1444,1141,1837,1351,295,675,200,12870,Manningham - East
21103,36,57,316,492,118,1179,40,530,34,2803,219,627,1015,838,560,970,184,482,68,4962,1298,3622,2166,1212,1564,903,396,697,166,12033,1947,3606,1748,1054,1832,817,444,695,179,12317,1868,2660,1670,1240,2214,899,555,821,176,12106,1149,1873,1001,813,1572,663,492,643,90,8297,278,430,216,158,358,184,115,193,43,1980,27,39,20,12,30,14,14,26,15,188,6,3,0,0,0,0,6,0,5,23,6831,12924,8150,5819,8248,5642,2238,4088,780,54714,Maroondah
21104,15,45,77,271,66,522,18,264,19,1298,92,381,327,386,287,523,76,249,33,2360,692,2317,752,511,821,535,175,315,93,6218,1239,2712,685,484,1015,417,157,261,93,7062,1003,1850,713,592,1063,437,249,373,73,6351,588,1104,469,387,738,253,194,320,52,4110,155,307,98,106,211,114,63,117,24,1200,17,30,10,10,12,11,9,25,13,130,3,4,0,0,0,0,0,0,0,10,3817,8752,3136,2739,4214,2808,953,1930,404,28750,Whitehorse - East
21105,55,57,749,740,148,1378,69,903,62,4159,317,550,1716,1219,615,1070,266,840,105,6707,1348,2869,3500,1519,1750,1065,629,1124,208,14002,2428,3455,2733,1561,2095,993,795,1237,247,15552,2763,3038,2792,1821,2767,1154,1137,1451,289,17210,1912,2471,1890,1301,2093,903,929,1180,178,12855,548,672,359,254,474,245,233,323,67,3175,79,63,35,18,26,20,21,44,23,332,12,7,6,3,3,0,0,5,4,41,9463,13184,13782,8431,9966,6821,4083,7110,1191,74031,Yarra Ranges
21201,45,27,434,362,105,852,54,602,47,2520,194,316,1049,697,459,730,232,591,66,4327,954,1817,2338,1111,1419,950,736,1001,157,10479,1383,1860,1778,977,1583,758,889,881,152,10261,1494,1409,1559,981,1627,743,939,947,149,9842,872,891,901,562,918,463,681,622,88,6002,268,206,141,91,199,106,166,167,33,1375,92,13,15,3,12,6,7,20,12,181,6,8,3,0,6,3,0,5,9,36,5317,6557,8206,4779,6324,4610,3707,4831,705,45037,Cardinia
21202,34,60,379,488,166,1361,78,608,61,3231,283,632,1177,904,738,1290,356,705,122,6211,1278,2716,2281,1146,1730,1059,842,1104,245,12403,1806,2942,2134,1255,2120,969,986,1143,207,13574,1936,2219,2141,1413,2328,1019,1361,1382,211,14015,1135,1418,1290,833,1630,656,990,1031,140,9120,233,261,228,101,283,134,160,236,36,1667,24,24,16,8,18,3,7,25,12,142,5,3,0,0,0,0,0,3,3,16,6733,10280,9641,6148,9024,6494,4783,6244,1029,60378,Casey - North
21203,62,57,483,499,150,1578,119,798,71,3815,340,607,1496,1116,811,1395,546,1052,161,7524,1856,3354,3682,2321,2837,1663,1763,1980,355,19803,2324,3476,3272,2145,2985,1341,2096,2111,356,20111,1792,1809,2415,1703,2654,1067,2198,1935,272,15851,841,976,1305,898,1425,591,1379,1264,131,8813,151,152,214,130,231,103,213,227,38,1453,31,16,7,6,12,5,12,32,8,136,4,0,0,0,0,0,6,7,3,30,7393,10448,12871,8826,11115,7753,8333,9407,1392,77534,Casey - South
20802,29,114,110,639,142,952,36,378,34,2441,268,1093,595,1197,732,1283,139,553,89,5945,2224,6980,1888,1639,2261,1498,317,838,303,17946,3750,6946,1380,1031,2107,982,273,446,277,17184,3498,5528,1305,1133,2403,1050,373,529,216,16036,1723,3506,1001,778,1700,678,360,494,160,10403,446,1018,240,216,500,282,110,183,63,3057,47,101,18,12,62,35,13,42,21,360,14,9,3,0,12,3,0,8,18,67,12002,25294,6546,6636,9911,6784,1628,3463,1174,73440,Glen Eira
21204,42,64,224,335,103,1230,80,601,54,2732,278,832,1187,1077,895,1702,583,1483,225,8252,1720,4331,3607,2245,2637,1757,2004,2845,485,21632,1724,2991,2784,1708,2067,1130,1849,2292,367,16918,1407,1711,2137,1415,1810,957,2101,2594,311,14434,883,1036,1432,936,1353,589,1518,1866,202,9815,203,273,286,186,362,165,258,392,61,2183,19,33,18,8,18,11,11,38,20,178,4,0,7,0,0,0,3,3,5,24,6283,11268,11674,7902,9253,7534,8405,12120,1734,76174,Dandenong
21205,32,160,126,605,177,1325,55,483,63,3032,305,1439,791,1346,976,1753,246,783,150,7792,1940,6806,2069,1434,2514,1573,521,1140,313,18312,3103,6078,1690,1130,2281,1038,512,783,294,16906,3130,4852,1795,1264,2626,1074,730,1004,263,16738,1563,2984,1173,817,1739,728,573,818,143,10539,359,780,283,207,516,205,151,252,53,2799,56,98,35,19,70,33,13,36,30,388,14,15,3,3,11,5,0,0,12,66,10502,23216,7970,6833,10905,7730,2798,5308,1318,76573,Monash
21301,58,71,281,416,141,1308,64,648,70,3056,327,950,1186,1242,961,1730,671,1345,238,8643,1567,3774,3028,2143,2900,1583,2185,2439,551,20174,1693,2943,2386,1627,2422,1077,2023,2234,444,16855,1468,1790,2076,1597,2225,1084,2366,2543,331,15469,837,1052,1374,978,1433,631,1640,1992,203,10133,121,199,200,138,221,128,248,341,47,1640,14,17,14,3,13,9,9,25,15,106,0,0,3,0,0,0,7,3,5,18,6087,10786,10550,8135,10313,7553,9209,11556,1905,76092,Brimbank
21302,9,37,126,262,73,617,30,294,22,1478,152,417,482,573,386,616,161,292,66,3149,1096,2698,1334,825,1282,663,486,530,148,9063,1927,3108,1036,710,1402,616,494,465,172,9928,1700,2218,1063,777,1546,555,657,616,168,9311,843,1349,698,469,968,315,533,524,94,5787,136,265,111,86,162,66,91,105,32,1065,14,18,12,5,14,5,9,10,3,93,0,3,3,0,0,0,3,3,3,18,5887,10118,4866,3704,5843,3459,2465,2843,709,39891,Hobsons Bay
21303,17,23,56,226,48,439,14,178,19,1025,192,567,387,813,496,886,179,548,77,4154,1575,4659,1566,1525,1829,1106,550,1136,274,14220,2020,3751,1005,801,1327,536,412,612,183,10653,1219,1906,713,587,967,452,502,582,125,7057,482,898,391,323,551,239,385,512,59,3836,72,150,41,58,79,52,58,96,16,626,9,11,11,0,0,0,4,14,3,60,0,5,3,0,0,0,4,7,0,13,5586,11966,4170,4334,5309,3712,2110,3698,764,41648,Maribyrnong
21304,67,45,515,483,168,1513,102,726,51,3665,298,534,1247,931,778,1115,417,719,118,6149,1523,3076,2828,1720,2563,1328,1567,1210,326,16149,2455,3499,2605,1779,3099,1386,1926,1489,377,18621,1677,1859,1896,1585,2453,1069,1816,1446,252,14054,867,970,1000,920,1362,589,1192,978,134,8023,161,178,125,130,203,116,186,188,42,1339,9,12,7,11,7,9,13,11,11,83,3,0,0,0,0,3,0,0,5,16,7065,10167,10219,7557,10644,7131,7228,6774,1311,68097,Melton - Bacchus Marsh
21305,53,83,450,517,203,1701,141,816,68,4020,339,725,1391,1233,1032,1727,808,1181,175,8608,2756,6422,3914,3304,4329,2459,3039,2374,586,29192,3723,6492,3330,2907,4266,1798,2619,1948,498,27582,2442,3015,2367,2080,3316,1254,2401,1829,321,19025,1147,1488,1205,1036,1791,689,1481,1206,173,10212,207,240,186,144,292,128,230,259,47,1728,18,14,13,10,7,3,7,19,14,97,0,10,0,0,3,0,7,3,5,31,10678,18491,12850,11227,15238,9754,10731,9639,1885,100495,Wyndham
21401,47,41,406,493,129,1356,59,741,54,3338,328,488,1277,1002,585,1176,269,716,95,5925,1279,2847,2985,1596,1762,1314,759,1079,232,13858,1948,2802,2428,1450,2015,1081,937,1099,232,13976,1873,2244,2090,1647,2313,1112,1199,1374,237,14089,1191,1544,1448,1080,1698,832,941,996,142,9875,236,388,249,201,369,195,202,246,51,2142,30,29,20,11,18,10,5,26,11,162,8,0,7,0,3,4,4,0,10,30,6944,10387,10913,7481,8893,7080,4375,6279,1055,63406,Frankston
21402,86,64,641,851,113,1452,66,785,70,4122,287,419,1488,1135,412,962,148,673,95,5612,1079,2028,2609,1347,1046,908,317,819,132,10293,2429,3069,2442,1399,1666,1148,498,985,193,13831,2862,3377,2537,1760,2281,1315,785,1298,246,16460,2020,2681,1774,1183,1912,1061,730,1139,179,12675,675,933,413,293,617,394,191,346,106,3974,99,119,31,14,61,38,14,54,26,469,11,17,5,0,10,3,0,0,19,66,9546,12711,11944,7988,8110,7278,2746,6108,1062,67498,Mornington Peninsula
21501,49,16,193,183,45,472,16,437,23,1441,128,219,447,289,153,230,75,424,24,1991,593,880,712,523,355,295,243,605,67,4269,944,752,515,553,479,320,293,499,67,4415,1339,843,593,805,688,434,416,696,75,5893,1306,758,514,688,551,345,410,707,83,5376,685,148,119,112,155,86,99,178,27,1597,235,15,21,6,21,12,12,39,22,378,20,3,6,0,3,8,0,8,5,56,5293,3630,3119,3165,2436,2193,1575,3599,406,25418,Grampians
21502,30,21,195,151,43,638,17,296,24,1416,109,208,377,329,163,346,86,350,28,1995,411,874,818,501,456,384,285,602,74,4405,711,878,564,491,510,372,299,464,94,4382,891,825,543,562,680,434,410,606,73,5013,761,624,442,447,546,290,395,562,62,4141,296,120,85,82,114,64,76,130,28,994,61,6,5,6,8,3,3,15,13,123,15,0,3,0,4,3,0,0,3,29,3288,3564,3038,2572,2523,2538,1573,3026,396,22501,Mildura
21503,31,7,127,125,28,304,16,222,22,872,111,122,297,160,106,156,58,211,28,1251,451,509,454,227,215,178,155,374,33,2602,611,434,328,244,320,206,178,339,52,2718,847,456,354,356,411,285,289,491,39,3530,847,418,322,306,382,225,279,443,59,3279,404,88,73,72,84,38,72,112,30,970,95,12,5,9,11,3,14,31,12,196,28,0,0,0,0,3,0,3,3,43,3432,2047,1956,1500,1563,1397,1048,2228,281,15456,Murray River - Swan Hill
21601,36,14,164,144,31,391,18,239,16,1052,70,99,338,194,79,130,57,244,25,1228,346,513,469,298,211,211,137,352,29,2573,549,490,440,297,315,244,189,403,38,2960,741,486,464,426,474,313,368,542,46,3862,712,412,383,340,363,249,323,488,53,3307,307,86,64,61,74,52,79,96,16,836,94,12,9,6,6,9,4,15,10,167,16,3,3,3,3,0,0,3,4,33,2863,2111,2330,1766,1558,1591,1177,2385,236,16022,Campaspe
21602,19,8,137,104,31,249,13,211,17,785,53,77,245,165,49,101,44,193,21,956,293,312,363,194,162,117,117,359,36,1953,438,316,314,178,235,166,149,348,32,2173,574,324,312,292,318,191,240,441,48,2742,532,295,234,242,238,155,261,427,29,2404,230,72,39,42,61,46,66,72,18,653,56,5,0,8,16,6,8,16,11,121,13,0,0,0,0,0,0,4,3,22,2206,1404,1650,1221,1120,1029,888,2064,229,11806,Moira
21603,35,34,198,208,100,746,21,349,45,1743,148,245,478,309,215,346,91,375,39,2242,578,1215,961,521,527,384,267,725,71,5252,870,1072,736,577,664,387,346,659,97,5405,1030,1019,735,606,882,485,488,793,77,6114,823,811,463,485,622,317,445,656,69,4684,289,195,87,101,134,98,127,173,32,1222,84,13,12,9,14,9,14,18,9,170,14,3,0,3,5,0,4,4,10,39,3875,4610,3671,2814,3165,2767,1797,3743,438,26876,Shepparton
21701,27,15,129,133,28,351,11,241,14,950,73,94,263,185,62,132,82,185,14,1085,279,444,455,210,191,164,199,261,23,2234,488,481,437,303,330,205,269,300,53,2859,712,570,499,390,476,240,440,461,50,3847,808,522,349,333,360,207,331,404,57,3377,416,111,62,83,82,46,71,121,25,1020,113,15,9,4,14,10,9,23,11,199,19,0,0,0,3,0,0,0,9,34,2935,2254,2209,1645,1555,1343,1418,1992,252,15595,Glenelg - Southern Grampians
21703,47,9,159,138,25,309,17,326,18,1048,108,96,269,182,69,126,70,388,21,1325,413,396,436,244,190,188,168,523,49,2610,662,427,400,285,284,184,246,470,47,3007,944,464,427,473,384,250,326,557,57,3885,849,473,378,363,335,227,285,483,62,3442,491,106,73,59,103,62,93,123,32,1145,126,12,10,6,9,10,8,18,12,217,21,3,0,4,0,0,3,6,8,44,3661,1991,2155,1758,1397,1356,1212,2888,311,16727,Colac - Corangamite
21704,35,22,163,206,60,645,37,397,31,1589,152,204,413,312,141,367,92,396,36,2103,477,914,816,457,359,335,206,656,52,4278,787,1037,650,451,538,296,248,482,56,4548,969,986,618,562,725,399,399,616,77,5341,805,731,412,452,515,302,347,560,58,4194,358,121,75,51,97,73,69,140,30,1014,116,13,4,5,8,9,6,16,17,193,11,0,3,0,3,0,0,4,10,28,3703,4021,3153,2500,2437,2428,1408,3274,358,23287,Warrnambool
30101,29,56,293,420,145,849,94,454,28,2367,164,352,721,586,436,525,219,418,38,3455,662,1358,1411,656,1039,546,405,637,109,6831,1073,1626,1194,654,1374,512,485,600,138,7654,1290,1633,1169,791,1623,625,575,709,94,8502,796,1083,882,586,1164,473,501,593,73,6154,136,218,153,111,205,107,114,152,30,1221,23,14,5,6,9,7,4,11,17,100,0,3,0,0,0,0,0,0,3,11,4168,6343,5829,3812,5987,3654,2396,3568,539,36293,Capalaba
30102,49,49,341,570,155,899,97,525,37,2718,140,327,694,533,367,475,142,393,42,3121,677,1120,1289,624,967,443,364,546,97,6122,1274,1704,1205,797,1215,562,449,612,139,7951,1686,1838,1269,918,1747,683,552,730,102,9528,1047,1259,822,600,1168,572,477,597,94,6633,250,300,161,93,237,136,100,155,39,1462,28,24,14,5,18,16,4,12,11,148,3,0,0,0,0,0,0,3,7,19,5152,6631,5792,4147,5870,3781,2191,3578,562,37708,Cleveland - Stradbroke
30103,27,22,204,398,114,717,76,373,33,1963,137,308,452,481,357,446,165,324,41,2716,768,1704,1079,594,1046,453,400,518,116,6680,1519,2407,1115,719,1439,495,438,522,137,8790,1380,1812,926,679,1471,520,575,620,116,8106,663,973,572,445,927,325,370,465,68,4811,122,187,111,72,180,97,86,106,17,981,8,18,11,3,15,9,4,10,3,75,0,0,3,0,3,4,0,0,7,17,4620,7432,4479,3396,5552,3063,2118,2932,544,34126,Wynnum - Manly
