sa3_code16,p_pgrad_deg_35_44,p_pgrad_deg_45_54,p_pgrad_deg_55_64,p_pgrad_deg_65_74,p_pgrad_deg_75_84,p_pgrad_deg_85ov,p_pgrad_deg_total,p_graddip_and_gradcert_15_24,p_graddip_and_gradcert_25_34,p_graddip_and_gradcert_35_44,p_graddip_and_gradcert_45_54,p_graddip_and_gradcert_55_64,p_graddip_and_gradcert_65_74,p_graddip_and_gradcert_75_84,p_graddip_and_gradcert_85ov,p_graddip_and_gradcert_total,p_bachdeg_15_24,p_bachdeg_25_34,p_bachdeg_35_44,p_bachdeg_45_54,p_bachdeg_55_64,p_bachdeg_65_74,p_bachdeg_75_84,p_bachdeg_85ov,p_bachdeg_total,p_advdip_and_dip_15_24,p_advdip_and_dip_25_34,p_advdip_and_dip_35_44,p_advdip_and_dip_45_54,p_advdip_and_dip_55_64,p_advdip_and_dip_65_74,p_advdip_and_dip_75_84,p_advdip_and_dip_85ov,p_advdip_and_dip_total,p_cert_iii_iv_15_24,p_cert_iii_iv_25_34,p_cert_iii_iv_35_44,p_cert_iii_iv_45_54,p_cert_iii_iv_55_64,p_cert_iii_iv_65_74,p_cert_iii_iv_75_84,p_cert_iii_iv_85ov,p_cert_iii_iv_total,p_cert_i_ii_15_24,p_cert_i_ii_25_34,p_cert_i_ii_35_44,p_cert_i_ii_45_54,p_cert_i_ii_55_64,p_cert_i_ii_65_74,p_cert_i_ii_75_84,p_cert_i_ii_85ov,p_cert_i_ii_total,p_cert_levl_nfd_15_24,p_cert_levl_nfd_25_34,p_cert_levl_nfd_35_44,p_cert_levl_nfd_45_54,p_cert_levl_nfd_55_64,p_cert_levl_nfd_65_74,p_cert_levl_nfd_75_84,p_cert_levl_nfd_85ov,p_cert_levl_nfd_total,p_cert_lev_tot_15_24,p_cert_lev_tot_25_34,p_cert_lev_tot_35_44,p_cert_lev_tot_45_54,p_cert_lev_tot_55_64,p_cert_lev_tot_65_74,p_cert_lev_tot_75_84,p_cert_lev_tot_85ov,p_cert_lev_tot_total,p_lev_edu_ides_15_24,p_lev_edu_ides_25_34,p_lev_edu_ides_35_44,p_lev_edu_ides_45_54,p_lev_edu_ides_55_64,p_lev_edu_ides_65_74,p_lev_edu_ides_75_84,p_lev_edu_ides_85ov,p_lev_edu_ides_total,p_lev_edu_ns_15_24,p_lev_edu_ns_25_34,p_lev_edu_ns_35_44,p_lev_edu_ns_45_54,p_lev_edu_ns_55_64,p_lev_edu_ns_65_74,p_lev_edu_ns_75_84,p_lev_edu_ns_85ov,p_lev_edu_ns_total,p_tot_15_24,p_tot_25_34,p_tot_35_44,p_tot_45_54,p_tot_55_64,p_tot_65_74,p_tot_75_84,p_tot_85ov,p_tot_total,sa3_name16
30404,819,625,410,219,78,17,2638,14,236,400,374,234,116,24,3,1404,488,2040,2486,1591,964,612,226,78,8489,316,635,949,1009,668,402,160,53,4202,856,1185,1084,947,733,434,221,74,5542,146,73,59,41,35,33,5,6,387,67,67,96,123,106,84,40,26,602,1068,1324,1242,1111,869,549,271,104,6535,16,24,44,72,35,37,24,16,273,310,364,355,325,272,283,283,248,2438,2230,5069,6294,5111,3453,2228,1071,524,25978,The Gap - Enoggera
30501,1658,1063,820,355,93,15,6671,97,640,429,363,269,109,19,0,1934,2186,7636,3131,1952,1344,677,186,45,17146,757,1517,928,708,562,341,106,31,4944,867,1503,801,674,552,270,126,47,4826,183,125,53,44,48,14,8,0,472,106,198,114,94,120,68,16,13,744,1156,1821,970,817,715,358,150,60,6036,93,179,82,74,65,50,27,11,574,1260,2261,1262,1046,857,598,339,301,7924,5666,16605,8451,6020,4627,2475,918,467,45232,Brisbane Inner
30502,863,660,351,133,23,3,2725,24,296,322,325,161,61,15,0,1219,739,2974,2339,1551,807,285,79,24,8798,269,824,782,705,436,224,78,18,3326,521,1238,749,653,435,220,125,34,3984,71,63,35,34,22,6,4,0,233,40,101,110,84,79,48,23,4,484,630,1399,893,771,536,281,155,38,4707,21,63,44,33,38,22,10,3,239,353,692,487,411,327,199,128,67,2669,2064,6917,5735,4456,2659,1205,484,152,23675,Brisbane Inner - East
30603,58,45,70,32,5,0,269,15,36,47,64,64,25,11,0,261,113,417,369,340,303,184,67,16,1815,49,272,281,380,385,216,77,15,1679,484,906,947,1146,1199,612,236,48,5577,120,80,62,73,48,24,3,4,412,46,54,88,115,100,51,23,7,489,648,1039,1095,1341,1344,681,268,61,6484,16,20,28,25,37,35,23,0,176,521,518,468,590,678,569,361,120,3834,1364,2361,2339,2791,2883,1743,815,215,14518,Innisfail - Cassowary Coast
30604,45,42,34,28,11,0,189,0,13,31,34,37,19,4,0,140,53,240,190,169,163,120,48,7,977,40,157,154,180,171,92,35,4,838,124,361,390,431,395,178,75,15,1964,32,29,20,30,12,9,3,0,136,16,21,49,55,50,30,9,0,231,171,416,461,511,458,218,82,15,2331,0,17,6,8,14,14,8,0,61,185,258,246,256,310,222,126,68,1674,450,1131,1127,1196,1188,709,314,94,6209,Port Douglas - Daintree
30605,96,140,155,114,26,5,595,10,43,69,110,108,58,13,0,406,81,512,595,569,555,394,137,26,2875,81,270,413,565,569,397,144,34,2483,522,939,1120,1249,1235,829,330,58,6285,118,79,70,64,53,42,6,0,436,45,69,108,130,130,100,44,4,628,681,1095,1300,1447,1412,968,381,68,7353,17,22,25,35,37,48,31,12,225,590,439,503,670,755,799,522,200,4478,1457,2428,3001,3538,3585,2782,1252,356,18405,Tablelands (East) - Kuranda
30701,98,50,30,21,0,0,308,15,78,64,65,52,10,6,0,287,178,968,733,451,313,147,52,9,2852,106,485,560,601,423,222,56,18,2465,774,1491,1171,1102,842,358,147,28,5920,156,119,79,80,41,11,9,0,491,53,110,113,143,109,56,21,0,596,983,1715,1361,1329,992,426,178,29,7017,12,20,21,27,35,18,10,5,137,694,797,756,832,832,735,439,174,5267,1994,4168,3589,3353,2676,1570,739,234,18335,Darling Downs (West) - Maranoa
30702,77,61,54,38,8,3,302,5,45,58,74,86,31,8,0,295,127,583,605,442,327,182,78,15,2357,83,303,472,538,454,263,89,19,2222,868,1386,1219,1152,978,518,175,23,6307,184,98,82,76,38,20,3,0,504,68,89,130,164,107,64,37,6,660,1115,1568,1426,1387,1122,600,221,34,7473,9,25,21,22,27,21,15,4,152,577,421,508,639,623,621,485,283,4152,1922,3001,3167,3164,2690,1755,900,358,16958,Darling Downs - East
30703,89,105,93,85,19,5,444,11,37,68,95,91,53,16,0,379,101,423,509,479,479,376,131,19,2514,85,253,374,493,550,355,128,38,2280,667,1016,1068,1113,1085,744,243,47,5988,132,110,80,60,51,25,9,0,469,65,81,124,142,123,118,39,17,710,862,1211,1274,1315,1265,892,289,66,7166,11,16,16,23,28,36,27,4,156,440,305,356,443,574,679,521,248,3563,1508,2282,2681,2948,3083,2477,1125,387,16495,Granite Belt
30801,63,59,25,3,0,3,239,7,59,55,51,33,6,3,0,218,134,642,485,271,173,32,10,4,1753,71,284,341,285,199,65,12,3,1266,500,1346,1067,888,586,195,43,10,4634,92,99,67,36,30,15,0,0,342,40,70,89,75,54,21,6,0,355,628,1513,1229,994,674,236,58,10,5324,7,13,18,17,14,5,4,0,89,593,664,652,657,455,232,124,34,3420,1441,3256,2839,2339,1580,593,211,50,12306,Central Highlands (Qld)
30803,416,392,324,152,43,4,1633,41,234,290,319,289,103,31,7,1305,505,2028,1987,1536,1243,601,211,43,8156,258,981,1181,1374,1152,607,204,60,5821,2152,4254,3428,3516,2984,1536,647,158,18670,549,308,199,170,116,47,10,4,1405,169,239,271,301,277,166,71,21,1509,2863,4803,3902,3981,3371,1754,730,180,21580,43,74,82,89,92,79,46,8,515,1535,1493,1535,1719,1604,1359,1113,740,11103,5259,9912,9384,9404,8074,4654,2375,1040,50102,Rockhampton
30804,44,16,17,4,0,0,117,4,26,30,24,21,3,7,0,114,56,270,234,140,96,41,7,4,845,15,116,135,155,114,30,17,0,588,285,551,442,367,300,114,57,6,2127,48,27,17,22,21,5,0,0,149,18,37,43,41,39,17,3,0,198,350,618,504,431,357,137,65,12,2476,3,13,9,9,17,6,0,0,62,161,196,221,212,202,172,113,30,1304,591,1279,1177,990,816,391,209,48,5503,Biloela
30805,220,160,97,33,3,0,676,14,108,140,157,94,29,7,0,552,230,1209,1144,768,464,217,54,13,4103,101,545,763,867,576,217,62,13,3147,1303,2803,2642,2512,1762,764,251,39,12085,274,180,113,120,54,31,3,0,771,88,122,173,161,144,76,32,0,802,1664,3104,2929,2792,1967,871,286,42,13652,29,53,68,63,57,36,7,8,312,740,793,811,933,759,485,304,112,4925,2785,5965,6075,5745,4011,1893,714,194,27378,Gladstone
30901,468,345,247,146,46,12,1840,29,220,208,186,173,62,29,4,911,636,2495,1891,1215,910,567,225,55,7987,415,1178,1146,1101,810,516,190,64,5423,908,2024,1783,1587,1339,1013,469,155,9281,123,80,81,62,54,40,9,3,460,80,159,179,215,213,172,84,25,1134,1118,2264,2040,1866,1611,1224,563,184,10877,30,65,68,74,104,93,41,20,504,635,960,743,802,786,789,665,316,5693,2904,7719,6566,5593,4634,3390,1763,664,33224,Broadbeach - Burleigh
30902,303,200,203,134,33,6,1141,19,126,131,158,179,72,21,9,713,324,1504,1323,906,770,447,167,59,5497,264,723,980,925,795,466,162,79,4397,884,1535,1722,1779,1477,943,478,172,8991,98,70,72,71,65,38,19,5,439,82,128,169,162,184,148,80,37,986,1067,1738,1962,2008,1729,1130,574,205,10419,9,34,58,54,76,85,56,28,396,477,629,607,618,754,691,534,304,4606,2193,4994,5357,4871,4506,3025,1535,690,27166,Coolangatta
30903,462,360,284,149,60,5,1782,23,142,140,138,135,93,18,0,687,561,1478,1440,1033,850,626,221,60,6269,466,858,1005,1094,926,703,257,70,5392,991,1625,1714,1886,1581,1441,683,183,10108,163,94,89,82,99,63,22,0,604,101,150,221,242,247,234,130,30,1351,1256,1859,2023,2205,1928,1736,831,216,12065,20,45,68,72,85,126,72,29,529,707,779,777,866,893,1052,876,567,6514,3080,5598,5911,5769,5096,4486,2335,950,33227,Gold Coast - North
30904,90,152,129,99,23,0,536,3,20,66,68,93,48,9,0,298,61,253,428,415,366,257,88,28,1897,71,158,321,401,339,227,90,24,1627,236,395,552,736,581,366,119,27,3022,46,19,33,32,30,14,5,0,186,25,38,60,86,83,73,20,3,385,302,455,652,852,695,455,147,35,3591,0,10,19,20,20,32,20,5,122,237,205,281,327,351,293,155,45,1889,684,1135,1855,2237,1991,1402,527,130,9961,Gold Coast Hinterland
31102,99,76,54,29,3,0,379,9,63,57,61,62,31,9,0,302,172,555,483,338,295,180,73,6,2109,244,579,565,491,363,242,80,22,2594,867,1545,1217,1205,921,625,243,55,6680,183,123,97,68,50,42,4,0,563,79,121,142,117,106,93,40,12,714,1129,1782,1456,1395,1080,761,291,75,7958,14,41,44,36,36,33,34,8,240,448,467,442,462,419,433,308,120,3090,2023,3598,3144,2858,2315,1709,794,228,16666,Beenleigh
31103,244,150,107,55,8,6,784,29,112,114,109,91,28,7,0,485,374,1275,1028,661,457,236,56,16,4095,505,1082,1015,931,666,262,43,20,4529,1741,2977,2521,2357,1779,894,295,59,12624,321,201,145,117,72,30,4,0,885,147,277,251,234,194,92,45,14,1249,2213,3448,2912,2708,2044,1016,340,75,14756,39,78,59,76,72,64,14,9,411,979,1006,885,877,742,604,394,150,5630,4149,7205,6263,5504,4179,2258,866,268,30694,Browns Plains
31104,131,107,77,38,4,0,434,13,73,112,90,62,24,3,0,385,159,607,751,499,293,155,44,0,2508,231,532,816,754,444,191,43,6,3018,988,1790,2020,1854,1243,620,134,37,8681,169,103,103,67,39,21,3,0,498,87,110,186,173,132,61,19,0,772,1242,2002,2312,2093,1411,703,153,38,9947,19,20,44,54,46,31,10,4,219,538,398,502,584,436,295,117,34,2902,2198,3702,4666,4178,2773,1437,371,84,19419,Jimboomba
30908,440,330,246,131,29,10,1698,27,129,135,125,118,61,15,0,621,655,1609,1332,889,639,376,145,29,5678,446,816,977,921,678,413,159,37,4452,753,1278,1274,1306,960,656,315,84,6628,109,58,70,56,41,31,15,4,378,70,97,150,167,168,157,65,13,885,930,1438,1490,1526,1169,840,394,98,7889,33,53,73,62,69,71,37,18,405,537,510,463,434,459,463,530,624,4010,2680,5022,4908,4284,3380,2357,1306,814,24747,Robina
30909,540,357,240,103,48,8,2042,33,148,141,138,127,68,15,8,680,942,2055,1443,1007,684,465,194,68,6854,700,1072,969,889,735,445,162,58,5038,995,1410,1469,1440,1230,827,379,130,7891,164,91,74,81,58,26,10,3,512,115,132,166,178,162,159,69,14,998,1280,1636,1711,1694,1446,1013,463,148,9402,48,56,70,78,67,69,43,13,437,1038,814,648,733,673,639,520,437,5508,4097,6467,5524,4902,3972,2809,1442,746,29963,Southport
30910,326,266,211,150,41,10,1532,19,113,91,123,108,62,25,3,545,554,1850,1053,854,747,506,182,38,5786,429,811,604,665,582,405,152,45,3695,540,902,738,873,702,611,272,65,4710,64,60,41,63,52,27,7,0,318,70,111,113,123,125,142,46,17,745,678,1075,890,1063,873,786,324,83,5771,40,88,44,54,68,83,36,10,414,857,1135,741,811,738,703,397,209,5586,2608,5554,3762,3831,3327,2691,1157,399,23320,Surfers Paradise
31001,672,364,228,92,48,8,2102,17,180,200,170,137,54,15,4,786,599,2261,1782,1072,555,336,137,54,6805,567,1056,1031,865,552,281,115,40,4509,1050,1718,1465,1426,988,531,267,88,7548,239,151,122,87,51,21,11,0,681,107,184,167,184,162,79,28,16,935,1400,2052,1755,1701,1210,635,310,105,9166,52,80,93,64,57,38,22,10,411,1489,2149,1650,1133,750,600,491,312,8569,4163,8449,7186,5357,3499,2037,1132,530,32349,Forest Lake - Oxley
31002,112,132,117,94,23,7,543,8,57,92,135,121,74,16,3,512,200,562,714,575,566,351,96,18,3087,198,491,738,935,748,418,150,25,3707,1046,1834,1969,2018,1788,1105,330,54,10135,234,173,120,106,77,41,7,0,751,100,154,186,208,175,141,52,9,1028,1384,2158,2278,2328,2037,1285,386,64,11919,19,33,38,30,51,56,16,7,254,987,841,852,1024,1030,998,587,202,6531,2801,4202,4826,5163,4676,3277,1278,329,26553,Ipswich Hinterland
31003,409,409,313,135,22,3,1557,28,192,277,293,222,90,30,4,1144,532,1945,1767,1276,914,504,171,44,7150,530,1353,1519,1514,1179,542,200,54,6889,2169,4131,3294,3108,2359,1348,643,166,17210,470,309,209,155,96,41,16,0,1299,192,266,325,305,277,148,64,19,1598,2827,4701,3823,3572,2733,1542,716,185,20105,47,67,71,75,71,66,30,17,449,1225,1228,1077,1125,978,912,760,297,7599,5212,9737,8950,8263,6412,3783,1931,605,44897,Ipswich Inner
31004,584,267,131,57,10,0,1534,29,205,233,166,85,32,5,3,759,445,2220,1850,883,493,230,56,10,6179,552,1514,1522,1110,687,261,67,12,5720,1844,3615,2587,2099,1290,603,183,39,12261,387,261,156,97,49,34,8,0,988,165,303,309,242,169,86,24,8,1306,2388,4180,3054,2438,1513,714,215,48,14554,32,90,99,69,49,40,16,0,392,1079,1071,916,841,647,451,232,78,5319,4541,9747,8257,5782,3614,1780,604,147,34469,Springfield - Redbank
31101,32,18,30,17,4,0,115,0,21,17,27,26,16,0,0,108,29,129,133,108,116,94,34,4,643,53,114,149,181,132,96,38,7,770,202,367,393,462,352,228,70,9,2078,47,25,27,37,15,10,0,0,170,11,40,47,50,45,35,9,4,242,258,431,467,549,415,274,84,9,2490,7,6,4,9,15,13,8,0,64,184,210,186,230,234,215,149,72,1488,534,912,988,1133,963,729,314,94,5674,Beaudesert
31105,248,238,167,77,18,0,973,15,115,170,151,128,37,12,4,638,360,1255,1160,745,591,316,102,23,4554,383,883,898,833,678,363,110,29,4170,1309,2241,1958,1681,1424,914,309,86,9920,230,139,111,65,60,26,4,0,645,108,157,211,184,186,124,38,17,1025,1646,2538,2276,1930,1676,1067,352,95,11587,22,57,51,68,65,61,25,13,353,717,698,622,634,599,559,358,177,4361,3149,5764,5427,4600,3896,2485,970,343,26635,Loganlea - Carbrook
31106,522,305,174,100,33,4,1709,20,171,213,171,130,62,7,0,775,451,2045,1702,1007,662,416,90,20,6387,505,1143,1165,934,760,437,105,29,5074,1349,2259,2112,1783,1529,989,309,61,10400,325,195,135,126,72,51,4,0,904,130,183,247,191,191,138,31,8,1122,1803,2635,2490,2102,1798,1179,344,73,12424,42,79,82,69,81,68,21,6,452,968,864,832,770,809,660,400,153,5452,3801,7483,6995,5361,4405,2922,1007,285,32271,Springwood - Kingston
31201,62,45,29,13,0,0,245,9,64,76,32,30,7,3,0,225,169,741,495,218,167,73,24,4,1890,43,289,337,299,202,104,32,3,1307,550,1576,1248,1057,747,351,83,19,5633,128,112,53,53,39,14,0,0,396,55,94,88,73,66,44,8,3,430,727,1786,1391,1179,850,406,89,22,6454,12,25,29,28,13,14,4,4,129,672,1038,802,772,622,390,206,74,4572,1639,4037,3185,2566,1914,1003,359,112,14831,Bowen Basin - North
31202,285,300,210,84,19,4,1140,31,211,254,275,192,66,20,0,1047,485,2213,1876,1387,992,380,123,41,7500,240,953,1342,1458,1109,462,165,40,5765,2325,5048,4482,4334,3302,1553,536,120,21690,333,273,211,186,101,48,12,0,1160,143,257,319,368,254,148,48,8,1543,2800,5576,5008,4883,3652,1743,604,121,24391,27,58,77,109,89,76,44,15,495,1339,1513,1636,1922,1651,1221,894,401,10570,4934,10750,10481,10339,7897,4034,1856,627,50912,Mackay
31203,48,33,44,25,3,0,217,5,34,48,27,35,18,6,0,171,131,467,327,204,188,92,29,3,1447,120,402,328,303,271,136,30,6,1611,374,918,867,749,604,318,101,17,3961,69,62,58,34,38,18,3,0,275,47,59,67,68,65,49,10,0,367,484,1034,1000,855,709,381,120,17,4595,0,21,19,15,12,20,5,0,99,489,734,473,433,401,296,125,64,3013,1236,2741,2248,1869,1667,972,317,96,11153,Whitsunday
31301,55,78,106,105,36,9,416,5,30,55,57,89,73,33,3,348,56,211,347,326,388,415,147,31,1931,91,193,339,463,520,536,216,34,2394,383,650,802,1002,1145,1178,567,120,5846,73,44,44,48,68,59,11,4,348,31,42,64,110,142,168,68,23,651,490,736,915,1162,1356,1404,650,147,6847,11,17,15,31,28,63,54,11,224,231,202,231,310,492,775,562,334,3137,874,1416,1952,2426,2976,3386,1693,565,15291,Bribie - Beachmere
31302,99,118,92,65,12,8,503,12,83,110,121,93,39,5,0,466,248,847,717,503,452,308,83,20,3185,367,888,889,861,658,335,99,37,4132,1620,2771,2311,2102,1536,880,330,71,11622,364,229,124,96,63,36,8,4,929,158,194,225,182,173,99,35,4,1079,2133,3198,2660,2391,1779,1017,376,83,13633,41,93,52,53,52,56,20,9,379,780,801,697,669,776,747,556,501,5525,3587,6017,5219,4712,3903,2574,1163,658,27828,Caboolture
31303,25,24,29,23,0,0,107,3,17,13,31,27,12,0,0,112,29,115,170,108,115,92,24,0,655,41,94,139,192,161,103,28,3,757,173,382,383,407,366,224,70,13,2015,45,30,27,22,22,7,0,0,159,14,23,39,38,41,34,0,0,204,238,440,451,468,426,263,76,16,2384,3,9,7,14,8,11,0,3,54,393,478,438,280,279,250,121,53,2297,699,1154,1243,1117,1041,763,261,78,6363,Caboolture Hinterland
31304,150,159,114,53,18,0,578,14,94,166,137,118,49,11,0,589,259,760,1007,745,483,300,90,16,3657,325,712,1075,1090,702,344,108,20,4376,1362,2185,2392,2315,1657,934,330,82,11256,255,133,139,71,49,36,7,0,696,93,135,202,201,176,121,42,7,980,1706,2456,2733,2591,1881,1101,378,88,12926,23,37,48,70,52,55,23,8,305,630,513,617,671,552,548,464,284,4281,2962,4642,5787,5456,3907,2448,1081,412,26708,Narangba - Burpengary
31305,215,249,220,150,38,6,1024,15,83,155,158,193,99,30,3,737,225,847,1055,949,785,567,210,47,4672,234,636,850,1020,893,655,231,77,4594,931,1580,1778,1923,1650,1162,513,155,9684,191,103,97,90,63,52,5,3,607,113,116,170,202,209,203,83,28,1125,1240,1793,2045,2219,1923,1421,605,184,11423,10,28,45,56,55,83,64,14,352,487,455,567,723,717,898,797,601,5251,2217,3976,4931,5374,4786,3865,1976,943,28065,Redcliffe
31401,838,864,536,237,46,5,2863,31,235,542,541,366,144,27,3,1888,622,2352,3492,2599,1549,758,191,40,11602,464,1087,1809,2090,1371,751,201,41,7812,1388,2260,2642,2691,1913,1114,361,68,12443,200,107,101,108,77,42,5,0,648,121,142,243,288,267,187,48,15,1312,1710,2509,2990,3082,2257,1346,420,90,14405,27,45,69,93,105,81,39,12,462,496,424,579,626,545,506,304,143,3622,3366,6981,10319,9899,6729,3821,1218,330,42658,The Hills District
31402,479,288,129,76,12,3,1337,32,186,279,171,94,46,10,0,819,385,1928,2066,1037,415,256,84,22,6199,426,1422,1529,1202,631,361,114,38,5717,1624,3109,2512,1877,1323,726,263,53,11489,286,186,137,90,61,24,7,3,797,148,223,249,198,150,114,39,10,1130,2053,3514,2898,2169,1537,868,307,60,13416,33,67,68,69,56,45,26,12,376,569,833,663,585,385,416,276,209,3927,3515,8293,7974,5513,3246,2066,834,346,31793,North Lakes
31403,154,102,97,40,4,3,531,15,83,133,98,94,46,6,0,475,190,789,714,449,300,172,38,6,2654,245,604,647,507,450,229,58,12,2754,748,1553,1455,1093,871,535,159,38,6453,160,109,81,64,35,25,7,0,474,42,96,121,131,104,57,16,3,575,952,1759,1654,1290,1014,615,182,41,7498,16,25,43,39,39,34,12,5,214,309,344,316,314,318,288,223,174,2290,1737,3724,3658,2804,2311,1432,528,239,16425,Strathpine
31501,70,57,52,9,0,0,256,3,49,62,52,44,15,3,0,231,82,403,315,235,215,83,24,4,1358,51,225,301,336,285,91,23,4,1318,531,1045,977,868,618,283,62,13,4397,179,160,122,97,58,26,7,3,650,49,55,74,94,67,35,5,0,392,764,1261,1168,1055,748,345,79,16,5436,14,14,22,21,32,17,4,0,124,1127,1070,792,705,622,400,125,34,4861,2048,3065,2730,2457,1993,963,254,60,13578,Far North
31502,99,78,48,13,3,0,358,11,87,71,48,25,11,0,0,255,202,781,407,255,157,58,8,3,1876,65,269,272,294,181,64,23,5,1174,541,1294,988,912,569,220,50,8,4591,119,84,45,39,14,15,5,0,324,36,70,65,59,50,25,3,0,314,696,1455,1099,1011,639,255,57,11,5231,9,19,23,13,11,8,7,0,97,612,742,522,580,489,302,131,39,3415,1612,3474,2489,2285,1550,714,227,59,12399,Outback - North
31701,944,883,715,385,109,12,3837,46,312,455,524,449,210,64,10,2068,1084,3792,3257,2505,2068,1135,464,125,14433,559,1722,1871,2151,1716,1067,409,111,9591,3269,5075,4100,3920,3195,1745,692,198,22207,658,368,220,196,143,77,22,3,1675,271,288,332,396,421,268,110,43,2130,4195,5734,4651,4512,3757,2093,821,250,26011,73,125,92,107,98,112,84,33,722,1780,1461,1372,1489,1541,1653,1454,1042,11793,7775,13891,12643,12171,10340,6652,3402,1579,68460,Toowoomba
31905,72,64,73,53,15,3,303,4,20,64,103,93,45,19,0,357,65,296,433,376,428,294,94,17,1998,73,220,396,544,617,393,130,30,2389,623,1084,1261,1387,1647,1248,419,86,7747,202,138,87,87,77,55,0,0,650,43,80,129,133,180,143,45,12,762,859,1304,1476,1606,1902,1446,464,98,9156,16,21,23,35,62,61,38,3,253,569,548,665,676,877,1018,621,217,5191,1584,2435,3116,3407,4045,3314,1383,372,19653,Maryborough
40101,436,292,238,213,83,20,2185,21,130,71,67,103,77,18,0,495,866,2014,735,458,446,400,110,59,5083,391,370,193,221,215,195,79,31,1687,248,296,172,201,180,94,41,24,1248,48,36,26,18,5,16,3,0,142,36,56,35,45,51,48,26,8,294,334,384,226,267,231,156,70,25,1693,59,34,15,9,9,18,5,9,162,680,663,309,325,269,250,125,96,2716,2414,4434,1986,1644,1511,1300,494,243,14023,Adelaide City
40102,630,706,629,379,95,16,2762,9,159,329,415,432,220,39,4,1612,425,1591,2268,2033,1714,1147,278,88,9540,171,630,1093,1514,1357,897,266,76,6011,999,1832,1888,2193,1739,986,354,103,10093,198,168,120,107,74,54,13,0,740,97,130,206,270,303,241,85,24,1356,1296,2124,2219,2576,2112,1287,451,133,12194,14,31,68,86,75,102,47,15,440,652,413,539,653,768,657,399,195,4273,2584,5230,7146,7978,7088,4686,1575,528,36826,Adelaide Hills
40105,703,485,405,241,84,23,2731,22,184,190,247,234,126,39,6,1046,619,2177,1585,1135,950,581,208,70,7328,115,430,481,520,519,388,139,74,2664,251,562,454,610,445,301,180,82,2887,60,43,34,46,24,19,5,5,243,33,36,65,95,92,87,39,32,475,347,648,558,758,560,409,224,115,3607,11,46,34,50,42,31,31,14,269,216,317,248,288,263,259,269,194,2047,1358,4569,3801,3476,2983,2032,986,497,19703,Norwood - Payneham - St Peters
40107,771,679,536,310,107,33,3208,21,188,284,274,318,160,31,14,1290,607,2140,1839,1425,1243,754,248,145,8399,125,374,495,623,542,439,164,95,2850,269,502,395,534,427,298,121,80,2628,48,40,32,23,38,15,7,0,196,32,36,79,109,118,68,38,34,509,349,577,511,665,582,370,168,115,3338,27,34,47,39,43,56,21,34,299,225,268,278,259,313,281,246,312,2176,1391,4324,4226,3954,3574,2363,989,738,21559,Unley
40201,104,100,68,32,20,0,418,10,36,71,81,87,50,11,0,343,171,464,500,364,316,173,60,17,2063,107,335,522,648,484,228,71,24,2427,659,1215,1086,1239,861,519,233,71,5879,120,139,74,67,51,24,10,0,481,36,70,98,139,107,80,31,8,565,821,1420,1250,1439,1015,620,272,80,6927,12,29,26,40,36,36,16,10,210,303,265,269,390,404,337,267,166,2409,1419,2629,2749,3067,2419,1489,717,298,14796,Gawler - Two Wells
40202,157,122,77,32,9,3,566,29,92,89,91,79,34,8,0,422,317,1074,798,527,384,206,64,23,3389,302,1050,950,944,701,297,90,32,4369,1875,3672,2487,2336,1682,898,488,118,13558,528,561,255,201,110,38,6,0,1707,157,278,258,233,189,99,40,16,1283,2561,4515,3002,2774,1984,1039,536,137,16544,45,84,59,88,72,67,33,14,458,1126,1114,948,981,907,763,787,358,6976,4391,8088,6003,5517,4202,2437,1521,572,32734,Playford
40203,989,341,216,95,23,7,3103,24,242,283,180,162,68,13,3,978,719,3695,2365,1065,671,398,153,36,9094,287,1168,1065,859,692,407,119,45,4653,807,1716,1437,1344,1041,730,428,146,7648,169,173,146,100,70,24,6,3,689,86,138,181,160,157,101,49,20,894,1061,2023,1757,1606,1265,859,487,174,9232,32,145,96,62,77,49,30,15,517,610,991,896,657,544,548,474,350,5075,2788,9647,7458,4774,3623,2432,1294,634,32651,Port Adelaide - East
40204,896,357,168,84,16,6,2537,23,233,264,199,144,88,17,3,976,852,3306,2413,1239,818,417,133,45,9221,500,1814,1853,1555,1157,582,200,38,7708,2311,4713,3692,3599,2923,1803,805,203,20051,495,521,368,250,151,55,22,4,1864,192,395,392,430,322,231,89,20,2074,2987,5630,4455,4278,3399,2093,919,227,23987,72,165,168,125,120,112,56,11,833,1172,1370,1082,1156,1095,1113,864,413,8270,5653,13498,11138,8899,6905,4478,2207,748,53525,Salisbury
40205,629,420,316,176,49,4,2235,32,259,343,342,275,146,40,3,1433,752,2592,2466,1531,1189,755,240,56,9580,302,1155,1607,1789,1534,950,307,69,7705,1429,2991,2739,2990,2398,1720,859,207,15330,270,211,190,154,133,73,18,7,1060,94,169,295,324,333,277,98,34,1618,1796,3372,3217,3470,2854,2070,977,246,18005,41,76,89,102,127,124,71,23,648,480,512,566,635,643,737,684,407,4660,3437,8563,8917,8283,6931,4956,2372,804,44260,Tea Tree Gully
