gml_id,sa3_name16,sa3_code16,r_0_74_lt_real_estate_agent,r_0_74_lt_ste_terr_hsg_auth,r_0_74_lt_psn_not_sme_hhd,r_0_74_lt_hs_coop_com_ch_g,r_0_74_lt_other_lld_type,r_0_74_lt_lld_type_ns,r_0_74_tot,r_75_99_lt_real_estate_agent,r_75_99_lt_ste_terr_hsg_auth,r_75_99_lt_psn_not_sme_hhd,r_75_99_lt_hs_coop_com_ch_g,r_75_99_lt_other_lld_type,r_75_99_lt_lld_type_ns,r_75_99_tot,r_100_149_lt_real_este_agent,r_100_149_lt_st_ter_hsg_aut,r_100_149_lt_psn_not_sme_hhd,r_100_149_lt_hs_coop_com_ch_g,r_100_149_lt_other_lld_type,r_100_149_lt_lld_type_ns,r_100_149_tot,r_150_199_lt_real_este_agent,r_150_199_lt_ste_ter_hsg_aut,r_150_199_lt_psn_not_sme_hhd,r_150_199_lt_hs_coop_com_ch_g,r_150_199_lt_other_lld_type,r_150_199_lt_lld_type_ns,r_150_199_tot,r_200_224_lt_real_este_agent,r_200_224_lt_ste_ter_hsg_aut,r_200_224_lt_psn_not_sme_hhd,r_200_224_lt_hs_coop_com_ch_g,r_200_224_lt_other_lld_type,r_200_224_lt_lld_type_ns,r_200_224_tot,r_225_274_lt_real_este_agent,r_225_274_lt_ste_ter_hsg_aut,r_225_274_lt_psn_not_sme_hhd,r_225_274_lt_hs_coop_com_ch_g,r_225_274_lt_other_lld_type,r_225_274_lt_lld_type_ns,r_225_274_tot,r_275_349_lt_real_este_agent,r_275_349_lt_ste_ter_hsg_aut,r_275_349_lt_psn_not_sme_hhd,r_275_349_lt_hs_coop_com_ch_g,r_275_349_lt_other_lld_type,r_275_349_lt_lld_type_ns,r_275_349_tot,r_350_449_lt_real_este_agent,r_350_449_lt_ste_ter_hsg_aut,r_350_449_lt_psn_not_sme_hhd,r_350_449_lt_hs_coop_com_ch_g,r_350_449_lt_other_lld_type,r_350_449_lt_lld_type_ns,r_350_449_tot,r_450_549_lt_real_este_agent,r_450_549_lt_ste_ter_hsg_aut,r_450_549_lt_psn_not_sme_hhd,r_450_549_lt_hs_coop_com_ch_g,r_450_549_lt_other_lld_type,r_450_549_lt_lld_type_ns,r_450_549_tot,r_550_649_lt_real_este_agent,r_550_649_lt_ste_ter_hsg_aut,r_550_649_lt_psn_not_sme_hhd,r_550_649_lt_hs_coop_com_ch_g,r_550_649_lt_other_lld_type,r_550_649_lt_lld_type_ns,r_550_649_tot,r_650_749_lt_real_este_agent,r_650_749_lt_ste_ter_hsg_aut,r_650_749_lt_psn_not_sme_hhd,r_650_749_lt_hs_coop_com_ch_g,r_650_749_lt_other_lld_type,r_650_749_lt_lld_type_ns,r_650_749_tot,r_750_849_lt_real_este_agent,r_750_849_lt_ste_ter_hsg_aut,r_750_849_lt_psn_not_sme_hhd,r_750_849_lt_hs_coop_com_ch_g,r_750_849_lt_other_lld_type,r_750_849_lt_lld_type_ns,r_750_849_tot,r_850_949_lt_real_estat_agent,r_850_949_lt_ste_ter_hsg_aut,r_850_949_lt_psn_not_sme_hhd,r_850_949_lt_hs_coop_com_ch_g,r_850_949_lt_other_lld_type,r_850_949_lt_lld_type_ns,r_850_949_tot,r_950_over_lt_real_este_agent,r_950_over_lt_ste_ter_hsg_aut,r_950_over_lt_psn_not_sme_hhd,r_950_ovr_lt_hs_coop_com_ch_g,r_950_over_lt_other_lld_type,r_950_over_lt_lld_type_ns,r_950_over_tot,rent_ns_lt_real_este_agent,rent_ns_lt_ste_ter_hsg_auth,rent_ns_lt_psn_not_sme_hhd,rent_ns_lt_hs_coop_com_ch_g,rent_ns_lt_other_lld_type,rent_ns_lt_lld_type_ns,rent_ns_tot,tot_lt_real_este_agent,tot_lt_ste_ter_hsg_auth,tot_lt_psn_not_sme_hhd,tot_lt_hs_coop_com_ch_g,tot_lt_other_lld_type,tot_lt_lld_type_ns,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a64,Wollondilly,"12303","9","0","51","3","20","50","133","3","4","0","3","4","0","12","0","10","15","0","21","0","47","18","66","27","16","25","3","150","24","17","30","14","7","0","96","46","15","55","7","6","0","120","205","13","83","5","8","0","314","509","14","95","3","9","3","638","260","0","40","0","4","0","306","108","0","18","0","0","0","126","29","0","7","0","0","0","41","19","0","0","0","0","0","18","3","0","0","0","0","0","4","0","0","5","0","0","0","6","24","4","30","3","18","8","87","1261","141","453","55","124","65","2099"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a63,Blue Mountains,"12401","7","16","93","7","19","76","210","3","10","10","7","0","0","34","18","44","51","17","8","0","130","66","141","83","57","7","0","360","77","37","73","20","6","0","222","219","52","163","41","14","6","485","653","35","257","19","16","4","987","1380","36","324","18","8","3","1772","588","4","95","3","4","0","693","162","0","29","0","0","0","199","34","0","8","3","0","0","39","8","0","4","0","0","0","16","3","0","0","0","0","0","3","3","0","10","0","4","0","16","50","25","62","16","13","8","174","3278","394","1259","207","103","95","5341"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a62,Blue Mountains - South,"12402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a61,Penrith,"12403","12","90","127","8","15","93","341","0","77","3","16","3","0","97","16","601","33","16","18","8","684","49","337","66","84","4","4","547","71","168","89","36","9","3","371","473","152","176","34","80","9","926","1574","162","396","56","24","15","2231","4238","176","598","24","24","15","5070","1905","12","246","3","16","3","2192","582","3","62","0","4","0","652","109","0","17","0","4","0","135","37","0","3","0","0","0","49","15","0","3","0","0","0","16","13","3","4","0","0","0","21","147","107","84","15","27","26","400","9238","1906","1912","280","233","168","13737"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a60,Richmond - Windsor,"12404","4","21","53","0","16","42","125","0","11","3","3","0","0","19","6","80","9","4","4","0","110","24","214","41","33","0","5","318","25","80","40","16","3","0","158","113","93","52","4","88","3","354","457","57","108","5","20","3","654","1196","82","169","12","11","4","1471","528","16","58","0","7","3","605","82","3","9","0","0","0","94","35","0","3","0","0","0","36","9","3","3","0","0","0","15","9","0","0","0","0","0","6","3","0","0","0","4","0","10","41","38","30","8","9","4","131","2528","699","569","92","165","57","4113"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a5f,St Marys,"12405","5","31","55","6","8","33","136","0","27","3","3","0","0","33","3","210","22","7","0","0","248","20","131","34","21","4","0","203","55","53","34","3","3","0","150","152","45","73","9","3","3","283","693","99","156","15","14","3","973","2140","67","312","3","34","17","2574","457","3","70","3","13","3","550","84","0","14","0","0","0","102","12","0","5","0","3","0","25","7","0","3","0","0","0","3","3","0","0","0","0","0","3","0","0","0","0","0","0","5","65","43","38","9","11","3","163","3695","704","823","74","87","64","5455"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a5e,Auburn,"12501","40","50","152","3","7","56","315","5","46","8","7","3","0","66","28","273","50","14","14","0","388","51","159","82","20","12","0","322","52","49","53","10","7","0","176","151","70","76","13","26","0","337","670","43","183","12","23","3","934","2516","55","406","22","84","14","3091","2982","29","364","3","76","14","3464","1389","5","201","0","32","4","1634","404","4","53","3","5","0","473","178","0","39","0","3","0","222","48","0","7","0","0","0","56","46","0","18","0","0","0","63","177","55","135","30","39","22","458","8746","833","1821","148","333","125","12006"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a5d,Carlingford,"12502","14","152","77","28","11","49","334","0","95","3","7","0","0","103","11","689","15","38","3","9","761","3","276","41","48","8","4","387","18","125","30","14","10","0","188","52","132","33","17","187","3","433","111","100","75","26","40","0","351","700","73","154","12","13","6","953","1398","49","217","0","21","3","1694","835","14","119","0","3","0","977","365","0","49","0","6","0","428","122","0","21","0","3","0","142","45","0","12","0","0","0","54","17","0","3","0","0","0","23","76","88","53","17","18","9","255","3760","1808","907","204","322","82","7084"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a5c,Merrylands - Guildford,"12503","43","221","235","30","16","122","665","4","177","12","33","3","0","225","30","1330","56","54","16","9","1494","87","710","116","141","23","11","1090","81","357","106","42","11","7","603","298","283","144","42","29","4","796","975","230","298","56","37","14","1608","4039","214","721","35","156","24","5177","2515","81","519","12","124","19","3267","795","14","143","6","32","11","997","272","4","37","0","7","3","330","50","8","23","0","3","0","86","14","0","10","3","3","0","22","22","0","12","0","0","0","34","168","206","146","41","40","29","635","9396","3828","2564","490","508","258","17031"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a5b,Parramatta,"12504","24","139","162","23","28","89","462","5","134","10","39","3","6","192","37","920","46","55","28","4","1085","70","398","69","113","21","11","682","86","174","93","32","11","3","407","185","160","126","44","11","6","526","951","133","286","45","48","5","1473","7344","172","867","48","123","18","8564","5266","40","538","9","66","17","5938","1491","8","208","3","9","8","1722","288","3","59","0","9","0","360","92","0","26","3","0","0","120","39","3","15","0","0","0","52","37","0","13","0","3","0","58","241","137","126","42","25","35","601","16154","2406","2652","463","385","196","22250"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a5a,Pennant Hills - Epping,"12601","9","10","89","6","3","29","148","0","9","4","11","0","0","15","9","41","16","0","3","0","66","5","19","37","29","7","0","93","11","10","33","3","0","0","60","18","0","24","3","6","0","59","46","8","40","4","21","0","110","329","3","73","31","3","3","446","839","7","96","3","3","0","956","833","7","104","3","7","0","948","346","0","61","0","6","0","411","181","0","16","0","0","0","206","102","0","12","0","0","0","108","67","0","20","0","4","0","89","44","9","34","10","3","6","105","2840","110","653","101","77","52","3832"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a59,Ryde - Hunters Hill,"12602","34","95","257","10","31","114","538","5","83","9","16","4","3","119","34","672","45","61","6","7","827","45","296","107","72","16","8","534","48","136","71","22","17","6","304","109","106","129","34","81","4","460","615","83","191","33","25","5","953","3498","54","484","30","41","4","4111","3439","30","533","11","30","9","4052","2101","20","325","3","16","4","2474","1223","3","175","5","9","8","1420","461","3","87","3","7","4","562","237","0","42","0","0","0","285","310","0","86","0","10","0","408","186","97","182","55","32","29","586","12350","1684","2726","337","332","203","17635"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a58,Bringelly - Green Valley,"12701","6","110","108","10","24","87","351","0","87","3","10","0","0","96","8","579","14","24","18","3","650","9","388","39","14","14","0","468","12","159","35","6","7","0","226","60","169","81","9","56","4","376","226","162","139","14","26","4","565","998","169","299","11","64","11","1550","1485","44","240","5","44","12","1835","898","8","82","0","15","3","1001","147","0","25","0","3","0","180","46","3","3","0","0","0","53","12","0","3","0","0","0","13","9","0","4","0","0","0","15","100","95","72","13","25","14","319","4029","1973","1151","126","297","135","7709"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a57,Fairfield,"12702","57","148","284","24","25","113","652","3","140","10","3","0","0","154","36","988","60","31","20","17","1147","106","714","132","96","38","9","1101","132","419","153","40","31","6","781","430","358","220","65","60","8","1143","2300","294","489","74","118","21","3294","3770","365","807","43","242","35","5251","2596","105","385","21","131","19","3248","527","17","83","6","17","3","650","119","3","22","0","3","0","154","41","0","7","0","0","0","52","19","0","8","0","3","0","28","23","0","5","0","0","0","31","176","172","168","28","53","36","633","10337","3725","2835","414","738","266","18313"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a56,Liverpool,"12703","20","134","121","11","15","74","364","0","98","0","16","4","3","121","8","732","27","34","12","4","824","51","391","42","59","15","11","569","52","180","54","21","17","3","336","243","180","78","25","325","9","861","1749","147","185","23","120","16","2238","2672","151","347","16","66","18","3270","2141","31","238","6","43","5","2470","601","4","59","0","17","3","682","149","3","23","0","3","0","171","34","0","0","0","0","0","37","7","0","0","0","0","0","11","27","0","3","0","0","0","39","126","138","78","17","47","25","430","7890","2187","1255","235","687","161","12420"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a55,Cronulla - Miranda - Caringbah,"12801","10","50","140","13","5","103","325","0","42","0","10","0","0","62","5","403","29","23","7","4","472","17","141","32","59","9","3","262","17","68","52","12","9","0","169","85","41","70","22","112","3","342","476","49","161","15","26","4","717","2000","37","337","3","19","8","2404","2006","12","260","4","13","14","2307","1108","18","137","0","10","4","1276","677","3","87","0","5","3","778","310","0","48","0","3","0","364","157","0","29","0","0","0","180","223","0","40","0","5","0","273","108","56","93","35","17","12","319","7221","930","1508","194","244","144","10242"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a54,Sutherland - Menai - Heathcote,"12802","6","30","78","13","3","58","194","3","38","3","7","0","0","47","6","273","13","31","5","3","327","8","114","15","26","10","3","174","19","78","36","14","7","0","148","41","50","46","12","27","0","175","111","49","96","14","31","0","297","1294","40","209","14","32","3","1595","1008","32","156","3","8","3","1209","698","17","105","3","3","3","829","394","3","68","0","0","0","472","179","0","15","0","0","0","193","56","0","5","0","0","0","60","42","0","13","0","0","0","51","62","48","45","32","9","7","202","3915","767","910","165","138","87","5972"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a53,Ballarat,"20101","18","75","129","17","34","86","361","19","66","25","21","3","0","136","272","670","158","65","18","16","1199","754","277","264","85","27","9","1417","722","136","309","48","18","4","1242","2583","140","490","34","31","14","3299","2490","23","293","8","25","11","2851","883","8","109","4","23","10","1046","129","0","38","3","10","3","178","24","0","13","0","3","3","44","15","4","7","0","0","0","28","5","0","3","0","0","0","11","4","0","3","0","0","0","9","6","0","10","0","0","4","19","110","91","87","26","24","15","350","8026","1496","1939","314","229","182","12185"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a52,Creswick - Daylesford - Ballan,"20102","0","7","94","7","18","73","203","0","5","14","8","3","0","36","17","61","60","6","11","3","161","41","17","91","7","7","0","165","61","11","99","0","3","0","182","157","4","103","0","11","0","276","213","8","99","0","10","0","326","100","0","31","0","0","0","136","13","0","9","0","3","0","23","4","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","9","0","15","0","0","0","18","7","8","36","0","14","3","71","626","117","656","30","87","82","1608"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a51,Maryborough - Pyrenees,"20103","4","13","93","16","24","80","232","0","12","13","3","8","0","35","35","95","111","10","10","8","261","166","35","144","10","20","3","382","139","14","103","0","15","3","274","237","6","93","0","5","0","349","76","0","38","0","3","0","118","13","0","16","0","3","0","31","5","0","4","0","0","0","8","0","0","3","0","0","0","7","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","3","0","0","0","8","15","12","33","3","14","0","76","691","195","653","44","104","99","1785"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a50,Bendigo,"20201","11","78","124","10","26","89","334","5","61","14","17","0","5","103","140","562","167","37","22","13","942","533","328","280","59","38","8","1249","530","153","310","74","28","11","1105","2089","80","505","66","49","15","2797","2537","24","456","13","37","14","3085","799","8","145","0","17","0","973","79","3","31","0","3","0","114","15","3","13","0","4","0","33","8","0","6","0","0","0","14","7","0","3","0","3","0","6","0","0","3","0","0","0","10","5","0","5","0","3","0","16","75","81","65","18","22","21","295","6833","1388","2118","302","258","177","11073"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a4f,Heathcote - Castlemaine - Kyneton,"20202","7","15","104","4","25","72","224","5","8","11","12","0","0","40","22","119","80","14","15","0","255","65","39","136","19","6","3","266","83","20","93","21","11","0","230","234","18","150","11","13","4","433","533","6","172","0","17","3","736","331","4","74","0","7","0","423","61","0","17","0","3","0","85","9","0","10","0","0","0","21","0","0","3","0","0","0","8","0","0","0","0","0","0","6","0","0","0","0","0","0","3","3","0","10","0","0","0","10","31","24","49","3","26","5","128","1388","259","916","81","133","90","2869"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a4e,Loddon - Elmore,"20203","0","0","60","3","31","60","151","3","27","12","7","3","0","50","23","13","72","0","16","0","123","47","0","87","4","5","0","147","15","0","41","0","6","0","65","22","0","13","0","5","0","41","8","0","22","0","0","0","36","7","0","3","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","14","0","6","3","34","131","41","331","12","84","60","663"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a4d,Barwon - West,"20301","0","0","33","0","24","35","97","0","0","0","0","0","0","3","5","9","21","0","9","0","48","3","6","38","9","3","0","62","17","0","48","0","3","0","71","49","3","51","0","4","3","117","111","0","55","0","3","0","171","86","0","30","0","4","3","124","11","0","3","0","0","0","15","6","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","23","0","14","5","39","290","23","313","11","64","46","752"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a4c,Geelong,"20302","26","147","252","21","70","175","696","17","114","35","31","13","3","212","150","1061","231","115","53","21","1635","765","425","473","157","75","16","1911","763","214","388","123","60","11","1555","2480","238","746","76","75","22","3647","4732","142","928","40","84","19","5944","2949","26","470","26","56","15","3546","542","8","118","0","12","4","680","149","0","31","3","8","0","186","39","0","24","0","0","0","60","22","0","23","0","3","0","45","7","0","7","0","0","0","21","31","0","23","0","4","0","54","225","156","167","47","76","32","703","12883","2546","3903","646","597","320","20899"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a4b,Surf Coast - Bellarine Peninsula,"20303","8","7","134","3","22","147","314","4","5","10","15","3","0","37","19","46","66","8","10","0","146","61","16","111","6","4","0","201","97","7","103","17","15","3","235","434","3","179","14","13","6","644","1054","4","271","0","16","3","1349","1449","5","260","0","9","4","1732","444","0","100","0","6","0","552","102","0","14","0","0","0","124","24","0","11","0","0","0","36","11","0","0","0","3","0","14","4","0","0","0","3","0","12","8","0","12","0","3","0","23","58","5","62","3","23","4","166","3793","88","1322","71","125","169","5573"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a4a,Upper Goulburn Valley,"20401","9","27","155","19","102","152","467","3","22","18","4","11","0","63","47","192","141","14","41","7","436","225","102","214","7","33","9","598","255","49","161","5","26","7","502","546","20","221","0","161","4","949","686","4","161","0","81","5","940","197","7","48","0","16","5","271","17","3","11","0","4","0","39","3","0","7","0","8","0","15","3","0","0","0","0","0","6","3","0","0","0","3","0","7","0","0","0","0","0","0","4","19","0","21","0","4","0","43","37","30","70","4","61","12","214","2054","450","1226","53","569","205","4548"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a49,Wangaratta - Benalla,"20402","7","37","127","6","33","91","301","4","32","13","8","3","3","67","82","313","132","24","23","0","583","479","129","217","23","28","10","889","315","60","173","5","13","0","567","623","51","182","6","18","3","882","469","11","106","0","3","0","593","156","3","31","0","0","0","192","9","0","3","0","0","0","18","4","0","3","0","0","0","7","0","0","0","0","3","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","6","0","3","0","11","30","51","49","6","21","12","172","2178","703","1051","75","144","130","4282"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a48,Wodonga - Alpine,"20403","4","51","174","9","61","112","411","6","37","33","3","13","0","90","119","444","172","18","23","7","789","474","194","314","29","39","7","1049","459","147","256","5","30","6","911","940","54","299","5","203","9","1513","1243","19","214","3","87","10","1571","703","6","81","0","15","3","803","59","0","20","0","19","0","99","13","3","11","0","4","0","23","6","0","7","0","7","0","26","4","0","12","0","4","0","15","3","0","5","0","0","0","9","66","0","89","0","28","0","186","67","60","101","13","47","4","290","4161","1017","1781","82","579","168","7785"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a47,Baw Baw,"20501","3","19","133","3","30","72","261","0","11","12","0","7","3","42","26","133","73","17","22","3","278","131","55","134","12","43","8","379","166","25","151","4","17","3","360","619","31","189","0","13","3","854","832","3","159","0","7","11","1002","296","0","46","0","0","0","347","21","0","12","0","0","0","33","7","0","8","0","0","0","16","0","0","3","0","0","0","5","0","0","6","0","0","0","5","0","0","0","0","0","0","3","0","0","6","0","0","0","6","30","16","51","7","14","3","117","2145","289","978","42","149","106","3707"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a46,Gippsland - East,"20502","10","14","136","0","54","121","333","4","34","19","20","11","3","94","54","191","124","32","50","6","459","231","129","187","23","51","4","632","234","52","167","22","23","0","495","561","46","193","14","17","3","835","607","9","111","3","3","4","738","224","3","36","3","7","3","273","9","0","4","0","0","0","11","4","0","3","0","4","0","8","0","0","0","0","3","0","3","0","0","0","0","0","0","4","0","0","0","0","0","0","0","5","0","9","0","0","0","15","30","19","54","12","36","3","154","1969","500","1047","122","268","155","4062"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a45,Gippsland - South West,"20503","8","19","183","10","73","188","490","3","36","23","12","12","0","91","56","172","139","31","31","3","427","215","83","250","26","41","7","629","394","27","254","13","27","10","717","1067","19","302","10","34","8","1443","848","8","156","0","13","6","1031","273","3","49","4","11","5","345","13","3","17","0","0","0","37","7","0","3","0","6","0","16","5","0","0","0","0","0","6","5","0","3","0","0","0","5","0","0","4","0","0","0","4","9","0","16","0","5","0","30","42","29","82","7","59","14","226","2954","395","1485","123","305","241","5503"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a44,Latrobe Valley,"20504","7","119","126","20","21","62","365","24","215","26","18","7","3","292","437","457","176","15","21","15","1125","1090","304","325","77","56","10","1862","648","60","255","27","25","7","1019","993","25","264","9","17","8","1319","769","12","131","5","9","0","928","278","5","46","3","11","5","346","22","0","9","0","0","0","31","3","0","3","0","0","0","6","4","0","0","0","3","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","9","0","0","0","16","70","62","64","12","17","5","229","4350","1264","1439","188","185","122","7550"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a43,Wellington,"20505","6","37","117","11","72","120","365","7","32","16","3","14","0","67","88","209","118","13","36","7","463","295","106","178","22","32","4","628","288","18","118","14","20","4","461","540","10","124","9","65","5","743","447","10","69","3","53","3","576","238","0","32","0","14","0","285","43","0","9","0","4","0","56","7","0","0","0","0","0","9","7","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","3","0","13","36","24","66","8","38","6","180","1993","438","844","80","355","147","3850"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a42,Brunswick - Coburg,"20601","25","39","197","9","5","101","378","12","41","12","13","3","0","80","51","349","56","26","11","5","498","144","100","130","26","11","4","411","199","47","96","14","7","3","367","898","40","188","23","23","3","1173","2187","44","438","4","14","5","2694","3578","28","505","6","18","7","4145","2269","5","334","3","12","5","2630","1003","3","165","0","15","3","1195","402","3","80","0","0","0","493","134","0","41","0","3","0","175","55","0","23","0","0","0","80","110","0","28","0","3","0","141","161","37","99","14","14","22","350","11227","737","2389","141","138","160","14804"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p34_weekly_rent_by_landlord_type_census_2016.fid--7a4d496e_1724c35c6d1_-6a41,Darebin - South,"20602","15","56","95","7","4","74","252","0","39","9","17","0","3","61","18","290","36","9","9","3","367","81","64","68","17","3","0","226","179","49","44","10","5","0","286","781","24","88","15","0","4","913","1275","30","190","15","12","7","1525","1318","13","240","8","6","7","1586","1221","4","188","0","9","4","1421","706","3","87","0","3","0","801","293","0","43","0","0","0","339","103","0","34","3","0","0","139","40","0","9","0","0","0","48","62","0","14","0","0","0","75","97","39","52","8","9","8","215","6194","606","1186","108","61","110","8267"
