sa3_code_2016,earners_persons_2010_11,earners_persons_2011_12,earners_persons_2012_13,earners_persons_2013_14,earners_persons_2014_15,median_age_of_earners_years_2010_11,median_age_of_earners_years_2011_12,median_age_of_earners_years_2012_13,median_age_of_earners_years_2013_14,median_age_of_earners_years_2014_15,income_aud_2010_11,income_aud_2011_12,income_aud_2012_13,income_aud_2013_14,income_aud_2014_15,median_aud_2010_11,median_aud_2011_12,median_aud_2012_13,median_aud_2013_14,median_aud_2014_15,mean_aud_2010_11,mean_aud_2011_12,mean_aud_2012_13,mean_aud_2013_14,mean_aud_2014_15,sa3_name16
30502,23832.0,24623.0,25050.0,25629.0,26757.0,36.0,37.0,37.0,37.0,38.0,1645595717.0,1868587377.0,2016728784.0,2160615153.0,2299341730.0,50373.0,54660.0,57183.0,59156.0,60085.0,69050.0,75888.0,80508.0,84304.0,85934.0,Brisbane Inner - East
30503,47469.0,48937.0,50572.0,51795.0,53990.0,37.0,38.0,38.0,38.0,38.0,3562214343.0,3928990800.0,4221074704.0,4423804391.0,4775684385.0,50438.0,54289.0,56159.0,56787.0,57995.0,75043.0,80287.0,83467.0,85410.0,88455.0,Brisbane Inner - North
30504,33745.0,34171.0,34414.0,34802.0,35937.0,36.0,37.0,38.0,38.0,38.0,2387115756.0,2613378413.0,2785741697.0,2900405473.0,3029051279.0,48758.0,53095.0,55695.0,56487.0,57322.0,70740.0,76479.0,80948.0,83340.0,84288.0,Brisbane Inner - West
30601,28042.0,29059.0,29925.0,30726.0,31502.0,42.0,43.0,43.0,43.0,44.0,1430136124.0,1581094690.0,1716952820.0,1803170526.0,1879107761.0,42036.0,45024.0,46635.0,47411.0,48335.0,51000.0,54410.0,57375.0,58685.0,59650.0,Cairns - North
30602,52510.0,53367.0,54015.0,54438.0,55810.0,39.0,40.0,40.0,40.0,40.0,2409252573.0,2619596741.0,2764399250.0,2815692512.0,2932445437.0,39218.0,41330.0,42478.0,43015.0,43715.0,45882.0,49086.0,51178.0,51723.0,52543.0,Cairns - South
30603,17529.0,18216.0,18271.0,18328.0,18611.0,45.0,44.0,45.0,45.0,45.0,680269688.0,750284106.0,781272965.0,804959898.0,841030819.0,33283.0,34743.0,35335.0,36530.0,37597.0,38808.0,41188.0,42760.0,43920.0,45190.0,Innisfail - Cassowary Coast
30604,6506.0,6578.0,6789.0,6889.0,7100.0,42.0,43.0,43.0,44.0,44.0,248911381.0,266856921.0,292362969.0,307920505.0,320186464.0,32657.0,34205.0,35437.0,37119.0,37110.0,38259.0,40568.0,43064.0,44697.0,45097.0,Port Douglas - Daintree
30605,20537.0,20799.0,20849.0,21140.0,21889.0,46.0,46.0,47.0,47.0,47.0,821121667.0,896923789.0,926358056.0,952491278.0,999770064.0,32493.0,34848.0,35780.0,36291.0,36342.0,39983.0,43123.0,44432.0,45056.0,45675.0,Tablelands (East) - Kuranda
30701,23749.0,24378.0,25185.0,25490.0,25030.0,42.0,42.0,42.0,42.0,43.0,997465523.0,1158629796.0,1223350570.0,1205896546.0,1257076992.0,36116.0,39959.0,41005.0,40944.0,41812.0,42000.0,47528.0,48575.0,47309.0,50223.0,Darling Downs (West) - Maranoa
30702,21708.0,22243.0,22605.0,22620.0,22802.0,44.0,44.0,44.0,44.0,45.0,854796676.0,991095500.0,1080760701.0,1086089886.0,1108250715.0,34213.0,37747.0,40382.0,41101.0,41449.0,39377.0,44558.0,47811.0,48015.0,48603.0,Darling Downs - East
30703,20532.0,20780.0,20937.0,21252.0,21476.0,45.0,46.0,46.0,46.0,46.0,705857379.0,768289909.0,803027089.0,850405809.0,871854719.0,29774.0,31569.0,32531.0,34225.0,34737.0,34378.0,36973.0,38354.0,40015.0,40597.0,Granite Belt
30801,15871.0,16989.0,16855.0,16284.0,16001.0,38.0,38.0,38.0,39.0,39.0,991773685.0,1142031694.0,1203996480.0,1133763227.0,1171283463.0,50146.0,53851.0,56436.0,54528.0,55363.0,62490.0,67222.0,71433.0,69624.0,73201.0,Central Highlands (Qld)
30803,58151.0,60283.0,61158.0,60206.0,61178.0,41.0,41.0,42.0,42.0,42.0,2990631134.0,3413965079.0,3616445599.0,3593682539.0,3694523875.0,42635.0,46472.0,48119.0,48614.0,49483.0,51429.0,56632.0,59133.0,59690.0,60390.0,Rockhampton
30804,8417.0,8597.0,8733.0,8620.0,8584.0,42.0,42.0,42.0,43.0,43.0,428556119.0,480222956.0,499044579.0,505491820.0,517440760.0,39997.0,44094.0,45512.0,45740.0,47559.0,50916.0,55859.0,57145.0,58642.0,60280.0,Biloela
30805,31760.0,33841.0,35216.0,34767.0,36170.0,41.0,40.0,40.0,41.0,41.0,1899629649.0,2332868753.0,2693612579.0,2744108582.0,3033109931.0,49388.0,56537.0,61906.0,60547.0,63950.0,59812.0,68936.0,76488.0,78929.0,83857.0,Gladstone
30901,35216.0,35772.0,36438.0,37550.0,38973.0,41.0,41.0,41.0,41.0,41.0,1662761538.0,1809640560.0,1954113134.0,2107685166.0,2241919178.0,36045.0,38530.0,40633.0,42080.0,43085.0,47216.0,50588.0,53628.0,56130.0,57525.0,Broadbeach - Burleigh
30902,28796.0,29133.0,29302.0,29959.0,30995.0,43.0,43.0,44.0,44.0,44.0,1261145721.0,1371736132.0,1496203284.0,1573098820.0,1672944088.0,35298.0,37601.0,39438.0,40665.0,41876.0,43796.0,47085.0,51061.0,52508.0,53975.0,Coolangatta
30903,32705.0,32985.0,33463.0,34470.0,35994.0,43.0,44.0,44.0,45.0,44.0,1490560821.0,1604900658.0,1713943425.0,1865623323.0,1958908725.0,35872.0,37793.0,39620.0,40924.0,41561.0,45576.0,48655.0,51219.0,54123.0,54423.0,Gold Coast - North
30904,9539.0,9741.0,9896.0,10201.0,10515.0,47.0,47.0,47.0,48.0,48.0,417861286.0,457079922.0,490027427.0,518941000.0,547153174.0,34606.0,36991.0,38762.0,40122.0,41036.0,43806.0,46923.0,49518.0,50872.0,52035.0,Gold Coast Hinterland
30908,25169.0,25561.0,26185.0,27014.0,28247.0,41.0,42.0,42.0,42.0,42.0,1099878112.0,1180811177.0,1305931296.0,1386849933.0,1473876667.0,35945.0,37598.0,39847.0,40795.0,41993.0,43700.0,46196.0,49873.0,51338.0,52178.0,Robina
30909,30154.0,29990.0,30245.0,30785.0,31994.0,40.0,40.0,41.0,41.0,41.0,1271395248.0,1349477268.0,1464477339.0,1523222583.0,1593014012.0,34652.0,36522.0,38126.0,39311.0,39789.0,42163.0,44998.0,48420.0,49479.0,49791.0,Southport
30910,21835.0,22527.0,22956.0,23997.0,25438.0,41.0,41.0,42.0,42.0,41.0,1176527684.0,1251574330.0,1314007300.0,1469715210.0,1504277225.0,34173.0,36315.0,37347.0,38060.0,38436.0,53883.0,55559.0,57240.0,61246.0,59135.0,Surfers Paradise
31001,30183.0,30886.0,31433.0,32377.0,33563.0,39.0,39.0,39.0,39.0,39.0,1345477466.0,1480961186.0,1567014046.0,1628722529.0,1711815816.0,40530.0,43033.0,44355.0,44692.0,45350.0,44577.0,47949.0,49853.0,50305.0,51003.0,Forest Lake - Oxley
31002,28449.0,28945.0,28960.0,29501.0,30143.0,44.0,45.0,45.0,45.0,45.0,1152801197.0,1267216194.0,1322868646.0,1398511158.0,1441358348.0,35979.0,38368.0,39830.0,40735.0,41774.0,40522.0,43780.0,45679.0,47406.0,47817.0,Ipswich Hinterland
31003,47881.0,48264.0,48567.0,49089.0,50849.0,40.0,40.0,41.0,41.0,41.0,2233661285.0,2390919690.0,2506236374.0,2596784761.0,2723303464.0,41992.0,44116.0,45860.0,47044.0,47841.0,46650.0,49538.0,51604.0,52900.0,53557.0,Ipswich Inner
31004,33987.0,35661.0,36944.0,38953.0,41325.0,36.0,37.0,37.0,37.0,37.0,1594351438.0,1787072288.0,1929488046.0,2079614750.0,2231327107.0,43373.0,45718.0,47325.0,48182.0,48968.0,46911.0,50113.0,52227.0,53388.0,53995.0,Springfield - Redbank
31101,6017.0,6087.0,6044.0,6085.0,6279.0,44.0,45.0,45.0,46.0,45.0,239918904.0,256677260.0,270046870.0,277731707.0,293132233.0,35095.0,37019.0,38859.0,39553.0,40324.0,39874.0,42168.0,44680.0,45642.0,46685.0,Beaudesert
31102,18772.0,18825.0,18939.0,19101.0,19821.0,39.0,39.0,40.0,40.0,40.0,790370550.0,847649068.0,884713516.0,916804373.0,971295627.0,38193.0,40360.0,42173.0,43177.0,44332.0,42104.0,45028.0,46714.0,47998.0,49003.0,Beenleigh
31103,37874.0,38247.0,38520.0,39088.0,40554.0,39.0,39.0,39.0,40.0,39.0,1650955452.0,1779190981.0,1851472428.0,1928610320.0,2021623756.0,40508.0,42645.0,43892.0,44860.0,45394.0,43591.0,46518.0,48065.0,49340.0,49850.0,Browns Plains
31104,20223.0,20726.0,20937.0,21931.0,23410.0,41.0,41.0,42.0,42.0,42.0,959326781.0,1061316810.0,1125412288.0,1216212503.0,1312285477.0,42405.0,45228.0,46833.0,48075.0,48944.0,47437.0,51207.0,53752.0,55456.0,56057.0,Jimboomba
31105,30147.0,30439.0,30733.0,31220.0,32264.0,40.0,40.0,40.0,40.0,40.0,1392867450.0,1498599009.0,1573987162.0,1633859287.0,1724175206.0,40886.0,43169.0,44988.0,45645.0,46863.0,46203.0,49233.0,51215.0,52334.0,53440.0,Loganlea - Carbrook
31106,38079.0,38031.0,37545.0,37960.0,38649.0,39.0,39.0,40.0,40.0,40.0,1673085371.0,1782790414.0,1823343192.0,1872602993.0,1941789490.0,39536.0,41783.0,43183.0,43791.0,44569.0,43937.0,46877.0,48564.0,49331.0,50242.0,Springwood - Kingston
31201,18710.0,19436.0,19114.0,18404.0,18186.0,39.0,38.0,38.0,39.0,39.0,1218395958.0,1350611463.0,1403850247.0,1332985739.0,1312278622.0,48460.0,53000.0,54828.0,54206.0,52440.0,65120.0,69490.0,73446.0,72429.0,72159.0,Bowen Basin - North
31202,65723.0,69530.0,69840.0,68367.0,67873.0,41.0,40.0,41.0,41.0,42.0,3936070521.0,4555978746.0,4788527016.0,4631437821.0,4548610892.0,48479.0,52359.0,54902.0,54076.0,53229.0,59889.0,65525.0,68564.0,67744.0,67016.0,Mackay
31203,11319.0,11905.0,12063.0,12242.0,12418.0,40.0,40.0,41.0,41.0,41.0,499906474.0,620617586.0,666865828.0,662996997.0,667829893.0,36546.0,40434.0,42793.0,42244.0,42433.0,44165.0,52131.0,55282.0,54158.0,53779.0,Whitsunday
31301,14528.0,14597.0,14558.0,14825.0,15136.0,49.0,50.0,50.0,51.0,51.0,577166409.0,634420912.0,662830923.0,699244693.0,715141083.0,31487.0,33643.0,35803.0,36626.0,37134.0,39728.0,43462.0,45530.0,47167.0,47248.0,Bribie - Beachmere
31302,29546.0,30277.0,30761.0,31160.0,32355.0,39.0,39.0,39.0,39.0,39.0,1188956316.0,1301255794.0,1386323429.0,1447534637.0,1541929241.0,36228.0,37963.0,39387.0,40491.0,41391.0,40241.0,42978.0,45068.0,46455.0,47657.0,Caboolture
31303,5543.0,5707.0,5778.0,5981.0,6312.0,45.0,45.0,45.0,45.0,45.0,216369350.0,241697972.0,256758433.0,284184688.0,302777457.0,33491.0,35840.0,37615.0,38314.0,39960.0,39035.0,42351.0,44437.0,47515.0,47969.0,Caboolture Hinterland
31304,30499.0,30760.0,30775.0,31284.0,32163.0,41.0,42.0,42.0,42.0,42.0,1374211860.0,1490057422.0,1566933105.0,1634584385.0,1706355343.0,39875.0,42056.0,44048.0,44948.0,45979.0,45058.0,48441.0,50916.0,52250.0,53053.0,Narangba - Burpengary
31305,29624.0,30062.0,30207.0,30407.0,31017.0,44.0,44.0,45.0,45.0,45.0,1350886014.0,1472480936.0,1549471424.0,1616292939.0,1671511042.0,38805.0,41042.0,42769.0,43954.0,44958.0,45601.0,48981.0,51295.0,53155.0,53890.0,Redcliffe
31401,48665.0,49732.0,50361.0,51244.0,52499.0,42.0,43.0,43.0,43.0,43.0,2741859378.0,2996928136.0,3155720178.0,3291521244.0,3442416589.0,45966.0,48720.0,50528.0,52141.0,53707.0,56342.0,60262.0,62662.0,64232.0,65571.0,The Hills District
31402,28260.0,29952.0,31579.0,33698.0,36298.0,39.0,39.0,39.0,39.0,39.0,1400225601.0,1577773186.0,1736761556.0,1913587542.0,2078208697.0,43967.0,46273.0,47889.0,49333.0,50208.0,49548.0,52677.0,54997.0,56786.0,57254.0,North Lakes
31403,20150.0,20106.0,20205.0,20271.0,20538.0,39.0,40.0,40.0,40.0,40.0,910547272.0,965981027.0,1005050593.0,1026224367.0,1053549980.0,41810.0,43751.0,44911.0,45645.0,46803.0,45188.0,48044.0,49743.0,50625.0,51298.0,Strathpine
31501,10576.0,11146.0,10982.0,11299.0,11801.0,41.0,41.0,42.0,42.0,42.0,463382625.0,493652594.0,523361866.0,539006704.0,603489546.0,33265.0,35408.0,38006.0,38279.0,40311.0,43815.0,44290.0,47656.0,47704.0,51139.0,Far North
31502,16177.0,16778.0,17024.0,16566.0,16504.0,37.0,37.0,37.0,38.0,38.0,948263305.0,1056815478.0,1135986424.0,1099055919.0,1138081778.0,50708.0,54540.0,57451.0,57969.0,59223.0,58618.0,62988.0,66729.0,66344.0,68958.0,Outback - North
31701,76823.0,78115.0,78754.0,80213.0,81940.0,42.0,42.0,42.0,42.0,42.0,3499799638.0,3843223195.0,4114225935.0,4325916132.0,4440662018.0,38668.0,41329.0,43528.0,44941.0,45425.0,45557.0,49200.0,52241.0,53930.0,54194.0,Toowoomba
31905,19114.0,18969.0,18857.0,18741.0,19070.0,46.0,47.0,47.0,47.0,48.0,751300111.0,806990989.0,831037431.0,845875595.0,861917605.0,34059.0,36295.0,37485.0,38248.0,37992.0,39306.0,42543.0,44071.0,45135.0,45198.0,Maryborough
40101,12227.0,12215.0,12278.0,12223.0,12609.0,37.0,38.0,38.0,38.0,38.0,789699478.0,822422075.0,878716060.0,898617990.0,943473614.0,42335.0,44714.0,47675.0,49544.0,49503.0,64587.0,67329.0,71568.0,73519.0,74825.0,Adelaide City
40102,40898.0,41248.0,41454.0,42166.0,43092.0,45.0,46.0,46.0,46.0,46.0,2181888060.0,2290090462.0,2396053011.0,2524457977.0,2631811481.0,41428.0,43407.0,45127.0,46590.0,47523.0,53350.0,55520.0,57800.0,59870.0,61074.0,Adelaide Hills
40105,20700.0,20610.0,20749.0,20986.0,21370.0,42.0,42.0,43.0,43.0,43.0,1244491023.0,1304034793.0,1361448856.0,1422464071.0,1472224322.0,43557.0,46349.0,48165.0,49461.0,50383.0,60120.0,63272.0,65615.0,67782.0,68892.0,Norwood - Payneham - St Peters
40106,16169.0,16375.0,16447.0,16798.0,17159.0,42.0,43.0,43.0,44.0,43.0,1028751380.0,1090386772.0,1139324980.0,1229376377.0,1275019272.0,45693.0,48060.0,49756.0,51785.0,53107.0,63625.0,66589.0,69273.0,73186.0,74306.0,Prospect - Walkerville
40403,33100.0,33459.0,33799.0,34469.0,35166.0,40.0,41.0,41.0,41.0,41.0,1553544189.0,1677281714.0,1759970800.0,1846906283.0,1915923150.0,40056.0,42249.0,43767.0,45027.0,45852.0,46935.0,50129.0,52072.0,53582.0,54482.0,West Torrens
40501,18750.0,18964.0,19022.0,19325.0,19651.0,45.0,46.0,46.0,46.0,46.0,853297706.0,910909963.0,934103693.0,1000604596.0,1040471027.0,39390.0,41424.0,42936.0,44003.0,44771.0,45509.0,48034.0,49106.0,51778.0,52947.0,Barossa
40502,11678.0,11733.0,11730.0,11876.0,11981.0,47.0,48.0,48.0,49.0,49.0,516276429.0,526706881.0,524918198.0,579481354.0,622493305.0,36309.0,37472.0,37585.0,39384.0,41616.0,44209.0,44891.0,44750.0,48794.0,51957.0,Lower North
40107,22838.0,22964.0,22996.0,23148.0,23664.0,44.0,44.0,44.0,45.0,45.0,1593245268.0,1669136871.0,1724257396.0,1797815852.0,1873246009.0,48213.0,50620.0,52588.0,53739.0,54713.0,69763.0,72685.0,74981.0,77666.0,79160.0,Unley
40201,17230.0,17385.0,17425.0,17841.0,18396.0,43.0,43.0,44.0,44.0,44.0,783071105.0,833802588.0,869332633.0,918731350.0,969969861.0,40429.0,42346.0,44062.0,45560.0,46583.0,45448.0,47961.0,49890.0,51496.0,52727.0,Gawler - Two Wells
40202,35457.0,36023.0,36056.0,37038.0,38194.0,39.0,39.0,39.0,39.0,39.0,1431390059.0,1539552272.0,1600147985.0,1689188586.0,1769220676.0,38090.0,40144.0,41491.0,42468.0,43058.0,40370.0,42738.0,44380.0,45607.0,46322.0,Playford
40203,30634.0,31029.0,31576.0,32490.0,33711.0,38.0,38.0,39.0,39.0,38.0,1322651595.0,1410517352.0,1512257296.0,1601245841.0,1681564363.0,39058.0,41008.0,42879.0,44237.0,44706.0,43176.0,45458.0,47893.0,49284.0,49882.0,Port Adelaide - East
40204,64752.0,64654.0,64489.0,65557.0,67111.0,39.0,40.0,40.0,40.0,40.0,2737391514.0,2867250748.0,2981046485.0,3097571750.0,3207186408.0,39518.0,41269.0,42646.0,43631.0,44237.0,42275.0,44348.0,46226.0,47250.0,47789.0,Salisbury
40205,54107.0,54165.0,53782.0,54370.0,54704.0,43.0,44.0,44.0,44.0,44.0,2546480931.0,2677252740.0,2763048535.0,2860437845.0,2929754706.0,42111.0,44080.0,45622.0,46700.0,47593.0,47064.0,49428.0,51375.0,52611.0,53556.0,Tea Tree Gully
40303,37773.0,37954.0,38124.0,38591.0,39084.0,46.0,46.0,46.0,46.0,46.0,2163929792.0,2281135515.0,2382287056.0,2484836026.0,2556716735.0,43533.0,45745.0,47984.0,49105.0,50085.0,57288.0,60103.0,62488.0,64389.0,65416.0,Mitcham
40304,88740.0,88619.0,88344.0,89597.0,91017.0,42.0,43.0,43.0,43.0,44.0,3876356867.0,4063674693.0,4236531902.0,4397428532.0,4541907274.0,39346.0,40912.0,42662.0,43641.0,44381.0,43682.0,45856.0,47955.0,49080.0,49902.0,Onkaparinga
40401,55450.0,56383.0,57179.0,58545.0,59932.0,42.0,43.0,43.0,43.0,43.0,2664437705.0,2852005195.0,3019893879.0,3184089286.0,3342175863.0,40333.0,42022.0,44009.0,45380.0,46689.0,48051.0,50583.0,52815.0,54387.0,55766.0,Charles Sturt
40402,28454.0,28599.0,28901.0,29229.0,29911.0,41.0,41.0,42.0,42.0,42.0,1298262243.0,1374945486.0,1450394281.0,1499899815.0,1563413308.0,40635.0,42718.0,44257.0,45000.0,45876.0,45627.0,48077.0,50185.0,51315.0,52269.0,Port Adelaide - West
40503,12935.0,12928.0,12697.0,12816.0,12985.0,46.0,47.0,47.0,47.0,47.0,597088362.0,599514468.0,589808087.0,636457530.0,674173275.0,37528.0,38595.0,38846.0,41230.0,42711.0,46161.0,46373.0,46453.0,49661.0,51919.0,Mid North
40504,11723.0,11810.0,11800.0,11975.0,12242.0,49.0,49.0,49.0,50.0,50.0,511849758.0,530326417.0,528620252.0,570602909.0,622676439.0,33840.0,35471.0,36015.0,37869.0,38724.0,43662.0,44905.0,44798.0,47650.0,50864.0,Yorke Peninsula
40601,29555.0,29759.0,29832.0,29846.0,29993.0,43.0,43.0,44.0,44.0,44.0,1525669155.0,1568484866.0,1603243905.0,1659410307.0,1713722175.0,40927.0,43538.0,44050.0,45716.0,46801.0,51621.0,52706.0,53742.0,55599.0,57137.0,Eyre Peninsula and South West
40602,12795.0,13070.0,12765.0,12601.0,12366.0,41.0,41.0,42.0,42.0,43.0,686581634.0,773472108.0,781563118.0,785932003.0,788928676.0,45372.0,49973.0,50461.0,50840.0,52070.0,53660.0,59179.0,61227.0,62371.0,63798.0,Outback - North and East
40701,24346.0,24770.0,24882.0,25270.0,25767.0,50.0,50.0,51.0,51.0,51.0,919329560.0,984167600.0,1009300318.0,1074190071.0,1121267685.0,30848.0,32461.0,32942.0,34304.0,35017.0,37761.0,39732.0,40563.0,42509.0,43516.0,Fleurieu - Kangaroo Island
40702,36183.0,35997.0,35852.0,36128.0,36760.0,44.0,45.0,45.0,45.0,45.0,1556350589.0,1626295095.0,1604088788.0,1767639046.0,1821725001.0,37138.0,38695.0,38995.0,40788.0,42056.0,43013.0,45179.0,44742.0,48927.0,49557.0,Limestone Coast
40703,34996.0,35130.0,35204.0,35419.0,36227.0,45.0,45.0,46.0,46.0,46.0,1338046891.0,1380591424.0,1426040646.0,1486917451.0,1571114489.0,33345.0,34833.0,35779.0,36818.0,37620.0,38234.0,39299.0,40508.0,41981.0,43369.0,Murray and Mallee
50101,26088.0,27091.0,28393.0,29629.0,31004.0,43.0,43.0,43.0,44.0,44.0,1191137235.0,1358002826.0,1508954023.0,1641381543.0,1753669680.0,35109.0,37376.0,39454.0,40435.0,41447.0,45658.0,50127.0,53145.0,55398.0,56563.0,Augusta - Margaret River - Busselton
50102,53402.0,54792.0,55922.0,56927.0,58482.0,42.0,42.0,43.0,43.0,43.0,2972117079.0,3326480594.0,3571406503.0,3698985163.0,3889325818.0,43822.0,47116.0,49087.0,49941.0,50775.0,55656.0,60711.0,63864.0,64978.0,66505.0,Bunbury
50103,12522.0,12594.0,12785.0,12903.0,13164.0,47.0,48.0,48.0,48.0,49.0,537752870.0,576170701.0,623391720.0,640684093.0,687759045.0,33963.0,36126.0,36614.0,37484.0,39250.0,42945.0,45750.0,48760.0,49654.0,52245.0,Manjimup
50201,43739.0,46426.0,48425.0,49755.0,51604.0,45.0,45.0,45.0,45.0,45.0,2349979134.0,2739336761.0,3100516278.0,3277564121.0,3424224414.0,39226.0,43097.0,46530.0,47942.0,48157.0,53727.0,59004.0,64027.0,65874.0,66356.0,Mandurah
50301,40653.0,42207.0,43231.0,43659.0,44892.0,47.0,47.0,47.0,47.0,47.0,4478239555.0,4960769429.0,5315976873.0,5616506834.0,5863712207.0,54231.0,59356.0,63140.0,64861.0,66634.0,110158.0,117534.0,122967.0,128645.0,130618.0,Cottesloe - Claremont
50302,61945.0,65293.0,68358.0,70154.0,72321.0,36.0,36.0,36.0,36.0,36.0,4504728427.0,5130490691.0,5807245756.0,6133604199.0,6403532836.0,48560.0,53493.0,58081.0,59167.0,59452.0,72721.0,78576.0,84953.0,87431.0,88543.0,Perth City
50401,45427.0,47634.0,49438.0,50189.0,50778.0,39.0,39.0,39.0,39.0,39.0,2448951603.0,2764089503.0,3063902440.0,3156416802.0,3224699243.0,45045.0,48076.0,50996.0,52105.0,52597.0,53910.0,58028.0,61975.0,62891.0,63506.0,Bayswater - Bassendean
50402,23119.0,23694.0,23964.0,24155.0,24574.0,45.0,45.0,45.0,46.0,46.0,1290555565.0,1446484294.0,1549627009.0,1588470284.0,1619241449.0,44691.0,48639.0,51213.0,51582.0,51869.0,55822.0,61049.0,64665.0,65762.0,65892.0,Mundaring
40103,27381.0,27837.0,27977.0,28261.0,28764.0,49.0,49.0,49.0,50.0,49.0,2055188662.0,2152140202.0,2233127894.0,2367031048.0,2422616272.0,47878.0,50184.0,52100.0,53994.0,54189.0,75059.0,77312.0,79820.0,83756.0,84224.0,Burnside
40104,27188.0,27352.0,27815.0,28153.0,28588.0,43.0,43.0,44.0,44.0,44.0,1267016290.0,1331519746.0,1405600295.0,1484616308.0,1526564161.0,39285.0,41109.0,42710.0,44205.0,45057.0,46602.0,48681.0,50534.0,52734.0,53399.0,Campbelltown (SA)
50403,58084.0,61295.0,64533.0,68010.0,71542.0,40.0,40.0,40.0,40.0,40.0,3082050857.0,3518195861.0,3996364947.0,4287750493.0,4554224812.0,45068.0,48178.0,51321.0,52379.0,53091.0,53062.0,57398.0,61927.0,63046.0,63658.0,Swan
50501,98101.0,100389.0,101423.0,102396.0,103560.0,43.0,44.0,44.0,44.0,44.0,5834073558.0,6450390139.0,6982294081.0,7187878861.0,7380267540.0,45609.0,49072.0,52635.0,53812.0,54567.0,59470.0,64254.0,68843.0,70197.0,71266.0,Joondalup
50502,107217.0,113066.0,118051.0,119581.0,122608.0,40.0,39.0,39.0,39.0,39.0,6407804711.0,7272219297.0,8137550021.0,8440441445.0,8759526208.0,45664.0,49119.0,52172.0,53372.0,54208.0,59765.0,64318.0,68932.0,70583.0,71443.0,Stirling
50503,83637.0,89209.0,94537.0,99279.0,104119.0,39.0,39.0,39.0,39.0,39.0,4380648928.0,5089977943.0,5782362193.0,6178486579.0,6576191598.0,44274.0,47288.0,50296.0,51052.0,51880.0,52377.0,57057.0,61165.0,62234.0,63160.0,Wanneroo
50601,34346.0,36753.0,39023.0,40952.0,43259.0,40.0,40.0,39.0,39.0,39.0,1794372483.0,2090409269.0,2350372727.0,2520843046.0,2697555514.0,44647.0,48044.0,51093.0,52020.0,52834.0,52244.0,56877.0,60230.0,61556.0,62358.0,Armadale
50602,38577.0,41044.0,43049.0,43534.0,44729.0,36.0,36.0,35.0,36.0,36.0,2139961372.0,2487160782.0,2780991669.0,2851562329.0,2951407845.0,45861.0,49144.0,52390.0,52764.0,53233.0,55472.0,60597.0,64601.0,65502.0,65984.0,Belmont - Victoria Park
50603,52432.0,54776.0,56363.0,56912.0,57585.0,40.0,39.0,39.0,40.0,40.0,2786616279.0,3079562068.0,3349080532.0,3418721136.0,3478563532.0,41855.0,44655.0,46932.0,47224.0,47370.0,53147.0,56221.0,59420.0,60070.0,60407.0,Canning
50604,59584.0,62420.0,64719.0,65538.0,66814.0,39.0,39.0,39.0,39.0,39.0,2983839500.0,3392106504.0,3729261724.0,3801098275.0,3909778640.0,43804.0,46680.0,49269.0,49530.0,49950.0,50078.0,54343.0,57622.0,57998.0,58517.0,Gosnells
50605,32622.0,33848.0,34912.0,35248.0,35540.0,43.0,43.0,43.0,43.0,44.0,1864321296.0,2092672656.0,2288926002.0,2332558174.0,2373013113.0,46128.0,50061.0,52616.0,53549.0,54114.0,57149.0,61826.0,65563.0,66176.0,66770.0,Kalamunda
50606,10145.0,10952.0,12044.0,12957.0,14222.0,41.0,41.0,41.0,41.0,40.0,572699770.0,690389592.0,805582007.0,873836147.0,961698258.0,46561.0,51986.0,53882.0,54949.0,55757.0,56451.0,63038.0,66887.0,67441.0,67620.0,Serpentine - Jarrahdale
50607,25703.0,26623.0,27365.0,27539.0,27910.0,40.0,41.0,41.0,41.0,41.0,1829542445.0,2062724389.0,2254867669.0,2362601605.0,2416059756.0,49354.0,53325.0,56822.0,57673.0,58608.0,71180.0,77479.0,82400.0,85791.0,86566.0,South Perth
50701,51345.0,54382.0,57064.0,58957.0,61212.0,39.0,39.0,39.0,39.0,39.0,2896056942.0,3346356509.0,3767717537.0,3975285449.0,4199101814.0,47191.0,50703.0,53922.0,54913.0,55778.0,56404.0,61534.0,66026.0,67427.0,68599.0,Cockburn
50702,21073.0,21948.0,23035.0,23530.0,24165.0,43.0,43.0,43.0,43.0,43.0,1403278397.0,1582984205.0,1811699519.0,1889719568.0,1946319364.0,46701.0,50110.0,53846.0,56258.0,55976.0,66591.0,72124.0,78650.0,80311.0,80543.0,Fremantle
50703,14837.0,15924.0,16737.0,17677.0,19258.0,37.0,37.0,37.0,37.0,37.0,771986760.0,902140551.0,1016011919.0,1089828040.0,1210090900.0,45768.0,49140.0,52309.0,53147.0,53945.0,52031.0,56653.0,60705.0,61652.0,62836.0,Kwinana
50704,63366.0,65071.0,66274.0,66530.0,67838.0,45.0,45.0,45.0,45.0,45.0,4249807267.0,4697992325.0,5191887883.0,5316282345.0,5418603347.0,45734.0,49521.0,52523.0,53462.0,54224.0,67068.0,72198.0,78340.0,79908.0,79876.0,Melville
50705,56479.0,60337.0,63445.0,65972.0,68557.0,40.0,40.0,40.0,40.0,41.0,3165986293.0,3712844821.0,4209702184.0,4486561525.0,4762225412.0,46095.0,50067.0,53834.0,55135.0,55604.0,56056.0,61535.0,66352.0,68007.0,69464.0,Rockingham
