sa3_code16,p_othserv_0,p_othserv_1_15,p_othserv_16_24,p_othserv_25_34,p_othserv_35_39,p_othserv_40,p_othserv_41_48,p_othserv_49over,p_othserv_hours_ns,p_othserv_tot,p_id_ns_0,p_id_ns_1_15,p_id_ns_16_24,p_id_ns_25_34,p_id_ns_35_39,p_id_ns_40,p_id_ns_41_48,p_id_ns_49over,p_id_ns_hours_ns,p_id_ns_tot,p_tot_0,p_tot_1_15,p_tot_16_24,p_tot_25_34,p_tot_35_39,p_tot_40,p_tot_41_48,p_tot_49over,p_tot_hours_ns,p_tot_tot,sa3_name16
30204,29,128,96,128,228,187,100,107,7,1012,41,82,79,77,224,199,67,126,210,1108,951,2769,2640,3352,6544,5144,2606,3466,450,27924,Sandgate
30301,17,105,91,114,165,181,102,137,6,916,16,108,57,82,144,181,59,125,148,926,772,2940,2474,2832,4923,5141,2620,4319,324,26344,Carindale
30302,33,148,141,139,268,202,126,159,5,1245,27,126,98,107,166,227,74,167,229,1229,1229,4283,4042,4206,7566,7228,3987,5845,469,38859,Holland Park - Yeronga
30303,19,159,152,138,246,252,99,161,8,1223,35,126,155,100,243,207,69,136,258,1328,1018,4014,3761,3775,7051,6286,2816,4267,545,33529,Mt Gravatt
30304,19,90,69,82,150,112,53,84,13,660,15,96,83,60,110,133,38,87,146,768,637,2244,2149,2121,3646,3486,1752,2571,321,18930,Nathan
30305,23,114,117,110,275,211,122,148,15,1138,33,123,104,119,280,255,87,126,267,1395,803,2849,2807,3172,6907,5418,2424,3222,557,28156,Rocklea - Acacia Ridge
30905,19,110,81,96,117,136,55,114,12,731,15,92,58,65,97,114,49,113,133,744,510,2120,1703,2233,2780,2797,1366,2552,278,16342,Mudgeeraba - Tallebudgera
30906,38,174,128,198,255,262,138,217,18,1426,45,163,102,146,259,275,93,235,286,1600,931,3706,3151,4314,6314,5493,2841,4778,574,32094,Nerang
30907,68,305,234,300,442,434,245,370,18,2416,82,261,193,241,483,557,220,461,461,2954,1754,5875,5068,7066,10965,10397,5428,9699,993,57249,Ormeau - Oxenford
31503,8,26,8,22,46,49,34,50,3,247,10,32,23,28,46,44,19,67,96,365,375,635,491,837,1362,1498,732,2717,235,8881,Outback - South
31601,30,137,110,146,166,154,97,115,12,972,28,123,76,98,131,150,53,146,197,997,786,3372,2754,3404,4074,3866,2110,3920,411,24698,Buderim
31602,32,221,156,176,222,265,112,161,10,1353,45,165,131,121,201,206,86,251,266,1468,1209,4517,3627,4753,5798,5445,2912,5400,569,34231,Caloundra
31603,32,163,121,176,166,164,88,100,4,1015,43,121,92,124,133,169,72,158,174,1100,885,3200,2845,3778,4560,4266,2313,3924,403,26174,Maroochy
31605,14,120,84,104,97,111,61,84,8,690,26,103,65,108,85,111,44,116,127,775,535,2539,1937,2709,2594,2638,1375,2704,267,17306,Noosa
31606,25,143,92,115,137,146,61,132,12,856,38,136,113,121,127,162,45,171,184,1101,811,2972,2409,3109,3257,3129,1702,3687,441,21515,Sunshine Coast Hinterland
31607,21,106,79,114,146,138,57,93,4,757,28,97,59,90,128,138,51,121,166,866,660,2327,2027,2779,3223,2839,1500,2778,322,18450,Nambour
31608,7,70,46,47,50,71,25,54,3,390,15,74,39,50,65,80,21,60,73,481,378,1348,1088,1429,1369,1400,660,1454,164,9278,Noosa Hinterland
31801,19,89,53,77,119,132,64,133,9,698,42,69,38,50,76,94,54,104,170,698,636,1872,1439,1988,2728,2654,1578,4108,442,17441,Charters Towers - Ayr - Ingham
31802,87,381,266,367,701,610,326,490,33,3263,114,266,175,231,490,463,165,370,610,2879,3419,9185,7011,9685,18010,14603,8815,14331,1416,86478,Townsville
31901,27,156,122,151,279,196,125,164,19,1242,64,134,101,110,207,169,98,157,298,1344,1128,3771,3175,4574,6167,4727,2892,5326,653,32420,Bundaberg
31902,18,108,44,61,104,112,47,125,4,620,27,84,53,67,75,90,38,139,236,806,668,1993,1649,2297,2720,2400,1455,4035,475,17684,Burnett
31903,22,104,77,99,149,108,60,125,9,756,49,85,59,85,105,90,40,125,184,829,761,2252,1792,2565,2910,2247,1318,3256,367,17472,Gympie - Cooloola
31904,27,111,82,117,160,117,57,90,7,774,31,95,65,80,110,89,35,85,181,768,718,2501,1982,2783,3594,2564,1352,2589,360,18442,Hervey Bay
30306,14,96,130,100,198,141,72,90,18,859,44,122,169,110,238,201,55,107,218,1253,563,2631,2871,2548,4908,4044,1571,2289,453,21887,Sunnybank
30401,16,86,78,73,119,113,57,79,7,618,20,61,43,48,97,98,41,76,82,572,506,2012,1606,1807,3184,3166,1594,2589,208,16668,Centenary
30402,12,97,71,82,102,108,56,114,3,642,20,97,57,62,67,161,37,157,109,777,692,3219,2341,2293,3161,4106,1933,4148,242,22129,Kenmore - Brookfield - Moggill
30403,17,140,69,83,94,105,46,79,5,643,21,127,71,50,68,138,31,89,115,713,795,4095,2578,2378,3757,4237,2089,3810,379,24124,Sherwood - Indooroopilly
30404,14,102,94,111,158,128,81,93,9,787,20,74,49,63,96,127,34,88,107,665,902,2782,2409,2719,4357,4967,2727,3827,288,24977,The Gap - Enoggera
30501,19,138,121,127,180,173,99,130,5,980,32,135,131,108,188,248,98,226,278,1438,942,3736,4373,3436,6817,7623,3818,6526,564,37830,Brisbane Inner
30502,10,87,79,95,137,130,79,89,9,713,16,70,59,64,123,155,63,134,124,811,662,2186,2069,2248,3922,4627,2563,4625,280,23188,Brisbane Inner - East
30503,37,171,142,164,282,262,129,249,16,1449,32,186,156,115,210,291,109,270,312,1681,1395,4961,4556,4640,8430,9475,5104,9090,678,48340,Brisbane Inner - North
30504,20,123,87,94,164,147,58,111,6,807,19,118,80,65,97,163,62,158,128,888,937,3787,3081,3187,4622,5886,3174,5908,332,30911,Brisbane Inner - West
30601,17,122,85,111,194,177,88,153,5,965,33,97,69,72,127,132,59,123,177,891,947,2735,2255,3458,5210,4649,2545,4136,421,26359,Cairns - North
30602,45,181,202,235,464,372,204,291,25,2023,66,185,137,158,246,270,115,248,431,1862,1571,4182,4016,6179,9730,7288,4155,6554,892,44558,Cairns - South
30603,11,69,47,71,105,92,49,91,13,546,32,57,62,81,105,89,38,72,164,700,522,1398,1339,1837,2563,2154,1114,2616,385,13917,Innisfail - Cassowary Coast
30604,4,20,15,25,36,28,14,42,3,188,14,26,18,26,45,35,12,48,44,272,198,476,533,799,908,826,513,1099,134,5489,Port Douglas - Daintree
30605,9,64,43,70,128,106,56,114,7,602,27,89,53,62,71,89,37,82,158,669,708,1985,1532,2128,2822,2198,1275,2835,350,15824,Tablelands (East) - Kuranda
30701,12,59,51,59,117,147,91,137,9,683,43,81,34,64,101,141,49,201,191,899,733,1910,1479,2000,2587,2992,1797,6211,449,20155,Darling Downs (West) - Maranoa
30702,14,81,53,62,105,124,79,132,3,660,34,82,44,55,122,111,58,157,163,833,674,1977,1518,1904,3114,2519,1740,4535,429,18411,Darling Downs - East
30703,21,85,45,88,121,120,56,99,5,644,33,68,33,64,97,93,31,102,193,711,637,2065,1536,2045,2711,2368,1295,3226,416,16296,Granite Belt
30801,14,81,47,54,86,86,73,152,9,601,19,44,41,41,46,55,31,85,99,459,584,1297,961,1167,1678,1611,1545,4518,288,13654,Central Highlands (Qld)
30803,64,250,164,245,482,390,197,364,12,2165,82,165,91,140,275,255,106,233,359,1708,2039,5426,4261,5773,10438,7771,4516,8627,880,49740,Rockhampton
30804,7,29,28,24,39,46,27,48,6,243,11,25,13,11,24,41,11,45,61,248,292,648,496,630,992,967,749,2230,167,7185,Biloela
30805,28,153,93,92,203,143,91,148,13,974,56,94,69,78,128,174,88,231,215,1135,1085,2854,2254,2665,4038,4004,3540,6158,476,27074,Gladstone
30901,29,151,135,164,190,211,101,140,19,1134,40,137,125,128,172,263,85,208,248,1408,891,3483,3160,4090,5453,5398,2740,4926,546,30682,Broadbeach - Burleigh
30902,26,141,101,129,168,160,73,93,11,902,39,119,96,131,154,213,86,147,214,1193,847,3041,2643,3557,4234,4283,2016,3591,477,24695,Coolangatta
30903,21,144,100,144,201,173,92,168,16,1065,37,166,106,146,248,229,89,188,258,1469,785,3281,2848,4069,5575,4781,2303,4252,542,28440,Gold Coast - North
30904,9,50,42,41,42,50,26,60,4,335,17,55,32,40,43,68,21,75,70,422,359,1067,883,1117,1260,1396,648,1461,181,8366,Gold Coast Hinterland
30908,19,120,108,129,169,149,75,117,13,900,36,136,84,114,141,171,57,118,181,1033,691,2926,2402,3164,4532,4119,1949,3181,388,23347,Robina
30909,21,146,127,135,180,187,94,151,16,1055,40,129,117,133,184,221,66,129,250,1263,752,3421,2862,3670,5067,4584,2061,3553,518,26485,Southport
30910,14,92,100,94,113,110,56,72,14,660,34,102,101,115,142,160,43,152,180,1028,497,2224,2599,2468,3182,3281,1458,3119,353,19190,Surfers Paradise
31001,22,204,163,190,316,226,132,144,20,1413,44,167,104,146,343,266,105,135,343,1642,889,3104,2573,3304,6961,5283,2554,3311,621,28599,Forest Lake - Oxley
31002,22,132,89,102,198,154,120,174,14,1004,49,107,66,82,177,177,86,180,267,1200,949,2704,2251,3107,4753,3875,2415,4489,599,25141,Ipswich Hinterland
31003,49,217,152,222,400,287,202,226,18,1775,57,123,119,148,390,354,134,227,327,1875,1647,4472,3920,5360,10216,7818,4408,5977,721,44546,Ipswich Inner
31004,43,152,116,186,366,258,158,153,10,1447,63,141,104,172,421,349,120,213,360,1942,1280,3282,2977,4360,9339,7099,3686,4911,746,37681,Springfield - Redbank
31101,10,33,23,20,34,42,19,38,3,215,8,32,12,15,45,33,22,40,42,260,178,598,523,671,884,836,494,1045,132,5356,Beaudesert
31102,19,71,57,84,162,131,57,87,11,680,22,69,57,74,207,179,76,88,157,918,535,1610,1388,2050,3846,3036,1565,2152,349,16516,Beenleigh
31103,46,165,128,167,354,268,177,186,13,1498,52,144,117,165,514,423,150,221,383,2168,1109,3196,2841,4159,8388,6208,3317,4553,777,34547,Browns Plains
31104,36,124,85,137,203,215,136,188,25,1148,38,108,79,94,230,214,87,218,198,1263,750,2050,1776,2521,4444,3981,2225,3886,466,22106,Jimboomba
31105,30,126,108,157,273,226,122,175,12,1229,50,105,108,122,274,292,99,172,246,1464,838,2646,2425,3309,6140,5070,2541,3933,529,27429,Loganlea - Carbrook
31106,22,129,117,164,322,280,135,140,18,1326,53,130,118,129,379,286,89,183,385,1749,971,3127,2898,3766,7476,5742,2895,3759,737,31357,Springwood - Kingston
31201,17,79,37,49,79,58,49,106,11,475,29,46,22,35,53,60,32,95,124,506,701,1279,958,1380,1808,1746,1837,5223,342,15281,Bowen Basin - North
31202,73,259,192,227,555,384,302,582,34,2604,95,182,143,155,378,295,151,316,484,2202,2015,5276,4312,5666,9501,7585,5693,11567,1117,52732,Mackay
31203,11,38,45,45,69,70,43,71,5,408,15,47,35,46,62,79,34,88,78,477,382,889,805,1219,1592,1687,1240,2361,196,10377,Whitsunday
31301,13,58,36,61,80,72,39,55,4,419,21,51,39,45,82,77,29,90,131,566,456,1271,1084,1521,1897,1533,848,1630,256,10495,Bribie - Beachmere
31302,35,125,107,137,253,203,130,171,22,1188,43,124,83,111,249,205,76,175,278,1339,906,3008,2509,3632,5833,4285,2389,3838,587,26993,Caboolture
31303,10,18,28,16,30,35,14,27,6,185,6,34,16,25,34,39,9,42,51,265,223,587,492,641,778,851,444,989,137,5133,Caboolture Hinterland
31304,37,136,114,129,249,247,112,182,9,1214,63,130,89,120,253,247,89,170,243,1399,984,3154,2548,3411,5918,4802,2570,4036,538,27959,Narangba - Burpengary
31305,26,125,114,118,213,191,92,142,20,1049,32,136,99,94,224,189,73,150,221,1215,869,2793,2352,3149,5090,4278,2193,3422,487,24639,Redcliffe
31401,31,246,195,207,337,333,167,282,7,1817,45,163,113,131,230,344,102,293,259,1681,1547,5336,4416,4956,8009,8622,4347,7189,594,45014,The Hills District
31402,42,156,107,173,315,284,164,175,11,1417,39,101,84,90,313,247,93,180,258,1403,1158,3041,2892,4002,7859,6548,3381,4789,527,34199,North Lakes
31403,28,90,91,89,180,155,91,113,3,836,23,54,44,63,186,143,70,91,142,820,606,1714,1553,2143,4219,3146,1671,2112,304,17465,Strathpine
31501,20,104,49,81,94,105,29,87,22,593,30,36,22,40,34,42,24,70,151,454,429,957,737,1243,1760,1726,1321,2460,374,10997,Far North
31502,16,57,40,51,87,112,48,117,7,543,14,37,17,33,46,75,28,86,161,505,547,912,643,1091,1974,2222,2166,3969,366,13884,Outback - North
31701,86,361,271,289,527,499,310,443,20,2807,76,236,134,180,358,360,179,361,429,2310,2361,7456,6091,8153,13152,10399,6614,11127,1032,66386,Toowoomba
31905,28,95,58,74,118,76,41,74,7,565,35,73,38,59,92,64,28,92,128,621,563,1732,1390,1951,2796,1831,1115,2170,306,13847,Maryborough
40101,8,40,34,46,51,34,21,27,10,261,15,40,14,19,34,33,12,41,46,254,352,1333,899,897,1821,1541,872,1421,143,9275,Adelaide City
40102,52,197,122,172,266,249,148,194,22,1416,53,164,95,101,131,165,82,170,165,1124,1521,4866,3834,4732,5951,5491,3471,5329,512,35703,Adelaide Hills
40105,18,82,64,67,133,90,46,81,8,576,13,74,47,38,64,57,32,46,101,466,518,2335,1841,2076,3186,2761,1577,2457,214,16962,Norwood - Payneham - St Peters
40106,16,60,63,51,93,67,41,60,3,464,15,63,34,27,62,65,35,51,67,416,456,1757,1474,1743,2666,2321,1366,2057,162,14000,Prospect - Walkerville
40403,34,144,149,169,259,188,85,116,15,1152,38,118,73,75,121,122,41,88,202,877,1026,3811,3252,3886,6361,4770,2577,3334,427,29450,West Torrens
40107,13,90,58,92,104,62,64,70,0,555,20,74,42,55,61,64,24,70,83,494,634,2573,1978,2286,3199,2915,1815,2896,198,18491,Unley
40201,13,74,60,79,125,121,69,79,3,622,14,52,28,48,104,79,31,49,116,532,600,1820,1494,2172,3217,2510,1526,2077,257,15665,Gawler - Two Wells
40202,50,152,104,147,314,239,133,128,7,1270,50,109,82,124,326,202,91,120,353,1449,1266,3685,3161,4563,8094,4942,2984,3437,701,32834,Playford
40203,36,159,134,176,279,197,112,117,16,1235,21,129,90,108,211,125,57,69,248,1044,966,3460,3062,3770,7440,4523,2599,2852,511,29175,Port Adelaide - East
40204,47,281,199,254,601,421,259,225,30,2320,65,256,151,245,562,333,124,183,484,2414,1950,6554,5329,7614,14866,8975,5209,5562,1096,57150,Salisbury
40205,52,248,213,272,449,349,189,240,8,2017,44,151,78,113,223,181,64,146,236,1246,1552,5649,4602,5817,10354,7347,4425,5073,550,45357,Tea Tree Gully
40303,39,170,108,132,163,172,117,121,9,1022,23,101,72,80,106,130,50,104,151,815,1176,4494,3550,3825,5291,4643,2827,4113,367,30284,Mitcham
40304,99,438,310,425,768,571,326,414,33,3388,87,250,151,220,441,326,159,267,449,2357,3055,9661,8115,10709,16412,11402,6917,8188,1092,75540,Onkaparinga
40401,57,257,250,258,507,364,211,232,26,2164,77,177,141,162,310,247,83,162,304,1675,1856,6292,5053,6272,11451,8084,4580,5735,768,50082,Charles Sturt
40402,29,144,119,145,287,166,79,98,4,1068,36,85,90,63,211,116,46,83,216,949,908,2940,2416,3296,6227,3902,2283,2714,468,25152,Port Adelaide - West
40501,19,84,33,70,116,90,54,89,3,560,34,54,37,51,83,89,41,64,96,562,715,2089,1680,2081,2762,2863,1653,2666,255,16763,Barossa
40502,8,41,38,25,69,58,21,51,0,314,22,32,24,33,29,40,17,50,97,341,442,1192,1021,1263,1323,1358,840,1920,209,9572,Lower North
40503,15,41,31,40,68,63,48,44,4,349,18,44,18,17,39,32,15,30,88,303,437,1381,1169,1343,1530,1506,1125,1913,215,10623,Mid North
40504,17,61,27,47,63,74,23,53,7,367,18,37,17,18,35,35,12,33,92,297,446,1361,983,1237,1267,1245,713,1565,210,9023,Yorke Peninsula
40601,27,137,89,118,174,158,77,109,12,892,39,76,44,59,91,98,61,103,216,796,1081,2961,2444,2997,4041,3275,2318,4254,504,23874,Eyre Peninsula and South West
40602,10,29,25,49,64,80,29,56,6,349,19,32,17,16,30,31,11,49,120,322,494,939,895,1132,1920,1394,944,2783,269,10779,Outback - North and East
40701,25,130,60,88,121,113,57,121,3,716,31,100,57,70,53,65,26,81,133,619,907,2982,2393,2973,2874,2366,1354,2700,328,18874,Fleurieu - Kangaroo Island
40702,42,170,100,119,230,179,131,163,12,1140,52,122,68,74,158,139,56,124,227,1017,1406,3764,2865,3733,5261,4343,2877,5111,549,29909,Limestone Coast
40703,24,159,100,103,206,204,95,138,14,1039,61,115,77,93,158,153,40,118,236,1044,1117,3391,2853,3870,5162,4695,2445,4774,586,28886,Murray and Mallee
50101,36,138,99,98,105,146,61,100,9,786,50,118,86,79,105,127,66,135,155,931,1243,3393,2657,3121,3138,3324,1876,3779,406,22926,Augusta - Margaret River - Busselton
50102,53,270,165,226,299,311,213,273,35,1848,97,204,112,136,225,293,127,293,327,1813,2119,5604,4452,5304,7223,6511,5016,7747,830,44807,Bunbury
50103,22,42,32,41,42,54,31,59,3,319,29,61,23,37,40,62,19,76,93,440,570,1303,1058,1180,1187,1470,819,2117,215,9924,Manjimup
50201,52,211,128,167,244,217,132,201,22,1388,71,187,144,113,174,247,102,265,297,1606,1831,4879,3867,4341,6252,5223,3122,6886,721,37124,Mandurah
50301,15,173,81,86,93,86,46,113,7,695,41,241,128,93,91,221,86,242,160,1305,928,5586,3444,3116,3049,5305,2689,6084,436,30625,Cottesloe - Claremont
50302,36,221,179,169,325,270,155,243,15,1607,77,225,201,162,276,462,190,324,301,2225,1840,5801,5836,5116,8799,11145,5753,9418,696,54402,Perth City
40103,18,91,42,68,100,112,46,77,4,562,20,76,55,68,73,100,43,76,93,601,627,3138,2159,2458,3234,3145,1828,3320,219,20125,Burnside
40104,23,152,116,152,241,161,89,124,13,1073,17,85,47,62,139,83,41,83,161,711,746,3162,2484,3124,5071,3694,1949,2536,369,23133,Campbelltown (SA)
50401,46,194,197,195,333,335,153,220,12,1688,60,206,155,133,283,374,131,220,300,1872,1315,4438,4164,4240,8009,7754,3761,5554,677,39902,Bayswater - Bassendean
50402,28,108,91,84,163,165,89,146,3,886,28,94,57,73,154,146,68,137,158,912,801,2444,1953,2124,3147,3308,1789,3047,328,18945,Mundaring
50403,77,346,234,291,610,590,296,403,30,2880,102,279,196,212,594,562,208,393,507,3060,2241,6626,5676,6661,12678,11125,5584,9442,1104,61140,Swan
50501,84,494,331,398,508,551,256,381,22,3038,129,370,257,249,441,639,245,469,476,3270,2932,10807,8832,8859,12822,14991,7268,11500,1106,79127,Joondalup
50502,91,530,426,433,691,671,339,452,34,3671,113,482,361,320,623,807,302,552,665,4236,3086,11325,10109,9957,16797,18218,8916,13974,1489,93866,Stirling
50503,98,591,446,481,828,782,404,565,40,4237,147,384,295,307,720,831,293,508,806,4286,3382,10545,8589,10009,17341,16812,7794,12777,1688,88947,Wanneroo
50601,53,196,146,165,356,322,167,234,20,1656,54,174,109,115,381,363,125,223,301,1840,1434,4058,3263,3935,7603,6679,3499,5164,654,36286,Armadale
50602,24,164,151,161,323,278,127,149,7,1390,39,166,146,125,252,319,95,189,287,1616,1211,3601,3571,3453,7008,7063,3343,5177,599,35026,Belmont - Victoria Park
50603,42,247,204,189,340,307,137,166,17,1655,61,238,193,164,358,387,138,217,338,2081,1415,5961,5274,4654,8399,7892,3550,5054,734,42927,Canning
50604,46,289,233,253,543,457,203,327,28,2381,105,274,215,242,564,609,207,316,504,3027,1770,6008,5234,5896,11583,10112,4638,6618,1078,52930,Gosnells
50605,42,179,113,128,250,289,134,209,14,1364,48,153,90,100,219,260,95,169,165,1307,1027,3230,2576,3005,4820,5125,2619,4414,431,27255,Kalamunda
50606,14,77,53,66,113,115,71,116,0,635,27,57,44,40,105,131,47,134,75,659,498,1334,1160,1389,2305,2352,1290,2387,185,12896,Serpentine - Jarrahdale
50607,18,111,65,71,120,99,61,84,3,634,27,116,80,83,113,182,51,129,125,905,668,2758,2216,2033,3243,4068,2041,3443,293,20767,South Perth
50701,50,273,198,263,436,418,195,272,34,2141,94,249,150,173,386,489,197,374,393,2507,1897,5785,4968,5332,9665,9787,4835,7395,849,50518,Cockburn
50702,8,95,56,67,92,76,30,64,3,489,31,122,72,68,92,146,59,134,115,836,726,2494,1916,2006,2573,3188,1694,2933,247,17776,Fremantle
50703,24,69,76,69,159,122,71,84,3,670,34,69,54,52,146,167,72,109,194,893,644,1724,1497,1764,3643,3153,1564,2441,373,16802,Kwinana
50704,29,249,198,182,259,270,118,205,13,1529,63,277,194,175,254,404,130,341,242,2072,1570,7270,5456,5146,7320,8970,4429,7361,557,48082,Melville
50705,72,292,228,216,396,394,193,296,11,2098,118,226,160,162,404,477,188,415,386,2531,2432,6172,5101,5679,9877,9653,5488,9551,888,54837,Rockingham
50901,37,156,109,123,179,182,87,147,14,1037,46,152,92,106,104,141,57,128,216,1041,1292,3474,2622,3292,3831,3889,2366,4603,488,25865,Albany
50902,32,114,70,80,139,155,76,149,8,830,66,117,82,75,94,188,97,199,195,1104,1167,2646,2247,2469,2832,3920,2307,5948,512,24041,Wheat Belt - North
50903,8,33,30,23,28,78,38,59,3,302,28,35,20,27,22,61,22,50,92,352,510,938,811,869,843,1414,902,2662,205,9151,Wheat Belt - South
51001,11,74,59,93,146,151,62,131,24,750,35,50,28,60,91,90,34,116,190,685,627,937,835,1387,2658,2510,1393,2918,380,13639,Kimberley
51002,24,50,35,40,60,49,45,206,15,517,30,27,16,22,30,31,32,99,104,392,771,664,529,680,1191,1234,1576,5957,299,12899,East Pilbara
51003,24,44,33,31,55,73,48,162,4,475,52,57,28,41,78,88,64,415,135,958,1122,1003,815,994,1466,2010,2282,8972,334,18999,West Pilbara
51101,14,29,24,38,56,60,41,47,3,318,19,29,17,24,30,43,22,41,49,275,400,865,581,802,911,1041,753,1658,133,7154,Esperance
51102,4,8,8,13,14,35,16,26,0,121,16,22,13,13,38,25,8,22,52,207,270,353,291,479,681,720,409,949,102,4252,Gascoyne
51103,30,67,49,59,113,129,94,292,14,849,27,58,32,43,63,104,50,159,166,702,780,1454,1060,1467,2300,2615,2163,6181,423,18451,Goldfields
51104,19,110,79,92,153,189,85,176,7,921,53,99,56,78,109,150,68,183,219,1014,1173,2625,1999,2612,3386,3583,2132,5334,483,23322,Mid West
60101,6,40,29,36,97,55,30,27,0,327,4,15,22,24,48,53,12,21,58,267,297,774,740,893,1598,1154,621,711,116,6907,Brighton
60102,27,126,114,143,191,149,80,90,8,925,37,71,40,48,103,86,42,60,135,629,986,2909,2567,3132,5074,3967,2039,2502,334,23506,Hobart - North East
60103,25,120,103,122,208,160,69,101,8,918,34,98,58,83,142,124,39,52,203,839,859,2690,2236,3083,5261,3432,1805,2055,434,21859,Hobart - North West
60104,10,100,62,70,101,88,57,76,5,573,18,58,33,39,47,54,22,43,74,391,634,2115,1782,2030,2932,2446,1297,1744,181,15165,Hobart - South and West
60105,13,115,68,102,115,76,61,82,3,641,28,88,65,61,81,62,25,67,111,591,972,3634,2751,3161,4614,3569,2189,3166,271,24327,Hobart Inner
60106,11,34,39,33,58,62,22,24,3,282,21,21,17,27,33,37,17,30,53,251,332,886,809,992,1438,1177,580,793,117,7131,Sorell - Dodges Ferry
60201,38,200,157,157,280,227,129,151,20,1354,55,122,85,92,192,142,66,101,239,1101,1406,4725,3901,4689,7227,5384,2990,3974,535,34836,Launceston
60202,13,35,38,37,60,49,33,37,4,306,16,40,29,30,51,48,27,33,100,366,482,1185,1102,1222,1489,1304,806,1379,222,9196,Meander Valley - West Tamar
60203,15,80,56,72,82,80,41,61,3,482,39,75,39,57,87,89,33,72,139,643,633,1903,1609,1882,2515,2120,1211,2234,326,14426,North East
60301,5,10,13,16,44,30,11,26,7,161,14,16,11,18,35,34,8,23,67,222,206,506,463,601,814,802,383,711,154,4639,Central Highlands (Tas.)
60302,8,33,41,39,48,71,23,25,4,295,16,36,26,28,38,31,13,34,71,296,323,1048,979,1035,1294,1185,551,963,162,7543,Huon - Bruny Island
60303,3,13,6,3,15,5,6,9,0,56,6,18,7,11,7,15,4,14,30,102,162,420,266,354,337,316,163,355,64,2435,South East Coast
40302,39,256,181,204,349,243,168,169,10,1623,55,140,83,111,206,193,69,113,259,1218,1687,5474,4519,5764,9511,6698,3835,4503,580,42566,Marion
60401,23,104,76,93,179,147,71,100,5,795,34,95,41,56,112,112,48,73,144,710,872,2558,2095,2448,3593,2822,1719,2523,358,18987,Burnie - Ulverstone
40301,26,84,71,85,99,90,47,62,7,564,14,45,49,39,51,92,30,62,103,490,566,2147,1693,2104,2936,2639,1535,2224,251,16106,Holdfast Bay
60402,29,108,81,86,166,125,56,91,11,753,32,82,48,68,93,89,42,67,154,682,853,2392,2025,2381,3225,2702,1614,2367,332,17892,Devonport
60403,9,38,26,28,36,40,25,31,6,239,22,37,23,24,27,35,18,31,65,281,379,901,785,853,1102,1035,745,1513,152,7459,West Coast
70101,6,38,23,38,107,97,47,82,7,443,23,24,25,32,70,111,42,155,124,611,578,783,845,1052,2906,2868,1748,4140,285,15210,Darwin City
70102,18,87,68,72,199,176,91,144,18,875,39,86,79,71,208,205,63,162,281,1183,1115,2182,2043,2413,6288,5270,2635,4704,642,27296,Darwin Suburbs
70103,14,30,19,43,76,116,52,92,8,454,39,38,19,44,85,102,38,144,112,613,637,701,643,915,1993,2118,1094,3191,274,11558,Litchfield
70104,19,45,47,57,133,129,72,105,4,614,31,49,18,45,128,122,60,162,166,781,747,991,918,1331,3892,3224,1887,3944,366,17293,Palmerston
70201,23,60,57,65,220,137,67,95,15,736,30,20,27,37,117,101,48,79,138,595,651,921,873,1375,3857,3121,1595,2620,326,15351,Alice Springs
70202,5,8,11,10,27,18,5,11,4,99,3,6,3,12,21,19,3,22,27,123,81,100,90,154,441,275,111,450,63,1762,Barkly
70203,7,56,35,33,83,77,9,26,18,348,27,24,11,15,30,26,5,25,139,300,180,351,276,340,829,730,249,791,221,3956,Daly - Tiwi - West Arnhem
70204,3,23,32,44,65,52,7,24,4,265,10,4,7,5,15,17,7,16,106,181,167,233,284,375,679,678,375,611,156,3543,East Arnhem
70205,22,34,19,28,59,70,21,65,18,342,21,23,9,13,32,24,9,32,122,284,303,444,321,443,1274,1068,578,1451,255,6140,Katherine
80101,27,220,146,185,320,252,146,180,17,1482,40,163,87,76,181,206,89,125,281,1244,2040,4986,4155,5019,11415,9333,4821,5622,700,48085,Belconnen
80103,0,4,3,0,3,4,0,3,0,17,0,4,0,0,4,3,0,0,11,25,18,51,35,53,98,98,51,88,11,508,Canberra East
80104,40,123,111,109,290,207,133,149,10,1163,27,100,61,76,182,209,74,96,251,1076,1492,3409,2887,3531,9927,8511,3884,4635,525,38798,Gungahlin
80105,16,125,86,72,113,93,59,83,15,653,25,82,61,48,69,82,38,76,146,627,1049,3323,2471,2397,5529,5121,2994,4442,577,27899,North Canberra
80106,14,46,22,34,65,67,29,69,6,351,15,41,20,24,35,48,30,44,60,317,551,1296,876,1087,2709,3026,1809,2826,156,14339,South Canberra
80107,34,185,146,182,315,279,178,245,13,1580,53,123,90,95,216,249,79,138,308,1357,1944,4400,3485,4537,10588,9200,4770,5313,658,44909,Tuggeranong
80108,6,45,38,28,70,47,24,45,3,309,6,36,11,16,35,32,9,24,47,224,519,1154,928,1229,2190,2057,1089,1443,121,10738,Weston Creek
80109,9,69,51,55,90,69,39,75,3,460,10,49,44,25,56,65,30,40,89,410,694,1759,1452,1816,3630,3337,1686,2393,216,16981,Woden Valley
80110,0,6,3,3,17,14,13,9,0,67,3,3,0,3,15,12,3,4,18,61,139,168,158,233,771,657,337,332,37,2822,Molonglo
80111,0,0,0,0,0,3,0,4,0,7,0,0,0,0,3,3,0,0,4,13,22,27,26,34,62,70,35,58,4,337,Urriarra - Namadgi
