gml_id,sa3_code16,p_pg_deg_35_44_yr,p_pg_deg_45_54_yr,p_pg_deg_55_64_yr,p_pg_deg_65_74_yr,p_pg_deg_75_84_yr,p_pg_deg_85_yr_over,p_pguate_deg_tot,p_grad_dip_cer_15_24,p_grad_dip_cer_25_34,p_grad_dip_cer_35_44,p_grad_dip_cer_45_54,p_grad_dip_cer_55_64,p_grad_dip_cer_65_74,p_grad_dip_cer_75_84,p_grad_dip_cer_85_over,p_grad_dip_cer_tot,p_b_deg_15_24_yr,p_b_deg_25_34_yr,p_b_deg_35_44_yr,p_b_deg_45_54_yr,p_b_deg_55_64_yr,p_b_deg_65_74_yr,p_b_deg_75_84_yr,p_b_deg_85_yr_over,p_b_deg_tot,p_adv_dip_dip_15_24,p_adv_dip_dip_25_34,p_adv_dip_dip_35_44,p_adv_dip_dip_45_54,p_adv_dip_dip_55_64,p_adv_dip_dip_65_74,p_adv_dip_dip_75_84,p_adv_dip_dip_85_over,p_adv_dip_dip_total,p_cer_iii_iv_15_24_yr,p_cer_iii_iv_25_34_yr,p_cer_iii_iv_35_44_yr,p_cer_iii_iv_45_54_yr,p_cer_iii_iv_55_64_yr,p_cer_iii_iv_65_74_yr,p_cer_iii_iv_75_84_yr,p_cer_iii_iv_85_yr,p_cer_iii_iv_tot,p_cer_i_ii_15_24_yr,p_cer_i_ii_25_34_yr,p_cer_i_ii_35_44_yr,p_cer_i_ii_45_54_yr,p_cer_i_ii_55_64_yr,p_cer_i_ii_65_74_yr,p_cer_i_ii_75_84_yr,p_cer_i_ii_85_yr_over,p_cer_i_ii_tot,p_cer_nfd_15_24_yr,p_cer_nfd_25_34_yr,p_cer_nfd_35_44_yr,p_cer_nfd_45_54_yr,p_cer_nfd_55_64_yr,p_cer_nfd_65_74_yr,p_cer_nfd_75_84_yr,p_cer_nfd_85_yr_over,p_cer_nfd_tot,p_cer_tot_15_24_yr,p_cer_tot_25_34_yr,p_cer_tot_35_44_yr,p_cer_tot_45_54_yr,p_cer_tot_55_64_yr,p_cer_tot_65_74_yr,p_cer_tot_75_84_yr,p_cer_tot_85_yr_over,p_cer_tot_tot,p_lvl_educ_inad_desc_15_24,p_lvl_educ_inad_desc_25_34,p_lvl_educ_inad_desc_35_44,p_lvl_educ_inad_desc_45_54,p_lvl_educ_inad_desc_55_64,p_lvl_educ_inad_desc_65_74,p_lvl_educ_inad_desc_75_84,p_lvl_educ_inad_desc_85,p_lvl_educ_inad_desc_tot,p_lvl_educ_ns_15_24,p_lvl_educ_ns_25_34,p_lvl_educ_ns_35_44,p_lvl_educ_ns_45_54,p_lvl_educ_ns_55_64,p_lvl_educ_ns_65_74,p_lvl_educ_ns_75_84,p_lvl_educ_ns_85,p_lvl_educ_ns_tot,p_tot_15_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6461,"51002","137","87","45","20","7","0","441","12","95","92","60","44","6","4","0","309","146","1012","623","341","196","79","15","4","2414","58","483","503","488","270","97","13","0","1910","539","2570","1933","1591","833","193","27","6","7689","92","150","82","50","15","7","0","0","402","22","119","110","89","62","24","3","0","421","648","2847","2116","1735","907","223","26","6","8510","11","51","34","29","17","4","0","0","154","680","2091","1653","1547","987","314","60","15","7349","1555","6715","5174","4284","2468","746","122","26","21087",East Pilbara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6462,"51003","263","147","100","28","0","0","800","9","108","116","102","54","22","0","0","417","187","1399","1105","617","326","112","15","0","3770","74","747","866","789","470","142","17","0","3099","715","3883","3401","2725","1478","338","57","3","12592","110","178","116","58","43","14","0","0","529","43","154","200","158","106","34","3","0","702","866","4216","3720","2945","1635","389","59","3","13822","10","62","75","55","38","16","4","0","253","670","2472","2219","2021","1174","316","80","3","8957","1829","9249","8362","6666","3791","1020","185","15","31113",West Pilbara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6463,"51101","31","29","23","19","0","0","128","3","31","45","34","38","16","3","0","167","49","248","238","180","124","88","31","7","956","24","138","164","193","188","98","52","6","877","248","495","493","499","382","191","62","13","2391","63","49","36","32","33","16","0","0","230","17","32","59","51","53","26","15","4","269","333","576","593","586","463","234","78","24","2885","3","5","8","18","17","18","4","0","79","269","258","255","343","345","333","177","81","2055","686","1286","1331","1381","1198","804","344","122","7145",Esperance
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6464,"51102","47","43","54","46","7","0","244","0","23","32","31","57","33","3","0","180","54","324","231","192","239","193","38","11","1285","29","133","146","153","298","278","63","8","1102","137","369","357","415","506","520","136","17","2450","43","37","40","28","37","32","6","0","218","19","35","36","41","63","92","22","3","315","200","441","429","485","603","643","162","23","2985","5","9","8","13","27","28","12","0","108","170","313","285","280","414","485","198","54","2206","460","1299","1181","1198","1702","1713","475","98","8109",Gascoyne
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6465,"51103","192","123","87","33","0","0","680","14","97","115","75","76","26","3","0","393","222","1062","713","440","304","113","26","3","2879","95","486","524","469","333","121","33","7","2072","760","2108","1627","1526","1009","336","72","12","7454","155","124","70","57","37","13","3","0","459","70","135","144","113","104","47","12","0","626","984","2368","1840","1698","1149","403","86","17","8545","14","32","36","32","27","16","10","5","169","788","1510","1192","1174","978","567","181","45","6433","2118","5799","4602","4004","2951","1275","334","77","21166",Goldfields
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6466,"51104","167","144","118","57","17","0","633","20","128","139","134","125","73","8","0","621","173","935","911","738","515","318","89","18","3695","174","468","649","729","689","426","150","26","3303","962","1969","1726","1886","1555","922","327","54","9409","271","169","129","125","95","55","13","0","868","54","115","178","183","213","145","55","10","944","1288","2252","2039","2190","1864","1126","395","64","11221","18","40","46","40","65","52","26","6","290","844","1146","985","1134","1081","957","583","215","6944","2518","5079","4926","5111","4456","3007","1272","332","26708",Mid West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6467,"60101","24","22","10","8","0","0","89","3","18","21","25","24","9","0","3","98","44","135","123","108","95","43","13","4","564","32","133","193","153","139","58","16","3","716","295","658","550","419","368","196","57","6","2546","87","88","41","26","19","9","3","0","265","30","53","60","61","57","30","4","3","296","416","797","652","500","448","228","63","9","3111","16","6","15","11","26","5","3","0","83","243","196","209","193","210","193","120","45","1407","747","1300","1228","1004","947","544","213","68","6064",Brighton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6468,"60102","340","284","271","159","47","17","1397","7","177","205","254","203","115","28","3","991","252","1249","1298","949","939","535","193","107","5517","107","437","670","816","715","566","249","91","3667","698","1516","1335","1456","1249","708","421","134","7513","150","143","86","68","79","32","5","5","570","66","96","158","181","179","137","78","36","933","909","1757","1585","1705","1508","878","499","180","9022","10","33","27","60","55","73","58","20","333","439","462","444","470","471","489","467","268","3509","1740","4381","4568","4539","4164","2818","1539","685","24434",Hobart - North East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6469,"60103","187","128","93","52","12","6","715","4","114","119","125","102","38","3","3","512","142","837","697","479","420","216","100","31","2917","96","474","541","622","483","284","126","40","2660","854","1888","1526","1527","1292","663","372","109","8234","209","213","122","93","77","47","17","3","768","64","144","147","152","163","75","53","18","810","1126","2241","1796","1771","1530","786","438","128","9816","18","39","35","49","46","41","29","7","268","523","467","485","584","607","662","572","290","4181","1921","4398","3864","3755","3274","2075","1277","498","21071",Hobart - North West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_646a,"60104","372","358","267","161","58","17","1494","7","101","166","178","163","92","22","0","732","162","930","1097","874","773","448","178","48","4526","59","293","476","533","497","373","180","61","2474","410","877","777","810","692","356","158","41","4124","99","76","52","44","40","27","12","7","345","29","69","79","94","128","88","37","20","539","532","1023","910","945","858","470","201","66","5008","10","14","22","36","39","47","26","14","217","191","176","157","220","237","262","214","98","1555","986","2793","3198","3141","2838","1848","887","301","15999",Hobart - South and West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_646b,"60105","1028","930","780","438","149","43","4654","50","327","368","460","344","201","44","19","1816","941","2777","2243","1756","1637","981","317","150","10810","206","496","580","737","679","536","258","104","3584","516","874","703","814","674","374","200","85","4238","132","86","66","45","36","27","3","6","405","58","60","62","97","135","92","61","33","594","707","1024","830","954","838","487","263","126","5235","23","58","40","49","54","70","54","20","354","504","658","524","558","556","453","371","278","3906","2488","6572","5611","5441","4892","3169","1451","736","30361",Hobart Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_646c,"60106","55","57","34","32","5","0","233","8","29","24","33","38","21","7","0","161","38","218","230","211","182","145","23","8","1060","26","145","178","218","253","129","51","12","1009","256","601","491","552","498","270","85","29","2791","57","48","44","44","29","8","0","0","230","18","25","42","47","61","42","20","6","263","334","680","571","644","593","324","108","39","3291","0","9","13","14","21","29","9","3","100","151","118","135","147","198","189","152","51","1134","564","1231","1205","1325","1318","879","355","111","6987",Sorell - Dodges Ferry
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_646d,"60201","440","447","333","217","45","14","1882","18","191","215","251","234","101","34","12","1055","550","1882","1825","1503","1231","610","199","85","7881","243","671","913","1070","963","577","286","87","4809","1299","2326","1997","2088","1757","1065","509","167","11219","350","259","179","144","80","47","16","8","1077","139","176","218","243","237","173","92","41","1320","1784","2759","2390","2478","2072","1289","622","215","13613","35","57","63","57","64","70","42","27","419","960","777","684","840","840","982","760","492","6335","3617","6711","6532","6648","5730","3846","1989","927","35999",Launceston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_646e,"60202","66","62","85","85","18","3","347","0","33","38","55","63","29","9","0","237","51","228","314","316","340","239","82","21","1576","23","143","198","303","357","247","81","27","1382","313","558","625","707","664","403","153","27","3442","57","72","50","47","47","27","0","0","291","38","46","58","87","108","80","35","11","460","411","673","729","839","817","503","185","41","4192","4","9","9","7","25","33","23","5","115","272","179","192","274","333","360","244","77","1930","767","1291","1543","1857","2018","1489","640","175","9779",Meander Valley - West Tamar
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_646f,"60203","75","86","143","96","34","4","491","3","22","43","72","99","52","11","3","307","58","379","382","431","495","346","114","26","2227","44","172","319","416","493","355","122","19","1942","474","921","910","1194","1137","682","267","53","5644","105","115","108","74","75","24","7","3","514","52","71","96","118","147","110","45","11","652","631","1115","1116","1388","1359","815","317","63","6809","8","13","16","21","31","47","32","3","169","432","315","355","524","596","649","431","148","3458","1181","2065","2313","2935","3223","2359","1060","268","15399",North East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6470,"60301","15","32","38","22","3","0","124","0","10","14","28","20","12","0","0","77","15","90","106","111","95","84","9","10","523","13","58","85","130","139","87","29","4","539","145","314","338","356","349","173","44","12","1721","40","36","29","22","23","4","3","0","156","10","21","35","40","47","27","9","0","193","199","370","401","420","416","209","50","9","2072","0","3","12","9","10","3","0","0","42","149","98","118","181","201","193","100","26","1068","382","641","749","906","909","605","199","52","4448",Central Highlands (Tas.)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6471,"60302","73","109","144","125","38","6","537","8","28","50","79","81","62","8","3","317","35","230","360","377","439","292","79","10","1823","20","129","212","333","354","264","84","12","1401","216","474","529","534","534","315","110","26","2738","63","41","40","43","29","10","4","4","238","21","40","65","67","81","74","23","3","371","303","553","636","649","647","393","137","27","3349","3","13","11","13","34","21","16","3","126","213","134","195","201","275","305","187","55","1558","575","1118","1539","1763","1978","1469","547","118","9110",Huon - Bruny Island
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6472,"60303","19","21","31","26","5","0","123","0","6","14","11","28","16","6","0","76","13","80","80","64","125","97","31","8","496","9","50","50","85","119","117","38","8","470","48","115","139","199","270","172","73","17","1028","11","24","15","16","10","12","3","0","88","9","16","14","26","28","25","3","0","128","68","153","164","239","310","207","80","18","1246","0","0","0","7","5","10","10","3","34","60","63","73","118","158","190","120","75","854","156","362","407","546","776","665","281","109","3302",South East Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6473,"40301","379","336","327","167","60","10","1606","8","89","147","187","233","114","27","4","810","330","1267","1183","883","928","511","222","109","5436","94","344","501","664","651","501","216","96","3064","386","658","581","742","710","491","245","130","3931","61","54","51","40","36","33","7","0","285","35","42","85","147","149","131","57","31","678","484","751","710","923","898","654","311","157","4888","9","32","34","38","38","57","38","34","277","213","261","256","268","381","380","332","338","2424","1151","3052","3213","3306","3457","2381","1198","751","18500",Holdfast Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6474,"40302","940","540","401","200","53","11","3201","32","298","369","311","292","138","28","9","1486","982","3808","2853","1663","1341","726","249","94","11713","329","1280","1479","1474","1330","783","278","122","7082","1240","2534","2169","2264","1976","1155","631","254","12225","239","200","170","140","119","66","13","9","942","105","172","266","249","275","239","98","43","1445","1580","2909","2603","2646","2369","1459","736","303","14611","49","101","90","102","100","98","63","34","648","585","655","527","569","685","601","630","489","4742","3604","10065","8870","7305","6520","4016","2045","1069","43489",Marion
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6475,"60401","110","122","146","69","13","3","573","11","71","77","103","115","58","13","3","444","113","582","558","530","544","288","108","33","2763","81","299","485","635","529","358","165","51","2604","850","1474","1370","1502","1288","643","338","79","7552","234","180","104","89","66","34","10","6","723","62","118","140","188","180","97","64","16","857","1142","1770","1618","1775","1531","768","419","101","9122","12","18","25","39","36","43","33","10","220","460","329","337","544","570","669","616","266","3787","1825","3171","3216","3754","3474","2250","1359","471","19514",Burnie - Ulverstone
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6476,"60402","95","102","103","75","15","5","475","10","48","70","115","101","65","12","0","431","104","583","580","496","509","326","108","29","2745","73","316","478","576","573","383","156","46","2596","682","1411","1319","1437","1232","740","298","76","7201","208","143","110","99","56","31","12","0","667","60","79","132","155","148","113","41","11","735","960","1638","1553","1691","1436","884","351","86","8603","4","39","23","36","49","43","46","10","248","393","311","323","442","573","682","536","266","3529","1553","3010","3122","3460","3337","2465","1231","447","18617",Devonport
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6477,"60403","24","44","31","27","10","3","169","0","12","28","37","37","13","3","0","124","48","208","182","162","177","101","25","8","915","29","105","164","208","198","115","35","6","863","300","558","497","612","534","242","84","16","2851","67","49","35","37","27","12","3","0","231","37","40","60","65","52","21","15","0","286","404","643","587","715","620","273","106","17","3365","5","12","9","21","16","10","3","0","83","232","190","177","290","320","231","160","42","1654","717","1202","1180","1468","1405","773","350","74","7169",West Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6478,"70101","398","337","291","131","23","3","1706","15","195","168","161","138","57","10","0","743","348","1985","1088","739","611","311","92","25","5198","139","634","549","564","424","223","76","3","2613","394","1304","745","776","580","278","88","13","4180","62","66","43","32","29","5","3","0","241","30","106","69","83","60","79","15","6","449","493","1475","850","892","672","363","109","14","4874","10","50","29","45","43","23","12","4","215","567","1399","866","894","787","534","197","70","5315","1585","6243","3946","3622","2969","1654","513","131","20664",Darwin City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6479,"70102","697","470","371","163","45","0","2422","16","232","304","240","224","88","19","0","1117","410","2396","1818","1092","784","383","114","14","7010","153","717","796","791","604","320","95","12","3499","618","1732","1434","1311","997","559","180","37","6868","149","118","89","84","46","25","4","0","515","58","134","158","158","139","91","25","7","777","825","1985","1691","1553","1180","671","208","43","8159","25","60","77","42","41","31","20","6","301","891","1330","992","907","842","625","282","74","5939","2346","7376","6367","5099","4040","2292","776","151","28449",Darwin Suburbs
