gml_id,sa3_name16,sa3_code16,opds_separate_house_dwellings,opds_separate_house_persons,opds_sd_r_t_h_th_1_sty_dwgs,opds_sd_r_t_h_th_1_sty_psns,opds_sd_r_t_h_th_2_m_sty_dwgs,opds_sd_r_t_h_th_2_m_sty_psns,opds_sd_r_t_h_th_tot_dwgs,opds_sd_r_t_h_th_tot_psns,opds_f_ap_i_1or2_sty_blk_ds,opds_f_ap_i_1or2_sty_blk_ps,opds_f_ap_i_3_sty_blk_dwgs,opds_f_ap_i_3_sty_blk_psns,opds_f_ap_i_4_m_sty_blk_ds,opds_f_ap_i_4_m_sty_blk_ps,opds_flt_apt_att_house_ds,opds_flt_apt_att_house_ps,opds_flt_apart_tot_dwgs,opds_flt_apart_tot_psns,opds_oth_dwg_cvn_ds,opds_oth_dw_cvn_ps,opds_oth_dwg_cab_hboat_ds,opds_oth_dwg_cab_hboat_ps,opds_ot_dwg_im_hm_tnt_so_ds,opds_ot_dwg_im_hm_tnt_so_ps,opds_ot_dwg_hs_f_att_sh_of_ds,opds_ot_dwg_hs_f_att_sh_of_ps,opds_other_dwelling_tot_dwgs,opds_other_dwelling_tot_psns,opds_dwlling_structur_ns_dwgs,opds_dwlling_structur_ns_psns,opds_tot_opds_dwellings,opds_tot_opds_persons,unoccupied_pds_dwgs,total_pds_dwellings,total_pds_persons
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e36,Blue Mountains,"12401","27518","70137","874","1408","627","1056","1502","2465","468","700","147","203","11","14","9","16","639","932","38","70","7","3","25","41","42","78","107","201","120","221","29890","73950","4132","34024","73950"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e37,Marrickville - Sydenham - Petersham,"11702","6284","18310","4028","10150","2133","5956","6165","16102","3393","6274","3376","6382","2053","3782","223","475","9044","16908","0","3","0","3","3","3","490","1114","495","1122","182","342","22165","52791","1705","23872","52791"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e38,Blue Mountains - South,"12402","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","0","0","8","8","0","0","11","8","5","17","8"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e39,Penrith,"12403","38618","117401","2300","4439","3823","8894","6121","13327","1504","2510","1306","2311","609","1134","34","88","3447","6041","70","91","134","181","41","75","30","74","271","423","167","426","48631","137614","2839","51466","137614"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e3a,Richmond - Windsor,"12404","9872","28798","1676","3263","544","1172","2221","4433","352","538","89","161","0","0","8","13","451","710","19","39","0","3","12","12","31","66","62","124","107","268","12713","34336","806","13520","34336"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e3b,St Marys,"12405","15258","46606","623","1309","1316","3617","1938","4926","333","715","411","834","181","349","16","29","943","1930","0","0","0","3","6","16","25","48","31","70","51","105","18223","53642","1132","19355","53642"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e3c,Auburn,"12501","11432","41340","499","1389","2847","9777","3348","11168","2701","7615","2393","7351","7686","19548","66","197","12846","34719","0","0","0","5","13","33","171","572","187","616","142","300","27962","88139","1772","29736","88139"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e3d,Carlingford,"12502","13987","43597","889","1905","4434","13111","5322","15018","674","1108","943","2036","1521","3900","14","32","3150","7081","3","12","4","9","0","0","50","118","53","136","86","221","22601","66051","1513","24117","66051"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e3e,Merrylands - Guildford,"12503","30378","103499","2353","5298","4926","16040","7276","21333","2600","5576","4496","11091","2550","6731","92","218","9736","23617","10","20","3","15","40","70","244","836","300","943","205","551","47885","149941","3104","50990","149941"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e3f,Parramatta,"12504","19662","60541","2587","6369","4547","13207","7138","19576","5552","13197","8406","21423","9044","23178","43","82","23048","57880","6","12","7","22","27","23","198","598","239","654","275","633","50358","139283","3500","53854","139283"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e40,Pennant Hills - Epping,"12601","11235","35705","523","1228","979","2753","1505","3981","301","489","1508","3776","1332","3319","21","40","3163","7624","0","9","0","0","0","0","14","48","21","53","40","96","15966","47462","966","16925","47462"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e41,Ryde - Hunters Hill,"12602","23768","74534","2873","7063","5165","12994","8031","20060","1835","3403","7623","15863","7551","16721","33","68","17036","36057","40","81","12","36","3","16","117","265","180","397","251","591","49270","131634","3657","52925","131634"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e42,Bringelly - Green Valley,"12701","26893","94702","590","1577","1397","4285","1990","5860","526","902","340","533","9","18","13","30","886","1481","3","4","20","22","20","53","23","70","61","154","220","423","30058","102618","1420","31474","102618"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e43,Fairfield,"12702","40254","141384","1583","4119","5676","18718","7254","22841","2244","5450","2710","6833","2159","5496","113","273","7227","18055","95","113","3","10","41","99","375","1197","507","1420","274","720","55518","184412","2857","58372","184412"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e44,Liverpool,"12703","24570","82858","798","1640","3992","11067","4785","12699","1260","2396","4164","9784","2855","7532","67","168","8340","19882","0","5","3","10","3","7","76","216","88","247","113","261","37895","115945","1790","39683","115945"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e45,Cronulla - Miranda - Caringbah,"12801","22548","68862","1384","2605","5076","11558","6460","14167","2615","4553","5985","11530","3922","7292","7","11","12527","23382","53","83","36","54","4","6","154","324","247","472","112","263","41902","107141","3347","45248","107141"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e46,Sutherland - Menai - Heathcote,"12802","26974","84100","1222","2816","3155","7836","4382","10654","1332","2383","3115","5953","956","1888","17","36","5416","10259","23","45","103","168","15","16","61","122","201","357","95","220","37067","105591","1919","38990","105591"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e47,Ballarat,"20101","33796","85727","5188","9378","550","1225","5737","10606","1253","1887","83","132","0","3","0","3","1341","2020","15","20","45","86","10","16","93","216","164","338","221","380","41252","99057","4535","45789","99057"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e48,Creswick - Daylesford - Ballan,"20102","10679","25595","144","213","16","19","158","234","124","159","0","0","4","3","0","6","128","169","53","77","10","9","20","33","342","767","418","893","152","320","11537","27215","2807","14339","27215"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e49,Maryborough - Pyrenees,"20103","10007","22953","338","505","3","5","343","514","109","129","0","0","0","0","0","0","112","132","112","157","74","109","16","27","47","97","254","389","53","113","10768","24099","1766","12534","24099"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e4a,Bendigo,"20201","33154","83277","3098","4787","427","829","3526","5619","550","896","123","176","16","22","0","0","693","1091","85","121","78","127","14","15","51","104","234","364","159","287","37757","90640","4044","41799","90640"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e4b,Heathcote - Castlemaine - Kyneton,"20202","17913","43326","525","794","21","36","544","827","172","227","0","0","0","0","7","10","176","232","44","66","47","68","11","23","68","146","176","293","170","356","18977","45037","2958","21934","45037"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e4c,Loddon - Elmore,"20203","4554","10641","18","24","3","9","19","31","68","84","0","0","0","0","0","0","68","84","78","106","14","28","15","25","26","59","126","216","45","95","4816","11062","990","5802","11062"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e4d,Barwon - West,"20301","6514","18240","22","47","0","3","22","51","32","49","0","0","0","0","0","3","33","53","8","19","10","19","17","40","5","15","39","89","27","58","6627","18493","793","7422","18493"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e4e,Geelong,"20302","61517","157921","7583","12547","1497","2980","9082","15527","2168","3420","147","213","230","371","4","13","2554","4017","94","149","288","385","69","78","258","747","711","1351","208","460","74074","179271","7315","81391","179271"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e4f,Surf Coast - Bellarine Peninsula,"20303","25216","63485","1086","1764","746","1602","1831","3369","369","599","48","76","19","37","0","4","437","717","39","84","72","134","3","4","45","112","164","329","143","313","27790","68206","15381","43168","68206"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e50,Upper Goulburn Valley,"20401","20041","47796","625","895","47","103","671","1003","590","898","13","41","53","183","0","3","656","1122","207","295","184","285","37","63","68","144","487","783","180","372","22042","51067","6494","28536","51067"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e51,Wangaratta - Benalla,"20402","17109","40715","1195","1718","61","95","1251","1806","587","817","42","58","43","64","3","12","676","945","82","132","61","92","20","26","38","85","198","340","84","178","19326","43992","2356","21683","43992"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e52,Wodonga - Alpine,"20403","24714","61844","1803","2854","255","698","2053","3548","787","1491","92","320","192","577","0","3","1069","2393","91","152","126","280","26","34","82","159","324","625","239","532","28397","68939","4222","32620","68939"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e53,Baw Baw,"20501","16950","43894","670","1029","56","80","725","1109","835","1241","0","0","0","0","0","0","835","1241","72","114","92","137","3","10","18","28","186","292","102","191","18791","46733","2131","20927","46733"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e54,Gippsland - East,"20502","17428","39718","667","991","72","133","736","1125","354","544","0","5","6","6","3","3","364","552","173","268","183","295","35","79","54","104","447","745","235","424","19212","42566","4949","24156","42566"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e55,Gippsland - South West,"20503","24053","55507","887","1245","176","343","1061","1587","467","658","18","23","9","17","7","8","493","704","169","225","145","254","7","21","64","113","384","614","146","312","26143","58715","15636","41782","58715"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e56,Latrobe Valley,"20504","26382","64370","1758","2489","131","261","1891","2750","1672","2345","0","0","0","0","0","0","1672","2348","39","50","73","97","7","10","21","33","135","190","146","221","30226","69882","3812","34039","69882"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e57,Wellington,"20505","15906","38062","519","717","107","154","627","878","413","600","36","76","0","0","0","0","446","677","94","152","63","103","17","19","47","80","221","359","83","184","17283","40159","4832","22110","40159"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e58,Brunswick - Coburg,"20601","17146","47130","4295","9101","4750","11270","9042","20377","3918","6851","1410","2423","4075","7014","13","22","9414","16306","0","3","0","4","5","4","206","488","217","500","158","332","35971","84650","3446","39420","84650"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e59,Darebin - South,"20602","10654","29723","2803","6194","2682","5872","5486","12072","3718","5976","683","1200","830","1333","3","3","5230","8512","0","0","0","4","0","3","146","310","156","322","82","180","21607","50811","1973","23583","50811"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e5a,Essendon,"20603","11809","34070","2417","5274","2899","6898","5312","12166","3601","6569","3398","5922","2982","6126","4","7","9988","18628","0","0","0","3","3","3","111","243","113","244","112","234","27337","65339","2571","29908","65339"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e5b,Melbourne City,"20604","1854","4834","2557","5666","5246","13516","7797","19185","1948","3792","5524","10173","47724","93819","21","48","55214","107831","0","0","15","26","350","358","115","258","479","642","451","859","65791","133353","9720","75511","133353"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e5c,Port Phillip,"20605","4274","11636","6144","14162","5301","13120","11444","27283","7569","13006","12292","20173","14107","24472","51","95","34025","57749","8","13","3","8","76","71","569","998","651","1088","214","370","50603","98116","7142","57747","98116"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e5d,Whittlesea - Wallan,"20904","60725","184807","5253","13089","3479","9383","8735","22476","1545","3439","509","830","283","516","5","9","2336","4791","10","8","22","38","8","9","26","84","54","135","131","306","71978","212524","4847","76824","212524"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e5e,Stonnington - West,"20606","4761","12836","3221","6901","2992","6855","6209","13761","3576","6345","7590","12762","8894","14802","16","21","20074","33928","0","4","4","14","3","8","72","154","75","169","102","196","31227","60895","4984","36209","60895"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e5f,Yarra,"20607","5611","14370","8789","19954","6311","15484","15101","35445","4108","7130","4882","8304","9934","18943","11","22","18929","34398","3","3","0","3","65","66","256","585","326","650","224","444","40182","85307","4090","44277","85307"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e60,Boroondara,"20701","34673","105095","8064","17164","4812","12559","12874","29725","6098","11449","4851","8953","3869","6635","0","7","14821","27049","6","11","3","5","4","3","193","435","204","459","220","498","62794","162820","6488","69287","162820"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e61,Manningham - West,"20702","23817","67922","2570","5459","3720","10392","6289","15854","1030","2206","519","995","1189","2279","0","4","2742","5480","3","10","0","11","0","3","22","62","28","86","143","262","33014","89602","3201","36208","89602"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e62,Whitehorse - West,"20703","24249","70108","6122","12788","3224","8967","9344","21761","1912","3700","1439","2643","1012","1697","9","16","4366","8061","3","10","5","3","8","6","34","80","44","106","113","260","38118","100298","3708","41824","100298"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e63,Bayside,"20801","22837","65779","4759","9025","3965","9704","8727","18732","2323","4065","1184","2031","1312","2216","9","10","4833","8325","0","3","0","4","5","6","212","441","219","456","164","408","36776","93692","4253","41032","93692"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e64,Darebin - North,"20902","23157","63370","6164","12611","3534","8768","9701","21379","1556","3076","835","1391","1206","2278","0","5","3591","6750","0","3","0","0","4","7","220","485","228","497","124","243","36802","92231","3106","39907","92231"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e65,Nillumbik - Kinglake,"20903","20476","60639","354","592","368","875","719","1463","520","924","23","30","0","3","4","3","543","968","9","11","3","6","21","52","11","18","37","87","64","152","21842","63309","1490","23334","63309"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e66,Keilor,"21001","16711","46077","2271","4497","2331","6021","4603","10521","186","343","20","32","58","76","11","13","267","464","5","7","0","4","0","0","137","323","139","339","53","124","21772","57529","1822","23594","57529"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e67,Macedon Ranges,"21002","9668","27418","506","847","15","17","517","863","81","127","0","0","0","4","0","5","81","132","16","17","21","33","3","5","6","19","47","73","37","82","10348","28571","1044","11389","28571"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e68,Stonnington - East,"20804","7705","23613","2014","4303","1397","3336","3415","7639","2726","5045","1432","2607","647","966","0","0","4798","8616","0","0","3","11","0","0","205","341","209","355","66","136","16195","40360","1702","17896","40360"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e69,Banyule,"20901","35568","97350","4703","8686","2687","6395","7390","15078","2331","4512","265","470","438","737","7","16","3044","5733","4","7","4","3","0","4","52","128","65","141","140","292","46205","118600","3946","50153","118600"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e6a,Moreland - North,"21003","18592","51928","3513","7420","4500","11322","8016","18740","1279","2523","208","381","99","169","22","56","1606","3129","14","34","4","9","10","6","82","192","109","249","86","234","28407","74283","2495","30896","74283"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e6b,Sunbury,"21004","12729","35970","466","730","102","216","571","946","954","1629","0","0","0","0","0","0","954","1629","3","6","0","0","0","0","7","13","10","19","26","51","14278","38619","954","15234","38619"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e6c,Tullamarine - Broadmeadows,"21005","42208","139800","3713","9351","1986","5635","5702","14983","1208","3316","3","12","126","287","4","8","1341","3622","16","21","267","348","6","14","181","563","476","951","142","367","49868","159727","3248","53118","159727"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e6d,Knox,"21101","46754","134201","4828","9132","1992","4761","6822","13894","964","1535","280","453","177","302","5","4","1434","2299","34","66","137","173","13","12","151","429","339","684","105","211","55451","151290","3650","59101","151290"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e6e,Manningham - East,"21102","7973","23994","272","510","122","325","396","834","121","163","0","0","0","3","0","4","124","181","20","29","8","10","0","0","3","8","33","47","24","38","8542","25087","613","9159","25087"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e6f,Maroondah,"21103","36362","97166","2655","5029","986","2253","3645","7282","485","1015","413","753","160","259","0","4","1060","2021","3","6","3","16","9","10","26","65","47","95","106","242","41216","106799","3054","44271","106799"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e70,Whitehorse - East,"21104","16727","47472","3890","7644","1242","3292","5137","10934","274","543","88","181","277","457","10","11","643","1193","0","0","0","0","0","0","14","46","22","48","46","94","22575","59748","1651","24223","59748"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e71,Yarra Ranges,"21105","50186","137826","2270","3684","556","1121","2825","4810","198","356","57","94","5","12","8","14","267","472","132","185","112","158","35","75","42","111","327","521","216","483","53818","144110","4689","58509","144110"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e72,Cardinia,"21201","29826","86929","1884","3652","592","1364","2481","5019","151","223","0","0","0","0","0","5","149","227","41","53","91","127","18","26","15","46","165","251","83","192","32705","92619","2427","35137","92619"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e73,Casey - North,"21202","38364","117926","3004","6605","1175","3216","4184","9823","517","862","3","4","3","9","0","3","529","880","32","49","93","135","0","0","136","385","267","569","62","169","43408","129366","2827","46233","129366"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e74,Casey - South,"21203","47616","154931","3756","9278","769","2177","4527","11461","451","879","48","80","9","31","4","7","510","1000","19","21","29","41","13","20","29","67","97","157","75","182","52818","167725","2950","55767","167725"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e75,Dandenong,"21204","45345","140956","8124","19465","3080","9187","11197","28654","5062","11329","689","1434","398","837","15","45","6167","13639","202","250","165","240","22","40","223","644","610","1175","163","355","63489","184779","4317","67802","184779"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e76,Monash,"21205","44638","129232","4996","12068","4225","12491","9218","24557","5680","13312","1008","1902","1213","2073","6","19","7918","17306","3","12","3","3","3","8","47","111","55","131","212","492","62042","171711","5342","67390","171711"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e77,Brimbank,"21301","50277","155332","5129","13031","3070","9036","8198","22059","2692","6006","164","303","139","307","36","77","3031","6702","5","13","25","27","3","3","97","296","131","342","123","283","61753","184720","4093","65840","184720"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e78,Hobsons Bay,"21302","20926","56992","4671","9949","4100","10771","8770","20718","1898","3251","230","368","350","606","3","7","2483","4236","46","62","27","33","5","10","84","183","160","289","111","235","32453","82471","2719","35169","82471"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e79,Maribyrnong,"21303","16360","45663","2721","5788","5175","13981","7894","19765","3549","6958","1744","3292","2710","4853","39","81","8043","15188","11","18","84","205","20","24","191","438","299","685","135","241","32735","81544","2962","35697","81544"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e7a,Melton - Bacchus Marsh,"21304","43995","136147","4083","9195","1632","4531","5716","13727","306","581","63","119","117","246","8","7","490","951","74","100","104","136","7","15","28","85","214","339","114","274","50530","151438","3193","53720","151438"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e7b,Wyndham,"21305","60087","190475","7466","19846","2518","6960","9988","26804","1517","3337","43","67","120","187","4","3","1684","3600","145","207","12","27","28","29","21","67","199","326","91","214","72045","221418","5216","77264","221418"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e7c,Frankston,"21401","41178","110830","7168","12319","1946","4113","9116","16438","1402","2214","157","236","117","159","9","9","1680","2620","44","72","477","620","76","83","57","143","648","918","75","141","52700","130950","4169","56873","130950"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e7d,Mornington Peninsula,"21402","51346","130486","4658","7723","1489","3124","6147","10845","2761","4297","59","93","23","49","8","13","2846","4452","171","241","341","456","48","65","28","62","587","827","175","337","61110","146944","27890","88996","146944"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e7e,Grampians,"21501","22366","51720","850","1222","21","39","865","1262","899","1261","4","9","0","0","4","5","911","1278","145","222","91","145","30","46","87","175","351","583","207","401","24708","55246","4626","29332","55246"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e7f,Mildura,"21502","17741","45951","1808","2994","77","136","1891","3130","1321","2011","3","0","0","0","0","0","1323","2013","303","508","191","360","15","33","23","58","535","961","164","356","21649","52408","2368","24022","52408"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e80,Murray River - Swan Hill,"21503","13809","33261","366","568","9","22","374","583","679","1058","0","0","0","3","3","0","684","1064","245","397","96","159","30","73","65","135","426","768","144","331","15443","36004","2187","17627","36004"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p31_dwelling_structure_census_2016.fid-5ff86f36_1724bdf6fd3_5e81,Campaspe,"21601","13226","32854","830","1234","21","30","846","1264","498","739","0","0","0","0","5","9","505","743","119","184","63","95","9","15","30","68","213","366","65","153","14861","35381","1991","16852","35381"
