gml_id,sa3_name16,sa3_code16,o_or_ds_sep_house,o_or_ds_semid_ro_or_tce_h_th,o_or_ds_flat_apart,o_or_ds_oth_dwell,o_or_ds_not_stated,o_or_total,o_mtg_ds_sep_house,o_mtg_ds_semid_ro_or_tce_h_th,o_mtg_ds_flat_apart,o_mtg_ds_oth_dwell,o_mtg_ds_not_stated,o_mtg_total,r_re_agt_ds_sep_house,r_re_ag_ds_semd_ro_or_tc_h_th,r_re_agt_ds_flat_apart,r_re_agt_ds_oth_dwell,r_re_agt_ds_not_stated,r_re_agt_total,r_st_h_auth_ds_sep_house,r_st_h_au_ds_sd_ro_or_tc_h_th,r_st_h_auth_ds_flat_apart,r_st_h_auth_ds_oth_dwell,r_st_h_auth_ds_not_stated,r_st_h_auth_total,r_psn_not_in_s_hh_ds_sep_hous,r_p_not_in_s_h_ds_sd_ro_t_h_t,r_p_not_in_s_hh_ds_flat_apart,r_psn_not_in_s_hh_ds_oth_dwel,r_psn_not_in_s_hh_ds_ns,r_psn_not_in_s_hh_total,r_hs_cop_cty_ch_gp_ds_sp_ho,r_hs_c_ct_ch_g_ds_sd_ro_t_h_t,r_hse_cp_cty_ch_g_ds_flt_apt,r_hs_cop_cty_ch_gp_ds_ot_dwel,r_hse_coop_cty_ch_gp_ds_ns,r_hse_coop_cty_ch_gp_total,r_ot_landld_typ_ds_sep_house,r_o_lld_typ_ds_sd_ro_tc_h_th,r_ot_lld_typ_ds_flat_apart,r_ot_landld_typ_ds_oth_dwell,r_ot_landld_typ_ds_not_stated,r_ot_landld_typ_total,r_landld_typ_ns_ds_sep_house,r_ld_typ_ns_ds_sd_ro_tce_h_th,r_lld_typ_ns_ds_flat_apart,r_landld_typ_ns_ds_oth_dwell,r_landld_typ_ns_ds_not_stated,r_landld_typ_ns_total,r_tot_ds_sep_house,r_tot_ds_semid_ro_or_tce_h_th,r_tot_ds_flat_apart,r_tot_ds_oth_dwell,r_tot_ds_not_stated,r_tot_total,oth_ten_type_ds_sep_house,oth_ten_ty_ds_sd_ro_tce_h_th,oth_ten_type_ds_flat_apart,oth_ten_type_ds_oth_dwell,oth_ten_type_ds_not_stated,oth_ten_type_total,ten_type_ns_ds_sep_house,ten_ty_ns_ds_sd_ro_tce_h_t,ten_ty_ns_ds_flat_apart,ten_type_ns_ds_oth_dwell,ten_type_ns_ds_not_stated,ten_type_ns_total,total_ds_sep_house,total_ds_semid_ro_or_tce_h_th,total_ds_flat_apart,total_ds_oth_dwell,total_ds_not_stated,total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ad2,Sorell - Dodges Ferry,"60106","2111","12","0","21","5","2152","2592","15","3","15","12","2639","437","30","0","0","0","467","79","6","0","0","0","85","551","9","3","5","0","577","12","7","0","0","0","16","40","0","0","11","0","54","41","0","0","0","0","41","1158","54","3","22","3","1233","44","0","0","0","0","47","436","7","3","5","8","452","6335","86","7","62","28","6523"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ad1,Launceston,"60201","9128","529","366","32","29","10082","9578","337","224","20","22","10192","3136","707","987","25","20","4880","903","423","433","0","3","1761","1912","384","455","19","15","2791","114","150","110","0","3","380","166","90","68","23","3","341","108","27","30","0","0","164","6341","1782","2080","67","45","10312","208","84","13","0","3","306","1683","336","377","42","20","2462","26935","3068","3067","162","123","33355"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ad0,Meander Valley - West Tamar,"60202","3716","23","27","65","7","3836","2902","42","10","12","11","2975","534","27","13","3","0","578","115","12","0","0","0","125","612","11","20","12","3","650","31","34","0","0","0","68","106","8","4","10","3","134","71","3","3","0","0","77","1471","90","38","28","11","1638","68","3","0","0","3","73","602","13","7","43","5","672","8756","176","79","152","31","9193"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6acf,North East,"60203","6122","41","35","70","49","6320","4329","13","18","29","25","4411","1033","70","110","9","12","1232","306","90","58","0","0","454","1106","38","38","11","12","1200","65","50","11","0","0","126","326","15","15","17","4","372","166","8","3","5","6","186","2996","264","241","42","30","3571","125","8","3","0","0","146","1160","42","35","34","16","1287","14739","366","335","175","116","15733"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ace,Central Highlands (Tas.),"60301","1733","0","0","16","8","1763","1633","0","0","16","12","1657","135","3","0","0","0","143","19","0","5","0","0","23","352","0","0","3","5","366","19","0","0","0","0","19","128","0","0","4","3","135","61","0","0","0","0","57","701","5","3","10","13","731","49","0","0","0","3","51","365","0","0","4","3","377","4480","7","11","42","40","4584"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6acd,Huon - Bruny Island,"60302","3158","30","5","57","12","3259","2681","10","0","26","9","2723","383","21","11","4","0","426","53","5","21","0","0","80","569","14","11","17","3","617","6","3","17","0","0","31","63","4","5","7","0","82","65","4","4","4","0","83","1143","51","80","33","6","1316","56","0","4","0","0","67","537","15","14","22","5","592","7572","107","104","144","30","7954"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6acc,South East Coast,"60303","1394","3","3","21","19","1440","658","7","0","14","13","685","132","6","4","0","0","146","28","4","7","0","0","48","265","10","8","7","5","294","9","5","0","0","0","12","54","0","0","13","0","69","38","0","4","0","0","44","532","31","28","21","8","616","27","0","0","0","0","30","284","4","5","12","5","307","2893","46","34","70","42","3077"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6acb,Holdfast Bay,"40301","3286","1289","539","9","14","5148","2802","840","341","3","15","4007","599","996","1041","24","6","2659","45","118","69","0","0","234","417","507","336","3","8","1273","17","36","118","0","0","169","15","22","22","11","4","70","20","27","30","0","0","75","1115","1709","1610","40","21","4485","47","127","207","0","10","392","311","315","345","19","12","1005","7563","4279","3050","76","71","15038"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6aca,Marion,"40302","8882","1601","351","7","13","10852","10468","2089","403","4","37","13013","2291","1746","621","4","21","4686","797","1462","512","3","5","2778","1601","727","327","5","12","2663","142","303","79","0","4","521","111","52","31","16","4","219","79","52","15","0","4","150","5026","4338","1575","30","53","11018","123","259","39","3","4","430","1088","606","249","11","9","1972","25590","8886","2622","58","124","37285"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ac9,Burnie - Ulverstone,"60401","6626","225","31","66","12","6956","6015","51","14","19","13","6110","1572","349","84","10","7","2029","804","402","51","0","4","1260","1331","204","38","12","10","1589","96","74","28","0","0","201","138","40","6","23","5","222","104","13","0","4","0","124","4050","1087","207","53","23","5415","69","39","0","3","0","116","1112","171","53","43","9","1385","17876","1568","302","181","58","19986"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ac8,Devonport,"60402","6194","249","57","83","16","6600","5342","75","19","12","18","5465","1404","308","84","3","0","1798","654","325","21","0","0","1002","1222","146","38","20","9","1430","130","51","28","0","0","207","143","23","20","37","0","225","81","26","15","3","0","115","3634","877","201","62","10","4787","106","18","22","4","0","149","1029","163","31","47","9","1273","16312","1386","331","203","45","18275"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ac7,West Coast,"60403","2543","26","12","25","19","2619","2050","20","7","12","14","2102","561","14","41","0","5","623","95","6","10","0","0","120","583","8","15","4","8","620","27","4","7","0","0","45","305","13","24","11","4","361","92","3","8","0","0","103","1666","56","104","17","16","1862","59","0","3","3","3","66","510","11","31","19","9","580","6829","107","168","72","66","7243"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ac6,Darwin City,"70101","647","205","376","155","9","1393","778","357","893","17","8","2050","336","530","2692","10","9","3579","41","141","149","5","7","346","186","244","550","3","13","1001","45","14","8","0","0","65","147","58","474","94","22","795","20","10","36","6","3","70","780","1001","3911","114","55","5853","31","11","31","15","6","92","263","217","826","299","60","1665","2498","1788","6031","602","137","11060"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ac5,Darwin Suburbs,"70102","2833","213","291","363","12","3709","4698","411","631","48","12","5800","1303","486","1317","32","15","3145","762","296","221","0","3","1283","901","277","580","20","10","1786","42","34","23","0","0","106","567","53","109","32","15","779","58","21","26","3","0","101","3634","1164","2272","81","49","7207","50","31","11","11","0","107","1254","268","536","282","19","2357","12468","2085","3747","785","93","19177"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ac4,Litchfield,"70103","1391","10","5","672","24","2097","2959","8","13","81","23","3081","310","24","85","7","0","431","5","0","14","0","0","20","509","10","15","36","12","582","29","0","0","0","0","29","74","3","0","99","8","186","66","0","7","9","9","84","993","40","114","152","25","1332","44","0","0","18","0","63","825","9","25","280","12","1154","6206","65","162","1200","81","7718"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ac3,Palmerston,"70104","751","48","76","6","0","876","3701","255","361","3","6","4321","1883","460","507","3","3","2853","394","181","321","0","0","898","593","118","147","0","0","864","5","3","8","0","0","11","556","26","58","0","0","647","30","4","15","0","0","55","3458","801","1052","8","9","5326","25","5","3","0","0","32","772","157","280","38","9","1255","8704","1263","1773","46","26","11814"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ac2,Alice Springs,"70201","1092","139","26","815","19","2086","2227","515","30","157","11","2937","591","744","179","49","13","1582","1253","280","66","30","14","1635","385","207","40","76","14","723","256","39","23","6","3","325","449","300","340","197","21","1309","138","36","3","22","9","210","3073","1606","650","380","66","5780","117","22","5","63","5","214","1033","416","232","480","42","2210","7542","2697","942","1897","147","13227"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ac1,Barkly,"70202","122","4","5","253","3","386","131","0","8","16","0","162","31","5","28","9","0","81","321","15","40","3","0","380","75","3","33","15","0","123","122","3","5","0","0","134","168","12","48","27","4","262","46","3","5","3","0","59","773","45","157","57","8","1039","41","0","0","22","0","61","157","12","20","86","3","283","1220","65","196","434","16","1924"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ac0,Daly - Tiwi - West Arnhem,"70203","447","3","0","442","24","915","352","4","3","50","4","408","21","4","0","11","0","36","1169","130","42","13","3","1364","128","6","0","32","6","178","203","25","6","7","0","240","402","86","55","114","13","666","121","18","0","19","0","160","2045","268","103","199","24","2634","51","6","3","62","3","127","499","73","40","264","24","901","3394","352","149","1016","81","4991"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6abf,East Arnhem,"70204","47","3","3","14","7","67","13","3","3","3","0","19","98","8","18","0","0","123","793","127","26","5","3","947","27","4","0","4","0","40","164","14","0","0","0","181","753","103","66","10","7","937","92","21","3","7","0","122","1934","274","120","26","14","2357","30","4","3","9","0","51","211","39","44","20","3","325","2239","321","173","64","18","2818"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6abe,Katherine,"70205","383","5","7","880","84","1350","684","6","7","70","29","795","293","43","60","6","5","415","775","135","81","8","7","1006","146","17","24","33","17","237","249","20","10","8","23","312","476","50","35","163","32","761","81","15","7","13","6","119","2026","281","215","240","88","2843","41","0","0","67","10","127","745","104","95","421","34","1398","3873","395","325","1677","247","6510"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6abd,Belconnen,"80101","8685","1302","245","3","15","10252","10971","1589","677","8","3","13246","1925","1420","1894","0","4","5251","1416","529","224","0","6","2170","1428","614","524","3","11","2573","54","41","28","0","0","130","193","89","68","0","0","357","71","33","22","0","0","126","5098","2732","2751","7","17","10606","94","113","29","0","0","232","1233","422","391","4","3","2058","26082","6156","4093","22","41","36396"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6abc,Canberra East,"80103","143","0","3","57","3","212","34","0","3","8","0","47","15","3","5","0","0","30","13","0","30","0","0","43","38","4","5","3","4","52","0","0","15","0","0","13","21","4","10","55","10","97","3","0","0","0","0","5","102","12","66","57","9","247","3","0","0","0","0","3","60","3","21","39","0","118","343","21","92","155","15","627"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6abb,Gungahlin,"80104","3112","637","93","0","3","3838","8563","2682","580","3","12","11845","1568","1797","933","0","20","4323","273","285","34","0","0","585","748","637","281","0","0","1667","48","36","35","0","0","118","740","98","48","0","0","884","22","16","8","0","0","51","3393","2875","1334","0","23","7620","45","26","25","0","0","97","677","418","192","0","7","1293","15794","6636","2219","7","44","24697"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6aba,North Canberra,"80105","3256","679","553","3","7","4489","2836","767","1241","3","12","4851","952","741","3392","0","12","5098","525","458","858","0","15","1859","663","354","1052","0","19","2088","34","42","60","0","13","151","198","62","138","0","0","390","57","17","23","0","3","99","2424","1677","5522","0","69","9689","40","31","90","3","3","164","468","331","1020","66","13","1896","9025","3475","8421","71","103","21097"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ab9,South Canberra,"80106","2079","425","627","0","4","3140","1622","303","1070","0","0","3003","450","279","2045","0","10","2782","329","157","219","0","0","714","270","108","511","0","7","892","27","11","35","0","3","74","26","18","78","0","0","123","26","12","16","0","3","55","1128","582","2914","3","22","4645","34","33","28","0","0","99","277","143","461","6","4","895","5147","1492","5101","10","26","11771"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ab8,Tuggeranong,"80107","7972","940","100","0","20","9026","12317","1257","168","0","9","13747","1694","834","240","0","3","2773","1277","543","131","0","0","1954","1181","384","67","0","0","1633","40","41","0","0","0","85","181","25","6","0","0","213","62","18","3","0","0","86","4439","1844","443","3","4","6739","72","137","4","0","3","215","1136","319","174","0","4","1630","25937","4490","889","5","34","31355"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ab7,Weston Creek,"80108","2818","337","24","5","3","3191","2876","231","47","5","0","3166","489","183","95","0","3","770","319","288","3","0","0","609","278","85","33","0","0","399","12","10","0","0","0","22","62","27","8","0","0","96","21","7","0","0","0","24","1176","590","145","4","4","1921","33","28","3","0","0","60","311","111","28","0","0","445","7207","1300","243","21","13","8781"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ab6,Woden Valley,"80109","3736","609","287","0","0","4628","2945","612","307","0","0","3874","756","798","922","0","9","2485","326","231","144","0","0","706","369","276","277","0","0","932","16","46","11","0","0","67","44","44","51","0","0","138","37","10","0","0","0","53","1551","1406","1407","0","16","4383","35","35","71","0","0","139","389","234","258","5","4","893","8664","2905","2327","9","18","13921"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ab5,Molonglo,"80110","76","43","23","0","0","142","551","295","394","0","0","1234","27","48","139","0","0","220","9","0","0","0","0","12","20","17","33","0","0","70","3","0","0","0","0","3","4","11","3","0","0","14","0","0","3","0","0","0","60","77","181","0","0","322","10","0","0","0","0","14","38","34","82","0","0","156","735","452","678","0","0","1874"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ab4,Urriarra - Namadgi,"80111","24","0","0","3","0","32","95","0","0","0","0","95","0","0","0","0","0","3","6","0","0","0","0","6","16","0","0","0","0","17","0","0","0","0","0","0","4","0","0","0","0","4","5","0","0","0","0","5","41","0","0","0","0","42","3","0","0","0","0","3","17","0","3","0","0","20","176","0","3","4","0","185"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ab3,Christmas Island,"90101","69","15","23","0","3","119","46","9","11","0","0","64","0","3","3","0","3","9","12","26","25","0","0","72","25","15","14","0","0","60","0","0","0","0","0","0","36","17","29","0","0","89","3","0","4","0","0","7","86","63","79","3","3","235","0","3","3","0","0","6","15","10","30","3","0","59","215","103","147","4","12","478"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ab2,Cocos (Keeling) Islands,"90102","13","0","0","0","0","17","3","0","0","0","0","3","0","0","0","0","0","0","36","0","0","0","0","36","11","0","0","0","0","11","4","0","0","0","0","4","23","0","0","0","0","23","10","0","0","0","0","10","79","0","0","0","0","79","28","0","0","0","0","29","13","0","0","3","3","19","140","0","0","3","3","147"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6ab1,Jervis Bay,"90103","0","0","0","0","0","3","0","0","0","0","0","0","8","0","0","0","0","14","5","0","0","0","0","11","0","0","0","0","0","0","21","0","0","0","0","21","22","0","0","0","0","24","0","0","0","0","0","0","64","0","3","0","0","71","3","0","0","3","0","6","18","0","0","3","0","22","92","0","4","7","3","102"
