gml_id,sa3_code16,onemeth_train_m,onemeth_train_f,onemeth_train_p,onemeth_bus_m,onemeth_bus_f,onemeth_bus_p,onemeth_ferry_m,onemeth_ferry_f,onemeth_ferry_p,onemeth_tram_inc_lt_rail_m,onemeth_tram_inc_lt_rail_f,onemeth_tram_inc_lt_rail_p,onemeth_taxi_m,onemeth_taxi_f,onemeth_taxi_p,onemeth_car_as_driver_m,onemeth_car_as_driver_f,onemeth_car_as_driver_p,onemeth_car_as_passenger_m,onemeth_car_as_passenger_f,onemeth_car_as_passenger_p,onemeth_truck_m,onemeth_truck_f,onemeth_truck_p,onemeth_motorbike_scooter_m,onemeth_motorbike_scooter_f,onemeth_motorbike_scooter_p,onemeth_bicycle_m,onemeth_bicycle_f,onemeth_bicycle_p,onemeth_other_m,onemeth_other_f,onemeth_other_p,onemeth_walked_only_m,onemeth_walked_only_f,onemeth_walked_only_p,onemeth_tot_onemeth_m,onemeth_tot_onemeth_f,onemeth_tot_onemeth_p,twometh_train_bus_m,twometh_train_bus_f,twometh_train_bus_p,twometh_train_ferry_m,twometh_train_ferry_f,twometh_train_ferry_p,twometh_trn_trm_inc_lt_rl_m,twometh_trn_trm_inc_lt_rl_f,twometh_trn_trm_inc_lt_rl_p,twometh_train_car_as_drvr_m,twometh_train_car_as_drvr_f,twometh_train_car_as_drvr_p,twometh_trn_car_as_pass_m,twometh_trn_car_as_pass_f,twometh_trn_car_as_pass_p,twometh_train_other_m,twometh_train_other_f,twometh_train_other_p,twometh_train_tot_m,twometh_train_tot_f,twometh_train_tot_p,twometh_bus_ferry_m,twometh_bus_ferry_f,twometh_bus_ferry_p,twometh_bus_trm_inc_lt_rl_m,twometh_bus_trm_inc_lt_rl_f,twometh_bus_trm_inc_lt_rl_p,twometh_bus_car_as_driver_m,twometh_bus_car_as_driver_f,twometh_bus_car_as_driver_p,twometh_bus_car_as_pass_m,twometh_bus_car_as_pass_f,twometh_bus_car_as_pass_p,twometh_bus_other_m,twometh_bus_other_f,twometh_bus_other_p,twometh_bus_tot_m,twometh_bus_tot_f,twometh_bus_tot_p,twometh_other_twometh_m,twometh_other_twometh_f,twometh_other_twometh_p,twometh_tot_twometh_m,twometh_tot_twometh_f,twometh_tot_twometh_p,threemeth_trn_2_othr_mthd_m,threemeth_trn_2_othr_mthd_f,threemeth_trn_2_othr_mthd_p,thremth_bu_2_ot_met_exc_tra_m,thremth_bu_2_ot_met_exc_tra_f,thremth_bu_2_ot_met_exc_tra_p,threemeth_oth_threemeth_m,threemeth_oth_threemeth_f,threemeth_oth_threemeth_p,threemeth_tot_threemeth_m,threemeth_tot_threemeth_f,threemeth_tot_threemeth_p,worked_home_m,worked_home_f,worked_home_p,did_not_go_to_work_m,did_not_go_to_work_f,did_not_go_to_work_p,meth_travel_to_work_ns_m,meth_travel_to_work_ns_f,meth_travel_to_work_ns_p,tot_m,tot_f,tot_p,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6c9b,"10701","332","202","538","147","224","373","0","0","0","5","0","3","18","17","38","11914","9896","21815","759","844","1607","250","3","255","141","12","158","92","10","107","72","46","117","134","172","314","13879","11438","25318","27","24","52","0","0","0","3","0","3","128","73","205","26","20","46","17","0","15","204","122","328","0","0","0","0","0","0","12","12","18","9","13","28","0","3","3","25","32","53","133","62","194","359","217","569","32","21","56","4","5","8","7","3","4","40","31","64","265","485","749","1247","2065","3314","180","140","321","15970","14370","30342",Dapto - Port Kembla
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6c9c,"10702","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","7",Illawarra Catchment Reserve
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6c9d,"10703","275","194","472","107","126","232","9","0","9","4","0","4","7","11","16","15058","12984","28045","899","908","1806","370","9","386","132","9","139","81","15","95","104","65","160","291","339","637","17330","14663","31992","27","31","62","0","0","0","3","0","3","123","73","197","16","20","29","20","0","26","187","125","316","0","0","0","0","0","0","3","5","3","5","11","20","3","6","8","6","20","28","124","65","187","324","211","528","23","23","44","0","0","0","8","0","8","34","22","54","568","924","1490","1651","2521","4169","181","155","337","20088","18492","38578",Kiama - Shellharbour
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6c9e,"10704","1388","1057","2447","493","664","1160","7","3","11","3","4","5","39","47","91","19585","16901","36486","1128","1520","2651","392","5","393","252","23","272","368","103","466","137","71","210","1083","1181","2267","24872","21587","46461","123","106","231","0","0","0","7","0","7","531","304","829","48","86","137","56","20","75","776","514","1293","0","0","0","0","0","0","19","32","51","27","40","62","19","13","26","57","83","143","208","117","324","1040","718","1755","70","71","135","9","10","20","14","0","16","87","77","170","935","1385","2318","2314","3708","6021","241","202","445","29490","27676","57165",Wollongong
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6c9f,"10801","4","0","3","18","19","38","0","0","0","0","0","3","3","3","9","3390","3174","6564","244","296","534","152","3","156","35","3","37","54","15","71","39","19","63","212","239","447","4156","3780","7929","0","0","0","0","0","0","0","0","0","3","3","4","0","0","0","0","0","0","3","4","7","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","5","0","4","48","20","66","55","19","76","0","0","4","0","0","0","0","4","6","3","4","4","294","364","656","529","774","1301","82","79","163","5118","5015","10141",Great Lakes
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ca0,"10802","4","0","7","31","27","58","0","0","3","0","0","3","7","8","11","5465","5051","10516","350","423","771","275","15","288","69","15","83","41","11","56","58","35","96","304","278","586","6616","5866","12485","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","9","0","0","0","0","0","0","0","0","4","0","3","3","0","0","0","0","6","11","58","18","76","59","33","91","0","0","0","0","0","0","0","0","3","6","0","6","468","551","1024","765","1159","1926","167","154","323","8083","7773","15854",Kempsey - Nambucca
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ca1,"10803","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","23","53","3","4","4","3","0","3","4","3","12","35","20","56","0","0","3","27","27","53","105","82","186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","6","3","9","22","23","44","3","0","3","138","109","244",Lord Howe Island
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ca2,"10804","3","7","14","39","58","98","3","0","5","0","3","3","14","21","36","10710","10231","20940","663","866","1534","338","15","348","198","18","218","120","27","146","111","54","168","449","477","919","12656","11774","24438","0","0","0","0","0","0","0","0","0","4","0","4","3","0","0","0","0","3","5","4","7","0","0","0","0","0","0","3","0","4","3","7","9","0","0","0","8","9","16","142","77","216","155","92","249","4","0","4","0","0","4","4","5","6","14","4","16","747","914","1659","1237","1943","3179","167","156","319","14975","14882","29855",Port Macquarie
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ca3,"10805","13","3","13","37","31","63","3","0","4","0","0","0","10","10","20","6343","6016","12356","434","474","911","290","6","296","103","12","116","64","7","68","56","35","91","303","286","592","7651","6874","14527","0","0","4","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","6","3","9","0","0","0","0","0","0","4","4","5","5","4","9","0","0","0","7","7","14","69","31","99","86","40","123","0","3","3","0","3","4","0","0","3","0","8","6","569","639","1206","864","1306","2166","149","152","302","9317","9018","18336",Taree - Gloucester
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ca4,"10901","9","15","23","39","72","113","3","0","3","3","5","8","19","16","37","10502","9460","19960","597","644","1250","206","7","212","113","13","131","182","52","237","103","44","153","470","479","947","12256","10808","23067","0","0","0","0","0","0","0","0","0","5","6","12","0","0","0","3","0","3","12","11","18","0","0","0","0","0","0","8","3","5","6","7","11","0","3","4","9","12","24","112","53","169","131","79","208","6","0","6","0","0","0","13","7","16","19","9","27","591","701","1294","951","1665","2613","125","119","243","14076","13375","27448",Albury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ca5,"10902","4","3","7","36","9","46","0","0","3","0","0","0","0","0","0","1968","1534","3499","156","146","308","65","0","70","25","0","25","18","9","30","58","24","80","232","188","423","2561","1922","4479","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","3","0","3","3","0","3","6","0","6","34","4","38","35","4","40","0","0","0","0","0","0","5","0","5","3","0","7","280","244","524","183","273","453","59","45","109","3121","2493","5617",Lower Murray
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ca6,"10903","3","11","13","33","18","49","5","3","5","0","3","3","0","3","8","6306","5305","11609","379","361","736","230","8","238","53","8","61","85","25","114","109","40","153","467","428","900","7669","6205","13883","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","4","0","3","64","26","91","69","30","92","0","0","4","0","0","0","7","0","9","9","4","10","836","699","1536","640","1098","1741","142","145","288","9365","8180","17547",Upper Murray exc. Albury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ca7,"11001","7","6","10","33","26","63","0","0","0","0","0","0","15","16","31","5201","4889","10089","441","503","942","212","23","233","127","18","139","103","23","129","95","49","143","477","389","862","6707","5934","12646","3","0","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","4","0","9","0","0","0","0","0","0","3","0","3","0","3","7","4","0","5","7","7","14","78","40","112","90","45","131","0","3","3","3","0","4","4","0","10","10","3","14","718","695","1413","555","961","1520","97","97","192","8166","7737","15912",Armidale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ca8,"11002","7","0","8","20","16","36","0","3","5","0","0","0","10","14","24","4615","4142","8758","347","381","735","282","22","298","85","13","94","35","15","44","94","53","148","391","354","746","5884","5009","10897","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","4","5","0","0","0","0","0","0","0","0","0","6","3","8","0","0","0","6","7","5","54","33","93","61","41","104","0","0","0","0","0","0","4","3","6","4","3","6","907","816","1721","490","790","1280","150","149","297","7497","6807","14303",Inverell - Tenterfield
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6ca9,"11003","4","0","5","43","22","58","0","0","0","0","0","0","4","3","6","4236","3274","7513","322","279","598","244","3","244","32","7","39","26","11","33","81","34","110","339","282","618","5325","3909","9236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","9","0","3","3","0","0","0","11","3","15","31","8","36","39","13","51","0","0","0","0","0","0","4","0","4","4","0","4","442","498","942","349","544","896","93","68","164","6267","5037","11303",Moree - Narrabri
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6caa,"11004","4","3","10","121","73","189","3","3","10","0","0","0","37","26","61","12705","11374","24082","999","943","1940","622","18","644","186","16","200","86","18","109","135","71","206","762","571","1331","15672","13104","28780","0","0","0","0","0","0","0","0","0","3","4","7","0","0","0","0","0","0","8","4","11","0","0","0","0","0","0","31","0","31","10","10","13","4","0","8","39","12","55","137","64","202","187","79","267","0","0","0","0","0","3","12","3","11","14","3","19","1074","1188","2265","1144","1900","3044","230","199","429","18325","16469","34798",Tamworth - Gunnedah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cab,"11101","94","50","150","282","334","608","3","0","3","3","0","3","26","18","46","20094","18230","38326","1086","1247","2334","453","8","464","298","25","330","221","34","259","103","54","157","377","367","742","23050","20372","43423","30","7","34","0","0","0","0","0","0","55","27","83","6","3","13","10","0","9","99","45","143","0","0","0","0","0","0","16","29","47","23","32","58","8","0","9","48","65","104","208","63","269","348","172","523","19","18","32","0","6","5","5","0","8","27","19","45","787","1281","2070","2169","3617","5786","176","174","348","26560","25642","52201",Lake Macquarie - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cac,"11102","160","128","293","53","74","130","3","0","3","3","0","3","3","0","7","11985","10628","22611","656","669","1318","396","12","407","154","17","170","55","12","66","83","42","122","194","212","406","13752","11783","25534","45","28","78","0","0","0","0","0","0","64","59","119","20","15","31","11","0","11","140","103","241","0","0","0","0","0","0","6","9","14","10","14","19","0","0","3","14","23","34","141","51","190","294","173","463","38","43","78","3","0","3","5","0","10","45","43","91","451","777","1227","1207","2092","3296","149","143","293","15901","15009","30909",Lake Macquarie - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cad,"11103","240","169","413","686","924","1613","40","42","78","3","5","10","65","58","121","27105","24387","51490","1521","2027","3553","412","10","423","538","103","634","1012","347","1357","192","93","284","1326","1500","2828","33144","29669","62805","55","38","90","0","0","0","3","0","4","63","39","99","11","16","23","42","9","45","167","96","261","13","13","28","0","0","0","40","65","108","41","61","100","17","23","37","106","163","273","367","221","588","639","479","1126","44","21","61","12","25","33","20","11","33","74","53","128","1085","1547","2629","3042","5198","8237","310","280","594","38292","37223","75514",Newcastle
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cae,"11201","4","8","14","63","89","156","7","3","9","3","0","8","13","9","23","10816","10385","21201","597","746","1342","340","12","353","181","20","204","378","206","583","154","82","234","550","623","1166","13114","12195","25300","3","0","3","0","0","0","0","0","0","5","6","10","0","0","0","3","0","4","11","10","22","0","0","0","0","0","0","3","0","4","9","10","24","6","0","5","20","18","36","127","91","214","157","111","273","4","3","7","3","0","4","12","3","19","21","6","28","1440","1776","3212","1523","2313","3838","262","236","498","16508","16632","33142",Richmond Valley - Coastal
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6caf,"11202","9","0","8","57","55","115","3","4","4","5","0","3","13","21","33","9783","9263","19042","653","835","1480","363","10","378","166","12","177","102","35","134","116","51","162","569","462","1033","11828","10750","22577","0","0","0","0","0","0","0","0","0","0","3","3","3","0","4","0","0","0","6","6","11","0","0","0","0","0","0","0","5","8","10","13","18","3","4","8","12","24","31","107","50","158","124","74","196","3","3","4","0","0","0","8","0","11","15","3","15","988","936","1922","1026","1735","2763","203","165","369","14178","13666","27847",Richmond Valley - Hinterland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cb0,"11203","26","12","36","115","129","245","6","3","7","3","0","4","19","18","33","12784","11841","24626","712","863","1574","397","20","418","192","25","217","217","72","292","150","89","237","476","505","975","15088","13577","28665","10","10","14","0","0","0","0","0","0","38","15","56","0","0","3","0","0","0","42","25","70","0","0","0","3","3","6","3","14","15","9","18","30","0","3","8","20","35","57","138","60","199","205","120","328","10","7","17","13","10","20","8","0","8","30","15","42","969","1427","2398","1549","2574","4122","235","239","477","18079","17952","36033",Tweed Valley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cb1,"11301","5","4","9","29","23","50","4","0","4","0","0","0","11","15","27","8389","6730","15121","759","744","1506","220","4","222","71","10","78","81","20","100","111","42","156","515","394","915","10195","7994","18192","0","0","3","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","4","3","8","0","0","0","0","0","0","4","3","7","0","0","4","0","0","0","3","3","6","83","33","110","86","37","124","0","0","0","4","0","4","5","3","10","5","0","10","662","583","1247","534","948","1482","179","163","340","11661","9731","21399",Griffith - Murrumbidgee (West)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cb2,"11302","10","4","8","8","0","8","0","0","0","0","0","0","3","3","3","2266","1759","4029","180","145","325","87","8","92","17","4","24","12","0","18","20","15","33","138","133","273","2740","2072","4814","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","5","37","29","5","37","0","0","0","0","0","0","10","0","8","8","0","9","259","220","475","236","323","564","57","46","99","3325","2667","5996",Tumut - Tumbarumba
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cb3,"11303","14","9","23","92","67","153","11","4","12","4","0","6","39","47","80","15436","13782","29219","1193","1167","2361","422","13","435","197","27","216","186","38","224","533","167","704","1259","1016","2278","19380","16332","35712","3","4","9","0","0","0","0","0","0","9","4","15","0","0","0","0","0","0","10","10","21","0","0","0","0","0","0","0","6","12","0","3","3","0","0","4","7","9","15","135","56","191","156","71","228","7","0","8","4","3","7","13","4","18","24","4","30","1250","1233","2487","1263","2466","3727","271","231","510","22348","20343","42692",Wagga Wagga
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cb4,"11401","52","46","95","40","49","92","0","0","3","0","3","6","22","23","43","13206","11518","24725","833","919","1747","466","3","469","191","7","203","210","49","265","108","53","154","550","511","1060","15673","13185","28860","9","7","19","0","0","0","0","0","0","23","19","41","3","3","7","3","3","6","32","36","71","0","0","0","0","0","0","6","3","6","4","3","12","3","3","7","10","14","24","117","55","177","165","106","271","9","6","21","0","0","4","10","0","10","22","8","28","824","1240","2069","1576","2542","4123","267","233","500","18532","17316","35854",Shoalhaven
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cb5,"11402","143","99","250","42","49","91","3","0","4","3","3","3","11","8","18","7101","6312","13412","440","481","919","344","13","354","53","6","57","48","14","55","89","42","130","326","299","627","8597","7323","15921","5","4","12","0","0","0","0","0","0","92","50","144","11","9","20","10","0","16","123","64","192","3","0","3","0","0","0","3","3","3","6","10","18","0","0","0","4","14","20","74","42","107","202","117","321","11","12","22","0","0","0","0","6","5","17","16","31","806","1061","1867","787","1263","2049","111","119","225","10517","9900","20414",Southern Highlands
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cb6,"11501","567","441","1007","4816","4039","8853","3","4","5","3","0","3","32","16","51","23934","19801","43732","901","1612","2517","382","0","381","249","23","269","141","20","162","160","107","272","346","409","763","31539","26479","58019","594","454","1048","0","0","0","0","0","0","526","289","816","32","89","120","7","0","7","1162","828","1992","0","0","4","0","0","0","465","363","833","69","167","237","33","15","46","563","547","1115","195","114","309","1919","1493","3412","209","171","384","29","21","45","9","0","11","247","196","440","1745","2288","4033","1922","3617","5544","213","193","406","37584","34267","71857",Baulkham Hills
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cb7,"11502","78","67","146","172","140","307","0","0","3","0","0","0","0","0","0","4525","3743","8263","186","265","453","293","3","300","61","10","68","16","0","16","48","32","75","168","155","317","5544","4411","9954","28","21","50","0","0","0","0","0","0","141","119","258","8","15","23","3","3","3","189","152","340","0","0","0","0","0","0","51","47","94","5","7","18","0","0","0","57","55","116","52","26","78","300","238","533","30","19","48","3","0","3","3","0","4","31","23","58","561","814","1375","362","608","975","70","64","138","6866","6157","13023",Dural - Wisemans Ferry
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cb8,"11503","78","90","166","10","16","28","0","0","0","0","0","0","3","0","3","4707","3952","8654","228","210","441","404","6","410","43","3","43","4","3","11","37","21","62","91","64","153","5604","4365","9969","14","12","25","0","0","0","0","0","0","110","105","219","12","16","31","4","0","4","137","131","271","0","0","0","0","0","0","0","7","8","0","3","5","0","0","0","3","8","14","59","28","89","201","173","375","25","20","39","0","0","0","3","0","3","27","17","44","347","535","884","348","642","989","76","81","151","6602","5813","12415",Hawkesbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cb9,"11504","131","133","272","543","488","1035","0","0","0","0","0","0","3","3","3","6334","5071","11406","315","369","685","341","4","342","65","0","65","28","3","27","48","23","71","122","101","222","7929","6197","14128","69","66","129","0","0","0","0","0","0","96","78","171","15","20","34","4","0","4","181","159","339","0","0","0","0","0","0","76","63","141","11","31","34","0","0","0","91","91","175","73","30","101","338","270","615","41","32","69","3","3","7","0","3","3","44","38","76","376","671","1047","415","834","1248","52","51","107","9154","8060","17213",Rouse Hill - McGraths Hill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cba,"11601","3561","3430","6989","723","913","1634","5","3","9","6","3","14","90","28","119","21595","14595","36189","1211","1731","2942","608","7","615","263","17","277","111","27","138","184","66","250","353","433","781","28701","21257","49957","919","1084","2003","3","3","8","12","10","22","691","534","1220","131","318","449","63","26","91","1827","1972","3797","0","0","0","0","3","3","73","66","131","37","59","96","8","10","19","114","139","252","237","97","330","2178","2206","4381","270","303","573","3","5","3","8","4","8","279","306","585","538","830","1366","1630","2625","4253","400","244","649","33720","27468","61192",Blacktown
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cbb,"11602","1713","1452","3163","1620","1501","3119","3","0","3","0","0","0","67","6","77","15986","12806","28792","696","1091","1784","378","6","379","154","11","167","81","20","98","133","60","196","206","203","410","21046","17151","38197","478","480","950","0","0","0","0","3","8","517","320","837","78","149","229","25","0","31","1099","951","2053","0","0","0","0","0","0","138","101","247","26","78","106","7","4","13","176","183","361","146","78","226","1423","1219","2643","169","169","338","6","11","15","4","3","7","181","183","366","643","1065","1709","1192","2119","3311","169","163","330","24660","21893","46555",Blacktown - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cbc,"11603","1991","2004","4001","257","371","623","3","0","4","4","3","8","63","27","82","16459","11087","27550","1338","1604","2939","475","5","476","164","10","171","56","9","65","106","75","179","195","290","485","21104","15483","36591","603","758","1360","0","0","4","8","16","16","459","396","852","125","236","355","22","16","36","1210","1418","2629","0","0","0","0","0","0","35","23","58","18","44","63","3","3","7","59","71","129","149","89","238","1413","1583","2999","201","251","451","0","5","8","5","0","5","207","253","459","246","547","791","1166","1805","2965","336","268","600","24478","19943","44416",Mount Druitt
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cbd,"11701","1102","1126","2226","1048","1414","2466","8","3","5","3","0","3","76","17","87","6577","4674","11253","382","707","1087","122","3","126","223","31","254","229","31","261","95","41","135","634","525","1158","10499","8565","19061","410","411","818","5","0","3","11","14","24","70","46","115","20","41","61","19","11","24","534","520","1053","3","0","3","7","4","13","61","79","137","23","70","94","13","15","30","101","169","269","80","40","122","718","727","1452","68","77","149","9","9","23","0","0","0","78","88","171","267","367","637","657","1096","1755","135","102","234","12359","10954","23313",Botany
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cbe,"11703","12022","10272","22293","6656","7786","14439","93","36","130","348","379","725","736","581","1318","15375","9944","25318","1045","1704","2745","165","3","170","1232","240","1473","2688","1066","3751","1284","576","1868","15848","13655","29496","57484","46248","103733","2152","2127","4281","34","22","59","130","141","271","172","97","267","81","88","166","329","202","524","2895","2679","5572","10","10","23","60","82","142","42","68","111","38","85","117","142","146","284","289","393","686","425","230","651","3611","3301","6905","493","359","853","47","53","94","73","32","106","611","438","1053","2644","2426","5067","3714","5091","8807","645","530","1177","68709","58026","126741",Sydney Inner City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6cbf,"11702","3823","4087","7910","857","1369","2223","0","0","0","56","47","107","35","43","78","5617","4423","10041","269","460","734","97","3","97","293","73","369","650","302","957","102","60","163","719","844","1562","12528","11714","24240","523","639","1162","16","0","17","26","23","53","102","118","217","24","64","86","80","56","139","770","897","1673","0","0","0","14","4","18","19","35","54","4","22","24","14","24","36","56","84","136","89","45","134","915","1028","1937","107","83","189","4","8","9","3","3","4","108","95","201","516","649","1166","815","1336","2147","134","101","236","15018","14926","29942",Marrickville - Sydenham - Petersham
