gml_id,sa3_code16,onemeth_train_m,onemeth_train_f,onemeth_train_p,onemeth_bus_m,onemeth_bus_f,onemeth_bus_p,onemeth_ferry_m,onemeth_ferry_f,onemeth_ferry_p,onemeth_tram_inc_lt_rail_m,onemeth_tram_inc_lt_rail_f,onemeth_tram_inc_lt_rail_p,onemeth_taxi_m,onemeth_taxi_f,onemeth_taxi_p,onemeth_car_as_driver_m,onemeth_car_as_driver_f,onemeth_car_as_driver_p,onemeth_car_as_passenger_m,onemeth_car_as_passenger_f,onemeth_car_as_passenger_p,onemeth_truck_m,onemeth_truck_f,onemeth_truck_p,onemeth_motorbike_scooter_m,onemeth_motorbike_scooter_f,onemeth_motorbike_scooter_p,onemeth_bicycle_m,onemeth_bicycle_f,onemeth_bicycle_p,onemeth_other_m,onemeth_other_f,onemeth_other_p,onemeth_walked_only_m,onemeth_walked_only_f,onemeth_walked_only_p,onemeth_tot_onemeth_m,onemeth_tot_onemeth_f,onemeth_tot_onemeth_p,twometh_train_bus_m,twometh_train_bus_f,twometh_train_bus_p,twometh_train_ferry_m,twometh_train_ferry_f,twometh_train_ferry_p,twometh_trn_trm_inc_lt_rl_m,twometh_trn_trm_inc_lt_rl_f,twometh_trn_trm_inc_lt_rl_p,twometh_train_car_as_drvr_m,twometh_train_car_as_drvr_f,twometh_train_car_as_drvr_p,twometh_trn_car_as_pass_m,twometh_trn_car_as_pass_f,twometh_trn_car_as_pass_p,twometh_train_other_m,twometh_train_other_f,twometh_train_other_p,twometh_train_tot_m,twometh_train_tot_f,twometh_train_tot_p,twometh_bus_ferry_m,twometh_bus_ferry_f,twometh_bus_ferry_p,twometh_bus_trm_inc_lt_rl_m,twometh_bus_trm_inc_lt_rl_f,twometh_bus_trm_inc_lt_rl_p,twometh_bus_car_as_driver_m,twometh_bus_car_as_driver_f,twometh_bus_car_as_driver_p,twometh_bus_car_as_pass_m,twometh_bus_car_as_pass_f,twometh_bus_car_as_pass_p,twometh_bus_other_m,twometh_bus_other_f,twometh_bus_other_p,twometh_bus_tot_m,twometh_bus_tot_f,twometh_bus_tot_p,twometh_other_twometh_m,twometh_other_twometh_f,twometh_other_twometh_p,twometh_tot_twometh_m,twometh_tot_twometh_f,twometh_tot_twometh_p,threemeth_trn_2_othr_mthd_m,threemeth_trn_2_othr_mthd_f,threemeth_trn_2_othr_mthd_p,thremth_bu_2_ot_met_exc_tra_m,thremth_bu_2_ot_met_exc_tra_f,thremth_bu_2_ot_met_exc_tra_p,threemeth_oth_threemeth_m,threemeth_oth_threemeth_f,threemeth_oth_threemeth_p,threemeth_tot_threemeth_m,threemeth_tot_threemeth_f,threemeth_tot_threemeth_p,worked_home_m,worked_home_f,worked_home_p,did_not_go_to_work_m,did_not_go_to_work_f,did_not_go_to_work_p,meth_travel_to_work_ns_m,meth_travel_to_work_ns_f,meth_travel_to_work_ns_p,tot_m,tot_f,tot_p,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6da8,"50705","643","803","1442","488","293","781","7","5","14","5","0","5","23","17","32","18530","16262","34792","1284","1244","2528","317","11","330","218","18","240","159","55","214","905","185","1096","379","350","730","22967","19237","42199","339","327","668","0","0","0","0","0","0","378","406","783","53","68","116","28","10","38","793","809","1606","0","0","0","0","0","0","12","13","28","24","27","52","17","4","20","58","46","107","234","74","315","1091","934","2020","174","203","373","8","3","9","5","4","9","183","213","393","492","1090","1583","2988","3317","6306","238","193","434","27951","24979","52937",Rockingham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6da9,"50901","0","3","4","97","37","137","0","0","0","0","0","3","19","27","48","8947","7805","16754","630","737","1370","225","6","236","90","23","109","128","39","168","202","75","275","600","478","1074","10944","9233","20177","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","8","3","7","0","0","0","0","0","0","4","4","10","0","3","6","0","3","7","7","8","15","98","43","138","106","55","160","3","0","3","3","3","3","3","4","7","10","8","14","1084","1103","2187","1090","1505","2595","159","144","302","13387","12047","25431",Albany
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6daa,"50902","12","15","27","389","70","462","0","0","0","0","0","0","6","4","8","7802","6245","14045","568","569","1137","440","15","455","64","12","75","97","41","143","370","104","471","1006","742","1742","10759","7812","18568","0","4","8","0","0","0","0","0","0","19","41","60","0","7","6","0","0","0","23","49","77","0","0","0","0","0","0","8","4","14","3","0","3","0","0","4","12","6","27","112","36","144","145","95","243","0","3","6","0","0","0","16","0","21","23","7","24","1226","1226","2449","1173","1357","2532","221","160","382","13540","10661","24203",Wheat Belt - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6dab,"50903","0","0","0","144","40","182","0","0","0","0","0","0","0","0","3","3141","2258","5397","261","176","430","170","5","176","23","6","30","32","16","50","167","38","209","460","348","806","4404","2880","7281","0","0","3","0","0","0","0","0","0","3","0","4","0","0","0","0","0","0","3","3","7","0","0","0","0","0","0","10","9","18","0","0","0","0","0","0","17","5","27","28","14","37","46","19","69","0","0","0","0","0","0","3","0","3","8","0","8","660","604","1258","339","451","795","113","63","174","5562","4027","9586",Wheat Belt - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6dac,"51001","8","3","11","188","60","245","4","0","4","0","0","3","19","18","38","4214","3955","8171","548","629","1173","96","11","109","213","108","325","247","180","430","224","93","317","1037","1192","2229","6801","6259","13051","4","0","3","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","4","5","8","0","0","0","0","0","0","5","0","8","4","3","5","13","0","11","16","9","24","67","48","116","93","62","151","5","0","5","12","0","9","9","3","13","25","3","25","271","306","570","1639","1796","3437","220","186","403","9041","8605","17649",Kimberley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6dad,"51002","12","3","15","2931","390","3322","3","3","10","0","0","3","22","23","43","5337","2704","8039","1366","450","1816","244","9","249","71","13","85","101","31","128","1124","230","1358","665","602","1274","11895","4463","16350","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","8","0","6","0","0","0","0","0","0","24","4","27","5","11","12","23","3","29","50","18","71","131","28","154","189","47","237","11","0","6","32","9","40","16","6","23","53","17","73","50","119","170","662","483","1137","734","194","929","13574","5313","18893",East Pilbara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6dae,"51003","17","4","27","9204","920","10122","16","0","15","0","0","0","41","7","51","5992","3518","9511","1547","524","2073","211","8","219","78","22","98","108","78","185","1158","226","1388","967","737","1710","19351","6048","25391","0","0","3","0","0","0","0","0","0","0","3","3","0","0","3","3","0","3","3","7","12","3","0","3","0","0","0","29","9","34","19","3","21","59","3","67","109","12","120","110","54","156","215","74","292","18","0","15","49","6","58","18","3","27","88","9","98","84","203","290","1147","784","1931","812","201","1008","21692","7313","29005",West Pilbara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6daf,"51101","0","0","0","146","27","170","0","0","0","0","0","0","3","3","3","2526","1977","4506","206","157","364","72","0","76","52","19","71","48","15","59","57","24","80","193","170","367","3304","2395","5700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4","0","0","0","0","0","3","3","4","5","29","15","40","34","18","51","0","0","0","0","0","0","0","0","0","3","0","3","278","341","616","302","371","671","79","48","128","3991","3177","7168",Esperance
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6db0,"51102","3","0","3","69","12","79","5","0","3","0","0","0","0","0","3","1347","1096","2443","124","157","276","59","4","63","31","17","47","75","77","156","74","36","111","300","331","637","2085","1741","3829","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","8","0","0","0","0","0","0","3","3","5","22","14","38","26","21","40","0","0","0","0","0","4","3","3","3","0","3","10","171","166","339","791","687","1482","87","62","150","3160","2685","5842",Gascoyne
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6db1,"51103","3","0","3","1631","209","1842","5","0","8","0","0","0","48","39","85","7315","5274","12584","1194","656","1852","245","17","259","106","19","130","112","29","145","471","101","577","576","634","1213","11714","6977","18690","0","0","0","0","0","0","0","0","0","3","3","9","0","0","0","0","0","0","4","3","11","0","0","0","0","0","0","68","12","83","15","0","14","27","0","27","111","19","130","145","45","190","257","68","331","0","0","0","18","3","22","8","4","10","26","4","28","116","217","331","759","710","1473","354","115","463","13220","8096","21319",Goldfields
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6db2,"51104","6","6","11","708","102","809","6","0","6","0","0","0","28","16","45","7977","7158","15131","823","681","1506","271","9","286","131","26","162","173","80","254","527","113","638","620","669","1291","11267","8869","20135","0","3","3","0","0","0","0","0","0","3","3","6","0","0","0","0","0","0","3","9","11","0","0","0","0","0","0","6","3","13","4","0","4","13","4","20","28","8","36","111","38","143","142","50","187","0","0","0","7","0","12","8","4","10","21","8","27","585","743","1328","1335","1347","2687","359","168","524","13705","11179","24881",Mid West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6db3,"60101","0","0","0","49","88","132","0","0","3","0","0","0","4","0","4","2618","2337","4949","200","235","432","98","0","99","45","3","42","9","0","6","18","7","25","31","35","58","3062","2706","5767","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","18","26","6","11","16","0","0","0","9","29","45","15","6","27","30","40","67","0","0","0","0","3","3","0","0","0","4","3","6","72","107","174","246","482","725","38","30","74","3450","3365","6819",Brighton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6db4,"60102","0","3","3","518","693","1213","5","0","5","0","0","0","17","18","31","8200","7500","15700","522","923","1444","136","3","138","143","15","160","131","34","169","86","42","128","195","199","394","9961","9431","19385","3","0","3","0","0","0","0","0","0","4","3","9","0","0","0","3","0","3","8","6","12","0","0","0","0","0","0","24","82","107","17","45","67","3","9","11","46","134","181","107","63","172","167","204","362","4","0","4","6","6","15","4","0","4","7","8","17","345","427","772","887","1685","2567","96","82","175","11457","11831","23285",Hobart - North East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6db5,"60103","0","0","3","410","617","1031","0","3","4","0","4","4","75","40","110","7775","6572","14351","661","950","1614","160","3","162","139","11","154","131","33","157","57","35","90","312","249","557","9726","8515","18241","0","0","0","0","0","0","0","0","0","3","3","9","0","0","0","0","0","0","3","3","9","0","0","0","0","0","0","20","55","78","29","36","68","5","7","16","58","105","158","87","65","149","145","167","315","0","0","0","6","9","16","0","0","3","12","11","15","198","291","488","832","1518","2350","143","132","273","11056","10630","21686",Hobart - North West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6db6,"60104","0","4","8","273","358","629","0","0","0","0","0","0","12","0","10","5206","4652","9858","335","598","932","83","4","86","82","10","93","93","21","110","47","18","61","144","139","281","6268","5799","12069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","27","45","69","17","32","50","3","0","3","46","79","122","63","59","113","104","138","239","0","0","0","4","15","18","3","0","8","10","16","19","357","413","773","591","1119","1706","57","48","107","7387","7526","14912",Hobart - South and West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6db7,"60105","22","0","21","529","641","1170","3","0","7","0","5","5","78","53","129","6477","5451","11927","520","1055","1577","62","0","61","163","38","199","503","174","673","101","63","163","1918","2109","4026","10367","9589","19956","3","0","3","0","0","0","0","0","0","4","4","9","0","0","0","0","0","0","5","3","12","0","0","0","0","0","0","14","25","42","14","44","55","11","21","35","40","96","129","136","94","228","181","192","375","3","3","5","19","11","22","16","13","29","39","23","62","638","716","1355","1133","1847","2985","80","88","168","12444","12451","24903",Hobart Inner
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6db8,"60106","0","0","0","24","34","62","0","0","0","3","0","4","7","0","10","2634","2302","4940","163","227","385","60","3","68","25","3","30","6","0","6","21","7","29","69","70","142","3021","2657","5672","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","16","23","5","4","13","0","0","0","9","22","31","34","16","51","42","42","87","0","0","0","3","0","3","0","0","0","3","0","3","160","183","344","278","506","782","39","41","76","3541","3426","6973",Sorell - Dodges Ferry
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6db9,"60201","4","6","9","180","242","419","5","3","5","0","3","3","85","70","155","12700","11370","24078","855","1234","2087","142","6","150","172","27","198","207","62","271","110","57","163","830","847","1670","15298","13913","29214","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","3","11","0","0","0","0","0","0","12","23","37","17","27","36","3","11","19","32","61","86","162","102","257","196","164","354","0","3","3","7","6","8","8","5","18","16","10","29","446","629","1076","1447","2443","3896","130","128","263","17529","17296","34823",Launceston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6dba,"60202","0","0","0","20","20","39","0","0","0","0","0","0","5","0","4","3238","2830","6066","142","181","324","122","0","127","40","8","49","9","3","15","53","20","67","186","144","330","3815","3208","7021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","3","33","13","43","31","12","50","0","0","0","0","0","0","0","0","0","0","0","0","352","361","708","409","675","1083","65","53","117","4666","4311","8980",Meander Valley - West Tamar
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6dbb,"60203","0","0","0","34","25","55","3","0","3","0","0","0","6","5","11","5198","4412","9609","295","308","598","171","0","174","71","5","75","39","13","54","89","33","124","363","309","672","6265","5103","11373","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","3","0","3","0","0","4","0","0","0","4","3","7","62","27","87","70","33","95","0","0","0","0","0","3","3","3","11","5","6","9","520","519","1046","623","917","1534","98","91","188","7584","6663","14247",North East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6dbc,"60301","0","0","0","14","9","29","0","0","0","0","0","0","4","0","6","1689","1283","2974","119","126","242","84","3","84","19","4","16","0","0","0","33","12","48","102","74","176","2070","1508","3578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","10","17","0","7","12","0","0","0","4","20","24","14","8","20","16","28","41","0","0","0","0","0","0","0","0","0","0","0","0","217","162","377","198","329","529","44","37","78","2547","2063","4613",Central Highlands (Tas.)
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6dbd,"60302","0","0","0","25","48","75","0","0","0","0","0","0","0","4","3","2606","2192","4798","189","233","431","76","3","81","20","5","20","17","3","19","36","15","52","122","81","203","3099","2584","5683","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","9","14","14","4","9","16","0","0","0","10","21","31","49","27","77","62","46","110","0","0","0","0","0","0","0","0","3","3","3","3","304","310","613","356","569","928","53","41","93","3875","3560","7432",Huon - Bruny Island
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6dbe,"60303","0","0","0","5","3","8","3","0","3","0","0","0","0","0","0","727","609","1344","44","52","97","29","0","29","8","0","8","7","5","15","12","7","19","94","90","182","933","764","1700","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","9","6","12","15","3","22","0","0","0","0","0","0","0","0","0","0","0","0","125","129","256","174","246","423","27","14","38","1271","1162","2433",South East Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6dbf,"40301","256","263","523","158","198","358","0","0","0","227","292","512","21","5","31","5338","4888","10222","240","341","578","57","0","60","56","8","67","183","64","242","75","30","109","189","246","435","6811","6326","13137","12","18","27","0","0","0","4","10","14","18","21","41","4","6","4","6","3","13","40","53","98","0","0","0","13","13","30","16","16","32","3","7","12","4","0","4","32","41","74","85","68","158","164","168","329","12","10","20","4","10","17","6","3","12","25","16","40","351","469","816","594","1070","1665","52","57","114","7989","8112","16098",Holdfast Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6dc0,"40302","888","868","1759","557","753","1315","5","0","5","200","345","548","45","22","74","14505","12839","27346","589","1110","1699","170","5","173","218","26","247","316","71","387","195","48","244","273","286","561","17969","16376","34346","102","80","174","0","0","0","19","17","39","114","141","260","20","18","37","14","8","27","269","271","541","0","0","0","13","15","27","33","80","112","17","53","74","8","5","17","71","152","226","220","216","434","568","642","1204","42","52","95","9","22","31","7","10","11","59","79","143","533","690","1219","1645","3027","4670","151","160","306","20915","20971","41888",Marion
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p44_method_of_travel_to_work_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6dc1,"60401","0","0","0","65","61","123","0","0","3","0","4","4","13","29","46","6917","6333","13253","465","553","1018","160","3","164","63","4","71","59","14","75","59","26","84","290","257","553","8092","7290","15381","0","0","0","0","0","0","0","0","0","7","3","8","0","0","0","0","0","0","7","3","12","0","0","0","0","0","0","12","6","15","0","6","10","3","3","5","20","13","26","62","27","89","85","41","129","0","0","0","0","0","0","3","3","6","3","4","3","340","401","744","867","1335","2200","113","103","209","9497","9172","18667",Burnie - Ulverstone
