sa3_code_2011,sa3_name_2011,year,land_area_ha,wu_ag_area_ha,wu_irrigated_area_ha,wu_vol_wat_app_ml,wu_wat_oth_ag_use_ml,wu_tot_wat_use_ml,wu_app_rate_ml_per_ha,pa_indig_area,pa_nat_park,pa_nat_res,pa_oth_pa,pa_tot,pa_indig_area_ha,pa_nat_park_ha,pa_nat_res_ha,pa_oth_pa_ha,pa_tot_ha,pa_indig_area_pc,pa_nat_park_pc,pa_nat_res_pc,pa_oth_pa_pc,pa_tot_pc,esg_gen_meters,esg_non_gen_meters,esg_tot_meters,esg_meter_dwell_gen_elec_pc,mksfg_net_meters_kwh,mksfg_gross_meters_kwh,mksfg_non_gen_meters_kwh,solar_panel_system,solar_water_heater
21603,Shepparton,2011,233320.6,,,,,,,,,,,,,,,,,,,,,,1886.0,23412.0,25298.0,7.5,5254.0,,4408.0,,
21603,Shepparton,2010,,,,,,,,,,,,,,,,,,,,,,,1022.0,23950.0,24972.0,4.1,5997.0,,5548.0,,
21701,Glenelg - Southern Grampians,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.0,1074.0
21701,Glenelg - Southern Grampians,2012,,,,,,,,,,,,,,,,,,,,,,,1080.0,16638.0,17718.0,6.1,4830.0,,4549.0,,
21701,Glenelg - Southern Grampians,2011,1294717.6,,,,,,,,,,,,,,,,,,,,,,581.0,16997.0,17578.0,3.3,4983.0,,4538.0,,
21701,Glenelg - Southern Grampians,2010,,,,,,,,,,,,,,,,,,,,,,,151.0,17345.0,17496.0,0.9,4363.0,,5253.0,,
21702,Warrnambool - Otway Ranges,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3805.0,2969.0
21702,Warrnambool - Otway Ranges,2012,,,,,,,,,,,,,,,,,,,,,,,2254.0,39123.0,41377.0,5.4,4859.0,,4586.0,,
21702,Warrnambool - Otway Ranges,2011,1343289.0,,,,,,,,,,,,,,,,,,,,,,1283.0,39596.0,40879.0,3.1,4716.0,,4498.0,,
21702,Warrnambool - Otway Ranges,2010,,,,,,,,,,,,,,,,,,,,,,,418.0,40010.0,40428.0,1.0,4614.0,,5306.0,,
30101,Capalaba,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8909.0,3065.0
30101,Capalaba,2012,,,,,,,,,,,,,,,,,,,,,,,5632.0,20510.0,26142.0,21.5,6222.0,,6526.0,,
30101,Capalaba,2011,8917.2,,,,,,,,,,,,,,,,,,,,,,3176.0,22863.0,26039.0,12.2,6164.0,,6892.0,,
30101,Capalaba,2010,,,,,,,,,,,,,,,,,,,,,,,1383.0,24433.0,25816.0,5.4,6404.0,,7160.0,,
30102,Cleveland - Stradbroke,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10866.0,4200.0
30102,Cleveland - Stradbroke,2012,,,,,,,,,,,,,,,,,,,,,,,6706.0,26419.0,33125.0,20.2,5475.0,,5705.0,,
30102,Cleveland - Stradbroke,2011,65382.8,,,,,,,,,,,,,,,,,,,,,,4065.0,28594.0,32659.0,12.4,5418.0,,6046.0,,
30102,Cleveland - Stradbroke,2010,,,,,,,,,,,,,,,,,,,,,,,1835.0,30265.0,32100.0,5.7,5588.0,,6242.0,,
30103,Wynnum - Manly,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6683.0,2238.0
30103,Wynnum - Manly,2012,,,,,,,,,,,,,,,,,,,,,,,4247.0,22040.0,26287.0,16.2,5237.0,,5370.0,,
30103,Wynnum - Manly,2011,8221.2,,,,,,,,,,,,,,,,,,,,,,2400.0,23648.0,26048.0,9.2,5038.0,,5647.0,,
30103,Wynnum - Manly,2010,,,,,,,,,,,,,,,,,,,,,,,994.0,24836.0,25830.0,3.8,5074.0,,5744.0,,
30201,Bald Hills - Everton Park,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3731.0,1392.0
30201,Bald Hills - Everton Park,2012,,,,,,,,,,,,,,,,,,,,,,,2549.0,12464.0,15013.0,17.0,5991.0,,6040.0,,
30201,Bald Hills - Everton Park,2011,3561.6,,,,,,,,,,,,,,,,,,,,,,1316.0,13597.0,14913.0,8.8,5900.0,,6394.0,,
30201,Bald Hills - Everton Park,2010,,,,,,,,,,,,,,,,,,,,,,,489.0,14254.0,14743.0,3.3,6097.0,,6676.0,,
30202,Chermside,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4719.0,1505.0
30202,Chermside,2012,,,,,,,,,,,,,,,,,,,,,,,2837.0,26707.0,29544.0,9.6,5101.0,,4508.0,,
30202,Chermside,2011,3220.2,,,,,,,,,,,,,,,,,,,,,,1509.0,27716.0,29225.0,5.2,5002.0,,4777.0,,
30202,Chermside,2010,,,,,,,,,,,,,,,,,,,,,,,534.0,28252.0,28786.0,1.9,4922.0,,4929.0,,
30203,Nundah,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2894.0,1246.0
30203,Nundah,2012,,,,,,,,,,,,,,,,,,,,,,,1716.0,13972.0,15688.0,10.9,4788.0,,4342.0,,
30203,Nundah,2011,8680.8,,,,,,,,,,,,,,,,,,,,,,901.0,14636.0,15537.0,5.8,4610.0,,4587.0,,
30203,Nundah,2010,,,,,,,,,,,,,,,,,,,,,,,351.0,15014.0,15365.0,2.3,4680.0,,4676.0,,
30204,Sandgate,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5634.0,1755.0
30204,Sandgate,2012,,,,,,,,,,,,,,,,,,,,,,,3353.0,19021.0,22374.0,15.0,4768.0,,4676.0,,
30204,Sandgate,2011,3197.6,,,,,,,,,,,,,,,,,,,,,,1720.0,20402.0,22122.0,7.8,4740.0,,4944.0,,
30204,Sandgate,2010,,,,,,,,,,,,,,,,,,,,,,,600.0,21219.0,21819.0,2.7,4801.0,,5123.0,,
30302,Holland Park - Yeronga,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3578.0,1222.0
30302,Holland Park - Yeronga,2012,,,,,,,,,,,,,,,,,,,,,,,2141.0,29370.0,31511.0,6.8,4931.0,,4033.0,,
30302,Holland Park - Yeronga,2011,2746.4,,,,,,,,,,,,,,,,,,,,,,1204.0,30041.0,31245.0,3.9,4709.0,,4184.0,,
30302,Holland Park - Yeronga,2010,,,,,,,,,,,,,,,,,,,,,,,499.0,30465.0,30964.0,1.6,4941.0,,4302.0,,
30303,Mt Gravatt,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6382.0,2280.0
30303,Mt Gravatt,2012,,,,,,,,,,,,,,,,,,,,,,,4256.0,20234.0,24490.0,17.4,5891.0,,5883.0,,
30303,Mt Gravatt,2011,7931.2,,,,,,,,,,,,,,,,,,,,,,2354.0,21984.0,24338.0,9.7,5829.0,,6262.0,,
30303,Mt Gravatt,2010,,,,,,,,,,,,,,,,,,,,,,,874.0,23208.0,24082.0,3.6,6008.0,,6443.0,,
30305,Rocklea - Acacia Ridge,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6982.0,2067.0
30305,Rocklea - Acacia Ridge,2012,,,,,,,,,,,,,,,,,,,,,,,4578.0,14543.0,19121.0,23.9,5787.0,,6344.0,,
30305,Rocklea - Acacia Ridge,2011,8520.7,,,,,,,,,,,,,,,,,,,,,,2376.0,16515.0,18891.0,12.6,6043.0,,6690.0,,
30305,Rocklea - Acacia Ridge,2010,,,,,,,,,,,,,,,,,,,,,,,758.0,17926.0,18684.0,4.1,6515.0,,6899.0,,
30904,Gold Coast Hinterland,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251.0,982.0
30904,Gold Coast Hinterland,2012,,,,,,,,,,,,,,,,,,,,,,,1571.0,5845.0,7416.0,21.2,5908.0,,6208.0,,
30904,Gold Coast Hinterland,2011,82797.5,,,,,,,,,,,,,,,,,,,,,,1025.0,6345.0,7370.0,13.9,6001.0,,6620.0,,
30904,Gold Coast Hinterland,2010,,,,,,,,,,,,,,,,,,,,,,,489.0,6806.0,7295.0,6.7,6190.0,,6901.0,,
30905,Mudgeeraba - Tallebudgera,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3489.0,1661.0
30905,Mudgeeraba - Tallebudgera,2012,,,,,,,,,,,,,,,,,,,,,,,2312.0,8976.0,11288.0,20.5,6946.0,,7260.0,,
30905,Mudgeeraba - Tallebudgera,2011,18931.3,,,,,,,,,,,,,,,,,,,,,,1485.0,9741.0,11226.0,13.2,7047.0,,7714.0,,
30905,Mudgeeraba - Tallebudgera,2010,,,,,,,,,,,,,,,,,,,,,,,586.0,10512.0,11098.0,5.3,7593.0,,8070.0,,
30906,Nerang,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6583.0,2883.0
30906,Nerang,2012,,,,,,,,,,,,,,,,,,,,,,,4220.0,19218.0,23438.0,18.0,6778.0,,6827.0,,
30906,Nerang,2011,12313.7,,,,,,,,,,,,,,,,,,,,,,2579.0,20510.0,23089.0,11.2,6892.0,,7201.0,,
30906,Nerang,2010,,,,,,,,,,,,,,,,,,,,,,,904.0,21980.0,22884.0,4.0,7504.0,,7531.0,,
30907,Ormeau - Oxenford,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10290.0,4298.0
30907,Ormeau - Oxenford,2012,,,,,,,,,,,,,,,,,,,,,,,6478.0,29964.0,36442.0,17.8,6373.0,,6854.0,,
30907,Ormeau - Oxenford,2011,51835.7,,,,,,,,,,,,,,,,,,,,,,3826.0,31745.0,35571.0,10.8,6431.0,,7199.0,,
30907,Ormeau - Oxenford,2010,,,,,,,,,,,,,,,,,,,,,,,1432.0,33054.0,34486.0,4.2,6733.0,,7496.0,,
31802,Townsville,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16399.0,3983.0
31802,Townsville,2012,,,,,,,,,,,,,,,,,,,,,,,9004.0,67468.0,76472.0,11.8,7369.0,,6626.0,,
31802,Townsville,2011,382226.1,,,,,,,,,,,,,,,,,,,,,,4252.0,70474.0,74726.0,5.7,6807.0,,6943.0,,
31802,Townsville,2010,,,,,,,,,,,,,,,,,,,,,,,1904.0,71460.0,73364.0,2.6,6880.0,,7387.0,,
31901,Bundaberg,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10503.0,4667.0
31901,Bundaberg,2012,,,,,,,,,,,,,,,,,,,,,,,6392.0,31546.0,37938.0,16.8,4461.0,,4971.0,,
31901,Bundaberg,2011,378962.8,,,,,,,,,,,,,,,,,,,,,,3625.0,33625.0,37250.0,9.7,4504.0,,5261.0,,
31901,Bundaberg,2010,,,,,,,,,,,,,,,,,,,,,,,1535.0,35331.0,36866.0,4.2,4468.0,,5471.0,,
31902,Burnett,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5030.0,1624.0
31902,Burnett,2012,,,,,,,,,,,,,,,,,,,,,,,2910.0,19505.0,22415.0,13.0,4466.0,,4881.0,,
31902,Burnett,2011,3073497.2,,,,,,,,,,,,,,,,,,,,,,1650.0,20378.0,22028.0,7.5,4647.0,,5177.0,,
31902,Burnett,2010,,,,,,,,,,,,,,,,,,,,,,,624.0,21180.0,21804.0,2.9,4692.0,,5225.0,,
31903,Gympie - Cooloola,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6689.0,2694.0
31903,Gympie - Cooloola,2012,,,,,,,,,,,,,,,,,,,,,,,4101.0,17344.0,21445.0,19.1,4605.0,,4943.0,,
31903,Gympie - Cooloola,2011,697729.0,,,,,,,,,,,,,,,,,,,,,,2539.0,18745.0,21284.0,11.9,4692.0,,5151.0,,
31903,Gympie - Cooloola,2010,,,,,,,,,,,,,,,,,,,,,,,971.0,20019.0,20990.0,4.6,4889.0,,5303.0,,
31904,Hervey Bay,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7538.0,4108.0
31904,Hervey Bay,2012,,,,,,,,,,,,,,,,,,,,,,,4693.0,19759.0,24452.0,19.2,4016.0,,4811.0,,
31904,Hervey Bay,2011,25149.8,,,,,,,,,,,,,,,,,,,,,,3226.0,20904.0,24130.0,13.4,4176.0,,5065.0,,
31904,Hervey Bay,2010,,,,,,,,,,,,,,,,,,,,,,,1426.0,22479.0,23905.0,6.0,4623.0,,5225.0,,
31905,Maryborough,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5062.0,2704.0
31905,Maryborough,2012,,,,,,,,,,,,,,,,,,,,,,,3114.0,16575.0,19689.0,15.8,4078.0,,4611.0,,
31905,Maryborough,2011,674942.6,,,,,,,,,,,,,,,,,,,,,,2000.0,17499.0,19499.0,10.3,4182.0,,4864.0,,
31905,Maryborough,2010,,,,,,,,,,,,,,,,,,,,,,,923.0,18440.0,19363.0,4.8,4397.0,,4980.0,,
40501,Barossa,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5111.0,1429.0
40501,Barossa,2012,,,,,,,,,,,,,,,,,,,,,,,3364.0,11478.0,14842.0,22.7,5202.0,,5439.0,,
40501,Barossa,2011,283713.2,,,,,,,,,,,,,,,,,,,,,,2125.0,12520.0,14645.0,14.5,5328.0,,5690.0,,
40501,Barossa,2010,,,,,,,,,,,,,,,,,,,,,,,931.0,13473.0,14404.0,6.5,5360.0,,6199.0,,
40502,Lower North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3244.0,671.0
40502,Lower North,2012,,,,,,,,,,,,,,,,,,,,,,,1936.0,9704.0,11640.0,16.6,4918.0,,5020.0,,
40502,Lower North,2011,1372983.4,,,,,,,,,,,,,,,,,,,,,,1120.0,10470.0,11590.0,9.7,5209.0,,5255.0,,
40502,Lower North,2010,,,,,,,,,,,,,,,,,,,,,,,433.0,11093.0,11526.0,3.8,5132.0,,5659.0,,
40503,Mid North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3929.0,758.0
40503,Mid North,2012,,,,,,,,,,,,,,,,,,,,,,,2333.0,11207.0,13540.0,17.2,4336.0,,4154.0,,
40503,Mid North,2011,1440935.5,,,,,,,,,,,,,,,,,,,,,,1076.0,12418.0,13494.0,8.0,4747.0,,4402.0,,
40503,Mid North,2010,,,,,,,,,,,,,,,,,,,,,,,370.0,13092.0,13462.0,2.7,4970.0,,4804.0,,
40504,Yorke Peninsula,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5382.0,821.0
40504,Yorke Peninsula,2012,,,,,,,,,,,,,,,,,,,,,,,3601.0,14287.0,17888.0,20.1,3618.0,,3180.0,,
40504,Yorke Peninsula,2011,674068.4,,,,,,,,,,,,,,,,,,,,,,1824.0,15821.0,17645.0,10.3,3946.0,,3448.0,,
40504,Yorke Peninsula,2010,,,,,,,,,,,,,,,,,,,,,,,541.0,16892.0,17433.0,3.1,4446.0,,3847.0,,
40601,Eyre Peninsula and South West,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7260.0,2116.0
40601,Eyre Peninsula and South West,2012,,,,,,,,,,,,,,,,,,,,,,,4161.0,24160.0,28321.0,14.7,4494.0,,4483.0,,
40601,Eyre Peninsula and South West,2011,23278160.6,,,,,,,,,,,,,,,,,,,,,,2177.0,25889.0,28066.0,7.8,4814.0,,4654.0,,
40601,Eyre Peninsula and South West,2010,,,,,,,,,,,,,,,,,,,,,,,641.0,27308.0,27949.0,2.3,4845.0,,5041.0,,
40602,Outback - North and East,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2401.0,1139.0
40602,Outback - North and East,2012,,,,,,,,,,,,,,,,,,,,,,,1395.0,6511.0,7906.0,17.6,5054.0,,5157.0,,
40602,Outback - North and East,2011,64497151.5,,,,,,,,,,,,,,,,,,,,,,700.0,7164.0,7864.0,8.9,5468.0,,5453.0,,
40602,Outback - North and East,2010,,,,,,,,,,,,,,,,,,,,,,,200.0,7666.0,7866.0,2.5,5568.0,,6026.0,,
40701,Fleurieu - Kangaroo Island,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9870.0,2445.0
40701,Fleurieu - Kangaroo Island,2012,,,,,,,,,,,,,,,,,,,,,,,6917.0,23175.0,30092.0,23.0,3761.0,,3483.0,,
40701,Fleurieu - Kangaroo Island,2011,736390.0,,,,,,,,,,,,,,,,,,,,,,4689.0,24964.0,29653.0,15.8,3993.0,,3674.0,,
40701,Fleurieu - Kangaroo Island,2010,,,,,,,,,,,,,,,,,,,,,,,2305.0,26890.0,29195.0,7.9,4264.0,,4020.0,,
30504,Brisbane Inner - West,2012,,,,,,,,,,,,,,,,,,,,,,,1591.0,22447.0,24038.0,6.6,5504.0,,4414.0,,
30504,Brisbane Inner - West,2011,2162.0,,,,,,,,,,,,,,,,,,,,,,928.0,23042.0,23970.0,3.9,5140.0,,4621.0,,
30504,Brisbane Inner - West,2010,,,,,,,,,,,,,,,,,,,,,,,426.0,23474.0,23900.0,1.8,5085.0,,4671.0,,
30601,Cairns - North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3447.0,1919.0
30601,Cairns - North,2012,,,,,,,,,,,,,,,,,,,,,,,2215.0,20656.0,22871.0,9.7,6886.0,,6618.0,,
30601,Cairns - North,2011,16050.7,,,,,,,,,,,,,,,,,,,,,,1261.0,21255.0,22516.0,5.6,6822.0,,6729.0,,
30601,Cairns - North,2010,,,,,,,,,,,,,,,,,,,,,,,612.0,21647.0,22259.0,2.7,7079.0,,7077.0,,
30602,Cairns - South,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5948.0,3250.0
30602,Cairns - South,2012,,,,,,,,,,,,,,,,,,,,,,,2931.0,39890.0,42821.0,6.8,6182.0,,5924.0,,
30602,Cairns - South,2011,63335.4,,,,,,,,,,,,,,,,,,,,,,1746.0,40622.0,42368.0,4.1,6021.0,,6086.0,,
30602,Cairns - South,2010,,,,,,,,,,,,,,,,,,,,,,,893.0,41194.0,42087.0,2.1,6471.0,,6450.0,,
30603,Innisfail - Cassowary Coast,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2107.0,896.0
30603,Innisfail - Cassowary Coast,2012,,,,,,,,,,,,,,,,,,,,,,,1017.0,14395.0,15412.0,6.6,5879.0,,5892.0,,
30603,Innisfail - Cassowary Coast,2011,599096.0,,,,,,,,,,,,,,,,,,,,,,325.0,14854.0,15179.0,2.1,5638.0,,5832.0,,
30603,Innisfail - Cassowary Coast,2010,,,,,,,,,,,,,,,,,,,,,,,112.0,14921.0,15033.0,0.7,5953.0,,6540.0,,
30604,Port Douglas - Daintree,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.0,275.0
30604,Port Douglas - Daintree,2012,,,,,,,,,,,,,,,,,,,,,,,428.0,5802.0,6230.0,6.9,6126.0,,6051.0,,
30604,Port Douglas - Daintree,2011,242056.9,,,,,,,,,,,,,,,,,,,,,,169.0,5973.0,6142.0,2.8,6938.0,,6269.0,,
30604,Port Douglas - Daintree,2010,,,,,,,,,,,,,,,,,,,,,,,75.0,6027.0,6102.0,1.2,7804.0,,6834.0,,
30605,Tablelands (East) - Kuranda,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308.0,1963.0
30605,Tablelands (East) - Kuranda,2012,,,,,,,,,,,,,,,,,,,,,,,2036.0,15499.0,17535.0,11.6,4847.0,,5178.0,,
30605,Tablelands (East) - Kuranda,2011,1213922.3,,,,,,,,,,,,,,,,,,,,,,1061.0,15954.0,17015.0,6.2,5113.0,,5443.0,,
30605,Tablelands (East) - Kuranda,2010,,,,,,,,,,,,,,,,,,,,,,,356.0,16505.0,16861.0,2.1,5040.0,,5550.0,,
30301,Carindale,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3908.0,1439.0
30701,Darling Downs (West) - Maranoa,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3736.0,1097.0
30301,Carindale,2012,,,,,,,,,,,,,,,,,,,,,,,2536.0,16513.0,19049.0,13.3,5912.0,,5892.0,,
30701,Darling Downs (West) - Maranoa,2012,,,,,,,,,,,,,,,,,,,,,,,1773.0,16703.0,18476.0,9.6,6091.0,,6141.0,,
30301,Carindale,2011,2650.6,,,,,,,,,,,,,,,,,,,,,,1388.0,17570.0,18958.0,7.3,5702.0,,6159.0,,
30701,Darling Downs (West) - Maranoa,2011,14125877.1,,,,,,,,,,,,,,,,,,,,,,1098.0,16835.0,17933.0,6.1,6471.0,,6374.0,,
30301,Carindale,2010,,,,,,,,,,,,,,,,,,,,,,,597.0,18169.0,18766.0,3.2,5700.0,,6250.0,,
30701,Darling Downs (West) - Maranoa,2010,,,,,,,,,,,,,,,,,,,,,,,371.0,17273.0,17644.0,2.1,7071.0,,6756.0,,
30304,Nathan,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3146.0,1183.0
30304,Nathan,2012,,,,,,,,,,,,,,,,,,,,,,,2000.0,13171.0,15171.0,13.2,5507.0,,5107.0,,
30304,Nathan,2011,2446.6,,,,,,,,,,,,,,,,,,,,,,1092.0,13970.0,15062.0,7.3,5592.0,,5398.0,,
30304,Nathan,2010,,,,,,,,,,,,,,,,,,,,,,,396.0,14542.0,14938.0,2.7,5388.0,,5552.0,,
30306,Sunnybank,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5728.0,1741.0
30702,Darling Downs - East,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3957.0,1151.0
30702,Darling Downs - East,2012,,,,,,,,,,,,,,,,,,,,,,,2004.0,14239.0,16243.0,12.3,5017.0,,5410.0,,
30702,Darling Downs - East,2011,1665620.2,,,,,,,,,,,,,,,,,,,,,,1059.0,14713.0,15772.0,6.7,5234.0,,5613.0,,
30702,Darling Downs - East,2010,,,,,,,,,,,,,,,,,,,,,,,360.0,15238.0,15598.0,2.3,5390.0,,5682.0,,
30703,Granite Belt,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4430.0,1201.0
30703,Granite Belt,2012,,,,,,,,,,,,,,,,,,,,,,,2163.0,14924.0,17087.0,12.7,4908.0,,5094.0,,
30703,Granite Belt,2011,843770.3,,,,,,,,,,,,,,,,,,,,,,1025.0,15569.0,16594.0,6.2,5008.0,,5492.0,,
30703,Granite Belt,2010,,,,,,,,,,,,,,,,,,,,,,,350.0,15999.0,16349.0,2.1,5146.0,,5675.0,,
30801,Central Highlands (Qld),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.0,1617.0
30801,Central Highlands (Qld),2012,,,,,,,,,,,,,,,,,,,,,,,750.0,11800.0,12550.0,6.0,8026.0,,7430.0,,
30801,Central Highlands (Qld),2011,6022516.7,,,,,,,,,,,,,,,,,,,,,,313.0,11417.0,11730.0,2.7,8552.0,,7452.0,,
30801,Central Highlands (Qld),2010,,,,,,,,,,,,,,,,,,,,,,,56.0,11284.0,11340.0,0.5,8167.0,,7575.0,,
30802,Gladstone - Biloela,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6929.0,2880.0
30802,Gladstone - Biloela,2012,,,,,,,,,,,,,,,,,,,,,,,4101.0,27971.0,32072.0,12.8,6151.0,,5914.0,,
30802,Gladstone - Biloela,2011,3901206.6,,,,,,,,,,,,,,,,,,,,,,1669.0,28781.0,30450.0,5.5,5906.0,,6199.0,,
30802,Gladstone - Biloela,2010,,,,,,,,,,,,,,,,,,,,,,,534.0,28843.0,29377.0,1.8,5845.0,,6355.0,,
30803,Rockhampton,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8833.0,6696.0
30803,Rockhampton,2012,,,,,,,,,,,,,,,,,,,,,,,5309.0,42381.0,47690.0,11.1,5245.0,,5815.0,,
30803,Rockhampton,2011,1831174.1,,,,,,,,,,,,,,,,,,,,,,2579.0,43591.0,46170.0,5.6,4970.0,,5964.0,,
30803,Rockhampton,2010,,,,,,,,,,,,,,,,,,,,,,,1118.0,44259.0,45377.0,2.5,5074.0,,6108.0,,
30901,Broadbeach - Burleigh,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4493.0,2400.0
30901,Broadbeach - Burleigh,2012,,,,,,,,,,,,,,,,,,,,,,,2922.0,28487.0,31409.0,9.3,6190.0,,4780.0,,
30901,Broadbeach - Burleigh,2011,3359.3,,,,,,,,,,,,,,,,,,,,,,1826.0,29536.0,31362.0,5.8,6433.0,,5018.0,,
30901,Broadbeach - Burleigh,2010,,,,,,,,,,,,,,,,,,,,,,,626.0,30730.0,31356.0,2.0,6923.0,,5272.0,,
30902,Coolangatta,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4664.0,2506.0
30902,Coolangatta,2012,,,,,,,,,,,,,,,,,,,,,,,3156.0,22098.0,25254.0,12.5,5671.0,,4608.0,,
30902,Coolangatta,2011,3489.5,,,,,,,,,,,,,,,,,,,,,,2082.0,23171.0,25253.0,8.2,5826.0,,4844.0,,
30902,Coolangatta,2010,,,,,,,,,,,,,,,,,,,,,,,707.0,24467.0,25174.0,2.8,6317.0,,5086.0,,
30903,Gold Coast - North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5038.0,2087.0
30306,Sunnybank,2012,,,,,,,,,,,,,,,,,,,,,,,3924.0,12739.0,16663.0,23.5,5785.0,,6153.0,,
30903,Gold Coast - North,2012,,,,,,,,,,,,,,,,,,,,,,,3283.0,24338.0,27621.0,11.9,5386.0,,5154.0,,
30903,Gold Coast - North,2011,4057.4,,,,,,,,,,,,,,,,,,,,,,1915.0,25590.0,27505.0,7.0,5292.0,,5428.0,,
30903,Gold Coast - North,2010,,,,,,,,,,,,,,,,,,,,,,,707.0,26751.0,27458.0,2.6,5922.0,,5659.0,,
40101,Adelaide City,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.0,304.0
50501,Joondalup,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13599.0,7595.0
30306,Sunnybank,2011,2218.6,,,,,,,,,,,,,,,,,,,,,,2073.0,14481.0,16554.0,12.5,5972.0,,6533.0,,
31303,Caboolture Hinterland,2010,,,,,,,,,,,,,,,,,,,,,,,186.0,4271.0,4457.0,4.2,4724.0,,6154.0,,
31304,Narangba - Burpengary,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7681.0,2886.0
31304,Narangba - Burpengary,2012,,,,,,,,,,,,,,,,,,,,,,,4676.0,16109.0,20785.0,22.5,6163.0,,6370.0,,
31304,Narangba - Burpengary,2011,17195.2,,,,,,,,,,,,,,,,,,,,,,2372.0,18163.0,20535.0,11.6,6012.0,,6714.0,,
31304,Narangba - Burpengary,2010,,,,,,,,,,,,,,,,,,,,,,,880.0,19331.0,20211.0,4.4,6184.0,,7056.0,,
31305,Redcliffe,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5541.0,2302.0
31305,Redcliffe,2012,,,,,,,,,,,,,,,,,,,,,,,3316.0,23234.0,26550.0,12.5,4988.0,,4682.0,,
31305,Redcliffe,2011,3807.5,,,,,,,,,,,,,,,,,,,,,,1828.0,24543.0,26371.0,6.9,4726.0,,4859.0,,
31305,Redcliffe,2010,,,,,,,,,,,,,,,,,,,,,,,684.0,25449.0,26133.0,2.6,5145.0,,5048.0,,
31401,Hills District,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10002.0,3547.0
31401,Hills District,2012,,,,,,,,,,,,,,,,,,,,,,,6459.0,22374.0,28833.0,22.4,6573.0,,7261.0,,
31401,Hills District,2011,66876.2,,,,,,,,,,,,,,,,,,,,,,3420.0,25019.0,28439.0,12.0,6506.0,,7618.0,,
31401,Hills District,2010,,,,,,,,,,,,,,,,,,,,,,,1429.0,26579.0,28008.0,5.1,6544.0,,7886.0,,
31402,North Lakes,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6424.0,1918.0
31402,North Lakes,2012,,,,,,,,,,,,,,,,,,,,,,,3648.0,16730.0,20378.0,17.9,5301.0,,5315.0,,
