sa3_code_2011,sa3_name_2011,year,land_area_ha,wu_ag_area_ha,wu_irrigated_area_ha,wu_vol_wat_app_ml,wu_wat_oth_ag_use_ml,wu_tot_wat_use_ml,wu_app_rate_ml_per_ha,pa_indig_area,pa_nat_park,pa_nat_res,pa_oth_pa,pa_tot,pa_indig_area_ha,pa_nat_park_ha,pa_nat_res_ha,pa_oth_pa_ha,pa_tot_ha,pa_indig_area_pc,pa_nat_park_pc,pa_nat_res_pc,pa_oth_pa_pc,pa_tot_pc,esg_gen_meters,esg_non_gen_meters,esg_tot_meters,esg_meter_dwell_gen_elec_pc,mksfg_net_meters_kwh,mksfg_gross_meters_kwh,mksfg_non_gen_meters_kwh,solar_panel_system,solar_water_heater
11504,Rouse Hill - McGraths Hill,2011,11836.1,,,,,,,,,,,,,,,,,,,,,,75.0,8916.0,8991.0,0.8,6886.0,7985.0,8679.0,,
11504,Rouse Hill - McGraths Hill,2010,,,,,,,,,,,,,,,,,,,,,,,,8807.0,,,,4507.0,9195.0,,
11601,Blacktown,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6160.0,1869.0
11601,Blacktown,2012,,,,,,,,,,,,,,,,,,,,,,,781.0,45479.0,46260.0,1.7,6150.0,5265.0,5659.0,,
11601,Blacktown,2011,5626.5,,,,,,,,,,,,,,,,,,,,,,288.0,45651.0,45939.0,0.6,6458.0,6479.0,6149.0,,
11601,Blacktown,2010,,,,,,,,,,,,,,,,,,,,,,,,45791.0,,,,7207.0,6406.0,,
11602,Blacktown - North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4368.0,738.0
11602,Blacktown - North,2012,,,,,,,,,,,,,,,,,,,,,,,787.0,24972.0,25759.0,3.1,5092.0,5981.0,5990.0,,
11602,Blacktown - North,2011,10300.9,,,,,,,,,,,,,,,,,,,,,,251.0,24443.0,24694.0,1.0,5519.0,7260.0,6453.0,,
11602,Blacktown - North,2010,,,,,,,,,,,,,,,,,,,,,,,,23799.0,,,,7535.0,6928.0,,
11603,Mount Druitt,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4287.0,1182.0
11603,Mount Druitt,2012,,,,,,,,,,,,,,,,,,,,,,,478.0,34139.0,34617.0,1.4,5724.0,6126.0,5492.0,,
11603,Mount Druitt,2011,8285.7,,,,,,,,,,,,,,,,,,,,,,139.0,33937.0,34076.0,0.4,7185.0,6964.0,5879.0,,
11603,Mount Druitt,2010,,,,,,,,,,,,,,,,,,,,,,,,33587.0,,,,6199.0,6151.0,,
11701,Botany,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.0,250.0
11701,Botany,2012,,,,,,,,,,,,,,,,,,,,,,,364.0,16745.0,17109.0,2.1,5339.0,6357.0,3854.0,,
11701,Botany,2011,2780.2,,,,,,,,,,,,,,,,,,,,,,314.0,16641.0,16955.0,1.9,6717.0,6409.0,4296.0,,
11701,Botany,2010,,,,,,,,,,,,,,,,,,,,,,,138.0,16773.0,16911.0,0.8,6064.0,7860.0,4375.0,,
11801,Eastern Suburbs - North,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.0,502.0
11801,Eastern Suburbs - North,2012,,,,,,,,,,,,,,,,,,,,,,,,62796.0,,,,6471.0,4250.0,,
11801,Eastern Suburbs - North,2011,2607.5,,,,,,,,,,,,,,,,,,,,,,,63339.0,,,,6006.0,4483.0,,
11801,Eastern Suburbs - North,2010,,,,,,,,,,,,,,,,,,,,,,,,63654.0,,,,6136.0,4628.0,,
11703,Sydney Inner City,2012,,,,,,,,,,,,,,,,,,,,,,,,101116.0,,,2562.0,,3203.0,,
11702,Marrickville - Sydenham - Petersham,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.0,387.0
11703,Sydney Inner City,2011,2504.7,,,,,,,,,,,,,,,,,,,,,,493.0,100227.0,100720.0,0.5,3979.0,4799.0,3542.0,,
11702,Marrickville - Sydenham - Petersham,2012,,,,,,,,,,,,,,,,,,,,,,,580.0,23459.0,24039.0,2.4,3538.0,4670.0,3775.0,,
11703,Sydney Inner City,2010,,,,,,,,,,,,,,,,,,,,,,,286.0,99808.0,100094.0,0.3,4138.0,5126.0,3545.0,,
11702,Marrickville - Sydenham - Petersham,2011,1266.9,,,,,,,,,,,,,,,,,,,,,,489.0,23276.0,23765.0,2.1,4305.0,4398.0,3906.0,,
11802,Eastern Suburbs - South,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532.0,886.0
11702,Marrickville - Sydenham - Petersham,2010,,,,,,,,,,,,,,,,,,,,,,,260.0,23453.0,23713.0,1.1,3357.0,5253.0,4194.0,,
11703,Sydney Inner City,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.0,593.0
11802,Eastern Suburbs - South,2012,,,,,,,,,,,,,,,,,,,,,,,1079.0,58724.0,59803.0,1.8,4413.0,6013.0,3979.0,,
11802,Eastern Suburbs - South,2011,3154.7,,,,,,,,,,,,,,,,,,,,,,967.0,58335.0,59302.0,1.6,6341.0,6517.0,4473.0,,
11802,Eastern Suburbs - South,2010,,,,,,,,,,,,,,,,,,,,,,,496.0,58457.0,58953.0,0.8,6305.0,7473.0,4475.0,,
11901,Bankstown,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4291.0,2104.0
11901,Bankstown,2012,,,,,,,,,,,,,,,,,,,,,,,2650.0,54996.0,57646.0,4.6,4345.0,6680.0,5538.0,,
11901,Bankstown,2011,6866.0,,,,,,,,,,,,,,,,,,,,,,2144.0,55430.0,57574.0,3.7,6417.0,7297.0,6027.0,,
11901,Bankstown,2010,,,,,,,,,,,,,,,,,,,,,,,882.0,56323.0,57205.0,1.5,7710.0,8353.0,6212.0,,
11902,Canterbury,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279.0,814.0
11902,Canterbury,2012,,,,,,,,,,,,,,,,,,,,,,,1563.0,47000.0,48563.0,3.2,4059.0,5603.0,4493.0,,
11902,Canterbury,2011,2997.6,,,,,,,,,,,,,,,,,,,,,,1205.0,46987.0,48192.0,2.5,5892.0,6330.0,5367.0,,
11902,Canterbury,2010,,,,,,,,,,,,,,,,,,,,,,,485.0,47582.0,48067.0,1.0,4910.0,6625.0,5145.0,,
11903,Hurstville,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2761.0,1256.0
11903,Hurstville,2012,,,,,,,,,,,,,,,,,,,,,,,1987.0,45473.0,47460.0,4.2,4563.0,6145.0,4875.0,,
11903,Hurstville,2011,3393.9,,,,,,,,,,,,,,,,,,,,,,1723.0,45796.0,47519.0,3.6,6080.0,6667.0,5378.0,,
11903,Hurstville,2010,,,,,,,,,,,,,,,,,,,,,,,833.0,46579.0,47412.0,1.8,6254.0,7768.0,5390.0,,
11904,Kogarah - Rockdale,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069.0,779.0
11904,Kogarah - Rockdale,2012,,,,,,,,,,,,,,,,,,,,,,,1366.0,50570.0,51936.0,2.6,3818.0,5639.0,4449.0,,
11904,Kogarah - Rockdale,2011,3132.4,,,,,,,,,,,,,,,,,,,,,,1173.0,50002.0,51175.0,2.3,5441.0,5540.0,4628.0,,
11904,Kogarah - Rockdale,2010,,,,,,,,,,,,,,,,,,,,,,,551.0,50437.0,50988.0,1.1,5578.0,6383.0,4944.0,,
12001,Canada Bay,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.0,380.0
12001,Canada Bay,2012,,,,,,,,,,,,,,,,,,,,,,,745.0,33067.0,33812.0,2.2,3889.0,6382.0,4286.0,,
12001,Canada Bay,2011,1971.7,,,,,,,,,,,,,,,,,,,,,,667.0,32051.0,32718.0,2.0,6242.0,6120.0,4611.0,,
12001,Canada Bay,2010,,,,,,,,,,,,,,,,,,,,,,,308.0,32012.0,32320.0,1.0,8035.0,7115.0,4963.0,,
12002,Leichhardt,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.0,756.0
12002,Leichhardt,2012,,,,,,,,,,,,,,,,,,,,,,,531.0,25000.0,25531.0,2.1,3865.0,4482.0,4062.0,,
12002,Leichhardt,2011,1063.9,,,,,,,,,,,,,,,,,,,,,,485.0,24989.0,25474.0,1.9,5039.0,4751.0,4446.0,,
12002,Leichhardt,2010,,,,,,,,,,,,,,,,,,,,,,,276.0,25101.0,25377.0,1.1,3716.0,5525.0,4499.0,,
12003,Strathfield - Burwood - Ashfield,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2227.0,686.0
12003,Strathfield - Burwood - Ashfield,2012,,,,,,,,,,,,,,,,,,,,,,,1600.0,55968.0,57568.0,2.8,3445.0,5569.0,4062.0,,
12003,Strathfield - Burwood - Ashfield,2011,3414.3,,,,,,,,,,,,,,,,,,,,,,1386.0,55913.0,57299.0,2.4,5242.0,5695.0,4397.0,,
12003,Strathfield - Burwood - Ashfield,2010,,,,,,,,,,,,,,,,,,,,,,,562.0,56451.0,57013.0,1.0,4667.0,6350.0,4558.0,,
12101,Chatswood - Lane Cove,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719.0,625.0
12101,Chatswood - Lane Cove,2012,,,,,,,,,,,,,,,,,,,,,,,1203.0,42636.0,43839.0,2.7,3723.0,7194.0,4590.0,,
12101,Chatswood - Lane Cove,2011,3317.8,,,,,,,,,,,,,,,,,,,,,,1108.0,42571.0,43679.0,2.5,6676.0,7441.0,5243.0,,
12101,Chatswood - Lane Cove,2010,,,,,,,,,,,,,,,,,,,,,,,616.0,42870.0,43486.0,1.4,7109.0,8169.0,5260.0,,
12102,Hornsby,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2102.0,1659.0
12102,Hornsby,2012,,,,,,,,,,,,,,,,,,,,,,,1416.0,28774.0,30190.0,4.7,4776.0,6759.0,5839.0,,
12102,Hornsby,2011,13741.2,,,,,,,,,,,,,,,,,,,,,,1318.0,28868.0,30186.0,4.4,6432.0,6772.0,6085.0,,
12102,Hornsby,2010,,,,,,,,,,,,,,,,,,,,,,,769.0,29335.0,30104.0,2.6,6753.0,8393.0,6593.0,,
12103,Ku-ring-gai,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309.0,1505.0
12103,Ku-ring-gai,2012,,,,,,,,,,,,,,,,,,,,,,,1594.0,38972.0,40566.0,3.9,5948.0,8270.0,7661.0,,
12103,Ku-ring-gai,2011,8553.5,,,,,,,,,,,,,,,,,,,,,,1481.0,39072.0,40553.0,3.7,9109.0,8790.0,8549.0,,
12103,Ku-ring-gai,2010,,,,,,,,,,,,,,,,,,,,,,,876.0,39099.0,39975.0,2.2,8017.0,10135.0,8594.0,,
12104,North Sydney - Mosman,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0,336.0
12104,North Sydney - Mosman,2012,,,,,,,,,,,,,,,,,,,,,,,,50139.0,,,,,3850.0,,
12104,North Sydney - Mosman,2011,1896.3,,,,,,,,,,,,,,,,,,,,,,,50210.0,,,,6299.0,3983.0,,
12104,North Sydney - Mosman,2010,,,,,,,,,,,,,,,,,,,,,,,,50404.0,,,,6932.0,4225.0,,
12201,Manly,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.0,263.0
12201,Manly,2012,,,,,,,,,,,,,,,,,,,,,,,473.0,19527.0,20000.0,2.4,3620.0,6857.0,4373.0,,
12201,Manly,2011,1433.3,,,,,,,,,,,,,,,,,,,,,,456.0,19479.0,19935.0,2.3,5847.0,6020.0,4268.0,,
12201,Manly,2010,,,,,,,,,,,,,,,,,,,,,,,263.0,19653.0,19916.0,1.3,6269.0,7470.0,4769.0,,
12202,Pittwater,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.0,691.0
12202,Pittwater,2012,,,,,,,,,,,,,,,,,,,,,,,1094.0,23728.0,24822.0,4.4,3773.0,6677.0,5676.0,,
12202,Pittwater,2011,9032.8,,,,,,,,,,,,,,,,,,,,,,1058.0,23539.0,24597.0,4.3,6744.0,7241.0,6706.0,,
12202,Pittwater,2010,,,,,,,,,,,,,,,,,,,,,,,706.0,23792.0,24498.0,2.9,6304.0,8168.0,6311.0,,
12203,Warringah,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3759.0,1539.0
12203,Warringah,2012,,,,,,,,,,,,,,,,,,,,,,,2520.0,55680.0,58200.0,4.3,4021.0,6691.0,4847.0,,
12203,Warringah,2011,14937.5,,,,,,,,,,,,,,,,,,,,,,2451.0,55595.0,58046.0,4.2,6517.0,6699.0,5202.0,,
12203,Warringah,2010,,,,,,,,,,,,,,,,,,,,,,,1469.0,56432.0,57901.0,2.5,6763.0,7969.0,5394.0,,
12301,Camden,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674.0,925.0
12301,Camden,2012,,,,,,,,,,,,,,,,,,,,,,,498.0,18699.0,19197.0,2.6,6697.0,6421.0,6260.0,,
12301,Camden,2011,7393.1,,,,,,,,,,,,,,,,,,,,,,153.0,18397.0,18550.0,0.8,7508.0,7853.0,6803.0,,
12301,Camden,2010,,,,,,,,,,,,,,,,,,,,,,,,17853.0,,,,,7270.0,,
12302,Campbelltown (NSW),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7334.0,3720.0
12302,Campbelltown (NSW),2012,,,,,,,,,,,,,,,,,,,,,,,849.0,53050.0,53899.0,1.6,6867.0,7028.0,6017.0,,
12302,Campbelltown (NSW),2011,33436.7,,,,,,,,,,,,,,,,,,,,,,298.0,53382.0,53680.0,0.6,7430.0,8004.0,6398.0,,
12302,Campbelltown (NSW),2010,,,,,,,,,,,,,,,,,,,,,,,,53155.0,,,,8156.0,6764.0,,
12303,Wollondilly,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2209.0,1533.0
12303,Wollondilly,2012,,,,,,,,,,,,,,,,,,,,,,,291.0,13591.0,13882.0,2.1,8596.0,8184.0,7504.0,,
12303,Wollondilly,2011,87023.2,,,,,,,,,,,,,,,,,,,,,,86.0,13500.0,13586.0,0.6,8547.0,8258.0,7908.0,,
12303,Wollondilly,2010,,,,,,,,,,,,,,,,,,,,,,,,13435.0,,,,10430.0,8252.0,,
12401,Blue Mountains,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4542.0,1621.0
12401,Blue Mountains,2012,,,,,,,,,,,,,,,,,,,,,,,324.0,34477.0,34801.0,0.9,6669.0,5667.0,5591.0,,
12401,Blue Mountains,2011,94240.7,,,,,,,,,,,,,,,,,,,,,,128.0,34418.0,34546.0,0.4,6793.0,6608.0,6046.0,,
12401,Blue Mountains,2010,,,,,,,,,,,,,,,,,,,,,,,,34409.0,,,,5671.0,6278.0,,
12402,Blue Mountains - South,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12402,Blue Mountains - South,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12402,Blue Mountains - South,2011,245749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12402,Blue Mountains - South,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12403,Penrith,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5727.0,2551.0
12403,Penrith,2012,,,,,,,,,,,,,,,,,,,,,,,784.0,48102.0,48886.0,1.6,8055.0,8340.0,6768.0,,
12403,Penrith,2011,36335.3,,,,,,,,,,,,,,,,,,,,,,222.0,47642.0,47864.0,0.5,7747.0,9307.0,7316.0,,
12403,Penrith,2010,,,,,,,,,,,,,,,,,,,,,,,,47292.0,,,,,7743.0,,
12404,Richmond - Windsor,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.0,938.0
12404,Richmond - Windsor,2012,,,,,,,,,,,,,,,,,,,,,,,156.0,14019.0,14175.0,1.1,7936.0,7470.0,6392.0,,
12404,Richmond - Windsor,2011,17890.4,,,,,,,,,,,,,,,,,,,,,,48.0,13979.0,14027.0,0.3,9631.0,9530.0,6870.0,,
12404,Richmond - Windsor,2010,,,,,,,,,,,,,,,,,,,,,,,,13976.0,,,,,7191.0,,
12405,St Marys,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230.0,685.0
12405,St Marys,2012,,,,,,,,,,,,,,,,,,,,,,,269.0,18957.0,19226.0,1.4,6964.0,5983.0,6168.0,,
12405,St Marys,2011,3302.6,,,,,,,,,,,,,,,,,,,,,,85.0,18985.0,19070.0,0.4,6773.0,6618.0,6578.0,,
12405,St Marys,2010,,,,,,,,,,,,,,,,,,,,,,,,18929.0,,,,6265.0,7009.0,,
12501,Auburn,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662.0,758.0
12501,Auburn,2012,,,,,,,,,,,,,,,,,,,,,,,,24849.0,,,3008.0,,4169.0,,
12501,Auburn,2011,3306.0,,,,,,,,,,,,,,,,,,,,,,1723.0,24689.0,26412.0,6.5,4645.0,5537.0,4617.0,,
12501,Auburn,2010,,,,,,,,,,,,,,,,,,,,,,,1190.0,24653.0,25843.0,4.6,5000.0,6493.0,4670.0,,
12502,Carlingford,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856.0,977.0
12502,Carlingford,2012,,,,,,,,,,,,,,,,,,,,,,,385.0,23034.0,23419.0,1.6,8114.0,7469.0,5664.0,,
12502,Carlingford,2011,2568.8,,,,,,,,,,,,,,,,,,,,,,249.0,22904.0,23153.0,1.1,8341.0,8217.0,6015.0,,
12502,Carlingford,2010,,,,,,,,,,,,,,,,,,,,,,,,22898.0,,,9567.0,,6396.0,,
12503,Merrylands - Guildford,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3412.0,1188.0
12503,Merrylands - Guildford,2012,,,,,,,,,,,,,,,,,,,,,,,819.0,48575.0,49394.0,1.7,5997.0,6324.0,4923.0,,
12503,Merrylands - Guildford,2011,5579.8,,,,,,,,,,,,,,,,,,,,,,414.0,48184.0,48598.0,0.9,6958.0,6981.0,5237.0,,
12503,Merrylands - Guildford,2010,,,,,,,,,,,,,,,,,,,,,,,96.0,47907.0,48003.0,0.2,5931.0,8529.0,5554.0,,
12504,Parramatta,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3342.0,1258.0
12504,Parramatta,2012,,,,,,,,,,,,,,,,,,,,,,,476.0,52954.0,53430.0,0.9,6443.0,6362.0,4450.0,,
12504,Parramatta,2011,4708.8,,,,,,,,,,,,,,,,,,,,,,167.0,52522.0,52689.0,0.3,7006.0,7481.0,4828.0,,
12504,Parramatta,2010,,,,,,,,,,,,,,,,,,,,,,,,52097.0,,,,,5027.0,,
12601,Pennant Hills - Epping,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.0,644.0
12601,Pennant Hills - Epping,2012,,,,,,,,,,,,,,,,,,,,,,,781.0,15936.0,16717.0,4.7,4355.0,6249.0,5953.0,,
12601,Pennant Hills - Epping,2011,2220.5,,,,,,,,,,,,,,,,,,,,,,689.0,15816.0,16505.0,4.2,6026.0,6677.0,6858.0,,
12601,Pennant Hills - Epping,2010,,,,,,,,,,,,,,,,,,,,,,,356.0,16079.0,16435.0,2.2,6611.0,7916.0,6911.0,,
12602,Ryde - Hunters Hill,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2659.0,1214.0
12602,Ryde - Hunters Hill,2012,,,,,,,,,,,,,,,,,,,,,,,1809.0,48742.0,50551.0,3.6,3984.0,6139.0,4749.0,,
12602,Ryde - Hunters Hill,2011,4716.1,,,,,,,,,,,,,,,,,,,,,,1645.0,48497.0,50142.0,3.3,6791.0,6927.0,5651.0,,
12602,Ryde - Hunters Hill,2010,,,,,,,,,,,,,,,,,,,,,,,847.0,49249.0,50096.0,1.7,5373.0,7879.0,5422.0,,
12701,Bringelly - Green Valley,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3486.0,1675.0
12701,Bringelly - Green Valley,2012,,,,,,,,,,,,,,,,,,,,,,,671.0,25925.0,26596.0,2.5,6763.0,6330.0,6174.0,,
12701,Bringelly - Green Valley,2011,28487.5,,,,,,,,,,,,,,,,,,,,,,214.0,25602.0,25816.0,0.8,7511.0,7499.0,6783.0,,
12701,Bringelly - Green Valley,2010,,,,,,,,,,,,,,,,,,,,,,,,25189.0,,,,12332.0,7127.0,,
12702,Fairfield,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7009.0,2031.0
12702,Fairfield,2012,,,,,,,,,,,,,,,,,,,,,,,1184.0,59091.0,60275.0,2.0,7438.0,7274.0,6070.0,,
12702,Fairfield,2011,12378.0,,,,,,,,,,,,,,,,,,,,,,471.0,59254.0,59725.0,0.8,8005.0,8344.0,6486.0,,
12702,Fairfield,2010,,,,,,,,,,,,,,,,,,,,,,,,59283.0,,,,7785.0,6745.0,,
12703,Liverpool,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4130.0,1091.0
12703,Liverpool,2012,,,,,,,,,,,,,,,,,,,,,,,775.0,37145.0,37920.0,2.0,6390.0,7074.0,5490.0,,
12703,Liverpool,2011,12382.9,,,,,,,,,,,,,,,,,,,,,,229.0,37168.0,37397.0,0.6,7690.0,8275.0,5868.0,,
12703,Liverpool,2010,,,,,,,,,,,,,,,,,,,,,,,,36927.0,,,,6506.0,6148.0,,
12801,Cronulla - Miranda - Caringbah,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051.0,1827.0
12801,Cronulla - Miranda - Caringbah,2012,,,,,,,,,,,,,,,,,,,,,,,1391.0,44810.0,46201.0,3.0,5360.0,7557.0,5492.0,,
12801,Cronulla - Miranda - Caringbah,2011,5561.5,,,,,,,,,,,,,,,,,,,,,,1283.0,44832.0,46115.0,2.8,7081.0,7564.0,5628.0,,
12801,Cronulla - Miranda - Caringbah,2010,,,,,,,,,,,,,,,,,,,,,,,711.0,45357.0,46068.0,1.5,6942.0,9187.0,6061.0,,
12802,Sutherland - Menai - Heathcote,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3227.0,2859.0
12802,Sutherland - Menai - Heathcote,2012,,,,,,,,,,,,,,,,,,,,,,,2194.0,37069.0,39263.0,5.6,5219.0,7395.0,7109.0,,
12802,Sutherland - Menai - Heathcote,2011,24027.0,,,,,,,,,,,,,,,,,,,,,,2032.0,37036.0,39068.0,5.2,8183.0,8795.0,8243.0,,
12802,Sutherland - Menai - Heathcote,2010,,,,,,,,,,,,,,,,,,,,,,,1116.0,37882.0,38998.0,2.9,7421.0,9365.0,7995.0,,
20101,Ballarat,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3887.0,3638.0
20101,Ballarat,2012,,,,,,,,,,,,,,,,,,,,,,,2650.0,40429.0,43079.0,6.2,3984.0,,3582.0,,
20101,Ballarat,2011,44834.8,,,,,,,,,,,,,,,,,,,,,,1644.0,40505.0,42149.0,3.9,4179.0,,3490.0,,
20101,Ballarat,2010,,,,,,,,,,,,,,,,,,,,,,,640.0,40475.0,41115.0,1.6,3749.0,,4122.0,,
20102,Creswick - Daylesford - Ballan,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162.0,1457.0
20102,Creswick - Daylesford - Ballan,2012,,,,,,,,,,,,,,,,,,,,,,,1491.0,11995.0,13486.0,11.1,5332.0,,4974.0,,
20102,Creswick - Daylesford - Ballan,2011,366671.5,,,,,,,,,,,,,,,,,,,,,,1023.0,12268.0,13291.0,7.7,5645.0,,4928.0,,
20102,Creswick - Daylesford - Ballan,2010,,,,,,,,,,,,,,,,,,,,,,,495.0,12598.0,13093.0,3.8,5244.0,,5845.0,,
20103,Maryborough - Pyrenees,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2028.0,782.0
20103,Maryborough - Pyrenees,2012,,,,,,,,,,,,,,,,,,,,,,,1165.0,10383.0,11548.0,10.1,4728.0,,4592.0,,
20103,Maryborough - Pyrenees,2011,617247.1,,,,,,,,,,,,,,,,,,,,,,666.0,10744.0,11410.0,5.8,5044.0,,4487.0,,
20103,Maryborough - Pyrenees,2010,,,,,,,,,,,,,,,,,,,,,,,242.0,11046.0,11288.0,2.1,5151.0,,5273.0,,
20201,Bendigo,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5508.0,4251.0
20201,Bendigo,2012,,,,,,,,,,,,,,,,,,,,,,,3688.0,35794.0,39482.0,9.3,3945.0,,3832.0,,
20201,Bendigo,2011,28744.5,,,,,,,,,,,,,,,,,,,,,,2294.0,36016.0,38310.0,6.0,4076.0,,3568.0,,
20201,Bendigo,2010,,,,,,,,,,,,,,,,,,,,,,,516.0,36923.0,37439.0,1.4,4096.0,,4312.0,,
20202,Heathcote - Castlemaine - Kyneton,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3993.0,2697.0
20202,Heathcote - Castlemaine - Kyneton,2012,,,,,,,,,,,,,,,,,,,,,,,2781.0,17448.0,20229.0,13.7,4949.0,,4777.0,,
20202,Heathcote - Castlemaine - Kyneton,2011,392093.9,,,,,,,,,,,,,,,,,,,,,,1943.0,17908.0,19851.0,9.8,4852.0,,4714.0,,
20202,Heathcote - Castlemaine - Kyneton,2010,,,,,,,,,,,,,,,,,,,,,,,887.0,18673.0,19560.0,4.5,4618.0,,5543.0,,
20203,Loddon - Elmore,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.0,738.0
20203,Loddon - Elmore,2012,,,,,,,,,,,,,,,,,,,,,,,616.0,4664.0,5280.0,11.7,5679.0,,5560.0,,
20203,Loddon - Elmore,2011,763350.8,,,,,,,,,,,,,,,,,,,,,,393.0,4863.0,5256.0,7.5,5685.0,,5534.0,,
20203,Loddon - Elmore,2010,,,,,,,,,,,,,,,,,,,,,,,126.0,5124.0,5250.0,2.4,6043.0,,6604.0,,
20301,Barwon - West,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.0,1890.0
20301,Barwon - West,2012,,,,,,,,,,,,,,,,,,,,,,,885.0,5806.0,6691.0,13.2,6120.0,,6804.0,,
20301,Barwon - West,2011,257987.1,,,,,,,,,,,,,,,,,,,,,,542.0,5895.0,6437.0,8.4,6101.0,,6415.0,,
20301,Barwon - West,2010,,,,,,,,,,,,,,,,,,,,,,,320.0,5947.0,6267.0,5.1,6255.0,,7664.0,,
20302,Geelong,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8866.0,7067.0
20302,Geelong,2012,,,,,,,,,,,,,,,,,,,,,,,6026.0,71333.0,77359.0,7.8,3692.0,,3633.0,,
20302,Geelong,2011,91879.0,,,,,,,,,,,,,,,,,,,,,,3406.0,72688.0,76094.0,4.5,3728.0,,3515.0,,
20302,Geelong,2010,,,,,,,,,,,,,,,,,,,,,,,1415.0,73482.0,74897.0,1.9,3796.0,,4017.0,,
20303,Surf Coast - Bellarine Peninsula,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4651.0,4100.0
20303,Surf Coast - Bellarine Peninsula,2012,,,,,,,,,,,,,,,,,,,,,,,3157.0,37323.0,40480.0,7.8,3950.0,,3601.0,,
20303,Surf Coast - Bellarine Peninsula,2011,92997.6,,,,,,,,,,,,,,,,,,,,,,1886.0,37867.0,39753.0,4.7,4054.0,,3378.0,,
20303,Surf Coast - Bellarine Peninsula,2010,,,,,,,,,,,,,,,,,,,,,,,882.0,38118.0,39000.0,2.3,4275.0,,4020.0,,
20401,Upper Goulburn Valley,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4467.0,2457.0
20401,Upper Goulburn Valley,2012,,,,,,,,,,,,,,,,,,,,,,,2152.0,24224.0,26376.0,8.2,4822.0,,4451.0,,
20401,Upper Goulburn Valley,2011,1395791.8,,,,,,,,,,,,,,,,,,,,,,1498.0,24567.0,26065.0,5.7,5213.0,,4964.0,,
