gml_id,sa3_name16,sa3_code16,p_650_799_15_19_yrs,p_650_799_20_24_yrs,p_650_799_25_34_yrs,p_650_799_35_44_yrs,p_650_799_45_54_yrs,p_650_799_55_64_yrs,p_650_799_65_74_yrs,p_650_799_75_84_yrs,p_650_799_85ov,p_650_799_tot,p_800_999_15_19_yrs,p_800_999_20_24_yrs,p_800_999_25_34_yrs,p_800_999_35_44_yrs,p_800_999_45_54_yrs,p_800_999_55_64_yrs,p_800_999_65_74_yrs,p_800_999_75_84_yrs,p_800_999_85ov,p_800_999_tot,p_1000_1249_15_19_yrs,p_1000_1249_20_24_yrs,p_1000_1249_25_34_yrs,p_1000_1249_35_44_yrs,p_1000_1249_45_54_yrs,p_1000_1249_55_64_yrs,p_1000_1249_65_74_yrs,p_1000_1249_75_84_yrs,p_1000_1249_85ov,p_1000_1249_tot,p_1250_1499_15_19_yrs,p_1250_1499_20_24_yrs,p_1250_1499_25_34_yrs,p_1250_1499_35_44_yrs,p_1250_1499_45_54_yrs,p_1250_1499_55_64_yrs,p_1250_1499_65_74_yrs,p_1250_1499_75_84_yrs,p_1250_1499_85ov,p_1250_1499_tot,p_1500_1749_15_19_yrs,p_1500_1749_20_24_yrs,p_1500_1749_25_34_yrs,p_1500_1749_35_44_yrs,p_1500_1749_45_54_yrs,p_1500_1749_55_64_yrs,p_1500_1749_65_74_yrs,p_1500_1749_75_84_yrs,p_1500_1749_85ov,p_1500_1749_tot,p_1750_1999_15_19_yrs,p_1750_1999_20_24_yrs,p_1750_1999_25_34_yrs,p_1750_1999_35_44_yrs,p_1750_1999_45_54_yrs,p_1750_1999_55_64_yrs,p_1750_1999_65_74_yrs,p_1750_1999_75_84_yrs,p_1750_1999_85ov,p_1750_1999_tot,p_2000_2999_15_19_yrs,p_2000_2999_20_24_yrs,p_2000_2999_25_34_yrs,p_2000_2999_35_44_yrs,p_2000_2999_45_54_yrs,p_2000_2999_55_64_yrs,p_2000_2999_65_74_yrs,p_2000_2999_75_84_yrs,p_2000_2999_85ov,p_2000_2999_tot,p_3000_more_15_19_yrs,p_3000_more_20_24_yrs,p_3000_more_25_34_yrs,p_3000_more_35_44_yrs,p_3000_more_45_54_yrs,p_3000_more_55_64_yrs,p_3000_more_65_74_yrs,p_3000_more_75_84_yrs,p_3000_more_85ov,p_3000_more_tot,p_pi_ns_15_19_yrs,p_pi_ns_ns_20_24_yrs,p_pi_ns_ns_25_34_yrs,p_pi_ns_ns_35_44_yrs,p_pi_ns_ns_45_54_yrs,p_pi_ns_ns_55_64_yrs,p_pi_ns_ns_65_74_yrs,p_pi_ns_ns_75_84_yrs,p_pi_ns_ns_85_yrs_ovr,p_pi_ns_ns_tot,p_os_vis_15_19_yr,p_os_vis_20_24_yr,p_os_vis_25_34_yr,p_os_vis_35_44_yr,p_os_vis_45_54_yr,p_os_vis_55_64_yr,p_os_vis_65_74_yr,p_os_vis_75_84_yr,p_os_vis_85_yr_over,p_os_vis_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77d3,Lake Macquarie - East,"11101","130","865","1319","1200","1356","1238","973","406","159","7641","35","737","1629","1406","1669","1437","746","228","96","7983","19","490","1876","1613","1789","1522","615","181","63","8162","4","163","1275","1173","1263","977","288","76","14","5229","4","60","956","1140","1217","886","214","46","7","4521","0","27","554","921","933","648","112","29","16","3242","4","17","704","1396","1362","903","156","37","11","4583","10","10","184","600","724","464","141","45","20","2199","442","324","581","593","688","750","816","835","634","5666","34","32","59","34","40","44","30","11","9","294","7383","6615","13060","14354","15893","15373","12706","7543","3280","96200"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77d2,Lake Macquarie - West,"11102","84","570","888","793","887","786","616","297","106","5025","49","460","990","969","1014","884","416","168","57","5010","15","287","1106","1012","1077","931","423","113","43","5008","8","99","728","704","703","597","189","40","15","3072","0","51","541","643","642","486","114","26","15","2518","0","15","290","480","496","332","72","20","3","1707","0","18","384","561","594","440","91","25","9","2129","3","10","94","201","255","229","76","24","10","904","306","211","410","408","442","526","627","619","686","4230","7","29","24","23","24","33","22","7","4","172","4692","4166","8219","8673","9360","9718","8384","4693","2266","60177"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77d1,Newcastle,"11103","163","1512","2197","1613","1616","1521","1021","480","195","10317","72","1259","2858","1908","1992","1679","834","256","110","10964","29","903","3202","2249","2130","1763","660","224","81","11233","9","366","2437","1746","1556","1227","332","84","36","7796","3","142","1958","1653","1545","1038","267","58","38","6698","3","68","1138","1335","1210","774","147","31","20","4722","3","54","1409","2185","1897","1173","221","62","25","7024","6","34","358","1075","1072","758","239","83","44","3672","614","735","1383","1149","1326","1340","1320","1249","1309","10423","151","425","215","91","101","149","65","17","10","1212","9598","14317","24606","21014","20761","19232","14141","8308","4337","136321"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77d0,Richmond Valley - Coastal,"11201","55","450","895","1000","1139","1200","816","370","137","6059","17","274","881","1017","1235","1215","627","199","92","5564","9","132","768","995","1129","1062","565","185","67","4905","0","50","500","643","734","644","242","74","24","2915","0","14","313","550","617","524","198","65","23","2302","0","4","176","407","471","405","133","33","9","1642","0","12","187","499","545","456","198","47","17","1965","7","11","91","287","378","328","173","52","22","1342","609","354","850","1056","1209","1410","1212","772","710","8177","135","222","258","78","82","71","56","23","6","920","4402","3265","7818","9815","11439","13101","10272","5118","2617","67839"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77cf,Richmond Valley - Hinterland,"11202","88","554","891","866","1082","983","507","240","102","5322","43","361","859","963","1147","1109","443","104","40","5068","14","194","672","811","953","901","329","126","44","4039","4","43","362","475","545","480","118","31","9","2066","0","19","224","388","459","352","87","20","6","1555","0","9","109","233","326","258","42","12","4","992","0","7","126","289","335","267","68","18","4","1113","0","4","50","106","152","146","63","19","15","557","609","406","643","707","895","1045","753","555","339","5950","29","69","79","20","32","27","16","4","5","285","4504","3853","6805","7917","9769","10894","7658","4142","1876","57424"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77ce,Tweed Valley,"11203","67","563","913","1005","1240","1278","895","447","190","6599","35","386","1027","1205","1305","1301","630","276","125","6284","13","201","960","1173","1312","1192","577","181","98","5712","6","71","615","687","786","701","211","71","42","3194","0","23","380","663","684","532","176","52","24","2533","0","8","213","483","489","363","101","33","18","1707","0","4","214","509","561","398","105","36","11","1847","8","13","87","251","270","203","96","56","29","1004","550","336","699","778","983","1219","1332","1176","1051","8127","50","44","106","61","49","92","94","63","11","562","5120","4034","8402","10381","12098","13932","12989","7999","3612","78565"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77cd,Griffith - Murrumbidgee (West),"11301","108","458","751","633","663","580","288","133","44","3660","66","422","859","682","822","660","253","84","45","3891","24","233","759","607","700","635","208","66","26","3255","7","99","438","399","493","346","94","26","11","1916","4","20","287","346","361","268","80","14","9","1392","0","9","156","248","252","171","39","6","5","902","3","9","159","257","310","208","39","14","13","1008","3","3","40","122","144","145","42","28","7","534","439","329","677","605","689","735","667","560","396","5091","30","187","171","18","38","54","18","3","3","526","3209","2854","6177","5615","6371","6061","4222","2762","1210","38473"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77cc,Tumut - Tumbarumba,"11302","26","86","140","141","194","176","109","46","10","925","22","72","136","154","190","178","84","30","5","875","5","48","156","170","224","205","72","25","5","915","0","19","110","114","127","148","48","6","0","569","0","17","93","116","122","95","36","9","0","491","0","12","47","85","73","66","15","7","3","301","0","9","52","95","135","77","17","3","4","394","0","13","9","28","45","41","11","0","3","153","120","79","197","208","229","267","194","168","120","1579","4","17","6","4","4","3","3","0","0","42","748","664","1467","1662","1960","2117","1671","934","420","11650"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77cb,Wagga Wagga,"11303","322","1160","1395","1014","1103","994","608","279","101","6984","119","849","1584","1237","1399","1165","507","197","109","7174","46","492","1532","1275","1274","1143","411","176","55","6404","12","208","1064","920","884","708","216","60","21","4084","7","81","749","781","791","524","139","35","22","3131","3","27","411","624","614","436","98","33","11","2267","0","14","395","722","720","524","109","36","13","2531","10","23","100","275","352","306","129","61","21","1276","725","620","1083","1021","960","1024","928","714","446","7511","20","52","88","27","18","45","23","11","3","283","6566","7106","11947","10961","11487","11404","8552","5067","2289","75379"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77ca,Shoalhaven,"11401","91","633","1007","1000","1148","1274","1016","511","161","6852","39","452","1099","1006","1189","1222","682","278","88","6050","16","266","1032","994","1143","1186","634","226","73","5557","6","146","693","658","726","679","271","84","22","3278","0","44","467","600","675","568","186","52","23","2621","0","16","264","445","522","425","96","29","17","1825","0","16","206","567","587","469","130","34","12","2025","12","13","88","191","269","259","105","63","34","1031","642","532","949","917","1100","1204","1363","1149","819","8669","46","34","40","43","50","43","36","11","4","313","5306","4631","9273","10048","12206","14904","14375","7945","3138","81821"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77c9,Southern Highlands,"11402","67","316","433","444","559","539","532","269","74","3227","21","257","533","505","665","600","456","212","69","3317","7","150","532","550","653","588","454","166","49","3145","0","55","327","372","475","387","226","73","19","1934","0","17","248","357","445","357","189","73","23","1707","0","10","155","290","340","289","124","41","19","1278","0","11","144","425","509","410","170","61","15","1748","5","9","47","227","332","314","212","65","27","1236","346","140","284","394","492","438","558","420","335","3401","20","15","31","18","30","30","18","10","4","174","2991","1898","4024","5060","6385","6531","6884","3776","1442","38978"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77c8,Baulkham Hills,"11501","137","817","985","1073","1230","1100","1099","443","150","7039","64","954","1501","1395","1487","1275","864","296","96","7932","28","935","2010","1794","1865","1661","900","220","79","9489","4","413","1692","1555","1606","1294","586","119","33","7306","4","137","1458","1822","1717","1305","471","86","24","7024","0","36","899","1515","1491","1049","290","52","19","5358","4","27","1309","3433","3066","1949","446","55","19","10314","0","15","416","2277","2607","1434","318","47","25","7127","408","288","580","637","705","562","586","545","774","5086","116","104","165","181","245","584","437","91","8","1930","10318","9152","14680","20589","20919","18171","13004","5970","2907","115709"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77c7,Dural - Wisemans Ferry,"11502","44","167","191","183","267","234","186","97","27","1400","28","197","256","194","331","267","186","62","26","1545","3","166","302","291","360","298","198","67","17","1701","0","75","226","244","311","245","123","36","12","1270","0","26","181","271","309","231","117","34","7","1172","0","13","94","179","250","198","86","12","3","838","3","7","138","348","437","288","124","23","7","1365","0","3","53","315","512","327","104","30","12","1358","179","112","138","183","283","209","205","103","66","1490","11","11","25","18","19","37","20","6","0","147","2012","1648","2223","3012","4098","3414","2799","1358","600","21172"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77c6,Hawkesbury,"11503","51","201","223","222","298","220","168","45","15","1446","18","227","315","315","351","328","162","38","12","1762","18","164","369","351","482","376","153","24","3","1943","3","65","243","271","393","242","66","11","3","1295","5","23","210","261","321","214","41","14","0","1092","0","16","100","195","280","168","40","4","0","803","0","3","114","291","330","257","47","13","3","1056","0","3","30","100","183","96","37","9","9","466","219","116","192","240","350","303","230","78","31","1747","8","13","4","11","6","8","3","3","0","60","1754","1516","2485","3035","3940","3293","2289","829","251","19389"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77c5,Rouse Hill - McGraths Hill,"11504","73","235","273","303","307","219","153","47","11","1622","39","256","383","426","398","271","129","32","6","1929","11","181","507","577","523","335","135","25","4","2299","3","78","431","470","447","258","81","16","0","1784","0","34","368","518","458","276","52","15","0","1725","0","25","241","431","375","192","30","6","0","1308","0","10","320","840","641","261","49","7","0","2132","0","8","74","423","365","146","31","11","3","1065","142","91","187","215","232","160","146","71","25","1273","16","12","28","21","19","94","47","9","3","252","2583","1897","3702","5465","4836","3319","2145","811","236","24997"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77c4,Blacktown,"11601","170","1085","2193","1739","1412","1151","569","218","62","8597","87","1045","3011","2296","2008","1494","481","96","33","10548","33","700","3206","2546","2090","1471","384","73","33","10536","7","272","1993","1808","1445","944","207","23","4","6704","4","98","1390","1494","1122","759","168","17","10","5054","0","30","781","1045","781","538","85","10","0","3265","0","18","813","1415","920","608","92","6","3","3881","9","20","161","351","281","167","49","12","3","1058","625","606","1290","1109","999","918","848","567","465","7431","45","84","173","86","202","510","292","60","3","1466","8485","9044","22128","19756","16482","15214","10010","4933","1984","108033"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77c3,Blacktown - North,"11602","107","585","1036","1046","796","561","260","83","21","4488","44","654","1487","1373","1162","754","211","44","14","5750","18","497","1973","1825","1413","868","244","29","6","6878","7","215","1624","1631","1173","632","101","14","3","5405","0","59","1254","1654","1089","521","90","5","0","4671","0","31","765","1428","876","422","57","0","0","3580","0","20","1028","2446","1402","531","85","4","0","5511","3","4","260","886","525","217","35","6","0","1943","352","392","1017","1038","616","427","312","127","44","4335","46","67","73","45","132","370","317","74","13","1122","6292","5621","13965","17063","11974","8412","4983","1770","494","70572"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77c2,Mount Druitt,"11603","195","1093","1819","1487","1453","985","356","106","46","7545","118","945","2312","1836","1816","1185","259","68","28","8574","30","589","2267","1921","1760","1100","213","33","10","7925","11","241","1285","1271","1051","646","115","9","3","4635","4","82","855","955","744","447","67","4","0","3169","3","27","461","612","445","249","41","8","7","1854","0","15","345","650","487","249","40","0","0","1789","12","15","73","130","148","82","23","10","0","494","896","685","1270","1159","1127","868","756","411","126","7301","31","65","131","119","132","307","194","47","7","1026","8681","8417","16822","15166","14231","11272","7351","3131","1095","86163"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-77c1,Botany,"11701","45","374","728","498","513","375","176","97","23","2831","21","340","963","720","659","426","167","58","21","3369","11","318","1148","806","629","434","163","27","15","3544","3","147","887","634","474","306","77","17","3","2551","0","59","687","599","444","230","49","12","4","2082","3","25","456","517","328","148","41","8","3","1525","0","24","648","782","587","241","45","10","0","2337","9","6","157","415","321","127","27","9","3","1067","231","306","797","668","620","489","401","282","172","3960","122","167","285","270","176","226","117","31","5","1395","2769","3950","9155","7609","6379","4868","3541","2104","758","41133"
