gml_id,sa3_name16,sa3_code16,p_650_799_15_19_yrs,p_650_799_20_24_yrs,p_650_799_25_34_yrs,p_650_799_35_44_yrs,p_650_799_45_54_yrs,p_650_799_55_64_yrs,p_650_799_65_74_yrs,p_650_799_75_84_yrs,p_650_799_85ov,p_650_799_tot,p_800_999_15_19_yrs,p_800_999_20_24_yrs,p_800_999_25_34_yrs,p_800_999_35_44_yrs,p_800_999_45_54_yrs,p_800_999_55_64_yrs,p_800_999_65_74_yrs,p_800_999_75_84_yrs,p_800_999_85ov,p_800_999_tot,p_1000_1249_15_19_yrs,p_1000_1249_20_24_yrs,p_1000_1249_25_34_yrs,p_1000_1249_35_44_yrs,p_1000_1249_45_54_yrs,p_1000_1249_55_64_yrs,p_1000_1249_65_74_yrs,p_1000_1249_75_84_yrs,p_1000_1249_85ov,p_1000_1249_tot,p_1250_1499_15_19_yrs,p_1250_1499_20_24_yrs,p_1250_1499_25_34_yrs,p_1250_1499_35_44_yrs,p_1250_1499_45_54_yrs,p_1250_1499_55_64_yrs,p_1250_1499_65_74_yrs,p_1250_1499_75_84_yrs,p_1250_1499_85ov,p_1250_1499_tot,p_1500_1749_15_19_yrs,p_1500_1749_20_24_yrs,p_1500_1749_25_34_yrs,p_1500_1749_35_44_yrs,p_1500_1749_45_54_yrs,p_1500_1749_55_64_yrs,p_1500_1749_65_74_yrs,p_1500_1749_75_84_yrs,p_1500_1749_85ov,p_1500_1749_tot,p_1750_1999_15_19_yrs,p_1750_1999_20_24_yrs,p_1750_1999_25_34_yrs,p_1750_1999_35_44_yrs,p_1750_1999_45_54_yrs,p_1750_1999_55_64_yrs,p_1750_1999_65_74_yrs,p_1750_1999_75_84_yrs,p_1750_1999_85ov,p_1750_1999_tot,p_2000_2999_15_19_yrs,p_2000_2999_20_24_yrs,p_2000_2999_25_34_yrs,p_2000_2999_35_44_yrs,p_2000_2999_45_54_yrs,p_2000_2999_55_64_yrs,p_2000_2999_65_74_yrs,p_2000_2999_75_84_yrs,p_2000_2999_85ov,p_2000_2999_tot,p_3000_more_15_19_yrs,p_3000_more_20_24_yrs,p_3000_more_25_34_yrs,p_3000_more_35_44_yrs,p_3000_more_45_54_yrs,p_3000_more_55_64_yrs,p_3000_more_65_74_yrs,p_3000_more_75_84_yrs,p_3000_more_85ov,p_3000_more_tot,p_pi_ns_15_19_yrs,p_pi_ns_ns_20_24_yrs,p_pi_ns_ns_25_34_yrs,p_pi_ns_ns_35_44_yrs,p_pi_ns_ns_45_54_yrs,p_pi_ns_ns_55_64_yrs,p_pi_ns_ns_65_74_yrs,p_pi_ns_ns_75_84_yrs,p_pi_ns_ns_85_yrs_ovr,p_pi_ns_ns_tot,p_os_vis_15_19_yr,p_os_vis_20_24_yr,p_os_vis_25_34_yr,p_os_vis_35_44_yr,p_os_vis_45_54_yr,p_os_vis_55_64_yr,p_os_vis_65_74_yr,p_os_vis_75_84_yr,p_os_vis_85_yr_over,p_os_vis_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76d4,Wheat Belt - North,"50902","78","309","447","412","547","596","463","202","44","3101","43","286","559","563","743","703","315","134","31","3369","25","233","633","672","805","788","309","96","27","3579","7","132","442","473","580","486","183","44","11","2366","3","74","409","410","550","497","117","26","3","2091","0","39","245","336","395","334","93","16","15","1473","0","39","373","528","657","482","132","34","10","2246","4","14","134","276","347","264","95","30","9","1181","414","347","871","821","915","979","809","522","235","5915","36","148","196","34","48","53","18","6","0","540","2788","2777","6245","6592","8193","8805","6918","3180","960","46454"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76d3,Wheat Belt - South,"50903","34","107","177","172","196","220","151","70","31","1156","26","111","190","197","282","231","147","69","16","1269","9","105","247","207","290","298","126","31","16","1329","0","52","209","208","211","171","65","19","5","940","3","33","144","168","223","186","41","17","3","817","0","16","121","150","174","142","39","9","5","654","0","23","219","268","288","185","38","13","4","1032","3","3","54","119","125","111","42","21","5","485","160","110","268","269","337","379","277","167","89","2054","11","25","34","12","4","16","7","0","0","109","969","901","2410","2505","3031","3098","2176","1135","415","16634"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76d2,Kimberley,"51001","68","232","403","299","298","460","407","95","11","2272","46","272","580","404","435","502","333","72","4","2650","35","210","746","550","525","563","357","56","3","3038","9","96","536","408","440","433","177","20","9","2120","6","79","452","391","439","423","165","25","0","1976","4","30","324","371","360","337","78","8","0","1508","3","27","440","574","594","472","141","25","4","2270","0","11","151","249","285","261","151","33","0","1144","553","487","1275","1037","1001","980","755","211","35","6327","71","223","489","84","130","143","103","29","0","1270","2164","2776","7508","6086","6127","7024","5510","1294","194","38687"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76d1,East Pilbara,"51002","29","76","171","111","94","81","64","12","3","641","37","129","267","164","155","140","55","4","0","955","29","174","426","324","343","213","75","5","0","1600","8","147","517","314","317","214","43","7","0","1569","8","154","590","400","361","228","38","3","0","1780","3","134","635","484","408","234","32","0","0","1926","12","245","1940","1529","1305","628","80","7","4","5740","3","73","1064","1162","922","465","53","9","0","3742","218","455","2083","1647","1510","935","291","56","13","7203","14","29","115","35","60","54","30","3","0","335","1051","2029","8873","6939","6094","3781","1273","243","40","30319"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76d0,West Pilbara,"51003","54","122","220","220","144","158","97","16","0","1026","40","167","337","224","221","162","73","16","0","1237","38","205","555","428","391","257","77","11","0","1963","11","191","549","480","421","258","43","0","0","1964","16","125","639","505","499","297","39","4","0","2122","8","126","778","608","583","367","44","5","0","2505","5","296","2530","2333","1818","965","90","0","0","8050","5","208","2397","2670","2312","1091","107","7","4","8806","200","456","2466","2202","2012","1124","283","65","3","8824","25","58","210","153","167","125","45","7","0","783","1357","2418","11957","10867","9263","5619","1731","341","36","43578"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76cf,Esperance,"51101","31","118","160","121","168","123","100","61","9","896","15","94","150","159","200","166","84","32","9","897","5","75","188","198","208","183","84","23","16","989","0","36","167","151","179","138","37","7","3","711","0","29","140","143","169","105","35","13","3","627","0","12","90","131","129","107","13","7","0","499","0","19","119","190","234","130","37","5","0","740","0","4","48","76","115","61","38","9","3","348","172","95","253","245","316","315","277","113","63","1844","3","11","21","13","3","15","7","0","0","69","1024","792","1884","1994","2336","2099","1671","740","262","12808"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76ce,Gascoyne,"51102","23","86","146","119","120","207","254","61","20","1037","14","71","171","148","174","241","176","34","3","1034","3","53","191","152","174","230","148","30","6","1002","3","27","104","112","141","125","77","16","3","605","3","18","107","103","128","117","45","5","0","529","0","7","95","84","99","82","39","8","0","404","0","6","116","152","170","152","53","9","0","660","0","0","46","76","96","106","40","7","0","372","103","88","316","275","287","384","408","156","42","2060","48","86","174","47","87","56","36","6","0","537","476","658","1969","1709","1960","2882","3176","976","174","13985"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76cd,Goldfields,"51103","93","222","355","283","299","199","146","42","3","1634","63","241","375","343","395","302","101","12","3","1848","32","253","546","427","498","395","107","13","0","2277","15","211","567","433","400","306","71","11","0","2005","9","175","729","512","496","309","53","0","0","2287","5","136","707","486","508","332","45","7","0","2222","10","179","1410","1277","1124","614","82","5","3","4701","3","32","312","504","490","258","48","7","4","1659","343","483","1521","1173","1114","935","511","154","57","6285","4","50","78","41","22","51","30","3","0","280","2288","2955","8486","6888","6675","5086","2487","772","193","35828"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76cc,Mid West,"51104","88","347","476","453","554","556","439","182","44","3131","58","307","538","565","651","591","315","92","26","3148","19","279","680","641","795","672","265","74","25","3453","5","164","542","504","584","426","147","41","4","2414","5","99","520","506","613","440","134","24","9","2350","0","66","422","471","466","374","85","15","7","1907","6","62","710","773","873","531","92","22","4","3080","0","27","191","348","398","295","108","40","5","1422","476","393","1121","938","1058","989","787","470","249","6477","43","56","128","84","113","82","35","13","0","558","3398","3003","7412","7325","8562","8161","6205","2897","895","47855"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76cb,Brighton,"60101","24","154","271","260","218","175","73","36","7","1221","10","135","296","276","255","191","72","11","5","1247","4","70","298","278","234","189","54","7","3","1138","0","29","160","172","144","91","12","0","0","610","0","5","108","124","130","78","16","0","0","460","4","7","30","83","68","62","10","0","0","256","0","3","38","67","70","49","6","0","0","230","0","7","18","16","22","13","8","0","0","82","164","93","168","165","148","157","128","71","15","1109","0","3","3","0","3","3","8","0","0","13","1184","1106","2232","2197","2096","2073","1332","524","143","12888"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76ca,Hobart - North East,"60102","37","346","622","571","569","521","447","246","111","3472","21","315","873","693","697","704","379","163","71","3923","3","177","816","811","907","771","344","113","54","4000","0","65","576","626","628","487","153","45","12","2603","3","28","414","562","584","478","93","28","13","2202","0","14","239","407","461","324","45","12","13","1513","0","6","181","431","549","354","61","17","14","1611","0","10","58","156","198","165","44","19","9","665","236","216","463","413","403","391","387","316","254","3066","26","11","25","14","7","23","7","5","3","131","3038","2729","6076","6507","6946","6876","5377","3059","1436","42045"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76c9,Hobart - North West,"60103","62","458","842","692","672","589","340","193","70","3904","20","357","997","841","868","657","239","85","43","4113","12","179","908","736","845","700","196","53","30","3663","0","44","480","519","558","386","62","19","7","2073","0","18","280","397","420","302","36","12","0","1478","0","5","152","214","232","132","25","9","0","763","0","0","109","178","234","134","16","5","6","692","3","4","29","45","64","44","27","9","5","230","321","211","442","415","499","502","454","413","216","3470","18","12","21","26","12","26","12","5","3","133","3351","3164","6931","6393","7010","6637","4899","3050","1256","42696"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76c8,Hobart - South and West,"60104","32","188","379","364","333","338","299","145","64","2131","10","178","488","405","411","389","241","88","25","2241","3","133","532","488","488","448","188","67","25","2370","0","36","387","460","402","347","83","14","10","1736","0","8","279","386","424","273","60","17","3","1456","0","0","138","257","295","202","36","11","3","950","0","8","100","324","434","199","54","15","8","1138","0","5","17","133","180","103","30","15","5","496","126","79","167","152","172","189","176","127","55","1250","27","22","19","16","14","26","12","0","0","152","2042","1640","3617","4097","4379","4228","3103","1656","657","25427"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76c7,Hobart Inner,"60105","40","350","657","414","381","460","425","212","103","3039","19","292","786","501","497","501","389","151","93","3234","7","233","940","637","707","629","337","143","49","3681","0","118","701","592","583","453","217","51","42","2761","0","29","526","597","662","502","163","52","30","2558","3","16","289","530","579","381","96","32","12","1942","0","13","329","759","844","608","157","59","21","2789","3","3","97","397","575","439","182","48","31","1772","175","326","660","515","524","521","408","278","274","3675","150","201","226","119","139","129","54","11","8","1036","3184","4857","8267","6726","6994","6657","4694","2510","1446","45335"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76c6,Sorell - Dodges Ferry,"60106","13","118","213","204","216","176","166","47","14","1165","5","99","234","227","267","269","93","26","14","1239","0","56","269","232","277","214","80","16","7","1160","0","16","160","136","194","143","30","7","0","686","0","10","92","126","155","103","20","3","0","506","0","0","37","69","88","68","12","3","0","274","0","0","29","67","97","75","20","0","3","293","0","3","14","24","33","23","17","3","7","113","98","59","114","119","127","138","154","97","38","949","3","0","12","3","8","3","0","0","4","30","945","774","1760","1853","2254","2310","1742","781","278","12696"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76c5,Launceston,"60201","89","776","1088","946","1074","838","501","265","159","5735","18","531","1294","1046","1197","894","403","162","59","5602","14","309","1233","1066","1187","942","320","115","45","5230","5","149","720","748","813","558","137","31","16","3176","3","47","512","646","740","526","90","39","19","2616","3","10","301","494","507","351","66","12","4","1746","0","11","231","493","605","379","72","18","6","1822","4","10","86","234","322","262","82","29","19","1056","497","476","729","654","742","717","748","505","367","5438","38","88","126","65","58","57","42","15","4","490","5592","6133","9997","9707","10749","9781","7654","4381","2166","66164"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76c4,Meander Valley - West Tamar,"60202","28","142","232","204","323","298","185","80","16","1507","10","97","238","272","334","329","118","46","18","1463","3","65","219","242","342","264","89","26","5","1246","3","15","157","181","219","163","48","6","5","797","0","5","87","137","184","119","35","3","7","575","0","3","42","89","120","105","13","3","3","376","0","5","39","74","105","90","21","5","0","333","0","7","17","19","44","40","23","9","4","153","165","77","155","156","225","290","239","164","57","1526","11","7","9","4","0","5","3","0","0","42","1378","946","1924","2271","3178","3632","2921","1321","439","18010"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76c3,North East,"60203","48","256","356","411","502","475","325","142","28","2547","11","186","385","417","552","464","223","88","13","2359","3","114","381","407","510","451","161","48","11","2084","0","41","224","252","309","263","81","18","7","1201","0","6","152","198","269","231","63","11","9","938","0","5","68","135","176","140","16","9","0","555","0","3","59","116","172","137","41","10","0","544","0","5","27","50","84","95","45","20","5","326","255","166","264","292","428","504","466","295","110","2774","9","13","25","8","6","10","5","0","0","87","1913","1690","3258","3819","5254","6084","4859","2294","722","29888"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76c2,Central Highlands (Tas.),"60301","16","68","132","133","189","148","96","30","7","814","5","53","159","148","212","151","63","16","9","808","3","35","119","149","182","147","49","13","4","699","0","21","63","82","107","62","18","0","0","364","0","7","35","74","90","82","9","4","3","314","0","0","20","43","56","35","10","0","0","168","0","0","14","26","70","35","3","0","0","146","0","3","6","14","19","27","20","4","0","89","90","39","92","106","136","147","144","69","18","847","4","3","4","3","4","4","0","0","0","26","654","477","1055","1295","1778","1833","1376","500","121","9089"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76c1,Huon - Bruny Island,"60302","10","100","212","222","262","236","188","82","12","1323","8","79","217","242","259","248","113","42","6","1218","6","51","205","265","295","256","117","19","3","1226","0","18","133","160","175","165","49","10","0","712","0","8","58","108","156","118","29","5","0","479","0","3","21","53","97","60","11","0","0","252","0","0","24","86","111","85","24","5","0","341","3","3","11","30","45","56","29","5","3","182","130","61","116","172","172","235","223","122","45","1279","4","3","25","3","7","7","3","0","0","58","1043","739","1679","2161","2765","3192","2519","1074","301","15472"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76c0,South East Coast,"60303","9","34","70","67","93","111","67","28","9","489","0","19","63","63","107","116","59","16","4","448","0","6","63","44","78","87","35","13","4","341","0","5","27","37","32","65","24","4","0","192","0","0","23","26","34","39","12","0","0","142","0","4","17","14","17","22","3","0","0","80","0","0","9","26","28","25","13","9","0","103","3","3","10","10","20","33","20","5","3","100","33","20","51","71","111","125","141","87","39","679","0","30","44","16","24","11","5","0","0","137","185","222","569","649","929","1364","1219","516","171","5833"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76bf,Holdfast Bay,"40301","24","239","340","264","277","325","364","183","109","2115","12","212","461","340","415","408","320","156","80","2404","7","142","538","435","483","534","291","98","53","2585","0","46","413","313","374","388","183","51","38","1824","0","18","310","378","423","368","109","31","20","1658","0","0","183","289","324","285","69","24","17","1192","0","0","219","437","524","378","124","38","16","1735","0","8","74","256","372","295","113","34","19","1165","102","123","278","259","271","363","304","285","382","2370","43","30","76","37","29","49","19","3","0","282","1797","2010","3896","3963","4617","5042","3926","2263","1622","29146"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p17c_total_weekly_income_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-76be,Marion,"40302","54","720","1293","997","922","901","672","336","175","6072","31","615","1665","1203","1207","1096","511","176","116","6633","8","393","1880","1476","1416","1214","413","127","81","7006","5","134","1249","1087","1001","742","193","37","23","4462","0","46","1010","1073","855","671","102","26","15","3795","3","25","463","696","608","439","72","8","16","2332","0","13","450","866","794","481","76","23","9","2720","4","16","98","240","232","166","56","16","18","840","299","333","629","477","496","528","457","430","429","4078","112","63","134","52","84","184","98","25","7","759","5205","6449","13122","11819","11296","11312","7904","4713","2738","74555"
