sa3_name16,sa3_code16,canada_before_1946,canada_1946_1955,canada_1956_1965,canada_1966_1975,canada_1976_1985,canada_1986_1995,canada_1996_2005,canada_2006_2010,canada_2011,canada_2012,canada_2013,canada_2014,canada_2015,canada_2016,canada_yr_arrival_notstated,canada_tot,china_exc_sars_taiw_bef_1946,china_exc_sars_taiwan_46_55,china_exc_sars_taiwan_56_65,china_exc_sars_taiwan_66_75,china_exc_sars_taiwan_76_85,china_exc_sars_taiwan_86_95,china_exc_sars_taiwan_96_05,china_exc_sars_taiwan_06_10,china_exc_sars_taiwan_2011,china_exc_sars_taiwan_2012,china_exc_sars_taiwan_2013,china_exc_sars_taiwan_2014,china_exc_sars_taiwan_2015,china_exc_sars_taiwan_2016,china_exc_sars_tawan_arr_notstated,china_exc_sars_taiwan_tot,croatia_before_1946,croatia_1946_1955,croatia_1956_1965,croatia_1966_1975,croatia_1976_1985,croatia_1986_1995,croatia_1996_2005,croatia_2006_2010,croatia_2011,croatia_2012,croatia_2013,croatia_2014,croatia_2015,croatia_2016,croatia_yr_arrival_notstated,croatia_tot,egypt_before_1946,egypt_1946_1955,egypt_1956_1965,egypt_1966_1975,egypt_1976_1985,egypt_1986_1995,egypt_1996_2005,egypt_2006_2010,egypt_2011,egypt_2012,egypt_2013,egypt_2014,egypt_2015,egypt_2016,egypt_yr_arrival_notstated,egypt_tot,fiji_before_1946,fiji_1946_1955,fiji_1956_1965,fiji_1966_1975,fiji_1976_1985,fiji_1986_1995,fiji_1996_2005,fiji_2006_2010,fiji_2011,fiji_2012,fiji_2013,fiji_2014,fiji_2015,fiji_2016,fiji_yr_arrival_notstated,fiji_tot,germany_before_1946,germany_1946_1955,germany_1956_1965,germany_1966_1975,germany_1976_1985,germany_1986_1995,germany_1996_2005,germany_2006_2010,germany_2011,germany_2012,germany_2013,germany_2014,germany_2015,germany_2016,germany_yr_arrival_notstated,germany_tot,greece_before_1946,greece_1946_1955,greece_1956_1965,greece_1966_1975,greece_1976_1985,greece_1986_1995,greece_1996_2005,greece_2006_2010,greece_2011,greece_2012,greece_2013,greece_2014,greece_2015,greece_2016,greece_yr_arrival_notstated,greece_tot,hng_kng_sar_china_bfre_1946,hng_kng_sar_china_1946_1955,hng_kng_sar_china_1956_1965,hng_kng_sar_china_1966_1975,hng_kng_sar_china_1976_1985,hng_kng_sar_china_1986_1995,hng_kng_sar_china_1996_2005,hng_kng_sar_china_2006_2010,hong_kong_sar_china_2011,hong_kong_sar_china_2012,hong_kong_sar_china_2013,hong_kong_sar_china_2014,hong_kong_sar_china_2015,hong_kong_sar_china_2016,hng_kng_sar_chna_arrival_notstated,hong_kong_sar_china_tot,india_before_1946,india_1946_1955,india_1956_1965,india_1966_1975,india_1976_1985,india_1986_1995,india_1996_2005,india_2006_2010,india_2011,india_2012,india_2013,india_2014,india_2015,india_2016,india_yr_arrival_notstated,india_tot,indonesia_before_1946,indonesia_1946_1955,indonesia_1956_1965,indonesia_1966_1975,indonesia_1976_1985,indonesia_1986_1995,indonesia_1996_2005,indonesia_2006_2010,indonesia_2011,indonesia_2012,indonesia_2013,indonesia_2014,indonesia_2015,indonesia_2016,indonesia_yr_arrival_notstated,indonesia_tot,iran_before_1946,iran_1946_1955,iran_1956_1965,iran_1966_1975,iran_1976_1985,iran_1986_1995,iran_1996_2005,iran_2006_2010,iran_2011,iran_2012,iran_2013,iran_2014,iran_2015,iran_2016,iran_yr_arrival_notstated,iran_tot,iraq_before_1946,iraq_1946_1955,iraq_1956_1965,iraq_1966_1975,iraq_1976_1985,iraq_1986_1995,iraq_1996_2005,iraq_2006_2010,iraq_2011,iraq_2012,iraq_2013,iraq_2014,iraq_2015,iraq_2016,iraq_yr_arrival_notstated,iraq_tot,ireland_before_1946,ireland_1946_1955,ireland_1956_1965,ireland_1966_1975,ireland_1976_1985,ireland_1986_1995,ireland_1996_2005,ireland_2006_2010
Cairns - North,30601,0,3,10,31,24,24,36,48,11,9,15,17,8,10,3,250,0,3,3,0,3,13,35,58,21,20,12,19,15,10,8,221,0,3,18,18,3,0,0,0,0,0,0,0,0,0,3,38,0,4,3,3,0,4,3,3,0,0,0,0,0,0,0,25,0,0,5,9,13,7,21,20,0,0,0,0,0,4,0,84,0,60,77,50,39,64,78,84,11,8,6,8,10,0,14,507,0,3,3,12,4,0,0,0,0,0,0,0,0,0,0,25,0,3,3,3,10,18,14,3,0,0,0,0,0,0,6,61,0,6,4,9,10,16,31,121,10,20,20,33,18,10,10,310,0,0,12,8,12,9,18,17,3,5,0,4,3,3,0,97,0,0,0,0,0,10,0,9,0,9,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,5,26,12,28,21,28
Cairns - South,30602,0,0,9,48,31,37,54,47,8,12,13,4,9,15,8,286,4,3,3,7,12,53,104,164,33,45,39,50,49,19,52,634,0,3,33,24,6,4,0,3,0,0,0,0,0,0,3,79,0,3,15,0,3,0,11,0,0,0,0,0,4,0,0,36,0,0,5,18,23,22,35,41,4,0,13,0,12,0,5,178,0,113,77,70,69,52,75,56,7,11,3,8,13,12,23,584,0,10,19,9,0,0,3,0,0,0,0,0,0,0,0,50,0,4,8,9,29,27,23,16,18,10,12,12,10,7,3,177,0,11,16,30,21,67,71,443,42,57,72,92,87,49,43,1103,0,7,8,20,23,28,49,32,4,7,8,0,9,14,12,217,0,0,0,3,6,6,3,0,3,0,0,4,4,0,0,40,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,14,0,10,17,36,15,43,30,16
Innisfail - Cassowary Coast,30603,0,0,0,9,3,6,7,3,0,3,3,0,4,5,0,47,0,3,0,0,0,6,3,9,0,0,4,0,0,3,7,38,0,3,13,0,0,3,0,0,0,0,0,0,0,0,0,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,4,8,9,0,0,3,0,0,0,0,38,0,39,35,15,17,13,8,11,0,3,0,4,6,10,4,154,0,11,17,0,0,0,0,0,0,0,0,0,0,0,6,26,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,14,0,5,4,11,15,28,30,265,12,27,45,59,59,26,28,601,0,3,11,4,4,0,3,3,0,0,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,3,13
Port Douglas - Daintree,30604,0,0,3,11,5,3,10,9,4,3,0,0,6,0,4,63,3,0,0,0,3,0,3,10,0,0,0,3,3,0,0,27,0,0,6,6,0,0,0,3,0,0,0,0,0,0,0,13,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,24,32,6,27,13,25,13,9,0,0,4,5,0,4,174,0,3,9,3,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,3,3,5,3,0,0,0,0,0,0,3,24,0,0,0,11,3,8,0,14,3,5,3,0,4,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,5,0,9,15
Tablelands (East) - Kuranda,30605,0,0,6,17,12,9,10,9,0,0,5,0,3,3,6,74,0,0,0,3,0,0,5,11,0,0,3,3,4,0,7,44,0,3,22,11,3,5,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,3,3,0,3,0,0,3,0,3,19,3,51,59,66,44,43,39,18,0,0,0,14,10,8,13,368,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,7,3,11,9,5,14,32,3,6,9,3,7,4,0,108,0,4,10,11,3,3,7,5,0,0,3,0,0,0,5,59,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,13,9,8,6,4
Darling Downs (West) - Maranoa,30701,0,0,0,3,3,4,3,6,0,5,0,6,6,3,3,55,0,0,0,0,0,3,7,20,0,4,6,0,0,0,0,40,0,0,3,5,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,4,3,6,0,0,4,0,0,0,0,22,0,19,16,7,13,4,3,6,5,3,3,4,0,3,0,90,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,4,3,0,0,0,3,14,0,0,0,0,3,0,6,111,3,16,23,16,16,7,15,220,0,0,0,0,3,0,3,4,0,0,0,0,4,3,0,21,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,5,14,19,39
Darling Downs - East,30702,0,0,5,4,3,7,11,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,6,9,0,0,0,0,4,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,17,0,0,0,0,0,41,0,13,12,10,16,11,5,6,0,5,5,0,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,3,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,3,48,3,3,3,7,3,3,3,87,0,5,0,0,0,0,3,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,5
Granite Belt,30703,0,0,3,6,5,4,13,4,0,3,0,0,0,0,0,41,0,0,3,0,3,5,12,10,0,0,5,0,4,3,5,55,0,0,8,23,5,3,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,6,15,3,0,3,3,5,0,0,0,42,0,31,31,19,31,5,9,3,0,0,0,0,0,0,3,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,4,0,4,0,3,33,0,7,3,0,6,0,4,73,0,8,3,0,3,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,3,3,6
Central Highlands (Qld),30801,0,0,0,7,5,6,5,5,0,0,0,0,0,3,0,36,0,0,0,0,3,0,8,14,0,0,3,16,0,0,3,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,7,10,7,3,6,0,0,0,0,0,30,0,21,13,14,3,3,8,4,0,0,0,0,4,0,3,80,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,14,0,0,3,0,3,0,16,67,7,8,9,8,4,3,4,136,0,5,0,0,0,0,4,9,0,0,0,3,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,7
Rockhampton,30803,0,3,6,15,17,16,15,19,6,14,4,0,6,0,8,121,0,0,0,3,5,12,35,52,12,20,13,13,27,6,13,202,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,24,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,18,0,0,3,9,16,33,31,19,0,3,3,0,3,3,10,136,0,65,51,41,36,16,45,24,3,3,4,0,0,6,11,303,0,3,4,4,3,0,0,0,0,0,0,0,3,0,0,23,0,0,0,4,4,12,3,16,0,0,0,0,0,0,3,52,0,3,0,7,9,9,63,224,29,36,22,33,35,26,15,517,0,6,5,4,5,5,11,7,0,0,0,3,0,0,0,57,0,0,0,0,3,3,5,5,10,5,4,3,0,0,0,44,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,8,7,31,13,10,11,16
Biloela,30804,0,0,0,0,0,4,3,5,3,0,0,0,4,0,0,19,3,0,0,0,0,0,3,4,0,0,0,0,25,13,0,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,15,0,4,7,3,3,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,24,4,0,0,8,0,4,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
Gladstone,30805,0,0,3,8,4,8,14,13,7,3,3,0,0,0,3,67,0,0,15,0,0,3,22,45,8,8,12,4,4,0,3,131,0,0,8,11,0,3,0,0,0,0,4,0,0,0,0,30,0,0,0,3,0,0,0,0,8,3,4,11,15,3,9,53,0,0,0,4,7,14,20,18,6,11,11,3,8,0,3,113,0,31,42,32,27,12,14,12,3,4,0,9,0,0,9,189,0,5,3,9,0,0,3,0,0,5,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,7,38,199,38,36,36,56,32,14,13,464,0,0,0,3,3,7,11,11,5,8,8,4,0,0,4,69,0,0,0,0,3,3,0,9,6,7,3,3,4,0,0,44,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,24,0,0,10,9,8,11,14,19
Broadbeach - Burleigh,30901,0,0,12,14,24,33,45,49,19,22,14,19,30,13,6,292,3,5,16,4,16,66,91,110,6,14,37,32,22,19,51,483,0,11,38,37,4,15,9,0,3,0,0,0,0,0,6,128,0,17,33,12,3,3,3,3,0,0,0,0,0,0,0,76,0,0,5,4,13,29,9,8,0,3,0,0,3,0,3,84,3,98,72,32,46,15,31,24,3,7,4,3,7,6,8,359,0,28,36,21,6,3,4,0,0,0,0,0,0,0,3,102,0,3,3,4,32,41,26,17,4,7,3,14,4,6,0,158,0,4,6,22,11,9,7,130,3,14,17,37,11,16,11,303,0,4,6,7,19,10,13,8,3,0,3,6,0,0,4,83,0,0,0,3,0,12,9,10,3,7,7,11,3,0,0,56,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,16,0,3,13,26,17,19,21,25
Coolangatta,30902,0,0,5,24,17,13,39,52,5,6,5,4,10,4,3,192,0,11,6,3,10,12,17,26,0,5,11,0,16,7,6,136,0,0,5,15,3,0,11,0,0,0,0,0,0,0,0,40,0,12,16,6,0,0,3,0,0,0,0,0,0,0,3,45,0,0,3,4,12,18,8,13,0,0,0,3,8,4,0,71,0,84,43,27,22,14,26,13,0,3,3,6,3,3,6,245,0,4,7,7,0,3,0,0,0,0,0,0,0,0,0,29,0,4,0,0,3,5,0,5,0,0,3,0,0,0,0,32,0,7,3,11,3,5,11,35,5,10,12,10,3,12,8,130,0,8,6,5,4,7,5,7,0,3,3,7,6,0,0,63,0,0,0,0,3,3,3,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,27,7,18,15,18
Gold Coast - North,30903,0,3,7,36,13,23,21,27,0,4,3,9,4,13,9,166,0,9,7,0,12,67,164,262,46,83,103,113,108,44,56,1074,0,0,26,44,11,20,28,4,0,0,0,0,0,0,7,143,0,14,18,25,6,13,7,18,0,0,3,0,0,0,3,103,3,6,3,10,16,22,23,22,0,0,0,7,0,0,3,120,0,113,86,47,51,27,43,28,0,0,3,5,5,0,7,405,0,25,36,24,3,4,4,0,0,0,3,0,0,0,9,100,0,0,0,9,16,34,27,16,3,11,11,11,3,3,5,148,0,11,8,19,8,27,56,172,21,27,33,54,23,21,14,504,0,3,10,8,7,18,49,17,3,4,4,5,5,5,0,144,0,0,0,3,13,20,18,53,6,21,14,16,3,3,0,176,0,0,0,9,0,5,12,18,3,0,10,16,0,0,3,75,0,3,13,32,12,22,19,28
Gold Coast Hinterland,30904,0,0,0,18,7,11,9,5,3,3,3,5,0,0,0,58,0,0,3,0,0,4,4,4,9,0,4,0,3,0,6,37,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,12,0,32,36,23,22,15,24,5,0,0,3,0,0,0,3,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,15,0,3,3,9,0,3,3,14,0,0,0,0,3,0,0,51,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,6,0
Robina,30908,0,0,3,13,13,27,47,26,6,7,10,22,41,29,5,258,0,6,8,3,22,144,254,289,50,68,80,144,173,63,63,1374,0,5,31,36,3,19,12,0,0,0,0,0,0,0,3,106,0,5,29,12,6,13,14,9,0,0,0,0,3,0,0,95,0,0,3,9,11,26,18,11,4,0,0,3,0,0,4,94,0,66,36,25,27,23,37,12,0,3,9,6,3,5,16,270,0,9,13,8,3,10,6,3,4,3,0,3,0,0,0,53,0,0,3,11,27,107,64,19,3,0,8,20,10,6,12,304,0,4,3,17,6,36,104,107,5,14,9,35,47,29,27,449,0,5,3,6,10,19,46,6,3,0,3,3,0,0,9,118,0,0,0,3,18,17,18,20,4,4,3,6,0,5,0,95,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,15,0,5,14,25,11,21,24,26
Southport,30909,0,0,5,9,19,19,39,25,9,6,3,6,13,18,9,188,0,5,7,7,12,72,290,390,95,125,195,244,265,121,95,1926,0,3,16,40,5,12,28,5,0,0,0,0,0,0,4,122,0,7,27,22,3,18,3,8,0,3,8,3,0,3,4,106,0,0,4,10,9,12,18,36,0,9,3,0,6,0,0,110,0,75,47,42,48,27,44,27,0,0,0,4,0,4,22,347,0,5,28,24,3,0,0,3,0,0,0,0,0,0,3,74,0,0,3,14,7,35,51,37,3,17,26,35,36,17,3,293,0,15,0,14,6,30,90,234,43,29,58,51,60,27,15,677,0,3,0,3,16,10,29,29,0,10,4,5,8,3,4,137,0,0,0,3,8,21,10,27,15,27,29,17,24,3,0,183,0,0,0,0,0,4,25,9,0,0,8,3,5,3,3,58,0,0,10,23,18,12,22,31
Surfers Paradise,30910,0,4,4,8,23,18,18,24,9,4,11,21,13,26,13,189,0,4,3,4,16,71,148,190,32,39,79,91,73,72,147,974,0,6,40,35,6,10,10,4,0,0,0,0,0,0,3,111,0,10,16,25,8,18,4,15,6,0,3,0,0,8,3,118,0,0,0,11,10,15,17,14,0,0,5,3,4,3,6,82,0,71,40,26,34,19,20,24,9,3,8,9,4,8,8,277,3,14,46,36,6,0,3,9,0,7,0,0,4,0,0,126,0,0,3,4,32,36,47,17,9,12,10,15,9,10,64,276,0,8,8,13,14,30,56,402,23,40,85,176,99,70,38,1060,0,3,0,6,11,14,24,14,5,3,13,4,9,6,4,131,0,0,0,0,29,18,14,35,11,12,13,6,3,6,0,146,0,0,0,3,0,3,8,8,0,3,0,7,0,0,0,33,0,5,4,13,16,18,7,18
Forest Lake - Oxley,31001,0,0,0,6,5,13,15,10,0,7,12,0,5,3,3,90,0,3,0,0,13,73,133,235,38,43,47,45,44,18,26,734,0,0,10,16,3,3,11,0,0,0,0,0,0,0,5,51,0,3,3,0,0,0,21,16,0,0,3,0,0,0,4,51,0,0,3,20,32,175,150,121,16,10,17,14,9,8,31,601,0,118,26,23,24,18,15,21,4,0,3,3,3,3,6,262,0,7,4,7,0,3,0,0,0,0,0,0,0,0,0,26,0,0,0,4,20,45,22,14,0,0,0,0,0,8,10,125,0,7,11,36,23,41,229,812,86,69,105,111,98,64,51,1723,0,3,12,7,12,52,57,28,3,7,6,3,7,3,8,212,0,0,0,0,9,12,44,34,32,45,40,3,0,3,9,231,0,0,0,0,3,7,34,75,20,14,7,14,9,18,9,203,0,5,11,20,12,7,12,18
Ipswich Hinterland,31002,0,0,3,13,10,8,9,11,0,0,0,0,0,0,7,64,0,5,5,0,0,0,6,3,5,0,3,0,0,3,4,40,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,3,0,5,10,7,9,0,0,0,0,0,0,3,45,0,57,43,43,51,17,22,4,0,0,4,0,5,3,12,269,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,3,3,0,0,0,0,0,0,0,8,16,0,3,3,10,0,5,0,18,3,3,0,0,0,0,3,46,0,5,5,5,4,3,4,4,0,0,0,0,6,0,4,35,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,22,11,10,9,8
Ipswich Inner,31003,0,0,7,16,13,10,26,14,0,3,5,0,7,5,0,115,0,3,0,0,3,9,35,68,4,17,15,20,23,15,12,226,0,0,14,8,0,0,3,4,0,0,0,0,0,0,0,29,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,16,0,0,3,10,21,31,42,25,10,5,0,0,0,0,3,157,3,81,58,52,34,16,29,21,0,3,5,0,0,3,9,322,0,4,10,6,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,11,6,13,5,0,0,8,0,4,9,0,65,0,0,9,19,6,16,57,203,29,22,25,45,10,16,13,471,0,5,17,12,3,3,27,16,0,0,0,3,3,0,4,92,0,0,0,0,0,0,3,6,6,3,4,0,0,0,0,34,0,0,0,0,0,0,4,7,0,3,0,0,0,0,0,14,3,0,9,36,18,21,17,22
Springfield - Redbank,31004,0,0,4,11,9,10,24,21,10,10,3,3,0,0,6,106,0,0,3,0,8,15,76,153,15,31,40,17,12,12,10,400,0,0,3,30,0,6,16,0,0,0,0,0,0,0,0,59,0,0,0,3,0,5,26,14,0,6,3,3,0,0,0,58,0,3,0,8,43,116,171,122,20,16,20,23,24,6,17,593,0,69,39,42,53,25,32,28,0,0,0,0,0,3,5,297,0,0,3,5,0,4,3,0,0,0,0,0,0,0,3,20,0,3,0,8,8,15,23,23,0,0,3,3,0,0,0,91,0,6,4,16,16,23,272,651,76,69,63,78,57,32,36,1401,0,0,13,10,14,13,29,28,6,0,4,0,0,3,3,127,0,0,0,0,4,11,25,49,8,25,18,3,3,0,3,160,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,25,0,3,7,29,19,20,13,36
Beaudesert,31101,0,0,0,3,5,0,0,0,0,0,7,3,0,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,9,0,11,9,3,16,5,8,0,0,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,19,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,5,6
Beenleigh,31102,0,0,0,0,7,13,6,7,0,3,0,4,0,0,5,49,0,0,4,3,0,10,21,41,4,0,10,3,3,7,3,113,0,0,12,14,0,0,5,0,0,0,0,3,0,0,0,33,0,3,3,0,3,0,0,5,0,0,0,0,0,0,0,20,0,0,4,4,12,29,36,35,0,5,3,0,4,0,6,140,0,40,33,23,21,12,18,10,3,0,0,0,4,0,4,168,0,5,5,3,0,3,4,0,0,0,0,0,0,0,0,22,0,0,0,0,7,9,10,0,0,0,0,0,0,0,0,23,0,6,0,4,4,4,14,64,8,8,18,20,10,5,4,168,0,3,0,8,7,9,14,10,0,3,0,0,0,0,0,66,0,0,0,0,0,3,3,4,0,8,6,0,0,0,0,27,0,0,0,0,0,3,3,3,0,0,5,0,0,0,4,17,0,0,4,28,9,9,0,14
Browns Plains,31103,0,3,0,14,13,18,9,7,0,3,0,0,3,0,3,81,3,3,16,5,9,41,88,141,35,27,20,24,18,14,15,446,0,0,28,103,15,24,43,3,0,4,0,0,0,0,4,223,0,4,6,3,0,10,12,12,0,4,0,0,0,0,3,45,0,0,4,12,46,143,166,144,20,28,24,37,10,4,19,665,0,78,45,52,54,16,30,12,0,3,4,0,3,0,13,307,0,3,10,10,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,3,9,38,20,15,3,5,3,0,3,3,6,111,3,7,3,23,16,20,97,352,17,22,43,39,33,22,15,692,0,3,11,4,8,8,41,24,3,3,9,4,0,0,5,120,0,0,0,0,3,3,12,28,0,13,7,4,0,0,0,73,0,0,0,0,0,0,26,62,9,3,33,15,6,4,4,163,0,0,7,21,15,22,15,16
Jimboomba,31104,0,0,4,12,6,7,9,6,0,0,0,0,0,0,0,46,0,0,5,0,0,4,13,12,0,0,0,13,0,3,0,50,0,0,7,18,0,3,4,0,0,0,0,0,0,0,0,34,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,6,7,22,21,9,6,0,0,0,3,0,3,88,0,29,37,29,43,8,18,5,0,3,0,0,0,0,3,177,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,9,3,0,0,0,0,0,0,37,0,0,0,3,3,9,12,21,0,0,3,0,0,0,0,54,0,0,3,0,0,5,3,0,8,0,4,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,24,7,11,9,13
Loganlea - Carbrook,31105,0,0,0,11,9,11,18,3,0,3,0,0,3,0,3,66,3,5,14,3,9,30,77,70,7,7,21,20,30,19,40,365,0,0,14,24,0,8,10,0,0,0,0,0,0,0,3,59,0,0,7,3,0,0,12,3,0,0,0,0,7,0,0,32,0,0,0,6,23,90,83,47,5,16,11,0,10,3,12,315,0,58,49,28,41,33,22,11,0,4,0,0,0,0,11,257,0,8,15,8,7,3,3,0,0,0,0,0,0,0,0,51,0,3,0,3,12,12,12,11,0,3,0,0,3,3,3,61,0,7,6,25,7,23,53,221,17,24,40,63,36,17,12,556,0,3,11,9,14,10,20,8,3,0,3,3,0,0,4,94,0,0,0,0,3,0,8,5,3,13,27,7,0,0,3,73,0,0,0,0,0,0,18,12,0,5,15,0,0,62,12,120,0,3,6,29,27,25,13,21
Springwood - Kingston,31106,0,4,0,15,16,18,16,22,0,0,4,3,4,0,6,109,0,3,23,3,23,73,202,247,34,50,32,43,45,33,28,839,0,0,15,49,5,27,55,3,0,0,0,0,0,0,3,154,0,0,3,7,0,14,20,9,3,5,7,3,0,0,4,69,3,0,3,19,49,151,151,110,6,9,20,12,15,3,13,557,0,89,52,38,31,8,30,14,0,0,0,0,3,0,6,282,0,8,24,11,8,3,5,0,0,0,0,0,0,0,0,67,0,0,0,8,27,97,71,39,5,3,13,11,11,5,10,303,0,9,5,29,16,32,119,572,38,52,108,112,84,53,47,1279,0,3,11,9,24,21,45,43,4,3,10,7,4,3,0,185,0,0,0,0,3,9,17,33,15,50,153,51,11,8,5,363,0,0,0,0,0,11,50,61,11,13,34,0,0,62,26,280,0,7,11,25,19,29,12,31
