gml_id,sa3_code16,p_aged_15_yr_over_m,p_aged_15_yr_over_f,p_aged_15_yr_over_p,lab_for_st_empl_worked_ft_m,lab_for_st_empl_worked_ft_f,lab_for_st_empl_worked_ft_p,lab_for_st_empl_worked_pt_m,lab_for_st_empl_worked_pt_f,lab_for_st_empl_worked_pt_p,lab_for_st_empl_awy_frm_wrk_m,lab_for_st_empl_awy_frm_wrk_f,lab_for_st_empl_awy_frm_wrk_p,lab_for_st_unemp_lkg_fr_wrk_m,lab_for_st_unemp_lkg_fr_wrk_f,lab_for_st_unemp_lkg_fr_wrk_p,lab_for_st_tot_labour_force_m,lab_for_st_tot_labour_force_f,lab_for_st_tot_labour_force_p,lab_for_st_n_the_lbour_frce_m,lab_for_st_n_the_lbour_frce_f,lab_for_st_n_the_lbour_frce_p,percent_unemployment_m,percent_unemployment_f,percent_unemployment_p,pcent_lab_force_particip_m,pcent_lab_force_particip_f,pcent_lab_force_particip_p,pcent_employmnt_to_pop_m,pcent_employmnt_to_pop_f,pcent_employmnt_to_pop_p,non_sc_quals_postgrad_deg_m,non_sc_quals_postgrad_deg_f,non_sc_quals_postgrad_deg_p,non_sc_qua_gra_dip_gra_cer_m,non_sc_qua_gra_dip_gra_cer_f,non_sc_qua_gra_dip_gra_cer_p,non_sc_quals_bachelor_deg_m,non_sc_quals_bachelor_deg_f,non_sc_quals_bachelor_deg_p,non_sc_quals_adv_dip_dip_m,non_sc_quals_adv_dip_dip_f,non_sc_quals_adv_dip_dip_p,non_sc_quals_cert3a4_level_m,non_sc_quals_cert3a4_level_f,non_sc_quals_cert3a4_level_p,non_sc_quals_cert1a2_level_m,non_sc_quals_cert1a2_level_f,non_sc_quals_cert1a2_level_p,non_sc_quals_certnfd_level_m,non_sc_quals_certnfd_level_f,non_sc_quals_certnfd_level_p,non_sc_quals_certtot_level_m,non_sc_quals_certtot_level_f,non_sc_quals_certtot_level_p,mig_lvd_same_add_1_yr_ago_m,mig_lvd_same_add_1_yr_ago_f,mig_lvd_same_add_1_yr_ago_p,mig_lvd_diff_add_1_yr_ago_m,mig_lvd_diff_add_1_yr_ago_f,mig_lvd_diff_add_1_yr_ago_p,mig_lvd_same_add_5_yr_ago_m,mig_lvd_same_add_5_yr_ago_f,mig_lvd_same_add_5_yr_ago_p,mig_lvd_diff_add_5_yr_ago_m,mig_lvd_diff_add_5_yr_ago_f,mig_lvd_diff_add_5_yr_ago_p,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6259,"20703","40220","44568","84788","16654","9999","26652","6175","11310","17483","820","1140","1962","2052","1790","3838","25700","24233","49938","12886","18412","31296",8,7.4,7.7,63.9,54.4,58.9,58.8,50.4,54.4,"4107","3897","7999","1080","1903","2980","9423","11075","20498","3821","4671","8489","4660","2164","6823","200","290","495","466","713","1185","5336","3167","8503","36829","40336","77167","8514","8732","17247","24577","27374","51950","19323","20288","39608",Whitehorse - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_625a,"20801","35713","40929","76649","17316","9810","27132","5132","11230","16358","783","1077","1862","1103","1112","2212","24330","23232","47564","9794","15662","25458",4.5,4.8,4.7,68.1,56.8,62.1,65,54,59.2,"3553","3275","6826","1055","1939","2995","9525","10698","20225","3513","4696","8206","4150","2021","6168","152","297","450","473","866","1337","4779","3186","7959","35386","39185","74571","6197","6781","12977","24049","26979","51029","16305","17946","34249",Bayside
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_625b,"20902","38391","40853","79242","15327","9512","24844","5593","9246","14834","1030","1164","2194","2112","1859","3971","24065","21774","45839","11562","16074","27634",8.8,8.5,8.7,62.7,53.3,57.8,57.2,48.8,52.8,"2539","2671","5213","663","1326","1990","6377","7460","13838","3174","3658","6838","5644","2808","8449","235","393","627","405","623","1028","6282","3827","10109","34012","35654","69668","7495","7781","15279","22417","24266","46678","17335","17495","34825",Darebin - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_625c,"20903","24881","25883","50770","13298","6470","19767","3571","8996","12571","649","868","1522","836","710","1544","18355","17044","35401","5650","7901","13549",4.6,4.2,4.4,73.8,65.9,69.7,70.4,63.1,66.7,"1372","1377","2758","676","1258","1929","4004","5367","9373","2445","3142","5588","6371","2285","8660","126","269","390","359","559","920","6857","3112","9971","26767","27191","53958","2603","2824","5424","20343","20619","40964","8112","8534","16653",Nillumbik - Kinglake
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_625d,"20904","81365","85290","166651","39232","20422","59652","10092","20827","30915","2395","2924","5321","3797","3543","7344","55512","47718","103224","21801","33167","54970",6.8,7.4,7.1,68.2,55.9,61.9,63.6,51.8,57.5,"3229","3051","6280","803","1679","2484","8705","11681","20393","6644","9097","15737","17602","8943","26543","590","1107","1694","1108","1800","2911","19297","11847","31145","81689","83602","165289","14948","15171","30123","51324","52558","103884","39408","40690","80095",Whittlesea - Wallan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_625e,"21001","22902","24795","47702","10694","6102","16789","2736","6084","8815","627","769","1398","779","686","1464","14828","13636","28469","7007","9937","16946",5.3,5,5.1,64.7,55,59.7,61.4,52.2,56.6,"943","900","1843","379","726","1104","3376","4355","7735","1945","2462","4411","4916","1725","6637","120","239","363","313","491","803","5348","2458","7800","23054","24271","47325","2988","3138","6129","17019","18219","35233","8115","8340","16458",Keilor
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_625f,"21002","11061","11497","22561","5744","2704","8447","1346","3522","4871","343","420","766","330","317","645","7761","6963","14725","2737","3892","6630",4.3,4.6,4.4,70.2,60.6,65.3,67.2,57.8,62.4,"395","391","789","229","482","715","1275","1975","3249","1046","1410","2450","3207","1182","4392","55","162","217","183","311","494","3443","1659","5102","11681","11787","23465","1568","1590","3156","8303","8330","16630","4313","4454","8767",Macedon Ranges
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6260,"20803","44443","49243","93688","22635","13545","36185","5547","13225","18764","1142","1493","2640","1672","1404","3076","30991","29672","60661","11195","16967","28166",5.4,4.7,5.1,69.7,60.3,64.7,66,57.4,61.5,"2278","2587","4872","916","1770","2685","7237","9692","16929","4461","5798","10256","9563","4150","13716","274","487","766","691","1099","1788","10524","5741","16263","43571","47043","90615","7168","7708","14877","29747","32205","61956","19163","20721","39884",Kingston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6261,"20804","15920","17901","33823","7708","4866","12579","2349","4565","6913","346","479","824","624","624","1243","11023","10532","21560","4152","6516","10666",5.7,5.9,5.8,69.2,58.8,63.7,65.3,55.4,60.1,"2039","1902","3940","494","871","1366","4929","5559","10492","1310","1795","3108","1319","653","1969","43","100","141","172","348","519","1537","1098","2636","14881","16186","31067","3182","3532","6714","9647","10628","20275","7935","8680","16613",Stonnington - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6262,"20901","47331","51384","98715","22590","12688","35278","6401","13992","20392","1140","1612","2752","1785","1643","3424","31916","29932","61846","13223","18953","32175",5.6,5.5,5.5,67.4,58.3,62.7,63.7,55.1,59.2,"3715","3673","7389","1304","2419","3731","9089","11175","20269","4241","5281","9522","8985","3709","12688","258","443","703","644","1031","1670","9885","5182","15066","46763","49708","96472","7209","7445","14652","33321","35807","69122","18606","19362","37976",Banyule
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6263,"21003","29869","31141","61009","12888","7366","20255","4090","6372","10467","901","918","1820","1550","1199","2750","19431","15857","35288","8559","13304","21867",8,7.6,7.8,65.1,50.9,57.8,59.9,47.1,53.3,"1903","1712","3616","490","897","1390","4589","5290","9884","2482","2836","5314","5053","2147","7196","179","275","453","347","527","872","5574","2949","8523","27645","28776","56423","5954","5638","11593","17614","19076","36691","14184","13579","27769",Moreland - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6264,"21004","14904","16144","31044","7832","4208","12041","1743","4625","6371","402","540","945","642","619","1260","10624","9989","20616","3576","5375","8952",6,6.2,6.1,71.3,61.9,66.4,66.9,58.1,62.4,"300","331","636","199","454","656","1250","2007","3258","1241","1881","3114","4589","2088","6676","114","254","372","250","395","639","4950","2731","7687","15099","15860","30959","2243","2432","4669","10770","11152","21922","5843","6477","12325",Sunbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6265,"21005","61571","62426","123995","25547","13064","38604","8018","12516","20532","1916","1754","3669","3556","2984","6534","39032","30312","69344","18607","28377","46985",9.1,9.8,9.4,63.4,48.6,55.9,57.6,43.8,50.7,"1978","1936","3910","479","949","1424","5786","7148","12931","4707","6101","10813","11250","5804","17060","488","799","1289","849","1214","2071","12592","7818","20418","62038","62317","124360","11054","10976","22035","40735","41470","82202","27818","27538","55354",Tullamarine - Broadmeadows
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6266,"21101","60411","64890","125306","30635","16948","47583","7916","17764","25687","1546","1966","3509","2444","2154","4605","42547","38840","81385","15664","23608","39275",5.7,5.5,5.7,70.4,59.9,64.9,66.4,56.5,61.3,"2901","2784","5688","969","1753","2721","8777","11030","19806","5516","7422","12938","14381","6499","20882","421","728","1143","834","1469","2299","15634","8692","24329","61291","64213","125505","7993","8607","16606","45055","46970","92024","21913","23483","45397",Knox
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6267,"21102","10005","10660","20667","4912","2352","7261","1534","3326","4861","220","319","538","311","286","603","6982","6278","13266","2691","4001","6688",4.5,4.6,4.5,69.8,58.9,64.2,66.6,56.3,61.3,"638","590","1228","240","451","695","2118","2344","4461","944","1232","2174","1909","683","2594","40","102","139","130","249","375","2078","1030","3113","10564","10954","21525","1111","1155","2266","8010","8290","16302","3402","3572","6969",Manningham - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6268,"21103","41703","46136","87845","21501","11739","33240","5469","12985","18458","1056","1419","2481","1563","1439","3006","29591","27585","57174","10537","16563","27105",5.3,5.2,5.3,71,59.8,65.1,67.2,56.7,61.7,"2061","2086","4150","931","1674","2611","6152","8389","14546","4016","5400","9418","9853","4607","14459","279","493","770","621","1040","1663","10756","6138","16894","41931","44884","86820","6510","7011","13521","28813","30878","59693","17581","19089","36668",Maroondah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6269,"21104","23302","25656","48960","10991","6222","17206","3346","6720","10073","541","717","1252","966","830","1794","15844","14485","30330","6713","10224","16944",6.1,5.7,5.9,68,56.5,61.9,63.8,53.2,58.3,"2068","1920","3987","618","991","1610","5051","5954","11005","2320","2811","5136","3612","1620","5231","112","183","294","294","493","788","4017","2301","6316","23332","25189","48514","3714","3904","7615","16496","17913","34405","9580","10189","19762",Whitehorse - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_626a,"21105","57271","60112","117384","29245","14136","43380","7345","18452","25798","1734","2084","3822","1801","1750","3553","40129","36424","76550","14585","20999","35586",4.5,4.8,4.6,70.1,60.6,65.2,66.9,57.7,62.2,"1478","1765","3245","925","1895","2821","5609","8499","14106","4838","7641","12477","17393","7495","24889","424","861","1278","829","1427","2261","18645","9786","28428","59240","60567","119805","7219","7757","14979","42578","43137","85712","21158","22732","43892",Yarra Ranges
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_626b,"20606","26414","29608","56022","13927","11321","25253","3544","5636","9184","580","773","1348","909","926","1834","18965","18659","37618","5047","8354","13399",4.8,5,4.9,71.8,63,67.1,68.3,59.9,63.9,"3173","3105","6274","717","1198","1921","8549","9693","18238","2147","2955","5102","2152","1244","3393","95","165","261","264","415","680","2510","1829","4338","18859","20729","39591","6842","7955","14796","9809","11136","20945","15617","17393","33010",Stonnington - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_626c,"20607","37507","40284","77795","19378","15878","35261","5029","8348","13381","901","1231","2131","1493","1371","2864","26804","26836","53635","7079","9670","16750",5.6,5.1,5.3,71.5,66.6,68.9,67.5,63.2,65.3,"4511","5102","9609","1240","2180","3415","11337","12637","23970","2736","3237","5972","3263","1849","5114","172","242","419","371","493","868","3806","2583","6395","27824","29734","57553","9191","9945","19134","15231","16571","31804","21049","22397","43453",Yarra
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_626d,"20701","64110","71924","136032","30023","19139","49165","9962","18815","28771","1422","1976","3398","2570","2260","4833","43975","42190","86168","17283","26591","43875",5.8,5.4,5.6,68.6,58.7,63.3,64.6,55.5,59.8,"8844","7851","16696","2194","3769","5965","19402","21830","41229","5031","6985","12013","5075","2673","7745","224","402","624","587","1180","1766","5882","4248","10135","60380","66140","126522","12598","13761","26354","39983","44214","84205","31339","34131","65472",Boroondara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_626e,"20702","35658","39475","75131","15160","8661","23823","4930","9266","14197","763","970","1728","1514","1353","2863","22361","20247","42605","12050","17710","29763",6.8,6.7,6.7,62.7,51.3,56.7,58.5,47.9,52.9,"3198","2730","5930","759","1204","1968","7928","8864","16798","3231","3932","7162","4701","2109","6810","148","260","407","460","839","1301","5311","3211","8522","34752","37542","72292","5542","5962","11499","25099","27274","52377","14030","15018","29051",Manningham - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_626f,"20802","56864","62598","119462","27708","16963","44670","8326","16590","24910","1245","1823","3070","2367","2171","4534","39643","37543","77190","14669","22262","36930",6,5.8,5.9,69.7,60,64.6,65.6,56.5,60.8,"5845","6005","11845","1575","2844","4424","15113","17152","32261","4956","6635","11589","6787","3368","10161","214","385","600","708","1078","1787","7718","4832","12551","53989","58230","112221","11337","11996","23338","35144","38230","73377","27842","29621","57462",Glen Eira
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6270,"21201","34532","36588","71119","18729","9035","27766","3969","10468","14437","1028","1263","2292","1219","1383","2598","24945","22148","47093","7693","12409","20102",4.9,6.2,5.5,72.2,60.5,66.2,68.7,56.8,62.6,"752","850","1603","366","861","1228","2627","4390","7015","2717","4395","7111","10608","5258","15865","252","629","880","472","852","1325","11332","6737","18068","35050","35932","70985","6681","7185","13866","21060","21038","42091","18070","19711","37782",Cardinia
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6271,"21202","50782","52509","103293","24964","12461","37420","6427","13248","19672","1422","1490","2916","2466","2252","4717","35282","29450","64727","13334","20833","34169",7,7.6,7.3,69.5,56.1,62.7,64.6,51.8,58.1,"1948","1807","3758","559","1072","1633","5680","7366","13044","4575","5922","10497","11542","5399","16943","369","665","1039","745","1156","1906","12659","7226","19882","51781","52805","104589","8044","7964","16005","35826","36718","72549","21308","21461","42769",Casey - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6272,"21203","62056","63646","125706","32797","16915","49711","7717","15727","23447","1802","2101","3895","2888","3075","5966","45201","37820","83022","13527","22434","35953",6.4,8.1,7.2,72.8,59.4,66,68.2,54.6,61.3,"2037","2115","4153","565","1053","1620","5846","8006","13860","5602","7348","12948","14945","7964","22908","540","928","1464","889","1390","2280","16376","10286","26660","63985","64290","128277","11944","12401","24351","38112","38141","76249","33025","33841","66859",Casey - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6273,"21204","77495","75264","152765","30641","16278","46916","10905","14199","25101","2104","1885","3990","4393","3664","8058","48044","36024","84068","24871","35005","59877",9.1,10.2,9.6,62,47.9,55,56.3,43,49.8,"3115","2947","6062","697","1077","1775","9182","10107","19291","6583","6848","13430","11823","5630","17453","562","799","1361","988","1354","2345","13370","7784","21158","72067","71247","143310","14276","12764","27044","47060","47914","94975","35396","32093","67489",Dandenong
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6274,"21205","71482","75266","146744","29108","17142","46250","10047","16848","26890","1623","1908","3531","3413","3330","6742","44186","39227","83409","24010","32589","56598",7.7,8.5,8.1,61.8,52.1,56.8,57,47.7,52.2,"7537","6466","14006","1469","2264","3732","15851","17212","33065","6259","7520","13781","8632","3891","12516","294","525","817","754","1302","2057","9684","5708","15391","64366","67371","131743","15135","15105","30245","42679","45349","88028","34479","34763","69236",Monash
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6275,"21301","75079","75653","150736","29800","16116","45912","10350","15161","25509","2317","2139","4454","4686","4321","9012","47155","37735","84891","23056","33131","56186",9.9,11.5,10.6,62.8,49.9,56.3,56.6,44.2,50.3,"2169","2052","4220","556","1038","1590","8249","9879","18133","5612","6349","11960","12418","6160","18577","575","838","1416","1004","1411","2421","13997","8409","22408","73180","74138","147315","11041","10385","21419","51787","53399","105185","28301","27103","55399",Brimbank
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6276,"21302","32660","34868","67531","15934","9618","25556","4013","8066","12073","866","1076","1942","1401","1272","2673","22215","20032","42246","8754","12982","21731",6.3,6.3,6.3,68,57.5,62.6,63.7,53.8,58.6,"1836","2091","3923","656","1343","1994","5349","6696","12041","2671","3441","6109","6434","2593","9026","179","315","497","472","622","1102","7092","3524","10621","31777","33423","65203","5231","5519","10749","21980","23240","45223","13401","14158","27554",Hobsons Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6277,"21303","34483","34282","68764","15672","10509","26186","5457","7802","13256","855","1083","1932","2021","1735","3761","24002","21125","45127","8003","10705","18706",8.4,8.2,8.3,69.6,61.6,65.6,63.8,56.6,60.2,"2772","2747","5520","805","1444","2254","7352","8170","15524","3027","3101","6125","4148","2100","6248","214","274","484","387","489","880","4753","2859","7609","29457","29438","58892","7457","7126","14579","17377","18050","35427","17865","17028","34891",Maribyrnong
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6278,"21304","56271","58974","115238","28445","14924","43367","6273","14437","20713","1719","1900","3620","2743","2753","5496","39180","34020","73197","13987","21703","35691",7,8.1,7.5,69.6,57.7,63.5,64.8,53,58.7,"1580","1634","3209","548","1165","1711","5313","7880","13194","4344","6167","10512","13504","7008","20505","442","873","1316","901","1411","2313","14845","9289","24139","58466","60388","118850","9294","9955","19246","37784","38617","76397","25837","27691","53530",Melton - Bacchus Marsh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6279,"21305","82319","83520","165839","42932","22483","65417","10215","19185","29408","2428","2662","5093","4306","4776","9090","59893","49107","108998","18038","30001","48039",7.2,9.7,8.3,72.8,58.8,65.7,67.5,53.1,60.3,"6365","5493","11860","1143","1742","2887","11462","14290","25751","7491","9124","16618","15587","8545","24130","590","946","1537","1123","1599","2721","17298","11087","28386","82163","82813","164981","17754","17980","35737","46793","47298","94093","45813","46494","92306",Wyndham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_627a,"21401","51668","55980","107650","25206","13662","38872","6170","14609","20781","1382","1816","3192","2177","2164","4346","34937","32254","67188","13477","20264","33739",6.2,6.7,6.5,67.6,57.6,62.4,63.4,53.7,58.4,"1089","1307","2401","636","1342","1982","4393","6865","11260","4373","6628","10992","14633","7386","22020","421","847","1267","836","1328","2159","15885","9565","25449","50240","52875","103113","8109","8754","16870","33330","34798","68125","22347","24408","46753",Frankston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_627b,"21402","58795","64924","123717","25277","12379","37660","7709","17776","25487","1579","1884","3458","1782","1701","3479","36347","33734","70085","19314","27506","46818",4.9,5,5,61.8,52,56.6,58.8,49.3,53.8,"1634","1764","3401","958","1908","2870","6194","8906","15097","5325","7825","13146","16480","7158","23646","410","884","1293","971","1619","2589","17866","9662","27528","56752","60987","117745","9917","10377","20295","38184","40525","78710","26148","28729","54878",Mornington Peninsula
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_627c,"21501","23861","24000","47863","9945","4896","14836","2700","6079","8782","738","817","1555","789","526","1318","14173","12309","26483","8171","10135","18304",5.6,4.3,5,59.4,51.3,55.3,56.1,49.1,52.6,"266","357","622","223","537","756","1258","2604","3858","1373","2377","3744","5806","2806","8613","242","420","661","329","523","852","6376","3749","10132","22721","22759","45479","3120","3494","6616","16735","16590","33324","7901","8678","16573",Grampians
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_627d,"21502","21252","22298","43546","8774","4813","13586","2262","5314","7571","643","685","1329","1014","786","1796","12682","11596","24281","6594","8771","15364",8,6.8,7.4,59.7,52,55.8,55,48.5,51.6,"225","286","511","187","423","612","1279","2211","3490","1171","1940","3109","4993","2634","7630","217","415","631","312","433","750","5530","3483","9009","19724","20418","40144","3650","3810","7455","13442","13711","27156","8767","9437","18204",Mildura
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_627e,"21503","15105","15100","30205","6354","2871","9226","1497","3616","5112","508","473","979","448","331","776","8806","7294","16099","4620","6239","10851",5.1,4.5,4.8,58.3,48.3,53.3,55.3,46.1,50.7,"98","144","239","108","259","374","691","1435","2128","736","1211","1948","3553","1614","5166","118","254","370","178","280","461","3847","2147","5991","14298","14109","28412","1854","1942","3797","10465","10224","20688","4907","5070","9975",Murray River - Swan Hill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_627f,"21601","14620","15166","29788","6262","3100","9363","1641","3873","5513","495","522","1021","443","381","821","8842","7873","16723","4718","6138","10853",5,4.8,4.9,60.5,51.9,56.1,57.4,49.4,53.4,"112","195","304","133","299","436","772","1473","2249","747","1410","2161","4117","1875","5996","115","248","366","216","298","507","4445","2421","6871","14374","14589","28965","1948","2088","4042","10306","10227","20537","5291","5673","10959",Campaspe
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6280,"21602","11417","11712","23131","4722","2210","6935","1074","2812","3881","408","427","836","314","295","612","6515","5746","12269","4011","5095","9105",4.8,5.1,5,57.1,49.1,53,54.3,46.5,50.4,"75","133","209","83","225","307","533","995","1525","617","1062","1677","3078","1419","4501","96","193","289","163","249","414","3335","1866","5205","10879","10972","21847","1745","1869","3619","7726","7679","15404","4288","4578","8863",Moira
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6281,"21603","24631","25433","50064","10489","5677","16166","2709","6208","8918","777","806","1585","1043","811","1858","15012","13509","28524","7490","9809","17294",6.9,6,6.5,60.9,53.1,57,56.7,49.9,53.3,"446","485","927","301","661","962","1603","2709","4310","1449","2421","3871","5687","2899","8586","191","379","565","294","486","774","6165","3764","9930","23488","23791","47274","3948","4230","8180","16232","16386","32616","9837","10366","20205",Shepparton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6282,"21701","13963","14580","28544","5942","2769","8709","1683","3949","5635","498","505","996","494","363","856","8615","7586","16200","4338","5955","10293",5.7,4.8,5.3,61.7,52,56.8,58.2,49.5,53.7,"180","192","380","134","337","473","808","1561","2374","783","1370","2151","3816","1812","5626","153","292","443","209","315","522","4173","2424","6597","13713","13962","27679","1784","1957","3741","10231","10248","20484","4579","5005","9586",Glenelg - Southern Grampians
