gml_id,sa3_code16,p_aged_15_yr_over_m,p_aged_15_yr_over_f,p_aged_15_yr_over_p,lab_for_st_empl_worked_ft_m,lab_for_st_empl_worked_ft_f,lab_for_st_empl_worked_ft_p,lab_for_st_empl_worked_pt_m,lab_for_st_empl_worked_pt_f,lab_for_st_empl_worked_pt_p,lab_for_st_empl_awy_frm_wrk_m,lab_for_st_empl_awy_frm_wrk_f,lab_for_st_empl_awy_frm_wrk_p,lab_for_st_unemp_lkg_fr_wrk_m,lab_for_st_unemp_lkg_fr_wrk_f,lab_for_st_unemp_lkg_fr_wrk_p,lab_for_st_tot_labour_force_m,lab_for_st_tot_labour_force_f,lab_for_st_tot_labour_force_p,lab_for_st_n_the_lbour_frce_m,lab_for_st_n_the_lbour_frce_f,lab_for_st_n_the_lbour_frce_p,percent_unemployment_m,percent_unemployment_f,percent_unemployment_p,pcent_lab_force_particip_m,pcent_lab_force_particip_f,pcent_lab_force_particip_p,pcent_employmnt_to_pop_m,pcent_employmnt_to_pop_f,pcent_employmnt_to_pop_p,non_sc_quals_postgrad_deg_m,non_sc_quals_postgrad_deg_f,non_sc_quals_postgrad_deg_p,non_sc_qua_gra_dip_gra_cer_m,non_sc_qua_gra_dip_gra_cer_f,non_sc_qua_gra_dip_gra_cer_p,non_sc_quals_bachelor_deg_m,non_sc_quals_bachelor_deg_f,non_sc_quals_bachelor_deg_p,non_sc_quals_adv_dip_dip_m,non_sc_quals_adv_dip_dip_f,non_sc_quals_adv_dip_dip_p,non_sc_quals_cert3a4_level_m,non_sc_quals_cert3a4_level_f,non_sc_quals_cert3a4_level_p,non_sc_quals_cert1a2_level_m,non_sc_quals_cert1a2_level_f,non_sc_quals_cert1a2_level_p,non_sc_quals_certnfd_level_m,non_sc_quals_certnfd_level_f,non_sc_quals_certnfd_level_p,non_sc_quals_certtot_level_m,non_sc_quals_certtot_level_f,non_sc_quals_certtot_level_p,mig_lvd_same_add_1_yr_ago_m,mig_lvd_same_add_1_yr_ago_f,mig_lvd_same_add_1_yr_ago_p,mig_lvd_diff_add_1_yr_ago_m,mig_lvd_diff_add_1_yr_ago_f,mig_lvd_diff_add_1_yr_ago_p,mig_lvd_same_add_5_yr_ago_m,mig_lvd_same_add_5_yr_ago_f,mig_lvd_same_add_5_yr_ago_p,mig_lvd_diff_add_5_yr_ago_m,mig_lvd_diff_add_5_yr_ago_f,mig_lvd_diff_add_5_yr_ago_p,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62ed,"40701","19875","21592","41470","6007","3077","9087","2821","5467","8285","524","630","1156","741","497","1242","10088","9675","19767","8554","10655","19208",7.3,5.1,6.3,50.8,44.8,47.7,47.1,42.5,44.7,"338","409","751","217","425","641","1484","2285","3774","1499","2292","3794","5405","2661","8065","248","429","674","413","653","1065","6069","3738","9810","18610","19802","38414","3006","3362","6368","12733","13336","26072","8213","9123","17337",Fleurieu - Kangaroo Island
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62ee,"40702","25758","25281","51040","12117","5361","17478","2863","7394","10256","862","842","1706","936","717","1653","16776","14313","31090","7471","9453","16920",5.6,5,5.3,65.1,56.6,60.9,61.5,53.8,57.7,"245","291","537","169","383","553","1212","2400","3609","1172","2056","3228","6554","3416","9966","341","639","981","478","657","1138","7367","4718","12084","25077","24575","49654","3983","3984","7973","17881","17290","35171","9731","9959","19688",Limestone Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62ef,"40703","28945","28250","57194","11430","5624","17054","3193","6952","10141","864","789","1655","1221","908","2128","16705","14267","30975","10301","12162","22463",7.3,6.4,6.9,57.7,50.5,54.2,53.5,47.3,50.4,"221","257","484","179","350","526","1185","2219","3403","1343","2296","3638","6657","3624","10283","371","612","989","520","652","1167","7549","4894","12443","27101","26583","53684","4257","4416","8669","19573","18895","38462","10405","10751","21156",Murray and Mallee
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62f0,"50101","18608","20617","39225","7674","4001","11676","2854","6287","9139","799","723","1522","746","583","1327","12070","11585","23659","5067","7445","12516",6.2,5,5.6,64.9,56.2,60.3,60.9,53.4,56.9,"356","397","753","209","502","713","1915","3100","5017","1371","2244","3619","5305","2586","7887","192","396","588","327","594","914","5819","3576","9389","17604","18798","36398","3936","4378","8308","10350","10809","21161","10091","11307","21396",Augusta - Margaret River - Busselton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62f1,"50102","38009","40588","78595","17306","8204","25512","3974","11263","15239","1418","1237","2653","2197","1736","3932","24888","22444","47330","10447","15309","25760",8.8,7.7,8.3,65.5,55.3,60.2,59.7,51,55.2,"547","574","1119","352","709","1059","2603","4477","7077","2338","3615","5953","11266","5727","16995","443","983","1430","651","1137","1786","12360","7848","20210","36857","38486","75344","6762","7456","14221","23643","24275","47921","17725","19629","37359",Bunbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62f2,"50103","9050","9195","18248","3646","1818","5460","1102","2434","3536","408","321","731","348","242","594","5499","4814","10313","2772","3591","6363",6.3,5,5.8,60.8,52.4,56.5,57,49.7,53.3,"130","129","257","64","190","258","600","995","1591","523","878","1401","2304","1072","3375","94","186","285","171","250","420","2569","1511","4079","8684","8692","17379","1250","1389","2642","6303","6134","12438","3218","3555","6776",Manjimup
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62f3,"50201","35530","39793","75327","13216","6928","20143","3775","9180","12952","1263","1070","2332","2379","2038","4416","20637","19216","39848","12645","18196","30839",11.5,10.6,11.1,58.1,48.3,52.9,51.4,43.2,47,"542","514","1056","252","634","883","2136","3731","5867","2433","3784","6217","10689","5184","15876","412","707","1114","618","1180","1800","11719","7071","18787","32788","35608","68401","7414","8331","15747","19235","20316","39549","19407","22094","41507",Mandurah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62f4,"50301","26164","28774","54945","10929","5833","16760","4290","7808","12093","596","764","1363","1110","981","2089","16929","15382","32306","7746","11703","19448",6.6,6.4,6.5,64.7,53.5,58.8,60.4,50.1,55,"3750","2907","6661","690","1322","2008","8308","9113","17421","1851","2745","4596","1937","886","2826","82","199","281","218","517","735","2242","1601","3841","24397","26146","50546","5544","5816","11365","15260","16787","32047","14049","14587","28631",Cottesloe - Claremont
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62f5,"50302","45421","45923","91338","21461","14217","35685","6300","10678","16978","1184","1447","2626","2143","1774","3920","31091","28120","59211","8751","12736","21488",6.9,6.3,6.6,68.5,61.2,64.8,63.7,57.4,60.5,"4665","4193","8855","1218","1969","3185","12159","13243","25397","3895","4370","8267","5232","2486","7717","250","343","596","497","814","1310","5984","3635","9621","33593","33959","67561","11374","11736","23119","18956","19614","38571","24719","24847","49569",Perth City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62f6,"50401","32147","33630","65777","15083","9261","24345","4429","8322","12747","896","1006","1899","1886","1483","3375","22292","20077","42363","7986","11511","19497",8.5,7.4,8,69.3,59.7,64.4,63.5,55.3,59.3,"1445","1600","3041","590","973","1566","5190","6576","11767","2884","3360","6251","6953","3032","9981","272","413","686","458","769","1229","7689","4214","11895","29278","30310","59588","6156","6114","12272","19031","19823","38848","15158","15404","30568",Bayswater - Bassendean
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62f7,"40103","16590","19262","35857","6995","4314","11302","2623","5094","7720","339","473","812","650","611","1260","10606","10487","21096","5355","8046","13400",6.1,5.8,6,63.9,54.4,58.8,60,51.3,55.3,"2143","1785","3920","521","820","1341","4590","5220","9809","1389","1996","3384","1608","920","2529","71","147","221","215","386","600","1894","1451","3349","16169","18376","34542","2842","3146","5985","10946","12452","23401","7672","8605","16274",Burnside
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62f8,"50402","17265","16328","33591","7042","3869","10908","1908","4554","6455","576","473","1052","868","606","1482","10393","9504","19892","6079","5996","12077",8.4,6.4,7.5,60.2,58.2,59.2,55.2,54.5,54.8,"397","447","847","237","489","726","1559","2348","3911","1278","1839","3117","4497","1846","6343","135","240","379","247","501","744","4881","2589","7464","15662","16211","31872","2059","2182","4240","11081","11389","22469","6034","6436","12468",Mundaring
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62f9,"50403","47654","50725","98372","23920","13706","37625","5822","13055","18872","1605","1566","3169","2893","2581","5475","34240","30906","65144","10455","16714","27173",8.4,8.4,8.4,71.9,60.9,66.2,65.8,55.8,60.7,"1048","1112","2159","467","820","1285","4160","6338","10499","3757","5101","8861","12658","6356","19010","525","954","1479","671","1350","2020","13856","8657","22516","46851","48054","94901","9596","10123","19718","28359","28868","57222","25016","26379","51398",Swan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62fa,"50501","59098","63018","122120","29652","15640","45293","8370","19979","28346","1846","2006","3859","3289","2533","5820","43160","40164","83319","14061","20735","34799",7.6,6.3,7,73,63.7,68.2,67.5,59.7,63.5,"2605","2101","4704","1083","1948","3032","9083","12124","21205","5935","7511","13443","15750","6220","21974","477","910","1387","881","1879","2764","17109","9015","26121","60297","62924","123218","9093","9466","18558","42527","44438","86958","24710","25948","50664",Joondalup
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62fb,"50502","74859","81097","155957","34878","21557","56432","10695","20449","31144","1990","2394","4380","4073","3277","7348","51629","47670","99300","18756","28468","47223",7.9,6.9,7.4,69,58.8,63.7,63.5,54.7,59,"4212","3971","8178","1491","2540","4033","14148","17586","31733","7137","8247","15379","14189","6358","20550","561","893","1454","1043","2017","3062","15791","9270","25064","68169","72737","140909","15071","15456","30533","42192","45970","88167","37741","39245","76985",Stirling
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62fc,"50503","67853","72916","140775","34170","18708","52877","8801","20138","28936","2375","2449","4820","4349","3879","8227","49696","45173","94867","14628","23819","38455",8.8,8.6,8.7,73.2,62,67.4,66.8,56.6,61.5,"1586","1530","3117","639","1240","1879","6159","9762","15920","5486","8053","13538","18871","9286","28158","727","1297","2029","1076","2063","3142","20677","12647","33326","68383","71064","139442","13913","14924","28844","40145","41298","81439","37393","40110","77499",Wanneroo
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62fd,"50601","29415","31107","60527","14537","7752","22286","3463","7723","11185","933","1012","1943","1911","1727","3634","20843","18216","39053","6824","11074","17899",9.2,9.5,9.3,70.9,58.6,64.5,64.4,53,58.5,"888","941","1829","287","532","823","2867","4217","7085","2328","3209","5542","7906","4036","11943","346","582","925","511","815","1330","8759","5436","14196","28876","29527","58400","5985","6535","12519","16427","16701","33128","16256","17357","33606",Armadale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62fe,"50602","30118","29202","59323","13587","8520","22105","4167","6453","10613","867","890","1754","1853","1433","3290","20474","17291","37769","6447","9074","15520",9.1,8.3,8.7,68,59.2,63.7,61.8,54.3,58.1,"1673","1621","3289","476","762","1239","4905","6057","10966","2682","2812","5489","5658","2441","8097","234","311","545","385","586","972","6278","3343","9618","23560","23340","46905","7264","6849","14110","13518","13737","27255","16058","15151","31207",Belmont - Victoria Park
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_62ff,"50603","37392","38545","75938","15460","8867","24328","6143","9663","15805","1006","1029","2037","2716","2202","4920","25330","21763","47091","10232","14923","25154",10.7,10.1,10.4,67.7,56.5,62,60.5,50.7,55.5,"2701","2283","4984","591","1010","1602","7168","8229","15397","3468","3769","7234","6377","2815","9195","324","421","749","459","831","1285","7161","4068","11224","33561","34665","68229","8620","8154","16769","20847","22208","43060","19855","19104","38963",Canning
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6300,"50604","45962","45615","91583","21200","10988","32185","5949","11092","17040","1401","1306","2706","3200","2514","5718","31742","25905","57645","12029","17549","29576",10.1,9.7,9.9,69.1,56.8,62.9,62.1,51.3,56.7,"1717","1598","3318","387","692","1072","4937","6597","11536","3492","4212","7701","10636","4741","15376","514","773","1283","630","1122","1750","11778","6635","18414","44786","44646","89431","8408","8479","16886","28853","28819","57672","21693","21641","43337",Gosnells
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6301,"50605","21838","23077","44916","10722","5670","16395","2626","6105","8728","671","682","1351","1134","955","2084","15149","13414","28558","5547","8473","14021",7.5,7.1,7.3,69.4,58.1,63.6,64.2,54,58.9,"655","611","1264","307","514","826","2290","3270","5556","1768","2534","4299","6106","2604","8705","179","380","562","340","655","992","6625","3637","10261","22186","23100","45280","3094","3225","6320","15261","15749","31011","9015","9698","18711",Kalamunda
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6302,"50606","9854","10053","19903","5320","2725","8043","1019","2836","3856","324","314","635","485","498","983","7145","6369","13513","2215","3188","5406",6.8,7.8,7.3,72.5,63.4,67.9,67.6,58.4,63,"145","176","322","73","171","245","605","1102","1701","673","1085","1758","3214","1543","4758","91","229","323","130","298","435","3435","2074","5511","9669","9740","19408","2071","2296","4371","5311","5218","10529","5648","6110","11757",Serpentine - Jarrahdale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6303,"50607","17053","18372","35424","7633","4948","12584","2505","4485","6986","450","500","951","913","724","1635","11502","10649","22152","4451","6428","10882",7.9,6.8,7.4,67.4,58,62.5,62.1,54.1,57.9,"1718","1465","3182","458","749","1211","4304","4711","9018","1476","1771","3250","2168","1084","3253","89","175","263","224","367","597","2483","1625","4106","14556","15356","29914","3808","3934","7738","8582","9482","18067","9340","9448","18789",South Perth
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6304,"50701","38381","40980","79361","19622","11004","30620","4639","11333","15976","1217","1404","2620","2291","1859","4148","27770","25595","53371","8455","13028","21483",8.2,7.3,7.8,72.4,62.5,67.3,66.4,57.9,62,"1370","1449","2823","507","1056","1562","4668","6926","11598","3132","4225","7357","10206","4452","14657","350","689","1041","619","1049","1671","11176","6190","17362","37050","38769","75820","7452","7987","15439","23382","24366","47746","18980","20190","39177",Cockburn
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6305,"50702","14778","16312","31081","6193","4123","10321","2108","4317","6427","442","499","940","772","546","1320","9513","9492","19006","3813","5292","9109",8.1,5.8,6.9,64.4,58.2,61.1,59.2,54.8,56.9,"1166","1274","2442","381","778","1159","2971","4068","7036","1295","1538","2833","2496","1035","3536","91","142","235","221","312","537","2817","1487","4302","12616","13886","26506","2733","2959","5693","8125","8952","17079","6810","7467","14276",Fremantle
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6306,"50703","14834","14561","29394","6699","3671","10371","1519","3400","4916","471","502","971","1064","967","2034","9754","8536","18287","4087","5046","9129",10.9,11.3,11.1,65.8,58.6,62.2,58.6,52,55.3,"362","372","736","120","276","394","1228","1891","3119","969","1288","2258","3683","1918","5602","172","323","498","204","380","584","4060","2621","6686","13105","13320","26425","3363","3547","6911","7188","7205","14397","8136","8621","16757",Kwinana
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6307,"50704","38678","43537","82215","17337","10013","27353","5795","11961","17761","960","1168","2127","1994","1523","3516","26090","24667","50754","10873","16636","27515",7.6,6.2,6.9,67.5,56.7,61.7,62.3,53.2,57.5,"2994","2436","5431","970","1679","2652","8679","10479","19156","3741","4657","8396","6663","2800","9457","227","444","672","544","1110","1658","7440","4355","11795","37617","41100","78712","6413","6915","13332","25605","28346","53956","17187","18524","35713",Melville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6308,"50705","45304","48582","93884","21803","11292","33097","4600","12204","16801","1549","1484","3037","3116","2773","5891","31067","27758","58827","10833","17632","28464",10,10,10,68.6,57.1,62.7,61.7,51.4,56.4,"665","692","1360","344","769","1118","2732","4979","7713","3492","4875","8365","14390","7282","21675","549","1024","1574","759","1326","2086","15702","9631","25331","43523","45694","89217","9658","10423","20088","24660","25698","50358","25706","27757","53464",Rockingham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6309,"50901","23177","23668","46848","9560","4952","14513","3017","6325","9344","809","766","1571","827","540","1363","14213","12584","26796","7113","9280","16393",5.8,4.3,5.1,61.3,53.2,57.2,57.8,50.9,54.3,"381","422","803","244","535","779","1663","2898","4564","1491","2419","3914","5747","2933","8673","306","508","808","423","646","1060","6467","4079","10550","21565","22003","43569","3952","4104","8052","14434","14577","29008","9980","10559","20537",Albany
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_630a,"50902","24043","21876","45920","10358","4867","15230","2279","5088","7368","910","705","1612","947","645","1588","14489","11308","25798","7192","8611","15807",6.5,5.7,6.2,60.3,51.7,56.2,56.3,48.7,52.7,"234","252","488","119","332","453","1157","2124","3278","1159","1909","3067","6107","2317","8421","227","468","691","399","559","958","6729","3344","10068","21977","20510","42486","3502","3419","6916","15107","13814","28923","9059","8901","17964",Wheat Belt - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_630b,"50903","8732","7791","16528","4404","1836","6244","763","1892","2654","398","294","691","274","201","475","5837","4227","10066","1983","2803","4779",4.7,4.8,4.7,66.8,54.3,60.9,63.7,51.6,58,"85","72","162","54","167","220","493","839","1327","403","674","1078","2045","808","2851","108","156","264","137","206","341","2293","1167","3458","8109","7300","15412","1288","1325","2610","5595","5013","10609","3256","3066","6325",Wheat Belt - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_630c,"51001","18681","18737","37415","6271","4890","11160","1433","2396","3829","1337","1319","2662","849","554","1396","9891","9158","19046","6232","7016","13247",8.6,6,7.3,52.9,48.9,50.9,48.4,45.9,47.2,"413","510","920","228","512","743","1610","2670","4277","1210","1656","2869","4426","1637","6066","278","391","665","324","434","757","5032","2461","7487","15945","15810","31758","3978","4275","8255","10582","10316","20900","8124","8570","16687",Kimberley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_630d,"51002","20415","9567","29983","11540","3505","15045","890","1330","2222","1147","479","1628","420","347","770","14002","5662","19660","1419","2167","3584",3,6.1,3.9,68.6,59.2,65.6,66.5,55.5,63,"277","163","441","134","173","309","1282","1136","2414","1111","800","1910","6558","1124","7689","180","222","402","239","181","421","6978","1527","8510","12939","6744","19683","4508","3013","7517","6363","3059","9425","10324","6021","16340",East Pilbara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_630e,"51003","30534","12262","42793","18631","4677","23305","1325","1958","3283","1733","679","2417","490","427","920","22186","7744","29928","1998","2884","4889",2.2,5.5,3.1,72.7,63.2,69.9,71,59.6,67.8,"540","254","800","176","237","417","2109","1663","3770","1916","1181","3099","10971","1621","12592","248","278","529","406","294","702","11624","2199","13822","19967","9549","29522","6958","3788","10750","9291","3912","13198","16545","8444","24985",West Pilbara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_630f,"51101","6527","6210","12740","3093","1352","4442","628","1606","2235","269","221","487","219","133","355","4205","3317","7520","1476","2182","3663",5.2,4,4.7,64.4,53.4,59,61.1,51.2,56.2,"69","61","128","45","124","167","353","598","956","326","548","877","1691","698","2391","73","152","230","98","172","269","1857","1027","2885","5877","5690","11565","1122","1103","2226","3834","3663","7502","2792","2748","5541",Esperance
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6310,"51102","7071","6374","13444","2083","1257","3338","492","913","1404","585","518","1105","198","121","323","3357","2810","6170","2792","2794","5586",5.9,4.3,5.2,47.5,44.1,45.9,44.7,42.2,43.5,"126","122","244","66","113","180","526","751","1285","506","596","1102","1907","549","2450","79","137","218","140","178","315","2124","864","2985","6007","5374","11385","1049","1025","2074","4247","3731","7980","2539","2404","4949",Gascoyne
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6311,"51103","20682","14861","35546","11084","4623","15698","1243","2935","4178","896","546","1440","739","629","1368","13957","8725","22687","3084","4307","7390",5.3,7.2,6,67.5,58.7,63.8,63.9,54.5,60,"396","277","680","157","235","393","1345","1535","2879","977","1093","2072","5817","1638","7454","174","286","459","267","360","626","6263","2283","8545","16369","13056","29425","4147","3419","7563","9572","7524","17096","9884","7961","17845",Goldfields
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6312,"51104","24714","22585","47300","10370","5249","15617","2243","5091","7335","1083","837","1922","1282","817","2102","14981","12000","26982","6780","8435","15216",8.6,6.8,7.8,60.6,53.1,57,55.4,49.5,52.6,"338","295","633","194","428","621","1385","2315","3695","1358","1948","3303","6805","2599","9409","346","521","868","397","550","944","7550","3674","11221","21699","20360","42055","4134","4180","8318","14359","13251","27606","10282","10193","20474",Mid West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6313,"60101","6164","6708","12868","2627","1419","4043","648","1744","2392","177","203","381","374","235","607","3821","3606","7427","1968","2691","4658",9.8,6.5,8.2,62,53.8,57.7,56,50.2,53,"24","60","89","35","66","98","213","353","564","287","431","716","1627","926","2546","81","183","265","81","211","296","1788","1317","3111","6511","6682","13193","939","1080","2017","4643","4654","9297","2277","2675","4958",Brighton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6314,"60102","20028","21888","41908","8357","5126","13485","2583","5966","8546","517","736","1250","740","560","1302","12197","12387","24587","7054","8590","15650",6.1,4.5,5.3,60.9,56.6,58.7,57.2,54,55.6,"633","768","1397","363","628","991","2228","3285","5517","1664","2000","3667","5059","2454","7513","192","375","570","317","620","933","5576","3447","9022","19545","21272","40815","2950","3173","6124","13809","14855","28665","7845","8778","16625",Hobart - North East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6315,"60103","20396","22159","42560","7906","4568","12472","2606","5372","7981","535","695","1226","1135","727","1864","12191","11361","23556","6935","9389","16326",9.3,6.4,7.9,59.8,51.3,55.3,54.2,48,50.9,"316","402","715","170","340","512","1172","1744","2917","1104","1563","2660","5299","2938","8234","254","518","768","284","527","810","5835","3985","9816","19611","20817","40426","3243","3560","6802","13768","14474","28243","8179","8946","17125",Hobart - North West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p37_slct_lbr_frc_edu_mgrtn_char_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6316,"60104","11841","13438","25282","5240","3050","8288","1834","4044","5882","311","433","747","452","371","820","7843","7891","15734","3569","5063","8632",5.8,4.7,5.2,66.2,58.7,62.2,62.4,56,59,"706","787","1494","240","490","732","1875","2650","4526","1025","1446","2474","2742","1383","4124","120","225","345","189","353","539","3046","1964","5008","12224","13299","25520","1968","2206","4183","8304","9028","17328","5337","5946","11284",Hobart - South and West
