sa3_name16,sa3_code16,ireland_2011,ireland_2012,ireland_2013,ireland_2014,ireland_2015,ireland_2016,ireland_yr_arrival_notstated,ireland_tot,italy_before_1946,italy_1946_1955,italy_1956_1965,italy_1966_1975,italy_1976_1985,italy_1986_1995,italy_1996_2005,italy_2006_2010,italy_2011,italy_2012,italy_2013,italy_2014,italy_2015,italy_2016,italy_yr_arrival_notstated,italy_tot,japan_before_1946,japan_1946_1955,japan_1956_1965,japan_1966_1975,japan_1976_1985,japan_1986_1995,japan_1996_2005,japan_2006_2010,japan_2011,japan_2012,japan_2013,japan_2014,japan_2015,japan_2016,japan_yr_arrival_notstated,japan_tot,korea_rep_sth_before_1946,korea_rep_sth_1946_1955,korea_rep_sth_1956_1965,korea_rep_sth_1966_1975,korea_rep_sth_1976_1985,korea_rep_sth_1986_1995,korea_rep_sth_1996_2005,korea_rep_sth_2006_2010,korea_republic_south_2011,korea_republic_south_2012,korea_republic_south_2013,korea_republic_south_2014,korea_republic_south_2015,korea_republic_south_2016,korea_repub_sth_arrival_notstated,korea_republic_south_tot,lebanon_before_1946,lebanon_1946_1955,lebanon_1956_1965,lebanon_1966_1975,lebanon_1976_1985,lebanon_1986_1995,lebanon_1996_2005,lebanon_2006_2010,lebanon_2011,lebanon_2012,lebanon_2013,lebanon_2014,lebanon_2015,lebanon_2016,lebanon_yr_arrival_notstated,lebanon_tot,malaysia_before_1946,malaysia_1946_1955,malaysia_1956_1965,malaysia_1966_1975,malaysia_1976_1985,malaysia_1986_1995,malaysia_1996_2005,malaysia_2006_2010,malaysia_2011,malaysia_2012,malaysia_2013,malaysia_2014,malaysia_2015,malaysia_2016,malaysia_yr_arrival_notstated,malaysia_tot,malta_before_1946,malta_1946_1955,malta_1956_1965,malta_1966_1975,malta_1976_1985,malta_1986_1995,malta_1996_2005,malta_2006_2010,malta_2011,malta_2012,malta_2013,malta_2014,malta_2015,malta_2016,malta_yr_arrival_notstated,malta_tot,netherlands_before_1946,netherlands_1946_1955,netherlands_1956_1965,netherlands_1966_1975,netherlands_1976_1985,netherlands_1986_1995,netherlands_1996_2005,netherlands_2006_2010,netherlands_2011,netherlands_2012,netherlands_2013,netherlands_2014,netherlands_2015,netherlands_2016,netherlands_yr_arrival_notstated,netherlands_tot,new_zealand_before_1946,new_zealand_1946_1955,new_zealand_1956_1965,new_zealand_1966_1975,new_zealand_1976_1985,new_zealand_1986_1995,new_zealand_1996_2005,new_zealand_2006_2010,new_zealand_2011,new_zealand_2012,new_zealand_2013,new_zealand_2014,new_zealand_2015,new_zealand_2016,new_zealand_yr_arrival_notstated,new_zealand_tot,pakistan_before_1946,pakistan_1946_1955,pakistan_1956_1965,pakistan_1966_1975,pakistan_1976_1985,pakistan_1986_1995,pakistan_1996_2005,pakistan_2006_2010,pakistan_2011,pakistan_2012,pakistan_2013,pakistan_2014,pakistan_2015,pakistan_2016,pakistan_yr_arrival_notstated,pakistan_tot,philippines_before_1946,philippines_1946_1955,philippines_1956_1965,philippines_1966_1975,philippines_1976_1985,philippines_1986_1995,philippines_1996_2005,philippines_2006_2010,philippines_2011,philippines_2012,philippines_2013,philippines_2014,philippines_2015,philippines_2016,philippines_yr_arrival_notstated,philippines_tot,poland_before_1946,poland_1946_1955,poland_1956_1965,poland_1966_1975,poland_1976_1985,poland_1986_1995,poland_1996_2005,poland_2006_2010,poland_2011,poland_2012,poland_2013,poland_2014,poland_2015,poland_2016,poland_yr_arrival_notstated,poland_tot,singapore_before_1946,singapore_1946_1955,singapore_1956_1965,singapore_1966_1975,singapore_1976_1985,singapore_1986_1995,singapore_1996_2005,singapore_2006_2010,singapore_2011,singapore_2012,singapore_2013,singapore_2014,singapore_2015,singapore_2016,singapore_yr_arrival_notstated,singapore_tot
Colac - Corangamite,21703,3,4,3,0,7,0,0,47,0,25,28,9,0,0,0,0,0,0,0,0,0,0,7,70,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,3,7,0,0,32,0,0,9,3,0,0,0,4,0,0,0,0,0,0,3,21,0,72,42,3,14,3,12,3,0,0,0,0,0,0,9,157,0,0,9,32,60,61,164,91,14,20,3,12,8,0,24,496,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,3,0,3,21,20,27,3,4,12,4,19,6,11,130,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,11
Warrnambool,21704,4,0,0,11,0,0,3,94,0,11,11,7,0,0,3,5,3,0,0,0,0,0,0,40,0,4,0,0,0,0,7,4,0,3,0,0,5,0,4,29,0,0,0,0,0,0,14,9,3,0,3,16,21,20,16,95,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,9,3,3,6,3,0,3,0,6,5,0,54,0,3,7,5,0,0,0,0,0,0,0,0,0,0,0,21,0,71,46,3,6,3,17,3,0,0,0,0,0,0,7,155,0,3,7,40,81,93,195,100,16,26,24,11,17,11,26,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,19,28,41,9,13,18,18,13,5,4,187,0,3,3,0,5,3,0,3,0,0,0,0,0,0,0,20,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,15
Capalaba,30101,11,14,5,5,3,0,4,217,0,64,60,29,3,5,12,11,0,3,0,0,0,0,8,201,0,0,0,4,8,8,19,12,0,0,0,0,3,0,0,62,0,0,0,0,6,14,22,22,3,0,0,3,3,0,0,81,0,0,0,8,4,0,3,0,0,0,0,0,0,0,0,26,0,0,7,20,37,16,11,18,3,0,0,3,0,0,4,121,0,12,11,10,0,4,0,0,0,0,0,0,0,0,0,41,0,95,79,25,36,13,15,3,3,0,0,0,0,0,5,282,0,4,33,162,568,735,1029,684,146,149,80,58,55,33,105,3854,0,0,0,0,3,0,4,0,0,8,0,0,0,0,0,17,0,0,3,7,61,107,80,132,19,9,12,11,12,9,11,465,0,10,4,6,35,24,8,10,0,0,0,0,0,0,0,100,0,0,6,9,4,17,24,9,0,3,0,0,0,0,3,84
Cleveland - Stradbroke,30102,14,4,11,6,0,4,3,228,0,41,51,22,3,3,9,8,0,4,0,0,4,0,5,148,0,0,0,0,8,3,30,14,0,0,3,4,0,0,3,73,0,0,0,0,3,11,14,16,4,4,0,0,0,0,3,51,0,0,0,4,0,4,3,7,3,0,0,0,0,0,0,17,0,0,17,35,13,26,15,13,0,0,0,0,9,0,4,125,0,26,26,9,0,3,3,0,0,0,0,0,0,0,0,66,0,115,102,27,31,18,34,7,0,0,0,7,0,0,11,358,7,12,61,223,641,806,1134,713,167,132,102,63,49,34,118,4269,0,0,0,0,0,3,5,3,0,0,0,0,3,0,0,22,0,0,0,7,51,53,48,101,7,18,21,15,14,14,17,368,0,21,6,3,32,11,9,6,0,0,0,0,0,0,4,97,0,0,8,16,11,12,10,3,3,0,0,0,0,0,3,60
Wynnum - Manly,30103,41,20,29,5,4,7,3,369,4,20,23,19,0,3,13,12,3,8,0,0,0,0,7,104,0,0,0,0,6,19,20,26,8,8,3,0,5,0,9,98,0,0,0,0,3,3,36,37,4,10,7,4,6,4,5,119,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,10,0,0,10,16,24,16,18,16,0,3,6,4,0,0,3,120,0,6,7,3,3,0,0,0,0,0,0,0,0,0,0,25,0,51,31,22,7,10,9,17,0,3,0,0,0,0,9,168,4,4,24,164,495,611,1062,811,274,210,174,123,115,52,146,4269,0,0,0,0,3,0,4,11,0,3,3,8,0,0,0,33,0,0,0,6,59,167,152,169,33,22,19,15,15,5,8,686,0,4,4,3,15,15,9,6,0,0,0,0,3,3,0,69,0,0,0,16,10,12,18,18,3,5,0,0,0,0,3,82
Bald Hills - Everton Park,30201,13,6,7,3,0,3,7,137,5,86,135,55,10,9,8,0,0,0,3,11,4,0,30,372,0,0,0,0,4,7,24,14,4,0,3,3,3,0,4,71,0,0,0,0,0,8,26,32,0,4,0,0,3,0,0,79,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,11,0,0,5,15,31,30,42,35,5,3,0,3,3,0,10,183,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,23,0,27,20,11,8,4,6,4,0,7,3,0,0,0,4,96,3,8,12,72,201,242,301,193,62,43,22,32,26,17,29,1260,0,0,0,0,0,0,15,12,4,3,3,0,0,0,0,45,0,0,0,4,45,121,96,139,17,3,12,14,9,4,14,483,0,3,4,3,16,20,9,5,0,0,4,3,0,0,0,67,0,0,0,15,10,8,19,19,3,3,0,3,3,0,0,84
Chermside,30202,28,17,8,3,17,3,6,240,8,166,254,111,17,3,14,9,12,3,3,4,0,0,20,632,0,3,0,3,0,20,42,31,9,10,9,3,8,6,4,147,0,0,0,0,8,18,63,130,20,26,16,12,21,11,11,326,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,17,0,0,19,34,35,36,50,42,6,3,13,15,10,0,6,271,0,8,8,6,3,0,0,3,0,0,0,0,0,0,3,30,0,29,38,8,11,6,13,7,4,4,4,0,0,0,6,134,7,7,24,130,376,436,574,441,95,134,66,67,43,22,66,2488,0,0,0,0,3,0,12,14,3,6,5,9,4,0,3,67,0,0,3,9,71,196,132,232,60,47,52,44,62,17,22,943,0,10,12,0,17,25,9,3,3,0,3,5,0,0,3,89,0,0,3,11,12,14,22,18,7,12,3,8,3,0,8,119
Nundah,30203,15,0,10,3,5,0,3,155,0,38,40,25,15,0,7,6,0,8,3,13,0,3,0,164,0,0,0,0,0,10,39,40,3,8,4,8,9,3,11,135,0,0,0,0,3,11,37,55,7,14,8,9,16,8,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,11,10,21,22,21,0,9,0,9,3,8,3,132,0,6,7,3,3,0,0,0,0,0,0,0,0,0,0,15,0,14,17,3,8,0,0,13,0,0,0,0,3,0,5,62,10,6,13,76,237,296,426,275,66,90,41,61,42,29,73,1739,0,0,0,0,0,0,7,13,4,7,6,3,11,12,3,67,0,0,0,6,55,120,82,184,35,32,30,28,32,12,18,624,0,7,0,0,17,9,9,5,3,0,0,0,3,0,12,64,0,0,4,12,9,3,15,16,0,7,0,0,3,0,0,61
Sandgate,30204,15,7,9,3,7,0,0,186,3,57,41,23,8,10,12,0,3,0,4,5,0,6,11,180,0,0,0,0,4,13,36,28,4,0,5,3,0,4,5,101,0,0,0,0,0,3,33,36,11,9,3,4,4,3,0,105,0,0,0,11,3,4,5,3,0,0,0,0,0,0,0,22,0,0,9,11,22,14,23,21,0,10,3,0,8,0,7,129,0,3,4,4,0,0,3,0,0,0,0,6,0,0,0,22,0,35,35,16,16,9,11,4,0,3,6,3,3,0,6,145,4,5,26,99,375,433,594,457,111,112,71,51,68,36,91,2544,0,0,0,0,3,3,3,4,4,12,0,0,3,0,6,31,0,0,0,12,95,256,188,381,64,68,88,39,30,16,27,1270,0,12,3,4,18,13,10,9,0,0,4,0,0,3,4,83,0,0,3,12,0,6,13,13,0,0,0,3,3,0,0,63
Carindale,30301,38,26,15,21,10,5,3,316,7,77,142,59,5,3,6,5,8,0,3,3,0,0,14,339,0,0,0,3,3,21,36,21,6,0,7,5,9,3,13,131,0,0,0,0,17,36,86,103,14,14,20,12,30,10,16,351,0,0,3,17,8,12,8,3,4,0,0,3,0,0,0,55,0,0,12,27,54,49,46,48,7,13,6,6,14,3,8,288,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,25,0,22,17,9,3,3,4,8,0,0,3,3,0,0,4,77,0,4,13,90,253,328,400,319,67,60,38,48,38,16,44,1729,0,0,0,5,0,7,3,16,0,3,0,0,0,0,0,28,0,0,0,9,43,102,59,70,10,4,16,9,11,0,9,359,0,15,4,3,32,20,6,3,3,6,0,0,0,0,0,93,0,0,5,12,19,19,38,19,0,0,4,0,0,3,5,130
Holland Park - Yeronga,30302,32,31,12,4,7,5,6,291,7,44,69,29,10,6,13,24,3,14,9,10,11,12,18,273,0,5,0,0,3,40,98,68,10,16,12,14,31,7,24,330,0,0,0,0,9,31,88,134,16,36,35,21,40,17,28,455,0,0,5,13,9,9,5,0,0,0,7,0,0,0,3,47,0,3,11,25,41,50,55,64,6,21,16,50,39,21,11,416,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,31,32,14,10,9,16,6,0,3,0,3,8,8,5,141,3,11,25,133,352,391,488,278,96,64,59,47,36,23,56,2049,0,0,0,0,0,5,9,25,7,12,15,16,21,9,0,122,0,0,0,6,66,117,81,129,35,22,26,32,31,16,21,576,3,7,5,4,43,31,11,16,3,3,3,0,0,0,3,134,0,0,0,6,16,16,35,26,9,7,6,17,10,15,9,169
Mt Gravatt,30303,8,4,4,3,0,3,6,174,5,65,66,25,5,5,4,4,0,4,3,5,4,0,12,200,0,4,3,5,7,33,82,37,11,12,14,9,14,17,20,278,0,0,0,5,9,95,388,626,104,140,150,100,135,96,85,1945,0,0,9,24,12,8,14,4,0,0,0,0,0,0,0,67,0,0,9,40,108,181,138,188,29,38,45,39,46,20,23,898,0,8,6,3,3,0,0,0,0,7,0,0,0,0,0,26,0,43,41,19,10,4,3,7,0,6,0,0,0,0,3,135,0,3,25,98,343,389,482,352,83,80,66,39,62,30,60,2119,0,0,0,0,3,7,34,58,18,16,26,30,28,17,10,238,0,0,0,4,72,164,116,143,43,40,39,23,23,11,24,704,0,15,6,9,41,22,3,3,0,0,3,0,3,0,3,112,0,0,4,16,30,30,88,68,14,8,11,12,7,3,14,300
Nathan,30304,4,3,4,3,0,0,6,121,0,15,27,14,0,4,7,6,0,3,8,0,0,0,3,93,0,0,0,0,3,17,51,18,7,4,8,11,12,9,20,160,0,0,0,0,0,18,93,85,25,25,18,20,22,14,23,348,0,0,0,4,5,4,3,3,0,0,0,0,0,0,0,22,0,0,7,24,50,50,46,62,6,5,9,13,22,11,11,311,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,21,16,7,17,7,3,6,0,0,0,0,3,0,4,87,0,0,17,64,205,190,269,159,22,28,18,8,7,9,28,1024,0,0,0,0,0,3,8,30,15,14,26,31,42,26,3,200,0,0,0,0,30,75,57,102,29,20,14,22,20,4,15,380,0,4,0,4,16,12,6,8,3,3,5,0,0,0,0,73,0,0,0,4,7,11,22,21,0,0,5,3,4,5,6,92
Rocklea - Acacia Ridge,30305,3,6,10,3,5,0,0,86,0,23,40,24,3,0,3,0,0,0,0,0,3,0,10,101,0,0,0,0,5,24,51,26,5,8,5,7,13,0,5,136,0,0,0,3,9,54,210,271,58,42,32,34,46,21,12,781,0,0,0,8,12,12,10,0,0,0,3,3,0,3,0,58,0,0,3,22,65,170,209,205,43,19,13,24,11,9,23,822,0,9,3,3,3,0,3,0,0,0,0,0,0,0,3,21,0,39,32,15,8,4,3,0,0,0,0,0,0,0,0,110,0,0,5,54,293,455,719,591,139,135,110,95,66,39,98,2801,0,0,0,3,13,14,95,66,22,30,21,18,26,5,17,329,0,0,4,9,76,259,180,230,52,24,37,49,37,30,20,1018,0,10,4,4,20,29,14,6,0,0,0,0,3,0,4,95,0,0,0,11,28,36,80,69,0,15,0,0,4,0,5,245
Mudgeeraba - Tallebudgera,30905,0,0,7,0,3,0,0,116,0,19,18,8,5,5,3,4,0,0,0,0,0,0,0,61,0,4,0,3,0,30,56,30,3,0,3,0,0,4,3,139,0,0,0,0,0,0,11,22,3,0,0,4,0,0,0,44,0,3,0,5,3,0,0,0,0,0,0,0,0,0,0,17,0,0,4,20,5,9,10,5,8,0,3,0,3,0,4,80,0,13,6,0,3,0,0,0,3,0,0,0,0,0,0,37,0,26,24,12,17,4,16,3,0,4,0,0,0,0,0,116,0,5,15,87,327,408,526,357,62,57,38,36,28,6,45,1996,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,0,0,0,5,24,36,34,35,3,4,4,3,5,3,3,157,0,3,0,6,21,21,8,5,0,0,0,0,0,0,0,62,0,0,0,3,0,11,6,4,0,0,3,0,0,0,0,34
Nerang,30906,6,9,0,8,3,0,4,109,0,42,45,23,9,12,6,0,0,0,0,0,0,0,3,143,0,0,0,3,17,112,150,52,14,9,11,8,3,0,21,403,0,0,0,0,16,37,96,63,4,12,11,5,3,4,8,265,0,0,3,18,9,7,0,0,0,0,0,0,0,0,0,38,0,0,5,24,30,28,33,29,3,5,5,3,0,0,3,168,0,13,30,10,0,0,0,0,0,0,0,0,0,0,0,51,0,61,62,23,29,11,18,7,0,0,0,0,3,0,7,216,5,10,47,210,752,1024,1616,1277,301,224,155,147,96,73,195,6130,0,0,0,0,3,4,15,10,4,0,3,0,4,7,0,56,0,3,0,6,54,131,140,83,14,10,14,9,17,7,9,497,0,8,6,10,25,41,8,13,0,0,0,7,0,0,0,113,0,0,3,9,3,13,33,12,0,0,0,4,7,4,0,89
Ormeau - Oxenford,30907,16,29,7,5,0,3,5,251,0,35,53,47,3,5,3,6,0,4,0,0,0,0,10,171,0,3,0,5,14,76,139,60,13,6,7,5,8,11,10,357,0,0,0,0,8,44,125,145,13,12,20,14,17,5,11,421,0,0,3,15,8,7,3,3,0,0,0,0,0,0,3,47,0,0,15,35,44,29,47,49,12,14,11,6,12,0,16,292,0,29,26,15,9,6,0,3,0,3,0,0,0,0,0,85,0,84,87,36,38,12,40,24,3,0,3,0,9,0,7,338,5,11,64,309,1012,1618,2987,3052,686,722,488,407,310,182,435,12289,0,0,0,0,3,3,25,9,5,13,7,3,0,4,0,74,0,0,4,6,79,134,124,130,20,34,23,17,32,18,15,639,0,10,4,12,35,35,9,25,0,4,4,5,0,0,3,145,0,0,0,12,9,18,66,39,3,9,6,3,6,0,7,181
Outback - South,31503,5,0,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,22,7,4,3,6,0,0,0,0,0,0,0,3,67,0,0,10,31,71,70,40,26,12,0,4,5,0,0,22,296,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,10,0,0,0,0,14,6,7,15,11,3,6,5,0,0,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9
Buderim,31601,12,3,8,0,3,0,8,155,0,24,25,16,3,0,4,5,0,0,0,3,0,3,13,96,0,3,0,0,3,3,23,9,0,7,4,3,6,10,0,72,0,0,0,0,3,4,15,29,12,11,14,27,35,13,13,174,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,9,0,4,7,12,19,7,16,11,3,10,4,4,0,4,3,97,0,10,9,3,0,0,0,0,0,0,0,0,0,0,0,25,0,64,52,26,24,6,15,10,0,3,0,3,5,0,0,213,7,11,63,155,393,452,675,465,125,94,57,43,34,8,83,2664,0,0,0,0,0,0,0,10,4,3,0,8,0,0,3,31,0,0,0,9,18,60,35,31,4,7,11,23,34,12,6,236,0,4,3,6,16,14,5,3,0,0,3,0,0,3,3,66,0,0,3,8,10,0,4,0,0,0,5,0,0,0,0,36
Caloundra,31602,8,20,3,3,3,0,3,225,0,43,43,24,3,0,3,8,0,3,3,3,0,0,10,160,0,0,0,3,4,13,30,13,7,0,0,0,3,3,5,91,0,0,0,0,0,7,12,10,0,3,7,0,10,0,3,55,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,0,0,9,17,26,15,6,12,3,0,0,3,6,3,4,98,0,24,15,4,9,0,0,0,0,0,0,0,0,0,3,56,0,107,80,28,35,19,27,30,4,0,4,0,3,3,5,347,11,9,54,254,622,702,909,622,127,127,102,78,76,43,122,3846,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,6,38,49,34,70,15,13,25,19,21,8,9,307,0,9,16,9,26,5,3,3,0,7,3,0,5,0,4,93,0,0,10,3,5,13,6,3,0,0,0,3,3,0,0,44
Maroochy,31603,10,17,13,0,3,9,0,167,0,27,57,20,3,5,12,4,3,11,8,5,10,3,4,168,0,0,0,0,4,4,26,16,3,4,7,9,9,6,3,96,0,0,0,0,0,0,5,29,9,14,15,5,20,6,3,106,0,0,4,4,0,0,3,0,0,0,3,0,0,0,0,16,0,0,7,16,10,7,8,0,0,0,4,4,8,4,7,78,0,19,3,14,3,4,0,0,0,0,0,0,0,0,0,41,0,102,76,21,17,9,20,10,0,7,6,5,5,0,9,277,3,15,50,198,476,508,611,444,79,96,84,51,58,32,112,2826,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,17,0,0,0,0,32,55,39,70,8,16,8,19,11,11,10,277,0,7,3,0,3,7,10,4,3,3,0,3,0,0,4,55,0,0,0,8,4,9,5,4,0,0,3,3,3,0,4,49
Noosa,31605,3,5,3,0,0,0,5,110,0,26,25,11,4,3,10,16,6,3,9,5,3,3,6,115,0,0,0,0,0,5,26,19,3,0,6,0,3,3,4,71,0,0,0,0,0,3,11,11,0,4,0,0,4,3,3,54,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,11,21,11,11,5,9,3,0,0,0,4,0,0,70,0,11,6,7,7,0,0,0,0,0,0,0,0,0,3,35,0,64,56,19,20,14,23,26,3,3,4,4,3,0,5,254,8,15,58,171,377,358,427,268,77,75,42,52,31,33,74,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,40,35,25,0,10,10,0,7,0,3,152,0,4,9,0,17,7,10,7,0,0,0,0,0,0,0,52,0,0,3,5,5,8,4,0,0,0,0,0,0,3,0,36
Sunshine Coast Hinterland,31606,12,5,6,0,6,0,0,103,0,19,17,14,5,0,3,4,0,0,0,7,0,0,7,81,0,0,0,0,0,7,10,10,0,0,0,0,0,9,9,52,0,0,0,0,0,0,13,0,0,0,0,0,0,3,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,7,17,9,9,3,0,0,0,0,0,0,14,70,0,12,6,7,3,0,3,3,0,0,0,0,0,0,0,32,0,64,41,29,47,12,22,22,0,0,0,0,0,0,6,252,3,6,38,179,416,391,379,239,29,25,29,19,3,12,67,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,19,22,34,23,6,3,3,16,5,3,5,133,0,3,13,0,13,4,3,4,0,0,0,0,0,0,3,39,0,0,6,6,7,4,7,0,0,0,4,0,0,0,3,40
Nambour,31607,0,3,8,0,0,0,5,64,0,19,5,8,3,3,4,4,0,0,0,0,0,0,10,51,0,0,0,0,3,7,9,6,3,0,3,6,0,0,0,36,0,0,0,0,0,3,4,3,0,0,0,0,5,0,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,12,3,8,14,5,0,0,0,0,0,0,0,55,0,9,4,4,0,0,0,0,0,0,0,0,0,0,0,20,3,57,43,26,17,11,13,10,3,6,5,0,3,0,7,201,0,10,37,156,323,297,327,222,60,38,28,9,8,5,40,1567,0,0,0,0,0,0,3,3,4,0,3,0,0,3,3,18,0,0,0,0,34,42,33,36,7,0,9,5,12,5,5,197,0,0,7,3,8,0,4,3,0,0,0,0,0,0,0,27,0,0,0,11,8,3,5,5,3,3,0,0,0,0,0,38
Noosa Hinterland,31608,3,0,0,0,0,0,0,42,0,3,11,3,0,0,3,3,0,0,0,0,3,0,0,31,0,3,0,0,0,0,5,7,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,3,0,0,0,0,0,0,0,22,0,8,3,0,6,0,0,0,0,0,0,0,0,0,0,18,0,29,26,14,26,9,20,12,0,0,7,5,0,0,0,142,0,3,15,88,151,187,164,53,6,4,10,0,7,0,27,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,11,14,0,0,0,0,0,0,3,54,0,0,0,0,5,3,0,0,0,0,0,0,4,0,0,10,0,0,0,0,3,3,4,3,0,0,0,0,0,0,0,16
Charters Towers - Ayr - Ingham,31801,0,14,0,0,3,6,0,44,46,298,248,31,19,3,3,0,0,0,0,0,9,4,46,709,0,0,0,0,0,0,4,5,0,0,0,0,14,4,28,51,0,0,0,0,0,0,13,3,7,0,0,5,10,3,20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,5,0,3,0,0,0,0,4,0,3,23,0,13,3,3,0,0,0,0,0,0,0,0,0,0,0,19,0,42,21,8,4,0,3,7,0,0,0,0,3,5,3,93,0,6,9,74,119,91,79,35,4,7,3,4,6,3,21,463,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,25,34,30,35,9,9,4,17,17,4,14,213,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Townsville,31802,32,17,8,6,3,0,6,316,12,120,133,75,24,9,11,20,3,11,6,12,10,0,29,475,0,3,0,0,3,13,36,29,7,3,3,12,8,6,4,132,0,0,0,0,8,16,47,85,21,7,17,28,18,12,11,264,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,18,0,0,61,69,45,36,31,48,10,14,10,17,9,17,21,393,0,26,23,8,6,5,0,0,0,0,0,0,0,0,3,73,0,104,105,50,45,14,42,30,3,5,3,8,3,3,12,417,9,11,70,359,860,757,863,592,160,167,121,75,63,36,177,4316,0,0,0,0,0,0,6,29,3,20,6,11,3,6,0,94,0,0,3,14,133,266,171,564,107,104,75,70,62,32,51,1649,0,5,11,8,20,24,9,14,0,0,0,6,0,0,8,104,0,0,5,38,13,18,22,14,0,4,0,3,3,0,9,140
Bundaberg,31901,3,5,3,11,5,6,3,123,4,85,91,38,4,0,4,3,0,3,0,3,14,22,22,292,0,0,0,0,0,0,9,4,0,0,0,3,21,8,33,79,0,0,0,0,0,3,25,27,4,14,11,9,22,24,32,166,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,17,14,12,11,13,0,3,5,0,8,6,6,104,0,38,21,10,3,0,0,0,0,0,0,0,0,0,3,83,0,141,105,39,34,13,22,7,0,3,0,5,4,0,10,380,3,16,50,202,458,346,260,189,32,25,37,13,26,8,76,1736,0,0,0,0,0,0,0,9,0,3,6,3,5,3,0,26,0,0,0,5,88,120,89,86,14,14,23,36,35,12,14,535,0,11,7,0,7,5,0,3,0,0,0,0,3,0,0,29,0,0,4,3,6,0,6,3,0,0,0,0,4,0,3,27
Burnett,31902,0,3,0,0,0,3,0,46,0,3,12,9,0,0,0,0,0,0,0,0,7,11,5,54,0,0,0,0,0,0,3,0,0,0,0,0,4,5,7,25,0,0,0,0,0,0,6,5,0,6,0,9,45,14,9,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,4,3,0,0,0,0,0,3,0,3,24,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,64,46,27,12,7,4,3,0,0,0,0,0,0,4,165,3,3,30,117,276,183,147,83,11,18,5,3,3,10,63,958,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,12,0,0,0,0,42,70,48,90,23,26,20,31,22,9,12,392,0,4,3,0,4,3,0,3,0,0,0,0,0,0,0,22,0,0,0,5,3,0,3,3,0,0,0,0,0,0,0,17
