sa3_code,sa3_name,year,num_bus_non_empl_bus,num_bus_1_4_empl,num_bus_5_19_empl,num_bus_20_plus_empl,num_bus_tot,num_bus_entr_non_empl_bus,num_bus_entr_1_4_empl,num_bus_entr_5_19_empl,num_bus_entr_20_plus_empl,num_bus_entr_tot,num_bus_exit_non_empl_bus,num_bus_exit_1_4_empl,num_bus_exit_5_19_empl,num_bus_exit_20_plus_empl,num_bus_exit_tot,bnkrpt_non_bus_rel_ns,bnkrpt_bus_rel,bnkrpt_tot,patent_applications,trademark_applications,lfs_lab_frc,lfs_unemployed,lfs_unemployment_rate_pc,lfs_participation_rate_pc,ye_wrk_ft_stdy_pt_pc,ye_wrk_pt_stdy_pt_pc,ye_wrk_pt_stdy_ft_pc,ye_wrk_ft_no_stdy_pc,ye_no_wrk_stdy_ft_pc,ye_wrk_ft_stdy_ft_pc,ye_fully_engaged_pc,ye_tot_age_15_19,sgpa_age_pens_ctrlnk,sgpa_age_pens_dva,sgpa_srvc_pens_dva,sgpa_inc_supp_dva,sgpa_carer_pay,sgpa_disable_supp_pens,sgpa_newstrt_allow,sgpa_newstrt_allow_365_days_plus_pc,sgpa_prnt_pay_single,sgpa_yth_all_ft_stud_apprntc,sgpa_yth_allow_oth,sgpa_family_tax_benefit_a,sgpa_family_tax_benefit_b,sgpa_tot_fam_tax_benf_recip,epi_med_emply_inc_aud,epi_tot_employ_inc_m_aud,epi_employ_inc_earners,epi_med_own_uninc_bus_inc_aud,epi_tot_own_uninc_bus_inc_m_aud,epi_own_uninc_bus_inc_earnrs,epi_med_invstmnt_inc_aud,epi_tot_invstmnt_inc_m_aud,epi_invstmnt_inc_earnrs,epi_med_supr_annuity_inc_aud,epi_tot_supr_annuity_inc_m_aud,epi_supr_annuity_inc_earnrs,epi_med_oth_inc_aud,epi_tot_oth_inc_m_aud,epi_oth_inc_earnrs,epi_med_tot_inc_aud,epi_tot_tot_inc_m_aud,epi_tot_inc_earnrs,avg_mnthly_hhld_rnt_paymnt_aud,avg_mnthly_hhld_mrtge_paymnt_aud,ba_priv_sect_hse,ba_priv_sect_dwell_excl_hse,ba_tot_priv_sect_dwell_units,ba_tot_dwell_units,ba_val_priv_sect_hses_m_aud,ba_val_priv_sect_dwell_excl_hse_m_aud,ba_val_tot_res_bld_m_aud,ba_val_tot_non_res_bld_m_aud,ba_val_tot_bld_m_aud,rpp_hse_num_trans,rpp_hse_med_sal_prc_aud,rpp_att_dwell_num_trans,rpp_att_dwell_med_sal_prc_aud
11203,Tweed Valley,2010,,,,,,,,,,,,,,,,,,,21.0,162.0,,,,,,,,,,,,,,,,,,,3292.0,55.0,1840.0,1076.0,480.0,9021.0,7474.0,9146.0,,,,,,,,,,,,,,,,,,,,,328.0,89.0,417.0,435.0,98.0,24.0,131.0,84.0,215.0,,,,
11301,Griffith - Murrumbidgee (West),2014,3479.0,1484.0,546.0,122.0,5631.0,367.0,172.0,41.0,8.0,588.0,358.0,87.0,18.0,4.0,467.0,45.0,15.0,60.0,3.0,99.0,,,,,,,,,,,,,5305.0,6.0,147.0,140.0,624.0,2015.0,1432.0,70.0,787.0,156.0,324.0,4590.0,3724.0,4649.0,,,,,,,,,,,,,,,,,,,,,124.0,1.0,125.0,125.0,44.0,,45.0,30.0,76.0,,,,
11301,Griffith - Murrumbidgee (West),2013,3437.0,1429.0,552.0,114.0,5532.0,294.0,155.0,19.0,3.0,471.0,483.0,112.0,16.0,3.0,614.0,29.0,15.0,44.0,5.0,104.0,,,,,,,,,,,,,5260.0,5.0,166.0,155.0,583.0,2007.0,1340.0,66.0,766.0,176.0,323.0,4788.0,3768.0,4837.0,41270.0,883.0,19686.0,9959.0,111.0,5647.0,401.0,112.0,16066.0,10000.0,9.0,443.0,67.0,4.0,2791.0,40072.0,1118.0,24532.0,,,61.0,8.0,69.0,69.0,23.0,1.0,26.0,24.0,50.0,463.0,220000.0,59.0,200000.0
11301,Griffith - Murrumbidgee (West),2012,3594.0,1481.0,554.0,102.0,5731.0,346.0,187.0,20.0,,553.0,413.0,88.0,34.0,5.0,540.0,38.0,15.0,53.0,5.0,88.0,,,,,,,,,,,,,5143.0,7.0,183.0,166.0,521.0,2015.0,1131.0,59.0,885.0,264.0,278.0,4378.0,3451.0,4423.0,,,,,,,,,,,,,,,,,,,,,101.0,,101.0,102.0,33.0,,33.0,36.0,69.0,,,,
11301,Griffith - Murrumbidgee (West),2011,3608.0,1441.0,575.0,111.0,5735.0,,,,,,,,,,,,,,3.0,90.0,21959.0,1026.0,4.7,60.8,4.4,1.0,17.1,10.7,42.4,0.6,76.1,3396.0,5088.0,,,,460.0,2022.0,994.0,65.0,859.0,418.0,227.0,5001.0,3807.0,5042.0,,,,,,,,,,,,,,,,,,,718.0,1473.0,117.0,8.0,125.0,144.0,40.0,1.0,45.0,25.0,69.0,,,,
11301,Griffith - Murrumbidgee (West),2010,,,,,,,,,,,,,,,,,,,5.0,95.0,,,,,,,,,,,,,,,,,,,1152.0,60.0,858.0,415.0,240.0,5225.0,4015.0,5266.0,,,,,,,,,,,,,,,,,,,,,163.0,22.0,185.0,187.0,51.0,3.0,55.0,81.0,136.0,,,,
11302,Tumut - Tumbarumba,2014,940.0,392.0,184.0,35.0,1551.0,76.0,40.0,5.0,3.0,124.0,89.0,24.0,9.0,,122.0,16.0,3.0,19.0,,8.0,,,,,,,,,,,,,2186.0,4.0,98.0,69.0,184.0,654.0,475.0,70.0,185.0,36.0,74.0,1271.0,1095.0,1322.0,,,,,,,,,,,,,,,,,,,,,61.0,,61.0,61.0,18.0,,18.0,4.0,23.0,,,,
11302,Tumut - Tumbarumba,2013,935.0,396.0,200.0,28.0,1559.0,77.0,44.0,4.0,,125.0,122.0,34.0,9.0,,165.0,13.0,3.0,16.0,,,,,,,,,,,,,,,2131.0,4.0,112.0,82.0,176.0,652.0,436.0,65.0,168.0,42.0,84.0,1350.0,1140.0,1396.0,44299.0,292.0,5875.0,5159.0,22.0,1803.0,435.0,31.0,4979.0,19896.0,5.0,182.0,75.0,1.0,837.0,40589.0,351.0,7472.0,,,32.0,,32.0,32.0,9.0,,9.0,3.0,12.0,174.0,210000.0,8.0,175000.0
11302,Tumut - Tumbarumba,2012,963.0,415.0,207.0,27.0,1612.0,103.0,54.0,,,157.0,115.0,26.0,8.0,3.0,152.0,13.0,5.0,18.0,,9.0,,,,,,,,,,,,,2047.0,4.0,165.0,102.0,149.0,655.0,343.0,64.0,216.0,60.0,49.0,1216.0,1011.0,1262.0,,,,,,,,,,,,,,,,,,,,,28.0,,28.0,28.0,9.0,,9.0,2.0,11.0,,,,
11302,Tumut - Tumbarumba,2011,949.0,432.0,189.0,37.0,1607.0,,,,,,,,,,,,,,,8.0,6686.0,369.0,5.5,58.2,4.3,1.6,18.5,10.4,41.2,,76.0,886.0,1970.0,,,,138.0,643.0,309.0,63.0,206.0,112.0,55.0,1401.0,1146.0,1452.0,,,,,,,,,,,,,,,,,,,748.0,1432.0,41.0,2.0,43.0,43.0,13.0,,13.0,2.0,15.0,,,,
11302,Tumut - Tumbarumba,2010,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,325.0,61.0,178.0,106.0,39.0,1489.0,1177.0,1514.0,,,,,,,,,,,,,,,,,,,,,62.0,6.0,68.0,69.0,17.0,1.0,19.0,18.0,37.0,,,,
11303,Wagga Wagga,2014,4881.0,2502.0,1007.0,192.0,8582.0,548.0,274.0,50.0,4.0,876.0,632.0,173.0,57.0,7.0,869.0,58.0,13.0,71.0,8.0,52.0,,,,,,,,,,,,,10692.0,22.0,609.0,378.0,979.0,3874.0,2502.0,72.0,1370.0,1551.0,553.0,7718.0,6372.0,7871.0,,,,,,,,,,,,,,,,,,,,,399.0,114.0,513.0,515.0,126.0,34.0,163.0,238.0,402.0,,,,
11303,Wagga Wagga,2013,4890.0,2455.0,1025.0,183.0,8553.0,505.0,214.0,42.0,5.0,766.0,642.0,186.0,49.0,8.0,885.0,69.0,23.0,92.0,18.0,72.0,,,,,,,,,,,,,10485.0,23.0,649.0,403.0,893.0,3765.0,2364.0,68.0,1325.0,1715.0,549.0,8097.0,6533.0,8270.0,44050.0,1905.0,38412.0,9894.0,218.0,9519.0,379.0,274.0,32630.0,17041.0,36.0,1463.0,75.0,9.0,5974.0,42622.0,2441.0,48026.0,,,336.0,40.0,376.0,377.0,105.0,7.0,115.0,68.0,183.0,1347.0,269900.0,146.0,232750.0
11303,Wagga Wagga,2012,4912.0,2504.0,1075.0,190.0,8681.0,616.0,269.0,59.0,4.0,948.0,615.0,159.0,49.0,8.0,831.0,100.0,29.0,129.0,11.0,45.0,,,,,,,,,,,,,10146.0,25.0,691.0,436.0,826.0,3803.0,2027.0,65.0,1617.0,1846.0,421.0,7566.0,6044.0,7713.0,,,,,,,,,,,,,,,,,,,,,264.0,59.0,323.0,324.0,87.0,10.0,98.0,151.0,249.0,,,,
11303,Wagga Wagga,2011,4826.0,2544.0,1009.0,172.0,8551.0,,,,,,,,,,,,,,17.0,60.0,43189.0,2104.0,4.9,61.2,5.1,1.3,18.9,11.4,40.1,1.8,78.7,6515.0,9901.0,,,,762.0,3772.0,1802.0,66.0,1633.0,2044.0,345.0,8544.0,6703.0,8679.0,,,,,,,,,,,,,,,,,,,908.0,1575.0,298.0,69.0,367.0,376.0,96.0,11.0,110.0,131.0,241.0,,,,
11303,Wagga Wagga,2010,,,,,,,,,,,,,,,,,,,13.0,55.0,,,,,,,,,,,,,,,,,,,2056.0,63.0,1660.0,2045.0,371.0,9082.0,7046.0,9207.0,,,,,,,,,,,,,,,,,,,,,379.0,89.0,468.0,551.0,116.0,13.0,144.0,234.0,378.0,,,,
11401,Shoalhaven,2014,3461.0,2082.0,767.0,129.0,6439.0,418.0,226.0,29.0,3.0,676.0,498.0,187.0,48.0,3.0,736.0,78.0,29.0,107.0,22.0,86.0,,,,,,,,,,,,,17895.0,56.0,1376.0,530.0,1903.0,5902.0,3990.0,72.0,1523.0,473.0,773.0,8785.0,7622.0,8959.0,,,,,,,,,,,,,,,,,,,,,525.0,63.0,588.0,588.0,160.0,10.0,177.0,262.0,439.0,,,,
11401,Shoalhaven,2013,3449.0,2112.0,750.0,142.0,6453.0,350.0,206.0,19.0,3.0,578.0,598.0,213.0,49.0,4.0,864.0,94.0,18.0,112.0,17.0,33.0,,,,,,,,,,,,,17536.0,61.0,1480.0,567.0,1766.0,5710.0,3646.0,71.0,1496.0,610.0,768.0,9240.0,7932.0,9422.0,40573.0,1638.0,34229.0,11215.0,156.0,8078.0,453.0,200.0,32245.0,21898.0,79.0,2820.0,110.0,11.0,5476.0,36295.0,2084.0,46545.0,,,495.0,95.0,590.0,606.0,146.0,18.0,173.0,54.0,227.0,1771.0,350000.0,172.0,275000.0
11401,Shoalhaven,2012,3625.0,2191.0,784.0,127.0,6727.0,448.0,262.0,38.0,5.0,753.0,577.0,187.0,38.0,11.0,813.0,88.0,28.0,116.0,27.0,57.0,,,,,,,,,,,,,16902.0,59.0,1565.0,607.0,1627.0,5690.0,3085.0,67.0,1925.0,830.0,616.0,8431.0,7282.0,8589.0,,,,,,,,,,,,,,,,,,,,,399.0,65.0,464.0,464.0,133.0,10.0,144.0,93.0,237.0,,,,
11401,Shoalhaven,2011,3716.0,2162.0,749.0,126.0,6753.0,,,,,,,,,,,,,,20.0,56.0,36581.0,2797.0,7.7,48.0,3.6,1.5,17.7,6.0,42.2,0.4,71.4,5806.0,16434.0,,,,1466.0,5622.0,2982.0,69.0,1998.0,1218.0,587.0,9427.0,7952.0,9600.0,,,,,,,,,,,,,,,,,,,1000.0,1638.0,484.0,279.0,763.0,767.0,156.0,37.0,194.0,49.0,243.0,,,,
11401,Shoalhaven,2010,,,,,,,,,,,,,,,,,,,15.0,57.0,,,,,,,,,,,,,,,,,,,3359.0,68.0,2084.0,1141.0,621.0,9679.0,8091.0,9841.0,,,,,,,,,,,,,,,,,,,,,483.0,59.0,542.0,677.0,140.0,10.0,181.0,79.0,260.0,,,,
11402,Southern Highlands,2014,3148.0,1469.0,414.0,66.0,5097.0,382.0,171.0,17.0,,570.0,477.0,100.0,16.0,3.0,596.0,30.0,6.0,36.0,17.0,120.0,,,,,,,,,,,,,6818.0,,331.0,178.0,398.0,1570.0,866.0,66.0,433.0,151.0,129.0,3232.0,2776.0,3370.0,,,,,,,,,,,,,,,,,,,,,257.0,74.0,331.0,343.0,98.0,13.0,117.0,38.0,155.0,,,,
11402,Southern Highlands,2013,3120.0,1457.0,425.0,63.0,5065.0,323.0,149.0,11.0,3.0,486.0,523.0,137.0,26.0,6.0,692.0,45.0,16.0,61.0,28.0,152.0,,,,,,,,,,,,,6510.0,4.0,346.0,184.0,352.0,1552.0,860.0,62.0,428.0,190.0,128.0,3481.0,2920.0,3624.0,43891.0,1024.0,18304.0,9719.0,101.0,5238.0,634.0,265.0,19030.0,20383.0,28.0,970.0,155.0,17.0,3996.0,39544.0,1435.0,25773.0,,,227.0,28.0,255.0,275.0,90.0,5.0,101.0,49.0,151.0,867.0,470000.0,109.0,370000.0
11402,Southern Highlands,2012,3217.0,1489.0,450.0,67.0,5223.0,384.0,184.0,13.0,3.0,584.0,455.0,147.0,20.0,3.0,625.0,43.0,9.0,52.0,24.0,117.0,,,,,,,,,,,,,6134.0,6.0,380.0,195.0,325.0,1611.0,688.0,60.0,560.0,263.0,117.0,3066.0,2584.0,3183.0,,,,,,,,,,,,,,,,,,,,,118.0,48.0,166.0,178.0,38.0,14.0,55.0,6.0,61.0,,,,
11402,Southern Highlands,2011,3193.0,1544.0,408.0,65.0,5210.0,,,,,,,,,,,,,,18.0,136.0,20110.0,846.0,4.2,56.2,4.1,1.3,17.6,8.1,48.8,0.2,80.2,2861.0,5893.0,,,,283.0,1566.0,686.0,60.0,596.0,388.0,127.0,3714.0,3089.0,3841.0,,,,,,,,,,,,,,,,,,,1231.0,2052.0,112.0,55.0,167.0,176.0,37.0,12.0,52.0,4.0,57.0,,,,
11402,Southern Highlands,2010,,,,,,,,,,,,,,,,,,,21.0,156.0,,,,,,,,,,,,,,,,,,,799.0,57.0,654.0,325.0,145.0,3924.0,3159.0,4028.0,,,,,,,,,,,,,,,,,,,,,135.0,11.0,146.0,146.0,44.0,2.0,46.0,69.0,115.0,,,,
11501,Baulkham Hills,2014,8829.0,4981.0,1268.0,291.0,15369.0,1470.0,758.0,70.0,8.0,2306.0,1246.0,388.0,63.0,7.0,1704.0,80.0,21.0,101.0,119.0,625.0,,,,,,,,,,,,,11070.0,13.0,463.0,273.0,496.0,1535.0,1342.0,61.0,394.0,1186.0,100.0,6487.0,5946.0,7212.0,,,,,,,,,,,,,,,,,,,,,668.0,371.0,1039.0,1039.0,259.0,83.0,348.0,49.0,397.0,,,,
11501,Baulkham Hills,2013,8482.0,4740.0,1224.0,295.0,14741.0,1111.0,557.0,46.0,7.0,1721.0,1606.0,524.0,80.0,4.0,2214.0,68.0,31.0,99.0,108.0,723.0,,,,,,,,,,,,,10508.0,12.0,488.0,274.0,450.0,1464.0,1302.0,56.0,411.0,1181.0,93.0,7230.0,6516.0,8142.0,57308.0,4949.0,68159.0,11839.0,295.0,10418.0,529.0,541.0,67775.0,13215.0,48.0,2154.0,116.0,28.0,11943.0,51460.0,5861.0,84236.0,,,442.0,727.0,1169.0,1169.0,174.0,160.0,339.0,218.0,557.0,1820.0,770000.0,534.0,560500.0
11501,Baulkham Hills,2012,8812.0,4886.0,1227.0,277.0,15202.0,1355.0,678.0,49.0,5.0,2087.0,1493.0,486.0,56.0,4.0,2039.0,67.0,28.0,95.0,90.0,574.0,,,,,,,,,,,,,10244.0,15.0,525.0,303.0,411.0,1421.0,1022.0,53.0,533.0,1228.0,79.0,6131.0,5526.0,6885.0,,,,,,,,,,,,,,,,,,,,,297.0,501.0,798.0,798.0,133.0,188.0,325.0,132.0,457.0,,,,
11501,Baulkham Hills,2011,8809.0,4958.0,1173.0,264.0,15204.0,,,,,,,,,,,,,,96.0,515.0,72215.0,3111.0,4.3,67.8,2.7,1.3,24.0,3.3,57.3,0.6,89.0,10334.0,10038.0,,,,383.0,1474.0,1004.0,48.0,580.0,1317.0,71.0,7805.0,6850.0,8706.0,,,,,,,,,,,,,,,,,,,2018.0,2650.0,335.0,216.0,551.0,551.0,148.0,47.0,195.0,118.0,313.0,,,,
11501,Baulkham Hills,2010,,,,,,,,,,,,,,,,,,,74.0,644.0,,,,,,,,,,,,,,,,,,,1093.0,46.0,634.0,1259.0,78.0,8299.0,7111.0,9173.0,,,,,,,,,,,,,,,,,,,,,252.0,86.0,338.0,338.0,117.0,23.0,140.0,181.0,320.0,,,,
11502,Dural - Wisemans Ferry,2014,2481.0,1336.0,422.0,63.0,4302.0,336.0,147.0,19.0,3.0,505.0,372.0,91.0,18.0,,481.0,13.0,11.0,24.0,12.0,87.0,,,,,,,,,,,,,2155.0,6.0,97.0,58.0,107.0,393.0,257.0,60.0,106.0,168.0,23.0,1238.0,1067.0,1303.0,,,,,,,,,,,,,,,,,,,,,59.0,90.0,149.0,149.0,44.0,15.0,64.0,26.0,91.0,,,,
11502,Dural - Wisemans Ferry,2013,2444.0,1341.0,396.0,62.0,4243.0,248.0,123.0,15.0,,386.0,391.0,112.0,14.0,4.0,521.0,10.0,6.0,16.0,19.0,89.0,,,,,,,,,,,,,2051.0,5.0,113.0,63.0,96.0,392.0,275.0,62.0,99.0,179.0,,1462.0,1223.0,1541.0,47643.0,811.0,11903.0,12885.0,77.0,2982.0,1070.0,242.0,13035.0,14946.0,11.0,449.0,122.0,10.0,2825.0,45716.0,1151.0,16075.0,,,41.0,4.0,45.0,45.0,32.0,1.0,36.0,12.0,49.0,304.0,1022500.0,40.0,493750.0
11502,Dural - Wisemans Ferry,2012,2524.0,1403.0,386.0,69.0,4382.0,325.0,155.0,17.0,6.0,503.0,352.0,93.0,15.0,3.0,463.0,16.0,10.0,26.0,17.0,54.0,,,,,,,,,,,,,1963.0,7.0,136.0,67.0,88.0,389.0,221.0,52.0,134.0,175.0,,1110.0,935.0,1172.0,,,,,,,,,,,,,,,,,,,,,45.0,6.0,51.0,51.0,42.0,1.0,44.0,7.0,51.0,,,,
11502,Dural - Wisemans Ferry,2011,2498.0,1403.0,358.0,69.0,4328.0,,,,,,,,,,,,,,24.0,65.0,13465.0,463.0,3.4,66.2,4.0,1.8,23.9,6.5,50.0,0.2,86.2,2024.0,1892.0,,,,69.0,380.0,193.0,53.0,147.0,203.0,,1503.0,1224.0,1586.0,,,,,,,,,,,,,,,,,,,1592.0,2999.0,56.0,30.0,86.0,86.0,46.0,4.0,50.0,5.0,55.0,,,,
11502,Dural - Wisemans Ferry,2010,,,,,,,,,,,,,,,,,,,14.0,118.0,,,,,,,,,,,,,,,,,,,194.0,50.0,165.0,197.0,,1603.0,1295.0,1695.0,,,,,,,,,,,,,,,,,,,,,39.0,7.0,46.0,46.0,31.0,2.0,33.0,42.0,75.0,,,,
11503,Hawkesbury,2014,1553.0,860.0,165.0,27.0,2605.0,185.0,100.0,,,285.0,242.0,77.0,4.0,,323.0,18.0,9.0,27.0,8.0,62.0,,,,,,,,,,,,,1861.0,,83.0,29.0,162.0,501.0,447.0,64.0,185.0,152.0,61.0,1669.0,1400.0,1758.0,,,,,,,,,,,,,,,,,,,,,58.0,11.0,69.0,69.0,26.0,2.0,28.0,4.0,32.0,,,,
11503,Hawkesbury,2013,1569.0,842.0,171.0,27.0,2609.0,163.0,78.0,5.0,,246.0,279.0,75.0,10.0,,364.0,15.0,6.0,21.0,7.0,49.0,,,,,,,,,,,,,1794.0,,86.0,28.0,148.0,507.0,435.0,64.0,195.0,116.0,41.0,1920.0,1523.0,2007.0,48221.0,648.0,11559.0,12161.0,54.0,2814.0,352.0,88.0,10173.0,18148.0,11.0,396.0,115.0,4.0,1965.0,45277.0,805.0,14430.0,,,43.0,4.0,47.0,47.0,16.0,1.0,19.0,15.0,34.0,336.0,566500.0,,
11503,Hawkesbury,2012,1649.0,886.0,169.0,23.0,2727.0,200.0,96.0,4.0,,300.0,248.0,74.0,10.0,3.0,335.0,24.0,6.0,30.0,8.0,38.0,,,,,,,,,,,,,1699.0,,95.0,30.0,129.0,492.0,358.0,56.0,227.0,131.0,50.0,1706.0,1372.0,1767.0,,,,,,,,,,,,,,,,,,,,,46.0,4.0,50.0,50.0,20.0,1.0,21.0,2.0,23.0,,,,
11503,Hawkesbury,2011,1677.0,877.0,177.0,25.0,2756.0,,,,,,,,,,,,,,8.0,46.0,12895.0,482.0,3.7,67.9,7.1,1.9,18.0,10.5,41.5,0.9,79.9,1952.0,1779.0,,,,157.0,622.0,317.0,58.0,252.0,199.0,52.0,2135.0,1675.0,2205.0,,,,,,,,,,,,,,,,,,,1180.0,2314.0,49.0,,49.0,49.0,20.0,,20.0,1.0,21.0,,,,
11503,Hawkesbury,2010,,,,,,,,,,,,,,,,,,,8.0,35.0,,,,,,,,,,,,,,,,,,,370.0,56.0,275.0,176.0,53.0,2227.0,1710.0,2286.0,,,,,,,,,,,,,,,,,,,,,52.0,2.0,54.0,54.0,21.0,,22.0,21.0,43.0,,,,
11504,Rouse Hill - McGraths Hill,2014,1781.0,1084.0,289.0,75.0,3229.0,281.0,164.0,9.0,3.0,457.0,283.0,99.0,11.0,3.0,396.0,14.0,9.0,23.0,6.0,68.0,,,,,,,,,,,,,1715.0,,58.0,21.0,138.0,393.0,329.0,66.0,156.0,190.0,24.0,1803.0,1548.0,1960.0,,,,,,,,,,,,,,,,,,,,,324.0,45.0,369.0,393.0,107.0,9.0,127.0,38.0,165.0,,,,
11504,Rouse Hill - McGraths Hill,2013,1741.0,1052.0,297.0,65.0,3155.0,213.0,121.0,10.0,3.0,347.0,326.0,107.0,14.0,3.0,450.0,15.0,8.0,23.0,9.0,43.0,,,,,,,,,,,,,1614.0,,56.0,23.0,116.0,375.0,296.0,58.0,146.0,172.0,,2094.0,1764.0,2290.0,54872.0,912.0,14063.0,13373.0,61.0,2638.0,297.0,81.0,12202.0,16015.0,9.0,316.0,97.0,3.0,1917.0,51695.0,1066.0,16844.0,,,165.0,10.0,175.0,177.0,55.0,2.0,58.0,11.0,69.0,397.0,690000.0,,
11504,Rouse Hill - McGraths Hill,2012,1788.0,1125.0,296.0,58.0,3267.0,276.0,161.0,17.0,3.0,457.0,304.0,83.0,14.0,3.0,404.0,12.0,7.0,19.0,20.0,57.0,,,,,,,,,,,,,1471.0,,61.0,23.0,117.0,386.0,238.0,50.0,173.0,155.0,20.0,1671.0,1453.0,1848.0,,,,,,,,,,,,,,,,,,,,,152.0,19.0,171.0,178.0,49.0,5.0,55.0,73.0,127.0,,,,
11504,Rouse Hill - McGraths Hill,2011,1793.0,1069.0,285.0,58.0,3205.0,,,,,,,,,,,,,,9.0,90.0,14598.0,541.0,3.7,72.6,5.1,1.7,19.8,7.6,49.6,0.5,84.3,1848.0,1475.0,,,,143.0,507.0,235.0,51.0,187.0,180.0,29.0,2101.0,1795.0,2297.0,,,,,,,,,,,,,,,,,,,1823.0,2729.0,176.0,1.0,177.0,178.0,53.0,,54.0,18.0,72.0,,,,
11504,Rouse Hill - McGraths Hill,2010,,,,,,,,,,,,,,,,,,,11.0,91.0,,,,,,,,,,,,,,,,,,,254.0,49.0,194.0,158.0,33.0,2238.0,1823.0,2403.0,,,,,,,,,,,,,,,,,,,,,148.0,5.0,153.0,156.0,44.0,1.0,45.0,34.0,79.0,,,,
11601,Blacktown,2014,4776.0,2609.0,798.0,227.0,8410.0,818.0,435.0,34.0,4.0,1291.0,900.0,251.0,38.0,5.0,1194.0,96.0,13.0,109.0,23.0,189.0,,,,,,,,,,,,,12229.0,6.0,450.0,204.0,1922.0,4852.0,4492.0,70.0,1745.0,1506.0,616.0,12365.0,10811.0,12795.0,,,,,,,,,,,,,,,,,,,,,439.0,361.0,800.0,814.0,112.0,45.0,161.0,213.0,374.0,,,,
11601,Blacktown,2013,4850.0,2532.0,813.0,221.0,8416.0,756.0,365.0,29.0,8.0,1158.0,1037.0,285.0,44.0,4.0,1370.0,140.0,20.0,160.0,17.0,170.0,,,,,,,,,,,,,12031.0,10.0,482.0,221.0,1749.0,4763.0,4393.0,67.0,1747.0,1547.0,658.0,12831.0,11034.0,13292.0,49062.0,3120.0,58914.0,11372.0,122.0,7194.0,224.0,72.0,40497.0,10037.0,25.0,1272.0,92.0,7.0,4609.0,45848.0,3346.0,66954.0,,,358.0,298.0,656.0,660.0,91.0,44.0,138.0,160.0,298.0,1554.0,425000.0,611.0,340000.0
11601,Blacktown,2012,5035.0,2604.0,836.0,210.0,8685.0,844.0,466.0,50.0,4.0,1364.0,976.0,286.0,35.0,7.0,1304.0,130.0,26.0,156.0,30.0,196.0,,,,,,,,,,,,,11599.0,9.0,536.0,236.0,1584.0,4735.0,3802.0,64.0,2199.0,1754.0,491.0,11978.0,10160.0,12356.0,,,,,,,,,,,,,,,,,,,,,133.0,62.0,195.0,198.0,41.0,9.0,53.0,26.0,79.0,,,,
11601,Blacktown,2011,5138.0,2551.0,793.0,220.0,8702.0,,,,,,,,,,,,,,28.0,200.0,61210.0,4259.0,7.0,62.1,2.5,1.3,15.6,6.2,53.7,0.4,79.7,8212.0,11461.0,,,,1369.0,4566.0,3743.0,65.0,2294.0,2092.0,510.0,13185.0,11022.0,13546.0,,,,,,,,,,,,,,,,,,,1223.0,2028.0,88.0,245.0,333.0,338.0,27.0,67.0,97.0,41.0,138.0,,,,
11601,Blacktown,2010,,,,,,,,,,,,,,,,,,,34.0,187.0,,,,,,,,,,,,,,,,,,,4063.0,62.0,2352.0,1829.0,590.0,13651.0,11269.0,13968.0,,,,,,,,,,,,,,,,,,,,,156.0,107.0,263.0,363.0,41.0,15.0,78.0,123.0,201.0,,,,
11602,Blacktown - North,2014,3117.0,1614.0,321.0,46.0,5098.0,562.0,289.0,14.0,,865.0,567.0,168.0,13.0,,748.0,62.0,16.0,78.0,10.0,92.0,,,,,,,,,,,,,4033.0,,88.0,41.0,572.0,1448.0,1440.0,66.0,642.0,733.0,180.0,6448.0,5699.0,7000.0,,,,,,,,,,,,,,,,,,,,,770.0,450.0,1220.0,1220.0,201.0,88.0,290.0,212.0,502.0,,,,
11602,Blacktown - North,2013,3087.0,1525.0,310.0,41.0,4963.0,462.0,214.0,21.0,4.0,701.0,638.0,191.0,14.0,,843.0,79.0,27.0,106.0,12.0,67.0,,,,,,,,,,,,,3741.0,,95.0,48.0,537.0,1436.0,1317.0,65.0,626.0,747.0,174.0,6970.0,6027.0,7590.0,56494.0,2543.0,40792.0,12215.0,104.0,5339.0,153.0,59.0,30165.0,12999.0,15.0,673.0,83.0,8.0,3674.0,53210.0,2729.0,45743.0,,,742.0,191.0,933.0,933.0,197.0,34.0,231.0,63.0,294.0,1239.0,578000.0,207.0,427000.0
11602,Blacktown - North,2012,3178.0,1573.0,276.0,38.0,5065.0,563.0,291.0,13.0,,867.0,613.0,177.0,18.0,5.0,813.0,70.0,19.0,89.0,13.0,71.0,,,,,,,,,,,,,3507.0,,100.0,52.0,497.0,1406.0,1030.0,58.0,785.0,726.0,131.0,6199.0,5265.0,6715.0,,,,,,,,,,,,,,,,,,,,,713.0,146.0,859.0,859.0,192.0,21.0,213.0,5.0,219.0,,,,
11602,Blacktown - North,2011,3159.0,1506.0,271.0,40.0,4976.0,,,,,,,,,,,,,,15.0,56.0,40092.0,2032.0,5.1,71.8,3.2,1.5,19.2,5.8,53.5,0.4,83.6,5069.0,3411.0,,,,422.0,1355.0,1016.0,56.0,763.0,816.0,121.0,7161.0,6016.0,7716.0,,,,,,,,,,,,,,,,,,,1704.0,2503.0,849.0,65.0,914.0,914.0,221.0,10.0,230.0,41.0,272.0,,,,
