SA3_MAIN11,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P,SA3_NAME11
20501,109,140,249,3690,4397,8087,0,0,0,332,372,704,157,170,327,4521,4905,9426,70,88,158,103,95,198,93,113,206,42,29,71,109,108,217,9,3,12,53,63,116,115,158,273,1058,1174,2232,92,141,233,65,97,162,1368,1668,3036,579,661,1240,17,20,37,12473,14262,26735,38,23,61,30,31,61,5,3,8,3,3,6,51,87,138,54,90,144,6172,5454,11626,219,132,351,1962,1789,3751,21062,21924,42986,Baw Baw
20502,118,149,267,4369,4789,9158,0,0,0,239,267,506,77,71,148,3818,4214,8032,11,20,31,69,53,122,97,144,241,18,20,38,132,129,261,5,4,9,28,23,51,197,221,418,834,868,1702,72,92,164,58,83,141,1256,1649,2905,354,412,766,19,26,45,11653,13085,24738,35,28,63,24,10,34,6,12,18,10,3,13,79,84,163,89,87,176,6585,5920,12505,231,174,405,2108,1981,4089,20849,21446,42295,Gippsland - East
20503,203,270,473,5054,5722,10776,0,0,0,349,437,786,12,9,21,5572,5964,11536,24,39,63,149,150,299,79,102,181,27,39,66,142,168,310,9,9,18,39,40,79,138,197,335,1005,1104,2109,107,147,254,42,58,100,1849,2450,4299,530,576,1106,21,25,46,15148,17236,32384,31,31,62,51,40,91,23,25,48,6,0,6,80,109,189,86,109,195,9186,8276,17462,353,206,559,2943,2802,5745,28024,28995,57019,Gippsland - South West
20504,247,281,528,5969,7169,13138,0,0,0,340,394,734,58,69,127,8798,9634,18432,31,50,81,417,385,802,177,217,394,99,117,216,232,286,518,22,23,45,46,50,96,333,439,772,1464,1679,3143,134,205,339,63,89,152,1370,1769,3139,742,841,1583,27,31,58,20322,23447,43769,102,93,195,155,121,276,8,14,22,0,0,0,111,157,268,111,157,268,10411,9321,19732,437,258,695,3480,3251,6731,35273,36943,72216,Latrobe Valley
20505,131,143,274,4383,5056,9439,0,0,0,268,309,577,35,45,80,4366,4771,9137,12,9,21,65,64,129,58,64,122,41,38,79,103,102,205,8,9,17,18,32,50,70,93,163,777,755,1532,37,57,94,31,37,68,1324,1674,2998,310,328,638,16,17,33,11922,13460,25382,49,40,89,39,38,77,7,3,10,0,3,3,75,95,170,75,98,173,5636,4961,10597,180,118,298,2691,1744,4435,20730,20605,41335,Wellington
20601,846,1084,1930,1663,2184,3847,31,33,64,181,260,441,3,3,6,10559,12215,22774,19,29,48,3569,3736,7305,69,89,158,17,22,39,131,148,279,77,52,129,65,59,124,86,134,220,348,342,690,37,53,90,14,13,27,561,813,1374,315,411,726,18,30,48,17763,20626,38389,1098,716,1814,2435,2012,4447,65,102,167,0,5,5,349,318,667,349,323,672,11857,12135,23992,676,394,1070,3363,3052,6415,38452,40444,78896,Brunswick - Coburg
20602,508,699,1207,1209,1489,2698,0,3,3,135,163,298,0,0,0,5111,6163,11274,17,31,48,2844,2930,5774,23,44,67,22,26,48,86,103,189,21,20,41,41,53,94,32,56,88,188,233,421,22,39,61,20,20,40,342,516,858,226,260,486,26,23,49,10365,12172,22537,509,352,861,457,395,852,52,85,137,9,4,13,252,207,459,261,211,472,8606,9154,17760,496,276,772,2058,1902,3960,23312,25246,48558,Darebin - South
20603,658,967,1625,2168,2708,4876,3,0,3,280,324,604,3,0,3,10824,12266,23090,42,58,100,1425,1533,2958,60,77,137,10,17,27,102,157,259,103,157,260,58,66,124,80,124,204,412,511,923,17,26,43,14,17,31,892,1152,2044,261,344,605,23,20,43,16777,19557,36334,773,567,1340,1083,1145,2228,32,23,55,3,3,6,239,197,436,242,200,442,6989,6490,13479,345,180,525,2495,2407,4902,29394,31536,60930,Essendon
20604,3085,3989,7074,2887,3220,6107,5,3,8,437,512,949,5,6,11,7731,8407,16138,49,65,114,671,756,1427,27,41,68,35,31,66,221,249,470,103,113,216,183,201,384,242,366,608,683,866,1549,43,70,113,33,28,61,939,1180,2119,704,931,1635,42,37,79,15040,17082,32122,1565,1167,2732,2193,2011,4204,258,275,533,3,0,3,323,282,605,326,282,608,16231,15442,31673,796,363,1159,7277,6235,13512,46771,46846,93617,Melbourne City
20605,851,1164,2015,4599,5142,9741,0,0,0,281,327,608,0,7,7,8813,10182,18995,36,37,73,2136,2208,4344,64,108,172,21,25,46,273,316,589,49,51,100,61,81,142,78,137,215,635,779,1414,16,33,49,22,29,51,877,1110,1987,477,619,1096,43,42,85,18481,21233,39714,1022,668,1690,552,471,1023,1931,1958,3889,5,0,5,290,308,598,295,308,603,15747,14898,30645,852,522,1374,5593,4835,10428,45324,46057,91381,Port Phillip
20703,2199,2659,4858,4495,5713,10208,0,3,3,1183,1525,2708,9,17,26,9539,10986,20525,207,244,451,2284,2405,4689,69,83,152,59,67,126,314,383,697,47,57,104,143,194,337,379,502,881,1012,1287,2299,188,295,483,64,80,144,1992,2946,4938,949,1098,2047,58,75,133,22991,27960,50951,1027,848,1875,553,419,972,88,110,198,0,0,0,468,402,870,468,402,870,13946,12938,26884,455,289,744,3813,3749,7562,45540,49374,94914,Whitehorse - West
20801,489,714,1203,7799,9442,17241,0,0,0,314,362,676,0,0,0,10581,12441,23022,60,75,135,1791,1916,3707,47,66,113,45,45,90,307,355,662,46,47,93,51,70,121,159,192,351,1101,1258,2359,25,42,67,10,21,31,1825,2463,4288,402,524,926,43,44,87,24606,29363,53969,194,174,368,228,229,457,1451,1496,2947,0,0,0,160,165,325,160,165,325,12612,11735,24347,471,294,765,3630,3802,7432,43841,47972,91813,Bayside
20803,908,1194,2102,7010,8587,15597,0,0,0,501,636,1137,3,7,10,14979,16756,31735,117,177,294,2887,2984,5871,156,174,330,89,102,191,311,350,661,99,118,217,71,91,162,366,471,837,1393,1614,3007,65,86,151,43,64,107,1864,2425,4289,663,845,1508,54,44,98,30671,35531,66202,702,605,1307,624,619,1243,462,542,1004,3,3,6,363,338,701,366,341,707,13850,12752,26602,680,390,1070,4557,4179,8736,52820,56153,108973,Kingston
20804,432,589,1021,2727,3366,6093,0,0,0,140,155,295,4,3,7,4224,5093,9317,21,21,42,1273,1332,2605,25,38,63,14,12,26,70,107,177,25,34,59,38,40,78,60,87,147,411,455,866,17,13,30,8,18,26,787,1007,1794,208,269,477,7,15,22,10059,12065,22124,626,451,1077,185,134,319,794,826,1620,0,0,0,140,124,264,140,124,264,4904,4790,9694,225,127,352,1457,1439,2896,18822,20545,39367,Stonnington - East
20901,948,1205,2153,6515,7921,14436,3,0,3,800,928,1728,65,71,136,17057,19331,36388,101,138,239,2868,2971,5839,77,123,200,83,91,174,369,401,770,97,100,197,112,139,251,329,438,767,1320,1433,2753,161,187,348,37,39,76,2046,2809,4855,816,1075,1891,38,50,88,32894,38245,71139,752,567,1319,1226,1182,2408,70,76,146,5,5,10,375,367,742,380,372,752,16153,14402,30555,719,458,1177,4286,4372,8658,57428,60879,118307,Banyule
20902,1597,1831,3428,2151,2784,4935,24,29,53,328,395,723,4,4,8,13365,14963,28328,56,93,149,4913,5203,10116,114,158,272,40,38,78,99,129,228,102,94,196,73,90,163,142,195,337,522,645,1167,70,106,176,45,61,106,616,845,1461,484,572,1056,37,40,77,23185,26444,49629,1440,956,2396,2726,2431,5157,32,31,63,13,15,28,844,613,1457,857,628,1485,8844,8466,17310,515,322,837,3947,3664,7611,43143,44773,87916,Darebin - North
20903,237,390,627,4416,4895,9311,0,0,0,506,599,1105,169,187,356,8354,8834,17188,33,45,78,996,928,1924,41,56,97,25,29,54,198,238,436,16,22,38,47,34,81,165,174,339,716,805,1521,57,89,146,32,32,64,1199,1544,2743,592,680,1272,18,31,49,17580,19222,36802,72,64,136,136,129,265,37,40,77,0,3,3,130,177,307,130,180,310,10815,9618,20433,410,260,670,2319,2281,4600,31736,32184,63920,Nillumbik - Kinglake
20904,2566,2879,5445,6206,7079,13285,40,28,68,681,727,1408,13,23,36,26617,28715,55332,58,76,134,12058,12099,24157,232,282,514,169,171,340,245,254,499,436,417,853,171,172,343,664,761,1425,1241,1349,2590,142,168,310,98,138,236,1621,1976,3597,1138,1241,2379,47,51,98,51877,55727,107604,1984,1771,3755,5288,5090,10378,41,45,86,10,13,23,1819,1462,3281,1829,1475,3304,12893,11362,24255,611,381,992,5749,5339,11088,82838,84069,166907,Whittlesea - Wallan
21001,634,760,1394,2078,2538,4616,29,20,49,170,228,398,0,3,3,12747,13661,26408,28,46,74,2141,2208,4349,50,62,112,11,25,36,116,143,259,109,105,214,53,54,107,169,179,348,435,501,936,30,40,70,18,27,45,812,1113,1925,270,329,599,9,12,21,19275,21294,40569,268,221,489,506,444,950,12,6,18,0,0,0,181,111,292,181,111,292,4027,3526,7553,170,113,283,1693,1583,3276,26766,28058,54824,Keilor
21002,55,88,143,2146,2446,4592,0,0,0,98,138,236,6,4,10,3856,3892,7748,37,35,72,132,118,250,27,27,54,18,24,42,104,102,206,4,4,8,14,8,22,79,92,171,383,430,813,12,21,33,21,27,48,743,974,1717,273,334,607,9,9,18,7962,8685,16647,14,10,24,30,34,64,7,9,16,0,0,0,16,32,48,16,32,48,3931,3490,7421,131,55,186,1072,1017,2089,13218,13420,26638,Macedon Ranges
21003,695,756,1451,1845,2302,4147,34,42,76,187,241,428,23,32,55,12209,13635,25844,40,32,72,2048,2223,4271,82,119,201,80,78,158,118,170,288,76,72,148,76,75,151,120,157,277,416,549,965,49,65,114,28,20,48,605,846,1451,306,390,696,22,17,39,18364,21065,39429,999,674,1673,4911,4343,9254,22,17,39,0,3,3,500,330,830,500,333,833,4790,4434,9224,263,167,430,2789,2488,5277,33333,34277,67610,Moreland - North
20606,640,886,1526,3456,4291,7747,0,4,4,129,150,279,0,3,3,4495,5597,10092,18,14,32,1271,1444,2715,24,22,46,15,11,26,128,157,285,41,30,71,37,55,92,68,102,170,484,547,1031,4,14,18,7,8,15,643,867,1510,236,354,590,18,34,52,11074,13704,24778,626,438,1064,390,374,764,1399,1556,2955,0,0,0,144,111,255,144,111,255,8091,7580,15671,434,245,679,3163,2927,6090,25961,27821,53782,Stonnington - West
20607,1670,2263,3933,2505,3080,5585,0,0,0,205,224,429,0,3,3,6847,8097,14944,26,39,65,1744,1835,3579,20,32,52,8,14,22,145,203,348,54,56,110,44,46,90,89,118,207,387,426,813,40,47,87,10,21,31,650,909,1559,364,465,829,34,38,72,13172,15653,28825,277,197,474,822,801,1623,216,230,446,0,3,3,219,232,451,219,235,454,15076,14666,29742,831,441,1272,4217,3847,8064,36500,38333,74833,Yarra
20701,2324,2982,5306,9400,11396,20796,3,0,3,1246,1493,2739,14,13,27,18329,21356,39685,122,180,302,3820,4096,7916,84,113,197,49,54,103,451,547,998,116,119,235,150,175,325,347,414,761,1615,1892,3507,85,106,191,54,57,111,3284,4521,7805,1109,1453,2562,63,71,134,40341,48056,88397,1934,1430,3364,816,613,1429,914,946,1860,3,3,6,509,501,1010,512,504,1016,22797,21791,44588,951,528,1479,5909,5836,11745,76498,82686,159184,Boroondara
20702,1855,2350,4205,3375,4084,7459,10,5,15,959,1182,2141,36,40,76,10847,11932,22779,162,203,365,5106,5332,10438,44,77,121,46,55,101,265,293,558,295,318,613,213,224,437,415,478,893,851,1000,1851,58,62,120,31,31,62,1348,1847,3195,777,924,1701,25,29,54,24863,28116,52979,578,590,1168,1071,1082,2153,240,256,496,3,8,11,473,456,929,476,464,940,9508,8731,18239,274,171,445,2624,2659,5283,41489,44419,85908,Manningham - West
20802,1330,1690,3020,5215,6411,11626,3,0,3,397,533,930,7,8,15,12980,14977,27957,68,86,154,4691,5052,9743,114,141,255,57,64,121,275,364,639,98,100,198,84,99,183,204,269,473,948,1138,2086,28,71,99,35,47,82,1652,2351,4003,598,740,1338,70,79,149,27524,32530,60054,2562,1843,4405,553,453,1006,11979,12886,24865,0,0,0,592,466,1058,592,466,1058,16517,15293,31810,744,468,1212,5390,5247,10637,67191,70876,138067,Glen Eira
21004,110,148,258,2736,3104,5840,0,3,3,211,224,435,65,67,132,6139,6603,12742,37,42,79,311,287,598,59,60,119,47,61,108,118,150,268,10,10,20,30,34,64,127,160,287,466,496,962,46,49,95,26,21,47,829,1058,1887,359,426,785,19,26,45,11635,12881,24516,60,68,128,104,88,192,10,5,15,0,3,3,72,61,133,72,64,136,4490,4040,8530,209,127,336,1398,1342,2740,18088,18763,36851,Sunbury
21005,1733,1871,3604,3877,4441,8318,600,612,1212,379,409,788,28,20,48,23326,24278,47604,56,71,127,3324,3355,6679,225,243,468,302,301,603,149,193,342,365,367,732,241,267,508,344,431,775,809,907,1716,137,161,298,103,104,207,1142,1382,2524,892,1010,1902,58,47,105,36357,38599,74956,1222,1097,2319,13263,13228,26491,15,10,25,8,12,20,971,748,1719,979,760,1739,7247,6073,13320,411,310,721,4687,4696,9383,65914,66644,132558,Tullamarine - Broadmeadows
21101,2597,2836,5433,8921,10407,19328,3,3,6,1772,2046,3818,123,125,248,18091,19898,37989,273,362,635,2092,2036,4128,146,185,331,274,291,565,666,759,1425,292,305,597,244,273,517,1459,1643,3102,1904,2201,4105,243,292,535,232,244,476,2806,3564,6370,1873,2166,4039,205,266,471,41619,47066,88685,1560,1502,3062,905,892,1797,89,100,189,8,0,8,658,764,1422,666,764,1430,19954,17460,37414,838,481,1319,5204,4807,10011,73432,75908,149340,Knox
21102,196,227,423,1692,1923,3615,3,0,3,298,400,698,37,58,95,3296,3410,6706,52,65,117,578,607,1185,21,22,43,13,15,28,161,177,338,45,38,83,48,49,97,182,177,359,344,376,720,36,38,74,40,31,71,550,706,1256,288,324,612,18,19,37,7702,8435,16137,62,79,141,114,100,214,24,31,55,0,0,0,73,100,173,73,100,173,3399,3022,6421,118,80,198,925,817,1742,12613,12891,25504,Manningham - East
21103,837,1035,1872,6633,8149,14782,0,0,0,1860,2079,3939,57,71,128,11128,12228,23356,281,398,679,716,774,1490,89,123,212,134,149,283,736,891,1627,31,33,64,148,179,327,738,854,1592,1369,1513,2882,185,241,426,206,224,430,2278,3166,5444,1496,1869,3365,227,273,500,28312,33214,61526,487,419,906,295,268,563,58,42,100,6,5,11,464,488,952,470,493,963,15266,13647,28913,672,365,1037,3785,3747,7532,50182,53230,103412,Maroondah
21104,1266,1541,2807,2889,3491,6380,0,0,0,877,1041,1918,6,12,18,6348,7046,13394,167,198,365,1104,1201,2305,57,56,113,62,65,127,212,263,475,75,65,140,83,127,210,372,429,801,661,803,1464,109,140,249,126,184,310,1254,1696,2950,614,781,1395,45,61,106,15061,17659,32720,612,533,1145,324,311,635,44,63,107,0,0,0,356,292,648,356,292,648,7767,6996,14763,272,159,431,1921,1957,3878,27623,29511,57134,Whitehorse - East
21105,603,848,1451,9625,11211,20836,0,0,0,1533,1683,3216,119,124,243,13992,15029,29021,346,433,779,543,550,1093,254,303,557,148,170,318,659,700,1359,18,22,40,159,178,337,832,958,1790,2015,2287,4302,194,247,441,460,559,1019,2792,3661,6453,2507,2837,5344,176,197,373,36372,41149,77521,129,135,264,175,132,307,94,87,181,7,11,18,410,577,987,417,588,1005,25552,23006,48558,1061,623,1684,6675,6063,12738,71078,72631,143709,Yarra Ranges
21201,329,393,722,5890,6785,12675,0,0,0,593,652,1245,27,24,51,8705,9062,17767,85,101,186,360,334,694,84,106,190,138,145,283,205,233,438,33,27,60,70,62,132,468,508,976,1096,1225,2321,98,100,198,76,96,172,1632,1889,3521,930,1083,2013,44,60,104,20534,22492,43026,170,146,316,203,187,390,29,33,62,3,0,3,186,249,435,189,249,438,11573,10607,22180,416,252,668,3345,3190,6535,36788,37549,74337,Cardinia
21202,2329,2468,4797,6398,7412,13810,4,3,7,1122,1282,2404,76,82,158,17314,18375,35689,190,222,412,2693,2665,5358,181,267,448,227,241,468,303,356,659,433,419,852,183,251,434,1186,1330,2516,1466,1632,3098,111,151,262,242,292,534,1820,2265,4085,1743,1939,3682,89,91,180,35781,39275,75056,1541,1411,2952,3736,3524,7260,48,64,112,3,0,3,813,743,1556,816,743,1559,12245,10664,22909,513,317,830,4425,4122,8547,61434,62588,124022,Casey - North
21203,2521,2541,5062,7084,8079,15163,0,4,4,838,954,1792,14,16,30,17229,17936,35165,141,145,286,1666,1671,3337,190,208,398,406,464,870,270,279,549,240,264,504,240,246,486,1235,1324,2559,1680,1845,3525,131,176,307,300,316,616,1749,2084,3833,1692,1852,3544,88,121,209,35193,37984,73177,2082,2009,4091,3457,3145,6602,38,61,99,6,4,10,1002,944,1946,1008,948,1956,14312,12676,26988,636,381,1017,4776,4593,9369,64023,64338,128361,Casey - South
21204,11808,12752,24560,4907,5522,10429,3,6,9,873,975,1848,3,3,6,20461,21764,42225,135,152,287,6268,6384,12652,287,380,667,237,240,477,330,338,668,377,345,722,297,338,635,977,1073,2050,1464,1636,3100,74,127,201,315,324,639,1537,1998,3535,1527,1650,3177,116,94,210,40188,43349,83537,3702,2917,6619,7790,6763,14553,225,209,434,5,7,12,3127,1945,5072,3132,1952,5084,11523,9868,21391,642,363,1005,6326,5557,11883,85336,83730,169066,Dandenong
21205,5426,5734,11160,6220,7705,13925,7,6,13,1525,1801,3326,28,42,70,17689,19357,37046,218,269,487,6602,6899,13501,125,191,316,137,140,277,449,457,906,485,524,1009,262,309,571,842,1012,1854,1766,2080,3846,76,104,180,118,135,253,3175,4082,7257,1568,1825,3393,126,140,266,41418,47078,88496,3517,3079,6596,1869,1563,3432,332,364,696,3,0,3,1186,859,2045,1189,859,2048,20006,17590,37596,653,352,1005,5776,5425,11201,80186,82044,162230,Monash
21301,10146,11287,21433,3460,3862,7322,48,39,87,1029,1090,2119,6,15,21,30290,31920,62210,75,83,158,7939,8042,15981,319,399,718,232,208,440,323,354,677,559,578,1137,389,414,803,882,961,1843,816,942,1758,85,105,190,183,191,374,1033,1246,2279,1256,1329,2585,99,103,202,49023,51881,100904,2270,1665,3935,5267,4766,10033,29,34,63,0,0,0,2502,1655,4157,2502,1655,4157,10215,8863,19078,520,330,850,7271,6698,13969,87243,87179,174422,Brimbank
21302,972,1179,2151,3607,4277,7884,0,0,0,459,498,957,5,0,5,11800,13054,24854,76,92,168,2953,2962,5915,88,96,184,54,63,117,313,331,644,74,64,138,152,160,312,146,154,300,780,987,1767,60,78,138,38,50,88,953,1297,2250,540,588,1128,52,47,99,22150,24798,46948,625,500,1125,2010,1804,3814,36,44,80,0,0,0,461,327,788,461,327,788,9437,8254,17691,384,254,638,3209,2970,6179,39284,40130,79414,Hobsons Bay
21303,3395,3784,7179,1806,2238,4044,3,3,6,461,500,961,0,0,0,8326,8944,17270,61,70,131,2056,2123,4179,54,74,128,43,53,96,123,157,280,148,129,277,128,131,259,188,191,379,439,511,950,29,34,63,45,46,91,565,763,1328,413,463,876,29,41,70,14917,16471,31388,1442,859,2301,1872,1402,3274,31,38,69,4,7,11,488,325,813,492,332,824,9635,8885,18520,535,271,806,4073,3200,7273,36392,35242,71634,Maribyrnong
21304,1465,1661,3126,5746,6788,12534,21,30,51,646,779,1425,78,69,147,21886,22979,44865,79,94,173,3435,3475,6910,330,397,727,167,217,384,334,375,709,371,368,739,227,239,466,651,727,1378,1041,1224,2265,120,141,261,154,171,325,1734,2147,3881,1133,1237,2370,66,74,140,38219,41531,79750,1096,1012,2108,2128,2028,4156,28,17,45,3,3,6,688,622,1310,691,625,1316,12159,10732,22891,536,340,876,5381,4913,10294,61703,62859,124562,Melton - Bacchus Marsh
21305,2018,2290,4308,8086,9076,17162,0,0,0,1628,1747,3375,82,78,160,24337,26162,50499,160,168,328,3039,3049,6088,279,323,602,333,338,671,612,663,1275,238,216,454,392,409,801,913,1038,1951,1701,1971,3672,160,221,381,154,177,331,2221,2669,4890,1727,1901,3628,159,163,322,46221,50369,96590,3818,3388,7206,4316,4199,8515,61,43,104,0,5,5,1497,1231,2728,1497,1236,2733,16915,14968,31883,770,469,1239,7295,6147,13442,82911,83109,166020,Wyndham
21401,638,844,1482,10035,11787,21822,0,0,0,839,1038,1877,15,16,31,13855,15301,29156,108,167,275,1288,1240,2528,216,276,492,270,291,561,355,421,776,89,73,162,141,167,308,599,712,1311,1899,2285,4184,124,151,275,116,113,229,2043,2733,4776,1315,1584,2899,79,94,173,33386,38449,71835,504,494,998,531,477,1008,121,129,250,3,3,6,329,426,755,332,429,761,19320,17193,36513,895,521,1416,6123,6071,12194,61850,64607,126457,Frankston
21402,494,676,1170,14043,16509,30552,0,0,0,978,1245,2223,3,6,9,15067,16798,31865,152,188,340,950,903,1853,238,322,560,157,171,328,388,412,800,32,25,57,95,116,211,359,410,769,2427,2815,5242,129,184,313,30,40,70,3100,4120,7220,1172,1316,2488,72,84,156,39392,45664,85056,116,140,256,122,99,221,106,121,227,0,0,0,198,319,517,198,319,517,21891,19895,41786,837,564,1401,6884,7088,13972,70040,74566,144606,Mornington Peninsula
21501,121,135,256,4017,4665,8682,3,0,3,225,250,475,53,53,106,5295,5622,10917,216,262,478,73,47,120,72,110,182,34,44,78,2100,2171,4271,12,12,24,27,36,63,243,258,501,1074,979,2053,158,242,400,77,85,162,4867,5701,10568,419,486,905,12,24,36,18977,21047,40024,68,49,117,114,81,195,9,10,19,3,3,6,66,93,159,69,96,165,6916,5841,12757,228,97,325,2983,2406,5389,29485,29762,59247,Grampians
21502,158,167,325,3618,4235,7853,0,0,0,165,194,359,4,11,15,6006,6449,12455,138,201,339,307,277,584,77,100,177,132,132,264,465,526,991,9,6,15,52,55,107,320,361,681,723,815,1538,139,197,336,138,163,301,2018,2478,4496,452,510,962,50,50,100,14813,16760,31573,102,56,158,485,425,910,9,5,14,6,6,12,99,113,212,105,119,224,6615,5903,12518,210,110,320,2478,2459,4937,24975,26004,50979,Mildura
21503,257,233,490,2886,3161,6047,0,0,0,336,322,658,100,112,212,4747,4846,9593,148,196,344,79,73,152,24,30,54,31,40,71,121,137,258,4,5,9,86,81,167,140,141,281,729,782,1511,35,48,83,26,42,68,2334,2607,4941,226,275,501,11,16,27,12063,12914,24977,60,45,105,122,77,199,7,6,13,7,6,13,144,89,233,151,95,246,4189,3553,7742,104,60,164,1725,1541,3266,18678,18524,37202,Murray River - Swan Hill
21601,53,70,123,3466,3788,7254,0,0,0,163,194,357,0,0,0,4454,4711,9165,24,49,73,43,47,90,29,35,64,23,26,49,128,96,224,5,8,13,32,30,62,202,217,419,920,1002,1922,99,151,250,13,7,20,1772,2092,3864,329,339,668,11,11,22,11713,12803,24516,14,19,33,42,28,70,3,7,10,8,3,11,31,42,73,39,45,84,4342,3670,8012,140,79,219,1753,1729,3482,18099,18450,36549,Campaspe
21602,68,53,121,2371,2638,5009,0,0,0,73,106,179,53,46,99,4189,4433,8622,57,68,125,51,48,99,20,37,57,11,14,25,66,63,129,0,0,0,12,20,32,81,93,174,661,725,1386,40,36,76,15,13,28,1436,1609,3045,187,186,373,4,10,14,9327,10145,19472,29,26,55,152,120,272,3,6,9,4,3,7,69,70,139,73,73,146,2906,2484,5390,93,48,141,1333,1185,2518,13984,14140,28124,Moira
21603,178,187,365,4100,4745,8845,0,0,0,221,253,474,46,45,91,8093,8569,16662,91,104,195,415,405,820,116,161,277,60,55,115,125,141,266,11,3,14,32,24,56,309,325,634,1323,1413,2736,63,74,137,41,49,90,2322,2761,5083,521,599,1120,26,18,44,17915,19744,37659,195,158,353,1549,1428,2977,6,5,11,10,6,16,317,324,641,327,330,657,6417,5731,12148,256,187,443,2924,2686,5610,29767,30456,60223,Shepparton
21701,76,94,170,2614,2927,5541,0,0,0,271,303,574,44,47,91,3250,3590,6840,39,50,89,28,33,61,54,92,146,16,18,34,1028,1069,2097,4,4,8,20,16,36,108,146,254,1184,1187,2371,62,82,144,15,29,44,2146,2447,4593,331,358,689,0,13,13,11214,12411,23625,19,20,39,18,18,36,4,5,9,3,3,6,45,56,101,48,59,107,4607,3911,8518,138,84,222,1714,1553,3267,17838,18155,35993,Glenelg - Southern Grampians
21702,228,262,490,5018,5835,10853,0,0,0,549,649,1198,28,37,65,12647,13554,26201,100,115,215,123,121,244,85,131,216,30,28,58,428,527,955,0,0,0,59,56,115,208,265,473,3139,3231,6370,103,132,235,54,68,122,3360,4137,7497,660,723,1383,22,16,38,26613,29625,56238,66,43,109,63,65,128,19,18,37,15,11,26,72,99,171,87,110,197,10458,9046,19504,376,197,573,3838,3554,7392,41748,42920,84668,Warrnambool - Otway Ranges
29797,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,0,3,3,0,3,36,0,36,Migratory - Offshore - Shipping (Vic.)
29999,107,88,195,398,323,721,0,0,0,58,53,111,0,0,0,656,645,1301,4,16,20,65,61,126,12,13,25,24,15,39,28,21,49,17,4,21,10,13,23,23,39,62,105,73,178,12,10,22,8,4,12,104,104,208,100,109,209,3,4,7,1627,1507,3134,50,29,79,112,122,234,8,10,18,4,0,4,65,40,105,69,40,109,1307,1047,2354,98,55,153,1294,738,2032,4672,3636,8308,Special Purpose Codes SA3 (Vic.)
