SA3_MAIN11,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P,SA3_NAME11
11601,1130,1284,2414,8764,9390,18154,15,17,32,1099,1159,2258,38,31,69,19686,21518,41204,156,169,325,1845,1844,3689,225,265,490,240,283,523,186,203,389,667,689,1356,297,362,659,1108,1237,2345,1382,1498,2880,123,147,270,308,368,676,1681,1942,3623,1293,1360,2653,124,120,244,39237,42602,81839,4464,4356,8820,3194,3197,6391,27,36,63,0,5,5,2148,1725,3873,2148,1730,3878,7627,6270,13897,423,255,678,3741,3303,7044,61991,63033,125024,Blacktown
11602,862,897,1759,5453,6013,11466,13,9,22,595,592,1187,46,62,108,11970,12589,24559,93,104,197,669,671,1340,99,108,207,216,214,430,105,108,213,335,280,615,124,120,244,1107,1247,2354,681,726,1407,83,77,160,197,208,405,902,1055,1957,848,869,1717,90,79,169,23626,25131,48757,2676,2498,5174,1541,1576,3117,28,29,57,0,0,0,1620,1505,3125,1620,1505,3125,4637,3782,8419,224,157,381,2442,1546,3988,37656,37121,74777,Blacktown - North
11603,481,612,1093,7361,8205,15566,62,61,123,614,672,1286,13,20,33,17836,18896,36732,211,203,414,904,923,1827,216,275,491,635,674,1309,145,121,266,708,660,1368,519,567,1086,944,1022,1966,1164,1306,2470,84,125,209,338,401,739,1289,1427,2716,1414,1551,2965,176,221,397,34633,37330,71963,1913,1880,3793,4149,3946,8095,13,14,27,4,5,9,560,501,1061,564,506,1070,5520,4703,10223,291,203,494,3534,3436,6970,51098,52630,103728,Mount Druitt
11701,609,768,1377,1998,2249,4247,131,135,266,160,169,329,0,12,12,6179,6760,12939,14,11,25,1817,1934,3751,31,50,81,87,84,171,56,60,116,131,142,273,49,39,88,193,228,421,366,407,773,8,8,16,29,18,47,351,385,736,284,307,591,14,11,25,11898,13009,24907,414,373,787,1709,1467,3176,299,309,608,3,3,6,98,83,181,101,86,187,2806,2329,5135,124,81,205,1533,1442,2975,19493,19864,39357,Botany
11702,1410,1544,2954,1851,2127,3978,7,7,14,179,167,346,3,0,3,5731,6311,12042,16,19,35,2030,2120,4150,56,69,125,29,30,59,81,85,166,69,57,126,60,59,119,117,127,244,308,299,607,18,30,48,29,51,80,357,414,771,266,336,602,42,28,70,11249,12336,23585,517,331,848,819,676,1495,100,102,202,6,12,18,180,184,364,186,196,382,8028,7758,15786,467,284,751,2499,2109,4608,25275,25336,50611,Marrickville - Sydenham - Petersham
11703,5058,6285,11343,7910,7617,15527,4,15,19,564,565,1129,10,6,16,16368,16424,32792,14,22,36,2247,2376,4623,75,111,186,69,71,140,427,391,818,78,71,149,189,213,402,629,811,1440,1450,1278,2728,64,58,122,89,78,167,1326,1347,2673,1023,1131,2154,110,91,201,32646,32676,65322,1308,861,2169,1914,1145,3059,988,1033,2021,25,21,46,590,514,1104,615,535,1150,33136,26983,60119,1614,784,2398,14810,12181,26991,92089,82483,174572,Sydney Inner City
11801,783,1144,1927,7674,9342,17016,4,7,11,150,180,330,0,3,3,11800,13900,25700,21,16,37,1679,1929,3608,65,74,139,26,18,44,256,319,575,15,23,38,70,95,165,168,219,387,1030,1086,2116,16,20,36,22,32,54,701,833,1534,374,502,876,34,49,83,24105,28647,52752,252,243,495,338,265,603,8844,9574,18418,5,0,5,186,216,402,191,216,407,14584,13640,28224,739,474,1213,8403,8115,16518,58239,62318,120557,Eastern Suburbs - North
11802,2007,2439,4446,7298,8740,16038,44,63,107,420,517,937,17,14,31,17918,20033,37951,27,29,56,3952,4450,8402,78,102,180,50,65,115,266,289,555,151,156,307,135,149,284,434,519,953,1187,1384,2571,26,45,71,36,42,78,810,957,1767,658,790,1448,33,43,76,33540,38387,71927,577,491,1068,1215,1051,2266,2517,2857,5374,13,5,18,225,251,476,238,256,494,14975,13782,28757,652,375,1027,7645,5986,13631,63366,65624,128990,Eastern Suburbs - South
11901,4961,5709,10670,7857,9027,16884,22,19,41,1220,1415,2635,23,32,55,21596,23064,44660,53,83,136,7023,6981,14004,161,228,389,173,203,376,223,226,449,670,636,1306,235,283,518,624,772,1396,1283,1355,2638,105,156,261,112,133,245,1343,1605,2948,869,981,1850,127,152,279,43719,47351,91070,821,783,1604,14950,14617,29567,32,31,63,6,0,6,506,514,1020,512,514,1026,7181,6108,13289,298,183,481,5761,5541,11302,78235,80837,159072,Bankstown
11902,3534,4225,7759,2660,2930,5590,12,10,22,549,594,1143,11,13,24,15447,16311,31758,34,45,79,8845,8853,17698,175,232,407,74,121,195,86,113,199,454,435,889,163,192,355,525,595,1120,1012,1110,2122,93,133,226,122,150,272,983,1140,2123,698,781,1479,65,71,136,32008,33829,65837,1610,1319,2929,12758,11138,23896,35,44,79,9,7,16,482,374,856,491,381,872,7279,6682,13961,293,181,474,5059,4560,9619,63067,62359,125426,Canterbury
11903,2708,3609,6317,6861,8050,14911,0,0,0,1138,1413,2551,40,35,75,13250,14983,28233,42,41,83,6058,6072,12130,129,193,322,119,129,248,132,155,287,638,589,1227,144,179,323,398,501,899,1173,1365,2538,112,153,265,73,93,166,1373,1802,3175,907,1016,1923,142,144,286,32729,36913,69642,1399,1141,2540,2344,2255,4599,94,90,184,4,0,4,228,225,453,232,225,457,12902,11885,24787,309,213,522,3834,3720,7554,56551,60051,116602,Hurstville
11904,2180,2875,5055,4864,5796,10660,15,20,35,524,540,1064,15,19,34,13606,15167,28773,51,64,115,10963,11358,22321,133,177,310,95,106,201,150,147,297,930,926,1856,142,147,289,423,508,931,887,974,1861,131,209,340,64,75,139,907,1135,2042,699,837,1536,103,102,205,34702,38307,73009,2507,1819,4326,6108,5492,11600,134,160,294,0,3,3,348,289,637,348,292,640,9314,8472,17786,341,203,544,4831,4417,9248,60465,62037,122502,Kogarah - Rockdale
12001,941,1270,2211,3846,4606,8452,11,23,34,302,336,638,7,6,13,13999,15538,29537,11,24,35,1819,2017,3836,90,106,196,23,28,51,116,127,243,172,165,337,55,82,137,195,278,473,1033,1245,2278,33,27,60,39,36,75,800,991,1791,369,453,822,17,32,49,22937,26120,49057,711,661,1372,516,491,1007,104,110,214,0,0,0,189,159,348,189,159,348,7141,6483,13624,265,150,415,3133,2774,5907,35937,38218,74155,Canada Bay
12002,438,658,1096,3295,3931,7226,10,3,13,120,122,242,3,0,3,6330,7600,13930,6,15,21,656,759,1415,32,64,96,10,21,31,131,166,297,33,36,69,51,50,101,87,104,191,433,598,1031,31,26,57,24,32,56,452,618,1070,225,283,508,21,27,48,11950,14455,26405,141,137,278,212,205,417,164,184,348,5,5,10,124,159,283,129,164,293,9101,9184,18285,411,301,712,2180,2184,4364,24726,27472,52198,Leichhardt
12003,3547,4596,8143,4490,5138,9628,11,11,22,702,824,1526,36,38,74,19354,21324,40678,29,42,71,3496,3792,7288,155,205,360,57,74,131,199,195,394,313,299,612,173,208,381,388,530,918,1680,2128,3808,69,106,175,122,149,271,1338,1732,3070,780,1013,1793,86,98,184,33478,37906,71384,5820,4284,10104,1821,1488,3309,109,137,246,4,10,14,568,510,1078,572,520,1092,15288,14928,30216,574,362,936,6076,5700,11776,67285,69921,137206,Strathfield - Burwood - Ashfield
12101,1631,2325,3956,7524,8666,16190,3,0,3,448,572,1020,12,19,31,12503,13926,26429,47,71,118,943,1039,1982,53,63,116,28,20,48,243,280,523,446,500,946,117,171,288,283,393,676,1338,1572,2910,26,35,61,38,38,76,1289,1715,3004,686,841,1527,42,67,109,26069,29988,56057,1174,960,2134,589,567,1156,650,651,1301,0,5,5,313,322,635,313,327,640,13845,13066,26911,481,240,721,3629,3693,7322,48381,51817,100198,Chatswood - Lane Cove
12102,915,1199,2114,7107,7802,14909,0,3,3,855,1052,1907,24,22,46,8506,9666,18172,87,98,185,418,470,888,100,142,242,59,75,134,197,206,403,55,49,104,109,126,235,359,391,750,990,1141,2131,64,72,136,271,358,629,1782,2159,3941,862,998,1860,76,72,148,21921,24902,46823,1210,1161,2371,621,590,1211,165,207,372,5,3,8,361,339,700,366,342,708,9639,8182,17821,352,198,550,2361,2205,4566,37550,38986,76536,Hornsby
12103,1116,1533,2649,11997,14230,26227,0,3,3,586,689,1275,17,18,35,10725,12483,23208,41,52,93,629,666,1295,36,62,98,31,32,63,282,342,624,155,153,308,181,230,411,398,505,903,1887,2092,3979,44,55,99,207,315,522,2978,3937,6915,911,1056,1967,76,81,157,31181,37001,68182,749,767,1516,367,373,740,1914,1933,3847,0,0,0,476,481,957,476,481,957,12652,11201,23853,414,251,665,3528,3641,7169,52397,57181,109578,Ku-ring-gai
12104,920,1369,2289,7965,9522,17487,3,4,7,273,342,615,0,0,0,9298,11794,21092,26,41,67,635,765,1400,64,74,138,22,32,54,247,320,567,71,66,137,93,109,202,167,259,426,1015,1286,2301,16,18,34,23,46,69,925,1331,2256,499,675,1174,42,57,99,21384,26741,48125,804,607,1411,291,254,545,440,491,931,0,3,3,218,236,454,218,239,457,12244,11690,23934,519,288,807,4971,4884,9855,41791,46563,88354,North Sydney - Mosman
12201,248,385,633,4183,4795,8978,0,0,0,137,128,265,0,0,0,4724,5204,9928,3,7,10,315,371,686,62,62,124,24,23,47,119,145,264,25,26,51,37,42,79,78,122,200,538,633,1171,12,15,27,12,16,28,451,664,1115,227,308,535,13,15,28,10960,12576,23536,73,49,122,70,64,134,63,73,136,0,0,0,61,82,143,61,82,143,5839,5217,11056,242,132,374,1851,1762,3613,19407,20340,39747,Manly
12202,298,437,735,7063,7867,14930,0,0,0,248,279,527,3,6,9,6319,7326,13645,7,11,18,366,365,731,86,109,195,6,11,17,194,210,404,17,20,37,43,55,98,387,425,812,760,838,1598,21,31,52,28,23,51,1050,1329,2379,476,517,993,16,21,37,17090,19443,36533,54,55,109,67,48,115,96,97,193,0,3,3,136,122,258,136,125,261,7723,6751,14474,314,208,522,2132,2081,4213,27910,29245,57155,Pittwater
12203,996,1403,2399,14849,17033,31882,0,8,8,701,756,1457,10,19,29,18976,20532,39508,48,54,102,1265,1328,2593,160,224,384,152,137,289,407,487,894,472,477,949,162,178,340,814,923,1737,1868,2192,4060,86,127,213,56,78,134,2435,3078,5513,1226,1381,2607,69,79,148,43756,49091,92847,483,375,858,462,418,880,257,269,526,0,3,3,452,410,862,452,413,865,17088,14695,31783,774,416,1190,4843,4550,9393,69111,71630,140741,Warringah
12301,179,237,416,7320,8202,15522,14,3,17,410,442,852,72,70,142,8680,9346,18026,18,24,42,386,361,747,91,109,200,76,68,144,91,113,204,32,31,63,82,80,162,361,397,758,613,671,1284,45,62,107,46,51,97,880,1026,1906,455,525,980,35,47,82,19707,21628,41335,133,135,268,237,226,463,21,25,46,3,0,3,91,88,179,94,88,182,3706,3203,6909,151,82,233,1252,1132,2384,25480,26756,52236,Camden
12302,1562,1872,3434,14629,16173,30802,11,14,25,1271,1368,2639,134,127,261,21269,23319,44588,74,91,165,1459,1482,2941,517,607,1124,731,806,1537,260,270,530,382,371,753,334,358,692,1138,1308,2446,1613,1734,3347,168,204,372,358,456,814,1724,1961,3685,1497,1619,3116,144,160,304,47713,52428,100141,2214,2233,4447,4280,4046,8326,32,37,69,6,7,13,563,592,1155,569,599,1168,9899,8435,18334,497,308,805,5218,5224,10442,71984,75182,147166,Campbelltown (NSW)
12303,70,103,173,5770,6195,11965,5,0,5,202,235,437,63,57,120,5323,5314,10637,15,19,34,239,227,466,62,79,141,27,23,50,109,178,287,6,5,11,27,33,60,110,134,244,431,473,904,47,42,89,12,20,32,688,767,1455,302,326,628,37,28,65,13475,14155,27630,13,13,26,67,54,121,16,11,27,7,8,15,44,51,95,51,59,110,3208,2580,5788,108,79,187,1179,1161,2340,18187,18215,36402,Wollondilly
12401,466,707,1173,7396,8478,15874,0,0,0,1005,1180,2185,112,134,246,7640,8663,16303,60,68,128,293,287,580,157,193,350,90,104,194,219,201,420,13,7,20,66,90,156,379,399,778,1213,1425,2638,130,132,262,68,98,166,1256,1626,2882,1078,1285,2363,61,102,163,21236,24472,45708,83,79,162,91,92,183,75,83,158,19,12,31,255,374,629,274,386,660,10497,9744,20241,626,423,1049,3226,3137,6363,36574,39123,75697,Blue Mountains
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,7,Blue Mountains - South
12403,443,582,1025,15087,16837,31924,17,25,42,651,755,1406,186,164,350,20455,21939,42394,78,101,179,968,955,1923,188,224,412,200,244,444,297,316,613,213,207,420,114,130,244,823,910,1733,1684,1942,3626,180,253,433,103,117,220,1565,1793,3358,1166,1310,2476,55,71,126,44030,48293,92323,619,603,1222,834,766,1600,14,27,41,12,13,25,526,521,1047,538,534,1072,10124,8476,18600,516,290,806,4060,3924,7984,61178,63495,124673,Penrith
12404,96,136,232,4598,5162,9760,0,0,0,292,333,625,78,87,165,5279,5451,10730,31,36,67,304,266,570,65,81,146,75,74,149,71,86,157,4,3,7,20,19,39,282,291,573,449,539,988,58,78,136,29,38,67,541,741,1282,350,384,734,11,10,21,12537,13679,26216,35,42,77,77,75,152,11,14,25,3,5,8,63,100,163,66,105,171,2974,2563,5537,193,107,300,1726,1315,3041,17715,18036,35751,Richmond - Windsor
12405,229,274,503,5052,5457,10509,12,6,18,302,305,607,13,15,28,9563,10005,19568,53,67,120,695,709,1404,102,128,230,166,166,332,117,107,224,207,187,394,83,82,165,315,350,665,656,777,1433,60,66,126,106,117,223,633,763,1396,436,505,941,66,54,120,18637,19866,38503,460,463,923,854,810,1664,4,9,13,0,0,0,174,193,367,174,193,367,3506,2860,6366,170,112,282,1838,1607,3445,25872,26194,52066,St Marys
12501,3206,3662,6868,1501,1640,3141,4,4,8,492,552,1044,12,16,28,6586,7018,13604,11,16,27,745,731,1476,87,92,179,48,50,98,47,51,98,121,113,234,101,93,194,301,307,608,823,886,1709,34,55,89,66,71,137,740,810,1550,562,653,1215,38,38,76,12319,13196,25515,2098,1685,3783,9987,8888,18875,20,15,35,0,3,3,472,329,801,472,332,804,5746,5078,10824,180,123,303,4540,2874,7414,38568,35853,74421,Auburn
12502,1297,1597,2894,3731,4161,7892,6,3,9,744,874,1618,130,160,290,7790,8393,16183,59,75,134,721,721,1442,50,60,110,80,93,173,88,110,198,186,210,396,127,145,272,359,385,744,1268,1423,2691,34,39,73,43,50,93,1134,1305,2439,606,672,1278,54,52,106,17210,18931,36141,811,751,1562,850,843,1693,48,41,89,0,0,0,279,312,591,279,312,591,6784,5698,12482,190,104,294,1911,1940,3851,29380,30217,59597,Carlingford
12503,3758,4251,8009,5460,6056,11516,77,93,170,919,1001,1920,28,27,55,22351,23815,46166,37,59,96,3034,2979,6013,165,232,397,215,213,428,171,156,327,415,408,823,267,279,546,694,772,1466,869,949,1818,102,122,224,203,263,466,1134,1354,2488,795,928,1723,118,114,232,37054,39820,76874,2135,1853,3988,12458,12066,24524,21,22,43,3,0,3,776,652,1428,779,652,1431,5895,4895,10790,285,196,481,5250,4524,9774,67635,68279,135914,Merrylands - Guildford
12504,1704,2281,3985,6423,7357,13780,24,23,47,856,1025,1881,74,66,140,14705,15886,30591,69,97,166,1533,1557,3090,100,136,236,172,180,352,160,172,332,281,292,573,168,181,349,655,847,1502,1334,1522,2856,99,112,211,160,176,336,1595,2001,3596,900,1100,2000,98,113,211,29406,32843,62249,10574,9077,19651,3722,3346,7068,63,51,114,3,8,11,1920,1520,3440,1923,1528,3451,9518,8058,17576,414,300,714,5396,4573,9969,62720,62057,124777,Parramatta
12601,779,944,1723,3405,4036,7441,0,0,0,653,816,1469,73,87,160,4320,4851,9171,41,47,88,237,241,478,11,25,36,43,49,92,97,126,223,50,50,100,95,102,197,278,324,602,1137,1290,2427,22,27,49,51,52,103,973,1236,2209,482,536,1018,19,33,52,11987,13928,25915,906,926,1832,247,230,477,43,35,78,0,0,0,168,168,336,168,168,336,5486,4793,10279,131,83,214,1096,1056,2152,20843,22163,43006,Pennant Hills - Epping
12602,2176,2919,5095,7050,8002,15052,18,7,25,1141,1314,2455,62,84,146,17215,18762,35977,41,56,97,1865,1931,3796,91,135,226,41,55,96,227,239,466,793,857,1650,194,215,409,459,548,1007,2075,2331,4406,47,59,106,89,102,191,1659,2078,3737,1033,1226,2259,87,86,173,34187,38087,72274,1690,1395,3085,1242,1144,2386,305,443,748,3,3,6,459,441,900,462,444,906,13775,12864,26639,469,258,727,4065,3916,7981,58371,61470,119841,Ryde - Hunters Hill
12701,3215,3447,6662,3712,4108,7820,531,600,1131,477,481,958,7,9,16,14965,15216,30181,28,34,62,2472,2488,4960,138,159,297,240,273,513,71,92,163,234,234,468,105,139,244,472,532,1004,380,438,818,41,25,66,104,117,221,373,441,814,741,721,1462,64,50,114,25155,26157,51312,1324,1337,2661,3934,3868,7802,10,0,10,3,3,6,338,356,694,341,359,700,3019,2470,5489,144,94,238,2769,2698,5467,39911,40430,80341,Bringelly - Green Valley
12702,19344,21420,40764,4404,4934,9338,2998,3256,6254,1144,1215,2359,3,9,12,30076,31109,61185,28,41,69,5381,5448,10829,310,430,740,375,392,767,205,172,377,525,513,1038,254,275,529,657,717,1374,562,618,1180,68,101,169,240,310,550,789,828,1617,1329,1440,2769,112,107,219,49460,51915,101375,585,616,1201,3689,3547,7236,9,7,16,3,0,3,670,677,1347,673,677,1350,7367,5981,13348,380,289,669,5026,4651,9677,86533,89103,175636,Fairfield
12703,1822,2080,3902,6039,6331,12370,48,50,98,826,905,1731,12,15,27,14589,15516,30105,57,60,117,4275,4373,8648,150,203,353,210,249,459,168,148,316,594,590,1184,162,155,317,742,886,1628,692,776,1468,84,91,175,135,169,304,759,851,1610,743,825,1568,139,162,301,30424,32355,62779,3043,3061,6104,5799,5691,11490,17,11,28,0,0,0,1538,1577,3115,1538,1577,3115,4743,3740,8483,295,175,470,4001,3817,7818,51682,52507,104189,Liverpool
12801,513,752,1265,12508,14242,26750,0,3,3,880,976,1856,13,12,25,15178,17012,32190,52,73,125,2481,2514,4995,96,111,207,55,76,131,186,242,428,191,168,359,124,141,265,370,461,831,1368,1630,2998,102,144,246,26,32,58,1824,2284,4108,711,813,1524,53,69,122,36218,41003,77221,231,217,448,386,412,798,85,83,168,0,0,0,141,126,267,141,126,267,9379,7721,17100,367,217,584,3398,3117,6515,50718,53648,104366,Cronulla - Miranda - Caringbah
12802,427,583,1010,13212,14320,27532,0,0,0,1223,1352,2575,81,92,173,15839,17193,33032,136,129,265,2048,2038,4086,74,124,198,61,70,131,232,222,454,158,176,334,136,210,346,503,549,1052,1391,1571,2962,200,216,416,41,40,81,2115,2536,4651,910,922,1832,63,87,150,38423,41847,80270,259,273,532,435,410,845,62,74,136,3,6,9,123,162,285,126,168,294,9189,7596,16785,396,201,597,2814,2617,5431,52131,53769,105900,Sutherland - Menai - Heathcote
19797,0,0,0,12,13,25,0,0,0,0,3,3,0,0,0,13,18,31,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,36,43,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21,3,0,3,6,3,9,57,55,112,Migratory - Offshore - Shipping (NSW)
19999,118,126,244,1096,886,1982,3,3,6,85,77,162,0,0,0,1161,978,2139,5,0,5,76,50,126,19,22,41,38,23,61,26,32,58,5,6,11,18,19,37,71,75,146,179,145,324,22,27,49,35,30,65,209,156,365,139,114,253,15,11,26,3202,2654,5856,64,32,96,152,105,257,19,15,34,8,4,12,51,55,106,59,59,118,1703,1255,2958,124,114,238,2152,966,3118,7593,5326,12919,Special Purpose Codes SA3 (NSW)
20101,270,329,599,6071,7311,13382,0,0,0,486,506,992,103,102,205,12231,13978,26209,505,625,1130,228,210,438,99,154,253,37,69,106,360,430,790,15,10,25,57,56,113,344,393,737,1668,1883,3551,206,281,487,63,108,171,3801,5023,8824,718,815,1533,35,48,83,27027,32002,59029,172,129,301,193,147,340,14,23,37,8,4,12,201,221,422,209,225,434,13313,12283,25596,562,367,929,4213,4104,8317,45973,49609,95582,Ballarat
20102,107,170,277,1934,2193,4127,0,0,0,106,113,219,0,3,3,3401,3408,6809,44,49,93,125,89,214,23,30,53,18,21,39,85,107,192,0,0,0,12,22,34,39,55,94,483,462,945,35,42,77,26,27,53,869,1045,1914,223,252,475,11,17,28,7434,7935,15369,15,14,29,23,8,31,25,22,47,3,0,3,91,141,232,94,141,235,4100,3797,7897,157,143,300,1336,1245,2581,13291,13475,26766,Creswick - Daylesford - Ballan
20103,51,67,118,2478,2670,5148,3,0,3,98,115,213,4,0,4,2356,2418,4774,74,94,168,48,38,86,47,54,101,10,16,26,50,69,119,3,0,3,16,9,25,75,74,149,570,543,1113,68,99,167,25,31,56,1123,1298,2421,166,187,353,12,13,25,7226,7728,14954,4,9,13,20,16,36,7,3,10,0,0,0,44,80,124,44,80,124,3310,2830,6140,133,85,218,1268,1009,2277,12063,11827,23890,Maryborough - Pyrenees
20201,299,393,692,6721,8176,14897,0,0,0,774,941,1715,64,56,120,10196,11551,21747,83,116,199,154,139,293,137,169,306,72,93,165,248,266,514,39,25,64,35,50,85,409,481,890,1197,1293,2490,142,156,298,58,87,145,3422,4531,7953,947,1091,2038,22,27,49,24720,29248,53968,117,120,237,108,90,198,16,16,32,6,4,10,122,157,279,128,161,289,11901,10992,22893,516,267,783,3624,3363,6987,41429,44650,86079,Bendigo
20202,197,240,437,3109,3734,6843,0,0,0,332,377,709,102,80,182,4308,4439,8747,89,118,207,124,120,244,23,46,69,16,13,29,116,145,261,4,0,4,31,35,66,94,110,204,589,629,1218,51,54,105,18,20,38,1514,1901,3415,417,474,891,27,29,56,10964,12324,23288,21,22,43,22,22,44,20,21,41,5,13,18,114,150,264,119,163,282,7310,6811,14121,286,213,499,2531,2144,4675,21470,21960,43430,Heathcote - Castlemaine - Kyneton
20203,35,30,65,1156,1237,2393,0,0,0,115,157,272,0,0,0,1151,1163,2314,29,28,57,24,17,41,3,3,6,7,5,12,15,18,33,4,0,4,10,8,18,42,44,86,253,248,501,16,17,33,5,5,10,688,673,1361,87,91,178,3,3,6,3608,3717,7325,0,3,3,5,3,8,3,0,3,0,0,0,20,20,40,20,20,40,1397,1199,2596,32,16,48,586,514,1100,5686,5502,11188,Loddon - Elmore
20301,44,68,112,1318,1380,2698,0,0,0,124,145,269,0,0,0,1880,1900,3780,19,28,47,76,64,140,18,10,28,8,12,20,124,124,248,0,0,0,11,10,21,52,51,103,462,474,936,14,21,35,21,41,62,631,695,1326,193,215,408,4,6,10,4955,5176,10131,10,6,16,13,4,17,4,4,8,0,0,0,30,37,67,30,37,67,2520,2217,4737,91,75,166,698,663,1361,8365,8250,16615,Barwon - West
20302,817,952,1769,10598,12922,23520,0,0,0,1741,2157,3898,80,86,166,23810,26540,50350,201,258,459,2039,2096,4135,267,328,595,114,143,257,1074,1277,2351,19,16,35,157,185,342,494,596,1090,3195,3638,6833,252,346,598,121,144,265,5055,6706,11761,1654,1923,3577,84,125,209,50955,59486,110441,423,324,747,839,690,1529,31,43,74,7,4,11,381,431,812,388,435,823,22235,19825,42060,926,533,1459,7798,6752,14550,84412,89040,173452,Geelong
20303,216,310,526,4550,5521,10071,0,0,0,598,690,1288,0,0,0,6974,7739,14713,45,63,108,272,221,493,81,103,184,10,12,22,234,283,517,4,3,7,42,48,90,126,166,292,936,1123,2059,55,83,138,11,14,25,2020,2754,4774,508,606,1114,15,21,36,16481,19450,35931,19,33,52,50,50,100,26,24,50,0,3,3,83,117,200,83,120,203,9465,8414,17879,352,206,558,2732,2552,5284,29424,31159,60583,Surf Coast - Bellarine Peninsula
20401,135,167,302,4506,5086,9592,0,0,0,261,260,521,4,0,4,6309,6459,12768,23,17,40,164,134,298,43,44,87,49,61,110,149,185,334,3,3,6,29,25,54,95,118,213,1057,1069,2126,77,101,178,65,57,122,1445,1760,3205,345,399,744,21,26,47,14645,15804,30449,31,35,66,52,34,86,16,10,26,10,0,10,97,110,207,107,110,217,7294,6252,13546,325,165,490,2413,2316,4729,25018,24893,49911,Upper Goulburn Valley
20402,132,159,291,3774,4472,8246,0,0,0,204,224,428,52,35,87,5838,6415,12253,25,35,60,70,73,143,71,88,159,35,42,77,218,246,464,4,0,4,108,108,216,162,210,372,1039,1080,2119,71,129,200,34,49,83,1645,2003,3648,395,452,847,15,11,26,13760,15672,29432,66,33,99,28,23,51,6,7,13,0,0,0,40,64,104,40,64,104,5462,4829,10291,204,122,326,1798,1827,3625,21496,22736,44232,Wangaratta - Benalla
20403,220,239,459,6171,6844,13015,0,0,0,479,535,1014,10,12,22,8252,8727,16979,52,75,127,161,147,308,158,184,342,45,60,105,552,661,1213,3,4,7,49,54,103,252,306,558,1018,1085,2103,96,104,200,67,79,146,1922,2490,4412,786,883,1669,21,19,40,20094,22269,42363,107,107,214,72,50,122,13,19,32,3,0,3,100,141,241,103,141,244,8519,7512,16031,379,209,588,2766,2328,5094,32273,32874,65147,Wodonga - Alpine
