gml_id,sa3_name16,sa3_code16,m_0_299_ds_ds_sept_house,m_0_299_ds_ds_sd_row_tce_hs_t,m_0_299_ds_ds_flat_apart,m_0_299_ds_ds_other_dwg,m_0_299_ds_ns,m_0_299_tot,m_300_449_ds_separate_hse,m_300_449_ds_sd_row_tc_hse_th,m_300_449_ds_flat_apart,m_300_449_ds_other_dwg,m_300_449_ds_ns,m_300_449_tot,m_450_599_ds_separate_hse,m_450_599_ds_sd_row_tce_hs_th,m_450_599_ds_flat_apart,m_450_599_ds_other_dwg,m_450_599_ds_ns,m_450_599_tot,m_600_799_ds_separate_hse,m_600_799_ds_sd_row_tc_hs_th,m_600_799_ds_flat_apart,m_600_799_ds_other_dwg,m_600_799_ds_ns,m_600_799_tot,m_800_999_ds_separate_hse,m_800_999_ds_sd_row_tc_hs_th,m_800_999_ds_flat_apart,m_800_999_ds_other_dwg,m_800_999_ds_ns,m_800_999_tot,m_1000_1399_ds_separate_hse,m_1000_1399_ds_sd_rw_tc_h_th,m_1000_1399_ds_flat_apart,m_1000_1399_ds_other_dwg,m_1000_1399_ds_ns,m_1000_1399_tot,m_1400_1799_ds_separate_hse,m_1400_1799_ds_sd_rw_tc_h_th,m_1400_1799_ds_flat_apart,m_1400_1799_ds_other_dwg,m_1400_1799_ds_ns,m_1400_1799_tot,m_1800_2399_ds_separate_hse,m_1800_2399_ds_sd_rw_tc_h_th,m_1800_2399_ds_flat_apart,m_1800_2399_ds_other_dwg,m_1800_2399_ds_ns,m_1800_2399_tot,m_2400_2999_ds_separate_hse,m_2400_2999_ds_sd_rw_tc_h_th,m_2400_2999_ds_flat_apart,m_2400_2999_ds_other_dwg,m_2400_2999_ds_ns,m_2400_2999_tot,m_3000_3999_ds_separate_hse,m_3000_3999_ds_sd_rw_tc_h_th,m_3000_3999_ds_flt_apart,m_3000_3999_ds_other_dwg,m_3000_3999_ds_ns,m_3000_3999_tot,m_4000_over_ds_separate_hse,m_4000_ov_ds_sd_rw_tce_hs_th,m_4000_over_ds_flat_apart,m_4000_over_ds_other_dwg,m_4000_ds_over_ns,m_4000_over_tot,mort_rpmnt_ns_ds_separat_hs,mrt_rpmt_ns_ds_sd_rw_tc_hs_th,mrt_rpmt_ns_ds_flat_apart,mort_rpmnt_ns_ds_other_dwg,mort_rpmnt_ns_ds_ns,mort_rpmnt_ns_total,tot_ds_separate_hse,tot_ds_sd_row_tce_hse_thse,tot_ds_flat_apartment,tot_ds_other_dwg,tot_ds_ns,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6016,Forest Lake - Oxley,"31001","361","6","0","0","0","376","154","5","0","0","0","154","120","8","3","0","0","132","231","6","0","3","0","240","350","11","0","0","0","365","1116","50","0","0","7","1174","1482","100","8","10","0","1596","1967","54","4","4","0","2032","722","10","0","0","0","737","446","6","0","0","0","449","199","6","0","0","0","202","276","3","0","4","0","281","7418","275","19","24","5","7735"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6017,Ipswich Hinterland,"31002","319","0","0","0","0","315","249","0","0","0","0","251","211","0","0","0","0","213","427","3","0","0","0","433","537","0","0","0","0","536","1591","3","3","9","4","1607","1618","3","0","5","4","1632","1574","3","0","9","5","1583","576","0","0","0","3","577","360","0","0","0","6","362","160","0","0","0","0","160","394","0","0","3","0","399","8003","12","3","31","25","8076"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6018,Ipswich Inner,"31003","503","11","3","3","0","516","288","8","0","0","0","301","251","6","0","0","0","256","447","17","0","0","0","467","727","14","4","0","0","751","2676","54","17","3","0","2753","2979","41","8","9","3","3039","2486","15","0","7","4","2518","803","3","0","0","0","811","561","0","0","3","0","561","188","0","0","0","0","191","491","6","3","0","0","503","12396","182","44","31","14","12663"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6019,Springfield - Redbank,"31004","315","3","0","0","0","314","141","6","0","0","0","150","143","6","0","0","0","152","251","19","0","0","0","273","407","36","0","0","0","444","1497","84","3","0","0","1586","2340","61","0","0","0","2408","2561","62","0","0","4","2627","861","7","0","0","0","868","524","3","0","0","0","526","247","5","0","3","0","253","376","8","0","0","0","384","9663","300","11","9","7","9982"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_601a,Beaudesert,"31101","47","0","3","0","0","57","26","3","0","0","0","28","29","3","0","0","0","31","55","7","0","0","0","65","62","4","3","0","0","77","249","16","0","0","0","260","287","5","0","0","0","294","280","0","0","0","0","280","100","0","0","0","0","103","52","0","0","0","0","52","42","0","0","0","0","42","80","0","0","3","0","79","1316","41","7","8","0","1370"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_601b,Beenleigh,"31102","198","8","0","0","0","207","74","13","0","0","0","87","88","10","0","0","0","93","174","18","11","0","0","199","210","30","12","0","0","256","784","98","20","0","0","905","1062","46","8","0","0","1112","999","24","3","0","0","1032","291","0","0","0","0","291","170","3","0","0","0","169","73","3","0","0","0","79","184","8","0","0","0","192","4304","248","71","0","7","4628"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_601c,Browns Plains,"31103","372","0","0","0","0","377","191","7","0","0","0","200","156","10","0","0","0","164","302","4","0","0","0","311","458","11","4","0","0","470","1615","45","8","0","3","1671","2453","30","4","3","0","2495","2451","16","3","6","0","2476","664","0","0","0","0","666","371","0","0","0","0","372","185","0","0","0","0","185","454","4","0","0","0","459","9676","126","18","16","11","9847"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_601d,Jimboomba,"31104","229","0","0","0","0","228","112","0","0","0","0","109","99","0","0","0","0","99","174","0","0","0","0","173","272","0","0","0","0","278","858","7","0","0","0","866","1253","10","0","0","3","1271","2334","4","0","0","3","2350","1311","0","0","3","3","1314","636","3","0","0","3","645","218","0","0","0","0","218","420","0","0","0","0","419","7919","33","0","8","21","7981"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_601e,Loganlea - Carbrook,"31105","297","8","10","0","0","313","128","8","3","0","0","135","133","8","8","0","0","142","237","17","3","0","0","255","294","30","15","0","0","341","971","80","52","0","4","1102","1602","65","30","0","5","1701","2084","30","11","0","3","2126","846","6","8","0","0","857","514","3","0","0","3","521","228","3","0","0","0","228","306","3","3","0","0","314","7636","246","143","4","17","8049"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_601f,Springwood - Kingston,"31106","372","24","3","0","0","398","186","20","5","0","0","209","156","13","3","0","0","174","275","60","6","0","0","350","399","68","10","6","0","487","1312","247","21","6","4","1590","1720","165","9","3","0","1899","2033","61","6","0","0","2100","694","13","4","0","0","712","375","12","0","0","0","389","176","9","0","0","0","182","298","20","3","0","0","327","8007","722","56","19","6","8812"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6020,Bowen Basin - North,"31201","128","0","0","3","5","142","38","0","0","0","0","45","56","0","0","0","0","52","100","0","0","5","0","106","151","3","0","6","3","159","312","3","3","8","3","325","301","0","4","3","0","312","383","4","5","3","3","393","195","0","0","0","0","196","134","0","0","5","0","138","53","0","0","0","0","50","131","0","0","3","0","140","1985","13","17","34","13","2060"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6021,Mackay,"31202","569","9","6","10","3","603","202","11","0","0","0","219","187","11","4","3","0","200","363","20","7","4","0","398","596","28","14","5","0","649","1710","85","26","17","4","1837","2313","100","25","14","8","2461","3679","61","33","13","10","3792","2063","25","17","4","4","2115","1330","19","9","4","3","1365","572","4","10","4","0","597","643","13","3","4","4","670","14224","394","151","74","45","14888"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6022,Whitsunday,"31203","95","4","4","0","3","111","44","0","3","3","0","49","29","0","3","0","0","34","68","7","10","0","0","81","107","8","14","0","0","130","309","22","22","6","0","362","362","23","14","3","7","409","467","16","14","3","6","509","254","9","0","6","4","272","160","6","0","3","3","170","69","0","4","0","4","76","109","3","6","4","0","119","2078","92","95","31","29","2320"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6023,Bribie - Beachmere,"31301","183","14","3","0","0","205","97","20","0","0","0","116","69","5","4","0","0","78","118","14","3","3","0","139","153","15","9","0","0","175","430","53","19","0","3","503","527","47","8","4","4","587","672","24","12","0","4","709","250","4","0","0","0","255","195","4","3","0","0","199","106","0","0","0","0","109","149","10","4","0","3","164","2940","210","66","13","10","3247"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6024,Caboolture,"31302","314","5","0","0","0","323","167","6","0","0","0","179","160","3","0","0","0","166","263","6","0","0","0","275","353","14","3","0","0","368","1223","49","4","0","0","1278","1674","18","0","0","3","1703","1682","8","0","0","3","1694","631","0","0","3","0","637","347","3","0","0","0","353","134","0","0","0","0","138","319","4","0","3","0","325","7289","122","14","8","10","7436"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6025,Caboolture Hinterland,"31303","74","0","0","0","0","74","43","0","0","0","0","43","37","0","0","0","0","37","84","0","0","0","0","85","103","0","0","0","0","103","249","0","0","0","0","259","304","0","0","0","0","309","342","0","0","3","4","347","131","0","0","0","0","132","98","0","0","0","3","100","37","0","0","0","0","45","90","0","0","0","0","89","1595","0","0","16","11","1621"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6026,Narangba - Burpengary,"31304","340","9","0","0","0","353","142","8","0","0","0","153","134","5","0","0","0","142","241","11","4","0","0","248","371","13","3","0","0","384","1165","66","8","0","0","1243","1739","43","4","3","0","1783","2456","15","3","0","3","2473","985","3","0","0","0","991","509","4","3","0","0","516","183","3","0","0","0","188","359","3","3","0","0","363","8622","181","25","3","5","8840"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6027,Redcliffe,"31305","334","19","27","0","0","378","135","18","9","0","0","160","120","5","20","0","0","143","214","18","29","0","0","254","300","22","40","0","0","367","771","64","120","0","3","952","1172","61","97","4","3","1339","1395","51","92","3","3","1542","489","3","44","0","3","540","321","3","21","0","0","348","205","0","14","0","0","214","217","6","19","3","0","245","5674","260","517","13","12","6483"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6028,The Hills District,"31401","583","14","0","0","0","603","232","4","0","0","0","234","207","5","0","0","0","210","352","13","0","0","3","368","475","23","0","0","3","505","1421","46","3","0","0","1467","1917","69","7","3","0","1994","3619","72","0","3","0","3694","2147","21","0","3","0","2169","1760","4","0","0","3","1767","788","0","0","0","0","788","552","6","0","4","0","563","14042","284","10","10","15","14366"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6029,North Lakes,"31402","289","11","0","0","0","302","134","8","0","0","0","140","100","11","0","4","0","113","213","16","0","0","0","230","290","25","0","0","0","320","987","74","6","0","5","1069","1730","92","4","0","0","1828","2795","66","3","3","4","2870","1105","21","0","0","0","1123","574","3","0","0","3","576","250","3","0","0","0","255","309","8","0","0","0","320","8778","335","22","5","17","9151"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_602a,Strathpine,"31403","180","15","8","0","0","201","94","10","0","0","0","107","86","12","0","0","0","95","180","12","5","0","0","193","250","26","6","0","0","283","735","95","21","0","3","861","1294","87","14","3","0","1400","1460","41","5","0","0","1508","337","6","0","0","0","344","175","4","3","0","0","181","54","0","0","0","0","56","176","13","0","0","0","189","5022","321","64","3","3","5421"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_602b,Far North,"31501","86","3","0","11","0","98","24","0","0","3","0","35","32","0","0","0","0","32","56","3","0","5","0","67","68","0","0","7","0","72","172","5","3","12","0","199","143","7","0","7","0","169","172","26","3","21","3","213","107","8","0","3","0","114","93","3","0","3","0","96","60","5","0","0","0","62","89","0","0","9","5","97","1098","61","6","82","20","1262"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_602c,Outback - North,"31502","110","12","0","5","4","126","39","3","0","3","7","47","55","3","0","3","0","61","83","0","0","3","3","86","128","7","0","6","0","142","285","14","0","20","8","328","415","21","5","10","4","453","654","12","3","13","3","691","233","6","0","6","3","250","130","3","0","0","0","136","85","3","0","0","3","95","112","3","4","6","3","129","2329","93","16","67","38","2539"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_602d,Toowoomba,"31701","687","21","13","3","3","730","411","23","11","3","0","448","340","20","9","0","0","375","695","32","16","5","5","756","960","67","19","11","0","1059","3203","188","59","16","10","3473","3869","155","28","21","18","4094","3622","77","29","17","8","3754","1333","14","6","7","5","1362","827","14","6","3","3","851","396","4","3","0","9","415","553","21","3","7","0","588","16891","644","204","95","62","17898"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_602e,Maryborough,"31905","278","0","3","7","3","285","206","3","0","0","3","208","220","0","0","3","3","222","372","3","0","9","6","391","467","4","3","3","3","485","1232","3","6","9","8","1253","818","4","0","11","6","839","580","0","3","3","7","591","151","0","0","3","3","161","114","0","0","0","0","120","48","0","0","0","3","53","231","3","0","3","0","241","4719","25","17","47","46","4856"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_602f,Adelaide City,"40101","35","43","36","0","0","112","7","7","10","0","0","22","4","9","4","0","0","21","9","26","21","0","0","61","8","20","30","0","0","60","29","80","132","0","0","240","24","74","146","0","0","243","42","106","144","0","3","298","20","63","60","0","0","142","38","59","32","0","0","121","59","53","38","4","0","154","17","15","13","0","0","48","294","558","654","10","7","1528"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6030,Adelaide Hills,"40102","585","6","3","0","0","595","310","3","3","0","0","318","274","0","0","3","3","283","510","6","0","4","0","520","655","13","4","0","0","670","1778","24","10","8","10","1829","2123","20","3","3","9","2158","2516","17","0","3","4","2543","1069","3","0","5","7","1082","832","3","0","0","0","835","530","0","0","0","5","534","402","3","0","0","4","408","11580","105","23","22","40","11772"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6031,Norwood - Payneham - St Peters,"40105","183","54","11","0","0","255","54","27","9","0","0","87","44","30","12","0","0","83","93","35","10","0","0","137","121","55","31","0","0","201","291","155","88","0","0","532","278","156","63","0","8","506","484","221","32","0","0","742","292","89","11","3","4","399","319","74","10","0","4","403","280","42","4","3","3","328","108","26","7","0","4","136","2552","956","279","3","20","3812"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6032,Campbelltown (SA),"40104","288","54","8","0","0","356","143","25","10","0","0","177","122","25","9","0","0","156","225","35","11","0","0","271","266","62","26","0","3","359","751","176","69","0","0","1003","785","192","43","0","0","1016","1131","234","25","0","7","1400","550","88","3","0","3","642","333","44","3","0","0","383","188","21","3","0","0","211","177","25","3","0","4","205","4960","985","226","3","19","6186"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6033,Prospect - Walkerville,"40106","166","32","3","0","0","210","76","13","0","0","0","90","50","10","4","0","0","63","101","18","8","0","0","131","106","27","11","0","0","141","321","69","36","0","3","425","354","78","43","0","0","473","549","132","13","0","0","695","321","44","3","0","0","370","352","38","0","0","3","391","284","17","0","0","0","306","118","7","7","0","0","131","2808","485","135","7","9","3435"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6034,West Torrens,"40403","325","67","24","0","0","419","132","40","14","0","0","194","123","33","25","0","0","176","224","54","32","0","0","311","244","89","73","0","0","402","741","216","163","6","8","1132","832","243","79","0","3","1164","1273","245","38","0","6","1567","646","94","8","0","0","757","459","52","7","0","0","522","235","38","3","0","5","279","194","29","8","0","0","233","5433","1201","481","11","28","7163"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6035,Barossa,"40501","285","5","0","0","0","290","202","3","0","0","0","207","173","4","0","0","0","171","306","12","0","0","3","323","463","16","0","0","3","477","1271","18","3","3","4","1301","1185","4","0","5","5","1207","950","3","0","8","3","964","252","0","0","0","3","254","187","0","0","3","0","192","107","0","0","3","0","108","193","3","0","0","3","196","5575","64","6","24","28","5696"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6036,Lower North,"40502","204","7","0","0","0","209","193","0","0","3","4","199","179","0","0","0","0","183","323","0","0","3","3","332","322","3","0","3","0","333","579","3","0","0","3","593","386","4","0","0","0","390","234","0","0","3","0","240","84","0","0","0","0","84","43","3","0","4","3","48","39","0","0","3","0","45","109","0","0","3","0","110","2690","28","0","29","20","2766"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6037,Unley,"40107","223","50","19","0","3","294","86","17","20","0","0","126","59","12","17","0","0","90","103","38","28","0","0","167","130","27","36","0","0","191","343","89","131","0","0","566","323","88","110","3","0","531","567","153","77","0","3","796","390","57","18","0","0","468","509","64","18","0","0","595","484","33","7","0","0","522","134","18","18","0","0","170","3360","643","497","3","12","4513"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6038,Gawler - Two Wells,"40201","239","10","0","0","0","249","160","9","0","0","0","165","132","15","0","0","0","152","273","32","0","0","0","306","363","32","0","0","3","405","1043","57","4","0","3","1107","1213","25","0","4","3","1243","1088","5","0","0","3","1092","337","3","0","0","0","340","172","0","0","3","0","176","73","0","0","0","0","75","217","6","0","0","0","228","5316","193","6","8","18","5542"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6039,Playford,"40202","411","41","0","0","0","456","364","60","0","0","0","420","342","57","0","0","0","408","759","138","6","3","0","907","1124","136","8","0","0","1268","3262","188","8","0","10","3473","2511","61","3","4","7","2580","1541","21","0","0","4","1564","415","3","0","0","0","423","245","3","0","0","0","246","124","3","0","0","0","128","394","16","0","0","0","415","11484","733","27","7","33","12278"
