gml_id,sa3_name16,sa3_code16,m_0_299_ds_ds_sept_house,m_0_299_ds_ds_sd_row_tce_hs_t,m_0_299_ds_ds_flat_apart,m_0_299_ds_ds_other_dwg,m_0_299_ds_ns,m_0_299_tot,m_300_449_ds_separate_hse,m_300_449_ds_sd_row_tc_hse_th,m_300_449_ds_flat_apart,m_300_449_ds_other_dwg,m_300_449_ds_ns,m_300_449_tot,m_450_599_ds_separate_hse,m_450_599_ds_sd_row_tce_hs_th,m_450_599_ds_flat_apart,m_450_599_ds_other_dwg,m_450_599_ds_ns,m_450_599_tot,m_600_799_ds_separate_hse,m_600_799_ds_sd_row_tc_hs_th,m_600_799_ds_flat_apart,m_600_799_ds_other_dwg,m_600_799_ds_ns,m_600_799_tot,m_800_999_ds_separate_hse,m_800_999_ds_sd_row_tc_hs_th,m_800_999_ds_flat_apart,m_800_999_ds_other_dwg,m_800_999_ds_ns,m_800_999_tot,m_1000_1399_ds_separate_hse,m_1000_1399_ds_sd_rw_tc_h_th,m_1000_1399_ds_flat_apart,m_1000_1399_ds_other_dwg,m_1000_1399_ds_ns,m_1000_1399_tot,m_1400_1799_ds_separate_hse,m_1400_1799_ds_sd_rw_tc_h_th,m_1400_1799_ds_flat_apart,m_1400_1799_ds_other_dwg,m_1400_1799_ds_ns,m_1400_1799_tot,m_1800_2399_ds_separate_hse,m_1800_2399_ds_sd_rw_tc_h_th,m_1800_2399_ds_flat_apart,m_1800_2399_ds_other_dwg,m_1800_2399_ds_ns,m_1800_2399_tot,m_2400_2999_ds_separate_hse,m_2400_2999_ds_sd_rw_tc_h_th,m_2400_2999_ds_flat_apart,m_2400_2999_ds_other_dwg,m_2400_2999_ds_ns,m_2400_2999_tot,m_3000_3999_ds_separate_hse,m_3000_3999_ds_sd_rw_tc_h_th,m_3000_3999_ds_flt_apart,m_3000_3999_ds_other_dwg,m_3000_3999_ds_ns,m_3000_3999_tot,m_4000_over_ds_separate_hse,m_4000_ov_ds_sd_rw_tce_hs_th,m_4000_over_ds_flat_apart,m_4000_over_ds_other_dwg,m_4000_ds_over_ns,m_4000_over_tot,mort_rpmnt_ns_ds_separat_hs,mrt_rpmt_ns_ds_sd_rw_tc_hs_th,mrt_rpmt_ns_ds_flat_apart,mort_rpmnt_ns_ds_other_dwg,mort_rpmnt_ns_ds_ns,mort_rpmnt_ns_total,tot_ds_separate_hse,tot_ds_sd_row_tce_hse_thse,tot_ds_flat_apartment,tot_ds_other_dwg,tot_ds_ns,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_603e,Onkaparinga,"40304","1292","55","10","3","4","1364","867","38","8","3","0","922","799","42","6","0","0","849","1416","55","13","0","3","1480","1912","71","16","4","3","2003","5561","252","49","8","10","5872","6222","168","28","0","7","6425","4907","72","17","0","12","5005","1420","16","13","3","4","1452","807","9","5","0","0","828","365","3","3","0","3","370","861","17","4","0","0","886","26418","804","163","25","48","27456"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_603f,Charles Sturt,"40401","529","142","23","0","3","699","269","74","18","3","3","358","256","55","13","0","0","326","434","101","39","0","3","578","556","179","49","0","0","776","1400","478","167","3","11","2056","1529","599","115","0","8","2253","2158","634","57","3","16","2870","1028","283","22","3","12","1338","743","216","19","0","10","986","360","130","4","0","4","494","336","90","14","0","0","447","9589","2981","538","18","65","13191"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6040,Port Adelaide - West,"40402","316","69","13","7","3","405","214","30","8","0","0","258","176","25","12","0","0","213","321","64","15","0","0","407","394","89","29","0","0","505","1092","276","66","4","3","1440","1284","268","53","3","5","1615","1413","207","18","0","10","1651","449","58","12","4","0","519","299","52","7","0","3","366","130","27","3","0","0","163","212","38","9","0","0","256","6313","1207","237","20","23","7806"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6041,Mid North,"40503","234","8","0","3","3","245","249","6","0","3","0","261","221","16","0","0","0","237","454","15","0","0","0","469","439","9","0","0","0","449","753","5","0","3","3","766","359","4","0","3","3","374","223","4","0","3","4","238","65","0","0","0","0","68","34","0","0","0","0","40","25","0","0","0","0","29","151","9","0","0","0","156","3211","77","3","19","25","3331"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6042,Yorke Peninsula,"40504","216","4","0","0","0","220","167","0","0","0","0","167","154","0","0","0","0","155","252","3","0","0","0","261","306","3","0","3","0","316","631","6","0","3","0","644","431","5","0","0","0","437","238","3","0","7","5","251","75","0","0","0","0","71","42","0","0","0","0","42","23","0","0","4","0","26","110","0","0","0","0","116","2642","28","7","18","16","2705"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6043,Burnside,"40103","331","52","20","0","0","405","106","19","6","0","0","131","65","18","4","0","0","89","114","34","9","0","0","162","144","27","27","0","0","195","378","97","69","0","0","544","431","148","54","0","0","629","681","165","47","0","0","892","465","75","10","0","3","550","645","60","4","0","0","713","739","32","13","0","3","786","156","24","8","0","0","185","4246","753","265","0","11","5279"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6044,Eyre Peninsula and South West,"40601","348","48","4","12","3","417","205","77","3","0","0","289","215","65","3","3","0","293","391","161","3","14","5","567","538","176","5","13","0","731","1335","253","9","18","7","1623","1142","67","0","14","0","1231","852","35","0","8","3","903","251","8","0","9","0","264","172","10","0","4","0","195","82","7","0","9","0","95","242","34","3","3","0","286","5771","950","38","107","24","6896"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6045,Outback - North and East,"40602","140","3","0","8","3","156","88","8","0","0","0","96","103","3","4","0","0","111","176","12","3","0","0","193","226","12","0","0","3","244","439","17","0","0","3","456","340","6","0","3","0","356","264","4","0","0","3","275","100","0","0","3","0","103","63","0","0","3","0","69","27","3","0","0","0","29","85","3","0","0","0","90","2048","67","12","24","23","2173"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6046,Fleurieu - Kangaroo Island,"40701","459","7","0","4","0","480","291","8","0","0","0","302","231","4","0","0","0","236","405","7","8","0","4","419","565","10","3","3","8","583","1317","21","6","6","7","1351","1127","10","3","3","4","1141","887","9","0","0","4","909","279","0","0","0","0","285","240","4","0","0","0","243","134","0","0","0","0","134","245","3","0","3","0","253","6172","73","25","24","28","6328"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6047,Limestone Coast,"40702","513","21","0","0","3","543","349","20","9","0","0","373","347","19","6","5","4","377","792","43","17","3","3","857","1077","38","18","8","0","1138","2145","48","7","3","0","2206","1282","10","6","4","4","1308","741","9","0","3","3","761","213","0","3","0","0","216","150","3","0","4","0","154","108","0","0","0","0","115","346","11","0","0","0","360","8062","215","67","31","26","8401"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6048,Murray and Mallee,"40703","549","9","0","3","12","572","438","11","3","3","0","459","430","18","3","4","7","455","843","25","4","3","5","880","1088","21","0","0","9","1115","2027","20","3","13","11","2077","1182","12","3","3","7","1206","689","0","3","8","8","704","182","0","0","3","4","189","129","0","0","6","0","133","105","0","0","6","0","107","371","3","0","4","3","385","8036","118","23","57","58","8287"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6049,Augusta - Margaret River - Busselton,"50101","334","10","0","0","0","343","118","4","0","3","0","132","117","8","0","3","0","130","215","9","0","3","0","226","273","7","0","0","0","281","803","28","0","3","3","835","1017","32","0","3","3","1053","1568","35","3","7","6","1618","703","9","0","3","4","721","563","4","0","3","4","575","265","4","0","3","3","272","278","8","0","4","0","292","6255","159","3","42","28","6489"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_604a,Bunbury,"50102","564","26","3","0","0","597","301","10","0","0","3","322","242","11","0","0","0","261","486","16","3","6","0","508","678","31","3","3","0","714","2001","110","6","3","3","2132","2716","87","16","6","7","2832","3698","52","5","3","7","3770","1417","24","3","7","0","1450","952","22","4","0","6","983","427","8","3","3","7","447","556","12","6","0","0","572","14043","413","60","31","36","14590"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_604b,Manjimup,"50103","160","0","0","0","4","169","103","3","0","0","0","103","82","3","0","0","0","93","170","3","0","0","0","171","178","3","0","4","0","188","559","3","0","8","0","571","475","0","0","4","0","484","452","0","0","6","0","454","188","0","0","0","0","189","138","0","0","5","3","149","101","0","0","0","0","103","137","0","0","4","0","138","2746","20","7","28","17","2814"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_604c,Mandurah,"50201","570","32","3","0","0","610","235","25","3","0","0","264","227","15","3","0","0","245","396","36","9","5","0","447","485","25","3","0","0","513","1557","102","29","0","0","1693","2199","136","23","0","5","2363","3425","79","22","3","10","3537","1468","32","16","0","3","1516","968","20","23","5","0","1017","504","14","15","3","3","537","540","24","3","3","0","571","12577","545","144","23","27","13315"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_604d,Cottesloe - Claremont,"50301","489","60","33","3","3","586","89","3","12","0","0","101","72","13","3","0","0","87","93","20","10","0","0","124","132","28","20","0","0","171","330","48","56","0","0","437","245","51","66","0","0","371","569","96","95","0","0","760","350","69","45","0","0","464","754","115","52","3","0","928","2252","170","40","0","0","2459","337","37","15","0","0","387","5711","704","447","4","9","6878"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_604e,Perth City,"50302","379","107","147","0","3","644","95","34","51","0","0","186","93","32","33","0","0","161","132","44","85","0","0","263","180","61","131","0","0","373","495","218","466","0","0","1184","467","209","589","4","4","1270","842","386","843","7","3","2074","629","290","461","5","5","1391","1144","349","364","3","4","1867","1508","255","220","0","3","1991","221","58","101","0","0","383","6187","2045","3498","24","28","11786"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_604f,Bayswater - Bassendean,"50401","493","91","20","0","0","600","180","36","13","0","0","233","171","27","10","0","0","212","281","62","12","0","0","361","344","60","31","0","0","434","984","238","116","0","4","1341","1114","352","131","3","5","1606","1961","478","118","0","8","2569","1327","213","40","0","5","1582","1140","142","14","0","4","1310","563","60","9","0","4","639","313","47","10","0","0","366","8879","1791","533","4","30","11241"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6050,Mundaring,"50402","344","5","0","0","0","347","148","3","0","0","0","149","129","0","0","0","0","129","227","5","0","0","0","235","289","3","0","0","0","295","770","18","0","0","0","788","921","17","3","0","0","943","1498","19","0","3","0","1521","906","3","0","0","0","909","800","0","0","0","0","809","353","3","0","3","0","360","281","5","0","0","0","289","6661","92","4","13","11","6776"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6051,Swan,"50403","749","51","0","3","0","806","295","34","0","0","4","331","291","23","0","0","0","314","538","36","3","0","0","572","707","73","0","3","0","785","2232","238","11","4","0","2489","3051","379","16","6","3","3466","6265","564","13","5","9","6856","3558","177","6","3","5","3756","1875","71","0","0","4","1952","882","50","0","3","0","930","836","48","4","3","3","894","21275","1748","58","33","28","23146"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6052,Joondalup,"50501","1193","79","6","0","0","1279","514","37","0","0","0","553","397","21","5","0","0","425","714","36","0","0","0","759","876","57","6","0","0","944","2451","167","17","0","0","2636","2685","198","45","3","3","2936","4767","315","46","0","0","5132","3577","167","13","0","3","3759","3513","121","8","4","0","3645","1883","58","5","3","0","1951","897","53","11","0","3","956","23469","1302","170","17","22","24973"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6053,Stirling,"50502","994","388","33","0","4","1416","292","146","10","0","3","457","251","114","14","0","0","379","419","227","38","0","0","693","561","316","33","0","3","916","1592","1022","169","0","5","2786","1733","1618","238","0","10","3594","2913","2482","185","0","16","5597","1886","1200","73","0","13","3163","2480","860","40","0","11","3395","2044","425","25","0","11","2506","649","272","25","0","3","952","15818","9068","884","7","71","25849"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6054,Wanneroo,"50503","1015","71","0","0","0","1091","398","37","0","0","0","438","373","39","0","0","0","412","733","60","0","0","0","796","917","65","0","0","0","986","3045","278","0","3","4","3333","4482","426","6","3","0","4921","9188","591","5","3","14","9808","5790","184","0","0","3","5985","3185","114","0","3","5","3304","1364","44","0","0","0","1414","1084","58","0","0","0","1148","31573","1980","21","13","34","33623"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6055,Armadale,"50601","474","25","3","0","0","501","238","15","3","0","0","253","207","24","0","0","0","232","364","23","0","0","0","392","521","44","0","0","0","568","1587","163","15","0","4","1767","2339","240","6","0","3","2586","3670","241","5","3","0","3918","1967","66","0","0","0","2037","1149","62","0","0","0","1221","495","23","0","0","0","520","455","22","3","0","0","484","13463","957","39","5","13","14472"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6056,Belmont - Victoria Park,"50602","333","72","22","0","3","430","106","33","6","0","0","147","94","21","7","0","0","129","171","39","18","0","0","234","249","66","24","0","0","337","604","172","112","0","3","888","770","293","158","3","0","1225","1367","469","214","0","4","2047","883","240","77","4","3","1210","780","155","75","7","0","1010","381","78","46","0","0","504","184","48","15","0","0","251","5923","1681","782","12","26","8418"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6057,Canning,"50603","617","69","11","0","0","695","201","33","3","0","0","238","193","16","5","0","0","224","301","46","12","0","0","358","364","47","0","0","0","415","1024","151","38","0","0","1213","1246","270","43","4","6","1566","2251","361","74","0","3","2687","1308","125","21","0","3","1450","1152","82","5","0","0","1245","646","37","4","0","0","684","356","36","8","0","0","400","9666","1271","220","8","10","11177"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6058,Gosnells,"50604","759","39","6","0","0","814","353","25","5","3","0","384","321","15","0","0","0","340","527","35","5","0","0","575","717","45","4","0","0","773","2172","166","14","5","3","2362","3158","277","42","8","6","3479","4490","266","21","6","3","4780","2283","90","7","0","0","2379","1314","49","3","0","0","1368","584","25","3","4","3","614","642","34","6","0","0","675","17309","1070","113","26","22","18543"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6059,Kalamunda,"50605","393","5","0","3","0","406","143","0","0","0","0","144","142","0","0","0","0","148","265","3","0","0","0","271","325","8","0","0","3","335","1078","26","0","3","0","1107","1246","38","0","3","0","1281","2290","68","0","0","0","2367","1394","17","0","0","3","1416","972","3","0","4","5","987","457","0","0","3","0","461","358","9","0","0","0","372","9070","180","5","17","13","9279"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_605a,Serpentine - Jarrahdale,"50606","127","0","0","0","0","129","41","0","0","0","0","41","42","0","0","0","0","42","107","0","0","0","0","108","126","0","0","0","0","128","395","4","0","3","0","406","758","17","0","0","0","780","1738","7","0","3","0","1756","855","4","0","0","0","857","579","0","0","3","0","577","272","0","0","0","0","274","183","0","0","0","3","188","5223","39","5","5","9","5286"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_605b,South Perth,"50607","235","109","16","0","0","358","35","25","9","0","0","67","47","16","8","0","0","66","57","33","15","0","0","107","88","59","13","0","0","163","209","150","44","0","0","403","212","176","65","0","3","460","412","287","103","0","0","797","281","187","39","0","0","503","500","210","33","0","3","746","657","152","24","0","3","828","119","41","20","0","0","184","2850","1442","382","3","10","4686"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_605c,Cockburn,"50701","552","57","24","0","0","627","240","31","3","0","0","273","214","21","0","0","0","234","369","37","13","0","0","422","571","54","21","0","0","641","1503","176","67","0","3","1743","1896","222","109","0","0","2234","3747","391","118","0","4","4264","2469","171","37","0","4","2680","1883","117","27","0","5","2031","840","76","21","0","0","941","536","51","16","0","0","599","14817","1396","450","6","24","16697"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_605d,Fremantle,"50702","193","41","21","0","0","258","67","10","4","0","0","81","51","7","7","0","0","73","85","21","12","0","0","113","120","34","11","0","0","160","345","78","37","3","0","466","363","103","60","0","0","529","603","157","83","3","4","850","458","95","41","0","0","594","538","128","27","0","3","705","538","99","34","0","0","678","127","28","10","0","6","168","3498","800","340","16","19","4671"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_605e,Kwinana,"50703","201","6","3","0","0","211","103","3","4","0","0","114","93","4","0","0","0","100","188","8","14","0","0","206","249","6","16","0","0","276","857","35","31","3","0","930","1399","40","8","7","7","1458","1997","58","8","13","3","2087","808","22","0","8","7","843","370","13","0","0","0","385","185","0","0","0","0","190","207","7","0","3","3","219","6661","200","93","38","24","7009"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_605f,Melville,"50704","694","111","13","0","0","818","221","32","0","0","0","256","173","29","4","0","0","201","251","66","5","0","0","325","338","74","9","0","0","424","953","192","27","0","3","1176","910","251","25","0","3","1194","1767","432","35","0","6","2244","1276","233","20","0","0","1526","1788","237","16","0","7","2043","1560","155","13","0","16","1750","406","85","5","0","0","491","10345","1903","169","5","39","12458"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6060,Rockingham,"50705","643","23","5","0","3","677","300","13","3","0","0","316","278","7","9","0","0","295","515","21","5","3","0","551","613","36","9","0","0","657","2156","79","29","3","3","2269","3344","128","36","4","0","3512","6230","107","14","8","6","6360","2748","26","7","3","5","2786","1558","17","7","0","3","1583","628","15","7","3","0","656","668","19","4","0","0","695","19688","488","137","22","27","20359"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6061,Albany,"50901","460","4","0","5","3","474","234","3","0","0","0","244","180","5","0","3","3","192","355","4","0","0","0","360","408","5","0","5","0","414","1154","19","3","4","4","1179","1106","6","0","0","5","1122","1209","16","0","3","5","1233","433","8","0","7","3","451","288","3","0","3","3","298","188","0","0","3","3","195","301","0","0","0","0","307","6310","74","3","31","42","6463"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6062,Wheat Belt - North,"50902","507","0","0","3","6","511","279","0","0","3","4","282","249","0","0","3","0","253","417","3","0","3","3","427","519","3","0","9","3","534","1040","6","5","9","4","1063","863","3","0","7","3","880","1033","4","0","5","7","1050","526","0","0","3","8","534","468","0","0","4","6","477","211","3","0","4","3","222","334","0","0","0","3","340","6441","15","8","65","48","6580"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6063,Wheat Belt - South,"50903","202","0","0","0","0","201","111","0","0","3","0","111","83","0","0","0","0","84","192","0","0","0","0","192","173","0","0","0","5","179","369","4","0","0","3","368","273","0","0","0","0","275","244","0","0","3","0","247","101","0","0","0","0","101","70","0","0","0","0","71","41","0","0","0","0","41","96","3","0","5","0","102","1938","11","0","12","11","1965"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6064,Kimberley,"51001","64","0","0","20","0","87","24","0","0","8","0","33","27","0","0","9","0","36","33","0","3","10","0","48","37","0","3","8","0","50","131","10","3","27","0","173","164","11","7","25","3","202","271","16","16","21","4","325","263","5","5","15","0","292","306","12","0","24","4","347","191","0","0","18","4","212","104","5","0","10","3","122","1615","51","41","197","20","1933"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6065,East Pilbara,"51002","16","3","3","3","0","25","20","0","0","3","0","28","7","0","0","0","0","11","9","0","0","0","0","9","14","0","3","0","0","20","38","3","0","6","0","46","32","7","0","4","0","43","63","0","5","0","0","73","42","0","3","0","0","44","106","3","0","0","0","113","83","0","0","0","0","82","20","0","0","0","0","25","457","20","16","16","6","512"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6066,West Pilbara,"51003","31","3","0","3","0","43","5","0","0","3","0","11","7","0","0","0","0","9","11","0","0","3","0","14","13","7","0","0","0","25","53","6","0","4","0","66","83","7","0","9","0","97","171","7","0","7","3","188","109","7","0","0","0","119","177","5","0","0","0","187","181","6","3","0","0","197","36","3","0","4","0","46","893","52","7","37","4","997"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6067,Esperance,"51101","116","0","0","4","0","124","37","0","0","0","0","37","35","0","0","3","0","42","58","0","0","0","0","56","100","0","0","0","3","105","261","3","3","4","3","267","234","3","3","0","7","242","322","3","0","10","0","334","138","0","0","0","3","145","111","0","0","0","0","115","44","0","0","0","4","48","88","0","0","0","0","87","1538","16","7","15","23","1601"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6068,Gascoyne,"51102","31","0","0","12","3","45","8","0","0","8","0","18","22","0","0","3","0","27","25","0","0","7","0","33","36","0","0","9","0","42","112","0","0","9","5","128","99","0","0","8","0","110","131","3","0","10","0","146","71","0","0","3","0","75","92","0","0","0","3","94","37","0","0","3","0","43","41","0","0","8","0","55","702","14","3","91","17","823"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_6069,Goldfields,"51103","115","6","0","0","4","125","60","4","0","0","0","68","95","3","0","0","0","100","169","16","0","5","0","185","233","21","0","0","0","252","763","59","3","6","0","836","804","65","3","0","0","875","1110","52","4","3","0","1164","445","20","0","3","0","470","326","6","0","0","0","331","134","3","0","0","0","139","183","11","0","0","0","194","4423","259","14","24","12","4731"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_606a,Mid West,"51104","306","13","0","7","7","332","177","3","0","0","0","180","145","3","0","0","0","158","256","8","0","7","0","266","353","17","0","13","3","382","889","31","0","9","4","930","982","32","3","9","0","1029","1212","29","3","11","8","1258","627","11","0","8","0","648","401","10","3","7","0","429","203","12","3","4","0","228","215","6","4","10","0","236","5766","179","24","85","20","6078"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_606b,Brighton,"60101","87","0","11","0","0","99","83","0","4","0","0","94","60","0","8","0","0","72","183","4","9","0","0","199","227","0","15","0","0","248","569","0","41","0","4","620","521","3","21","0","0","553","347","0","4","0","0","350","101","0","0","0","0","106","41","0","0","0","0","41","15","0","0","0","0","15","89","0","3","0","0","90","2345","5","118","4","11","2475"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_606c,Hobart - North East,"60102","410","0","7","3","0","420","245","0","0","0","0","246","239","5","0","0","0","245","420","12","0","0","0","434","594","11","8","3","0","616","1504","32","14","4","3","1557","1510","16","8","0","4","1539","1385","8","0","3","3","1403","462","0","0","0","0","464","329","0","3","0","0","329","156","0","0","0","0","157","220","0","3","0","0","221","7467","102","49","18","13","7642"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p33_mortgage_repayment_by_dwelling_struct_census_2016.fid-5ff86f36_1724bdf6fd3_606d,Hobart - North West,"60103","327","5","12","0","0","351","241","6","16","0","0","264","222","9","14","0","0","235","426","19","23","0","0","463","670","32","41","3","0","746","1955","30","66","4","4","2063","1530","14","39","3","0","1578","778","4","12","7","0","802","197","0","4","0","0","198","107","0","0","0","0","109","56","3","3","0","0","63","226","0","11","0","0","245","6735","120","238","22","7","7124"
