tpp_australian_labor_party_percentage, tpp_swing, tpp_liberal_national_coalition_percentage, state, polling_place_id
28.49,5.31,71.51,"NSW","82440"
50.21,10.72,49.79,"NSW","58730"
52.91,4.13,47.09,"NSW","83527"
67.41,-1.19,32.59,"NSW","871"
58.42,0.87,41.58,"NSW","2907"
52.07,-2.01,47.93,"NSW","11451"
42.38,7.54,57.62,"NSW","31747"
43.7,5.19,56.3,"NSW","37055"
33.87,1.9,66.13,"NSW","2920"
50.0,21.43,50.0,"NSW","30144"
58.54,-4.13,41.46,"NSW","83521"
61.12,1.11,38.88,"NSW","2913"
57.46,0.33,42.54,"NSW","2914"
50.77,11.41,49.23,"NSW","83525"
63.05,-0.87,36.95,"NSW","875"
70.67,-2.28,29.33,"NSW","867"
62.73,2.48,37.27,"NSW","37053"
67.74,0.64,32.26,"NSW","877"
59.93,-0.75,40.07,"NSW","11942"
57.77,2.93,42.23,"NSW","83522"
55.99,0.1,44.01,"NSW","37054"
51.95,8.68,48.05,"NSW","66005"
52.92,1.73,47.08,"NSW","46482"
58.45,2.92,41.55,"NSW","2916"
55.39,-1.24,44.61,"NSW","82474"
55.79,3.11,44.21,"NSW","82485"
25.13,8.62,74.87,"NSW","878"
59.64,-3.76,40.36,"NSW","58739"
55.14,5.01,44.86,"NSW","31641"
65.7,-4.93,34.3,"NSW","2924"
66.46,-7.58,33.54,"NSW","83520"
62.75,0.57,37.25,"NSW","2925"
73.72,2.46,26.28,"NSW","2915"
71.25,3.39,28.75,"NSW","2911"
65.46,-1.24,34.54,"NSW","31644"
45.21,1.74,54.79,"NSW","65205"
67.19,2.07,32.81,"NSW","885"
61.54,6.48,38.46,"NSW","82423"
58.92,-2.28,41.08,"NSW","34344"
57.0,0.93,43.0,"NSW","2928"
51.16,-1.82,48.84,"NSW","32839"
27.42,5.64,72.58,"NSW","1695"
70.89,-0.63,29.11,"NSW","892"
40.43,-7.55,59.57,"NSW","58450"
54.88,7.94,45.12,"NSW","31638"
50.27,2.6,49.73,"NSW","83526"
40.04,7.75,59.96,"NSW","46488"
48.98,3.71,51.02,"NSW","33058"
61.65,38.35,38.35,"NSW","32916"
64.56,35.44,35.44,"NSW","32671"
68.59,31.41,31.41,"NSW","2774"
63.29,36.71,36.71,"NSW","2773"
34.78,65.22,65.22,"NSW","900"
75.33,24.67,24.67,"NSW","11921"
78.25,21.75,21.75,"NSW","535"
75.34,24.66,24.66,"NSW","536"
78.51,21.49,21.49,"NSW","537"
45.38,54.62,54.62,"NSW","2775"
54.45,5.15,45.55,"NT","8701"
64.89,35.11,35.11,"NSW","32673"
30.77,69.23,69.23,"NSW","65458"
41.66,58.34,58.34,"NSW","2779"
36.64,63.36,63.36,"NSW","38312"
42.17,57.83,57.83,"NSW","2780"
40.34,59.66,59.66,"NSW","33862"
65.28,34.72,34.72,"NSW","538"
39.53,60.47,60.47,"NSW","2781"
85.52,14.48,14.48,"NSW","540"
67.39,32.61,32.61,"NSW","83536"
67.5,32.5,32.5,"NSW","541"
70.17,29.83,29.83,"NSW","2794"
63.14,36.86,36.86,"NSW","2802"
66.24,33.76,33.76,"NSW","38319"
0.0,0.0,0.0,"NSW","30141"
63.2,36.8,36.8,"NSW","46420"
41.67,58.33,58.33,"NSW","2785"
67.33,32.67,32.67,"NSW","46419"
66.67,33.33,33.33,"NSW","31450"
67.47,32.53,32.53,"NSW","545"
74.67,25.33,25.33,"NSW","549"
72.78,27.22,27.22,"NSW","82268"
71.1,28.9,28.9,"NSW","2793"
50.0,50.0,50.0,"NSW","2798"
51.21,48.79,48.79,"NSW","2799"
51.97,48.03,48.03,"NSW","2800"
44.6,55.4,55.4,"NSW","2801"
75.67,24.33,24.33,"NSW","2803"
67.35,32.65,32.65,"NSW","2804"
66.46,33.54,33.54,"NSW","31451"
68.19,31.81,31.81,"NSW","559"
50.97,49.03,49.03,"NSW","2805"
56.1,43.9,43.9,"NSW","34345"
59.14,40.86,40.86,"NSW","2806"
37.2,62.8,62.8,"NSW","966"
71.05,28.95,28.95,"NSW","14170"
69.2,30.8,30.8,"NSW","11500"
77.41,22.59,22.59,"NSW","2810"
72.26,27.74,27.74,"NSW","2809"
64.04,35.96,35.96,"NSW","58798"
48.07,51.93,51.93,"NSW","31242"
63.83,36.17,36.17,"NSW","564"
49.81,1.78,50.19,"NT","65681"
36.86,4.36,63.14,"NT","8710"
32.84,11.46,67.16,"NT","34264"
41.21,7.01,58.79,"NT","8706"
0.0,0.0,0.0,"NT","65576"
47.42,5.03,52.58,"NT","8707"
57.74,3.04,42.26,"NT","58672"
36.25,9.24,63.75,"NT","65748"
47.14,8.8,52.86,"NT","58673"
0.0,-62.5,0.0,"NT","34133"
45.81,6.35,54.19,"NT","8711"
36.1,8.89,63.9,"NT","8713"
41.36,6.41,58.64,"NT","8714"
44.01,16.16,55.99,"NT","83180"
43.7,8.3,56.3,"NT","8717"
54.31,5.12,45.69,"NT","12068"
42.79,7.93,57.21,"NT","34179"
47.7,7.2,52.3,"NT","12069"
36.32,11.98,63.68,"NT","58674"
60.74,3.86,39.26,"NT","8731"
60.0,0.0,40.0,"NT","97528"
36.75,-2.79,63.25,"NT","8888"
56.29,6.27,43.71,"NT","65142"
58.12,4.0,41.88,"NT","8703"
51.88,10.34,48.12,"NT","33137"
48.31,-7.5,51.69,"NT","8705"
66.67,-66.67,33.33,"NT","65623"
55.76,3.26,44.24,"NT","34248"
54.22,-1.03,45.78,"NT","8709"
48.26,1.65,51.74,"NT","34139"
0.0,-44.68,0.0,"NT","34135"
50.35,8.09,49.65,"NT","8725"
42.11,8.0,57.89,"NT","32595"
57.93,3.3,42.07,"NT","8887"
60.71,3.96,39.29,"NT","8716"
63.17,0.71,36.83,"NT","83441"
44.82,-4.86,55.18,"NT","8718"
55.3,1.49,44.7,"NT","8719"
55.06,2.44,44.94,"NT","8720"
60.32,1.93,39.68,"NT","38314"
64.15,-0.87,35.85,"NT","83440"
58.47,4.94,41.53,"NT","8721"
61.19,0.4,38.81,"NT","8722"
68.24,-4.71,31.76,"NT","8724"
44.46,8.2,55.54,"NT","34249"
53.34,-2.26,46.66,"NT","8726"
55.58,-4.51,44.42,"NT","97427"
62.26,1.03,37.74,"NT","8729"
45.63,10.09,54.37,"NT","65151"
55.92,-1.67,44.08,"NT","8732"
58.42,2.82,41.58,"NT","8734"
53.25,6.72,46.75,"NT","32593"
61.54,15.38,38.46,"QLD","65494"
52.47,7.2,47.53,"QLD","6347"
56.58,8.28,43.42,"QLD","6348"
60.78,6.27,39.22,"QLD","6349"
61.7,5.96,38.3,"QLD","6350"
58.92,5.73,41.08,"QLD","6353"
58.11,7.7,41.89,"QLD","55256"
61.96,11.53,38.04,"QLD","60352"
47.72,4.81,52.28,"QLD","6355"
55.3,4.5,44.7,"QLD","83217"
50.97,7.46,49.03,"QLD","32685"
59.84,6.72,40.16,"QLD","6358"
39.45,5.9,60.55,"QLD","6360"
48.13,3.66,51.87,"QLD","6361"
46.68,7.69,53.32,"QLD","6362"
41.27,8.73,58.73,"QLD","6364"
33.07,10.0,66.93,"QLD","6445"
37.27,3.85,62.73,"QLD","6366"
51.36,5.08,48.64,"QLD","47733"
60.81,2.7,39.19,"QLD","6352"
46.18,8.97,53.82,"QLD","65808"
38.84,9.66,61.16,"QLD","6369"
18.64,8.15,81.36,"QLD","6467"
44.99,-0.01,55.01,"QLD","6516"
35.09,7.13,64.91,"QLD","5488"
60.86,10.51,39.14,"QLD","6372"
49.82,9.21,50.18,"QLD","6373"
45.34,3.86,54.66,"QLD","6374"
41.9,5.87,58.1,"QLD","6375"
38.01,5.05,61.99,"QLD","5495"
29.54,9.83,70.46,"QLD","5498"
45.68,1.94,54.32,"QLD","6376"
57.28,3.1,42.72,"QLD","82912"
61.99,8.8,38.01,"QLD","6377"
61.16,10.58,38.84,"QLD","6378"
65.82,4.88,34.18,"QLD","6371"
34.65,9.1,65.35,"QLD","6379"
56.02,8.5,43.98,"QLD","6381"
53.86,10.48,46.14,"QLD","47718"
56.74,3.15,43.26,"QLD","82913"
62.71,7.58,37.29,"QLD","6383"
61.23,11.47,38.77,"QLD","47719"
65.38,10.82,34.62,"QLD","6384"
47.95,6.92,52.05,"QLD","31647"
55.73,4.77,44.27,"QLD","6345"
58.22,9.25,41.78,"QLD","6387"
55.72,6.21,44.28,"QLD","60354"
55.27,2.93,44.73,"QLD","83236"
56.06,5.21,43.94,"QLD","82944"
42.75,2.5,57.25,"QLD","6388"
50.17,7.16,49.83,"QLD","6389"
34.85,11.65,65.15,"QLD","5513"
46.94,7.28,53.06,"QLD","6390"
61.64,4.01,38.36,"QLD","6391"
45.86,10.04,54.14,"QLD","82914"
46.85,9.37,53.15,"QLD","47717"
33.65,1.6,66.35,"QLD","5565"
30.81,4.7,69.19,"QLD","83655"
42.86,-0.75,57.14,"QLD","65514"
39.05,1.58,60.95,"QLD","65730"
52.27,-0.17,47.73,"QLD","37108"
47.35,1.78,52.65,"QLD","58721"
33.55,3.83,66.45,"QLD","65825"
33.15,-0.11,66.85,"QLD","64625"
46.24,0.8,53.76,"QLD","5572"
38.54,-0.69,61.46,"QLD","60350"
53.33,46.67,46.67,"QLD","37186"
34.68,-0.14,65.32,"QLD","37142"
32.87,3.46,67.13,"QLD","5136"
42.04,-2.86,57.96,"QLD","83656"
50.0,10.75,50.0,"QLD","5137"
50.0,-1.21,50.0,"QLD","6317"
51.52,-0.39,48.48,"QLD","5140"
30.1,-1.14,69.9,"QLD","31848"
38.7,1.83,61.3,"QLD","5143"
46.64,3.3,53.36,"QLD","5145"
46.49,0.5,53.51,"QLD","31471"
37.9,1.39,62.1,"QLD","83025"
27.22,0.92,72.78,"QLD","65699"
51.94,-1.32,48.06,"QLD","6322"
57.15,-1.04,42.85,"QLD","31678"
54.95,-2.83,45.05,"QLD","6305"
51.16,3.32,48.84,"QLD","6325"
58.44,6.24,41.56,"QLD","5583"
30.46,3.29,69.54,"QLD","37121"
50.22,49.78,49.78,"QLD","66002"
48.88,6.18,51.12,"QLD","5160"
37.8,0.16,62.2,"QLD","65826"
51.89,7.26,48.11,"QLD","5153"
43.29,7.06,56.71,"QLD","65716"
50.99,3.07,49.01,"QLD","12053"
46.07,-0.83,53.93,"QLD","6324"
50.38,4.75,49.62,"QLD","33093"
51.04,2.18,48.96,"QLD","5159"
54.87,7.09,45.13,"QLD","5162"
42.33,7.1,57.67,"QLD","58784"
49.09,0.61,50.91,"QLD","5158"
55.34,6.22,44.66,"QLD","5163"
48.48,8.18,51.52,"QLD","5124"
49.65,2.42,50.35,"QLD","12036"
38.71,13.05,61.29,"QLD","5125"
41.49,0.11,58.51,"QLD","58465"
41.28,3.17,58.72,"QLD","5127"
45.12,1.88,54.88,"QLD","5128"
54.55,10.16,45.45,"QLD","65481"
34.94,7.28,65.06,"QLD","97482"
0.0,48.08,100.0,"QLD","31069"
41.92,0.24,58.08,"QLD","97483"
46.55,7.29,53.45,"QLD","5129"
39.98,6.08,60.02,"QLD","65800"
45.65,2.86,54.35,"QLD","5130"
42.71,2.42,57.29,"QLD","5131"
37.4,1.89,62.6,"QLD","5132"
34.27,2.03,65.73,"QLD","46596"
55.82,0.12,44.18,"QLD","5133"
42.75,3.79,57.25,"QLD","12037"
0.0,0.0,0.0,"QLD","30146"
46.95,-2.29,53.05,"QLD","5134"
40.38,3.12,59.62,"QLD","12038"
52.43,1.46,47.57,"QLD","5142"
40.64,-0.01,59.36,"QLD","5398"
38.25,-0.85,61.75,"QLD","5146"
49.43,-3.98,50.57,"QLD","5147"
39.23,3.33,60.77,"QLD","5148"
40.53,0.18,59.47,"QLD","65115"
52.7,-0.42,47.3,"QLD","5149"
43.17,2.5,56.83,"QLD","5151"
38.18,3.89,61.82,"QLD","5152"
43.56,-1.46,56.44,"QLD","83406"
42.44,3.03,57.56,"QLD","5154"
40.75,4.7,59.25,"QLD","83404"
37.44,0.82,62.56,"QLD","65116"
42.81,5.32,57.19,"QLD","32084"
47.2,7.62,52.8,"QLD","5155"
38.56,-0.16,61.44,"QLD","5156"
37.34,-0.08,62.66,"QLD","32918"
50.81,3.15,49.19,"QLD","83397"
27.58,-4.23,72.42,"QLD","6017"
48.74,-2.3,51.26,"QLD","5168"
41.8,-6.16,58.2,"QLD","55316"
56.0,-6.0,44.0,"QLD","65598"
43.91,-8.24,56.09,"QLD","65729"
56.86,-6.16,43.14,"QLD","5566"
48.48,-0.16,51.52,"QLD","32606"
37.3,1.07,62.7,"QLD","65474"
37.31,2.68,62.69,"QLD","83407"
36.78,2.76,63.22,"QLD","6029"
39.12,-0.23,60.88,"QLD","6030"
32.95,67.05,67.05,"QLD","30147"
46.13,-4.48,53.87,"QLD","94468"
49.77,1.19,50.23,"QLD","5174"
53.77,-0.89,46.23,"QLD","5576"
48.35,-1.87,51.65,"QLD","38318"
42.37,-2.11,57.63,"QLD","5203"
33.99,2.95,66.01,"QLD","6034"
27.22,2.5,72.78,"QLD","6035"
49.04,-3.87,50.96,"QLD","5182"
53.48,-6.75,46.52,"QLD","5183"
42.87,-2.27,57.13,"QLD","6037"
61.39,-2.7,38.61,"QLD","5186"
50.46,1.41,49.54,"QLD","31645"
49.06,-0.3,50.94,"QLD","5580"
51.32,-5.82,48.68,"QLD","5581"
49.75,-2.84,50.25,"QLD","5584"
41.31,-1.55,58.69,"QLD","33080"
53.47,1.05,46.53,"QLD","5191"
52.4,-2.16,47.6,"QLD","5192"
52.73,-4.44,47.27,"QLD","5194"
52.98,-2.94,47.02,"QLD","5588"
55.56,-3.48,44.44,"QLD","66051"
57.14,-5.06,42.86,"QLD","97496"
66.67,-14.59,33.33,"QLD","97498"
57.14,-5.06,42.86,"QLD","97499"
58.33,-5.77,41.67,"QLD","5591"
54.61,0.5,45.39,"QLD","31499"
50.93,4.35,49.07,"QLD","31502"
43.8,0.38,56.2,"QLD","6054"
41.25,2.61,58.75,"QLD","97530"
54.91,-2.38,45.09,"QLD","5204"
47.54,9.02,52.46,"QLD","5208"
38.44,11.56,61.56,"QLD","5289"
37.74,17.75,62.26,"QLD","5310"
51.35,16.67,48.65,"QLD","5217"
50.0,-16.67,50.0,"QLD","65640"
24.1,15.63,75.9,"QLD","5300"
36.04,11.44,63.96,"QLD","5223"
23.27,11.51,76.73,"QLD","5301"
18.45,18.44,81.55,"QLD","5823"
23.09,18.25,76.91,"QLD","46722"
51.86,19.17,48.14,"QLD","5303"
36.21,7.27,63.79,"QLD","30148"
44.51,18.24,55.49,"QLD","5230"
41.57,12.45,58.43,"QLD","5245"
41.18,8.51,58.82,"QLD","5231"
26.0,8.55,74.0,"QLD","5314"
36.09,5.55,63.91,"QLD","5232"
35.48,7.16,64.52,"QLD","5318"
40.85,12.58,59.15,"QLD","5233"
33.67,5.31,66.33,"QLD","5321"
45.09,15.85,54.91,"QLD","5234"
26.25,8.45,73.75,"QLD","5330"
41.67,10.3,58.33,"QLD","5242"
27.11,10.71,72.89,"QLD","5337"
46.64,11.47,53.36,"QLD","5243"
29.5,14.77,70.5,"QLD","65738"
30.67,16.38,69.33,"QLD","5345"
44.86,14.95,55.14,"QLD","5248"
35.4,10.81,64.6,"QLD","5349"
47.23,9.74,52.77,"QLD","5250"
56.58,11.4,43.42,"QLD","46438"
45.82,13.55,54.18,"QLD","5251"
27.54,8.66,72.46,"QLD","5254"
39.55,7.85,60.45,"QLD","31517"
46.1,13.09,53.9,"QLD","5257"
32.61,14.41,67.39,"QLD","31448"
50.98,11.25,49.02,"QLD","5259"
38.89,11.74,61.11,"QLD","5260"
39.22,12.22,60.78,"QLD","32700"
42.51,11.58,57.49,"QLD","5265"
40.64,11.43,59.36,"QLD","83285"
32.05,6.74,67.95,"QLD","5271"
47.02,9.97,52.98,"QLD","5277"
37.08,16.2,62.92,"QLD","5366"
36.28,15.66,63.72,"QLD","46726"
28.09,17.58,71.91,"QLD","5373"
37.96,6.16,62.04,"QLD","5225"
29.54,6.54,70.46,"QLD","5222"
30.92,12.64,69.08,"QLD","5376"
46.02,13.32,53.98,"QLD","5227"
36.17,14.04,63.83,"QLD","5281"
35.79,7.21,64.21,"QLD","32525"
33.57,7.39,66.43,"QLD","46728"
40.38,18.22,59.62,"QLD","5290"
42.59,13.6,57.41,"QLD","33107"
37.82,3.83,62.18,"QLD","12018"
35.28,2.83,64.72,"QLD","32533"
27.67,11.07,72.33,"QLD","5291"
31.71,11.9,68.29,"QLD","5311"
26.46,6.88,73.54,"QLD","46713"
40.61,12.72,59.39,"QLD","33992"
34.26,2.2,65.74,"QLD","5293"
75.0,25.0,25.0,"QLD","65530"
36.15,12.44,63.85,"QLD","5294"
34.11,15.79,65.89,"QLD","46715"
28.33,9.73,71.67,"QLD","5296"
38.21,14.59,61.79,"QLD","5297"
31.85,6.17,68.15,"QLD","5298"
40.09,6.26,59.91,"QLD","5299"
23.72,8.34,76.28,"QLD","5305"
41.24,6.86,58.76,"QLD","34003"
0.0,0.0,0.0,"QLD","30149"
37.24,16.83,62.76,"QLD","5312"
26.51,18.01,73.49,"QLD","5317"
26.46,9.8,73.54,"QLD","5669"
36.61,9.57,63.39,"QLD","5322"
43.2,4.23,56.8,"QLD","38207"
29.95,11.14,70.05,"QLD","5329"
26.13,9.55,73.87,"QLD","5332"
32.5,8.41,67.5,"QLD","97495"
18.5,7.91,81.5,"QLD","5334"
25.2,13.41,74.8,"QLD","5335"
43.57,7.97,56.43,"QLD","5340"
35.91,13.1,64.09,"QLD","32661"
43.71,11.94,56.29,"QLD","5324"
38.08,16.23,61.92,"QLD","5343"
40.85,15.84,59.15,"QLD","5375"
37.78,12.83,62.22,"QLD","5344"
34.44,5.99,65.56,"QLD","5347"
37.92,14.24,62.08,"QLD","5319"
32.56,12.12,67.44,"QLD","5313"
36.75,10.27,63.25,"QLD","5656"
37.37,8.66,62.63,"QLD","5683"
35.86,10.22,64.14,"QLD","5361"
33.97,8.73,66.03,"QLD","46717"
33.76,15.07,66.24,"QLD","5363"
31.44,15.35,68.56,"QLD","5371"
44.77,15.0,55.23,"QLD","5374"
27.27,72.73,72.73,"QLD","97638"
34.58,6.33,65.42,"QLD","58761"
43.29,11.48,56.71,"QLD","5705"
39.19,3.65,60.81,"QLD","83945"
36.27,8.56,63.73,"QLD","83392"
45.91,-1.65,54.09,"QLD","5455"
41.11,-4.03,58.89,"QLD","6396"
41.47,-0.81,58.53,"QLD","46365"
50.88,0.39,49.12,"QLD","11995"
60.0,15.0,40.0,"QLD","65581"
60.74,2.25,39.26,"QLD","5463"
48.62,6.58,51.38,"QLD","46364"
33.0,0.33,67.0,"QLD","94519"
55.56,-3.39,44.44,"QLD","14202"
53.52,-6.74,46.48,"QLD","97485"
45.69,1.12,54.31,"QLD","97484"
37.24,9.68,62.76,"QLD","94522"
38.56,-2.41,61.44,"QLD","5468"
39.1,3.06,60.9,"QLD","32583"
44.44,7.32,55.56,"QLD","30403"
35.42,2.19,64.58,"QLD","31507"
42.57,-2.21,57.43,"QLD","47709"
48.33,-4.55,51.67,"QLD","12054"
47.17,-1.26,52.83,"QLD","83388"
55.4,0.48,44.6,"QLD","6505"
55.16,-5.47,44.84,"QLD","6506"
54.37,0.34,45.63,"QLD","5181"
58.52,7.14,41.48,"QLD","5485"
47.93,1.11,52.07,"QLD","83366"
57.57,9.33,42.43,"QLD","31435"
55.44,5.9,44.56,"QLD","5486"
55.0,1.02,45.0,"QLD","5489"
57.42,5.91,42.58,"QLD","5490"
35.85,6.43,64.15,"QLD","94489"
35.52,8.21,64.48,"QLD","94527"
80.46,-4.65,19.54,"QLD","6517"
47.34,3.27,52.66,"QLD","11998"
44.19,6.2,55.81,"QLD","83348"
41.46,7.22,58.54,"QLD","64727"
49.16,2.99,50.84,"QLD","5506"
41.94,-6.69,58.06,"QLD","6522"
45.06,-6.74,54.94,"QLD","63123"
39.44,2.82,60.56,"QLD","60356"
59.55,2.5,40.45,"QLD","5509"
45.02,3.06,54.98,"QLD","46594"
56.89,5.93,43.11,"QLD","5511"
42.65,1.63,57.35,"QLD","32542"
48.91,-0.96,51.09,"QLD","83350"
22.29,3.75,77.71,"QLD","6253"
41.34,0.47,58.66,"QLD","31650"
39.17,2.63,60.83,"QLD","83277"
44.83,1.47,55.17,"QLD","32499"
37.34,4.47,62.66,"QLD","58754"
40.29,3.53,59.71,"QLD","6260"
25.0,25.0,75.0,"QLD","65480"
38.93,5.59,61.07,"QLD","6281"
37.67,5.51,62.33,"QLD","83235"
32.71,8.85,67.29,"QLD","6264"
44.82,0.73,55.18,"QLD","32519"
39.51,2.55,60.49,"QLD","6265"
40.74,4.6,59.26,"QLD","58876"
0.0,-54.76,0.0,"QLD","30150"
42.57,3.34,57.43,"QLD","6268"
43.14,0.1,56.86,"QLD","6269"
33.25,1.77,66.75,"QLD","31651"
23.02,-2.78,76.98,"QLD","6271"
24.64,-4.4,75.36,"QLD","97418"
30.82,5.11,69.18,"QLD","11456"
51.77,1.21,48.23,"QLD","6274"
44.17,2.01,55.83,"QLD","82886"
33.86,1.82,66.14,"QLD","47743"
38.74,7.33,61.26,"QLD","58495"
34.76,3.55,65.24,"QLD","6282"
44.29,2.57,55.71,"QLD","33989"
45.93,2.88,54.07,"QLD","83208"
42.86,-5.33,57.14,"QLD","82856"
48.01,-1.71,51.99,"QLD","82885"
49.31,-3.99,50.69,"QLD","83210"
36.28,6.58,63.72,"QLD","65575"
29.8,4.67,70.2,"QLD","12003"
26.18,4.3,73.82,"QLD","46721"
39.12,2.6,60.88,"QLD","58720"
47.83,2.53,52.17,"QLD","46386"
37.74,8.38,62.26,"QLD","97444"
48.04,4.49,51.96,"QLD","55505"
30.32,0.59,69.68,"QLD","6297"
36.11,3.86,63.89,"QLD","5415"
25.0,-5.0,75.0,"QLD","65416"
35.23,-0.2,64.77,"QLD","5417"
33.69,4.53,66.31,"QLD","32554"
34.53,-3.13,65.47,"QLD","32549"
33.26,5.55,66.74,"QLD","33108"
29.04,-0.46,70.96,"QLD","47692"
30.2,-2.16,69.8,"QLD","33103"
41.96,4.51,58.04,"QLD","5419"
49.45,2.14,50.55,"QLD","5421"
47.22,-0.28,52.78,"QLD","33085"
39.08,1.97,60.92,"QLD","32753"
40.45,1.24,59.55,"QLD","5423"
32.68,3.31,67.32,"QLD","5425"
0.0,0.0,0.0,"QLD","30151"
46.3,-0.2,53.7,"QLD","5427"
30.15,-0.53,69.85,"QLD","5428"
34.02,4.51,65.98,"QLD","5487"
41.05,2.82,58.95,"QLD","12004"
31.94,2.75,68.06,"QLD","5432"
44.81,-2.61,55.19,"QLD","5493"
43.74,1.06,56.26,"QLD","31504"
41.04,4.52,58.96,"QLD","5435"
30.91,2.35,69.09,"QLD","38294"
32.54,1.57,67.46,"QLD","65652"
39.73,-1.36,60.27,"QLD","58604"
36.34,3.51,63.66,"QLD","12005"
36.94,3.4,63.06,"QLD","82939"
45.15,-0.99,54.85,"QLD","33081"
39.11,1.41,60.89,"QLD","5439"
47.23,6.18,52.77,"QLD","5440"
35.73,4.97,64.27,"QLD","32754"
42.7,5.08,57.3,"QLD","33082"
34.68,3.56,65.32,"QLD","55528"
44.29,-1.4,55.71,"QLD","5445"
39.22,4.03,60.78,"QLD","31444"
36.5,-2.63,63.5,"QLD","38210"
43.86,2.29,56.14,"QLD","83234"
38.45,7.7,61.55,"QLD","82911"
0.0,-66.67,0.0,"QLD","83952"
0.0,-66.67,0.0,"QLD","83953"
0.0,-66.67,0.0,"QLD","83954"
35.15,1.83,64.85,"QLD","65762"
35.72,7.3,64.28,"QLD","97467"
40.03,-0.59,59.97,"QLD","5449"
42.94,3.11,57.06,"QLD","5450"
38.1,9.31,61.9,"QLD","83225"
46.3,4.11,53.7,"QLD","5457"
42.78,3.9,57.22,"QLD","5458"
36.86,9.9,63.14,"QLD","82824"
47.37,-9.87,52.63,"QLD","65553"
42.25,-4.95,57.75,"QLD","5416"
44.24,1.36,55.76,"QLD","5420"
34.16,3.0,65.84,"QLD","32835"
43.03,5.98,56.97,"QLD","46429"
33.68,3.49,66.32,"QLD","82940"
54.28,1.15,45.72,"QLD","5469"
45.75,2.99,54.25,"QLD","5424"
41.29,6.72,58.71,"QLD","32550"
0.0,0.0,0.0,"QLD","30152"
46.12,0.74,53.88,"QLD","5426"
40.18,2.73,59.82,"QLD","5482"
33.89,5.39,66.11,"QLD","5429"
41.79,2.05,58.21,"QLD","5430"
41.23,2.82,58.77,"QLD","5431"
46.7,3.95,53.3,"QLD","5433"
32.46,11.52,67.54,"QLD","83224"
50.11,-5.36,49.89,"QLD","5492"
43.71,0.05,56.29,"QLD","83229"
31.31,1.76,68.69,"QLD","58740"
34.9,-2.28,65.1,"QLD","65653"
42.56,2.36,57.44,"QLD","83227"
41.52,2.75,58.48,"QLD","46384"
25.0,11.82,75.0,"QLD","83226"
38.63,-3.82,61.37,"QLD","5494"
41.55,-1.86,58.45,"QLD","5437"
45.2,3.08,54.8,"QLD","5438"
37.0,3.76,63.0,"QLD","94582"
40.5,-1.79,59.5,"QLD","58524"
36.06,3.64,63.94,"QLD","12066"
26.06,2.33,73.94,"QLD","38263"
48.94,-3.95,51.06,"QLD","83231"
41.03,3.92,58.97,"QLD","32552"
0.0,-59.26,0.0,"QLD","83955"
0.0,-59.26,0.0,"QLD","83956"
0.0,-59.26,0.0,"QLD","83957"
0.0,-59.18,0.0,"QLD","94578"
30.0,70.0,70.0,"QLD","94579"
38.29,0.92,61.71,"QLD","33099"
31.21,3.19,68.79,"QLD","47798"
45.58,-2.28,54.42,"QLD","38264"
37.83,1.5,62.17,"QLD","94568"
46.48,4.66,53.52,"QLD","5790"
44.9,3.89,55.1,"QLD","58496"
22.17,14.53,77.83,"QLD","5210"
37.7,22.0,62.3,"QLD","5211"
45.14,-3.47,54.86,"QLD","5714"
37.25,13.49,62.75,"QLD","31553"
29.89,5.27,70.11,"QLD","5214"
14.1,12.29,85.9,"QLD","5715"
16.57,5.38,83.43,"QLD","5215"
60.72,8.13,39.28,"QLD","5216"
42.47,5.7,57.53,"QLD","5719"
31.86,5.81,68.14,"QLD","5720"
43.21,9.93,56.79,"QLD","5218"
41.88,6.73,58.12,"QLD","46687"
48.59,9.76,51.41,"QLD","6113"
51.01,10.57,48.99,"QLD","46698"
38.06,17.82,61.94,"QLD","6115"
20.0,46.67,80.0,"QLD","65611"
36.02,9.81,63.98,"QLD","5724"
40.36,8.46,59.64,"QLD","5219"
49.79,10.32,50.21,"QLD","5725"
51.79,5.66,48.21,"QLD","83256"
25.0,11.53,75.0,"QLD","5791"
39.71,-2.59,60.29,"QLD","5730"
35.96,11.01,64.04,"QLD","97433"
35.98,0.97,64.02,"QLD","58726"
46.24,5.0,53.76,"QLD","82909"
40.19,6.87,59.81,"QLD","97432"
48.77,12.3,51.23,"QLD","5739"
21.92,5.4,78.08,"QLD","5816"
58.39,1.39,41.61,"QLD","65569"
59.81,8.37,40.19,"QLD","5741"
50.0,20.0,50.0,"QLD","40206"
19.86,6.4,80.14,"QLD","6149"
17.02,1.26,82.98,"QLD","46634"
34.7,11.3,65.3,"QLD","5747"
29.37,9.41,70.63,"QLD","6151"
35.61,7.84,64.39,"QLD","6152"
28.15,10.25,71.85,"QLD","32926"
27.74,14.57,72.26,"QLD","31633"
36.41,0.94,63.59,"QLD","5750"
30.98,6.74,69.02,"QLD","46711"
47.08,5.29,52.92,"QLD","5751"
57.04,4.31,42.96,"QLD","5753"
54.12,7.11,45.88,"QLD","32711"
60.3,10.54,39.7,"QLD","5755"
59.66,7.24,40.34,"QLD","5756"
26.92,8.25,73.08,"QLD","5757"
49.48,6.73,50.52,"QLD","5237"
43.96,8.82,56.04,"QLD","83271"
53.58,8.04,46.42,"QLD","47698"
13.66,15.64,86.34,"QLD","5239"
61.93,6.7,38.07,"QLD","5763"
