SA4_MAIN11,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,SA4_NAME11
203,2397,1705,1103,525,227,101,9567,855,1791,1946,1832,1271,429,128,33,8285,265,543,545,332,189,103,48,21,2046,818,1042,929,602,426,246,73,30,4166,18,15,4,9,8,0,0,3,57,33,133,187,119,83,49,18,11,633,1078,699,906,1052,1077,1308,1593,987,8700,5274,10886,11424,10140,8076,4651,3028,1497,54976,266,684,707,538,450,236,70,26,2977,273,635,515,340,187,33,4,0,1987,896,2414,3568,3643,3292,2123,1206,347,17489,990,1879,1758,1399,1000,619,345,79,8069,198,559,645,518,340,217,105,20,2602,719,2287,2634,2854,2179,1030,555,197,12455,279,1541,1779,2127,2599,1472,532,143,10472,1422,3823,3855,3085,2264,1043,444,173,16109,1155,2310,2608,2442,1817,754,249,79,11414,461,930,824,504,366,167,72,34,3358,1109,1606,1432,964,644,385,139,42,6321,32,24,13,22,12,5,5,6,119,80,263,353,293,228,131,53,33,1434,2509,1834,2234,2373,2266,2435,2715,1448,17814,10389,20789,22925,21102,Geelong
204,1335,1131,736,285,110,59,5374,423,939,1053,1109,911,259,65,11,4770,89,189,189,164,120,51,30,9,841,531,696,623,441,330,154,48,7,2830,9,0,0,3,3,0,4,0,19,11,62,73,82,45,26,9,3,311,701,418,561,709,762,885,1033,605,5674,2829,5510,6373,6589,5576,3117,1881,876,32751,45,204,268,257,262,124,42,11,1213,114,223,190,193,131,32,0,0,883,709,1579,2098,2464,2232,1404,638,158,11282,436,685,885,924,763,446,207,54,4400,238,573,759,673,486,237,105,32,3103,334,1041,1420,1810,1526,797,371,108,7407,122,768,944,1259,1680,968,282,77,6100,716,1713,2046,1787,1369,576,223,86,8516,578,1173,1352,1426,1299,446,112,28,6414,178,316,292,255,215,94,56,14,1420,710,1065,953,753,543,273,97,17,4411,21,3,4,6,7,0,7,4,52,54,129,191,184,134,87,34,24,837,1558,1010,1256,1605,1688,1716,1780,881,11494,5813,10482,12658,13596,Hume
205,1693,1503,1114,530,241,76,8131,680,1443,1651,1809,1490,428,117,13,7631,148,327,266,253,197,106,45,25,1367,856,1039,838,616,461,238,79,17,4144,13,10,7,4,9,11,9,0,63,30,91,121,110,97,29,15,6,499,1239,791,1031,1173,1397,1608,1645,890,9774,4878,8857,9074,9518,8753,5039,2990,1296,50405,110,328,312,324,344,184,61,16,1679,152,356,236,227,141,39,5,0,1156,1217,2736,3555,4274,4021,2770,1266,301,20140,802,1455,1515,1599,1287,892,396,103,8049,343,1028,1030,815,487,233,105,20,4061,573,1609,1794,2441,2279,1166,491,157,10510,254,1181,1446,1876,2491,1438,438,110,9234,1161,2768,2467,2318,2007,1002,409,108,12240,828,1788,2061,2276,2028,696,222,26,9925,278,525,406,390,356,188,72,31,2246,1095,1529,1330,1021,761,429,166,25,6356,22,15,13,8,15,18,14,3,108,74,183,289,294,277,129,50,18,1314,2834,2092,2442,2595,2972,3121,2944,1364,20364,9743,17593,18896,20458,Latrobe - Gippsland
206,7796,3858,2061,622,259,137,32422,2233,9901,6237,3988,3019,1154,344,85,26961,2307,6651,3010,1487,720,242,100,37,14554,1266,2311,1244,691,396,200,80,29,6217,99,27,17,16,18,9,4,4,194,398,1279,907,572,370,134,60,36,3756,3458,5132,3055,2336,2057,1881,1877,1246,21042,17679,56896,32480,20564,14567,6854,3825,1945,154810,1381,4897,2996,1868,1277,561,170,61,13211,892,6556,3100,1332,509,74,7,0,12470,1811,8210,5084,3660,2800,1672,947,373,24557,1385,4603,2909,1674,1094,570,261,70,12566,274,1252,749,520,265,88,37,7,3192,1978,9214,5412,3932,2904,1457,694,223,25814,564,4246,3472,3889,3992,1666,566,145,18540,6743,25508,14828,7789,4528,1703,585,233,61917,3350,15200,10041,6662,5341,2176,668,167,43605,3763,11455,5381,2621,1300,447,149,55,25171,2199,4556,2227,1280,634,313,127,43,11379,195,56,38,32,29,16,18,8,392,608,2076,1465,937,618,238,120,54,6116,7661,11789,7106,5273,4468,3702,3356,1895,45250,32804,109618,64808,41469,Melbourne - Inner
207,5872,4169,2229,1031,635,360,21978,993,2561,3140,2957,2224,981,398,131,13385,718,1378,985,704,446,198,150,51,4630,604,874,827,582,406,270,133,51,3747,56,17,11,20,11,8,12,9,144,190,374,436,388,282,128,81,25,1904,1517,1120,1010,1170,1023,1278,1635,1632,10385,8029,18124,19673,18229,13033,7610,4959,3007,92664,576,1457,1627,1939,1346,763,326,165,8199,607,3025,2369,1672,621,96,13,7,8410,916,3147,3535,4236,3354,2699,1661,591,20139,612,1175,1499,1353,869,750,376,112,6746,141,349,372,336,225,110,75,26,1634,1147,3511,4106,4494,3384,2067,1279,449,20437,330,1560,2260,3362,3604,2203,926,326,14571,3945,10276,10663,8746,5328,2607,1374,639,43578,1553,3938,4766,4699,3816,1846,782,232,21632,1245,2349,1584,1143,741,334,207,74,7677,970,1558,1255,959,610,413,202,66,6033,106,35,20,27,24,11,19,12,254,299,619,679,652,462,223,143,49,3126,3297,2571,2136,2420,2037,2307,2785,2272,19825,15744,35570,36871,36038,Melbourne - Inner East
208,6769,4206,2418,1021,644,358,23037,947,3142,3900,3058,2154,839,329,104,14473,682,1564,1339,877,472,220,153,64,5371,658,1071,1148,857,542,309,178,69,4832,23,11,16,16,15,6,10,10,107,168,375,580,386,234,102,53,29,1927,1517,1345,1556,1564,1439,1552,2166,2025,13164,7405,20340,24051,19408,13596,7266,5182,3318,100566,461,1539,1896,1723,1169,517,240,105,7650,497,2992,2514,1636,641,79,14,0,8373,956,3484,4710,5023,4032,2775,1777,718,23475,833,1748,2103,1820,1196,683,396,139,8918,146,485,543,397,205,111,79,15,1981,917,3446,4271,4241,2964,1661,1034,383,18917,311,2062,3234,4003,3857,1877,789,282,16415,3190,10626,12613,8724,5365,2340,1298,622,44778,1466,4575,5855,4759,3688,1564,606,188,22701,1187,2581,2157,1480,887,387,220,106,9005,1056,1946,1778,1295,797,458,245,100,7675,49,26,23,23,26,13,18,14,192,262,641,899,661,465,205,105,55,3293,3403,3047,3256,3219,2856,2779,3422,2830,24812,14734,39198,45852,39004,Melbourne - Inner South
209,4960,3199,1702,617,269,122,19092,1404,3894,3659,2853,1763,510,151,31,14265,636,1356,1059,512,264,115,56,23,4021,1290,2001,1573,978,540,223,87,22,6714,38,21,16,23,15,13,5,0,131,130,435,440,280,151,49,33,4,1522,2234,1903,1993,1954,1823,1838,1883,1426,15054,10194,24037,21813,16452,11030,5193,3233,1872,93824,546,1755,1778,1255,941,370,107,33,6785,513,3077,2026,969,389,63,7,0,7044,1778,5395,6514,6345,4809,2813,1301,373,29328,1349,2643,2619,1905,1273,762,332,84,10967,280,723,656,466,252,106,23,8,2514,1290,4176,4071,3597,2428,907,452,129,17050,559,2752,3091,3184,3097,1268,395,125,14471,3669,10065,8580,5961,3683,1328,486,193,33965,1990,5407,5191,4065,2709,891,296,60,20609,1202,2372,1824,918,514,232,92,32,7186,1806,3185,2354,1490,816,398,171,47,10267,81,54,38,37,26,16,11,0,263,253,797,825,539,335,136,90,18,2993,4990,4302,4252,4127,3717,3388,3322,2054,30152,20306,46703,43819,34858,Melbourne - North East
210,3386,2155,1054,435,203,48,12684,1007,2330,2130,1629,910,215,51,13,8285,357,682,454,211,103,68,34,5,1914,874,1362,1016,693,415,130,56,20,4566,19,12,24,14,17,13,5,5,109,76,267,227,153,83,38,22,0,866,1940,1541,1648,1604,1468,1530,1555,842,12128,7043,14903,13659,10332,6515,3491,2370,1040,59353,268,872,904,633,387,146,39,7,3256,337,1835,1203,560,204,38,3,4,4184,1286,3753,4783,4862,3413,2157,1084,277,21615,1024,1774,1579,1117,756,442,244,57,6993,151,441,419,306,174,80,26,4,1601,704,2093,2143,1943,1202,541,227,57,8910,345,1694,1959,2037,1630,704,241,58,8668,2338,6473,5598,3886,2071,799,334,88,21587,1440,3115,2927,2266,1348,380,118,20,11614,697,1177,769,363,206,127,58,11,3408,1263,2177,1594,1084,625,284,122,30,7179,42,41,39,23,28,23,11,5,212,150,479,456,369,219,103,45,13,1834,4283,3323,3430,3344,2878,2850,2781,1249,24138,14328,29247,27803,22793,Melbourne - North West
211,5951,4375,2737,1135,510,194,22899,1611,3599,3894,3471,2421,824,235,64,16119,631,1261,1053,612,377,188,84,23,4229,1504,1863,1664,1175,846,398,160,36,7646,22,13,7,18,6,9,12,4,91,97,307,437,318,188,88,33,10,1478,1828,1117,1549,1658,1790,1936,2158,1821,13857,10093,21977,23610,20265,15269,7905,4511,2538,106168,460,1344,1702,1346,1003,476,170,43,6544,514,2591,2268,1412,677,131,11,0,7604,1847,5539,7625,8460,6915,4416,2078,514,37394,1744,3233,3389,2915,2004,1252,580,123,15240,457,1114,1103,848,354,172,82,23,4153,1404,3811,4419,4533,3310,1620,705,219,20021,548,2788,3339,3868,4297,2264,745,178,18027,3218,9320,9817,7973,5583,2492,960,333,39696,2255,4882,5225,4718,3646,1394,432,121,22673,1188,2217,1698,1088,740,381,149,51,7512,1990,2745,2537,1854,1247,651,266,54,11344,48,24,17,25,17,13,17,10,171,193,587,795,628,464,191,97,39,2994,4033,2578,3467,3633,3537,3489,3611,2547,26895,19899,42773,47401,43301,Melbourne - Outer East
212,7763,5103,2643,1195,501,156,31429,2023,5044,4735,3754,2140,683,194,44,18617,734,1327,849,476,320,184,85,30,4005,1832,2953,2272,1385,884,390,132,32,9880,70,30,31,25,25,26,18,6,231,192,577,534,378,210,89,47,27,2054,3527,2874,2947,2938,2729,2724,2772,1802,22313,15460,33917,29346,22407,14851,8348,5135,2454,131918,836,2285,2150,1718,1083,537,215,41,8865,1018,5634,3628,1773,604,117,15,0,12789,3023,9078,10705,10564,7623,4691,2335,551,48570,1744,3098,2980,2320,1772,1147,555,105,13721,395,1049,899,651,372,193,67,9,3635,1700,5053,4685,3949,2965,1461,698,195,20706,571,3101,3526,3550,3216,1826,745,177,16712,6694,16294,12792,8784,5156,2424,1001,297,53442,2855,6863,6424,5156,3162,1170,407,90,26127,1362,2482,1465,887,574,323,148,42,7283,2907,4851,3448,2271,1356,664,232,51,15780,155,73,62,67,47,47,31,6,488,361,1030,1012,800,512,228,132,52,4127,7989,6597,6254,6211,5490,5173,4887,2603,45204,31610,67488,60030,48701,Melbourne - South East
213,7624,4073,1848,484,199,63,28383,1926,5645,4881,3154,1668,363,79,14,17730,684,1753,1173,515,183,65,22,3,4398,1786,3365,2103,1155,633,189,80,17,9328,37,37,24,28,27,14,15,3,185,180,698,517,293,167,48,15,5,1923,4120,3988,3729,3281,2982,2375,2165,1141,23781,14494,37926,29655,18709,11325,4886,3148,1434,121577,642,2295,2010,1086,594,194,60,10,6891,896,6181,3373,1223,405,64,8,3,12153,2514,8559,9857,8814,6444,2922,1307,364,40781,1607,3477,2753,1774,1245,654,279,86,11875,255,867,712,460,244,84,38,10,2670,1302,4789,4486,3137,1894,658,272,86,16624,611,3563,3360,3028,2294,940,287,77,14160,5245,17723,12974,7145,3485,940,324,98,47934,2724,7689,6743,4382,2447,663,151,24,24823,1290,3102,2083,949,383,124,50,8,7989,2786,5524,3323,1821,1020,371,143,33,15021,72,80,44,59,48,34,23,8,368,319,1312,1043,673,427,160,54,16,4004,9193,9465,8286,7145,6234,4699,3754,1769,50545,29456,74626,61047,41696,Melbourne - West
214,2643,2011,1481,858,420,148,10949,857,1763,2036,1810,1299,552,149,38,8504,222,439,526,316,255,179,97,20,2054,831,1158,1090,691,567,335,129,31,4832,12,6,7,16,8,3,6,0,58,54,120,217,135,113,52,29,8,728,1377,842,1263,1335,1378,1699,1879,1365,11138,5360,10399,12239,10688,8846,5965,3699,1896,59092,125,404,507,420,371,265,117,47,2256,219,608,643,415,228,67,12,4,2196,976,2610,3669,4073,3461,2723,1503,466,19481,982,1864,2090,1728,1272,875,486,103,9400,259,660,697,539,231,125,47,21,2579,649,2034,2545,2586,1995,1242,655,185,11891,229,1431,1777,2065,2392,1473,520,124,10011,1424,3504,4106,3420,2814,1751,797,261,18077,1112,2266,2652,2380,1890,954,317,76,11647,414,786,864,542,451,292,149,33,3531,1129,1701,1714,1161,852,523,200,50,7330,24,12,11,22,14,12,12,0,107,99,231,392,315,257,143,88,36,1561,2941,1896,2651,2879,2686,3114,3210,2002,21379,10582,20007,24318,22545,Mornington Peninsula
215,1015,709,397,132,57,26,3892,306,659,891,899,666,168,37,8,3634,72,138,140,100,47,28,22,14,561,427,590,493,328,277,119,50,9,2293,18,4,6,4,0,0,0,0,32,16,43,46,47,38,10,6,0,206,797,479,636,700,801,929,1102,663,6107,2723,4756,5243,5083,4218,2418,1733,897,27071,36,146,169,145,137,43,14,0,690,86,156,107,81,69,14,3,0,516,660,1230,1413,1614,1388,848,368,96,7617,361,490,536,642,487,282,133,34,2965,355,839,862,852,487,205,77,31,3708,350,900,1150,1530,1212,585,315,109,6151,163,788,871,1029,1159,643,216,67,4936,665,1454,1534,1178,771,275,97,45,6019,394,860,1147,1115,872,248,72,11,4719,119,227,204,147,98,57,30,14,896,581,836,776,544,458,225,81,18,3519,22,9,10,10,0,0,5,0,56,37,92,118,108,104,46,22,6,533,1707,1150,1495,1670,1751,1837,1954,990,12554,5536,9177,10392,10665,North West
216,837,666,376,118,80,36,3399,324,678,755,691,508,149,23,0,3128,62,109,76,60,35,14,18,6,380,436,538,438,271,202,90,33,12,2020,9,7,10,0,0,4,0,0,30,18,36,41,49,37,7,3,5,196,696,432,530,630,643,803,913,572,5219,2375,4284,4431,4252,3339,1969,1412,728,22790,30,149,190,139,104,36,17,6,671,55,126,80,58,30,10,3,0,362,545,1245,1601,1592,1274,849,392,81,7579,343,457,563,543,414,271,155,32,2778,204,499,556,546,290,145,63,7,2310,244,886,1034,1177,889,459,214,63,4966,147,595,682,818,970,486,182,47,3927,526,1264,1256,1088,706,261,132,52,5285,417,817,930,851,693,224,52,6,3990,90,174,114,92,64,44,22,10,610,596,776,681,441,357,177,66,21,3115,12,16,10,3,0,10,0,5,56,30,94,109,113,78,39,13,9,485,1503,1002,1250,1441,1337,1614,1604,867,10618,4742,8100,9056,8902,Shepparton
217,845,671,385,132,55,20,3380,295,601,731,748,600,186,48,4,3213,53,137,132,120,73,47,18,4,584,426,544,441,262,188,93,35,14,2003,3,8,3,3,0,3,0,0,20,10,38,71,46,27,14,6,7,219,496,301,438,542,620,695,864,542,4498,2140,4145,4577,4613,3809,2081,1450,709,23524,55,150,213,140,151,57,23,3,792,43,100,81,77,54,13,3,4,375,597,1130,1419,1529,1159,659,320,88,6901,448,682,580,645,440,261,125,39,3220,316,687,813,721,447,206,62,21,3273,256,855,1034,1498,1170,547,283,70,5713,104,566,766,912,1171,540,202,53,4314,500,1264,1329,1062,748,268,103,30,5304,372,717,917,962,840,292,87,13,4200,107,221,193,181,138,70,23,4,937,565,794,698,461,337,148,65,23,3091,6,8,10,6,0,10,0,0,40,27,90,147,123,98,51,17,7,560,1207,748,944,1203,1286,1338,1498,780,9004,4603,8012,9144,9520,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,12,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,3,6,6,Migratory - Offshore - Shipping (Vic.)
299,60,38,28,6,7,3,324,30,111,57,34,31,3,3,0,269,29,82,21,7,8,0,0,0,147,43,36,21,17,10,0,0,0,127,0,0,3,0,0,0,0,0,3,6,10,3,0,3,0,0,3,25,162,142,105,89,44,28,13,5,588,371,687,361,243,186,56,26,11,1941,10,54,29,14,3,6,0,3,119,13,54,26,10,0,0,0,0,103,43,140,112,79,59,41,7,4,485,34,59,56,35,23,18,4,0,229,14,31,18,6,13,0,0,0,82,23,85,53,43,46,11,3,0,264,11,43,31,24,32,11,0,0,152,102,208,106,63,52,18,11,3,563,49,164,84,55,39,6,3,0,400,42,124,40,18,13,0,3,0,240,53,64,35,31,14,3,0,0,200,5,0,3,0,0,0,0,0,8,11,14,6,6,6,4,0,3,50,351,425,404,293,131,82,40,15,1741,761,1465,1003,677,Special Purpose Codes SA4 (Vic.)
301,2799,2211,1225,488,190,58,10398,690,1432,1428,1266,876,283,61,18,6054,272,389,388,235,125,95,45,21,1570,634,856,870,539,362,145,54,15,3475,25,6,9,11,12,4,7,4,78,32,79,117,111,64,36,13,4,456,868,598,768,808,827,780,887,562,6098,4373,8321,10001,8821,5969,2958,1821,874,43138,130,361,511,432,317,130,39,10,1930,253,538,700,425,177,32,3,3,2131,943,2557,3523,4133,3276,1945,978,243,17598,641,1294,1368,1322,1181,639,285,73,6803,132,334,404,340,190,98,38,12,1548,398,1250,1824,2059,1366,682,339,122,8040,199,1050,1610,1686,1435,693,266,93,7032,1496,3372,4405,3729,2271,880,349,121,16623,944,1893,1992,1708,1309,507,150,55,8558,486,645,598,391,248,150,63,27,2608,829,1234,1296,831,568,270,93,28,5149,34,16,14,20,17,7,10,8,126,57,164,254,230,172,95,28,10,1010,1898,1323,1756,1778,1709,1522,1525,848,12359,8440,16031,20255,19084,Brisbane - East
302,2714,1736,933,333,167,80,10302,659,1699,1552,1015,709,231,90,16,5971,290,576,401,213,105,53,51,17,1706,543,788,627,397,248,83,36,14,2736,11,15,10,8,3,8,5,3,63,31,139,127,80,49,30,9,3,468,796,757,766,731,634,736,1075,964,6459,4554,10833,9833,7195,4763,2569,2018,1325,43090,196,665,562,367,273,102,56,18,2239,314,1125,804,446,182,26,3,3,2903,771,2546,2861,2694,2132,1301,830,245,13380,507,1173,1056,911,697,452,254,66,5116,91,312,332,222,117,61,23,0,1158,655,2197,2135,1783,1156,624,358,125,9033,194,1286,1577,1417,1287,707,316,113,6897,1738,4895,4595,3098,1917,756,364,138,17501,969,2445,2262,1577,1129,419,175,35,9011,515,1013,661,365,208,100,72,17,2951,819,1291,1027,654,398,181,80,21,4471,28,36,13,15,7,15,5,9,128,65,295,290,202,121,69,32,15,1089,1794,1810,1708,1570,1346,1324,1779,1366,12697,8656,21089,19883,15321,Brisbane - North
303,4470,2901,1534,459,206,98,18599,1110,3199,2597,1807,1209,356,115,29,10422,694,1238,846,430,209,98,53,13,3581,769,1233,892,519,334,139,72,18,3976,68,13,12,24,18,16,3,6,160,77,250,226,202,95,48,26,7,931,1631,1476,1303,1126,1025,929,1173,916,9579,9101,21017,16906,12377,8064,3635,2374,1344,74818,640,1662,1270,907,623,236,89,15,5442,713,2652,1810,847,300,38,6,0,6366,1444,4576,4380,4376,3261,1914,1016,309,21276,773,1869,1653,1321,977,630,295,82,7600,142,551,458,329,216,100,34,16,1846,1133,4245,3626,3065,1917,915,499,151,15551,463,2209,2687,2561,2203,1061,371,120,11675,4342,10422,7750,5330,3231,1125,447,177,32824,1713,4707,4027,2862,2002,693,238,50,16292,1183,2100,1378,728,399,165,95,25,6073,1302,2220,1458,821,542,240,105,35,6723,147,37,29,39,30,28,14,6,330,163,482,453,345,228,106,64,18,1859,3670,3564,2842,2507,2144,1780,1972,1319,19798,17828,41296,33821,26038,Brisbane - South
304,2496,1810,1014,382,170,56,9396,656,1554,1661,1289,1070,487,150,39,6906,406,608,488,336,196,92,52,19,2197,363,381,406,314,188,82,33,13,1780,28,5,4,8,8,7,3,0,63,51,125,140,121,91,43,27,4,602,740,474,483,474,451,415,571,781,4389,4612,9098,9938,8560,6134,3060,1655,1122,44179,595,1212,1135,1013,722,424,173,32,5306,380,1024,1021,595,242,46,3,3,3314,818,2065,2453,2608,2030,1187,606,171,11938,417,797,880,766,608,351,171,41,4031,98,328,370,260,168,123,35,11,1393,628,1788,2209,2386,1595,936,465,134,10141,242,1079,1574,1777,1897,905,317,100,7891,1774,3871,4512,3640,2365,1010,397,118,17687,1096,2405,2564,2061,1842,903,308,70,11249,716,1045,800,517,318,156,75,23,3650,539,670,620,461,281,134,49,19,2773,61,15,7,14,8,7,3,0,115,122,228,284,231,177,89,56,20,1207,1617,1105,1018,1007,921,746,912,1048,8374,9103,17632,19447,17336,Brisbane - West
305,3778,2127,1114,328,129,56,15003,1051,3609,2352,1617,1145,384,109,20,10287,970,1933,982,493,253,101,54,18,4804,695,935,547,346,214,87,30,16,2870,46,7,5,4,11,8,3,7,91,78,289,250,185,104,40,6,5,957,1409,1835,1047,892,788,532,566,535,7604,8097,21079,14020,9867,6430,2655,1414,840,64402,677,1862,1112,744,481,226,77,13,5192,499,2150,1193,587,242,37,0,3,4711,1133,4279,3058,2489,1794,908,435,133,14229,599,1963,1400,1080,707,376,164,55,6344,132,569,374,269,166,57,27,8,1602,1103,4183,3253,2740,1617,799,377,135,14207,306,1704,1656,1844,1748,734,242,78,8312,3210,9685,7111,4386,2542,842,279,102,28157,1670,5693,4004,2823,2106,778,240,40,17354,1589,3277,1628,814,444,167,75,21,8015,1118,1764,991,591,335,134,57,20,5010,82,28,21,11,15,11,10,7,185,138,505,436,306,198,80,35,12,1710,3259,4572,2619,2092,1726,1103,1014,746,17131,15515,42234,28856,20776,Brisbane Inner City
