yr,num_bsns_num_non_emply_bsns_num,num_bsns_1_4_emplys_num,num_bsns_5_19_emplys_num,num_bsns_20_pls_emplys_num,num_bsns_tot_num_bsns_num,bsns_entries_num_non_emply_bsns_entries_num,bsns_entries_1_4_emplys_num,bsns_entries_5_19_emplys_num,bsns_entries_20_pls_emplys_num,bsns_entries_tot_num_bsns_entries_num,bsns_exits_num_non_emply_bsns_exits_num,bsns_exits_1_4_emplys_num,bsns_exits_5_19_emplys_num,bsns_exits_20_pls_emplys_num,bsns_exits_tot_num_bsns_exits_num,num_bsns_by_industry_agri_frsty_fish_num,num_bsns_by_industry_mining_num,num_bsns_by_industry_manu_num,num_bsns_by_industry_elec_gas_water_wst_num,num_bsns_by_industry_cons_num,num_bsns_by_industry_whsl_trade_num,num_bsns_by_industry_rtl_trade_num,num_bsns_by_industry_accom_food_num,num_bsns_by_industry_trns_pstl_whse_num,num_bsns_by_industry_info_med_coms_num,num_bsns_by_industry_fin_insur_num,num_bsns_by_industry_rent_hiring_rlst_num,num_bsns_by_industry_pro_sci_tech_num,num_bsns_by_industry_admt_supp_num,num_bsns_by_industry_pub_admt_safety_num,num_bsns_by_industry_edu_training_num,num_bsns_by_industry_hlth_care_soc_asst_num,num_bsns_by_industry_arts_rec_num,num_bsns_by_industry_oth_num,num_bsns_by_industry_currly_unk_num,num_bsns_by_industry_tot_num,bld_approvals_priv_sector_houses_num,bld_approvals_priv_sector_dwl_excluding_houses_num,bld_approvals_tot_priv_sector_dwl_units_num,bld_approvals_tot_dwl_units_num,bld_approvals_value_priv_sector_houses_audm,bld_approvals_value_priv_sector_dwl_excluding_houses_audm,bld_approvals_value_tot_priv_sectors_dwl_units_audm,bld_approvals_value_tot_resial_bld_audm,bld_approvals_value_tot_non_resial_bld_audm,bld_approvals_value_tot_bld_audm,resial_property_prices_houses_num_trfs_num,resial_property_prices_houses_med_sale_price_aud,resial_property_prices_attached_dwl_num_trfs_num,resial_property_prices_attached_dwl_med_sale_price_aud,avg_hsld_net_worth_avg_hsld_net_worth_aud,patents_trademarks_patent_applicants_num,patents_trademarks_trademark_applicants_num,p_inslv_tot_debt_ent_bsns_rel_p_inslv_num,p_inslv_tot_debt_ent_non_bsns_rel_p_inslv_num,p_inslv_tot_debt_ent_p_inslv_num,slct_caus_p_inslv_bsns_rel_inslv_caus_economic_cond_num,slct_caus_p_inslv_non_bsns_rel_inslv_caus_exc_use_credit_num,slct_caus_p_inslv_non_bsns_rel_inslv_caus_unemp_loss_inc_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_managers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_pros_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_tech_trades_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_cmty_p_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_clrc_admt_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_sales_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_mach_ops_drivers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_labourers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_debt_oth_unk_occ_num,regd_mtr_vhcls_num_by_type_vehicle_pax_vehicles_num,regd_mtr_vhcls_num_by_type_vehicle_campervans_num,regd_mtr_vhcls_num_by_type_vehicle_light_comc_vehicles_num,regd_mtr_vhcls_num_by_type_vehicle_light_rigid_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_heavy_rigid_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_articulated_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_nfc_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_buses_num,regd_mtr_vhcls_num_by_type_vehicle_motorcycles_num,regd_mtr_vhcls_num_by_type_fuel_petrol_num,regd_mtr_vhcls_num_by_type_fuel_diesel_num,regd_mtr_vhcls_num_by_type_fuel_lpg_dual_oth_num,regd_mtr_vhcls_num_by_type_fuel_electric_num,regd_mtr_vhcls_yr_manu_less_5_yrs_num,regd_mtr_vhcls_yr_manu_5_10_yrs_num,regd_mtr_vhcls_yr_manu_ov_10_yrs_num,regd_mtr_vhcls_yr_manu_tot_regd_mtr_vhcls_num,tourist_accom_est_est_15_pls_rooms_num,agri_comm_tot_area_area_holding_ha,agri_comm_tot_area_vegetables_human_consumption_ha,agri_comm_tot_area_fruit_nuts_orchard_trees_nut_trees_ha,agri_comm_tot_num_dairy_cattle_num,agri_comm_tot_num_meat_cattle_num,agri_comm_tot_num_sheep_num,agri_comm_tot_num_pigs_num,agri_comm_tot_num_meat_chickens_num,gross_value_agri_prod_broadacre_crops_tot_area_ha_ha,gross_value_agri_prod_gross_value_agri_prod_audm,gross_value_agri_prod_gross_value_crops_audm,gross_value_agri_prod_gross_value_livestock_slaughtering_audm,empy_by_industry_agri_frsty_fish_pr100,empy_by_industry_mining_pr100,empy_by_industry_manu_pr100,empy_by_industry_elec_gas_water_wst_pr100,empy_by_industry_cons_pr100,empy_by_industry_whsl_trade_pr100,empy_by_industry_rtl_trade_pr100,empy_by_industry_accom_food_pr100,empy_by_industry_trns_pstl_whse_pr100,empy_by_industry_info_med_coms_pr100,empy_by_industry_fin_insur_pr100,empy_by_industry_rent_hiring_rlst_pr100,empy_by_industry_pro_sci_tech_pr100,empy_by_industry_admt_supp_pr100,empy_by_industry_pub_admt_safety_pr100,empy_by_industry_edu_training_pr100,empy_by_industry_hlth_care_soc_asst_pr100,empy_by_industry_arts_rec_pr100,empy_by_industry_oth_pr100,empy_by_industry_tot_empy_num,sa4_code16,sa4_name16,ogc_fid
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.0,811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17412.0,1592.0,92.0,,632.0,8322.0,3113.0,,,,,,0.5,4.3,7.4,1.1,11.7,3.7,10.7,5.5,3.4,1.4,3.5,1.8,8.3,3.5,6.2,8.3,11.2,1.5,4.1,245473.0,505,Perth - North West,25
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,Perth - North West,26
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.0,1052.0,5033.0,5253.0,1113.0,226.0,1338.0,1400.0,829.0,2229.0,,,,,,181.0,714.0,119.0,355.0,474.0,51.0,125.0,103.0,45.0,46.0,82.0,53.0,69.0,46.0,28.0,61.0,44.0,320359.0,972.0,53274.0,2374.0,4882.0,711.0,346.0,1276.0,20150.0,335328.0,57684.0,11192.0,69.0,102582.0,135257.0,166519.0,404358.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,Perth - North West,27
2014,27782.0,10640.0,3666.0,1031.0,43117.0,,,,,,,,,,,893.0,287.0,1664.0,113.0,11291.0,1422.0,2493.0,1258.0,2846.0,323.0,3566.0,4243.0,5555.0,1661.0,165.0,514.0,1922.0,451.0,1880.0,569.0,43117.0,4975.0,1236.0,6211.0,6281.0,1379.0,256.0,1635.0,1670.0,522.0,2193.0,8956.0,568000.0,2285.0,435000.0,1167329.0,184.0,759.0,119.0,373.0,492.0,44.0,114.0,118.0,46.0,47.0,88.0,44.0,65.0,47.0,43.0,58.0,54.0,333105.0,995.0,55384.0,2502.0,5010.0,842.0,352.0,1269.0,22001.0,346244.0,64642.0,10440.0,93.0,109126.0,136666.0,175640.0,421432.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,Perth - North West,28
2015,28299.0,11020.0,3719.0,1043.0,44079.0,4794.0,1695.0,169.0,24.0,6685.0,4454.0,1019.0,232.0,45.0,5745.0,840.0,263.0,1673.0,107.0,11650.0,1382.0,2441.0,1320.0,2942.0,318.0,3817.0,4394.0,5628.0,1713.0,160.0,540.0,2001.0,457.0,1944.0,471.0,44079.0,4935.0,1332.0,6267.0,6572.0,1419.0,275.0,1694.0,1778.0,423.0,2201.0,7910.0,570000.0,2154.0,444000.0,,191.0,859.0,103.0,399.0,502.0,40.0,134.0,142.0,56.0,42.0,99.0,50.0,53.0,46.0,44.0,66.0,46.0,339144.0,976.0,57474.0,2583.0,5203.0,832.0,399.0,1342.0,22631.0,349277.0,71642.0,9556.0,74.0,107605.0,138993.0,183941.0,430539.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,Perth - North West,29
2016,29066.0,11305.0,3838.0,1036.0,45246.0,5263.0,1777.0,200.0,18.0,7254.0,4582.0,1100.0,204.0,40.0,5920.0,783.0,225.0,1679.0,121.0,12071.0,1356.0,2405.0,1364.0,3121.0,324.0,3973.0,4436.0,5780.0,1763.0,152.0,568.0,2132.0,485.0,2005.0,488.0,45246.0,3384.0,1943.0,5327.0,5465.0,1036.0,422.0,1458.0,1504.0,463.0,1968.0,6581.0,550000.0,1976.0,427000.0,934240.0,,,164.0,444.0,608.0,64.0,120.0,152.0,73.0,53.0,113.0,51.0,66.0,48.0,54.0,76.0,74.0,343711.0,970.0,59364.0,2847.0,5340.0,788.0,405.0,1307.0,22988.0,350885.0,78177.0,8538.0,93.0,108091.0,136603.0,193055.0,437749.0,12.0,4996.0,1231.0,76.0,,337.0,,,,353.0,120.0,85.0,34.0,0.7,4.4,4.9,1.1,11.9,2.5,10.1,6.0,3.5,1.2,3.1,1.8,7.2,3.5,6.2,9.0,12.5,1.7,4.2,261941.0,505,Perth - North West,30
2017,30113.0,11117.0,3866.0,1006.0,46098.0,5500.0,1568.0,172.0,20.0,7253.0,4807.0,1163.0,226.0,33.0,6237.0,743.0,221.0,1675.0,119.0,11908.0,1356.0,2416.0,1388.0,3597.0,343.0,4188.0,4510.0,5796.0,1802.0,149.0,576.0,2243.0,500.0,2083.0,476.0,46098.0,2856.0,951.0,3807.0,4042.0,899.0,232.0,1131.0,1195.0,558.0,1753.0,,,,,,,,157.0,556.0,713.0,58.0,188.0,177.0,69.0,75.0,136.0,74.0,89.0,65.0,65.0,89.0,51.0,346963.0,997.0,60205.0,2885.0,5420.0,731.0,406.0,1504.0,22569.0,350409.0,86082.0,7749.0,143.0,102210.0,136379.0,203117.0,441706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,Perth - North West,31
2018,30923.0,11049.0,3695.0,921.0,46588.0,5583.0,1440.0,135.0,10.0,7168.0,5001.0,1136.0,189.0,49.0,6375.0,676.0,249.0,1683.0,119.0,11467.0,1392.0,2421.0,1436.0,4038.0,360.0,4302.0,4568.0,5927.0,1883.0,146.0,579.0,2328.0,499.0,2084.0,430.0,46588.0,2487.0,750.0,3237.0,3317.0,784.0,168.0,951.0,988.0,887.0,1875.0,,,,,,,,217.0,685.0,897.0,66.0,235.0,225.0,104.0,85.0,163.0,92.0,109.0,93.0,89.0,93.0,58.0,348423.0,1013.0,60800.0,2961.0,5193.0,710.0,381.0,1531.0,21922.0,348043.0,90638.0,6811.0,174.0,94719.0,136134.0,212065.0,442917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,Perth - North West,32
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26590.0,11.0,,,6845.0,48196.0,,,,,,,0.2,,2.1,0.8,6.1,1.2,7.6,5.8,2.2,1.9,1.8,1.2,9.8,2.4,32.7,8.8,9.2,1.7,3.2,195620.0,801,Australian Capital Territory,33
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,Australian Capital Territory,34
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680.0,2079.0,3759.0,3802.0,657.0,498.0,1154.0,1198.0,683.0,1882.0,,,,,,228.0,905.0,57.0,333.0,390.0,14.0,110.0,103.0,40.0,44.0,57.0,42.0,97.0,32.0,14.0,33.0,31.0,228665.0,498.0,27456.0,985.0,1770.0,178.0,130.0,1047.0,12904.0,237186.0,29964.0,5363.0,848.0,68375.0,85512.0,119771.0,273658.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,Australian Capital Territory,35
2014,14406.0,7122.0,2917.0,757.0,25204.0,,,,,,,,,,,432.0,21.0,583.0,53.0,4959.0,451.0,1494.0,1314.0,1236.0,260.0,1839.0,2643.0,4629.0,1178.0,114.0,471.0,1752.0,369.0,1049.0,352.0,25204.0,1713.0,2801.0,4514.0,4636.0,635.0,619.0,1254.0,1311.0,708.0,2019.0,4920.0,520000.0,3098.0,419900.0,,229.0,778.0,59.0,318.0,377.0,16.0,102.0,108.0,32.0,44.0,61.0,43.0,88.0,28.0,13.0,23.0,45.0,232650.0,476.0,28537.0,1053.0,1768.0,151.0,121.0,1019.0,12829.0,237707.0,34435.0,4939.0,1184.0,71323.0,84957.0,122248.0,278528.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,Australian Capital Territory,36
2015,14490.0,7345.0,2852.0,740.0,25426.0,2351.0,1159.0,139.0,13.0,3659.0,2373.0,780.0,193.0,34.0,3376.0,422.0,23.0,590.0,53.0,4910.0,433.0,1491.0,1374.0,1199.0,265.0,1975.0,2695.0,4760.0,1156.0,115.0,458.0,1804.0,371.0,1060.0,291.0,25426.0,1275.0,2906.0,4181.0,4261.0,527.0,663.0,1190.0,1240.0,692.0,1932.0,4269.0,570000.0,3811.0,421500.0,,214.0,823.0,51.0,340.0,391.0,6.0,134.0,87.0,32.0,40.0,71.0,47.0,89.0,32.0,28.0,27.0,25.0,236742.0,499.0,29475.0,1077.0,1778.0,159.0,131.0,992.0,12984.0,238763.0,38927.0,4488.0,1434.0,71901.0,86708.0,125177.0,283786.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,Australian Capital Territory,37
2016,14905.0,7635.0,2788.0,752.0,26077.0,2671.0,1283.0,155.0,22.0,4130.0,2379.0,750.0,232.0,37.0,3402.0,423.0,25.0,601.0,54.0,5070.0,447.0,1436.0,1422.0,1285.0,279.0,2045.0,2755.0,4799.0,1124.0,128.0,486.0,1927.0,391.0,1098.0,283.0,26077.0,1093.0,3265.0,4358.0,4677.0,462.0,817.0,1280.0,1376.0,1164.0,2540.0,4326.0,610000.0,3943.0,430000.0,,,,46.0,321.0,367.0,12.0,124.0,95.0,34.0,31.0,54.0,49.0,66.0,31.0,24.0,40.0,38.0,241600.0,501.0,30229.0,1158.0,1777.0,164.0,129.0,1029.0,13054.0,240314.0,43407.0,3923.0,1738.0,74864.0,86474.0,128212.0,289550.0,56.0,,6.0,,,5974.0,45069.0,,,37.0,8.0,0.0,0.0,0.3,0.1,1.6,0.7,5.8,1.0,7.1,6.5,2.3,1.8,1.5,1.3,9.4,2.5,30.8,9.6,10.4,1.7,3.0,205419.0,801,Australian Capital Territory,38
2017,15787.0,7861.0,2813.0,805.0,27264.0,3102.0,1309.0,148.0,18.0,4579.0,2395.0,743.0,185.0,28.0,3345.0,399.0,24.0,600.0,50.0,5310.0,447.0,1449.0,1465.0,1583.0,304.0,2131.0,2836.0,5004.0,1173.0,132.0,510.0,2039.0,393.0,1132.0,278.0,27264.0,1031.0,4443.0,5474.0,5524.0,455.0,1163.0,1618.0,1654.0,888.0,2543.0,,,,,,,,72.0,331.0,403.0,21.0,126.0,97.0,50.0,53.0,56.0,47.0,79.0,34.0,23.0,29.0,32.0,247808.0,504.0,31133.0,1278.0,1847.0,168.0,138.0,1011.0,13132.0,243787.0,48606.0,3512.0,2141.0,75809.0,88766.0,132456.0,297031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,Australian Capital Territory,39
2018,16735.0,8252.0,2708.0,752.0,28450.0,3420.0,1322.0,139.0,19.0,4904.0,2683.0,788.0,159.0,37.0,3661.0,354.0,27.0,588.0,63.0,5499.0,445.0,1465.0,1474.0,1964.0,322.0,2246.0,2891.0,5166.0,1256.0,143.0,541.0,2175.0,379.0,1172.0,275.0,28450.0,1162.0,4347.0,5509.0,5664.0,500.0,1176.0,1676.0,1746.0,1320.0,3066.0,,,,,,,,57.0,351.0,413.0,7.0,135.0,85.0,42.0,50.0,55.0,59.0,83.0,37.0,25.0,30.0,33.0,253618.0,505.0,32325.0,1408.0,1790.0,191.0,133.0,1032.0,13111.0,246550.0,52996.0,3061.0,2463.0,76099.0,92482.0,135430.0,304020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,Australian Capital Territory,40
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140430.0,8384.0,288.0,497165.0,471273.0,630113.0,20238.0,784942.0,,,,,8.0,1.6,8.7,3.1,10.6,3.0,11.4,6.9,3.7,0.8,1.6,1.1,3.6,2.5,6.0,8.1,12.2,1.3,3.8,109695.0,205,Latrobe - Gippsland,41
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Latrobe - Gippsland,42
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.0,159.0,1877.0,1889.0,500.0,23.0,523.0,546.0,384.0,930.0,,,,,,25.0,141.0,46.0,231.0,277.0,19.0,58.0,91.0,29.0,22.0,34.0,20.0,30.0,25.0,31.0,41.0,45.0,167792.0,1091.0,49069.0,1827.0,5469.0,1796.0,288.0,1434.0,13364.0,172913.0,52006.0,17224.0,33.0,45920.0,63386.0,132737.0,242043.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Latrobe - Gippsland,43
2014,15186.0,6163.0,2221.0,394.0,23966.0,,,,,,,,,,,6521.0,64.0,830.0,65.0,4128.0,508.0,1634.0,1066.0,1206.0,79.0,1333.0,1962.0,1485.0,597.0,47.0,208.0,793.0,225.0,1025.0,188.0,23966.0,1707.0,175.0,1882.0,1893.0,490.0,31.0,521.0,547.0,174.0,721.0,5499.0,292000.0,600.0,225000.0,860900.0,21.0,163.0,58.0,217.0,275.0,25.0,56.0,80.0,26.0,20.0,46.0,22.0,30.0,23.0,27.0,48.0,33.0,170219.0,1152.0,50281.0,1880.0,5449.0,1858.0,281.0,1461.0,13639.0,173383.0,56826.0,16036.0,42.0,48343.0,62061.0,135764.0,246168.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Latrobe - Gippsland,44
2015,15221.0,6236.0,2166.0,369.0,23998.0,1660.0,619.0,76.0,9.0,2363.0,1861.0,500.0,91.0,13.0,2465.0,6429.0,68.0,826.0,62.0,4157.0,496.0,1588.0,1086.0,1185.0,82.0,1439.0,2008.0,1461.0,594.0,55.0,210.0,811.0,234.0,1059.0,158.0,23998.0,1915.0,103.0,2018.0,2052.0,550.0,18.0,568.0,597.0,179.0,777.0,4867.0,270000.0,720.0,237750.0,,19.0,200.0,64.0,275.0,339.0,24.0,77.0,99.0,33.0,18.0,47.0,36.0,28.0,39.0,32.0,52.0,54.0,172234.0,1194.0,51901.0,1917.0,5484.0,1816.0,270.0,1451.0,14027.0,173551.0,61714.0,14966.0,36.0,48710.0,62715.0,138743.0,250168.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Latrobe - Gippsland,45
2014,18818.0,8269.0,3098.0,765.0,30953.0,,,,,,,,,,,402.0,59.0,1202.0,71.0,4255.0,1481.0,2052.0,1446.0,2439.0,268.0,2564.0,4080.0,4089.0,1488.0,113.0,449.0,2359.0,344.0,1300.0,493.0,30953.0,765.0,1964.0,2729.0,2735.0,367.0,418.0,785.0,799.0,278.0,1077.0,5348.0,565000.0,2271.0,390000.0,1472065.0,115.0,714.0,71.0,308.0,379.0,29.0,100.0,109.0,29.0,55.0,48.0,42.0,70.0,35.0,36.0,36.0,28.0,191977.0,482.0,31062.0,1985.0,3999.0,1778.0,175.0,847.0,8740.0,198944.0,37895.0,2777.0,21.0,66430.0,79393.0,94121.0,239944.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,Brisbane - South,68
2016,15350.0,6355.0,2135.0,380.0,24224.0,1629.0,679.0,66.0,13.0,2391.0,1808.0,456.0,93.0,4.0,2368.0,6368.0,67.0,834.0,58.0,4243.0,513.0,1565.0,1089.0,1211.0,101.0,1504.0,2028.0,1496.0,574.0,55.0,220.0,813.0,234.0,1083.0,165.0,24224.0,1980.0,167.0,2147.0,2155.0,604.0,26.0,630.0,654.0,237.0,891.0,5111.0,284000.0,736.0,245000.0,661510.0,,,50.0,208.0,258.0,13.0,64.0,78.0,28.0,15.0,39.0,27.0,23.0,22.0,23.0,42.0,39.0,175107.0,1239.0,53705.0,1869.0,5533.0,1794.0,294.0,1498.0,14478.0,174642.0,66863.0,13941.0,39.0,50821.0,62806.0,141699.0,255326.0,77.0,967484.0,9981.0,267.0,508768.0,476404.0,625737.0,18810.0,1835259.0,6090.0,2033.0,355.0,795.0,8.5,1.3,6.8,3.1,9.9,2.1,10.4,7.0,3.4,0.8,1.5,1.2,3.8,2.8,6.2,8.3,13.3,1.5,3.9,110486.0,205,Latrobe - Gippsland,46
2017,15686.0,6353.0,2184.0,393.0,24620.0,1740.0,653.0,91.0,10.0,2490.0,1722.0,454.0,118.0,9.0,2297.0,6312.0,67.0,859.0,66.0,4346.0,518.0,1524.0,1134.0,1232.0,97.0,1587.0,2079.0,1544.0,580.0,48.0,230.0,854.0,231.0,1148.0,151.0,24620.0,1941.0,102.0,2043.0,2057.0,626.0,19.0,645.0,674.0,193.0,867.0,,,,,,,,75.0,272.0,347.0,25.0,89.0,97.0,30.0,24.0,56.0,37.0,35.0,24.0,31.0,64.0,46.0,178117.0,1247.0,55721.0,1999.0,5556.0,1827.0,275.0,1518.0,14804.0,176141.0,73784.0,13072.0,46.0,51517.0,63975.0,145351.0,260843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Latrobe - Gippsland,47
2018,16009.0,6465.0,2093.0,395.0,24968.0,1813.0,677.0,70.0,9.0,2567.0,1864.0,538.0,112.0,15.0,2524.0,6281.0,61.0,876.0,63.0,4478.0,528.0,1500.0,1116.0,1263.0,85.0,1603.0,2121.0,1602.0,621.0,40.0,226.0,906.0,240.0,1195.0,143.0,24968.0,2214.0,74.0,2288.0,2308.0,729.0,14.0,743.0,778.0,352.0,1130.0,,,,,,,,51.0,210.0,261.0,16.0,52.0,70.0,39.0,21.0,41.0,26.0,31.0,16.0,22.0,40.0,32.0,182091.0,1324.0,57739.0,2136.0,5585.0,1824.0,281.0,1520.0,15199.0,178244.0,79453.0,12145.0,60.0,51472.0,65913.0,150152.0,267507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Latrobe - Gippsland,48
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0,1398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0,8.0,1.0,2.0,1.0,144.0,,,,,,,0.2,0.3,6.5,0.8,5.2,4.9,10.6,6.4,2.7,2.7,6.6,2.0,13.2,3.2,4.5,9.7,13.2,1.9,3.1,164215.0,207,Melbourne - Inner East,49
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,1445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,Melbourne - Inner East,50
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.0,1807.0,2625.0,2626.0,674.0,487.0,1161.0,1173.0,342.0,1515.0,,,,,,202.0,1532.0,53.0,152.0,205.0,14.0,47.0,43.0,42.0,32.0,28.0,10.0,31.0,28.0,3.0,11.0,20.0,221363.0,225.0,14689.0,788.0,1713.0,187.0,1645.0,679.0,5787.0,214858.0,25870.0,6239.0,98.0,69956.0,77062.0,99997.0,247015.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,Melbourne - Inner East,51
2014,26913.0,11669.0,3278.0,705.0,42558.0,,,,,,,,,,,690.0,33.0,987.0,57.0,4632.0,1923.0,2619.0,1845.0,1077.0,458.0,5687.0,6249.0,7528.0,1570.0,97.0,664.0,4023.0,536.0,1196.0,693.0,42558.0,1043.0,2309.0,3352.0,3360.0,850.0,628.0,1478.0,1496.0,244.0,1739.0,5018.0,1060000.0,2807.0,592000.0,1412221.0,159.0,1701.0,60.0,168.0,228.0,21.0,40.0,44.0,31.0,44.0,24.0,19.0,30.0,31.0,11.0,14.0,24.0,223749.0,254.0,14904.0,807.0,1712.0,171.0,1674.0,676.0,5843.0,214569.0,29294.0,5762.0,99.0,72185.0,77432.0,100184.0,249801.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,Melbourne - Inner East,52
2015,27736.0,12018.0,3295.0,719.0,43764.0,4431.0,1782.0,165.0,20.0,6402.0,3848.0,996.0,214.0,30.0,5094.0,632.0,34.0,1021.0,60.0,4863.0,2000.0,2641.0,1880.0,1045.0,469.0,6282.0,6399.0,7578.0,1574.0,101.0,697.0,4158.0,528.0,1205.0,591.0,43764.0,1125.0,3659.0,4784.0,4804.0,881.0,982.0,1863.0,1878.0,396.0,2273.0,5125.0,1300000.0,4239.0,620000.0,,174.0,1693.0,44.0,145.0,189.0,12.0,43.0,37.0,21.0,43.0,21.0,14.0,33.0,26.0,7.0,11.0,13.0,225545.0,229.0,15165.0,824.0,1718.0,136.0,1814.0,641.0,5896.0,213416.0,33160.0,5251.0,109.0,72229.0,78612.0,101112.0,251953.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,Melbourne - Inner East,53
2016,28400.0,12307.0,3299.0,722.0,44729.0,4609.0,1916.0,157.0,22.0,6698.0,3891.0,1011.0,233.0,42.0,5168.0,581.0,36.0,1002.0,64.0,5043.0,2124.0,2719.0,1954.0,1134.0,477.0,6456.0,6537.0,7654.0,1576.0,96.0,714.0,4296.0,524.0,1206.0,551.0,44729.0,1239.0,3297.0,4536.0,4541.0,1085.0,977.0,2061.0,2079.0,422.0,2501.0,4548.0,1450500.0,3609.0,660000.0,2053973.0,,,49.0,118.0,167.0,17.0,32.0,34.0,25.0,29.0,22.0,15.0,29.0,15.0,8.0,6.0,18.0,228537.0,225.0,15285.0,827.0,1679.0,141.0,1940.0,681.0,5946.0,213468.0,36832.0,4781.0,151.0,76162.0,77854.0,101230.0,255246.0,15.0,38.0,5.0,1.0,,,,,,,0.0,0.0,0.0,0.3,0.2,4.9,0.8,5.4,3.6,10.2,6.9,2.8,2.6,6.2,2.4,13.0,3.3,4.3,10.1,13.7,2.1,3.0,168603.0,207,Melbourne - Inner East,54
