yr,num_bsns_num_non_emply_bsns_num,num_bsns_1_4_emplys_num,num_bsns_5_19_emplys_num,num_bsns_20_pls_emplys_num,num_bsns_tot_num_bsns_num,bsns_entries_num_non_emply_bsns_entries_num,bsns_entries_1_4_emplys_num,bsns_entries_5_19_emplys_num,bsns_entries_20_pls_emplys_num,bsns_entries_tot_num_bsns_entries_num,bsns_exits_num_non_emply_bsns_exits_num,bsns_exits_1_4_emplys_num,bsns_exits_5_19_emplys_num,bsns_exits_20_pls_emplys_num,bsns_exits_tot_num_bsns_exits_num,num_bsns_by_industry_agri_frsty_fish_num,num_bsns_by_industry_mining_num,num_bsns_by_industry_manu_num,num_bsns_by_industry_elec_gas_water_wst_num,num_bsns_by_industry_cons_num,num_bsns_by_industry_whsl_trade_num,num_bsns_by_industry_rtl_trade_num,num_bsns_by_industry_accom_food_num,num_bsns_by_industry_trns_pstl_whse_num,num_bsns_by_industry_info_med_coms_num,num_bsns_by_industry_fin_insur_num,num_bsns_by_industry_rent_hiring_rlst_num,num_bsns_by_industry_pro_sci_tech_num,num_bsns_by_industry_admt_supp_num,num_bsns_by_industry_pub_admt_safety_num,num_bsns_by_industry_edu_training_num,num_bsns_by_industry_hlth_care_soc_asst_num,num_bsns_by_industry_arts_rec_num,num_bsns_by_industry_oth_num,num_bsns_by_industry_currly_unk_num,num_bsns_by_industry_tot_num,bld_approvals_priv_sector_houses_num,bld_approvals_priv_sector_dwl_excluding_houses_num,bld_approvals_tot_priv_sector_dwl_units_num,bld_approvals_tot_dwl_units_num,bld_approvals_value_priv_sector_houses_audm,bld_approvals_value_priv_sector_dwl_excluding_houses_audm,bld_approvals_value_tot_priv_sectors_dwl_units_audm,bld_approvals_value_tot_resial_bld_audm,bld_approvals_value_tot_non_resial_bld_audm,bld_approvals_value_tot_bld_audm,resial_property_prices_houses_num_trfs_num,resial_property_prices_houses_med_sale_price_aud,resial_property_prices_attached_dwl_num_trfs_num,resial_property_prices_attached_dwl_med_sale_price_aud,avg_hsld_net_worth_avg_hsld_net_worth_aud,patents_trademarks_patent_applicants_num,patents_trademarks_trademark_applicants_num,p_inslv_tot_debt_ent_bsns_rel_p_inslv_num,p_inslv_tot_debt_ent_non_bsns_rel_p_inslv_num,p_inslv_tot_debt_ent_p_inslv_num,slct_caus_p_inslv_bsns_rel_inslv_caus_economic_cond_num,slct_caus_p_inslv_non_bsns_rel_inslv_caus_exc_use_credit_num,slct_caus_p_inslv_non_bsns_rel_inslv_caus_unemp_loss_inc_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_managers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_pros_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_tech_trades_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_cmty_p_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_clrc_admt_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_sales_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_mach_ops_drivers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_labourers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_debt_oth_unk_occ_num,regd_mtr_vhcls_num_by_type_vehicle_pax_vehicles_num,regd_mtr_vhcls_num_by_type_vehicle_campervans_num,regd_mtr_vhcls_num_by_type_vehicle_light_comc_vehicles_num,regd_mtr_vhcls_num_by_type_vehicle_light_rigid_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_heavy_rigid_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_articulated_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_nfc_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_buses_num,regd_mtr_vhcls_num_by_type_vehicle_motorcycles_num,regd_mtr_vhcls_num_by_type_fuel_petrol_num,regd_mtr_vhcls_num_by_type_fuel_diesel_num,regd_mtr_vhcls_num_by_type_fuel_lpg_dual_oth_num,regd_mtr_vhcls_num_by_type_fuel_electric_num,regd_mtr_vhcls_yr_manu_less_5_yrs_num,regd_mtr_vhcls_yr_manu_5_10_yrs_num,regd_mtr_vhcls_yr_manu_ov_10_yrs_num,regd_mtr_vhcls_yr_manu_tot_regd_mtr_vhcls_num,tourist_accom_est_est_15_pls_rooms_num,agri_comm_tot_area_area_holding_ha,agri_comm_tot_area_vegetables_human_consumption_ha,agri_comm_tot_area_fruit_nuts_orchard_trees_nut_trees_ha,agri_comm_tot_num_dairy_cattle_num,agri_comm_tot_num_meat_cattle_num,agri_comm_tot_num_sheep_num,agri_comm_tot_num_pigs_num,agri_comm_tot_num_meat_chickens_num,gross_value_agri_prod_broadacre_crops_tot_area_ha_ha,gross_value_agri_prod_gross_value_agri_prod_audm,gross_value_agri_prod_gross_value_crops_audm,gross_value_agri_prod_gross_value_livestock_slaughtering_audm,empy_by_industry_agri_frsty_fish_pr100,empy_by_industry_mining_pr100,empy_by_industry_manu_pr100,empy_by_industry_elec_gas_water_wst_pr100,empy_by_industry_cons_pr100,empy_by_industry_whsl_trade_pr100,empy_by_industry_rtl_trade_pr100,empy_by_industry_accom_food_pr100,empy_by_industry_trns_pstl_whse_pr100,empy_by_industry_info_med_coms_pr100,empy_by_industry_fin_insur_pr100,empy_by_industry_rent_hiring_rlst_pr100,empy_by_industry_pro_sci_tech_pr100,empy_by_industry_admt_supp_pr100,empy_by_industry_pub_admt_safety_pr100,empy_by_industry_edu_training_pr100,empy_by_industry_hlth_care_soc_asst_pr100,empy_by_industry_arts_rec_pr100,empy_by_industry_oth_pr100,empy_by_industry_tot_empy_num,sa4_code16,sa4_name16,ogc_fid
2015,9223.0,4080.0,1552.0,472.0,15330.0,1536.0,585.0,52.0,7.0,2182.0,1536.0,359.0,73.0,16.0,1979.0,153.0,38.0,670.0,43.0,2675.0,629.0,1002.0,579.0,1314.0,131.0,1111.0,1857.0,2028.0,661.0,56.0,258.0,989.0,228.0,725.0,171.0,15330.0,671.0,1778.0,2449.0,2457.0,251.0,371.0,622.0,636.0,331.0,967.0,3505.0,518000.0,2022.0,403500.0,,49.0,465.0,37.0,251.0,288.0,16.0,88.0,87.0,31.0,33.0,41.0,36.0,49.0,24.0,28.0,21.0,25.0,138596.0,941.0,28023.0,2047.0,2774.0,649.0,1051.0,786.0,6704.0,144806.0,34123.0,1754.0,7.0,64139.0,50566.0,65960.0,180665.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,Brisbane - North,149
2016,9517.0,4219.0,1590.0,478.0,15803.0,1780.0,689.0,77.0,14.0,2549.0,1601.0,383.0,91.0,16.0,2094.0,142.0,45.0,685.0,43.0,2736.0,620.0,1019.0,611.0,1460.0,136.0,1139.0,1869.0,2092.0,716.0,61.0,242.0,1053.0,224.0,739.0,165.0,15803.0,741.0,1819.0,2560.0,2637.0,284.0,406.0,689.0,721.0,551.0,1271.0,3418.0,550000.0,1582.0,405000.0,688711.0,,,64.0,298.0,362.0,22.0,115.0,78.0,34.0,41.0,46.0,46.0,64.0,31.0,35.0,39.0,26.0,141750.0,1336.0,28400.0,1972.0,2739.0,639.0,1039.0,817.0,7001.0,146701.0,36136.0,1605.0,9.0,66306.0,51055.0,67435.0,184796.0,15.0,,,,,,,,,,,,,0.3,1.1,5.2,1.3,7.7,2.6,9.0,6.5,6.9,1.6,3.6,1.8,8.1,3.6,8.7,8.8,14.4,1.7,3.6,104609.0,302,Brisbane - North,150
2017,10078.0,4294.0,1620.0,508.0,16506.0,2012.0,693.0,75.0,5.0,2789.0,1487.0,410.0,88.0,14.0,1995.0,140.0,44.0,707.0,41.0,2820.0,632.0,1033.0,648.0,1673.0,138.0,1219.0,1899.0,2175.0,786.0,62.0,246.0,1087.0,222.0,761.0,173.0,16506.0,698.0,1558.0,2256.0,2306.0,277.0,356.0,632.0,665.0,461.0,1126.0,,,,,,,,61.0,259.0,320.0,14.0,112.0,68.0,22.0,31.0,43.0,47.0,56.0,33.0,18.0,38.0,32.0,146057.0,1670.0,30591.0,2000.0,2778.0,627.0,963.0,849.0,7320.0,149015.0,41569.0,1441.0,22.0,69129.0,52237.0,70625.0,191991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,Brisbane - North,151
2018,10637.0,4507.0,1579.0,482.0,17207.0,2259.0,653.0,70.0,10.0,2994.0,1731.0,420.0,99.0,20.0,2274.0,132.0,39.0,712.0,50.0,2882.0,631.0,996.0,654.0,1948.0,157.0,1306.0,1894.0,2287.0,841.0,63.0,262.0,1174.0,220.0,772.0,167.0,17207.0,720.0,1087.0,1807.0,1843.0,302.0,344.0,646.0,682.0,265.0,947.0,,,,,,,,78.0,297.0,369.0,20.0,108.0,83.0,46.0,37.0,58.0,48.0,56.0,39.0,38.0,37.0,26.0,149236.0,1986.0,32045.0,2046.0,3051.0,697.0,1974.0,942.0,7461.0,150419.0,46932.0,1268.0,26.0,71963.0,53908.0,73284.0,199132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,Brisbane - North,152
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13886511.0,4038.0,2823.0,44540.0,1904902.0,1064624.0,403828.0,284052.0,,,,,20.2,3.2,7.6,1.5,7.8,3.0,10.3,5.7,5.2,0.5,1.3,1.0,2.9,1.5,5.3,7.1,9.2,0.6,3.4,55503.0,307,Darling Downs - Maranoa,153
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Darling Downs - Maranoa,154
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.0,159.0,889.0,901.0,211.0,31.0,243.0,252.0,232.0,484.0,,,,,,22.0,98.0,31.0,160.0,191.0,9.0,54.0,53.0,11.0,17.0,17.0,16.0,19.0,16.0,23.0,38.0,34.0,62736.0,473.0,38146.0,1324.0,6230.0,3144.0,166.0,661.0,4992.0,71808.0,44707.0,1243.0,,23892.0,31777.0,61407.0,117076.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Darling Downs - Maranoa,155
2014,12877.0,4016.0,1560.0,361.0,18806.0,,,,,,,,,,,9061.0,80.0,551.0,35.0,1980.0,376.0,810.0,441.0,1086.0,40.0,685.0,1372.0,630.0,305.0,35.0,76.0,293.0,105.0,671.0,165.0,18806.0,722.0,194.0,916.0,922.0,208.0,40.0,248.0,256.0,193.0,449.0,1679.0,269000.0,105.0,300000.0,1002583.0,20.0,102.0,33.0,183.0,216.0,15.0,54.0,72.0,19.0,9.0,31.0,17.0,28.0,14.0,29.0,38.0,31.0,63688.0,510.0,40650.0,1456.0,6301.0,3314.0,205.0,671.0,5169.0,71511.0,49132.0,1160.0,3.0,25838.0,31800.0,63628.0,121266.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Darling Downs - Maranoa,156
2015,12698.0,4093.0,1455.0,365.0,18607.0,1037.0,392.0,69.0,7.0,1499.0,1378.0,242.0,66.0,4.0,1686.0,8876.0,75.0,567.0,45.0,1941.0,384.0,789.0,461.0,1054.0,35.0,701.0,1400.0,626.0,301.0,35.0,82.0,315.0,107.0,682.0,144.0,18607.0,428.0,82.0,510.0,513.0,126.0,17.0,143.0,151.0,222.0,372.0,1483.0,260000.0,92.0,248500.0,,15.0,86.0,27.0,143.0,170.0,14.0,41.0,47.0,6.0,6.0,17.0,29.0,16.0,18.0,26.0,30.0,22.0,64477.0,513.0,41514.0,1459.0,6265.0,3289.0,198.0,673.0,5245.0,70660.0,51628.0,1121.0,3.0,26145.0,30767.0,65824.0,122736.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Darling Downs - Maranoa,157
2016,12788.0,4144.0,1375.0,313.0,18619.0,1193.0,409.0,45.0,4.0,1650.0,1292.0,252.0,63.0,15.0,1622.0,8909.0,72.0,557.0,43.0,1950.0,395.0,767.0,470.0,1047.0,34.0,730.0,1400.0,603.0,310.0,37.0,75.0,305.0,105.0,681.0,133.0,18619.0,291.0,44.0,335.0,335.0,92.0,6.0,98.0,105.0,164.0,269.0,1481.0,256000.0,70.0,228000.0,1137949.0,,,47.0,202.0,249.0,17.0,66.0,72.0,23.0,16.0,28.0,25.0,22.0,15.0,37.0,48.0,35.0,64415.0,508.0,41233.0,1435.0,6173.0,3237.0,167.0,665.0,5293.0,69055.0,52911.0,1025.0,3.0,25370.0,29920.0,67035.0,122325.0,76.0,13825485.0,3463.0,2358.0,42368.0,2029325.0,928975.0,355579.0,785794.0,1278592.0,3483.0,1693.0,1518.0,20.2,2.5,6.3,1.7,7.7,2.6,9.2,5.6,4.7,0.5,1.1,1.0,3.0,2.1,5.5,8.1,9.6,0.6,3.6,54865.0,307,Darling Downs - Maranoa,158
2017,12860.0,4137.0,1371.0,317.0,18685.0,1211.0,415.0,58.0,12.0,1688.0,1268.0,254.0,64.0,4.0,1596.0,8946.0,74.0,550.0,39.0,1957.0,388.0,757.0,481.0,1035.0,34.0,725.0,1438.0,589.0,320.0,32.0,70.0,296.0,106.0,697.0,131.0,18685.0,333.0,19.0,352.0,352.0,99.0,4.0,103.0,112.0,228.0,340.0,,,,,,,,34.0,171.0,205.0,11.0,61.0,55.0,11.0,9.0,31.0,24.0,26.0,11.0,23.0,45.0,25.0,64921.0,557.0,41678.0,1506.0,6101.0,3387.0,167.0,611.0,5271.0,68883.0,57197.0,954.0,,24189.0,30130.0,68934.0,123253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Darling Downs - Maranoa,159
2018,13078.0,4193.0,1341.0,319.0,18942.0,1317.0,387.0,48.0,4.0,1758.0,1250.0,241.0,44.0,6.0,1540.0,9046.0,81.0,542.0,38.0,2002.0,389.0,756.0,471.0,1022.0,38.0,753.0,1460.0,619.0,336.0,29.0,70.0,310.0,115.0,723.0,136.0,18942.0,309.0,21.0,330.0,333.0,100.0,4.0,104.0,113.0,206.0,320.0,,,,,,,,37.0,196.0,236.0,15.0,55.0,77.0,14.0,15.0,27.0,17.0,21.0,21.0,40.0,47.0,35.0,65589.0,559.0,42349.0,1578.0,6128.0,3402.0,169.0,597.0,5315.0,67921.0,59675.0,868.0,0.0,22676.0,30931.0,70860.0,124482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,Darling Downs - Maranoa,160
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123085.0,5035.0,164.0,4596.0,40288.0,564.0,10600.0,712508.0,,,,,3.8,1.6,9.0,1.1,8.0,3.9,11.4,6.1,4.7,1.0,3.0,1.4,4.5,2.4,6.8,10.4,13.9,0.9,4.1,64142.0,317,Toowoomba,161
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,Toowoomba,162
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0,254.0,846.0,846.0,180.0,44.0,224.0,232.0,142.0,374.0,,,,,,34.0,173.0,43.0,161.0,204.0,20.0,59.0,58.0,17.0,22.0,26.0,19.0,23.0,,24.0,35.0,25.0,79425.0,372.0,26433.0,1069.0,2992.0,1288.0,137.0,668.0,5244.0,87784.0,28226.0,1338.0,,30215.0,34594.0,51935.0,116744.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,Toowoomba,163
2014,7541.0,3204.0,1381.0,373.0,12499.0,,,,,,,,,,,1515.0,51.0,523.0,34.0,2255.0,340.0,852.0,424.0,785.0,51.0,963.0,1423.0,1038.0,436.0,29.0,145.0,732.0,147.0,645.0,105.0,12499.0,679.0,664.0,1343.0,1357.0,214.0,116.0,330.0,345.0,180.0,526.0,3366.0,349000.0,608.0,285000.0,606859.0,31.0,156.0,34.0,194.0,228.0,16.0,59.0,64.0,13.0,17.0,31.0,24.0,32.0,22.0,25.0,30.0,34.0,80821.0,362.0,28637.0,1106.0,3346.0,1450.0,138.0,828.0,5424.0,87948.0,32636.0,1290.0,,33363.0,34098.0,53715.0,121176.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,Toowoomba,164
2015,7591.0,3236.0,1365.0,383.0,12573.0,975.0,453.0,67.0,8.0,1503.0,1096.0,247.0,81.0,10.0,1427.0,1468.0,56.0,521.0,33.0,2289.0,332.0,838.0,437.0,753.0,57.0,978.0,1458.0,1059.0,457.0,28.0,146.0,762.0,140.0,666.0,99.0,12573.0,876.0,495.0,1371.0,1395.0,264.0,93.0,357.0,375.0,471.0,846.0,3064.0,369000.0,669.0,299000.0,,26.0,225.0,51.0,207.0,258.0,14.0,59.0,72.0,16.0,17.0,49.0,25.0,23.0,23.0,31.0,44.0,30.0,82185.0,380.0,29241.0,1113.0,3300.0,1368.0,132.0,884.0,5583.0,88095.0,34574.0,1235.0,1.0,33226.0,33836.0,56145.0,123207.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,Toowoomba,165
2016,7685.0,3311.0,1384.0,355.0,12734.0,1045.0,479.0,83.0,5.0,1606.0,1039.0,291.0,91.0,17.0,1429.0,1469.0,48.0,510.0,33.0,2357.0,344.0,826.0,433.0,741.0,50.0,995.0,1461.0,1102.0,450.0,33.0,146.0,811.0,157.0,674.0,97.0,12734.0,827.0,553.0,1380.0,1382.0,246.0,101.0,347.0,362.0,150.0,512.0,2788.0,372500.0,536.0,307750.0,899388.0,,,50.0,215.0,265.0,19.0,56.0,97.0,23.0,18.0,33.0,30.0,28.0,25.0,36.0,33.0,39.0,83002.0,354.0,28734.0,1152.0,3080.0,1325.0,134.0,695.0,5768.0,87857.0,34923.0,1143.0,4.0,31645.0,33749.0,57800.0,123194.0,40.0,52565.0,6971.0,186.0,5951.0,13489.0,474.0,6808.0,1441127.0,5865.0,261.0,198.0,54.0,4.5,1.6,6.5,1.1,8.6,3.0,9.8,6.3,4.2,0.8,2.8,1.5,4.7,2.6,6.7,11.5,15.1,1.0,4.2,66386.0,317,Toowoomba,166
2017,7842.0,3321.0,1413.0,331.0,12906.0,1078.0,436.0,82.0,10.0,1605.0,1072.0,284.0,69.0,13.0,1435.0,1445.0,47.0,518.0,36.0,2388.0,348.0,816.0,448.0,786.0,53.0,1082.0,1450.0,1077.0,449.0,33.0,152.0,834.0,155.0,691.0,91.0,12906.0,737.0,444.0,1181.0,1187.0,223.0,83.0,306.0,324.0,233.0,557.0,,,,,,,,34.0,211.0,245.0,10.0,73.0,68.0,23.0,17.0,37.0,22.0,24.0,25.0,28.0,40.0,29.0,84365.0,391.0,29109.0,1176.0,2998.0,1312.0,143.0,672.0,5961.0,89145.0,37250.0,1033.0,4.0,30295.0,34184.0,60539.0,125018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,Toowoomba,167
2018,8027.0,3437.0,1347.0,327.0,13137.0,1129.0,467.0,73.0,4.0,1674.0,1063.0,304.0,95.0,7.0,1466.0,1411.0,45.0,533.0,32.0,2382.0,365.0,776.0,444.0,874.0,64.0,1089.0,1468.0,1132.0,504.0,26.0,159.0,872.0,159.0,708.0,83.0,13137.0,934.0,296.0,1230.0,1242.0,280.0,60.0,340.0,353.0,250.0,603.0,,,,,,,,58.0,235.0,289.0,12.0,87.0,67.0,25.0,27.0,43.0,43.0,35.0,30.0,32.0,47.0,19.0,85698.0,399.0,29921.0,1206.0,2985.0,1384.0,142.0,685.0,6023.0,89103.0,39688.0,968.0,5.0,29307.0,35649.0,62497.0,127444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,Toowoomba,168
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,1715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111899.0,5465.0,174.0,25032.0,41812.0,3521.0,444.0,4229237.0,,,,,0.9,0.2,16.1,1.0,8.6,6.2,11.4,5.5,5.0,1.8,3.8,1.2,6.2,3.4,3.8,6.5,10.3,1.3,4.0,300603.0,212,Melbourne - South East,169
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,Melbourne - South East,170
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4179.0,1340.0,5519.0,5528.0,1112.0,244.0,1356.0,1376.0,1016.0,2391.0,,,,,,312.0,1690.0,152.0,676.0,828.0,56.0,239.0,212.0,78.0,59.0,130.0,69.0,106.0,79.0,92.0,113.0,102.0,427005.0,836.0,57776.0,4069.0,9758.0,2209.0,644.0,2257.0,16050.0,426157.0,63567.0,30575.0,228.0,126405.0,151374.0,242721.0,520500.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,Melbourne - South East,171
2014,33975.0,16120.0,5220.0,1566.0,56876.0,,,,,,,,,,,1515.0,43.0,3382.0,213.0,11097.0,3196.0,4120.0,2163.0,5566.0,348.0,3794.0,5464.0,5841.0,2551.0,209.0,646.0,2475.0,567.0,2776.0,913.0,56876.0,5067.0,1872.0,6939.0,6954.0,1352.0,398.0,1749.0,1770.0,915.0,2684.0,10759.0,452500.0,2839.0,365000.0,607326.0,274.0,1752.0,149.0,648.0,797.0,51.0,213.0,184.0,85.0,65.0,127.0,63.0,103.0,54.0,100.0,111.0,89.0,438440.0,931.0,59481.0,4155.0,9689.0,2455.0,665.0,2305.0,16678.0,434655.0,70895.0,28852.0,227.0,132989.0,152814.0,248756.0,534559.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,Melbourne - South East,172
2015,35034.0,16672.0,5186.0,1555.0,58458.0,6436.0,2677.0,208.0,27.0,9355.0,5770.0,1570.0,281.0,54.0,7668.0,1458.0,49.0,3421.0,203.0,11545.0,3347.0,4092.0,2284.0,5732.0,384.0,4011.0,5636.0,5985.0,2664.0,202.0,685.0,2638.0,566.0,2836.0,723.0,58458.0,5723.0,2280.0,8003.0,8038.0,1630.0,473.0,2103.0,2128.0,1295.0,3423.0,11515.0,465000.0,3768.0,405000.0,,292.0,1686.0,128.0,715.0,843.0,49.0,243.0,208.0,73.0,68.0,136.0,71.0,106.0,84.0,107.0,107.0,91.0,449733.0,1012.0,61952.0,4243.0,9979.0,2349.0,653.0,2406.0,17330.0,442762.0,79582.0,26971.0,273.0,135178.0,158966.0,255324.0,549468.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,Melbourne - South East,173
2016,36923.0,17243.0,5387.0,1605.0,61154.0,7254.0,2772.0,267.0,33.0,10322.0,5675.0,1662.0,242.0,48.0,7629.0,1432.0,56.0,3433.0,213.0,12242.0,3465.0,4197.0,2462.0,6215.0,405.0,4172.0,5864.0,6193.0,2820.0,199.0,738.0,2804.0,585.0,2926.0,732.0,61154.0,6643.0,1818.0,8461.0,8480.0,1950.0,392.0,2342.0,2367.0,1361.0,3728.0,11337.0,516000.0,3585.0,410000.0,832977.0,,,140.0,710.0,850.0,48.0,243.0,238.0,64.0,70.0,134.0,90.0,108.0,65.0,102.0,118.0,99.0,464704.0,1016.0,64211.0,4530.0,10321.0,2296.0,637.0,2496.0,18077.0,454067.0,88753.0,25182.0,267.0,144080.0,161981.0,262035.0,568096.0,31.0,56529.0,6558.0,150.0,29806.0,30206.0,7253.0,106.0,2909191.0,394.0,519.0,306.0,129.0,1.1,0.2,11.5,1.0,9.1,4.4,11.0,6.0,5.1,1.6,3.6,1.4,6.4,3.7,3.7,7.0,11.8,1.4,4.0,335693.0,212,Melbourne - South East,174
2017,40179.0,17803.0,5515.0,1699.0,65191.0,8779.0,2842.0,240.0,25.0,11885.0,5878.0,1732.0,287.0,53.0,7943.0,1384.0,56.0,3481.0,212.0,12962.0,3635.0,4212.0,2559.0,7585.0,455.0,4472.0,6169.0,6490.0,3101.0,217.0,779.0,3004.0,636.0,3068.0,708.0,65191.0,7120.0,2507.0,9627.0,9631.0,2151.0,592.0,2743.0,2770.0,1626.0,4396.0,,,,,,,,166.0,679.0,845.0,55.0,251.0,211.0,69.0,68.0,153.0,98.0,91.0,70.0,99.0,113.0,84.0,479029.0,1064.0,66553.0,4877.0,10521.0,2212.0,545.0,2745.0,18691.0,465139.0,99660.0,24170.0,446.0,149060.0,165802.0,271105.0,585967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,Melbourne - South East,175
2018,44673.0,18421.0,5396.0,1631.0,70114.0,11096.0,2733.0,253.0,32.0,14113.0,6925.0,1844.0,297.0,64.0,9133.0,1367.0,65.0,3525.0,225.0,13843.0,3763.0,4299.0,2641.0,9673.0,476.0,4673.0,6382.0,6793.0,3522.0,260.0,848.0,3217.0,649.0,3207.0,689.0,70114.0,7524.0,4349.0,11873.0,11915.0,2413.0,1114.0,3528.0,3564.0,1634.0,5197.0,,,,,,,,137.0,709.0,841.0,35.0,271.0,189.0,79.0,64.0,145.0,77.0,109.0,74.0,111.0,118.0,74.0,494224.0,1110.0,69569.0,5438.0,11100.0,2355.0,616.0,2904.0,18918.0,476263.0,110642.0,22111.0,531.0,154505.0,171722.0,281044.0,607300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,Melbourne - South East,176
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6197634.0,3044.0,1680.0,123.0,638168.0,1355.0,2414.0,2.0,,,,,3.3,3.4,8.2,1.5,9.2,2.8,10.6,6.6,4.8,1.2,1.5,1.5,4.3,2.8,10.8,8.2,12.1,1.1,3.8,105991.0,318,Townsville,177
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,Townsville,178
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.0,495.0,1749.0,1849.0,357.0,100.0,457.0,494.0,455.0,949.0,,,,,,85.0,212.0,90.0,356.0,446.0,34.0,96.0,129.0,39.0,43.0,76.0,59.0,61.0,34.0,35.0,62.0,37.0,114250.0,521.0,46346.0,1761.0,4277.0,1061.0,383.0,994.0,10358.0,129852.0,48069.0,1625.0,5.0,42824.0,58037.0,78317.0,179178.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,Townsville,179
