SA4_MAIN11,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot,SA4_NAME11
303,4030,11740,21714,16516,11370,7983,3441,1393,371,78558,434,647,1181,1333,1379,835,346,192,47,6394,521,767,1760,2927,4296,3877,2315,1050,289,17802,134,138,335,402,575,624,526,360,104,3198,47,93,167,267,424,819,1508,1267,556,5148,14,46,112,125,168,124,108,108,31,836,461,1047,1900,1297,1190,1031,789,743,373,8831,5641,14478,27169,22867,19402,15293,9033,5113,1771,120767,4392,12055,22730,18115,12099,7015,2719,1267,488,80880,296,518,848,1128,1238,888,364,221,72,5573,432,516,1276,2561,5012,5324,3040,1754,682,20597,85,109,229,334,496,688,633,487,224,3285,22,75,178,329,422,1105,1942,1946,1186,7205,12,44,122,140,205,158,177,197,82,1137,440,726,1362,1130,961,930,849,1120,914,8432,5679,14043,26745,23737,20433,16108,9724,6992,3648,127109,8422,23795,44444,34631,23469,14998,6160,2660,859,159438,730,1165,2029,2461,2617,1723,710,413,119,11967,953,1283,3036,5488,9308,9201,5355,2804,971,38399,219,247,564,736,1071,1312,1159,847,328,6483,Brisbane - South
304,3075,7137,9158,9275,7677,6226,3193,1268,345,47354,173,278,454,576,690,444,210,107,22,2954,243,350,616,1150,1728,1638,1110,533,158,7526,48,52,90,109,154,179,173,126,42,973,5,21,48,55,86,190,374,331,169,1279,5,6,24,23,37,25,22,18,4,164,218,413,570,451,476,426,297,322,252,3425,3767,8257,10960,11639,10848,9128,5379,2705,992,63675,3308,7038,9720,10549,8312,5640,2535,1083,416,48601,121,162,319,560,716,554,342,168,79,3021,155,193,408,1054,2192,2702,1706,992,460,9862,36,29,69,85,168,240,231,208,138,1204,6,20,39,60,90,235,514,587,435,1986,3,3,15,31,34,27,25,36,17,191,223,308,433,422,404,399,362,526,756,3833,3852,7753,11003,12761,11916,9797,5715,3600,2301,68698,6383,14175,18878,19824,15989,11866,5728,2351,761,95955,294,440,773,1136,1406,998,552,275,101,5975,398,543,1024,2204,3920,4340,2816,1525,618,17388,84,81,159,194,322,419,404,334,180,2177,Brisbane - West
305,2658,9664,21418,14159,9394,6478,2701,979,249,67700,155,393,958,781,852,553,203,99,30,4024,183,436,1166,1510,2072,1949,1023,429,147,8915,40,79,206,214,297,284,219,130,53,1522,12,62,103,129,198,342,599,582,249,2276,9,31,72,41,31,40,39,58,11,332,409,1198,2591,1487,1129,870,568,436,205,8893,3466,11863,26514,18321,13973,10516,5352,2713,944,93662,3143,11258,21761,14339,9244,5546,2048,916,394,68649,163,337,671,642,760,557,269,169,67,3635,176,350,741,1095,2272,2657,1481,835,413,10020,41,55,114,120,169,295,232,192,136,1354,10,21,78,90,132,362,684,797,628,2802,0,22,57,30,53,34,67,91,40,394,300,876,1795,997,806,721,504,550,516,7065,3833,12919,25217,17313,13436,10172,5285,3550,2194,93919,5801,20922,43179,28498,18638,12024,4749,1895,643,136349,318,730,1629,1423,1612,1110,472,268,97,7659,359,786,1907,2605,4344,4606,2504,1264,560,18935,81,134,320,334,466,579,451,322,189,2876,Brisbane Inner City
306,1863,3357,7618,7908,5654,4627,2416,826,181,34450,555,673,1239,1717,1768,1038,452,141,35,7618,769,1009,2367,3844,5856,4791,2263,714,127,21740,222,195,443,644,966,967,678,283,79,4477,81,69,153,286,564,1213,1777,1215,345,5703,7,30,43,73,100,70,84,72,28,507,596,619,1410,1542,1639,1439,1007,726,271,9249,4093,5952,13273,16014,16547,14145,8677,3977,1066,83744,1987,4063,9882,10113,6483,4035,1846,666,241,39316,418,596,1153,1586,1743,1027,396,141,48,7108,588,749,1872,3356,5881,5227,2406,843,273,21195,154,190,380,504,764,885,626,327,146,3976,32,45,154,240,425,939,1540,1215,572,5162,12,24,49,83,78,91,82,109,41,569,511,612,1233,1306,1309,1158,953,797,485,8364,3702,6279,14723,17188,16683,13362,7849,4098,1806,85690,3850,7420,17500,18021,12137,8662,4262,1492,422,73766,973,1269,2392,3303,3511,2065,848,282,83,14726,1357,1758,4239,7200,11737,10018,4669,1557,400,42935,376,385,823,1148,1730,1852,1304,610,225,8453,Cairns
307,869,1656,3106,2982,1954,1755,1003,387,76,13788,269,287,493,667,552,384,228,92,24,2996,621,781,1635,2729,3998,3231,1478,552,96,15121,166,142,353,548,788,787,504,219,52,3559,38,46,130,240,444,1246,1910,1199,380,5633,3,4,18,19,46,64,52,52,11,269,303,277,528,702,692,698,645,500,182,4527,2269,3193,6263,7887,8474,8165,5820,3001,821,45893,920,1825,4324,4118,2567,1786,934,395,115,16984,195,273,500,740,664,413,231,99,26,3141,377,468,1192,2124,3671,3390,1829,676,200,13927,98,78,229,373,540,598,446,221,92,2675,14,17,71,140,283,855,1487,1100,616,4583,0,7,9,15,22,43,54,38,14,202,242,170,447,574,535,545,611,587,344,4055,1846,2838,6772,8084,8282,7630,5592,3116,1407,45567,1789,3481,7430,7100,4521,3541,1937,782,191,30772,464,560,993,1407,1216,797,459,191,50,6137,998,1249,2827,4853,7669,6621,3307,1228,296,29048,264,220,582,921,1328,1385,950,440,144,6234,Darling Downs - Maranoa
308,1938,3872,7818,6337,3850,2908,1234,524,102,28583,628,729,1310,1533,1350,735,258,118,17,6678,1055,1238,2875,4412,6861,5077,1795,663,95,24071,189,198,560,744,1173,1109,600,312,48,4933,63,68,241,343,583,1478,2205,1149,324,6454,9,21,43,62,51,48,57,27,6,324,606,800,1553,1557,1675,1279,1025,788,277,9560,4488,6926,14400,14988,15543,12634,7174,3581,869,80603,2072,4339,9524,7669,4558,2407,1031,433,140,32173,434,497,1094,1409,1399,604,232,105,27,5801,708,865,1938,3778,6496,5121,2195,847,202,22150,157,156,355,515,909,909,601,301,88,3991,26,35,140,211,346,1056,1854,1359,594,5621,4,4,22,38,43,44,37,39,29,260,450,434,919,1005,1094,900,934,917,582,7235,3851,6330,13992,14625,14845,11041,6884,4001,1662,77231,4010,8211,17342,14006,8408,5315,2265,957,242,60756,1062,1226,2404,2942,2749,1339,490,223,44,12479,1763,2103,4813,8190,13357,10198,3990,1510,297,46221,346,354,915,1259,2082,2018,1201,613,136,8924,Fitzroy
309,5020,11194,21084,19104,13556,12045,7069,3194,953,93219,924,1370,3056,3597,3431,2362,1346,611,163,16860,1438,2281,5456,8619,10741,8563,5649,2180,554,45481,356,363,937,1320,1617,1998,1710,953,306,9560,73,111,268,415,655,1319,2075,1563,631,7110,9,49,79,84,112,87,74,95,23,612,1034,1627,3144,2861,2679,2539,2203,1847,914,18848,8854,16995,34024,36000,32791,28913,20126,10443,3544,191690,5644,12978,25034,22397,15631,10939,5860,2868,989,102340,718,1221,2633,3679,3747,2684,1572,715,204,17173,1180,1844,4167,8055,11748,11345,6990,2999,1046,49374,245,260,626,1057,1591,2201,1839,1249,581,9649,48,70,199,318,620,1408,2163,1959,1169,7954,9,24,58,66,98,71,97,110,46,579,984,1453,2606,2424,2419,2342,2484,2534,1882,19128,8828,17850,35323,37996,35854,30990,21005,12434,5917,206197,10664,24172,46118,41501,29187,22984,12929,6062,1942,195559,1642,2591,5689,7276,7178,5046,2918,1326,367,34033,2618,4125,9623,16674,22489,19908,12639,5179,1600,94855,601,623,1563,2377,3208,4199,3549,2202,887,19209,Gold Coast
310,2846,5762,11453,9330,5726,4129,2071,800,178,42295,656,856,1603,1862,1517,773,317,115,19,7718,1148,1532,3424,5218,7061,5143,2251,757,146,26680,318,313,721,1015,1408,1180,668,312,79,6014,84,118,310,505,871,1747,2445,1331,418,7829,20,30,85,137,241,176,108,55,32,884,729,1061,1974,2058,1728,1289,991,758,302,10890,5801,9672,19570,20125,18552,14437,8851,4128,1174,102310,3258,6574,13700,10923,6248,3621,1705,667,217,46913,595,746,1492,1857,1458,758,354,139,43,7442,883,1223,2651,4960,7427,5849,2603,1054,292,26942,256,216,596,874,1270,1206,690,372,161,5641,49,70,301,501,715,1704,2476,1764,851,8431,12,28,101,194,208,188,123,111,39,1004,533,577,1159,1338,1166,986,1047,927,601,8334,5586,9434,20000,20647,18492,14312,8998,5034,2204,104707,6104,12336,25153,20253,11974,7750,3776,1467,395,89208,1251,1602,3095,3719,2975,1531,671,254,62,15160,2031,2755,6075,10178,14488,10992,4854,1811,438,53622,574,529,1317,1889,2678,2386,1358,684,240,11655,Ipswich
311,3188,6003,11461,9113,5857,4814,2454,840,184,43914,760,1012,1835,2042,1679,995,430,135,22,8910,1344,1714,3671,5777,7220,5763,2547,709,131,28876,335,370,847,1147,1490,1373,766,318,64,6710,87,139,327,513,734,1452,1833,878,283,6246,32,42,100,140,150,123,100,38,20,745,787,797,1367,1447,1417,1246,971,658,278,8968,6533,10077,19608,20179,18547,15766,9101,3576,982,104369,3473,6860,13771,10981,6767,4371,1910,721,195,49049,662,900,1710,2223,1764,993,433,160,49,8894,947,1314,2830,5411,7776,6809,2714,883,258,28942,190,200,606,904,1265,1347,758,355,139,5764,45,84,288,400,662,1470,1736,1151,605,6441,10,34,120,153,166,147,108,86,40,864,620,624,1146,1316,1268,1198,1015,874,506,8567,5947,10016,20471,21388,19668,16335,8674,4230,1792,108521,6661,12863,25232,20094,12624,9185,4364,1561,379,92963,1422,1912,3545,4265,3443,1988,863,295,71,17804,2291,3028,6501,11188,14996,12572,5261,1592,389,57818,525,570,1453,2051,2755,2720,1524,673,203,12474,Logan - Beaudesert
312,1323,2863,6723,5338,3016,2143,954,358,65,22783,497,690,1291,1415,1208,597,188,63,10,5959,863,1168,2540,3953,5836,3953,1369,466,69,20217,175,198,393,598,1022,896,426,175,43,3926,33,32,103,210,478,1133,1560,860,240,4649,3,10,31,27,30,39,46,26,8,220,416,790,1747,1669,1689,1188,687,450,168,8804,3310,5751,12828,13210,13279,9949,5230,2398,603,66558,1518,3442,7810,6301,3453,1813,689,314,104,25444,328,468,948,1176,1177,510,178,79,24,4888,534,719,1718,3094,5150,3749,1528,555,161,17208,130,106,262,359,767,757,444,243,73,3141,9,29,65,130,272,840,1198,990,405,3938,3,8,25,13,31,20,28,22,9,159,256,389,831,751,851,693,593,553,310,5227,2778,5161,11659,11824,11701,8382,4658,2756,1086,60005,2841,6305,14533,11639,6469,3956,1643,672,169,48227,825,1158,2239,2591,2385,1107,366,142,34,10847,1397,1887,4258,7047,10986,7702,2897,1021,230,37425,305,304,655,957,1789,1653,870,418,116,7067,Mackay
313,2059,3276,6108,5824,4063,3654,2388,1127,282,28781,552,640,1136,1420,1205,855,509,221,40,6578,1006,1210,2425,4313,5702,4997,2804,1074,242,23773,277,285,639,826,1116,1180,823,454,131,5731,60,80,201,311,553,1211,1975,1227,435,6053,7,10,35,54,67,37,54,43,13,320,532,623,1098,1202,1120,1063,1030,894,341,7903,4493,6124,11642,13950,13826,12997,9583,5040,1484,79139,2211,3927,7932,7550,4671,3529,2040,943,320,33123,421,595,1133,1585,1273,921,496,209,61,6694,735,912,2117,4066,6258,6095,3420,1403,491,25497,205,206,466,739,1015,1239,890,593,227,5580,41,51,135,229,389,1223,2054,1482,720,6324,0,12,18,37,49,31,42,46,13,248,416,378,795,941,937,929,1074,1149,683,7302,4029,6081,12596,15147,14592,13967,10016,5825,2515,84768,4270,7203,14040,13374,8734,7183,4428,2070,602,61904,973,1235,2269,3005,2478,1776,1005,430,101,13272,1741,2122,4542,8379,11960,11092,6224,2477,733,49270,482,491,1105,1565,2131,2419,1713,1047,358,11311,Moreton Bay - North
314,1954,3644,7359,8220,5242,3403,1524,492,117,31955,315,418,893,1233,1171,573,228,75,16,4922,454,663,1466,2780,3741,3377,1576,368,77,14502,118,125,262,359,439,541,326,145,47,2362,17,42,83,124,152,501,882,449,172,2422,4,13,23,29,21,15,21,14,4,144,215,233,478,560,535,438,333,268,109,3169,3077,5138,10564,13305,11301,8848,4890,1811,542,59476,2178,3867,8917,9414,5522,2835,1126,401,132,34392,260,343,761,1157,1042,548,260,84,23,4478,391,510,1070,2615,4322,4237,1768,561,202,15676,84,84,180,272,405,587,362,212,87,2273,8,16,53,75,132,573,928,608,363,2756,0,7,16,16,13,27,20,16,7,122,187,184,373,465,463,403,339,394,299,3107,3108,5011,11370,14014,11899,9210,4803,2276,1113,62804,4132,7511,16276,17634,10764,6238,2650,893,249,66347,575,761,1654,2390,2213,1121,488,159,39,9400,845,1173,2536,5395,8063,7614,3344,929,279,30178,202,209,442,631,844,1128,688,357,134,4635,Moreton Bay - South
315,616,1404,2897,2098,1337,974,430,142,18,9916,227,312,517,544,449,256,80,23,4,2412,500,639,1404,1970,2405,1538,578,137,21,9192,143,126,298,385,517,410,212,70,20,2181,71,69,167,250,528,919,869,409,103,3385,7,7,22,21,40,63,67,54,10,291,338,559,1149,994,801,634,408,233,57,5173,1902,3116,6454,6262,6077,4794,2644,1068,233,32550,671,1656,3642,2639,1591,799,304,114,37,11453,179,276,546,602,466,190,85,21,3,2368,329,482,1037,1424,2031,1367,503,155,51,7379,73,98,174,235,339,280,128,59,14,1400,50,52,108,149,283,671,667,399,131,2510,3,3,6,14,25,44,44,39,15,193,223,248,569,525,536,401,283,221,62,3068,1528,2815,6082,5588,5271,3752,2014,1008,313,28371,1287,3060,6539,4737,2928,1773,734,256,55,21369,406,588,1063,1146,915,446,165,44,7,4780,829,1121,2441,3394,4436,2905,1081,292,72,16571,216,224,472,620,856,690,340,129,34,3581,Queensland - Outback
316,2672,4697,9024,10464,8185,8157,5473,2618,683,51973,550,796,1334,2009,2203,1582,885,423,112,9894,964,1233,2689,5037,7604,6557,4305,1811,473,30673,232,196,437,725,1123,1282,1242,762,183,6182,34,55,123,232,418,966,1903,1514,568,5813,6,18,26,43,59,37,39,33,11,272,481,511,962,1293,1398,1257,1256,1164,625,8947,4939,7506,14595,19803,20990,19838,15103,8325,2655,113754,2998,5273,11324,13594,10153,7630,4614,2154,777,58517,448,577,1246,2097,2531,1822,1107,528,144,10500,698,902,2106,4704,8438,8675,5530,2384,818,34255,129,146,359,563,1048,1433,1317,872,385,6252,34,37,88,158,311,950,1923,1807,1023,6331,7,6,30,31,39,26,36,43,13,231,420,318,716,1070,1133,1157,1447,1585,1207,9053,4734,7259,15869,22217,23653,21693,15974,9373,4367,125139,5670,9970,20348,24058,18338,15787,10087,4772,1460,110490,998,1373,2580,4106,4734,3404,1992,951,256,20394,1662,2135,4795,9741,16042,15232,9835,4195,1291,64928,361,342,796,1288,2171,2715,2559,1634,568,12434,Sunshine Coast
317,1461,3027,5319,4360,2983,2291,1238,583,151,21413,290,323,587,667,607,378,206,76,21,3155,561,688,1524,2369,3725,2955,1403,588,135,13948,140,128,313,430,556,489,379,205,73,2713,34,45,137,221,340,858,1456,936,288,4315,8,15,34,54,65,57,28,31,4,296,244,292,571,601,583,519,503,494,250,4057,2738,4518,8485,8702,8859,7547,5213,2913,922,49897,1711,3553,6220,5430,3702,2183,1177,567,207,24750,232,288,501,777,651,449,238,158,45,3339,403,511,1182,2330,4011,3640,1960,898,256,15191,83,100,217,308,472,528,405,282,105,2500,25,44,92,141,237,757,1420,1259,585,4560,5,3,45,43,38,38,29,24,13,238,247,232,449,425,486,533,582,787,626,4367,2706,4731,8706,9454,9597,8128,5811,3975,1837,54945,3172,6580,11539,9790,6685,4474,2415,1150,358,46163,522,611,1088,1444,1258,827,444,234,66,6494,964,1199,2706,4699,7736,6595,3363,1486,391,29139,223,228,530,738,1028,1017,784,487,178,5213,Toowoomba
318,2534,5308,8786,7255,4526,3356,1629,579,123,34096,582,815,1367,1538,1445,773,274,116,17,6927,922,1147,2543,3885,5711,4683,1955,678,123,21647,247,200,504,695,993,965,624,275,70,4573,49,73,173,320,560,1209,1828,1151,335,5698,7,12,34,44,59,62,65,36,21,340,578,829,1470,1432,1436,1117,809,661,248,8580,4919,8384,14877,15169,14730,12165,7184,3496,937,81861,2878,6098,10658,8792,5173,2790,1264,524,167,38344,404,545,1140,1492,1439,725,282,124,39,6190,586,794,1935,3457,5877,5182,2377,993,275,21476,145,132,343,501,790,859,626,332,106,3834,40,29,149,200,396,1043,1583,1377,652,5469,5,15,14,40,53,38,54,45,24,288,454,564,997,1078,1033,835,819,822,551,7153,4512,8177,15236,15560,14761,11472,7005,4217,1814,82754,5412,11406,19444,16047,9699,6146,2893,1103,290,72440,986,1360,2507,3030,2884,1498,556,240,56,13117,1508,1941,4478,7342,11588,9865,4332,1671,398,43123,392,332,847,1196,1783,1824,1250,607,176,8407,Townsville
319,1970,3172,5777,5666,4165,4393,3331,1328,314,30116,607,618,1087,1460,1501,1164,765,320,62,7584,1152,1253,2897,5409,8241,7892,4744,1525,309,33422,305,288,753,1109,1788,2109,1626,765,173,8916,89,87,307,502,904,2492,4191,2565,718,11855,8,19,47,60,80,103,108,77,12,514,518,540,1005,1288,1470,1551,1829,1500,604,10305,4649,5977,11873,15494,18149,19704,16594,8080,2192,102712,2102,3758,7766,7981,5650,4278,2699,1096,338,35668,515,597,1182,1702,1780,1242,760,301,63,8142,903,1066,2625,5309,8974,9271,5052,1769,457,35426,209,215,634,953,1496,2049,1612,803,296,8267,40,61,190,333,586,2078,3511,2519,1130,10448,3,12,25,52,58,61,74,64,27,376,389,336,688,983,1170,1402,1871,1729,1066,9634,4161,6045,13110,17313,19714,20381,15579,8281,3377,107961,4072,6930,13543,13647,9815,8671,6030,2424,652,65784,1122,1215,2269,3162,3281,2406,1525,621,125,15726,2055,2319,5522,10718,17215,17163,9796,3294,766,68848,514,503,1387,2062,3284,4158,3238,1568,469,17183,Wide Bay
397,0,18,28,13,3,9,6,4,3,84,0,4,0,6,6,4,0,0,0,20,4,10,11,11,18,12,7,5,0,78,3,0,3,3,3,0,3,0,0,15,0,3,0,0,0,7,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,8,6,16,7,4,4,0,48,7,38,50,39,46,39,20,16,3,258,0,10,8,13,13,5,4,5,0,58,0,3,3,0,4,3,3,3,0,19,0,0,0,0,10,10,9,8,0,37,0,0,0,3,0,3,3,0,0,9,0,0,0,0,0,4,6,3,3,16,0,0,0,0,0,0,0,3,0,3,0,3,3,3,3,7,9,3,3,34,0,16,14,19,30,32,34,25,6,176,0,28,36,26,16,14,10,9,3,142,0,7,3,6,10,7,3,3,0,39,4,10,11,11,28,22,16,13,0,115,3,0,3,6,3,3,6,0,0,24,Migratory - Offshore - Shipping (Qld)
399,52,279,599,326,249,359,181,45,5,2095,23,53,99,86,76,111,50,8,3,509,58,73,163,226,313,460,281,51,3,1628,25,16,53,55,71,151,113,22,0,506,11,16,39,31,50,125,161,26,6,465,0,6,14,11,4,5,3,6,3,52,70,128,252,232,219,228,141,42,3,1315,239,571,1219,967,982,1439,930,200,23,6570,72,365,593,290,245,304,111,17,5,2002,24,36,58,50,78,106,39,4,0,395,37,49,81,114,233,451,189,28,8,1190,16,15,28,21,55,127,62,5,0,329,8,5,13,18,23,98,89,14,3,271,0,0,0,0,4,0,5,0,0,9,50,75,109,94,92,120,58,25,11,634,207,545,882,587,730,1206,553,93,27,4830,124,644,1192,616,494,663,292,62,10,4097,47,89,157,136,154,217,89,12,3,904,95,122,244,340,546,911,470,79,11,2818,41,31,81,76,126,278,175,27,0,835,Special Purpose Codes SA4 (Qld)
401,2710,8612,13219,12701,10912,9297,4686,2079,737,64953,515,977,1609,2839,3901,2860,1273,549,184,14707,385,450,1052,1507,2325,2199,1833,826,277,10854,92,102,240,306,508,569,569,450,179,3015,35,33,105,119,226,658,1366,1583,623,4748,11,20,48,38,53,65,136,162,47,580,377,727,1215,1051,1115,943,795,763,459,7445,4125,10921,17488,18561,19040,16591,10658,6412,2506,106302,3084,9465,14511,14701,12352,8690,3903,2029,982,69717,334,567,1113,2450,4219,3622,1599,849,372,15125,211,283,718,1109,2030,3240,2694,1423,787,12495,76,59,144,202,401,648,754,661,459,3404,28,30,86,106,207,726,1732,2029,1357,6301,3,21,41,56,58,80,207,322,114,902,279,480,814,787,853,884,927,1230,1247,7501,4015,10905,17427,19411,20120,17890,11816,8543,5318,115445,5794,18077,27730,27402,23264,17987,8589,4108,1719,134670,849,1544,2722,5289,8120,6482,2872,1398,556,29832,596,733,1770,2616,4355,5439,4527,2249,1064,23349,168,161,384,508,909,1217,1323,1111,638,6419,Adelaide - Central and Hills
402,2870,7820,15133,12447,8203,6303,3259,1809,387,58231,1541,2701,5265,6623,7371,4464,1676,675,105,30421,1285,1876,3983,4398,5902,5083,3327,1336,263,27453,413,414,1048,1177,1737,1587,1257,775,225,8633,119,141,518,559,937,1927,2403,1755,648,9007,40,35,190,252,328,254,209,149,61,1518,777,967,1842,1813,1773,1453,1358,1327,531,11841,7045,13954,27979,27269,26251,21071,13489,7826,2220,147104,3401,8811,17519,13938,9102,5507,2928,1620,440,63266,1055,1875,4016,6177,7537,4672,1706,769,147,27954,887,1470,3238,3969,6057,6570,3961,1633,489,28274,276,347,837,911,1583,1886,1656,1045,496,9037,91,130,420,489,858,2038,2739,2365,1305,10435,23,54,218,352,375,304,250,282,95,1953,641,700,1333,1471,1519,1531,1675,1859,1088,11817,6374,13387,27581,27307,27031,22508,14915,9573,4060,152736,6271,16631,32652,26385,17305,11810,6187,3429,827,121497,2596,4576,9281,12800,14908,9136,3382,1444,252,58375,2172,3346,7221,8367,11959,11653,7288,2969,752,55727,689,761,1885,2088,3320,3473,2913,1820,721,17670,Adelaide - North
403,2733,7246,12946,12799,10351,8728,4448,2276,725,62252,1049,1899,3696,4792,5925,4650,1864,808,209,24892,747,1129,2497,2903,4116,4539,3149,1508,428,21016,205,235,558,579,1022,1117,998,801,338,5853,46,87,187,231,474,1019,1457,1361,679,5541,12,21,55,64,87,92,82,56,28,497,419,534,1037,1052,1290,1142,949,1111,595,8129,5211,11151,20976,22420,23265,21287,12947,7921,3002,128180,3288,8403,15575,14926,11829,7893,3913,2207,875,68909,632,1220,2774,4253,6456,5364,2038,1025,383,24145,535,764,1834,2482,4243,6174,4076,2216,882,23206,166,150,385,450,851,1187,1350,1146,697,6382,48,41,146,192,350,977,1573,1933,1573,6833,3,16,48,63,105,104,101,118,53,611,372,469,797,902,1049,1171,1228,1660,1441,9089,5044,11063,21559,23268,24883,22870,14279,10305,5904,139175,6021,15649,28521,27725,22180,16621,8361,4483,1600,131161,1681,3119,6470,9045,12381,10014,3902,1833,592,49037,1282,1893,4331,5385,8359,10713,7225,3724,1310,44222,371,385,943,1029,1873,2304,2348,1947,1035,12235,Adelaide - South
