sa4_code_2011,sa4_name_2011,year,p_0_14_yrs_pc,p_15_24_yrs_pc,p_25_34_yrs_pc,p_35_44_yrs_pc,p_45_54_yrs_pc,p_55_64_yrs_pc,p_65_74_yrs_pc,p_75_84_yrs_pc,p_85_yrs_plus_pc,m_0_4_yrs,m_5_9_yrs,m_10_14_yrs,m_15_19_yrs,m_20_24_yrs,m_25_29_yrs,m_30_34_yrs,m_35_39_yrs,m_40_44_yrs,m_45_49_yrs,m_50_54_yrs,m_55_59_yrs,m_60_64_yrs,m_65_69_yrs,m_70_74_yrs,m_75_79_yrs,m_80_84_yrs,m_85_yrs_and_over,m_tot,f_0_4_yrs,f_5_9_yrs,f_10_14_yrs,f_15_19_yrs,f_20_24_yrs,f_25_29_yrs,f_30_34_yrs,f_35_39_yrs,f_40_44_yrs,f_45_49_yrs,f_50_54_yrs,f_55_59_yrs,f_60_64_yrs,f_65_69_yrs,f_70_74_yrs,f_75_79_yrs,f_80_84_yrs,f_85_yrs_and_over,f_tot,p_0_4_yrs,p_5_9_yrs,p_10_14_yrs,p_15_19_yrs,p_20_24_yrs,p_25_29_yrs,p_30_34_yrs,p_35_39_yrs,p_40_44_yrs,p_45_49_yrs,p_50_54_yrs,p_55_59_yrs,p_60_64_yrs,p_65_69_yrs,p_70_74_yrs,p_75_79_yrs,p_80_84_yrs,p_85_yrs_and_over,p_tot,p_tot_wrk_age_pop_pc,m_med_age,f_med_age,p_med_age,prop_indig_ppl_pc,bd_births,bd_tot_fert_rate,bd_deaths,bd_stnd_dth_rate,pop_density,rime_net_migrtn,rime_arrivals,rime_departures,obp_oceania_antar_pc,obp_nw_europe_pc,obp_sth_east_europe_pc,obp_nrth_afric_mid_east_pc,obp_se_asia_pc,obp_ne_asia_pc,obp_sth_cntrl_asia_pc,obp_america_pc,obp_sub_saharan_africa_pc,obp_tot_pc,spk_lang_oth_eng_pc,enrl_preschl_prog_4_yrs,enrl_preschl_prog_5_yrs,enrl_preschl_prog_tot,enrl_preschl_prog_preschl,enrl_preschl_prog_preschl_daycare,enrl_preschl_prog_1_more_type,att_preschl_15_hrs_less,att_preschl_15_hrs_more,psq_pop_15_yrs_plus_pc,psq_postgrad_deg_pc,psq_grad_dip_cert_pc,psq_bach_deg_pc,psq_adv_dip_dip_pc,psq_cert_pc,psq_inad_desc_ns_pc,oep_manager_pc,oep_prof_pc,oep_tech_trade_wrk_pc,oep_comm_pers_serv_wrk_pc,oep_cler_admin_wrk_pc,oep_sal_wrk_pc,oep_mach_oper_driv_pc,oep_lab_pc,oep_inad_desc_ns_pc,mtw_1_meth_train_or_tram,mtw_1_meth_bus,mtw_1_meth_car,mtw_1_meth_motorbike_or_scooter,mtw_1_meth_bicycle,mtw_1_meth_oth,mtw_1_meth_walk_ono,mtw_1_meth_tot,mtw_more_1_meth_tot,mtw_oth_wrk_home,mtw_oth_emp_not_go_to_wrk,mtw_oth_wrk_meth_ns,mtw_tot_empl,hhold_type_lone_pers,hhold_type_group,hhold_type_fam,hhold_type_tot,hhold_avg_size,fam_type_cpl_chld_u15_dep_stu,fam_type_cpl_non_dep_chld,fam_type_cpl_wo_chld,fam_type_opf_chld_u15_dep_stu,fam_type_opf_non_dep_chld,fam_type_oth_fam,fam_type_tot,fam_avg_size,disable_p_liv_priv_dwell,disable_p_liv_priv_dwell_pc,uw_volunt_wrk_org_grp_pc,uw_care_own_chld_wo_pay_pc,uw_care_oth_chld_wo_pay_pc,uw_care_own_oth_chld_wo_pay_pc,uw_prov_care_hpl_assist_oth_pc,internet_access_broadband_pc,internet_access_dial_up_pc,internet_access_other_pc,internet_access_tot_connected_pc
120,Sydney - Inner West,2010,15.8,12.6,18.8,16.3,13.4,10.3,6.4,4.4,1.9,9131,6895,6274,7004,10830,13562,12237,11668,9967,9410,8327,7107,6488,4719,3734,3089,2295,1649,134386,8675,6521,5995,6536,10223,13218,12622,12436,10717,10329,8774,7969,6759,4916,4238,3626,3113,3462,140129,17806,13416,12269,13540,21053,26780,24859,24104,20684,19739,17101,15076,13247,9635,7972,6715,5408,5111,274515,71.5,36,38,37,,,,,,4256.1,-2000.0,20243.0,22243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Sydney - North Sydney and Hornsby,2014,17.9,12.2,14.6,15.3,13.9,11.0,8.2,4.4,2.4,12574,12936,12486,12427,12805,13917,15245,15107,15556,13843,13843,11793,9945,9472,6848,4833,3423,3296,200349,12205,12328,11771,12145,13062,14653,16674,15963,16841,15127,14673,12481,11281,10266,7513,5567,4547,6539,213636,24779,25264,24257,24572,25867,28570,31919,31070,32397,28970,28516,24274,21226,19738,14361,10400,7970,9835,413985,67.0,38,39,39,,4660.0,1.5,2256.0,4.2,1504.9,-957.0,23025.0,23982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Sydney - North Sydney and Hornsby,2013,18.0,12.1,14.6,15.5,14.0,11.0,8.1,4.4,2.4,12605,12688,12287,12057,12569,13706,15018,14998,15406,13767,13618,11502,9966,9245,6389,4627,3405,3160,197013,12201,12059,11613,11863,12665,14488,16231,15844,16709,15022,14457,12163,11130,9969,7168,5302,4679,6418,209981,24806,24747,23900,23920,25234,28194,31249,30842,32115,28789,28075,23665,21096,19214,13557,9929,8084,9578,406994,67.1,38,39,39,,4807.0,1.6,2232.0,4.3,1479.5,-1567.0,21696.0,23263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Sydney - North Sydney and Hornsby,2012,18.0,12.0,14.7,15.6,14.0,11.1,7.8,4.5,2.3,12510,12460,11943,11864,12284,13703,14819,15036,15027,13758,13366,11226,10049,8815,6210,4447,3415,3074,194006,12053,11771,11362,11663,12318,14472,15884,15790,16433,14934,14050,12079,11052,9483,6843,5261,4774,6270,206492,24563,24231,23305,23527,24602,28175,30703,30826,31460,28692,27416,23305,21101,18298,13053,9708,8189,9344,400498,67.4,38,39,39,,4897.0,,2243.0,,1455.9,-2158.0,22019.0,24177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Sydney - North Sydney and Hornsby,2011,17.9,12.0,14.8,15.5,14.1,11.3,7.5,4.5,2.3,12413,12195,11623,11561,12309,13916,14672,15021,14581,13871,13073,10889,10400,8305,6005,4307,3444,2982,191567,11831,11416,11188,11382,12313,14398,15654,15925,15869,14965,13659,12010,11293,8794,6535,5248,4828,6279,203587,24244,23611,22811,22943,24622,28314,30326,30946,30450,28836,26732,22899,21693,17099,12540,9555,8272,9261,395154,67.8,37,39,38,0.2,4853.0,,2322.0,,1436.5,-1820.0,22201.0,24021.0,2.9,9.0,2.4,1.6,3.6,9.1,2.8,2.3,2.6,41.1,23.6,,,,,,,,,71.9,11.0,2.9,28.7,10.6,9.3,9.4,18.7,38.8,6.9,7.1,14.6,7.6,1.4,3.2,1.8,25862.0,15883.0,88960.0,1217.0,1646.0,3828.0,10992.0,148388.0,12405.0,11961.0,16616.0,1773.0,191143.0,33927.0,5511.0,98937.0,138375.0,2.6,42638.0,7088.0,37938.0,6972.0,4201.0,1803.0,100640.0,3.0,,,22.8,21.2,6.7,0.9,10.5,79.0,2.0,3.2,84.3
121,Sydney - North Sydney and Hornsby,2010,17.9,12.1,15.2,15.4,14.1,11.4,7.2,4.6,2.3,12487,11814,11334,11403,12432,14290,14601,14950,13890,13906,12529,10709,10343,7909,5704,4293,3392,2854,188840,11931,11067,11052,10933,12315,14879,15380,16023,15244,15075,13385,11980,11254,8276,6233,5202,4891,6203,201323,24418,22881,22386,22336,24747,29169,29981,30973,29134,28981,25914,22689,21597,16185,11937,9495,8283,9057,390163,68.1,37,39,38,,,,,,1418.3,-507.0,22895.0,23402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Sydney - Northern Beaches,2014,19.6,11.0,12.7,15.8,14.0,11.0,8.5,4.9,2.5,9201,9160,8164,7440,7496,7601,9062,9783,10716,9210,8964,7416,6746,6156,4681,3344,2444,2346,129930,8575,8924,7561,7082,7062,7655,9146,10173,11049,9619,9000,7798,6893,6498,5074,3863,3295,4216,133483,17776,18084,15725,14522,14558,15256,18208,19956,21765,18829,17964,15214,13639,12654,9755,7207,5739,6562,263413,64.5,39,40,39,,3148.0,1.8,1761.0,4.7,1036.9,687.0,11183.0,10496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Sydney - Northern Beaches,2013,19.6,10.9,12.8,16.0,13.9,10.9,8.4,4.9,2.5,9247,8938,7908,7332,7293,7534,8958,9773,10595,9095,8759,7331,6559,6077,4413,3235,2430,2280,127757,8608,8647,7434,6822,6899,7528,9038,10216,10947,9421,8781,7629,6801,6448,4702,3737,3336,4149,131143,17855,17585,15342,14154,14192,15062,17996,19989,21542,18516,17540,14960,13360,12525,9115,6972,5766,6429,258900,64.6,39,40,39,,3409.0,1.9,1692.0,4.8,1019.1,-188.0,10434.0,10622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Sydney - Northern Beaches,2012,19.5,11.0,12.9,16.2,14.0,10.9,8.2,4.9,2.5,9187,8742,7651,7304,7163,7508,8871,9964,10255,9198,8560,7174,6478,5789,4350,3097,2384,2229,125904,8641,8251,7243,6686,6774,7585,8916,10326,10711,9358,8583,7469,6704,6201,4524,3657,3383,4110,129122,17828,16993,14894,13990,13937,15093,17787,20290,20966,18556,17143,14643,13182,11990,8874,6754,5767,6339,255026,64.9,38,40,39,,3398.0,,1689.0,,1003.9,-260.0,10648.0,10908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Sydney - Northern Beaches,2011,19.3,11.0,13.2,16.2,14.0,11.0,7.9,4.9,2.5,9075,8406,7500,7183,7169,7761,8785,10150,9812,9344,8143,7090,6650,5492,4154,2950,2397,2232,124293,8719,7924,7040,6546,6799,7642,8929,10516,10262,9360,8303,7369,6698,5873,4335,3659,3336,4093,127403,17794,16330,14540,13729,13968,15403,17714,20666,20074,18704,16446,14459,13348,11365,8489,6609,5733,6325,251696,65.4,38,40,39,0.4,3444.0,,1712.0,,990.8,-120.0,10697.0,10817.0,2.9,12.2,2.8,0.9,1.7,2.2,0.9,2.6,1.6,32.2,13.4,,,,,,,,,66.8,5.6,2.1,20.5,12.0,16.3,10.3,17.3,28.1,11.9,8.8,15.0,9.3,2.9,5.1,1.6,218.0,12472.0,71930.0,1245.0,1177.0,4269.0,4183.0,95494.0,5652.0,7918.0,11046.0,1524.0,121634.0,19284.0,3215.0,63048.0,85547.0,2.6,27135.0,5036.0,23760.0,4643.0,3107.0,802.0,64483.0,3.1,,,20.1,22.8,7.8,1.1,10.7,75.6,2.5,3.5,81.5
122,Sydney - Northern Beaches,2010,19.2,11.2,13.5,16.1,14.0,11.0,7.7,4.9,2.5,8961,8162,7404,7135,7165,7971,8681,10262,9354,9341,7739,6979,6537,5245,3917,2916,2383,2110,122262,8574,7623,6970,6703,6851,7934,8830,10548,9696,9499,8077,7166,6728,5656,4193,3601,3305,4034,125988,17535,15785,14374,13838,14016,15905,17511,20810,19050,18840,15816,14145,13265,10901,8110,6517,5688,6144,248250,65.7,38,40,39,,,,,,977.2,70.0,10678.0,10608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Sydney - Outer South West,2014,21.6,14.7,14.2,13.8,13.2,11.5,6.9,3.0,1.2,9571,9710,9224,9652,9583,8964,8918,8469,8858,8273,8300,7700,6815,5485,3359,2191,1273,1055,127400,9163,9145,8865,9167,9311,9270,9288,8966,9316,8520,8913,8049,7042,5446,3421,2452,1686,1914,129934,18734,18855,18089,18819,18894,18234,18206,17435,18174,16793,17213,15749,13857,10931,6780,4643,2959,2969,257334,67.4,34,35,35,,3405.0,2.0,1236.0,5.9,201.3,1485.0,13612.0,12127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Sydney - Outer South West,2013,21.8,14.8,14.1,13.9,13.4,11.4,6.5,2.9,1.1,9474,9547,9128,9708,9343,8795,8659,8350,8592,8214,8276,7503,6614,5173,3089,2025,1235,944,124669,9150,8941,8812,9231,9133,9072,9019,8909,9140,8517,8878,7833,6762,5103,3130,2299,1723,1804,127456,18624,18488,17940,18939,18476,17867,17678,17259,17732,16731,17154,15336,13376,10276,6219,4324,2958,2748,252125,67.6,34,35,34,,3715.0,2.1,1269.0,6.3,197.2,205.0,11998.0,11793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Sydney - Outer South West,2012,22.0,15.0,14.0,13.9,13.7,11.3,6.1,2.8,1.1,9392,9402,9072,9716,9227,8737,8319,8338,8407,8192,8228,7334,6461,4734,2893,1919,1116,884,122371,8976,8904,8755,9222,9018,8983,8696,8922,8862,8655,8715,7650,6570,4601,2979,2173,1712,1778,125171,18368,18306,17827,18938,18245,17720,17015,17260,17269,16847,16943,14984,13031,9335,5872,4092,2828,2662,247542,68.0,33,35,34,,3611.0,,1205.0,,193.6,5.0,11882.0,11877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Sydney - Outer South West,2011,22.3,15.1,14.0,14.0,13.8,11.3,5.7,2.7,1.0,9401,9162,9205,9694,9107,8618,8085,8444,8133,8215,8089,7284,6410,4225,2682,1753,1093,809,120409,8958,8849,8828,9131,8940,8849,8453,8990,8661,8727,8631,7497,6376,4122,2879,2050,1695,1706,123342,18359,18011,18033,18825,18047,17467,16538,17434,16794,16942,16720,14781,12786,8347,5561,3803,2788,2515,243751,68.2,33,35,34,2.8,3725.0,,1239.0,,190.6,728.0,12061.0,11333.0,4.1,5.7,2.4,1.4,3.2,0.8,2.9,1.4,1.1,27.9,18.3,,,,,,,,,51.7,2.2,1.0,8.9,7.6,21.7,10.4,10.2,15.4,15.4,10.0,17.5,9.6,10.3,9.9,1.8,7555.0,833.0,76074.0,449.0,181.0,2411.0,1514.0,89017.0,5916.0,2981.0,10476.0,1768.0,110158.0,13189.0,1559.0,61217.0,75965.0,3.0,25312.0,6944.0,18486.0,8235.0,3917.0,858.0,63752.0,3.2,,,13.5,22.5,8.0,1.0,11.7,69.9,3.0,3.7,76.6
123,Sydney - Outer South West,2010,22.7,15.4,13.8,14.1,13.9,11.1,5.4,2.6,1.0,9373,9053,9342,9695,9301,8551,7890,8505,7987,8253,7891,7154,6190,3905,2541,1633,1073,744,119081,9187,8712,8992,9194,8910,8478,8438,9149,8403,8940,8370,7308,6018,3803,2753,1997,1633,1622,121907,18560,17765,18334,18889,18211,17029,16328,17654,16390,17193,16261,14462,12208,7708,5294,3630,2706,2366,240988,68.3,33,34,34,,,,,,188.5,-379.0,11284.0,11663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Sydney - Outer West and Blue Mountains,2014,20.2,14.1,13.9,13.5,13.4,12.1,7.9,3.4,1.5,10993,10727,10363,10759,11571,11080,10241,9942,10712,9847,10245,9660,8690,7412,4632,2878,1790,1506,153048,10336,10347,9791,10355,10862,10898,10744,10034,11233,10363,10981,10184,8967,7495,4949,3446,2472,3000,156457,21329,21074,20154,21114,22433,21978,20985,19976,21945,20210,21226,19844,17657,14907,9581,6324,4262,4506,309505,67.0,35,38,36,,3843.0,2.0,1806.0,6.0,77.9,1244.0,17469.0,16225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Sydney - Outer West and Blue Mountains,2013,20.5,14.2,13.7,13.7,13.6,12.1,7.5,3.4,1.4,11052,10578,10373,10813,11350,10759,10014,9915,10573,9769,10274,9458,8628,7000,4285,2703,1785,1395,150724,10479,10097,9862,10414,10657,10695,10400,10052,11230,10285,11024,9938,8766,7070,4655,3277,2479,2897,154277,21531,20675,20235,21227,22007,21454,20414,19967,21803,20054,21298,19396,17394,14070,8940,5980,4264,4292,305001,67.2,35,37,36,,4301.0,2.1,1736.0,6.0,76.7,215.0,15897.0,15682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Sydney - Outer West and Blue Mountains,2012,20.6,14.3,13.7,13.8,13.7,12.0,7.1,3.3,1.4,10825,10540,10331,10841,11285,10588,9810,10000,10419,9781,10201,9401,8533,6424,4064,2577,1772,1346,148738,10428,9960,9916,10410,10553,10559,10141,10243,10968,10328,11064,9709,8504,6542,4373,3237,2448,2788,152171,21253,20500,20247,21251,21838,21147,19951,20243,21387,20109,21265,19110,17037,12966,8437,5814,4220,4134,300909,67.6,35,37,36,,4162.0,,1700.0,,75.7,-609.0,15759.0,16368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Sydney - Outer West and Blue Mountains,2011,20.8,14.5,13.6,13.9,14.0,12.0,6.6,3.3,1.3,10718,10428,10519,10897,11143,10431,9763,10175,10151,9907,10181,9438,8412,5778,3806,2495,1730,1249,147221,10410,9955,9988,10480,10552,10438,10032,10473,10628,10582,10931,9520,8395,5907,4114,3160,2479,2732,150776,21128,20383,20507,21377,21695,20869,19795,20648,20779,20489,21112,18958,16807,11685,7920,5655,4209,3981,297997,68.0,35,37,36,2.7,4327.0,,1680.0,,75.0,-686.0,15300.0,15986.0,2.5,7.1,2.5,1.0,1.9,0.6,1.5,0.9,0.7,23.6,10.9,,,,,,,,,54.5,2.6,1.4,10.1,8.1,21.9,10.4,10.6,17.8,15.1,10.2,17.5,9.3,8.9,8.9,1.8,7860.0,868.0,95141.0,676.0,539.0,3250.0,2873.0,111207.0,6298.0,5147.0,14434.0,2154.0,139240.0,21433.0,2605.0,75233.0,99271.0,2.8,29628.0,7812.0,24770.0,9559.0,4874.0,1024.0,77667.0,3.1,,,15.3,21.8,8.4,1.2,11.6,70.5,2.6,3.5,76.5
124,Sydney - Outer West and Blue Mountains,2010,21.1,14.7,13.7,14.0,14.0,11.7,6.2,3.3,1.3,10940,10319,10531,11040,11205,10511,9747,10523,9859,10177,9954,9206,8060,5331,3624,2445,1674,1170,146316,10621,9874,10085,10486,10684,10435,10017,10829,10346,10810,10618,9376,8040,5445,3966,3029,2485,2637,149783,21561,20193,20616,21526,21889,20946,19764,21352,20205,20987,20572,18582,16100,10776,7590,5474,4159,3807,296099,68.2,34,36,35,,,,,,74.5,-1045.0,14835.0,15880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Sydney - Parramatta,2014,19.8,13.3,19.3,14.2,11.9,9.7,6.5,3.7,1.7,18478,14583,12705,13813,17024,21777,22354,17604,15112,13299,13424,11805,9618,8257,6093,4477,3124,2706,226253,17154,13792,11650,12661,15816,21122,20748,15975,14790,13315,13140,12031,9905,8278,6271,4869,3900,4894,220311,35632,28375,24355,26474,32840,42899,43102,33579,29902,26614,26564,23836,19523,16535,12364,9346,7024,7600,446564,68.4,33,34,34,,7392.0,2.1,2412.0,5.4,2762.8,-3986.0,28729.0,32715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Sydney - Parramatta,2013,19.8,13.5,19.2,14.2,12.0,9.6,6.4,3.7,1.7,17983,14084,12512,13719,16961,21527,21436,16927,14857,13284,13168,11380,9295,8050,5785,4358,3028,2522,220876,16832,13264,11559,12441,15686,20951,19733,15525,14605,13207,12810,11736,9390,7953,6015,4751,4033,4744,215235,34815,27348,24071,26160,32647,42478,41169,32452,29462,26491,25978,23116,18685,16003,11800,9109,7061,7266,436111,68.5,33,34,34,,7816.0,2.2,2427.0,5.6,2698.1,-3071.0,27091.0,30162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Sydney - Parramatta,2012,19.6,13.7,19.0,14.2,12.2,9.6,6.3,3.8,1.6,17006,13577,12389,13466,16851,21311,20161,16410,14471,13290,12750,10962,9186,7646,5542,4254,2985,2329,214586,15979,12679,11586,12136,15660,20612,18525,15153,14197,13144,12542,11202,9219,7493,5842,4705,4040,4645,209359,32985,26256,23975,25602,32511,41923,38686,31563,28668,26434,25292,22164,18405,15139,11384,8959,7025,6974,423945,68.7,33,34,34,,7612.0,,2311.0,,2622.9,-3296.0,26033.0,29329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Sydney - Parramatta,2011,19.4,14.1,18.8,14.2,12.4,9.6,6.1,3.9,1.6,15843,13094,12356,13267,17325,21086,19206,15879,14037,13457,12347,10467,9245,7150,5471,4143,2986,2109,209468,15180,12249,11552,11909,15959,20169,17425,14910,13743,13147,12277,10726,9118,7068,5710,4623,4183,4470,204418,31023,25343,23908,25176,33284,41255,36631,30789,27780,26604,24624,21193,18363,14218,11181,8766,7169,6579,413886,69.0,33,34,34,0.8,7563.0,,2320.0,,2560.6,-3369.0,25359.0,28728.0,3.0,2.5,3.5,7.9,6.4,9.9,10.7,1.1,1.1,52.4,54.5,,,,,,,,,56.3,5.9,1.2,15.4,8.6,13.1,12.2,10.3,23.0,13.4,8.3,17.1,8.8,7.4,9.4,2.4,21676.0,5147.0,100240.0,678.0,649.0,3045.0,5078.0,136513.0,11260.0,3998.0,12303.0,2970.0,167044.0,26775.0,4695.0,97443.0,128913.0,2.9,42648.0,9398.0,31297.0,9995.0,6508.0,2357.0,102203.0,3.2,,,12.0,19.8,5.6,0.5,10.8,68.5,2.4,3.1,73.9
125,Sydney - Parramatta,2010,19.4,14.6,18.3,14.1,12.5,9.5,6.1,3.9,1.5,15471,12717,12405,13380,17375,20390,18259,15616,13656,13611,12185,10205,9159,6998,5378,4016,2964,1995,205780,14617,11849,11645,12417,16346,19526,16317,14893,13274,13122,11973,10348,8997,6854,5574,4645,4166,4285,200848,30088,24566,24050,25797,33721,39916,34576,30509,26930,26733,24158,20553,18156,13852,10952,8661,7130,6280,406628,69.1,33,34,34,,,,,,2515.7,-3231.0,25641.0,28872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Sydney - Ryde,2014,16.8,14.4,15.6,13.9,13.2,11.3,7.6,4.9,2.5,5347,5229,4996,6016,7540,7099,6756,5998,5995,5718,5851,5173,4497,3719,2739,2149,1666,1541,88029,5233,4768,4579,4864,7424,7152,6957,6305,6599,6068,6121,5734,4830,4058,3076,2746,2269,2940,91723,10580,9997,9575,10880,14964,14251,13713,12303,12594,11786,11972,10907,9327,7777,5815,4895,3935,4481,179752,68.3,36,39,37,,2030.0,1.6,1164.0,4.6,2591.4,-478.0,12472.0,12950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Sydney - Ryde,2013,16.8,14.5,15.4,14.0,13.4,11.2,7.4,4.9,2.5,5314,5075,5049,5835,7407,6897,6558,5950,5961,5815,5726,5139,4413,3543,2669,2111,1674,1488,86624,5190,4714,4449,4884,7449,6961,6752,6234,6617,6047,6072,5553,4674,3900,2966,2687,2281,2925,90355,10504,9789,9498,10719,14856,13858,13310,12184,12578,11862,11798,10692,9087,7443,5635,4798,3955,4413,176979,68.3,36,39,37,,2211.0,1.6,1070.0,4.6,2551.4,-274.0,12346.0,12620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Sydney - Ryde,2012,16.7,14.8,15.1,14.1,13.6,11.0,7.3,5.0,2.5,5217,4915,4969,5785,7420,6745,6329,5956,5889,5916,5642,4999,4337,3349,2645,2120,1651,1439,85323,4985,4577,4385,5024,7535,6792,6459,6205,6487,6123,5984,5378,4518,3725,2949,2613,2351,2870,88960,10202,9492,9354,10809,14955,13537,12788,12161,12376,12039,11626,10377,8855,7074,5594,4733,4002,4309,174283,68.6,36,39,38,,2102.0,,1109.0,,2512.5,-576.0,11673.0,12249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Sydney - Ryde,2011,16.7,14.8,14.8,14.1,13.9,11.0,7.1,5.1,2.5,5090,4767,4992,5601,7248,6645,6085,5946,5691,6051,5585,4891,4343,3123,2566,2119,1704,1385,83832,4818,4534,4361,5088,7474,6568,6102,6216,6237,6222,5930,5210,4490,3473,2980,2549,2410,2856,87518,9908,9301,9353,10689,14722,13213,12187,12162,11928,12273,11515,10101,8833,6596,5546,4668,4114,4241,171350,68.6,36,39,38,0.3,1956.0,,1134.0,,2470.2,-973.0,11573.0,12546.0,1.9,4.6,3.5,2.5,4.8,15.9,4.6,1.4,1.0,44.2,38.5,,,,,,,,,66.0,9.8,2.3,23.7,10.0,11.2,8.9,14.8,34.2,9.5,7.5,16.5,8.2,2.6,4.9,1.9,8974.0,6127.0,43952.0,500.0,477.0,1262.0,2649.0,63941.0,4153.0,3349.0,6914.0,859.0,79216.0,13538.0,2558.0,41956.0,58052.0,2.7,18124.0,4048.0,14777.0,3057.0,2301.0,872.0,43179.0,3.1,,,20.1,19.8,6.3,0.7,11.1,76.5,2.2,2.6,81.2
126,Sydney - Ryde,2010,16.8,14.9,14.6,14.1,14.0,10.9,7.0,5.2,2.4,5050,4704,4991,5709,7185,6644,5783,5886,5591,6100,5524,4838,4263,3018,2516,2075,1701,1311,82889,4806,4477,4474,5201,7178,6514,5859,6265,6137,6239,5881,5056,4359,3339,2931,2554,2411,2759,86440,9856,9181,9465,10910,14363,13158,11642,12151,11728,12339,11405,9894,8622,6357,5447,4629,4112,4070,169329,68.6,36,39,38,,,,,,2441.1,-1537.0,10978.0,12515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Sydney - South West,2014,21.0,15.0,14.7,13.6,13.5,10.8,6.7,3.6,1.2,14204,14299,14157,15079,15513,14351,14272,12660,13536,12977,13694,11722,9344,7645,5616,3917,2575,1777,197338,13566,13685,13418,14043,14785,15139,14461,13512,14407,13322,13544,12300,9659,7431,5770,4314,3359,3094,199809,27770,27984,27575,29122,30298,29490,28733,26172,27943,26299,27238,24022,19003,15076,11386,8231,5934,4871,397147,67.6,34,35,35,,5215.0,2.0,1947.0,5.4,745.8,-1137.0,17802.0,18939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
