SA4_MAIN11,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW_,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW_,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW_,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW_,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW_,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW_,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW_,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW_,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW_,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW_,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW_,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW_,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW_,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW_,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW_,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW_,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW_,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW_,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW_,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW_,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW_,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW_,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW_,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW_,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW_,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW_,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW_,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW_,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo,SA4_NAME11
199,108,35,11,4,150,79,387,200,78,11,10,259,142,700,347,208,48,29,478,389,1499,273,153,44,34,420,447,1371,193,138,40,32,347,469,1219,134,152,48,43,288,296,961,70,100,43,38,216,157,624,13,13,6,7,63,44,146,3,0,0,0,28,19,50,1341,877,251,197,2249,2042,6957,126,47,10,6,109,75,373,177,99,34,27,190,85,612,307,231,88,90,250,193,1159,121,146,65,83,152,164,731,131,170,65,53,131,122,672,107,173,85,77,174,105,721,43,66,38,35,95,69,346,5,6,7,6,31,40,95,3,3,0,0,38,29,73,1020,941,392,377,1170,882,4782,234,82,21,10,259,154,760,377,177,45,37,449,227,1312,654,439,136,119,728,582,2658,394,299,109,117,572,611,2102,324,308,105,85,478,591,1891,241,325,133,120,462,401,1682,113,166,81,73,311,226,970,18,19,13,13,94,84,241,6,3,0,0,Special Purpose Codes SA4 (NSW)
201,2094,366,45,25,2138,628,5296,1853,774,117,58,1521,335,4658,2735,2264,470,208,1462,490,7629,2724,3059,833,395,1527,558,9096,2812,3249,831,433,1956,668,9949,2213,2672,1019,562,2413,712,9591,857,1356,849,714,1867,743,6386,353,536,355,395,1138,688,3465,103,101,72,57,445,249,1027,15744,14377,4591,2847,14467,5071,57097,2283,610,78,48,1517,528,5064,1678,1278,337,306,788,251,4638,1375,2549,1302,1845,710,370,8151,853,2928,2289,2676,716,447,9909,998,3515,2625,1868,1028,532,10566,782,2795,2239,2121,1405,615,9957,363,1077,1232,1766,1412,834,6684,294,539,523,733,1339,899,4327,190,226,130,127,904,478,2055,8816,15517,10755,11490,9819,4954,61351,4377,976,123,73,3655,1156,10360,3531,2052,454,364,2309,586,9296,4110,4813,1772,2053,2172,860,15780,3577,5987,3122,3071,2243,1005,19005,3810,6764,3456,2301,2984,1200,20515,2995,5467,3258,2683,3818,1327,19548,1220,2433,2081,2480,3279,1577,13070,647,1075,878,1128,2477,1587,7792,293,327,202,184,Ballarat
202,2040,328,37,18,1926,546,4895,1723,668,102,50,1407,321,4271,2496,2125,458,149,1378,571,7177,2509,2966,795,397,1373,642,8682,2646,3294,877,356,1756,620,9549,2209,2907,1018,537,2064,634,9369,847,1438,874,717,1659,699,6234,357,602,386,392,1094,672,3503,99,153,74,77,444,293,1140,14926,14481,4621,2693,13101,4998,54820,2275,559,68,48,1414,454,4818,1478,1293,308,258,722,226,4285,1189,2411,1293,1827,572,348,7640,768,2878,2143,2525,602,411,9327,934,3698,2566,1863,870,488,10419,804,2744,2279,2077,1189,555,9648,303,1082,1289,1768,1283,704,6429,281,583,535,722,1290,915,4326,164,223,138,129,927,575,2156,8196,15471,10619,11217,8869,4676,59048,4315,887,105,66,3340,1000,9713,3201,1961,410,308,2129,547,8556,3685,4536,1751,1976,1950,919,14817,3277,5844,2938,2922,1975,1053,18009,3580,6992,3443,2219,2626,1108,19968,3013,5651,3297,2614,3253,1189,19017,1150,2520,2163,2485,2942,1403,12663,638,1185,921,1114,2384,1587,7829,263,376,212,206,Bendigo
203,3521,500,44,28,3521,967,8581,3092,1077,161,66,2785,582,7763,5322,3973,728,324,2886,1013,14246,5223,5611,1431,570,2724,1151,16710,4822,5658,1382,560,3160,1082,16664,3793,4672,1533,703,3601,933,15235,1538,2501,1375,1032,2741,1024,10211,683,1140,731,713,1957,995,6219,176,222,155,145,954,376,2028,28170,25354,7540,4141,24329,8123,97657,3713,783,105,48,2612,745,8006,2987,1945,434,319,1533,345,7563,3038,4739,2253,2962,1334,628,14954,1615,5224,4110,4911,1243,730,17833,1811,6047,4454,3143,1645,865,17965,1381,4646,3859,3278,2140,875,16179,598,1970,2374,2778,2258,1156,11134,517,1159,1059,1283,2420,1418,7856,323,418,269,270,2001,695,3976,15983,26931,18917,18992,17186,7457,105466,7234,1283,149,76,6133,1712,16587,6079,3022,595,385,4318,927,15326,8360,8712,2981,3286,4220,1641,29200,6838,10835,5541,5481,3967,1881,34543,6633,11705,5836,3703,4805,1947,34629,5174,9318,5392,3981,5741,1808,31414,2136,4471,3749,3810,4999,2180,21345,1200,2299,1790,1996,4377,2413,14075,499,640,424,415,Geelong
204,2382,387,45,19,2356,627,5816,1665,701,107,54,1462,284,4273,2670,2149,471,226,1462,502,7480,2786,3318,882,427,1571,628,9612,3229,3784,1110,472,2067,699,11361,2826,3462,1118,665,2620,827,11518,1186,1893,1010,789,2160,785,7823,480,695,500,452,1354,731,4212,109,155,74,90,574,249,1251,17333,16544,5317,3194,15626,5332,63346,2431,626,96,47,1573,491,5264,1146,1045,316,286,586,187,3566,1204,2405,1374,2024,580,360,7947,828,3211,2543,2752,683,431,10448,1213,4313,3002,1953,1064,516,12061,898,3251,2725,2374,1373,654,11275,418,1330,1672,2066,1495,830,7811,322,676,645,894,1436,972,4945,188,234,117,124,1206,483,2352,8648,17091,12490,12520,9996,4924,65669,4813,1013,141,66,3929,1118,11080,2811,1746,423,340,2048,471,7839,3874,4554,1845,2250,2042,862,15427,3614,6529,3425,3179,2254,1059,20060,4442,8097,4112,2425,3131,1215,23422,3724,6713,3843,3039,3993,1481,22793,1604,3223,2682,2855,3655,1615,15634,802,1371,1145,1346,2790,1703,9157,297,389,191,214,Hume
205,3537,611,67,43,3389,1026,8673,2489,1101,166,107,2332,608,6803,4148,3745,888,410,2471,1199,12861,4245,4869,1419,714,2574,1184,15005,4726,5625,1596,800,3503,1181,17431,4128,5264,1948,1215,4295,1367,18217,1843,3073,1805,1504,3564,1494,13283,705,1260,818,823,2251,1280,7137,205,257,146,116,817,463,2004,26026,25805,8853,5732,25196,9802,101414,3705,999,151,89,2388,905,8237,2024,1843,566,573,1148,385,6539,1810,3781,2317,3704,1061,691,13364,1172,4522,3824,4558,1155,822,16053,1551,5981,4701,3535,1757,936,18461,1392,5035,4515,4151,2439,1149,18681,631,2176,2737,3522,2664,1475,13205,503,1087,1073,1455,2375,1663,8156,280,387,233,245,1817,770,3732,13068,25811,20117,21832,16804,8796,106428,7242,1610,218,132,5777,1931,16910,4513,2944,732,680,3480,993,13342,5958,7526,3205,4114,3532,1890,26225,5417,9391,5243,5272,3729,2006,31058,6277,11606,6297,4335,5260,2117,35892,5520,10299,6463,5366,6734,2516,36898,2474,5249,4542,5026,6228,2969,26488,1208,2347,1891,2278,4626,2943,15293,485,644,379,361,Latrobe - Gippsland
206,4045,656,64,40,4326,1379,10510,9700,3740,375,179,7864,2901,24759,27557,14784,1740,574,12524,6466,63645,15070,12482,2278,781,6681,3772,41064,8872,8890,1881,690,5598,2711,28642,5944,6308,1531,566,5245,2201,21795,2674,3110,1168,585,3970,1785,13292,1207,1542,702,440,3040,1365,8296,334,350,163,119,1230,590,2786,75403,51862,9902,3974,50478,23170,214789,4803,1173,129,51,3717,1193,11066,11928,6274,798,320,6477,2327,28124,25101,20422,4104,3351,7675,4981,65634,8819,12560,6265,6400,3396,2864,40304,4834,10222,5314,3201,3090,2103,28764,3414,7965,4282,2443,2935,1819,22858,1394,3514,2633,2046,3021,1701,14309,1006,1802,1332,1140,3238,1759,10277,506,554,315,251,2315,1144,5085,61805,64486,25172,19203,35864,19891,226421,8848,1829,193,91,8043,2572,21576,21628,10014,1173,499,14341,5228,52883,52658,35206,5844,3925,20199,11447,129279,23889,25042,8543,7181,10077,6636,81368,13706,19112,7195,3891,8688,4814,57406,9358,14273,5813,3009,8180,4020,44653,4068,6624,3801,2631,6991,3486,27601,2213,3344,2034,1580,6278,3124,18573,840,904,478,370,Melbourne - Inner
207,5111,550,29,15,5015,1004,11724,5529,1568,190,76,5534,951,13848,8518,4927,685,225,5635,1407,21397,7693,7181,1493,499,3538,984,21388,7673,7816,1778,561,3867,1100,22795,5532,5957,1554,577,3638,903,18161,2776,3895,1652,868,2891,934,13016,1318,2000,1106,738,2485,1128,8775,348,481,276,212,1242,641,3200,44498,34375,8763,3771,33845,9052,134304,5508,905,58,27,4023,823,11344,5818,2474,302,92,3997,667,13350,6455,6077,1948,2094,3525,1020,21119,2963,6966,5450,6247,2003,870,24499,2665,8610,6385,4431,2142,949,25182,2101,6814,5075,3461,2178,861,20490,1140,3472,3731,3243,2314,1110,15010,984,2056,1911,1822,2886,1570,11229,548,775,489,441,2780,1398,6431,28182,38149,25349,21858,25848,9268,148654,10619,1455,87,42,9038,1827,23068,11347,4042,492,168,9531,1618,27198,14973,11004,2633,2319,9160,2427,42516,10656,14147,6943,6746,5541,1854,45887,10338,16426,8163,4992,6009,2049,47977,7633,12771,6629,4038,5816,1764,38651,3916,7367,5383,4111,5205,2044,28026,2302,4056,3017,2560,5371,2698,20004,896,1256,765,653,Melbourne - Inner East
208,4873,446,46,24,4684,1194,11267,5099,1347,156,63,4798,901,12364,9640,5791,844,260,5625,1608,23768,10242,9309,1859,625,4239,1491,27765,8927,8743,1810,550,4356,1438,25824,6313,6495,1622,613,4470,1213,20726,2761,3459,1445,700,3332,1110,12807,1153,1890,1018,683,2659,1204,8607,429,532,276,227,1699,691,3854,49437,38012,9076,3745,35862,10850,146982,5086,739,96,27,3587,906,10441,5299,2149,357,137,3320,652,11914,6974,7664,2666,2753,3101,1271,24429,3945,9691,6583,7282,1964,1324,30789,3370,10062,6724,4142,2169,1180,27647,2642,7818,4998,3110,2508,1151,22227,1229,3542,3175,2728,2593,1352,14619,1073,2108,1878,1712,3322,1841,11934,762,931,517,419,3503,1493,7625,30380,44704,26994,22310,26067,11170,161625,9959,1185,142,51,8271,2100,21708,10398,3496,513,200,8118,1553,24278,16614,13455,3510,3013,8726,2879,48197,14187,19000,8442,7907,6203,2815,58554,12297,18805,8534,4692,6525,2618,53471,8955,14313,6620,3723,6978,2364,42953,3990,7001,4620,3428,5925,2462,27426,2226,3998,2896,2395,5981,3045,20541,1191,1463,793,646,Melbourne - Inner South
209,5386,777,72,41,6415,1607,14298,5816,1761,244,110,7145,1268,16344,11166,7320,1307,473,8930,2293,31489,10257,9960,2258,929,6992,1974,32370,8622,8785,2163,809,6632,1787,28798,5906,6637,1905,911,6414,1535,23308,2406,3456,1766,1118,4221,1417,14384,1038,1547,889,693,2827,1336,8330,258,300,158,135,1138,564,2553,50855,40543,10762,5219,50714,13781,171874,6057,1291,174,60,4788,1384,13754,5941,3176,576,429,4615,903,15640,6881,9251,4066,4830,5052,1818,31898,3493,9714,7051,8381,3591,1642,33872,3119,9928,7203,5090,3854,1546,30740,2268,7099,5416,4519,3894,1562,24758,1127,2956,3158,3241,3349,1642,15473,889,1652,1406,1417,3334,1715,10413,378,463,311,232,2237,1107,4728,30153,45530,29361,28199,34714,13319,181276,11443,2068,246,101,11203,2991,28052,11757,4937,820,539,11760,2171,31984,18047,16571,5373,5303,13982,4111,63387,13750,19674,9309,9310,10583,3616,66242,11741,18713,9366,5899,10486,3333,59538,8174,13736,7321,5430,10308,3097,48066,3533,6412,4924,4359,7570,3059,29857,1927,3199,2295,2110,6161,3051,18743,636,763,469,367,Melbourne - North East
210,3736,666,84,19,5368,1529,11402,3492,1118,164,65,5480,1061,11380,7133,4798,859,365,7255,1676,22086,6826,6172,1415,685,6126,1514,22738,5809,5791,1491,631,5943,1467,21132,3736,4077,1231,662,4836,1227,15769,1626,2357,1152,851,3577,1155,10718,766,1079,611,580,2363,1143,6542,197,191,115,102,805,376,1786,33321,26249,7122,3960,41753,11148,123553,4094,1092,174,52,4194,1285,10891,3557,2137,533,420,3163,776,10586,4031,5936,2771,3788,4128,1485,22139,2249,6467,4615,5756,3510,1496,24093,1990,6530,4625,3984,3417,1391,21937,1431,4376,3448,3256,3193,1229,16933,778,1992,2015,2452,2841,1418,11496,699,1198,993,1076,2676,1405,8047,282,337,178,154,1382,706,3039,19111,30065,19352,20938,28504,11191,129161,7830,1758,258,71,9562,2814,22293,7049,3255,697,485,8643,1837,21966,11164,10734,3630,4153,11383,3161,44225,9075,12639,6030,6441,9636,3010,46831,7799,12321,6116,4615,9360,2858,43069,5167,8453,4679,3918,8029,2456,32702,2404,4349,3167,3303,6418,2573,22214,1465,2277,1604,1656,5039,2548,14589,479,528,293,256,Melbourne - North West
211,7321,874,63,27,7056,1540,16881,6723,1739,225,124,6407,796,16014,11380,7775,1400,486,6520,1295,28856,11312,11609,2647,1098,5465,1529,33660,11023,11771,2613,960,6144,1561,34072,8041,9281,2575,1107,6266,1427,28697,3025,4804,2557,1545,4434,1427,17792,1072,1810,1171,927,2748,1364,9092,266,380,221,176,1246,588,2877,60163,50043,13472,6450,46286,11527,187941,8044,1428,149,45,5392,1261,16319,6661,3109,591,414,3692,621,15088,6590,9124,4088,5215,3267,1007,29291,3637,11044,8351,9373,2493,1234,36132,3490,12822,9337,6237,2987,1283,36156,2769,9879,7569,5803,3544,1393,30957,1225,3887,4348,4356,3395,1696,18907,863,1887,1719,1761,3333,1884,11447,487,600,392,292,2853,1215,5839,33766,53780,36544,33496,30956,11594,200136,15365,2302,212,72,12448,2801,33200,13384,4848,816,538,10099,1417,31102,17970,16899,5488,5701,9787,2302,58147,14949,22653,10998,10471,7958,2763,69792,14513,24593,11950,7197,9131,2844,70228,10810,19160,10144,6910,9810,2820,59654,4250,8691,6905,5901,7829,3123,36699,1935,3697,2890,2688,6081,3248,20539,753,980,613,468,Melbourne - Outer East
212,8621,1533,145,78,10840,2785,24002,8910,3127,435,221,11576,2084,26353,16194,10925,2041,876,15457,3363,48856,14179,13697,3156,1368,11621,2832,46853,12232,12480,3043,1196,11370,2694,43015,8643,9096,2554,1335,9417,2269,33314,3668,5169,2581,1678,6512,2159,21767,1556,2321,1365,1096,4364,1882,12584,357,425,242,189,1685,635,3533,74360,58773,15562,8037,82842,20703,260277,8991,2356,323,141,7983,2254,22048,8419,4764,1125,879,7234,1476,23897,9265,12674,6272,8060,8865,2779,47915,4886,13403,9898,11195,7035,2586,49003,4512,13804,9537,7040,6550,2398,43841,3434,9522,7427,6199,6120,2263,34965,1698,4493,4551,4835,5312,2409,23298,1250,2343,1927,2133,5090,2442,15185,519,622,346,306,3575,1242,6610,42974,63981,41406,40788,57764,19849,266762,17612,3889,468,219,18823,5039,46050,17329,7891,1560,1100,18810,3560,50250,25459,23599,8313,8936,24322,6142,96771,19065,27100,13054,12563,18656,5418,95856,16744,26284,12580,8236,17920,5092,86856,12077,18618,9981,7534,15537,4532,68279,5366,9662,7132,6513,11824,4568,45065,2806,4664,3292,3229,9454,4324,27769,876,1047,588,495,Melbourne - South East
213,6830,1342,152,86,9112,2723,20245,7363,2809,361,244,9792,2524,23093,16806,12393,2272,927,15349,5199,52946,14340,13930,3303,1500,11846,4162,49081,10679,11127,2629,1203,10501,3281,39420,6794,7489,2156,1108,9576,2704,29827,2592,3326,1603,1211,5484,2079,16295,967,1272,746,637,3087,1459,8168,228,252,125,121,1109,549,2384,66599,53940,13347,7037,75856,24680,241459,7415,2135,345,139,6763,2462,19259,7016,4491,1205,923,6079,1819,21533,9757,14831,6869,8626,9097,3867,53047,5300,13703,9310,10977,7270,3238,49798,4054,12018,8048,6649,6458,2784,40011,2956,7435,5702,5421,6176,2439,30129,1266,2921,2705,3048,4340,2207,16487,963,1625,1153,1225,3792,1946,10704,424,411,258,219,2213,887,4412,39151,59570,35595,37227,52188,21649,245380,14245,3477,497,225,15875,5185,39504,14379,7300,1566,1167,15871,4343,44626,26563,27224,9141,9553,24446,9066,105993,19640,27633,12613,12477,19116,7400,98879,14733,23145,10677,7852,16959,6065,79431,9750,14924,7858,6529,15752,5143,59956,3858,6247,4308,4259,9824,4286,32782,1930,2897,1899,1862,6879,3405,18872,652,663,383,340,Melbourne - West
214,3588,462,36,24,3951,1073,9134,3060,940,112,69,3293,541,8015,5438,3775,707,328,3137,933,14318,5842,6030,1366,582,3153,1181,18154,5532,5993,1397,537,3541,1192,18192,4179,4924,1408,695,3770,1117,16093,1976,3168,1618,1038,3151,1273,12224,762,1379,927,720,2198,1318,7304,225,302,194,181,892,573,2367,30602,26973,7765,4174,27086,9201,105801,3852,743,87,62,2852,915,8511,2865,1736,394,353,1718,481,7547,2888,4740,2262,3058,1408,770,15126,1881,5881,4415,5052,1415,1038,19682,1977,6708,4690,3058,1722,1006,19161,1715,5512,4020,3117,2380,1086,17830,836,2679,2932,2989,2708,1551,13695,614,1227,1251,1405,2403,1832,8732,339,424,239,235,1676,1208,4121,16967,29650,20290,19329,18282,9887,114405,7440,1205,123,86,6803,1988,17645,5925,2676,506,422,5011,1022,15562,8326,8515,2969,3386,4545,1703,29444,7723,11911,5781,5634,4568,2219,37836,7509,12701,6087,3595,5263,2198,37353,5894,10436,5428,3812,6150,2203,33923,2812,5847,4550,4027,5859,2824,25919,1376,2606,2178,2125,4601,3150,16036,564,726,433,416,Mornington Peninsula
215,2031,402,46,23,1940,679,5121,1401,680,123,78,1268,336,3886,2428,1936,434,215,1547,617,7177,2520,2693,766,385,1696,731,8791,2978,3105,893,407,2287,839,10509,2377,2680,870,566,2709,811,10013,1069,1460,842,688,2125,834,7018,497,687,471,485,1485,806,4431,133,139,98,94,597,317,1378,15434,13782,4543,2941,15654,5970,58324,2098,613,96,56,1350,587,4800,949,1066,332,323,640,242,3552,952,2115,1235,1971,746,443,7462,643,2461,2236,2618,859,489,9306,856,3299,2595,2001,1152,547,10450,691,2402,2228,2235,1402,654,9612,338,1098,1394,2000,1530,813,7173,347,694,704,939,1593,1048,5325,186,276,148,194,1294,502,2600,7060,14024,10968,12337,10566,5325,60280,4129,1015,142,79,3290,1266,9921,2350,1746,455,401,1908,578,7438,3380,4051,1669,2186,2293,1060,14639,3163,5154,3002,3003,2555,1220,18097,3834,6404,3488,2408,3439,1386,20959,3068,5082,3098,2801,4111,1465,19625,1407,2558,2236,2688,3655,1647,14191,844,1381,1175,1424,3078,1854,9756,319,415,246,288,North West
216,1702,307,35,13,1816,592,4465,1152,494,78,57,1088,298,3167,1990,1717,340,170,1436,523,6176,2278,2433,624,290,1608,655,7888,2575,2545,661,305,1918,625,8629,1938,2161,689,430,2056,590,7864,910,1257,678,574,1808,720,5947,381,577,336,309,1158,657,3418,86,132,65,62,474,242,1061,13012,11623,3506,2210,13362,4902,48615,1841,488,73,40,1225,518,4185,929,901,276,258,585,227,3176,888,1898,1141,1571,772,412,6682,566,2356,1960,2117,700,488,8187,725,2975,2183,1463,901,438,8685,600,2183,1859,1699,1183,510,8034,278,905,1110,1493,1301,703,5790,243,524,519,649,1240,841,4016,152,179,90,107,971,405,1904,6222,12409,9211,9397,8878,4542,50659,3543,795,108,53,3041,1110,8650,2081,1395,354,315,1673,525,6343,2878,3615,1481,1741,2208,935,12858,2844,4789,2584,2407,2308,1143,16075,3300,5520,2844,1768,2819,1063,17314,2538,4344,2548,2129,3239,1100,15898,1188,2162,1788,2067,3109,1423,11737,624,1101,855,958,2398,1498,7434,238,311,155,169,Shepparton
217,1833,324,36,14,1721,535,4463,1226,550,102,42,1045,199,3164,2017,1761,375,189,1155,376,5873,2178,2454,694,312,1251,432,7321,2380,2796,759,355,1751,534,8575,2019,2430,782,434,2065,583,8313,826,1224,666,546,1596,601,5459,348,520,361,345,1005,637,3216,97,119,74,69,425,233,1017,12924,12178,3849,2306,12014,4130,47401,1878,459,83,44,1204,398,4066,938,835,235,256,501,150,2915,827,1790,1088,1652,480,259,6096,571,2155,1964,2226,513,350,7779,724,2886,2300,1738,789,413,8850,577,2152,1953,1898,1067,498,8145,304,839,1154,1556,1147,653,5653,253,548,547,690,1149,843,4030,142,220,126,148,932,462,2030,6214,11884,9450,10208,7782,4026,49564,3711,783,119,58,2925,933,8529,2164,1385,337,298,1546,349,6079,2844,3551,1463,1841,1635,635,11969,2749,4609,2658,2538,1764,782,15100,3104,5682,3059,2093,2540,947,17425,2596,4582,2735,2332,3132,1081,16458,1130,2063,1820,2102,2743,1254,11112,601,1068,908,1035,2154,1480,7246,239,339,200,217,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,3,0,0,3,0,6,3,3,0,0,4,0,10,0,0,0,0,9,3,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,23,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,3,0,0,3,0,6,3,3,0,0,4,0,10,0,0,0,0,9,3,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
