SA4_MAIN11,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot,SA4_NAME11
204,52,43,90,119,134,104,69,21,6,638,2362,2423,5168,7459,9364,6095,1131,153,28,34183,124,206,505,780,1136,1495,1056,339,53,5694,0,25,66,81,66,44,11,3,0,296,460,664,1445,1925,2273,1410,202,14,0,8393,9,38,86,152,222,118,23,0,0,648,406,713,1130,1414,1416,933,180,13,3,6208,84,164,353,514,546,380,78,7,3,2129,1413,773,1178,1480,1684,1152,229,26,3,7938,1297,665,836,875,989,757,148,11,3,5581,66,142,439,715,1014,810,187,10,0,3383,40,53,119,135,159,101,28,0,0,635,20,87,212,297,300,167,38,3,0,1124,68,76,133,177,212,144,40,7,0,857,55,123,414,624,614,545,134,21,0,2530,43,135,292,413,547,404,80,3,3,1920,281,615,1144,1593,1762,1111,143,9,0,6658,104,242,915,1188,1750,1284,160,7,0,5650,124,472,1285,2045,2865,2031,263,18,3,9106,93,115,141,192,202,133,23,4,0,903,Hume
205,91,66,131,190,194,155,78,24,13,942,3630,4307,8239,10851,13254,8831,1527,222,33,50894,239,432,1096,1464,1771,2045,1216,426,63,8752,7,86,321,389,552,353,27,3,0,1738,488,827,1659,2237,2459,1541,254,23,0,9488,58,175,508,712,1145,697,86,6,0,3387,697,1462,2564,2525,2475,1669,234,21,3,11650,136,236,613,738,822,587,117,12,3,3264,2200,1467,1973,2333,2496,1688,292,28,3,12480,1932,1013,1062,1105,1255,968,186,12,0,7533,62,152,478,871,1189,1042,267,28,0,4089,72,102,174,175,189,143,33,0,0,888,37,160,387,483,394,253,50,14,3,1781,62,118,212,253,280,231,71,15,0,1242,85,308,759,842,891,805,216,17,0,3923,114,186,406,599,738,611,107,7,0,2768,76,359,1311,1660,1786,1208,148,10,0,6558,152,390,1449,1971,2694,1929,257,17,3,8862,167,896,1995,2780,4108,2973,401,12,0,13332,134,135,251,285,310,226,57,6,0,1404,Latrobe - Gippsland
206,104,328,868,492,357,238,91,36,6,2520,3461,16632,50867,29480,20723,12292,2287,240,37,136019,14,56,188,109,116,94,77,16,11,681,0,60,343,237,145,74,15,3,3,880,232,1001,4937,3860,2852,1547,381,49,9,14868,25,230,1175,699,315,152,31,3,0,2630,215,1418,4482,3021,1996,1135,261,24,3,12555,83,814,3760,2809,1750,1084,274,30,3,10607,1578,4969,7380,3873,2572,1635,453,65,15,22540,2032,5624,7440,2813,1556,909,193,33,8,20608,60,563,2608,2158,1824,1044,213,25,3,8498,142,904,4232,2803,1516,697,125,9,0,10428,80,1464,8400,5237,2462,1063,275,47,14,19042,69,480,1809,1038,683,516,176,48,6,4825,189,3341,18841,10675,5786,3539,972,84,12,43439,142,1197,4196,2223,1378,870,224,28,0,10258,45,788,5492,4156,3438,1901,284,21,0,16125,316,1861,7946,5472,5500,4006,645,44,0,25790,200,2617,10730,6816,5645,3850,866,103,11,30838,297,1305,3048,1865,1145,608,172,31,0,8471,Melbourne - Inner
207,82,184,286,303,360,243,89,30,14,1591,4054,8629,15766,17147,18788,11633,2480,255,34,78786,14,24,52,67,76,75,58,17,0,383,3,13,72,105,143,96,12,3,0,447,316,624,1856,2655,2981,1766,496,60,3,10757,19,92,362,396,273,138,29,0,0,1309,216,947,1771,2134,1906,1166,377,36,6,8559,102,495,1583,2158,2127,1199,321,34,3,8022,2157,3819,3179,2874,2928,1786,531,80,3,17357,2150,2403,2014,1396,1562,843,146,19,0,10533,54,225,801,977,1301,811,226,16,3,4414,170,443,1123,1167,925,494,97,11,0,4430,60,679,2899,3151,2456,1212,299,45,6,10807,110,315,671,723,690,483,174,34,3,3203,227,1661,4952,5327,5118,3237,1049,153,10,21734,139,598,1318,1175,1089,756,235,21,4,5335,26,348,1429,1654,2169,1418,279,26,3,7352,456,1133,2717,2992,4436,3488,717,63,7,16009,277,1644,3951,4576,5821,4226,1052,137,14,21698,438,566,660,584,459,327,114,14,3,3165,Melbourne - Inner East
208,132,187,354,417,370,269,98,34,28,1889,4198,8170,18403,22277,21241,12890,2471,245,46,89941,8,31,52,79,103,77,56,21,0,427,0,16,91,128,161,74,13,3,0,486,420,811,2765,4218,4062,2607,565,69,9,15526,12,122,457,495,364,203,28,3,0,1684,350,1373,2745,3228,2717,1592,360,30,3,12398,143,542,1888,2949,2517,1527,376,60,10,10012,2391,3438,3595,3572,3292,2268,657,74,12,19299,2187,2144,2058,1384,1281,640,162,22,5,9883,64,293,1034,1341,1524,1039,227,27,3,5552,119,415,1291,1484,1164,557,81,11,0,5122,66,589,2967,3774,2550,1277,281,41,7,11552,105,328,769,896,777,540,178,26,3,3622,165,1363,5291,6796,5537,3486,944,109,7,23698,124,553,1607,1675,1358,921,230,24,3,6495,39,391,1752,2369,2502,1509,238,39,0,8839,423,1002,3013,3913,4991,3446,565,39,6,17398,289,1499,4088,5196,5715,4084,901,119,13,21904,415,566,825,834,626,404,128,24,0,3822,Melbourne - Inner South
209,128,211,421,468,418,261,63,17,6,1993,5480,10490,21851,23041,22319,12323,1546,126,18,97194,28,65,165,193,206,142,83,35,5,922,3,12,101,134,81,32,13,0,0,376,606,1448,4506,6037,5877,3583,546,43,9,22655,38,204,566,516,436,260,44,0,0,2064,914,2734,5093,5105,3830,2222,362,30,3,20293,153,694,1992,2523,2302,1260,261,22,0,9207,3255,4297,4403,4158,3736,2131,402,38,3,22423,2607,2405,2267,1518,1462,762,116,8,3,11148,117,637,2400,2669,2846,1730,282,13,0,10694,160,366,1085,1242,810,384,51,6,0,4104,65,672,2688,2495,1690,806,104,8,3,8531,115,293,721,603,478,337,87,13,3,2650,166,1131,4199,4172,2992,1796,395,37,3,14891,176,666,1742,1699,1453,980,172,17,3,6908,132,730,2742,3400,3375,1837,261,19,0,12496,359,1156,3661,4068,4626,3263,403,24,0,17560,345,1991,5594,6164,6723,4314,604,45,6,25786,332,555,771,681,535,302,65,14,0,3255,Melbourne - North East
210,119,183,308,360,297,173,53,12,4,1509,3700,6861,13649,15092,14642,7557,947,85,13,62546,13,39,93,134,112,115,87,17,4,614,0,17,55,55,46,35,7,0,0,215,410,1095,3353,4404,4452,2438,367,28,8,16555,21,128,347,351,310,171,17,3,0,1348,725,1943,3481,3451,2490,1333,249,16,0,13688,112,456,1317,1611,1592,831,137,12,3,6071,2196,2683,2863,2854,2647,1358,248,24,3,14876,1969,1428,1528,1249,1190,650,90,10,0,8114,141,851,2637,3138,3325,1810,295,7,0,12204,81,254,650,620,438,197,21,0,0,2261,51,544,1810,1633,1114,520,56,7,3,5738,72,210,495,469,403,246,46,13,0,1954,123,756,2235,2137,1498,843,182,16,3,7793,127,511,1231,1182,997,708,125,8,0,4889,55,524,1776,2109,2257,1270,147,5,0,8143,210,639,2003,2413,2795,1718,213,16,0,10007,195,1181,2846,3248,3519,2008,339,25,0,13361,233,339,499,413,334,219,78,14,3,2132,Melbourne - North West
211,168,205,379,532,508,396,112,23,12,2335,7416,11683,21361,25768,28088,17649,2578,194,21,114758,54,109,274,356,421,381,181,46,5,1827,3,25,88,106,127,57,7,3,0,416,865,1847,5103,7689,8118,5170,901,66,5,29764,43,168,537,587,640,346,57,4,0,2382,1420,3417,5888,6004,5410,3055,617,29,3,25843,279,939,2788,3706,3772,2359,406,25,0,14274,4440,5007,4645,4879,5127,3446,675,57,4,28280,3703,2177,1745,1576,1520,927,189,19,0,11856,96,399,1201,1892,2377,1873,380,14,3,8235,214,471,1009,1213,1107,609,63,13,3,4702,84,655,2169,2634,2158,1327,182,25,3,9237,166,360,702,717,644,472,116,10,4,3191,248,1341,4323,4613,4010,2747,690,54,3,18029,251,773,1677,1864,1907,1410,324,28,0,8234,63,558,2135,2861,3224,2159,360,33,0,11393,433,1188,3576,4276,5527,4032,589,36,3,19660,447,2298,4913,6130,7548,5243,889,63,3,27534,509,568,647,728,589,377,108,12,0,3538,Melbourne - Outer East
212,213,420,772,788,723,435,124,51,18,3544,7395,14677,30526,31977,30481,16562,2423,226,40,134307,79,158,430,533,644,511,298,102,15,2770,0,33,113,144,164,93,26,0,0,573,969,3097,9971,12896,13166,7080,1010,74,9,48272,48,247,817,836,729,373,43,0,0,3093,1381,3322,6648,6215,4872,2848,516,30,6,25838,342,1369,4361,4958,4525,2486,410,45,0,18496,4421,6291,7416,6721,5616,3188,542,49,3,34247,4019,3213,3302,2510,2259,1144,170,16,6,16639,153,953,3340,3531,3887,2503,498,31,0,14896,182,644,1536,1301,1038,511,71,9,0,5292,113,1142,3808,3076,2120,1063,172,15,0,11509,128,421,973,800,672,439,107,16,3,3559,238,1717,5429,4813,3597,2124,531,58,8,18515,249,1079,2659,2349,2057,1459,336,39,0,10227,96,727,2647,2780,3013,1869,325,42,0,11499,461,1379,4213,4669,4988,3170,510,36,3,19429,402,2657,7032,7561,7561,4820,790,66,9,30898,449,688,878,818,540,370,121,7,3,3874,Melbourne - South East
213,167,380,775,730,672,376,68,26,7,3201,6378,13443,33805,32024,26479,12542,1190,101,19,125981,23,91,263,241,254,204,60,13,0,1149,0,29,148,170,138,76,9,0,0,570,667,2110,7610,10036,9465,5071,514,20,7,35500,28,256,903,746,541,269,31,0,0,2774,1125,2969,6505,5925,4024,2174,299,16,0,23037,238,1015,3522,3854,2935,1493,191,17,0,13265,3812,5186,7037,5889,4857,2313,322,29,0,29445,3622,3097,3992,2756,2234,1143,110,8,5,16967,233,1762,6224,6364,5902,3324,446,17,0,24272,176,569,1934,1724,875,375,37,0,0,5690,75,1189,5235,3796,1920,787,67,6,3,13078,130,423,1149,914,644,339,63,10,0,3672,166,1433,6336,5212,2783,1358,226,16,3,17533,241,1229,3272,2584,2072,1366,182,9,6,10961,97,886,4072,4470,4016,2183,279,19,0,16022,340,1202,4618,4590,4361,2426,302,19,3,17861,314,2190,6713,7248,6144,3463,378,27,0,26477,392,843,1487,1259,794,389,66,10,3,5243,Melbourne - West
214,101,108,180,293,257,198,62,28,3,1230,3916,5436,10179,13398,14099,9095,1582,121,15,57841,32,58,164,256,304,232,125,32,7,1210,3,10,73,83,77,58,18,0,0,322,485,981,2496,3812,4012,2442,441,45,3,14717,26,85,208,278,338,220,30,0,0,1185,869,1975,3509,3716,3097,1791,340,18,0,15315,122,364,1026,1553,1447,989,231,17,0,5749,2456,2270,2488,2875,2873,1872,436,39,0,15309,1944,1198,1102,1159,1007,637,159,16,3,7225,73,175,639,1022,1293,1048,201,16,3,4470,86,172,283,406,359,256,45,6,0,1613,33,208,661,819,722,467,123,11,5,3049,86,212,393,446,411,375,117,14,3,2057,88,407,1155,1711,1501,1257,457,46,6,6628,118,296,740,1081,1064,788,183,27,0,4297,361,589,1191,1514,1559,933,186,8,3,6344,181,400,1707,2162,2692,1942,307,6,0,9397,224,1049,2474,3387,4263,3051,535,39,0,15022,218,272,408,524,383,235,75,6,3,2124,Mornington Peninsula
215,57,42,65,115,122,106,56,22,6,591,2140,2235,4574,6375,7736,5021,1018,167,23,29289,202,481,1427,1921,2595,2299,1238,371,49,10583,8,67,187,198,156,78,8,0,0,702,319,509,916,1144,1211,772,133,22,0,5026,10,46,131,176,249,170,24,3,0,809,298,569,755,847,920,607,110,8,3,4117,114,213,405,443,548,349,74,6,3,2155,1473,729,1084,1401,1511,958,202,28,0,7386,881,480,566,625,724,523,94,14,0,3907,57,146,334,622,907,711,154,17,3,2951,33,77,99,98,104,86,15,3,0,515,29,90,218,279,233,136,21,3,0,1009,33,32,72,100,101,81,19,6,0,444,48,149,389,403,375,316,59,10,0,1749,65,122,265,357,402,297,44,6,0,1558,40,170,599,928,1133,711,97,11,0,3689,59,218,835,1072,1356,948,123,9,3,4623,190,533,1207,1792,2594,1729,229,14,3,8291,76,64,105,136,113,97,28,4,0,623,North West
216,59,38,83,110,117,93,48,17,5,570,1852,1971,4171,5734,6534,4161,749,89,11,25272,151,269,795,1147,1513,1364,712,181,18,6150,3,4,38,44,45,25,3,0,0,162,387,576,1263,1856,2007,1108,128,16,3,7344,11,69,184,235,235,147,12,0,0,893,290,554,812,1010,946,556,110,8,3,4289,72,104,340,398,421,322,64,12,0,1733,1312,692,981,1229,1238,848,143,9,3,6455,751,391,471,586,614,416,75,13,0,3317,26,72,229,465,668,572,132,7,0,2171,47,73,94,87,93,52,8,0,0,454,13,68,196,245,218,132,18,0,0,890,20,31,77,113,112,71,26,3,0,453,52,164,406,456,367,284,80,10,3,1822,38,92,214,277,296,226,48,0,0,1191,24,88,362,515,615,390,60,5,0,2059,95,221,667,850,1085,812,94,4,0,3828,94,423,1178,1646,2083,1414,197,7,3,7045,56,55,68,122,104,71,23,4,3,506,Shepparton
217,73,29,51,76,113,96,53,24,5,520,2047,1985,4104,5676,6846,4463,894,153,22,26190,271,404,1085,1559,1958,1871,1024,304,49,8525,9,21,76,97,95,49,8,0,0,355,326,500,1080,1428,1564,853,110,11,0,5872,9,42,131,172,161,90,17,0,0,622,331,612,882,859,891,567,92,10,0,4244,82,149,309,398,431,282,68,9,3,1731,1228,662,903,1116,1201,810,143,17,0,6080,1085,527,607,614,640,513,121,0,0,4107,27,68,312,483,697,569,150,10,0,2316,41,75,90,86,112,60,12,0,3,479,20,63,180,249,205,121,21,5,0,864,28,48,66,122,107,74,19,3,0,467,45,129,359,401,363,315,83,13,0,1708,60,109,266,325,378,277,53,0,0,1468,31,112,431,662,878,564,70,6,3,2757,81,157,652,1031,1225,890,102,6,0,4144,110,385,1055,1542,2325,1580,208,12,0,7217,98,67,76,118,118,94,31,6,0,608,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
299,4,3,11,4,8,0,3,0,0,33,63,197,403,174,111,79,15,0,3,1045,3,19,38,18,15,11,3,0,0,107,0,0,8,4,3,0,0,0,0,15,4,33,70,63,43,15,0,0,0,228,3,0,10,6,6,0,0,0,0,25,4,37,71,61,43,16,3,0,0,235,3,12,23,21,20,4,4,0,3,90,20,35,71,33,25,19,6,0,0,209,16,79,91,24,17,7,0,0,0,234,0,28,44,33,23,14,3,0,0,145,0,9,22,9,4,3,0,0,0,47,0,10,25,20,4,0,0,0,0,59,3,0,18,3,4,3,3,0,0,34,4,18,97,44,20,11,4,0,0,198,3,11,45,15,9,11,0,0,0,94,25,44,60,20,10,10,3,0,0,172,3,27,55,24,19,14,0,0,0,142,4,30,77,52,29,31,0,0,0,223,0,7,29,21,6,9,6,0,0,78,Special Purpose Codes SA4 (Vic.)
301,75,79,149,236,210,141,42,8,6,946,3882,4520,8891,12132,12466,7073,994,69,12,50039,25,30,62,80,116,113,53,18,3,500,6,60,256,378,331,174,20,0,0,1225,477,884,2117,2839,3007,1670,242,13,0,11249,20,59,245,319,356,209,14,0,0,1222,523,1226,2508,2686,2264,1377,226,14,0,10824,170,378,955,1377,1360,843,119,7,0,5209,2207,1573,1731,2033,2017,1296,260,13,3,11133,2008,847,783,707,614,433,91,9,0,5492,119,328,1045,1656,1893,1267,238,13,0,6559,64,138,259,354,382,216,26,3,0,1442,49,228,715,995,783,406,52,12,4,3244,115,151,272,404,392,344,108,15,3,1804,181,554,1458,2082,1751,989,236,15,0,7266,134,360,666,829,835,566,102,6,0,3498,67,335,1271,1769,1824,1090,109,10,0,6475,203,368,1160,1982,2257,1392,201,13,0,7576,342,953,1947,2867,3534,2218,318,8,0,12187,149,173,181,254,252,156,46,12,0,1223,Brisbane - East
302,60,95,160,168,162,94,44,10,3,796,2995,5055,11005,11137,10024,5993,998,73,6,47286,10,12,42,41,47,31,23,4,0,210,8,67,347,313,204,84,8,0,0,1031,286,587,1668,1936,1832,1123,205,19,4,7660,9,70,369,393,340,229,21,3,0,1434,304,856,1978,1796,1346,826,159,11,0,7276,84,279,841,895,784,529,109,7,3,3531,1818,1723,1869,1569,1461,959,195,24,0,9618,1610,1143,1130,776,618,421,91,8,0,5797,99,465,1517,1715,1695,1136,174,13,0,6814,75,179,403,442,323,185,21,3,0,1631,35,334,1088,1028,707,400,57,5,0,3654,82,186,397,355,303,251,79,15,0,1668,140,734,2461,2195,1384,806,185,14,0,7919,96,322,851,792,670,433,93,9,0,3266,80,615,2044,2402,2099,1186,133,11,0,8570,170,433,1511,1923,1958,1242,198,12,0,7447,289,1146,3049,3252,3135,2096,383,24,6,13380,121,206,327,293,229,170,67,18,0,1431,Brisbane - North
303,93,172,369,321,283,160,42,14,12,1466,4582,8919,19381,17237,15292,8833,1292,119,18,75673,11,22,89,80,91,61,35,4,0,393,10,132,614,458,296,155,16,0,0,1681,398,1033,3016,3096,2897,1625,308,31,0,12404,13,100,426,486,394,219,21,0,4,1663,380,1303,3002,2682,2098,1257,248,19,0,10989,164,549,1728,1700,1500,960,184,17,0,6802,2610,3135,3437,2432,2055,1471,302,25,3,15470,2550,2513,2469,1385,1273,686,121,18,0,11015,123,635,2015,1859,1785,1187,226,16,0,7846,112,318,702,586,407,232,31,3,0,2391,77,619,2097,1669,1100,581,92,7,0,6242,140,278,648,568,529,413,95,24,6,2701,260,1541,5029,3857,2536,1433,291,33,6,14986,157,656,1638,1146,963,628,131,14,0,5333,85,818,2897,3347,2772,1519,189,7,0,11634,306,1067,3186,3794,3817,2368,346,23,3,14910,425,1957,5460,4959,4740,3018,520,45,3,21127,206,380,567,454,338,195,51,16,0,2207,Brisbane - South
304,42,92,100,147,144,99,32,8,0,664,3044,5147,8047,9387,9408,5882,1089,79,3,42086,11,22,45,45,45,43,25,8,0,244,6,90,347,478,374,183,27,0,0,1505,178,328,754,1091,1145,689,150,12,3,4350,7,57,223,306,241,152,25,3,0,1014,220,650,1078,1221,1039,688,147,18,0,5061,82,203,476,709,712,480,107,4,0,2773,1585,1758,1194,1078,1060,764,226,20,0,7685,1654,1353,742,496,404,285,59,8,0,5001,57,218,538,659,718,488,78,8,0,2764,75,177,342,373,304,199,37,10,0,1517,45,303,920,998,810,459,109,12,3,3659,89,186,250,330,339,295,97,19,3,1608,240,1098,2656,3098,2544,1731,478,46,6,11897,127,335,598,617,497,352,88,0,0,2614,183,993,1914,2148,1878,1087,144,10,0,8357,325,882,1824,2488,2908,2136,406,18,3,10990,295,1072,2078,2521,2932,1885,390,34,3,11210,148,239,271,268,206,139,50,6,0,1327,Brisbane - West
305,58,139,280,194,171,121,36,17,3,1019,2978,9163,19649,12895,10268,6155,1072,102,15,62297,11,28,68,48,53,52,28,6,0,294,12,218,1243,826,483,252,32,0,0,3066,225,583,1716,1329,1108,656,133,22,0,5772,14,93,465,401,270,116,13,4,0,1376,209,998,2570,1738,1267,736,178,19,0,7715,85,331,1098,969,747,468,122,13,4,3837,1272,2437,2403,1395,1137,793,203,25,3,9668,1714,2820,3042,1099,648,478,123,15,3,9942,50,445,1482,1263,1032,643,144,5,0,5064,85,422,973,701,445,227,33,8,0,2894,49,670,2230,1703,991,463,104,16,0,6226,142,346,828,654,530,461,169,27,3,3160,243,2155,7218,4912,3197,1855,390,34,6,20010,100,760,1888,1037,626,392,89,10,0,4902,65,775,2992,2449,2028,1204,154,8,0,9675,229,896,2889,2393,2525,1795,286,18,6,11037,279,1787,5020,3581,3266,1950,468,35,3,16389,149,496,793,464,330,185,58,9,0,2484,Brisbane Inner City
306,82,77,179,226,234,167,65,9,0,1039,3419,3740,9324,11848,12158,7264,1235,121,17,49126,161,315,830,903,1087,942,501,142,15,4896,13,89,442,532,522,242,31,0,0,1871,370,476,982,1331,1436,985,144,10,5,5739,15,59,243,327,307,188,31,0,0,1170,476,865,1868,2314,2150,1270,214,13,0,9170,119,203,557,753,710,524,97,10,3,2976,2275,1210,1878,2309,2318,1608,341,35,0,11974,1612,1109,2092,1871,1730,1108,211,29,3,9765,84,283,1087,1562,1685,1198,309,25,3,6236,45,93,182,210,201,117,28,0,0,876,46,122,366,439,369,203,32,4,0,1581,113,107,293,410,480,349,100,28,6,1886,93,304,931,1202,1066,784,204,22,0,4606,100,219,673,930,949,567,114,4,0,3556,128,477,1712,2207,2016,1129,141,7,0,7817,127,314,1302,2140,2456,1489,218,21,0,8067,271,714,2254,2992,3470,2193,338,13,3,12248,126,165,369,417,359,208,45,6,0,1695,Cairns
307,57,31,55,126,130,104,48,29,0,580,1835,1803,4182,5619,6015,4058,1064,205,19,24800,355,528,1454,2114,2417,2402,1428,466,44,11208,49,170,539,499,349,147,21,0,0,1774,355,497,835,945,901,557,101,7,0,4198,20,59,170,216,204,136,20,0,0,825,302,506,890,971,919,610,122,7,0,4327,136,126,302,397,352,257,81,10,4,1665,1028,564,825,1183,1180,751,168,23,3,5725,694,323,494,536,559,451,93,3,4,3157,60,123,384,666,800,645,164,17,0,2859,35,25,55,53,64,57,3,0,0,292,25,69,192,183,143,81,12,4,0,709,42,39,81,121,121,107,20,7,0,538,79,130,398,367,334,241,76,7,0,1632,32,50,127,224,208,147,46,9,0,843,66,207,500,747,805,557,69,5,0,2956,56,212,757,988,1102,737,101,6,0,3959,203,317,746,1119,1528,1032,169,6,3,5123,18,29,45,67,70,63,21,3,0,316,Darling Downs - Maranoa
