sla_code_2006_,sla_name_2006_,irsd_score,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_,minimum_score_for_cds_in_area_percentile_,maximum_score_for_cds_in_area_percentile_,urp,per100_urp_without_a_cd_level_score_percentile_
240151014,Benalla (RC) Bal,1018,861,7,62,VIC,127,7,62,975,1079,4395,0
240154250,Mansfield (S),1008,782,6,57,VIC,109,6,54,861,1080,7189,4
240156430,Strathbogie (S),968,457,4,33,VIC,46,3,23,854,1088,9294,0
240158249,Mount Buller Alpine Resort,1046,1052,8,76,VIC,160,8,79,1046,1046,250,72
240204851,Mitchell (S) - North,965,425,4,31,VIC,39,2,20,765,1103,10618,0
240204854,Mitchell (S) - South,1018,862,7,62,VIC,128,7,63,932,1128,20310,0
240205621,Murrindindi (S) - East,986,613,5,44,VIC,78,4,39,897,1062,6156,0
240205622,Murrindindi (S) - West,1022,893,7,64,VIC,138,7,68,920,1109,7517,0
245053351,Indigo (S) - Pt A,1024,902,7,65,VIC,140,7,69,933,1127,11165,0
245056671,Towong (S) - Pt A,1021,884,7,64,VIC,135,7,66,963,1117,2393,0
245057170,Wodonga (RC),993,674,5,49,VIC,90,5,44,779,1136,33006,1
245103352,Indigo (S) - Pt B,993,675,5,49,VIC,91,5,45,955,1083,3635,0
245106701,Wangaratta (RC) - Central,960,397,3,29,VIC,34,2,17,744,1103,16055,0
245106704,Wangaratta (RC) - North,1042,1021,8,74,VIC,155,8,76,941,1107,4660,6
245106705,Wangaratta (RC) - South,1023,898,7,65,VIC,139,7,68,910,1065,5678,0
245150111,Alpine (S) - East,1010,796,6,58,VIC,111,6,55,881,1097,7434,1
245150112,Alpine (S) - West,956,367,3,27,VIC,30,2,15,838,1015,4565,0
205801613,Casey (C) - Cranbourne,971,485,4,35,VIC,52,3,26,812,1151,63916,0
245156672,Towong (S) - Pt B,985,601,5,44,VIC,76,4,38,904,1058,3624,0
309105758,Noosa (S) Bal,1003,753,6,54,QLD,234,5,50,897,1095,15937,0
312053050,Esk (S),955,356,3,26,QLD,118,3,25,806,1033,15164,0
312054250,Kilcoy (S),947,312,3,23,QLD,104,3,22,885,997,3433,0
305011227,Fortitude Valley,1034,957,7,69,QLD,300,7,63,905,1110,5386,0
210052753,Geelong,982,580,5,42,VIC,72,4,36,826,1069,11366,0
705102806,Durack,1117,1352,10,97,NT ,89,10,98,1102,1130,2685,0
205801616,Casey (C) - Hallam,980,563,5,41,VIC,68,4,34,720,1148,49711,0
205801618,Casey (C) - South,1054,1096,8,79,VIC,170,9,83,982,1134,13568,0
255050831,Baw Baw (S) - Pt A,988,619,5,45,VIC,81,4,40,903,1055,4147,0
245158109,Falls Creek Alpine Resort,966,440,4,32,VIC,42,3,21,966,966,255,84
210052754,Geelong West,993,673,5,49,VIC,89,5,44,802,1090,13664,0
225053191,Horsham (RC) - Central,978,544,4,39,VIC,64,4,32,734,1102,13478,0
225053194,Horsham (RC) Bal,1034,958,7,69,VIC,145,8,71,955,1103,5016,0
210052755,Newtown,1058,1128,9,81,VIC,173,9,85,992,1142,9580,0
210052756,South Barwon - Inner,1035,970,7,70,VIC,147,8,72,933,1139,48216,1
210102757,Greater Geelong (C) - Pt B,1032,944,7,68,VIC,144,8,71,888,1143,33529,0
215106261,S. Grampians (S) - Hamilton,975,519,4,38,VIC,60,3,30,882,1085,9114,0
215106264,S. Grampians (S) - Wannon,981,572,5,41,VIC,70,4,35,905,1094,2318,0
215106265,S. Grampians (S) Bal,1039,992,8,72,VIC,150,8,74,863,1113,5205,0
350103840,Iama (IC),547,35,1,3,QLD,14,1,3,547,547,312,0
350103930,Injinoo (S),507,18,1,2,QLD,5,1,2,507,507,417,0
225055811,N. Grampians (S) - St Arnaud,948,317,3,23,VIC,24,2,12,871,1058,3414,0
225055814,N. Grampians (S) - Stawell,946,304,3,22,VIC,21,2,11,859,1092,8497,0
210151751,Colac-Otway (S) - Colac,948,320,3,23,VIC,25,2,13,807,1072,10858,0
210151754,Colac-Otway (S) - North,982,581,5,42,VIC,73,4,36,805,1055,6063,0
210151755,Colac-Otway (S) - South,1002,745,6,54,VIC,103,6,51,935,1054,3374,0
210152491,Golden Plains (S) - North-West,1011,800,6,58,VIC,114,6,56,913,1070,7442,0
210152492,Golden Plains (S) - South-East,1038,987,8,71,VIC,149,8,73,929,1155,9013,0
210152758,Greater Geelong (C) - Pt C,1042,1018,8,73,VIC,154,8,76,1021,1076,2956,19
215016730,Warrnambool (C),993,682,5,49,VIC,93,5,46,759,1126,30392,0
215051831,Corangamite (S) - North,969,466,4,34,VIC,49,3,24,831,1066,9205,0
215051832,Corangamite (S) - South,1015,836,6,60,VIC,119,6,59,909,1092,7412,0
215055491,Moyne (S) - North-East,991,653,5,47,VIC,86,5,42,921,1037,2405,0
215055493,Moyne (S) - North-West,1019,870,7,63,VIC,132,7,65,952,1059,2785,0
215055496,Moyne (S) - South,1016,839,7,61,VIC,121,6,60,958,1084,10262,0
255053818,Latrobe (C) Bal,1064,1156,9,83,VIC,178,9,87,1009,1101,2563,0
255100834,Baw Baw (S) - Pt B East,1002,744,6,54,VIC,102,5,50,851,1067,3836,0
255100835,Baw Baw (S) - Pt B West,1002,751,6,54,VIC,104,6,51,809,1131,29196,0
255107458,Yarra Ranges (S) - Pt B,967,447,4,33,VIC,44,3,22,950,983,591,0
255200741,Bass Coast (S) - Phillip Is.,1004,758,6,55,VIC,106,6,52,851,1112,8136,0
255200744,Bass Coast (S) Bal,967,448,4,33,VIC,45,3,22,859,1093,18408,0
255206171,South Gippsland (S) - Central,1013,812,6,59,VIC,116,6,57,903,1097,12317,0
255206174,South Gippsland (S) - East,990,635,5,46,VIC,83,5,41,858,1068,5636,0
255206175,South Gippsland (S) - West,991,646,5,47,VIC,84,5,41,862,1070,7784,0
255208529,French Island,1011,798,6,58,VIC,112,6,55,1011,1011,92,0
215102411,Glenelg (S) - Heywood,992,657,5,48,VIC,87,5,43,863,1061,6057,0
215102412,Glenelg (S) - North,947,311,3,23,VIC,23,2,12,875,1057,3330,0
215102413,Glenelg (S) - Portland,949,327,3,24,VIC,27,2,14,815,1051,10372,0
225056890,West Wimmera (S),981,573,5,42,VIC,71,4,35,816,1073,4475,0
255053811,Latrobe (C) - Moe,911,170,2,13,VIC,8,1,4,732,1092,17981,0
255053814,Latrobe (C) - Morwell,914,177,2,13,VIC,9,1,5,553,1142,21562,0
220050571,Ballarat (C) - Central,976,520,4,38,VIC,61,3,30,840,1120,32885,0
220050572,Ballarat (C) - Inner North,996,709,6,51,VIC,98,5,48,600,1147,28890,0
220050573,Ballarat (C) - North,1021,877,7,63,VIC,133,7,65,962,1074,984,0
220050574,Ballarat (C) - South,974,505,4,37,VIC,56,3,28,683,1086,22436,1
220102911,Hepburn (S) - East,987,615,5,45,VIC,80,4,40,878,1058,7225,0
220102912,Hepburn (S) - West,972,487,4,35,VIC,53,3,26,893,1062,6508,0
220105151,Moorabool (S) - Bacchus Marsh,1015,835,6,60,VIC,118,6,58,853,1100,15972,0
220105154,Moorabool (S) - Ballan,999,723,6,52,VIC,99,5,49,928,1055,5986,0
220105155,Moorabool (S) - West,1019,867,7,63,VIC,131,7,64,987,1088,3517,0
220150260,Ararat (RC),956,372,3,27,VIC,31,2,16,815,1110,11255,6
220155991,Pyrenees (S) - North,941,275,2,20,VIC,16,1,8,868,989,3294,0
220155994,Pyrenees (S) - South,947,310,3,23,VIC,22,2,11,864,1079,3263,0
710404650,Wallace Rockhole (CGC),568,44,1,4,NT ,22,3,25,568,568,88,0
255053815,Latrobe (C) - Traralgon,995,698,6,51,VIC,97,5,48,768,1133,27223,0
230156611,Swan Hill (RC) - Central,963,415,3,30,VIC,37,2,19,830,1037,9684,0
230156614,Swan Hill (RC) - Robinvale,911,167,2,12,VIC,7,1,4,762,1025,3964,0
230156616,Swan Hill (RC) Bal,981,565,5,41,VIC,69,4,34,804,1088,6986,0
305011067,Bowen Hills,1016,842,7,61,QLD,266,6,56,909,1061,1586,0
350104150,Johnstone (S),948,321,3,23,QLD,106,3,23,822,1057,18253,4
350104420,Kowanyama (S),513,21,1,2,QLD,7,1,2,513,513,1020,0
309054905,Maroochy (S) - Coastal North,1022,892,7,64,QLD,278,6,59,925,1139,23089,0
610052410,Glamorgan/Spring Bay (M),942,285,3,21,TAS,17,4,39,888,1020,4190,0
610053010,Huon Valley (M),945,299,3,22,TAS,19,5,44,813,1018,14001,0
235052621,Gr. Bendigo (C) - Central,932,230,2,17,VIC,14,1,7,660,1061,17781,0
305011143,City - Inner,1079,1223,9,88,QLD,410,9,86,906,1124,2718,0
320055550,Murilla (S),955,362,3,26,QLD,123,3,26,896,1102,2687,0
320056050,Pittsworth (S),993,678,5,49,QLD,212,5,45,958,1068,4785,0
320056454,Rosalie (S) - Pt B,954,346,3,25,QLD,115,3,25,843,1099,4495,0
610053612,Kingborough (M) - Pt B,1006,768,6,56,TAS,37,9,85,907,1074,2619,0
235052622,Gr. Bendigo (C) - Eaglehawk,896,142,2,11,VIC,5,1,3,752,1031,8629,0
235052623,Gr. Bendigo (C) - Inner East,1009,786,6,57,VIC,110,6,54,930,1102,23350,0
235052624,Gr. Bendigo (C) - Inner North,1002,743,6,54,VIC,101,5,50,923,1073,9691,0
235052625,Gr. Bendigo (C) - Inner West,994,690,5,50,VIC,95,5,47,795,1112,15950,0
235052626,Gr. Bendigo (C) - S'saye,1092,1280,10,92,VIC,193,10,95,993,1126,6539,0
235101671,C. Goldfields (S) - M'borough,896,140,2,11,VIC,4,1,2,706,980,7366,0
235101674,C. Goldfields (S) Bal,924,206,2,15,VIC,12,1,6,817,965,4960,0
235102628,Gr. Bendigo (C) - Pt B,993,676,5,49,VIC,92,5,45,844,1097,11312,0
235103943,Loddon (S) - North,979,553,4,40,VIC,66,4,33,862,1096,3191,0
235103945,Loddon (S) - South,916,181,2,13,VIC,10,1,5,788,1046,4647,0
309055752,Noosa (S) - Noosa-Noosaville,1045,1048,8,76,QLD,340,8,72,761,1158,9104,2
420056671,Renmark Paringa (DC) - Paringa,979,551,4,40,SA ,62,6,51,959,1024,1792,0
420056674,Renmark Paringa (DC) - Renmark,928,220,2,16,SA ,25,3,21,799,1015,7658,4
245158309,Mount Hotham Alpine Resort,1050,1078,8,78,VIC,167,9,82,1050,1050,117,54
250052111,E. Gippsland (S) - Bairnsdale,962,404,3,29,VIC,35,2,18,739,1079,25366,0
250052113,E. Gippsland (S) - Orbost,938,257,2,19,VIC,15,1,8,783,1062,8299,0
250052115,E. Gippsland (S) - South-West,1022,891,7,64,VIC,137,7,67,942,1050,3804,0
250052117,E. Gippsland (S) Bal,966,437,4,32,VIC,40,2,20,918,1069,2567,0
250156811,Wellington (S) - Alberton,967,443,4,32,VIC,43,3,21,882,1044,5474,0
250156812,Wellington (S) - Avon,1006,772,6,56,VIC,107,6,53,886,1061,3892,2
250156813,Wellington (S) - Maffra,978,542,4,39,VIC,63,4,31,853,1100,10068,0
250156814,Wellington (S) - Rosedale,984,595,5,43,VIC,75,4,37,811,1098,7310,17
250156815,Wellington (S) - Sale,972,496,4,36,VIC,55,3,27,819,1126,13336,0
305011146,City - Remainder,1058,1127,9,81,QLD,376,8,79,995,1118,4474,0
305011187,Dutton Park,958,389,3,28,QLD,131,3,28,839,1057,1365,0
309104918,Maroochy (S) Bal,1033,955,7,69,QLD,299,7,63,879,1104,24763,0
305011274,Herston,1083,1251,9,90,QLD,420,9,89,1081,1087,1795,4
305011277,Highgate Hill,1029,934,7,67,QLD,291,7,62,845,1108,5428,0
305011315,Kelvin Grove,1060,1132,9,82,QLD,377,8,80,965,1096,4385,0
305011304,Kangaroo Point,1054,1098,8,79,QLD,360,8,76,963,1130,6867,0
705102808,Gray,885,124,1,9,NT ,41,5,46,764,993,3294,0
305011378,Milton,1065,1161,9,84,QLD,385,9,81,960,1097,1731,0
305011427,Newstead,1132,1379,10,99,QLD,471,10,99,1034,1152,4819,0
710405000,Yuendumu (CGC),560,40,1,3,NT ,21,3,24,560,560,693,1
305011421,New Farm,1050,1077,8,78,QLD,352,8,74,917,1163,10943,0
305031345,Lutwyche,1026,917,7,66,QLD,286,6,60,963,1110,2674,0
305071435,Northgate,1010,795,6,57,QLD,249,6,53,882,1119,3840,0
305011454,Paddington,1099,1304,10,94,QLD,444,10,94,1050,1147,7623,0
305011631,Woolloongabba,968,453,4,33,QLD,149,4,32,796,1051,3916,1
305011481,Red Hill,1070,1188,9,86,QLD,397,9,84,888,1131,5267,0
305031004,Albion,1050,1080,8,78,QLD,353,8,75,968,1101,2421,0
305011525,South Brisbane,1032,951,7,69,QLD,297,7,63,975,1116,4283,2
305011528,Spring Hill,1040,998,8,72,QLD,318,7,67,974,1081,5238,0
305011607,West End,999,721,6,52,QLD,226,5,48,832,1091,6207,0
305071556,Taigum-Fitzgibbon,1011,807,6,58,QLD,252,6,53,946,1071,7649,0
305031007,Alderley,1071,1195,9,86,QLD,402,9,85,885,1141,5070,12
305031536,Stafford Heights,1021,881,7,64,QLD,274,6,58,917,1095,6789,0
305031026,Ascot,1083,1248,9,90,QLD,419,9,88,974,1161,4845,0
305031031,Ashgrove,1100,1309,10,94,QLD,445,10,94,991,1148,11903,0
305031255,Hamilton,1087,1263,10,91,QLD,426,9,90,1025,1145,4369,0
305031048,Bardon,1118,1356,10,98,QLD,461,10,97,1092,1158,9111,0
305031533,Stafford,984,594,5,43,QLD,185,4,39,787,1095,5513,0
305031151,Clayfield,1071,1194,9,86,QLD,401,9,85,1007,1134,9533,0
305031271,Hendra,1074,1201,9,87,QLD,404,9,85,1001,1115,4116,0
305031293,Indooroopilly,1096,1297,10,93,QLD,440,10,93,1024,1146,10733,0
305031132,Chelmer,1123,1368,10,98,QLD,466,10,98,1112,1163,2560,0
305031244,Grange,1096,1296,10,93,QLD,439,10,93,1084,1114,4043,0
305031162,Corinda,1046,1055,8,76,QLD,343,8,72,929,1113,4454,0
305031206,Enoggera,1009,792,6,57,QLD,248,6,52,956,1113,6338,6
305031241,Graceville,1109,1334,10,96,QLD,455,10,96,1085,1156,4096,0
305031312,Kedron,1038,989,8,71,QLD,315,7,67,907,1109,11726,0
305111402,Mount Gravatt,1014,823,6,59,QLD,259,6,55,907,1086,3090,0
305031634,Wooloowin,1060,1134,9,82,QLD,379,8,80,936,1120,5486,0
305031424,Newmarket,1066,1166,9,84,QLD,386,9,81,974,1138,4215,0
305111416,Nathan,1053,1094,8,79,QLD,358,8,76,1048,1064,1383,39
305111154,Coopers Plains,976,527,4,38,QLD,171,4,36,808,1040,4093,0
305031446,Nundah,1000,736,6,53,QLD,230,5,49,915,1087,8284,0
305031506,St Lucia,1082,1238,9,89,QLD,416,9,88,981,1151,10613,17
305031522,Sherwood,1095,1288,10,93,QLD,435,10,92,958,1149,4765,0
305031558,Taringa,1093,1284,10,92,QLD,434,10,91,1041,1134,7490,0
305111492,Robertson,1042,1023,8,74,QLD,329,7,69,979,1102,4751,0
305031623,Windsor,1047,1062,8,77,QLD,346,8,73,942,1132,6164,0
345057001,Aitkenvale,996,705,6,51,QLD,224,5,47,902,1057,4839,0
305071072,Bracken Ridge,1041,1003,8,72,QLD,321,7,68,882,1103,14619,0
305091097,Camp Hill,1083,1246,9,90,QLD,418,9,88,1034,1132,9823,0
305071585,Upper Kedron,1125,1371,10,99,QLD,467,10,98,1120,1140,2709,0
320012551,Crow's Nest (S) - Pt A,1101,1311,10,94,QLD,446,10,94,980,1144,8720,1
305031574,Toowong,1091,1279,10,92,QLD,431,10,91,976,1133,14959,0
305031618,Wilston,1095,1292,10,93,QLD,437,10,92,1038,1147,3654,0
325055800,Paroo (S),876,115,1,9,QLD,45,1,10,775,1102,1927,0
325056150,Quilpie (S),955,360,3,26,QLD,121,3,26,918,1074,984,0
305071018,Anstead,1137,1381,10,99,QLD,472,10,99,1114,1142,1102,0
805403819,Harrison,1100,1308,10,94,ACT,77,8,75,879,1126,304,0
340105050,Mirani (S),978,547,4,40,QLD,175,4,37,875,1024,5408,0
340105700,Nebo (S),1022,886,7,64,QLD,276,6,58,962,1063,2523,15
305071034,Aspley,1061,1141,9,82,QLD,381,8,80,760,1136,11840,3
305071045,Banyo,989,626,5,45,QLD,195,5,41,964,1029,4867,0
305071037,Bald Hills,1036,977,7,70,QLD,309,7,65,1006,1117,7076,0
305071053,Bellbowrie,1120,1361,10,98,QLD,464,10,98,1084,1155,5208,0
305071078,Brighton,996,702,6,51,QLD,222,5,47,960,1078,8599,0
305071084,Brookfield (incl. Brisbane Forest Park),1141,1385,10,100,QLD,473,10,100,1002,1179,4467,0
305071064,Boondall,1024,903,7,65,QLD,281,6,59,975,1063,8544,0
805208469,Waramanga,1062,1148,9,83,ACT,38,4,37,936,1107,2535,0
305071121,Carseldine,1075,1206,9,87,QLD,405,9,85,1043,1113,6670,0
305111405,Mount Gravatt East,1023,896,7,65,QLD,279,6,59,774,1102,10245,0
305071135,Chermside,942,280,3,21,QLD,98,3,21,875,1007,6347,0
805250609,Bonython,1068,1180,9,85,ACT,47,5,46,992,1113,3361,0
305071075,Bridgeman Downs,1126,1373,10,99,QLD,468,10,99,1067,1157,6884,0
535105250,Meekatharra (S),834,94,1,7,WA ,9,1,6,793,1031,1135,8
305071127,Chapel Hill,1143,1387,10,100,QLD,474,10,100,1071,1169,9983,0
345057051,Pimlico,956,365,3,27,QLD,125,3,27,936,1088,2287,0
305071138,Chermside West,1062,1146,9,83,QLD,383,9,81,1036,1117,5955,0
305071203,Ellen Grove,1055,1108,8,80,QLD,364,8,77,1015,1091,5233,0
305111642,Wynnum West,997,711,6,51,QLD,225,5,48,796,1088,10755,3
615054011,Launceston (C) - Inner,1014,826,6,60,TAS,38,9,87,1007,1017,255,0
615054012,Launceston (C) - Pt B,945,301,3,22,TAS,20,5,46,622,1110,59193,0
615054211,Meander Valley (M) - Pt A,1021,875,7,63,TAS,41,10,94,909,1107,8231,0
305071167,Darra-Sumner,921,196,2,15,QLD,69,2,15,868,1080,4051,0
305071173,Deagon,967,446,4,32,QLD,147,4,31,931,997,3109,0
615054611,Northern Midlands (M) - Pt A,965,433,4,32,TAS,27,7,62,896,1109,7579,0
615055811,West Tamar (M) - Pt A,1017,847,7,61,TAS,39,9,89,793,1143,18916,0
305071176,Doolandella-Forest Lake,1039,991,8,71,QLD,316,7,67,945,1127,17508,0
615104212,Meander Valley (M) - Pt B,956,373,3,27,TAS,23,6,53,844,1049,10121,0
305071184,Durack,917,184,2,14,QLD,65,2,14,895,951,6119,0
510031190,Bunbury (C),982,583,5,42,WA ,60,4,39,724,1111,29700,0
615104612,Northern Midlands (M) - Pt B,956,366,3,27,TAS,22,6,51,864,1045,4514,0
615105812,West Tamar (M) - Pt B,1005,764,6,55,TAS,36,9,82,916,1033,1897,0
615150210,Break O'Day (M),904,158,2,12,TAS,4,1,10,788,991,6068,0
615151810,Dorset (M),933,233,2,17,TAS,13,3,30,735,1025,6999,0
615152010,Flinders (M),925,208,2,15,TAS,12,3,28,889,979,861,0
620050611,Burnie (C) - Pt A,922,197,2,15,TAS,9,3,21,582,1056,16996,0
305071211,Everton Park,1046,1051,8,76,QLD,341,8,72,957,1110,7715,0
305071217,Ferny Grove,1088,1265,10,91,QLD,428,9,90,990,1130,5488,0
305071222,Fig Tree Pocket,1150,1392,10,100,QLD,475,10,100,1139,1153,3259,0
305071236,Geebung,1035,967,7,70,QLD,304,7,64,962,1063,4104,0
305071301,Jindalee,1097,1298,10,93,QLD,441,10,93,1064,1125,4990,0
305071306,Karana Downs-Lake Manchester,1108,1329,10,96,QLD,452,10,95,1077,1152,5712,0
305071318,Kenmore,1120,1360,10,98,QLD,463,10,98,1082,1161,8205,0
520056510,Narrogin (S),1077,1219,9,88,WA ,145,10,93,1072,1085,832,0
305071288,Inala,753,74,1,6,QLD,34,1,8,658,820,13169,0
305071296,Jamboree Heights,1063,1152,9,83,QLD,384,9,81,1033,1080,3279,0
305150552,Beaudesert (S) - Pt A,1044,1038,8,75,QLD,337,8,71,965,1103,41136,0
305202002,Bribie Island,945,295,3,22,QLD,101,3,22,798,1100,15914,0
435209529,Unincorp. Flinders Ranges,949,325,3,24,SA ,37,4,31,547,1040,1099,0
305071323,Kenmore Hills,1107,1328,10,96,QLD,451,10,95,1056,1135,2517,0
305071375,Middle Park,1103,1313,10,95,QLD,447,10,94,1098,1110,4053,0
520102100,Corrigin (S),991,655,5,47,WA ,75,5,49,938,1094,1145,0
305071326,Keperra,983,585,5,42,QLD,183,4,39,829,1097,7026,0
305071353,McDowall,1109,1336,10,96,QLD,456,10,96,1055,1133,6904,0
520104620,Kondinin (S),1002,749,6,54,WA ,92,6,59,898,1083,967,0
520104760,Kulin (S),1026,918,7,66,WA ,118,8,76,933,1099,882,0
305071383,Mitchelton,1056,1112,8,80,QLD,368,8,78,991,1111,7033,11
305071408,Mount Ommaney,1119,1358,10,98,QLD,462,10,97,1097,1146,2199,0
305071386,Moggill,1121,1363,10,98,QLD,465,10,98,1111,1136,2147,0
525108190,Tammin (S),950,328,3,24,WA ,30,2,20,804,1088,390,0
305071442,Nudgee,1024,904,7,65,QLD,282,6,60,1009,1037,2467,0
505154174,Joondalup (C) - South,1087,1262,10,91,WA ,149,10,96,944,1170,99998,0
505157914,Stirling (C) - Central,979,554,4,40,WA ,55,4,36,734,1148,98737,0
505157915,Stirling (C) - Coastal,1073,1199,9,86,WA ,143,10,92,856,1157,62434,1
305071451,Oxley,1028,924,7,67,QLD,287,7,61,985,1081,6377,1
305071465,Pinjarra Hills,1131,1378,10,99,QLD,470,10,99,1131,1131,410,0
305071467,Pinkenba-Eagle Farm,935,244,2,18,QLD,84,2,18,927,936,341,0
305071473,Pullenvale,1154,1394,10,100,QLD,476,10,100,1111,1182,3153,0
305071653,Zillmere,923,200,2,15,QLD,70,2,15,640,1015,7467,6
705051074,Moil,999,724,6,52,NT ,62,7,69,913,1075,2092,0
305071484,Richlands,898,145,2,11,QLD,56,2,12,876,942,829,0
305071487,Riverhills,1071,1192,9,86,QLD,399,9,84,1031,1103,3956,0
520053010,Dumbleyung (S),1015,829,6,60,WA ,108,7,70,918,1089,631,0
305071517,Seventeen Mile Rocks,1110,1338,10,96,QLD,457,10,96,1005,1171,8646,0
305071567,The Gap,1111,1341,10,97,QLD,458,10,97,1059,1163,15663,0
305071514,Sandgate,991,643,5,47,QLD,203,5,43,874,1050,6504,17
305091102,Cannon Hill,1052,1086,8,78,QLD,355,8,75,775,1136,5351,0
305071593,Virginia,1015,833,6,60,QLD,264,6,56,868,1064,1841,0
345057054,Railway Estate,994,689,5,50,QLD,216,5,46,979,1022,2811,0
305071604,Wavell Heights,1056,1110,8,80,QLD,366,8,77,1010,1098,8761,0
305111265,Hemmant-Lytton,993,679,5,49,QLD,213,5,45,926,1044,2698,0
305071612,Westlake,1129,1376,10,99,QLD,469,10,99,1110,1141,4680,0
350102900,Eacham (S),991,648,5,47,QLD,205,5,43,845,1062,6359,0
305071596,Wacol,763,75,1,6,QLD,35,1,8,685,992,4452,38
345152700,Dalrymple (S),974,508,4,37,QLD,164,4,35,708,1076,3504,0
305091015,Annerley,1011,804,6,58,QLD,251,6,53,909,1099,9568,0
305091108,Carindale,1109,1331,10,96,QLD,453,10,95,1006,1167,13278,0
307053471,Edens Landing-Holmview,995,700,6,51,QLD,221,5,47,944,1047,5731,0
307053473,Jacobs Well-Alberton,1007,780,6,56,QLD,242,6,51,945,1039,2937,0
350107110,Umagico (S),492,15,1,2,QLD,3,1,1,492,492,229,0
305091113,Carina,1038,988,8,71,QLD,314,7,66,969,1098,9199,0
305091116,Carina Heights,1001,742,6,54,QLD,232,5,49,861,1089,5763,0
305091157,Coorparoo,1066,1170,9,84,QLD,389,9,82,996,1134,13799,0
355054800,McKinlay (S),1000,728,6,53,QLD,228,5,48,930,1098,896,0
305091195,East Brisbane,1037,980,8,71,QLD,311,7,66,867,1134,5229,0
305111023,Archerfield,941,277,2,20,QLD,97,3,21,936,945,580,0
355055250,Mornington (S),561,41,1,3,QLD,17,1,4,559,616,1031,0
305091214,Fairfield,1044,1037,8,75,QLD,336,8,71,975,1070,2581,0
305091247,Greenslopes,1035,972,7,70,QLD,307,7,65,963,1143,8088,0
305091258,Hawthorne,1106,1323,10,95,QLD,450,10,95,1073,1143,4308,0
305091282,Holland Park,1023,900,7,65,QLD,280,6,59,816,1107,7485,0
305091285,Holland Park West,1067,1177,9,85,QLD,392,9,83,973,1097,5520,0
305091391,Moorooka,1015,830,6,60,QLD,261,6,55,900,1101,9194,0
305111356,MacGregor,1040,1001,8,72,QLD,319,7,67,1018,1064,5314,0
305091397,Morningside,1042,1013,8,73,QLD,326,7,69,979,1103,8663,0
305091432,Norman Park,1085,1255,9,90,QLD,422,9,89,1024,1121,6753,0
305091563,Tarragindi,1085,1257,10,91,QLD,423,9,89,1021,1152,9439,0
305091645,Yeerongpilly,1034,962,7,69,QLD,301,7,64,968,1085,2416,0
305091648,Yeronga,1076,1212,9,87,QLD,407,9,86,980,1132,5355,0
305111001,Acacia Ridge,884,122,1,9,QLD,47,1,10,698,988,6859,0
305111012,Algester,1032,943,7,68,QLD,295,7,62,937,1066,8166,0
305111057,Belmont-Mackenzie,1095,1291,10,93,QLD,436,10,92,992,1137,4708,0
305111364,Manly,1021,876,7,63,QLD,273,6,58,949,1063,3815,0
305111123,Chandler-Capalaba West,1098,1302,10,94,QLD,443,10,93,1063,1115,1402,0
305111091,Burbank,1105,1318,10,95,QLD,448,10,94,1057,1122,1156,0
305111094,Calamvale,1067,1173,9,85,QLD,390,9,82,1012,1099,10178,0
305111367,Manly West,1035,971,7,70,QLD,306,7,65,966,1110,10012,0
305111198,Eight Mile Plains,1062,1143,9,82,QLD,382,9,81,787,1105,12019,0
305111372,Mansfield,1053,1093,8,79,QLD,357,8,75,946,1123,10205,0
305111394,Moreton Island,1005,763,6,55,QLD,236,5,50,959,1023,250,0
305111251,Gumdale-Ransome,1090,1274,10,92,QLD,430,10,91,1079,1100,1530,0
305111331,Kuraby,1071,1193,9,86,QLD,400,9,84,986,1122,6742,0
305111337,Lota,1028,926,7,67,QLD,289,7,61,996,1042,2981,0
305111495,Rochedale,1032,949,7,68,QLD,296,7,63,1000,1055,1170,0
305111498,Rocklea,961,400,3,29,QLD,135,3,29,944,976,1499,0
305111413,Murarrie,965,424,4,31,QLD,140,3,30,857,1010,2221,0
305111456,Pallara-Heathwood-Larapinta,1042,1015,8,73,QLD,327,7,69,1002,1164,1524,0
305111463,Parkinson-Drewvale,1087,1261,10,91,QLD,425,9,90,1017,1141,11862,0
305111541,Stretton-Karawatha,1082,1236,9,89,QLD,415,9,88,877,1100,3809,0
305111503,Runcorn,1028,925,7,67,QLD,288,7,61,970,1083,12475,0
305111511,Salisbury,1011,802,6,58,QLD,250,6,53,991,1053,5523,0
305111547,Sunnybank,1006,766,6,55,QLD,238,5,50,914,1076,7847,0
305111552,Sunnybank Hills,1036,976,7,70,QLD,308,7,65,893,1095,16108,0
710203030,Pine Creek (CGC),836,95,1,7,NT ,36,4,40,836,836,346,26
805105589,Macgregor,1062,1145,9,83,ACT,37,4,36,1006,1107,3485,0
305111626,Wishart,1070,1185,9,85,QLD,396,9,84,995,1111,10270,0
305111571,Tingalpa,1033,954,7,69,QLD,298,7,63,976,1123,8888,0
305111588,Upper Mount Gravatt,1022,887,7,64,QLD,277,6,59,968,1083,7914,0
305111601,Wakerley,1116,1351,10,97,QLD,460,10,97,992,1144,3906,0
305111615,Willawong,970,481,4,35,QLD,156,4,33,970,970,227,0
345057033,Mt Louisa-Mt St John-Bohle,1039,997,8,72,QLD,317,7,67,872,1113,5532,0
