sla_code_2006_,sla_name_2006_,irsd_score,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_,minimum_score_for_cds_in_area_percentile_,maximum_score_for_cds_in_area_percentile_,urp,per100_urp_without_a_cd_level_score_percentile_
705102824,Palmerston (C) Bal,1056,1117,9,81,NT ,81,9,90,332,1147,2835,0
710050770,Cox Peninsula (CGC),984,596,5,43,NT ,56,7,62,984,984,294,0
710104050,Tiwi Islands (CGC),559,39,1,3,NT ,20,3,22,540,613,2128,3
710302270,Lajamanu (CGC),488,14,1,2,NT ,12,2,14,488,488,669,0
710152240,Kunbarllanjnja (CGC),513,22,1,2,NT ,15,2,17,513,513,882,0
710153309,South Alligator,766,78,1,6,NT ,32,4,36,682,829,645,13
710154809,West Arnhem,480,11,1,1,NT ,10,2,11,463,701,3334,25
710200809,Daly,653,61,1,5,NT ,28,4,31,429,1001,1048,0
710302200,Katherine (T),958,384,3,28,NT ,51,6,57,332,1155,8191,2
710400207,Alice Springs (T) - Ross,1043,1034,8,75,NT ,77,9,85,892,1141,7028,3
710304030,Timber Creek (CGC),688,68,1,5,NT ,31,4,35,688,688,228,0
710304409,Victoria,668,64,1,5,NT ,30,4,33,528,953,887,5
710400208,Alice Springs (T) - Stuart,933,235,2,17,NT ,47,6,52,877,977,1917,1
710304600,Walangeri Ngumpinku (CGC),432,2,1,1,NT ,2,1,3,241,470,463,39
710305050,Yugul Mangi (CGC),451,7,1,1,NT ,7,1,8,377,782,1642,1
710350300,Alpurrurulam (CGC),570,45,1,4,NT ,23,3,26,570,570,345,0
710351350,Elliott District (CGC),648,60,1,5,NT ,27,3,30,648,648,420,16
710400360,Anmatjere (CGC),577,48,1,4,NT ,24,3,27,369,762,964,55
710400400,Arltarlpilta (CGC),529,28,1,3,NT ,18,2,20,529,529,239,26
710353409,Tableland,901,151,2,11,NT ,44,5,49,864,982,495,17
710354009,Tennant Creek - Bal,660,63,1,5,NT ,29,4,32,660,660,1209,83
805107569,Scullin,1024,901,7,65,ACT,10,1,10,981,1063,2794,0
805107659,Spence,1047,1058,8,76,ACT,26,3,26,1042,1052,2595,0
710401909,Hanson,591,51,1,4,NT ,26,3,29,461,918,803,63
710402320,Ltyentye Purte (CGC),520,24,1,2,NT ,17,2,19,520,520,541,0
710403009,Petermann-Simpson,790,81,1,6,NT ,33,4,37,444,1070,2391,7
710403609,Tanami,473,9,1,1,NT ,9,1,10,393,725,2440,22
710403209,Sandover,438,5,1,1,NT ,5,1,6,298,878,2772,53
805050909,Campbell,1122,1366,10,98,ACT,90,9,87,1070,1156,3116,0
805051449,City,1093,1287,10,93,ACT,73,8,71,1093,1093,722,0
805051889,Dickson,1032,948,7,68,ACT,16,2,16,992,1114,1948,0
805052169,Duntroon,1150,1393,10,100,ACT,102,10,99,1150,1150,1684,0
805053609,Hackett,1079,1226,9,88,ACT,60,6,58,1058,1127,2882,0
805055049,Kowen,1091,1278,10,92,ACT,71,7,69,1091,1091,49,0
805055229,Lyneham,1039,990,8,71,ACT,19,2,19,966,1095,4320,0
805055769,Majura,1046,1050,8,76,ACT,25,3,25,994,1087,117,0
805100459,Belconnen Town Centre,1011,805,6,58,ACT,7,1,7,851,1093,3057,0
805100549,Belconnen - SSD Bal,1104,1316,10,95,ACT,78,8,76,1104,1104,43,0
805100729,Bruce,1139,1382,10,99,ACT,96,10,93,1130,1169,3387,23
805101179,Charnwood,977,532,4,39,ACT,3,1,3,927,1045,3020,0
805102259,Evatt,1070,1189,9,86,ACT,50,5,49,1027,1134,5496,0
805156939,Phillip,1071,1191,9,86,ACT,51,5,50,1023,1109,1909,0
805102619,Florey,1037,984,8,71,ACT,18,2,18,954,1084,5107,0
805103249,Giralang,1079,1227,9,88,ACT,61,6,59,1060,1113,3303,0
805103879,Hawker,1106,1325,10,95,ACT,81,8,78,962,1171,2827,0
805102709,Flynn,1085,1259,10,91,ACT,67,7,65,1057,1114,3550,0
805102889,Fraser,1096,1294,10,93,ACT,75,8,73,1069,1113,2157,0
805103969,Higgins,1041,1011,8,73,ACT,22,3,22,1018,1056,3024,0
805104779,Kaleen,1074,1204,9,87,ACT,53,6,51,969,1118,7586,0
805204059,Holder,1095,1290,10,93,ACT,74,8,72,1064,1113,2610,0
805105139,Latham,1068,1179,9,85,ACT,46,5,45,1035,1104,3687,0
805151719,Curtin,1106,1322,10,95,ACT,80,8,77,1043,1160,5132,0
805105409,McKellar,1066,1168,9,84,ACT,44,5,43,1035,1083,2604,0
805156849,Pearce,1088,1268,10,91,ACT,68,7,66,1053,1153,2511,0
805152439,Farrer,1113,1343,10,97,ACT,85,9,82,1035,1164,3362,0
805153069,Garran,1122,1367,10,98,ACT,91,9,88,1093,1176,3176,0
805158109,Torrens,1080,1228,9,88,ACT,62,6,60,972,1134,2266,0
805201089,Chapman,1145,1389,10,100,ACT,99,10,96,1104,1164,2693,0
805105949,Melba,1076,1213,9,87,ACT,55,6,53,1030,1126,3265,0
805106669,Page,1018,863,7,62,ACT,9,1,9,964,1051,2694,0
805154239,Hughes,1083,1249,9,90,ACT,66,7,64,1038,1138,2898,0
805154419,Isaacs,1128,1375,10,99,ACT,94,10,91,1065,1148,2424,0
805155319,Lyons,1024,907,7,65,ACT,11,2,11,899,1080,2442,1
805155859,Mawson,1068,1181,9,85,ACT,48,5,47,1038,1149,2862,0
805156489,O'Malley,1149,1391,10,100,ACT,101,10,98,1142,1164,685,0
805202079,Duffy,1092,1282,10,92,ACT,72,7,70,1051,1134,2942,0
805202529,Fisher,1076,1216,9,88,ACT,56,6,54,999,1123,2977,0
805208739,Weston,1070,1187,9,86,ACT,49,5,48,988,1157,3176,0
805250819,Calwell,1083,1245,9,90,ACT,65,7,63,1011,1110,5927,0
805251549,Conder,1078,1221,9,88,ACT,58,6,56,1030,1134,5052,0
805253339,Gowrie,1076,1211,9,87,ACT,54,6,52,1054,1082,3225,0
805208829,Weston Creek-Stromlo - SSD Bal,1017,852,7,62,ACT,8,1,8,1017,1017,15,0
805357929,Symonston,855,104,1,8,ACT,1,1,1,836,867,469,0
805358919,Yarralumla,1110,1339,10,96,ACT,84,9,81,1072,1145,2905,0
805352789,Forrest,1146,1390,10,100,ACT,100,10,97,1136,1148,1191,0
805252349,Fadden,1139,1383,10,100,ACT,97,10,94,1131,1160,3214,0
805251359,Chisholm,1052,1090,8,79,ACT,30,3,29,957,1087,5379,0
805400239,Amaroo,1124,1369,10,99,ACT,92,9,89,1084,1151,5504,0
805253159,Gilmore,1039,994,8,72,ACT,20,2,20,1023,1061,2905,0
805253289,Gordon,1072,1197,9,86,ACT,52,6,51,1006,1128,7869,0
805254509,Isabella Plains,1048,1065,8,77,ACT,28,3,27,1017,1089,4316,0
805254869,Kambah,1059,1129,9,81,ACT,35,4,34,956,1168,15579,0
805253379,Greenway,1056,1114,8,80,ACT,32,4,31,1052,1060,1130,0
805256579,Oxley,1052,1087,8,78,ACT,29,3,28,1037,1061,1790,0
805255489,Macarthur,1125,1370,10,99,ACT,93,9,90,1112,1147,1583,0
805256129,Monash,1082,1239,9,89,ACT,64,7,62,1020,1118,5548,0
805357119,Red Hill,1090,1270,10,91,ACT,69,7,67,864,1172,3144,0
805257289,Richardson,1007,776,6,56,ACT,6,1,6,966,1038,3231,0
805258019,Theodore,1063,1150,9,83,ACT,39,4,38,981,1113,4108,0
805258189,Tuggeranong - SSD Bal,1042,1017,8,73,ACT,23,3,23,1042,1042,66,15
805406249,Ngunnawal,1065,1163,9,84,ACT,42,5,41,994,1119,8938,0
805258379,Wanniassa,1057,1121,9,81,ACT,34,4,33,888,1132,7931,0
805406719,Palmerston,1080,1231,9,89,ACT,63,7,61,1037,1122,5708,0
810059009,Remainder of ACT,1047,1060,8,76,ACT,27,3,26,1016,1095,269,0
910051009,Jervis Bay Territory,837,96,1,7,OT ,2,6,51,582,1120,371,0
910052009,Territory of Christmas Island,930,225,2,17,OT ,3,8,76,743,1119,1348,0
910053009,Territory of Cocos (Keeling) Islands,735,72,1,6,OT ,1,3,26,600,1045,571,0
805354959,Kingston,1114,1348,10,97,ACT,88,9,85,640,1188,2451,0
805352979,Fyshwick,1025,910,7,66,ACT,12,2,12,1025,1025,54,0
805350369,Barton,1158,1395,10,100,ACT,103,10,100,1152,1162,940,0
805351809,Deakin,1113,1345,10,97,ACT,86,9,83,1040,1175,2607,0
805353429,Griffith,1078,1222,9,88,ACT,59,6,57,897,1129,3905,0
805353789,Harman,1114,1347,10,97,ACT,87,9,84,1114,1114,96,0
805356219,Narrabundah,1031,941,7,68,ACT,15,2,15,905,1139,5526,0
805356309,Oaks Estate,871,113,1,9,ACT,2,1,2,871,871,243,0
805406279,Nicholls,1132,1380,10,99,ACT,95,10,92,1083,1165,6992,0
805357029,Pialligo,1110,1337,10,96,ACT,83,8,80,1110,1110,111,0
805403519,Gungahlin,1109,1333,10,96,ACT,82,8,79,1051,1134,3856,0
805403529,Gungahlin-Hall - SSD Bal,1027,921,7,66,ACT,14,2,14,1027,1027,17,0
805403689,Hall,1098,1300,10,94,ACT,76,8,74,1098,1098,336,0
