ogc_fid,institution,campus_name,address1,address2,suburb,state,postcode,country,street_address,provider_type,latitude,longitude
155,The University of Melbourne,Shepparton,,49 Graham Street,SHEPPARTON,VIC,3630,Australia,"49 Graham Street,SHEPPARTON,VIC,3630,Australia",University,-36.362406799999995,145.406172
156,The University of Melbourne,Dookie,,940 Dookie-Nalinga Road,DOOKIE COLLEGE,VIC,3647,Australia,"940 Dookie-Nalinga Road,DOOKIE COLLEGE,VIC,3647,Australia",University,-36.384219,145.714373
157,The University of New England,Armidale,,Handel Street,ARMIDALE,NSW,2351,Australia,"Handel Street,ARMIDALE,NSW,2351,Australia",University,-30.487854,151.644504
158,The University of Notre Dame Australia,Sydney,,140 Broadway,CHIPPENDALE,NSW,2008,Australia,"140 Broadway,CHIPPENDALE,NSW,2008,Australia",University,-33.884639299999996,151.19737659999998
159,The University of Notre Dame Australia,Fremantle,,19 Mouat Street,FREMANTLE,WA,6160,Australia,"19 Mouat Street,FREMANTLE,WA,6160,Australia",University,-32.0560746,115.7435111
160,The University of Notre Dame Australia,Broome,,88 Guy Street,BROOME,WA,6725,Australia,"88 Guy Street,BROOME,WA,6725,Australia",University,-17.9615193,122.2241233
161,The University of Queensland,Herston,,Herston Road,HERSTON,QLD,4006,Australia,"Herston Road,HERSTON,QLD,4006,Australia",University,-27.4483252,153.0237633
162,The University of Queensland,St Lucia,,The University of Queensland,,QLD,4072,Australia,"The University of Queensland,QLD,4072,Australia",University ,-27.495430600000002,153.0120301
163,The University of Queensland,Gatton,,The University of Queensland Gatton Campus,GATTON,QLD,4343,Australia,"The University of Queensland Gatton Campus,GATTON,QLD,4343,Australia",University ,-27.552053000000004,152.335234
164,Torrens University Australia,The Rocks,,1-5 Hickson Road ,THE ROCKS,NSW,2000,Australia,"1-5 Hickson Road ,THE ROCKS,NSW,2000,Australia",University,-33.8578511,151.2094428
165,Torrens University Australia,Town Hall,,540 George Street ,SYDNEY,NSW,2000,Australia,"540 George Street ,SYDNEY,NSW,2000,Australia",University,-33.8733449,151.2073907
166,Torrens University Australia,Torrens University Language Centre - Sydney,,333 Kent street ,SYDNEY,NSW,2000,Australia,"333 Kent street ,SYDNEY,NSW,2000,Australia",University,-33.8681689,151.20418830000003
167,Torrens University Australia,Leura,,1 Chambers Road ,LEURA,NSW,2000,Australia,"1 Chambers Road ,LEURA,NSW,2000,Australia",University,-33.719337,150.34206799999998
168,Torrens University Australia,Ultimo,,46-52 Mountain Street ,ULTIMO,NSW,2007,Australia,"46-52 Mountain Street ,ULTIMO,NSW,2007,Australia",University,-33.883293,151.19689530000002
169,Torrens University Australia,Pyrmont,,235 Pyrmont Street ,PYRMONT,NSW,2009,Australia,"235 Pyrmont Street ,PYRMONT,NSW,2009,Australia",University,-33.8732941,151.1969522
170,Torrens University Australia,Flinders Street,,196 Flinders Street ,MELBOURNE,VIC,3000,Australia,"196 Flinders Street ,MELBOURNE,VIC,3000,Australia",University,-37.816720399999994,144.9681614
171,Torrens University Australia,Torrens University Language Centre - Melbourne,,196 Flinders St ,MELBOURNE,VIC,3000,Australia,"196 Flinders St ,MELBOURNE,VIC,3000,Australia",University,-37.816720399999994,144.9681614
172,Torrens University Australia,Fitzroy,,25 Victoria Street ,FITZROY,VIC,3065,Australia,"25 Victoria Street ,FITZROY,VIC,3065,Australia",University,-37.7986159,144.9760273
173,Torrens University Australia,Fortitude Valley,,90 Bowen Terrace,Fortitude Valley,QLD,4006,Australia,"90 Bowen Terrace,Fortitude Valley,QLD,4006,Australia",University,-27.461192800000003,153.0360522
174,Torrens University Australia,Torrens University Language Centre - Brisbane,,90 Bowen Terrace,Fortitude Valley,QLD,4006,Australia,"90 Bowen Terrace,Fortitude Valley,QLD,4006,Australia",University,-27.461192800000003,153.0360522
175,Torrens University Australia,Adelaide,,88 Wakefield Street,ADELAIDE,SA,5000,Australia,"88 Wakefield Street,ADELAIDE,SA,5000,Australia",University,-34.928007,138.6039951
176,Torrens University Australia,Victoria Square,,220 Victoria Square ,ADELAIDE,SA,5000,Australia,"220 Victoria Square ,ADELAIDE,SA,5000,Australia",University,-34.92811079999999,138.6010044
177,University of Canberra,UCC - Bruce,UC College Building,,BRUCE,ACT,2601,Australia,"BRUCE,ACT,2601,Australia",University ,-35.2390766,149.0835934
178,University of Canberra,Canberra,,University Drive,BRUCE,ACT,2617,Australia,"University Drive,BRUCE,ACT,2617,Australia",University,-35.238409600000004,149.083832
179,University of Canberra,GBCA - Melbourne,,338 Queen Street,MELBOURNE,VIC,3000,Australia,"338 Queen Street,MELBOURNE,VIC,3000,Australia",University,-37.811119,144.959528
180,University of Canberra,UC - Ducere,Building H,144 High Street,PRAHRAN,VIC,3181,Australia,"144 High Street,PRAHRAN,VIC,3181,Australia",University,-37.8522688,144.9924101
181,University of Divinity,Morling College,,120 Herring Road,MACQUARIE PARK,NSW,2113,Australia,"120 Herring Road,MACQUARIE PARK,NSW,2113,Australia",University,-33.7796534,151.1149133
182,University of Divinity,Catholic Theological College,,278 Victoria Parade,EAST MELBOURNE,VIC,3002,Australia,"278 Victoria Parade,EAST MELBOURNE,VIC,3002,Australia",University,-37.809246,144.9804595
183,University of Divinity,Jesuit College of Spirituality,,175 Royal Parade,PARKVILLE,VIC,3052,Australia,"175 Royal Parade,PARKVILLE,VIC,3052,Australia",University,-37.7901703,144.95825
184,University of Divinity,Whitley College,,271 Royal Parade,PARKVILLE,VIC,3052,Australia,"271 Royal Parade,PARKVILLE,VIC,3052,Australia",University,-37.787052100000004,144.95725180000002
185,University of Divinity,Pilgrim Theological College,,29 College Crescent,PARKVILLE,VIC,3052,Australia,"29 College Crescent,PARKVILLE,VIC,3052,Australia",University,-37.7924432,144.96187319999999
186,University of Divinity,Trinity College,,Royal Parade,PARKVILLE,VIC,3052,Australia,"Royal Parade,PARKVILLE,VIC,3052,Australia",University,-37.795795299999995,144.958566
187,University of Divinity,St Athanasius College,,88-154 Park Road,DONVALE,VIC,3111,Australia,"88-154 Park Road,DONVALE,VIC,3111,Australia",University,-37.7970225,145.19733090000003
188,University of Divinity,Yarra Theological Union,,98 Albion Road,BOX HILL,VIC,3128,Australia,"98 Albion Road,BOX HILL,VIC,3128,Australia",University,-37.8262687,145.1331905
189,University of Divinity,Eva Burrows College,,100 Maidstone Street,RINGWOOD,VIC,3134,Australia,"100 Maidstone Street,RINGWOOD,VIC,3134,Australia",University,-37.830040000000004,145.22403799999998
190,University of Divinity,Stirling Theological College,,44-60 Jacksons Road,MULGRAVE,VIC,3170,Australia,"44-60 Jacksons Road,MULGRAVE,VIC,3170,Australia",University,-37.9278671,145.19545569999997
191,University of Divinity,Australian Lutheran College,,104 Jeffcott Street,NORTH ADELAIDE,SA,5006,Australia,"104 Jeffcott Street,NORTH ADELAIDE,SA,5006,Australia",University,-34.908956599999996,138.5931993
192,University of New South Wales,CBD Campus O'Connell Street,,1 O'Connell Street,SYDNEY,NSW,2000,Australia,"1 O'Connell Street, SYDNEY, NSW, 2000, Australia",University,-33.8646161,151.20989330000003
193,University of New South Wales,CBD Campus Pitt Street,Telstra Building,320 Pitt Street,SYDNEY,NSW,2000,Australia,"320 Pitt Street, SYDNEY, NSW, 2000, Australia",University,-33.875562200000005,151.20823180000002
194,University of New South Wales,Paddington,,Cnr of Oxford St and Greens Rd,PADDINGTON,NSW,2021,Australia,"Cnr of Oxford St and Greens Rd, PADDINGTON, NSW, 2021, Australia",University ,-33.883615,151.220643
195,University of New South Wales,Randwick Campus,,22-32 King St,RANDWICK,NSW,2031,Australia,"22-32 King St, RANDWICK, NSW, 2031, Australia",University,-33.9055537,151.2354949
196,University of New South Wales,David Phillips Field,,Gwea Ave and Banks Ave,DACEYVILLE,NSW,2032,Australia,"Gwea Ave and Banks Ave, DACEYVILLE, NSW, 2032, Australia",University ,-33.930901,151.226246
197,University of New South Wales,Cliffbrook Campus,,45 Beach St,COOGEE,NSW,2034,Australia,"45 Beach St, COOGEE, NSW, 2034, Australia",University,-33.9141456,151.2610799
198,University of New South Wales,Kensington Campus,UNSW Sydney,High St,KENSINGTON,NSW,2052,Australia,"High St, KENSINGTON, NSW, 2052, Australia",University,-33.917455,151.23054230000002
199,University of New South Wales,Manly Vale Campus,,110 King St,MANLY VALE,NSW,2093,Australia,"110 King St, MANLY VALE, NSW, 2093, Australia",University,-33.780538,151.25725400000002
200,University of New South Wales,Canberra Campus,UNSW Canberra at the Australian Defence Force Academy,Northcott Drive,CANBERRA,ACT,2600,Australia,"Northcott Drive, CANBERRA, ACT, 2600, Australia",University,-35.291762,149.16503600000001
201,University of Newcastle,Sydney,,55 Elizabeth Street,SYDNEY,NSW,2000,Australia,"55 Elizabeth Street,SYDNEY,NSW,2000,Australia",University,-33.868338,151.210336
202,University of Newcastle,Ourimbah,,Chittaway Road,OURIMBAH,NSW,2258,Australia,"Chittaway Road,OURIMBAH,NSW,2258,Australia",University,-33.3561384,151.37606340000002
203,University of Newcastle,Newcastle City Precinct,,Hunter Street,NEWCASTLE,NSW,2300,Australia,"Hunter Street,NEWCASTLE,NSW,2300,Australia",University,-32.9273085,151.7710869
204,University of Newcastle,Callaghan,,University Drive,CALLAGHAN,NSW,2308,Australia,"University Drive,CALLAGHAN,NSW,2308,Australia",University,-32.894725,151.69933400000002
205,University of South Australia,City West,,47-53 North Terrace,ADELAIDE,SA,5000,Australia,"47-53 North Terrace,ADELAIDE,SA,5000,Australia",University,-34.92278889999999,138.5910019
206,University of South Australia,City East,,Cnr North Terrace & Frome Road,ADELAIDE,SA,5000,Australia,"Cnr North Terrace & Frome Road,ADELAIDE,SA,5000,Australia",University ,-34.920514000000004,138.606768
207,University of South Australia,Magill,,St Bernard's Road,MAGILL,SA,5072,Australia,"St Bernard's Road,MAGILL,SA,5072,Australia",University,-34.9102772,138.67396599999998
208,University of South Australia,Mawson Lakes,,Mawson Lakes Boulevard,MAWSON LAKES,SA,5095,Australia,"Mawson Lakes Boulevard,MAWSON LAKES,SA,5095,Australia",University,-34.8097048,138.6201835
209,University of Southern Queensland,Springfield,,37 Sinnathamby Boulevard SPRINGFIELD,CENTRAL,QLD,4300,Australia,"37 Sinnathamby Boulevard SPRINGFIELD,CENTRAL,QLD,4300,Australia",University ,-27.683073200000003,152.9080163
210,University of Southern Queensland,Ipswich,,11 Salisbury Road,IPSWICH,QLD,4305,Australia,"11 Salisbury Road,IPSWICH,QLD,4305,Australia",University,-27.628915799999998,152.7548449
211,University of Southern Queensland,Queensland College of Wine Tourism,,West Street,TOOWOOMBA,QLD,4350,Australia,"West Street,TOOWOOMBA,QLD,4350,Australia",University,-27.603108000000002,151.932466
212,University of Sydney,Sydney Conservatorium of Music,,Greenway Building Cnr Bridge & Macquarie Streets,SYDNEY,NSW,2000,Australia,"Greenway Building Cnr Bridge & Macquarie Streets,SYDNEY,NSW,2000,Australia",University ,-33.863440000000004,151.214423
213,University of Sydney,Mallett Street,,88 Mallett Street,CAMPERDOWN,NSW,2006,Australia,"88 Mallett Street,CAMPERDOWN,NSW,2006,Australia",University,-33.8885545,151.1775053
214,University of Sydney,Camperdown/Darlington,,160 City Road,CAMPERDOWN,NSW,2006,Australia,"160 City Road,CAMPERDOWN,NSW,2006,Australia",University,-33.88926,151.19100600000002
215,University of Sydney,Surry Hills,,2 Chalmers Street,SURRY HILLS,NSW,2010,Australia,"2 Chalmers Street,SURRY HILLS,NSW,2010,Australia",University,-33.88446,151.2078088
216,University of Sydney,Cumberland,Student Central (Cumberland) Student Central Office,75 East St,LIDCOMBE,NSW,2141,Australia,"75 East St,LIDCOMBE,NSW,2141,Australia",University ,-33.881754799999996,151.04887580000002
217,University of Sydney,Camden,,425 Werombi Road,CAMDEN,NSW,2570,Australia,"425 Werombi Road,CAMDEN,NSW,2570,Australia",University,-34.031781,150.65759
218,University of Tasmania,Sydney - Darlinghurst,St Vincent's Hospital Education Centre,1 Leichhardt Street,DARLINGHURST,NSW,2010,Australia,"1 Leichhardt Street,DARLINGHURST,NSW,2010,Australia",University,-33.8803839,151.2220369
219,University of Tasmania,Sydney - Rozelle,Rozelle Hospital ,Cnr Church & Glover Streets,LILYFIELD,NSW,2040,Australia,"Cnr Church & Glover Streets,LILYFIELD,NSW,2040,Australia",University ,-33.871131,151.157097
220,University of Tasmania,Hobart,,Churchill Avenue,SANDY BAY,TAS,7005,Australia,"Churchill Avenue,SANDY BAY,TAS,7005,Australia",University,-42.905383,147.325311
221,University of Tasmania,AMC Launceston,,Australian Maritime College Newnham Drive,NEWNHAM,TAS,7248,Australia,"Australian Maritime College Newnham Drive,NEWNHAM,TAS,7248,Australia",University ,-41.4010143,147.12042580000002
222,University of Tasmania,Launceston,,Newnham Drive Newnham,LAUNCESTON,TAS,7250,Australia,"Newnham Drive Newnham,LAUNCESTON,TAS,7250,Australia",University ,-41.401138,147.122487
223,University of Tasmania,Cradle Coast,,16-20 Mooreville Road,BURNIE,TAS,7320,Australia,"16-20 Mooreville Road,BURNIE,TAS,7320,Australia",University,-41.057828799999996,145.8801315
224,University of Tasmania (Australian Maritime College),Australian Maritime College - Beauty Point,Seamanship Centre,Wharf Road,BEAUTY POINT,TAS,7270,Australia,"Wharf Road,BEAUTY POINT,TAS,7270,Australia",University,-41.159057000000004,146.82356299999998
225,University of Technology Sydney,City,,15 Broadway,ULTIMO,NSW,2007,Australia,"15 Broadway,ULTIMO,NSW,2007,Australia",University,-33.8832376,151.20049419999998
226,University of Technology Sydney,Moore Park Precinct,,44 Driver Avenue,MOORE PARK,NSW,2021,Australia,"44 Driver Avenue,MOORE PARK,NSW,2021,Australia",University,-33.887976,151.22474
227,University of the Sunshine Coast,USC Sydney,,540 George Street,SYDNEY,NSW,2000,Australia,"540 George Street,SYDNEY,NSW,2000,Australia",University,-33.8733328,151.20738280000003
228,University of the Sunshine Coast,USC Melbourne,,104 Franklin Street,MELBOURNE,VIC,3000,Australia,"104 Franklin Street,MELBOURNE,VIC,3000,Australia",University,-37.8082126,144.95951259999998
229,University of the Sunshine Coast,USC SouthBank,,52 Merivale Street,SOUTH BRISBANE,QLD,4101,Australia,"52 Merivale Street,SOUTH BRISBANE,QLD,4101,Australia",University,-27.4766095,153.0171904
230,University of the Sunshine Coast,USC Caboolture,,Tallon Street,CABOOLTURE,QLD,4510,Australia,"Tallon Street,CABOOLTURE,QLD,4510,Australia",University,-27.074302799999998,152.9598388
231,University of the Sunshine Coast,USC Sunshine Coast,,Sippy Downs Drive,SIPPY DOWNS,QLD,4556,Australia,"Sippy Downs Drive,SIPPY DOWNS,QLD,4556,Australia",University,-26.718017,153.06188899999998
232,University of the Sunshine Coast,USC Noosa,The J Noosa,60 Noosa Drive,NOOSA HEADS,QLD,4567,Australia,"60 Noosa Drive,NOOSA HEADS,QLD,4567,Australia",University,-26.396301,153.088391
233,University of the Sunshine Coast,USC Gympie,,71 Cartwright Road,GYMPIE,QLD,4570,Australia,"71 Cartwright Road,GYMPIE,QLD,4570,Australia",University,-26.1700674,152.6599204
234,University of the Sunshine Coast,USC Fraser Coast,,161 Old Maryborough Road,HERVEY BAY,QLD,4655,Australia,"161 Old Maryborough Road,HERVEY BAY,QLD,4655,Australia",University,-25.2856713,152.8364751
235,University of Western Australia,Crawley,,35 Stirling Highway,CRAWLEY,WA,6009,Australia,"35 Stirling Highway,CRAWLEY,WA,6009,Australia",University,-31.976913,115.81795
236,University of Western Australia,Albany Centre,,35 Stirling Terrace,ALBANY,WA,6330,Australia,"35 Stirling Terrace,ALBANY,WA,6330,Australia",University,-35.027569,117.887147
237,University of Wollongong,Sydney Business School,,1 Macquarie Place,SYDNEY,NSW,2000,Australia,"1 Macquarie Place,SYDNEY,NSW,2000,Australia",University,-33.8619875,151.2097433
238,University of Wollongong,UOW South Western Sydney,,33 Moore Street,LIVERPOOL,NSW,2170,Australia,"33 Moore Street,LIVERPOOL,NSW,2170,Australia",University,-33.922489500000005,150.92543730000003
239,University of Wollongong,UOW Southern Sydney (Loftus),TAFE NSW Southern Sydney Institute,1 Pitt Street,LOFTUS,NSW,2232,Australia,"1 Pitt Street,LOFTUS,NSW,2232,Australia",University,-34.0405749,151.0529203
240,University of Wollongong,Innovation Campus,,Squires Way,NORTH WOLLONGONG,NSW,2500,Australia,"Squires Way,NORTH WOLLONGONG,NSW,2500,Australia",University,-34.402209,150.89901799999998
241,University of Wollongong,UOW Online,University of Wollongong,Northfields Avenue,WOLLONGONG,NSW,2522,Australia,"Northfields Avenue,WOLLONGONG,NSW,2522,Australia",University,-34.405403899999996,150.87843
242,University of Wollongong,Wollongong,University of Wollongong,Northfields Avenue,WOLLONGONG,NSW,2522,Australia,"Northfields Avenue,WOLLONGONG,NSW,2522,Australia",University,-34.405403899999996,150.87843
243,University of Wollongong,UOW Batemans Bay,Hanging Rock,Beach Road,BATEMANS BAY,NSW,2536,Australia,"Beach Road,BATEMANS BAY,NSW,2536,Australia",University,-35.721400700000004,150.1928044
244,University of Wollongong,UOW Shoalhaven,Ray Cleary Building ,George Evans Drive,NOWRA,NSW,2541,Australia,"George Evans Drive,NOWRA,NSW,2541,Australia",University ,-34.88796,150.568696
245,University of Wollongong,UOW Bega,,176 Auckland Street,BEGA,NSW,2550,Australia,"176 Auckland Street,BEGA,NSW,2550,Australia",University,-36.6778562,149.8400454
246,University of Wollongong,UOW Southern Highlands,Moss Vale TAFE,Kirkham Street,MOSS VALE,NSW,2577,Australia,"Kirkham Street,MOSS VALE,NSW,2577,Australia",University,-34.5545106,150.3757089
247,Victoria University,Sydney,,545 Kent Street,SYDNEY,NSW,2000,Australia,"545 Kent Street,SYDNEY,NSW,2000,Australia",University,-33.8697767,151.2040035
248,Victoria University,City King,,225 King Street,MELBOURNE,VIC,3000,Australia,"225 King Street,MELBOURNE,VIC,3000,Australia",University,-37.8148754,144.9547483
249,Victoria University,City Flinders,,300 Flinders Street,MELBOURNE,VIC,3000,Australia,"300 Flinders Street,MELBOURNE,VIC,3000,Australia",University,-37.8180839,144.96404569999999
250,Victoria University,City Queen,,295 & 283 Queen Street,MELBOURNE,VIC,3000,Australia,"295 & 283 Queen Street,MELBOURNE,VIC,3000,Australia",University,-37.8116296,144.9594785
251,Victoria University,Footscray Park,,Ballarat Road,FOOTSCRAY,VIC,3011,Australia,"Ballarat Road,FOOTSCRAY,VIC,3011,Australia",University,-37.793428000000006,144.898067
252,Victoria University,Footscray Nicholson,,Cnr Nicholson & Buckley Streets,FOOTSCRAY,VIC,3011,Australia,"Cnr Nicholson & Buckley Streets,FOOTSCRAY,VIC,3011,Australia",University ,-37.80486079999999,144.89839709999998
253,Victoria University,Footscray Park,,Ballarat Road,FOOTSCRAY,VIC,3011,Australia,"Ballarat Road,FOOTSCRAY,VIC,3011,Australia",University,-37.793428000000006,144.898067
254,Victoria University,Sunshine,,460 Ballarat Road,SUNSHINE,VIC,3020,Australia,"460 Ballarat Road,SUNSHINE,VIC,3020,Australia",University,-37.7771946,144.83342290000002
255,Victoria University,St Albans,,McKechnie Street ST,ALBANS,VIC,3021,Australia,"McKechnie Street ST,ALBANS,VIC,3021,Australia",University,-37.7522655,144.79791919999997
256,Victoria University,Werribee,,Hoppers Lane,WERRIBEE,VIC,3030,Australia,"Hoppers Lane,WERRIBEE,VIC,3030,Australia",University,-37.889575799999996,144.70019580000002
257,Western Sydney University,Sydney City,,255 Elizabeth Street,SYDNEY,NSW,2000,Australia,"255 Elizabeth Street,SYDNEY,NSW,2000,Australia",University,-33.8757124,151.2092035
258,Western Sydney University,Parramatta,,Cnr Victoria Road & James Ruse Drive,RYDALMERE,NSW,2116,Australia,"Cnr Victoria Road & James Ruse Drive,RYDALMERE,NSW,2116,Australia",University ,-33.811597,151.025146
259,Western Sydney University,WS - The College - Olympic Park,,8 Australia Avenue,SYDNEY OLYMPIC PARK,NSW,2127,Australia,"8 Australia Avenue,SYDNEY OLYMPIC PARK,NSW,2127,Australia",University,-33.84537589999999,151.0710894
260,Western Sydney University,Parramatta City,,169 Macquarie Street,PARRAMATTA,NSW,2150,Australia,"169 Macquarie Street,PARRAMATTA,NSW,2150,Australia",University,-33.8160513,151.00559009999998
261,Western Sydney University,Liverpool City,,100 Macquarie Street,LIVERPOOL,NSW,2170,Australia,"100 Macquarie Street,LIVERPOOL,NSW,2170,Australia",University,-33.920010999999995,150.92453659999998
262,Western Sydney University,WS - The College - Bankstown,,2 Bullecourt Avenue,MILPERRA,NSW,2214,Australia,"2 Bullecourt Avenue,MILPERRA,NSW,2214,Australia",University,-33.940531299999996,150.9915189
263,Western Sydney University,Bankstown,,Bullecourt Avenue,MILPERRA,NSW,2214,Australia,"Bullecourt Avenue,MILPERRA,NSW,2214,Australia",University,-33.940071100000004,150.9909869
264,Western Sydney University,Campbelltown,,Narellan Road,CAMPBELLTOWN,NSW,2560,Australia,"Narellan Road,CAMPBELLTOWN,NSW,2560,Australia",University,-34.07011,150.79281699999999
265,Western Sydney University,Penrith,,Second Avenue,KINGSWOOD,NSW,2747,Australia,"Second Avenue,KINGSWOOD,NSW,2747,Australia",University,-33.765307,150.729403
266,Western Sydney University,Hawkesbury,,Bourke Street,RICHMOND,NSW,2753,Australia,"Bourke Street,RICHMOND,NSW,2753,Australia",University,-33.613863,150.74600800000002
267,Western Sydney University,WS - The College - Nirimba,,Eastern Road,QUAKERS HILL,NSW,2763,Australia,"Eastern Road,QUAKERS HILL,NSW,2763,Australia",University,-33.725645,150.87813799999998
