objectid_1,objectid,heritage_i,location_i,name,status,status_dat,owner_name,descr,site_name,loc_type,title,block_key,district_n,district_i,division_n,division_i,heritage_r,shape_leng,shape_length,shape_area
2160,2160,1247,4601,Aboriginal Places in Canberra Nature Park Fire Trails,Final Registration,20050309.0,,,,Restricted,,60000001539,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,4735.67571114976,4735.67571114976,1422884.30354534
2161,2161,1247,2863,RRF8,Final Registration,20050309.0,,,,Restricted,,60000001539,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,4735.67571114976,4735.67571114976,1422884.30354534
2162,2162,1247,2890,RRF14 and PAD,Final Registration,20050309.0,,,,Restricted,,60000001539,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,4735.67571114976,4735.67571114976,1422884.30354534
2163,2163,1247,2833,RRF1 and PAD,Final Registration,20050309.0,,,,Restricted,,60000001539,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,4735.67571114976,4735.67571114976,1422884.30354534
2164,2164,1172,2151,MOL A9,Final Registration,20050309.0,,,,Restricted,,50000000183,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,10026.1863558195,10026.1863558195,1056903.1144941
2165,2165,2521,8529,Traditional Nesting Sites of Peregrine Falcons,Nominated for Provisional Registration,,,,,Restricted,,50000000183,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,10026.1863811286,10026.1863811286,1056903.08116878
2166,2166,1172,1086,IF14,Final Registration,20050309.0,,,,Restricted,,50000000183,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,10026.1863558195,10026.1863558195,1056903.1144941
2167,2167,1172,1050,IF17,Final Registration,20050309.0,,,,Restricted,,50000000183,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,10026.1863558195,10026.1863558195,1056903.1144941
2168,2168,1172,1049,IF16,Final Registration,20050309.0,,,,Restricted,,50000000183,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,10026.1863558195,10026.1863558195,1056903.1144941
2169,2169,1172,4506,Aboriginal Places in the District of Belconnen,Final Registration,20050309.0,,,,Restricted,,50000000183,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,10026.1863558195,10026.1863558195,1056903.1144941
2181,2181,2023,1185,HP29,Final Registration,20050308.0,,,,Restricted,,77180180001,GUNGAHLIN,G,JACKA,J,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jacka,2461.8164044464497,2461.8164044464497,342217.546827031
2171,2171,1020,4313,Hume Paleontological Site,Final Registration,,,,,Restricted,,88020260007,JERRABOMBERRA,J,HUME,H,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/h#hume,1090.33222304967,1090.33222304967,26453.2050652175
2172,2172,1172,1100,MOL A2,Final Registration,20050309.0,,,,Restricted,,50000001419,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,5476.53859901336,5476.53859901336,1545558.20074797
2173,2173,1172,1079,MOL IF5,Final Registration,20050309.0,,,,Restricted,,50000001419,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,5476.53859901336,5476.53859901336,1545558.20074797
3284,3284,2024,2531,NNP BV 16,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
2174,2174,1162,1570,CLB12 (B12),Final Registration,20050309.0,,,,Restricted,,50000001419,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,5476.53890660195,5476.53890660195,1545558.0299655
2182,2182,2023,2629,HPIF9,Final Registration,20050308.0,,,,Restricted,,77180180001,GUNGAHLIN,G,JACKA,J,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jacka,2461.8164044464497,2461.8164044464497,342217.546827031
2183,2183,2023,1184,HP26,Final Registration,20050308.0,,,,Restricted,,77180180001,GUNGAHLIN,G,JACKA,J,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jacka,2461.8164044464497,2461.8164044464497,342217.546827031
2184,2184,2023,2047,HP27,Final Registration,20050308.0,,,,Restricted,,77180180001,GUNGAHLIN,G,JACKA,J,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jacka,2461.8164044464497,2461.8164044464497,342217.546827031
2226,2226,2023,2215,C5/IF7 (WPIF7),Final Registration,20050308.0,,,,Restricted,,70000000685,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,4911.57151844372,4911.57151844372,1080196.20513904
3285,3285,2024,2532,NNP BV 18,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
2175,2175,1162,4448,Aboriginal Places along Urban and Rural Bushfire Containment Lines,Final Registration,20050309.0,,,,Restricted,,50000001419,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,5476.53890660195,5476.53890660195,1545558.0299655
2176,2176,1167,1458,BELC PAD 1,Final Registration,20050309.0,,,,Restricted,,55530470001,BELCONNEN,B,KALEEN,K,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/k#kaleen,131.742217877858,131.742217877858,1054.5763559532002
2177,2177,1172,1415,LS 5,Final Registration,20050309.0,,,,Restricted,,55800250008,BELCONNEN,B,LAWSON,L,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/l#lawson,89.996129687166,89.996129687166,449.961297707027
2178,2178,2023,1183,HP25,Final Registration,20050308.0,,,,Restricted,,77180180001,GUNGAHLIN,G,JACKA,J,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jacka,2461.8164044464497,2461.8164044464497,342217.546827031
2179,2179,2023,2148,C5/1; (WP1; HP20),Final Registration,20050308.0,,,,Restricted,,77180180001,GUNGAHLIN,G,JACKA,J,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jacka,2461.8164044464497,2461.8164044464497,342217.546827031
2180,2180,2023,2048,HP28,Final Registration,20050308.0,,,,Restricted,,77180180001,GUNGAHLIN,G,JACKA,J,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jacka,2461.8164044464497,2461.8164044464497,342217.546827031
3286,3286,2024,2538,NNP BV 29,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
2185,2185,2029,2157,MRC18,Final Registration,20050308.0,,,,Restricted,,60000001624,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,5890.7098467305,5890.7098467305,1051840.00971105
2194,2194,1166,478,Aboriginal Places in the District of Jerrabomberra,Final Registration,20050309.0,,,,Restricted,,88031110009,JERRABOMBERRA,J,SYMONSTON,S,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#symonston,2295.98190961637,2295.98190961637,257596.529802104
2227,2227,2023,2186,C5/IF6 (WPIF6),Final Registration,20050308.0,,,,Restricted,,70000000685,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,4911.57151844372,4911.57151844372,1080196.20513904
3048,3048,1247,2831,ABF2 and PAD,Final Registration,20050309.0,,,,Restricted,,50000001552,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,3257.4673461422603,3257.4673461422603,463867.352673474
2186,2186,2029,7663,Aboriginal Places in the District of Tuggeranong and the Murrumbidgee River Corridor,Final Registration,20050308.0,,,,Restricted,,60000001624,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,5890.7098467305,5890.7098467305,1051840.00971105
2209,2209,1243,2900,MV87,Final Registration,20050309.0,,,,Restricted,,20000000709,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,1257.4302641543302,1257.4302641543302,30631.1055042566
2231,2231,1166,1337,MOL PAD,Final Registration,20050309.0,,,,Restricted,,80000001036,JERRABOMBERRA,J,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jerrabomberra,1157.81227752334,1157.81227752334,65086.0872272495
2232,2232,2029,676,MRC92,Final Registration,20050308.0,,,,Restricted,,100000000451,STROMLO,S,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#stromlo,3673.0146359550204,3673.0146359550204,576284.382226757
2233,2233,2029,2324,MRC112,Final Registration,20050308.0,,,,Restricted,,100000000451,STROMLO,S,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#stromlo,3673.0146359550204,3673.0146359550204,576284.382226757
3287,3287,2024,2539,NNP BV 22,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
3288,3288,2024,2563,NNP BV 24,Final Registration,20050309.0,,,,Restricted,,130000000039,MOUNT CLEAR,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#mount_clear,45581.07027733269,45581.07027733269,80308539.74505842
2187,2187,2029,1130,MRC19a,Final Registration,20050308.0,,,,Restricted,,60000001624,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,5890.7098467305,5890.7098467305,1051840.00971105
2212,2212,1172,1418,LS 10,Final Registration,20050309.0,,,,Restricted,,55520920019,BELCONNEN,B,GIRALANG,G,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#giralang,107.21496965492399,107.21496965492399,650.58071346895
2234,2234,2029,675,MRC91,Final Registration,20050308.0,,,,Restricted,,100000000451,STROMLO,S,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#stromlo,3673.0146359550204,3673.0146359550204,576284.382226757
2235,2235,2029,2325,MRC114,Final Registration,20050308.0,,,,Restricted,,100000000451,STROMLO,S,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#stromlo,3673.0146359550204,3673.0146359550204,576284.382226757
2236,2236,1243,1252,MV106,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2237,2237,1247,2575,MAFT 01,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2238,2238,1247,1837,MAFT 08,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2188,2188,2029,1131,MRC19b,Final Registration,20050308.0,,,,Restricted,,60000001624,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,5890.7098467305,5890.7098467305,1051840.00971105
2213,2213,2121,735,CU40,Final Registration,,,,,Restricted,,180000000039,BOOTH,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#booth,8711.04730312907,8711.04730312907,3152092.30512549
2239,2239,1247,1836,MAFT 07,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2240,2240,1247,1691,MAFT 02,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2241,2241,1247,1839,MAFT 13,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2242,2242,1247,2603,MAFT 12,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2243,2243,1247,2578,MAFT 06,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2244,2244,1247,2577,MAFT 05,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2189,2189,2029,1132,MRC19c,Final Registration,20050308.0,,,,Restricted,,60000001624,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,5890.7098467305,5890.7098467305,1051840.00971105
2214,2214,1164,2544,Bruce IF2,Final Registration,20050309.0,,,,Restricted,,55550080037,BELCONNEN,B,BRUCE,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#bruce,1188.47264501377,1188.47264501377,85038.5541587083
2245,2245,1247,2579,MAFT 09,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2246,2246,1247,1835,MAFT 04,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2247,2247,1243,2928,MV105,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2248,2248,1243,2929,MV107,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2190,2190,2029,1133,MRC20a+b,Final Registration,20050308.0,,,,Restricted,,60000001624,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,5890.7098467305,5890.7098467305,1051840.00971105
2191,2191,1172,2262,IF25,Final Registration,20050309.0,,,,Restricted,,50000001602,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,1558.6057221469,1558.6057221469,129844.048700082
2192,2192,1172,4506,Aboriginal Places in the District of Belconnen,Final Registration,20050309.0,,,,Restricted,,50000001602,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,1558.6057221469,1558.6057221469,129844.048700082
2193,2193,1166,1076,JA9 (IF2),Final Registration,20050309.0,,,,Restricted,,88031110009,JERRABOMBERRA,J,SYMONSTON,S,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#symonston,2295.98190961637,2295.98190961637,257596.529802104
2249,2249,1243,2950,FA1,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2250,2250,1243,1237,MV84,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2251,2251,1243,642,Mount Ainslie,Final Registration,20050309.0,,,,Restricted,,20000000723,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,12952.726378846499,12952.726378846499,4682650.80996055
2195,2195,2027,7541,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,70000000583,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,3057.35597069002,3057.35597069002,489001.861402132
