cd_code,state_,_seifa86_population_,index_of_relative_socio_economic_disadvantage_,_index_of_economic_resources_,index_of_education_and_occupation_,sla_,sla_name_,postal_areas_,state_name
1311003,1,577,1000.3373,1051.9484,960.1815,4900,Liverpool (C),2170,New South Wales
1311108,1,528,912.0869,1025.7797,887.0922,2850,Fairfield (C),2166,New South Wales
2311206,2,774,909.32635,908.9809,894.9544,2840,Footscray (C),3013,Victoria
1311302,1,1338,1052.3293,1145.0629,994.0224,2850,Fairfield (C),2176,New South Wales
2311304,2,453,957.6068,961.62177,920.56836,8080,Williamstown (C),3015,Victoria
1311306,1,831,1042.5425,1133.4009,1013.8096,2850,Fairfield (C),2176,New South Wales
2311310,2,258,970.93286,957.6361,926.81055,8080,Williamstown (C),3015,Victoria
2311311,2,368,1006.92,985.059,967.8844,8080,Williamstown (C),3015,Victoria
2311510,2,504,987.3688400000001,961.42303,1046.5563,8080,Williamstown (C),3016,Victoria
2311810,2,680,1000.0335,990.23694,971.63403,120,Altona (C),3025,Victoria
1320110,1,922,1038.6107,990.6681,1005.0211,4900,Liverpool (C),2170,New South Wales
2320712,2,982,1123.4392,1167.1005,1069.7281,1240,Broadmeadows (C),3049,Victoria
1320803,1,512,1071.1636,1105.3961,1085.9415,1500,Campbelltown (C),2560,New South Wales
2380511,2,483,950.682,928.9345,1091.2123,1080,Box Hill (C),3128,Victoria
2320112,2,876,1154.8575,1239.8075,1116.4662,3680,Keilor (C),3036,Victoria
2320309,2,848,1030.4431,1032.857,966.2355,3680,Keilor (C),3042,Victoria
2320310,2,739,1111.1483,1120.2156,1028.2161,3680,Keilor (C),3042,Victoria
1320402,1,558,1029.2725,1045.2205,976.596,1500,Campbelltown (C),2167,New South Wales
1320511,1,517,1056.1122,1056.8798,1043.0161,1500,Campbelltown (C),2565,New South Wales
1320513,1,710,1079.5992,1107.8093,1049.5382,1500,Campbelltown (C),2564,New South Wales
1320514,1,905,1117.1306,1195.1699,1064.5371,1500,Campbelltown (C),2564,New South Wales
2320603,2,577,936.2093,955.14355,910.8353,1240,Broadmeadows (C),3046,Victoria
1340710,1,471,1070.5394,1094.6018,1064.2284,7150,Sutherland (S),2229,New South Wales
1321408,1,747,1027.0192,1053.2926,1087.2228,1500,Campbelltown (C),2560,New South Wales
2321506,2,491,1102.0295,1022.5295,1109.3324,2680,Essendon (C),3040,Victoria
1340409,1,500,1099.1417,1179.1725,1094.6296,7150,Sutherland (S),2228,New South Wales
1340501,1,723,1034.9095,1027.3595,1090.4327,7150,Sutherland (S),2228,New South Wales
1321703,1,1197,824.54297,918.0566,928.51624,1500,Campbelltown (C),2560,New South Wales
1321707,1,629,1094.3698,1157.9698,1020.0373,1500,Campbelltown (C),2560,New South Wales
1330106,1,589,1189.3741,1332.7643,1173.1261,7150,Sutherland (S),2234,New South Wales
2330110,2,455,1040.4574,1010.1794,1018.3934,1800,Coburg (C),3044,Victoria
2330204,2,303,892.99194,944.08777,898.128,1800,Coburg (C),3058,Victoria
1330308,1,895,1067.4984,1023.6837,1071.941,7150,Sutherland (S),2225,New South Wales
2330509,2,591,1000.0655,960.587,985.1748,6000,Preston (C),3072,Victoria
2330606,2,635,932.6946,923.3330699999999,1001.5986,5400,Northcote (C),3070,Victoria
2330705,2,465,866.6856,891.4738,951.90845,5400,Northcote (C),3071,Victoria
1330916,1,645,1141.8673,1194.8016,1100.8002,7150,Sutherland (S),2233,New South Wales
1331210,1,842,1175.6355,1227.8126,1179.6407,7150,Sutherland (S),2234,New South Wales
2340602,2,635,955.8027300000001,942.85913,983.8932,6000,Preston (C),3073,Victoria
1331002,1,10,1179.3961,1008.0067,1097.2965,8450,Wollongong (C),2508,New South Wales
1331003,1,383,943.2146,1033.2386,870.5668,8450,Wollongong (C),2508,New South Wales
2331010,2,296,962.6887,944.57355,990.86316,1800,Coburg (C),3044,Victoria
2331106,2,645,1029.2153,975.8594,1013.7599,1800,Coburg (C),3044,Victoria
1340304,1,721,1123.8362,1194.3735,1109.5688,7150,Sutherland (S),2227,New South Wales
1340403,1,736,1135.8872,1202.0639999999999,1106.1576,7150,Sutherland (S),2227,New South Wales
2340405,2,342,990.207,947.4848,974.1874,6000,Preston (C),3073,Victoria
2350104,2,610,1120.2759,1125.0857,1241.1008,3800,Kew (C),3101,Victoria
1331212,1,1663,1152.4226,1230.1444,1142.6377,7150,Sutherland (S),2234,New South Wales
2331407,2,123,920.7001,918.4328,972.3104,1280,Brunswick (C),3057,Victoria
2331408,2,298,795.7769,828.3135,901.1319,1280,Brunswick (C),3056,Victoria
2331610,2,197,952.0688,976.8345,1035.1384,1280,Brunswick (C),3056,Victoria
2340101,2,845,1058.4094,1110.9431,953.8844,6000,Preston (C),3073,Victoria
2340104,2,961,1055.9460000000001,1069.0198,968.4026,6000,Preston (C),3073,Victoria
2340106,2,937,1004.7988,1012.6659,932.3317,6000,Preston (C),3073,Victoria
2340112,2,914,1043.39,1077.2688,936.5573,6000,Preston (C),3073,Victoria
2350211,2,149,1064.3656,1003.8195,1137.5652,3800,Kew (C),3101,Victoria
1341001,1,626,1012.5718,1030.7246,958.6752,7150,Sutherland (S),2231,New South Wales
1341003,1,774,1043.4451,1056.5873,984.72424,7150,Sutherland (S),2231,New South Wales
1341007,1,830,1068.8411,1103.6548,1034.2097,7150,Sutherland (S),2229,New South Wales
1341011,1,812,1120.119,1186.9746,1089.4806,7150,Sutherland (S),2224,New South Wales
2341301,2,699,916.3563,910.1302,1058.8174,5400,Northcote (C),3078,Victoria
2341306,2,647,1041.0482,1015.2288,1084.4257,5400,Northcote (C),3078,Victoria
2341401,2,737,906.4544699999999,902.2655599999999,1018.82,5400,Northcote (C),3070,Victoria
1350908,1,592,1069.5022,1031.6637,1065.5992,4450,Kogarah (M),2221,New South Wales
2351007,2,623,1050.1373,1010.6786,1177.7898,3320,Hawthorn (C),3123,Victoria
1351014,1,400,1006.3346,986.9367699999999,999.1977,6650,Rockdale (M),2219,New South Wales
2351111,2,211,979.28705,938.4056400000001,1141.1993,3320,Hawthorn (C),3123,Victoria
1351201,1,781,1032.6537,1009.3712,1008.1049,6650,Rockdale (M),2217,New South Wales
2351205,2,313,1127.4462,1095.972,1274.603,1480,Camberwell (C),3126,Victoria
2351211,2,515,1184.0238,1229.267,1241.9283,1480,Camberwell (C),3126,Victoria
2351304,2,412,1106.145,1061.6993,1171.3982,1480,Camberwell (C),3103,Victoria
2351407,2,455,1104.335,1072.9839,1135.3713,1480,Camberwell (C),3104,Victoria
1351604,1,786,989.882,1051.3667,982.7891,6650,Rockdale (M),2216,New South Wales
2351607,2,687,1167.5837,1191.6482,1218.8661,1480,Camberwell (C),3104,Victoria
1351706,1,899,979.6997,1005.3277,913.4820599999999,6650,Rockdale (M),2216,New South Wales
1351708,1,554,786.9286,794.43427,940.32214,6650,Rockdale (M),2205,New South Wales
1351709,1,533,1006.3417,1010.7186,962.73474,6650,Rockdale (M),2205,New South Wales
2351911,2,396,1084.3164,1033.0582,1195.3091,1480,Camberwell (C),3126,Victoria
1360105,1,785,954.3861,964.448,964.2008,1550,Canterbury (M),2195,New South Wales
2360108,2,207,1107.1211,1217.8724,1152.1562,5960,Prahran (C),3142,Victoria
2360113,2,434,1071.8092,1050.5685,1155.147,5960,Prahran (C),3142,Victoria
1360207,1,963,931.7256,954.7425,912.32666,1550,Canterbury (M),2192,New South Wales
1390401,1,589,929.1388,927.76807,931.07416,6250,Parramatta (C),2160,New South Wales
2360501,2,753,1124.6279,1159.6902,1175.8623,5960,Prahran (C),3142,Victoria
2360605,2,549,1181.7814,1240.2666,1249.1716,4440,Malvern (C),3144,Victoria
1360707,1,721,974.7052,953.5351,990.1076,1550,Canterbury (M),2208,New South Wales
1360708,1,894,1059.1561,999.9200400000001,1044.9434,1550,Canterbury (M),2208,New South Wales
2361211,2,381,883.4975599999999,876.222,1009.5492,1480,Camberwell (C),3147,Victoria
1361301,1,851,988.0535,992.262,956.4323,6650,Rockdale (M),2205,New South Wales
2361301,2,379,986.3838,954.1460599999999,1155.4368,4440,Malvern (C),3146,Victoria
2361302,2,549,1137.1632,1108.7623,1227.8116,4440,Malvern (C),3146,Victoria
2361306,2,639,1123.0983,1102.7659,1208.2615,4440,Malvern (C),3145,Victoria
1361311,1,541,986.09686,1019.3910000000001,942.9978,6650,Rockdale (M),2205,New South Wales
2361604,2,451,1075.212,1033.2502,1180.268,4440,Malvern (C),3144,Victoria
2361607,2,441,999.6195,965.79724,1163.5536,4440,Malvern (C),3143,Victoria
1361708,1,90,959.17126,1010.2545,1065.8215,4150,Hurstville (M),2220,New South Wales
1380402,1,984,1012.6348,978.6606,1012.1043,350,Bankstown (C),2197,New South Wales
1380409,1,386,1030.1786,1026.6729,991.3739,350,Bankstown (C),2162,New South Wales
1370104,1,467,1087.1196,1127.1086,1021.4484,350,Bankstown (C),2214,New South Wales
2370104,2,503,1119.7202,1087.1013,1217.8296,4440,Malvern (C),3145,Victoria
1370105,1,527,1098.9507,1185.3325,1056.692,350,Bankstown (C),2214,New South Wales
1370201,1,886,996.7396,974.5365,990.81195,350,Bankstown (C),2213,New South Wales
2370205,2,439,1105.819,1074.0487,1122.1261,4440,Malvern (C),3148,Victoria
2370402,2,1171,1089.475,1096.4618,1058.3331,5520,Oakleigh (C),3148,Victoria
1370407,1,708,1116.7684,1135.6835,1083.489,350,Bankstown (C),2213,New South Wales
1380501,1,241,1107.9241,1124.569,1056.2035,350,Bankstown (C),2197,New South Wales
2380509,2,328,1119.367,1057.0107,1156.932,1080,Box Hill (C),3127,Victoria
1370410,1,573,1099.6213,1115.5363,1065.8147,350,Bankstown (C),2213,New South Wales
1370606,1,898,1049.4081,1067.5548,1010.1942,350,Bankstown (C),2211,New South Wales
2370606,2,479,980.4323,955.04895,1042.3171,5520,Oakleigh (C),3166,Victoria
2370612,2,411,955.60095,990.0995,956.924,5520,Oakleigh (C),3166,Victoria
2370709,2,411,913.5098,889.7289,1074.0406,1600,Caulfield (C),3163,Victoria
1370805,1,429,1143.2915,1257.7524,1123.4260000000002,4150,Hurstville (M),2210,New South Wales
2370806,2,435,1084.8210000000001,1034.0079,1081.0436,1600,Caulfield (C),3163,Victoria
2370901,2,450,1084.1182,1010.3598,1094.194,1600,Caulfield (C),3163,Victoria
2370903,2,522,992.2066,971.08405,1056.6835,1600,Caulfield (C),3163,Victoria
2370907,2,316,996.7085,972.938,1047.0826,1600,Caulfield (C),3163,Victoria
2370911,2,220,985.0581699999999,943.91516,1041.4238,1600,Caulfield (C),3163,Victoria
1371007,1,463,1059.8113,1017.3323,1055.875,4150,Hurstville (M),2210,New South Wales
2371010,2,545,948.1442,942.7647,1025.5377,1600,Caulfield (C),3163,Victoria
2371104,2,258,990.0563400000001,936.8823,1094.9525,1600,Caulfield (C),3163,Victoria
2371111,2,225,984.312,918.834,1085.739,1600,Caulfield (C),3163,Victoria
2371407,2,505,1024.6481,970.7984,1094.6559,4920,Moorabbin (C),3204,Victoria
2371508,2,568,1040.8931,957.6216,1082.1942,4920,Moorabbin (C),3204,Victoria
2380209,2,474,1091.3113,1074.6935,1092.7930000000001,1080,Box Hill (C),3129,Victoria
2380210,2,915,1076.1298,1045.3282,1064.9088,1080,Box Hill (C),3129,Victoria
2380306,2,290,1089.3892,1019.2712,1172.7943,1080,Box Hill (C),3128,Victoria
1380308,1,998,1104.1251,1161.8503,1039.9471,350,Bankstown (C),2198,New South Wales
2380312,2,379,877.4112,899.1451400000001,1043.0973,1080,Box Hill (C),3128,Victoria
1380512,1,364,1107.6772,1157.9658,1073.9222,350,Bankstown (C),2198,New South Wales
1380606,1,668,1006.2123,1021.966,976.7066,350,Bankstown (C),2200,New South Wales
2380606,2,609,995.4083,932.6058300000001,1051.6294,1080,Box Hill (C),3128,Victoria
2380611,2,494,1085.7491,1031.7365,1095.4628,1080,Box Hill (C),3128,Victoria
2380705,2,952,1063.817,1061.1007,1044.6823,1080,Box Hill (C),3125,Victoria
2380708,2,665,1096.9318,1059.9816,1121.8888,1080,Box Hill (C),3125,Victoria
1380804,1,653,861.668,906.66754,945.9841,350,Bankstown (C),2200,New South Wales
2380806,2,380,1124.1392,1072.6334,1160.1506,1480,Camberwell (C),3125,Victoria
2380807,2,385,1087.0348,1052.1584,1169.5712,1480,Camberwell (C),3127,Victoria
2381004,2,518,1124.3104,1051.7999,1126.7073,1480,Camberwell (C),3125,Victoria
2381104,2,748,1114.5343,1102.2528,1099.9093,7960,Waverley (C),3147,Victoria
2381206,2,1094,1150.7927,1166.3962,1154.9589,7960,Waverley (C),3149,Victoria
2381213,2,383,1125.9431,1041.0029,1137.8009,7960,Waverley (C),3149,Victoria
1381501,1,503,854.2089,923.4299300000001,948.7757,1550,Canterbury (M),2196,New South Wales
1390202,1,1016,1002.0326,1020.4049,947.7566,3950,Holroyd (M),2160,New South Wales
1390205,1,840,926.31146,911.4656,933.1428,3950,Holroyd (M),2161,New South Wales
2390207,2,633,1099.2903,1069.5404,1099.2295,5480,Nunawading (C),3130,Victoria
2390208,2,438,1075.3029,1029.0586,1091.1013,5480,Nunawading (C),3130,Victoria
2390301,2,604,1094.8524,1068.1892,1088.7421,5480,Nunawading (C),3131,Victoria
2390306,2,559,970.0415,927.7477,1007.9538,5480,Nunawading (C),3131,Victoria
1390604,1,188,761.8064,803.38525,915.5182,6250,Parramatta (C),2142,New South Wales
2390608,2,765,1104.2078,1120.5106,1102.4286,5480,Nunawading (C),3131,Victoria
1390802,1,750,1008.1169,993.56805,973.52515,350,Bankstown (C),2162,New South Wales
1390804,1,446,913.6278699999999,921.18646,923.3113,350,Bankstown (C),2163,New South Wales
1390904,1,481,1040.3568,958.9511,1045.7216,350,Bankstown (C),2162,New South Wales
2390907,2,482,1012.7545,1014.1052,1043.0525,5480,Nunawading (C),3133,Victoria
2391009,2,793,1082.1073,1074.8246,1072.5209,5480,Nunawading (C),3133,Victoria
1391010,1,654,1014.7035,1016.1826,972.8392,200,Auburn (M),2144,New South Wales
1391104,1,590,957.5985,952.10455,944.1035,200,Auburn (M),2144,New South Wales
1391105,1,670,967.06433,961.57935,955.8578,200,Auburn (M),2144,New South Wales
1391106,1,620,964.7026,986.946,930.9197,200,Auburn (M),2144,New South Wales
2391110,2,771,1151.8636,1303.6339,1131.1746,5480,Nunawading (C),3131,Victoria
2391201,2,839,1075.8281,1103.2351,1051.6306,5480,Nunawading (C),3151,Victoria
2391202,2,763,1120.4242,1133.8275,1103.76,5480,Nunawading (C),3151,Victoria
1391209,1,468,973.2083,1035.0862,928.3539400000001,200,Auburn (M),2144,New South Wales
1400304,1,689,1083.9712,1122.4409,1022.1942,3950,Holroyd (M),2145,New South Wales
1400410,1,533,960.505,1003.6558,946.6544,3950,Holroyd (M),2160,New South Wales
1400503,1,651,1060.1251,1081.2993,995.4807,3950,Holroyd (M),2161,New South Wales
1400701,1,633,876.8333,911.0953400000001,878.0799599999999,2850,Fairfield (C),2161,New South Wales
1400804,1,767,917.4114,937.28894,912.5014,2850,Fairfield (C),2165,New South Wales
1400912,1,877,967.7727,1006.6736,935.5606,2850,Fairfield (C),2165,New South Wales
1401009,1,558,984.9912,1017.5895,896.3182400000001,2850,Fairfield (C),2164,New South Wales
1401211,1,715,981.3584599999999,1008.3356,938.3807400000001,2850,Fairfield (C),2166,New South Wales
1401311,1,687,891.5176,948.5082,872.1715,2850,Fairfield (C),2166,New South Wales
1401404,1,710,962.7357,1009.1268,918.2368,2850,Fairfield (C),2166,New South Wales
1401408,1,886,923.1047,999.7102,897.8433,2850,Fairfield (C),2166,New South Wales
1401410,1,447,926.5183,972.3541,928.8736,2850,Fairfield (C),2166,New South Wales
1410113,1,480,1122.3943,1159.2675,1102.5867,6250,Parramatta (C),2153,New South Wales
1410405,1,412,925.4289,916.0019,978.7799,3950,Holroyd (M),2145,New South Wales
1410406,1,403,927.0762,893.4826,989.55585,3950,Holroyd (M),2145,New South Wales
1410606,1,561,1025.8457,1014.2347,1029.8025,6250,Parramatta (C),2145,New South Wales
1410703,1,299,1032.8672,1021.6399,1036.1982,6250,Parramatta (C),2152,New South Wales
1410705,1,834,1036.655,1043.1038,986.2477,6250,Parramatta (C),2152,New South Wales
1411302,1,224,948.8531,977.2803,1004.7253,6250,Parramatta (C),2150,New South Wales
1411411,1,340,885.3669,912.04346,950.6989,6250,Parramatta (C),2142,New South Wales
1470908,1,592,946.78546,978.5734,990.8534,4800,Leichhardt (M),2040,New South Wales
1420103,1,628,1156.7369,1291.6848,1127.1649,500,Baulkham Hills (S),2151,New South Wales
1420205,1,607,1128.962,1236.996,1142.3307,500,Baulkham Hills (S),2118,New South Wales
1420403,1,497,1108.7819,1078.2039,1133.7269999999999,6250,Parramatta (C),2117,New South Wales
1420505,1,759,1055.733,1080.7524,1042.5488,6250,Parramatta (C),2118,New South Wales
1420508,1,215,1070.7538,1108.6804,1108.5043,6250,Parramatta (C),2121,New South Wales
1420707,1,471,1026.0739999999998,973.6509,1145.9779,4000,Hornsby (S),2121,New South Wales
1421005,1,430,1135.733,1134.3419,1148.6118,6700,Ryde (M),2122,New South Wales
1421308,1,386,937.4684,946.3276400000001,1062.4446,6700,Ryde (M),2114,New South Wales
1430203,1,1202,1033.5781,1003.3831,1124.1052,6700,Ryde (M),2113,New South Wales
1430304,1,815,1084.5791,1138.2788,1092.4724,6700,Ryde (M),2113,New South Wales
1430409,1,314,957.21545,921.4282,1081.2861,6700,Ryde (M),2112,New South Wales
1430504,1,318,1043.2935,1085.3413,1031.8854,6700,Ryde (M),2111,New South Wales
1430701,1,1210,1161.3679,1050.9713,1254.3109,4100,"Hunter""s Hill (M)",2111,New South Wales
1431003,1,281,1033.2291,1027.8068,1096.3658,4700,Lane Cove (M),2066,New South Wales
1431011,1,735,1070.2102,1077.0676,1142.9358,4700,Lane Cove (M),2066,New South Wales
1431110,1,622,1028.5708,999.51996,1164.0117,4700,Lane Cove (M),2066,New South Wales
1431113,1,137,1132.1476,1156.069,1216.6776,4700,Lane Cove (M),2066,New South Wales
1431304,1,699,1148.4902,1153.3236,1180.9658,4700,Lane Cove (M),2066,New South Wales
1440107,1,719,1177.2474,1335.8977,1209.9595,4500,Ku-ring-gai (M),2075,New South Wales
1440301,1,820,1175.0441,1215.5972,1250.708,4500,Ku-ring-gai (M),2072,New South Wales
1440305,1,703,1159.9048,1294.4359,1229.9669,4500,Ku-ring-gai (M),2073,New South Wales
1440405,1,982,1158.9517,1227.719,1176.1462,4500,Ku-ring-gai (M),2073,New South Wales
1440603,1,4,1083.2051,1008.0067,920.6154,4500,Ku-ring-gai (M),2070,New South Wales
1440801,1,413,1146.3022,1133.2247,1274.3848,4500,Ku-ring-gai (M),2070,New South Wales
1440804,1,596,1172.7927,1238.4393,1260.3899,4500,Ku-ring-gai (M),2070,New South Wales
1440805,1,671,1192.2703,1264.5258,1238.5756,4500,Ku-ring-gai (M),2070,New South Wales
1440908,1,1016,1171.5818,1298.9639,1233.4053,4500,Ku-ring-gai (M),2071,New South Wales
1441007,1,733,1173.6589999999999,1309.9515,1210.234,4500,Ku-ring-gai (M),2075,New South Wales
1441009,1,811,1163.6815,1212.1989999999998,1232.9928,4500,Ku-ring-gai (M),2072,New South Wales
1441108,1,575,1122.5704,1179.048,1118.4263,8000,Warringah (S),2087,New South Wales
1451205,1,767,1137.9927,1148.8724,1184.0144,5150,Manly (M),2093,New South Wales
1441110,1,568,1163.9001,1339.066,1157.5531,8000,Warringah (S),2085,New South Wales
1441206,1,761,1161.9259,1283.3036,1178.9557,8000,Warringah (S),2087,New South Wales
1441207,1,771,1161.9045,1288.8281,1191.9478,8000,Warringah (S),2087,New South Wales
1441303,1,1100,1159.7615,1237.5581,1156.2664,8000,Warringah (S),2087,New South Wales
1441403,1,886,1146.9536,1308.3878,1131.8213,8000,Warringah (S),2085,New South Wales
1450106,1,545,992.5833,969.4978,1075.9996,8000,Warringah (S),2099,New South Wales
1450107,1,538,956.4054,944.2365,1064.737,8000,Warringah (S),2099,New South Wales
1450207,1,257,1089.4481,1130.8906,1078.7699,8000,Warringah (S),2096,New South Wales
1450307,1,684,1100.701,1187.8909,1076.2211,8000,Warringah (S),2100,New South Wales
1450509,1,340,971.7189300000001,981.3776,1066.8641,8000,Warringah (S),2093,New South Wales
1450714,1,303,817.18884,797.3074,1018.1116,5150,Manly (M),2094,New South Wales
1450803,1,557,863.4997,866.0367,1134.4935,5150,Manly (M),2095,New South Wales
1450902,1,368,993.0987,996.0332599999999,1100.0177,5150,Manly (M),2095,New South Wales
1450905,1,152,1049.3489,1007.2476,1172.1744,5150,Manly (M),2095,New South Wales
1451308,1,226,1126.4559,1208.2891,1165.2733,5150,Manly (M),2092,New South Wales
1451706,1,382,1042.4512,1017.3499,1224.9281,5350,Mosman (M),2088,New South Wales
1451812,1,142,1163.6902,1006.9081,1180.3871,5350,Mosman (M),2088,New South Wales
1451908,1,381,1029.8980000000001,1021.0986,1183.1526,5350,Mosman (M),2088,New South Wales
1460303,1,715,1118.1782,1133.4368,1197.1587,8250,Willoughby (M),2068,New South Wales
1460711,1,529,1057.4625,1089.9872,1137.6012,8250,Willoughby (M),2068,New South Wales
1460902,1,499,1022.6657,1023.5217,1183.6737,5950,North Sydney (M),2062,New South Wales
1461304,1,180,1080.6091,1063.6007,1229.4167,5950,North Sydney (M),2060,New South Wales
1461403,1,420,974.80084,962.7987,1210.7953,5950,North Sydney (M),2060,New South Wales
1461509,1,382,964.8764,916.1127,1206.3414,5950,North Sydney (M),2061,New South Wales
1461607,1,12,1111.5847,1008.0067,1066.6886,5950,North Sydney (M),2060,New South Wales
1461808,1,274,1067.9298,1116.7607,1203.8192,5950,North Sydney (M),2090,New South Wales
1471210,1,579,911.2701400000001,947.7439,1044.6356,5200,Marrickville (M),2048,New South Wales
1471302,1,620,887.9582,937.5509,1038.9875,5200,Marrickville (M),2049,New South Wales
1471510,1,718,842.7974,854.2741,1030.2614,5200,Marrickville (M),2048,New South Wales
1471610,1,523,889.2280000000001,947.2402300000001,905.6954,5200,Marrickville (M),2204,New South Wales
1471704,1,418,933.324,947.36194,1054.8723,5200,Marrickville (M),2042,New South Wales
1472007,1,353,881.6403,899.32465,1162.1978,4800,Leichhardt (M),2037,New South Wales
1472110,1,351,912.1786,931.81036,1108.8252,4800,Leichhardt (M),2037,New South Wales
1472111,1,278,799.6491,848.9185,1052.6423,4800,Leichhardt (M),2037,New South Wales
1472215,1,254,830.3083,872.7769,1056.4855,7202,Sydney (C) - Remainder,2000,New South Wales
1472301,1,650,771.2819999999999,763.73926,997.6426,7201,Sydney (C) - Inner,2000,New South Wales
1472309,1,31,1050.2144,964.25885,1185.8124,7201,Sydney (C) - Inner,2000,New South Wales
1472312,1,320,847.8876,820.0121,1180.0267,7201,Sydney (C) - Inner,2000,New South Wales
1472315,1,30,856.7634,854.69116,794.0169,7202,Sydney (C) - Remainder,2000,New South Wales
1480402,1,488,1114.0197,1119.1987,1171.4639,7100,Strathfield (M),2135,New South Wales
1481009,1,736,1055.123,1037.589,1035.5234,1900,Concord (M),2137,New South Wales
1481406,1,403,1036.9186,1067.4156,1038.7524,1300,Burwood (M),2134,New South Wales
1481605,1,353,806.26074,847.5181,917.85156,2550,Drummoyne (M),2046,New South Wales
1490101,1,428,978.1609,937.4295699999999,1095.4614,150,Ashfield (M),2131,New South Wales
1490208,1,542,959.88226,942.77,1057.2834,150,Ashfield (M),2131,New South Wales
1490401,1,514,869.6043,896.1809,990.6345,150,Ashfield (M),2130,New South Wales
1490404,1,300,915.8056,938.9206,1058.3348,150,Ashfield (M),2130,New South Wales
1490503,1,318,900.65356,951.3502,983.5767,5200,Marrickville (M),2203,New South Wales
1490701,1,753,910.97235,987.9902,925.5587,5200,Marrickville (M),2049,New South Wales
1490702,1,691,898.0063,976.5479,927.9689300000001,5200,Marrickville (M),2204,New South Wales
1490711,1,648,893.1612,922.7993,897.802,5200,Marrickville (M),2044,New South Wales
1490808,1,289,827.6015,910.9317,875.7969400000001,5200,Marrickville (M),2204,New South Wales
1491101,1,435,921.8451,931.65894,1029.5132,5200,Marrickville (M),2203,New South Wales
1491103,1,382,877.4775400000001,947.5113,937.2195,5200,Marrickville (M),2204,New South Wales
1491202,1,583,965.0632,1013.6119,968.3062,1550,Canterbury (M),2193,New South Wales
1491304,1,554,1024.7917,1025.6919,1048.0579,150,Ashfield (M),2193,New South Wales
1491407,1,278,1060.5857,1037.6985,1087.6179,1550,Canterbury (M),2131,New South Wales
1500102,1,630,927.6606400000001,971.9710699999999,1053.0430000000001,7202,Sydney (C) - Remainder,2042,New South Wales
1500506,1,452,916.1798,928.3266,942.9962,7202,Sydney (C) - Remainder,2015,New South Wales
1500510,1,468,759.1306,805.18256,927.69745,7202,Sydney (C) - Remainder,2043,New South Wales
1500611,1,664,925.6293300000001,946.4469,919.99786,1100,Botany (M),2020,New South Wales
1501013,1,415,975.19794,965.8264,1034.6353,6550,Randwick (M),2035,New South Wales
1501106,1,790,1064.2285,1100.1946,1082.4644,6550,Randwick (M),2035,New South Wales
1501111,1,510,1047.8868,1070.0226,1066.0765,6550,Randwick (M),2035,New South Wales
5121209,5,270,769.0369999999999,776.3075,967.2512,7913,Stirling (C) - South-Eastern,6051,Western Australia
1510405,1,318,800.8392,864.3483,1070.7161,8050,Waverley (M),2026,New South Wales
1510407,1,595,897.3052,940.48,1068.813,8050,Waverley (M),2026,New South Wales
1510712,1,645,995.092,974.0013,1105.8582,8050,Waverley (M),2024,New South Wales
1510908,1,571,1016.3142,981.49994,1123.546,6550,Randwick (M),2031,New South Wales
1510911,1,195,1002.0222,965.7381,1128.1924,6550,Randwick (M),2031,New South Wales
1510913,1,442,1068.9169,1088.1213,1094.2335,6550,Randwick (M),2031,New South Wales
1511405,1,550,944.9414,954.5914300000001,1054.9299,6550,Randwick (M),2031,New South Wales
1511504,1,526,953.0076,936.02295,1123.3776,6550,Randwick (M),2033,New South Wales
1511703,1,345,1008.8389999999999,986.4554,1148.6146,6550,Randwick (M),2031,New South Wales
1511810,1,388,993.0558,953.8742699999999,1133.305,6550,Randwick (M),2034,New South Wales
1520107,1,501,1136.8541,1230.0544,1222.7275,8500,Woollahra (M),2030,New South Wales
1520508,1,582,1050.308,1020.5231,1194.9073,8500,Woollahra (M),2023,New South Wales
1520707,1,345,950.1971,972.73285,1165.2308,8500,Woollahra (M),2023,New South Wales
1520803,1,166,1015.5826,988.24695,1221.3794,8500,Woollahra (M),2022,New South Wales
1521005,1,607,970.8674,966.69385,1103.7482,8050,Waverley (M),2022,New South Wales
1521006,1,430,933.9881,935.43195,1063.3234,8050,Waverley (M),2022,New South Wales
1521011,1,737,918.54474,925.8694,1053.882,8050,Waverley (M),2024,New South Wales
1521803,1,308,747.6239999999999,790.86676,968.9526400000001,7202,Sydney (C) - Remainder,2021,New South Wales
1521907,1,386,940.6647300000001,929.36975,1125.8567,8500,Woollahra (M),2021,New South Wales
1522209,1,23,699.4862,732.7528,1103.6782,7202,Sydney (C) - Remainder,2011,New South Wales
1522509,1,500,834.6195700000001,841.86676,1086.0021,7202,Sydney (C) - Remainder,2010,New South Wales
1522604,1,216,847.0558,800.8548,1117.421,7202,Sydney (C) - Remainder,2010,New South Wales
1522709,1,210,886.9357,1082.4482,931.3122,7202,Sydney (C) - Remainder,2010,New South Wales
1522804,1,264,876.1864,856.0034,1091.2142,7202,Sydney (C) - Remainder,2010,New South Wales
1522807,1,299,850.90735,906.74536,1073.6366,7202,Sydney (C) - Remainder,2010,New South Wales
1522809,1,394,919.77234,938.1872,1116.6299,7202,Sydney (C) - Remainder,2010,New South Wales
1522812,1,345,792.6595,861.0895,968.91223,7202,Sydney (C) - Remainder,2010,New South Wales
6010102,6,244,1067.1935,976.23193,974.10724,2400,King Island (M),7256,Tasmania
