cd_code_06,usual_resident_population_,ier_score_2006,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_
2321303,883,930,8086,3,22,VIC,1720,2,19
2330603,468,991,15989,5,43,VIC,3767,5,42
2332002,674,983,14857,4,40,VIC,3449,4,38
2332201,733,960,11561,4,31,VIC,2570,3,29
2340611,341,1148,35528,10,95,VIC,8830,10,98
2341404,546,1103,32370,9,87,VIC,8138,9,90
2341510,398,1066,28089,8,75,VIC,7132,8,79
2371006,780,944,9700,3,26,VIC,2103,3,24
2342410,661,997,16905,5,46,VIC,4007,5,45
2350805,531,847,2298,1,7,VIC,377,1,5
2350907,817,1034,22948,7,62,VIC,5711,7,63
2351902,566,1091,31166,9,84,VIC,7870,9,87
2360407,421,977,14012,4,38,VIC,3217,4,36
2360709,237,1034,23126,7,62,VIC,5754,7,64
2361002,709,1023,21186,6,57,VIC,5235,6,58
2361601,518,828,1731,1,5,VIC,269,1,3
2361605,957,1000,17513,5,47,VIC,4174,5,46
2362213,449,1009,19033,6,51,VIC,4591,6,51
2370707,663,998,17174,5,46,VIC,4079,5,45
1421610,510,1058,26870,8,72,NSW,8023,7,68
2380804,566,1041,24215,7,65,VIC,6064,7,67
2380812,540,1078,29677,8,80,VIC,7517,9,83
2381013,482,1043,24566,7,66,VIC,6177,7,68
3010806,381,970,13048,4,35,QLD,2489,4,34
3011008,523,945,9796,3,27,QLD,1829,3,25
5092605,295,1106,32627,9,88,WA ,3290,9,83
3011705,494,951,10492,3,29,QLD,1975,3,27
3012119,597,1076,29391,8,79,QLD,5789,8,78
3012509,119,1020,20678,6,56,QLD,4065,6,55
3012704,793,883,3965,2,11,QLD,653,1,9
3020805,221,999,17247,5,47,QLD,3319,5,45
3020810,325,897,4927,2,14,QLD,829,2,12
3043503,314,934,8511,3,23,QLD,1555,3,21
2301214,709,1129,34421,10,92,VIC,8607,10,95
3021203,73,1075,29268,8,79,QLD,5762,8,78
3031005,207,908,5766,2,16,QLD,984,2,14
3041001,771,1076,29427,8,79,QLD,5799,8,78
2332009,434,963,11983,4,32,VIC,2690,3,30
3051202,245,1080,29994,9,81,QLD,5906,8,80
3051409,896,1091,31206,9,84,QLD,6183,9,83
3051512,1110,1136,34837,10,94,QLD,6937,10,94
3052401,494,1024,21371,6,58,QLD,4215,6,57
3052512,408,1095,31667,9,85,QLD,6283,9,85
3131803,332,935,8593,3,23,QLD,1579,3,22
3060306,455,905,5545,2,15,QLD,949,2,13
3060809,293,875,3460,1,10,QLD,551,1,8
3062018,190,1020,20745,6,56,QLD,4076,6,55
3070603,862,900,5154,2,14,QLD,869,2,12
3071109,851,1008,18750,6,51,QLD,3638,5,49
3071309,629,922,7197,2,20,QLD,1277,2,18
3071406,251,1046,25070,7,67,QLD,4949,7,67
3131808,811,945,9761,3,27,QLD,1823,3,25
2010208,577,969,12933,4,35,VIC,2940,4,33
3071707,630,988,15624,5,42,QLD,3007,5,41
3080302,416,863,2855,1,8,QLD,433,1,6
3080808,552,962,11886,4,32,QLD,2251,4,31
3111406,722,1081,30073,9,81,QLD,5922,8,80
3111515,793,1013,19615,6,53,QLD,3822,6,52
3080911,151,1146,35430,10,95,QLD,7073,10,95
3090803,190,1031,22497,7,61,QLD,4457,6,60
3100411,512,1024,21363,6,58,QLD,4211,6,57
3100502,770,921,7026,2,19,QLD,1236,2,17
3112612,318,1043,24460,7,66,QLD,4831,7,65
3120207,418,1028,22110,6,60,QLD,4366,6,59
3121211,503,1092,31324,9,84,QLD,6205,9,84
3101303,682,1052,25921,7,70,QLD,5108,7,69
3101504,684,914,6402,2,18,QLD,1102,2,15
3102007,413,962,11895,4,32,QLD,2255,4,31
3110503,286,978,14084,4,38,QLD,2688,4,37
3121408,480,930,7995,3,22,QLD,1443,2,20
3130305,535,976,13847,4,37,QLD,2643,4,36
2360708,733,1044,24634,7,66,VIC,6199,7,69
3110601,306,1071,28693,8,77,QLD,5633,8,76
3111212,188,951,10518,3,29,QLD,1982,3,27
3130802,731,964,12239,4,33,QLD,2323,4,32
3201004,845,1047,25153,7,68,QLD,4961,7,67
3132002,386,995,16746,5,45,QLD,3209,5,44
3132003,462,980,14319,4,39,QLD,2746,4,37
3140311,1000,1074,29204,8,78,QLD,5745,8,78
3140611,1166,1179,36660,10,98,QLD,7317,10,99
3141102,167,928,7778,3,21,QLD,1403,2,19
3141103,344,833,1864,1,5,QLD,253,1,4
3141714,769,1087,30755,9,83,QLD,6084,9,82
3141812,339,867,3041,1,9,QLD,464,1,7
3141813,652,979,14266,4,39,QLD,2732,4,37
3141905,300,1044,24651,7,66,QLD,4872,7,66
3142407,642,950,10336,3,28,QLD,1942,3,27
3151410,383,1133,34672,10,93,QLD,6903,10,93
3160329,256,1205,37183,10,100,QLD,7407,10,100
3160427,518,1133,34681,10,93,QLD,6904,10,93
3210406,718,1016,20067,6,54,QLD,3922,6,53
3211308,481,1092,31314,9,84,QLD,6202,9,84
3211704,245,1088,30865,9,83,QLD,6105,9,82
3160702,1210,1042,24301,7,65,QLD,4798,7,65
3160806,485,1042,24263,7,65,QLD,4792,7,65
3160820,341,1097,31776,9,85,QLD,6305,9,85
3161004,834,1157,35934,10,96,QLD,7176,10,97
3161401,1126,894,4708,2,13,QLD,787,2,11
3162501,332,1025,21614,6,58,QLD,4271,6,58
3162510,36,965,12385,4,34,QLD,2354,4,32
3170216,809,978,14146,4,38,QLD,2699,4,37
2361111,421,1023,21178,6,57,VIC,5232,6,58
3170221,709,1164,36176,10,97,QLD,7227,10,97
3170224,240,1128,34363,10,92,QLD,6835,10,92
3170603,618,1027,21979,6,59,QLD,4343,6,59
3171201,618,1010,19195,6,52,QLD,3739,6,51
1430807,275,1046,24993,7,67,NSW,7452,7,64
3180308,1333,1186,36828,10,99,QLD,7347,10,99
3180313,592,1190,36915,10,99,QLD,7365,10,99
3180614,375,1135,34777,10,93,QLD,6922,10,93
3180707,292,1001,17556,5,47,QLD,3380,5,46
3240306,399,968,12746,4,35,QLD,2430,4,33
3240707,779,986,15217,5,41,QLD,2923,4,40
3181204,640,1060,27172,8,73,QLD,5349,8,72
3181707,466,1009,18934,6,51,QLD,3677,5,50
3181814,745,1000,17420,5,47,QLD,3350,5,45
3182104,420,1004,18084,5,49,QLD,3502,5,47
3190403,281,1098,31877,9,86,QLD,6325,9,85
3191509,620,948,10179,3,28,QLD,1904,3,26
3191510,363,986,15277,5,41,QLD,2934,4,40
3201003,727,1026,21763,6,59,QLD,4299,6,58
3220601,607,1173,36475,10,98,QLD,7284,10,98
3222206,612,918,6742,2,18,QLD,1186,2,16
3222306,503,986,15215,5,41,QLD,2922,4,40
3230109,1118,1199,37083,10,99,QLD,7391,10,100
3230705,302,1049,25541,7,69,QLD,5038,7,68
3231405,321,958,11334,4,31,QLD,2137,3,29
3240103,461,1096,31741,9,85,QLD,6298,9,85
3242103,694,1057,26728,8,72,QLD,5269,8,71
3242104,738,1041,24253,7,65,QLD,4789,7,65
3250912,626,1019,20610,6,56,QLD,4051,6,55
3251009,1028,1036,23428,7,63,QLD,4650,7,63
3251405,841,872,3289,1,9,QLD,520,1,7
3251510,502,761,710,1,2,QLD,67,1,1
3252510,354,898,4944,2,14,QLD,834,2,12
3252802,678,1001,17607,5,48,QLD,3392,5,46
3261602,556,936,8717,3,24,QLD,1609,3,22
3261713,71,1145,35331,10,95,QLD,7056,10,95
3262202,461,793,1045,1,3,QLD,119,1,2
3262609,862,1108,32873,9,88,QLD,6525,9,88
3262902,720,980,14344,4,39,QLD,2752,4,37
4092601,195,896,4868,2,13,SA ,596,2,19
4011601,156,946,9928,3,27,SA ,1107,4,35
4100701,177,832,1817,1,5,SA ,276,1,9
2221102,614,1009,18954,6,51,VIC,4566,6,51
4012301,190,870,3171,1,9,SA ,408,2,13
4020404,515,955,11006,3,30,SA ,1209,4,39
4020708,326,966,12483,4,34,SA ,1351,5,43
4020803,749,753,643,1,2,SA ,100,1,4
4031104,443,1007,18642,5,50,SA ,1967,7,62
4031516,236,1032,22682,7,61,SA ,2320,8,73
4032806,523,934,8474,3,23,SA ,962,4,31
4110308,379,892,4503,2,13,SA ,559,2,18
4110502,345,875,3489,1,10,SA ,446,2,15
4050302,705,965,12298,4,33,SA ,1333,5,42
4061003,443,991,16102,5,43,SA ,1726,6,55
4070106,377,1024,21319,6,57,SA ,2196,7,70
4080310,837,1015,19960,6,54,SA ,2092,7,66
4080406,675,1094,31530,9,85,SA ,2963,10,94
4080409,769,1033,22840,7,61,SA ,2335,8,74
4080704,573,986,15315,5,41,SA ,1651,6,52
4080709,565,958,11405,4,31,SA ,1257,4,40
4081201,555,694,382,1,2,SA ,35,1,2
4110707,361,871,3272,1,9,SA ,420,2,14
4111510,451,944,9637,3,26,SA ,1072,4,34
4111704,436,892,4550,2,13,SA ,564,2,18
4082001,476,1090,31065,9,83,SA ,2936,10,93
4091713,583,1053,26207,7,70,SA ,2611,9,83
4092112,469,952,10631,3,29,SA ,1165,4,37
4121609,1058,1116,33527,9,90,SA ,3080,10,97
4121704,296,1133,34695,10,93,SA ,3125,10,99
4130808,719,990,15860,5,43,SA ,1699,6,54
4130907,835,1058,26844,8,72,SA ,2657,9,84
4131103,713,1055,26513,8,71,SA ,2632,9,83
4140204,647,1038,23732,7,64,SA ,2403,8,76
4140713,340,717,459,1,2,SA ,55,1,2
4140808,286,850,2396,1,7,SA ,343,2,11
4141313,120,851,2418,1,7,SA ,344,2,11
4141509,182,806,1233,1,4,SA ,200,1,7
4141909,615,1040,24089,7,65,SA ,2439,8,77
4142713,855,1021,20965,6,56,SA ,2160,7,68
5011209,214,1004,18057,5,49,WA ,1585,4,40
5023005,217,1090,31097,9,84,WA ,3078,8,78
2230513,405,914,6358,2,17,VIC,1277,2,15
5023304,480,973,13365,4,36,WA ,1128,3,29
5030126,90,1067,28162,8,76,WA ,2697,7,68
5030302,539,1015,20004,6,54,WA ,1786,5,45
5030704,1178,1136,34825,10,93,WA ,3623,10,92
5031102,793,1110,33031,9,89,WA ,3351,9,85
5031409,541,1108,32865,9,88,WA ,3325,9,84
5030516,1315,1132,34609,10,93,WA ,3582,9,90
5031612,930,1197,37056,10,99,WA ,3939,10,99
5040101,85,885,4114,2,11,WA ,351,1,9
5041705,295,870,3189,1,9,WA ,263,1,7
5041901,143,1072,28919,8,78,WA ,2802,8,71
5030607,211,1050,25629,7,69,WA ,2416,7,61
5030621,717,1006,18472,5,50,WA ,1629,5,41
5051712,510,1005,18255,5,49,WA ,1607,5,41
5050305,365,966,12487,4,34,WA ,1036,3,27
5050314,162,1033,22925,7,62,WA ,2101,6,53
5050413,1234,947,10018,3,27,WA ,838,3,22
5051003,250,1026,21714,6,58,WA ,1963,5,50
2230906,343,982,14639,4,40,VIC,3389,4,38
5061004,471,844,2207,1,6,WA ,195,1,5
5061015,291,1172,36453,10,98,WA ,3855,10,97
5061510,162,906,5590,2,15,WA ,477,2,12
5061810,805,961,11819,4,32,WA ,990,3,25
5070515,597,998,17102,5,46,WA ,1500,4,38
5070808,509,919,6851,2,19,WA ,577,2,15
5100506,422,915,6491,2,18,WA ,558,2,15
5070909,494,1046,25073,7,67,WA ,2352,6,60
5071407,532,981,14601,4,39,WA ,1250,4,32
5071610,385,1003,18030,5,49,WA ,1580,4,40
5071706,374,954,10930,3,30,WA ,921,3,24
5071808,682,1028,22047,6,59,WA ,2008,6,51
5080801,567,899,5077,2,14,WA ,428,2,11
5080804,704,782,889,1,3,WA ,110,1,3
5080912,399,1013,19529,6,53,WA ,1736,5,44
5081404,867,1155,35818,10,96,WA ,3755,10,95
5081503,200,849,2357,1,7,WA ,207,1,6
5081920,320,1110,32968,9,89,WA ,3336,9,84
5090202,189,899,5014,2,14,WA ,421,2,11
5092810,703,1126,34253,10,92,WA ,3529,9,89
5090603,575,1080,30019,9,81,WA ,2947,8,75
5090614,1078,1188,36864,10,99,WA ,3914,10,99
5090703,748,1041,24211,7,65,WA ,2255,6,57
5090910,89,965,12359,4,33,WA ,1026,3,26
5091008,536,1129,34451,10,92,WA ,3558,9,90
5092315,359,1195,37019,10,99,WA ,3935,10,99
5100713,433,913,6232,2,17,WA ,534,2,14
5101706,234,899,5022,2,14,WA ,423,2,11
5110612,567,970,12955,4,35,WA ,1088,3,28
5110712,635,934,8481,3,23,WA ,707,2,18
5112118,595,1123,34017,10,91,WA ,3491,9,88
5120113,554,1257,37455,10,100,WA ,3979,10,100
6021802,367,934,8486,3,23,TAS,363,4,35
5120216,732,1154,35801,10,96,WA ,3752,10,95
5120401,852,996,16849,5,45,WA ,1470,4,37
5120614,426,1020,20786,6,56,WA ,1863,5,47
5120715,346,981,14478,4,39,WA ,1240,4,32
5120902,361,1027,21892,6,59,WA ,1987,5,50
5120903,104,718,468,1,2,WA ,84,1,3
5121519,290,983,14842,4,40,WA ,1274,4,33
5121711,430,865,2950,1,8,WA ,245,1,7
5121903,346,1124,34080,10,91,WA ,3500,9,88
6021907,357,945,9799,3,27,TAS,423,5,41
7013506,584,1180,36666,10,98,NT ,355,10,100
7030703,303,701,403,1,2,NT ,72,3,21
5131807,69,1064,27805,8,75,WA ,2652,7,67
6010305,381,962,11966,4,32,TAS,512,5,49
6010510,589,937,8813,3,24,TAS,375,4,36
6010712,922,965,12394,4,34,TAS,530,6,51
6010804,436,839,2045,1,6,TAS,95,1,10
6011007,359,1050,25666,7,69,TAS,943,10,91
6011807,425,931,8176,3,22,TAS,354,4,34
6011907,332,935,8649,3,24,TAS,372,4,36
6020103,267,901,5212,2,14,TAS,239,3,23
6020508,582,1055,26461,8,71,TAS,958,10,92
6022003,324,968,12818,4,35,TAS,546,6,53
6022103,665,974,13536,4,37,TAS,579,6,56
6051409,350,975,13636,4,37,TAS,584,6,56
1333105,808,1008,18862,6,51,NSW,5844,5,50
6030613,452,922,7175,2,20,TAS,319,4,31
6040807,517,873,3386,1,10,TAS,160,2,16
6050211,242,987,15470,5,42,TAS,658,7,63
7013403,1106,1006,18435,5,50,NT ,226,7,64
6051308,449,838,2019,1,6,TAS,91,1,9
6051408,480,1039,23853,7,64,TAS,914,9,88
2231110,562,1037,23528,7,63,VIC,5876,7,65
7030805,395,575,108,1,1,NT ,37,2,11
8010509,670,1147,35453,10,95,ACT,457,9,88
8010517,885,1044,24620,7,66,ACT,221,5,43
8022405,661,1074,29194,8,78,ACT,312,6,60
8023601,858,1016,20125,6,54,ACT,153,3,30
8011002,685,1108,32831,9,88,ACT,386,8,74
8023903,839,1015,19987,6,54,ACT,150,3,29
1010110,75,944,9606,3,26,NSW,3248,3,28
8021301,546,1074,29206,8,78,ACT,313,6,60
8021403,962,1032,22681,7,61,ACT,191,4,37
8022101,565,1207,37205,10,100,ACT,510,10,98
1011911,211,1048,25271,7,68,NSW,7537,7,64
1020106,53,1065,27876,8,75,NSW,8352,8,71
1020202,49,1103,32391,9,87,NSW,9794,9,83
1020505,281,881,3839,2,11,NSW,1393,2,12
1032111,464,979,14290,4,39,NSW,4602,4,39
1032501,708,852,2468,1,7,NSW,898,1,8
1040104,311,891,4490,2,12,NSW,1605,2,14
1040501,202,1089,30963,9,83,NSW,9316,8,79
1040702,125,1053,26065,7,70,NSW,7771,7,66
1020708,230,982,14753,4,40,NSW,4724,4,40
1021103,102,543,61,1,1,NSW,3,1,1
1021503,63,1069,28464,8,76,NSW,8524,8,73
1030610,245,1068,28354,8,76,NSW,8493,8,72
1031401,171,1073,29086,8,78,NSW,8717,8,74
1031604,156,1088,30845,9,83,NSW,9275,8,79
1041109,490,885,4061,2,11,NSW,1458,2,13
1042104,100,1000,17441,5,47,NSW,5479,5,47
1042303,201,839,2032,1,6,NSW,740,1,7
1050811,499,1115,33419,9,90,NSW,10143,9,86
1052607,356,903,5351,2,15,NSW,1897,2,17
1060103,283,922,7203,2,20,NSW,2487,3,22
1060107,422,983,14822,4,40,NSW,4744,5,41
1092306,554,803,1184,1,4,NSW,391,1,4
1340110,757,865,2974,1,8,NSW,1098,1,10
1060907,785,921,7030,2,19,NSW,2444,3,21
1061411,389,933,8331,3,23,NSW,2853,3,25
1061703,310,878,3631,1,10,NSW,1330,2,12
1061905,415,856,2584,1,7,NSW,944,1,8
1062305,464,930,8052,3,22,NSW,2753,3,24
1070111,375,824,1633,1,5,NSW,579,1,5
1350404,872,962,11929,4,32,NSW,3950,4,34
1350410,477,897,4938,2,14,NSW,1748,2,15
1350802,475,949,10289,3,28,NSW,3450,3,30
1070403,333,898,4956,2,14,NSW,1759,2,15
1071001,422,914,6351,2,17,NSW,2239,2,19
1071608,582,961,11750,4,32,NSW,3891,4,33
1080811,615,983,14899,4,40,NSW,4762,5,41
1090306,362,901,5268,2,15,NSW,1868,2,16
1090802,360,932,8265,3,23,NSW,2827,3,24
1351310,492,887,4220,2,12,NSW,1521,2,13
2231213,628,978,14108,4,38,VIC,3249,4,36
1091102,744,984,15011,5,41,NSW,4792,5,41
1091301,559,939,9069,3,25,NSW,3083,3,27
1091608,372,854,2550,1,7,NSW,931,1,8
1092011,367,1002,17782,5,48,NSW,5553,5,48
1092204,559,937,8834,3,24,NSW,3016,3,26
2290305,524,1045,24784,7,67,VIC,6244,7,69
1100307,1137,850,2386,1,7,NSW,870,1,8
1101108,308,891,4453,2,12,NSW,1594,2,14
1102102,575,1040,24057,7,65,NSW,7187,7,61
1231307,539,1094,31495,9,85,NSW,9490,9,81
1102111,800,1041,24133,7,65,NSW,7205,7,61
1110204,290,977,13990,4,38,NSW,4529,4,39
1111611,268,941,9262,3,25,NSW,3144,3,27
1120911,243,981,14583,4,39,NSW,4684,4,40
1351409,765,980,14339,4,39,NSW,4612,4,40
1110403,476,1078,29658,8,80,NSW,8902,8,76
1110909,894,1034,22975,7,62,NSW,6884,6,59
1121002,778,1093,31410,9,84,NSW,9459,9,81
1121601,685,1000,17425,5,47,NSW,5473,5,47
1122003,485,999,17282,5,47,NSW,5424,5,46
1150712,523,951,10564,3,29,NSW,3534,3,30
1151602,66,999,17246,5,47,NSW,5411,5,46
1360109,515,1054,26323,8,71,NSW,7853,7,67
1122405,655,1093,31395,9,84,NSW,9457,9,81
1131206,690,1040,23996,7,65,NSW,7164,7,61
1142004,819,936,8659,3,24,NSW,2953,3,26
1150601,221,1037,23523,7,63,NSW,7034,6,60
1150610,165,988,15613,5,42,NSW,4932,5,42
1360605,923,983,14922,4,40,NSW,4769,5,41
1152907,281,935,8607,3,23,NSW,2938,3,25
1160407,204,1079,29857,8,80,NSW,8962,8,76
1160412,603,1009,18964,6,51,NSW,5875,5,50
1160902,467,1068,28321,8,76,NSW,8487,8,72
1161006,574,838,2004,1,6,NSW,729,1,7
1170704,517,966,12440,4,34,NSW,4097,4,35
1171003,235,925,7513,3,21,NSW,2577,3,22
1360811,627,863,2859,1,8,NSW,1051,1,9
1180401,1314,1097,31836,9,85,NSW,9594,9,82
1180904,271,936,8680,3,24,NSW,2964,3,26
1180908,505,953,10719,3,29,NSW,3577,4,31
1182202,567,981,14563,4,39,NSW,4675,4,40
1381114,510,1005,18397,5,50,NSW,5721,5,49
1182507,481,933,8383,3,23,NSW,2870,3,25
1191305,167,967,12644,4,34,NSW,4142,4,36
1191804,513,1073,29051,8,78,NSW,8706,8,74
1192302,951,957,11198,3,30,NSW,3722,4,32
1210117,551,925,7481,2,20,NSW,2566,3,22
1411002,741,913,6220,2,17,NSW,2201,2,19
1192410,1367,1071,28743,8,77,NSW,8604,8,73
1193001,244,1060,27197,8,73,NSW,8124,7,69
1210605,332,911,6068,2,17,NSW,2139,2,19
1411107,619,899,5028,2,14,NSW,1784,2,16
1200111,281,1088,30914,9,83,NSW,9298,8,79
1200112,218,1057,26713,8,72,NSW,7969,7,68
1200609,303,1124,34094,10,92,NSW,10360,9,88
1201110,425,873,3375,1,10,NSW,1242,2,11
1211005,717,880,3785,2,11,NSW,1377,2,12
1211208,709,995,16631,5,45,NSW,5252,5,45
1211404,417,957,11200,3,30,NSW,3723,4,32
1220312,853,1007,18694,5,50,NSW,5800,5,50
1220408,406,1048,25322,7,68,NSW,7549,7,64
1220701,937,1107,32719,9,88,NSW,9888,9,84
1220801,521,1091,31228,9,84,NSW,9404,8,80
2251910,502,933,8363,3,23,VIC,1772,2,20
1221308,351,1072,28951,8,78,NSW,8669,8,74
1221713,96,823,1607,1,5,NSW,569,1,5
1230212,526,1087,30771,9,83,NSW,9251,8,79
1230803,392,958,11393,4,31,NSW,3785,4,33
1231208,812,1092,31293,9,84,NSW,9424,8,80
1230308,634,1092,31255,9,84,NSW,9411,8,80
1231106,438,1080,29928,8,80,NSW,8987,8,77
1231201,488,1053,26158,7,70,NSW,7799,7,67
2252210,461,1001,17683,5,48,VIC,4217,5,47
2321107,563,948,10136,3,28,VIC,2205,3,25
1240211,420,1033,22818,7,61,NSW,6837,6,58
1241014,526,1111,33121,9,89,NSW,10025,9,85
1241112,349,1100,32136,9,86,NSW,9696,9,83
1271709,618,910,5990,2,16,NSW,2108,2,18
1430702,564,1102,32250,9,87,NSW,9745,9,83
1240513,387,1129,34457,10,92,NSW,10486,9,89
2252304,890,1039,23888,7,64,VIC,5982,7,66
1241407,922,1164,36187,10,97,NSW,11141,10,95
1260407,524,976,13832,4,37,NSW,4476,4,38
1260601,728,1182,36719,10,99,NSW,11389,10,97
1271104,929,1150,35631,10,96,NSW,10912,10,93
1241506,545,1138,34963,10,94,NSW,10663,10,91
1241612,674,1134,34750,10,93,NSW,10586,9,90
1242411,825,1110,32982,9,89,NSW,9981,9,85
1251111,561,1134,34698,10,93,NSW,10569,9,90
1251205,619,1041,24228,7,65,NSW,7245,7,62
1271713,598,1123,34014,10,91,NSW,10331,9,88
1271805,404,973,13456,4,36,NSW,4383,4,38
1272008,667,966,12515,4,34,NSW,4117,4,35
1272305,577,830,1774,1,5,NSW,643,1,6
1272501,184,826,1689,1,5,NSW,605,1,6
1272603,904,1097,31775,9,85,NSW,9577,9,82
1272803,543,1013,19608,6,53,NSW,6046,6,52
1272809,644,1045,24772,7,67,NSW,7383,7,63
1280410,587,1142,35211,10,95,NSW,10743,10,91
1281312,393,908,5763,2,16,NSW,2034,2,18
1281511,629,1034,22992,7,62,NSW,6891,6,59
1291008,747,1078,29675,8,80,NSW,8908,8,76
1280106,749,1128,34330,10,92,NSW,10439,9,89
1291805,369,1101,32210,9,86,NSW,9729,9,83
1431408,112,950,10369,3,28,NSW,3471,3,30
1300606,642,1187,36842,10,99,NSW,11451,10,97
1331102,423,889,4307,2,12,NSW,1547,2,14
1301502,358,921,7055,2,19,NSW,2451,3,21
1310505,616,1160,36047,10,97,NSW,11087,10,94
1310901,783,989,15759,5,43,NSW,4988,5,43
1312008,293,1052,26026,7,70,NSW,7759,7,66
1332709,524,1015,19871,6,54,NSW,6101,6,52
1332912,766,911,6032,2,17,NSW,2123,2,18
1312402,519,1177,36594,10,98,NSW,11326,10,96
1320603,616,962,11848,4,32,NSW,3922,4,34
1320712,667,904,5463,2,15,NSW,1929,2,17
1320905,701,868,3090,1,9,NSW,1142,1,10
1321613,1102,1046,25020,7,67,NSW,7462,7,64
1431512,574,1050,25682,7,69,NSW,7655,7,65
2361312,437,922,7174,2,20,VIC,1480,2,17
1340120,1182,1127,34320,10,92,NSW,10436,9,89
1340809,798,732,538,1,2,NSW,151,1,2
1341110,838,931,8186,3,22,NSW,2796,3,24
1341412,1082,1010,19050,6,51,NSW,5905,5,50
1350102,296,583,126,1,1,NSW,15,1,1
1350108,436,657,293,1,1,NSW,62,1,1
1350203,857,935,8645,3,24,NSW,2947,3,25
1350213,279,942,9414,3,26,NSW,3191,3,28
1361212,972,1043,24577,7,66,NSW,7334,7,63
1361507,570,891,4459,2,12,NSW,1596,2,14
1362007,796,1073,29116,8,78,NSW,8726,8,74
1362605,693,1070,28648,8,77,NSW,8579,8,73
1363109,335,1041,24125,7,65,NSW,7201,7,61
1370307,928,1187,36846,10,99,NSW,11454,10,97
1371213,370,1179,36652,10,98,NSW,11352,10,97
1380503,442,927,7692,3,21,NSW,2643,3,23
1381113,388,909,5861,2,16,NSW,2071,2,18
1381711,468,1134,34754,10,93,NSW,10588,9,90
1390808,396,1106,32683,9,88,NSW,9880,9,84
1400204,582,1022,21013,6,57,NSW,6378,6,54
1400604,370,1114,33359,9,90,NSW,10120,9,86
1401005,289,1108,32811,9,88,NSW,9918,9,84
1401113,279,989,15818,5,43,NSW,5007,5,43
1401504,717,1099,31981,9,86,NSW,9644,9,82
1401506,391,1019,20607,6,56,NSW,6284,6,54
1401703,183,892,4547,2,13,NSW,1624,2,14
1410105,860,1096,31692,9,85,NSW,9551,9,81
1410507,598,925,7473,2,20,NSW,2564,3,22
1412001,341,1150,35621,10,96,NSW,10904,10,93
1412906,448,1008,18797,6,51,NSW,5827,5,50
1420311,476,1004,18178,5,49,NSW,5665,5,48
1420605,616,780,870,1,3,NSW,265,1,3
1421004,328,1060,27225,8,73,NSW,8135,7,69
1421106,476,1011,19307,6,52,NSW,5966,6,51
1421110,474,1070,28590,8,77,NSW,8563,8,73
1421508,568,1062,27549,8,74,NSW,8249,7,70
1421906,604,825,1649,1,5,NSW,586,1,5
1430509,499,942,9345,3,25,NSW,3172,3,27
2361412,239,1070,28570,8,77,VIC,7247,8,80
2010702,767,888,4253,2,12,VIC,790,1,9
2011906,374,860,2748,1,8,VIC,477,1,6
2020301,294,1078,29734,8,80,VIC,7533,9,83
2021305,287,994,16561,5,45,VIC,3912,5,44
2021614,217,1054,26266,8,71,VIC,6650,8,74
2021708,541,937,8780,3,24,VIC,1862,3,21
2021713,473,989,15796,5,43,VIC,3715,5,41
2090801,943,975,13712,4,37,VIC,3133,4,35
2030310,297,1025,21499,6,58,VIC,5312,6,59
2030311,694,876,3552,1,10,VIC,638,1,8
2051208,259,989,15689,5,42,VIC,3689,5,41
2060703,692,991,16047,5,43,VIC,3777,5,42
2070304,124,956,11171,3,30,VIC,2471,3,28
2070510,693,833,1868,1,5,VIC,293,1,4
2030812,655,1124,34087,10,92,VIC,8534,10,94
2031511,343,1049,25515,7,69,VIC,6449,8,71
2040702,485,970,13010,4,35,VIC,2962,4,33
2051107,432,1057,26773,8,72,VIC,6772,8,75
3251309,857,911,6105,2,17,QLD,1054,2,15
2080907,606,838,2016,1,6,VIC,326,1,4
2081006,239,1042,24348,7,66,VIC,6105,7,68
2120805,780,992,16231,5,44,VIC,3825,5,43
2091402,544,897,4928,2,14,VIC,954,2,11
2092203,412,1017,20170,6,54,VIC,4914,6,55
2100201,174,1066,27982,8,75,VIC,7097,8,79
2100406,396,967,12615,4,34,VIC,2862,4,32
2101110,422,1055,26485,8,71,VIC,6701,8,74
2101607,122,950,10347,3,28,VIC,2255,3,25
2110103,669,931,8171,3,22,VIC,1734,2,20
2110204,432,941,9341,3,25,VIC,2002,3,23
2110603,228,965,12386,4,34,VIC,2801,4,31
2112816,868,1063,27631,8,74,VIC,7002,8,77
2120413,423,1020,20817,6,56,VIC,5118,6,57
2120616,830,1080,30017,9,81,VIC,7600,9,84
2120702,66,927,7707,3,21,VIC,1622,2,18
5080813,587,938,8969,3,24,WA ,746,2,19
2121254,251,1056,26612,8,72,VIC,6736,8,75
2121329,761,1107,32714,9,88,VIC,8232,10,91
2130108,988,1072,28857,8,78,VIC,7331,9,81
2131106,806,837,1972,1,6,VIC,316,1,4
2131310,630,964,12138,4,33,VIC,2735,4,31
2131503,723,856,2593,1,7,VIC,450,1,5
2141417,761,1036,23349,7,63,VIC,5822,7,65
2141505,680,959,11438,4,31,VIC,2536,3,28
2150708,908,1045,24867,7,67,VIC,6265,7,69
2151010,434,1025,21478,6,58,VIC,5307,6,59
