cd_code_06,usual_resident_population_,ier_score_2006,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_
4141810,574,1010,19061,6,51,SA ,2005,7,64
2310702,532,1045,24856,7,67,VIC,6261,7,69
5011001,426,1010,19125,6,52,WA ,1691,5,43
5011207,396,1037,23497,7,63,WA ,2168,6,55
5022315,200,1066,28059,8,75,WA ,2680,7,68
5022905,661,924,7415,2,20,WA ,623,2,16
5023305,547,964,12219,4,33,WA ,1017,3,26
5030121,717,1157,35931,10,96,WA ,3775,10,95
2300701,684,1040,23970,7,64,VIC,5999,7,66
5020301,147,995,16652,5,45,WA ,1451,4,37
5031704,293,1100,32113,9,86,WA ,3231,9,82
5071403,454,913,6301,2,17,WA ,540,2,14
5030617,80,930,8066,3,22,WA ,678,2,18
5030632,1018,1149,35564,10,95,WA ,3729,10,94
5031606,706,1179,36646,10,98,WA ,3884,10,98
2300802,663,973,13348,4,36,VIC,3031,4,34
5032113,437,1067,28128,8,76,WA ,2688,7,68
5032117,638,1039,23846,7,64,WA ,2212,6,56
5040304,782,1068,28322,8,76,WA ,2718,7,69
5052302,279,1017,20265,6,55,WA ,1813,5,46
5060309,517,956,11095,3,30,WA ,937,3,24
5060313,668,962,11937,4,32,WA ,995,3,25
5060507,1020,1032,22688,7,61,WA ,2076,6,53
2371905,545,807,1261,1,4,VIC,194,1,3
5061407,72,993,16366,5,44,WA ,1430,4,36
5062011,989,945,9713,3,26,WA ,809,3,21
5070303,924,1168,36329,10,97,WA ,3836,10,97
5071505,982,1019,20514,6,55,WA ,1836,5,47
5071515,483,942,9401,3,26,WA ,782,2,20
5100316,609,1034,23072,7,62,WA ,2122,6,54
5070309,228,1207,37208,10,100,WA ,3951,10,100
5070815,492,1122,33937,10,91,WA ,3476,9,88
5071005,585,980,14468,4,39,WA ,1239,4,32
2360611,329,1020,20735,6,56,VIC,5090,6,56
5071607,647,985,15078,5,41,WA ,1296,4,33
5080316,427,985,15104,5,41,WA ,1297,4,33
5081109,410,1080,29993,9,81,WA ,2945,8,74
5081112,588,1075,29302,8,79,WA ,2851,8,72
5081710,639,1068,28304,8,76,WA ,2716,7,69
5081902,442,916,6604,2,18,WA ,560,2,15
5090107,524,1139,35038,10,94,WA ,3648,10,92
5090501,526,1086,30664,9,82,WA ,3029,8,77
5092313,515,1105,32512,9,87,WA ,3271,9,83
5100410,522,895,4753,2,13,WA ,402,2,11
5100810,688,1070,28637,8,77,WA ,2762,7,70
5101007,501,998,17215,5,46,WA ,1505,4,38
5101303,347,919,6888,2,19,WA ,582,2,15
5101608,549,958,11413,4,31,WA ,969,3,25
5101713,642,1061,27371,8,74,WA ,2608,7,66
5101910,368,1039,23854,7,64,WA ,2213,6,56
5102106,497,997,16899,5,46,WA ,1474,4,38
5102313,397,1014,19779,6,53,WA ,1768,5,45
5102411,595,1132,34627,10,93,WA ,3586,10,91
5102417,501,1054,26344,8,71,WA ,2494,7,63
2361105,288,1021,20878,6,56,VIC,5140,6,57
1401404,296,1060,27258,8,73,NSW,8148,7,69
5110412,762,1070,28547,8,77,WA ,2750,7,70
5110909,620,900,5172,2,14,WA ,439,2,12
5111406,601,1006,18544,5,50,WA ,1638,5,42
5111603,912,1073,29016,8,78,WA ,2816,8,71
5111616,631,1108,32833,9,88,WA ,3319,9,84
5112003,175,989,15815,5,43,WA ,1368,4,35
5130713,767,1105,32542,9,87,WA ,3277,9,83
4092712,339,953,10805,3,29,SA ,1185,4,38
5112007,620,1028,22095,6,59,WA ,2011,6,51
5112010,607,951,10473,3,28,WA ,885,3,23
5112113,399,889,4312,2,12,WA ,367,1,10
5131402,310,890,4353,2,12,WA ,372,1,10
6010601,367,980,14442,4,39,TAS,615,6,59
3162106,450,1035,23212,7,62,QLD,4613,7,62
5112127,944,1029,22183,6,60,WA ,2019,6,51
5120117,449,1182,36718,10,99,WA ,3891,10,98
5120202,847,1134,34736,10,93,WA ,3606,10,91
5120803,179,1016,20050,6,54,WA ,1788,5,45
5120901,907,1097,31781,9,85,WA ,3175,8,80
5121313,298,1007,18601,5,50,WA ,1645,5,42
5130507,472,865,2980,1,8,WA ,249,1,7
6010908,383,917,6686,2,18,TAS,297,3,29
2362105,642,984,15028,5,41,VIC,3505,4,39
3162307,141,1074,29221,8,79,QLD,5748,8,78
6011401,357,849,2353,1,7,TAS,104,1,10
6011803,530,1033,22846,7,61,TAS,886,9,85
6020303,353,971,13079,4,35,TAS,561,6,54
6020308,328,1024,21389,6,58,TAS,853,9,82
1332206,802,1055,26463,8,71,NSW,7893,7,67
3162416,239,935,8608,3,23,QLD,1583,3,22
6020608,402,850,2380,1,7,TAS,105,2,11
6021401,645,858,2685,1,8,TAS,126,2,13
1350204,851,880,3753,2,11,NSW,1365,2,12
6032306,429,701,401,1,2,TAS,15,1,2
6040101,409,974,13560,4,37,TAS,581,6,56
6040602,606,856,2599,1,7,TAS,118,2,12
6040901,501,803,1187,1,4,TAS,51,1,5
1332213,806,1080,29894,8,80,NSW,8978,8,77
6040904,462,914,6357,2,17,TAS,286,3,28
6041003,498,1000,17406,5,47,TAS,727,7,70
2370110,845,906,5584,2,15,VIC,1098,2,13
6051002,1132,987,15384,5,42,TAS,651,7,63
6051107,786,1081,30105,9,81,TAS,1008,10,97
6052003,313,931,8170,3,22,TAS,353,4,34
7012210,667,1030,22391,6,60,NT ,265,8,75
7013203,713,741,569,1,2,NT ,80,3,23
7014004,849,994,16556,5,45,NT ,212,6,60
1370109,763,1195,37001,10,99,NSW,11530,10,98
7020401,325,1075,29310,8,79,NT ,321,9,90
8013802,354,808,1268,1,4,ACT,11,1,3
8014301,619,1089,30966,9,83,ACT,345,7,66
8020701,458,931,8091,3,22,ACT,40,1,8
8021601,791,1030,22378,6,60,ACT,184,4,36
1161809,678,1005,18220,5,49,NSW,5676,5,49
1162206,196,1131,34547,10,93,NSW,10522,9,90
2280402,384,958,11363,4,31,VIC,2517,3,28
8022304,443,932,8305,3,23,ACT,42,1,9
8023005,612,1050,25743,7,69,ACT,244,5,47
8023602,493,963,12067,4,33,ACT,67,2,13
8024405,433,1069,28532,8,77,ACT,302,6,58
1010501,97,1068,28315,8,76,NSW,8485,8,72
1020411,257,900,5188,2,14,NSW,1842,2,16
1021303,148,1035,23280,7,63,NSW,6966,6,59
1171007,391,974,13489,4,37,NSW,4393,4,38
1030203,345,874,3445,1,10,NSW,1266,2,11
1030904,388,798,1124,1,4,NSW,365,1,4
1032205,465,961,11705,4,32,NSW,3876,4,33
1040703,157,1062,27448,8,74,NSW,8214,7,70
1041002,440,876,3554,1,10,NSW,1304,2,12
1421202,488,1048,25414,7,68,NSW,7575,7,65
1031101,169,1063,27581,8,74,NSW,8259,7,70
1050503,714,844,2187,1,6,NSW,801,1,7
1050903,96,980,14431,4,39,NSW,4641,4,40
1050914,183,1072,28864,8,78,NSW,8636,8,74
1430211,635,970,13039,4,35,NSW,4259,4,37
1051106,177,964,12234,4,33,NSW,4037,4,35
1060807,277,918,6731,2,18,NSW,2352,2,20
1070416,396,1186,36827,10,99,NSW,11442,10,97
1071106,234,985,15086,5,41,NSW,4815,5,41
1101711,494,997,16970,5,46,NSW,5336,5,46
1101909,349,1085,30585,9,82,NSW,9193,8,78
1110101,351,1027,21847,6,59,NSW,6567,6,56
1080601,650,986,15207,5,41,NSW,4841,5,41
1080709,585,888,4265,2,12,NSW,1537,2,14
1080710,1279,925,7524,3,21,NSW,2584,3,22
1332407,895,990,15889,5,43,NSW,5029,5,43
5121612,317,878,3657,1,10,WA ,305,1,8
1081008,685,902,5290,2,15,NSW,1877,2,16
1090203,529,734,543,1,2,NSW,152,1,2
1091108,336,799,1133,1,4,NSW,369,1,4
1091401,230,897,4879,2,14,NSW,1731,2,15
1101305,270,830,1773,1,5,NSW,642,1,6
1332704,908,989,15736,5,43,NSW,4979,5,43
1110108,110,891,4443,2,12,NSW,1590,2,14
1111209,416,884,4051,2,11,NSW,1454,2,13
1111506,713,984,14949,4,40,NSW,4777,5,41
1111709,370,895,4734,2,13,NSW,1682,2,15
1332908,863,945,9818,3,27,NSW,3314,3,29
1333110,983,1027,21899,6,59,NSW,6579,6,56
1340411,1538,873,3362,1,9,NSW,1237,2,11
1121211,674,1045,24920,7,67,NSW,7432,7,63
1121308,767,1004,18201,5,49,NSW,5672,5,49
1121706,299,806,1230,1,4,NSW,408,1,4
1340908,508,938,8947,3,24,NSW,3049,3,26
1430311,573,907,5704,2,16,NSW,2012,2,18
2300906,860,989,15780,5,43,VIC,3711,5,41
1122006,1132,987,15496,5,42,NSW,4902,5,42
1122302,373,923,7254,2,20,NSW,2496,3,22
1122303,220,872,3304,1,9,NSW,1212,2,11
1122307,416,915,6422,2,18,NSW,2258,2,20
1130105,123,989,15821,5,43,NSW,5008,5,43
1130603,373,1110,32993,9,89,NSW,9985,9,85
1140603,299,1181,36694,10,98,NSW,11375,10,97
1140606,496,1099,31982,9,86,NSW,9645,9,82
1141104,491,1064,27703,8,74,NSW,8290,8,71
1142106,496,1089,31034,9,83,NSW,9335,8,80
1152709,408,980,14449,4,39,NSW,4645,4,40
1171107,411,1096,31680,9,85,NSW,9546,9,81
1150803,216,1047,25197,7,68,NSW,7519,7,64
1161711,831,990,15962,5,43,NSW,5053,5,43
1171712,288,943,9579,3,26,NSW,3241,3,28
4091606,446,1015,19931,6,54,SA ,2090,7,66
1161208,165,1053,26189,7,70,NSW,7807,7,67
1161704,531,915,6494,2,18,NSW,2277,2,20
1430705,545,1075,29316,8,79,NSW,8792,8,75
1180104,718,1071,28832,8,77,NSW,8625,8,74
1181206,597,887,4177,2,12,NSW,1504,2,13
1181901,500,967,12567,4,34,NSW,4128,4,35
1190806,468,1080,30020,9,81,NSW,9017,8,77
1191902,718,964,12113,4,33,NSW,4002,4,34
1431112,472,1059,27062,8,73,NSW,8085,7,69
1182205,702,911,6059,2,17,NSW,2135,2,19
1200813,400,1065,27884,8,75,NSW,8355,8,71
1190311,597,945,9801,3,27,NSW,3309,3,29
3050703,655,1002,17815,5,48,QLD,3447,5,47
3050708,426,1022,21048,6,57,QLD,4141,6,56
1192207,663,902,5289,2,15,NSW,1876,2,16
1192510,556,1054,26301,8,71,NSW,7846,7,67
1192808,560,1055,26459,8,71,NSW,7892,7,67
1193009,832,1049,25434,7,68,NSW,7583,7,65
1200205,126,1086,30674,9,82,NSW,9222,8,79
1210314,459,917,6640,2,18,NSW,2325,2,20
1201608,564,1051,25834,7,69,NSW,7699,7,66
1210113,819,945,9732,3,26,NSW,3286,3,28
1210308,264,1038,23761,7,64,NSW,7100,7,61
2361203,426,1028,22043,6,59,VIC,5478,7,61
1210904,570,1023,21284,6,57,NSW,6441,6,55
1211402,246,885,4066,2,11,NSW,1460,2,13
1221105,123,977,13958,4,38,NSW,4520,4,39
1221803,491,875,3491,1,10,NSW,1285,2,11
1230102,339,991,16060,5,43,NSW,5088,5,44
1230606,760,1067,28174,8,76,NSW,8438,8,72
1250806,555,1136,34826,10,93,NSW,10615,9,90
1240105,564,1204,37166,10,100,NSW,11636,10,99
1260808,491,1151,35655,10,96,NSW,10918,10,93
1270110,471,1036,23385,7,63,NSW,6990,6,60
1240203,979,1122,33961,10,91,NSW,10312,9,88
1240204,786,1194,36991,10,99,NSW,11526,10,98
1240612,468,1001,17646,5,48,NSW,5525,5,47
1270210,1019,1022,21100,6,57,NSW,6399,6,55
1341005,584,983,14895,4,40,NSW,4760,5,41
1242403,888,1137,34878,10,94,NSW,10634,10,91
1242701,479,1167,36298,10,97,NSW,11194,10,95
1242709,386,1205,37177,10,100,NSW,11641,10,99
5092612,252,1085,30492,9,82,WA ,3002,8,76
1270406,744,802,1181,1,4,NSW,390,1,4
1270810,864,1012,19373,6,52,NSW,5989,6,51
1271704,661,1021,20856,6,56,NSW,6334,6,54
1272101,539,1026,21675,6,58,NSW,6528,6,56
1280803,624,1061,27315,8,73,NSW,8172,7,70
1350208,541,918,6785,2,19,NSW,2369,3,21
1351411,448,873,3338,1,9,NSW,1230,2,11
1281702,756,1050,25692,7,69,NSW,7659,7,65
1281705,802,1092,31284,9,84,NSW,9421,8,80
1281707,567,1056,26652,8,72,NSW,7952,7,68
1301301,912,1236,37415,10,100,NSW,11780,10,100
1351806,625,986,15361,5,42,NSW,4873,5,42
1290803,885,1018,20353,6,55,NSW,6217,6,53
1291102,735,1083,30287,9,81,NSW,9103,8,78
1291507,593,977,13930,4,38,NSW,4513,4,39
1300602,972,1196,37039,10,99,NSW,11554,10,98
1312103,380,898,4948,2,14,NSW,1753,2,15
1360205,519,1080,29910,8,80,NSW,8985,8,77
1310210,456,1105,32547,9,87,NSW,9838,9,84
1311406,613,1074,29228,8,79,NSW,8763,8,75
1312608,299,930,8005,3,22,NSW,2739,3,24
1321204,579,769,770,1,3,NSW,228,1,2
1321215,517,950,10396,3,28,NSW,3478,3,30
1321503,656,927,7747,3,21,NSW,2661,3,23
1361807,483,907,5720,2,16,NSW,2016,2,18
1362109,413,1041,24140,7,65,NSW,7208,7,62
3111618,500,1001,17630,5,48,QLD,3397,5,46
1311505,508,1085,30597,9,82,NSW,9197,8,78
1312002,676,1104,32472,9,87,NSW,9817,9,84
1312012,314,932,8322,3,23,NSW,2849,3,25
2321810,256,980,14403,4,39,VIC,3326,4,37
1321702,530,866,3021,1,9,NSW,1116,1,10
1330201,768,1006,18509,5,50,NSW,5753,5,49
1330307,462,980,14379,4,39,NSW,4623,4,40
1331201,675,857,2630,1,8,NSW,958,1,9
1331409,467,963,12058,4,33,NSW,3985,4,34
1331912,526,802,1168,1,4,NSW,384,1,4
1332112,474,964,12198,4,33,NSW,4027,4,35
1360208,902,1137,34895,10,94,NSW,10641,10,91
1360501,422,951,10469,3,28,NSW,3501,3,30
1361007,521,1146,35398,10,95,NSW,10807,10,92
1361107,441,1152,35725,10,96,NSW,10957,10,93
1361109,807,1134,34748,10,93,NSW,10584,9,90
1361504,646,962,11868,4,32,NSW,3929,4,34
1371109,894,1210,37243,10,100,NSW,11677,10,99
1371210,746,1139,35015,10,94,NSW,10680,10,91
1380801,861,1039,23923,7,64,NSW,7139,7,61
1381412,513,946,9874,3,27,NSW,3326,3,29
1381701,348,1118,33708,9,90,NSW,10238,9,87
1382103,316,1032,22691,7,61,NSW,6803,6,58
1382116,254,1132,34577,10,93,NSW,10533,9,90
3162011,703,1003,17963,5,48,QLD,3479,5,47
1382205,315,1196,37027,10,99,NSW,11545,10,98
1400803,519,988,15615,5,42,NSW,4934,5,42
1411204,547,932,8240,3,22,NSW,2813,3,24
1411405,541,1010,19048,6,51,NSW,5904,5,50
1411505,628,879,3695,1,10,NSW,1347,2,12
1411610,289,1041,24122,7,65,NSW,7199,7,61
1412103,251,1131,34566,10,93,NSW,10529,9,90
1441006,495,1116,33528,9,90,NSW,10179,9,87
1441308,423,1065,27888,8,75,NSW,8357,8,71
2021206,146,729,525,1,2,VIC,67,1,1
3200502,763,963,12002,4,33,QLD,2276,4,31
1412111,645,1102,32242,9,87,NSW,9743,9,83
1412112,511,1120,33793,10,91,NSW,10267,9,87
1413008,707,1079,29872,8,80,NSW,8968,8,76
1413109,542,1040,23965,7,64,NSW,7154,7,61
1420304,769,1083,30311,9,81,NSW,9116,8,78
1420310,375,1048,25385,7,68,NSW,7566,7,65
1420401,565,944,9624,3,26,NSW,3254,3,28
2010510,594,1013,19530,6,53,VIC,4720,6,52
2010903,922,1020,20697,6,56,VIC,5074,6,56
2021115,226,1022,21078,6,57,VIC,5204,6,58
2011204,125,1051,25912,7,70,VIC,6547,8,72
2021414,296,1156,35890,10,96,VIC,8898,10,98
2040605,332,861,2775,1,8,VIC,484,1,6
2041202,165,960,11640,4,32,VIC,2602,3,29
2041402,794,907,5697,2,16,VIC,1128,2,13
2041703,592,1042,24353,7,66,VIC,6106,7,68
2050207,172,1018,20390,6,55,VIC,4972,6,55
2060214,379,1168,36343,10,98,VIC,8976,10,99
2032311,452,1049,25419,7,68,VIC,6413,8,71
2060312,274,941,9326,3,25,VIC,1999,3,22
4130709,313,992,16251,5,44,SA ,1745,6,55
2061207,315,1082,30169,9,81,VIC,7639,9,84
2071109,748,1067,28238,8,76,VIC,7158,8,79
2071416,364,667,313,1,1,VIC,42,1,1
2071505,607,966,12416,4,34,VIC,2807,4,31
2071601,263,904,5443,2,15,VIC,1063,2,12
2080106,281,1045,24770,7,67,VIC,6240,7,69
2081103,578,1028,22051,6,59,VIC,5479,7,61
2092501,460,915,6441,2,18,VIC,1301,2,15
2140206,678,913,6233,2,17,VIC,1240,2,14
2081312,209,1065,27921,8,75,VIC,7077,8,78
2081606,443,867,3044,1,9,VIC,542,1,6
2081810,560,883,3971,2,11,VIC,732,1,9
2092107,429,870,3166,1,9,VIC,569,1,7
2092301,451,980,14467,4,39,VIC,3340,4,37
2092605,322,1024,21317,6,57,VIC,5273,6,58
2110208,384,788,978,1,3,VIC,143,1,2
2111105,650,967,12632,4,34,VIC,2866,4,32
2211407,307,952,10682,3,29,VIC,2341,3,26
2100102,293,1035,23284,7,63,VIC,5797,7,64
2101216,217,1090,31082,9,83,VIC,7850,9,87
2110106,726,976,13876,4,38,VIC,3181,4,35
2110201,524,904,5447,2,15,VIC,1065,2,12
2230709,685,1005,18239,5,49,VIC,4358,5,48
2111302,343,1073,28990,8,78,VIC,7355,9,81
2111411,840,924,7345,2,20,VIC,1529,2,17
2112511,764,1020,20748,6,56,VIC,5096,6,57
2131107,792,884,3987,2,11,VIC,736,1,9
2231011,507,1021,20900,6,56,VIC,5149,6,57
2112608,620,903,5371,2,15,VIC,1049,2,12
2120304,528,907,5746,2,16,VIC,1137,2,13
2120626,960,1097,31763,9,85,VIC,8005,9,89
2131303,666,960,11574,4,31,VIC,2576,3,29
2120731,712,1167,36288,10,97,VIC,8966,10,99
2120733,810,1120,33852,10,91,VIC,8474,10,94
2121308,129,1078,29733,8,80,VIC,7532,9,83
2130122,891,1148,35536,10,95,VIC,8832,10,98
2130801,353,826,1677,1,5,VIC,257,1,3
2130807,770,915,6478,2,18,VIC,1312,2,15
2130910,485,907,5736,2,16,VIC,1134,2,13
2231408,707,1076,29428,8,79,VIC,7450,9,82
2140503,800,817,1476,1,4,VIC,228,1,3
2140906,482,936,8736,3,24,VIC,1849,3,21
2141001,621,1018,20466,6,55,VIC,4995,6,55
2141107,510,1005,18304,5,49,VIC,4378,5,49
2150305,568,1051,25799,7,69,VIC,6521,8,72
2150311,545,1080,29903,8,80,VIC,7574,9,84
2151404,598,1041,24114,7,65,VIC,6043,7,67
2160213,618,1028,22003,6,59,VIC,5466,7,61
2231604,547,1027,21808,6,59,VIC,5407,6,60
2160322,856,1066,28014,8,75,VIC,7111,8,79
2161912,790,1098,31922,9,86,VIC,8043,9,89
2170911,801,1030,22418,6,60,VIC,5567,7,62
2171207,471,1033,22842,7,61,VIC,5681,7,63
2180310,750,1024,21401,6,58,VIC,5289,6,59
2190407,381,1017,20277,6,55,VIC,4944,6,55
2190805,854,957,11215,3,30,VIC,2478,3,28
2191511,272,980,14322,4,39,VIC,3304,4,37
2292106,719,1058,26848,8,72,VIC,6792,8,75
2180503,345,1056,26577,8,71,VIC,6728,8,74
2180601,131,1000,17472,5,47,VIC,4162,5,46
2190111,254,1067,28258,8,76,VIC,7162,8,79
2200216,147,926,7586,3,21,VIC,1598,2,18
2200304,329,1105,32599,9,88,VIC,8203,10,91
2200912,479,865,2971,1,8,VIC,526,1,6
2201015,324,1016,20034,6,54,VIC,4880,6,54
2210709,726,1013,19613,6,53,VIC,4746,6,53
2210715,682,1122,33946,10,91,VIC,8506,10,94
2211011,510,1043,24458,7,66,VIC,6141,7,68
2292110,342,1056,26559,8,71,VIC,6722,8,74
2212317,601,1013,19545,6,53,VIC,4728,6,52
2212409,753,854,2538,1,7,VIC,437,1,5
2220109,862,1010,19175,6,52,VIC,4628,6,51
2220306,624,1162,36101,10,97,VIC,8933,10,99
2230509,570,1017,20188,6,54,VIC,4916,6,55
2231810,911,951,10471,3,28,VIC,2287,3,26
2240416,813,1190,36913,10,99,VIC,9059,10,100
2251208,555,1028,22055,6,59,VIC,5481,7,61
2261301,425,1030,22435,6,60,VIC,5573,7,62
2261307,610,1006,18410,5,50,VIC,4413,5,49
2261702,693,1113,33217,9,89,VIC,8337,10,92
2270402,470,1071,28817,8,77,VIC,7321,9,81
2270805,796,1077,29526,8,79,VIC,7469,9,83
2273305,427,827,1722,1,5,VIC,267,1,3
2280106,630,1008,18790,6,51,VIC,4521,5,50
2281706,233,1113,33224,9,89,VIC,8339,10,92
2290608,485,1043,24422,7,66,VIC,6127,7,68
2290804,514,642,263,1,1,VIC,36,1,1
2291106,319,1045,24852,7,67,VIC,6259,7,69
2300809,124,906,5568,2,15,VIC,1096,2,13
2301209,713,1076,29493,8,79,VIC,7459,9,83
2302013,491,775,822,1,3,VIC,123,1,2
2310704,558,991,16105,5,43,VIC,3792,5,42
2311011,186,956,11174,3,30,VIC,2473,3,28
2320405,484,994,16519,5,45,VIC,3895,5,43
2321610,448,1016,20033,6,54,VIC,4879,6,54
2331110,744,940,9115,3,25,VIC,1949,3,22
2331213,524,967,12641,4,34,VIC,2870,4,32
2331909,643,1019,20542,6,55,VIC,5015,6,56
2340406,297,831,1813,1,5,VIC,285,1,4
3052505,220,976,13886,4,38,QLD,2645,4,36
2341307,542,1129,34435,10,92,VIC,8610,10,95
2341405,1447,1014,19692,6,53,VIC,4777,6,53
2341603,545,965,12319,4,33,VIC,2786,4,31
2341702,830,1030,22305,6,60,VIC,5545,7,61
2361501,749,1121,33878,10,91,VIC,8482,10,94
2342110,929,1085,30507,9,82,VIC,7720,9,85
2342111,1069,1125,34164,10,92,VIC,8549,10,94
2342318,904,1031,22619,7,61,VIC,5622,7,62
2350312,503,1060,27143,8,73,VIC,6866,8,76
2350508,331,1139,35013,10,94,VIC,8725,10,96
2350806,319,1040,24023,7,65,VIC,6015,7,67
2351506,380,1065,27941,8,75,VIC,7087,8,78
2351701,490,1119,33764,10,91,VIC,8454,10,93
2360110,368,1089,30984,9,83,VIC,7827,9,87
2360509,374,1033,22794,7,61,VIC,5671,7,63
2370710,535,1007,18686,5,50,VIC,4490,5,50
2370902,922,1021,20890,6,56,VIC,5145,6,57
2371305,692,924,7336,2,20,VIC,1525,2,17
2371704,230,1065,27906,8,75,VIC,7072,8,78
2371808,442,911,6085,2,17,VIC,1206,2,14
2371809,503,892,4509,2,13,VIC,854,1,10
2380206,431,1033,22877,7,62,VIC,5691,7,63
2380310,825,1045,24906,7,67,VIC,6276,7,69
2380813,651,1036,23300,7,63,VIC,5800,7,64
2381015,644,1049,25458,7,68,VIC,6427,8,71
3010106,298,639,253,1,1,QLD,24,1,1
3060309,635,977,13948,4,38,QLD,2658,4,36
4090612,370,1054,26307,8,71,SA ,2618,9,83
3010210,584,814,1412,1,4,QLD,182,1,3
3010923,176,873,3347,1,9,QLD,529,1,8
3011114,492,776,832,1,3,QLD,84,1,2
3011917,338,1099,31992,9,86,QLD,6346,9,86
3011919,1279,1072,28952,8,78,QLD,5684,8,77
3060415,826,966,12502,4,34,QLD,2383,4,32
5101311,419,916,6592,2,18,WA ,559,2,15
3012124,821,1115,33445,9,90,QLD,6645,9,90
3012502,468,1017,20263,6,55,QLD,3970,6,54
3030611,172,1017,20248,6,55,QLD,3967,6,54
3042804,551,889,4342,2,12,QLD,713,1,10
3070503,617,1000,17494,5,47,QLD,3368,5,46
3012503,353,1052,25984,7,70,QLD,5125,7,69
3020709,541,1013,19603,6,53,QLD,3821,6,52
3021302,204,794,1069,1,3,QLD,125,1,2
3021408,441,940,9165,3,25,QLD,1701,3,23
3043304,280,883,3938,2,11,QLD,646,1,9
2300214,410,975,13628,4,37,VIC,3103,4,35
3060602,725,858,2689,1,8,QLD,398,1,6
3061206,608,958,11403,4,31,QLD,2150,3,29
3061609,198,846,2250,1,7,QLD,321,1,5
3062017,301,1086,30680,9,82,QLD,6062,9,82
3070218,597,1004,18169,5,49,QLD,3528,5,48
3070606,964,1091,31192,9,84,QLD,6180,9,83
3072302,222,980,14348,4,39,QLD,2753,4,37
3072506,665,951,10472,3,28,QLD,1969,3,27
3111614,914,1068,28381,8,76,QLD,5576,8,75
3081801,119,1066,28086,8,75,QLD,5515,8,74
3081805,223,1023,21232,6,57,QLD,4178,6,57
3090708,502,912,6145,2,17,QLD,1060,2,15
3090802,69,1122,33952,10,91,QLD,6755,10,91
3100706,343,1035,23185,7,62,QLD,4605,7,62
3102104,916,979,14240,4,39,QLD,2726,4,37
3111335,355,1126,34208,10,92,QLD,6802,10,92
3100124,569,917,6664,2,18,QLD,1171,2,16
3100518,578,1005,18318,5,49,QLD,3557,5,48
3110309,395,961,11709,4,32,QLD,2212,3,30
1360703,469,1017,20266,6,55,NSW,6195,6,53
3110115,74,944,9652,3,26,QLD,1800,3,25
3110207,697,994,16509,5,45,QLD,3163,5,43
3110215,708,945,9748,3,27,QLD,1818,3,25
3112418,556,1044,24713,7,66,QLD,4884,7,66
3112603,413,1010,19044,6,51,QLD,3697,5,50
3121214,935,1214,37275,10,100,QLD,7430,10,100
3121305,555,902,5324,2,15,QLD,904,2,13
3122001,673,985,15079,5,41,QLD,2897,4,39
4060205,353,1004,18103,5,49,SA ,1922,7,61
3122207,1056,1075,29265,8,79,QLD,5761,8,78
3130804,1121,1010,19102,6,51,QLD,3715,5,50
3131002,1128,1057,26731,8,72,QLD,5271,8,71
3131007,763,1055,26398,8,71,QLD,5200,7,70
3162109,532,921,7105,2,19,QLD,1254,2,17
4070613,322,1097,31799,9,85,SA ,2982,10,94
3132113,608,984,15036,5,41,QLD,2889,4,39
3140209,799,1085,30539,9,82,QLD,6030,9,81
3140904,468,854,2545,1,7,QLD,377,1,6
3141209,512,968,12749,4,35,QLD,2431,4,33
3141408,575,978,14158,4,38,QLD,2702,4,37
3141908,248,1052,25936,7,70,QLD,5111,7,69
3162404,293,1022,21138,6,57,QLD,4158,6,56
3150101,131,988,15574,5,42,QLD,2997,5,41
3160115,439,1066,27984,8,75,QLD,5496,8,74
3180812,811,1009,19030,6,51,QLD,3695,5,50
4071302,619,1032,22684,7,61,SA ,2322,8,74
3160209,389,1108,32800,9,88,QLD,6508,9,88
3180906,724,1040,23940,7,64,QLD,4742,7,64
3160424,938,1006,18409,5,50,QLD,3572,5,48
3160616,682,1087,30831,9,83,QLD,6099,9,82
3161003,628,1148,35505,10,95,QLD,7087,10,96
3161008,334,1155,35828,10,96,QLD,7150,10,96
3161407,638,961,11798,4,32,QLD,2236,3,30
2371403,326,934,8538,3,23,VIC,1813,2,20
3170112,1246,1025,21597,6,58,QLD,4265,6,58
3170422,605,1030,22343,6,60,QLD,4421,6,60
3170506,406,1043,24463,7,66,QLD,4832,7,65
3170513,568,993,16368,5,44,QLD,3133,5,43
3170704,184,1015,19897,6,54,QLD,3876,6,52
3170708,211,1067,28144,8,76,QLD,5527,8,75
3171208,576,1033,22834,7,61,QLD,4536,7,61
3171308,478,1119,33737,10,91,QLD,6708,9,90
3171505,1013,1179,36644,10,98,QLD,7313,10,99
3172107,491,1118,33689,9,90,QLD,6696,9,90
3172113,991,960,11677,4,32,QLD,2206,3,30
3180301,938,1117,33593,9,90,QLD,6670,9,90
3201202,826,1130,34467,10,93,QLD,6857,10,92
3180320,420,1153,35776,10,96,QLD,7138,10,96
3180805,462,945,9800,3,27,QLD,1830,3,25
3210201,214,994,16466,5,44,QLD,3154,5,43
3181019,524,1135,34798,10,93,QLD,6926,10,93
3181907,636,999,17266,5,47,QLD,3322,5,45
3182107,1231,1054,26270,8,71,QLD,5173,7,70
