cd_code_06,usual_resident_population_,irsd_score_2006,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_
3111110,785,993,15049,5,41,QLD,3069,5,42
3160335,78,1127,35560,10,95,QLD,7210,10,97
3120405,219,955,10040,3,27,QLD,1950,3,27
3120616,587,1028,20827,6,56,QLD,4367,6,59
3121006,1096,1047,24113,7,65,QLD,5081,7,69
3121413,272,876,3631,1,10,QLD,608,1,9
3121502,406,1010,17785,5,48,QLD,3729,5,50
3121702,340,896,4753,2,13,QLD,836,2,12
2071115,269,933,7700,3,21,VIC,1556,2,18
3251004,438,994,15136,5,41,QLD,3090,5,42
3120801,236,1036,22151,6,60,QLD,4664,7,63
3121705,511,924,6847,2,19,QLD,1285,2,18
3130309,615,1002,16562,5,45,QLD,3426,5,46
3130606,214,1114,34429,10,92,QLD,7036,10,95
3131414,547,1039,22688,7,61,QLD,4782,7,65
3131709,362,928,7245,2,20,QLD,1368,2,19
3140710,757,1008,17376,5,47,QLD,3634,5,49
3141104,135,831,1926,1,6,QLD,267,1,4
3141106,190,767,895,1,3,QLD,105,1,2
3150508,248,984,13699,4,37,QLD,2750,4,37
3151409,506,1011,17959,5,48,QLD,3764,6,51
3151714,372,1021,19620,6,53,QLD,4098,6,55
2151413,334,1124,35354,10,95,VIC,8632,10,95
3151315,1372,1029,20938,6,56,QLD,4390,6,59
3151319,571,1021,19508,6,53,QLD,4076,6,55
3151330,551,1036,22254,6,60,QLD,4689,7,63
3160405,941,935,7915,3,22,QLD,1514,3,21
3160918,230,1052,25067,7,67,QLD,5292,8,71
3161410,301,939,8287,3,23,QLD,1592,3,22
3161704,1035,1028,20826,6,56,QLD,4366,6,59
3162303,340,1049,24501,7,66,QLD,5167,7,70
3162507,48,860,2886,1,8,QLD,441,1,6
3162603,208,852,2596,1,7,QLD,385,1,6
3203010,867,1017,18944,6,51,QLD,3958,6,54
3170106,818,998,15847,5,43,QLD,3235,5,44
3171001,362,1067,27653,8,74,QLD,5778,8,78
3172108,1149,1048,24343,7,65,QLD,5128,7,69
3180101,363,1068,27849,8,75,QLD,5811,8,78
3180107,377,1072,28443,8,76,QLD,5939,8,80
3180302,994,1138,36438,10,98,QLD,7324,10,99
3180715,237,1043,23397,7,63,QLD,4938,7,67
3202409,487,1065,27276,8,73,QLD,5697,8,77
2160114,224,1019,19156,6,52,VIC,4225,5,47
3181001,950,1106,33477,9,90,QLD,6883,10,93
3181113,329,1044,23671,7,64,QLD,4994,7,67
3181213,681,1049,24442,7,66,QLD,5148,7,70
3181304,997,1149,36984,10,99,QLD,7401,10,100
3191401,239,1077,29363,8,79,QLD,6121,9,83
3191609,195,1071,28341,8,76,QLD,5916,8,80
3211503,477,1097,32295,9,87,QLD,6657,9,90
3220108,160,760,822,1,3,QLD,95,1,2
3220202,407,1040,22816,7,61,QLD,4812,7,65
3220801,675,1085,30580,9,82,QLD,6343,9,86
3220812,558,1087,30844,9,83,QLD,6399,9,86
3221405,295,1110,33954,10,91,QLD,6949,10,94
3221803,317,1043,23540,7,63,QLD,4966,7,67
3232305,623,1118,34796,10,93,QLD,7100,10,96
3240909,661,1014,18354,5,49,QLD,3843,6,52
3241706,574,954,9947,3,27,QLD,1937,3,26
3250205,779,980,13142,4,36,QLD,2621,4,36
3250404,775,1068,27783,8,75,QLD,5802,8,78
3251110,845,845,2325,1,7,QLD,331,1,5
3251408,832,871,3386,1,10,QLD,550,1,8
3251606,837,863,2980,1,8,QLD,455,1,7
3251702,922,786,1110,1,3,QLD,136,1,2
3252405,451,1059,26323,8,71,QLD,5516,8,74
3252601,22,938,8161,3,22,QLD,1562,3,21
3252813,865,972,12131,4,33,QLD,2379,4,32
4051810,752,1010,17711,5,48,SA ,1783,6,57
4130401,727,1020,19376,6,52,SA ,1925,7,61
4130613,364,1072,28524,8,77,SA ,2651,9,84
3260907,133,992,14909,4,40,QLD,3042,5,41
3261706,920,1012,18038,5,49,QLD,3780,6,51
3262008,950,929,7359,2,20,QLD,1393,2,19
3262112,147,748,726,1,2,QLD,73,1,1
4010401,44,1074,28873,8,78,SA ,2680,9,85
4070610,844,1118,34790,10,93,SA ,3076,10,97
4071503,674,1025,20181,6,54,SA ,1985,7,63
2071504,172,1000,16100,5,43,VIC,3415,4,38
4020303,185,1020,19324,6,52,SA ,1922,7,61
4071713,587,1105,33353,9,90,SA ,2999,10,95
4031505,485,1003,16640,5,45,SA ,1699,6,54
4050202,497,957,10315,3,28,SA ,1089,4,35
4051310,497,1049,24569,7,66,SA ,2332,8,74
4100810,670,1079,29572,8,79,SA ,2730,9,86
4060608,869,734,653,1,2,SA ,92,1,3
4061403,1044,934,7855,3,21,SA ,857,3,27
4061605,699,875,3588,1,10,SA ,432,2,14
4061902,367,1047,24156,7,65,SA ,2305,8,73
4062204,229,916,6257,2,17,SA ,692,3,22
4070508,393,1057,25922,7,70,SA ,2442,8,77
4072010,530,1103,33042,9,89,SA ,2977,10,94
4082208,723,969,11827,4,32,SA ,1248,4,40
4090604,541,1027,20592,6,55,SA ,2022,7,64
4090708,377,959,10525,3,29,SA ,1114,4,36
4100201,675,912,5938,2,16,SA ,653,3,21
4100310,340,917,6310,2,17,SA ,699,3,22
4100401,611,958,10440,3,28,SA ,1101,4,35
4100408,462,973,12274,4,33,SA ,1294,5,41
4100802,768,1043,23362,7,63,SA ,2229,8,71
1030710,482,941,8524,3,23,NSW,2937,3,25
4100912,665,1089,31155,9,84,SA ,2849,9,90
4101411,219,952,9690,3,26,SA ,1030,4,33
4101603,346,963,11067,3,30,SA ,1176,4,37
4101702,604,961,10800,3,29,SA ,1154,4,37
4101703,496,807,1389,1,4,SA ,207,1,7
4102207,386,1093,31686,9,85,SA ,2885,10,91
4110709,362,839,2150,1,6,SA ,308,1,10
4111302,479,1042,23342,7,63,SA ,2225,7,70
4111609,572,930,7456,2,20,SA ,809,3,26
4120802,552,1088,31087,9,83,SA ,2841,9,90
4121611,153,1118,34817,10,93,SA ,3077,10,97
4130309,648,1024,20061,6,54,SA ,1972,7,63
4140211,568,993,14990,5,41,SA ,1570,5,50
4140609,406,708,528,1,2,SA ,62,1,2
4140907,562,944,8813,3,24,SA ,947,3,30
4141307,753,929,7312,2,20,SA ,799,3,26
4141315,666,1046,24059,7,65,SA ,2297,8,73
4141603,202,966,11396,4,31,SA ,1212,4,39
4141711,367,936,7965,3,22,SA ,860,3,28
4141802,677,1050,24591,7,66,SA ,2336,8,74
1030806,182,1024,19992,6,54,NSW,6351,6,54
4141903,880,982,13493,4,37,SA ,1413,5,45
4142011,958,992,14801,4,40,SA ,1555,5,49
4142104,755,976,12736,4,35,SA ,1342,5,43
5020603,37,601,260,1,1,WA ,69,1,2
5022505,636,804,1356,1,4,WA ,135,1,4
5022514,439,836,2070,1,6,WA ,180,1,5
5050306,493,982,13409,4,36,WA ,1225,4,31
5050704,313,1101,32805,9,88,WA ,3414,9,86
5071117,131,1063,26943,8,72,WA ,2666,7,67
1410107,676,1028,20724,6,56,NSW,6558,6,56
3021703,802,982,13513,4,37,QLD,2710,4,37
5030619,450,1040,22938,7,62,WA ,2231,6,57
5031403,590,1086,30686,9,82,WA ,3134,8,79
5040107,389,993,14942,4,40,WA ,1388,4,35
3030207,243,997,15626,5,42,QLD,3187,5,43
3040702,427,1027,20569,6,55,QLD,4316,6,58
5040214,107,1013,18289,5,49,WA ,1739,5,44
5041105,643,831,1920,1,6,WA ,170,1,5
5050102,125,984,13783,4,37,WA ,1269,4,32
2071506,647,995,15365,5,42,VIC,3243,4,36
5050706,155,1090,31329,9,84,WA ,3230,9,82
5050708,127,1102,32980,9,89,WA ,3434,9,87
5050807,448,955,10081,3,27,WA ,891,3,23
5051501,275,1053,25257,7,68,WA ,2482,7,63
5051507,297,871,3391,1,10,WA ,282,1,8
5051912,217,946,9011,3,25,WA ,785,2,20
5060417,362,966,11343,4,31,WA ,1024,3,26
5060506,530,949,9434,3,26,WA ,820,3,21
5061011,255,866,3130,1,9,WA ,264,1,7
5071204,441,1046,24018,7,65,WA ,2342,6,59
2220703,499,1035,22054,6,59,VIC,5014,6,56
5052006,266,1051,24760,7,67,WA ,2427,7,61
5071309,807,976,12635,4,34,WA ,1154,3,29
5052202,410,1076,29102,8,78,WA ,2947,8,75
5052220,376,1044,23603,7,64,WA ,2299,6,58
5060414,312,864,3024,1,9,WA ,258,1,7
5061611,273,1016,18629,5,50,WA ,1768,5,45
5061829,100,999,16017,5,43,WA ,1507,4,38
5070104,770,1100,32728,9,88,WA ,3406,9,86
5070205,627,925,6982,2,19,WA ,610,2,16
5070615,376,964,11088,3,30,WA ,995,3,25
1410911,851,1054,25445,7,68,NSW,7896,7,67
5071828,782,1118,34824,10,93,WA ,3681,10,93
5071833,771,1102,32899,9,88,WA ,3423,9,86
5080623,999,995,15239,5,41,WA ,1424,4,36
5080631,933,1058,26057,7,70,WA ,2561,7,65
5080716,440,1068,27873,8,75,WA ,2781,7,70
5081013,159,1088,31073,9,83,WA ,3192,9,81
5081301,618,1021,19602,6,53,WA ,1863,5,47
5081408,262,1083,30274,9,81,WA ,3086,8,78
5081724,503,1119,34861,10,94,WA ,3685,10,93
5081813,420,904,5293,2,15,WA ,441,2,12
5090102,274,1104,33169,9,89,WA ,3460,9,87
5090106,400,1094,31881,9,86,WA ,3298,9,83
5091611,332,904,5332,2,15,WA ,444,2,12
5091911,917,1137,36325,10,97,WA ,3858,10,97
5100105,409,856,2738,1,8,WA ,231,1,6
5100412,645,853,2608,1,7,WA ,218,1,6
5100618,995,1087,30894,9,83,WA ,3170,8,80
5101317,409,932,7612,3,21,WA ,655,2,17
5101710,480,963,11040,3,30,WA ,988,3,25
5110407,468,1058,26088,7,70,WA ,2565,7,65
5110411,325,1051,24779,7,67,WA ,2429,7,62
5110510,299,1011,17924,5,48,WA ,1699,5,43
5110711,542,993,15066,5,41,WA ,1403,4,36
5111008,395,1001,16379,5,44,WA ,1543,4,39
1041802,495,850,2508,1,7,NSW,920,1,8
5112220,708,942,8601,3,23,WA ,737,2,19
5120203,754,1119,34857,10,94,WA ,3684,10,93
5121820,514,1088,31080,9,83,WA ,3193,9,81
6010101,132,1059,26170,7,70,TAS,911,9,88
6020805,797,876,3599,1,10,TAS,175,2,17
6011512,860,991,14689,4,40,TAS,605,6,58
8020305,465,1160,37268,10,100,ACT,507,10,97
1411104,418,1022,19739,6,53,NSW,6297,6,54
6011601,839,804,1346,1,4,TAS,50,1,5
6011708,298,990,14619,4,40,TAS,601,6,58
6011802,374,1027,20674,6,56,TAS,796,8,77
6011903,497,1080,29794,8,80,TAS,975,10,94
6011906,575,814,1536,1,5,TAS,64,1,7
6020507,828,1090,31253,9,84,TAS,998,10,96
6020609,580,852,2581,1,7,TAS,121,2,12
8020307,362,1106,33464,9,90,ACT,378,8,73
1411309,479,950,9528,3,26,NSW,3287,3,28
6022005,393,968,11714,4,32,TAS,508,5,49
6022205,618,1064,27194,8,73,TAS,930,9,89
6022306,196,788,1138,1,4,TAS,39,1,4
6041508,344,949,9379,3,26,TAS,414,4,40
6051410,414,993,14962,4,40,TAS,614,6,59
1041806,651,812,1493,1,4,NSW,533,1,5
3250502,834,1073,28657,8,77,QLD,5975,9,81
6051806,530,978,12993,4,35,TAS,546,6,53
7011203,602,1055,25515,7,69,NT ,297,9,84
7030606,774,556,200,1,1,NT ,59,2,17
8010116,555,1105,33351,9,90,ACT,374,8,72
8012804,504,1107,33545,9,90,ACT,382,8,74
8020311,431,1075,29000,8,78,ACT,268,6,52
8022606,733,1118,34823,10,93,ACT,419,9,81
1011804,469,907,5552,2,15,NSW,1919,2,17
1021405,228,989,14464,4,39,NSW,4780,5,41
1041008,716,955,10094,3,27,NSW,3489,3,30
8022803,858,1131,35896,10,96,ACT,450,9,87
1010204,191,1041,23059,7,62,NSW,7201,7,61
1011305,1026,875,3597,1,10,NSW,1283,2,11
1011503,708,1028,20732,6,56,NSW,6559,6,56
1030503,717,919,6455,2,18,NSW,2236,2,19
1031204,367,939,8307,3,23,NSW,2856,3,25
1031704,216,1041,23052,7,62,NSW,7198,7,61
1032109,1084,934,7775,3,21,NSW,2680,3,23
1041807,711,1015,18524,5,50,NSW,5935,6,51
1042204,143,1021,19481,6,53,NSW,6222,6,53
1050110,121,992,14916,4,40,NSW,4916,5,42
1050402,419,927,7127,2,20,NSW,2473,3,21
1051607,389,908,5604,2,15,NSW,1931,2,17
1051608,317,897,4811,2,13,NSW,1685,2,15
1052802,352,1110,33949,10,91,NSW,10360,9,88
1060210,404,883,3986,2,11,NSW,1421,2,13
1060509,140,844,2267,1,7,NSW,829,1,8
1060908,115,918,6436,2,18,NSW,2228,2,19
1071402,401,819,1638,1,5,NSW,585,1,5
1061110,645,953,9790,3,27,NSW,3375,3,29
1061210,114,940,8394,3,23,NSW,2889,3,25
1061310,600,847,2412,1,7,NSW,884,1,8
1062404,606,1002,16456,5,44,NSW,5372,5,46
1070503,375,995,15309,5,41,NSW,5026,5,43
2290304,504,1095,32037,9,86,VIC,7756,9,86
1071403,543,935,7890,3,22,NSW,2713,3,23
1071903,864,1038,22440,6,60,NSW,7022,6,60
1081509,397,850,2503,1,7,NSW,916,1,8
1080402,778,914,6092,2,17,NSW,2106,2,18
1081111,475,808,1421,1,4,NSW,514,1,5
1161011,414,967,11582,4,31,NSW,3926,4,34
1091202,603,820,1655,1,5,NSW,592,1,6
1092511,997,1073,28714,8,77,NSW,8805,8,75
1092606,670,945,8908,3,24,NSW,3078,3,27
1100714,424,958,10458,3,28,NSW,3604,4,31
1101601,526,967,11598,4,31,NSW,3932,4,34
2290411,391,1064,27117,8,73,VIC,6393,8,71
1101712,462,970,11881,4,32,NSW,4021,4,35
1101908,443,1017,18795,6,51,NSW,6011,6,51
1102011,491,1118,34843,10,94,NSW,10659,10,91
1110105,140,1050,24706,7,66,NSW,7675,7,65
1111303,561,967,11493,4,31,NSW,3896,4,33
1111315,609,746,720,1,2,NSW,238,1,3
1110112,704,904,5302,2,15,NSW,1843,2,16
1110708,222,877,3671,1,10,NSW,1310,2,12
1131810,404,896,4760,2,13,NSW,1670,2,15
1161112,297,1015,18614,5,50,NSW,5960,6,51
1120108,905,990,14616,4,40,NSW,4827,5,41
1120802,235,1029,20864,6,56,NSW,6601,6,56
1141605,452,1039,22707,7,61,NSW,7092,7,61
1161413,306,1094,31901,9,86,NSW,9710,9,83
1120810,628,1071,28333,8,76,NSW,8698,8,74
1121406,457,990,14578,4,39,NSW,4812,5,41
1141808,628,795,1217,1,4,NSW,432,1,4
1141813,458,967,11590,4,31,NSW,3930,4,34
1411801,281,1040,22925,7,62,NSW,7153,7,61
1122004,482,1063,27033,8,73,NSW,8330,8,71
1130710,534,648,349,1,1,NSW,82,1,1
1142404,383,882,3939,2,11,NSW,1406,2,12
1150206,152,994,15150,5,41,NSW,4987,5,43
1150603,254,1003,16729,5,45,NSW,5452,5,47
1151011,659,952,9693,3,26,NSW,3342,3,29
1151301,149,1056,25746,7,69,NSW,7982,7,68
1151606,131,1045,23778,7,64,NSW,7411,7,63
1151903,130,970,11980,4,32,NSW,4055,4,35
1151908,95,1046,24056,7,65,NSW,7487,7,64
1152412,335,918,6395,2,18,NSW,2215,2,19
1160305,836,982,13417,4,36,NSW,4465,4,38
1160702,633,883,3978,2,11,NSW,1416,2,12
1160802,656,783,1071,1,3,NSW,380,1,4
1161901,234,1086,30736,9,83,NSW,9394,8,80
1162103,477,1036,22259,6,60,NSW,6974,6,60
1170705,215,1022,19664,6,53,NSW,6272,6,54
1170709,157,1079,29680,8,80,NSW,9075,8,77
1170805,325,1016,18622,5,50,NSW,5963,6,51
1170912,606,982,13451,4,36,NSW,4475,4,38
1171203,626,919,6463,2,18,NSW,2238,2,19
1431107,542,1048,24304,7,65,NSW,7560,7,65
2290924,106,1158,37239,10,100,VIC,9066,10,100
1171404,265,933,7739,3,21,NSW,2665,3,23
1171907,565,1004,16871,5,46,NSW,5489,5,47
2291001,519,999,16009,5,43,VIC,3393,4,38
1180201,549,1012,18096,5,49,NSW,5814,5,50
1180203,846,1012,18041,5,49,NSW,5798,5,50
1180301,429,1103,33072,9,89,NSW,10053,9,86
1180812,268,1093,31750,9,85,NSW,9673,9,82
1182005,752,835,2011,1,6,NSW,727,1,7
1182510,1405,990,14586,4,39,NSW,4816,5,41
1190407,720,1106,33398,9,90,NSW,10151,9,86
1190909,692,908,5619,2,16,NSW,1937,2,17
1191409,605,1133,36055,10,97,NSW,11158,10,95
1210205,717,1044,23622,7,64,NSW,7374,7,63
2291810,507,488,108,1,1,VIC,14,1,1
1191610,855,977,12770,4,35,NSW,4282,4,37
1192311,290,1016,18632,5,50,NSW,5967,6,51
1200306,498,961,10804,3,29,NSW,3697,4,32
1201006,426,1120,34987,10,94,NSW,10709,10,91
1210103,693,938,8243,3,23,NSW,2833,3,24
2322307,297,693,477,1,2,VIC,54,1,1
1211111,658,1030,21129,6,57,NSW,6669,6,57
1220105,139,988,14329,4,39,NSW,4739,5,41
1220602,502,1017,18854,6,51,NSW,6029,6,52
1220608,505,885,4112,2,11,NSW,1463,2,13
1222313,917,1094,31795,9,85,NSW,9687,9,83
1441203,227,1101,32862,9,88,NSW,9995,9,85
1222316,517,1109,33759,10,91,NSW,10289,9,88
1230114,429,1097,32367,9,87,NSW,9856,9,84
1230313,377,985,13896,4,38,NSW,4614,4,40
1230314,335,1058,26025,7,70,NSW,8069,7,69
1230607,700,1052,24992,7,67,NSW,7750,7,66
1251714,820,915,6141,2,17,NSW,2128,2,19
1441411,536,1070,28211,8,76,NSW,8666,8,74
1230910,282,1109,33789,10,91,NSW,10298,9,88
1231613,352,992,14789,4,40,NSW,4879,5,42
1260813,812,1069,28071,8,75,NSW,8624,8,74
1442004,699,1047,24134,7,65,NSW,7514,7,64
1240507,279,1034,21761,6,59,NSW,6825,6,58
1240903,354,1061,26636,8,72,NSW,8235,7,70
1241003,291,1120,35033,10,94,NSW,10729,10,91
1241512,749,1128,35661,10,96,NSW,10979,10,93
2292306,285,1076,29114,8,78,VIC,6937,8,77
1241610,905,1074,28806,8,77,NSW,8829,8,75
1242810,451,1151,37045,10,99,NSW,11588,10,99
1243103,255,1097,32282,9,87,NSW,9820,9,84
1250112,315,1144,36752,10,99,NSW,11454,10,97
1251501,833,1051,24856,7,67,NSW,7716,7,66
1261402,945,1144,36708,10,98,NSW,11436,10,97
1270604,409,758,800,1,3,NSW,263,1,3
1271003,564,901,5093,2,14,NSW,1780,2,16
1271410,586,885,4109,2,11,NSW,1462,2,13
1271610,220,881,3893,2,11,NSW,1392,2,12
1272001,509,938,8220,3,22,NSW,2829,3,24
1272313,1012,1042,23333,7,63,NSW,7290,7,62
1280206,685,812,1516,1,5,NSW,538,1,5
1280207,459,773,950,1,3,NSW,329,1,3
1301610,663,898,4865,2,13,NSW,1703,2,15
1280503,821,848,2418,1,7,NSW,887,1,8
1281102,583,1046,23933,7,64,NSW,7453,7,64
1281904,1060,1051,24775,7,67,NSW,7697,7,66
2030107,767,932,7613,3,21,VIC,1533,2,17
1282002,984,1099,32560,9,87,NSW,9912,9,84
1290215,1152,1007,17298,5,47,NSW,5600,5,48
2351406,461,1122,35178,10,94,VIC,8591,10,95
1291201,794,940,8449,3,23,NSW,2911,3,25
1291908,1319,1082,30149,9,81,NSW,9209,8,78
1311209,880,1112,34146,10,92,NSW,10425,9,89
2071311,441,946,9022,3,25,VIC,1833,3,21
2080104,303,937,8130,3,22,VIC,1661,2,19
1300210,786,1028,20788,6,56,NSW,6580,6,56
1301005,498,1043,23353,7,63,NSW,7294,7,62
1301605,707,1019,19126,6,52,NSW,6109,6,52
2111103,572,1011,17833,5,48,VIC,3865,5,43
1311511,392,1075,28987,8,78,NSW,8869,8,76
1312210,262,1058,26084,7,70,NSW,8084,7,69
1312403,82,1150,37005,10,99,NSW,11565,10,98
1312409,1036,1120,34953,10,94,NSW,10697,10,91
1320609,906,887,4181,2,12,NSW,1491,2,13
1320901,922,762,851,1,3,NSW,282,1,3
2352004,749,1115,34477,10,93,VIC,8415,10,93
1321109,965,802,1326,1,4,NSW,476,1,5
1321212,371,864,3033,1,9,NSW,1101,1,10
1321511,583,920,6539,2,18,NSW,2268,2,20
1330111,704,1096,32174,9,86,NSW,9791,9,83
1331410,635,925,6935,2,19,NSW,2404,3,21
1331804,522,834,1997,1,6,NSW,718,1,7
1332204,810,1050,24747,7,67,NSW,7687,7,66
1332611,637,1027,20516,6,55,NSW,6504,6,56
2352203,921,1146,36835,10,99,VIC,8984,10,99
1340119,1022,1140,36510,10,98,NSW,11353,10,97
1340506,478,893,4569,2,13,NSW,1617,2,14
1340902,588,936,8025,3,22,NSW,2758,3,24
1340910,756,914,6080,2,17,NSW,2102,2,18
1342113,419,846,2380,1,7,NSW,872,1,8
1342308,465,1085,30513,9,82,NSW,9320,8,79
1342407,777,1087,30855,9,83,NSW,9423,8,80
1361710,240,1092,31647,9,85,NSW,9640,9,82
1361804,587,990,14585,4,39,NSW,4815,5,41
1362001,517,985,13829,4,37,NSW,4592,4,39
1342512,887,1079,29645,8,80,NSW,9066,8,77
1350407,332,952,9759,3,27,NSW,3361,3,29
1350505,283,849,2465,1,7,NSW,904,1,8
1351104,362,988,14256,4,39,NSW,4722,4,40
1351206,435,978,12909,4,35,NSW,4320,4,37
1360604,644,934,7781,3,21,NSW,2683,3,23
1361302,473,1043,23437,7,63,NSW,7314,7,62
1361607,298,1051,24884,7,67,NSW,7724,7,66
1362602,607,991,14774,4,40,NSW,4874,5,42
1362902,557,979,13014,4,35,NSW,4352,4,37
1370304,483,1173,37425,10,100,NSW,11791,10,100
1442110,609,1095,31994,9,86,NSW,9737,9,83
1370603,976,1165,37356,10,100,NSW,11750,10,100
1371203,402,1081,29878,8,80,NSW,9133,8,78
1380108,832,1105,33342,9,90,NSW,10130,9,86
1380303,523,1088,30967,9,83,NSW,9452,9,81
1381411,560,1082,30072,9,81,NSW,9187,8,78
1390602,224,1125,35409,10,95,NSW,10877,10,93
1390607,470,1105,33284,9,89,NSW,10109,9,86
1400216,463,1078,29498,8,79,NSW,9016,8,77
1400715,618,1120,34956,10,94,NSW,10699,10,91
1400815,297,605,268,1,1,NSW,51,1,1
1412405,402,1098,32497,9,87,NSW,9890,9,84
1412505,647,1062,26902,8,72,NSW,8301,8,71
1412510,406,1121,35086,10,94,NSW,10752,10,92
1413306,547,800,1287,1,4,NSW,458,1,4
1420404,432,968,11730,4,32,NSW,3969,4,34
1420409,159,873,3453,1,10,NSW,1235,2,11
2011911,368,970,11989,4,33,VIC,2509,3,28
1420601,820,997,15629,5,42,NSW,5129,5,44
1420903,485,1092,31589,9,85,NSW,9624,9,82
1421209,672,1034,21836,6,59,NSW,6847,6,58
1421606,348,957,10314,3,28,NSW,3565,4,31
1430102,851,1145,36802,10,99,NSW,11476,10,98
1430506,467,1054,25358,7,68,NSW,7869,7,67
2021301,541,1043,23392,7,63,VIC,5353,6,59
2031205,514,1033,21532,6,58,VIC,4861,6,54
2031306,436,1049,24429,7,66,VIC,5639,7,62
2031902,322,970,11982,4,32,VIC,2507,3,28
2041104,625,1048,24417,7,66,VIC,5636,7,62
2041702,419,1017,18926,6,51,VIC,4174,5,46
2050208,263,1052,25040,7,67,VIC,5793,7,64
2051308,320,922,6731,2,18,VIC,1346,2,15
2060804,640,1008,17381,5,47,VIC,3737,5,42
2060802,517,1073,28557,8,77,VIC,6789,8,75
2060809,549,1017,18866,6,51,VIC,4151,5,46
2080209,209,955,10086,3,27,VIC,2044,3,23
2080609,675,1011,17845,5,48,VIC,3870,5,43
2080910,116,898,4936,2,14,VIC,992,2,11
2081411,675,880,3819,2,11,VIC,734,1,9
2090208,198,1039,22634,7,61,VIC,5160,6,57
2090504,661,914,6047,2,17,VIC,1212,2,14
2092315,518,860,2877,1,8,VIC,546,1,7
2100802,244,984,13691,4,37,VIC,2888,4,32
2111112,939,1037,22313,6,60,VIC,5074,6,56
2111709,409,1023,19815,6,53,VIC,4412,5,49
2130809,462,1017,18792,6,51,VIC,4134,5,46
2131209,594,913,5978,2,16,VIC,1198,2,14
2131504,675,844,2269,1,7,VIC,401,1,5
2140508,593,741,693,1,2,VIC,84,1,1
2112103,299,1054,25329,7,68,VIC,5870,7,65
2112502,580,950,9527,3,26,VIC,1936,3,22
2121259,362,984,13768,4,37,VIC,2902,4,32
2130306,931,846,2358,1,7,VIC,419,1,5
2360506,509,1069,27924,8,75,VIC,6624,8,73
2150405,910,1086,30700,9,82,VIC,7380,9,82
2150406,594,1014,18348,5,49,VIC,4014,5,45
2150903,463,1042,23308,7,63,VIC,5332,6,59
2160308,708,973,12260,4,33,VIC,2567,3,29
2160321,747,1049,24426,7,66,VIC,5637,7,62
2181309,404,812,1498,1,4,VIC,233,1,3
2161314,1308,1072,28479,8,77,VIC,6767,8,75
2161804,488,1117,34689,10,93,VIC,8464,10,94
2170504,782,1007,17274,5,47,VIC,3706,5,41
2180709,222,1068,27750,8,75,VIC,6567,8,73
2180802,413,1068,27878,8,75,VIC,6607,8,73
2182007,794,1000,16150,5,44,VIC,3426,4,38
2192103,170,1094,31840,9,86,VIC,7701,9,85
2201012,1040,965,11253,4,31,VIC,2326,3,26
2210101,707,1051,24813,7,67,VIC,5728,7,63
2210410,505,1103,33065,9,89,VIC,8050,9,89
2210809,784,1005,17012,5,46,VIC,3644,5,41
2211404,113,1060,26411,8,71,VIC,6200,7,69
2211605,385,910,5721,2,16,VIC,1143,2,13
2220103,1047,1039,22720,7,61,VIC,5186,6,58
2220108,1040,995,15410,5,42,VIC,3259,4,36
2220508,715,1065,27226,8,73,VIC,6428,8,71
2220708,702,912,5928,2,16,VIC,1192,2,14
2221206,884,995,15359,5,42,VIC,3241,4,36
2230107,763,1104,33192,9,89,VIC,8082,9,89
2231008,638,1011,17953,5,48,VIC,3902,5,43
2231304,272,985,13917,4,38,VIC,2931,4,33
2270312,83,1144,36722,10,99,VIC,8958,10,99
2240304,754,1112,34169,10,92,VIC,8322,10,92
2240308,783,1068,27844,8,75,VIC,6597,8,73
2241110,321,1095,32006,9,86,VIC,7750,9,86
2260106,694,1122,35221,10,95,VIC,8601,10,95
2260209,402,1061,26689,8,72,VIC,6276,7,69
2261010,143,1088,31093,9,84,VIC,7477,9,83
2261705,386,1150,37002,10,99,VIC,9029,10,100
2261911,689,1103,33115,9,89,VIC,8065,9,89
2270104,601,1114,34373,10,92,VIC,8384,10,93
2270407,941,1042,23256,7,63,VIC,5320,6,59
2270906,456,1017,18862,6,51,VIC,4150,5,46
2272003,582,1131,35926,10,96,VIC,8762,10,97
2272706,1013,1059,26195,7,70,VIC,6134,7,68
2280105,287,1137,36349,10,98,VIC,8868,10,98
2280310,145,1090,31292,9,84,VIC,7538,9,83
2280505,367,1007,17320,5,47,VIC,3721,5,41
2281417,642,1097,32244,9,87,VIC,7806,9,86
2281815,430,829,1861,1,5,VIC,305,1,4
2281821,505,1138,36421,10,98,VIC,8887,10,98
2291210,378,1107,33601,9,90,VIC,8187,10,91
2291710,486,1117,34732,10,93,VIC,8482,10,94
2301008,551,1084,30391,9,82,VIC,7290,9,81
2311208,963,1048,24255,7,65,VIC,5588,7,62
2311209,797,1035,22043,6,59,VIC,5013,6,56
2320103,651,1036,22247,6,60,VIC,5058,6,56
2320508,575,922,6708,2,18,VIC,1341,2,15
2320703,617,1011,17962,5,48,VIC,3904,5,43
2321905,553,1010,17688,5,48,VIC,3826,5,43
2331606,477,940,8379,3,23,VIC,1714,2,19
2340205,867,997,15642,5,42,VIC,3312,4,37
2361204,715,1023,19926,6,54,VIC,4445,5,49
