cd_code_06,usual_resident_population_,irsd_score_2006,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_
4032307,151,936,8018,3,22,SA ,868,3,28
4040203,307,991,14667,4,40,SA ,1540,5,49
4040301,93,943,8755,3,24,SA ,942,3,30
4040803,456,1014,18391,5,50,SA ,1841,6,58
4131401,674,934,7791,3,21,SA ,849,3,27
4041505,121,1121,35074,10,94,SA ,3086,10,98
4051705,356,947,9208,3,25,SA ,979,4,31
4060607,404,962,10961,3,30,SA ,1170,4,37
4061009,386,1087,30832,9,83,SA ,2813,9,89
4061112,948,1101,32892,9,88,SA ,2965,10,94
4061114,723,934,7871,3,22,SA ,858,3,27
4071907,680,1084,30476,9,82,SA ,2790,9,88
4061401,702,1016,18723,5,50,SA ,1878,6,60
4061912,800,940,8419,3,23,SA ,913,3,29
4062114,120,1014,18414,5,50,SA ,1847,6,59
4110501,206,673,415,1,2,SA ,41,1,2
4072004,425,1119,34931,10,94,SA ,3081,10,97
4072112,337,1108,33673,9,90,SA ,3016,10,95
4080105,510,1092,31542,9,85,SA ,2874,10,91
4080405,692,1139,36481,10,98,SA ,3151,10,100
4090501,423,1071,28346,8,76,SA ,2638,9,83
4091001,201,1004,16795,5,45,SA ,1710,6,54
4110704,898,932,7667,3,21,SA ,833,3,27
4111214,306,1039,22673,7,61,SA ,2169,7,69
4091910,323,1043,23435,7,63,SA ,2237,8,71
4100703,628,932,7662,3,21,SA ,831,3,27
4100807,667,1069,28061,8,75,SA ,2612,9,83
4100808,793,1088,30941,9,83,SA ,2823,9,89
4100908,700,942,8572,3,23,SA ,930,3,30
4101101,814,824,1741,1,5,SA ,260,1,9
4102309,393,959,10489,3,29,SA ,1109,4,35
4102404,471,1100,32713,9,88,SA ,2959,10,94
4102607,301,964,11105,3,30,SA ,1179,4,38
4120410,261,1077,29369,8,79,SA ,2718,9,86
4121706,539,1088,31052,9,83,SA ,2836,9,90
4130602,594,1090,31300,9,84,SA ,2858,9,90
4130608,436,1046,23997,7,65,SA ,2291,8,73
4131106,687,1054,25314,7,68,SA ,2396,8,76
4131208,414,1035,22083,6,59,SA ,2128,7,67
4131806,632,960,10600,3,29,SA ,1121,4,36
5010620,979,831,1931,1,6,WA ,172,1,5
5010908,532,1057,25845,7,69,WA ,2541,7,64
5030202,1009,1080,29778,8,80,WA ,3020,8,76
5030424,462,1007,17256,5,47,WA ,1630,5,41
2130804,589,886,4150,2,12,VIC,825,1,10
4140411,354,1077,29284,8,79,SA ,2707,9,86
4140708,809,863,3015,1,9,SA ,380,2,12
4142201,440,950,9500,3,26,SA ,1012,4,32
5061909,371,1029,20883,6,56,WA ,2001,6,51
5030606,478,1096,32090,9,86,WA ,3331,9,84
5030803,555,1091,31472,9,85,WA ,3245,9,82
5030912,631,1026,20438,6,55,WA ,1945,5,49
5031012,607,1151,37035,10,99,WA ,3937,10,99
5031314,692,1047,24207,7,65,WA ,2365,6,60
1362502,679,958,10472,3,28,NSW,3609,4,31
5032115,536,1092,31616,9,85,WA ,3268,9,83
5040110,151,974,12375,4,34,WA ,1122,3,29
5041002,257,1072,28452,8,76,WA ,2857,8,72
5041504,366,994,15202,5,41,WA ,1421,4,36
5041508,516,1047,24084,7,65,WA ,2346,6,59
5043102,137,1088,30988,9,83,WA ,3181,8,80
5043602,218,1075,28998,8,78,WA ,2930,8,74
5050518,677,1088,30954,9,83,WA ,3176,8,80
5050709,313,1041,22998,7,62,WA ,2237,6,57
2281603,299,1126,35511,10,95,VIC,8668,10,96
5050715,301,1106,33441,9,90,WA ,3500,9,88
5050815,445,1097,32379,9,87,WA ,3361,9,85
5081104,610,1096,32125,9,86,WA ,3335,9,84
3131804,689,1013,18247,5,49,QLD,3827,6,52
5051404,390,928,7247,2,20,WA ,630,2,16
5061504,528,949,9432,3,26,WA ,819,3,21
2290209,513,1000,16170,5,44,VIC,3429,4,38
5051613,614,1027,20593,6,55,WA ,1965,5,50
5060108,59,939,8259,3,23,WA ,706,2,18
5060710,605,944,8854,3,24,WA ,768,2,20
5061503,490,852,2594,1,7,WA ,217,1,6
1400209,437,1029,20964,6,56,NSW,6630,6,57
5062129,1005,1113,34279,10,92,WA ,3609,10,91
5062144,1093,960,10631,3,29,WA ,947,3,24
5081508,481,934,7809,3,21,WA ,670,2,17
5081601,276,935,7928,3,22,WA ,680,2,18
1400505,267,1082,30035,9,81,NSW,9176,8,78
5070816,753,922,6735,2,18,WA ,585,2,15
5070906,439,913,5996,2,17,WA ,520,2,14
5071215,700,1039,22727,7,61,WA ,2213,6,56
5071711,688,969,11832,4,32,WA ,1069,3,27
5071712,236,913,5979,2,16,WA ,515,2,13
5080601,181,990,14589,4,39,WA ,1355,4,35
2290806,379,539,173,1,1,VIC,24,1,1
5081728,735,1060,26469,8,71,WA ,2606,7,66
5090112,546,1116,34585,10,93,WA ,3646,10,92
5091310,373,992,14797,4,40,WA ,1372,4,35
5091713,116,988,14302,4,39,WA ,1321,4,34
5091811,268,1007,17288,5,47,WA ,1634,5,42
5092108,297,1007,17209,5,46,WA ,1627,5,41
5092206,446,1097,32354,9,87,WA ,3357,9,85
5092405,699,1107,33600,9,90,WA ,3522,9,89
5092701,757,918,6424,2,18,WA ,558,2,15
5092708,536,896,4764,2,13,WA ,400,2,11
3132106,614,946,9026,3,25,QLD,1743,3,24
5092711,610,1075,28993,8,78,WA ,2929,8,74
5100601,451,1049,24568,7,66,WA ,2404,7,61
5101401,592,993,15001,5,41,WA ,1394,4,36
5101612,564,1053,25251,7,68,WA ,2481,7,63
5102215,356,965,11294,4,31,WA ,1018,3,26
5102406,496,1143,36687,10,98,WA ,3902,10,99
5110108,754,1091,31403,9,84,WA ,3235,9,82
5110701,166,956,10188,3,28,WA ,904,3,23
5110703,309,962,10917,3,30,WA ,977,3,25
5111312,393,959,10553,3,29,WA ,940,3,24
5112126,1731,1062,26889,8,72,WA ,2658,7,67
5121107,263,1027,20623,6,56,WA ,1971,5,50
5121504,396,1084,30437,9,82,WA ,3112,8,79
5130104,52,637,325,1,1,WA ,80,1,3
5130603,489,1083,30182,9,81,WA ,3076,8,78
5130706,516,1061,26651,8,72,WA ,2633,7,67
5131108,606,993,15055,5,41,WA ,1402,4,36
1401002,346,1132,36031,10,97,NSW,11143,10,95
5132004,61,1106,33488,9,90,WA ,3507,9,89
6010105,219,965,11328,4,31,TAS,499,5,48
6010806,661,582,234,1,1,TAS,1,1,1
6011004,458,957,10263,3,28,TAS,457,5,44
6011203,164,1005,17041,5,46,TAS,680,7,66
6011204,324,974,12436,4,34,TAS,532,6,51
1060806,502,873,3454,1,10,NSW,1236,2,11
6011307,421,818,1611,1,5,TAS,72,1,7
6011310,865,979,13060,4,35,TAS,552,6,53
6011505,265,1035,21911,6,59,TAS,834,8,80
6011611,617,891,4457,2,12,TAS,205,2,20
1061113,300,942,8655,3,24,NSW,2993,3,26
6012202,514,978,12927,4,35,TAS,544,6,53
6050303,433,1078,29475,8,79,TAS,967,10,93
6020804,580,944,8790,3,24,TAS,394,4,38
8010402,694,1068,27809,8,75,ACT,247,5,48
3140514,398,998,15787,5,43,QLD,3223,5,44
6021808,564,969,11792,4,32,TAS,514,5,50
6021902,302,1009,17605,5,47,TAS,696,7,67
6022101,484,1009,17640,5,48,TAS,697,7,67
6030307,587,971,12029,4,33,TAS,524,6,51
6030402,304,982,13411,4,36,TAS,566,6,55
6030409,503,1019,19285,6,52,TAS,755,8,73
8013201,450,1056,25724,7,69,ACT,185,4,36
8013206,372,1100,32764,9,88,ACT,359,7,69
8013402,637,1084,30347,9,82,ACT,297,6,57
8014705,513,1175,37433,10,100,ACT,520,10,100
6041302,515,1051,24823,7,67,TAS,889,9,85
6041315,307,1113,34260,10,92,TAS,1033,10,99
6050204,299,1010,17673,5,48,TAS,698,7,67
6050205,354,987,14153,4,38,TAS,587,6,57
1030109,393,956,10164,3,28,NSW,3510,3,30
6051307,313,833,1958,1,6,TAS,85,1,9
6052008,206,853,2620,1,7,TAS,124,2,12
7011604,513,1020,19390,6,52,NT ,238,7,67
7012702,80,958,10413,3,28,NT ,164,5,46
7030418,90,224,3,1,1,NT ,2,1,1
8010107,52,994,15172,5,41,ACT,54,2,11
1030402,594,947,9191,3,25,NSW,3177,3,27
1031402,97,1081,29873,8,80,NSW,9132,8,78
1401102,299,1007,17340,5,47,NSW,5613,5,48
8011204,890,1058,26127,7,70,ACT,196,4,38
8011707,372,1062,26873,8,72,ACT,220,5,43
8012305,235,851,2552,1,7,ACT,7,1,2
8014902,964,1098,32447,9,87,ACT,350,7,67
8020502,453,1146,36853,10,99,ACT,487,10,94
8022204,434,1123,35293,10,95,ACT,433,9,83
1032108,820,964,11124,3,30,NSW,3793,4,33
1032206,257,1057,25912,7,70,NSW,8036,7,69
1032407,193,971,12055,4,33,NSW,4078,4,35
1032506,323,941,8492,3,23,NSW,2927,3,25
1032607,313,1034,21786,6,59,NSW,6832,6,58
1040304,200,1024,20113,6,54,NSW,6384,6,55
1041406,203,1068,27829,8,75,NSW,8556,8,73
1010704,121,1038,22548,7,61,NSW,7052,6,60
1011705,761,1055,25483,7,69,NSW,7905,7,67
1021402,17,981,13384,4,36,NSW,4457,4,38
1021406,427,894,4587,2,13,NSW,1624,2,14
1042408,503,1031,21205,6,57,NSW,6693,6,57
1042502,199,840,2179,1,6,NSW,804,1,7
1050703,134,997,15593,5,42,NSW,5119,5,44
1051007,377,930,7440,2,20,NSW,2579,3,22
1401207,335,1069,27933,8,75,NSW,8580,8,73
1410204,527,1072,28418,8,76,NSW,8714,8,74
1051105,115,894,4628,2,13,NSW,1633,2,14
1051905,400,871,3353,1,9,NSW,1201,2,11
1052311,569,935,7938,3,22,NSW,2729,3,24
1061208,752,961,10830,3,29,NSW,3703,4,32
1061408,460,791,1169,1,4,NSW,413,1,4
1062007,619,1002,16532,5,45,NSW,5402,5,46
1071006,502,1047,24091,7,65,NSW,7499,7,64
1071510,576,1009,17579,5,47,NSW,5670,5,49
1071621,503,934,7835,3,21,NSW,2694,3,23
1080214,450,998,15837,5,43,NSW,5197,5,44
1080215,193,965,11238,4,31,NSW,3824,4,33
1411006,300,892,4483,2,12,NSW,1585,2,14
1412502,559,1104,33161,9,89,NSW,10076,9,86
1080812,259,1016,18673,5,50,NSW,5982,6,51
1080912,450,993,14950,4,40,NSW,4930,5,42
1090202,601,852,2585,1,7,NSW,939,1,8
1090305,547,829,1870,1,5,NSW,673,1,6
1412507,637,1097,32258,9,87,NSW,9813,9,84
1091605,239,953,9800,3,27,NSW,3380,3,29
1100209,379,1130,35841,10,96,NSW,11074,10,94
1100212,1075,1028,20757,6,56,NSW,6568,6,56
1100404,262,955,10012,3,27,NSW,3462,3,30
1412706,1045,1063,26999,8,73,NSW,8322,8,71
1100909,720,945,8936,3,24,NSW,3086,3,27
1101109,223,914,6072,2,17,NSW,2099,2,18
1102004,601,946,9029,3,25,NSW,3118,3,27
1102205,470,1159,37263,10,100,NSW,11699,10,100
1111803,459,1013,18184,5,49,NSW,5839,5,50
1121105,655,944,8865,3,24,NSW,3060,3,26
1121405,267,996,15538,5,42,NSW,5101,5,44
1420502,245,946,9055,3,25,NSW,3126,3,27
1431511,614,1049,24447,7,66,NSW,7599,7,65
1121607,313,1063,26986,8,73,NSW,8320,8,71
1122112,424,965,11267,4,31,NSW,3833,4,33
1122306,592,951,9608,3,26,NSW,3312,3,29
1130402,355,1051,24829,7,67,NSW,7713,7,66
1140110,736,989,14498,4,39,NSW,4792,5,41
1140205,90,1033,21681,6,58,NSW,6802,6,58
1140206,201,1060,26421,8,71,NSW,8182,7,70
1141204,194,1061,26522,8,71,NSW,8210,7,70
1141509,143,1029,20979,6,57,NSW,6635,6,57
1141902,715,947,9133,3,25,NSW,3160,3,27
1130812,230,1121,35139,10,94,NSW,10774,10,92
1431710,364,735,664,1,2,NSW,214,1,2
1131001,1530,1055,25622,7,69,NSW,7948,7,68
1131216,318,1021,19504,6,53,NSW,6229,6,53
1131403,234,915,6145,2,17,NSW,2129,2,19
1131604,685,945,8948,3,24,NSW,3091,3,27
2271306,449,1082,30136,9,81,VIC,7218,8,80
1141907,536,1031,21213,6,57,NSW,6695,6,57
1142301,338,784,1080,1,3,NSW,383,1,4
1150902,882,970,11975,4,32,NSW,4054,4,35
1440202,970,1095,31990,9,86,NSW,9735,9,83
1142201,579,999,16011,5,43,NSW,5247,5,45
1181413,378,887,4221,2,12,NSW,1503,2,13
1151004,194,995,15296,5,41,NSW,5021,5,43
1151206,688,847,2393,1,7,NSW,876,1,8
1441408,188,1067,27695,8,74,NSW,8517,8,73
2010104,139,1008,17495,5,47,VIC,3766,5,42
2271506,600,1118,34837,10,94,VIC,8502,10,94
1151511,480,861,2901,1,8,NSW,1046,1,9
1161113,603,1078,29518,8,79,NSW,9023,8,77
1170107,316,1006,17116,5,46,NSW,5557,5,48
1170404,574,796,1234,1,4,NSW,437,1,4
1170502,442,1125,35473,10,95,NSW,10910,10,93
1182504,586,911,5812,2,16,NSW,2001,2,17
3241908,730,992,14901,4,40,QLD,3038,5,41
1170908,548,1041,23039,7,62,NSW,7192,7,61
1180710,346,905,5363,2,15,NSW,1870,2,16
1180711,514,999,15916,5,43,NSW,5216,5,45
1180912,402,950,9539,3,26,NSW,3288,3,28
1181302,240,947,9214,3,25,NSW,3183,3,27
1182508,342,931,7483,2,20,NSW,2592,3,22
1191612,605,866,3132,1,9,NSW,1133,1,10
1192712,597,985,13868,4,38,NSW,4606,4,39
1193208,592,982,13520,4,37,NSW,4499,4,39
2130204,826,1020,19320,6,52,VIC,4268,5,47
1190303,628,1067,27595,8,74,NSW,8484,8,72
1191006,424,813,1523,1,5,NSW,541,1,5
1200401,279,866,3138,1,9,NSW,1135,1,10
1200711,477,989,14388,4,39,NSW,4757,5,41
1200908,317,1014,18367,5,50,NSW,5892,5,50
1201310,514,1089,31140,9,84,NSW,9488,9,81
1243101,420,1061,26546,8,71,NSW,8217,7,70
2130714,583,1024,20048,6,54,VIC,4480,5,50
1201509,723,917,6315,2,17,NSW,2190,2,19
1211301,366,953,9793,3,27,NSW,3377,3,29
1270409,539,811,1479,1,4,NSW,528,1,5
1220704,539,1050,24709,7,66,NSW,7677,7,65
1221106,96,1066,27479,8,74,NSW,8447,8,72
1221207,249,1050,24605,7,66,NSW,7646,7,65
1221509,629,957,10266,3,28,NSW,3552,4,31
1221704,607,935,7940,3,22,NSW,2730,3,24
1222317,790,1036,22168,6,60,NSW,6943,6,59
1290309,765,812,1506,1,5,NSW,536,1,5
1230201,361,1011,17925,5,48,NSW,5762,5,49
1230205,498,1050,24752,7,67,NSW,7689,7,66
1241711,513,1140,36552,10,98,NSW,11375,10,97
1242003,655,989,14362,4,39,NSW,4750,5,41
1240706,521,1121,35067,10,94,NSW,10743,10,91
1241302,628,1130,35826,10,96,NSW,11067,10,94
1242209,501,1010,17729,5,48,NSW,5715,5,49
1242501,549,1083,30270,9,81,NSW,9241,8,79
1250201,1029,1107,33521,9,90,NSW,10197,9,87
1290604,874,839,2155,1,6,NSW,793,1,7
1291206,467,872,3400,1,10,NSW,1215,2,11
1250207,798,1124,35318,10,95,NSW,10840,10,92
1250610,665,1110,33868,10,91,NSW,10332,9,88
1250703,1029,1118,34819,10,93,NSW,10653,10,91
1251609,814,1077,29310,8,79,NSW,8962,8,76
1251612,1082,1051,24800,7,67,NSW,7706,7,66
1251711,851,1151,37040,10,99,NSW,11585,10,99
1271208,855,1049,24448,7,66,NSW,7600,7,65
1271703,522,1132,36001,10,97,NSW,11133,10,95
1290106,591,996,15431,5,42,NSW,5070,5,43
1300201,824,1001,16289,5,44,NSW,5322,5,46
1360602,954,974,12356,4,33,NSW,4157,4,36
1360705,988,975,12558,4,34,NSW,4213,4,36
1300211,406,889,4296,2,12,NSW,1526,2,13
1300505,932,751,741,1,2,NSW,246,1,3
1301804,1069,1009,17649,5,48,NSW,5691,5,49
1310914,375,1111,34032,10,91,NSW,10382,9,88
1311312,534,1029,20917,6,56,NSW,6612,6,56
1311408,735,1019,19203,6,52,NSW,6140,6,52
1312011,325,1058,25979,7,70,NSW,8059,7,69
1312413,951,1095,31952,9,86,NSW,9724,9,83
1320103,619,995,15399,5,42,NSW,5058,5,43
1320407,977,914,6112,2,17,NSW,2117,2,18
1320701,886,820,1661,1,5,NSW,594,1,6
1321010,560,858,2791,1,8,NSW,1007,1,9
1361206,489,1109,33738,10,91,NSW,10277,9,88
1321804,634,923,6770,2,19,NSW,2345,2,20
1321813,851,959,10575,3,29,NSW,3638,4,31
1331307,903,973,12298,4,33,NSW,4138,4,36
1331909,855,878,3717,1,10,NSW,1328,2,12
1340912,673,932,7619,3,21,NSW,2637,3,23
1341902,598,827,1812,1,5,NSW,649,1,6
1342402,885,997,15650,5,42,NSW,5133,5,44
1350608,612,880,3818,2,11,NSW,1364,2,12
1351302,389,910,5731,2,16,NSW,1974,2,17
1351303,1025,1003,16578,5,45,NSW,5417,5,46
1363207,452,999,15968,5,43,NSW,5235,5,45
1370801,894,1158,37234,10,100,NSW,11683,10,99
2010311,642,946,9000,3,25,VIC,1831,3,21
2020706,503,1038,22513,7,61,VIC,5130,6,57
1412013,462,1082,30114,9,81,NSW,9201,8,78
1371005,1075,1160,37281,10,100,NSW,11707,10,100
1381706,525,1160,37275,10,100,NSW,11704,10,100
1382509,821,1160,37273,10,100,NSW,11703,10,100
1382605,576,1026,20499,6,55,NSW,6495,6,55
1390506,306,1116,34646,10,93,NSW,10593,9,90
1390703,293,1101,32817,9,88,NSW,9980,9,85
1391309,714,1143,36686,10,98,NSW,11430,10,97
2021702,295,961,10834,3,29,VIC,2217,3,25
2031505,507,1041,23100,7,62,VIC,5285,6,59
2031516,286,983,13618,4,37,VIC,2869,4,32
2031607,279,959,10517,3,29,VIC,2148,3,24
4121601,447,1068,27812,8,75,SA ,2599,9,82
2032007,497,934,7783,3,21,VIC,1579,2,18
2040502,337,999,15921,5,43,VIC,3370,4,38
2050708,939,982,13474,4,36,VIC,2836,4,32
2050808,271,976,12692,4,34,VIC,2662,3,30
2051516,798,957,10318,3,28,VIC,2094,3,24
2060111,434,1010,17804,5,48,VIC,3853,5,43
2060401,568,1080,29765,8,80,VIC,7126,8,79
2070305,171,788,1135,1,4,VIC,161,1,2
2071615,424,973,12245,4,33,VIC,2561,3,29
1412404,266,702,503,1,2,NSW,145,1,2
2071901,250,1058,26077,7,70,VIC,6092,7,67
2080902,692,965,11239,4,31,VIC,2323,3,26
2081405,476,1003,16601,5,45,VIC,3539,4,39
2081806,414,955,10031,3,27,VIC,2033,3,23
1242410,850,1097,32285,9,87,NSW,9822,9,84
2082207,760,1034,21755,6,59,VIC,4927,6,55
2082401,419,937,8072,3,22,VIC,1646,2,19
2090309,214,1039,22779,7,61,VIC,5205,6,58
2090613,423,1102,32932,9,88,VIC,8019,9,89
2091405,460,1001,16241,5,44,VIC,3451,4,38
2100302,373,931,7481,2,20,VIC,1495,2,17
2100408,375,1053,25196,7,68,VIC,5837,7,65
2100806,232,1053,25242,7,68,VIC,5847,7,65
2101103,457,1032,21498,6,58,VIC,4848,6,54
2092005,564,1078,29422,8,79,VIC,7020,8,78
2092008,420,1038,22593,7,61,VIC,5146,6,57
2092208,858,989,14444,4,39,VIC,3040,4,34
2110802,352,1005,16957,5,46,VIC,3632,4,40
2111206,498,999,15903,5,43,VIC,3366,4,38
2120101,634,932,7660,3,21,VIC,1548,2,18
2120301,907,939,8270,3,23,VIC,1691,2,19
2120904,604,1008,17433,5,47,VIC,3751,5,42
2121012,454,896,4771,2,13,VIC,955,2,11
2121220,929,1054,25437,7,68,VIC,5906,7,65
1242612,809,1058,26033,7,70,NSW,8070,7,69
2111212,734,1035,22060,6,59,VIC,5015,6,56
2111604,494,1022,19749,6,53,VIC,4389,5,49
1362404,717,951,9564,3,26,NSW,3294,3,28
2131001,649,844,2304,1,7,VIC,409,1,5
2131509,971,845,2324,1,7,VIC,412,1,5
2140210,655,835,2031,1,6,VIC,340,1,4
2140613,942,857,2743,1,8,VIC,507,1,6
2140701,806,852,2595,1,7,VIC,468,1,6
2140809,1110,1061,26616,8,72,VIC,6252,7,69
2271705,413,1139,36483,10,98,VIC,8906,10,98
2190906,275,979,13109,4,35,VIC,2754,4,31
2141103,619,1022,19806,6,53,VIC,4406,5,49
2141516,528,1058,25970,7,70,VIC,6056,7,67
2141605,795,1121,35061,10,94,VIC,8564,10,95
2150111,408,1091,31410,9,84,VIC,7572,9,84
2150402,288,1059,26295,8,71,VIC,6159,7,68
2150707,563,978,13004,4,35,VIC,2731,4,31
2151302,553,1024,20011,6,54,VIC,4470,5,50
1243009,225,1100,32731,9,88,NSW,9954,9,85
2160311,629,982,13438,4,36,VIC,2830,4,32
2160317,1053,1060,26373,8,71,VIC,6182,7,68
2180513,175,851,2535,1,7,VIC,455,1,6
2181205,528,953,9827,3,27,VIC,1992,3,22
2181303,392,553,196,1,1,VIC,27,1,1
2190205,210,1056,25721,7,69,VIC,5990,7,66
2272608,548,1071,28356,8,76,VIC,6734,8,75
2332106,942,889,4345,2,12,VIC,868,1,10
2161316,1030,1091,31464,9,84,VIC,7587,9,84
2190403,539,1056,25716,7,69,VIC,5989,7,66
2311001,566,1010,17694,5,48,VIC,3828,5,43
2191107,907,1005,16960,5,46,VIC,3633,4,40
2191209,805,1117,34704,10,93,VIC,8468,10,94
2191404,697,1118,34803,10,93,VIC,8495,10,94
2191412,182,1049,24510,7,66,VIC,5663,7,63
2261101,749,1137,36359,10,98,VIC,8873,10,98
1243203,426,1102,33011,9,89,NSW,10037,9,85
2272703,755,1055,25511,7,69,VIC,5927,7,66
2191612,236,1104,33270,9,89,VIC,8105,9,90
2192009,673,1035,22086,6,59,VIC,5023,6,56
2200409,577,1045,23803,7,64,VIC,5473,7,61
2200602,187,1007,17313,5,47,VIC,3719,5,41
2210802,779,1057,25822,7,69,VIC,6019,7,67
2230306,495,1036,22106,6,60,VIC,5029,6,56
2230404,463,1068,27888,8,75,VIC,6611,8,73
2231103,533,1063,26935,8,72,VIC,6346,7,70
2231514,827,1027,20683,6,56,VIC,4636,6,51
2261209,454,1083,30246,9,81,VIC,7249,8,80
5071613,605,1009,17511,5,47,WA ,1658,5,42
2240403,928,1100,32712,9,88,VIC,7950,9,88
2240801,824,988,14304,4,39,VIC,3018,4,34
2241513,205,1053,25132,7,68,VIC,5819,7,64
2250409,1157,1109,33780,10,91,VIC,8232,10,91
2251509,713,1058,26090,7,70,VIC,6097,7,68
2260205,277,1085,30557,9,82,VIC,7339,9,81
2260805,368,1097,32242,9,87,VIC,7804,9,86
1250101,263,1043,23499,7,63,NSW,7336,7,63
2273109,171,1120,34970,10,94,VIC,8534,10,94
2273206,503,1055,25601,7,69,VIC,5955,7,66
2273407,565,1023,19922,6,54,VIC,4443,5,49
2280107,428,1122,35196,10,94,VIC,8596,10,95
2280508,234,1032,21349,6,57,VIC,4809,6,53
2280905,307,996,15447,5,42,VIC,3264,4,36
2281502,534,1112,34119,10,92,VIC,8312,10,92
2290308,227,1058,26133,7,70,VIC,6112,7,68
2291032,192,1068,27835,8,75,VIC,6593,8,73
2291303,503,1120,34992,10,94,VIC,8540,10,94
2292109,620,852,2593,1,7,VIC,467,1,6
2300709,401,1011,17870,5,48,VIC,3878,5,43
2302006,585,732,635,1,2,VIC,75,1,1
2311114,1085,1037,22356,6,60,VIC,5083,6,56
2311412,484,1038,22591,7,61,VIC,5144,6,57
2320203,350,1001,16391,5,44,VIC,3490,4,39
2321002,810,894,4658,2,13,VIC,934,2,11
2321404,334,969,11759,4,32,VIC,2453,3,27
2330908,350,881,3874,2,11,VIC,751,1,9
2330909,150,636,321,1,1,VIC,38,1,1
2331806,513,1002,16421,5,44,VIC,3496,4,39
2352108,596,1110,33906,10,91,VIC,8262,10,91
2340206,1010,1008,17396,5,47,VIC,3740,5,42
2340804,941,1058,26086,7,70,VIC,6096,7,68
2341102,1092,1059,26152,7,70,VIC,6119,7,68
2341316,277,1024,20044,6,54,VIC,4478,5,50
2342002,383,893,4555,2,13,VIC,912,2,11
2350807,372,1132,36003,10,97,VIC,8779,10,97
2351002,347,995,15358,5,42,VIC,3240,4,36
3130905,166,941,8496,3,23,QLD,1624,3,22
2352409,303,1071,28293,8,76,VIC,6717,8,74
2352610,474,1132,36037,10,97,VIC,8786,10,97
2360303,813,1054,25371,7,68,VIC,5885,7,65
2360808,589,1039,22648,7,61,VIC,5165,6,57
2361003,366,1078,29441,8,79,VIC,7024,8,78
2361610,395,1048,24312,7,65,VIC,5607,7,62
2370905,616,986,14052,4,38,VIC,2960,4,33
2371204,816,918,6390,2,18,VIC,1272,2,14
2371210,303,880,3839,2,11,VIC,741,1,9
2371302,393,927,7113,2,19,VIC,1427,2,16
2371705,924,972,12117,4,33,VIC,2531,3,28
2380208,206,1091,31476,9,85,VIC,7591,9,84
3112412,226,1128,35663,10,96,QLD,7226,10,97
2380704,837,1089,31240,9,84,VIC,7518,9,83
2380904,389,1011,17838,5,48,VIC,3869,5,43
3010302,673,881,3904,2,11,QLD,656,1,9
3011209,286,978,12952,4,35,QLD,2586,4,35
3011210,316,918,6388,2,18,QLD,1190,2,16
3011704,631,1001,16298,5,44,QLD,3367,5,46
3011905,532,1090,31336,9,84,QLD,6493,9,88
3020819,536,1006,17062,5,46,QLD,3553,5,48
3030104,26,961,10821,3,29,QLD,2105,3,29
3030310,131,934,7784,3,21,QLD,1485,2,20
4130103,599,1057,25864,7,70,SA ,2438,8,77
3030610,416,917,6342,2,17,QLD,1181,2,16
3030905,256,988,14314,4,39,QLD,2892,4,39
3041303,393,1066,27448,8,74,QLD,5734,8,77
3041906,129,873,3456,1,10,QLD,565,1,8
3042205,491,1087,30874,9,83,QLD,6406,9,86
3043201,1030,1009,17534,5,47,QLD,3675,5,50
3111203,105,1056,25671,7,69,QLD,5389,8,73
3050709,718,1049,24452,7,66,QLD,5153,7,70
3050715,510,1075,29053,8,78,QLD,6057,9,82
3081013,376,1005,16926,5,46,QLD,3512,5,48
3081306,94,1089,31177,9,84,QLD,6467,9,87
3050818,388,1037,22273,6,60,QLD,4693,7,63
3051102,457,1003,16660,5,45,QLD,3445,5,47
3051402,1114,973,12320,4,33,QLD,2426,4,33
3051606,835,1012,18048,5,49,QLD,3782,6,51
3051006,214,987,14222,4,38,QLD,2872,4,39
3051910,658,966,11409,4,31,QLD,2222,3,30
3051912,574,976,12618,4,34,QLD,2501,4,34
3112307,795,1046,24003,7,65,QLD,5055,7,68
3052204,216,988,14239,4,39,QLD,2876,4,39
3060604,550,910,5764,2,16,QLD,1073,2,15
3060707,501,962,10852,3,29,QLD,2111,3,29
3060802,410,931,7489,2,20,QLD,1423,2,20
3060908,316,1025,20230,6,55,QLD,4227,6,57
3070711,245,966,11405,4,31,QLD,2219,3,30
3080805,518,965,11271,4,31,QLD,2193,3,30
3081002,453,938,8222,3,22,QLD,1577,3,22
3070806,593,968,11605,4,31,QLD,2268,4,31
3072503,291,908,5593,2,15,QLD,1028,2,14
3081803,121,1008,17447,5,47,QLD,3650,5,49
3090203,136,983,13574,4,37,QLD,2721,4,37
3100513,527,1077,29281,8,79,QLD,6105,9,82
3101602,208,1050,24639,7,66,QLD,5197,7,70
3101119,589,895,4714,2,13,QLD,824,2,12
3101412,60,920,6573,2,18,QLD,1228,2,17
3102005,378,895,4724,2,13,QLD,829,2,12
3110307,594,1014,18427,5,50,QLD,3856,6,52
3110509,276,1060,26468,8,71,QLD,5540,8,75
3110514,220,1062,26721,8,72,QLD,5585,8,75
3110906,411,1071,28325,8,76,QLD,5911,8,80
