sa2_code,sa2_name,period,number_new_houses,number_new_other_residential_building,number_total_dwellings,value_new_houses_aud000,value_new_other_residential_building_aud000,value_alterations_additions_aud000,value_total_residential_building_aud000,value_non_residential_building_aud000,value_total_building_aud000,id
124041466,Richmond - Clarendon,2012-2013,0,2,199,0.0,200.0,839.4,1039.4,64164.6,65203.9,1863
124041466,Richmond - Clarendon,2011-2012,22,12,36,3580.7,2240.0,1527.9,7348.6,27594.4,34942.9,1864
124041467,Windsor - Bligh Park,2014-2015,16,4,21,4296.4,577.0,3736.8,8610.2,5570.0,14180.2,1865
124041467,Windsor - Bligh Park,2013-2014,4,4,9,945.3,680.0,1008.4,2633.8,7795.0,10428.8,1866
124041467,Windsor - Bligh Park,2012-2013,4,0,4,640.0,0.0,961.8,1601.8,2646.8,4248.5,1867
124041467,Windsor - Bligh Park,2011-2012,4,4,8,922.8,340.0,2853.7,4116.4,3521.0,7637.4,1868
124041468,Yarramundi - Londonderry,2014-2015,25,0,27,7970.5,0.0,976.7,8947.2,4558.8,13506.0,1869
124041468,Yarramundi - Londonderry,2013-2014,19,0,22,7227.8,0.0,933.0,8160.8,1869.8,10030.6,1870
124041468,Yarramundi - Londonderry,2012-2013,5,0,5,2189.5,0.0,610.4,2799.8,298.0,3097.8,1871
124041468,Yarramundi - Londonderry,2011-2012,18,2,20,6413.6,235.0,988.7,7637.2,628.8,8266.0,1872
124051469,Erskine Park,2014-2015,4,0,4,712.2,0.0,649.7,1362.0,11108.0,12470.0,1873
124051469,Erskine Park,2013-2014,4,0,4,423.4,0.0,252.6,676.0,198212.5,198888.5,1874
124051469,Erskine Park,2012-2013,0,0,0,0.0,0.0,255.4,255.4,33401.0,33656.5,1875
124051469,Erskine Park,2011-2012,3,0,3,963.6,0.0,502.1,1465.7,50666.0,52131.7,1876
125011474,Lidcombe - Regents Park,2014-2015,91,321,417,21437.6,67055.1,1784.9,90277.7,51614.4,141892.1,1893
125031484,Guildford West - Merrylands West,2014-2015,69,47,120,17040.7,11361.4,1295.2,29697.3,1442.1,31139.4,1933
125011474,Lidcombe - Regents Park,2013-2014,87,270,364,20653.4,60287.5,3621.7,84562.6,5539.5,90102.1,1894
125031484,Guildford West - Merrylands West,2013-2014,113,28,147,21486.4,6961.7,2375.3,30823.5,6153.0,36976.5,1934
125011474,Lidcombe - Regents Park,2012-2013,44,31,78,8090.9,6996.3,2886.7,17973.8,28487.1,46460.9,1895
125031484,Guildford West - Merrylands West,2012-2013,26,19,50,6075.9,4652.5,893.5,11621.9,100.0,11721.9,1935
125011474,Lidcombe - Regents Park,2011-2012,107,102,224,24871.0,20735.5,5826.4,51432.9,25422.4,76855.3,1896
125011475,Rookwood Cemetery,2014-2015,0,0,0,0.0,0.0,0.0,0.0,1005.0,1005.0,1897
125021476,Carlingford,2014-2015,58,250,308,16241.5,60538.6,3359.3,80139.5,1514.9,81654.4,1901
125021476,Carlingford,2013-2014,33,565,599,10249.5,128334.3,3360.6,141944.3,357.4,142301.7,1902
125021476,Carlingford,2012-2013,16,272,289,6221.4,67013.4,2788.7,76023.5,3604.7,79628.3,1903
125021476,Carlingford,2011-2012,27,795,823,9381.3,132295.2,3020.4,144696.9,625.0,145321.9,1904
125021477,Ermington - Rydalmere,2014-2015,37,132,170,7947.4,32939.2,2148.1,43034.6,35147.2,78181.8,1905
125021477,Ermington - Rydalmere,2013-2014,28,230,260,9872.8,54566.0,3300.8,67739.7,22873.0,90612.7,1906
125021477,Ermington - Rydalmere,2012-2013,9,27,37,3521.5,5874.7,678.3,10074.5,25204.7,35279.2,1907
125021477,Ermington - Rydalmere,2011-2012,17,93,110,4011.6,25852.6,1946.1,31810.2,11686.8,43497.0,1908
125021478,Oatlands - Dundas Valley,2014-2015,38,158,197,14263.0,40972.6,2489.5,57725.1,899.6,58624.7,1909
125021478,Oatlands - Dundas Valley,2013-2014,19,90,109,9411.7,22323.7,1556.7,33292.1,1028.9,34320.9,1910
125021478,Oatlands - Dundas Valley,2012-2013,8,23,31,3198.3,4318.7,1738.9,9256.0,500.0,9756.0,1911
125021478,Oatlands - Dundas Valley,2011-2012,17,30,47,9516.5,6506.4,1464.3,17487.2,10069.9,27557.0,1912
125031479,Chester Hill - Sefton,2011-2012,35,30,73,7184.3,5356.4,1295.4,13836.1,4948.6,18784.6,1916
125031480,Fairfield - East,2014-2015,56,10,66,7663.2,2142.0,873.5,10678.7,3042.9,13721.6,1917
125031480,Fairfield - East,2013-2014,37,0,39,4032.4,0.0,926.0,4958.4,2365.8,7324.2,1918
125031480,Fairfield - East,2012-2013,14,0,14,1583.2,0.0,398.8,1982.0,2162.0,4144.0,1919
125031480,Fairfield - East,2011-2012,48,0,50,8228.2,0.0,1080.2,9308.4,3286.0,12594.4,1920
125031481,Granville - Clyde,2014-2015,20,361,381,3963.6,71681.8,1091.2,76736.6,6289.6,83026.2,1921
125031481,Granville - Clyde,2013-2014,21,223,247,4107.2,48485.5,2228.8,54821.6,13544.8,68366.3,1922
125031481,Granville - Clyde,2012-2013,5,62,68,980.8,11343.0,293.0,12616.8,100.0,12716.8,1923
125031481,Granville - Clyde,2011-2012,26,76,102,6460.0,14204.5,589.3,21253.7,24912.3,46166.1,1924
125031482,Greystanes - Pemulwuy,2014-2015,52,42,95,15514.7,11495.1,2979.8,29989.6,46336.8,76326.4,1925
125031482,Greystanes - Pemulwuy,2013-2014,43,67,113,13733.1,14007.2,2396.6,30137.0,38246.5,68383.5,1926
125031482,Greystanes - Pemulwuy,2012-2013,57,12,71,19310.7,2726.3,1905.0,23942.0,0.0,23942.0,1927
125031482,Greystanes - Pemulwuy,2011-2012,177,133,311,52748.1,33696.0,2345.3,88789.4,4291.3,93080.7,1928
125031484,Guildford West - Merrylands West,2011-2012,33,79,114,7326.8,14787.8,2290.7,24405.3,9264.0,33669.3,1936
125031483,Guildford - South Granville,2014-2015,63,128,193,7822.1,22279.3,3107.5,33208.9,3597.9,36806.9,1929
125031483,Guildford - South Granville,2013-2014,36,10,51,6189.6,2373.2,1655.1,10217.9,1423.0,11640.8,1930
125031483,Guildford - South Granville,2012-2013,9,53,63,1306.0,10967.0,545.3,12818.3,2290.4,15108.6,1931
125031483,Guildford - South Granville,2011-2012,26,71,102,5165.6,13194.9,1221.9,19582.3,7947.2,27529.6,1932
125031485,Merrylands - Holroyd,2014-2015,43,165,210,11895.3,41966.3,1237.8,55099.3,10831.0,65930.3,1937
125041493,Toongabbie - Constitution Hill,2013-2014,18,102,121,4289.8,24512.1,2148.5,30950.5,10065.6,41016.1,1970
125041493,Toongabbie - Constitution Hill,2012-2013,5,16,23,1824.2,3185.9,1520.5,6530.6,4646.2,11176.8,1971
125041493,Toongabbie - Constitution Hill,2011-2012,21,52,73,5581.6,7658.2,1049.3,14289.1,7638.8,21927.9,1972
125041494,Winston Hills,2014-2015,12,4,19,5037.8,1029.7,1528.1,7595.6,32155.8,39751.5,1973
125041494,Winston Hills,2013-2014,15,2,18,6989.1,1036.7,2453.6,10479.5,810.3,11289.8,1974
125041494,Winston Hills,2012-2013,4,0,4,1684.2,0.0,1124.0,2808.1,0.0,2808.1,1975
125041494,Winston Hills,2011-2012,5,45,50,1782.0,15000.0,1171.2,17953.3,18968.3,36921.6,1976
126011495,Epping - North Epping,2014-2015,67,145,213,20837.5,31391.5,6967.2,59196.3,520.0,59716.3,1977
126011495,Epping - North Epping,2013-2014,46,31,81,19099.5,8147.3,6322.8,33569.6,1485.2,35054.8,1978
126011495,Epping - North Epping,2012-2013,24,2,27,9923.4,510.0,3370.0,13803.3,929.3,14732.7,1979
126011495,Epping - North Epping,2011-2012,58,21,79,21824.7,5753.8,8331.6,35910.1,19954.6,55864.7,1980
126011496,Pennant Hills - Cheltenham,2014-2015,59,118,177,21237.6,35132.8,11060.3,67430.7,3066.6,70497.3,1981
126011496,Pennant Hills - Cheltenham,2013-2014,44,58,103,17598.2,19700.0,8405.7,45703.9,8148.0,53851.9,1982
126011496,Pennant Hills - Cheltenham,2012-2013,15,18,33,5684.6,5155.0,4445.3,15284.9,0.0,15284.9,1983
126011496,Pennant Hills - Cheltenham,2011-2012,38,4,42,15035.8,1302.9,10189.2,26528.0,3639.2,30167.2,1984
125031485,Merrylands - Holroyd,2013-2014,57,131,192,14147.4,29335.9,1135.4,44618.7,3695.7,48314.4,1938
126021497,Eastwood - Denistone,2014-2015,27,52,81,7889.1,13353.1,5857.1,27099.3,304.1,27403.5,1985
126021497,Eastwood - Denistone,2013-2014,22,31,56,9426.7,7855.9,6760.8,24043.4,12696.5,36739.9,1986
126021497,Eastwood - Denistone,2012-2013,41,11,52,11868.0,2095.0,5432.9,19395.9,3180.6,22576.6,1987
126021497,Eastwood - Denistone,2011-2012,36,15,53,11497.4,3173.0,6231.7,20902.1,27504.9,48406.9,1988
126021498,Gladesville - Huntleys Point,2014-2015,7,90,98,5833.1,24799.4,7996.7,38629.2,3248.4,41877.6,1989
126021498,Gladesville - Huntleys Point,2013-2014,16,42,96,9379.1,16300.0,9048.0,34727.1,6153.5,40880.6,1990
126021498,Gladesville - Huntleys Point,2012-2013,6,6,12,4074.8,1200.0,3324.5,8599.3,5350.0,13949.3,1991
126021498,Gladesville - Huntleys Point,2011-2012,15,60,75,6087.5,14425.1,6843.2,27355.8,580.0,27935.8,1992
126021499,Hunters Hill - Woolwich,2014-2015,7,2,9,3125.8,934.0,12240.5,16300.3,912.5,17212.8,1993
126021499,Hunters Hill - Woolwich,2013-2014,11,11,22,12114.9,6063.6,6251.2,24429.6,380.0,24809.6,1994
126021499,Hunters Hill - Woolwich,2012-2013,3,23,26,2950.0,6150.0,5073.4,14173.4,2200.0,16373.4,1995
126021499,Hunters Hill - Woolwich,2011-2012,8,14,22,9628.0,4130.0,15351.0,29109.0,13600.0,42709.0,1996
126021500,Macquarie Park - Marsfield,2014-2015,8,383,391,4031.7,151310.0,481.0,155822.7,97138.7,252961.4,1997
126021500,Macquarie Park - Marsfield,2013-2014,6,150,156,3208.1,34655.9,1085.4,38949.3,78798.4,117747.7,1998
126021500,Macquarie Park - Marsfield,2012-2013,2,239,241,1162.8,52785.3,451.7,54399.8,460362.6,514762.4,1999
125031485,Merrylands - Holroyd,2012-2013,24,52,79,5040.4,11427.3,694.3,17161.9,6842.2,24004.2,1939
126021500,Macquarie Park - Marsfield,2011-2012,3,476,479,689.9,154695.4,786.5,156171.9,105618.5,261790.4,2000
126021501,North Ryde - East Ryde,2014-2015,24,18,43,11133.5,5555.9,1060.8,17750.3,13435.2,31185.5,2001
126021501,North Ryde - East Ryde,2013-2014,16,4,20,6454.0,1300.0,2025.4,9779.4,2668.1,12447.5,2002
126021501,North Ryde - East Ryde,2012-2013,8,2,10,3653.9,530.0,1066.6,5250.4,2280.0,7530.4,2003
126021501,North Ryde - East Ryde,2011-2012,35,10,45,12689.6,2728.1,2278.4,17696.1,4743.5,22439.6,2004
126021502,Ryde - Putney,2014-2015,41,606,648,16735.3,155751.4,3443.7,175930.3,19358.9,195289.2,2005
126021502,Ryde - Putney,2013-2014,30,929,965,17393.1,260877.4,3813.0,282083.4,15994.8,298078.2,2006
126021502,Ryde - Putney,2012-2013,24,136,161,14503.4,33118.9,3470.0,51092.2,39608.9,90701.1,2007
126021502,Ryde - Putney,2011-2012,71,335,407,30584.9,69946.2,4655.6,105186.6,3209.0,108395.6,2008
126021503,West Ryde - Meadowbank,2014-2015,17,260,278,5446.0,45804.7,761.0,52011.6,1318.2,53329.9,2009
126021503,West Ryde - Meadowbank,2013-2014,11,69,83,3764.6,8028.5,2030.1,13823.2,688.7,14511.9,2010
126021503,West Ryde - Meadowbank,2012-2013,10,96,106,2765.6,20233.0,1039.9,24038.4,153.0,24191.4,2011
126021503,West Ryde - Meadowbank,2011-2012,9,17,28,3362.0,3270.0,2270.9,8903.0,4580.0,13483.0,2012
127011504,Ashcroft - Busby - Miller,2014-2015,50,12,63,5761.7,2899.0,2821.7,11482.4,3188.0,14670.4,2013
127011504,Ashcroft - Busby - Miller,2013-2014,23,10,36,2814.2,1976.1,727.6,5517.9,1753.7,7271.6,2014
125031485,Merrylands - Holroyd,2011-2012,37,52,91,10429.2,12422.5,1651.0,24502.7,1244.5,25747.2,1940
125031486,Smithfield Industrial,2014-2015,0,0,0,0.0,0.0,0.0,0.0,10815.5,10815.5,1941
125031486,Smithfield Industrial,2013-2014,0,0,0,0.0,0.0,0.0,0.0,32740.0,32740.0,1942
125031486,Smithfield Industrial,2012-2013,0,0,0,0.0,0.0,0.0,0.0,27100.0,27100.0,1943
125031486,Smithfield Industrial,2011-2012,0,0,0,0.0,0.0,0.0,0.0,9173.5,9173.5,1944
125031487,Yennora Industrial,2014-2015,0,0,0,0.0,0.0,0.0,0.0,2410.7,2410.7,1945
125031487,Yennora Industrial,2013-2014,0,0,0,0.0,0.0,0.0,0.0,2258.6,2258.6,1946
125031487,Yennora Industrial,2012-2013,0,0,0,0.0,0.0,0.0,0.0,678.2,678.2,1947
125031487,Yennora Industrial,2011-2012,0,0,0,0.0,0.0,0.0,0.0,975.0,975.0,1948
127011504,Ashcroft - Busby - Miller,2012-2013,16,0,17,2186.2,0.0,286.6,2472.9,310.0,2782.9,2015
127011504,Ashcroft - Busby - Miller,2011-2012,17,2,20,3182.2,410.0,830.0,4422.2,275.0,4697.2,2016
127011505,Badgerys Creek - Greendale,2014-2015,20,4,25,7332.0,898.3,1546.3,9776.6,3596.3,13372.9,2017
127011505,Badgerys Creek - Greendale,2013-2014,106,0,106,25629.1,0.0,1275.8,26905.0,28162.8,55067.8,2018
127011505,Badgerys Creek - Greendale,2012-2013,112,0,112,24775.0,0.0,369.5,25144.5,5290.4,30434.8,2019
127011505,Badgerys Creek - Greendale,2011-2012,141,2,143,32652.9,685.0,1244.9,34582.8,9094.2,43677.0,2020
127011506,Cobbitty - Leppington,2014-2015,1278,24,1302,359183.4,4914.5,1201.4,365299.2,82873.3,448172.5,2021
125041488,Girraween - Westmead,2014-2015,79,368,448,21292.9,74849.7,1858.7,98001.4,8014.1,106015.5,1949
127011506,Cobbitty - Leppington,2013-2014,723,56,779,201775.5,8520.0,1369.7,211665.2,49171.2,260836.4,2022
127011506,Cobbitty - Leppington,2012-2013,385,0,437,100341.8,0.0,1113.7,101455.5,127282.8,228738.3,2023
127011506,Cobbitty - Leppington,2011-2012,363,4,368,94353.2,1180.0,2887.4,98420.5,21340.7,119761.2,2024
702011049,Mount Johns,2011-2012,2,10,12,3815.9,2139.0,1174.2,7129.0,0.0,0.0,8280
125041488,Girraween - Westmead,2013-2014,53,74,132,11425.6,16363.2,1037.8,28826.7,25987.1,54813.8,1950
212031305,Hampton Park - Lynbrook,2012-2013,44,19,63,7847.1,3381.2,1814.8,13043.0,1495.0,14538.0,3375
125041488,Girraween - Westmead,2012-2013,17,8,25,4030.0,2269.3,367.3,6666.6,386.7,7053.2,1951
212031305,Hampton Park - Lynbrook,2011-2012,79,20,100,14700.0,3560.0,1273.5,19533.4,2855.5,22388.9,3376
125041488,Girraween - Westmead,2011-2012,40,169,329,11178.8,27959.5,622.6,39760.9,45199.7,84960.6,1952
125041489,North Parramatta,2014-2015,8,721,729,1946.0,162804.9,1679.1,166430.0,4003.6,170433.7,1953
125041489,North Parramatta,2013-2014,11,83,94,3768.0,16683.2,1034.5,21485.7,14454.8,35940.5,1954
125041489,North Parramatta,2012-2013,3,6,9,1271.0,1123.7,394.3,2789.0,5069.8,7858.8,1955
125041489,North Parramatta,2011-2012,13,201,214,3341.8,34770.2,884.0,38996.0,34902.3,73898.3,1956
125041490,North Rocks,2014-2015,15,0,15,6820.5,0.0,3020.2,9840.7,11456.5,21297.2,1957
125041490,North Rocks,2013-2014,8,101,110,1914.5,29000.0,3130.9,34045.4,636.5,34681.8,1958
125041490,North Rocks,2012-2013,8,0,8,2681.6,0.0,976.6,3658.2,406.3,4064.5,1959
125041490,North Rocks,2011-2012,6,0,6,2272.0,0.0,1724.2,3996.2,1830.5,5826.7,1960
125041491,Northmead,2014-2015,14,118,134,3096.0,20388.5,3722.0,27206.6,21388.0,48594.5,1961
125041491,Northmead,2013-2014,9,444,456,1969.6,85414.2,1368.0,88751.8,85374.5,174126.3,1962
125041491,Northmead,2012-2013,2,216,218,706.0,36693.0,767.5,38166.5,9490.0,47656.5,1963
125041491,Northmead,2011-2012,4,165,169,1217.8,31635.3,981.0,33834.0,7415.2,41249.2,1964
125041492,Parramatta - Rosehill,2014-2015,5,676,683,1449.7,130987.7,849.3,133286.6,141218.5,274505.1,1965
125041492,Parramatta - Rosehill,2013-2014,5,752,757,356.6,213254.0,806.9,214417.4,106738.7,321156.1,1966
125041492,Parramatta - Rosehill,2012-2013,3,458,464,1015.0,145466.0,185.0,146666.0,36148.0,182814.0,1967
125041492,Parramatta - Rosehill,2011-2012,5,306,311,1235.0,49941.3,515.1,51691.4,50299.6,101991.0,1968
125041493,Toongabbie - Constitution Hill,2014-2015,32,51,84,7251.5,11182.9,2319.5,20753.9,3897.3,24651.2,1969
127011507,Green Valley - Cecil Hills,2014-2015,275,4,280,79404.7,750.0,2169.7,82324.4,16275.0,98599.4,2025
127011507,Green Valley - Cecil Hills,2013-2014,325,6,336,88459.7,675.0,1564.3,90699.0,2660.0,93359.0,2026
127011507,Green Valley - Cecil Hills,2012-2013,47,2,49,8203.3,220.0,151.5,8574.9,34723.3,43298.1,2027
127011507,Green Valley - Cecil Hills,2011-2012,33,0,33,7577.0,0.0,857.3,8434.4,313.9,8748.2,2028
127011508,Hoxton Park - Horningsea Park,2014-2015,354,0,355,97270.2,0.0,1002.7,98272.9,44020.0,142292.8,2029
127011508,Hoxton Park - Horningsea Park,2013-2014,273,6,279,70078.0,1214.5,737.9,72030.4,17287.5,89317.9,2030
127011508,Hoxton Park - Horningsea Park,2012-2013,134,6,141,31839.3,815.3,339.0,32993.6,525.0,33518.6,2031
127011508,Hoxton Park - Horningsea Park,2011-2012,180,2,182,45591.5,400.0,497.6,46489.1,4919.0,51408.1,2032
127021509,Bonnyrigg Heights - Bonnyrigg,2014-2015,35,0,35,5338.2,0.0,738.6,6076.8,3420.0,9496.8,2033
127021520,St Johns Park - Wakeley,2014-2015,40,21,61,8619.8,3000.0,266.5,11886.3,11067.0,22953.2,2077
127021509,Bonnyrigg Heights - Bonnyrigg,2013-2014,18,50,69,3029.0,10000.0,473.5,13502.5,3324.9,16827.4,2034
127021520,St Johns Park - Wakeley,2013-2014,14,0,14,1307.7,0.0,845.2,2152.9,1907.9,4060.7,2078
127021509,Bonnyrigg Heights - Bonnyrigg,2012-2013,105,0,106,20710.7,0.0,212.1,20922.8,2757.0,23679.8,2035
127021520,St Johns Park - Wakeley,2012-2013,7,0,8,966.6,0.0,591.2,1557.8,2000.0,3557.8,2079
127021509,Bonnyrigg Heights - Bonnyrigg,2011-2012,12,142,156,1789.0,20000.0,333.9,22122.9,29346.8,51469.7,2036
127021510,Bossley Park - Abbotsbury,2014-2015,57,0,60,8181.8,0.0,2310.1,10492.0,1945.0,12437.0,2037
127021510,Bossley Park - Abbotsbury,2013-2014,39,0,42,6034.1,0.0,1521.5,7555.6,561.9,8117.5,2038
127021510,Bossley Park - Abbotsbury,2012-2013,16,0,23,3407.0,0.0,1641.6,5048.6,0.0,5048.6,2039
127021510,Bossley Park - Abbotsbury,2011-2012,25,0,27,5892.2,0.0,1981.2,7873.3,650.9,8524.2,2040
127021511,Cabramatta - Lansvale,2014-2015,58,20,79,10701.4,4600.0,749.7,16051.0,19703.3,35754.3,2041
127021511,Cabramatta - Lansvale,2013-2014,44,0,46,8046.7,0.0,792.8,8839.5,13513.6,22353.1,2042
127021511,Cabramatta - Lansvale,2012-2013,18,0,20,4305.8,0.0,424.8,4730.6,16514.7,21245.3,2043
127021511,Cabramatta - Lansvale,2011-2012,31,0,32,9617.2,0.0,455.0,10072.2,2647.4,12719.6,2044
206011105,Brunswick,2013-2014,15,257,274,5926.2,49331.1,15046.1,70303.4,18683.7,88987.2,2574
127021512,Cabramatta West - Mount Pritchard,2014-2015,90,9,103,17312.8,1865.0,737.0,19914.8,7516.2,27431.0,2045
212031306,Lynbrook - Lyndhurst,2014-2015,76,19,95,20175.9,2830.3,433.4,23439.6,8184.2,31623.8,3377
127021512,Cabramatta West - Mount Pritchard,2013-2014,36,14,54,8376.6,3076.0,1041.6,12494.1,502.0,12996.1,2046
212031306,Lynbrook - Lyndhurst,2013-2014,89,66,155,21715.3,12700.0,663.7,35079.0,8441.8,43520.8,3378
127021512,Cabramatta West - Mount Pritchard,2012-2013,21,2,24,3747.9,235.0,431.0,4413.9,750.0,5163.9,2047
212031306,Lynbrook - Lyndhurst,2012-2013,140,0,140,33313.1,0.0,582.4,33895.6,7433.9,41329.4,3379
127021512,Cabramatta West - Mount Pritchard,2011-2012,22,2,24,5231.0,270.0,907.0,6408.0,475.2,6883.2,2048
127021513,Canley Vale - Canley Heights,2014-2015,80,26,108,16364.7,4830.0,726.5,21921.2,6016.8,27938.1,2049
127021513,Canley Vale - Canley Heights,2013-2014,33,9,43,6659.0,1567.4,403.2,8629.6,9141.9,17771.4,2050
127021513,Canley Vale - Canley Heights,2012-2013,21,3,25,4429.3,450.0,372.8,5252.1,1987.0,7239.1,2051
127021513,Canley Vale - Canley Heights,2011-2012,29,26,56,5648.9,4437.0,869.8,10955.7,4303.4,15259.2,2052
127021514,Edensor Park,2014-2015,27,0,28,5092.3,0.0,441.2,5533.5,367.4,5900.9,2053
127021514,Edensor Park,2013-2014,28,0,31,6604.9,0.0,270.0,6874.9,89.0,6963.9,2054
127021514,Edensor Park,2012-2013,7,0,8,1370.0,0.0,361.8,1731.8,0.0,1731.8,2055
127021514,Edensor Park,2011-2012,27,0,27,6284.2,0.0,466.7,6750.9,880.0,7630.9,2056
127021515,Fairfield,2014-2015,32,75,108,5356.2,19847.7,828.0,26031.9,4022.1,30054.0,2057
127021515,Fairfield,2013-2014,34,23,57,5778.1,3605.0,257.5,9640.6,27795.6,37436.1,2058
127021515,Fairfield,2012-2013,19,8,28,3777.3,1424.1,430.0,5631.4,2637.0,8268.4,2059
127021515,Fairfield,2011-2012,23,8,31,5031.8,1434.9,538.0,7004.7,3575.6,10580.3,2060
127021516,Fairfield - West,2014-2015,81,10,95,13991.6,2600.0,1074.2,17665.8,4123.3,21789.1,2061
127021516,Fairfield - West,2013-2014,54,193,249,8283.1,28494.0,1022.1,37799.3,265.0,38064.3,2062
127021516,Fairfield - West,2012-2013,13,2,15,3181.7,398.0,366.0,3945.7,1541.9,5487.6,2063
127021516,Fairfield - West,2011-2012,31,9,46,5845.7,1556.5,2398.9,9801.1,14098.0,23899.1,2064
127021517,Greenfield Park - Prairiewood,2014-2015,23,0,24,3300.7,0.0,1034.1,4334.8,15187.1,19521.9,2065
206051134,St Kilda East,2012-2013,5,39,60,2245.3,10939.2,17481.0,30665.5,1289.7,31955.2,2691
127021517,Greenfield Park - Prairiewood,2013-2014,33,0,33,5113.6,0.0,514.9,5628.5,102019.3,107647.9,2066
206051134,St Kilda East,2011-2012,8,17,25,3281.2,4482.5,8607.4,16371.1,876.8,17247.9,2692
127021517,Greenfield Park - Prairiewood,2012-2013,15,0,16,2296.9,0.0,173.4,2470.3,1612.9,4083.2,2067
206061135,Armadale,2014-2015,7,510,517,8908.1,233365.0,18622.4,260895.4,15780.7,276676.1,2693
127021517,Greenfield Park - Prairiewood,2011-2012,10,0,11,3329.9,0.0,490.8,3820.7,1945.9,5766.6,2068
127021518,Horsley Park - Kemps Creek,2014-2015,9,0,9,6122.1,0.0,1147.4,7269.5,502.0,7771.5,2069
127021518,Horsley Park - Kemps Creek,2013-2014,14,0,14,6543.2,0.0,1351.0,7894.2,21596.8,29490.9,2070
127021518,Horsley Park - Kemps Creek,2012-2013,11,0,11,5369.0,0.0,796.5,6165.5,12000.0,18165.5,2071
127021518,Horsley Park - Kemps Creek,2011-2012,28,2,30,15795.6,600.0,903.0,17298.6,2530.2,19828.8,2072
127021519,Smithfield - Wetherill Park,2014-2015,65,57,123,11151.1,13345.6,794.3,25291.0,8270.1,33561.1,2073
127021519,Smithfield - Wetherill Park,2013-2014,45,24,69,7410.3,5193.6,903.7,13507.6,3524.4,17031.9,2074
127021519,Smithfield - Wetherill Park,2012-2013,23,4,30,4346.7,882.3,410.2,5639.2,2309.0,7948.2,2075
127021519,Smithfield - Wetherill Park,2011-2012,28,4,32,3299.2,810.0,740.9,4850.1,1779.5,6629.6,2076
206061135,Armadale,2013-2014,3,28,33,1954.8,12924.0,12098.3,26977.1,4324.9,31302.1,2694
127031522,Casula,2014-2015,26,29,56,5665.8,7006.2,934.3,13606.4,19977.1,33583.5,2085
127031522,Casula,2013-2014,25,2,29,5509.1,350.0,530.6,6389.7,3313.3,9703.0,2086
127031522,Casula,2012-2013,18,4,23,4115.6,660.0,138.2,4913.7,855.0,5768.7,2087
127031522,Casula,2011-2012,27,16,44,5625.7,3606.8,560.9,9793.3,0.0,9793.3,2088
127031523,Chipping Norton - Moorebank,2014-2015,165,21,188,52716.5,4308.1,3485.7,60510.4,16918.8,77429.2,2089
702011051,Ross,2014-2015,6,0,46,2563.1,0.0,7648.8,10212.0,5180.2,15392.2,8285
127031523,Chipping Norton - Moorebank,2013-2014,191,16,207,58122.6,2670.0,884.2,61676.8,21944.2,83621.0,2090
702011051,Ross,2013-2014,3,2,5,1040.0,400.0,1171.6,2611.6,1618.7,4230.3,8286
127031523,Chipping Norton - Moorebank,2012-2013,97,40,139,26523.9,11064.3,1202.4,38790.6,214900.0,253690.6,2091
702011051,Ross,2012-2013,2,0,2,840.0,0.0,1269.3,2109.3,,,8287
127031523,Chipping Norton - Moorebank,2011-2012,131,6,137,37187.9,1080.0,1257.7,39525.6,31234.3,70759.9,2092
127031524,Holsworthy - Wattle Grove,2014-2015,61,5,67,20454.2,1100.0,2373.0,23927.2,18488.7,42415.9,2093
127031524,Holsworthy - Wattle Grove,2013-2014,83,30,116,27356.3,7661.1,1046.0,36063.4,404.0,36467.4,2094
127031524,Holsworthy - Wattle Grove,2012-2013,21,6,27,5229.0,1235.5,984.7,7449.2,345.0,7794.2,2095
127031524,Holsworthy - Wattle Grove,2011-2012,47,4,52,14418.3,750.0,1285.1,16453.3,12079.1,28532.4,2096
127031525,Liverpool - Warwick Farm,2014-2015,50,718,772,8216.0,156006.4,733.0,164955.4,33916.1,198871.5,2097
127031525,Liverpool - Warwick Farm,2013-2014,39,816,855,6506.2,193599.8,1970.2,202076.2,47928.0,250004.2,2098
127031525,Liverpool - Warwick Farm,2012-2013,35,5,43,8055.2,900.0,639.0,9594.2,9233.0,18827.3,2099
127031525,Liverpool - Warwick Farm,2011-2012,28,256,286,5575.0,45126.9,989.8,51691.6,53557.0,105248.6,2100
127031526,Prestons - Lurnea,2014-2015,303,53,359,81884.5,10030.2,4790.6,96705.4,34056.7,130762.1,2101
127031526,Prestons - Lurnea,2013-2014,196,17,213,45371.2,2963.9,1217.2,49552.3,38600.6,88152.9,2102
127031526,Prestons - Lurnea,2012-2013,99,4,106,26258.5,682.9,648.2,27589.6,12370.0,39959.6,2103
127031526,Prestons - Lurnea,2011-2012,134,0,135,33047.9,0.0,1035.1,34083.0,29061.3,63144.3,2104
201011002,Ballarat,2014-2015,36,21,57,10464.9,3899.0,11390.6,25754.5,51106.9,76861.4,2161
201011002,Ballarat,2013-2014,21,3,24,9344.1,586.4,8281.6,18212.0,68252.1,86464.2,2162
201011002,Ballarat,2012-2013,19,2,21,6971.3,348.4,7595.7,14915.4,32079.3,46994.7,2163
201011002,Ballarat,2011-2012,34,44,79,13025.2,13850.7,10706.3,37582.1,31146.4,68728.5,2164
201011003,Ballarat - North,2014-2015,230,64,295,55259.5,8703.4,6037.0,69999.9,9793.9,79793.8,2165
