lga_code16,copsw_2000_2999_h_0,copsw_2000_2999_h_1_15,copsw_2000_2999_h_16_24,copsw_2000_2999_h_25_34,copsw_2000_2999_h_35_39,copsw_2000_2999_h_40,copsw_2000_2999_h_41_48,copsw_2000_2999_h_49mo,copsw_2000_2999_h_ns,copsw_2000_2999_h_tot,copsw_3000mo_h_0,copsw_3000mo_h_1_15,copsw_3000mo_h_16_24,copsw_3000mo_h_25_34,copsw_3000mo_h_35_39,copsw_3000mo_h_40,copsw_3000mo_h_41_48,copsw_3000mo_h_49mo,copsw_3000mo_h_ns,copsw_3000mo_h_tot,copsw_pins_h_0,copsw_pins_h_1_15,copsw_pins_h_16_24,copsw_pins_h_25_34,copsw_pins_h_35_39,copsw_pins_h_40,copsw_pins_h_41_48,copsw_pins_h_49mo,copsw_pins_h_ns,copsw_pins_h_tot,copsw_tot_h_0,copsw_tot_h_1_15,copsw_tot_h_16_24,copsw_tot_h_25_34,copsw_tot_h_35_39,copsw_tot_h_40,copsw_tot_h_41_48,copsw_tot_h_49mo,copsw_tot_h_ns,copsw_tot_h_tot,claw_nni_h_0,claw_nni_h_1_15,claw_nni_h_16_24,claw_nni_h_25_34,claw_nni_h_35_39,claw_nni_h_40,claw_nni_h_41_48,claw_nni_h_49mo,claw_nni_h_ns,claw_nni_h_tot,claw_1_149_h_0,claw_1_149_h_1_15,claw_1_149_h_16_24,claw_1_149_h_25_34,claw_1_149_h_35_39,claw_1_149_h_40,claw_1_149_h_41_48,claw_1_149_h_49mo,claw_1_149_h_ns,claw_1_149_h_tot,claw_150_299_h_0,claw_150_299_h_1_15,claw_150_299_h_16_24,claw_150_299_h_25_34,claw_150_299_h_35_39,claw_150_299_h_40,claw_150_299_h_41_48,claw_150_299_h_49mo,claw_150_299_h_ns,claw_150_299_h_tot,claw_300_399_h_0,claw_300_399_h_1_15,claw_300_399_h_16_24,claw_300_399_h_25_34,claw_300_399_h_35_39,claw_300_399_h_40,claw_300_399_h_41_48,claw_300_399_h_49mo,claw_300_399_h_ns,claw_300_399_h_tot,claw_400_499_h_0,claw_400_499_h_1_15,claw_400_499_h_16_24,claw_400_499_h_25_34,claw_400_499_h_35_39,claw_400_499_h_40,claw_400_499_h_41_48,claw_400_499_h_49mo,claw_400_499_h_ns,claw_400_499_h_tot,claw_500_649_h_0,claw_500_649_h_1_15,claw_500_649_h_16_24,claw_500_649_h_25_34,claw_500_649_h_35_39,claw_500_649_h_40,claw_500_649_h_41_48,claw_500_649_h_49mo,claw_500_649_h_ns,claw_500_649_h_tot,claw_650_799_h_0,claw_650_799_h_1_15,claw_650_799_h_16_24,claw_650_799_h_25_34,claw_650_799_h_35_39,claw_650_799_h_40,claw_650_799_h_41_48,claw_650_799_h_49mo,claw_650_799_h_ns,claw_650_799_h_tot,claw_800_999_h_0,claw_800_999_h_1_15,claw_800_999_h_16_24,claw_800_999_h_25_34,claw_800_999_h_35_39,claw_800_999_h_40,claw_800_999_h_41_48,claw_800_999_h_49mo,claw_800_999_h_ns,claw_800_999_h_tot,claw_1000_1249_h_0,claw_1000_1249_h_1_15,claw_1000_1249_h_16_24,claw_1000_1249_h_25_34,claw_1000_1249_h_35_39,claw_1000_1249_h_40,claw_1000_1249_h_41_48,claw_1000_1249_h_49mo,claw_1000_1249_h_ns,claw_1000_1249_h_tot,claw_1250_1499_h_0,claw_1250_1499_h_1_15,claw_1250_1499_h_16_24,claw_1250_1499_h_25_34,claw_1250_1499_h_35_39,claw_1250_1499_h_40,claw_1250_1499_h_41_48,claw_1250_1499_h_49mo,claw_1250_1499_h_ns,claw_1250_1499_h_tot,claw_1500_1749_h_0,claw_1500_1749_h_1_15,claw_1500_1749_h_16_24,claw_1500_1749_h_25_34,claw_1500_1749_h_35_39,claw_1500_1749_h_40,claw_1500_1749_h_41_48,claw_1500_1749_h_49mo,claw_1500_1749_h_ns,claw_1500_1749_h_tot,claw_1750_1999_h_0,claw_1750_1999_h_1_15,claw_1750_1999_h_16_24,claw_1750_1999_h_25_34,claw_1750_1999_h_35_39,claw_1750_1999_h_40,claw_1750_1999_h_41_48,claw_1750_1999_h_49mo,claw_1750_1999_h_ns,claw_1750_1999_h_tot,claw_2000_2999_h_0,claw_2000_2999_h_1_15,claw_2000_2999_h_16_24,claw_2000_2999_h_25_34,claw_2000_2999_h_35_39,claw_2000_2999_h_40,claw_2000_2999_h_41_48,claw_2000_2999_h_49mo,claw_2000_2999_h_ns,claw_2000_2999_h_tot,claw_3000mo_h_0,claw_3000mo_h_1_15,claw_3000mo_h_16_24,claw_3000mo_h_25_34,claw_3000mo_h_35_39,claw_3000mo_h_40,claw_3000mo_h_41_48,claw_3000mo_h_49mo,claw_3000mo_h_ns,claw_3000mo_h_tot,claw_pins_h_0,claw_pins_h_1_15,claw_pins_h_16_24,claw_pins_h_25_34,claw_pins_h_35_39,claw_pins_h_40,claw_pins_h_41_48,claw_pins_h_49mo,claw_pins_h_ns,claw_pins_h_tot,claw_tot_h_0,claw_tot_h_1_15,claw_tot_h_16_24,claw_tot_h_25_34,claw_tot_h_35_39,claw_tot_h_40,claw_tot_h_41_48,claw_tot_h_49mo,claw_tot_h_ns,claw_tot_h_tot,lga_name16
17650,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,16,19,19,11,6,12,3,130,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,13,0,3,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,8,0,4,3,3,0,0,0,0,0,18,0,0,0,5,4,3,0,0,0,23,3,0,0,3,0,0,3,3,0,16,0,0,0,0,8,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,29,21,22,25,10,3,9,0,124,Uralla (A)
17750,13,3,0,5,41,18,17,39,0,133,0,0,0,0,4,3,0,7,0,9,0,5,3,12,10,4,0,9,5,45,200,657,539,668,739,419,251,764,105,4335,3,4,3,9,0,0,0,0,0,27,5,35,3,0,0,0,0,3,0,49,0,51,14,3,3,9,0,0,6,90,15,50,42,14,3,3,0,3,0,131,5,46,74,29,18,15,0,3,0,185,19,35,115,106,53,28,7,9,3,362,18,25,76,156,154,79,29,19,5,563,25,16,50,124,266,133,57,34,3,711,33,22,33,56,326,162,75,47,0,754,17,15,16,28,185,91,38,39,3,433,6,11,8,12,76,51,34,25,3,223,10,5,0,10,38,28,14,16,0,121,4,5,8,9,30,22,20,28,0,114,0,3,3,6,7,13,14,8,0,54,0,3,5,8,11,7,0,7,6,43,154,330,450,569,1148,639,288,239,36,3859,Wagga Wagga (C)
17850,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,19,18,16,4,8,8,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,0,0,7,0,4,5,8,3,0,3,0,0,27,0,3,4,3,3,0,0,0,0,16,0,0,0,5,7,0,3,7,0,24,0,3,0,3,4,0,0,0,0,13,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,13,29,22,11,5,14,0,119,Walcha (A)
17900,3,0,0,0,6,5,0,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,13,47,38,57,60,28,7,31,3,292,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,6,3,0,0,0,0,0,0,13,0,4,3,3,0,0,0,0,0,8,0,0,7,4,0,0,0,0,0,13,0,0,5,5,11,4,3,3,0,35,0,0,3,7,12,11,3,3,0,36,0,0,3,9,11,6,3,0,0,26,0,0,0,0,9,8,8,4,0,29,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,20,32,52,30,14,12,0,190,Walgett (A)
17950,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,12,13,18,11,6,6,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,7,0,4,0,3,0,0,0,0,0,8,0,0,0,5,6,0,0,0,0,14,4,0,0,9,7,0,0,0,0,20,0,0,0,3,5,3,6,3,0,21,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,7,17,23,13,7,12,0,97,Warren (A)
18020,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,14,63,58,90,70,26,13,24,5,359,0,3,0,3,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,6,0,4,3,3,0,0,0,5,0,14,0,3,7,0,0,0,0,0,4,17,0,5,4,9,0,0,0,0,0,20,0,5,7,7,3,0,0,0,0,32,0,5,10,12,14,6,0,0,3,48,0,3,3,7,22,3,3,0,0,46,0,0,3,3,16,5,3,5,0,41,0,0,0,0,7,0,3,0,0,8,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,3,38,39,43,63,23,14,19,8,263,Warrumbungle Shire (A)
18050,0,4,3,10,15,14,7,16,0,74,0,0,7,0,0,4,3,10,0,27,3,4,7,7,3,11,0,3,6,41,83,701,750,540,530,401,193,205,57,3461,3,10,0,0,0,0,0,3,0,13,0,55,3,0,0,0,0,0,0,65,3,74,27,0,4,0,0,0,0,110,5,61,46,11,0,3,0,0,0,124,4,44,58,21,6,6,4,3,4,147,5,54,97,50,23,15,4,3,0,251,11,40,69,72,89,55,13,6,0,358,17,22,44,69,120,87,30,15,3,402,14,27,22,59,132,123,36,19,4,428,4,13,13,33,81,83,35,15,0,276,3,5,9,21,36,41,16,29,4,166,0,7,6,4,21,15,10,10,0,84,6,7,7,8,14,27,6,22,0,106,3,12,10,7,4,6,3,16,0,61,0,9,10,4,8,3,0,8,4,37,86,426,408,365,532,468,161,149,30,2630,Waverley (A)
18100,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,14,17,17,14,4,3,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,3,3,0,0,3,0,0,0,10,0,0,4,0,0,0,0,0,0,11,0,0,6,3,0,0,0,0,0,12,0,4,0,4,4,0,0,0,0,19,0,0,4,3,3,0,0,0,0,14,0,0,3,0,9,0,0,0,0,19,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,25,17,22,11,9,6,0,105,Weddin (A)
18200,0,0,0,0,3,3,0,3,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,44,37,43,58,31,11,15,3,253,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,6,3,0,3,4,0,0,0,16,0,0,3,4,0,0,0,0,0,16,0,3,6,3,4,0,0,0,3,23,4,3,3,5,10,3,0,0,0,33,3,7,4,10,21,5,0,5,0,55,0,0,0,0,17,4,3,3,0,37,0,0,0,0,8,3,0,4,0,20,0,0,0,0,5,6,0,3,3,15,0,0,0,0,5,3,3,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,11,26,28,26,81,34,14,23,3,248,Wentworth (A)
18230,8,0,0,0,41,31,17,18,0,116,0,3,3,0,0,0,3,4,3,15,0,4,7,8,12,6,0,6,3,48,122,386,322,483,677,405,168,194,45,2808,0,4,0,4,0,3,0,0,0,8,0,24,5,0,0,0,3,3,0,34,3,33,11,8,0,3,0,7,0,66,3,30,31,6,6,3,0,0,3,84,4,34,51,25,18,3,4,5,3,144,12,30,93,88,48,23,6,8,0,299,15,13,42,99,155,64,16,15,11,416,17,17,32,90,240,114,45,24,0,577,22,14,22,38,220,137,42,36,0,532,14,5,3,18,141,65,28,34,0,309,4,6,3,24,68,43,24,21,0,190,4,0,0,7,31,28,17,10,0,96,0,3,3,3,24,23,10,23,0,85,0,4,3,0,3,6,4,8,0,28,3,4,0,7,3,4,0,3,3,37,97,234,298,407,960,512,194,186,25,2914,Western Plains Regional (A)
18250,4,0,9,6,17,23,13,26,0,96,0,3,3,3,3,3,0,6,0,24,0,20,11,0,8,9,0,4,10,62,131,922,918,592,721,562,239,222,72,4389,0,12,7,6,7,3,3,3,0,41,3,114,7,0,3,0,0,0,3,132,13,156,56,4,4,4,0,0,0,238,4,117,99,27,8,3,0,0,3,268,7,73,154,46,15,13,3,5,5,311,23,75,216,133,62,49,15,9,3,589,25,66,178,157,211,138,34,27,5,841,33,58,116,185,478,372,93,52,11,1400,55,38,70,142,621,545,152,78,5,1700,17,25,39,71,344,317,128,75,3,1025,15,8,39,44,214,234,87,90,3,729,9,11,19,16,77,90,53,69,3,342,8,15,28,33,61,157,86,114,0,501,13,14,11,15,22,88,43,111,0,304,0,12,15,16,18,18,3,6,13,101,228,787,1066,889,2141,2023,698,632,64,8531,Willoughby (C)
18350,3,0,0,0,17,10,7,9,0,43,0,0,0,0,0,0,0,0,0,4,0,7,3,10,4,5,0,0,3,33,83,465,377,427,356,220,101,118,35,2175,4,8,3,3,0,3,0,0,0,22,3,21,3,3,0,0,0,0,0,36,0,60,5,5,0,0,0,0,0,74,8,58,32,11,0,3,0,4,0,109,3,42,47,21,5,3,3,6,4,133,11,37,82,84,26,13,6,9,0,262,12,30,45,89,66,55,7,10,3,322,6,25,33,77,95,66,29,21,3,354,8,9,25,39,107,74,33,28,0,335,4,11,13,20,36,43,14,16,0,154,0,6,7,16,24,32,14,12,0,111,0,3,4,11,10,4,3,19,0,50,0,11,7,0,6,14,9,12,0,48,0,13,0,3,0,9,4,11,0,33,3,6,8,0,5,10,0,0,3,41,55,341,314,380,401,317,122,147,14,2090,Wingecarribee (A)
18400,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,8,15,39,195,175,191,170,81,44,64,19,972,0,10,0,0,0,0,0,0,0,18,0,27,3,4,0,0,0,0,0,37,3,45,17,0,0,3,0,0,0,72,4,32,33,3,3,5,0,4,0,85,3,28,41,19,9,7,4,0,0,107,7,27,37,39,14,6,4,0,0,129,4,19,31,47,32,12,3,5,7,164,3,19,21,26,41,27,13,11,0,168,4,18,10,22,51,43,13,11,4,181,3,7,3,8,32,31,0,8,0,93,0,0,7,3,13,18,9,5,0,61,3,0,0,4,5,4,0,6,0,22,3,3,3,4,3,7,4,13,0,40,0,4,0,0,0,3,3,0,0,14,0,3,3,0,3,3,0,3,3,23,41,237,214,188,214,167,55,74,22,1214,Wollondilly (A)
18450,13,5,7,6,64,36,26,22,0,174,0,8,3,6,8,10,3,7,3,43,5,24,14,22,20,9,4,8,18,125,372,2153,1816,1802,1487,954,457,455,128,9618,6,16,7,0,4,5,0,0,6,51,16,147,21,3,5,0,0,0,0,204,27,254,58,20,8,10,0,0,3,384,12,242,158,47,20,9,0,0,4,499,35,198,327,94,37,21,3,4,3,728,39,170,447,357,169,78,13,18,9,1305,58,116,351,441,495,206,51,42,8,1766,65,70,196,414,775,385,109,61,8,2079,65,58,97,238,870,463,181,115,5,2082,65,21,42,113,550,242,100,90,4,1236,24,20,22,50,215,177,82,86,7,673,13,5,15,13,91,80,55,35,3,316,16,9,13,8,81,85,56,78,3,348,3,17,13,9,22,23,22,36,0,138,6,12,17,22,26,18,8,8,9,122,448,1347,1791,1822,3371,1798,691,584,81,11937,Wollongong (C)
18500,0,0,4,6,19,18,13,30,0,91,0,4,4,0,0,5,4,3,0,24,0,9,7,4,3,5,8,3,10,48,79,639,631,405,393,345,279,243,51,3068,0,7,4,0,0,0,0,0,0,17,5,38,4,0,0,0,0,0,0,48,0,62,18,3,0,0,0,0,0,89,8,31,34,7,3,0,0,0,0,79,0,42,38,6,0,4,0,0,0,100,6,31,75,37,11,10,0,0,0,170,4,26,62,47,39,34,10,17,5,235,9,18,43,51,84,66,18,18,0,310,7,19,35,46,97,91,42,21,4,356,5,15,14,23,58,68,34,16,7,244,8,13,27,9,33,38,24,24,0,177,4,6,3,10,12,21,11,17,0,74,3,19,12,12,11,13,17,20,0,113,3,23,18,8,0,16,3,16,3,91,0,5,0,3,6,3,0,0,0,24,66,370,385,261,364,355,162,154,21,2134,Woollahra (A)
18710,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,9,19,89,91,98,67,44,11,33,15,469,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8,0,17,0,0,3,0,0,0,0,21,0,15,10,4,0,0,0,0,4,30,0,12,8,3,0,0,0,0,0,27,0,7,13,8,9,0,0,0,0,44,0,3,22,11,8,9,4,3,0,61,0,3,9,11,15,7,0,0,0,47,0,0,3,10,25,13,3,4,0,61,0,0,3,3,14,5,3,4,0,28,3,3,3,3,3,6,3,3,0,27,0,0,0,3,3,0,0,3,0,12,0,0,0,3,0,0,0,3,0,17,0,0,3,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,0,3,14,80,73,62,73,50,21,23,4,391,Yass Valley (A)
19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,5,5,10,3,3,4,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,10,0,9,0,34,Unincorporated NSW
20110,0,0,0,0,0,5,3,3,0,10,0,0,0,0,0,0,0,3,0,7,0,3,3,3,3,0,0,0,0,14,29,119,93,112,50,49,35,31,11,526,0,0,0,0,0,0,0,0,0,4,0,7,0,3,0,0,0,0,0,11,0,14,3,3,0,0,0,0,0,15,0,12,13,3,0,0,0,0,0,28,4,18,10,7,3,0,0,0,0,44,3,3,11,19,12,3,0,0,0,55,3,6,14,22,19,7,3,0,0,76,8,3,11,14,22,14,3,6,0,86,0,4,3,7,22,6,8,4,0,45,0,6,0,3,8,3,0,4,0,26,0,3,0,3,6,0,0,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,20,76,79,75,92,43,13,18,5,421,Alpine (S)
20260,0,0,0,0,0,10,3,4,0,19,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,7,65,87,89,116,129,205,66,83,10,859,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,9,0,15,7,3,0,0,0,0,0,27,0,3,11,3,0,3,0,0,0,28,0,6,10,6,3,3,0,3,0,36,3,11,7,11,12,0,0,0,0,49,0,3,10,19,15,6,3,3,0,66,7,3,8,25,32,18,8,0,0,90,5,3,3,0,25,9,8,0,0,50,0,0,3,3,13,4,3,3,0,28,0,0,0,0,11,5,0,4,0,20,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,5,0,9,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,21,56,63,72,103,49,19,31,3,427,Ararat (RC)
20570,7,0,6,3,5,30,28,25,0,113,3,3,3,3,0,3,3,5,0,23,3,17,11,15,13,5,0,3,4,74,310,1290,1005,1177,877,491,278,281,99,5807,4,13,3,4,7,6,0,3,0,36,5,86,9,0,0,4,0,0,0,107,6,117,29,13,0,8,3,0,0,172,14,126,96,21,15,3,0,0,3,275,18,99,159,75,24,9,3,0,8,399,29,95,233,184,81,31,16,13,12,700,51,59,161,268,258,132,36,35,6,1001,38,46,99,200,383,253,73,37,9,1138,38,29,45,128,396,232,105,55,5,1044,29,12,18,40,209,110,83,42,3,548,10,4,9,23,110,89,53,27,0,338,7,7,12,9,40,25,43,23,0,168,13,10,10,9,23,26,39,45,0,174,0,5,4,3,3,3,5,10,0,36,5,3,7,14,15,8,3,3,0,66,256,716,888,992,1561,950,470,307,53,6198,Ballarat (C)
20660,3,0,4,4,9,14,14,19,3,69,0,4,3,5,3,0,0,0,0,19,3,23,11,13,21,6,0,3,12,97,209,1224,1008,1001,822,621,273,275,92,5516,0,13,7,3,4,3,0,0,3,30,3,108,10,0,0,0,0,0,0,125,8,178,36,9,4,0,0,0,3,237,8,147,78,20,5,3,0,3,3,268,14,104,161,50,11,5,3,0,5,362,26,86,238,179,46,23,8,10,12,629,30,66,149,237,173,92,22,21,5,794,27,32,89,188,249,186,51,36,4,868,29,30,52,109,235,210,73,33,4,773,16,16,25,48,150,115,38,32,3,437,9,19,17,23,57,65,20,17,3,239,5,5,6,6,17,15,20,20,0,99,3,10,12,8,10,21,20,25,0,116,0,9,3,5,6,8,3,15,0,53,0,11,13,16,15,17,0,3,12,89,171,826,914,908,988,768,269,207,64,5116,Banyule (C)
20740,3,0,0,0,3,11,4,3,0,28,0,0,0,0,0,0,0,0,0,0,6,7,6,7,4,0,0,3,0,31,104,328,267,282,162,117,62,70,18,1426,4,0,0,0,0,0,0,0,0,7,0,21,5,0,0,0,0,0,0,25,0,23,8,10,3,0,0,0,0,42,5,37,21,4,3,3,0,3,3,84,8,22,35,11,7,0,0,0,0,85,10,20,39,51,20,10,0,9,0,161,5,16,38,51,37,18,3,0,0,175,9,10,17,41,48,33,14,7,0,173,11,10,8,18,40,40,18,9,0,150,5,7,3,5,23,13,8,3,0,68,0,0,3,3,11,17,3,7,0,44,0,0,0,3,3,4,0,0,0,14,0,0,0,0,3,8,3,3,0,18,0,0,0,3,0,0,0,3,0,6,0,0,3,3,0,0,0,3,0,8,61,168,178,211,202,149,50,40,13,1063,Bass Coast (S)
20830,0,0,0,0,3,7,9,5,0,27,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,3,20,96,410,386,352,239,150,86,68,39,1826,5,13,3,0,0,0,0,0,0,21,0,31,3,0,0,0,0,0,0,39,0,61,11,10,0,3,0,0,0,89,3,52,32,14,4,0,3,0,4,116,8,43,62,22,9,7,0,3,0,161,12,48,69,63,22,22,3,6,4,247,8,25,45,73,70,33,12,8,0,290,7,19,19,59,105,43,13,7,0,280,10,15,12,28,60,38,24,16,0,200,0,4,3,12,25,20,13,16,5,96,0,3,3,10,17,15,4,15,0,68,0,0,3,3,8,10,3,4,0,24,0,5,8,11,3,3,6,11,0,42,0,0,3,0,5,0,0,3,0,22,3,9,3,0,6,3,0,8,3,33,64,329,290,305,342,203,86,92,27,1735,Baw Baw (S)
20910,5,7,3,3,5,22,10,12,0,63,3,4,4,0,0,4,0,12,0,33,3,16,4,12,4,5,0,3,8,61,164,1316,882,791,609,420,173,239,67,4665,3,11,4,3,3,4,0,0,0,31,3,101,5,4,0,0,0,0,0,122,4,131,33,8,3,0,0,3,0,180,9,117,65,13,0,0,3,0,0,214,3,79,111,24,8,7,3,0,3,237,12,61,117,94,17,13,3,7,8,337,15,55,101,140,73,61,21,13,0,467,10,34,61,110,149,98,28,23,5,502,20,30,47,85,185,118,46,34,0,574,10,24,30,38,87,76,39,36,0,342,8,26,25,20,49,45,18,21,0,214,0,16,11,7,11,26,8,20,3,104,3,24,11,13,16,31,18,36,0,150,0,22,12,14,6,11,5,12,0,88,0,7,9,7,4,6,5,5,4,45,88,739,644,591,609,491,198,212,26,3604,Bayside (C)
21010,0,0,0,0,0,7,0,3,0,14,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,0,12,46,111,105,129,79,53,31,28,6,591,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,10,3,4,3,0,0,0,0,23,3,11,12,3,0,0,0,4,0,35,0,12,24,13,3,3,3,0,0,52,3,8,15,19,3,7,0,6,3,62,0,3,20,27,18,5,3,3,0,77,3,3,12,15,31,14,9,3,0,91,3,0,3,10,28,23,5,9,0,85,0,3,0,3,19,14,12,8,0,57,0,0,0,3,14,7,4,0,0,27,0,0,0,0,8,3,0,0,0,8,0,0,0,0,3,6,0,7,0,13,0,0,3,0,0,0,0,3,0,11,0,0,0,0,0,3,0,0,0,8,20,56,84,89,126,90,37,44,11,563,Benalla (RC)
21110,3,10,6,10,12,25,17,21,0,104,0,13,3,8,3,4,0,10,0,43,3,41,24,19,12,9,4,0,23,133,281,2420,1519,1307,1122,723,371,384,115,8229,3,25,4,3,0,4,0,4,4,55,22,189,21,8,4,3,0,0,3,242,17,283,69,14,13,3,0,3,3,405,11,221,160,33,14,10,0,4,3,450,22,194,225,74,14,9,6,6,11,562,26,172,349,196,62,36,16,16,9,878,43,109,274,275,250,135,33,23,6,1149,34,82,160,273,501,377,100,51,9,1579,57,80,126,201,634,466,173,82,12,1837,47,46,55,119,377,330,142,89,9,1210,17,40,34,64,188,224,98,78,9,757,13,17,24,28,67,115,26,60,0,352,10,35,28,27,54,108,68,101,4,427,0,31,17,24,25,48,31,71,3,247,3,15,33,25,25,22,10,10,7,148,333,1533,1575,1345,2225,1886,701,609,94,10306,Boroondara (C)
21180,8,5,0,7,12,24,13,44,3,106,0,0,0,0,3,3,4,8,0,25,4,8,9,25,20,13,0,8,21,112,223,1017,907,1269,1052,714,344,424,123,6068,0,16,12,9,7,3,3,0,5,65,14,69,15,3,3,3,0,0,3,105,10,163,54,13,8,4,0,0,0,267,17,148,119,37,16,3,0,3,10,342,13,117,195,74,29,17,3,4,17,470,23,86,262,241,101,54,14,16,8,813,36,62,159,282,361,228,46,29,18,1233,36,52,92,212,589,482,128,77,24,1679,28,32,52,140,611,506,184,134,17,1713,22,26,18,64,317,293,146,130,13,1033,13,6,20,27,136,151,93,107,3,557,4,11,5,12,54,68,37,56,3,247,8,8,13,4,37,55,30,69,0,231,3,4,4,3,11,20,8,21,0,84,3,13,10,21,32,26,7,8,15,140,243,813,1027,1148,2325,1923,707,666,134,8992,Brimbank (C)
